Orthogroup	Arabidopsis_lyrata_Rawat	Alyssum_gmelinii
OG0008929	AL8G37800	Ag004G0503200
OG0008930	AL6G34210	Ag004G0509800
OG0008931	AL6G34340	Ag004G0511100
OG0008932	AL6G34390	Ag004G0511700
OG0008933	AL6G34570	Ag004G0512900
OG0008934	AL6G34600	Ag004G0513200
OG0008935	AL6G34740	Ag004G0515500
OG0008936	AL6G34770	Ag004G0515800
OG0008937	AL6G34830	Ag004G0516500
OG0008938	AL6G35260	Ag004G0521100
OG0008939	AL6G35650	Ag004G0526200
OG0008940	AL6G35980	Ag004G0528800
OG0008941	AL6G36020	Ag004G0529200
OG0008942	AL6G36180	Ag004G0532200
OG0008943	AL6G36210	Ag004G0532600
OG0008944	AL6G36310	Ag004G0533500
OG0008945	AL6G36600	Ag004G0536500
OG0008947	AL6G36810	Ag004G0539100
OG0008948	AL6G36830	Ag004G0539300
OG0008949	AL6G36910	Ag004G0540500
OG0008950	AL6G37070	Ag004G0541800
OG0008951	AL6G37650	Ag002G0174300, Ag004G0547300
OG0008952	AL6G37790	Ag004G0548100
OG0008953	AL6G38220	Ag004G0552100
OG0008954	AL6G31070	Ag004G0554500
OG0008955	AL6G31160	Ag004G0555400
OG0008956	AL6G31120	Ag004G0555900
OG0008957	AL6G31110	Ag004G0556000
OG0008958	AL6G31100	Ag004G0556100
OG0008959	AL6G31080	Ag004G0556500
OG0008960	AL6G31250	Ag004G0557000
OG0008961	AL6G31260	Ag004G0557100
OG0008962	AL6G31270	Ag004G0557200
OG0008963	AL6G31420	Ag004G0559100
OG0008964	AL6G31450	Ag004G0559900
OG0008965	AL6G31680	Ag004G0564400
OG0008966	AL6G31720	Ag004G0564800
OG0008967	AL6G31760	Ag004G0565600
OG0008968	AL6G31800	Ag004G0566300
OG0008969	AL6G32030	Ag004G0570600
OG0008970	AL6G32260	Ag004G0573100
OG0008971	AL6G32360	Ag004G0576900
OG0008972	AL6G32410	Ag004G0577100
OG0008973	AL6G32520	Ag004G0580400
OG0008974	AL6G32550	Ag004G0580800
OG0008975	AL6G32600	Ag004G0581500
OG0008976	AL6G32630	Ag004G0581900
OG0008977	nbis-gene-1547	Ag004G0583800
OG0008978	AL6G32990	Ag004G0585500
OG0008979	AL6G33180, AL6G33160	Ag004G0589300, Ag004G0587800
OG0008980	AL6G33370	Ag004G0594000
OG0008981	AL6G33410	Ag004G0594500
OG0008982	AL6G33660	Ag004G0598600
OG0008983	AL8G29150	Ag004G0601300
OG0008984	AL6G33960	Ag004G0602600
OG0008985	AL6G34130	Ag004G0610200
OG0008986	AL8G37290	Ag004G0612400
OG0008987	AL8G36960	Ag004G0620900
OG0008988	AL8G36820	Ag004G0622700
OG0008989	AL8G36550	Ag004G0629800
OG0008990	AL8G36520	Ag004G0630100
OG0008991	AL8G36340	Ag004G0632800
OG0008992	AL215U10040	Ag004G0633200
OG0008993	AL8G36280	Ag004G0634400
OG0008994	AL8G35550, AL48U10050	Ag004G0650800
OG0008995	AL8G35510	Ag004G0651400, Ag022G2751700
OG0008996	AL8G35390	Ag004G0653500
OG0008997	AL8G35350	Ag004G0655200
OG0008998	AL8G35320, AL139U10030, AL3G40430	Ag004G0655800
OG0008999	AL8G34920	Ag004G0662800
OG0009000	AL8G34570	Ag004G0666400
OG0009001	AL8G34400	Ag004G0668600
OG0009002	AL8G34260	Ag004G0670500
OG0009003	AL1G34040	Ag004G0672500, Ag034G3993000
OG0009004	AL8G34140	Ag004G0672700
OG0009005	AL2G38920	Ag004G0676800
OG0009006	AL8G33930	Ag004G0677800
OG0009007	AL8G33650	Ag004G0682500
OG0009008	AL8G33530	Ag004G0686200
OG0009009	AL8G33350	Ag004G0692300
OG0009010	AL8G33270	Ag004G0693700
OG0009011	AL8G33250	Ag004G0694000, Ag027G3038500
OG0009012	AL8G33170	Ag004G0695600
OG0009013	AL8G33110	Ag004G0696000
OG0009015	AL52U10060, AL8G32850	Ag004G0703000
OG0009016	AL52U10040	Ag004G0703600
OG0009017	AL8G32730	Ag004G0706500
OG0009018	AL8G32690	Ag004G0707300
OG0009019	AL8G32630	Ag004G0709500
OG0009020	AL8G32590	Ag004G0710400
OG0009021	AL8G32400	Ag004G0712200
OG0009022	AL8G32370	Ag004G0712600
OG0009023	AL8G32010	Ag004G0720100
OG0009024	AL8G31990	Ag004G0720300
OG0009025	AL8G31850, AL191U10010	Ag004G0723000
OG0009026	AL8G31920	Ag004G0724000
OG0009027	AL8G31550	Ag004G0730800
OG0009028	AL8G31540, AL840U10010, AL8G31520	Ag004G0731200
OG0009029	AL236U10010, AL8G31440	Ag004G0733000
OG0009030	AL8G31200	Ag004G0736500
OG0009031	AL8G31180	Ag004G0736900
OG0009032	AL8G31090	Ag004G0739200
OG0009034	AL8G30760	Ag004G0745600
OG0009035	AL8G30660	Ag004G0746200
OG0009036	AL8G30640	Ag004G0746400
OG0009037	AL8G30560, AL989U10010	Ag004G0748700
OG0009038	AL8G30450	Ag004G0750400
OG0009039	AL5G29360	Ag004G0759000
OG0009040	AL5G29010	Ag004G0764100
OG0009041	AL5G28970	Ag004G0764300
OG0009042	AL5G28610	Ag004G0768200
OG0009043	AL5G28560	Ag011G1241200, Ag004G0768900
OG0009044	AL5G28420	Ag004G0772100
OG0009045	AL5G28270	Ag004G0775200
OG0009046	AL8G29430	Ag004G0780500, Ag020G2557300
OG0009047	AL8G29600	Ag020G2555900, Ag004G0782600
OG0009048	AL6G50770	Ag022G2631500
OG0009049	AL6G50150	Ag022G2651000
OG0009050	AL4G17410	Ag022G2652300
OG0009051	AL6G17710	Ag022G2654000
OG0009052	AL7G44500	Ag022G2660700
OG0009053	AL2G10160	Ag024G2896300, Ag022G2667800, Ag016G2310000
OG0009054	AL6G16960	Ag022G2674900
OG0009055	AL6G16770	Ag022G2679200
OG0009056	AL6G16530	Ag022G2683500
OG0009057	AL6G16490	Ag022G2685100, Ag022G2685200, Ag002G0169300
OG0009058	AL6G16320	Ag022G2689200
OG0009059	AL6G16260	Ag022G2690000
OG0009060	AL6G29740	Ag060G5009800, Ag022G2693900
OG0009061	AL6G29730	Ag022G2694000, Ag060G5010000
OG0009062	AL1G40120	Ag022G2695100
OG0009063	AL6G16020	Ag022G2697400
OG0009064	AL1G40300	Ag022G2700700
OG0009065	AL6G15950	Ag022G2702800
OG0009066	AL6G15940	Ag022G2702900
OG0009067	nbis-gene-1470	Ag022G2707400, Ag022G2707000
OG0009068	AL6G15590	Ag022G2708700
OG0009069	AL6G15480	Ag022G2710000
OG0009070	AL6G15350	Ag022G2713500
OG0009071	AL6G15290	Ag022G2714300
OG0009072	AL6G15130	Ag022G2716100
OG0009073	AL6G15040	Ag022G2718700
OG0009074	AL6G15030	Ag022G2718800
OG0009075	AL4G41380	Ag022G2720100, Ag002G0158700
OG0009076	AL6G14850, nbis-gene-1463	Ag022G2720900
OG0009077	AL6G14700	Ag022G2722700
OG0009078	AL6G14690	Ag022G2723300
OG0009079	AL6G14490	Ag022G2725700
OG0009080	AL6G14080	Ag022G2732900
OG0009081	AL6G13940	Ag022G2734900
OG0009082	AL6G13870	Ag022G2737100, Ag003G0318300
OG0009083	AL6G13820	Ag022G2738300
OG0009084	AL6G53060	Ag022G2739000
OG0009086	AL6G13540	Ag022G2742900
OG0009087	AL6G13450	Ag022G2744200
OG0009089	AL6G13300	Ag022G2745600
OG0009090	AL6G13260	Ag022G2746200
OG0009091	AL8G25050	Ag015G2212700, Ag022G2748100
OG0009092	AL6G13180	Ag022G2748900
OG0009093	AL6G12980	Ag022G2752400
OG0009094	AL6G12970	Ag022G2752600
OG0009095	AL6G12650	Ag022G2756600
OG0009096	AL6G12520	Ag022G2758400
OG0009097	AL6G12450	Ag022G2760100
OG0009098	AL6G12160	Ag022G2766700
OG0009099	AL1G51910	Ag022G2771600
OG0009100	AL6G11780	Ag022G2772700
OG0009101	AL6G11620	Ag022G2774100
OG0009102	AL6G11470	Ag022G2777300
OG0009103	AL6G11360	Ag022G2778400
OG0009104	nbis-gene-1435	Ag022G2781400
OG0009105	AL6G10460	Ag022G2790300
OG0009106	AL6G10410	Ag022G2791000
OG0009107	AL6G10350	Ag022G2791800
OG0009108	AL8G21460, AL6G10270	Ag022G2792900
OG0009110	AL6G10240	Ag022G2794300
OG0009111	AL6G10040	Ag022G2796500
OG0009112	AL7G49190	Ag075G5282800
OG0009113	AL7G48780	Ag075G5289100
OG0009114	AL7G48760	Ag075G5289200
OG0009116	AL7G48500	Ag075G5293500
OG0009117	AL7G48470	Ag075G5294500
OG0009118	AL7G48450	Ag075G5294700
OG0009119	AL3G19300	Ag075G5302000
OG0009120	AL7G47250	Ag075G5307200
OG0009121	AL2G41560	Ag048G4554200
OG0009122	AL2G41600	Ag048G4554700
OG0009123	AL2G41650	Ag033G3584100, Ag048G4555200
OG0009124	AL2G41710	Ag048G4556900
OG0009125	AL2G41500	Ag048G4559200, Ag011G1127100
OG0009126	AL2G41420	Ag048G4560700, Ag048G4560600
OG0009127	AL2G41400	Ag048G4561400
OG0009128	AL2G41370	Ag048G4561700
OG0009129	AL2G41320	Ag048G4562100, Ag023G2823100
OG0009130	AL2G41270	Ag048G4562600
OG0009131	AL2G41150	Ag048G4564100
OG0009132	AL2G40930	Ag048G4569200
OG0009133	AL2G40870	Ag048G4569900
OG0009134	AL2G40810	Ag048G4572400, Ag048G4572100
OG0009135	AL2G40800	Ag048G4572500
OG0009136	AL2G40620	Ag048G4577600, Ag011G1251400
OG0009137	AL2G40540	Ag048G4578700
OG0009138	AL2G40440	Ag048G4580900
OG0009139	AL2G40420	Ag048G4581200
OG0009140	AL2G40390	Ag048G4583000
OG0009141	AL2G40090	Ag048G4587300
OG0009142	AL2G39550	Ag048G4592300
OG0009143	AL2G39380	Ag048G4595300
OG0009144	AL2G39190	Ag048G4598300
OG0009145	AL2G39110	Ag048G4602700, Ag048G4602600
OG0009146	AL2G38990	Ag048G4605700
OG0009147	AL2G38790	Ag048G4612200
OG0009148	nbis-gene-615, AL60U10070	Ag048G4612800
OG0009149	AL2G38740	Ag048G4613200
OG0009150	AL2G38410	Ag048G4619500
OG0009151	AL2G38350	Ag048G4620800
OG0009152	AL2G38080	Ag048G4623800
OG0009153	AL5G21950	Ag048G4624700
OG0009154	AL2G37980, AL89U10030	Ag048G4627000
OG0009156	AL2G37600	Ag048G4641500
OG0009157	AL2G37590	Ag048G4641600
OG0009158	AL2G37470	Ag048G4645200
OG0009159	AL2G37390	Ag048G4646000
OG0009160	AL2G37290	Ag048G4647200
OG0009161	AL2G37150	Ag048G4648400
OG0009162	AL2G37080	Ag048G4650000
OG0009163	AL2G36630	Ag048G4660400
OG0009164	AL2G36570	Ag048G4662200
OG0009165	AL2G36410	Ag048G4669100
OG0009166	AL2G36190	Ag048G4677200
OG0009167	nbis-gene-305	Ag048G4679200
OG0009168	AL3G26120	Ag002G0214300, Ag014G1977000, Ag048G4680600
OG0009169	AL2G36030	Ag048G4681700
OG0009170	AL2G35940	Ag048G4685500
OG0009171	AL2G35670	Ag048G4696700
OG0009172	AL3G44850	Ag048G4709200, Ag026G2977500, Ag039G4228700
OG0009173	AL2G35270	Ag048G4711600
OG0009174	AL2G35170	Ag048G4715100
OG0009175	AL2G35120	Ag048G4715800
OG0009176	AL3G50550	Ag040G4344200
OG0009177	AL3G50580	Ag040G4344700
OG0009178	AL3G50680, AL3G27500	Ag040G4345900
OG0009179	AL3G50930	Ag040G4351100
OG0009180	AL5G29910	Ag049G4725700
OG0009181	AL8G30060	Ag049G4731200
OG0009182	AL8G30050	Ag049G4731900
OG0009183	AL8G29960, AL8G30020	Ag049G4732900
OG0009184	AL1G64550	Ag032G3419100
OG0009185	AL1G64100	Ag032G3423300
OG0009186	AL1G64060	Ag032G3425400
OG0009187	AL1G63980	Ag032G3426100
OG0009188	AL1G63760	Ag032G3428200
OG0009189	AL1G63370	Ag032G3444300, Ag032G3436700
OG0009190	AL1G63300	Ag032G3438400
OG0009191	AL1G62750	Ag032G3449100
OG0009192	AL1G62470	Ag032G3457400
OG0009193	AL1G62450	Ag032G3457700
OG0009194	AL1G62430	Ag032G3458000
OG0009195	AL1G62260, nbis-gene-302, nbis-gene-301	Ag032G3464000
OG0009196	AL1G62060	Ag032G3467500
OG0009197	AL1G62040	Ag032G3467700
OG0009198	AL1G62020	Ag032G3467900
OG0009199	AL2G27330	Ag032G3469100
OG0009200	AL1G61590	Ag032G3472300
OG0009201	AL4G32100, AL970U10010	Ag054G4877000
OG0009202	AL4G32140	Ag054G4878000
OG0009203	AL4G32300	Ag054G4880700
OG0009204	AL4G32330	Ag054G4881900, Ag038G4159600
OG0009205	AL4G32630	Ag054G4888700
OG0009206	AL7G26750	Ag033G3526900
OG0009207	AL4G33060	Ag054G4897500
OG0009208	AL5G23950	Ag041G4355800, Ag009G0980500
OG0009209	AL5G23450	Ag009G0976900, Ag041G4359100
OG0009210	AL5G22790, AL5G22870	Ag041G4360700, Ag009G0975300
OG0009211	AL5G18820	Ag041G4363800, Ag009G0970400
OG0009212	AL6G41240	Ag041G4369600, Ag076G5309500
OG0009213	AL8G24200	Ag041G4376800
OG0009214	AL8G27650	Ag082G5406200
OG0009215	AL7G44760	Ag007G0858000
OG0009217	AL7G44490	Ag007G0865000
OG0009219	AL9U11740	Ag007G0866800
OG0009220	AL9U10250	Ag007G0882200
OG0009221	AL7G42170	Ag007G0893400
OG0009222	AL7G42150	Ag007G0893500
OG0009223	AL7G12590	Ag007G0895700, Ag063G5085900, Ag011G1065400, Ag063G5086000
OG0009224	AL7G41170	Ag007G0906700
OG0009225	AL7G41100	Ag007G0907600
OG0009226	AL7G40570	Ag007G0914700
OG0009227	AL7G40480	Ag007G0916500
OG0009228	AL7G40080	Ag007G0919900
OG0009229	AL7G39990	Ag007G0921400
OG0009230	AL2G32760	Ag078G5333000
OG0009231	AL2G32800	Ag078G5333700
OG0009232	AL2G32850	Ag078G5335300
OG0009233	AL2G32930	Ag078G5339100
OG0009234	AL2G33250	Ag078G5345400
OG0009235	AL2G33290	Ag078G5349900
OG0009236	AL2G33470	Ag078G5354000
OG0009237	AL2G33660	Ag078G5360600
OG0009238	AL2G33750	Ag078G5363700
OG0009239	AL2G34010	Ag078G5369700
OG0009240	AL2G34020	Ag078G5370000
OG0009241	AL8G22670	Ag078G5376900
OG0009242	AL2G34140	Ag078G5378600
OG0009243	AL2G34220	Ag078G5380000
OG0009244	AL2G27490	Ag056G4935200
OG0009245	AL2G27770	Ag056G4941400
OG0009246	AL2G27950	Ag056G4944000
OG0009247	AL2G28090	Ag056G4944700
OG0009248	AL2G28350	Ag056G4948900
OG0009249	AL7G24050	Ag045G4507500
OG0009250	AL7G23900	Ag045G4511500
OG0009251	AL7G23880	Ag045G4512000
OG0009252	AL7G23770	Ag045G4514200
OG0009253	AL7G23660	Ag045G4516200
OG0009254	AL7G23460	Ag045G4518700
OG0009255	AL8G27820	Ag092G5457300
OG0009256	AL2G11280	Ag063G5084500, Ag002G0108900
OG0009257	AL2G11270	Ag063G5085100, Ag002G0108300
OG0009258	AL2G11110	Ag063G5090200, Ag002G0102600
OG0009259	AL7G50130	Ag071G5237700
OG0009260	AL3G42320	Ag071G5242900
OG0009261	AL7G49740	Ag071G5246300
OG0009262	AL7G49720	Ag071G5246500
OG0009263	AL7G49710	Ag071G5246900
OG0009264	AL8G25030	Ag012G1273900
OG0009265	AL5G20130	Ag012G1287400
OG0009266	AL5G17230	Ag012G1296400
OG0009267	AL5G17140	Ag012G1297900
OG0009268	AL5G17060	Ag012G1300000
OG0009269	AL4G46750	Ag012G1302100, Ag003G0294200
OG0009270	AL5G17000	Ag012G1303500
OG0009271	AL5G16660	Ag012G1307600
OG0009272	AL5G16020	Ag012G1314100
OG0009273	AL5G16000	Ag012G1316000
OG0009274	AL5G15990	Ag012G1316100
OG0009275	AL5G15970	Ag012G1316700
OG0009276	AL5G15950	Ag012G1316900
OG0009277	AL5G15890	Ag012G1317100
OG0009278	AL5G15870	Ag012G1317300
OG0009279	AL5G15640	Ag012G1320000
OG0009280	AL5G15510	Ag012G1321600
OG0009281	AL5G15200	Ag002G0153100, Ag012G1324800
OG0009282	AL5G15190	Ag012G1325200
OG0009283	AL5G15180	Ag012G1325300
OG0009284	AL5G14590	Ag012G1331300
OG0009285	AL5G14580	Ag012G1332200
OG0009286	AL5G14460	Ag012G1334500
OG0009287	AL8G24190	Ag012G1338500
OG0009288	AL5G14250	Ag012G1338800
OG0009289	AL8G24940	Ag057G4952000
OG0009290	AL2G28610	Ag057G4964000
OG0009291	AL2G28480	Ag057G4966600
OG0009293	AL8G12550	Ag006G0805300, Ag058G4977800
OG0009294	AL8G12730	Ag058G4970300, Ag006G0812300
OG0009295	AL8G21420	Ag006G0818000
OG0009296	AL8G12920	Ag006G0818800
OG0009297	AL8G12940	Ag024G2889500, Ag024G2889700, Ag024G2889300, Ag024G2889100, Ag006G0819200
OG0009298	AL8G13470	Ag006G0833500
OG0009299	AL2G19670	Ag019G2500700, Ag006G0839000
OG0009300	AL8G14110	Ag006G0840200
OG0009301	AL8G14200, AL8G14380	Ag006G0842400
OG0009302	AL1G57180	Ag001G0008500
OG0009303	AL1G57820	Ag001G0024900
OG0009304	AL1G57940	Ag001G0025900
OG0009305	AL1G58020	Ag001G0029400, Ag001G0029500
OG0009306	AL1G58070	Ag001G0030300
OG0009307	AL1G27370	Ag001G0041300, Ag001G0041200, Ag034G3881700
OG0009308	AL1G59270	Ag001G0057300
OG0009309	AL1G59640	Ag001G0062800
OG0009310	AL1G59670	Ag001G0063300
OG0009311	AL1G59980	Ag001G0067800
OG0009312	AL1G60820	Ag001G0080900
OG0009313	AL1G60860	Ag001G0081100
OG0009314	AL1G60950	Ag001G0082800
OG0009315	AL1G61340	Ag001G0089500
OG0009316	AL8G17800	Ag023G2801800
OG0009317	AL4G29260	Ag023G2807000
OG0009318	AL4G29380	Ag023G2807900
OG0009319	AL4G29560	Ag023G2810200
OG0009320	AL4G29870	Ag023G2813100
OG0009321	AL4G29930	Ag019G2503300, Ag019G2502900, Ag023G2813900
OG0009322	AL4G30080	Ag023G2815900
OG0009323	AL4G30490	Ag034G3838200, Ag023G2819600
OG0009324	AL4G30520	Ag023G2820200
OG0009325	AL4G30620	Ag023G2821400
OG0009326	AL4G30640	Ag023G2822000
OG0009327	AL4G30720	Ag023G2824400
OG0009328	AL924U10010, AL4G30850	Ag023G2825900
OG0009329	AL4G30870	Ag023G2827000
OG0009330	AL4G30920	Ag023G2828200
OG0009331	AL4G31170	Ag023G2833200
OG0009332	AL716U10010, AL4G31300	Ag023G2835000
OG0009333	AL4G31460	Ag023G2837500
OG0009334	AL4G31700	Ag023G2843100
OG0009335	AL4G31730	Ag023G2843600
OG0009336	AL4G31870	Ag023G2846400
OG0009337	AL4G31900	Ag023G2847000
OG0009338	AL4G31920	Ag023G2847200
OG0009339	AL7G34690	Ag050G4742100
OG0009340	AL4G37260	Ag050G4743800
OG0009341	AL7G34950	Ag050G4748800
OG0009342	AL7G35290	Ag050G4753500
OG0009343	AL7G35170	Ag050G4756400
OG0009344	AL7G35150	Ag050G4756800
OG0009345	AL7G36400	Ag050G4783200
OG0009346	AL7G36570	Ag050G4785900
OG0009347	AL7G36720	Ag050G4791100
OG0009348	AL7G36730	Ag050G4791200
OG0009349	AL7G36940	Ag050G4794000
OG0009350	AL7G37440	Ag050G4798500
OG0009351	AL7G37470	Ag050G4798700
OG0009352	AL7G37490	Ag050G4798900
OG0009353	AL5G21010	Ag008G0965400, Ag008G0936900
OG0009354	AL5G31350	Ag008G0939000, Ag024G2894800, Ag008G0962800, Ag008G0963000
OG0009355	AL5G31260	Ag008G0941700
OG0009356	AL1G29490	Ag034G3917800
OG0009357	nbis-gene-1343	Ag008G0944900
OG0009358	AL5G30810	Ag008G0949400
OG0009359	AL5G30700	Ag008G0952100
OG0009360	AL5G30680	Ag008G0952500
OG0009361	AL5G30590	Ag008G0953700
OG0009362	AL5G30570	Ag008G0953900
OG0009363	AL7G29980	Ag077G5320100, Ag033G3490500
OG0009364	AL8G24250	Ag051G4819600, Ag051G4800500
OG0009365	AL8G26780	Ag051G4805100
OG0009366	AL8G26620	Ag051G4807500
OG0009367	AL8G26130, AL8G30000	Ag051G4810100
OG0009368	AL8G25690	Ag051G4817200
OG0009369	AL5G21120	Ag051G4826200
OG0009370	AL3G44860	Ag044G4473400
OG0009371	AL3G41850, AL3G45850	Ag044G4477800
OG0009372	AL3G47290	Ag044G4484700
OG0009373	AL3G47470	Ag044G4485700
OG0009374	AL3G47510	Ag044G4486200
OG0009375	AL3G52340	Ag044G4490200
OG0009376	AL3G49480	Ag044G4496200
OG0009377	AL5G45080, AL2G23460	Ag044G4502500, Ag031G3185600
OG0009378	AL3G50080	Ag044G4503900
OG0009379	AL3G50110	Ag044G4504600
OG0009380	AL7G29200	Ag033G3476100, Ag052G4848600
OG0009381	AL7G29230	Ag033G3477500, Ag052G4845900
OG0009383	AL7G29420	Ag033G3481300, Ag052G4842700
OG0009384	AL7G30510	Ag033G3504700
OG0009385	AL7G30540	Ag033G3505200
OG0009386	AL7G30830	Ag033G3513700
OG0009387	AL7G30970	Ag033G3517400
OG0009388	AL7G31290	Ag033G3524800
OG0009389	AL7G31560	Ag033G3533700
OG0009390	AL7G47340	Ag033G3540500
OG0009391	AL7G31910	Ag033G3544900, Ag033G3545000, Ag033G3545100
OG0009392	AL7G47530	Ag033G3566600
OG0009393	AL7G33860	Ag033G3567500
OG0009394	AL7G33650	Ag033G3572400
OG0009395	AL7G33620	Ag033G3577600, Ag061G5037700, Ag033G3578000, Ag033G3578300
OG0009396	AL7G33490	Ag033G3581900
OG0009397	AL7G33480	Ag033G3582000
OG0009399	AL5G23610	Ag033G3586900
OG0009400	AL1G29150	Ag033G3593900, Ag034G3911300
OG0009401	AL7G33060	Ag033G3597800
OG0009403	AL7G32770	Ag033G3604500
OG0009404	AL5G13070	Ag033G3611500
OG0009405	nbis-gene-1585, AL7G32500, AL7G32520	Ag033G3612400
OG0009406	AL3G53870	Ag033G3619600
OG0009407	AL8G19750	Ag028G3084200, Ag026G2979500
OG0009408	AL7G38720	Ag031G3137900
OG0009409	AL7G38530	Ag031G3139100
OG0009410	AL7G38350, AL7G38400	Ag031G3140000
OG0009411	AL7G38190	Ag031G3140500
OG0009412	AL7G38090	Ag031G3142100
OG0009413	AL7G38020	Ag031G3143000
OG0009414	AL7G37670	Ag031G3146400
OG0009415	AL7G37640	Ag031G3147000
OG0009416	AL3G10340	Ag031G3151900
OG0009417	AL3G10480	Ag031G3152900
OG0009418	AL3G10500	Ag031G3153200
OG0009419	AL3G10690	Ag031G3155500
OG0009420	AL3G10820	Ag031G3157000
OG0009421	AL8G44800	Ag031G3157200
OG0009422	AL8G45060	Ag031G3159900
OG0009423	AL8G45070	Ag031G3160000
OG0009424	AL8G45080, AL5G27160	Ag031G3160100
OG0009425	AL8G45100	Ag031G3160300, Ag031G3160400
OG0009426	AL8G45320	Ag031G3164600
OG0009427	AL8G45420	Ag031G3165100
OG0009428	AL5G46110	Ag031G3171300
OG0009429	AL5G46090	Ag031G3171600
OG0009430	AL5G45940	Ag031G3173400
OG0009431	AL5G45760	Ag031G3175400
OG0009432	AL5G45700	Ag031G3176000
OG0009433	AL5G45210	Ag031G3183200
OG0009434	AL213U10020, AL5G45190, AL5G24490	Ag031G3183400
OG0009435	AL5G45030, AL2G23530	Ag031G3188100
OG0009436	AL5G44560	Ag031G3194800
OG0009437	AL5G44530	Ag031G3195100
OG0009438	AL304U10010	Ag014G1834700, Ag014G1834300, Ag031G3196800
OG0009439	AL5G44430	Ag031G3197400
OG0009440	AL5G44410	Ag031G3197600
OG0009441	AL5G44130, AL5G44070	Ag031G3203000
OG0009442	AL1G53570, AL5G43620	Ag031G3209100
OG0009443	AL4G30010	Ag039G4283800, Ag031G3209400
OG0009444	AL5G43470	Ag031G3211400
OG0009445	AL5G43370	Ag031G3213400
OG0009446	AL5G43270	Ag031G3214000
OG0009447	AL5G42970	Ag031G3217900
OG0009449	AL5G42830	Ag031G3220100
OG0009450	AL5G42820	Ag031G3220400
OG0009451	AL5G42750	Ag031G3220900
OG0009452	AL5G42720	Ag031G3221700
OG0009453	AL5G42130	Ag031G3232200
OG0009454	AL5G41400	Ag031G3241900
OG0009455	AL5G41380	Ag031G3242300
OG0009456	AL5G41210	Ag031G3244300
OG0009457	AL5G41180	Ag031G3244600
OG0009458	AL5G41140	Ag031G3245500
OG0009459	AL5G40770	Ag031G3254700
OG0009460	AL5G40570	Ag031G3258800
OG0009461	AL5G40490	Ag031G3260500
OG0009462	AL5G40400	Ag031G3262100
OG0009463	AL5G40310	Ag031G3265500
OG0009464	AL5G40210	Ag031G3266600
OG0009465	AL5G39890	Ag031G3281100
OG0009466	AL5G39830	Ag031G3282000
OG0009467	AL5G39650	Ag031G3284700
OG0009468	AL5G39520	Ag031G3287400
OG0009469	AL5G38660	Ag031G3302700
OG0009470	AL5G38600	Ag031G3304200
OG0009471	AL5G38540	Ag031G3305300
OG0009472	AL5G38370	Ag031G3308900
OG0009473	AL5G38360	Ag031G3309000
OG0009474	AL5G37860	Ag031G3320100
OG0009475	AL5G37620	Ag031G3324100
OG0009476	AL5G37250	Ag031G3331200
OG0009477	AL5G37140	Ag031G3333400
OG0009478	AL5G36720	Ag031G3341800
OG0009479	AL5G36570	Ag031G3344200
OG0009480	AL5G36510	Ag031G3346400
OG0009481	AL5G36410	Ag031G3349000
OG0009482	AL5G36370	Ag031G3353400
OG0009483	AL5G36060	Ag031G3359900
OG0009484	AL5G36030	Ag031G3360200
OG0009485	AL5G35820	Ag031G3363500
OG0009486	AL5G35800	Ag031G3364000
OG0009487	AL5G35760	Ag031G3364800
OG0009488	AL5G35420	Ag031G3371600
OG0009489	AL5G35390	Ag031G3371700
OG0009490	AL5G35310	Ag031G3373300
OG0009491	AL5G35260	Ag031G3373800
OG0009492	AL5G35210	Ag031G3374600
OG0009493	AL5G35190	Ag031G3376600
OG0009494	AL5G35140	Ag031G3377200
OG0009495	AL1G33910	Ag034G3990200, Ag031G3377700
OG0009496	AL5G35060	Ag031G3379900
OG0009497	AL5G34830	Ag031G3384400
OG0009498	AL5G34410	Ag031G3389400
OG0009499	AL5G34100	Ag031G3397600
OG0009500	AL5G34080	Ag031G3397700
OG0009501	AL5G34070	Ag031G3397800
OG0009502	AL5G34030	Ag031G3398900
OG0009503	AL5G33640	Ag031G3407100
OG0009504	AL5G33630, AL6G51120	Ag031G3407300
OG0009505	AL5G33350	Ag031G3416900
OG0009506	AL8G28840	Ag020G2563900
OG0009507	AL8G28610	Ag020G2566600
OG0009508	AL8G28300	Ag020G2567600
OG0009509	AL8G28290	Ag020G2567700
OG0009510	AL8G28190	Ag020G2570400
OG0009511	AL8G28160	Ag020G2571400
OG0009512	AL8G28060	Ag020G2574600
OG0009513	AL8G28040	Ag020G2574800
OG0009514	AL7G39060	Ag025G2905000, Ag053G4871200
OG0009515	AL3G40050	Ag029G3088300
OG0009516	AL3G40110	Ag029G3094600
OG0009517	AL26U10030, AL3G41050, AL3G40880, AL26U10060, AL3G41020	Ag029G3104700
OG0009518	AL3G43360	Ag029G3119300
OG0009519	AL3G39630	Ag064G5112000, Ag095G5468800
OG0009520	AL3G39760	Ag064G5113400, Ag095G5469800
OG0009521	AL2G24640	Ag067G5172000
OG0009522	AL2G25670	Ag067G5180400
OG0009523	AL2G25860	Ag067G5183800
OG0009524	AL2G25900	Ag067G5185200
OG0009525	AL2G25910	Ag067G5185300
OG0009526	AL2G26230	Ag067G5188800
OG0009527	AL2G26390	Ag067G5191300
OG0009528	AL2G26970	Ag067G5196300
OG0009529	AL2G26950	Ag067G5196500
OG0009530	AL2G26800	Ag067G5198400
