Orthogroup	Arabidopsis_lyrata_Rawat	Cochlearia_excelsa
OG0009576	AL4G35870	g51727
OG0009577	AL4G35780	g37280
OG0009578	AL4G35760	g37278
OG0009579	AL4G35510	g51714
OG0009580	AL4G35350, AL4G35310	g37260
OG0009581	AL4G35110	g51695, g37252
OG0009582	AL4G35040	g51692
OG0009583	AL4G34960	g51687
OG0009584	AL5G10350	g10804
OG0009585	AL4G34800	g51675
OG0009586	AL4G34710	g51670, g51669
OG0009587	AL4G33830	g37212
OG0009588	AL4G33800	g37211
OG0009589	AL4G33740	g51634
OG0009590	AL5G11260	g10736
OG0009591	AL4G33710	g37207
OG0009592	AL6G41550	g40241
OG0009593	AL4G33630	g37203
OG0009594	AL4G33480	g38062
OG0009595	AL4G33390	g51623
OG0009596	AL4G33170	g51616
OG0009597	AL4G33140	g51613
OG0009598	AL6G47480	g40410
OG0009600	AL6G47830	g40430
OG0009602	AL6G48100	g40445
OG0009603	AL5G10480	g10796
OG0009604	AL6G48370	g25577
OG0009605	AL6G46900	g25670
OG0009607	AL6G47260	g25602
OG0009608	AL6G47310	g25604
OG0009609	AL4G10350, AL3G24700	g38545
OG0009610	AL4G10440	g38537
OG0009611	AL4G10740	g50874
OG0009612	AL4G11550	g38525
OG0009613	AL4G11190	g38516
OG0009614	AL4G11200	g50885, g36954
OG0009615	AL4G13440	g38431
OG0009616	AL4G13860	g36893
OG0009617	AL4G13790	g50960
OG0009618	AL4G14660	g38387
OG0009619	AL4G16610	g51038
OG0009620	AL4G16270	g38340
OG0009621	AL4G19100	g38279
OG0009623	AL4G18860	g38288
OG0009624	AL4G19310	g38272
OG0009625	AL7G28560	g47512
OG0009626	AL1G51990	g28178
OG0009627	AL4G17330	g27961
OG0009628	AL1G51240	g27962
OG0009629	AL1G50930	g27921
OG0009630	AL1G50340	g32993
OG0009631	AL1G49810	g27868
OG0009632	AL1G49170	g32851
OG0009633	AL1G48910	g27852
OG0009634	AL1G48280	g27804
OG0009635	AL1G47900	g32680
OG0009636	AL6G43390	g40271
OG0009637	AL6G43350	g40269
OG0009638	AL6G42350	g40224
OG0009639	AL6G45620, AL6G42220	g40214
OG0009640	AL6G44260	g40307, g25782
OG0009641	AL6G44680	g40324
OG0009642	AL6G44720	g40327
OG0009644	AL6G44840	g40334
OG0009645	AL6G46500	g40382
OG0009646	AL6G30720	g29101
OG0009647	AL6G30760	g4877
OG0009648	AL6G38290	g10100
OG0009649	AL6G38320	g4862
OG0009650	AL6G38390	g4858
OG0009651	AL6G38520	g10110
OG0009652	AL6G38640	g4828
OG0009653	AL6G38850	g10120, g4806
OG0009654	AL6G39000	g4798
OG0009655	AL5G13610	g45030
OG0009656	AL6G39200	g10130
OG0009657	AL6G39420	g18513
OG0009658	AL6G39560	g10147
OG0009659	AL6G39580	g10149
OG0009660	AL6G40490	g10164
OG0009661	AL3G48070	g13815
OG0009662	AL3G48010	g5935
OG0009663	AL3G47910	g5930
OG0009664	AL3G53260	g5916
OG0009665	AL3G53330	g13857
OG0009666	AL3G53470	g13823
OG0009668	AL5G25010, AL1G56500, AL1G56480	g19565
OG0009669	AL5G25000	g19566
OG0009670	AL5G24960	g2911, g2935
OG0009671	AL4G47650	g37774
OG0009672	AL4G47620	g5965
OG0009673	AL4G47570, AL7G17990	g37770
OG0009674	AL39U10130, AL4G47530	g37766
OG0009675	AL39U10100, AL4G47490	g37764
OG0009676	AL39U10080, AL4G47470	g50838
OG0009677	AL4G47400	g37760
OG0009678	AL4G47240	g50834
OG0009679	AL4G46200	g37688
OG0009680	AL4G46180	g37686
OG0009681	AL4G46060	g50790
OG0009682	AL4G45930	g50783
OG0009683	AL7G25680	g23655
OG0009684	AL4G45920	g50782
OG0009685	AL4G45910	g50781
OG0009686	AL2G13980	g24321, g37666
OG0009687	AL1G52370	g28144
OG0009688	AL4G45520	g37651
OG0009689	AL4G45490	g37650
OG0009690	AL4G45410	g52296
OG0009691	AL4G45310	g52295
OG0009692	AL4G45240	g37640
OG0009693	AL4G44940	g37627
OG0009694	AL4G44920	g52273, g37625
OG0009695	AL4G44910	g37624
OG0009696	AL4G44810	g52265
OG0009697	AL4G44670	g52254
OG0009698	AL4G44660	g52253
OG0009699	AL4G44590	g37610
OG0009700	AL4G44370	g52224
OG0009701	AL4G44360	g52225
OG0009702	AL4G44320	g52228
OG0009703	AL4G44220	g37586
OG0009704	AL4G44140	g37579, g52241
OG0009705	AL4G44120	g52243, g37578
OG0009706	AL4G43780	g38238
OG0009707	AL4G43420	g37546
OG0009708	AL4G43140	g38226
OG0009709	AL4G43010	g37531
OG0009710	AL4G42680	g37523
OG0009711	AL4G42240	g37504, g52121
OG0009712	AL4G42050	g52115
OG0009713	AL4G42000	g37496
OG0009714	AL4G41970	g37494
OG0009715	AL4G41690	g52094
OG0009716	AL4G41680	g52093
OG0009717	AL4G41570	g37474
OG0009718	AL4G41530	g37469
OG0009719	AL8G11620	g10922
OG0009720	AL4G41430	g38196
OG0009721	AL4G41120	g52062
OG0009722	AL4G41110	g52061, g37459
OG0009723	AL4G40840, AL409U10030	g37446
OG0009724	AL409U10020, AL4G40830	g37445
OG0009725	AL4G40770	g37443
OG0009726	AL4G40680	g37442
OG0009727	AL4G40020	g37402
OG0009728	AL4G40140	g37411
OG0009729	nbis-gene-1140	g52010
OG0009730	AL4G39560	g51995
OG0009731	AL3G32840	g11959
OG0009732	AL8G11260	g10906
OG0009733	AL3G11140	g7914
OG0009734	AL3G11420	g7896
OG0009735	AL3G11660	g12685, g6215, g7880
OG0009736	AL3G11700	g7877
OG0009737	AL3G11910	g7866
OG0009738	AL3G11980	g7862
OG0009739	AL3G12260	g7852
OG0009740	AL3G12360	g7842
OG0009741	AL3G12750	g7833
OG0009742	AL3G12810	g12655
OG0009743	AL3G12830	g12653
OG0009744	AL3G13090	g12635
OG0009745	AL3G13330	g12775
OG0009746	AL3G13860	g12616
OG0009747	AL3G13970	g7793
OG0009748	AL3G14330	g7769, g7778
OG0009749	AL3G14410	g7773, g7764
OG0009751	AL3G14600	g7752
OG0009752	AL3G14670	g12593, g7749
OG0009753	AL3G14730	g12592
OG0009754	AL3G14760	g12815
OG0009755	AL3G14850	g12589, g7743
OG0009756	AL3G15220	g12833, g7736
OG0009757	AL3G15090, AL3G15360	g12577
OG0009758	AL3G15460	g12841
OG0009760	AL3G16320	g12875
OG0009762	AL3G16910	g12507
OG0009763	AL3G17090	g12503
OG0009764	AL3G17160	g7657
OG0009765	AL3G17180	g7656
OG0009766	AL669U10010	g12489
OG0009767	AL3G17570	g7641
OG0009768	AL3G17730	g12935, g12482
OG0009769	AL3G17920	g7625
OG0009770	AL7G26030	g47605
OG0009771	AL3G18020	g7622
OG0009772	AL3G18300	g12457
OG0009773	AL3G18320	g7610
OG0009774	AL3G18370	g12453
OG0009775	AL3G18460	g7606
OG0009776	AL3G18600	g7600
OG0009777	AL3G18610	g7599
OG0009778	AL3G18650	g12965
OG0009779	AL3G18880	g7584
OG0009780	AL3G18990	g7576
OG0009781	AL3G19010	g7574
OG0009782	AL3G19140	g12982
OG0009783	AL3G19310	g12997, g7557
OG0009784	AL3G19330	g12426, g12996
OG0009785	AL3G19340	g12425
OG0009786	AL3G19350	g12995
OG0009787	AL7G24830	g23605
OG0009788	AL3G19420	g12992, g7552
OG0009789	AL3G19460	g7549
OG0009790	AL3G19610	g7546
OG0009791	AL3G20050	g7518, g13014
OG0009792	AL3G20160	g13020
OG0009793	AL3G20400, AL70U10030	g13029
OG0009794	AL3G20490	g12401
OG0009795	AL3G20570	g12399
OG0009796	AL3G21060	g7466
OG0009797	AL3G21270	g7455
OG0009798	AL3G21450	g12383
OG0009799	AL3G21470	g12382
OG0009800	AL3G21680	g7436
OG0009801	AL3G21900	g7427
OG0009802	nbis-gene-1457, AL3G21990	g29782
OG0009803	AL2G23980	g7423, g13102
OG0009804	AL3G22150	g7418
OG0009805	AL3G22390	g12348
OG0009806	AL3G22500	g7402
OG0009807	AL3G22590, AL467U10010	g7397
OG0009808	AL3G22960	g7382
OG0009809	AL3G23030	g7377
OG0009810	AL3G23440	g7347
OG0009811	AL3G23560	g13130
OG0009812	AL3G23590	g7341
OG0009813	AL3G23660	g13133, g7335
OG0009814	AL3G23830	g12292
OG0009815	AL3G23880	g13136
OG0009817	AL3G24010	g13139
OG0009818	AL3G24200	g7303
OG0009819	AL6G43910	g40291
OG0009820	AL3G24390	g12270
OG0009822	AL3G24500	g7281
OG0009823	AL3G24680	g7268
OG0009824	AL3G24780	g7263
OG0009825	AL3G24800	g7262
OG0009826	AL3G24810	g12251
OG0009827	AL3G25020	g12247, g7254
OG0009828	AL3G25090	g7252
OG0009829	AL3G25210	g13166
OG0009830	AL3G25450	g7232
OG0009831	AL3G25550	g12235
OG0009832	AL180U10010, AL3G25790	g12219
OG0009833	AL3G25800	g7216
OG0009834	AL3G26300	g13208
OG0009835	AL3G26500	g16703, g12195
OG0009836	AL3G26540	g7170
OG0009838	AL3G26590	g12192
OG0009839	AL8G19650	g18465, g18424
OG0009840	AL3G26680	g12183
OG0009841	AL3G26810	g12178
OG0009842	AL3G27050	g7144
OG0009843	AL3G27460	g7117
OG0009844	AL3G27470	g7116
OG0009845	AL7G26100	g23676
OG0009846	AL3G27650	g7105
OG0009847	AL3G27660	g7104
OG0009848	AL3G27690	g7101
OG0009849	AL3G27820	g7093
OG0009850	AL3G28180	g13238
OG0009851	AL3G28500	g7055
OG0009852	AL3G28810	g13255
OG0009853	AL3G28830	g7040
OG0009854	AL3G28850	g12098
OG0009855	AL3G28910	g17949, g7034
OG0009856	AL4G34530, AL3G29070	g7018
OG0009857	AL3G29150	g7010, g13261
OG0009858	AL3G29810	g6988
OG0009859	AL3G29820	g6987
OG0009860	AL3G30240	g13278
OG0009862	AL3G30970	g12031
OG0009863	AL3G31070	g12030
OG0009864	AL3G31210	g6908
OG0009865	AL5G29290	g19398
OG0009866	AL3G31490	g13305
OG0009867	AL3G31530	g6886
OG0009868	AL5G11600	g10721
OG0009869	AL3G31670	g12009
OG0009870	AL3G31710	g6876
OG0009871	AL3G31810	g12005
OG0009872	nbis-gene-923, AL3G31870	g12001
OG0009873	AL3G31930	g13313
OG0009874	AL3G31980	g6860
OG0009875	AL3G32170	g13324
OG0009876	AL3G32350	g11980, g6845
OG0009877	AL3G32390	g13328
OG0009878	AL3G32440	g6834
OG0009879	AL3G32460	g11977, g6832
OG0009880	AL3G32530	g11973
OG0009881	AL5G10130	g10817
OG0009882	AL3G32900	g6798
OG0009883	AL3G32920	g6797
OG0009884	AL5G40450, AL3G33090	g6781
OG0009885	AL3G33120	g6780
OG0009886	AL3G33360	g11947, g6773
OG0009887	AL1G22990	g31335
OG0009888	AL3G33620	g6760
OG0009889	AL3G33890	g11925
OG0009890	AL3G33900	g6753
OG0009891	AL3G33960	g6748
OG0009892	AL3G34040	g6744
OG0009893	AL3G34560	g6711, g6717
OG0009894	AL3G34830	g11889, g6698
OG0009895	AL7G51240	g16905
OG0009896	AL7G51560	g46727
OG0009897	AL4G14970	g38375, g38379, g38371
OG0009898	AL7G51880	g46734
OG0009899	AL7G52040	g46739
OG0009900	AL7G52660	g46758
OG0009902	AL7G45470	g46839
OG0009903	AL7G45420	g46843, g16733
OG0009904	AL8G19800	g10306
OG0009905	AL3G38090	g6530
OG0009906	AL3G38070	g13467, g6531
OG0009907	AL3G37680	g11766, g6549
OG0009908	AL3G37320	g11780
OG0009909	AL3G54110, AL3G54090	g13838
OG0009910	AL3G37100	g11804
OG0009911	AL3G36700	g6584
OG0009913	AL3G36520	g13413
OG0009914	AL3G36260	g6599
OG0009916	AL3G36070, AL3G36050	g11847
OG0009917	AL3G36060, AL3G36040	g6603, g11854
OG0009918	nbis-gene-751, nbis-gene-752	g13401
OG0009919	AL3G35840	g6628
OG0009920	AL3G35600, AL5G19540, AL7G43520	g6665
OG0009921	AL3G35390	g11870
OG0009922	AL7G21780	g23409
OG0009923	AL7G21830	g16985
OG0009924	AL64U10030, AL8G25810	g1331
OG0009925	AL7G22180	g47726
OG0009926	AL7G22300	g23448
OG0009927	AL2G24050	g45004
OG0009928	AL2G19520	g45126
OG0009929	AL2G22130	g45084
OG0009930	AL1G64840	g35896, g43623, g43614
OG0009931	AL6G30320	g29078
OG0009932	AL6G30260	g29075, g4901
OG0009933	AL6G41130	g10182
OG0009934	AL6G40780	g10176
OG0009935	AL6G40790	g10177
OG0009936	AL6G40810	g4743
OG0009937	AL8G22220	g10233, g4536
OG0009938	AL8G22200	g10232
OG0009939	AL8G24420	g26853, g28250
OG0009940	AL5G32770	g2421
OG0009941	AL5G32680	g2428
OG0009942	AL5G32650	g2430
OG0009943	AL5G32610	g2434
OG0009944	AL5G32390	g2443
OG0009945	AL5G31930	g19308
OG0009946	AL5G31820	g2477
OG0009947	AL5G31700	g2486, g19318
OG0009948	AL5G31620	g11352
OG0009949	AL1G10080	g30721
OG0009950	AL1G10200	g49289
OG0009952	AL1G10260	g49294
OG0009953	AL1G10720	g26870
OG0009954	AL1G10810	g30737
OG0009955	AL7G20560	g53981, g53940
OG0009956	AL1G11140	g26875
OG0009957	AL1G11210	g49341
OG0009958	AL1G11290	g30762
OG0009959	AL1G11400	g26878
OG0009960	AL1G11460	g49355
OG0009961	AL1G11750	g26890
OG0009962	AL1G11800	g30773
OG0009963	AL1G12120	g26897
OG0009964	AL1G12130	g49387
OG0009965	AL1G12200	g30794
OG0009966	AL1G12460	g30804
OG0009967	AL1G12470	g30805
OG0009968	AL1G12540	g49399
OG0009970	AL1G12680	g30811
OG0009971	AL1G12970	g26906
OG0009972	AL1G13040	g49420
OG0009973	AL1G13120	g26918
OG0009974	AL1G13130	g49424
OG0009975	AL1G13400	g49432
OG0009976	AL1G13470	g26910
OG0009977	AL1G13560	g49436
OG0009978	AL1G13610	g49440
OG0009979	AL1G13910	g30865
OG0009980	AL1G14150	g30873
OG0009981	AL1G14190	g30876
OG0009982	AL1G14360	g30884
OG0009983	AL1G14380	g26944
OG0009984	AL1G14410	g26946
OG0009985	AL1G14500	g49464
OG0009986	AL1G14510	g30902
OG0009987	AL1G14960	g30915
OG0009988	AL1G14970	g30916, g49488
OG0009989	AL1G15250	g30929
OG0009990	AL1G15290	g49499
OG0009991	AL1G15340	g30934
OG0009992	AL1G15460	g30938
OG0009993	AL1G15960	g49528
OG0009994	AL1G16010	g30973, g30969, g49531
OG0009995	AL1G16240	g30990
OG0009996	AL1G16290	g30991
OG0009997	AL1G16390	g30995
OG0009998	AL1G16560	g31007, g2654, g6566
OG0010000	AL1G16670	g49547
OG0010001	AL1G17410	g27002
OG0010003	AL1G17810	g49574
OG0010004	AL1G18310	g49602
OG0010007	AL1G18630	g49612
OG0010008	AL1G18740	g49694
OG0010009	AL1G18750	g49693
OG0010010	AL1G18860	g27026
OG0010011	AL1G18930	g49675
OG0010012	AL1G19000	g49670
OG0010013	AL1G19010	g27030
OG0010014	AL1G19050	g27032, g31129
OG0010015	AL1G40700	g32269, g50404
OG0010016	AL1G19100	g27043, g31132
OG0010017	AL4G11080, AL1G19140	g49662
OG0010018	AL1G19210	g49658
OG0010019	AL2G22090	g45086
OG0010020	AL1G19260	g31141
OG0010021	AL1G19280	g49654
OG0010022	AL1G19500	g51874, g49639, g31157
OG0010024	AL1G19810	g27069, g49637
OG0010025	AL1G19880	g27073
OG0010026	AL1G66650	g41095
OG0010027	AL1G20050	g49626
OG0010028	AL1G20060	g31188
OG0010030	AL1G21500	g31268
OG0010031	AL1G21510	g49735
OG0010032	AL1G21520	g31269
OG0010033	AL1G21660	g49745
OG0010034	AL1G21690	g31275, g27127
OG0010036	AL1G21850	g31283
OG0010037	AL7G39320	g10833
OG0010038	AL1G22120	g46965
OG0010039	AL1G22180	g49768
OG0010040	AL1G22480	g31313
OG0010041	AL1G22490	g49773
OG0010042	AL1G22630	g31323
OG0010044	AL2G14210	g27164
OG0010045	AL1G22860	g31331
OG0010046	AL1G23000	g31336, g49782
OG0010047	AL1G23010	g31337
OG0010048	AL1G23110	g31346
OG0010049	AL1G23420	g27187
OG0010050	AL1G23680	g31378
OG0010051	AL1G24580	g49857
OG0010052	AL1G24630	g31420
OG0010053	AL1G24670	g31422
OG0010054	AL1G24980	g31447
OG0010055	AL1G25100	g27221
OG0010056	AL1G25530	g49892
OG0010057	AL1G25700	g49896, g31482
OG0010058	AL1G25920	g31493
OG0010059	AL1G25780	g31485, g49900, g27251
OG0010060	AL1G26080	g31508
OG0010062	AL1G26150	g31513
OG0010064	AL1G26600	g31541
OG0010065	AL1G27030	g31566
OG0010066	AL1G27050	g31568
OG0010067	AL1G27070	g31570
OG0010068	AL1G27110	g27288
OG0010069	AL1G27330	g31585
OG0010070	AL1G27530	g49940
OG0010071	AL1G27560	g49942
OG0010072	AL1G27680	g31610
OG0010073	AL1G27770	g31614, g49946
OG0010074	AL1G28130	g31628
OG0010075	AL1G28190	g49956
OG0010076	AL1G28450	g27340
OG0010078	AL1G28510	g31648, g49969
OG0010079	AL1G28670	g27345, g31653
OG0010080	AL1G28700	g31654
OG0010081	nbis-gene-3	g42787, g4619, g33626, g25925
OG0010082	AL1G29050	g27357
OG0010083	AL1G29310	g31685
OG0010085	AL1G29650	g31702
OG0010087	AL1G29990	g27374
OG0010090	AL1G30680	g31765
OG0010091	AL1G30890	g31778
OG0010092	AL1G31020	g50050, g27412
OG0010094	AL1G31120	g31798
OG0010095	AL1G31210	g50052
OG0010096	AL1G31470	g27422, g50058
OG0010097	AL1G31790	g31826
OG0010098	AL1G31850	g31834
OG0010099	AL1G32020	g50086
OG0010100	AL1G32190	g31851
OG0010101	AL1G32230	g50087
OG0010102	AL1G32360	g50094, g31866
OG0010104	AL1G32520	g27441
OG0010105	AL1G32650	g31889
OG0010106	AL1G32680	g27446
OG0010107	AL1G32710	g31891
OG0010108	AL1G32720	g27447
OG0010109	AL1G33020	g50125
OG0010110	AL1G33030	g50126
OG0010111	AL1G33600	g31944, g50148
OG0010112	AL1G33870	g27474
OG0010113	AL1G33880	g31950
OG0010114	AL1G34060	g31958
OG0010115	AL1G34140	g50166
OG0010116	AL1G35420	g50224
OG0010117	AL1G35440	g50225
OG0010118	AL1G35460	g32019
OG0010119	AL5G10720	g41113
OG0010120	AL1G35710	g32024
OG0010121	AL1G36150	g32045
OG0010122	AL1G36240	g27527
OG0010123	AL1G36250	g27528, g50251
OG0010124	AL1G36530	g50274
OG0010125	AL1G36660	g32047
OG0010126	AL2G31540	g45976
OG0010127	AL2G31470	g45991
OG0010128	AL2G31450	g44633
OG0010129	AL2G31220	g45931
OG0010130	AL2G30120	g44689
OG0010131	AL2G29980, AL2G29960	g45868
OG0010132	AL2G29890	g44697
OG0010133	AL2G29800	g44699
OG0010134	AL2G29790	g44700
OG0010135	AL2G29780	g45853, g44701
OG0010136	AL2G29680	g45851
OG0010137	AL2G29580	g44706
OG0010138	AL2G29530	g45842
OG0010139	AL2G29240	g44708
OG0010140	AL1G47610	g50683
OG0010141	AL5G21360	g11510
OG0010142	AL8G18770	g36999
OG0010143	AL2G11370	g40796
OG0010144	AL2G12340	g44246
OG0010145	AL2G12580	g40863
OG0010146	AL2G12590	g40864, g44244
OG0010147	AL2G13230	g44232, g40890
OG0010148	AL2G13590	g40922
OG0010149	AL1G47750	g50703
OG0010150	AL2G14540	g44186
OG0010151	AL2G14630	g40961
OG0010152	AL2G14660	g40963
OG0010153	AL2G14990	g40970
OG0010154	AL2G15050	g44167
OG0010155	AL2G15090	g44157
OG0010156	AL2G15530	g40988
OG0010157	AL2G15920	g40999
OG0010158	AL2G15950	g44138
OG0010159	AL2G16490	g44111
OG0010160	AL2G16630	g41032
OG0010161	AL2G16710	g41036
OG0010162	AL2G17120	g41047
OG0010163	AL2G17340	g44084
OG0010164	AL2G17800	g38259
OG0010165	AL2G17850	g44048
OG0010166	nbis-gene-2159, AL52U10010	g28588
OG0010167	nbis-gene-1671	g25393
OG0010168	AL2G18180	g44031
OG0010169	AL2G18080	g44027
OG0010170	AL1G67160	g44005
OG0010171	AL7G40010	g24448
OG0010172	AL2G10970	g40818
OG0010173	AL2G10480	g40774
OG0010175	AL6G41870	g40204
OG0010176	AL8G11690	g40641
OG0010177	AL8G11560	g40647
OG0010178	AL8G11540	g40651
OG0010179	AL8G10270	g40721
OG0010180	AL8G10260	g40722
OG0010181	AL8G14800	g11033
OG0010182	AL8G14840	g11036
OG0010183	AL8G18440	g37025
OG0010184	AL8G15270	g40495
OG0010185	AL8G15380	g40493
OG0010186	AL7G28970	g47500
OG0010187	AL6G48560	g25551
OG0010188	AL7G23070	g23475
OG0010189	AL7G22660	g17004
OG0010190	AL7G22420	g23457, g47713
OG0010192	AL1G55510	g28095
OG0010193	AL1G55760	g36369
OG0010194	AL1G55860	g54110
OG0010195	AL1G55890	g54111
OG0010196	AL1G56310	g36391
OG0010198	AL2G34820	g44491
OG0010199	AL7G10160	g18377
OG0010200	AL7G10170	g18376
OG0010201	AL7G44710, AL7G10300	g18365
OG0010202	AL7G10390	g18354
OG0010203	AL7G10510	g18343
OG0010204	AL7G10520	g18342
OG0010205	AL7G10860	g18321
OG0010206	AL7G11130	g18306
OG0010207	AL7G11250	g18304
OG0010209	AL7G11470	g47842
OG0010210	AL7G11940	g22733
OG0010211	AL7G12010	g22738
OG0010212	AL7G12070	g22743
OG0010213	AL7G12120	g22747
OG0010214	AL7G12450	g22780
OG0010215	AL7G12570	g18295, g52912, g52911
OG0010216	AL7G12580	g22787
OG0010217	AL7G12600	g22789
OG0010218	AL7G12860	g22806
OG0010219	AL7G12950	g22814
OG0010220	AL7G13110	g22820
OG0010221	AL7G13250, AL5G41240	g22828
OG0010222	AL7G13360	g22833, g47988
OG0010223	AL7G13540	g22844
OG0010225	AL7G13740	g22869
OG0010226	AL9U12240	g4052
OG0010227	AL7G14250	g47974, g22904
OG0010229	AL7G14530	g22920
OG0010230	AL7G14720	g22935
OG0010232	AL7G15270	g18235
OG0010233	AL7G15340	g22974
OG0010234	AL7G15950	g47911, g23018
OG0010235	AL7G16010	g47908
OG0010236	AL7G16160	g23033
OG0010237	AL7G16280	g47900
OG0010238	AL7G16470	g23059
OG0010239	AL7G16540	g23066
OG0010240	AL7G16700	g23077
OG0010241	AL7G16740	g23083
OG0010243	AL7G16800	g18208
OG0010244	AL1G40360	g32244
OG0010245	AL7G16820	g23095
OG0010246	AL7G18520	g47834, g23208
OG0010247	AL7G19170	g23254
OG0010248	AL7G19110	g23249
OG0010249	AL7G19040	g47820
OG0010250	AL7G18760	g47827
OG0010251	AL7G18740	g23219
OG0010252	AL7G18490	g23207
OG0010253	AL7G18450	g23204
OG0010254	AL7G18370	g23200
OG0010255	AL7G18230	g23191
OG0010256	AL7G18210	g23189
OG0010257	AL7G18160	g23187
OG0010258	AL7G18150	g23183
OG0010259	AL7G18130	g23181
OG0010260	AL7G18120	g23180
OG0010262	AL8G24630	g28306, g28267
OG0010263	AL7G17460	g18186
OG0010264	AL7G17380	g23139
OG0010265	AL7G19720	g23286
OG0010266	AL7G20150	g47795
OG0010267	AL7G20260	g47790
OG0010268	AL7G20290	g23309, g16946
OG0010269	AL343U10010	g16949
OG0010270	AL7G20500	g16951
OG0010271	AL7G20510	g16952
OG0010272	AL7G20630	g47783
OG0010273	AL7G20700	g47781, g23332
OG0010274	AL7G21220	g47761
OG0010275	AL7G21260	g23374
OG0010276	AL3G39040, AL3G39020	g11735
OG0010278	AL2G32400	g46013
OG0010279	AL2G32280	g44601
OG0010280	AL2G31980	g44612, g45953
OG0010281	AL2G31900	g45955
OG0010282	AL2G31890	g45956
OG0010283	AL2G31710	g45966
OG0010284	AL2G31660	g45970
OG0010285	AL2G31550	g44624
OG0010286	AL1G38390	g32122, g50333, g27571
OG0010287	AL1G38430	g50335
OG0010288	AL1G38610, AL1G41130	g27580
OG0010289	AL1G38960	g32146, g50349
OG0010290	AL1G39270	g32161
OG0010291	AL1G39560	g32180, g50368
OG0010292	AL1G40740	g50407, g32279
OG0010293	AL6G50860	g39555
OG0010294	AL6G50870	g39554
OG0010295	AL6G50920	g39551
OG0010296	AL6G50940	g39549
OG0010297	AL6G51000	g39547
OG0010298	AL6G51110	g39539
OG0010299	AL6G51180	g25449, g39536
OG0010300	AL6G51220	g39533, g25448
OG0010301	AL6G51450	g39523
OG0010302	AL5G18030	g10417
OG0010303	AL6G51640	g25425
OG0010304	AL6G51900	g45221, g25415, g25418
OG0010305	AL6G51910	g40789, g39505
OG0010306	AL6G51950	g39494
OG0010307	AL6G52340	g39469
OG0010308	AL6G52130	g39482
OG0010309	AL6G52090	g45255
OG0010310	AL6G52730	g25373
OG0010312	AL6G52800	g45269
OG0010313	AL6G52840	g45271
OG0010314	AL6G52890	g39457
OG0010315	AL6G52990	g39453
OG0010316	AL6G53180	g25351
OG0010317	AL7G21050	g11176
OG0010318	AL4G10120	g50847
OG0010319	AL4G10160	g44596
OG0010320	AL1G40450	g32249
OG0010321	AL1G39770	g32192
OG0010322	AL1G39650	g32188
OG0010323	AL1G51340	g11667
OG0010324	nbis-gene-1776	g23704
OG0010325	AL7G25870	g47613
OG0010327	AL7G25720	g23658
OG0010328	AL7G25480	g23641
OG0010329	AL7G25340	g23634
OG0010330	AL7G25320	g17086
OG0010331	AL7G25290	g23632
OG0010332	AL7G25250	g23629
OG0010334	AL7G24400	g23571
OG0010335	AL7G24340	g23566
OG0010336	AL7G24310	g23563
OG0010337	nbis-gene-1200	g10655
OG0010338	AL5G13520	g10653
OG0010339	AL5G13620	g1559
OG0010340	AL5G14120	g1563
OG0010343	AL7G11150	g27435
OG0010344	AL1G33930	g50160
OG0010347	AL1G40110	g32222, g50391
OG0010352	AL1G62570	g49904, g36669
OG0010354	AL2G16250	g44127
OG0010356	AL2G18090, AL4G42210, AL7G53040	g37503, g52119
OG0010357	nbis-gene-885	g34732, g35160
OG0010357	AL2G18310	g21394
OG0010359	AL3G14010	g12611
OG0010360	AL2G27050	g41568
OG0010361	AL2G32140	g44605
OG0010362	AL2G33430	g46081
OG0010363	AL3G19020	g12978
OG0010365	AL3G26090	g7202
OG0010369	AL4G11970	g50898
OG0010370	AL1G47940	g50925
OG0010371	AL4G15100	g38369
OG0010372	AL4G15210	g50996, g38362
OG0010376	AL4G28070	g50527, g35976, g51308
OG0010377	AL4G32010	g51554
OG0010381	AL4G46430	g37704
OG0010382	AL5G11040	g10742
OG0010383	AL5G14510	g10605
OG0010384	AL5G17080	g10465
OG0010385	AL5G18600	g10399
OG0010386	AL5G28090	g19428
OG0010387	AL5G30160	g2595, g19370
OG0010388	AL5G34160	g11316
OG0010389	AL5G38720	g18201, g47872
OG0010391	AL6G34050	g818, g41341
OG0010392	AL6G40970	g4745
OG0010395	AL7G27130	g47562
OG0010396	AL7G29030	g47496
OG0010398	AL7G31430	g17307
OG0010399	AL7G34560	g24123
OG0010400	AL7G37450	g24280
OG0010401	nbis-gene-1824, nbis-gene-1842	g24569
OG0010402	AL7G42000	g17726
OG0010405	AL7G48040	g46646
OG0010406	AL7G47680	g50169
OG0010407	AL8G18050	g37052
OG0010408	AL25U10020, AL8G19580	g18464, g36982, g36981
OG0010409	AL8G21260	g10269
OG0010411	nbis-gene-2074	g10204, g4784
OG0010412	AL8G22970	g4640, g10199
OG0010413	AL8G23870	g41149
OG0010414	AL8G25760	g41164
OG0010415	AL8G26320	g28357, g41198, g41182
OG0010416	AL205U10020, AL8G26970	g28374, g41225
OG0010417	AL8G27420	g41247
OG0010418	AL8G33190	g39322, g39317, g28626
OG0010419	AL8G44980	g19644
OG0010420	AL5G17550	g54055, g13003, g54059, g26591, g42113, g4124, g40926, g27577, g43894, g48233, g48243, g48241, g35237, g4125, g43181, g44159, g5340, g27578, g54054, g26592, g54058, g44077
