Orthogroup	Arabidopsis_lyrata_Rawat	Conringia_planisiliqua
OG0006433	nbis-gene-1868	CP6_g7567_DN3_SP6_c.t1
OG0006434	AL7G41860	CP6_g7510_DN3_SP0_c.t1
OG0006435	AL2G34390	CP9_g29091_DN3_SP0_c.t1
OG0006436	AL7G40120	CP6_g7358_DN3_SP8_c.t1
OG0006437	AL7G40070	CP6_g7351_DN3_SP2_c.t1
OG0006438	AL7G39780	CP6_g7330_DN3_SP0_c.t1
OG0006440	AL7G39340	CP6_g7278_DN3_SP8_c.t1
OG0006441	AL2G32470	CP9_g28917_DN3_SP0_c.t1
OG0006442	AL2G32980	CP9_g28953_DN3_SP2_c.t1
OG0006443	AL2G33280	CP9_g28985_DN3_SP1_c.t1
OG0006444	AL2G33270	CP12_g30919_DN3_SP0_c.t1, CP12_g30918_DN3_SP0_c.t1, CP9_g28983_DN2_SP0_c.t1, CP9_g28133_DN3_SP0_c.t1
OG0006446	AL2G33570	CP9_g29012_DN3_SP1_c.t1
OG0006447	AL2G33720	CP9_g29026_DN3_SP1_c.t1
OG0006448	AL2G33770	CP9_g29031_DN3_SP2_c.t1
OG0006450	AL2G34350	CP9_g29087_DN3_SP8_c.t1
OG0006451	AL2G34680	CP9_g29117_DN3_SP8_c.t1
OG0006453	AL2G27650	CP9_g28461_DN3_SP0_c.t1
OG0006454	AL2G27840	CP9_g28475_DN3_SP7_c.t1
OG0006455	AL2G28320	CP9_g28511_DN3_SP5_c.t1
OG0006456	AL7G24010	CP5_g1141_DN3_SP8_c.t1
OG0006457	AL7G23830	CP5_g1126_DN2_SP0_c.t1
OG0006458	AL7G23670	CP5_g1112_DN3_SP0_c.t1
OG0006459	AL7G23600	CP5_g1105_DN3_SP0_c.t1
OG0006460	AL7G23580	CP5_g1104_DN3_SP6_c.t1
OG0006461	AL7G23230	CP5_g1075_DN3_SP8_c.t1
OG0006462	AL2G11140	CP2_g48886_DN3_SP7_c.t1
OG0006464	AL5G13600	CP13_g19472_DN3_SP0_c.t1
OG0006465	AL5G19260	CP13_g19124_DN1_SP0_c.t1
OG0006466	AL5G20010	CP5_g1596_DN2_SP0_c.t1, CP2_g48852_DN3_SP3_c.t1
OG0006467	AL5G18320	CP13_g19179_DN3_SP8_c.t1
OG0006468	AL5G21900	CP3_g15573_DN3_SP6_c.t1
OG0006469	AL4G46770	CP4_g23999_DN3_SP8_c.t1
OG0006470	AL5G16970	CP13_g19249_DN3_SP7_c.t1
OG0006471	AL5G16720	CP13_g19266_DN3_SP2_c.t1
OG0006472	AL5G16680	CP13_g19269_DN3_SP5_c.t1
OG0006473	AL5G16320	CP13_g19290_DN3_SP4_c.t1
OG0006474	AL5G16220	CP13_g19300_DN3_SP8_c.t1
OG0006475	AL5G15130	CP13_g19372_DN2_SP0_c.t1
OG0006476	AL5G15120	CP13_g19373_DN2_SP0_c.t1
OG0006477	AL5G14810	CP13_g19399_DN3_SP8_c.t1
OG0006478	AL7G28910	CP19_g18218_DN3_SP0_c.t1
OG0006479	AL5G14500	CP13_g19420_DN3_SP8_c.t1
OG0006480	AL5G17560	CP13_g19213_DN3_SP6_c.t1
OG0006481	AL5G14160	CP13_g19445_DN3_SP0_c.t1
OG0006482	AL22U10080	CP9_g28598_DN3_SP0_c.t1
OG0006483	AL22U10090	CP9_g28597_DN3_SP3_c.t1
OG0006485	AL2G28710	CP9_g28559_DN3_SP0_c.t1
OG0006486	AL2G28570	CP9_g28541_DN3_SP3_c.t1
OG0006488	AL8G12440	CP13_g19911_DN3_SP8_c.t1
OG0006489	AL8G12650	CP13_g19924_DN3_SP5_c.t1
OG0006490	AL8G13090	CP13_g19959_DN3_SP7_c.t1
OG0006491	AL1G11440	CP1_g36509_DN3_SP5_c.t1
OG0006492	AL8G14140	CP13_g20054_DN3_SP0_c.t1
OG0006493	AL1G56960	CP1_g38147_DN3_SP6_c.t1
OG0006494	AL1G57080	CP1_g38138_DN3_SP3_c.t1
OG0006495	AL2G15740, AL1G57390	CP1_g38118_DN3_SP0_c.t1
OG0006496	AL1G57590	CP1_g38102_DN3_SP4_c.t1
OG0006497	AL1G58100	CP1_g38069_DN3_SP8_c.t1
OG0006498	AL271U10010, AL8G26670	CP8_g53183_DN3_SP4_c.t1
OG0006499	nbis-gene-287	CP1_g37969_DN3_SP8_c.t1
OG0006500	AL1G59520	CP1_g37967_DN3_SP8_c.t1
OG0006501	AL1G60410	CP1_g37898_DN3_SP8_c.t1
OG0006502	AL1G60630	CP1_g37883_DN3_SP0_c.t1
OG0006503	AL8G30180	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1
OG0006505	AL4G30530	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1
OG0006506	AL4G30550	CP4_g25284_DN3_SP2_c.t1
OG0006507	AL270U10020, AL4G30590	CP4_g25280_DN1_SP0_c.t1
OG0006508	AL4G30790	CP4_g25261_DN3_SP0_c.t1
OG0006509	AL4G30930	CP4_g25250_DN3_SP0_c.t1
OG0006510	AL4G31200	CP4_g25224_DN3_SP8_c.t1
OG0006511	AL4G31650	CP4_g25184_DN3_SP8_c.t1
OG0006512	AL4G24500, AL4G31740	CP4_g25175_DN3_SP3_c.t1
OG0006513	AL4G31860	CP4_g25164_DN3_SP3_c.t1
OG0006514	AL4G19940	CP4_g26644_DN3_SP0_c.t1
OG0006516	AL486U10010	CP6_g6883_DN3_SP8_c.t1
OG0006517	AL7G34870	CP6_g6886_DN3_SP7_c.t1
OG0006518	AL7G34930	CP6_g6892_DN3_SP1_c.t1
OG0006519	AL7G34970	CP6_g6897_DN3_SP8_c.t1
OG0006520	AL7G35390	CP6_g6923_DN1_SP0_c.t1
OG0006521	AL7G35490	CP6_g6934_DN3_SP0_c.t1
OG0006522	nbis-gene-1818, AL7G35870	CP6_g6970_DN3_SP0_c.t1
OG0006523	AL5G19120	CP13_g19127_DN3_SP7_c.t1
OG0006524	AL7G35970	CP6_g6974_DN3_SP0_c.t1
OG0006525	AL7G36180	CP6_g6997_DN3_SP4_c.t1
OG0006526	AL7G36260	CP6_g7006_DN3_SP7_c.t1
OG0006527	AL7G36440	CP6_g7024_DN3_SP7_c.t1
OG0006528	AL7G36580	CP6_g7031_DN3_SP0_c.t1
OG0006529	AL7G36640	CP6_g7037_DN3_SP8_c.t1
OG0006530	AL7G36920	CP6_g7063_DN3_SP2_c.t1
OG0006531	AL7G37170	CP6_g7085_DN3_SP1_c.t1
OG0006532	AL7G37480	CP6_g7114_DN3_SP0_c.t1
OG0006533	AL7G37520	CP6_g7118_DN1_SP1_c.t1
OG0006534	AL5G31480	CP3_g14259_DN3_SP3_c.t1
OG0006535	AL5G31420	CP3_g14265_DN3_SP2_c.t1, CP3_g14269_DN3_SP0_c.t1
OG0006536	AL5G31270	CP3_g14284_DN3_SP2_c.t1
OG0006537	AL5G31220	CP3_g14288_DN3_SP2_c.t1
OG0006538	AL5G30560	CP3_g14336_DN3_SP0_c.t1
OG0006539	AL7G29720	CP19_g18293_DN3_SP8_c.t1
OG0006540	AL7G29990	CP19_g18315_DN3_SP4_c.t1
OG0006541	AL8G27000	CP8_g53206_DN3_SP6_c.t1
OG0006542	AL8G25080	CP8_g52964_DN2_SP8_c.t1
OG0006543	AL8G25340	CP8_g52993_DN3_SP0_c.t1
OG0006544	AL8G25390	CP8_g53008_DN3_SP1_c.t1
OG0006545	AL3G44830	CP15_g35833_DN3_SP3_c.t1
OG0006546	nbis-gene-852	CP17_g5004_DN3_SP7_c.t1
OG0006547	AL3G47010	CP17_g4849_DN3_SP6_c.t1
OG0006549	AL3G49970	CP10_g43843_DN3_SP0_c.t1
OG0006550	AL7G29270	CP19_g18250_DN3_SP8_c.t1
OG0006551	AL7G29290	CP19_g18251_DN3_SP7_c.t1
OG0006552	AL7G29530	CP19_g18273_DN3_SP8_c.t1
OG0006553	AL7G29610	CP19_g18281_DN3_SP5_c.t1
OG0006555	AL3G53390	CP22_g17375_DN1_SP0_c.t1
OG0006556	AL7G30910	CP19_g18414_DN2_SP3_c.t1
OG0006557	AL7G30920	CP19_g18415_DN3_SP7_c.t1
OG0006558	AL7G31350	CP19_g18451_DN3_SP4_c.t1
OG0006559	AL1G66470	CP2_g49847_DN3_SP0_c.t1
OG0006560	AL2G12040, AL2G12140	CP2_g48951_DN3_SP0_c.t1
OG0006561	AL7G33580	CP6_g6799_DN3_SP8_c.t1
OG0006562	AL7G26180	CP19_g17969_DN3_SP0_c.t1
OG0006563	AL7G33210	CP6_g6764_DN3_SP8_c.t1
OG0006564	AL7G33130	CP6_g6759_DN3_SP3_c.t1
OG0006565	AL4G17680	CP8_g53220_DN3_SP4_c.t1
OG0006566	AL7G32970	CP6_g6744_DN3_SP6_c.t1
OG0006567	AL7G32890	CP6_g6737_DN3_SP2_c.t1
OG0006568	AL7G32650	CP6_g6711_DN3_SP0_c.t1
OG0006569	AL7G32620	CP6_g6709_DN3_SP1_c.t1
OG0006570	AL7G32380	CP6_g6688_DN1_SP0_c.t1
OG0006571	AL7G31630, AL7G32200	CP19_g18514_DN3_SP0_c.t1
OG0006572	AL7G32030	CP19_g18497_DN3_SP3_c.t1
OG0006573	AL7G34220	CP6_g6836_DN3_SP5_c.t1
OG0006574	AL7G34360	CP6_g6846_DN3_SP2_c.t1
OG0006575	AL7G38620	CP6_g7209_DN3_SP0_c.t1
OG0006575	AL7G38610	CP6_g7208_DN3_SP0_c.t1
OG0006576	AL7G38110	CP6_g7174_DN3_SP0_c.t1
OG0006577	AL7G37820	CP6_g7152_DN3_SP0_c.t1
OG0006578	AL7G37690	CP6_g7138_DN3_SP3_c.t1
OG0006579	AL8G44910	CP2_g47583_DN3_SP4_c.t1
OG0006580	AL8G44930	CP2_g47581_DN2_SP0_c.t1
OG0006581	AL8G45150	CP2_g47552_DN3_SP8_c.t1
OG0006582	AL5G46320	CP3_g13053_DN3_SP8_c.t1
OG0006583	AL5G46030	CP3_g13081_DN3_SP5_c.t1
OG0006584	AL5G45690	CP3_g13111_DN3_SP8_c.t1
OG0006585	AL5G45420	CP5_g1793_DN3_SP0_c.t1
OG0006586	AL5G44680	CP3_g13188_DN3_SP7_c.t1
OG0006587	AL5G44580	CP3_g13193_DN3_SP0_c.t1
OG0006588	AL5G44220	CP3_g13222_DN3_SP6_c.t1
OG0006589	AL5G44190	CP3_g13224_DN3_SP2_c.t1
OG0006590	AL5G43590	CP3_g13267_DN3_SP7_c.t1
OG0006591	AL5G43520	CP3_g13274_DN3_SP3_c.t1
OG0006592	AL5G43280	CP3_g13295_DN3_SP8_c.t1
OG0006593	AL5G43020	CP3_g13321_DN3_SP7_c.t1
OG0006594	AL8G18800	CP3_g13366_DN3_SP6_c.t1
OG0006595	AL5G41920	CP3_g13408_DN3_SP5_c.t1
OG0006596	AL5G40500	CP3_g13483_DN3_SP0_c.t1
OG0006597	AL5G40460	CP3_g13487_DN3_SP8_c.t1
OG0006598	AL5G40430	CP3_g13489_DN3_SP8_c.t1
OG0006599	AL8G24980	CP8_g52950_DN2_SP0_c.t1
OG0006600	AL5G39140	CP3_g13591_DN3_SP0_c.t1
OG0006601	AL5G39080	CP3_g13597_DN2_SP0_c.t1
OG0006602	AL5G38830	CP3_g13619_DN3_SP8_c.t1
OG0006603	AL5G38230	CP3_g13667_DN3_SP8_c.t1
OG0006604	AL5G37840	CP3_g13698_DN3_SP8_c.t1
OG0006605	AL5G37510	CP3_g13729_DN3_SP8_c.t1
OG0006606	AL5G37290	CP3_g13748_DN3_SP2_c.t1
OG0006607	AL5G37180	CP3_g13760_DN3_SP0_c.t1
OG0006609	AL5G36590	CP3_g13805_DN3_SP8_c.t1
OG0006610	AL5G36270	CP3_g13833_DN3_SP0_c.t1
OG0006611	AL5G36000	CP3_g13859_DN3_SP8_c.t1
OG0006612	AL5G35910	CP3_g13867_DN3_SP0_c.t1
OG0006613	AL5G34580	CP3_g13991_DN1_SP0_c.t1
OG0006614	AL5G33660	CP3_g14073_DN3_SP3_c.t1
OG0006615	AL8G28910	CP8_g53352_DN3_SP8_c.t1
OG0006616	AL8G28710	CP8_g53344_DN3_SP3_c.t1
OG0006617	AL8G28640	CP8_g53341_DN3_SP0_c.t1
OG0006618	AL7G38990	CP6_g7237_DN3_SP0_c.t1
OG0006620	AL3G39850	CP12_g30829_DN3_SP6_c.t1
OG0006621	AL2G25770	CP9_g28268_DN3_SP0_c.t1
OG0006622	AL2G26560	CP9_g28352_DN1_SP0_c.t1
OG0006623	AL2G26600	CP9_g28356_DN3_SP8_c.t1
OG0006624	AL2G27000	CP9_g28391_DN1_SP0_c.t1
OG0006625	AL2G27150	CP9_g28407_DN3_SP6_c.t1
OG0006626	AL8G21800	CP2_g48754_DN3_SP3_c.t1
OG0006627	AL3G51340	CP10_g43701_DN3_SP6_c.t1
OG0006628	AL3G51670	CP1_g39402_DN3_SP8_c.t1
OG0006629	AL3G51680	CP10_g43674_DN3_SP0_c.t1
OG0006630	AL3G52850	CP10_g43618_DN3_SP0_c.t1
OG0006631	AL3G49030	CP10_g43602_DN3_SP0_c.t1
OG0006632	AL5G10920	CP13_g19632_DN3_SP0_c.t1
OG0006633	AL3G48800	CP10_g43582_DN3_SP8_c.t1
OG0006634	AL3G11190	CP10_g42193_DN3_SP0_c.t1
OG0006635	AL3G48660	CP10_g43569_DN2_SP8_c.t1
OG0006636	AL3G48650	CP10_g43568_DN3_SP3_c.t1
OG0006637	AL3G48450	CP10_g43545_DN3_SP0_c.t1
OG0006638	AL4G38520	CP4_g24653_DN3_SP6_c.t1
OG0006640	AL4G45260	CP4_g24118_DN3_SP0_c.t1
OG0006641	AL4G37980	CP4_g24695_DN3_SP1_c.t1
OG0006642	AL4G37930, AL108U10010	CP4_g24699_DN3_SP1_c.t1
OG0006643	AL4G37820	CP4_g24707_DN3_SP8_c.t1
OG0006644	AL4G37690	CP4_g24718_DN3_SP8_c.t1
OG0006645	AL4G37380	CP4_g24742_DN3_SP8_c.t1
OG0006646	AL4G37230	CP4_g24748_DN3_SP0_c.t1
OG0006647	AL4G37040	CP4_g24764_DN3_SP5_c.t1
OG0006648	AL1G17800	CP1_g37042_DN3_SP5_c.t1
OG0006649	AL4G35950	CP4_g24858_DN3_SP8_c.t1
OG0006650	AL4G35840	CP4_g24866_DN3_SP2_c.t1
OG0006651	AL4G35750	CP4_g24876_DN3_SP6_c.t1
OG0006652	AL4G35520, AL96U10060, AL4G35560	CP4_g24890_DN3_SP8_c.t1
OG0006653	AL4G35500	CP4_g24892_DN3_SP0_c.t1
OG0006654	AL4G35320	CP4_g24900_DN3_SP8_c.t1
OG0006655	AL4G35240, AL811U10010	CP4_g24903_DN3_SP3_c.t1
OG0006656	AL5G18230	CP13_g19185_DN3_SP0_c.t1
OG0006657	AL4G35120	CP4_g24913_DN3_SP8_c.t1
OG0006658	AL4G34990	CP4_g24924_DN3_SP8_c.t1
OG0006659	AL4G34920	CP4_g24931_DN3_SP1_c.t1
OG0006660	AL4G34030	CP4_g24980_DN3_SP4_c.t1
OG0006661	AL4G33870	CP4_g24991_DN3_SP6_c.t1
OG0006662	AL4G34370, AL4G33760	CP4_g25000_DN2_SP0_c.t1
OG0006663	AL4G33110	CP4_g25053_DN3_SP3_c.t1
OG0006664	nbis-gene-1648	CP19_g18450_DN3_SP2_c.t1, CP11_g31804_DN3_SP7_c.t1
OG0006665	AL6G48110	CP11_g31862_DN2_SP0_c.t1
OG0006666	AL6G46550, AL6G46540	CP20_g4391_DN3_SP8_c.t1
OG0006667	AL6G46530	CP20_g4390_DN3_SP8_c.t1
OG0006668	AL6G30630	CP8_g54416_DN3_SP5_c.t1
OG0006669	AL4G10400	CP6_g8277_DN3_SP0_c.t1
OG0006670	AL4G10510	CP16_g54760_DN3_SP8_c.t1
OG0006671	AL4G10750	CP16_g54786_DN3_SP0_c.t1
OG0006672	AL4G11170	CP16_g54813_DN2_SP0_c.t1, CP16_g54816_DN3_SP4_c.t1
OG0006673	AL4G11320	CP16_g54827_DN3_SP0_c.t1
OG0006674	AL4G11660	CP16_g54845_DN3_SP0_c.t1
OG0006675	AL4G13530	CP16_g55007_DN3_SP8_c.t1
OG0006676	AL4G18380	CP18_g12478_DN3_SP8_c.t1
OG0006677	AL4G15860	CP16_g55178_DN3_SP8_c.t1
OG0006678	AL7G26550	CP19_g18002_DN3_SP7_c.t1
OG0006679	AL7G28580	CP19_g18188_DN3_SP8_c.t1
OG0006680	AL1G48890	CP7_g44463_DN3_SP2_c.t1
OG0006682	AL1G48410	CP7_g44504_DN3_SP2_c.t1
OG0006683	AL6G43270	CP20_g4079_DN3_SP0_c.t1
OG0006684	AL6G43650	CP20_g4142_DN3_SP7_c.t1
OG0006685	AL1G56820	CP1_g38162_DN3_SP4_c.t1
OG0006686	AL6G45460	CP20_g4325_DN3_SP8_c.t1
OG0006687	AL6G45470	CP20_g4326_DN3_SP7_c.t1
OG0006688	AL6G38380	CP2_g48530_DN3_SP8_c.t1
OG0006689	AL6G39110	CP2_g48580_DN3_SP2_c.t1
OG0006690	AL7G28780	CP19_g18209_DN3_SP7_c.t1
OG0006691	AL6G39410	CP2_g48595_DN3_SP6_c.t1
OG0006692	AL6G39460	CP2_g48599_DN3_SP5_c.t1
OG0006693	AL6G39640	CP2_g48612_DN3_SP5_c.t1
OG0006694	AL6G39860	CP2_g48623_DN3_SP0_c.t1
OG0006695	AL3G48240	CP10_g43531_DN3_SP0_c.t1
OG0006696	AL3G47810	CP12_g29870_DN3_SP8_c.t1
OG0006697	AL3G53370	CP12_g29858_DN3_SP0_c.t1
OG0006698	AL3G53400	CP12_g29857_DN3_SP8_c.t1
OG0006700	AL4G46110, AL4G46130	CP4_g24051_DN3_SP1_c.t1
OG0006701	AL4G46030	CP4_g24058_DN3_SP0_c.t1
OG0006702	AL4G46020	CP4_g24059_DN1_SP5_c.t1
OG0006703	AL4G45700	CP4_g24082_DN3_SP0_c.t1
OG0006704	AL4G45600	CP4_g24093_DN2_SP0_c.t1
OG0006705	AL4G45480	CP4_g24101_DN3_SP1_c.t1
OG0006706	AL4G45210	CP4_g24123_DN3_SP2_c.t1
OG0006707	AL4G45010	CP4_g24142_DN3_SP8_c.t1
OG0006708	AL4G44860	CP4_g24156_DN3_SP4_c.t1
OG0006709	AL4G44840	CP4_g24158_DN3_SP4_c.t1
OG0006710	AL4G44600	CP4_g24187_DN3_SP0_c.t1
OG0006712	AL4G44150	CP4_g24224_DN3_SP1_c.t1
OG0006713	AL4G44060	CP4_g24232_DN3_SP8_c.t1
OG0006716	AL4G43320	CP4_g24296_DN1_SP0_c.t1
OG0006717	nbis-gene-1156	CP4_g24331_DN3_SP3_c.t1
OG0006718	AL4G42540	CP4_g24357_DN3_SP8_c.t1
OG0006719	AL4G42500	CP4_g24359_DN3_SP1_c.t1
OG0006720	AL4G42440	CP4_g24364_DN3_SP5_c.t1
OG0006721	AL4G42430	CP4_g24365_DN3_SP6_c.t1, CP4_g24366_DN3_SP0_c.t1
OG0006722	AL4G42020	CP4_g24396_DN3_SP4_c.t1
OG0006723	AL4G41790	CP4_g24414_DN2_SP8_c.t1, CP14_g23163_DN2_SP0_c.t1
OG0006725	AL4G41030	CP4_g24477_DN3_SP8_c.t1
OG0006726	AL409U10010, AL4G40810	CP4_g24487_DN3_SP4_c.t1
OG0006727	AL4G40640	CP4_g24497_DN3_SP5_c.t1
OG0006729	AL4G39510	CP4_g24577_DN3_SP5_c.t1
OG0006730	AL4G39290	CP4_g24589_DN3_SP7_c.t1
OG0006731	AL4G39270	CP4_g24592_DN3_SP1_c.t1
OG0006732	AL8G11150	CP13_g19786_DN3_SP5_c.t1
OG0006733	AL7G18190	CP5_g680_DN3_SP5_c.t1
OG0006734	AL3G11150	CP10_g42189_DN3_SP8_c.t1
OG0006735	AL8G29790	CP8_g53414_DN3_SP8_c.t1
OG0006736	AL3G11650	CP10_g42232_DN3_SP8_c.t1
OG0006737	AL3G12040	CP10_g42260_DN2_SP0_c.t1
OG0006738	AL3G12270	CP10_g42277_DN3_SP8_c.t1
OG0006739	AL3G12290	CP10_g42279_DN3_SP8_c.t1
OG0006741	AL3G13060	CP10_g42333_DN3_SP8_c.t1
OG0006742	AL3G13370	CP10_g42353_DN2_SP0_c.t1
OG0006743	AL3G13580	CP10_g42369_DN3_SP8_c.t1
OG0006744	AL3G13670	CP10_g42376_DN3_SP8_c.t1
OG0006745	AL3G14380	CP10_g42430_DN3_SP1_c.t1
OG0006746	AL3G15760	CP10_g42521_DN3_SP0_c.t1
OG0006747	AL3G15780	CP10_g42523_DN3_SP3_c.t1
OG0006748	AL3G16100	CP10_g42540_DN3_SP8_c.t1
OG0006749	AL3G16160	CP10_g42544_DN3_SP6_c.t1
OG0006750	AL1G40410	CP7_g45183_DN3_SP0_c.t1
OG0006751	AL3G16790	CP10_g42601_DN3_SP0_c.t1
OG0006752	AL3G16800	CP10_g42602_DN3_SP2_c.t1
OG0006753	AL3G17910	CP10_g42686_DN1_SP0_c.t1
OG0006755	AL759U10010, AL3G18550	CP10_g42732_DN3_SP0_c.t1
OG0006756	AL3G18620	CP10_g42740_DN3_SP6_c.t1
OG0006757	AL3G18630	CP10_g42741_DN3_SP8_c.t1
OG0006758	AL3G18670	CP10_g42746_DN3_SP3_c.t1
OG0006759	AL3G18720	CP10_g42749_DN3_SP0_c.t1
OG0006760	AL3G18830	CP10_g42758_DN2_SP2_c.t1
OG0006761	AL3G18940	CP10_g42772_DN3_SP0_c.t1
OG0006762	AL3G19110	CP10_g42786_DN3_SP8_c.t1
OG0006763	AL3G19160	CP10_g42790_DN3_SP0_c.t1
OG0006764	AL3G19170	CP10_g42791_DN3_SP7_c.t1
OG0006765	AL3G19830	CP2_g49223_DN3_SP1_c.t1, CP10_g42844_DN3_SP3_c.t1
OG0006766	AL3G20000	CP10_g42865_DN3_SP3_c.t1
OG0006767	AL3G20230	CP10_g42883_DN3_SP2_c.t1
OG0006768	AL3G20110	CP10_g42875_DN3_SP6_c.t1
OG0006769	AL70U10010, AL3G20420	CP10_g42894_DN3_SP0_c.t1
OG0006770	AL3G21370	CP10_g42968_DN1_SP0_c.t1
OG0006771	AL3G22980	CP10_g43103_DN3_SP0_c.t1
OG0006772	AL3G22450	CP10_g43058_DN3_SP4_c.t1
OG0006773	AL3G22570	CP10_g43070_DN3_SP0_c.t1
OG0006774	AL3G22580, AL467U10020	CP10_g43071_DN3_SP8_c.t1
OG0006775	AL3G22940	CP10_g43100_DN3_SP5_c.t1
OG0006776	AL3G23160	CP10_g43122_DN3_SP0_c.t1
OG0006777	AL3G23170	CP10_g43123_DN3_SP3_c.t1
OG0006778	AL3G23200, AL222U10010	CP10_g43126_DN3_SP0_c.t1
OG0006779	AL3G23280	CP10_g43134_DN3_SP0_c.t1
OG0006780	AL3G23290	CP10_g43136_DN3_SP8_c.t1
OG0006782	AL3G24130	CP10_g43206_DN2_SP7_c.t1
OG0006783	AL3G24340	CP10_g43225_DN3_SP8_c.t1
OG0006785	AL3G24580	CP10_g43247_DN3_SP6_c.t1
OG0006787	AL4G26460	CP10_g43258_DN3_SP0_c.t1
OG0006788	AL3G25630	CP10_g43328_DN3_SP8_c.t1
OG0006789	AL180U10020, AL3G25780	CP10_g43333_DN3_SP8_c.t1
OG0006790	AL3G26110	CP10_g43359_DN3_SP8_c.t1
OG0006792	AL3G26410	CP10_g43385_DN3_SP0_c.t1
OG0006793	AL3G26440	CP10_g43388_DN3_SP2_c.t1
OG0006794	AL3G26820	CP10_g43421_DN3_SP0_c.t1
OG0006796	AL3G27080	CP10_g43445_DN3_SP6_c.t1
OG0006797	AL3G27240	CP10_g43459_DN3_SP0_c.t1
OG0006798	AL3G27580	CP10_g43486_DN3_SP7_c.t1
OG0006799	AL3G27870	CP12_g29874_DN3_SP8_c.t1
OG0006800	AL3G28090	CP12_g29889_DN3_SP0_c.t1
OG0006801	AL3G28510	CP12_g29929_DN3_SP7_c.t1
OG0006802	AL3G28530	CP12_g29934_DN3_SP8_c.t1
OG0006803	AL3G28890	CP12_g29973_DN3_SP8_c.t1
OG0006804	AL3G28950	CP12_g29978_DN3_SP8_c.t1
OG0006805	AL1G13810	CP1_g36657_DN3_SP0_c.t1
OG0006806	AL3G30080	CP12_g30051_DN3_SP0_c.t1
OG0006807	AL3G30230	CP12_g30060_DN3_SP8_c.t1
OG0006808	AL3G30500	CP12_g30081_DN3_SP8_c.t1
OG0006809	AL3G30590	CP12_g30090_DN3_SP0_c.t1
OG0006811	AL3G30680	CP12_g30094_DN3_SP8_c.t1
OG0006812	AL3G30690	CP12_g30095_DN3_SP5_c.t1
OG0006814	AL3G31030	CP12_g30121_DN3_SP3_c.t1
OG0006815	AL3G31340	CP12_g30151_DN3_SP8_c.t1
OG0006816	AL3G31420	CP12_g30156_DN3_SP7_c.t1
OG0006817	AL3G31690	CP12_g30176_DN3_SP6_c.t1
OG0006818	AL3G31770	CP12_g30184_DN3_SP8_c.t1
OG0006819	AL3G32120	CP12_g30214_DN3_SP1_c.t1
OG0006820	AL3G32250	CP12_g30228_DN3_SP8_c.t1
OG0006821	AL1G31380	CP7_g45869_DN3_SP1_c.t1
OG0006822	AL3G33640	CP12_g30343_DN3_SP6_c.t1
OG0006823	AL3G33680	CP12_g30347_DN3_SP7_c.t1
OG0006824	AL3G34060	CP12_g30386_DN3_SP0_c.t1
OG0006825	AL3G34380	CP12_g30412_DN3_SP3_c.t1
OG0006826	AL3G34430	CP12_g30415_DN2_SP3_c.t1
OG0006827	AL3G34440	CP12_g30416_DN3_SP8_c.t1
OG0006828	AL3G34740	CP12_g30437_DN3_SP0_c.t1
OG0006829	AL3G34870	CP12_g30447_DN3_SP4_c.t1
OG0006830	AL3G35040	CP12_g30459_DN3_SP3_c.t1
OG0006831	AL3G35200	CP12_g30469_DN3_SP8_c.t1
OG0006832	AL1G20430	CP1_g37268_DN3_SP7_c.t1
OG0006834	AL7G46220	CP5_g1799_DN3_SP8_c.t1
OG0006835	AL8G19860	CP2_g48832_DN3_SP8_c.t1
OG0006836	AL8G19790	CP2_g48837_DN3_SP8_c.t1
OG0006837	AL3G38650	CP12_g30752_DN3_SP2_c.t1
OG0006840	AL3G35660	CP12_g30517_DN3_SP0_c.t1
OG0006841	AL7G22280	CP5_g1010_DN3_SP3_c.t1
OG0006844	AL2G19530	CP36_g50964_DN2_SP0_c.t1
OG0006845	AL6G29980	CP8_g54469_DN3_SP8_c.t1
OG0006846	AL6G29950	CP8_g54472_DN3_SP4_c.t1
OG0006847	AL6G29710	CP8_g54493_DN3_SP7_c.t1
OG0006848	AL6G29500	CP8_g54507_DN3_SP8_c.t1
OG0006849	AL8G23010	CP59_g6677_DN3_SP0_c.t1
OG0006850	AL6G40840	CP2_g48665_DN3_SP8_c.t1
OG0006851	AL8G21190	CP2_g48791_DN3_SP8_c.t1
OG0006852	AL5G33210	CP3_g14108_DN3_SP0_c.t1
OG0006853	AL5G32860	CP3_g14140_DN3_SP1_c.t1
OG0006854	AL5G32760	CP3_g14149_DN3_SP5_c.t1
OG0006855	AL5G32670	CP3_g14158_DN3_SP2_c.t1
OG0006856	AL5G32640	CP3_g14161_DN3_SP8_c.t1
OG0006857	AL3G35760	CP3_g14163_DN3_SP5_c.t1
OG0006858	AL5G31910	CP3_g14221_DN3_SP8_c.t1
OG0006859	AL5G31850	CP3_g14226_DN3_SP0_c.t1
OG0006860	AL5G31710	CP3_g14237_DN3_SP8_c.t1
OG0006861	AL5G31690	CP3_g14239_DN3_SP8_c.t1
OG0006862	AL1G10690	CP1_g36448_DN3_SP0_c.t1
OG0006863	AL1G10700	CP1_g36449_DN3_SP0_c.t1
OG0006864	AL1G10920	CP1_g36469_DN3_SP0_c.t1
