Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_hirsuta
OG0011480	AL6G40140	CARHR185700
OG0011481	AL6G40500	CARHR185100
OG0011482	AL3G48050	CARHR110520
OG0011483	AL3G47890	CARHR110690
OG0011484	AL3G47840	CARHR110740
OG0011485	AL3G53340	CARHR110900
OG0011486	AL8G25400	CARHR256910
OG0011487	AL3G53480	CARHR111030
OG0011488	AL3G53600	CARHR111130
OG0011489	AL3G53620	CARHR111140
OG0011490	AL3G53750	CARHR111310
OG0011491	AL3G54000	CARHR053830, CARHR111540
OG0011492	AL4G47750	CARHR143530
OG0011493	AL4G47720	CARHR124900
OG0011494	AL4G47690	CARHR143490
OG0011495	AL4G47580	CARHR143370
OG0011496	AL4G47300	CARHR143110
OG0011497	AL4G47200	CARHR143020
OG0011498	AL4G47070	CARHR142900
OG0011499	AL4G47030	CARHR142860
OG0011500	AL4G46950	CARHR142780
OG0011501	AL4G46920	CARHR142760
OG0011502	AL302U10030, AL4G46860	CARHR142690
OG0011503	AL4G46690	CARHR142520
OG0011504	AL4G46460	CARHR142350
OG0011505	AL4G46240	CARHR142110
OG0011506	AL4G46090	CARHR142000
OG0011507	AL4G45980	CARHR141890
OG0011508	AL4G45460	CARHR141470
OG0011509	AL4G45400	CARHR141430
OG0011510	AL4G45100, AL371U10020	CARHR141170
OG0011511	AL4G45080	CARHR141140
OG0011512	AL4G44970	CARHR141050
OG0011513	AL4G44820	CARHR140870
OG0011514	AL4G44630	CARHR140650
OG0011515	nbis-gene-1163	CARHR140570
OG0011516	AL4G43670	CARHR139850
OG0011517	AL4G43540	CARHR139710
OG0011518	AL4G42880	CARHR139170
OG0011519	AL4G42850	CARHR139140
OG0011520	AL4G42630	CARHR138950
OG0011521	AL4G42620	CARHR138930
OG0011522	AL711U10010, nbis-gene-1148	CARHR138270
OG0011523	nbis-gene-1147	CARHR138260
OG0011524	AL4G41780	CARHR138190
OG0011525	AL401U10010, AL4G41770	CARHR138180
OG0011527	AL4G41710	CARHR138130
OG0011528	AL4G41580	CARHR138010
OG0011529	AL4G41550	CARHR137980
OG0011530	AL3G53910	CARHR111470
OG0011531	AL4G41270	CARHR137810
OG0011532	AL4G40500	CARHR137190
OG0011533	AL4G40430	CARHR137150
OG0011534	AL4G40030	CARHR136820
OG0011535	AL4G40060	CARHR136850
OG0011536	AL4G40070	CARHR136840
OG0011537	AL4G40150	CARHR136910
OG0011538	AL4G39740	CARHR136730
OG0011539	AL4G39670	CARHR136700
OG0011540	AL4G39640	CARHR136670
OG0011541	AL4G39630	CARHR136660
OG0011542	AL4G39570	CARHR136600
OG0011543	AL4G39480	CARHR136520
OG0011544	AL8G10650	CARHR173980
OG0011546	AL8G10670	CARHR174030
OG0011547	AL8G10680	CARHR174040
OG0011548	AL8G11110	CARHR174300
OG0011549	AL3G10990	CARHR075790
OG0011550	AL3G11100	CARHR075890
OG0011551	AL3G11110	CARHR075900
OG0011552	AL3G11220	CARHR076020
OG0011553	AL3G11400	CARHR076120
OG0011554	AL3G11530	CARHR076230
OG0011555	AL3G12220	CARHR076820
OG0011556	AL3G12740	CARHR077150
OG0011557	AL3G12820	CARHR077230
OG0011558	AL3G13380	CARHR077650
OG0011559	AL3G13450	CARHR077710
OG0011560	AL3G13570	CARHR077820
OG0011561	AL3G13660	CARHR077870
OG0011562	AL3G13930	CARHR078150
OG0011563	AL3G14090	CARHR078300
OG0011564	AL3G14190	CARHR078390
OG0011565	AL3G14260	CARHR078440
OG0011566	AL3G14430	CARHR078630
OG0011567	AL3G14740	CARHR078910
OG0011568	AL3G14790	CARHR078940
OG0011569	AL3G14980	CARHR079070
OG0011570	AL3G15580	CARHR079490, CARHR079500
OG0011571	AL3G15600	CARHR079520
OG0011572	AL3G15940	CARHR079730
OG0011573	AL3G16230	CARHR080030
OG0011574	AL3G16330	CARHR080120
OG0011575	AL3G16380	CARHR080140
OG0011576	AL2G28540	CARHR062320
OG0011578	AL3G16930	CARHR080590
OG0011579	AL3G17310	CARHR080890
OG0011580	AL3G17540	CARHR081060
OG0011581	AL3G17930	CARHR081430
OG0011582	AL3G18010	CARHR081500
OG0011583	AL159U10020, AL3G18030	CARHR081520
OG0011584	AL3G18160	CARHR081590
OG0011585	AL3G18480	CARHR081860
OG0011586	AL3G19380	CARHR082740
OG0011587	AL3G19480	CARHR082810
OG0011588	AL3G19750	CARHR083050
OG0011589	AL3G19780	CARHR083100
OG0011590	AL3G19970	CARHR083290
OG0011591	AL3G20390	CARHR083630
OG0011592	AL3G20480	CARHR083680
OG0011593	AL614U10010, AL3G20610	CARHR083840
OG0011594	AL3G20650	CARHR083880, CARHR083890
OG0011595	AL3G20880	CARHR084090
OG0011596	AL3G21100	CARHR084380
OG0011597	AL3G21130	CARHR084400
OG0011598	AL3G21200	CARHR084450
OG0011599	AL3G21490	CARHR084640
OG0011600	AL3G21590	CARHR084740
OG0011601	AL3G21640	CARHR084790
OG0011602	AL3G21800	CARHR084940
OG0011603	AL3G22120	CARHR085230
OG0011604	AL3G22200, AL532U10020	CARHR085310
OG0011605	AL3G22510	CARHR085550
OG0011606	AL3G22650	CARHR085690
OG0011607	AL3G22840	CARHR085880
OG0011608	AL3G23070	CARHR086070
OG0011609	AL222U10020, AL3G23220	CARHR086220
OG0011610	AL3G23480	CARHR149420, CARHR086430
OG0011611	AL3G23510	CARHR086450
OG0011612	AL3G23570	CARHR086520
OG0011613	AL3G23720	CARHR086650
OG0011614	AL3G23820	CARHR086720
OG0011615	AL3G23870	CARHR215420, CARHR086770
OG0011616	AL3G24030	CARHR086900
OG0011617	AL3G24120	CARHR086990
OG0011618	AL3G24280	CARHR087120
OG0011619	AL3G24400	CARHR087240
OG0011620	AL3G24610	CARHR087450
OG0011621	AL3G24880	CARHR087730
OG0011622	AL3G24920	CARHR087760
OG0011623	AL3G25010	CARHR087830
OG0011624	AL3G25030	CARHR087840
OG0011625	AL3G25940	CARHR088570
OG0011626	AL6G45410, AL2G29480	CARHR063310
OG0011627	AL286U10010, AL3G26230	CARHR088830
OG0011628	AL3G26420	CARHR089050
OG0011629	AL3G26600	CARHR089210
OG0011630	AL3G26690	CARHR089430
OG0011631	AL3G26890	CARHR089520
OG0011632	AL3G27030	CARHR089660
OG0011633	AL3G27230	CARHR089850
OG0011634	AL3G27310	CARHR089920, CARHR089940
OG0011635	AL3G27420	CARHR090030
OG0011636	AL3G27570	CARHR090160
OG0011637	AL3G27750	CARHR090310
OG0011638	AL3G28110	CARHR090590
OG0011639	AL3G28440	CARHR090870
OG0011640	AL3G28460	CARHR090890
OG0011642	AL3G28720	CARHR091230
OG0011643	AL3G28930	CARHR091420
OG0011644	AL3G29140	CARHR091570
OG0011645	AL3G29800	CARHR092100, CARHR293710
OG0011646	AL3G29860	CARHR092170
OG0011647	AL3G30760	CARHR092990
OG0011648	AL3G31110	CARHR093270
OG0011649	AL3G31390	CARHR093530
OG0011650	AL3G31460	CARHR093580
OG0011651	AL3G31500	CARHR093620
OG0011652	AL3G31640	CARHR093710
OG0011653	AL3G31680	CARHR093740
OG0011654	AL3G31840	CARHR093900
OG0011655	AL3G31940	CARHR094010
OG0011656	AL3G32080	CARHR094120
OG0011658	nbis-gene-1181	CARHR143920
OG0011659	AL3G32320	CARHR094350
OG0011660	AL3G32330	CARHR094360
OG0011661	AL3G32560	CARHR094590
OG0011662	AL3G32830	CARHR094820
OG0011663	AL3G32910	CARHR094930
OG0011664	AL3G33150	CARHR095160
OG0011665	AL3G33470	CARHR095440
OG0011666	AL3G34050	CARHR095980
OG0011668	AL3G35090	CARHR097010
OG0011669	AL3G35240	CARHR097110
OG0011670	AL3G35290	CARHR097160
OG0011671	AL8G27340	CARHR265820
OG0011672	AL7G50630	CARHR262610
OG0011673	AL7G50650	CARHR262630
OG0011674	AL7G50810	CARHR262830
OG0011675	AL7G50910	CARHR262930
OG0011676	AL7G50930	CARHR262960
OG0011677	AL7G51530	CARHR263640
OG0011678	AL7G51600, AL4G16760	CARHR263780
OG0011679	AL7G51700	CARHR291790
OG0011680	AL7G51900	CARHR214080
OG0011681	AL7G52060	CARHR213910
OG0011682	AL7G46670	CARHR214970
OG0011683	AL7G46000	CARHR215720
OG0011684	AL6G17260, AL7G45860	CARHR216000
OG0011685	AL7G45590	CARHR216130
OG0011686	AL8G19920	CARHR291780
OG0011687	AL3G38640	CARHR099730
OG0011688	AL3G38260	CARHR099510
OG0011689	AL3G38240	CARHR099490
OG0011690	AL3G37860	CARHR099160
OG0011691	AL3G37800	CARHR099120
OG0011693	AL3G37550	CARHR099010
OG0011694	AL57U10010, AL3G37450	CARHR098950
OG0011695	AL3G37350	CARHR098900
OG0011696	AL5G37040	CARHR165870
OG0011698	AL3G36800	CARHR098390
OG0011699	AL2G24090	CARHR058260
OG0011700	AL3G36560	CARHR098190
OG0011701	AL3G36400	CARHR098080
OG0011702	AL3G35960	CARHR097800
OG0011703	AL3G35790	CARHR097610
OG0011704	AL3G35720	CARHR097570
OG0011705	AL1G39790	CARHR025950
OG0011706	AL7G21760	CARHR238290
OG0011707	AL7G21900	CARHR238160
OG0011708	AL7G22040	CARHR238050
OG0011709	AL7G22340	CARHR237810
OG0011710	AL2G23020	CARHR058490
OG0011711	AL2G24240	CARHR058420
OG0011712	AL2G23430	CARHR057900
OG0011713	AL2G23550	CARHR057910
OG0011714	AL2G19340	CARHR056280
OG0011715	AL2G22080	CARHR057060
OG0011716	AL1G64900	CARHR249560, CARHR055590
OG0011717	AL1G65080	CARHR055790
OG0011718	AL1G65320	CARHR056030
OG0011719	AL1G65430	CARHR284480
OG0011720	AL1G65540	CARHR284430
OG0011721	AL6G30360	CARHR193990
OG0011722	AL6G29960	CARHR194320
OG0011723	AL6G29880	CARHR194410
OG0011724	AL6G29690	CARHR194580
OG0011725	AL6G29540	CARHR194750
OG0011728	AL8G23110	CARHR182130
OG0011729	AL8G21650	CARHR183330
OG0011730	AL5G33110	CARHR162230
OG0011731	AL5G33050	CARHR162160
OG0011732	AL5G32720	CARHR161890
OG0011733	AL5G32690	CARHR161860
OG0011734	AL5G32630	CARHR161790
OG0011735	AL5G32620	CARHR161770
OG0011736	AL5G32580	CARHR161670
OG0011737	AL5G32470	CARHR161590
OG0011738	AL5G32370	CARHR161510
OG0011739	AL7G47260	CARHR212600
OG0011740	AL5G32160	CARHR161320
OG0011742	AL5G31950	CARHR161090
OG0011743	AL5G31940	CARHR161080
OG0011744	AL1G10060	CARHR000160
OG0011746	AL1G10390	CARHR000430
OG0011747	AL1G10560	CARHR000540
OG0011748	AL1G10750	CARHR000720
OG0011749	AL1G10900	CARHR000860
OG0011750	AL1G10910	CARHR000870
OG0011751	AL1G10930	CARHR000890
OG0011752	AL1G10960	CARHR000910
OG0011753	AL1G10990	CARHR000990
OG0011754	AL1G11130	CARHR001120
OG0011755	AL1G11170	CARHR001180
OG0011756	AL1G11120, AL1G11200	CARHR001200
OG0011757	AL1G11280	CARHR001270
OG0011758	AL1G11500	CARHR001480
OG0011759	AL1G11780	CARHR001750
OG0011760	AL1G11810	CARHR001790
OG0011761	AL1G12010	CARHR001960
OG0011762	nbis-gene-27	CARHR001980
OG0011763	AL1G12110	CARHR002030
OG0011764	AL1G12400	CARHR002290
OG0011765	AL1G12450	CARHR002330
OG0011766	AL1G12620	CARHR002490
OG0011767	AL1G13110	CARHR002950
OG0011768	AL1G13330	CARHR003110
OG0011769	AL1G13350	CARHR003120
OG0011770	AL1G13890	CARHR003620
OG0011771	AL1G13960	CARHR003690
OG0011772	AL1G14030	CARHR003760
OG0011773	AL1G14080	CARHR003780
OG0011774	AL1G14100	CARHR003800
OG0011775	AL1G14400	CARHR004070
OG0011776	AL1G14550	CARHR004220
OG0011777	AL1G14570	CARHR004240
OG0011778	AL1G14630	CARHR004310
OG0011779	AL1G15270	CARHR205340
OG0011780	AL1G15330	CARHR004970
OG0011781	AL1G15500	CARHR004840
OG0011782	AL1G15610	CARHR054170
OG0011783	AL1G15730	CARHR005330
OG0011784	AL1G15870	CARHR005470
OG0011785	AL1G16260	CARHR005820
OG0011786	AL1G16430	CARHR006030
OG0011787	AL1G16470	CARHR006070
OG0011788	AL1G16620	CARHR006200
OG0011789	AL1G17070	CARHR006700
OG0011790	AL1G17250	CARHR006820
OG0011791	AL7G28820	CARHR231810, CARHR257540
OG0011792	AL1G17380	CARHR006950
OG0011793	AL1G17490	CARHR007050
OG0011794	AL1G17970	CARHR007550
OG0011795	nbis-gene-48	CARHR007740
OG0011796	AL3G40780	CARHR101410
OG0011797	AL1G18470	CARHR007920
OG0011798	AL1G18920	CARHR008380
OG0011799	AL1G18980	CARHR008450
OG0011800	AL1G19130	CARHR008610
OG0011801	AL8G26590	CARHR265130
OG0011802	AL1G19180	CARHR008670
OG0011803	AL1G19240	CARHR008730
OG0011804	AL1G19270	CARHR008760, CARHR086610
OG0011805	AL1G19390	CARHR008860
OG0011806	AL1G19590	CARHR009020
OG0011807	AL1G20530	CARHR009980
OG0011808	AL1G19710	CARHR009180
OG0011809	AL1G19980	CARHR009440
OG0011810	AL1G20070	CARHR009520
OG0011811	AL1G20090	CARHR009540
OG0011812	AL1G20300	CARHR009730
OG0011813	nbis-gene-58	CARHR009920
OG0011814	AL1G20750	CARHR010160
OG0011815	AL1G21330	CARHR010670
OG0011816	AL7G25740	CARHR234710
OG0011817	AL1G21600	CARHR010910
OG0011818	AL1G21880	CARHR011120
OG0011819	AL8G21620	CARHR183360, CARHR010430, CARHR183340, CARHR040250
OG0011819	nbis-gene-420	CARHR035570
OG0011820	AL1G22000	CARHR011220
OG0011821	AL1G22400	CARHR011570
OG0011822	AL1G22590	CARHR011750
OG0011823	AL1G22980	CARHR012130
OG0011824	AL1G23130	CARHR012270
OG0011825	AL1G23140	CARHR012280
OG0011826	AL1G23270	CARHR012380
OG0011827	AL1G23310	CARHR012420
OG0011828	AL1G23330	CARHR012440
OG0011829	AL1G23510	CARHR012530
OG0011830	AL1G23660	CARHR012630
OG0011831	AL1G23870	CARHR012800
OG0011832	AL1G24360	CARHR013060
OG0011833	AL1G24440	CARHR013120
OG0011834	AL1G24870	CARHR013560
OG0011835	AL1G25060	CARHR013680
OG0011836	AL1G25070	CARHR013690
OG0011837	AL1G25120	CARHR013750
OG0011838	AL1G25330	CARHR013920
OG0011839	AL1G25410	CARHR013990, CARHR014000
OG0011840	AL1G25610	CARHR014200
OG0011841	AL1G25750	CARHR014290
OG0011842	AL1G25770	CARHR014300
OG0011843	AL1G26720	CARHR015240
OG0011844	AL1G26740	CARHR015260
OG0011845	AL1G26790	CARHR015300
OG0011846	AL1G27200	CARHR015650
OG0011847	AL1G27270	CARHR015700
OG0011848	AL1G27300	CARHR015740
OG0011849	AL1G27660	CARHR016090
OG0011850	AL1G27760	CARHR016160
OG0011851	AL1G27980	CARHR016350
OG0011852	AL1G28220	CARHR016570
OG0011853	AL1G28440	CARHR016790
OG0011854	AL1G28550	CARHR016890
OG0011855	AL1G28890	CARHR017180
OG0011856	AL1G28940	CARHR017230
OG0011857	AL1G29040	CARHR017340
OG0011858	AL1G29440	CARHR017780
OG0011859	AL1G29460	CARHR017800
OG0011860	AL8G26820, AL1G29630	CARHR017960
OG0011861	AL1G30050	CARHR018300
OG0011862	AL1G30140	CARHR018390
OG0011863	AL1G30170	CARHR018420
OG0011864	AL1G30210	CARHR018460
OG0011865	AL1G30270	CARHR018540
OG0011866	AL1G30540	CARHR018740
OG0011867	nbis-gene-102	CARHR019040
OG0011868	nbis-gene-103	CARHR019050
OG0011869	AL1G31200	CARHR019370
OG0011870	AL1G31810	CARHR019830
OG0011871	AL1G32250	CARHR020070
OG0011872	AL1G32270	CARHR020090
OG0011873	AL1G32320	CARHR020140
OG0011874	AL1G32670	CARHR020430
OG0011875	AL1G32800	CARHR020500
OG0011876	AL1G32890	CARHR020560
OG0011877	AL1G33250, AL1G33290	CARHR020830
OG0011878	AL1G33360	CARHR020890
OG0011879	AL1G33410	CARHR020930
OG0011880	AL1G33510	CARHR021040
OG0011881	AL1G33530	CARHR021060
OG0011882	AL2G22470	CARHR057230
OG0011883	AL1G33760	CARHR021210
OG0011884	AL1G33780	CARHR021220
OG0011885	AL1G33850	CARHR021260
OG0011886	AL1G34850	CARHR022040
OG0011887	AL1G34860	CARHR022050
OG0011888	AL1G36200	CARHR023030
OG0011889	AL7G38580	CARHR222800
OG0011890	AL1G36280	CARHR023100, CARHR257550
OG0011891	AL4G13820	CARHR184830
OG0011892	AL1G36430	CARHR023240
OG0011893	AL1G36470	CARHR023290
OG0011894	AL2G31240	CARHR291110
OG0011895	AL7G44860	CARHR216690
OG0011896	AL2G31170	CARHR291170
OG0011897	AL5G18340	CARHR286600
OG0011898	AL2G30800, nbis-gene-840, AL8G17710	CARHR064460
OG0011899	AL2G30610	CARHR064330
OG0011900	AL2G30550	CARHR064280
OG0011902	AL2G29850	CARHR063640
OG0011903	AL2G29510	CARHR063330
OG0011904	AL1G47040	CARHR147180, CARHR157540, CARHR163470, CARHR032140
OG0011905	AL4G17110	CARHR115660
OG0011906	AL2G11850	CARHR048110
OG0011907	AL2G12640	CARHR048660
OG0011908	AL2G12650	CARHR048670
OG0011909	AL2G12920	CARHR048900
OG0011910	AL2G12940	CARHR048960
OG0011911	AL2G13080	CARHR049130
OG0011912	AL2G13550	CARHR049570
OG0011913	AL2G13560	CARHR049730, CARHR049660, CARHR049770, CARHR049650
OG0011914	AL2G13630	CARHR049820
OG0011915	AL2G14150	CARHR050410
OG0011916	AL2G14310	CARHR050540
OG0011917	AL2G14340	CARHR050570
OG0011918	AL2G14530	CARHR050670
OG0011919	AL3G43500	CARHR103570
OG0011920	AL2G15430	CARHR052150
OG0011921	AL2G15460	CARHR052050
OG0011922	AL2G15810	CARHR051740
OG0011923	AL2G16100	CARHR052450
OG0011924	AL2G16310	CARHR052670
OG0011925	AL2G16470	CARHR052760
OG0011926	AL2G16520	CARHR052780
OG0011927	AL2G16780	CARHR053070
OG0011928	AL2G16830	CARHR053180
OG0011929	AL2G16920	CARHR053240
OG0011930	AL2G17130	CARHR053410
OG0011931	AL2G17160	CARHR053420
OG0011932	AL2G18170	CARHR053810
OG0011933	AL1G67380	CARHR054480
OG0011934	AL1G66250	CARHR055040
OG0011935	AL1G66140	CARHR055170
OG0011936	AL1G65900	CARHR289840
OG0011937	AL1G65890	CARHR289830
OG0011938	AL2G10880	CARHR046790
OG0011939	AL2G10840	CARHR046760
OG0011940	AL2G10300	CARHR046450
OG0011941	AL2G10220	CARHR046390
OG0011942	AL2G10210	CARHR046380
OG0011943	AL2G10130	CARHR046290
OG0011944	AL2G10110	CARHR046280
OG0011945	AL8G11990	CARHR175340
OG0011947	AL8G44240	CARHR280530
OG0011948	AL8G11770	CARHR175000
OG0011949	AL8G11720	CARHR174890
OG0011950	AL7G28900	CARHR231740
OG0011951	AL8G11660	CARHR174810
OG0011952	AL8G10320	CARHR173680
OG0011953	AL8G10290	CARHR173650
OG0011954	AL8G10230	CARHR173600
OG0011955	AL8G10190	CARHR173560
OG0011956	AL1G39180	CARHR025420
OG0011957	AL7G43780	CARHR286860
OG0011958	AL6G49160	CARHR252040
OG0011959	AL6G49020	CARHR252150
OG0011960	AL4G17440	CARHR115470
OG0011961	AL6G48670	CARHR252480
OG0011962	AL7G23000	CARHR237220
OG0011963	AL7G22350	CARHR237800
OG0011964	AL7G38950	CARHR222530
OG0011965	AL7G44240	CARHR261980
OG0011966	AL4G37190	CARHR134570
OG0011967	AL7G38880	CARHR222590
OG0011968	AL1G54900	CARHR041400, CARHR037910
OG0011969	AL1G55030	CARHR038020
OG0011970	AL1G55050	CARHR038040
OG0011971	AL1G37640	CARHR024290
OG0011972	AL1G55180	CARHR038150
OG0011973	AL1G55200	CARHR284500
OG0011974	AL1G55790	CARHR038970
OG0011975	AL4G14980	CARHR117530
OG0011976	AL2G34770	CARHR068210
OG0011977	AL7G10010	CARHR143600
OG0011978	AL7G10060	CARHR293940
OG0011979	AL7G10180	CARHR294050
OG0011980	AL7G10200	CARHR294070
OG0011981	AL7G10230	CARHR294100
OG0011982	AL7G10310	CARHR294170
OG0011983	AL7G10630	CARHR294450, CARHR053140, CARHR053160
OG0011984	AL7G10980	CARHR247710
OG0011985	AL7G10990	CARHR247700
OG0011986	AL7G11000	CARHR247690
OG0011987	AL7G11300	CARHR247390
OG0011988	AL7G11390	CARHR247340
OG0011989	AL7G11410	CARHR247320
OG0011990	AL7G11880	CARHR247040
OG0011991	AL7G12620	CARHR246430
OG0011992	AL3G19570, AL7G12720	CARHR246340
OG0011993	AL7G12910	CARHR246160
OG0011994	AL7G13170	CARHR245980
OG0011995	AL7G13220	CARHR245930
OG0011996	AL7G13300	CARHR245890
OG0011997	AL7G13330	CARHR245860
OG0011998	AL7G13680	CARHR245590
OG0011999	AL7G13800	CARHR245480
OG0012000	AL7G13820	CARHR245470
OG0012001	AL7G13860	CARHR245440
OG0012002	AL7G13870	CARHR245420
OG0012003	AL7G14000	CARHR245310, CARHR245300
OG0012004	AL7G14220	CARHR245140
OG0012005	AL7G14300	CARHR245060
OG0012006	AL7G14310	CARHR245050
OG0012007	AL2G11330	CARHR047390
OG0012008	AL7G14710	CARHR244710
OG0012009	AL7G14880	CARHR244580
OG0012010	AL7G14920	CARHR244520
OG0012011	AL7G18040	CARHR241600
OG0012012	AL4G14090	CARHR118310
OG0012013	AL7G15700	CARHR243800
OG0012014	AL7G16260	CARHR243240
OG0012015	AL7G16320	CARHR243180
OG0012016	AL7G16410	CARHR243090
OG0012017	AL7G16920	CARHR242430
OG0012018	AL7G17000	CARHR242510
OG0012019	AL7G17030	CARHR242530
OG0012020	AL7G17040	CARHR242540
OG0012021	AL8G22500	CARHR182650
OG0012022	AL7G17230	CARHR242710
OG0012024	AL7G19300	CARHR240430
OG0012025	AL7G19200	CARHR240530
OG0012026	AL7G19160	CARHR240580
OG0012027	AL7G19030	CARHR240690
OG0012028	AL7G19000	CARHR240740
OG0012029	AL7G18870	CARHR240850
OG0012030	AL7G18830	CARHR240880
OG0012031	AL7G18430	CARHR241160
OG0012032	AL7G18320	CARHR241290
OG0012033	AL7G18220	CARHR241390
OG0012034	AL7G18180	CARHR241430
OG0012035	AL7G17710	CARHR241850
OG0012036	AL7G17660	CARHR241890
OG0012037	AL7G17520	CARHR242000
OG0012038	AL7G17310	CARHR242200
OG0012039	AL7G19880	CARHR239910
OG0012040	AL7G19970	CARHR239840
OG0012041	AL7G20160	CARHR239740
OG0012042	AL7G20240	CARHR239670
OG0012043	AL7G20310	CARHR239610
OG0012044	nbis-gene-1739	CARHR239140
OG0012045	AL3G51430	CARHR213490
OG0012046	AL7G21010	CARHR238970
OG0012047	AL7G21030	CARHR238950
OG0012048	AL7G21310	CARHR238660
OG0012049	AL5G26950	CARHR156340
OG0012050	AL3G38930	CARHR099890
OG0012051	AL3G39620	CARHR100340
OG0012052	AL2G32390	CARHR065630
OG0012054	AL2G32020	CARHR065250
OG0012055	AL1G37020	CARHR023690
OG0012056	AL1G37110	CARHR023770
OG0012057	AL1G37190	CARHR023840
OG0012058	AL1G37490	CARHR024140
OG0012059	AL1G37650	CARHR024300
OG0012060	AL1G37780	CARHR024320
OG0012061	AL1G37990	CARHR024540
OG0012062	AL1G38620	CARHR025010
OG0012063	AL1G39300	CARHR025510
OG0012064	AL1G39420	CARHR025590
OG0012065	AL6G20310	CARHR203450
OG0012066	AL6G50910	CARHR250440
OG0012067	AL6G51230	CARHR249660
OG0012068	AL6G51370	CARHR249910
OG0012069	AL6G51380	CARHR249870
OG0012070	AL6G51420	CARHR249840
OG0012071	AL6G51430	CARHR249830
OG0012072	AL6G51470	CARHR249800
OG0012073	AL6G51510	CARHR249760
OG0012074	AL6G51690	CARHR250010
OG0012075	AL6G52660	CARHR249530
OG0012076	AL6G52440	CARHR249390
OG0012077	AL6G52680	CARHR248960
OG0012078	AL5G10900	CARHR144350
OG0012079	AL6G52950	CARHR248680
OG0012080	AL6G52970	CARHR248620
OG0012081	AL6G53090	CARHR248450
OG0012082	nbis-gene-1678	CARHR248360
OG0012083	AL6G53230	CARHR248350
OG0012084	AL6G53360	CARHR248180
OG0012085	AL6G53440	CARHR248120
OG0012086	AL6G53520	CARHR248020
OG0012087	AL4G10040	CARHR111820
OG0012088	AL4G10070	CARHR174220
OG0012089	AL4G10190	CARHR111940
OG0012090	AL4G10210	CARHR111950
OG0012091	AL7G26500	CARHR234010
OG0012092	AL7G26990	CARHR233510
OG0012093	AL7G25850	CARHR234590
OG0012094	AL7G25690	CARHR234760
OG0012095	AL7G25080	CARHR235340
OG0012096	AL7G24410	CARHR235900
OG0012097	AL7G24390	CARHR235920
OG0012098	AL5G13570	CARHR146190
OG0012099	AL5G14110	CARHR146570
OG0012100	AL1G28000	CARHR016360
OG0012101	AL1G37550	CARHR024210
OG0012102	AL1G39150	CARHR025390
OG0012103	AL1G39530	CARHR025700
OG0012104	AL1G39550	CARHR025710
OG0012105	AL1G40900	CARHR027080
OG0012106	AL1G47210	CARHR032250
OG0012109	nbis-gene-246, AL3G36240	CARHR112370
OG0012110	AL1G60960	CARHR042820
OG0012113	AL2G26740	CARHR060840
OG0012114	AL2G27750	CARHR061620
OG0012116	AL3G30420	CARHR092680
OG0012117	AL3G36390	CARHR098070
OG0012118	AL3G45120, AL3G45090	CARHR105100
OG0012119	AL3G49530	CARHR107040
OG0012120	AL4G11130	CARHR072880
OG0012121	AL4G13160	CARHR292860
OG0012122	AL4G13780	CARHR114590
OG0012123	AL138U10010, AL4G14000	CARHR184670
OG0012124	AL4G15090	CARHR117500
OG0012125	AL4G15310	CARHR117290
OG0012126	AL4G16200	CARHR116640
OG0012127	AL4G17390	CARHR115510
OG0012128	AL4G21440	CARHR120060
OG0012129	AL4G30580, AL270U10010	CARHR128700
OG0012130	AL4G31660	CARHR129810
OG0012131	AL4G32930	CARHR131000, CARHR130990
OG0012131	AL4G32890, nbis-gene-1328	CARHR131030
OG0012132	AL4G39540, AL4G39920	CARHR136580
OG0012133	AL4G42890	CARHR139190
OG0012134	AL4G44010	CARHR140150
OG0012136	AL5G13540	CARHR146140, CARHR146160
OG0012137	AL5G14630	CARHR146950
OG0012138	AL5G16420	CARHR148510
OG0012139	AL5G17900	CARHR292630
OG0012140	AL5G18480	CARHR151750
OG0012141	AL5G18700	CARHR151950
OG0012142	AL5G20170	CARHR153200
OG0012143	AL3G44370	CARHR288290, CARHR282930
OG0012144	AL5G22750	CARHR151540
OG0012146	AL5G27430	CARHR156830
OG0012147	AL5G30180	CARHR159130
OG0012148	AL5G32120	CARHR161280
OG0012149	AL5G33820	CARHR162900
OG0012150	AL5G39400	CARHR168070
OG0012151	AL5G41310	CARHR169810
OG0012152	AL6G21040	CARHR202770
OG0012153	AL6G21100	CARHR202730
OG0012154	AL6G22780	CARHR201140
OG0012155	AL6G26350	CARHR197810
OG0012156	AL6G28900	CARHR195360
OG0012157	AL6G28980	CARHR195290
OG0012158	AL6G29990	CARHR194290
OG0012159	AL6G32020	CARHR192320
OG0012160	AL6G41830	CARHR259310
OG0012161	AL6G47100	CARHR254000
OG0012162	AL7G28750	CARHR231860
OG0012163	AL6G50730	CARHR250580
OG0012164	AL7G18640	CARHR241040
OG0012166	AL7G21800	CARHR238250
OG0012167	AL7G26770	CARHR233740
OG0012168	AL7G26910	CARHR233580
OG0012170	AL7G34580	CARHR226350
OG0012171	AL7G36520	CARHR224750
OG0012172	AL7G38940	CARHR222540
OG0012173	AL7G40880	CARHR221570
OG0012174	AL7G52070	CARHR291830
OG0012175	AL8G21540	CARHR183460
OG0012176	AL8G21660	CARHR183320
OG0012177	AL8G22610	CARHR182640
OG0012178	AL8G22650	CARHR182580
OG0012179	AL8G22700	CARHR182490
