Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana
OG0010574	AL4G25360	AT2G30480.10
OG0010575	AL4G25580	AT2G30690.1
OG0010576	AL4G11410	AT2G22100.1
OG0010577	AL4G25890	AT2G30940.2
OG0010578	AL4G25990	AT2G30960.1
OG0010579	AL4G26070, AL4G26150	AT2G31040.1
OG0010580	AL4G26400	AT2G31200.1
OG0010581	AL4G26410	AT2G31210.1
OG0010582	AL4G26780	AT2G31530.1
OG0010583	AL4G26980	AT2G31725.1
OG0010584	AL4G27060	AT2G31800.1
OG0010585	AL4G27220	AT2G31920.1
OG0010586	AL80U10060, AL4G27290	AT2G31955.1
OG0010587	AL4G27460, AL103U10050	AT2G32080.1
OG0010588	AL4G18960	AT2G26340.2
OG0010589	AL4G28000	AT2G32600.1
OG0010590	AL4G27990	AT2G32590.1
OG0010591	AL4G27810	AT2G32415.3
OG0010592	AL4G27780	AT2G32390.5
OG0010593	AL125U10030	AT2G32350.1
OG0010594	AL4G28290	AT2G32800.1
OG0010595	AL4G28400	AT2G32890.1
OG0010596	AL4G28470	AT2G32950.1
OG0010597	AL120U10010	AT2G32990.1
OG0010599	AL8G16820	AT5G43500.1
OG0010600	AL7G10500	AT4G38600.1
OG0010601	AL484U10020, AL8G16680	AT5G43600.1
OG0010602	AL8G16250	AT5G43880.1
OG0010603	AL8G15850	AT5G44170.1
OG0010604	AL6G49310	AT4G03560.1
OG0010605	AL6G49360	AT4G03540.1
OG0010606	AL6G49390	AT4G03510.1
OG0010607	AL6G49440	AT4G03430.1
OG0010608	AL6G49500	AT4G03400.1
OG0010609	AL1G54350	AT1G47900.1
OG0010610	AL1G54100	AT1G47740.1
OG0010611	AL4G21430, AL1G54090	AT1G47720.1
OG0010612	AL1G53470	AT1G47290.2
OG0010613	AL1G41160	AT1G27630.1
OG0010614	AL1G52870	AT1G45207.2
OG0010615	AL1G41230	AT1G27700.1
OG0010616	nbis-gene-165	AT1G28090.1
OG0010617	AL1G41800	AT1G28250.1
OG0010618	AL1G42010	AT1G28390.2
OG0010619	AL1G42080	AT1G28470.1
OG0010620	nbis-gene-168	AT1G28540.1
OG0010621	AL1G42750	AT1G29040.1
OG0010622	AL1G43460	AT1G29630.2
OG0010623	AL1G43510	AT1G29690.1
OG0010624	AL1G43700	AT1G29860.1
OG0010625	AL1G43790	AT1G29950.1
OG0010626	AL1G43890	AT1G30000.2
OG0010627	AL1G44000	AT1G30100.1
OG0010628	AL1G44030	AT1G30130.1
OG0010629	AL1G44040	AT1G30135.1
OG0010630	AL1G44210	AT1G30260.1
OG0010631	AL1G44300	AT1G30370.1
OG0010632	AL1G44500	AT1G30475.1
OG0010633	AL1G44510	AT1G30480.1
OG0010634	AL7G47270	AT5G41950.1
OG0010635	AL8G38340	AT5G61605.1
OG0010636	AL1G45140	AT1G30850.1
OG0010637	AL1G45370	AT1G30960.1
OG0010640	AL1G49290	AT1G31190.1
OG0010641	AL1G49460	AT1G31600.1
OG0010642	AL1G45820	AT1G31750.1
OG0010643	AL1G45840	AT1G31770.1
OG0010644	AL1G45950	AT1G31850.1
OG0010645	AL1G45970	AT1G31870.1
OG0010646	AL1G46040	AT1G31940.1
OG0010647	AL1G46200	AT1G32127.1
OG0010648	AL1G46300	AT1G32190.1
OG0010649	AL1G46550	AT1G32360.1
OG0010650	AL1G46710	AT1G32460.1
OG0010651	AL1G46850	AT1G32585.1
OG0010652	AL1G46890	AT1G32630.1
OG0010653	AL1G46920	AT1G32690.1
OG0010654	AL5G11850	AT2G02590.1
OG0010655	AL5G12010	AT2G02800.1
OG0010656	AL5G12030	AT2G02820.2
OG0010657	AL4G41330	AT2G42750.1
OG0010658	AL5G12660	AT2G03090.1
OG0010659	AL5G12800	AT2G03150.1
OG0010660	AL5G13260	AT2G03500.1
OG0010661	AL8G44730	AT5G66740.1
OG0010662	AL8G44620	AT5G66816.1
OG0010663	AL8G44550	AT5G66850.1
OG0010664	AL8G44440	AT5G66940.1
OG0010665	nbis-gene-535, AL8G44390	AT5G66985.1
OG0010666	AL8G44220	AT5G67140.1
OG0010667	AL8G44150	AT5G67190.1
OG0010668	AL8G44140	AT5G67200.1
OG0010669	AL8G44110	AT5G67230.1
OG0010670	AL8G43940	AT5G67385.1
OG0010671	AL8G43910	AT5G67410.1
OG0010673	AL6G42980	AT4G09350.1
OG0010674	AL8G43550	AT5G65840.1
OG0010675	AL8G43480	AT5G65760.1
OG0010676	AL8G43460	AT5G65740.2
OG0010677	AL8G43260	AT5G65670.1
OG0010679	AL8G43070	AT5G65490.1
OG0010681	AL8G42550	AT5G65040.1
OG0010682	AL8G42230	AT5G64770.1
OG0010683	AL8G42170	AT5G64720.1
OG0010684	AL8G42040	AT5G64630.2
OG0010685	AL8G41730	AT5G64370.1
OG0010686	AL8G41650	AT5G64290.1
OG0010687	AL8G41470	AT5G64200.1
OG0010688	AL8G41450	AT5G64180.1
OG0010689	AL8G41290	AT5G64030.1
OG0010690	AL8G41220	AT5G63960.2
OG0010691	AL697U10020, AL8G41100	AT5G63870.1
OG0010692	AL8G41060	AT5G63830.1
OG0010693	AL8G41030	AT5G63810.1
OG0010694	AL8G40990	AT5G63770.1
OG0010695	AL8G40520	AT5G63460.4
OG0010696	AL8G40460	AT5G63400.1
OG0010698	AL8G39690	AT5G62720.1
OG0010699	AL8G39500	AT5G62610.1
OG0010700	AL8G39420	AT5G62530.1
OG0010701	AL8G39070	AT5G62250.1
OG0010702	AL8G38940	AT5G62160.1
OG0010703	AL8G38520	AT5G61760.1
OG0010704	AL8G38370	AT5G61630.1
OG0010705	AL8G38050	AT5G61380.1
OG0010706	AL8G37420	AT5G60820.1
OG0010707	AL6G34400	AT5G23200.1
OG0010708	AL6G34450	AT5G23220.1
OG0010709	AL6G34460	AT5G23240.1
OG0010710	AL8G28390	AT5G53600.1
OG0010710	AL8G28400	AT5G53610.1
OG0010711	AL6G34670	AT5G23400.1
OG0010712	AL6G34840	AT5G23570.1
OG0010713	AL6G15400	AT5G05510.1
OG0010714	AL6G35200	AT5G23890.1
OG0010715	AL6G35340	AT5G24020.1
OG0010716	AL6G35350	AT5G24030.1
OG0010717	AL6G35460	AT5G24105.1
OG0010718	AL6G35490	AT5G24130.1
OG0010719	nbis-gene-1561	AT5G24170.1
OG0010720	AL6G36030	AT5G24450.1
OG0010721	AL6G36040	AT5G24460.1
OG0010722	AL6G36120	AT5G24530.1
OG0010723	AL6G36160	AT5G24570.1
OG0010724	AL6G36290	AT5G24680.1
OG0010725	AL6G36550	AT5G24880.1
OG0010726	AL6G37330	AT5G25530.1
OG0010727	AL7G50060, AL6G37410	AT5G25580.1
OG0010728	AL6G37430	AT5G25590.1
OG0010729	AL3G42040	AT2G04400.1
OG0010730	AL6G37820	AT5G25890.1
OG0010731	AL6G37830	AT5G25900.1
OG0010732	AL6G31010	AT5G19500.1
OG0010733	AL6G30860	AT5G19370.1
OG0010734	AL6G31140	AT5G19630.1
OG0010735	AL6G31350	AT5G19830.1
OG0010737	AL6G31600	AT5G20050.1
OG0010738	AL6G31610	AT5G20060.1
OG0010739	AL6G31620	AT5G20070.1
OG0010740	AL6G31660	AT5G20110.1
OG0010741	AL6G31730	AT5G20170.1
OG0010742	AL6G31870	AT5G20320.1
OG0010743	AL6G32140	AT5G20600.1
OG0010744	AL6G32250	AT5G20690.1
OG0010745	AL6G32290	AT5G20730.1
OG0010746	AL6G32490	AT5G20930.1
OG0010748	AL6G32800	AT5G21222.1
OG0010749	AL6G32860	AT5G21482.1
OG0010750	AL6G32870	AT5G21900.1
OG0010751	AL6G32910	AT5G21950.6
OG0010752	AL6G32970	AT5G22010.1
OG0010753	AL6G33290	AT5G22290.1
OG0010754	AL6G33340	AT5G22320.1
OG0010755	AL6G33450	AT5G22430.1
OG0010756	AL6G33510	AT5G22500.1
OG0010757	AL6G33520	AT5G22510.1
OG0010758	AL6G33540	AT5G22540.1
OG0010759	AL6G33610	AT5G22580.1
OG0010760	AL6G33900	AT5G22800.2
OG0010761	AL8G37350	AT5G60760.1
OG0010762	AL8G37080	AT5G60490.1
OG0010763	AL8G37050	AT5G60450.1
OG0010764	AL8G13380	AT3G57110.1
OG0010764	AL8G36980	AT5G60370.1
OG0010765	AL4G38250	AT2G40420.1
OG0010766	AL8G36110	AT5G59610.3
OG0010767	AL8G36050	AT5G59560.1
OG0010768	AL8G35950	AT5G59480.1
OG0010769	AL8G35940	AT5G59470.1
OG0010770	AL8G35900	AT5G59430.1
OG0010771	AL658U10010, AL8G35890	AT5G59420.1
OG0010772	AL8G35480	AT5G59210.1
OG0010773	AL8G35400	AT5G59020.1
OG0010774	AL8G35340	AT5G58960.1
OG0010775	AL279U10010, AL8G35100	AT5G58800.1
OG0010776	AL8G35020	AT5G58740.1
OG0010777	nbis-gene-2172	AT5G58730.1
OG0010778	AL8G34480	AT5G58360.1
OG0010779	AL8G34370	AT5G58270.1
OG0010780	AL8G34360	AT5G58260.1
OG0010781	AL8G34350	AT5G58250.1
OG0010782	AL8G34290	AT5G58190.2
OG0010783	AL8G34200	AT5G58090.1
OG0010784	AL8G34100	AT5G58005.1
OG0010785	AL8G34130	AT5G58030.1
OG0010786	AL8G34120	AT5G58020.1
OG0010787	AL8G34080	AT5G58000.2
OG0010788	AL8G33960	AT5G57900.1
OG0010789	AL8G33870	AT5G57820.1
OG0010790	AL8G33830	AT5G57790.1
OG0010791	AL8G33800	AT5G57770.1
OG0010792	AL8G33750	AT5G57710.1
OG0010793	AL8G33420	AT5G57460.1
OG0010794	AL8G33180, AL161U10040	AT5G57210.1
OG0010795	AL52U10020, AL8G32790	AT5G56930.1
OG0010796	nbis-gene-2156	AT5G56760.1
OG0010797	AL8G32570	AT5G56740.1
OG0010798	AL8G32440	AT5G56620.3
OG0010799	AL8G32210	AT5G56460.1
OG0010800	AL8G31810	AT5G56180.1
OG0010801	AL8G31760	AT5G56130.1
OG0010802	AL8G31630	AT5G56050.1
OG0010803	AL8G31300	AT5G55720.1
OG0010804	AL8G31280	AT5G55700.1
OG0010805	AL8G31170	AT5G55600.1
OG0010806	AL2G32110	AT1G72440.1
OG0010808	AL8G30940	AT5G55390.1
OG0010809	AL8G30680	AT5G55150.1
OG0010810	AL8G30610	AT5G55110.1
OG0010811	nbis-gene-2138	AT5G54990.1
OG0010812	AL8G30380	AT5G54910.1
OG0010813	AL5G28580	AT3G49060.1
OG0010814	AL5G28480	AT3G48970.1
OG0010815	AL5G28330	AT3G48820.1
OG0010816	AL8G29110	AT5G53970.1
OG0010817	AL8G29260	AT5G54140.1
OG0010818	AL8G29400	AT5G54180.1
OG0010819	AL8G29710	AT5G54380.1
OG0010820	AL6G50850	AT4G02280.1
OG0010821	AL6G41310	AT4G07410.1
OG0010822	AL6G50600	AT4G02460.1
OG0010823	AL6G50500	AT4G02550.3
OG0010824	AL6G50490	AT4G02560.1
OG0010825	AL6G50350	AT4G02680.1
OG0010826	AL6G50320	AT4G02710.1
OG0010827	AL6G50280	AT4G02725.1
OG0010828	AL6G17510	AT5G07270.1
OG0010829	AL6G17370	AT5G07170.1
OG0010830	AL1G40060	AT1G25290.1
OG0010831	AL6G17170	AT5G07020.1
OG0010832	AL6G17140	AT5G06980.4
OG0010833	AL6G17130	AT5G06970.1
OG0010834	AL6G17070	AT5G06920.1
OG0010835	AL6G16940	AT5G06820.1
OG0010836	AL6G16670	AT5G06580.1
OG0010837	AL6G16280	AT4G34070.1, AT5G06260.1
OG0010838	AL6G16240	AT5G06240.1
OG0010839	AL6G16100	AT5G06130.2
OG0010840	AL6G16070	AT5G06120.1
OG0010841	AL6G15460	AT5G05570.1
OG0010842	AL6G15390	AT5G05500.1
OG0010843	AL6G15380	AT5G05490.1
OG0010844	AL6G15280	AT5G05380.2
OG0010845	AL6G15200	AT5G05330.1
OG0010846	AL6G14900	AT5G05090.1
OG0010847	AL6G14710	AT5G05000.1
OG0010848	AL6G14650	AT5G04950.1
OG0010849	AL6G14460	AT5G04810.1
OG0010850	AL4G14250	AT2G24130.2
OG0010851	AL6G14110	AT5G04480.1
OG0010852	AL1G38870	AT1G26810.1
OG0010853	AL6G13960	AT5G04340.1
OG0010854	AL6G13470	AT5G03890.1
OG0010855	AL6G13310	AT5G03770.1
OG0010856	AL6G14790, AL6G13270	AT5G03740.1
OG0010857	AL6G13140	AT5G03630.1
OG0010858	AL6G12750	AT5G03420.1
OG0010859	AL6G12570	AT5G03260.1
OG0010860	AL6G12560	AT5G03250.1
OG0010861	AL6G12400	AT5G03120.2
OG0010862	AL6G12030	AT5G02780.1
OG0010863	AL6G11950	AT5G02710.1
OG0010864	AL6G11850	AT5G02580.1
OG0010865	AL6G11800	AT5G02540.1
OG0010866	AL6G11480	AT5G02240.1
OG0010867	AL6G11400	AT5G02170.1
OG0010868	AL6G11370	AT5G02140.1
OG0010869	AL6G11210	AT5G02010.1
OG0010870	AL428U10020, AL8G17250	AT5G43240.1
OG0010870	AL6G11080	AT5G01120.1
OG0010871	AL6G11040	AT5G01160.1
OG0010872	AL6G10900	AT5G01270.2
OG0010873	AL6G10830	AT5G01310.1
OG0010874	AL6G10430	AT5G01620.3
OG0010875	AL6G10200	AT5G01830.1
OG0010876	AL6G10130	AT5G01900.1
OG0010877	AL6G10070	AT5G01960.1
OG0010879	AL7G49210	AT5G40600.1
OG0010880	AL7G48600	AT5G40950.1
OG0010881	AL7G48280, AL7G48350	AT5G41150.1
OG0010882	AL7G48080	AT5G41350.2
OG0010883	AL7G48000	AT5G41410.1
OG0010884	AL7G47820	AT5G41580.1
OG0010886	AL7G47060	AT5G42080.1
OG0010887	AL2G41720	AT1G79830.4
OG0010888	AL2G41800	AT1G79760.2
OG0010889	AL2G41830	AT1G79730.1
OG0010890	AL2G41180	AT1G80320.1
OG0010891	AL2G41080	AT1G80420.1
OG0010892	AL2G40750	AT1G80690.2
OG0010893	AL2G40570	AT1G80820.1
OG0010894	AL2G40300	AT1G79610.1
OG0010895	AL2G39970	AT1G79360.1
OG0010896	AL2G39490	AT1G79030.1
OG0010897	AL5G25410	AT3G46550.1
OG0010898	AL2G39060	AT1G78650.1
OG0010900	AL2G38770	AT1G78400.1
OG0010901	AL2G38630, AL60U10010	AT1G78280.1
OG0010902	AL2G38580	AT1G78230.1
OG0010903	AL2G38400	AT1G78090.1
OG0010904	AL2G38360	AT1G78070.1
OG0010905	AL2G38140	AT1G77860.2
OG0010906	AL2G37950	AT1G77720.1
OG0010907	AL2G37810	AT1G77600.3
OG0010908	AL2G37630	AT1G77420.1
OG0010909	AL2G37610	AT1G77405.1
OG0010910	AL2G37440	AT1G77260.1
OG0010911	AL2G37260	AT1G77090.1
OG0010912	AL2G36720	AT1G76580.1
OG0010913	AL3G33850	AT3G20155.1
OG0010914	AL5G20890	AT3G42660.1
OG0010915	AL2G36360	AT1G76280.5
OG0010916	AL4G14350, AL4G14370	AT2G24180.1
OG0010917	AL2G36100	AT1G76065.1
OG0010918	AL1G12190	AT1G02813.1
OG0010919	AL2G35680	AT1G75700.3
OG0010920	AL2G35250	AT1G75330.1
OG0010921	AL2G35060	AT1G75160.1
OG0010922	AL2G35020	AT1G75125.1
OG0010923	AL3G50430	AT2G17500.1
OG0010924	AL3G50440	AT2G17510.2
OG0010925	AL3G50620	AT2G17650.1
OG0010926	AL3G32700	AT3G19300.1
OG0010927	AL8G29890	AT5G54520.1
OG0010928	AL5G26750	AT3G47520.1
OG0010929	AL5G26790	AT3G47550.3
OG0010930	AL1G64610	AT5G48930.1
OG0010931	AL1G64350	AT1G56090.2
OG0010932	AL1G63340	AT1G55300.2
OG0010933	AL1G62810	AT1G54100.1
OG0010934	AL1G52570	AT1G44900.1
OG0010935	AL1G62390	AT1G53700.1
OG0010936	AL1G62310	AT1G53645.1
OG0010937	AL1G62070	AT1G53520.1
OG0010938	AL1G62030	AT1G53470.1
OG0010939	AL1G61580	AT1G53180.2
OG0010940	AL4G18970	AT2G26350.1
OG0010941	AL1G61520	AT1G53160.1
OG0010942	AL4G32220	AT2G36130.1
OG0010943	AL4G32310	AT2G36210.1
OG0010944	AL4G32320	AT2G36220.1
OG0010945	AL4G32550	AT2G36390.1
OG0010946	AL4G32650, nbis-gene-627	AT2G36470.1
OG0010947	AL4G32820	AT2G36640.1
OG0010948	AL5G23540	AT3G45050.2
OG0010949	AL5G23350	AT3G44890.1
OG0010950	AL5G22600	AT3G44530.1
OG0010951	AL5G19080	AT3G29170.1
OG0010952	AL7G43640	AT5G32470.1
OG0010953	AL7G44570	AT5G35730.1
OG0010954	AL8G27450	AT5G52950.1
OG0010955	AL8G24180	AT5G50170.1
OG0010956	AL8G23910	AT5G49950.1
OG0010957	nbis-gene-1881	AT5G33290.1
OG0010958	AL9U10790	AT4G13200.1
OG0010959	AL9U10380	AT4G13330.1
OG0010960	AL7G43130	AT4G13540.1
OG0010961	AL7G42550	AT4G13950.1
OG0010962	AL7G42420	AT4G14010.1
OG0010963	AL3G43890	AT2G06925.1
OG0010964	AL7G42140	AT4G14220.1
OG0010965	AL7G42010, AL7G42020	AT4G14280.1
OG0010966	AL7G42240	AT4G14147.2
OG0010967	AL7G41520	AT4G14605.1
OG0010968	AL7G41080	AT4G14790.1
OG0010969	AL7G51410	AT5G39040.1
OG0010970	AL7G40900	AT4G14930.1
OG0010971	AL5G15360	AT3G26570.1
OG0010972	AL7G40500	AT4G15180.1
OG0010973	AL7G40410	AT4G15240.1
OG0010974	AL7G40110	AT4G15440.1
OG0010975	AL7G39840	AT4G15610.1
OG0010976	AL1G35040	AT1G21840.1
OG0010977	AL8G23850	AT5G49900.1
OG0010978	AL7G39380	AT4G15890.1
OG0010979	AL7G39330	AT4G15940.1
OG0010980	AL7G39430	AT4G15850.1
OG0010981	AL2G32720	AT1G72970.1
OG0010982	AL2G32910	AT1G73160.1
OG0010983	AL2G32920	AT1G73165.1
OG0010984	AL2G33150	AT1G73370.1
OG0010985	AL2G33200	AT1G73410.1
OG0010986	AL2G33310	AT1G73560.1
OG0010987	AL2G33340	AT1G73590.1
OG0010988	AL2G33450	AT1G73660.1
OG0010989	AL4G31990	AT2G35890.1
OG0010990	AL2G33620	AT1G73810.1
OG0010991	AL2G33650	AT1G73830.1
OG0010992	AL2G33680	AT1G73860.1
OG0010993	AL2G33760	AT1G73930.1
OG0010994	AL2G33810	AT1G73970.1
OG0010995	AL2G34050	AT1G74150.1
OG0010996	AL2G34120	AT1G74240.1
OG0010997	AL2G34240	AT1G74390.1
OG0010998	AL2G34330	AT1G74458.1
OG0010999	AL2G34340	AT1G74460.1
OG0011000	AL2G34510	AT1G74620.1
OG0011001	AL2G34730	AT1G74850.1
OG0011002	AL2G34740	AT1G74860.1
OG0011003	AL2G34750	AT1G74870.1
OG0011004	AL2G27480	AT1G68580.2
OG0011005	AL2G27580	AT1G68660.1
OG0011006	AL2G28070	AT1G69020.2
OG0011007	AL2G28110	AT1G69060.1
OG0011008	AL2G28260	AT1G69170.1
OG0011009	AL2G28310	AT1G69220.1
OG0011010	AL7G43760	AT5G33300.1
OG0011011	AL7G23800	AT4G28710.1
OG0011012	AL7G23640	AT4G28840.1
OG0011013	AL7G31180, AL7G23630	AT4G28850.1
OG0011014	AL7G23470	AT4G28990.2
OG0011015	AL7G23380	AT4G29060.1
OG0011016	AL7G23370	AT4G29070.1
OG0011017	AL3G42530	AT2G04900.1
OG0011019	AL2G11530	AT1G63700.1
OG0011020	AL2G11450	AT1G63720.1
OG0011021	AL2G11360	AT1G63780.1
OG0011022	AL2G11190	AT1G63910.1
OG0011023	AL2G11170	AT1G63940.2
OG0011024	AL2G11150	AT1G63960.2
OG0011025	AL7G50170	AT5G39960.1
OG0011026	AL3G46790, AL3G42250	AT2G04620.1
OG0011027	AL3G42310	AT2G04690.5
OG0011028	AL7G49900	AT5G40140.1
OG0011029	AL7G49850	AT5G40160.1
OG0011030	AL7G49830	AT5G40200.1
OG0011031	AL7G49770	AT5G40210.1
OG0011032	AL7G39980	AT4G15540.1
OG0011033	AL5G19280	AT3G29280.2
OG0011034	AL5G17540	AT3G28030.3
OG0011035	AL5G18070	AT3G28450.1
OG0011036	AL5G22070	AT3G44050.1
OG0011037	AL5G17240	AT3G27820.1
OG0011038	AL5G16590	AT3G27325.2
OG0011039	AL5G16360	AT3G27220.1
OG0011040	AL5G16030	AT3G27010.1
OG0011041	AL5G15600	AT3G26744.1
OG0011042	AL5G15470	AT3G26630.1
OG0011043	AL5G15270	AT3G26510.7
OG0011044	AL5G15170	AT3G26400.1
OG0011045	AL5G14790	AT3G26090.1
OG0011046	AL5G14540	AT3G25890.1
OG0011047	AL5G14490	AT3G25855.1
OG0011048	AL5G14420	AT3G25805.1
OG0011049	AL5G14240	AT3G25700.1
OG0011050	AL5G14230	AT3G25690.5
OG0011051	AL2G28910	AT1G69740.1
OG0011052	AL2G28870	AT1G69700.1
OG0011053	AL1G42570	AT1G28760.1
OG0011054	AL2G28760	AT1G69600.1
OG0011055	AL2G28680	AT1G69540.2
OG0011056	AL2G28560	AT1G69450.3
OG0011057	AL2G28450	AT1G69340.1
OG0011058	AL2G28430	AT1G69325.1
OG0011060	AL8G12330	AT5G46150.1
OG0011061	AL6G42460	AT4G08685.1
OG0011062	AL8G12450	AT5G46060.1
OG0011063	AL6G41970	AT4G08240.1
OG0011064	AL8G12540	AT5G45980.1
OG0011065	nbis-gene-1986	AT5G45920.1
OG0011066	AL8G12760	AT5G45820.1
OG0011067	AL8G12960	AT5G45690.1
OG0011068	AL8G13080	AT5G45600.1
OG0011069	AL8G13140, AL8G13150	AT5G45530.1
OG0011071	AL8G13410	AT5G45390.1
OG0011072	AL8G13420	AT5G45380.1
OG0011073	AL8G13430	AT5G45370.2
OG0011074	AL2G22140	AT1G65450.1
OG0011075	AL1G56860	AT1G49510.1
OG0011076	AL5G41750	AT3G59680.2
OG0011077	AL1G57160	AT1G49720.2
OG0011078	AL1G57280	AT1G49800.1
OG0011079	AL1G57420	AT1G49880.1
OG0011080	AL1G57520	AT1G49970.1
OG0011081	AL1G57600	AT1G50030.1
OG0011082	AL1G58130	AT1G50480.1
OG0011083	AL1G58170	AT1G50510.1
OG0011084	AL1G58330	AT1G50660.1
OG0011085	AL1G58340	AT1G50670.1
OG0011086	AL1G58400	AT1G50710.1
OG0011087	AL1G58460	AT1G50730.1
OG0011088	AL1G58650	AT1G50930.1
OG0011089	AL1G58690	AT1G50960.1
OG0011090	AL1G58930	AT1G51130.1
OG0011091	AL1G58970	AT1G51160.1
OG0011092	AL1G59110	AT1G51310.1
OG0011093	AL1G59240	AT1G51390.1
OG0011094	nbis-gene-286	AT1G51580.1
OG0011095	AL1G59550	AT1G51640.1
OG0011096	AL1G59680	AT1G51740.1
OG0011098	AL1G60000	AT1G51960.1
OG0011099	AL1G60570	AT1G52343.1
OG0011100	AL1G60670	AT1G52410.2
OG0011101	AL1G60680	AT1G52420.1
OG0011102	AL8G18340	AT5G42770.2
OG0011103	AL8G18330	AT5G42780.1
OG0011104	AL8G18230, AL61U10020	AT5G42800.1
OG0011105	AL4G29210	AT2G33540.1
OG0011106	AL4G29230	AT2G33560.2
OG0011107	AL4G29240	AT2G33570.1
OG0011108	AL4G29460	AT2G33770.1
OG0011109	AL4G29480	AT2G33775.1
OG0011110	AL4G29660	AT2G33855.1
OG0011111	AL4G29650	AT2G33850.1
OG0011112	AL4G29710	AT2G33880.2
OG0011113	AL4G30210	AT2G34260.1
OG0011114	AL4G30500	AT2G34530.3
OG0011115	AL4G30510	AT2G34540.2
OG0011116	AL4G30560	AT2G34585.1
OG0011117	AL4G30610, AL270U10030	AT2G34620.1
OG0011118	AL4G30700	AT2G34710.1
OG0011119	AL481U10030, AL4G30710	AT2G34720.1
OG0011120	AL4G30800	AT2G34820.1
OG0011121	AL4G31320	AT2G35290.1
OG0011122	AL457U10010, AL4G31350	AT2G35320.1
OG0011123	AL5G10880	AT2G01755.2
OG0011124	AL7G34630	AT4G19490.1
OG0011125	AL7G34810	AT4G19350.1
OG0011126	AL3G53780	AT2G20690.1
OG0011127	AL7G35220	AT4G18950.1
OG0011128	AL1G64910	AT1G54500.1
OG0011129	AL7G35550	AT4G18700.1
OG0011130	AL7G35700	AT4G18580.1
OG0011131	AL7G35760	AT4G18520.1
OG0011132	AL7G35830	AT4G18470.1
OG0011133	AL7G35930	AT4G18422.1
OG0011134	AL7G35950	AT4G18400.1
OG0011135	AL7G36100	AT4G18290.2
OG0011136	AL7G36600	AT4G17910.4
OG0011137	AL7G36760	AT4G17785.1
OG0011138	AL4G26520	AT2G31290.1
OG0011139	AL7G37140	AT4G17500.1
OG0011140	AL7G37200	AT4G17460.1
OG0011141	AL7G37420	AT4G17280.1
OG0011142	AL7G37500	AT4G17215.1
OG0011143	AL5G31500	AT3G51080.1
OG0011144	AL5G31340	AT3G50940.1
OG0011145	AL5G31240	AT3G50890.1
OG0011146	nbis-gene-1345	AT3G50800.1
OG0011147	AL2G27040	AT1G68200.1
OG0011148	AL2G31930	AT1G72275.1
OG0011149	AL5G30760	AT3G50620.1
OG0011150	AL5G30750	AT3G50610.2
OG0011151	AL3G13550	AT3G03740.1
OG0011152	AL5G30540	AT3G50390.1
OG0011153	AL7G29880	AT4G23530.1
OG0011154	AL7G30050	AT4G23410.1
OG0011155	AL5G18630	AT3G28860.1
OG0011156	AL8G26860	AT5G52430.1
OG0011157	AL8G26430	AT5G52060.1
OG0011158	AL8G26100	AT5G51810.1
OG0011159	AL8G25840	AT5G51540.1
OG0011160	AL8G25600	AT5G51340.1
OG0011161	AL8G25350	AT5G51100.1
OG0011162	AL8G25410	AT5G51150.1
OG0011163	AL8G25370	AT5G51110.1
OG0011164	AL8G25440	AT5G51180.1
OG0011165	AL3G45410	AT2G13570.1
OG0011166	AL3G45260	AT2G13360.1
OG0011167	AL3G44140	AT2G07360.2
OG0011168	AL5G41340	AT3G59430.1
OG0011169	AL3G45250	AT2G13350.1
OG0011170	AL1G62160	AT1G53570.1
OG0011171	AL3G46570	AT2G14825.1
OG0011172	AL3G46740	AT2G14910.1
OG0011173	AL3G46480	AT2G14750.1
OG0011177	AL5G20530	AT3G32930.1
OG0011178	AL3G52590	AT2G16405.1
OG0011179	AL3G52640	AT2G16460.1
OG0011180	AL3G49660	AT2G16900.1
OG0011181	AL3G49680	AT2G16920.1
OG0011182	AL7G29370	AT4G23940.1
OG0011183	AL7G29520	AT4G23840.1
OG0011184	AL8G45460	AT5G66130.1
OG0011185	AL7G30650	AT4G22860.1
OG0011186	AL7G32860	AT4G21240.1
OG0011187	AL7G31370	AT4G22260.1
OG0011188	AL7G31460	AT4G22190.1
OG0011189	AL7G31620	AT4G22070.1
OG0011190	AL7G31700	AT4G22000.1
OG0011192	AL3G28560	AT3G15920.1
OG0011193	AL7G33910	AT4G19990.2
OG0011194	AL1G51350	AT1G42480.1
OG0011195	AL7G33800	AT4G20050.5
OG0011196	AL7G33640	AT4G20260.4
OG0011197	AL7G33500	AT4G20390.1
OG0011198	AL7G33300	AT4G20850.1
OG0011199	AL7G32700	AT4G21390.1
OG0011200	AL3G44110	AT2G07180.1
OG0011201	AL7G32450	AT4G21570.2
OG0011202	AL7G32440	AT4G21580.1
OG0011203	AL7G32220	AT4G21720.1
OG0011204	AL7G34250	AT4G19830.1
OG0011205	AL7G34410	AT4G19645.1
OG0011206	AL4G41180	AT2G42620.1
OG0011207	AL6G43160	AT4G09580.1
OG0011208	AL6G43210	AT4G09620.1
OG0011209	AL8G19090	AT5G42400.1
OG0011210	AL8G18870	AT5G42470.1
OG0011211	AL8G18750	AT5G42560.1
OG0011212	AL8G18650	AT5G42620.2
OG0011213	AL8G18450	AT5G42710.1
OG0011214	AL7G38590	AT4G16420.1
OG0011215	AL7G38520	AT4G16460.1
