Orthogroup	Arabidopsis_lyrata_Rawat	Camelina_sativa
OG0010294	AL6G50870	XP_010456055.1
OG0010295	AL6G50920	XP_010456065.1, XP_010422621.1, XP_010429375.1
OG0010296	AL6G50940	XP_010429356.1, XP_010422626.1, XP_010456067.1
OG0010297	AL6G51000	XP_010429273.1, XP_010429285.1, XP_010422632.1, XP_010456976.1, XP_010456071.1
OG0010298	AL6G51110	XP_010456980.1, XP_010424668.1, XP_010429204.1
OG0010299	AL6G51180	XP_010422645.1, XP_010429125.1
OG0010300	AL6G51220	XP_010456092.1, XP_010429065.1, XP_010422649.1
OG0010301	AL6G51450	XP_010428847.1, XP_010456119.1, XP_010422682.1
OG0010302	AL5G18030	XP_010502835.1, XP_010514544.1, XP_010425622.1
OG0010303	AL6G51640	XP_010422694.1, XP_010456129.1, XP_010428671.1
OG0010304	AL6G51900	XP_010428353.1, XP_010422715.1
OG0010305	AL6G51910	XP_010428341.1, XP_010422717.1, XP_019089937.1
OG0010306	AL6G51950	XP_019085071.1, XP_010428315.1, XP_010456156.1, XP_010422720.1
OG0010307	AL6G52340	XP_010422762.2, XP_010427871.1, XP_010456201.1
OG0010308	AL6G52130	XP_010456229.1, XP_010427624.1, XP_010422786.1
OG0010309	AL6G52090	XP_010422800.1, XP_010427535.1, XP_010456234.1
OG0010310	AL6G52730	XP_010427357.1, XP_010419629.1
OG0010311	AL6G52790	XP_010427301.1, XP_010419618.1, XP_010456255.1
OG0010312	AL6G52800	XP_010456256.1, XP_010466626.1
OG0010313	AL6G52840	XP_010427239.1, XP_010456261.1, XP_010419609.1
OG0010314	AL6G52890	XP_010419601.1, XP_010427140.1, XP_010456270.1
OG0010315	AL6G52990	XP_010456281.1, XP_010427067.1, XP_010419591.1
OG0010316	AL6G53180	XP_010419563.1, XP_010456302.1, XP_010426845.1
OG0010317	AL7G21050	XP_010451102.1, XP_010447626.1, XP_010432912.1, XP_010438089.1
OG0010318	AL4G10120	XP_010472079.1, XP_010416843.1, XP_010428995.1
OG0010319	AL4G10160	XP_010472085.1, XP_010416850.1, XP_010429001.1
OG0010320	AL1G40450	XP_010499168.1, XP_010460449.1, XP_010478007.1, XP_010480670.1
OG0010321	AL1G39770	XP_019099209.1, XP_010477902.1, XP_010460349.1
OG0010322	AL1G39650	XP_010499081.1, XP_010460369.1, XP_010477896.1
OG0010323	AL1G51340	XP_010501844.1
OG0010324	nbis-gene-1776	XP_010433514.1, XP_010448282.1, XP_010438768.1
OG0010325	AL7G25870	XP_010438676.1, XP_010448191.1, XP_010433422.1
OG0010326	AL7G25860	XP_010438674.1, XP_010433420.1, XP_010448188.1
OG0010327	AL7G25720	XP_010448178.1, XP_010438659.1, XP_010433407.1
OG0010328	AL7G25480	XP_010448150.1, XP_010433381.1, XP_010438629.1
OG0010329	AL7G25340	XP_010433371.1, XP_010438616.1, XP_010448135.1
OG0010330	AL7G25320	XP_010433366.1, XP_010448133.1, XP_010438613.1
OG0010331	AL7G25290	XP_010438606.1, XP_010433361.1
OG0010332	AL7G25250	XP_010438597.1, XP_010448121.1, XP_010433354.1
OG0010333	AL7G24520	XP_019089398.1, XP_019088554.1, XP_019086589.1
OG0010334	AL7G24400	XP_010438495.1, XP_010433250.1, XP_010448016.1
OG0010335	AL7G24340	XP_010433245.1, XP_010438489.1
OG0010336	AL7G24310	XP_010433240.1, XP_010438483.1, XP_010448001.1
OG0010337	nbis-gene-1200	XP_010425170.1, XP_010502394.1, XP_010514142.1
OG0010338	AL5G13520	XP_010502395.1, XP_010514143.1
OG0010339	AL5G13620	XP_010502404.1, XP_010425181.1, XP_010514152.1
OG0010340	AL5G14120	XP_010425206.1, XP_010514178.1
OG0010341	AL8G24440	XP_010485026.1
OG0010342	AL1G14200, nbis-gene-25	XP_019095359.1, XP_019090982.1, XP_010449825.1, XP_010490997.1
OG0010343	AL1G32330, AL7G11150	XP_010498383.1, XP_010477181.1
OG0010344	AL1G33930	XP_010477347.1, XP_010459785.1, XP_010498534.1
OG0010345	AL1G37050, AL1G31860	XP_010462858.1
OG0010346	AL1G39890	XP_010499112.1, XP_010460383.1, XP_010477929.1, XP_010497915.1
OG0010347	AL1G40110	XP_010460406.1, XP_010477975.1, XP_019095569.1, XP_010501603.1
OG0010348	AL2G19100, nbis-gene-1270	XP_010495109.1, XP_010440724.1
OG0010350	AL1G59020	XP_010501954.1, XP_010481105.1, XP_010461955.1
OG0010351	AL3G26840	XP_019092223.1
OG0010352	AL1G62570	XP_010462292.1, XP_010501050.1, XP_010479966.1
OG0010353	AL3G10370	XP_010497181.1
OG0010357	nbis-gene-885	XP_019089821.1
OG0010357	AL2G18310	XP_010466813.1, XP_010490098.1
OG0010358	AL7G22770, AL7G22780	XP_019087930.1, XP_010433079.1, XP_010447836.1, XP_010447831.1
OG0010360	AL2G27050	XP_010513652.1, XP_010415439.1
OG0010361	AL2G32140	XP_019093131.1, XP_019085321.1, XP_019083308.1
OG0010362	AL2G33430	XP_010471426.1, XP_010428291.1, XP_010416177.1
OG0010363	AL3G19020	XP_010464402.1, XP_010456509.1, XP_010486335.1
OG0010365	AL3G26090	XP_010487168.1, XP_010465265.1, XP_010501435.1
OG0010366	AL3G40950	XP_019096291.1, XP_019096732.1
OG0010367	AL1G40970	XP_010460887.1, XP_010478096.1, XP_010460509.1, XP_010478100.1
OG0010368	AL4G11710	XP_010472215.1, XP_010416980.1, XP_010429139.1
OG0010369	AL4G11970	XP_010429168.1, XP_010472235.1, XP_010417005.1
OG0010370	AL1G47940	XP_019083738.1
OG0010371	AL4G15100	XP_010472464.1, XP_010429436.1, XP_010417211.1
OG0010372	AL4G15210	XP_010417216.1, XP_010429443.1, XP_010472469.1
OG0010373	AL4G16130	XP_010431612.1, XP_010419326.1, XP_019093383.1, XP_019096444.1, XP_019085648.1
OG0010374	AL4G16850	XP_010472542.1, XP_010417312.1, XP_010429535.1
OG0010375	AL7G23540	XP_010414778.1, XP_010467722.1, XP_010489604.2, XP_010489602.1, XP_010489603.1
OG0010375	AL7G23510, AL7G23520	XP_010436352.1
OG0010376	AL4G28070	XP_010513122.1, XP_019101348.1, XP_010413968.1, XP_019100796.1, XP_010473885.1, XP_010418685.1
OG0010377	AL4G32010	XP_010505117.1
OG0010378	AL4G36130	XP_019100746.1
OG0010380	AL1G20360, AL4G40820	XP_010517759.1
OG0010381	AL4G46430	XP_010507950.1, XP_010506717.1
OG0010382	AL5G11040	XP_010513930.1, XP_010502199.1, XP_010502192.1
OG0010383	AL5G14510	XP_010514214.1, XP_010502473.1, XP_010425246.1
OG0010384	AL5G17080	XP_010425544.1, XP_010514477.1, XP_010502771.1
OG0010385	AL5G18600	XP_010425665.1, XP_010502884.1, XP_010514601.1
OG0010386	AL5G28090	XP_010426360.1, XP_010503501.1
OG0010387	AL5G30160	XP_010426541.1, XP_010515367.1, XP_010503671.1
OG0010388	AL5G34160	XP_010504082.1, XP_010515815.1, XP_010426962.2
OG0010389	AL5G38720	XP_010516335.1, XP_010504650.1
OG0010390	AL6G24780	XP_010492209.1, XP_010453525.1, XP_010420033.1
OG0010391	AL6G34050	XP_019090085.1, XP_019097409.1
OG0010392	AL6G40970	XP_010421716.1, XP_010494125.1, XP_010455200.1
OG0010393	AL6G44580	XP_010436935.1, XP_010421967.1, XP_010455450.1
OG0010394	AL7G23160	XP_019089479.1, XP_019086586.1, XP_019087781.1
OG0010395	AL7G27130	XP_010438823.1, XP_010433575.1, XP_010448353.1
OG0010396	AL7G29030	XP_010439068.1, XP_010433796.1, XP_010448589.1
OG0010397	AL7G30860, AL8G12510	XP_010451258.1, XP_019087359.1, XP_010434005.1, XP_019089417.1, XP_019087401.1, XP_010434004.2, XP_010434006.1
OG0010399	AL7G34560	XP_010449336.1, XP_010439687.1
OG0010400	AL7G37450	XP_010434694.1, XP_010440032.1
OG0010401	nbis-gene-1824, nbis-gene-1842	XP_010433144.1, XP_010433145.1, XP_010438359.1, XP_010447898.1
OG0010402	AL7G42000	XP_010450069.1, XP_010435157.1, XP_019087723.1, XP_010440497.1
OG0010404	AL7G52900, AL7G52980, AL7G52950	XP_010440903.1, XP_010450965.1, XP_010448031.1
OG0010405	AL7G48040	XP_019087694.1, XP_010436090.1, XP_010466480.1, XP_019086523.1
OG0010406	AL7G47680	XP_010436116.1, XP_010441332.1, XP_010447792.1
OG0010407	AL8G18050	XP_010481928.1, XP_010442103.1, XP_019087791.1, XP_010494249.1
OG0010408	AL25U10020, AL8G19580	XP_010494152.1, XP_010482016.1, XP_010442186.1
OG0010410	AL8G21990	XP_010442331.1, XP_010482148.1, XP_010439694.1
OG0010411	nbis-gene-2074	XP_019087608.1, XP_019085978.1
OG0010412	AL8G22970	XP_010442396.1, XP_010482211.1, XP_010440493.1
OG0010413	AL8G23870	XP_010482289.1, XP_010442467.1, XP_010441261.1
OG0010414	AL8G25760	XP_010482481.1, XP_010497644.1, XP_010443279.1, XP_010442648.1
OG0010415	AL8G26320	XP_010444203.1, XP_010442711.1, XP_010482546.1
OG0010416	AL205U10020, AL8G26970	XP_010482614.1, XP_010442777.1, XP_010444954.1
OG0010417	AL8G27420	XP_010445402.1, XP_010482673.1, XP_010442845.1
OG0010419	AL8G44980	XP_010444783.1, XP_010484630.1, XP_010465327.1
OG0010421	AL4G31830	XP_019101003.1, XP_019100456.1
OG0010422	AL1G40780	XP_010499214.1, XP_010478070.1, XP_010460493.1
OG0010423	AL8G27900	XP_019091598.1, XP_019095771.1, XP_019087905.1
OG0010424	AL7G44900	XP_010436768.1
OG0010426	nbis-gene-1250	XP_010514617.1, XP_010502905.1, XP_010425692.1
OG0010427	nbis-gene-995	XP_010495283.1, XP_019087500.1, XP_010513202.1
OG0010427	AL3G44730	XP_010451701.1, XP_010496070.1, XP_010474093.1, XP_010480814.1, XP_010468714.1, XP_010501734.1, XP_010424607.1, XP_010430894.1, XP_010421775.1, XP_010423683.1, XP_010480635.1, XP_019085378.1, XP_010501718.1, XP_010484898.1
OG0010436	AL6G14760	XP_010490973.1
OG0010436	AL6G15530	XP_019098691.1
OG0010437	AL7G21650	XP_010447708.1, XP_010438174.1
OG0010438	AL7G21620	XP_010447704.1, XP_010432978.1, XP_010438169.1
OG0010439	AL7G21590	XP_010438161.1, XP_010432973.1, XP_010497295.1, XP_010447698.1
OG0010440	AL7G21560	XP_010447697.1, XP_010438157.1, XP_010432969.1
OG0010441	AL7G21490	XP_019088892.1, XP_019088696.1, XP_019086674.1
OG0010442	AL7G21400	XP_010447675.1, XP_010438136.1, XP_010432949.1
OG0010443	AL4G17530	XP_010472601.1, XP_010429588.1, XP_010417358.1
OG0010444	AL7G30380	XP_010439228.1, XP_010448772.1
OG0010445	AL5G25520	XP_010514986.1, XP_010426102.1, XP_010503277.1
OG0010446	AL5G28060	XP_010515182.1, XP_010503499.1, XP_010426358.1
OG0010447	AL5G27980	XP_010515174.1, XP_010503491.1, XP_010426350.1
OG0010448	AL5G27880	XP_019102291.1, XP_019100213.1, XP_010426342.1
OG0010449	AL5G27800	XP_010426329.1, XP_010515156.1, XP_010503466.1
OG0010450	AL5G27300	XP_010426268.1, XP_010503418.1, XP_010515108.1
OG0010451	AL5G27490	XP_010515128.1, XP_010503439.1, XP_010426284.1
OG0010452	AL5G27530	XP_019085529.1, XP_019101878.1, XP_019100236.1
OG0010453	AL5G27100	XP_010503390.1, XP_010515089.1, XP_010426234.1
OG0010454	AL5G10080	XP_010424846.1, XP_010506873.1
OG0010455	AL5G10800	XP_010424944.1, XP_019099975.1, XP_010513898.1, XP_019099976.1
OG0010456	AL5G11490	XP_010424999.1, XP_010502233.1, XP_010513997.1
OG0010457	AL5G11090	XP_010424991.1, XP_010513948.1
OG0010458	AL5G10950	XP_010424955.1, XP_010496989.1, XP_010513911.1
OG0010459	AL7G49390	XP_010441189.1, XP_010450664.1, XP_010435896.1
OG0010460	AL7G49550	XP_010435909.1, XP_010441172.1, XP_010450676.1
OG0010461	AL6G29260	XP_010492800.1, XP_010420545.1
OG0010462	AL6G28930	XP_010420514.1, XP_010492749.1
OG0010463	AL6G28880	XP_010492745.1, XP_010420507.1, XP_010453980.1
OG0010464	AL6G28710	XP_010453961.1, XP_010420493.1, XP_010492722.1
OG0010465	AL6G28620	XP_010453951.1, XP_010420479.1, XP_010492709.1
OG0010466	AL6G28580	XP_019098083.1, XP_019097371.1, XP_010420475.1, XP_010453948.1
OG0010467	AL6G28470	XP_010420455.1, XP_010492693.1, XP_010453930.1
OG0010468	AL6G28410	XP_010420448.1, XP_010453923.1, XP_010492684.1
OG0010469	AL6G28270	XP_010420427.1, XP_010492664.1, XP_010453905.1
OG0010470	AL1G16930	XP_010457843.1, XP_010486811.1, XP_010475441.1
OG0010471	AL6G27730	XP_010420374.1, XP_010453837.1, XP_019097247.1
OG0010472	AL6G27680	XP_010420369.1, XP_010453830.1, XP_010492581.1
OG0010473	AL6G27470	XP_010492562.1, XP_010453816.1, XP_010420345.1, XP_010456550.1
OG0010474	AL6G27440	XP_010492559.1, XP_019084750.1, XP_010453809.1
OG0010475	AL6G27310	XP_010492537.1, XP_010420327.1, XP_010453798.1, XP_010453797.1
OG0010476	AL6G27060	XP_010453773.1, XP_010420298.1, XP_010492498.1
OG0010477	AL6G27040	XP_010492495.1, XP_010453768.1, XP_010420295.1
OG0010478	AL6G26940	XP_010420283.1
OG0010479	AL4G30730	XP_010516636.1, XP_010509707.1, XP_019101316.1, XP_019099744.1
OG0010480	AL6G26300	XP_010453680.1, XP_010420201.1, XP_010492380.1
OG0010481	AL6G26280	XP_010453678.1, XP_010420198.1, XP_019097707.1
OG0010482	AL6G25920	XP_019090051.1, XP_010492334.1, XP_010420162.1
OG0010483	AL6G25680	XP_010456537.1, XP_010495196.1
OG0010485	AL6G25500	XP_010492286.1, XP_010453602.1, XP_010420124.1
OG0010486	AL6G25470	XP_010453599.1
OG0010487	AL6G25410	XP_010453592.1, XP_010420109.1, XP_010492276.1
OG0010488	AL7G42490	XP_010450143.1, XP_010450122.1
OG0010489	AL6G25060	XP_010426097.1, XP_010514983.1, XP_010503270.1
OG0010490	AL6G24550	XP_010453494.1, XP_010492173.2, XP_010420000.2
OG0010491	AL6G24430	XP_010453484.1, XP_010419990.1, XP_010492161.1
OG0010492	AL6G24420	XP_010492160.1, XP_010419985.1, XP_010453482.1
OG0010494	AL6G24310	XP_010453459.1, XP_019090380.1, XP_010453464.2, XP_010419967.1, XP_010492143.1
OG0010495	AL6G24270	XP_010453455.1, XP_019097322.1, XP_010419961.1
OG0010496	AL6G24140	XP_010453430.1, XP_010419936.1, XP_010492111.1
OG0010497	AL6G24080	XP_010453420.1, XP_010419924.1, XP_010492098.1
OG0010498	AL6G23810	XP_010419885.1, XP_010453377.1, XP_010492066.1
OG0010499	AL6G23800	XP_010419884.1, XP_010492065.1, XP_010453376.1
OG0010500	AL6G23590	XP_010419861.1, XP_010453351.1
OG0010501	AL6G23460	XP_010453340.1, XP_019090046.1, XP_010419849.1, XP_010492026.1
OG0010502	AL8G28850	XP_010446096.1
OG0010502	AL8G28860	XP_019095634.1, XP_010442952.1
OG0010503	AL6G23400	XP_010492018.1, XP_010453333.1, XP_010419842.1
OG0010504	AL8G19740	XP_010482024.1, XP_010482020.1, XP_019087789.1, XP_010496077.1
OG0010505	AL6G23090	XP_010419818.1, XP_010453294.1
OG0010506	AL6G23040	XP_010491981.1, XP_010453290.1, XP_010419813.1
OG0010507	AL6G22910	XP_010419795.1, XP_010491968.1, XP_010453276.1
OG0010508	AL6G22880, AL6G44470	XP_010419793.1, XP_019089906.1, XP_010491966.1
OG0010509	AL6G22580	XP_010495160.1, XP_010424065.1
OG0010510	AL6G22570	XP_010491932.2, XP_010453238.2, XP_010419763.2
OG0010511	AL6G22440	XP_010453219.1, XP_010491914.1, XP_010419752.1
OG0010512	AL6G22220	XP_010491888.1, XP_010419728.1, XP_010456493.2
OG0010513	AL6G22180	XP_019083774.1, XP_019090010.1, XP_010491886.1
OG0010514	AL6G22120	XP_010491878.1, XP_010419717.1
OG0010515	AL6G21780	XP_010491811.1, XP_010419669.1
OG0010516	AL6G21550	XP_010419649.1, XP_010491786.1, XP_010453129.1
OG0010517	AL6G21480	XP_010419645.1, XP_010453125.1
OG0010518	AL6G21460	XP_010453123.2, XP_010491775.1, XP_010419642.1
OG0010519	AL6G20940	XP_010491712.1, XP_010453068.1, XP_010422842.1
OG0010520	AL6G20910	XP_010453064.1, XP_010491709.1, XP_010422846.1, XP_010456745.1
OG0010521	AL6G20820	XP_010491698.1
OG0010522	AL6G20550	XP_010453031.1, XP_010422893.1, XP_010491663.1
OG0010523	AL6G20250	XP_019084437.1, XP_010452984.1, XP_019098449.1, XP_010491627.1
OG0010524	AL6G20150	XP_010491614.1, XP_019090312.1, XP_019084628.1
OG0010525	AL6G20000	XP_010422969.1, XP_010491598.1
OG0010526	AL6G19880	XP_010491578.1, XP_010452940.1, XP_010422978.1
OG0010527	AL6G19810	XP_010491570.1, XP_010452933.1, XP_010422985.1
OG0010528	AL6G19770	XP_010422990.1, XP_010452926.1, XP_010491563.1
OG0010529	AL3G42010	XP_010488677.1, XP_010466991.1, XP_010514429.1
OG0010530	AL3G35870	XP_010510550.1, XP_010488194.1, XP_010466431.1
OG0010531	AL6G18960, AL6G19160, AL487U10020	XP_010491486.1, XP_010424721.1, XP_010452846.1
OG0010532	AL6G18940	XP_010452843.1, XP_010423077.1, XP_010491483.1
OG0010533	AL6G18900	XP_010423093.1, XP_010452833.1, XP_010491480.1
OG0010534	AL6G18860	XP_010452824.1, XP_010423098.1, XP_010491473.1
OG0010535	AL6G18850	XP_010423095.1, XP_010491474.1, XP_019090634.1
OG0010536	AL6G18390	XP_019084466.1, XP_019097611.1, XP_019090607.1
OG0010537	nbis-gene-1485	XP_010491418.1, XP_010452767.1, XP_010423154.1
OG0010538	AL6G18140	XP_010423170.1, XP_010452746.1
OG0010539	AL6G17920	XP_010423187.1, XP_010491381.1, XP_010452730.1
OG0010540	AL6G50010	XP_010455944.1, XP_010422518.1, XP_019089046.1
OG0010541	AL6G49990	XP_010455955.1, XP_010430544.1, XP_010422515.1
OG0010542	AL6G49940	XP_010430592.1, XP_019090371.1, XP_010422511.1
OG0010543	AL6G49810	XP_010422497.1, XP_010456963.1, XP_010430725.1
OG0010544	AL6G49790	XP_010455976.1, XP_010430745.1, XP_010422493.1
OG0010545	AL6G49780	XP_019089108.1, XP_010455975.1, XP_010422495.1
OG0010546	AL6G49750	XP_010455977.1, XP_010430752.1
OG0010547	AL1G58800, AL6G49660	XP_010422479.1, XP_010430819.1, XP_010455908.1
OG0010548	AL6G49600	XP_010422476.1, XP_010455906.1, XP_010430933.1, XP_010467272.1
OG0010549	nbis-gene-1781	XP_010433684.1, XP_010438936.1, XP_010448477.1
OG0010550	AL7G28070	XP_010433692.1, XP_010448487.1, XP_010438931.1
OG0010552	AL7G28400	XP_010438966.1, XP_019086477.1, XP_010448517.1
OG0010553	AL4G20180	XP_010468152.1, XP_010418991.1
OG0010554	AL4G20260	XP_010473085.1, XP_010417839.1, XP_010510837.1
OG0010555	AL4G20570	XP_010510824.1, XP_010473092.1
OG0010556	AL4G21160	XP_010513310.1, XP_010419413.1, XP_010474533.1
OG0010557	AL4G21410	XP_010510774.1, XP_010417889.1, XP_010473128.1
OG0010558	AL4G22710	XP_010510746.1, XP_010510749.1, XP_010417918.1, XP_010473158.1
OG0010559	AL4G22540	XP_010473169.1, XP_010417925.1, XP_010510731.1
OG0010560	AL4G22480	XP_010417929.1, XP_010510726.1
OG0010561	AL4G22410	XP_010510720.1, XP_010473181.1, XP_010417935.1
OG0010562	AL4G22310	XP_019101477.1, XP_019082843.1, XP_019093869.1
OG0010563	AL4G21930	XP_010470129.1, XP_010510676.1, XP_010414581.1
OG0010564	AL4G21870	XP_010470120.1, XP_010414575.1, XP_010510667.1, XP_010510664.1
OG0010565	AL4G21680	XP_010510632.1, XP_010414535.1, XP_010470094.1
OG0010566	AL4G21570	XP_010510621.1, XP_010470079.1, XP_010414523.1
OG0010567	AL4G23100	XP_010510609.1, XP_010414500.1, XP_010470064.1
OG0010568	AL4G23430	XP_010510565.1, XP_010414466.1
OG0010569	AL4G23740, AL41U10070	XP_010414413.1, XP_010510522.1, XP_010469983.1
OG0010570	AL4G23770	XP_019101448.1, XP_010469978.1, XP_019083068.1
OG0010571	AL4G24270	XP_010510477.1, XP_010414373.1, XP_010469940.1
OG0010572	AL4G24640	XP_010414333.1, XP_010510428.1, XP_010469914.1
OG0010573	AL4G25070, AL346U10010	XP_010418763.1, XP_010469880.2, XP_010513216.1
OG0010574	AL4G25360	XP_010510354.1, XP_019093073.1
OG0010575	AL4G25580	XP_010510304.1, XP_010469812.1
OG0010576	AL4G11410	XP_019085683.1, XP_010416967.1, XP_010472199.1
OG0010577	AL4G25890	XP_010418746.1, XP_010473940.1, XP_010513187.1
OG0010578	AL4G25990	XP_010414194.1, XP_010469779.1, XP_010510265.1
OG0010579	AL4G26070, AL4G26150	XP_010469769.1, XP_010510253.1
OG0010580	AL4G26400	XP_010469748.1, XP_010510225.1, XP_010414168.1
OG0010581	AL4G26410	XP_019094036.1, XP_010510224.1, XP_010414167.1
OG0010582	AL4G26780	XP_010510189.1, XP_010414115.1, XP_010469716.1
OG0010583	AL4G26980	XP_010510168.1, XP_010469682.1, XP_010414093.1
OG0010584	AL4G27060	XP_010414085.1, XP_010510155.1
OG0010585	AL4G27220	XP_010469653.1, XP_010414064.1, XP_010510137.1
OG0010586	AL80U10060, AL4G27290	XP_010510131.1, XP_010469647.1
OG0010587	AL4G27460, AL103U10050	XP_010510100.1, XP_010469631.1, XP_010414033.1
OG0010588	AL4G18960	XP_010419360.1, XP_010429657.1, XP_010472661.1, XP_010417422.1
OG0010589	AL4G28000	XP_010469568.1, XP_010469567.1, XP_010413974.1, XP_010509994.1
OG0010590	AL4G27990	XP_010413977.1, XP_010509996.1, XP_010469570.1
OG0010591	AL4G27810	XP_019094008.1, XP_010413998.1, XP_010510019.1
OG0010592	AL4G27780	XP_010510025.1, XP_010469595.1, XP_019082976.1
OG0010593	AL125U10030	XP_010414009.2, XP_010469608.2, XP_010510037.1
OG0010594	AL4G28290	XP_010469544.1, XP_010509965.1, XP_010413943.1
OG0010595	AL4G28400	XP_010509958.1, XP_010413937.1
OG0010596	AL4G28470	XP_010413925.1, XP_010469527.1, XP_010509945.1
OG0010597	AL120U10010	XP_010413920.1, XP_010469521.1, XP_010509936.1
OG0010598	AL4G29100	XP_010509890.1
OG0010599	AL8G16820	XP_010442015.1, XP_010481854.1, XP_010494331.1
OG0010600	AL7G10500	XP_010431801.1, XP_010436956.1, XP_010446370.2
OG0010601	AL484U10020, AL8G16680	XP_010494336.1
OG0010602	AL8G16250	XP_010481809.1, XP_010441972.1, XP_010494373.1
OG0010603	AL8G15850	XP_010441922.1, XP_010481771.1, XP_010494420.1
OG0010604	AL6G49310	XP_010431145.1
OG0010605	AL6G49360	XP_010422453.1, XP_010455883.1, XP_010431136.1
OG0010606	AL6G49390	XP_010422456.1, XP_010431117.1, XP_010455886.1
OG0010607	AL6G49440	XP_010422461.1, XP_010455888.1, XP_019089231.1
OG0010608	AL6G49500	XP_019084145.1, XP_010431047.1
OG0010609	AL1G54350	XP_010479192.1, XP_010461587.1, XP_019099423.1
OG0010610	AL1G54100	XP_010461570.1, XP_010479174.1
OG0010611	AL4G21430, AL1G54090	XP_010479172.1, XP_010514431.1, XP_010500296.1, XP_019096666.1
OG0010612	AL1G53470	XP_010479134.1, XP_010461531.1, XP_010500257.1
OG0010613	AL1G41160	XP_010460518.1, XP_010499246.1, XP_010478103.1
OG0010614	AL1G52870	XP_019099400.1, XP_010461485.1, XP_019094712.1
OG0010615	AL1G41230	XP_010460527.1, XP_010499253.1, XP_010478118.1
OG0010616	nbis-gene-165	XP_010478164.1, XP_010460579.1, XP_010499302.1
OG0010617	AL1G41800	XP_010460603.1, XP_010499334.1, XP_010478193.1
OG0010618	AL1G42010	XP_010499365.1, XP_010460629.1, XP_010478211.1
OG0010619	AL1G42080	XP_010478220.1, XP_010460643.2, XP_019099249.1
OG0010620	nbis-gene-168	XP_010478233.1, XP_019091795.1, XP_010499392.1
OG0010621	AL1G42750	XP_010460673.1, XP_010478260.1, XP_010499422.1
OG0010622	AL1G43460	XP_010478327.1, XP_010460735.1, XP_010499473.1
OG0010623	AL1G43510	XP_019091752.1, XP_010478331.1
OG0010624	AL1G43700	XP_010478361.1, XP_010460763.1, XP_010499502.1
OG0010625	AL1G43790	XP_010460772.2, XP_010499513.2, XP_010478369.2
OG0010626	AL1G43890	XP_010460779.1, XP_010478375.1, XP_010499520.1
OG0010627	AL1G44000	XP_010499525.1, XP_010460787.1, XP_010462986.1, XP_010478382.1
OG0010628	AL1G44030	XP_010478388.1, XP_010499528.1, XP_010460796.1
OG0010629	AL1G44040	XP_010499533.1, XP_010478391.1
OG0010630	AL1G44210	XP_019094636.1, XP_019091346.1, XP_019097315.1
OG0010631	AL1G44300	XP_010499568.1, XP_010478423.1, XP_010460828.1
OG0010632	AL1G44500	XP_010499579.1, XP_010460842.1, XP_010478460.1
OG0010633	AL1G44510	XP_010460845.1, XP_010499582.1, XP_010478461.1
OG0010634	AL7G47270	XP_010436145.1, XP_010441376.1, XP_010446893.1
OG0010635	AL8G38340	XP_019095834.1, XP_019095835.1
OG0010636	AL1G45140	XP_010478526.1, XP_010499639.1, XP_010460902.1
OG0010637	AL1G45370	XP_010499649.1, XP_010478539.1, XP_010460927.1
OG0010640	AL1G49290	XP_010499669.1, XP_010478562.1
OG0010641	AL1G49460	XP_010478904.1, XP_010499709.1, XP_010460980.1
OG0010642	AL1G45820	XP_010478589.1, XP_010499715.1, XP_010460993.1
OG0010643	AL1G45840	XP_010499718.1, XP_010478591.1
OG0010644	AL1G45950	XP_010461008.1, XP_010499729.1, XP_010478606.1
OG0010645	AL1G45970	XP_010478609.1, XP_010461011.1, XP_010499737.1
OG0010646	AL1G46040	XP_010499744.1, XP_010478617.1, XP_010461020.1
OG0010647	AL1G46200	XP_019099338.1, XP_019091721.1, XP_019095054.1
OG0010648	AL1G46300	XP_010478641.1, XP_010499764.1, XP_010461035.1
OG0010649	AL1G46550	XP_010478659.1, XP_010461055.1, XP_010499780.1
OG0010650	AL1G46710	XP_019099344.1, XP_019094219.1, XP_019090840.1
OG0010651	AL1G46850	XP_010463091.1, XP_010501745.1, XP_010478688.2
OG0010652	AL1G46890	XP_010480839.1, XP_010461107.1, XP_010499831.1
OG0010653	AL1G46920	XP_010478692.1, XP_010461105.1, XP_010499829.1
OG0010654	AL5G11850	XP_019102138.1, XP_010502270.1, XP_010425036.1
OG0010655	AL5G12010	XP_010425051.1, XP_010502291.1, XP_019102146.1
OG0010656	AL5G12030	XP_010479012.2, XP_019102147.1, XP_010425054.1, XP_010502292.1
OG0010657	AL4G41330	XP_010517816.1, XP_010506112.1, XP_010508533.1
OG0010658	AL5G12660	XP_010425091.1, XP_010502317.1
OG0010659	AL5G12800	XP_010425097.1, XP_010502322.1, XP_010514080.1
OG0010660	AL5G13260	XP_019100039.1, XP_010425142.1, XP_010518594.1
OG0010661	AL8G44730	XP_010484595.1, XP_010464975.1, XP_010444744.1
OG0010662	AL8G44620	XP_010444726.1, XP_010484584.1, XP_010464835.1, XP_010497907.1
OG0010663	AL8G44550	XP_010464797.1, XP_010484579.1, XP_010444721.1
OG0010664	AL8G44440	XP_010444708.1, XP_010464715.1, XP_010484567.1
OG0010665	nbis-gene-535, AL8G44390	XP_019088080.1, XP_019095749.1, XP_019087857.1
OG0010666	AL8G44220	XP_010464499.1, XP_010444692.1, XP_010484547.1
OG0010667	AL8G44150	XP_010464369.1, XP_010484534.1, XP_010444682.1
