Orthogroup	Arabidopsis_lyrata_Rawat	Noccaea_praecox
OG0006619	AL3G40280	Np007G3874000
OG0006620	AL3G39850	Np007G3869400
OG0006621	AL2G25770	Np002G0925700
OG0006622	AL2G26560	Np002G0908100
OG0006623	AL2G26600	Np002G0907600
OG0006624	AL2G27000	Np002G0897900, Np002G0897800
OG0006625	AL2G27150	Np002G0895900
OG0006626	AL8G21800	Np001G0172200
OG0006627	AL3G51340	Np007G3749100
OG0006628	AL3G51670	Np007G3745900
OG0006629	AL3G51680	Np007G3745800
OG0006630	AL3G52850	Np007G3738700
OG0006631	AL3G49030	Np007G3736400
OG0006632	AL5G10920	Np001G0266000
OG0006633	AL3G48800	Np007G3733900
OG0006634	AL3G11190	Np007G4241500
OG0006635	AL3G48660	Np007G3731700
OG0006636	AL3G48650	Np007G3731500
OG0006637	AL3G48450	Np007G3728700, Np001G0364800
OG0006638	AL4G38520	Np006G3312300
OG0006639	AL4G38300	Np006G3315800
OG0006640	AL4G45260	Np006G3233400
OG0006641	AL4G37980	Np006G3319800
OG0006642	AL4G37930, AL108U10010	Np006G3320500
OG0006643	AL4G37820	Np006G3321800
OG0006644	AL4G37690	Np006G3324700
OG0006645	AL4G37380	Np006G3330300
OG0006646	AL4G37230	Np006G3331800
OG0006647	AL4G37040	Np006G3335300, Np006G3334800
OG0006648	AL1G17800	Np004G2518900
OG0006649	AL4G35950	Np006G3350900
OG0006650	AL4G35840	Np006G3352100
OG0006651	AL4G35750	Np006G3353700
OG0006652	AL4G35520, AL96U10060, AL4G35560	Np006G3355900
OG0006653	AL4G35500	Np006G3356400
OG0006654	AL4G35320	Np006G3357800
OG0006655	AL4G35240, AL811U10010	Np006G3358100
OG0006656	AL5G18230	Np001G0197500
OG0006657	AL4G35120	Np006G3359600
OG0006658	AL4G34990	Np006G3361800
OG0006659	AL4G34920	Np006G3364000
OG0006660	AL4G34030	Np006G3370800
OG0006661	AL4G33870	Np006G3372000
OG0006662	AL4G34370, AL4G33760	Np006G3374400
OG0006663	AL4G33110	Np006G3382200
OG0006664	nbis-gene-1648	Np003G1829200
OG0006665	AL6G48110	Np003G1836000
OG0006666	AL6G46550, AL6G46540	Np003G1815000
OG0006667	AL6G46530	Np003G1814900
OG0006668	AL6G30630	Np003G1470900
OG0006669	AL4G10400, AL4G10390	Np006G3709000
OG0006670	AL4G10510	Np006G3707000
OG0006671	AL4G10750	Np006G3699600
OG0006672	AL4G11170	Np006G3703200
OG0006673	AL4G11320	Np006G3694700
OG0006674	AL4G11660	Np006G3692600
OG0006675	AL4G13530	Np006G3670500
OG0006676	AL4G18380	Np006G3629700
OG0006677	AL4G15860	Np006G3648400
OG0006679	AL7G28580, AL1G53360	Np005G2819800
OG0006680	AL1G48890	Np004G2087300
OG0006681	AL1G48450	Np004G2083700
OG0006682	AL1G48410	Np004G2083100
OG0006683	AL6G43270	Np003G1773200
OG0006684	AL6G43650	Np003G1777200
OG0006685	AL1G56820	Np004G1981800
OG0006686	AL6G45460	Np003G1803000
OG0006687	AL6G45470	Np003G1803100
OG0006688	AL6G38380	Np001G0140000
OG0006689	AL6G39110	Np001G0146800
OG0006690	AL7G28780	Np005G2822800
OG0006691	AL6G39410	Np001G0148800
OG0006692	AL6G39460	Np001G0149300
OG0006693	AL6G39640	Np001G0151200
OG0006694	AL6G39860	Np001G0153000
OG0006695	AL3G48240	Np007G3726000
OG0006696	AL3G47810	Np007G3722600
OG0006697	AL3G53370	Np007G3721200
OG0006698	AL3G53400	Np007G3721000
OG0006699	AL7G49300	Np006G3269200
OG0006700	AL4G46110, AL4G46130	Np006G3225400
OG0006701	AL4G46030	Np006G3226300
OG0006702	AL4G46020	Np006G3226400
OG0006703	AL4G45700	Np006G3229600
OG0006704	AL4G45600	Np006G3230600
OG0006705	AL4G45480	Np006G3231300
OG0006706	AL4G45210	Np006G3234100
OG0006707	AL4G45010	Np006G3236500
OG0006708	AL4G44860	Np006G3239200
OG0006709	AL4G44840	Np006G3239700
OG0006710	AL4G44600	Np006G3243700, Np006G3243800
OG0006711	AL4G44340	Np006G3246600
OG0006712	AL4G44150	Np006G3248500
OG0006713	AL4G44060	Np006G3249600
OG0006714	AL4G44050	Np006G3249900
OG0006715	AL4G43820	Np006G3253000
OG0006716	AL4G43320	Np006G3257900
OG0006717	nbis-gene-1156	Np006G3262300
OG0006718	AL4G42540	Np006G3265700
OG0006719	AL4G42500	Np006G3266100
OG0006720	AL4G42440	Np006G3266600
OG0006721	AL4G42430	Np006G3266700
OG0006722	AL4G42020	Np006G3271000
OG0006723	AL4G41790	Np006G3274800
OG0006724	AL4G41450	Np006G3279100
OG0006725	AL4G41030	Np006G3283800
OG0006726	AL409U10010, AL4G40810	Np006G3286700
OG0006727	AL4G40640	Np004G2271100, Np006G3288000, Np003G1734200
OG0006728	AL4G39600	Np006G3300700
OG0006729	AL4G39510	Np006G3301600
OG0006730	AL4G39290	Np006G3304400
OG0006731	AL4G39270	Np006G3304900
OG0006732	AL8G11150	Np001G0332900
OG0006733	AL7G18190	Np005G2634800
OG0006734	AL3G11150	Np003G1594900
OG0006735	AL8G29790	Np003G1629800
OG0006736	AL3G11650	Np007G4235400
OG0006737	AL3G12040	Np002G1235200, Np007G4231600, Np003G1338500
OG0006738	AL3G12270	Np007G4229500
OG0006739	AL3G12290	Np007G4229300
OG0006740	AL3G12700	Np007G4226000
OG0006741	AL3G13060	Np007G4222100
OG0006742	AL3G13370	Np007G4219000
OG0006743	AL3G13580	Np007G4215900
OG0006744	AL3G13670	Np007G4215300
OG0006745	AL3G14380	Np007G4205900
OG0006746	AL3G15760	Np007G4190200
OG0006747	AL3G15780	Np003G1890000, Np007G4190000
OG0006748	AL3G16100	Np007G4187600
OG0006749	AL3G16160	Np007G4186300
OG0006750	AL1G40410	Np004G2097500
OG0006751	AL3G16790	Np007G4177500
OG0006752	AL3G16800	Np007G4177400
OG0006753	AL3G17910	Np007G4164300
OG0006754	AL3G18000	Np007G4163300
OG0006755	AL759U10010, AL3G18550	Np007G4158000
OG0006756	AL3G18620	Np007G4156500, Np007G4039700
OG0006757	AL3G18630	Np007G4156400
OG0006758	AL3G18670	Np007G4155200
OG0006759	AL3G18720	Np007G4154800
OG0006760	AL3G18830	Np007G4153700
OG0006761	AL3G18940	Np007G4152600
OG0006762	AL3G19110	Np003G1740400, Np007G4150600
OG0006763	AL3G19160	Np007G4149900
OG0006764	AL3G19170	Np007G4149800
OG0006765	AL3G19830	Np007G4141600
OG0006766	AL3G20000	Np007G4139300, Np005G3173100
OG0006767	AL3G20230	Np007G4136900
OG0006768	AL3G20110	Np007G4138000, Np007G4123900
OG0006769	AL70U10010, AL3G20420	Np007G4135400
OG0006770	AL3G21370	Np007G4125600
OG0006771	AL3G22980	Np007G4103600
OG0006772	AL3G22450	Np007G4111000
OG0006773	AL3G22570	Np007G4109400
OG0006775	AL3G22940	Np007G4104400
OG0006776	AL3G23160	Np007G4101700
OG0006777	AL3G23170	Np007G4101600
OG0006778	AL3G23200, AL222U10010	Np004G2352000, Np007G4101100
OG0006779	AL3G23280	Np007G4100100
OG0006780	AL3G23290	Np007G4100000
OG0006781	AL3G23840	Np007G4092700
OG0006782	AL3G24130	Np007G4089400
OG0006783	AL3G24340	Np007G4087200
OG0006784	AL3G24410	Np002G1093100
OG0006785	AL3G24580	Np007G4084200
OG0006787	AL4G26460	Np005G2659300
OG0006788	AL3G25630	Np007G4070600
OG0006789	AL180U10020, AL3G25780	Np007G4068100
OG0006790	AL3G26110	Np007G4064000
OG0006791	AL6G43580, AL6G43570	Np002G0856700, Np002G0856800, Np006G3255800
OG0006792	AL3G26410	Np007G4059800
OG0006793	AL3G26440	Np007G4059500
OG0006794	AL3G26820	Np007G4055400
OG0006795	AL3G26930	Np007G4053100
OG0006796	AL3G27080	Np007G4051000
OG0006797	AL3G27240	Np007G4049200
OG0006798	AL3G27580	Np007G4045400
OG0006799	AL3G27870	Np007G4039800
OG0006800	AL3G28090	Np007G4035500
OG0006801	AL3G28510	Np007G3900800
OG0006802	AL3G28530	Np007G3901000, Np001G0399100
OG0006803	AL3G28890	Np007G3904600
OG0006804	AL3G28950	Np007G3905300
OG0006805	AL1G13810	Np004G2560800
OG0006806	AL3G30080	Np007G3919700
OG0006807	AL3G30230	Np007G3922000
OG0006808	AL3G30500	Np007G3925800
OG0006809	AL3G30590	Np007G3927300
OG0006811	AL3G30680	Np007G3928000
OG0006812	AL3G30690	Np007G3928100
OG0006814	AL3G31030	Np007G3932300
OG0006815	AL3G31340	Np007G3938900
OG0006816	AL3G31420	Np007G3940100
OG0006817	AL3G31690	Np007G3943200
OG0006818	AL3G31770	Np007G3943900
OG0006819	AL3G32120	Np007G3949500
OG0006820	AL3G32250	Np007G3951900
OG0006821	AL1G31380	Np004G2368300
OG0006822	AL3G33640	Np007G3979400
OG0006823	AL3G33680	Np007G3981100
OG0006824	AL3G34060	Np007G3993600
OG0006825	AL3G34380	Np012G4369200, Np011G4362400
OG0006826	AL3G34430	Np001G0281400
OG0006827	AL3G34440	Np011G4364300, Np012G4369400
OG0006828	AL3G34740	Np007G3805300
OG0006829	AL3G34870	Np007G3806600
OG0006830	AL3G35040	Np007G3808500
OG0006831	AL3G35200	Np007G3811100
OG0006832	AL1G20430	Np004G2492100
OG0006833	AL7G52100	Np005G3135000
OG0006834	AL7G46220	Np005G3119100
OG0006835	AL8G19860	Np001G0182300
OG0006836	AL8G19790	Np001G0182900
OG0006837	AL3G38650	Np007G3854200
OG0006838	AL3G37120, AL166U10020	Np007G3836200
OG0006840	AL3G35660	Np007G3816900
OG0006841	AL7G22280	Np005G2744700
OG0006844	AL2G19530	Np007G4031900
OG0006845	AL6G29980	Np003G1465500
OG0006846	AL6G29950	Np003G1465000
OG0006847	AL6G29710	Np003G1460500
OG0006848	AL6G29500	Np003G1458200
OG0006849	AL8G23010	Np001G0164600
OG0006850	AL6G40840	Np001G0158500
OG0006851	AL8G21190	Np001G0177700
OG0006852	AL5G33210	Np001G0546400
OG0006853	AL5G32860	Np001G0542900
OG0006854	AL5G32760	Np001G0541400
OG0006855	AL5G32670	Np001G0540100
OG0006856	AL5G32640	Np001G0539800
OG0006857	AL3G35760	Np001G0539600
OG0006858	AL5G31910	Np001G0532700
OG0006859	AL5G31850	Np001G0531700
OG0006860	AL5G31710	Np001G0530300
OG0006861	AL5G31690	Np001G0530100
OG0006862	AL1G10690	Np004G2592800
OG0006863	AL1G10700	Np004G2592700
OG0006864	AL1G10920	Np004G2589300
OG0006865	AL1G11340	Np004G2585600
OG0006866	AL1G11600	Np004G2583300
OG0006867	AL1G11770	Np004G2580500
OG0006868	AL1G12340	Np004G2575100
OG0006869	AL1G12410	Np004G2574500
OG0006870	AL1G12500	Np004G2573700
OG0006871	AL1G13430	Np004G2565300
OG0006872	AL1G13880	Np004G2560100
OG0006873	AL3G47460	Np007G3780700
OG0006874	AL1G14270	Np004G2556900
OG0006875	AL1G14370	Np004G2555700
OG0006876	AL1G14480	Np004G2554400
OG0006877	AL5G23480	Np001G0447200, Np001G0483300
OG0006878	AL1G14670	Np004G2552500
OG0006879	AL1G14860	Np004G2550200
OG0006880	AL1G15040	Np004G2547800
OG0006881	AL1G15530	Np004G2542900
OG0006882	AL1G16030	Np004G2536800
OG0006883	AL1G16060	Np004G2536600
OG0006885	AL1G16590	Np004G2531300
OG0006886	AL1G16840	Np004G2528700
OG0006887	AL1G16990	Np004G2527200
OG0006888	AL1G17020	Np004G2526900
OG0006889	AL7G28840	Np005G2823500
OG0006890	AL1G18440	Np004G2513300
OG0006892	AL1G18690	Np004G2510700
OG0006893	AL1G18780	Np004G2509800
OG0006894	AL1G18910	Np002G0909100
OG0006895	AL1G19230	Np004G2504500
OG0006896	AL1G19340	Np004G2503400
OG0006897	AL1G19410	Np004G2502500
OG0006898	AL1G19600	Np004G2379400, Np004G2500800
OG0006899	AL1G19800	Np004G2498400
OG0006900	AL1G20290	Np004G2493400
OG0006901	AL1G20590	Np004G2489600, Np001G0011100
OG0006902	AL1G20830	Np004G2487500
OG0006903	AL2G17350	Np004G2483600, Np002G1144200
OG0006904	AL1G21310	Np004G2482500
OG0006905	AL1G21700	Np004G2478500
OG0006906	AL1G22020	Np004G2475900
OG0006907	AL1G22190	Np004G2474200
OG0006908	AL1G22220	Np004G2474000
OG0006909	AL1G22240	Np004G2473800
OG0006910	AL1G22290	Np004G2473300
OG0006912	AL1G22730	Np001G0288600, Np004G2467000
OG0006913	AL1G22790	Np004G2466100
OG0006914	AL1G22930	Np004G2463900
OG0006915	AL1G22950	Np004G2463700, Np004G2463600
OG0006916	AL1G23380	Np004G2457800
OG0006917	AL1G23550	Np004G2456600
OG0006918	AL1G23740	Np004G2454700
OG0006919	AL6G53260	Np003G1896300
OG0006920	AL1G24090, AL1G23980	Np004G2450900
OG0006921	AL1G24590	Np004G2445400
OG0006922	AL1G24680	Np004G2444800
OG0006923	AL1G25500	Np004G2431600
OG0006924	AL1G25710	Np004G2430000
OG0006925	AL1G25730	Np004G2429700
OG0006926	AL1G25800	Np004G2428800
OG0006927	AL1G26260	Np004G2423400
OG0006928	AL1G26540	Np004G2420900
OG0006929	AL7G45360, AL1G26820	Np004G2416700
OG0006930	AL1G26830	Np004G2416600
OG0006931	AL1G27160	Np004G2413200
OG0006932	AL1G27310	Np004G2411500
OG0006933	AL1G27460	Np004G2410000
OG0006934	AL1G27540	Np004G2408900
OG0006935	AL1G27930	Np004G2405400
OG0006936	AL1G27970	Np004G2404800
OG0006937	AL1G32490	Np002G0715000
OG0006938	AL1G28310	Np004G2400800
OG0006939	AL5G17580	Np001G0201500
OG0006940	AL1G29020	Np004G2393600
OG0006942	AL1G29410	Np004G2389800, Np004G2470700
OG0006943	AL1G29600	Np004G2388500, Np004G2388200
OG0006944	AL1G29950	Np004G2384000, Np006G3336000
OG0006945	AL1G30040	Np004G2383200
OG0006946	AL1G30160	Np004G2382000, Np002G0904000, Np002G0904900
OG0006947	AL1G30180	Np004G2381800
OG0006948	AL1G30200	Np004G2381300
OG0006949	AL1G30310	Np004G2257800, Np004G2379900
OG0006950	AL1G30720	Np004G2375500
OG0006951	AL1G30910	Np004G2373200
OG0006952	AL1G31050	Np004G2371700
OG0006953	AL1G31450	Np004G2367900
OG0006954	AL1G31800	Np004G2364700
OG0006955	AL1G32260	Np004G2360500
OG0006956	AL5G16560	Np004G2359600
OG0006957	AL1G32960	Np004G2353600
OG0006958	AL1G33580	Np004G2348900
OG0006959	AL1G33830	Np004G2346300
OG0006960	AL1G33920	Np004G2345500
OG0006961	AL1G34090	Np004G2343300
OG0006962	AL1G34510	Np004G2340400
OG0006964	AL1G35020	Np004G2333500
OG0006965	AL1G35080	Np004G2333000
OG0006966	AL1G35110	Np004G2316100, Np004G2332700
OG0006967	AL1G35500	Np004G2327600
OG0006968	AL8G14060	Np001G0382200, Np003G1879000
OG0006969	AL7G41600	Np007G3901600
OG0006970	AL2G31350	Np002G0834500
OG0006971	AL2G30900	Np002G0838300
OG0006972	AL2G30570	Np002G0842000
OG0006973	AL2G29210	Np002G0860600
OG0006974	AL7G29170	Np005G2828000
OG0006975	AL7G29140	Np007G3947800, Np005G2827700
OG0006976	AL3G50190	Np005G2644200
OG0006977	AL2G12430	Np002G1215000
OG0006978	AL240U10020, AL2G12550	Np002G1213700
OG0006979	AL2G13420	Np002G1200100
OG0006980	AL2G13600	Np002G1197900
OG0006981	AL2G14380	Np002G1187000
OG0006982	AL2G14620	Np002G1183700
OG0006983	AL1G40710	Np004G2101200
OG0006984	AL2G15350	Np002G1173600
OG0006985	AL2G15450	Np002G1172700
OG0006986	AL2G18260	Np002G1132500
OG0006987	AL2G10890	Np002G1238300
OG0006990	AL7G47050	Np002G0754900
OG0006991	AL8G11760	Np001G0346000
OG0006992	AL8G11710	Np001G0345200
OG0006993	AL8G11610	Np001G0343800
OG0006994	AL8G10410	Np001G0318500
OG0006995	AL8G10310	Np001G0321200
OG0006996	AL3G25830	Np001G0328400
OG0006997	AL8G14890	Np001G0392800
OG0006998	AL6G49000	Np003G1849000
OG0006999	AL7G22880	Np005G2750200, Np005G2749700
OG0007000	AL7G22640	Np005G2749000
OG0007001	AL1G54540, AL1G54590	Np004G2000700
OG0007002	AL1G54720	Np004G1998700
OG0007003	AL2G34900	Np002G0785700, Np004G2516600
OG0007004	AL2G34860	Np002G0786100
OG0007005	AL2G34790	Np002G0786800
OG0007006	AL7G10330	Np005G2602900
OG0007007	AL7G10780	Np005G2608300
OG0007008	AL7G11080	Np005G2611800
OG0007009	AL7G11420	Np005G2615900
OG0007010	AL7G11440	Np005G2616000
OG0007011	AL7G12430, AL7G12410	Np005G2624500
OG0007012	AL7G12880	Np005G2697600
OG0007013	AL7G13150	Np005G2695700
OG0007014	AL7G13420	Np005G2693200
OG0007015	AL7G13690	Np005G2689500
OG0007016	AL2G36200, nbis-gene-1716, AL7G14010	Np005G2686500
OG0007017	AL7G14280	Np005G2684300
OG0007018	AL7G14290	Np005G2684200
OG0007019	AL7G14830	Np005G2678900
OG0007020	AL7G15060	Np001G0427100, Np001G0427000, Np005G2675700
OG0007021	AL7G15350	Np005G2672300
OG0007022	AL7G15400	Np005G2671800, Np005G2671400
OG0007023	AL7G15630	Np005G2666500
OG0007024	AL2G14790	Np002G1181000
OG0007025	AL7G16110	Np005G2658700
OG0007027	AL7G16230	Np005G2656700
OG0007028	AL7G16350, AL446U10020	Np005G2654900
OG0007029	AL7G16430	Np005G2654100
OG0007030	AL7G16520	Np005G2653000
OG0007031	AL7G19640	Np005G2706000
OG0007032	AL7G19620	Np005G2705900
OG0007033	AL7G19540	Np005G2705100
OG0007034	AL7G19210	Np005G2701200
OG0007035	AL7G19190	Np005G2700600
OG0007036	AL7G19020	Np005G2699000
OG0007037	AL7G18930	Np005G2628700
OG0007038	AL4G29540	Np006G3433700
OG0007039	AL4G18010	Np006G3631300
OG0007040	AL7G18480	Np005G2632200
OG0007041	AL7G18300	Np005G2633900
OG0007042	AL7G17970	Np005G2637200
OG0007043	AL3G44920	Np007G3801100
OG0007044	AL7G17810	Np005G2638800
OG0007045	AL7G17720	Np005G2639700
OG0007046	AL7G17510	Np005G2641300
OG0007047	AL7G17480	Np005G2641500
OG0007048	AL7G17440	Np005G2641800
OG0007049	AL7G17300	Np005G2643100, Np005G2643200
OG0007050	AL7G17270	Np005G2643500
OG0007051	AL7G19870	Np005G2710100
OG0007052	AL7G19900	Np005G2710500
OG0007053	AL7G20750	Np005G2721200
OG0007054	AL7G20760	Np005G2721400
OG0007055	AL7G20910	Np005G2722900
OG0007056	AL7G20950	Np005G2723400
OG0007057	AL7G21120	Np005G2725200
OG0007058	AL7G21160	Np005G2726300
OG0007059	AL7G21320	Np005G2728000
OG0007060	AL3G38810	Np007G3855600
OG0007061	AL3G39530	Np007G3862900
OG0007062	AL2G32230	Np002G0822500
OG0007063	AL2G32040	Np002G0825700
OG0007064	AL2G31870	Np002G0827800
OG0007065	AL1G37210	Np004G2302300
OG0007066	AL1G37300	Np004G2301300
OG0007067	AL1G38250	Np004G2285100
OG0007068	AL4G17990	Np003G1870700
OG0007069	AL6G51340	Np003G1873200
OG0007070	AL6G51880	Np003G1879200
OG0007071	AL6G52620	Np003G1881900
OG0007072	AL6G52430	Np003G1883300
OG0007073	nbis-gene-1672	Np003G1885700
OG0007074	AL6G52100	Np003G1888600
OG0007075	AL6G52770	Np003G1891200
OG0007076	AL6G53280	Np006G3542200, Np006G3488000, Np003G1896500
OG0007077	AL6G53490	Np003G1898900
OG0007078	AL4G13130, AL4G40360	Np006G3714100
OG0007079	AL1G40480	Np004G2098400
OG0007080	AL7G29080	Np005G2827000
OG0007081	AL7G24460	Np005G2768100
OG0007082	AL1G14210, AL1G11910	Np004G2578500
OG0007083	AL1G25600	Np004G2430800
OG0007084	AL1G29130	Np004G2392600
OG0007085	AL1G29660	Np004G2386800
OG0007086	AL1G37240	Np004G2301900
OG0007087	AL1G39140	Np004G2259700
OG0007088	AL1G40340	Np004G2096700
OG0007089	AL1G40500	Np004G2098600
OG0007090	AL1G40680	Np004G2101500
OG0007091	AL5G24460, AL8G28930, AL3G41000, AL5G38990, AL5G38970, AL2G29150	Np002G0949200, Np004G2256700
OG0007094	AL3G38870, AL3G35580, AL662U10010	Np007G3804900, Np007G3804700, Np005G2701600
OG0007096	AL5G10190	Np001G0281200, Np001G0280200, Np001G0281000
OG0007097	AL5G14360	Np001G0234500
OG0007098	AL5G18890	Np001G0192200
OG0007099	AL5G19910	Np001G0185600
OG0007101	AL5G25860, AL5G25850	Np001G0466300
OG0007102	AL5G32660	Np001G0540000
OG0007103	AL5G34060	Np001G0559600
OG0007105	AL6G29820	Np003G1463800
OG0007107	AL6G43200, AL6G43190	Np003G1772600
OG0007108	AL6G46490	Np003G1813200
OG0007110	AL7G26940	Np005G2798200
OG0007111	AL7G30410, AL6G44050	Np005G2843300, Np005G2843200
OG0007112	AL7G35210	Np005G2905900
OG0007113	AL7G52730	Np005G3129400, Np005G3129200
OG0007113	AL7G52780	Np005G3129000
OG0007115	AL8G20980, AL8G20990	Np001G0179100
OG0007116	AL8G22840	Np001G0166200
OG0007128	AL5G46080	Np001G0697000
OG0007129	AL7G30430	Np005G2843900, Np005G2843400
OG0007130	AL8G29730	Np003G1627500
OG0007131	AL8G40390	Np001G0488100
OG0007132	AL5G27870	Np001G0485400
OG0007133	AL5G27810	Np001G0484700
OG0007134	AL5G27600	Np001G0482400
OG0007135	AL5G27250	Np001G0478500
OG0007136	AL5G27210	Np001G0478200
OG0007137	AL5G10050	Np001G0298200
OG0007138	AL5G10230	Np001G0279400
OG0007139	AL7G22820	Np005G2749900, Np005G2749500
OG0007140	AL5G10810	Np001G0266900
OG0007141	AL5G11440	Np001G0259200
OG0007142	AL4G34810	Np006G3365300
OG0007143	AL8G11590	Np001G0343700
OG0007144	AL2G38450	Np002G0737700
OG0007145	AL6G28800	Np003G1450800
OG0007146	AL6G28740	Np003G1450100
OG0007147	AL6G28520	Np003G1447800
OG0007148	AL6G28500	Np003G1447600
OG0007149	AL6G28310	Np003G1444600
OG0007150	AL6G28260	Np003G1443900
OG0007151	AL6G27930	Np003G1441300
OG0007152	AL6G27790	Np003G1439400
OG0007153	AL6G27560	Np003G1437100
OG0007154	AL7G52670, AL7G52680	Np003G1437000
OG0007155	AL6G27480	Np003G1436300
OG0007156	AL6G27400	Np003G1435500
OG0007157	AL6G27210	Np003G1433900
OG0007158	AL6G27000	Np003G1431500
OG0007159	AL4G32610	Np006G3391400
OG0007160	AL6G26670	Np003G1427500
OG0007161	AL6G26590	Np003G1426800
OG0007162	AL6G26400	Np003G1424700
OG0007163	AL6G26390	Np003G1424600
OG0007164	AL6G26080	Np003G1421300
OG0007165	AL6G25840	Np003G1419100
OG0007166	AL6G25740	Np003G1418500
OG0007167	AL6G25730	Np003G1418400
OG0007168	AL6G25690	Np003G1418000
OG0007169	nbis-gene-1517	Np003G1417300
OG0007170	AL6G25530	Np003G1416800
OG0007171	AL5G40720	Np001G0641000, Np001G0641100
OG0007172	AL6G44650	Np003G1786900
OG0007174	AL6G24910	Np003G1411200
OG0007175	AL6G24880	Np003G1411000
OG0007176	AL6G24770	Np003G1410000
OG0007177	AL6G24710	Np003G1409300
OG0007178	AL6G24680	Np003G1409000
OG0007179	AL6G24660	Np003G1408800
OG0007180	AL6G24640	Np003G1408600
OG0007181	AL6G24620	Np003G1408400
OG0007182	AL6G24610	Np003G1408300
OG0007183	AL6G24380	Np003G1406200
OG0007184	AL6G24330	Np003G1405600
OG0007185	AL6G24320	Np003G1405500
OG0007186	AL6G24260	Np003G1404900
OG0007187	AL6G24250	Np003G1404800
OG0007188	AL8G22450, AL8G22420	Np001G0167700
OG0007189	AL6G24180	Np003G1403900
OG0007190	AL6G24130	Np003G1403300
OG0007191	AL6G24120	Np003G1403200
OG0007192	AL6G24010	Np003G1401200
OG0007193	AL6G23920	Np003G1400400
OG0007194	AL8G31380	Np003G1587500
OG0007195	AL6G23680	Np003G1397500
OG0007196	AL6G23620	Np003G1397100
OG0007197	AL6G23190	Np003G1392600
OG0007198	AL6G22900	Np003G1389800
OG0007199	AL6G22830	Np003G1388800
OG0007200	AL6G22690	Np003G1386400
OG0007201	AL5G19400, AL5G19420	Np001G0188200
OG0007202	AL6G22510	Np005G2643400, Np003G1384700
OG0007203	AL6G22150	Np003G1381100
OG0007204	AL6G22100	Np003G1380700
OG0007205	AL7G29040	Np005G2826400
OG0007206	AL6G21990	Np003G1379400
OG0007207	AL6G21190	Np003G1370200
OG0007208	AL6G21110	Np003G1369300
OG0007209	AL8G20840	Np001G0179800
OG0007210	AL6G21010	Np003G1368300
OG0007211	AL6G20810	Np003G1366100
OG0007212	AL6G20650	Np003G1364600
OG0007213	AL6G20620	Np003G1364300
OG0007214	AL6G20510	Np003G1363200
OG0007215	AL6G20260	Np003G1360800
OG0007216	AL6G19950	Np003G1357700
OG0007217	AL6G19660	Np003G1353800
OG0007218	AL6G19360	Np003G1351200
OG0007219	AL6G19250	Np003G1349800
OG0007220	AL6G18760	Np003G1345900
OG0007221	AL6G18560	Np003G1343500
OG0007222	AL6G18520	Np003G1343200
OG0007223	AL6G18240	Np003G1340500
OG0007224	AL6G50040	Np003G1859300
OG0007225	AL6G49870	Np003G1856700
OG0007226	AL6G49860	Np003G1856600
OG0007227	AL6G49720	Np003G1854700
OG0007228	AL7G28090	Np005G2812700
OG0007229	AL7G28320	Np005G2815500
OG0007230	AL7G28520	Np005G2818800
OG0007231	AL4G19850	Np006G3620200
OG0007232	AL4G20250	Np006G3616000
OG0007233	AL4G20880	Np006G3613100
OG0007234	AL4G21250	Np006G3610300
OG0007235	AL4G21350	Np006G3608200
OG0007236	AL4G21490	Np006G3606900
OG0007237	AL4G22570	Np006G3581300
OG0007238	AL4G12830, AL4G22350	Np006G3584900
OG0007239	AL4G21780	Np006G3590800
OG0007240	AL4G21610	Np006G3592800
OG0007241	AL4G21550	Np006G3593400
OG0007242	AL4G23110	Np006G3596000
OG0007243	AL4G23380	Np006G3599800
OG0007244	AL4G23440	Np006G3600200, Np006G3580900
OG0007245	AL146U10030	Np006G3601200
OG0007246	AL4G23600, AL146U10010	Np006G3601300
OG0007247	AL4G24420	Np006G3506300
OG0007248	AL4G24440	Np006G3506500
OG0007249	AL4G24810	Np006G3517700
OG0007250	AL500U10010, AL4G24860	Np006G3515300
OG0007251	AL6G33600	Np003G1506600
OG0007252	AL4G25230	Np006G3477600, Np006G3530500
OG0007253	AL4G25390	Np006G3473400, Np006G3534000
OG0007254	AL4G26030	Np006G3542600, Np006G3487600
OG0007255	AL4G26040	Np006G3542700, Np006G3487400
OG0007256	AL4G26310	Np006G3546600, Np006G3482800
OG0007257	AL4G26630	Np006G3551200
OG0007258	AL4G26720	Np006G3552100
OG0007259	AL4G27400	Np006G3560200
OG0007260	AL4G27850	Np006G3568500
OG0007261	AL125U10020, AL4G27740	Np006G3566500
OG0007262	AL4G27670	Np006G3565300
OG0007263	AL4G28140	Np006G3572000
OG0007264	AL4G28360	Np006G3574500
OG0007265	AL4G28410	Np006G3575200
OG0007266	AL4G28460	Np006G3575500
OG0007267	AL4G28490	Np006G3576200
OG0007268	AL4G28650	Np006G3576900
OG0007269	AL4G29010	Np006G3460500, Np009G4310800
OG0007270	AL4G29040	Np009G4317200, Np006G3456400
OG0007271	AL8G16220	Np001G0406200
OG0007272	AL8G15830	Np001G0401600
OG0007273	AL7G27950	Np005G2811100, Np003G1879800
OG0007274	AL7G27810	Np005G2809100
OG0007275	AL7G27450	Np005G2803800
OG0007276	AL7G27320	Np005G2802800
OG0007277	AL1G53430	Np001G0378100, Np007G3940000, Np001G0130500, Np004G2009200
