Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_arenosa
OG0005644	AL4G30360	jg18541
OG0005645	AL1G28210	jg30095
OG0005646	AL5G26920	jg14567, jg19893
OG0005647	AL4G31260	jg18643
OG0005648	AL4G31310	jg18649
OG0005649	AL7G34650	jg10636
OG0005650	AL7G34660	jg10638
OG0005651	AL7G34780	jg10647
OG0005652	AL7G35300	jg10701
OG0005653	AL7G35650	jg10727
OG0005655	AL7G37030	jg10859
OG0005656	AL7G37390	jg10887
OG0005657	AL8G12070	jg20433
OG0005658	AL5G31550	jg14998
OG0005659	AL5G31430	jg14984
OG0005660	AL7G29710	jg10130
OG0005661	AL7G30020	jg10158
OG0005662	AL8G26120	jg21863
OG0005662	AL8G29990	jg22266, jg22275
OG0005663	AL1G15420, AL8G25590	jg21794
OG0005664	AL8G25380	jg21772
OG0005665	AL1G54260	jg32831, jg32830
OG0005666	AL3G47180	jg27570
OG0005667	AL3G49700	jg27792
OG0005668	AL7G29540	jg10109
OG0005669	AL7G31610	jg10332
OG0005670	AL7G31730	jg10343
OG0005671	AL7G33370	jg10498
OG0005672	AL7G33180	jg10476
OG0005673	AL7G33020	jg10459
OG0005675	AL7G34240	jg10596
OG0005676	AL7G34290	jg10602
OG0005677	AL7G26780	jg9838
OG0005678	AL7G38540	jg11001
OG0005679	AL1G40560, AL7G32330	jg31241
OG0005680	AL7G38150	jg10960
OG0005681	AL7G37610	jg10909
OG0005682	AL5G14770	jg13290
OG0005683	AL8G45210	jg23762
OG0005684	AL5G46380	jg16448
OG0005685	AL5G46060	jg16409, jg16393
OG0005686	AL5G45670	jg16356
OG0005687	AL5G45350	jg16326
OG0005688	AL5G44810	jg16284
OG0005690	AL5G44280	jg16237
OG0005691	AL5G43980	jg16215
OG0005692	AL5G43760	jg16202
OG0005693	AL5G43580	jg16182
OG0005694	AL5G43260	jg16153
OG0005695	AL5G43140	jg16139
OG0005696	AL5G42980	jg16126
OG0005697	AL5G42290	jg16065
OG0005698	AL5G41640	jg16009
OG0005699	AL4G42010	jg19663
OG0005700	AL5G41100	jg15961
OG0005701	AL5G41000	jg15952
OG0005704	AL5G39090	jg15762
OG0005705	AL5G39020	jg15756
OG0005706	AL5G38520	jg15679
OG0005707	AL5G38380	jg15689
OG0005708	AL5G37960	jg15627
OG0005709	AL5G37690	jg15607
OG0005710	AL5G37570	jg15595
OG0005711	AL5G37540	jg15592
OG0005712	AL2G23640	jg15616
OG0005712	AL5G37420	jg15579
OG0005713	AL5G35880	jg15414
OG0005714	AL5G35810	jg15408
OG0005715	AL1G33120	jg30554
OG0005716	AL5G35000	jg15336
OG0005717	AL5G34690	jg15307
OG0005718	AL281U10020, AL8G28620	jg22129
OG0005719	AL8G27870	jg22044
OG0005720	AL8G27860	jg22043
OG0005721	AL3G42190	jg26971
OG0005722	AL7G44160	jg11926
OG0005723	AL2G24930	jg2166
OG0005724	AL2G25500	jg2231
OG0005725	AL2G25830	jg2255
OG0005726	AL2G25890	jg2261
OG0005727	AL2G26240	jg2294
OG0005728	AL2G26340	jg2307
OG0005728	AL2G26380	jg2309
OG0005729	AL2G27170	jg2395
OG0005730	AL2G27180	jg2396
OG0005731	AL2G27290	jg2407
OG0005732	AL3G51190	jg27949
OG0005733	AL3G51530	jg27985
OG0005734	AL3G11120	jg23992
OG0005735	AL3G48760	jg28134
OG0005736	AL2G19000	jg1713
OG0005737	AL4G38640, AL4G34430	jg19343
OG0005738	AL4G38480	jg19327
OG0005739	AL4G38260	jg19304
OG0005740	AL4G37680	jg19242, jg19240
OG0005741	AL4G37580, AL624U10010	jg19231
OG0005742	AL4G37220	jg19197
OG0005743	AL4G37070	jg19186
OG0005744	AL4G36680, AL5G26090	jg19119
OG0005745	AL4G36640	jg19122
OG0005746	AL5G26030, AL4G36600	jg19125
OG0005747	AL3G44220	jg27291
OG0005748	AL4G36410	jg19095
OG0005749	AL4G35620	jg19017
OG0005750	AL4G35550, nbis-gene-2220, AL4G35590	jg19014
OG0005751	AL4G35090	jg18977
OG0005752	AL4G34880	jg18957
OG0005753	AL4G34830	jg18953
OG0005754	AL4G34140, AL4G34200	jg18921
OG0005755	AL4G34120, AL4G34180	jg18919
OG0005756	AL4G33770, AL4G34330	jg18887
OG0005758	AL1G25590	jg29846
OG0005759	AL7G41290	jg11289
OG0005759	AL6G47620	jg7669
OG0005760	AL6G47810	jg7687
OG0005761	AL6G48270	jg7732
OG0005762	AL6G48340	jg7737
OG0005764	AL4G12040	jg16677
OG0005765	AL4G12880	jg16753
OG0005766	AL4G12900	jg16755
OG0005767	AL4G14180	jg16876
OG0005768	nbis-gene-237	jg32536
OG0005769	AL2G26150, AL1G52200	jg32605
OG0005770	nbis-gene-200	jg32418
OG0005771	AL1G47780	jg31990
OG0005772	AL6G42250	jg7153, jg7088
OG0005773	AL6G42240	jg7087, jg7154
OG0005774	nbis-gene-1623	jg7380
OG0005775	AL6G44860	jg7432
OG0005776	AL6G45180	jg7463
OG0005777	AL6G46080	jg7539
OG0005778	AL6G46180	jg7549
OG0005779	AL6G46330	jg7571
OG0005780	AL6G30560	jg5767
OG0005781	AL6G38350	jg6544
OG0005782	AL6G40150	jg6716
OG0005783	AL3G48060	jg28215
OG0005784	AL3G10860	jg23962
OG0005785	AL3G53640	jg28280
OG0005786	AL4G47280	jg20186
OG0005787	AL4G47020	jg20158
OG0005788	nbis-gene-629, nbis-gene-1172	jg20140
OG0005789	AL4G46410	jg20100
OG0005790	AL4G46280	jg20087
OG0005791	AL4G46260	jg20085
OG0005792	AL4G45960	jg15962, jg20061
OG0005793	AL1G26590	jg29943
OG0005794	AL4G45230	jg19999
OG0005795	AL4G46620	jg20118
OG0005795	AL4G45160	jg19993
OG0005795	AL7G39110	jg11060
OG0005796	AL4G44580	jg19933
OG0005797	AL4G44460, AL4G44480, AL4G44440	jg19927
OG0005798	AL4G44310	jg19907
OG0005799	AL4G43720	jg19825
OG0005800	AL4G43170	jg19772
OG0005801	AL4G42380	jg19694
OG0005801	AL2G29540	jg2636
OG0005802	AL4G41830	jg19642
OG0005803	AL4G41420	jg19600
OG0005804	AL4G41170	jg19577
OG0005805	AL4G41130	jg19574
OG0005806	AL4G40860	jg19547
OG0005807	AL2G23810	jg2057
OG0005808	AL4G40760	jg19538
OG0005809	AL4G40410	jg19503
OG0005810	AL4G40330	jg19494
OG0005811	AL4G40290	jg19490
OG0005812	AL4G39960, AL4G39810	jg19454
OG0005813	AL8G10810	jg20327
OG0005814	AL3G11050	jg23984
OG0005815	AL3G11560	jg24043, jg26806
OG0005816	AL3G11920	jg24074
OG0005817	AL3G12210	jg24102
OG0005818	AL3G12240	jg24105
OG0005819	AL3G12430	jg24123
OG0005820	AL3G12570	jg24134
OG0005821	AL3G12780	jg24148
OG0005822	AL3G14290	jg24309
OG0005823	AL3G15320	jg24389
OG0005823	AL294U10020	jg24390
OG0005824	AL3G15620	jg24419
OG0005825	AL3G15660	jg24422
OG0005826	AL3G16090	jg24454
OG0005827	AL3G16660	jg24515
OG0005828	AL3G17100	jg24556
OG0005828	AL3G17110	jg24557
OG0005830	AL3G17360	jg24576
OG0005831	AL3G17640	jg24604
OG0005832	AL3G17840	jg24622
OG0005833	AL3G17980	jg24636
OG0005834	AL3G18070, AL3G18040	jg24641
OG0005835	AL3G18230	jg24653
OG0005836	AL3G18330	jg24661
OG0005837	AL267U10010	jg24690
OG0005839	AL3G18930	jg24714
OG0005840	AL3G19580	jg24773
OG0005841	AL3G20350, AL710U10010	jg24847
OG0005842	AL3G20500	jg24858
OG0005843	AL3G29160	jg25689
OG0005844	AL3G45830	jg27434
OG0005844	AL3G22010	jg24997
OG0005845	AL3G22460	jg25038
OG0005846	AL3G22560	jg25049
OG0005847	AL3G22700	jg25065
OG0005848	AL3G23240	jg25120
OG0005849	AL3G23790	jg25171
OG0005850	AL3G24440	jg25232
OG0005851	AL3G24540	jg25241
OG0005852	AL3G24560	jg25243
OG0005853	AL3G25580	jg2759, jg25350
OG0005854	AL3G25130	jg25308
OG0005855	AL7G39910	jg11147
OG0005856	AL3G25730	jg25362
OG0005857	AL3G26050	jg25391
OG0005858	AL3G26350	jg25420
OG0005859	AL3G26390	jg25423
OG0005860	AL3G26470	jg25430
OG0005861	AL3G27320	jg25519
OG0005862	AL3G27370	jg25523
OG0005863	AL3G28190	jg25601
OG0005864	AL3G28590	jg25637
OG0005865	AL810U10030, AL3G28700	jg25649
OG0005866	AL3G28940	jg25671
OG0005867	AL3G29310	jg25704
OG0005868	AL8G19230, AL8G19220	jg21127, jg21129
OG0005869	AL3G30000	jg25780
OG0005870	AL3G30250	jg25815
OG0005871	AL3G30580	jg25854
OG0005872	AL3G30810	jg25876
OG0005873	AL3G31000	jg25900
OG0005874	AL143U10010, AL3G31160	jg25919
OG0005875	AL3G31380	jg25939
OG0005876	AL3G31400	jg25941
OG0005877	AL3G31720	jg25974
OG0005878	AL3G32040	jg26002
OG0005879	AL3G32140	jg26010
OG0005880	AL3G32340	jg26033
OG0005881	AL3G32370	jg26036
OG0005882	AL5G46070	jg16402, jg16394, jg16410
OG0005883	AL3G32760	jg26073
OG0005884	AL3G35670	jg26352
OG0005885	AL3G32960	jg26096
OG0005886	AL3G33480	jg26140
OG0005887	AL3G33520	jg26144
OG0005888	nbis-gene-734	jg26156
OG0005890	AL3G34010	jg26184
OG0005891	AL3G34020	jg26185
OG0005892	AL3G34520	jg26224
OG0005893	AL5G19350	jg13761
OG0005894	AL7G44910	jg12022
OG0005895	AL3G37090	jg26512
OG0005896	AL3G38310	jg26614
OG0005897	AL3G38200	jg26602
OG0005898	AL471U10010, AL3G37880	jg26572
OG0005899	AL3G37830	jg26568
OG0005900	AL3G37150	jg26518
OG0005901	AL3G36980	jg26499
OG0005902	AL3G36910	jg26492
OG0005903	AL3G36830	jg26483
OG0005904	nbis-gene-756	jg26468
OG0005905	AL3G36410	jg26443
OG0005906	AL7G21930	jg9389
OG0005907	AL2G24320, AL2G23030, nbis-gene-545	jg2113
OG0005908	AL6G40650	jg6800
OG0005909	AL6G41020, AL1G65220	jg6907
OG0005910	AL8G22030	jg21460
OG0005911	AL3G48340	jg28187
OG0005913	AL5G32300	jg15083
OG0005914	AL5G32280	jg15081
OG0005915	AL6G52940	jg8190
OG0005916	AL1G10680	jg28452
OG0005917	AL1G11270	jg28506
OG0005918	AL1G11610	jg28534
OG0005919	AL1G11680	jg28541
OG0005920	AL1G12300	jg28601
OG0005921	AL1G12840	jg28648
OG0005922	AL1G13650	jg28724
OG0005923	AL1G14010	jg28758
OG0005924	AL1G14390	jg28790
OG0005925	AL1G15630	jg28917
OG0005926	AL1G16120	jg28965
OG0005927	AL1G16920	jg29039
OG0005928	AL1G17200	jg29060
OG0005929	AL1G17350	jg29074
OG0005930	AL1G18120	jg29141
OG0005931	AL1G17640	jg29102
OG0005931	AL1G17630	jg29101
OG0005932	AL1G17700	jg29107
OG0005933	AL1G17930	jg29127
OG0005934	AL1G18320	jg29159
OG0005935	AL1G18660	jg29188
OG0005935	AL4G20810, AL4G20650	jg17582
OG0005936	AL1G18790	jg29200
OG0005937	AL1G19090	jg29228
OG0005938	AL1G19250	jg29243
OG0005939	AL1G19320	jg29249
OG0005939	AL1G19330	jg29250
OG0005940	AL1G20110	jg29324
OG0005941	AL1G20130	jg29326
OG0005942	AL1G20280	jg29343
OG0005943	AL1G20470	jg29362
OG0005944	AL1G20730	jg29380
OG0005945	AL1G21000	jg29410
OG0005946	AL1G21070	jg29417
OG0005947	AL1G21750	jg29487
OG0005948	AL1G21780	jg29489
OG0005949	AL1G22330	jg29548
OG0005949	nbis-gene-404	jg830
OG0005950	AL1G22390	jg29555
OG0005951	AL1G23090	jg29631
OG0005952	AL1G23260	jg29644
OG0005953	AL1G23710	jg29683
OG0005954	AL1G23930	jg29701
OG0005955	AL1G26850, AL1G32120	jg29968
OG0005956	AL1G27210	jg30000
OG0005957	AL1G28280	jg30103
OG0005958	AL1G28520	jg30126
OG0005959	AL6G51070, AL6G51100, AL1G28740	jg30141
OG0005960	AL1G28830	jg30148
OG0005961	AL1G28970	jg30199, jg30186
OG0005962	AL1G28980	jg30187, jg30200
OG0005963	AL1G29300	jg30233
OG0005964	AL1G30030	jg30293
OG0005965	AL1G30520	jg30337
OG0005966	AL1G30700	jg30354
OG0005967	AL1G31010	jg30380
OG0005968	AL1G31720	jg30439
OG0005969	AL1G31920	jg30459
OG0005970	AL1G32440	jg30497
OG0005971	AL1G32880	jg30535
OG0005972	AL1G34770	jg30711
OG0005973	AL1G35290, AL1G35150	jg30745
OG0005975	AL1G35670	jg30783
OG0005976	AL1G35740	jg30792
OG0005977	AL1G36010	jg30810
OG0005978	AL1G36030	jg30811
OG0005978	AL1G36040	jg30812
OG0005979	AL1G36360	jg30843
OG0005980	AL2G31340	jg2799
OG0005981	AL2G31140	jg2780
OG0005982	AL2G30650	jg2728
OG0005983	AL2G30130	jg2684
OG0005984	AL1G47200	jg31943
OG0005985	AL2G11790	jg531
OG0005986	AL2G15230	jg857
OG0005987	AL2G18070	jg1199
OG0005988	AL7G47180	jg12848
OG0005989	AL2G26440	jg2316
OG0005990	AL8G11650	jg20392
OG0005991	AL8G11520	jg20381
OG0005992	AL8G10400	jg20281
OG0005993	AL8G10350	jg20276
OG0005994	AL8G10220	jg20263
OG0005995	AL6G49170	jg7822
OG0005996	AL7G22590	jg9457
OG0005997	AL1G54460	jg32852, jg32869
OG0005998	AL7G11290	jg26583, jg8400
OG0005999	AL1G40870	jg31273
OG0006000	AL1G55910	jg32996
OG0006001	AL1G56290	jg33037, jg16758
OG0006002	AL7G12030	jg8481
OG0006003	AL7G12190	jg8496
OG0006004	AL7G13120	jg8570
OG0006005	AL7G13550	jg8604
OG0006006	AL7G13830	jg8631, jg8633
OG0006007	AL7G14260	jg8663
OG0006008	AL7G14570	jg8687
OG0006009	AL7G14660	jg8693
OG0006010	AL7G14930	jg8722
OG0006011	AL7G15360	jg8765
OG0006012	AL7G16150	jg8849
OG0006013	AL3G49370	jg27760
OG0006013	AL7G16240	jg8858
OG0006014	AL7G16500	jg8881
OG0006015	AL7G16850	jg8914
OG0006016	AL7G18820	jg9099
OG0006017	AL7G18170	jg9044
OG0006018	AL7G17890	jg9012
OG0006019	AL7G17880	jg9011
OG0006020	AL7G17870	jg9010
OG0006021	AL7G19850	jg9195
OG0006022	AL7G20780	jg9272
OG0006023	AL7G20870	jg9279
OG0006024	AL7G21200	jg9310
OG0006025	nbis-gene-1743	jg9331
OG0006026	AL2G31640	jg2830
OG0006027	AL2G31580	jg2824
OG0006029	AL1G37560	jg30949
OG0006030	AL1G39260	jg31109
OG0006031	AL6G52170	jg8113
OG0006032	AL6G52120	jg8107
OG0006033	AL6G53460	jg8240
OG0006034	AL6G42960	jg7246
OG0006035	AL7G26250	jg9786
OG0006036	AL7G25110	jg9684
OG0006037	AL5G13490	jg13173
OG0006038	AL1G15640	jg28918
OG0006039	AL1G23350	jg29651
OG0006040	AL1G29280	jg30232
OG0006040	AL1G29260	jg30230
OG0006041	AL1G39130	jg31096
OG0006042	AL1G39960	jg31179
OG0006043	AL1G40070	jg31193
OG0006044	AL8G32240	jg22528
OG0006044	AL1G46440	jg31878
OG0006045	AL1G51650	jg32515
OG0006046	AL1G66050	jg1416
OG0006047	AL3G21770	jg24978
OG0006048	AL2G22210, AL4G20680, AL1G50260	jg18574, jg13791, jg27155
OG0006048	AL9U11430	jg27284
OG0006049	AL5G10100	jg12907
OG0006050	AL5G13940	jg13208
OG0006051	AL5G19840	jg13844
OG0006052	AL5G20900	jg13961
OG0006053	AL5G30720	jg14927
OG0006054	AL6G40610	jg7028
OG0006055	AL7G35770	jg10741
OG0006056	AL7G36280	jg10793
OG0006057	nbis-gene-2015, AL97U10020, AL97U10010, AL8G17140	jg20907
OG0006058	nbis-gene-2067	jg21467
OG0006059	AL8G27550	jg22018
OG0006060	AL9U11960	jg227, jg23834
OG0006075	AL7G21690	jg9366
OG0006076	AL7G21540	jg9350
OG0006077	AL7G21510	jg9347
OG0006078	AL7G30470	jg10222
OG0006079	AL5G26570	jg14524
OG0006080	AL5G27350	jg14607
OG0006080	AL5G27360	jg14608
OG0006081	AL5G27470	jg14621
OG0006082	AL5G10030	jg12899
OG0006083	AL5G10070	jg12904
OG0006084	AL5G10430	jg12933
OG0006085	AL5G10470	jg12937
OG0006086	AL6G29330	jg5653
OG0006087	AL6G47180	jg17610
OG0006087	AL4G20980	jg17609
OG0006088	AL6G28780	jg5603
OG0006089	AL6G28670	jg5592
OG0006090	AL6G28200	jg5541
OG0006091	AL6G28090	jg5537
OG0006092	AL2G14600	jg790
OG0006093	AL3G31860	jg25986
OG0006094	AL6G27320	jg5464
OG0006095	AL6G27170	jg5451
OG0006097	AL6G26610	jg5400
OG0006098	AL5G18810	jg13698
OG0006099	AL6G26520	jg5392
OG0006100	AL6G26480	jg5388
OG0006101	AL6G26440	jg5383
OG0006102	AL6G26260	jg5365
OG0006103	AL6G26230	jg5362
OG0006104	AL6G26190	jg5358
OG0006105	AL6G26040	jg5345
OG0006106	AL3G16340	jg24483
OG0006107	AL7G21880	jg9384
OG0006108	AL3G48250	jg28195
OG0006109	AL6G47050	jg7622
OG0006110	AL6G25490	jg5295
OG0006111	AL6G25480	jg5294
OG0006112	AL6G40770	jg6821
OG0006113	AL5G10410	jg12931
OG0006114	AL6G25070	jg5255
OG0006115	AL6G25040	jg5252
OG0006116	AL8G44270	jg5250
OG0006117	AL7G45930	jg12163
OG0006117	AL4G16080	jg17033
OG0006118	AL6G24440	jg5192
OG0006119	AL6G24340	jg5183
OG0006120	AL6G24150	jg5166
OG0006121	AL6G24100	jg5161
OG0006122	nbis-gene-1513	jg5160
OG0006123	AL6G23910	jg5143
OG0006124	AL6G23870	jg5139
OG0006125	AL6G23580	jg5110
OG0006126	AL6G23500	jg5104
OG0006127	AL6G23370	jg5091
OG0006128	AL6G23260	jg5085
OG0006129	AL6G23210	jg5082
OG0006130	AL6G22540	jg5013
OG0006131	AL6G22170	jg4982
OG0006132	AL6G21870	jg4952
OG0006133	AL6G20500	jg4829
OG0006134	AL6G20010	jg4776
OG0006135	AL6G19390	jg4723
OG0006136	AL6G19350	jg4719
OG0006137	AL6G19230	jg4708
OG0006138	AL6G18810	jg4685
OG0006139	AL6G18690	jg4674
OG0006140	AL6G18540	jg4662
OG0006141	AL6G18220	jg4629
OG0006142	AL6G18020	jg4610
OG0006143	AL6G49950	jg7897
OG0006144	AL6G49910	jg7902
OG0006145	AL6G49850	jg7907
OG0006146	AL6G49710	jg7918
OG0006147	AL6G49680	jg7921
OG0006148	AL6G49670	jg7922
OG0006149	AL6G49630	jg7925
OG0006150	AL7G28020	jg9957
OG0006151	AL7G28180	jg9975
OG0006152	AL4G20580	jg17569
OG0006153	AL4G20740, AL4G20640	jg17574
OG0006154	AL4G21260	jg17635
OG0006155	AL4G21450	jg17658
OG0006156	AL4G22520	jg17708
OG0006157	AL4G22080	jg17759
OG0006158	nbis-gene-1020	jg17770
OG0006159	AL4G21890	jg17783
OG0006160	AL4G21640	jg17802
OG0006161	AL4G21580	jg17808
OG0006162	AL4G23240	jg17850
OG0006163	AL2G31560	jg2822
OG0006164	AL558U10030, AL1G30300, AL4G23980	jg17948
OG0006165	AL4G24240	jg17970
OG0006166	AL4G24250	jg17971
OG0006167	nbis-gene-1036	jg17985
OG0006168	AL4G24790	jg18037
OG0006169	AL4G25060	jg18063
OG0006170	AL4G25200	jg18075
OG0006171	AL4G25210	jg18076
OG0006172	AL4G25260	jg18081
OG0006173	AL4G25600	jg18118
OG0006174	AL4G25810	jg18136
OG0006175	AL4G25860	jg18142
OG0006176	AL4G26000	jg18149
OG0006177	AL762U10010	jg18220
OG0006178	AL5G34840	jg15322
OG0006178	AL4G26850	jg18222
OG0006179	AL4G27050	jg18242
OG0006180	AL4G27070	jg18244
OG0006181	AL4G27950	jg18326
OG0006182	AL4G27910	jg18322
OG0006183	AL4G27790	jg18311
OG0006184	AL4G27590	jg18293
OG0006185	AL4G28480	jg18379
OG0006186	AL8G17060	jg20902
OG0006187	AL3G38190	jg26601
OG0006188	AL8G16280	jg20817
OG0006189	AL8G16170	jg20804
OG0006190	AL8G16110	jg20799
OG0006191	AL8G16000	jg20788
OG0006192	AL7G27820	jg9937
OG0006193	AL1G53790	jg32785
OG0006194	AL1G53230	jg32730
OG0006195	AL1G41270	jg31297
OG0006196	AL1G41390	jg31307
OG0006197	AL1G41890	jg31355
OG0006198	AL1G42130	jg31380
OG0006199	AL1G42140	jg31381
OG0006200	AL1G42450	jg31401
OG0006201	AL1G42910	jg31437
OG0006202	AL1G43080	jg31453
OG0006203	AL1G43140	jg31458
OG0006204	AL1G43590	jg31517
OG0006205	AL1G43820	jg31538
OG0006206	AL1G43950	jg31548
OG0006207	AL1G43980	jg31550
OG0006208	AL1G44090, AL700U10010	jg31563
OG0006209	AL1G44260	jg31579
OG0006210	AL1G44320	jg31584
OG0006211	AL1G44380	jg31588
OG0006212	AL1G44490	jg31601
OG0006213	AL1G49740	jg31745
OG0006215	AL1G46150	jg31840
OG0006216	AL8G41660	jg23421
OG0006217	AL1G46370	jg31866
OG0006218	AL5G11920	jg13071
OG0006219	AL5G12410	jg13083
OG0006220	AL5G13190	jg13144
OG0006221	AL5G13280	jg13152
OG0006222	AL3G31470	jg25946
OG0006223	AL8G44560	jg23704
OG0006224	AL8G44530	jg23701
OG0006225	AL8G43890	jg23636
OG0006226	AL8G43680	jg23617
OG0006227	AL334U10030	jg23609
OG0006228	AL8G43180	jg23571
OG0006229	AL8G43120	jg23566
OG0006230	AL8G43090	jg23563
OG0006231	AL666U10010, AL8G42890	jg23543
OG0006232	AL8G42690	jg23526
OG0006233	AL8G42620	jg23520
OG0006234	AL8G42500	jg23507
OG0006235	AL8G42400	jg22815, jg23498
OG0006236	AL8G42270	jg23487
OG0006237	AL8G42100	jg27143, jg27147, jg23473
OG0006238	AL8G41630	jg23418
OG0006239	AL8G41350	jg23399
OG0006240	AL8G41230	jg23388
OG0006241	AL8G41090	jg23371
OG0006242	AL8G40630	jg23328
OG0006243	AL8G40170	jg23280
OG0006244	AL8G40040	jg23264
OG0006245	AL8G39980	jg23258
OG0006246	AL4G30990	jg18615
OG0006247	AL8G39770	jg23235
OG0006248	AL8G39750	jg23233
OG0006249	AL6G41010	jg6906
OG0006249	AL7G43980	jg1509
OG0006250	AL8G39490	jg23212
OG0006251	AL8G39480	jg23211
OG0006252	AL8G39220	jg23192
OG0006253	AL8G39180	jg23188
OG0006254	AL8G39080	jg23178
OG0006255	AL8G39060	jg23176
OG0006256	AL8G39010	jg23169
OG0006257	AL8G38360	jg23110
OG0006258	AL8G37950	jg23074
OG0006259	AL8G37890	jg23068
OG0006261	AL8G37630	jg23042
OG0006262	AL8G37610	jg23039
OG0006263	AL8G37570	jg23037
OG0006264	AL6G34270	jg6146
OG0006265	AL6G34550	jg6178
OG0006266	AL6G34560	jg6179
OG0006267	AL6G34800	jg6201
OG0006268	AL6G34910	jg6211
OG0006269	AL6G35470	jg6263
OG0006270	AL6G35480	jg6264
OG0006271	AL6G36440	jg6350
OG0006272	AL6G36450	jg6351
OG0006273	AL6G36820	jg6388
OG0006274	AL6G37310	jg6436
OG0006275	AL6G37660	jg6458
OG0006276	AL6G37680	jg6461
OG0006277	AL6G37780	jg6467
OG0006278	AL6G38160	jg6516
OG0006279	AL6G30950	jg5805
OG0006279	AL6G30960	jg5806
OG0006280	AL6G30880	jg5798
OG0006281	AL6G31210	jg5832
OG0006282	AL6G31430	jg5854
OG0006283	AL6G31580	jg5868, jg19377
OG0006284	AL5G13030, AL6G31740	jg5883
OG0006285	AL8G23180	jg21578
OG0006286	AL6G31860	jg5896
OG0006287	AL6G32150	jg5926
OG0006288	AL6G32720	jg5976
OG0006289	AL6G32920	jg5996
OG0006290	AL6G33050	jg6010
OG0006291	AL6G33090	jg6013
OG0006292	AL6G33220	jg6031
OG0006293	AL8G37250	jg23005
OG0006294	AL8G37170	jg22996
OG0006295	AL8G36800, AL817U10010	jg22964
OG0006296	AL3G48030	jg28217
OG0006297	AL8G36350	jg22917
OG0006298	AL139U10020, AL8G35300	jg22817
OG0006299	AL277U10010, AL3G40350	jg22802
OG0006300	AL8G34450	jg22740
OG0006301	AL7G30980	jg10271
OG0006302	AL1G16200	jg28972
OG0006303	AL8G34330	jg22729
OG0006304	AL8G34170	jg22711
OG0006305	AL7G37410	jg10889
OG0006306	AL8G33760	jg22675
OG0006307	AL8G33670	jg22666
OG0006308	AL8G33640	jg22664
OG0006309	AL2G31530	jg2819
OG0006310	AL8G33240	jg22624, jg22626
OG0006311	AL8G32910	jg22592
OG0006312	AL8G32980	jg22600
OG0006313	AL5G29500	jg14821
OG0006314	AL8G32800, AL52U10030	jg22582
OG0006316	AL8G32280	jg22531
OG0006317	AL8G32270	jg22530
OG0006318	AL8G31900	jg22477
OG0006319	AL8G31670	jg22457
OG0006319	AL2G24490, AL2G22990	jg2115
OG0006320	AL8G30670	jg22340
OG0006321	AL7G43590	jg11835
OG0006322	AL8G30110	jg22290
OG0006323	AL5G29350	jg14805
OG0006324	AL5G28940	jg14761
OG0006325	AL5G28900	jg14757
OG0006326	AL5G28400	jg14713
OG0006327	AL5G28250	jg14700
OG0006328	AL8G29250	jg22192
OG0006329	AL8G29390	jg22202
OG0006330	AL6G50750	jg7981
OG0006331	AL6G50180	jg7858
OG0006332	AL6G17520	jg4565
OG0006333	AL6G17550	jg4568
OG0006334	AL1G67190	jg1333
OG0006335	AL6G17150	jg4525
OG0006336	AL6G16870	jg4497
OG0006337	AL6G16660	jg4454, jg4437
OG0006338	AL6G16620	jg4432
OG0006339	AL6G16520, AL6G16990	jg4422, jg4508
OG0006340	AL6G16440	jg4412
OG0006341	AL6G16360	jg4406
OG0006342	AL6G16270	jg4387
OG0006343	AL5G25420	jg14437
OG0006344	AL6G15320	jg4299
OG0006345	AL6G15250	jg4291
OG0006346	AL6G15020	jg4273
OG0006347	AL6G14860	jg4258
OG0006348	AL6G14630	jg4243
OG0006351	AL6G14180	jg4204
OG0006352	AL6G14140	jg4201
OG0006353	AL6G14130	jg4200
OG0006354	AL6G14030	jg4190
OG0006355	AL6G13550	jg4142
OG0006356	AL6G13460	jg4133
OG0006357	AL6G12700	jg4075
OG0006359	AL6G12430	jg4045
OG0006360	AL6G12340	jg4039
OG0006361	AL6G12320	jg4037
OG0006362	AL6G12020	jg4009
OG0006363	AL6G11590	jg3971
OG0006364	AL6G11700	jg3981
OG0006365	AL6G11710	jg3982
OG0006366	AL6G11540	jg3963
OG0006367	AL6G11270	jg3935
OG0006368	AL5G23600	jg14273, jg17675
OG0006369	AL8G20880	jg21350
OG0006370	AL6G10740	jg3888
OG0006371	AL3G31560	jg25955
OG0006372	AL7G47280	jg12842
OG0006373	AL1G33500	jg30597
OG0006374	AL2G41190	jg3739
OG0006374	AL7G51770	jg12411
OG0006375	AL2G41090	jg3728
OG0006376	AL2G40890	jg3708
OG0006376	AL4G18160	jg17235
OG0006377	AL2G40740	jg3693
OG0006378	AL2G40290	jg3651
OG0006379	AL2G40000	jg3628
OG0006380	AL2G39990	jg3627
OG0006381	AL2G38830	jg3523
OG0006382	AL2G38780	jg3517
OG0006383	AL2G38470	jg3490
OG0006384	AL2G38010	jg3449
OG0006385	AL2G37530	jg3401
OG0006386	AL7G36630	jg10820
OG0006387	AL2G37100	jg3359
OG0006388	AL2G37010	jg3351
OG0006389	AL2G36530	jg3304
OG0006390	AL2G35720	jg3230
OG0006391	AL2G35690	jg3228
OG0006392	AL2G35560	jg3214
OG0006393	AL2G35290	jg3192
OG0006394	AL2G35160	jg3177
OG0006395	AL1G56360	jg33045
