Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_lyrata_NCBI
OG0009346	AL7G36570	XP_020874070.1
OG0009347	AL7G36720	XP_002868035.1
OG0009348	AL7G36730	XP_002870084.1
OG0009349	AL7G36940	XP_002870092.1
OG0009350	AL7G37440	XP_002870113.1
OG0009351	AL7G37470	XP_002868076.1
OG0009352	AL7G37490	XP_002868078.1
OG0009353	AL5G21010	XP_002875592.1
OG0009354	AL5G31350	XP_002876060.1
OG0009355	AL5G31260	XP_002876053.1
OG0009356	AL1G29490	XP_002892940.2
OG0009357	nbis-gene-1343	XP_002877770.1
OG0009358	AL5G30810	XP_002877758.1
OG0009359	AL5G30700	XP_002877750.1
OG0009360	AL5G30680	XP_020881437.1
OG0009361	AL5G30590	XP_002877747.2
OG0009362	AL5G30570	XP_020881880.1
OG0009363	AL7G29980	XP_020873419.1
OG0009364	AL8G24250	XP_020885293.1
OG0009365	AL8G26780	XP_020866916.1
OG0009366	AL8G26620	XP_002864158.1
OG0009367	AL8G26130	XP_002864135.2
OG0009368	AL8G25690	XP_002865859.2
OG0009369	AL5G21120	XP_002877261.1
OG0009370	AL3G44860	XP_002885847.1
OG0009371	AL3G45850	XP_020888076.1
OG0009372	AL3G47290	XP_020888072.1
OG0009373	AL3G47470	XP_002885975.1
OG0009374	AL3G47510	XP_020886008.1
OG0009375	AL3G52340	XP_002886213.1
OG0009376	AL3G49480	XP_020888000.1
OG0009377	AL5G45080	XP_002878450.1
OG0009377	AL2G23460	XP_002886992.1
OG0009378	AL3G50080	XP_020887617.1
OG0009379	AL3G50110	XP_020889279.1
OG0009380	AL7G29200	XP_002869739.1
OG0009381	AL7G29230	XP_020873608.1
OG0009383	AL7G29420	XP_020873761.1
OG0009384	AL7G30510	XP_020873599.1
OG0009385	AL7G30540	XP_002867739.1
OG0009386	AL7G30830	XP_020873637.1
OG0009387	AL7G30970	XP_002869817.2
OG0009388	AL7G31290	XP_020873706.1
OG0009389	AL7G31560	XP_002869840.1
OG0009390	AL7G47340	XP_020875603.1
OG0009391	AL7G31910	XP_020873814.1
OG0009392	AL7G47530	XP_002870621.1
OG0009393	AL7G33860	XP_002867898.1
OG0009394	AL7G33650	XP_020872465.1
OG0009395	AL7G33620	XP_002869942.1
OG0009396	AL7G33490	XP_020874732.1
OG0009397	AL7G33480	XP_002867883.1
OG0009398	AL7G33400	XP_002869928.1
OG0009399	AL5G23610	XP_002875712.1
OG0009399	AL5G23670	XP_002875715.1
OG0009400	AL1G29150	XP_020869202.1
OG0009401	AL7G33060	XP_020874073.1
OG0009402	AL3G11760	XP_020886920.1
OG0009402	AL7G32920	XP_020875595.1
OG0009403	AL7G32770	XP_002869893.1
OG0009404	AL5G13070	XP_002876879.1
OG0009405	AL7G32500, AL7G32520	XP_020873289.1
OG0009406	AL3G53870	XP_002886302.1
OG0009407	AL8G19750	XP_002863819.1
OG0009408	AL7G38720	XP_002868142.1
OG0009409	AL7G38530	XP_002870157.1
OG0009410	AL7G38350, AL7G38400	XP_020873981.1, XP_020873982.1
OG0009411	AL7G38190	XP_020873975.1
OG0009412	AL7G38090	XP_020872071.1
OG0009413	AL7G38020	XP_002870137.1
OG0009414	AL7G37670	XP_002868088.1
OG0009415	AL7G37640	XP_002868086.1
OG0009416	AL3G10340	XP_020887817.1
OG0009417	AL3G10480	XP_020886882.1
OG0009418	AL3G10500	XP_002884269.2
OG0009419	AL3G10690	XP_020886092.1
OG0009420	AL3G10820	XP_020886962.1
OG0009421	AL8G44800	XP_002865052.1
OG0009422	AL8G45060	XP_020890730.1
OG0009423	AL8G45070	XP_002865067.1
OG0009424	AL5G27160	XP_002875870.1
OG0009425	AL8G45100	XP_002865069.1
OG0009426	AL8G45320	XP_020883882.1
OG0009427	AL8G45420	XP_020883935.1
OG0009428	AL5G46110	XP_020879986.1
OG0009429	AL5G46090	XP_020882369.1
OG0009430	AL5G45940	XP_002878496.1
OG0009431	AL5G45760	XP_002878489.2
OG0009432	AL5G45700	XP_020879778.1
OG0009433	AL5G45210	XP_020880113.1
OG0009434	AL213U10020	XP_020872231.1
OG0009434	AL5G45190	XP_020880111.1
OG0009435	AL5G45030	XP_002878447.1
OG0009435	AL2G23530	XP_002886995.1
OG0009436	AL5G44560	XP_002878423.1
OG0009437	AL5G44530	XP_020880851.1
OG0009438	AL304U10010	XP_020871341.1
OG0009439	AL5G44430	XP_020880827.1
OG0009440	AL5G44410	XP_020880816.1
OG0009441	AL5G44070	XP_020880810.1
OG0009442	AL1G53570, AL5G43620	XP_002878376.1
OG0009443	AL4G30010	XP_020884731.1
OG0009444	AL5G43470	XP_020881578.1
OG0009445	AL5G43370	XP_020880000.1
OG0009446	AL5G43270	XP_020882045.1
OG0009447	AL5G42970	XP_020881340.1
OG0009449	AL5G42830	XP_020880430.1
OG0009450	AL5G42820	XP_002878340.1
OG0009451	AL5G42750	XP_002878336.1
OG0009452	AL5G42720	XP_002878335.2
OG0009453	AL5G42130	XP_020880247.1
OG0009454	AL5G41400	XP_020881165.1
OG0009455	AL5G41380	XP_020882000.1
OG0009456	AL5G41210	XP_020880167.1
OG0009457	AL5G41180	XP_020881019.1
OG0009458	AL5G41140	XP_020879610.1
OG0009459	AL5G40770	XP_002878249.1
OG0009460	AL5G40570	XP_002878240.1
OG0009461	AL5G40490	XP_020880594.1
OG0009462	AL5G40400	XP_002878231.1
OG0009463	AL5G40310	XP_002878226.1
OG0009464	AL5G40210	XP_002876463.1
OG0009465	AL5G39890	XP_020882013.1
OG0009466	AL5G39830	XP_002878190.1
OG0009467	AL5G39650	XP_002876449.1
OG0009468	AL5G39520	XP_002876442.1
OG0009469	AL5G38660	XP_020880189.1
OG0009470	AL5G38600	XP_002876398.2
OG0009471	AL5G38540	XP_020881248.1
OG0009472	AL5G38370	XP_002876389.1
OG0009473	AL5G38360	XP_020881755.1
OG0009474	AL5G37860	XP_020881349.1
OG0009475	AL5G37620	XP_002878077.2
OG0009476	AL5G37250	XP_002878055.1
OG0009477	AL5G37140	XP_020882246.1
OG0009478	AL5G36720	XP_002878038.1
OG0009479	AL5G36570	XP_020880023.1
OG0009480	AL5G36510	XP_020882421.1
OG0009481	AL5G36410	XP_002876292.1
OG0009482	AL5G36370	XP_002876290.1
OG0009483	AL5G36060	XP_020881680.1
OG0009484	AL5G36030	XP_002876277.1
OG0009485	AL5G35820	XP_020881416.1
OG0009486	AL5G35800	XP_020881252.1
OG0009487	AL5G35760	XP_020882037.1
OG0009488	AL5G35420	XP_020880993.1
OG0009489	AL5G35390	XP_002877971.1
OG0009490	AL5G35310	XP_002877965.2
OG0009491	AL5G35260	XP_020881263.1
OG0009492	AL5G35210	XP_020882385.1
OG0009493	AL5G35190	XP_002877960.1
OG0009494	AL5G35140	XP_002877956.1
OG0009495	AL1G33910	XP_002893137.1
OG0009496	AL5G35060	XP_002876238.1
OG0009497	AL5G34830	XP_020881326.1
OG0009498	AL5G34410	XP_020880625.1
OG0009499	AL5G34100	XP_020882275.1
OG0009500	AL5G34080	XP_020881976.1
OG0009501	AL5G34070	XP_020882285.1
OG0009502	AL5G34030	XP_002877903.2
OG0009503	AL5G33640	XP_020881381.1
OG0009504	AL5G33630	XP_002877890.1
OG0009505	AL5G33350	XP_002876157.1
OG0009506	AL8G28840	XP_002864283.1
OG0009507	AL8G28610	XP_002864265.1
OG0009508	AL8G28300	XP_020885204.1
OG0009509	AL8G28290	XP_002864250.1
OG0009510	AL8G28190	XP_020872011.1
OG0009511	AL8G28160	XP_002864244.1
OG0009512	AL8G28060	XP_002864237.1
OG0009513	AL8G28040	XP_020866449.1
OG0009514	AL7G39060	XP_002870182.1
OG0009515	AL3G40050	XP_020889494.1
OG0009516	AL3G40110	XP_002885656.1
OG0009517	AL26U10030, AL3G41050	XP_002885694.1
OG0009517	AL3G40880	XP_002885686.1
OG0009517	AL26U10060, AL3G41020	XP_002883585.1
OG0009518	AL3G43360	XP_020888718.1
OG0009519	AL3G39630	XP_002885629.1
OG0009520	AL3G39760	XP_002885639.1
OG0009521	AL2G24640	XP_020891491.1
OG0009522	AL2G25670	XP_020891684.1
OG0009523	AL2G25860	XP_020891343.1
OG0009524	AL2G25900	XP_020890351.1
OG0009525	AL2G25910	XP_020890350.1
OG0009526	AL2G26230	XP_020890661.1
OG0009527	AL2G26390	XP_020890573.1
OG0009528	AL2G26970	XP_020891137.1
OG0009529	AL2G26950	XP_002887161.1
OG0009530	AL2G26800	XP_002888638.1
OG0009531	AL2G26780	XP_020891777.1
OG0009532	AL2G27030	XP_020891732.1
OG0009533	AL2G27070	XP_002887172.2
OG0009534	AL2G27300	XP_002887182.2
OG0009535	AL7G45140	XP_002870472.2
OG0009536	AL7G45180	XP_020874640.1
OG0009537	AL8G22000	XP_002865682.1
OG0009538	AL3G51070	XP_002884095.2
OG0009539	AL3G51320	XP_002886149.1
OG0009540	AL3G51980	XP_002884146.1
OG0009541	AL3G52910	XP_002886248.2
OG0009542	AL3G48720	XP_020886456.1
OG0009543	AL3G48710	XP_020886453.1
OG0009544	AL3G48550	XP_020885899.1
OG0009545	AL4G39190	XP_020883226.1
OG0009546	AL4G38960	XP_020884298.1
OG0009547	AL4G38770	XP_020883147.1
OG0009548	AL4G38660	XP_020885563.1
OG0009549	AL4G38600	XP_002879888.1
OG0009550	AL4G38510	XP_020884297.1
OG0009551	AL4G38340	XP_002879873.1
OG0009552	AL4G38330	XP_020885047.1
OG0009553	AL4G38190	XP_002881718.1
OG0009554	AL4G38150	XP_002879865.1
OG0009555	AL4G37940	XP_020884759.1
OG0009556	AL4G37770	XP_020883885.1
OG0009557	AL4G37740	XP_020885674.1
OG0009558	AL4G37440	XP_020885427.1
OG0009559	AL4G37390	XP_020885108.1
OG0009560	AL4G37360	XP_002879823.1
OG0009561	AL4G37350	XP_020885114.1
OG0009562	AL4G37150	XP_002879812.2
OG0009563	AL5G21540	XP_020881675.1
OG0009564	AL4G36930	XP_002881660.1
OG0009565	AL4G36880	XP_020885188.1
OG0009565	AL938U10010	XP_020871527.1
OG0009566	AL4G36810	XP_020883756.1
OG0009567	AL4G36530	XP_002881637.1
OG0009568	AL4G36430	XP_002881631.1
OG0009569	AL4G36190	XP_002879771.1
OG0009570	AL4G36090	XP_020885330.1
OG0009571	AL4G36080	XP_002879764.1
OG0009572	AL4G36030	XP_020885243.1
OG0009573	AL4G36010	XP_020883841.1
OG0009574	AL4G35990	XP_020883843.1
OG0009575	AL4G35880	XP_020885084.1
OG0009576	AL4G35870	XP_002879756.2
OG0009577	AL4G35780	XP_020882855.1
OG0009578	AL4G35760	XP_002881599.1
OG0009579	AL4G35510	XP_020882676.1
OG0009580	AL4G35350	XP_020883346.1
OG0009580	AL4G35310	XP_002881574.1
OG0009581	AL4G35110	XP_020885159.1
OG0009582	AL4G35040	XP_020884790.1
OG0009583	AL4G34960	XP_002881557.1
OG0009584	AL5G10350	XP_002875070.1
OG0009585	AL4G34800	XP_002879711.1
OG0009586	AL4G34710	XP_020882729.1
OG0009587	AL4G33830	XP_020884875.1
OG0009588	AL4G33800	XP_020883436.1
OG0009589	AL4G33740	XP_020882859.1
OG0009590	AL5G11260	XP_002875109.1
OG0009591	AL4G33710	XP_002879662.1
OG0009592	AL6G41550	XP_002874500.1
OG0009593	AL4G33630	XP_002879658.1
OG0009594	AL4G33480	XP_002881491.1
OG0009595	AL4G33390	XP_020884272.1
OG0009596	AL4G33170	XP_002881482.1
OG0009597	AL4G33140	XP_002879630.2
OG0009598	AL6G47480	XP_020877677.1
OG0009599	AL6G47520	XP_020877750.1
OG0009600	AL6G47830	XP_002872684.1
OG0009602	AL6G48100	XP_002874806.1
OG0009603	AL5G10480	XP_002875075.1
OG0009604	AL6G48370	XP_002874817.1
OG0009605	AL6G46900	XP_020877674.1
OG0009606	AL6G47220	XP_020877741.1
OG0009607	AL6G47260	XP_020877728.1
OG0009608	AL6G47310	XP_002874771.1
OG0009609	AL4G10350, AL3G24700	XP_020884100.1
OG0009610	AL4G10440	XP_020884326.1
OG0009611	AL4G10740	XP_020883409.1
OG0009612	AL4G11540, AL4G10830	XP_020884184.1
OG0009613	AL4G11190	XP_020882745.1
OG0009614	AL4G11200	XP_002880404.1
OG0009615	AL4G13440	XP_002880505.1
OG0009616	AL4G13860	XP_020885336.1
OG0009617	AL4G13790	XP_002880525.1
OG0009618	AL4G14660	XP_020885751.1
OG0009619	AL4G16610	XP_002880669.1
OG0009620	AL4G16270	XP_002878825.1
OG0009621	AL4G19100	XP_020882784.1
OG0009622	AL4G18950	XP_020884443.1
OG0009623	AL4G18860	XP_020883372.1
OG0009624	AL4G19310	XP_020882815.1
OG0009625	AL7G28560	XP_002869708.1
OG0009626	AL1G51990	XP_002893967.1
OG0009627	AL4G17330	XP_002880700.1
OG0009628	AL1G51240	XP_002891232.1
OG0009629	AL1G50930	XP_020869568.1
OG0009630	AL1G50340	XP_020869395.1
OG0009631	AL1G49810	XP_020868806.1
OG0009632	AL1G49170	XP_020870139.1
OG0009633	AL1G48910	XP_020868640.1
OG0009634	AL1G48280	XP_020868500.1
OG0009635	AL1G47900	XP_002893773.1
OG0009636	AL6G43390	XP_002872460.1
OG0009637	AL6G43350	XP_002872459.2
OG0009638	AL6G42350	XP_020877467.1
OG0009639	AL6G42220	XP_020877477.1
OG0009640	AL6G44260	XP_002872510.1
OG0009641	AL6G44680	XP_020878669.1
OG0009642	AL6G44720	XP_020879539.1
OG0009643	AL6G44770	XP_020878346.1
OG0009644	AL6G44840	XP_020878080.1
OG0009645	AL6G46500	XP_020876840.1
OG0009646	AL6G30720	XP_002873939.1
OG0009647	AL6G30760	XP_002871876.1
OG0009648	AL6G38290	XP_020876088.1
OG0009649	AL6G38320	XP_020876781.1
OG0009650	AL6G38390	XP_020878691.1
OG0009651	AL6G38520	XP_020875862.1
OG0009652	AL6G38640	XP_020879066.1
OG0009653	AL6G38850	XP_002872246.1
OG0009654	AL6G39000	XP_002872252.1
OG0009655	AL5G13610	XP_002876899.1
OG0009656	AL6G39200	XP_020876942.1
OG0009657	AL6G39420	XP_020876875.1
OG0009658	AL6G39560	XP_020876935.1
OG0009659	AL6G39580	XP_002874372.1
OG0009660	AL6G40490	XP_002874422.1
OG0009661	AL3G48070	XP_002886005.1
OG0009662	AL3G48010	XP_020888825.1
OG0009663	AL3G47910	XP_020887554.1
OG0009664	AL3G53260	XP_002886273.1
OG0009665	AL3G53330	XP_020887675.1
OG0009666	AL3G53470	XP_002886281.1
OG0009667	AL3G53930	XP_020887862.1
OG0009668	AL5G25010	XP_002875776.1
OG0009668	AL1G56500, AL1G56480	XP_020869543.1
OG0009669	AL5G25000	XP_020880060.1
OG0009670	AL5G24960	XP_020882529.1
OG0009671	AL4G47650	XP_020885097.1
OG0009672	AL4G47620	XP_020883158.1
OG0009673	AL4G47570	XP_002880338.1
OG0009673	AL7G17990	XP_002867172.1
OG0009674	AL39U10130	XP_020874861.1
OG0009674	AL4G47530	XP_020884407.1
OG0009675	AL39U10100	XP_020874885.1
OG0009675	AL4G47490	XP_002882136.1
OG0009676	AL39U10080, AL4G47470	XP_020874876.1, XP_020884406.1
OG0009677	AL4G47400	XP_020882912.1
OG0009678	AL4G47240	XP_002882126.1
OG0009679	AL4G46200	XP_002880262.1
OG0009680	AL4G46180	XP_002880260.1
OG0009681	AL4G46060	XP_002880255.1
OG0009682	AL4G45930	XP_020884075.1
OG0009683	AL7G25680	XP_020873640.1
OG0009684	AL4G45920	XP_002882072.1
OG0009685	AL4G45910	XP_020883109.1
OG0009686	AL4G45770	XP_020884577.1
OG0009686	AL2G13980	XP_020891119.1
OG0009687	AL1G52370	XP_002891292.1
OG0009688	AL4G45520	XP_020885825.1
OG0009689	AL4G45490	XP_020883020.1
OG0009690	AL4G45410	XP_002880221.1
OG0009691	AL4G45310	XP_002882050.1
OG0009692	AL4G45240	XP_020883402.1
OG0009693	AL4G44940	XP_020885574.1
OG0009694	AL4G44920	XP_020883901.1
OG0009695	AL4G44910	XP_020883898.1
OG0009696	AL4G44810	XP_002882023.1
OG0009697	AL4G44670	XP_020885584.1
OG0009698	AL4G44660	XP_002882016.2
OG0009699	AL4G44590	XP_020882833.1
OG0009700	AL4G44370	XP_002880168.1
OG0009701	AL4G44360	XP_002882003.2
OG0009702	AL4G44320	XP_002882001.1
OG0009703	AL4G44220	XP_002880158.1
OG0009704	AL4G44140	XP_002880154.1
OG0009705	AL4G44120	XP_002880152.1
OG0009706	AL4G43780	XP_002881977.1
OG0009707	AL4G43420	XP_002880111.1
OG0009708	AL4G43140	XP_002880093.1
OG0009709	AL4G43010	XP_002880085.2
OG0009710	AL4G42680	XP_020884221.1
OG0009711	AL4G42240	XP_002881907.1
OG0009712	AL4G42050	XP_020883360.1
OG0009713	AL4G42000	XP_020883301.1
OG0009714	AL4G41970	XP_002881895.1
OG0009715	AL4G41690	XP_020885826.1
OG0009716	AL4G41680	XP_020884148.1
OG0009717	AL4G41570	XP_020885411.1
OG0009718	AL4G41530	XP_020885406.1
OG0009719	AL8G11620	XP_020868342.1
OG0009720	AL4G41430	XP_002881875.1
OG0009721	AL4G41120	XP_020885461.1
OG0009722	AL4G41110	XP_020885459.1
OG0009723	AL4G40840, AL409U10030	XP_002879984.1, XP_002862495.1
OG0009724	AL409U10020	XP_020867124.1
OG0009724	AL4G40830	XP_020885340.1
OG0009725	AL4G40770	XP_002879982.1
OG0009726	AL4G40680	XP_020884269.1
OG0009727	AL4G40020	XP_020884199.1
OG0009728	AL4G40140	XP_020884032.1
OG0009729	nbis-gene-1140	XP_020884034.1
OG0009730	AL4G39560	XP_020883889.1
OG0009731	AL3G32840	XP_020886333.1
OG0009732	AL8G11260	XP_020887097.1
OG0009733	AL3G11140	XP_020886317.1
OG0009734	AL3G11420	XP_002884306.1
OG0009735	AL3G11660	XP_020886899.1
OG0009736	AL3G11700	XP_002884317.1
OG0009737	AL3G11910	XP_020887334.1
OG0009738	AL3G11980	XP_020886871.1
OG0009739	AL3G12260	XP_002882254.1
OG0009740	AL3G12360	XP_020887905.1
OG0009741	AL3G12750	XP_020887187.1
OG0009742	AL3G12810	XP_002884362.1
OG0009743	AL3G12830	XP_002884363.1
OG0009744	AL3G13090	XP_020888670.1
OG0009745	AL3G13330	XP_020887852.1
OG0009746	AL3G13860	XP_020887017.1
OG0009747	AL3G13970	XP_002884425.1
OG0009748	AL3G14330	XP_020889020.1
OG0009749	AL3G14410	XP_002882351.1
OG0009750	AL3G14590	XP_002882363.1
OG0009751	AL3G14600	XP_020886591.1
OG0009752	AL3G14670	XP_020888471.1
OG0009753	AL3G14730	XP_020888964.1
OG0009754	AL3G14760	XP_020888965.1
OG0009755	AL3G14850	XP_020886530.1
OG0009756	AL3G15220	XP_002882382.1
OG0009757	AL3G15090	XP_020888680.1
OG0009757	AL3G15360	XP_020886541.1
OG0009758	AL3G15460	XP_020887059.1
OG0009759	AL3G15550	XP_002882397.1
OG0009760	AL3G16320	XP_020887072.1
OG0009761	AL831U10010	XP_020875234.1
OG0009761	AL3G16890	XP_020887654.1
OG0009762	AL3G16910	XP_002884557.2
OG0009763	AL3G17090	XP_002882456.2
OG0009764	AL3G17160	XP_002882459.1
OG0009765	AL3G17180	XP_020886810.1
OG0009766	AL3G17370	XP_002884578.1
OG0009767	AL3G17570	XP_002884589.1
OG0009768	AL3G17730	XP_020887671.1
OG0009769	AL3G17920	XP_020888898.1
OG0009770	AL7G26030	XP_020873835.1
OG0009771	AL3G18020	XP_020885978.1
OG0009772	AL3G18300	XP_002882509.1
OG0009773	AL3G18320	XP_002884625.1
OG0009774	AL3G18370	XP_002882512.1
OG0009775	AL3G18460	XP_002882516.1
OG0009776	AL3G18600	XP_020886553.1
OG0009777	AL3G18610	XP_002884641.1
OG0009778	AL3G18650	XP_020889414.1
OG0009779	AL3G18880	XP_020887273.1
OG0009780	AL3G18990	XP_020885965.1
OG0009781	AL3G19010	XP_020886391.1
OG0009782	AL3G19140	XP_002882549.1
OG0009783	AL3G19310	XP_020886253.1
OG0009784	AL3G19330	XP_002882562.1
OG0009785	AL3G19340	XP_002882563.1
OG0009786	AL3G19350	XP_020888170.1
OG0009787	AL7G24830	XP_020872159.1
OG0009788	AL3G19420	XP_020887426.1
OG0009789	AL3G19460	XP_020889442.1
OG0009790	AL3G19610	XP_020887357.1
OG0009791	AL3G20050	XP_002882599.1
OG0009792	AL3G20160	XP_002882604.1
OG0009793	AL3G20400	XP_002884726.1
OG0009793	AL70U10030	XP_002862960.2
OG0009794	AL3G20490	XP_020888591.1
OG0009795	AL3G20570	XP_002884733.1
OG0009796	AL3G21060	XP_020888370.1
OG0009797	AL3G21270	XP_020888737.1
OG0009798	AL3G21450	XP_002882654.1
OG0009799	AL3G21470	XP_020887297.1
OG0009800	AL3G21680	XP_020888890.1
OG0009801	AL3G21900	XP_002884795.1
OG0009802	nbis-gene-1457	XP_002871106.1
OG0009802	AL3G21990	XP_020888985.1
OG0009803	AL2G23980	XP_002887019.1
OG0009804	AL3G22150	XP_002882690.1
OG0009805	AL3G22390	XP_002884817.1
OG0009806	AL3G22500	XP_020887368.1
OG0009807	AL3G22590	XP_020890125.1, XP_020888217.1
OG0009808	AL3G22960	XP_020888260.1
OG0009809	AL3G23030	XP_002884847.1
OG0009810	AL3G23440	XP_020888254.1, XP_020888252.1
OG0009811	AL3G23560	XP_020888201.1
OG0009812	AL3G23590	XP_020888231.1
OG0009813	AL3G23660	XP_020888277.1
OG0009814	AL3G23830	XP_020888278.1
OG0009815	AL3G23880	XP_020888309.1
OG0009816	AL3G23950	XP_020888293.1
OG0009817	AL3G24010	XP_020888234.1
OG0009818	AL3G24200	XP_020888232.1
OG0009819	AL6G43910	XP_020878756.1
OG0009820	AL3G24390	XP_020887931.1
OG0009821	AL3G24480	XP_020885935.1
OG0009822	AL3G24500	XP_020886355.1
OG0009823	AL3G24680	XP_002882800.1
OG0009824	AL3G24780	XP_020889344.1
OG0009825	AL3G24800	XP_020889348.1
OG0009826	AL3G24810	XP_020889349.1
OG0009827	AL3G25020	XP_020888530.1
OG0009828	AL3G25090	XP_020887694.1
OG0009829	AL3G25210	XP_002884963.1
OG0009830	AL3G25450	XP_002882830.1
OG0009831	AL3G25550	XP_002884975.1
OG0009832	AL180U10010	XP_020872509.1
OG0009832	AL3G25790	XP_020888551.1
OG0009833	AL3G25800	XP_002882842.1
OG0009834	AL3G26300	XP_002885011.1
OG0009835	AL3G26500	XP_002882873.1
OG0009836	AL3G26540	XP_020886985.1
OG0009837	AL3G26560, AL3G26570	XP_002885027.1, XP_020888655.1
OG0009838	AL3G26590	XP_020889365.1
OG0009839	AL8G19650	XP_002865562.1
OG0009840	AL3G26680	XP_020886672.1
OG0009841	AL3G26810	XP_002885044.1
OG0009842	AL3G27050	XP_002885053.1
OG0009843	AL3G27460	XP_002885068.1
OG0009844	AL3G27470	XP_020886654.1
OG0009845	AL7G26100	XP_020873709.1
OG0009846	AL3G27650	XP_020887184.1
OG0009847	AL3G27660	XP_020887186.1
OG0009848	AL3G27690	XP_002885078.2
OG0009849	AL3G27820	XP_002885083.1
OG0009850	AL3G28180	XP_002882952.1
OG0009851	AL3G28500	XP_002885111.1
OG0009852	AL3G28810	XP_020887887.1
OG0009853	AL3G28830	XP_020889011.1
OG0009854	AL3G28850	XP_002882983.1
OG0009855	AL3G28910	XP_002885130.1
OG0009856	AL3G29070	XP_020888624.1
OG0009857	AL3G29150	XP_020889183.1
OG0009858	AL3G29810	XP_020889145.1
OG0009859	AL3G29820	XP_020889118.1
OG0009860	AL3G30240	XP_002883054.1
OG0009861	AL7G25210	XP_020874018.1
OG0009861	AL7G25190	XP_020874017.1
OG0009862	AL3G30970	XP_020889154.1
OG0009863	AL3G31070	XP_002883095.1
OG0009864	AL3G31210	XP_002883104.1
OG0009865	AL5G29290	XP_002877681.1
OG0009866	AL3G31490	XP_020886620.1
OG0009867	AL3G31530	XP_002883123.1
OG0009868	AL5G11600	XP_020881088.1
OG0009869	AL3G31670	XP_002885254.1
OG0009870	AL3G31710	XP_020887393.1
OG0009871	AL3G31810	XP_020889438.1
OG0009872	nbis-gene-923, AL3G31870	XP_002883140.1
OG0009873	AL3G31930	XP_020887093.1
OG0009874	AL3G31980	XP_020888702.1
OG0009875	AL3G32170	XP_020887505.1
OG0009876	AL3G32350	XP_020887460.1
OG0009877	AL3G32390	XP_020888402.1
OG0009878	AL3G32440	XP_020887643.1
OG0009879	AL3G32460	XP_002883162.1
OG0009880	AL3G32530	XP_002885297.1
OG0009881	AL5G10130	XP_020881657.1
OG0009882	AL3G32900	XP_002885311.1
OG0009883	AL3G32920	XP_020888181.1
OG0009884	AL5G40450, AL3G33090	XP_002883196.1
OG0009885	AL3G33120	XP_020887626.1
OG0009886	AL3G33360	XP_002885336.1
OG0009887	AL1G22990	XP_002892657.1
OG0009888	AL3G33620	XP_020887414.1
OG0009889	AL3G33890	XP_020888190.1
OG0009890	AL3G33900	XP_020888189.1
OG0009891	AL3G33960	XP_020888887.1
OG0009892	AL3G34040	XP_002885366.1
OG0009893	AL3G34560	XP_002885393.1
OG0009894	AL3G34830	XP_002885409.1
OG0009895	AL7G51240	XP_002870798.1
OG0009896	AL7G51560	XP_002868750.1
OG0009897	AL4G14970	XP_002880588.1
OG0009898	AL7G51880	XP_002868760.1
OG0009899	AL7G52040	XP_020875447.1
OG0009900	AL7G52660	XP_002870862.1
OG0009901	AL7G46010	XP_020874764.1
OG0009902	AL7G45470	XP_020875059.1
OG0009903	AL7G45420	XP_020874235.1
OG0009904	AL8G19800	XP_020882963.1
OG0009905	AL3G38090	XP_020887661.1
OG0009906	AL3G38070	XP_020887662.1
OG0009907	AL3G37680	XP_002883405.1
OG0009908	AL3G37320	XP_002883385.1
OG0009909	AL3G54110	XP_002884228.1
OG0009909	AL3G54090	XP_020886813.1
OG0009910	AL3G37100	XP_020886693.1
OG0009911	AL3G36700	XP_002883363.2
OG0009912	AL3G36570	XP_002883353.1
OG0009913	AL3G36520	XP_020886721.1
OG0009914	AL3G36260	XP_002885479.1
OG0009915	AL5G18920	XP_002875487.1
OG0009915	AL3G36190	XP_020885994.1
OG0009916	AL3G36070, AL3G36050	XP_020888026.1, XP_002885475.2
OG0009917	AL3G36060	XP_002883322.2
OG0009917	AL3G36040	XP_020887673.1
OG0009918	nbis-gene-751, nbis-gene-752	XP_002885468.1
OG0009919	AL3G35840	XP_002885461.1
OG0009920	AL3G35600, AL5G19540, AL7G43520	XP_020886042.1
OG0009921	AL3G35390	XP_020889299.1
OG0009922	AL7G21780	XP_002867352.1
OG0009923	AL7G21830	XP_002869382.2
OG0009924	AL64U10030	XP_020874284.1
OG0009924	AL8G25810	XP_002864115.1
OG0009925	AL7G22180	XP_020875195.1
OG0009926	AL7G22300	XP_002867379.1
OG0009927	AL2G24050	XP_020891676.1
OG0009928	AL2G19520	XP_020890927.1
OG0009929	AL2G22130	XP_020865691.1
OG0009930	AL1G64840	XP_020867964.1
OG0009931	AL6G30320	XP_002873921.1
OG0009932	AL6G30260	XP_002873918.1
OG0009933	AL6G41130	XP_002874473.1
OG0009934	AL6G40780	XP_020877010.1
OG0009935	AL6G40790	XP_002874448.1
OG0009936	AL6G40810	XP_002872327.1
OG0009937	AL8G22220	XP_020889885.1
OG0009938	AL8G22200	XP_002863934.1
OG0009939	AL8G24420	XP_020886604.1
OG0009940	AL5G32770	XP_020880639.1
OG0009941	AL5G32680	XP_020880275.1
OG0009942	AL5G32650	XP_002876124.1
OG0009943	AL5G32610	XP_020882542.1
OG0009944	AL5G32390	XP_002877831.1
OG0009945	AL5G31930	XP_020880074.1
OG0009946	AL5G31820	XP_002877803.1
OG0009947	AL5G31700	XP_020879933.1
OG0009948	AL5G31620	XP_020881649.1
