Orthogroup	Camelina_sativa	Conringia_planisiliqua
OG0009633	XP_010478868.1, XP_019099370.1, XP_010461265.1	CP7_g44460_DN3_SP0_c.t1
OG0009634	XP_010478804.1, XP_010461207.1	CP7_g44515_DN3_SP8_c.t1, CP7_g44512_DN3_SP0_c.t1
OG0009635	XP_010499902.1, XP_010461187.1, XP_010478777.1	CP7_g44537_DN3_SP0_c.t1
OG0009636	XP_010438030.1, XP_010455372.1, XP_010421885.1	CP20_g4119_DN3_SP8_c.t1
OG0009637	XP_010455368.1, XP_010438096.1, XP_010421880.1	CP20_g4116_DN3_SP8_c.t1
OG0009638	XP_010455279.1, XP_010421772.1, XP_010435742.1	CP14_g23203_DN3_SP3_c.t1
OG0009639	XP_010436518.1, XP_010455261.1	CP14_g23414_DN3_SP6_c.t1
OG0009640	XP_010437167.1, XP_010455434.1, XP_010421956.1	CP20_g4214_DN3_SP3_c.t1
OG0009641	XP_010421975.1, XP_010436881.1, XP_010455455.1	CP20_g4239_DN3_SP6_c.t1
OG0009642	XP_010455460.1, XP_010436842.1, XP_010421989.1, XP_010424509.1, XP_010424510.1, XP_010424511.1	CP20_g4242_DN2_SP1_c.t1
OG0009643	XP_010455464.1	CP20_g4247_DN3_SP0_c.t1
OG0009643	XP_010433716.1	CP20_g4423_DN1_SP0_c.t1
OG0009644	XP_010436755.1, XP_010455471.1, XP_010422003.1	CP20_g4253_DN3_SP5_c.t1
OG0009645	XP_010455591.1, XP_010422131.1, XP_010434139.1	CP20_g4388_DN3_SP3_c.t1
OG0009646	XP_010454195.1, XP_010420725.1, XP_010492982.1	CP8_g54410_DN3_SP0_c.t1
OG0009647	XP_010420727.1, XP_019090559.1, XP_010492983.1	CP8_g54409_DN3_SP3_c.t1
OG0009648	XP_010493895.1, XP_010454981.1, XP_010421501.1	CP2_g48524_DN2_SP5_c.t1
OG0009649	XP_010454990.1, XP_010493900.1	CP2_g48527_DN3_SP8_c.t1
OG0009650	XP_010455003.1, XP_019083967.1, XP_010493910.1	CP2_g48531_DN3_SP8_c.t1
OG0009651	XP_010421519.1, XP_010493919.1, XP_010455015.1	CP2_g48541_DN3_SP8_c.t1
OG0009652	XP_010493931.1, XP_010455028.1, XP_010421534.1	CP2_g48553_DN3_SP5_c.t1
OG0009653	XP_010456741.1, XP_010455061.1, XP_010421551.1, XP_010493946.1	CP2_g48564_DN3_SP1_c.t1
OG0009654	XP_010455073.1, XP_010493966.1, XP_010421562.1	CP2_g48573_DN3_SP4_c.t1
OG0009655	XP_010502402.1, XP_010514150.1	CP9_g28132_DN1_SP0_c.t1
OG0009657	XP_010455109.1, XP_010421595.1	CP2_g48596_DN3_SP0_c.t1
OG0009658	XP_010421608.1, XP_010455121.1, XP_010494008.1	CP2_g48605_DN3_SP3_c.t1
OG0009659	XP_010494010.1, XP_010421612.1, XP_010455126.1	CP2_g48607_DN3_SP8_c.t1
OG0009660	XP_010455170.1, XP_010421685.1, XP_010494088.1	CP2_g48646_DN3_SP8_c.t1
OG0009661	XP_010416401.1, XP_010489107.1, XP_010467944.1	CP10_g43527_DN3_SP4_c.t1
OG0009662	XP_010467940.1, XP_010490300.1, XP_010416317.1	CP10_g43523_DN3_SP6_c.t1
OG0009663	XP_010467931.1, XP_010489088.1, XP_010416208.1	CP12_g31286_DN1_SP0_c.t1, CP10_g43520_DN3_SP0_c.t1
OG0009665	XP_010467836.1, XP_010415881.1, XP_010489050.1	CP12_g29861_DN2_SP0_c.t1
OG0009666	XP_019096249.1, XP_010415655.1, XP_019092727.1	CP12_g29853_DN3_SP8_c.t1
OG0009667	XP_010467957.1, XP_010468776.1, XP_010490263.1	CP12_g29817_DN1_SP0_c.t1
OG0009669	XP_010514947.1, XP_010503239.1, XP_010426057.1	CP3_g14804_DN3_SP8_c.t1
OG0009670	XP_019102258.1, XP_010503233.1, XP_010426053.1	CP3_g14805_DN3_SP4_c.t1
OG0009671	XP_010512797.1	CP4_g23924_DN3_SP8_c.t1
OG0009672	XP_019100688.1, XP_010507821.2	CP10_g43590_DN3_SP8_c.t1
OG0009673	XP_010506848.1, XP_010518519.1	CP4_g23927_DN3_SP7_c.t1
OG0009674	XP_010507830.1, XP_010506841.1	CP4_g23929_DN3_SP8_c.t1
OG0009675	XP_010507835.1, XP_010506831.1, XP_010518507.1	CP4_g23933_DN3_SP8_c.t1
OG0009676	XP_010506829.2, XP_010518506.2, XP_010507837.1	CP4_g23935_DN3_SP1_c.t1
OG0009677	XP_010507844.1, XP_010506823.1, XP_019082452.1	CP4_g23941_DN3_SP0_c.t1
OG0009678	XP_010506807.1, XP_010507863.1, XP_010518481.1	CP4_g23955_DN2_SP0_c.t1
OG0009679	XP_010506690.2, XP_010507979.1, XP_010518350.1	CP4_g24046_DN2_SP0_c.t1
OG0009680	XP_010506687.1, XP_010518349.1, XP_010507982.1	CP4_g24048_DN3_SP8_c.t1
OG0009681	XP_010506676.1, XP_010518341.1, XP_010507990.1	CP4_g24055_DN3_SP0_c.t1
OG0009682	XP_010506659.1, XP_010518324.1, XP_010508006.1	CP4_g24068_DN3_SP0_c.t1
OG0009683	XP_019089044.1, XP_010433401.1, XP_010438656.1	CP5_g1295_DN3_SP8_c.t1
OG0009684	XP_019101149.1, XP_010508007.1, XP_010518323.1, XP_010506658.1	CP4_g24069_DN2_SP0_c.t1
OG0009685	XP_010518322.1, XP_010508009.1, XP_010506657.1	CP4_g24071_DN3_SP3_c.t1
OG0009687	XP_010461444.1, XP_010479050.1, XP_010500150.1	CP1_g38983_DN3_SP8_c.t1
OG0009688	XP_010508048.1, XP_010518294.1, XP_010506623.1, XP_010512827.1	CP4_g24096_DN3_SP0_c.t1
OG0009689	XP_010506619.1, XP_010518288.1, XP_010508051.1	CP4_g24100_DN3_SP8_c.t1
OG0009690	XP_010508059.1, XP_019082422.1, XP_010506614.1	CP4_g24106_DN3_SP0_c.t1
OG0009691	XP_010506604.1, XP_010518269.1, XP_010508065.1	CP4_g24114_DN2_SP0_c.t1
OG0009692	XP_010507764.1	CP4_g24120_DN3_SP8_c.t1
OG0009693	XP_010508116.1, XP_010518192.1, XP_010506552.1	CP4_g24149_DN3_SP6_c.t1
OG0009694	XP_010518199.1, XP_010508122.1	CP4_g24151_DN3_SP5_c.t1
OG0009695	XP_010506527.1, XP_010508117.1	CP4_g24152_DN3_SP0_c.t1
OG0009696	XP_010518185.1, XP_010508133.1, XP_010506544.1	CP4_g24161_DN3_SP5_c.t1
OG0009697	XP_010508161.1, XP_010506502.1	CP4_g24180_DN3_SP8_c.t1
OG0009698	XP_010508163.1, XP_010518169.1, XP_019096019.1	CP4_g24181_DN3_SP7_c.t1
OG0009699	XP_010508173.1, XP_010413062.1, XP_010506484.1	CP4_g24188_DN3_SP8_c.t1
OG0009700	XP_010508193.1, XP_010506467.1, XP_010518144.1	CP4_g24205_DN3_SP5_c.t1
OG0009701	XP_010508197.1, XP_010518141.1, XP_010506463.1	CP4_g24206_DN3_SP0_c.t1
OG0009702	XP_010518133.1, XP_010508201.1, XP_010506458.1	CP4_g24210_DN3_SP8_c.t1
OG0009703	XP_010508209.1, XP_010506449.1, XP_010518125.1	CP4_g24217_DN3_SP5_c.t1
OG0009704	XP_010518115.1, XP_010506442.1, XP_010508217.1	CP4_g24225_DN3_SP3_c.t1
OG0009705	XP_010506440.1, XP_010508219.1, XP_010518112.1	CP4_g24227_DN3_SP8_c.t1
OG0009706	XP_010508260.1, XP_010518077.1, XP_010506405.1	CP4_g24258_DN3_SP0_c.t1
OG0009707	XP_010518039.1, XP_010508297.1, XP_010506366.1	CP4_g24288_DN3_SP1_c.t1
OG0009708	XP_010518011.1, XP_010506332.1, XP_010508325.1	CP4_g24309_DN3_SP1_c.t1
OG0009709	XP_010518004.1, XP_010506327.1, XP_010508332.1	CP4_g24315_DN2_SP0_c.t1
OG0009710	XP_010517960.1, XP_010506281.1, XP_010508372.1	CP4_g24346_DN3_SP0_c.t1
OG0009711	XP_019082362.1, XP_010506226.1, XP_010508423.1	CP4_g24380_DN3_SP8_c.t1
OG0009712	XP_010508439.1, XP_010517898.1, XP_010506207.1	CP4_g24391_DN3_SP4_c.t1
OG0009713	XP_010506201.1, XP_010508446.1, XP_010517889.1	CP4_g24398_DN3_SP8_c.t1
OG0009714	XP_010506196.1, XP_010508448.1, XP_010517888.1	CP4_g24400_DN3_SP0_c.t1
OG0009715	XP_010508475.1, XP_010506161.1	CP4_g24422_DN3_SP2_c.t1
OG0009716	XP_010508476.1, XP_010506159.1	CP4_g24423_DN3_SP8_c.t1
OG0009717	XP_010508503.1, XP_010517840.1	CP4_g24433_DN3_SP0_c.t1
OG0009718	XP_010506142.1, XP_010508505.1, XP_010517836.1	CP4_g24437_DN3_SP3_c.t1
OG0009719	XP_019086956.1, XP_010494854.1, XP_010481421.1	CP13_g19830_DN3_SP0_c.t1
OG0009720	XP_010508523.1, XP_010517825.2	CP4_g24447_DN3_SP8_c.t1
OG0009721	XP_010517784.1	CP4_g24468_DN3_SP7_c.t1
OG0009722	XP_010508555.1, XP_010506084.1, XP_010517781.1	CP4_g24469_DN3_SP0_c.t1
OG0009723	XP_010508577.1, XP_010517767.1	CP4_g24485_DN2_SP0_c.t1
OG0009724	XP_010517762.1, XP_010508578.1	CP4_g24486_DN3_SP3_c.t1
OG0009725	XP_010517755.1, XP_010506058.1, XP_010508584.1	CP4_g24491_DN3_SP0_c.t1
OG0009726	XP_010506045.1, XP_010517748.1, XP_010508591.1	CP4_g24493_DN3_SP1_c.t1
OG0009727	XP_010508684.1, XP_010517665.1, XP_010505961.1	CP4_g24550_DN3_SP7_c.t1
OG0009728	XP_010517672.1, XP_010505972.1, XP_010508671.1	CP4_g24541_DN3_SP8_c.t1
OG0009729	XP_010507688.1, XP_010413001.1, XP_010508675.1	CP4_g24537_DN3_SP2_c.t1
OG0009730	XP_010508716.1, XP_010505927.1, XP_010517640.1	CP4_g24573_DN3_SP3_c.t1
OG0009731	XP_010507736.1, XP_010466088.1, XP_010487887.1	CP12_g30286_DN3_SP2_c.t1, CP12_g30285_DN3_SP0_c.t1
OG0009732	XP_019095487.1, XP_010445772.1, XP_010494911.1	CP13_g19791_DN3_SP8_c.t1
OG0009733	XP_010429549.1, XP_010485423.1, XP_010463584.1	CP11_g32436_DN3_SP0_c.t1, CP10_g42188_DN3_SP8_c.t1
OG0009734	XP_010463610.1, XP_010451241.1, XP_010485453.1	CP10_g42211_DN3_SP0_c.t1
OG0009735	XP_010477172.1, XP_010478914.1, XP_010485479.1	CP10_g42233_DN3_SP0_c.t1
OG0009736	XP_010485486.1, XP_010463644.1, XP_010486759.1	CP10_g42236_DN3_SP4_c.t1
OG0009737	XP_010463667.1, XP_010498637.1, XP_010485564.1	CP10_g42249_DN3_SP4_c.t1
OG0009738	XP_010485576.1, XP_010463677.1, XP_010499263.1	CP10_g42254_DN3_SP8_c.t1
OG0009739	XP_010502050.1, XP_010485614.1, XP_010463713.1	CP10_g42276_DN3_SP0_c.t1
OG0009740	XP_010485623.1, XP_010503306.1, XP_010463725.1	CP10_g42286_DN1_SP0_c.t1
OG0009741	XP_010485649.1, XP_010506908.1, XP_010463763.1	CP10_g42308_DN3_SP2_c.t1
OG0009742	XP_010507160.1, XP_010485657.1, XP_010463767.1	CP10_g42314_DN3_SP7_c.t1
OG0009743	XP_010463770.1, XP_010485659.1, XP_010507648.1	CP10_g42316_DN3_SP8_c.t1
OG0009744	XP_010485683.1, XP_010463792.1, XP_010510521.1	CP10_g42335_DN3_SP4_c.t1
OG0009745	XP_010463810.1, XP_010485701.1, XP_010512066.1	CP10_g42349_DN3_SP5_c.t1
OG0009746	XP_010485764.1, XP_010463864.1	CP10_g42393_DN3_SP2_c.t1
OG0009747	XP_010518044.1, XP_010485777.1, XP_010463878.1	CP10_g42405_DN3_SP1_c.t1
OG0009748	XP_010463913.1, XP_010485805.1, XP_010414047.1	CP10_g42425_DN3_SP6_c.t1
OG0009749	XP_010485821.1, XP_010415110.1, XP_010463922.1	CP10_g42433_DN3_SP8_c.t1
OG0009750	XP_010463937.1, XP_010416191.1, XP_010485834.1	CP10_g42443_DN3_SP0_c.t1
OG0009751	XP_010416294.1, XP_010463938.1, XP_010485836.1	CP10_g42444_DN3_SP8_c.t1
OG0009752	XP_019096297.1, XP_019092015.1, XP_019099861.1	CP10_g42451_DN3_SP3_c.t1
OG0009753	XP_010485848.1, XP_010417626.1, XP_010463951.1	CP10_g42454_DN3_SP8_c.t1
OG0009754	XP_010468011.1, XP_010463956.1, XP_010485853.1, XP_010417937.1	CP10_g42457_DN3_SP6_c.t1
OG0009755	XP_010485858.1, XP_010463960.1, XP_010418365.1	CP10_g42461_DN3_SP8_c.t1
OG0009756	XP_019097011.1, XP_010420004.1, XP_010463978.1	CP10_g42476_DN3_SP8_c.t1
OG0009757	XP_010463996.1	CP10_g42487_DN3_SP8_c.t1
OG0009758	XP_010485909.1, XP_010464015.1, XP_010422930.1	CP10_g42494_DN3_SP0_c.t1
OG0009759	XP_010485922.1, XP_010424124.1, XP_010464027.1	CP10_g42504_DN3_SP0_c.t1
OG0009760	XP_010430694.1, XP_010464100.1, XP_010486029.1	CP10_g42557_DN3_SP0_c.t1
OG0009761	XP_010435466.1, XP_010486090.1, XP_010486092.1, XP_010464170.1	CP10_g42608_DN3_SP7_c.t1
OG0009762	XP_010464173.1	CP10_g42610_DN3_SP1_c.t1
OG0009764	XP_010437614.1, XP_010486121.1, XP_010464197.1	CP10_g42627_DN3_SP8_c.t1
OG0009765	XP_010464198.1, XP_010486124.1, XP_019100249.1	CP10_g42628_DN3_SP0_c.t1
OG0009766	XP_010486150.1, XP_010439795.1, XP_010464214.1	CP10_g42644_DN3_SP8_c.t1
OG0009767	XP_010464228.1, XP_010441681.1, XP_010486164.1	CP10_g42658_DN3_SP1_c.t1
OG0009768	XP_010486183.1, XP_010443061.1, XP_010464248.1	CP10_g42671_DN3_SP7_c.t1
OG0009769	XP_010486211.1, XP_010464270.1, XP_010445020.1	CP10_g42687_DN3_SP3_c.t1
OG0009770	XP_010433434.1, XP_010448207.1, XP_010438693.1	CP19_g17952_DN3_SP6_c.t1
OG0009771	XP_019093897.1, XP_010486218.1, XP_010464282.1	CP10_g42695_DN3_SP0_c.t1
OG0009773	XP_010448096.1, XP_010464298.2, XP_010486241.1	CP10_g42716_DN3_SP4_c.t1
OG0009774	XP_010486253.1, XP_010448797.1, XP_010464291.1	CP10_g42719_DN3_SP0_c.t1
OG0009775	XP_010464330.1, XP_010486263.1, XP_010449820.1	CP10_g42727_DN3_SP1_c.t1
OG0009776	XP_010464343.1, XP_010450495.1	CP10_g42738_DN3_SP8_c.t1
OG0009777	XP_010451051.1, XP_010464350.1, XP_010486277.1	CP10_g42739_DN3_SP5_c.t1
OG0009778	XP_010486283.1, XP_010451469.1, XP_010464355.1	CP10_g42744_DN3_SP0_c.t1
OG0009779	XP_010453534.1, XP_010486316.1, XP_010464382.1	CP10_g42763_DN3_SP0_c.t1
OG0009780	XP_010464398.1, XP_010486331.1, XP_010456023.1	CP10_g42775_DN3_SP8_c.t1
OG0009781	XP_019100549.1, XP_010464401.1, XP_010486334.1	CP10_g42777_DN3_SP8_c.t1
OG0009782	XP_010464416.1, XP_010457327.1, XP_010486347.1	CP10_g42788_DN3_SP8_c.t1
OG0009784	XP_010460274.1, XP_010464441.1, XP_010486372.1	CP10_g42805_DN3_SP8_c.t1
OG0009785	XP_010464442.1, XP_010460460.1, XP_010486373.1	CP10_g42806_DN3_SP8_c.t1
OG0009786	XP_010464443.1, XP_010418201.1, XP_010486374.1	CP10_g42807_DN3_SP2_c.t1
OG0009787	XP_010433305.1, XP_010438547.1, XP_010448074.1	CP5_g1218_DN1_SP1_c.t1
OG0009788	XP_010486384.1, XP_010461096.1, XP_010464451.1	CP10_g42813_DN3_SP7_c.t1
OG0009789	XP_010461613.1, XP_010464458.1, XP_010486387.1	CP10_g42816_DN3_SP2_c.t1
OG0009790	XP_010486402.1, XP_010464471.1, XP_010462948.1	CP10_g42825_DN3_SP8_c.t1
OG0009792	XP_010469013.1, XP_010486468.1, XP_010464547.1	CP10_g42879_DN3_SP0_c.t1, CP4_g24070_DN3_SP0_c.t1
OG0009793	XP_010470877.1, XP_010471071.1, XP_010464568.1, XP_010486491.1	CP10_g42893_DN1_SP0_c.t1
OG0009794	XP_010486499.1, XP_010471796.1, XP_010464575.1, XP_019096198.1, XP_010471703.1, XP_010464576.1	CP10_g42899_DN3_SP0_c.t1
OG0009795	XP_010472551.1, XP_019092471.1, XP_019096627.1	CP10_g42904_DN3_SP0_c.t1
OG0009797	XP_010464658.1, XP_010479518.1	CP10_g42964_DN3_SP8_c.t1
OG0009798	XP_010464672.1, XP_010486603.1, XP_010480740.1, XP_010412663.1	CP10_g42974_DN3_SP2_c.t1
OG0009799	XP_019096248.1, XP_010480964.1, XP_010464679.1	CP10_g42975_DN3_SP2_c.t1
OG0009800	XP_010464707.1, XP_010483045.1, XP_010486636.1	CP10_g42994_DN3_SP8_c.t1
OG0009801	XP_010485254.1, XP_010464728.1, XP_010486665.1	CP10_g43014_DN3_SP8_c.t1
OG0009802	XP_010490979.1, XP_010423555.1	CP10_g43020_DN3_SP0_c.t1
OG0009803	XP_010513585.1, XP_010470499.1, XP_010415169.1	CP10_g43024_DN3_SP0_c.t1
OG0009804	XP_010486683.1, XP_010493783.1, XP_010464748.1, XP_019092849.1	CP10_g43033_DN3_SP0_c.t1
OG0009805	XP_010486708.1, XP_010491291.1, XP_010464778.1	CP10_g43054_DN3_SP0_c.t1
OG0009806	XP_010490154.1, XP_010486718.1	CP10_g43063_DN3_SP0_c.t1
OG0009807	XP_019101166.1, XP_010464801.1, XP_010486748.1	CP10_g43072_DN3_SP0_c.t1
OG0009808	XP_010486795.1, XP_010495717.1, XP_010464845.1	CP10_g43102_DN3_SP8_c.t1
OG0009809	XP_010464860.1, XP_010496221.1	CP10_g43108_DN3_SP8_c.t1
OG0009810	XP_010486854.1, XP_010498187.1, XP_010464917.1	CP10_g43149_DN2_SP0_c.t1
OG0009811	XP_010498325.1, XP_010486871.1, XP_010464941.1	CP10_g43158_DN3_SP8_c.t1
OG0009812	XP_010498364.1, XP_010464945.1, XP_010486875.2	CP10_g43161_DN3_SP8_c.t1
OG0009813	XP_010486888.1, XP_010464956.1, XP_010498462.1	CP10_g43170_DN3_SP7_c.t1
OG0009814	XP_010464967.1, XP_010498659.1, XP_010486909.1	CP10_g43181_DN3_SP8_c.t1
OG0009815	XP_010498739.1, XP_010486915.1, XP_010464972.1	CP10_g43186_DN3_SP8_c.t1
OG0009816	XP_010486927.1, XP_010464993.1, XP_010498863.1	CP10_g43193_DN3_SP8_c.t1
OG0009817	XP_010465006.1, XP_010486937.1, XP_010498952.1	CP10_g43197_DN3_SP8_c.t1
OG0009818	XP_010486979.1, XP_010465029.1, XP_010499156.1	CP10_g43212_DN3_SP2_c.t1
OG0009819	XP_019090135.1, XP_019089843.1, XP_019084052.1	CP20_g4165_DN3_SP0_c.t1
OG0009820	XP_010465048.1, XP_010486996.1, XP_010499388.1	CP10_g43229_DN3_SP7_c.t1
OG0009821	XP_010499495.1, XP_010487005.1, XP_010465060.1	CP10_g43238_DN3_SP7_c.t1
OG0009822	XP_010487009.1, XP_010499552.1, XP_010465061.1	CP10_g43240_DN3_SP0_c.t1
OG0009823	XP_010465084.1, XP_010418930.1, XP_010487036.1	CP10_g43256_DN3_SP0_c.t1
OG0009824	XP_010499876.1, XP_010465106.1, XP_010487047.1	CP10_g43262_DN3_SP8_c.t1
OG0009825	XP_010499921.1, XP_010465107.1, XP_010487048.1	CP10_g43264_DN3_SP6_c.t1
OG0009826	XP_010487053.1, XP_010465109.1, XP_010499942.1	CP10_g43265_DN3_SP8_c.t1
OG0009827	XP_010487072.1, XP_010497189.1, XP_010465142.1	CP10_g43282_DN3_SP0_c.t1
OG0009828	XP_010465154.1, XP_010500284.1	CP10_g43288_DN3_SP8_c.t1
OG0009829	XP_019101517.1, XP_010465167.1, XP_019096565.1	CP10_g43299_DN2_SP0_c.t1
OG0009830	XP_010500684.1, XP_010465196.1, XP_010487115.1	CP10_g43318_DN3_SP1_c.t1
OG0009831	XP_010500780.1, XP_010468155.1	CP10_g43325_DN3_SP7_c.t1
OG0009832	XP_010487144.1, XP_010465235.1, XP_010501122.1	CP10_g43335_DN3_SP4_c.t1
OG0009833	XP_010465236.1, XP_010501131.1, XP_010487145.1	CP10_g43336_DN3_SP8_c.t1
OG0009834	XP_010487193.1, XP_010501604.1, XP_010465288.1	CP10_g43375_DN3_SP8_c.t1
OG0009835	XP_010487222.1, XP_010501784.1, XP_010465315.1	CP10_g43395_DN3_SP0_c.t1
OG0009837	XP_010468165.2, XP_010489828.2, XP_010501814.1	CP10_g43401_DN1_SP1_c.t1
OG0009838	XP_010465319.1, XP_010487226.1	CP10_g43402_DN3_SP8_c.t1
OG0009839	XP_010442190.1, XP_010494150.1	CP22_g17391_DN3_SP3_c.t1
OG0009840	XP_010465325.1, XP_010501850.1	CP10_g43410_DN3_SP8_c.t1
OG0009841	XP_019101804.1, XP_019092617.1, XP_019096868.1	CP10_g43420_DN3_SP7_c.t1
OG0009842	XP_019096144.1, XP_010502051.1, XP_019092597.1	CP10_g43442_DN3_SP2_c.t1
OG0009843	XP_010502493.1, XP_010487326.1, XP_010465452.1	CP10_g43478_DN3_SP1_c.t1
OG0009844	XP_010487327.1, XP_010502504.1, XP_010465453.1	CP10_g43479_DN3_SP0_c.t1
OG0009845	XP_010433446.1, XP_010448218.1, XP_010438704.1	CP19_g17963_DN3_SP0_c.t1
OG0009846	XP_010487347.1, XP_010502701.1, XP_010465476.1	CP10_g43492_DN3_SP8_c.t1
OG0009847	XP_010502692.1, XP_010487346.1, XP_010465475.1	CP10_g43493_DN3_SP2_c.t1
OG0009848	XP_010502738.1, XP_010487350.1, XP_010465479.1	CP10_g43496_DN3_SP0_c.t1
OG0009849	XP_019102000.1, XP_019096220.1, XP_010465497.1	CP10_g43508_DN3_SP0_c.t1
OG0009850	XP_010503155.1, XP_010465527.1, XP_010487382.1	CP5_g2156_DN2_SP0_c.t1, CP12_g29896_DN3_SP7_c.t1
OG0009851	XP_010465576.1, XP_010487425.1, XP_010503513.1	CP12_g29928_DN3_SP8_c.t1
OG0009852	XP_019102156.1, XP_019092586.1, XP_019096270.1	CP12_g29965_DN3_SP1_c.t1
OG0009853	XP_010465623.1, XP_010503884.1, XP_010487465.1	CP12_g29967_DN3_SP8_c.t1
OG0009854	XP_010487468.1, XP_010465627.1, XP_010503906.1	CP12_g29969_DN3_SP5_c.t1
OG0009855	XP_010487472.1, XP_010465634.1	CP12_g29974_DN3_SP0_c.t1
OG0009856	XP_010487487.1, XP_010504139.1, XP_010465654.1	CP12_g29985_DN3_SP0_c.t1
OG0009858	XP_010504717.1, XP_010487555.1, XP_010465709.1	CP12_g30029_DN3_SP5_c.t1
OG0009859	XP_010504728.1, XP_010487556.1, XP_010465710.1	CP12_g30030_DN3_SP8_c.t1
OG0009860	XP_010487595.1, XP_010505132.1, XP_010465748.1	CP12_g30063_DN3_SP7_c.t1
OG0009862	XP_010465839.1, XP_010487677.1	CP12_g30116_DN3_SP8_c.t1
OG0009863	XP_010506097.1, XP_010487691.1, XP_010465853.1	CP12_g30124_DN3_SP8_c.t1
OG0009864	XP_010487719.1, XP_010506313.1, XP_010465880.1	CP12_g30142_DN3_SP4_c.t1
OG0009866	XP_010487741.1, XP_010506647.1	CP12_g30163_DN3_SP0_c.t1
OG0009867	XP_010465918.1, XP_010506712.1, XP_010487744.1	CP12_g30167_DN3_SP8_c.t1
OG0009868	XP_010425013.1, XP_010514009.1, XP_010502250.1	CP13_g19576_DN3_SP7_c.t1
OG0009869	XP_010506846.1, XP_010487758.1, XP_010465930.1	CP12_g30174_DN3_SP6_c.t1
OG0009870	XP_010506898.1, XP_010487768.1, XP_010465942.1	CP12_g30180_DN3_SP0_c.t1
OG0009872	XP_010465963.1, XP_010487781.1, XP_010506990.1, XP_010497524.1	CP12_g30193_DN3_SP0_c.t1
OG0009873	XP_010487785.1, XP_010465971.1, XP_010507042.1	CP12_g30199_DN3_SP6_c.t1
OG0009874	XP_010465976.1, XP_010487789.1, XP_010507061.1	CP12_g30203_DN3_SP8_c.t1
OG0009875	XP_010465993.1, XP_010507145.1	CP12_g30218_DN3_SP0_c.t1
OG0009876	XP_010487826.1, XP_010466029.1	CP12_g30236_DN3_SP0_c.t1
OG0009877	XP_010466038.1, XP_010487831.1	CP12_g30240_DN3_SP6_c.t1
OG0009878	XP_010489930.1, XP_010507393.1, XP_019092244.1	CP12_g30246_DN3_SP2_c.t1
OG0009879	XP_010507427.1, XP_010466043.1, XP_010487835.1	CP12_g30248_DN3_SP8_c.t1
OG0009880	XP_010489934.1, XP_010419888.1, XP_010468282.1	CP12_g30255_DN3_SP0_c.t1
OG0009881	XP_010513823.1, XP_019099955.1, XP_010424853.1	CP13_g19696_DN3_SP1_c.t1
OG0009882	XP_010487895.1, XP_010507790.1, XP_010466099.1	CP12_g30292_DN3_SP0_c.t1
OG0009883	XP_010507796.1, XP_010487897.1, XP_010466095.1	CP12_g30294_DN3_SP0_c.t1
OG0009884	XP_010507888.1, XP_010487910.1, XP_010466121.1	CP12_g30310_DN3_SP0_c.t1
OG0009885	XP_019097112.1, XP_010466124.1, XP_010507899.1	CP12_g30312_DN3_SP0_c.t1
OG0009886	XP_010466148.1, XP_010487937.1, XP_010508120.1	CP12_g30329_DN3_SP1_c.t1
OG0009887	XP_010493338.1, XP_010476118.1, XP_010458587.1	CP1_g37481_DN3_SP3_c.t1
OG0009888	XP_010508311.1, XP_010466167.1, XP_010487955.1	CP12_g30341_DN3_SP8_c.t1
OG0009889	XP_010487987.1	CP12_g30369_DN3_SP3_c.t1
OG0009890	XP_010508613.1, XP_010489966.1, XP_019096251.1	CP12_g30370_DN3_SP3_c.t1
OG0009891	XP_010466208.1, XP_010508706.1, XP_010487996.1	CP12_g30376_DN3_SP5_c.t1
OG0009892	XP_010488003.1, XP_010508787.1, XP_010466217.1	CP12_g30384_DN3_SP8_c.t1
OG0009893	XP_010466268.1, XP_010509193.1, XP_010488051.1, XP_010488054.1	CP12_g30424_DN3_SP7_c.t1, CP12_g30461_DN3_SP0_c.t1
OG0009894	XP_019096225.1, XP_019092955.1	CP12_g30444_DN3_SP6_c.t1
OG0009895	XP_010450832.1, XP_010435823.1	CP5_g1559_DN3_SP8_c.t1
OG0009896	XP_010441015.1, XP_010435796.1, XP_010450860.1	CP5_g1594_DN3_SP0_c.t1
OG0009898	XP_010450883.1, XP_010440989.1, XP_010435779.1	CP5_g1615_DN2_SP0_c.t1, CP5_g1617_DN3_SP7_c.t1
OG0009899	XP_010440970.1, XP_010450898.1	CP5_g1632_DN3_SP8_c.t1
OG0009900	XP_010435720.1, XP_010450955.1	CP5_g1673_DN3_SP8_c.t1
OG0009901	XP_010450492.1, XP_010440846.1, XP_010435569.1	CP5_g1810_DN1_SP0_c.t1
OG0009903	XP_010440793.1, XP_010435508.1, XP_010450448.1	CP5_g1951_DN3_SP8_c.t1
OG0009904	XP_010482035.1, XP_010445932.1, XP_010439034.1	CP2_g48836_DN2_SP1_c.t1
OG0009905	XP_010488399.1, XP_010466678.1	CP12_g30707_DN3_SP8_c.t1
OG0009906	XP_010512451.1, XP_010488398.1, XP_010466677.1	CP12_g30706_DN3_SP2_c.t1
OG0009907	XP_010488353.1, XP_010466623.1, XP_010512086.1, XP_010468404.1	CP12_g30670_DN3_SP0_c.t1
OG0009908	XP_010488328.1, XP_010511917.1, XP_010466588.1	CP12_g30654_DN3_SP7_c.t1
