Orthogroup	Camelina_sativa	Alyssum_gmelinii
OG0008980	XP_010454498.1, XP_010421022.1	Ag004G0594000
OG0008981	XP_010493323.1, XP_010421028.1, XP_010454501.1	Ag004G0594500
OG0008982	XP_010421056.1, XP_010493354.1, XP_010454528.1	Ag004G0598600
OG0008983	XP_019095805.1, XP_010446338.1, XP_010442976.1	Ag004G0601300
OG0008984	XP_010454562.1, XP_010421081.1, XP_010493398.1	Ag004G0602600
OG0008985	XP_010454579.1, XP_010493408.1, XP_010421097.1	Ag004G0610200
OG0008986	XP_010456674.1, XP_010443872.1, XP_010483721.1	Ag004G0612400
OG0008987	XP_010483677.1, XP_010456289.1, XP_010443831.1	Ag004G0620900
OG0008988	XP_010443813.1, XP_010456108.1	Ag004G0622700
OG0008989	XP_010443786.1, XP_010483645.1, XP_010455791.1	Ag004G0629800
OG0008990	XP_010443783.1, XP_019095512.1, XP_010455759.1	Ag004G0630100
OG0008991	XP_019088126.1, XP_010455528.1, XP_010483624.1	Ag004G0632800
OG0008992	XP_010443770.1, XP_010483632.1, XP_010455671.1	Ag004G0633200
OG0008993	XP_010483621.1, XP_010443753.1, XP_010455489.1	Ag004G0634400
OG0008994	XP_010454733.1, XP_010443665.1, XP_010483536.1	Ag004G0650800
OG0008995	XP_010443662.1, XP_010483531.1, XP_010454701.1	Ag004G0651400, Ag022G2751700
OG0008996	XP_010483518.1, XP_010443652.1	Ag004G0653500
OG0008997	XP_010483509.1, XP_010454521.1, XP_010443645.1	Ag004G0655200
OG0008998	XP_010454543.1, XP_010483507.1, XP_010443643.1	Ag004G0655800
OG0008999	XP_010483465.1, XP_010443606.1, XP_010454052.1, XP_010454024.1	Ag004G0662800
OG0009000	XP_010496656.1, XP_010483427.1	Ag004G0666400
OG0009001	XP_010443551.1, XP_010483402.1, XP_010453493.1	Ag004G0668600
OG0009002	XP_019096090.1, XP_019088436.1	Ag004G0670500
OG0009003	XP_010498551.1, XP_010459791.1, XP_010477353.1	Ag004G0672500, Ag034G3993000
OG0009004	XP_010443517.1, XP_010453107.1, XP_010483368.1	Ag004G0672700
OG0009005	XP_010416830.1, XP_010472071.1, XP_010428981.1, XP_010428982.1	Ag004G0676800
OG0009006	XP_010483346.1, XP_010452894.1, XP_010443500.1	Ag004G0677800
OG0009007	XP_010443455.1, XP_010452554.1, XP_010483291.1	Ag004G0682500
OG0009008	XP_010483277.1, XP_010446167.1	Ag004G0686200
OG0009009	XP_010452049.1, XP_010443423.1, XP_010483251.1	Ag004G0692300
OG0009010	XP_010483235.1, XP_010451940.1, XP_010443411.1	Ag004G0693700
OG0009011	XP_010483233.1, XP_019085649.1, XP_010451922.1, XP_010443408.1	Ag004G0694000, Ag027G3038500
OG0009012	XP_010483224.1, XP_010443398.1, XP_010451872.1	Ag004G0695600
OG0009013	XP_019088457.1, XP_010451861.1, XP_010483220.1	Ag004G0696000
OG0009014	XP_010443393.1, XP_010483219.2, XP_010451857.1	Ag004G0696400
OG0009015	XP_010451679.1, XP_010483183.1, XP_010443357.1	Ag004G0703000
OG0009016	XP_010443356.1, XP_010485196.1, XP_010451653.1	Ag004G0703600
OG0009017	XP_010451561.1, XP_010483174.1, XP_010443346.1	Ag004G0706500
OG0009018	XP_010443340.1, XP_010483171.1, XP_010451524.1	Ag004G0707300
OG0009019	XP_010483160.1, XP_010451467.1, XP_010443334.1	Ag004G0709500
OG0009020	XP_010451438.1, XP_010483154.1, XP_010443325.1	Ag004G0710400
OG0009021	XP_010443310.1, XP_010451275.1, XP_010483133.1	Ag004G0712200
OG0009022	XP_010451263.1, XP_010483132.1, XP_010443308.1	Ag004G0712600
OG0009023	XP_010483113.1, XP_010443293.1, XP_010451052.1	Ag004G0720100
OG0009024	XP_010443291.1, XP_010483111.1, XP_019092318.1	Ag004G0720300
OG0009025	XP_010443270.1, XP_010450814.1, XP_010485162.1	Ag004G0723000
OG0009026	XP_010450900.1, XP_010483103.1, XP_010443280.1	Ag004G0724000
OG0009027	XP_010483065.1, XP_010443237.1, XP_010450483.1	Ag004G0730800
OG0009028	XP_010443236.1, XP_010483064.1, XP_010450475.1	Ag004G0731200
OG0009029	XP_010443226.1, XP_010483056.1, XP_010450217.1	Ag004G0733000
OG0009030	XP_010449954.1, XP_010443201.1, XP_010483015.1	Ag004G0736500
OG0009031	XP_010449946.1, XP_010483013.1, XP_010443200.1	Ag004G0736900
OG0009032	XP_010443191.1, XP_010483004.1, XP_010449756.1, XP_010483000.1	Ag004G0739200
OG0009034	XP_010449262.1, XP_010443141.1, XP_010482953.1	Ag004G0745600
OG0009035	XP_010449150.1, XP_010443123.1, XP_010482936.1	Ag004G0746200
OG0009036	XP_010443121.1, XP_010482934.1, XP_010449124.1	Ag004G0746400
OG0009037	XP_010448971.1, XP_010443105.1, XP_010482927.1	Ag004G0748700
OG0009038	XP_010443098.1, XP_010482912.1, XP_010448898.1	Ag004G0750400
OG0009039	XP_010503614.1, XP_010426469.1	Ag004G0759000
OG0009040	XP_010515269.1, XP_010503582.1, XP_010426434.1	Ag004G0764100
OG0009041	XP_010515267.1, XP_010426430.1, XP_010503573.1	Ag004G0764300
OG0009042	XP_010515254.1, XP_010503557.1, XP_010426412.1	Ag004G0768200
OG0009043	XP_010426409.1, XP_010503553.1, XP_010515243.1	Ag011G1241200, Ag004G0768900
OG0009044	XP_010426392.1	Ag004G0772100
OG0009045	XP_010431143.1, XP_010503517.1	Ag004G0775200
OG0009046	XP_010446663.1, XP_010482829.1, XP_010442997.1	Ag004G0780500, Ag020G2557300
OG0009047	XP_010482838.1, XP_010446757.1, XP_010443004.1	Ag020G2555900, Ag004G0782600
OG0009048	XP_010456046.1, XP_010429530.1, XP_010422607.1	Ag022G2631500
OG0009049	XP_010422537.1, XP_010455922.1, XP_010430291.1	Ag022G2651000
OG0009050	XP_010417351.1, XP_010429580.1, XP_010472594.1	Ag022G2652300
OG0009051	XP_010491358.1, XP_010423212.1, XP_010452707.1	Ag022G2654000
OG0009052	XP_010450399.1, XP_010445516.1, XP_019086750.1	Ag022G2660700
OG0009053	XP_010418535.1, XP_010473728.1, XP_010430603.1	Ag024G2896300, Ag022G2667800, Ag016G2310000
OG0009054	XP_010423290.1, XP_010491265.1, XP_010452624.1	Ag022G2674900
OG0009055	XP_019098537.1	Ag022G2679200
OG0009056	XP_019084488.1, XP_010491206.1, XP_010452573.1	Ag022G2683500
OG0009057	XP_010452568.2, XP_010423343.2, XP_010491201.2	Ag022G2685100, Ag022G2685200, Ag002G0169300
OG0009058	XP_010491181.1, XP_010452552.1, XP_010424757.1, XP_010423362.1	Ag022G2689200
OG0009059	XP_010423372.1, XP_010491174.1, XP_010452542.1	Ag022G2690000
OG0009060	XP_010454088.1, XP_010492852.1, XP_010420611.1	Ag060G5009800, Ag022G2693900
OG0009061	XP_019083871.1, XP_019090468.1, XP_019097903.1	Ag022G2694000, Ag060G5010000
OG0009062	XP_010477977.1, XP_010499138.1, XP_010460407.1	Ag022G2695100
OG0009063	XP_010423391.1, XP_010452520.1, XP_010491152.1	Ag022G2697400
OG0009064	XP_010499150.1, XP_010477988.1, XP_010460423.1	Ag022G2700700
OG0009065	XP_010452512.1, XP_010491149.1, XP_010423395.1	Ag022G2702800
OG0009066	XP_010452511.1, XP_010423396.1, XP_019097296.1	Ag022G2702900
OG0009067	XP_010491114.1, XP_010423430.1, XP_010452483.1, XP_010452484.1	Ag022G2707400, Ag022G2707000
OG0009068	XP_010452477.1, XP_010423443.1, XP_010491100.1	Ag022G2708700
OG0009069	XP_010491091.1, XP_010423452.1, XP_010452464.1	Ag022G2710000
OG0009070	XP_010491078.1, XP_010452448.1, XP_010423470.1	Ag022G2713500
OG0009071	XP_010423473.1, XP_010491073.1, XP_010452444.1	Ag022G2714300
OG0009072	XP_010423483.1, XP_010491065.1, XP_010452431.1	Ag022G2716100
OG0009073	XP_010452420.1, XP_010423494.1, XP_010491051.1	Ag022G2718700
OG0009074	XP_010452422.1, XP_010423493.1, XP_010491052.1	Ag022G2718800
OG0009075	XP_010506115.1, XP_010517818.1, XP_010508530.1	Ag022G2720100, Ag002G0158700
OG0009076	XP_010452410.1, XP_010491036.1, XP_010423502.1	Ag022G2720900
OG0009077	XP_010423509.1, XP_010423507.1, XP_010452403.1, XP_010491030.1	Ag022G2722700
OG0009078	XP_010491029.1, XP_010452399.1, XP_010423510.1	Ag022G2723300
OG0009079	XP_010491003.1, XP_010452384.1, XP_010423532.1	Ag022G2725700
OG0009080	XP_010423577.1, XP_010452341.1, XP_010490956.1	Ag022G2732900
OG0009081	XP_010495070.1, XP_010424783.1, XP_010452328.1	Ag022G2734900
OG0009082	XP_010423600.1, XP_010452319.1, XP_010490929.1	Ag022G2737100, Ag003G0318300
OG0009083	XP_010423614.1, XP_010490925.1	Ag022G2738300
OG0009084	XP_010419576.1, XP_010456292.1, XP_010426983.1	Ag022G2739000
OG0009086	XP_010452291.1, XP_010423648.1, XP_010490887.1	Ag022G2742900
OG0009087	XP_010490880.1, XP_010423654.1, XP_010452282.1	Ag022G2744200
OG0009089	XP_010490868.1, XP_010423663.1, XP_010452272.1	Ag022G2745600
OG0009090	XP_010490866.1, XP_010423667.1, XP_010452270.1	Ag022G2746200
OG0009091	XP_019088158.1, XP_010482396.1, XP_010442437.1	Ag015G2212700, Ag022G2748100
OG0009092	XP_010490857.1, XP_010452260.1, XP_010423679.1	Ag022G2748900
OG0009093	XP_010490838.1, XP_010423699.1, XP_010452234.1	Ag022G2752400
OG0009094	XP_010423700.1, XP_010452233.1, XP_010490837.1	Ag022G2752600
OG0009095	XP_010423734.1, XP_010490808.1, XP_010452206.1	Ag022G2756600
OG0009096	XP_010452194.1, XP_010490791.1, XP_010423745.1	Ag022G2758400
OG0009097	XP_010424800.1	Ag022G2760100
OG0009098	XP_010423798.1, XP_010452151.1, XP_010490758.1	Ag022G2766700
OG0009099	XP_010479024.1, XP_010500120.1, XP_010461426.1	Ag022G2771600
OG0009100	XP_010490713.1, XP_019084578.1, XP_010452097.1	Ag022G2772700
OG0009101	XP_010490689.1, XP_019084749.1, XP_010452077.1	Ag022G2774100
OG0009102	XP_010490640.1, XP_010423885.1, XP_010452055.1	Ag022G2777300
OG0009103	XP_010490627.1, XP_010452043.1, XP_010423900.1	Ag022G2778400
OG0009104	XP_010423907.1, XP_010452035.1, XP_010490616.1	Ag022G2781400
OG0009105	XP_010423969.1, XP_010451971.1, XP_010490537.1	Ag022G2790300
OG0009106	XP_010490534.1, XP_010451960.1, XP_010423975.1	Ag022G2791000
OG0009107	XP_010451946.1, XP_010423984.1, XP_010490517.1	Ag022G2791800
OG0009108	XP_010451938.1, XP_010423990.1, XP_010490510.1	Ag022G2792900
OG0009109	XP_010423993.1, XP_010451936.1, XP_010451935.1, XP_010490507.1	Ag022G2794100
OG0009110	XP_010490509.1, XP_010451937.1	Ag022G2794300
OG0009111	XP_010496816.1	Ag022G2796500
OG0009112	XP_010450637.1, XP_010441214.1, XP_010435997.1	Ag075G5282800
OG0009113	XP_010441243.1, XP_010436021.1, XP_010450609.1	Ag075G5289100
OG0009114	XP_010441246.1, XP_010450606.1, XP_010436026.1	Ag075G5289200
OG0009116	XP_010436044.1, XP_010441267.1, XP_010450573.1	Ag075G5293500
OG0009117	XP_010450569.1, XP_010441271.1, XP_010436048.1	Ag075G5294500
OG0009118	XP_010450565.1, XP_010441272.1, XP_010436050.1	Ag075G5294700
OG0009119	XP_010459910.1, XP_019096295.1, XP_010464438.1	Ag075G5302000
OG0009120	XP_010436148.1, XP_010446915.1	Ag075G5307200
OG0009121	XP_010430033.1, XP_010473006.1, XP_019083594.1	Ag048G4554200
OG0009122	XP_010430040.1, XP_010417769.1, XP_019094031.1	Ag048G4554700
OG0009123	XP_010430041.1, XP_010473010.1, XP_010417771.1	Ag033G3584100, Ag048G4555200
OG0009124	XP_010431660.1, XP_010431662.1, XP_010473019.1, XP_010417785.1	Ag048G4556900
OG0009125	XP_010430020.1, XP_010472995.1, XP_010417757.1	Ag048G4559200, Ag011G1127100
OG0009126	XP_010417748.1, XP_010430006.1, XP_010472988.1, XP_010472538.1	Ag048G4560700, Ag048G4560600
OG0009127	XP_010472985.1, XP_010417746.1, XP_010430005.1	Ag048G4561400
OG0009128	XP_010417743.1, XP_010472979.1, XP_010430003.1	Ag048G4561700
OG0009129	XP_010429994.1, XP_019083572.1, XP_019093783.1	Ag048G4562100, Ag023G2823100
OG0009130	XP_010417734.1, XP_010429991.1, XP_010472958.1	Ag048G4562600
OG0009131	XP_010417719.1, XP_010472947.1, XP_010429977.1	Ag048G4564100
OG0009132	XP_010429939.1, XP_010472908.1	Ag048G4569200
OG0009133	XP_019093394.1, XP_010431654.1, XP_010417688.1	Ag048G4569900
OG0009134	XP_010417685.1, XP_010474512.1, XP_010429931.1	Ag048G4572400, Ag048G4572100
OG0009135	XP_010417684.1, XP_010429929.1, XP_010474511.1	Ag048G4572500
OG0009136	XP_010472875.1, XP_010429905.1, XP_010417662.1	Ag048G4577600, Ag011G1251400
OG0009137	XP_019083555.1, XP_010429893.1, XP_010472866.2	Ag048G4578700
OG0009138	XP_010429879.1, XP_010472848.1, XP_010417647.1	Ag048G4580900
OG0009139	XP_010429875.1, XP_010417641.1, XP_010472845.1	Ag048G4581200
OG0009140	XP_019085169.1, XP_010417638.1	Ag048G4583000
OG0009141	XP_010417610.1, XP_010472805.1, XP_019085661.1	Ag048G4587300
OG0009142	XP_010419368.1, XP_010429781.1	Ag048G4592300
OG0009143	XP_010472730.1, XP_019085659.1, XP_010417508.1	Ag048G4595300
OG0009144	XP_010472708.2, XP_010417483.1, XP_010429714.1	Ag048G4598300
OG0009145	XP_010429700.1, XP_010417475.1, XP_010472706.1	Ag048G4602700, Ag048G4602600
OG0009146	XP_010472692.1, XP_010429687.1	Ag048G4605700
OG0009147	XP_010416824.1, XP_010428968.1, XP_010472058.1	Ag048G4612200
OG0009148	XP_010472055.1, XP_010416821.1, XP_010428966.1	Ag048G4612800
OG0009149	XP_010428964.1, XP_010472053.1	Ag048G4613200
OG0009150	XP_010472011.1, XP_010428925.1, XP_010416779.1	Ag048G4619500
OG0009151	XP_010472005.1, XP_010416771.1, XP_010428909.1	Ag048G4620800
OG0009152	XP_010471984.1, XP_010416742.1, XP_010428870.1	Ag048G4623800
OG0009153	XP_010503059.1, XP_010514744.1, XP_010427121.1	Ag048G4624700
OG0009154	XP_010428860.1, XP_010471972.1, XP_010416731.1	Ag048G4627000
OG0009155	XP_010471965.1, XP_010428852.1, XP_010416725.1	Ag048G4631400
OG0009156	XP_010428820.1, XP_010416681.1, XP_010471933.1	Ag048G4641500
OG0009157	XP_010471932.1, XP_010416680.1, XP_010429845.1, XP_010428818.1	Ag048G4641600
OG0009158	XP_010471913.1, XP_010428799.1	Ag048G4645200
OG0009159	XP_010428791.1, XP_010471910.1, XP_019083413.1	Ag048G4646000
OG0009160	XP_010471899.1, XP_010416639.1	Ag048G4647200
OG0009161	XP_010416625.1, XP_010471865.1, XP_010428767.1	Ag048G4648400
OG0009162	XP_010428763.1, XP_010416621.1, XP_019093810.1, XP_019093185.1	Ag048G4650000
OG0009163	XP_010416569.1, XP_010471802.1, XP_010428712.1	Ag048G4660400
OG0009164	XP_010471799.1, XP_010416565.1, XP_010428704.1	Ag048G4662200
OG0009165	XP_010471780.1, XP_010428685.1, XP_010416543.1	Ag048G4669100
OG0009166	XP_010471763.1, XP_019083396.1, XP_010428665.1	Ag048G4677200
OG0009167	XP_019097913.1, XP_019091520.1, XP_019095981.1, XP_019091101.1	Ag048G4679200
OG0009168	XP_010419081.1, XP_010465269.1, XP_010487173.1	Ag002G0214300, Ag014G1977000, Ag048G4680600
OG0009169	XP_010471749.1, XP_010416508.1, XP_010428647.1	Ag048G4681700
OG0009170	XP_010471742.1, XP_010416500.1, XP_010428643.1	Ag048G4685500
OG0009171	XP_010428600.1, XP_010471691.1, XP_010416461.1	Ag048G4696700
OG0009172	XP_010496025.1, XP_010467163.1, XP_010413798.1	Ag048G4709200, Ag026G2977500, Ag039G4228700
OG0009173	XP_019093353.1, XP_019093354.1, XP_010416410.1, XP_010428549.1	Ag048G4711600
OG0009174	XP_010471632.1, XP_010428536.1, XP_010416394.1	Ag048G4715100
OG0009175	XP_010471626.1, XP_010428528.1	Ag048G4715800
OG0009176	XP_010422909.1, XP_010490382.1, XP_010422920.1, XP_010467537.1	Ag040G4344200
OG0009177	XP_010489391.1, XP_010467538.1, XP_010514789.1	Ag040G4344700
OG0009178	XP_010514738.1, XP_010467543.1, XP_010489395.1	Ag040G4345900
OG0009179	XP_010489430.1, XP_010413335.1, XP_010467588.1	Ag040G4351100
OG0009180	XP_010515355.1, XP_010503658.1, XP_010426519.1	Ag049G4725700
OG0009181	XP_010443038.1, XP_010482867.1, XP_010448378.1	Ag049G4731200
OG0009182	XP_010482866.1, XP_010448366.1	Ag049G4731900
OG0009183	XP_010443033.1, XP_010446113.2, XP_010448300.2, XP_010482861.1	Ag049G4732900
OG0009184	XP_010462486.1, XP_010501258.1, XP_010480187.1, XP_010480185.1	Ag032G3419100
OG0009186	XP_019099548.1, XP_010462456.1, XP_010480150.1	Ag032G3425400
OG0009187	XP_019094611.1, XP_019091371.1, XP_010501209.1	Ag032G3426100
OG0009188	XP_010480110.1, XP_010462424.1, XP_010501189.1	Ag032G3428200
OG0009189	XP_019091668.1, XP_010480068.1	Ag032G3444300, Ag032G3436700
OG0009190	XP_010462370.1, XP_010501137.1, XP_010480053.1	Ag032G3438400
OG0009191	XP_010462306.1, XP_010501066.1, XP_010479983.1	Ag032G3449100
OG0009192	XP_010479957.1, XP_010462286.1, XP_010501041.1	Ag032G3457400
OG0009193	XP_010501037.2, XP_010462284.1, XP_010479954.1	Ag032G3457700
OG0009194	XP_010501035.1, XP_010479951.1, XP_010462281.1	Ag032G3458000
OG0009195	XP_010462259.1, XP_010501016.1, XP_010479934.1, XP_019096088.1	Ag032G3464000
OG0009196	XP_010501003.1, XP_010462249.1, XP_010479917.1	Ag032G3467500
OG0009197	XP_010462243.1, XP_010479912.1, XP_010500997.1	Ag032G3467700
OG0009198	XP_010462240.1, XP_010500995.1, XP_010479909.1	Ag032G3467900
OG0009199	XP_010511842.1, XP_010415466.1	Ag032G3469100
OG0009200	XP_010462195.1, XP_010500955.1, XP_010479870.1	Ag032G3472300
OG0009201	XP_010505125.1, XP_010509524.1, XP_010516807.1	Ag054G4877000
OG0009202	XP_010509517.1, XP_010505133.1, XP_010516815.1	Ag054G4878000
OG0009203	XP_010509501.1, XP_010516828.1, XP_010505150.1	Ag054G4880700
OG0009204	XP_010516832.1, XP_010505153.1	Ag054G4881900, Ag038G4159600
OG0009205	XP_010516867.1, XP_010505192.1, XP_010509470.1	Ag054G4888700
OG0009206	XP_010438785.1, XP_010433534.1, XP_010448306.1	Ag033G3526900
OG0009207	XP_010516914.1, XP_010509427.1	Ag054G4897500
OG0009208	XP_010514875.1, XP_010425965.1	Ag041G4355800, Ag009G0980500
OG0009209	XP_010514834.1, XP_010503152.1, XP_010425930.1	Ag009G0976900, Ag041G4359100
OG0009210	XP_010514792.1, XP_010425885.1, XP_010503116.1	Ag041G4360700, Ag009G0975300
OG0009211	XP_010425690.1, XP_010514615.1, XP_010502902.1	Ag041G4363800, Ag009G0970400
OG0009212	XP_010438787.1, XP_010496789.1, XP_010455217.1	Ag041G4369600, Ag076G5309500
OG0009213	XP_010442499.1, XP_010441670.1, XP_010482325.1	Ag041G4376800
OG0009214	XP_010482686.1, XP_010442857.1, XP_010445479.1	Ag082G5406200
OG0009215	XP_010450427.1, XP_010435475.1, XP_010440775.1	Ag007G0858000
OG0009216	XP_010440692.1, XP_010450347.1, XP_010435394.1	Ag007G0861000
OG0009217	XP_010450396.1, XP_010440748.1, XP_010435449.1	Ag007G0865000
OG0009218	XP_010496360.1	Ag007G0866000
OG0009219	XP_010435345.1, XP_010450247.1, XP_010440626.1	Ag007G0866800
OG0009220	XP_019095755.1, XP_010435269.1, XP_010450211.1, XP_010440582.1	Ag007G0882200
OG0009221	XP_010450089.1, XP_010435178.1	Ag007G0893400
OG0009222	XP_010450087.1, XP_010440516.1, XP_010435176.1	Ag007G0893500
OG0009223	XP_010437154.1, XP_010446597.1	Ag007G0895700, Ag063G5085900, Ag011G1065400, Ag063G5086000
OG0009224	XP_010449997.1, XP_010435074.1, XP_010440400.1	Ag007G0906700
OG0009225	XP_010449990.1, XP_010440392.1, XP_010435069.1	Ag007G0907600
OG0009226	XP_010495895.1, XP_010440338.1, XP_010435022.1	Ag007G0914700
OG0009227	XP_010449959.1, XP_010440324.1, XP_010435035.1	Ag007G0916500
OG0009228	XP_010440304.1, XP_010434338.1, XP_010434979.1	Ag007G0919900
OG0009229	XP_010434962.1, XP_010440293.1, XP_010434482.1	Ag007G0921400
OG0009230	XP_010428203.1, XP_010471347.1, XP_010416075.1	Ag078G5333000
OG0009231	XP_019084980.1, XP_010471352.1, XP_010416081.1	Ag078G5333700
OG0009232	XP_010471360.1, XP_010416089.1	Ag078G5335300
OG0009233	XP_010428223.1, XP_019083327.1, XP_010471371.2	Ag078G5339100
OG0009234	XP_010428276.1, XP_010416162.1	Ag078G5345400
OG0009235	XP_010471414.1, XP_010428280.1, XP_010416166.1	Ag078G5349900
OG0009236	XP_010428303.1, XP_010471435.1	Ag078G5354000
OG0009237	XP_010428325.1, XP_010471459.1, XP_010416203.1	Ag078G5360600
OG0009238	XP_010471474.1, XP_010428344.1, XP_010416219.1	Ag078G5363700
OG0009239	XP_010428378.1, XP_010419185.1	Ag078G5369700
OG0009240	XP_010428380.1, XP_010471502.1, XP_010416244.1	Ag078G5370000
OG0009241	XP_010512519.1, XP_010482188.1	Ag078G5376900
OG0009242	XP_010471513.1, XP_010416277.1, XP_010428408.1	Ag078G5378600
OG0009243	XP_010471525.1, XP_010428418.1	Ag078G5380000
OG0009244	XP_010415487.1, XP_010511866.1, XP_010470813.1	Ag056G4935200
OG0009245	XP_010511901.1, XP_010415517.1, XP_010470846.1	Ag056G4941400
OG0009246	XP_010511918.1, XP_010415501.1, XP_019093011.1	Ag056G4944000
OG0009247	XP_010415531.1, XP_010470880.1, XP_010511930.1	Ag056G4944700
OG0009248	XP_010415560.1, XP_010470901.1, XP_010511949.1	Ag056G4948900
OG0009249	XP_010433209.1, XP_010447971.1, XP_010438444.1	Ag045G4507500
OG0009250	XP_010438415.2, XP_010433190.1, XP_010447947.1	Ag045G4511500
OG0009251	XP_010433189.1, XP_010438409.1, XP_010447944.1	Ag045G4512000
OG0009252	XP_010438390.1, XP_010433169.1, XP_010447922.1	Ag045G4514200
OG0009253	XP_010438377.1, XP_010447912.1	Ag045G4516200
OG0009254	XP_010447903.1, XP_010433149.1, XP_010438363.1	Ag045G4518700
OG0009255	XP_010442872.1, XP_010445592.1, XP_010482703.1	Ag092G5457300
OG0009256	XP_010473631.1, XP_010418426.1, XP_010430498.1	Ag063G5084500, Ag002G0108900
OG0009257	XP_010430502.1, XP_010473632.1, XP_010418425.1	Ag063G5085100, Ag002G0108300
OG0009258	XP_010418439.1, XP_010473645.1, XP_010430513.1	Ag063G5090200, Ag002G0102600
OG0009259	XP_010441113.1, XP_010441114.1, XP_010435963.1, XP_010450748.1	Ag071G5237700
OG0009260	XP_010518613.1, XP_010467025.1, XP_010488712.1	Ag071G5242900
OG0009261	XP_010441132.1, XP_010436824.1, XP_010450697.1	Ag071G5246300
OG0009262	XP_010441130.1, XP_010435921.1, XP_010450696.1	Ag071G5246500
OG0009263	XP_010435919.1, XP_010450695.1, XP_019087511.1	Ag071G5246900
OG0009264	XP_010442427.1, XP_010482395.1	Ag012G1273900
OG0009265	XP_010502983.1, XP_010496711.1, XP_010514665.1	Ag012G1287400
OG0009266	XP_010502785.1, XP_010425556.1, XP_010514490.1	Ag012G1296400
OG0009267	XP_010502777.1, XP_010430816.1, XP_019102205.1	Ag012G1297900
OG0009268	XP_010425542.1, XP_010514476.1, XP_010502769.1	Ag012G1300000
OG0009269	XP_010507918.1, XP_010506747.1, XP_010518412.1	Ag012G1302100, Ag003G0294200
OG0009270	XP_010425535.1, XP_010514465.1, XP_019100107.1	Ag012G1303500
OG0009271	XP_010514438.1, XP_010425483.1	Ag012G1307600
OG0009272	XP_010425435.1, XP_010514382.1, XP_010502658.1	Ag012G1314100
OG0009273	XP_010425433.1, XP_010514376.1, XP_010502656.1	Ag012G1316000
OG0009274	XP_010514379.1, XP_010514374.1, XP_010502651.1	Ag012G1316100
OG0009275	XP_019101820.1, XP_010507021.1	Ag012G1316700
OG0009276	XP_010514370.1, XP_010425429.1, XP_010502647.1	Ag012G1316900
OG0009277	XP_010425423.1, XP_010502635.1, XP_010514359.1	Ag012G1317100
OG0009278	XP_010497369.1, XP_010425417.1, XP_010497450.1, XP_010514356.1	Ag012G1317300
OG0009279	XP_010425400.1, XP_010514340.1, XP_010502619.1	Ag012G1320000
OG0009280	XP_010502603.1, XP_010514324.1, XP_010425383.1	Ag012G1321600
OG0009281	XP_010514280.1, XP_010502567.1, XP_010425337.1	Ag002G0153100, Ag012G1324800
OG0009282	XP_010502563.1, XP_010425335.1, XP_010514278.1	Ag012G1325200
OG0009283	XP_010502558.1, XP_010514282.1, XP_010425338.1	Ag012G1325300
OG0009284	XP_010425253.1, XP_010514222.1, XP_010502485.1	Ag012G1331300
OG0009285	XP_010425252.1, XP_010514221.1, XP_010502483.1	Ag012G1332200
OG0009286	XP_010502468.1, XP_010514207.1, XP_010425239.1	Ag012G1334500
OG0009287	XP_010497910.1, XP_010441661.1, XP_010442498.1, XP_010482324.1	Ag012G1338500
OG0009288	XP_010514188.1, XP_010425221.1, XP_010502451.1	Ag012G1338800
OG0009289	XP_010442558.1, XP_010482379.2, XP_010442329.1	Ag057G4952000
OG0009290	XP_010415593.1, XP_010470936.1, XP_010511986.1	Ag057G4964000
OG0009291	XP_010470922.1, XP_010511963.1, XP_010415584.1	Ag057G4966600
OG0009292	XP_010442151.1, XP_010509865.1, XP_010493867.1, XP_010482004.1	Ag006G0793700, Ag058G4992800
OG0009293	XP_010481512.1, XP_010441646.1, XP_010494753.1	Ag006G0805300, Ag058G4977800
OG0009294	XP_010481525.1, XP_010494736.1	Ag058G4970300, Ag006G0812300
OG0009295	XP_010493676.1, XP_010482100.1, XP_010442274.1	Ag006G0818000
OG0009296	XP_010481537.1, XP_010441675.1, XP_010494697.1	Ag006G0818800
OG0009297	XP_010441676.1, XP_010481538.1, XP_010494690.1	Ag024G2889500, Ag024G2889700, Ag024G2889300, Ag024G2889100, Ag006G0819200
OG0009298	XP_010481603.1, XP_010441749.1, XP_010494632.1	Ag006G0833500
OG0009299	XP_010414820.1, XP_010414819.1, XP_010470382.1, XP_010511388.1	Ag019G2500700, Ag006G0839000
OG0009300	XP_010481651.1, XP_010441782.1, XP_010494583.1	Ag006G0840200
OG0009301	XP_010494566.1, XP_010481660.1, XP_010441801.1	Ag006G0842400
OG0009302	XP_010500524.1, XP_010479446.1, XP_010461822.1	Ag001G0008500
OG0009303	XP_010479473.1, XP_010500574.1	Ag001G0024900
OG0009304	XP_010461876.1, XP_010500585.1, XP_010479483.1	Ag001G0025900
OG0009305	XP_010500598.1	Ag001G0029400, Ag001G0029500
OG0009306	XP_010479502.1, XP_010461896.1, XP_010500610.1	Ag001G0030300
OG0009307	XP_010476612.1, XP_010496980.1, XP_010459051.1	Ag001G0041300, Ag001G0041200, Ag034G3881700
OG0009308	XP_010461970.1, XP_010479624.1, XP_010500717.1	Ag001G0057300
OG0009309	XP_010479668.1, XP_010462007.1, XP_010500754.1	Ag001G0062800
OG0009310	XP_010500756.1, XP_010462010.1, XP_010479671.1	Ag001G0063300
OG0009311	XP_010462033.1, XP_010479696.1, XP_010500787.1	Ag001G0067800
