Orthogroup	Camelina_sativa	Arabidopsis_lyrata_NCBI
OG0006604	XP_010516257.1, XP_010427477.1, XP_010504557.1	XP_020881352.1
OG0006605	XP_010427436.1, XP_010516224.1, XP_010504515.1	XP_020880893.1
OG0006606	XP_010504477.1, XP_010516198.1, XP_010431389.1, XP_010427406.1	XP_002876346.1
OG0006607	XP_010427390.1, XP_010516179.1, XP_010504461.1	XP_002876341.1
OG0006608	XP_010427320.1, XP_010516121.1, XP_010504405.1	XP_002876305.1
OG0006609	XP_010516113.1, XP_010427315.1, XP_010504398.1	XP_002876302.1
OG0006610	XP_010427273.1, XP_019102365.1, XP_010504360.1	XP_020882281.1
OG0006611	XP_010516033.1, XP_010427217.1, XP_010504318.1	XP_002878004.1
OG0006612	XP_010427205.1, XP_010504309.1, XP_019100340.1, XP_019099721.1	XP_020880472.1
OG0006613	XP_010427019.1, XP_010515862.1, XP_010504132.1	XP_020882069.1
OG0006614	XP_010504035.1, XP_010515764.1, XP_010426917.1	XP_020881373.1
OG0006615	XP_010442954.1, XP_010482787.1, XP_010446117.1	XP_020884353.1
OG0006616	XP_010442950.1, XP_010446035.1, XP_010482781.1	XP_002864273.1
OG0006617	XP_010482776.1, XP_010445999.1, XP_010442945.1	XP_002865988.1
OG0006618	XP_010434878.1, XP_010440200.1	XP_002868157.1
OG0006619	XP_010466895.1, XP_019083498.1, XP_010488575.1	XP_002883543.1
OG0006620	XP_010513488.1, XP_010513427.1, XP_010466844.1, XP_010488539.1	XP_002885644.1
OG0006621	XP_019101045.1, XP_019083210.1	XP_002888583.1
OG0006622	XP_010511745.1, XP_010415372.1, XP_010415373.1, XP_010470712.1	XP_002887146.1
OG0006623	XP_010511750.1, XP_010415381.1, XP_010470715.1, XP_010501366.1	XP_020891080.1
OG0006624	XP_010470759.1, XP_010511802.1, XP_010415431.1	XP_002887165.2
OG0006625	XP_010511820.1, XP_010470777.1, XP_010415449.1	XP_002887176.1
OG0006626	XP_010442322.1, XP_010482134.1, XP_010439512.1	XP_020871714.1
OG0006627	XP_010413957.1, XP_010467620.1, XP_010489511.1	XP_020886105.1
OG0006628	XP_010489545.1, XP_010467653.1, XP_010467657.1, XP_010467659.1, XP_019084615.1	XP_002884131.1
OG0006629	XP_019092057.1, XP_019092051.1, XP_019092054.1, XP_019084616.1, XP_019097127.1	XP_020889069.1
OG0006630	XP_010489453.1, XP_019084707.1, XP_010467740.1	XP_002884178.1
OG0006631	XP_010467874.1, XP_010489473.1, XP_010415202.1	XP_020886959.1
OG0006632	XP_010513908.1, XP_010424952.1, XP_010502170.1	XP_002875094.1
OG0006633	XP_010415368.1, XP_010489480.1	XP_020888403.1
OG0006634	XP_010433194.1, XP_010485430.1, XP_010463588.1	XP_002884295.1
OG0006635	XP_010467909.1, XP_010489155.1, XP_010416849.1	XP_002883983.1
OG0006636	XP_010416898.1, XP_010489154.1, XP_010495929.1	XP_002883982.1
OG0006637	XP_010489130.1, XP_010416652.1, XP_010467927.1	XP_020889360.1
OG0006638	XP_010508825.1, XP_010517506.1, XP_010505815.1	XP_020883959.1
OG0006639	XP_010505781.1, XP_010508857.1, XP_010517471.1	XP_002879871.1
OG0006640	XP_019082420.1, XP_019100647.1, XP_019101157.1	XP_020885488.1
OG0006641	XP_010517442.1, XP_010508888.1, XP_010505750.1	XP_002881704.1
OG0006642	XP_010505745.1, XP_010508894.1, XP_010517436.1	XP_002879855.1, XP_002862876.2
OG0006643	XP_010508905.1, XP_010505732.1, XP_010517423.1	XP_020884758.1
OG0006644	XP_010505709.1, XP_010517399.1, XP_010508921.1	XP_020884620.1
OG0006645	XP_010505674.1, XP_010508961.1, XP_010517346.1	XP_020883522.1
OG0006646	XP_019100528.1, XP_010517337.1, XP_010508974.1	XP_002879815.1
OG0006647	XP_010508997.1, XP_010517314.1, XP_010505643.1	XP_002881666.1
OG0006648	XP_010475521.1, XP_010457948.1, XP_010487723.1	XP_020868458.1
OG0006649	XP_010509160.1, XP_010517175.1	XP_002879759.1
OG0006650	XP_010517153.1, XP_010505487.1, XP_010509145.1	XP_020882924.1
OG0006651	XP_010509125.1, XP_010507611.1, XP_010517143.1	XP_002879748.2
OG0006652	XP_010509185.1, XP_010517127.1, XP_010505458.1	XP_020882751.1
OG0006653	XP_010509188.1, XP_010505454.1, XP_010517123.1	XP_002879739.1
OG0006654	XP_010505448.1, XP_010517116.1, XP_010509200.1	XP_020883343.1
OG0006655	XP_010517112.1, XP_010505441.1, XP_010509205.1	XP_020883765.1, XP_002862263.1
OG0006656	XP_010514563.1, XP_010425637.1, XP_010502855.2	XP_020879692.1
OG0006657	XP_010517097.1, XP_010505424.1, XP_010509224.1	XP_020883876.1
OG0006658	XP_010517085.1, XP_019100499.1, XP_010509237.1	XP_020884788.1
OG0006659	XP_010505399.1, XP_010517076.1, XP_010509246.1	XP_002881554.1
OG0006660	XP_010509322.1, XP_010517024.1, XP_010505343.1	XP_002881514.1
OG0006661	XP_010509332.1, XP_010505331.1, XP_010517015.1	XP_020882802.1
OG0006662	XP_010517005.1, XP_010509346.1, XP_010505319.1	XP_002881531.2, XP_020882818.1
OG0006663	XP_010505237.1, XP_010516919.1, XP_010509421.1	XP_002879629.2
OG0006664	XP_010422241.1, XP_010455718.1, XP_010433132.1	XP_020877718.1
OG0006665	XP_010422289.1, XP_010432511.1, XP_010455756.1	XP_002874807.1
OG0006666	XP_010434095.1, XP_019090662.1	XP_002874728.1, XP_002874727.1
OG0006667	XP_010434116.1, XP_010455597.1, XP_010422136.1	XP_002874726.1
OG0006668	XP_010454185.1, XP_019083885.1, XP_010492972.1	XP_002871869.1
OG0006669	XP_010472105.1, XP_010429024.1	XP_002880370.1
OG0006670	XP_010472115.1, XP_019083456.1, XP_010429037.1	XP_002878546.2
OG0006671	XP_010472150.1, XP_010416909.1, XP_010429075.1	XP_020884489.1
OG0006672	XP_010416941.1, XP_010472185.1, XP_010429103.1, XP_010416942.1	XP_020883541.1
OG0006673	XP_010429118.1, XP_010416957.1, XP_010472195.1	XP_020883231.1
OG0006674	XP_010472212.1, XP_010429134.1, XP_010416974.1	XP_002878602.1
OG0006675	XP_010472349.1, XP_010417101.1, XP_010429305.1	XP_020882836.1
OG0006676	XP_010429633.1, XP_010472640.1, XP_010417394.1	XP_002880747.1
OG0006677	XP_010417243.1, XP_010472501.1, XP_010417239.1, XP_010429477.1, XP_010472499.1, XP_010417241.1, XP_010429478.1	XP_002878803.1
OG0006678	XP_010433511.1, XP_010438763.1, XP_010448277.1	XP_002869612.1
OG0006679	XP_010448542.1, XP_010439004.1, XP_010433744.1	XP_002867655.1
OG0006680	XP_010461261.1, XP_019090859.1, XP_010478865.1, XP_010499978.1	XP_020870382.1
OG0006681	XP_010461219.1, XP_010463115.1, XP_010499940.1, XP_010478815.1	XP_020868520.1
OG0006682	XP_010478810.1, XP_010461213.1, XP_010499934.1	XP_020868503.1
OG0006683	XP_010421871.1, XP_010455356.1, XP_010438225.1	XP_020878361.1
OG0006684	XP_019084043.1, XP_010437821.1, XP_010455383.1	XP_020878991.1
OG0006685	XP_010461785.1, XP_010500487.1, XP_010479380.1	XP_002894192.1
OG0006686	XP_010435231.1, XP_010422072.1, XP_010455531.1	XP_020877942.1
OG0006687	XP_010469100.1	XP_020877941.1
OG0006688	XP_010455001.1, XP_010421509.1	XP_002874312.1
OG0006689	XP_010455080.1, XP_019097450.1, XP_019097544.1, XP_019083972.1	XP_020876958.1
OG0006690	XP_010439042.1, XP_010433769.1, XP_010448566.1	XP_002869719.1
OG0006691	XP_019090025.1, XP_019083975.1	XP_020876941.1
OG0006692	XP_010421598.1, XP_010455112.1, XP_010494000.1	XP_002872266.2
OG0006693	XP_010455131.1, XP_010424384.1, XP_010494021.1	XP_020876908.1
OG0006694	XP_010421650.1, XP_010494033.1	XP_002874392.1
OG0006695	XP_010489116.1, XP_010416525.1, XP_019092398.1, XP_010467952.1	XP_002883961.1
OG0006696	XP_010416033.1, XP_010489069.1	XP_002883934.1
OG0006697	XP_010489045.1, XP_010415809.1, XP_010467830.1	XP_020887251.1
OG0006698	XP_010489043.1, XP_010415775.1, XP_019092905.1	XP_020888113.1
OG0006699	XP_010441201.1, XP_010435981.1, XP_010450653.1	XP_020874702.1
OG0006700	XP_010518345.1, XP_010507985.1, XP_010506683.1	XP_002882082.1, XP_002882084.1
OG0006701	XP_010507994.1, XP_010518338.1, XP_010506673.1	XP_002880254.1
OG0006702	XP_010506672.1, XP_010507995.1	XP_002880253.1
OG0006703	XP_010506641.1, XP_010518312.1, XP_010508028.1	XP_020883467.1
OG0006704	XP_010518300.1, XP_010508041.1, XP_010506630.1	XP_020882878.1
OG0006705	XP_010518287.1, XP_010506618.1, XP_010508054.1	XP_020884504.1
OG0006706	XP_010518255.1, XP_010508081.1, XP_010506592.1	XP_002882044.1
OG0006707	XP_010506557.1, XP_010518219.1, XP_010508108.1	XP_020883117.1
OG0006708	XP_010518211.1, XP_010508126.1, XP_010506535.1	XP_020884251.1
OG0006709	XP_010518189.1, XP_010506537.1, XP_010508129.1	XP_002882025.1
OG0006710	XP_010508171.1, XP_019100636.1, XP_010518160.1	XP_002880179.1
OG0006711	XP_010506460.1, XP_010518135.1, XP_010508199.1	XP_002882002.1
OG0006712	XP_010518116.1, XP_010506443.1, XP_010508215.1	XP_002881994.1
OG0006713	XP_019082403.1, XP_010506435.1, XP_010508226.1	XP_020882677.1
OG0006714	XP_010518106.1, XP_010506433.1, XP_010508227.1	XP_002880148.1
OG0006715	XP_010518079.1, XP_010508255.1, XP_010508256.1, XP_010506408.1	XP_002881979.1
OG0006716	XP_010508306.1, XP_010518031.1, XP_010506354.1	XP_020885116.1
OG0006717	XP_010508354.1, XP_010517977.1, XP_010506298.1	XP_020885149.1
OG0006718	XP_019101773.1, NP_001306215.1	XP_002880063.1
OG0006719	XP_010517949.1, XP_010506262.1, XP_010508384.1	XP_002880059.1
OG0006720	XP_010508396.1, XP_010517941.1, XP_019100605.1	XP_002881921.1
OG0006721	XP_010506254.2, XP_010517940.1, XP_010508398.1	XP_002881920.1
OG0006722	XP_010517896.1, XP_010506205.1, XP_010508442.1	XP_020883364.1
OG0006723	XP_010508467.1, XP_010517866.1, XP_010506172.1	XP_002881887.2
OG0006724	XP_010413022.1, XP_010517829.1, XP_010508517.1, XP_010506127.1	XP_020884910.1
OG0006725	XP_010517774.1, XP_010506075.1, XP_010508564.1	XP_002881856.1
OG0006726	XP_010507700.1, XP_010508582.1, XP_010506062.1, XP_010517756.1	XP_002862496.1, XP_002881841.1
OG0006727	XP_010506040.1, XP_010517743.1, XP_010508597.1	XP_020885222.1
OG0006728	XP_010517646.1, XP_010508710.1, XP_010505935.1	XP_002879935.1
OG0006729	XP_010508719.1, XP_019101970.1, XP_010517637.1, XP_010505923.1	XP_020883866.1
OG0006730	XP_010505899.1, XP_010508734.1	XP_020884524.1
OG0006731	XP_010505898.1, XP_010508735.1, XP_010517618.1	XP_020885413.1
OG0006732	XP_010481378.1, XP_010494917.1	XP_020885095.1
OG0006733	XP_010437770.1, XP_019089683.1, XP_010432571.1	XP_002869217.1
OG0006734	XP_010485425.1, XP_010430647.1, XP_019092697.1, XP_019092134.1, XP_010463578.1	XP_020886315.1
OG0006735	XP_010448160.1, XP_010482851.1, XP_010443017.1	XP_002866042.1
OG0006736	XP_010463640.1, XP_010485478.1, XP_010476066.1	XP_020886897.1
OG0006737	XP_010500039.1, XP_010485586.1, XP_010463686.1	XP_002884331.1
OG0006738	XP_010485613.1, XP_010463711.1, XP_010502003.1	XP_020889326.1
OG0006739	XP_010463715.1, XP_019097115.1, XP_010502238.1	XP_020889319.1
OG0006740	XP_010463756.1, XP_010506401.1, XP_010485645.1	XP_002884359.1
OG0006741	XP_010510262.1, XP_010485679.1	XP_020888661.1
OG0006742	XP_010463812.1, XP_010485703.1, XP_010512254.1	XP_002884398.1
OG0006743	XP_010513859.1, XP_010485729.1	XP_020887002.1
OG0006744	XP_010485738.1, XP_010463843.1, XP_010514424.1	XP_020887012.1
OG0006745	XP_010463917.1, XP_019096294.1, XP_010414742.1	XP_020886791.1
OG0006746	XP_010464051.1, XP_010425777.1, XP_010485968.1	XP_020888047.1
OG0006747	XP_010485975.1, XP_010464055.1, XP_010426082.1	XP_002884503.1
OG0006748	XP_010486000.1, XP_010464075.1, XP_010428117.1	XP_002882419.1
OG0006749	XP_010486009.1, XP_019092879.1, XP_010428677.1	XP_020887581.1
OG0006750	XP_010499166.1, XP_010460445.1, XP_010478003.1	XP_002893444.1
OG0006751	XP_010464164.1, XP_010434739.1, XP_019096660.1	XP_002882443.1
OG0006752	XP_010486080.1, XP_010434850.1, XP_010464165.1	XP_020888592.1
OG0006753	XP_010445098.1, XP_010486210.1, XP_010464269.1	XP_002882493.1
OG0006754	XP_010464278.1, XP_019092600.1, XP_019100365.1	XP_020886396.1
OG0006755	XP_019100451.1, XP_010486270.1, XP_010464339.1	XP_002862294.2, XP_002884637.2
OG0006756	XP_010451138.1, XP_010486278.1, XP_010464351.1	XP_002884642.1
OG0006757	XP_010451216.1, XP_010486280.1, XP_010464352.1	XP_020887489.1
OG0006758	XP_010464358.1, XP_010489706.1, XP_010486287.1, XP_010486285.1, XP_010451531.1	XP_020888862.1
OG0006759	XP_010464362.1, XP_010451845.1, XP_010486294.1	XP_020888989.1
OG0006760	XP_010452871.1, XP_010464373.1	XP_020888953.1
OG0006761	XP_010464390.1, XP_010455517.1, XP_010486323.1, XP_010466438.1, XP_010511538.1, XP_010510598.1	XP_020888762.1
OG0006762	XP_010457108.1, XP_010464413.1, XP_010486345.1	XP_002882547.1
OG0006763	XP_010457594.1, XP_010486349.1, XP_010464419.1	XP_020887692.1
OG0006764	XP_019096820.1, XP_010457697.1, XP_010464420.1	XP_020887693.1
OG0006765	XP_010486428.1, XP_010464501.1, XP_019092543.1	XP_020887216.1
OG0006766	XP_010464530.1, XP_010467877.1	XP_020888740.1
OG0006767	XP_010486476.1, XP_010469617.1, XP_010464554.1	XP_020889320.1
OG0006768	XP_010468791.1, XP_010486467.1, XP_010464542.1	XP_020886470.1
OG0006769	XP_010471173.1, XP_010464569.1, XP_010486493.1	XP_002882611.1, XP_002862963.1
OG0006770	XP_010486586.1, XP_010480164.1, XP_010464664.1	XP_020888966.1
OG0006771	XP_010464847.1, XP_010495790.1	XP_020888243.1
OG0006772	XP_010464783.1, XP_010490417.1	XP_020887354.1
OG0006773	XP_019096694.1, XP_010486727.1, XP_010489429.1, XP_010464800.1, XP_019096690.1	XP_020888280.1
OG0006774	XP_010486723.1, XP_010464799.1, XP_010489322.1	XP_002884829.1
OG0006775	XP_010495429.1, XP_010486793.1, XP_010464843.1	XP_020888273.1
OG0006776	XP_010486829.1, XP_010497482.1, XP_010464878.1	XP_002882739.2
OG0006777	XP_010464880.1, XP_010486831.2, XP_010497599.2	XP_002884854.2
OG0006778	XP_010497776.1, XP_010464907.1	XP_002884855.1, XP_002862710.1
OG0006779	XP_010486840.1, XP_010498028.1, XP_010464898.1	XP_020888240.1
OG0006780	XP_010464896.1, XP_010498048.1, XP_010486841.1	XP_002884861.1
OG0006781	XP_010464965.1	XP_002884891.1
OG0006782	XP_010465019.1, XP_010465018.1, XP_010499059.1	XP_002884907.1
OG0006783	XP_010499296.1, XP_010465041.1, XP_010486993.1	XP_002884917.1
OG0006784	XP_010465051.1, XP_010499411.1, XP_010486999.1	XP_002884923.1
OG0006785	XP_010499645.1, XP_010487019.1, XP_010465071.1	XP_002882795.1
OG0006786	XP_010499747.1, XP_010465088.1, XP_010487042.1	XP_002884937.2
OG0006787	XP_010414161.1, XP_010469743.1	XP_020884017.1
OG0006788	XP_010500960.1	XP_002882838.1
OG0006789	XP_010465234.1, XP_010487143.1	XP_020872518.1, XP_020888550.1
OG0006790	XP_010465268.1, XP_010501447.1, XP_010487174.1	XP_020888793.1
OG0006792	XP_010501705.1, XP_019092558.1, XP_010487205.1	XP_020887168.1
OG0006793	XP_010465307.1, XP_010487214.1, XP_010489823.1, XP_010501742.1	XP_002882871.1
OG0006794	XP_010465340.1, XP_010487252.1, XP_010501914.1	XP_002885045.1
OG0006795	XP_010487261.1, XP_010501981.1, XP_010465350.1	XP_002882885.2
OG0006796	XP_010465383.1, XP_010487280.1, XP_010502075.1	XP_002885055.1
OG0006797	XP_010465415.1, XP_010487306.1, XP_010502332.1	XP_002882902.1
OG0006798	XP_010465470.1, XP_010502610.1, XP_010487339.1	XP_002882919.1
OG0006799	XP_010487362.1, XP_010465500.2, XP_010502882.2	XP_020888545.1
OG0006800	XP_010465522.1, XP_010503091.1, XP_019097065.1	XP_002882949.1
OG0006801	XP_010487426.1, XP_010503522.1, XP_010465577.1	XP_020887061.1
OG0006802	XP_010487431.1, XP_010465580.1	XP_020886989.1
OG0006803	XP_010487471.1, XP_010465632.1, XP_010503955.1	XP_002885129.1
OG0006804	XP_010465639.1, XP_010504019.1, XP_010487477.1	XP_002885131.1
OG0006805	XP_010497414.1, XP_010501310.1, XP_010475067.1, XP_019091655.1	XP_002889497.1
OG0006806	XP_010465737.2, XP_010504970.1, XP_010487581.1	XP_020889215.1
OG0006807	XP_010505122.1, XP_010465747.1	XP_020889090.1
OG0006808	XP_010465791.1, XP_010505336.1, XP_019097039.1	XP_020889142.1
OG0006809	XP_010465799.1, XP_010487639.1, XP_010505526.1	XP_002885215.1
OG0006810	XP_010419777.2	XP_020876204.1
OG0006811	XP_010505598.1, XP_010465808.1, XP_010487648.1	XP_002883070.1
OG0006812	XP_010465812.1, XP_010505618.1, XP_010487650.1	XP_002883071.1
OG0006813	XP_010505844.1, XP_019096688.1, XP_010465834.1	XP_002885227.1
OG0006814	XP_019102419.1, XP_010506030.1, XP_010487684.1, XP_010465847.1	XP_020889189.1
OG0006815	XP_010506493.1, XP_010487728.1, XP_010465899.1	XP_020889028.1
OG0006816	XP_010506551.1, XP_010465905.1, XP_010487735.1	XP_002883119.1
OG0006817	XP_010506887.1, XP_010487765.1	XP_002885255.1
OG0006818	XP_010506929.1, XP_010465947.1, XP_010487774.1	XP_020888393.1
OG0006819	XP_010487796.1, XP_010465983.1, XP_010507111.1	XP_002885279.1
OG0006820	XP_010487814.1, XP_010507262.1, XP_010466019.1	XP_002883155.1
OG0006821	XP_010459529.1, XP_010477085.1, XP_010498289.1	XP_002893020.1
OG0006822	XP_010466171.1, XP_010508323.1	XP_002883220.1
OG0006823	XP_010466177.1, XP_010508366.1, XP_010487965.1	XP_020889037.1
OG0006824	XP_010488011.1, XP_010508804.1, XP_010466221.1	XP_002885368.1
OG0006825	XP_010431594.1, XP_010474434.1, XP_010466253.1, XP_010509066.1, XP_010488038.1, XP_010488037.1	XP_020889358.1
OG0006826	XP_010509110.1, XP_010488043.1, XP_010466257.1	XP_002885385.1
OG0006827	XP_010488045.1, XP_010466259.1, XP_010488044.1	XP_020887690.1
OG0006828	XP_010466290.1, XP_010509390.1, XP_010488069.1	XP_002883270.1
OG0006829	XP_010509514.1, XP_010488080.1, XP_010466302.1	XP_002883277.1
OG0006830	XP_010489985.2, XP_010466326.1, XP_019082791.1, XP_010488095.1	XP_020886944.1
OG0006831	XP_010488109.1, XP_010466349.1, XP_010509880.1	XP_002883292.1
OG0006832	XP_010475836.1, XP_010490385.1, XP_010458291.1	XP_020868177.1
OG0006833	XP_010435749.1	XP_020872858.1
OG0006834	XP_010440860.1, XP_010436714.1, XP_010450501.1	XP_020875000.1
OG0006835	XP_010482033.1, XP_010438960.1, XP_019087790.1	XP_002865571.1
OG0006836	XP_010482038.1, XP_010439013.1	XP_020882954.1
OG0006837	XP_010512862.1, XP_010488452.1, XP_010466732.1	XP_002883458.1
OG0006838	XP_010466571.1, XP_010488313.1, XP_010511710.1	XP_020886723.1, XP_002862780.1
OG0006839	XP_010511287.1, XP_010466519.1, XP_010470260.1, XP_010431179.1	XP_020886686.1
OG0006840	XP_010466402.1, XP_010488168.1, XP_010510347.1	XP_002885448.1
OG0006841	XP_010433044.1, XP_010447784.1, XP_010438236.1	XP_002867378.1
OG0006842	XP_010438241.1, XP_010447790.1	XP_020874506.1
OG0006843	XP_010496195.1, XP_010414826.1, XP_010513506.1	XP_002888301.1
OG0006844	XP_010425828.1, XP_010514734.1, XP_019099840.1, XP_010496612.1, XP_010496194.1, XP_010414829.1	XP_020890955.1
OG0006845	XP_010492898.1	XP_020878001.1
OG0006846	XP_010454120.1, XP_010420647.1, XP_010492888.1	XP_002871828.1
OG0006847	XP_010420609.1, XP_010454087.1, XP_010492850.1	XP_020878736.1
OG0006848	XP_010420573.1, XP_010454055.1	XP_002873881.1
OG0006849	XP_010482214.1, XP_010440503.1	XP_002865732.1
OG0006850	XP_010494113.1, XP_010455212.1, XP_010421707.1	XP_020878365.1
OG0006851	XP_010493659.1, XP_010442259.1, XP_010482087.1	XP_020878216.1
OG0006852	XP_010515715.1, XP_010503991.1, XP_010426867.1	XP_020881411.1
OG0006853	XP_010426839.1, XP_010515685.1, XP_010503963.1	XP_002877852.1
OG0006854	XP_010503948.1, XP_019082466.1, XP_010426826.1	XP_020881889.1, XP_020880640.1
OG0006855	XP_010426806.1, XP_010503926.1, XP_010515657.1	XP_002877843.1
OG0006856	XP_010515654.1, XP_010426802.1, XP_010503923.1	XP_002877842.1
OG0006857	XP_019096166.1, XP_010466417.1, XP_010420669.2	XP_002885456.1
OG0006858	XP_010515554.1, XP_010426702.1, XP_010496954.1, XP_010503839.1	XP_002877806.1
OG0006859	XP_010412722.1, XP_010507392.1, XP_010431248.1	XP_002877804.1
OG0006860	XP_010515532.1, XP_010503820.1, XP_010426682.1	XP_020879928.1
OG0006861	XP_010503813.1, XP_010515525.1, XP_010426674.1	XP_020879932.1
OG0006862	XP_010479963.1, XP_010462518.1, XP_010474777.1	XP_002889356.1
OG0006863	XP_010474772.1, XP_010457095.1, XP_010479985.1	XP_020869667.1
OG0006864	XP_010480225.1, XP_019094204.1, XP_010457118.1	XP_002889363.1
OG0006865	XP_010474704.1, XP_010480627.1, XP_010457160.1	XP_020866515.1
OG0006866	XP_010474634.1, XP_010480836.1, XP_010457190.1	XP_020868097.1
OG0006867	XP_010480954.1, XP_010457217.1, XP_010474659.1	XP_002889401.1
OG0006868	XP_019096784.1, XP_010474880.1, XP_010457289.1, XP_010481344.1	XP_002892134.2
OG0006869	XP_010457300.1, XP_010474897.1, XP_010481406.1	XP_002889428.1
OG0006870	XP_010474909.1, XP_010481505.1	XP_020867757.1
OG0006871	XP_010457402.1, XP_010482655.1, XP_010475016.1	XP_020866429.1
OG0006872	XP_010483366.1, XP_010475078.1, XP_010457467.1	XP_002892205.1
OG0006873	XP_010489169.1, XP_010517298.1, XP_010467317.1	XP_020887387.1
OG0006874	XP_010475120.1, XP_010457512.1, XP_010483982.1	XP_002892228.1
OG0006875	XP_010484083.1, XP_010457524.1	XP_020866003.1
OG0006876	XP_010484196.1, XP_010457535.1, XP_010475141.1	XP_002892240.1
OG0006877	XP_010503156.1, XP_010425936.1, XP_010497093.1, XP_010514838.1	XP_020881128.1
OG0006878	XP_010457561.1, XP_010484446.1, XP_010475167.1	XP_020870547.1
OG0006879	XP_019091832.1, XP_019095248.1, XP_019098833.1	XP_020869001.1
OG0006880	XP_010457608.1, XP_010475209.1, XP_010484852.1	XP_020868039.1
OG0006881	XP_010485120.1, XP_010475268.1	XP_020867573.1
OG0006882	XP_010457724.1, XP_010485742.1, XP_010475329.1	XP_002889584.1
OG0006883	XP_010485720.1, XP_010475334.1, XP_010457729.1	XP_002892320.1
OG0006884	XP_010480366.1, XP_010462583.1, XP_010486184.1	XP_002889606.1
OG0006885	XP_010475392.1, XP_019094950.1, XP_019095301.1, XP_010486339.1, XP_010457788.1	XP_002889609.1
OG0006886	XP_010475434.1, XP_010486752.1, XP_010475433.1	XP_002889620.1
OG0006887	XP_010486911.1, XP_010475445.1, XP_010457853.1	XP_020866669.1
OG0006888	XP_010486945.1, XP_010457858.1, XP_010475449.1	XP_020870307.1
OG0006889	XP_010433772.1, XP_010448568.1, XP_010439046.1	XP_020873708.1
OG0006890	XP_010458032.1, XP_010488326.1, XP_010475599.1	XP_002892434.1
OG0006891	XP_019095336.1, XP_010458053.1	XP_002892447.2
OG0006892	XP_010475619.1, XP_010438939.1, XP_010458063.1, XP_010488679.1, XP_010448488.1	XP_002892452.1
OG0006893	XP_010475634.1, XP_010458073.1, XP_010488790.1	XP_020870331.1
OG0006894	XP_010488927.1, XP_010458086.1, XP_010475648.1	XP_002889697.1
OG0006895	XP_010489401.1, XP_010458143.1, XP_010475694.1	XP_020868146.1
OG0006896	XP_010475709.1, XP_010489526.1, XP_019091575.1	XP_020867647.1
OG0006897	XP_010475716.1, XP_010489566.1, XP_010458166.1, XP_010475719.1, XP_010489596.1, XP_010458167.1	XP_002889727.1
OG0006898	XP_010458187.2, XP_010489737.1, XP_010475738.1	XP_020867886.1
OG0006899	XP_010497714.1, XP_010458213.1, XP_010475761.1, XP_010489912.1	XP_002889742.1
OG0006900	XP_010475820.1, XP_010490289.1, XP_010458272.1	XP_020868197.1
OG0006901	XP_010490497.1, XP_010458319.1, XP_010475856.1	XP_020868825.1
OG0006902	XP_010490729.1, XP_010458349.1, XP_010475873.1	XP_002892549.1
OG0006903	XP_010414685.1, XP_010470217.1, XP_010449526.1	XP_002886670.1
OG0006904	XP_010458399.1, XP_010491337.1, XP_010475917.1	XP_020868835.1
OG0006905	XP_010497683.1, XP_010475969.1, XP_010491879.1	XP_020866629.1
OG0006906	XP_010492252.1, XP_010475989.1, XP_010458481.1	XP_002892615.1
OG0006907	XP_010476020.1, XP_010492461.1, XP_010458500.1	XP_002889853.1
OG0006908	XP_010492504.1, XP_010458505.1, XP_010476026.1	XP_002892623.1
OG0006909	XP_010458508.1, XP_010492525.1, XP_010476028.1	XP_002892624.1
OG0006910	XP_010458516.1, XP_010492566.1, XP_010476050.1	XP_002889859.1
OG0006911	XP_010458519.1, XP_010476045.1, XP_010492578.1	XP_002889861.1
OG0006912	XP_010493054.1, XP_010476093.1, XP_010458565.1	XP_002889880.1
OG0006913	XP_010458572.1, XP_010476098.1, XP_010493101.1	XP_020870705.1
OG0006914	XP_010458582.1, XP_010493260.1, XP_010476108.1	XP_020868950.1
OG0006915	XP_010493296.1, XP_010462641.1, XP_010476114.1, XP_010493305.2	XP_020869488.1
OG0006916	XP_010458634.1, XP_010493752.1, XP_010476167.1	XP_002889915.1
OG0006917	XP_010493962.1, XP_010476191.1, XP_010458654.1	XP_002892680.1
OG0006918	XP_010458669.1, XP_010494142.1, XP_010476212.1	XP_020868459.1
OG0006919	XP_010496905.1, XP_010426748.1, XP_010456309.1, XP_010419558.1	XP_020876851.1
OG0006920	XP_010476233.1, XP_010494434.1, XP_010458692.1	XP_002889951.2, XP_002889943.1
OG0006921	XP_010476276.1, XP_010458735.1, XP_010494806.1	XP_020866538.1
OG0006922	XP_010476289.1, XP_010494889.1, XP_010458744.1	XP_020867113.1
OG0006923	XP_010476396.1, XP_010495542.1, XP_010458833.1	XP_002892768.1
OG0006924	XP_010495638.1, XP_010458851.1, XP_010476416.1	XP_020869268.1
OG0006925	XP_010476419.1, XP_010458856.1, XP_010495653.1	XP_002892779.1
OG0006926	XP_010476427.1, XP_010495680.1, XP_010458864.1	XP_002890032.1
OG0006927	XP_010476492.1, XP_019095267.1, XP_019098986.1, XP_019098988.1, XP_010458935.1	XP_020870392.1
OG0006928	XP_010476513.1, XP_010458959.1, XP_010496241.1	XP_002890064.1
OG0006929	XP_010476552.1, XP_019090998.1, XP_010496542.1	XP_020873206.1, XP_020870532.1
OG0006930	XP_010496564.1, XP_010476553.1, XP_010458997.1	XP_020870535.1
OG0006931	XP_010476589.1, XP_010496835.1, XP_010459031.1	XP_020870780.1
