Orthogroup	Camelina_sativa	Brassica_rapa
OG0010172	XP_010430525.1, XP_010418453.1, XP_010473658.1	XP_009112901.1, XP_009112802.2
OG0010173	XP_010430572.1, XP_010418501.1, XP_019093428.1, XP_010473699.1	XP_009112883.1, XP_033135366.1
OG0010174	XP_010473705.1, XP_010430575.1, XP_010418506.1	XP_009112876.1
OG0010175	XP_010496537.1, XP_010455243.1, XP_010438555.1, XP_010496550.1	XP_009134088.1
OG0010176	XP_010441560.1, XP_010481426.1, XP_010494849.1	XP_009101501.1, XP_033136865.1
OG0010177	XP_010494858.1, XP_010481415.1, XP_010441548.1	XP_009101489.2, XP_009128896.2
OG0010178	XP_010441535.1, XP_010494861.1, XP_010481410.1	XP_009128897.1
OG0010179	XP_010497381.1, XP_019098028.1, XP_010441423.1, XP_019098026.1	XP_009114257.1
OG0010180	XP_010441418.1, XP_019095474.1, XP_010495009.1	XP_009128992.1, XP_009101396.2
OG0010181	XP_010494521.1, XP_010441833.1, XP_010481716.1	XP_009113900.1, XP_009101645.2
OG0010182	XP_010481721.1, XP_010494516.1, XP_019087566.1	XP_009123608.1, XP_009101649.1
OG0010183	XP_010442129.1, XP_010481959.1, XP_010494214.1	XP_009101841.1
OG0010184	XP_010494485.1, XP_010441874.1, XP_010481689.1	XP_009123603.1, XP_009101697.1
OG0010185	XP_019095727.1, XP_010494471.1, XP_019087927.1	XP_009113910.1, XP_018508034.1
OG0010186	XP_010439062.1, XP_010448583.1, XP_010433792.1	XP_009137903.1, XP_009137439.1
OG0010187	XP_010431921.1, XP_019084345.1, XP_019090162.1	XP_033136385.1
OG0010188	XP_010433104.1, XP_010438307.1, XP_010447863.1	XP_009109043.1, XP_009128829.2
OG0010189	XP_010447827.1, XP_010438282.2, XP_010433077.1, XP_010447275.1	XP_009128592.1
OG0010190	XP_010447805.1, XP_010438257.1, XP_010433060.1	XP_009128427.1, XP_009109022.2
OG0010191	XP_010451038.1, XP_019088168.1, XP_019086192.1	XP_009149700.1
OG0010191	XP_019089006.1	XP_033141633.1
OG0010192	XP_010500420.1, XP_010479308.1	XP_009107336.1, XP_009147942.1
OG0010193	XP_010479317.1, XP_010461728.1, XP_010500432.1	XP_009144994.2, XP_009147931.1
OG0010194	XP_010479327.1, XP_010461720.1, XP_010500440.1	XP_033133508.1, XP_009147923.2
OG0010195	XP_010461715.1, XP_010479331.1, XP_019099439.1	XP_009147920.1, XP_009107320.1
OG0010196	XP_010479368.1, XP_010461771.1	XP_009144979.1
OG0010197	XP_010428492.1, XP_010471594.1, XP_010416354.1	XP_009106151.1, XP_009128069.1
OG0010198	XP_010428490.1, XP_010416351.1, XP_010471592.1	XP_009106149.1, XP_009104737.1
OG0010199	XP_019086173.1, XP_010446324.1, XP_010436918.1	XP_033129125.1
OG0010200	XP_010431759.1, XP_010436924.1, XP_010446335.1	XP_009101953.2
OG0010201	XP_010431778.1, XP_010446349.1, XP_010436938.1	XP_009102546.1
OG0010202	XP_010431790.1, XP_010436947.1, XP_010446360.1	XP_033129121.1, XP_009109549.1
OG0010203	XP_010436960.1, XP_010431803.1, XP_010446371.1	XP_009109540.1, XP_009101934.1
OG0010205	XP_010446414.1, XP_010436990.1, XP_010431844.1	XP_009109512.1
OG0010206	XP_010437032.1, XP_010446450.1, XP_010431884.1	XP_033133114.1, XP_009101895.1
OG0010207	XP_010446462.1, XP_010431895.1	XP_009109892.1, XP_009109480.1
OG0010208	XP_010437052.1, XP_010431901.1, XP_010446473.1	XP_009115076.2
OG0010209	XP_010446493.1, XP_010437067.1, XP_010431919.1	XP_009101872.2
OG0010210	XP_010431964.1, XP_010437090.1, XP_010446532.1	XP_009109448.1, XP_018512598.1
OG0010211	XP_010446540.1, XP_010431960.1, XP_010437102.1	XP_009127647.1
OG0010212	XP_010437108.1, XP_010431955.1, XP_010446548.1	XP_009128353.2, XP_009109435.2
OG0010213	XP_010431968.1, XP_010437114.1, XP_010446555.1	XP_009138552.1, XP_009128651.1
OG0010214	XP_010431994.1, XP_010446566.1, XP_010437142.1, XP_010431993.1	XP_033140731.1, XP_009109422.2
OG0010215	XP_019086383.1, XP_019087850.1, XP_019088851.1	XP_018509547.2
OG0010216	XP_010437151.1, XP_010432001.1, XP_010446595.1	XP_009109415.1
OG0010217	XP_010446596.1, XP_010437153.1	XP_009109416.1, XP_009131194.1
OG0010218	XP_010446620.1, XP_010432028.1, XP_010437181.1	XP_009132987.1, XP_009109393.1
OG0010219	XP_019086601.1, XP_019087040.1, XP_010446630.2	XP_033130933.1, XP_009138527.2
OG0010220	XP_010432041.2, XP_010446638.1, XP_010437194.1	XP_009138518.1, XP_009109387.1
OG0010221	XP_010432052.1, XP_010446651.1, XP_010437220.1	XP_009135118.1
OG0010222	XP_010444927.1, XP_010437230.1, XP_010432061.1, XP_010446660.1	XP_009109372.2
OG0010223	XP_010432069.1, XP_010437240.1, XP_010446675.1, XP_010446674.1	XP_009137164.1
OG0010224	XP_010446685.1, XP_010437247.1, XP_010432076.1	XP_009109364.1, XP_009137836.1
OG0010225	XP_010437256.1, XP_019086374.1, XP_010446695.1	XP_033142229.1, XP_009138472.1
OG0010226	XP_010435371.1, XP_010479980.1, XP_010496525.1	XP_009150168.1, XP_009151619.1
OG0010227	XP_010432140.1, XP_010437309.1, XP_010446747.1	XP_009138449.2
OG0010228	XP_010432165.1, XP_010446777.1	XP_009109324.1, XP_009143738.1
OG0010229	XP_019086925.1, XP_019089805.1, XP_010437335.1	XP_009109313.1, XP_009138432.1
OG0010230	XP_010437358.1, XP_010446807.1, XP_010432182.1	XP_009145073.1
OG0010231	XP_010432204.1, XP_010437391.1, XP_010446840.1	XP_009148014.1
OG0010232	XP_010446877.1, XP_010432227.1, XP_010437421.1	XP_033135883.1, XP_009109265.1
OG0010233	XP_010446882.1, XP_019088201.1, XP_019086874.1	XP_009150586.1
OG0010234	XP_010446962.1, XP_010432311.1, XP_010437502.1	XP_009108622.1, XP_009104299.1, XP_009123286.2
OG0010235	XP_010437508.1, XP_010432315.1, XP_010446965.1	XP_009108627.1, XP_009105030.1
OG0010236	XP_010437530.1, XP_010447003.1, XP_010432344.1	XP_009108689.1, XP_009106425.1
OG0010237	XP_010432364.1, XP_010447018.1, XP_010437549.1	XP_009107761.1, XP_009108693.1
OG0010238	XP_010437570.1, XP_010447038.1, XP_010432380.1	XP_009109369.1, XP_009138324.1
OG0010239	XP_010447046.1, XP_010437576.1, XP_010432388.1	XP_009110394.1, XP_009108717.1
OG0010240	XP_010432403.1, XP_010447065.1, XP_010437601.1	XP_033142506.1, XP_009108724.1
OG0010241	XP_010437609.1, XP_010432407.1, XP_010447070.1	XP_009108728.1
OG0010242	XP_010444969.2, XP_010447074.1, XP_010432409.1	XP_009112198.1, XP_009138297.1
OG0010243	XP_010437616.1, XP_010432414.1, XP_010447081.1	XP_009112598.2, XP_009108732.1
OG0010244	XP_010477994.1, XP_010460429.1, XP_010499155.1	XP_018508413.1, XP_009113818.1, XP_009113820.1
OG0010245	XP_010437620.1, XP_010447082.1, XP_010432417.1	XP_033142515.1, XP_033132789.1
OG0010246	XP_010432621.1, XP_010447295.1, XP_010437811.1	XP_009125059.1
OG0010247	XP_010437885.1, XP_010432691.1, XP_010447366.1	XP_009108867.1, XP_033135547.1
OG0010248	XP_010432685.1, XP_010447360.1, XP_010437876.1	XP_033143106.1, XP_009125694.2
OG0010249	XP_010447355.1, XP_010432676.1	XP_033132634.1, XP_009125595.1
OG0010250	XP_010447317.1, XP_010437830.1, XP_010432635.1	XP_009125241.1, XP_009138152.1
OG0010251	XP_010432632.1, XP_010447315.1, XP_010437828.1	XP_009108822.1, XP_009138153.2
OG0010252	XP_010432618.1, XP_010437808.1, XP_010447292.1	XP_009125048.1
OG0010253	XP_010447289.1	XP_009125025.2, XP_009138161.1
OG0010254	XP_010437790.1, XP_010447271.1, XP_010447272.1, XP_010432599.1	XP_009138168.1, XP_009124478.1
OG0010255	XP_010437776.1, XP_010447256.1, XP_010432577.1	XP_009123351.1, XP_009108806.1
OG0010256	XP_010447248.1, XP_010437771.1, XP_010432572.1	XP_009138182.1, XP_009108805.1
OG0010257	XP_010432568.1, XP_010447245.1, XP_010437766.1	XP_009122889.2, XP_009138185.2
OG0010258	XP_010432567.1, XP_010437765.1, XP_010447244.1	XP_009122784.1, XP_009138186.1
OG0010259	XP_010432563.1, XP_010437763.1, XP_010447241.1	XP_033148729.1, XP_009138190.1
OG0010260	XP_010447240.1, XP_010437762.1, XP_010432562.1	XP_009122458.1, XP_009108800.1
OG0010261	XP_019099891.1, XP_010447218.1	XP_033133965.1
OG0010262	XP_010442529.1, XP_010442105.1, XP_010482355.1	XP_009127357.2
OG0010263	XP_010437694.1, XP_010432490.1, XP_010447170.1	XP_009138251.2, XP_009118282.1
OG0010264	XP_010437681.1, XP_019089286.1, XP_010432479.1	XP_009117671.1
OG0010265	XP_010447435.1, XP_010437949.1, XP_010454730.1, XP_010432768.1	XP_009108893.1
OG0010266	XP_010432810.1, XP_010437987.1, XP_010447548.1	XP_009126604.1
OG0010267	XP_019089769.1	XP_018509377.1
OG0010267	XP_010437999.1, XP_010432821.1	XP_009126680.1
OG0010268	XP_010438002.1, XP_010447537.1, XP_010432824.1	XP_009138032.1, XP_009126700.1
OG0010269	XP_010447512.1, XP_010432847.1, XP_010438022.1	XP_009138022.1, XP_033135901.1
OG0010270	XP_010447508.1, XP_010438025.1, XP_010432851.1	XP_009108922.1, XP_009126891.1
OG0010271	XP_010438027.2, XP_010447507.1, XP_010432852.1	XP_033144960.1
OG0010272	XP_019088837.1, XP_010432864.1, XP_010447556.1	XP_009126975.1, XP_033133897.1
OG0010273	XP_010432871.1, XP_010447580.1, XP_010438048.1	XP_009108932.1, XP_033144480.1
OG0010274	XP_010438114.1, XP_010447649.1, XP_010432927.1	XP_009127438.1
OG0010275	XP_010432936.1, XP_010447656.1, XP_010438121.1	XP_009127453.1, XP_009137973.1
OG0010276	XP_010513114.1, XP_010466772.1, XP_010488484.1	XP_009102554.1
OG0010277	XP_010466779.1, XP_010513150.1, XP_010488492.1	XP_033137762.1, XP_009102549.1
OG0010278	XP_010416035.1, XP_010471303.1, XP_010428169.1	XP_009127946.1, XP_033130931.1
OG0010279	XP_010416015.1, XP_010428148.1, XP_010471285.1, XP_010471286.1	XP_009105920.1, XP_009104850.2
OG0010280	XP_010428111.1, XP_010471254.1, XP_010415973.1	XP_009105890.1, XP_009127925.1
OG0010281	XP_010414849.1, XP_010471244.1, XP_010428092.1	XP_009127911.1, XP_009105882.2
OG0010282	XP_010471243.1, XP_010414848.1, XP_010415953.1, XP_010428090.1	XP_033131630.1, XP_009127910.1
OG0010283	XP_010428062.1, XP_010474289.1, XP_010415935.1	XP_009105870.1
OG0010284	XP_010471225.1, XP_010428056.1, XP_010415931.1, XP_010415929.1	XP_009104879.1
OG0010285	XP_010415914.1, XP_010471213.1, XP_010428046.1	XP_009105858.1, XP_009104884.1
OG0010286	XP_010460217.1, XP_010477770.1, XP_010498967.1	XP_009115441.2, XP_033130978.1
OG0010287	XP_010477773.1, XP_010460224.1, XP_010498970.1	XP_009110059.1, XP_009115440.1
OG0010288	XP_010477790.1	XP_009115422.1, XP_009110053.1
OG0010289	XP_010499001.1, XP_010477821.1, XP_010460269.1	XP_009115408.1, XP_009103107.2
OG0010290	XP_010499037.1, XP_010460305.1, XP_010477850.1	XP_009115365.1, XP_009103093.1
OG0010291	XP_010460339.1, XP_010499073.1, XP_010477885.1	XP_009103085.1, XP_009109904.2
OG0010292	XP_019091968.1, XP_010499206.1, XP_010478056.1	XP_009102987.1, XP_009113777.1
OG0010293	XP_010429456.1, XP_010422614.1, XP_010456054.1	XP_009144584.1
OG0010294	XP_010456055.1	XP_009144580.1, XP_033134642.1
OG0010295	XP_010456065.1, XP_010422621.1, XP_010429375.1	XP_009144586.1
OG0010296	XP_010429356.1, XP_010422626.1, XP_010456067.1	XP_009111311.1
OG0010297	XP_010429273.1, XP_010429285.1, XP_010422632.1, XP_010456976.1, XP_010456071.1	XP_009111315.1
OG0010298	XP_010456980.1, XP_010424668.1, XP_010429204.1	XP_009102821.1
OG0010299	XP_010422645.1, XP_010429125.1	XP_009111321.2, XP_009134449.2
OG0010300	XP_010456092.1, XP_010429065.1, XP_010422649.1	XP_009111325.1
OG0010301	XP_010428847.1, XP_010456119.1, XP_010422682.1	XP_009111337.1
OG0010302	XP_010502835.1, XP_010514544.1, XP_010425622.1	XP_009151876.1, XP_033140775.1
OG0010304	XP_010428353.1, XP_010422715.1	XP_009111380.1
OG0010305	XP_010428341.1, XP_010422717.1, XP_019089937.1	XP_009111381.1
OG0010306	XP_019085071.1, XP_010428315.1, XP_010456156.1, XP_010422720.1	XP_009128512.1, XP_009111382.1
OG0010307	XP_010422762.2, XP_010427871.1, XP_010456201.1	XP_033142070.1
OG0010308	XP_010456229.1, XP_010427624.1, XP_010422786.1	NP_001288962.1
OG0010309	XP_010422800.1, XP_010427535.1, XP_010456234.1	XP_009111447.1, XP_009134525.1
OG0010310	XP_010427357.1, XP_010419629.1	XP_009111460.1, XP_033136587.1, XP_009134532.1
OG0010311	XP_010427301.1, XP_010419618.1, XP_010456255.1	XP_009111463.1, XP_009134540.1
OG0010312	XP_010456256.1, XP_010466626.1	XP_009134538.1, XP_009111462.1
OG0010313	XP_010427239.1, XP_010456261.1, XP_010419609.1	XP_009111470.2
OG0010314	XP_010419601.1, XP_010427140.1, XP_010456270.1	XP_009111475.1
OG0010315	XP_010456281.1, XP_010427067.1, XP_010419591.1	XP_009134547.1, XP_033137125.1
OG0010316	XP_010419563.1, XP_010456302.1, XP_010426845.1	XP_033141618.1, XP_033142137.1
OG0010317	XP_010451102.1, XP_010447626.1, XP_010432912.1, XP_010438089.1	XP_018509605.1
OG0010318	XP_010472079.1, XP_010416843.1, XP_010428995.1	XP_009117445.1
OG0010319	XP_010472085.1, XP_010416850.1, XP_010429001.1	XP_009140248.1
OG0010320	XP_010499168.1, XP_010460449.1, XP_010478007.1, XP_010480670.1	XP_009103036.1, XP_009113803.1
OG0010321	XP_019099209.1, XP_010477902.1, XP_010460349.1	XP_009109889.2, XP_009115334.1
OG0010322	XP_010499081.1, XP_010460369.1, XP_010477896.1	XP_033135763.1, XP_009109902.1
OG0010323	XP_010501844.1, XP_019091279.1, XP_010434622.1	XP_009103636.1, XP_009140838.2
OG0010324	XP_010433514.1, XP_010448282.1, XP_010438768.1	XP_009142212.1, XP_009137590.1
OG0010325	XP_010438676.1, XP_010448191.1, XP_010433422.1	XP_009109157.1, XP_033128022.1
OG0010326	XP_010438674.1, XP_010433420.1, XP_010448188.1	XP_009109156.1
OG0010327	XP_010448178.1, XP_010438659.1, XP_010433407.1	XP_009109150.1, XP_033144049.1
OG0010328	XP_010448150.1, XP_010433381.1, XP_010438629.1	XP_009137652.1, XP_009143320.1
OG0010329	XP_010433371.1, XP_010438616.1, XP_010448135.1	XP_009143442.1
OG0010330	XP_010433366.1, XP_010448133.1, XP_010438613.1	XP_009109141.1, XP_009143465.1
OG0010331	XP_010438606.1, XP_010433361.1	XP_009109140.1, XP_009137663.1
OG0010332	XP_010438597.1, XP_010448121.1, XP_010433354.1	XP_033144715.1, XP_009143549.2
OG0010333	XP_019089398.1, XP_019088554.1, XP_019086589.1	XP_009144170.1, XP_009144177.1
OG0010334	XP_010438495.1, XP_010433250.1, XP_010448016.1	XP_009109109.1
OG0010335	XP_010433245.1, XP_010438489.1	XP_009137773.1, XP_009109106.1
OG0010336	XP_010433240.1, XP_010438483.1, XP_010448001.1	XP_009144342.1
OG0010337	XP_010425170.1, XP_010502394.1, XP_010514142.1	XP_009152151.1, XP_009114141.1
OG0010338	XP_010502395.1, XP_010514143.1	XP_009152150.2, XP_009129076.2
OG0010339	XP_010502404.1, XP_010425181.1, XP_010514152.1	XP_009114130.1, XP_009129066.1
OG0010340	XP_010425206.1, XP_010514178.1	XP_009152128.1, XP_033136463.1
OG0010343	XP_010498383.1, XP_010477181.1	XP_009110269.1
OG0010344	XP_010477347.1, XP_010459785.1, XP_010498534.1	XP_009149569.1, XP_009103317.1, XP_033132211.1
OG0010345	XP_010501562.1, XP_010462858.1	XP_009115546.1
OG0010346	XP_010499112.1, XP_010460383.1, XP_010477929.1, XP_010497915.1	XP_033131304.1, XP_009115314.1
OG0010347	XP_010460406.1, XP_010477975.1, XP_019095569.1, XP_010501603.1	XP_009115296.1, XP_009109864.1
OG0010351	XP_019092223.1	XP_009146350.1
OG0010352	XP_010462292.1, XP_010501050.1, XP_010479966.1	XP_009147575.1, XP_009123642.1
OG0010353	XP_010497181.1	XP_009124047.1
OG0010360	XP_010513652.1, XP_010415439.1	XP_033131932.1, XP_033131933.1
OG0010361	XP_019093131.1, XP_019085321.1, XP_019083308.1	XP_009127935.1, XP_033130107.1
OG0010362	XP_010471426.1, XP_010428291.1, XP_010416177.1	XP_009128002.1, XP_009106022.1
OG0010363	XP_010464402.1, XP_010456509.1, XP_010486335.1	XP_033146603.1, XP_009147044.2
OG0010364	XP_010486973.1, XP_010499078.1, XP_010465020.1	XP_033148431.1
OG0010365	XP_010487168.1, XP_010465265.1, XP_010501435.1	XP_009135343.1, XP_033147164.1
OG0010368	XP_010472215.1, XP_010416980.1, XP_010429139.1	XP_009140338.1
OG0010369	XP_010429168.1, XP_010472235.1, XP_010417005.1	XP_009140358.1, XP_009112525.1
OG0010371	XP_010472464.1, XP_010429436.1, XP_010417211.1	XP_009117118.1, XP_009140561.1
OG0010372	XP_010417216.1, XP_010429443.1, XP_010472469.1	XP_009140566.1, XP_009117111.1
OG0010374	XP_010472542.1, XP_010417312.1, XP_010429535.1	XP_009117225.1, XP_009140672.1
OG0010375	XP_010414778.1, XP_010467722.1, XP_010489604.2, XP_010489602.1, XP_010489603.1, XP_010436352.1	XP_009137817.1
OG0010376	XP_010513122.1, XP_019101348.1, XP_010413968.1, XP_019100796.1, XP_010473885.1, XP_010418685.1	XP_009141257.1, XP_009141256.1
OG0010377	XP_010505117.1	XP_009133055.1, XP_009133056.1, XP_033146327.1
OG0010378	XP_019100746.1	XP_009133302.1, XP_033145307.1
OG0010380	XP_010517759.1	XP_009142390.1
OG0010381	XP_010507950.1, XP_010506717.1	XP_009104889.1, XP_009127874.2
OG0010382	XP_010513930.1, XP_010502199.1, XP_010502192.1	XP_009101287.2, XP_009114219.1
OG0010383	XP_010514214.1, XP_010502473.1, XP_010425246.1	XP_033139881.1, XP_009152103.1
OG0010384	XP_010425544.1, XP_010514477.1, XP_010502771.1	XP_009111581.1, XP_009129400.1
OG0010385	XP_010425665.1, XP_010502884.1, XP_010514601.1	XP_033129679.1, XP_033136951.1
OG0010386	XP_010426360.1, XP_010503501.1	XP_009150181.1, XP_009149803.1
OG0010387	XP_010426541.1, XP_010515367.1, XP_010503671.1	XP_018513057.1, XP_009101596.1
OG0010388	XP_010504082.1, XP_010515815.1, XP_010426962.2	XP_009103851.2, XP_033137108.1
OG0010389	XP_010516335.1, XP_010504650.1	XP_009138271.1, XP_009115272.1
OG0010390	XP_010492209.1, XP_010453525.1, XP_010420033.1	XP_033137834.1, XP_033143152.1
OG0010391	XP_019090085.1, XP_019097409.1	XP_009131895.2, XP_009120623.1
OG0010392	XP_010421716.1, XP_010494125.1, XP_010455200.1	XP_009129807.2, XP_018509562.1
OG0010393	XP_010470055.2, XP_010421968.1, XP_010436973.1, XP_010436935.1, XP_010421967.1, XP_010455450.1	XP_033140688.1
OG0010394	XP_019089479.1, XP_019086586.1, XP_019087781.1	XP_018513093.1, XP_009118042.1, XP_018513134.1
OG0010395	XP_010438823.1, XP_010433575.1, XP_010448353.1	XP_009137562.1, XP_033144917.1
OG0010396	XP_010439068.1, XP_010433796.1, XP_010448589.1	NP_001288974.1, XP_009137844.1
OG0010397	XP_010451258.1, XP_019087359.1, XP_010434005.1, XP_019089417.1, XP_019087401.1, XP_010434004.2, XP_010434006.1	XP_009136089.1, XP_009136078.1
OG0010399	XP_010449336.1, XP_010439687.1	XP_009132908.1, XP_033133976.1
OG0010400	XP_010434694.1, XP_010440032.1	XP_009136833.1
OG0010401	XP_010433144.1, XP_010433145.1, XP_010438359.1, XP_010447898.1	XP_033143520.1, XP_033141484.1
OG0010402	XP_010450069.1, XP_010435157.1, XP_019087723.1, XP_010440497.1	XP_033132241.1, XP_033146610.1
OG0010405	XP_019087694.1, XP_010436090.1, XP_010466480.1, XP_019086523.1	XP_009140089.1
OG0010406	XP_010436116.1, XP_010441332.1, XP_010447792.1	XP_009125192.1, XP_018509571.2
OG0010407	XP_010481928.1, XP_010442103.1, XP_019087791.1, XP_010494249.1	XP_009101828.1, XP_009114024.1
OG0010408	XP_010494152.1, XP_010482016.1, XP_010442186.1	XP_009106518.1
OG0010410	XP_010442331.1, XP_010482148.1, XP_010439694.1	XP_009151681.1, XP_009111856.1
OG0010411	XP_019087608.1, XP_019085978.1	XP_009129772.1, XP_009151725.1
OG0010412	XP_010442396.1, XP_010482211.1, XP_010440493.1	XP_009111873.1, XP_009151728.1
OG0010413	XP_010482289.1, XP_010442467.1, XP_010441261.1	XP_009134031.1, XP_009127370.1
OG0010414	XP_010482481.1, XP_010497644.1, XP_010443279.1, XP_010442648.1	XP_033137327.1, XP_009127301.1
OG0010415	XP_010444203.1, XP_010442711.1, XP_010482546.1	XP_033137676.1
OG0010416	XP_010482614.1, XP_010442777.1, XP_010444954.1	XP_009127236.1, XP_009106704.1
OG0010417	XP_010445402.1, XP_010482673.1, XP_010442845.1	XP_009127206.1, XP_009124171.1
OG0010419	XP_010444783.1, XP_010484630.1, XP_010465327.1	XP_009103518.1, XP_009112306.1
OG0010421	XP_019101003.1, XP_019100456.1	XP_018513949.1
OG0010422	XP_010499214.1, XP_010478070.1, XP_010460493.1	XP_009109813.1, XP_009113769.1, XP_009102981.2
OG0010424	XP_010436768.1	XP_009128306.1, XP_009128327.1
OG0010426	XP_010514617.1, XP_010502905.1, XP_010425692.1	XP_009151817.3, XP_033136305.1, XP_009129337.1
OG0010427	XP_010451701.1, XP_010496070.1, XP_010474093.1, XP_010480814.1, XP_010468714.1, XP_010501734.1, XP_010424607.1, XP_010430894.1, XP_010421775.1, XP_010423683.1, XP_010480635.1, XP_019085378.1, XP_010501718.1, XP_010484898.1	XP_033140697.1, XP_033136130.1
OG0010436	XP_019098691.1	XP_033138829.1, XP_033137637.1
OG0010437	XP_010447708.1, XP_010438174.1	XP_009137925.1
OG0010438	XP_010447704.1, XP_010432978.1, XP_010438169.1	XP_033144464.1
OG0010439	XP_010438161.1, XP_010432973.1, XP_010497295.1, XP_010447698.1	XP_009108981.1
OG0010440	XP_010447697.1, XP_010438157.1, XP_010432969.1	XP_009137939.1
OG0010441	XP_019088892.1, XP_019088696.1, XP_019086674.1	XP_009127679.1
OG0010442	XP_010447675.1, XP_010438136.1, XP_010432949.1	XP_009137962.1
OG0010443	XP_010472601.1, XP_010429588.1, XP_010417358.1	XP_009140699.1
OG0010444	XP_010439228.1, XP_010448772.1	XP_009137315.1, XP_009136711.1
OG0010445	XP_010514986.1, XP_010426102.1, XP_010503277.1	XP_018508183.1
OG0010446	XP_010515182.1, XP_010503499.1, XP_010426358.1	XP_009151475.2
OG0010447	XP_010515174.1, XP_010503491.1, XP_010426350.1	XP_009149811.1, XP_009151403.1
OG0010448	XP_019102291.1, XP_019100213.1, XP_010426342.1	XP_009150191.2
OG0010449	XP_010426329.1, XP_010515156.1, XP_010503466.1	XP_009150197.1, XP_033128975.1
OG0010450	XP_010426268.1, XP_010503418.1, XP_010515108.1	XP_009149855.1, XP_009150754.1
OG0010451	XP_010515128.1, XP_010503439.1, XP_010426284.1	XP_009150874.1
OG0010452	XP_019085529.1, XP_019101878.1, XP_019100236.1	XP_009150205.1
OG0010453	XP_010503390.1, XP_010515089.1, XP_010426234.1	XP_009150220.1, XP_009149870.1
OG0010454	XP_010424846.1, XP_010506873.1	XP_009101368.1
OG0010455	XP_010424944.1, XP_019099975.1, XP_010513898.1, XP_019099976.1	XP_009129213.1
OG0010456	XP_010424999.1, XP_010502233.1, XP_010513997.1	XP_009129163.1
OG0010457	XP_010424991.1, XP_010513948.1, XP_010496875.1	XP_033128752.1, XP_033128433.1, XP_009101284.1
OG0010459	XP_010441189.1, XP_010450664.1, XP_010435896.1	XP_009140004.1
OG0010460	XP_010435909.1, XP_010441172.1, XP_010450676.1	XP_009139994.1
OG0010461	XP_010492800.1, XP_010420545.1	XP_018511176.1
OG0010462	XP_010420514.1, XP_010492749.1	XP_009131613.1
OG0010463	XP_010492745.1, XP_010420507.1, XP_010453980.1	XP_009121052.1, XP_009131608.1
OG0010464	XP_010453961.1, XP_010420493.1, XP_010492722.1	XP_009126197.1, XP_009107532.1
OG0010465	XP_010453951.1, XP_010420479.1, XP_010492709.1	XP_009126192.1
OG0010466	XP_019098083.1, XP_019097371.1, XP_010420475.1, XP_010453948.1	XP_009107522.1
OG0010467	XP_010420455.1, XP_010492693.1, XP_010453930.1	XP_009107510.2, XP_009126182.1
OG0010468	XP_010420448.1, XP_010453923.1, XP_010492684.1	XP_009126179.1
OG0010469	XP_010420427.1, XP_010492664.1, XP_010453905.1	XP_009121408.1, XP_009126170.1
OG0010470	XP_010457843.1, XP_010486811.1, XP_010475441.1	XP_009118471.1
OG0010471	XP_010420374.1, XP_010453837.1, XP_019097247.1	XP_009121457.1
OG0010472	XP_010420369.1, XP_010453830.1, XP_010492581.1	XP_009121463.1, XP_009131553.1
OG0010473	XP_010492562.1, XP_010453816.1, XP_010420345.1, XP_010456550.1	XP_009131546.1
OG0010474	XP_010492559.1, XP_019084750.1, XP_010453809.1	XP_018511035.2, XP_018513144.1
OG0010475	XP_010492537.1, XP_010420327.1, XP_010453798.1, XP_010453797.1	XP_009131536.1
OG0010476	XP_010453773.1, XP_010420298.1, XP_010492498.1	XP_009126099.1
OG0010477	XP_010492495.1, XP_010453768.1, XP_010420295.1	XP_009126096.1
OG0010478	XP_010492478.1, XP_010453761.1, XP_010420283.1	XP_009121519.1
OG0010479	XP_010516636.1, XP_010509707.1, XP_019101316.1, XP_019099744.1	XP_009133001.1
OG0010480	XP_010453680.1, XP_010420201.1, XP_010492380.1	XP_009121574.1, XP_009126047.1
OG0010481	XP_010453678.1, XP_010420198.1, XP_019097707.1	XP_033143473.1, XP_033141670.1
OG0010482	XP_019090051.1, XP_010492334.1, XP_010420162.1	XP_009126029.1, XP_009121614.1
OG0010483	XP_010456537.1, XP_010495196.1	XP_033131314.1
OG0010485	XP_010492286.1, XP_010453602.1, XP_010420124.1	XP_009126003.1, XP_009121637.1
OG0010486	XP_010453599.1	XP_009121639.1, XP_009125995.1
OG0010487	XP_010453592.1, XP_010420109.1, XP_010492276.1	XP_009131419.1
OG0010488	XP_010450143.1, XP_010450122.1	XP_009139573.1
OG0010489	XP_010426097.1, XP_010514983.1, XP_010503270.1	XP_009131399.1
OG0010490	XP_010453494.1, XP_010492173.2, XP_010420000.2	XP_009121717.2, XP_009125950.1
OG0010491	XP_010453484.1, XP_010419990.1, XP_010492161.1	XP_018511064.1, XP_009131362.1
OG0010492	XP_010492160.1, XP_010419985.1, XP_010453482.1	XP_009125946.1, XP_009131361.1
OG0010493	XP_010419983.1, XP_010453478.1, XP_010492156.1	XP_009131359.1, XP_009121726.1
OG0010494	XP_010453459.1, XP_019090380.1, XP_010453464.2, XP_010419967.1, XP_010492143.1	XP_009131355.1
OG0010495	XP_010453455.1, XP_019097322.1, XP_010419961.1	XP_033139765.1, XP_033142465.1
OG0010496	XP_010453430.1, XP_010419936.1, XP_010492111.1	XP_009125918.1, XP_009121758.1
OG0010497	XP_010453420.1, XP_010419924.1, XP_010492098.1	XP_018512208.1, XP_009131341.1
