Orthogroup	Camelina_sativa	Arabidopsis_arenosa
OG0010966	XP_010440526.1, XP_010435182.1, XP_010450101.1	jg11372
OG0010967	XP_010440444.1, XP_010435103.1, XP_010450020.1	jg11303
OG0010968	XP_010449989.1, XP_010440389.1, XP_010435066.1	jg11265
OG0010969	XP_010450841.1, XP_010435809.1, XP_010441033.1	jg12465
OG0010970	XP_010440373.1, XP_010449971.1, XP_010435047.1	jg11246
OG0010971	XP_010502587.1, XP_010514300.1, XP_010425359.1	jg13345
OG0010972	XP_010440327.1, XP_010435033.1, XP_010451509.1	jg11207
OG0010973	XP_010435042.1, XP_010449958.1	jg11199
OG0010974	XP_010434302.1, XP_019086912.1, XP_010440306.1, XP_010434982.1	jg11170
OG0010975	XP_010434941.1, XP_010449919.1, XP_010440275.1	jg11142
OG0010976	XP_010498640.1, XP_010477430.1	jg30736, jg17605
OG0010977	XP_010441256.1, XP_010442464.1, XP_010482285.1	jg21640
OG0010978	XP_010440237.1, XP_010451480.1	jg11096
OG0010979	XP_010449875.1, XP_010440230.1, XP_010434905.1	jg11089
OG0010980	XP_010440240.1, XP_010449882.1, XP_010434912.1	jg11101
OG0010981	XP_010428198.2, XP_010471340.1	jg2937
OG0010982	XP_010428221.1, XP_010428222.1, XP_010471370.1, XP_010416103.1	jg2956
OG0010983	XP_019093683.1, XP_019083079.1, XP_019085826.1	jg2957
OG0010984	XP_010428261.2, XP_010416141.1	jg2978
OG0010985	XP_010471403.1, XP_019084990.1, XP_010416151.1	jg2982
OG0010986	XP_010428282.1, XP_010419182.1, XP_010471416.1	jg2995
OG0010987	XP_010416169.1, XP_019085623.1, XP_010471420.1	jg2998
OG0010988	XP_010416180.1, XP_010428298.1, XP_010471431.1	jg3008
OG0010989	XP_010505115.1, XP_010509541.1, XP_010412891.1	jg18722
OG0010990	XP_019094005.1, XP_019094004.1, XP_010471453.1, XP_010428320.2	jg3022
OG0010991	XP_010428323.1, XP_010416202.1, XP_010471458.1	jg3025
OG0010992	XP_010471464.1, XP_010416204.1, XP_010428329.1	jg3028
OG0010993	XP_010428346.1, XP_010416221.1, XP_010474326.1	jg3037
OG0010994	XP_010416227.1, XP_010428355.1, XP_010471487.1	jg3042
OG0010995	XP_010471505.1, XP_019083710.1, XP_010428391.1	jg3066
OG0010996	XP_010471511.1, XP_010428407.1, XP_010416276.1	jg3078
OG0010997	XP_010416292.2, XP_010471528.1, XP_010428423.1	jg3091
OG0010998	XP_019082824.1, XP_019085003.1, XP_019093058.1	jg3098
OG0010999	XP_010471535.1, XP_010428432.1	jg3099
OG0011000	XP_010431516.1, XP_010419199.1	jg3113
OG0011001	XP_010428477.1, XP_010416343.1, XP_010471577.1	jg3136
OG0011002	XP_010428478.1, XP_010416344.1, XP_010471581.1	jg3137
OG0011003	XP_010428482.1, XP_010416345.1, XP_010471584.1	jg3138
OG0011004	XP_010511863.1, XP_010415482.1	jg2429
OG0011005	XP_010415494.1, XP_010511877.1, XP_010470825.1	jg2438
OG0011006	XP_010415530.1, XP_010511925.1, XP_010470875.1	jg2483
OG0011007	XP_010511931.1, XP_010440257.1, XP_010415535.1, XP_010470882.1	jg2487
OG0011008	XP_010511940.1, XP_010415541.1, XP_010470888.1	jg2495
OG0011009	XP_010415554.1, XP_010511943.1, XP_010470891.1	jg2501
OG0011010	XP_010440683.1, XP_010436662.1, XP_010450332.1, XP_010497193.2	jg11766
OG0011011	XP_010438394.1, XP_010447926.1, XP_010433173.1	jg9559
OG0011012	XP_010447910.1, XP_010438376.1, XP_010433159.1	jg9546
OG0011013	XP_010447909.1, XP_010438374.1, XP_010433158.1	jg9545
OG0011014	XP_010447905.1, XP_010438364.1, XP_010433150.1	jg9534
OG0011015	XP_010447895.1, XP_010433141.1, XP_010438354.1	jg9526
OG0011017	XP_010412464.1, XP_010467046.1, XP_010488738.1	jg27011
OG0011019	XP_010430475.1, XP_010418405.1, XP_010473619.1	jg500
OG0011020	XP_010430477.1, XP_010418407.1, XP_010473621.1	jg496
OG0011022	XP_010418430.1, XP_010473636.1, XP_010430506.1	jg470
OG0011023	XP_010418431.1, XP_010473638.1, XP_010430508.1	jg468
OG0011024	XP_010430509.1, XP_019083059.1, XP_010473641.1	jg466
OG0011025	XP_010450749.1, XP_010441112.1, XP_010435964.1, XP_010435965.1	jg12573
OG0011026	XP_010497053.1, XP_010464870.1, XP_010486822.1	jg26977
OG0011027	XP_010518606.1, XP_010467023.1, XP_019096674.1	jg26987
OG0011028	XP_010450724.1, XP_010435941.1, XP_010436826.1	jg12615
OG0011029	XP_010441147.1, XP_010435939.1, XP_010450721.1	jg12619
OG0011030	XP_010450719.1	jg12622
OG0011031	XP_010450716.1	jg12624
OG0011032	XP_010440289.1, XP_010468810.1, XP_010434956.1	jg11154
OG0011033	XP_010425729.1, XP_010514642.1	jg13756
OG0011034	XP_019100112.1, XP_010425584.1, XP_010514516.1	jg13564
OG0011035	XP_010502845.1, XP_010514548.1, XP_010425626.1	jg13614
OG0011036	XP_010514752.1, XP_010427110.1, XP_010503069.1	jg14097
OG0011037	XP_010514491.1, XP_010502786.1	jg13538
OG0011038	XP_010514427.1, XP_010502702.1, XP_010425480.1	jg13464
OG0011039	XP_010502685.1, XP_010425460.1, XP_010514413.1	jg13428
OG0011040	XP_010514384.1, XP_010425437.1, XP_010502659.1	jg13402
OG0011041	XP_010502614.1, XP_010514336.1	jg13367
OG0011042	XP_010425378.1, XP_010502600.1, XP_010514322.1	jg13354
OG0011043	XP_010425367.1, XP_010514296.1, XP_010502578.1	jg13340
OG0011044	XP_010502556.1, XP_010514281.1, XP_010425339.1	jg13328
OG0011045	XP_019085288.1, XP_010502507.1	jg13292
OG0011046	XP_010518615.1, XP_010514217.1, XP_010425249.1, XP_010502475.1	jg13262
OG0011047	XP_010514211.1, XP_010425243.1, XP_010502470.1	jg13252
OG0011048	XP_010425233.2, XP_010514201.1, XP_010502462.1	jg13247
OG0011049	XP_010514187.1, XP_010502452.1, XP_010425220.1	jg13232
OG0011050	XP_019100058.1, XP_010425219.1, XP_010514184.1	jg13231
OG0011051	XP_010415631.1, XP_010512028.1, XP_010470973.1	jg2565
OG0011052	XP_010512025.1, XP_010470968.1, XP_010415625.1	jg2562
OG0011053	XP_010478253.1, XP_010499406.1	jg31403
OG0011054	XP_010512006.1, XP_010470956.1, XP_019083269.1	jg2548
OG0011055	XP_010415603.1, XP_010470943.1, XP_010511995.1	jg2540
OG0011056	XP_010415590.1, XP_010470930.1, XP_010511974.1	jg2528
OG0011057	XP_010470917.1, XP_010415575.1, XP_010511960.1	jg2516
OG0011058	XP_010470915.1, XP_010470914.1, XP_010511957.1	jg2513
OG0011060	XP_010481490.1, XP_010441621.1, XP_010494780.1	jg20455
OG0011061	XP_010436385.1, XP_010455288.1	jg7120
OG0011062	XP_019087773.1, XP_010481502.1, XP_010494771.1	jg20465
OG0011063	XP_010421848.1, XP_010438450.1, XP_010455247.1	jg7048
OG0011064	XP_010494755.1, XP_010481511.1, XP_010441645.1	jg20477
OG0011065	XP_010481516.1, XP_010441654.1, XP_019097737.1	jg20486
OG0011066	XP_010494733.1, XP_010481526.1, XP_010441665.1	jg20498
OG0011067	XP_010441683.1, XP_010481543.1, XP_010494687.1	jg20515
OG0011068	XP_010481552.1, XP_010441694.1, XP_010494673.1	jg20526
OG0011069	XP_019087558.1, XP_019097578.1, XP_010481563.1	jg20771, jg20532
OG0011070	XP_010449404.1, XP_010434459.1	jg10670
OG0011071	XP_010481594.1, XP_010494643.1, XP_010441734.1	jg20552
OG0011072	XP_010481595.1, XP_010494640.1	jg20553
OG0011073	XP_010481596.1, XP_010441735.1, XP_010494638.1	jg20554
OG0011074	XP_010511441.1, XP_010415082.1, XP_010470417.1	jg1911
OG0011075	XP_010461789.1, XP_010500492.1, XP_010479384.1	jg33071
OG0011076	XP_010469290.2	jg16016
OG0011077	XP_010479442.1, XP_010500522.1, XP_010461819.1	jg33096
OG0011078	XP_010500529.1, XP_010461830.1, XP_010461827.1, XP_010479449.1	jg33107
OG0011079	XP_010500541.1, XP_010461839.1, XP_010479424.1	jg33115
OG0011080	XP_010479408.1, XP_010500548.1, XP_010461846.1	jg33124
OG0011081	XP_010500558.1	jg33135
OG0011082	XP_010500615.1	jg33184
OG0011083	XP_019099470.1, XP_010479512.1, XP_010461907.1	jg33188
OG0011084	XP_010500643.1, XP_010479532.1, XP_010461920.1	jg33202
OG0011085	XP_010479533.1, XP_010461921.1, XP_010500644.1	jg33203
OG0011086	XP_010479537.1, XP_010461924.1, XP_010500647.1	jg33208
OG0011087	XP_010479539.1, XP_010461927.1, XP_010500649.1	jg33210
OG0011088	XP_010479552.1, XP_010500666.1, XP_010461934.1	jg33228
OG0011089	XP_010479556.1, XP_010501950.1, XP_019091148.1	jg33232
OG0011090	XP_010479573.1, XP_010500683.1, XP_010461946.1	jg33256
OG0011091	XP_010500686.1, XP_010461948.1, XP_010479575.1	jg33260
OG0011092	XP_010461957.1, XP_019099477.1, XP_010479591.1	jg33272
OG0011093	XP_010500715.1, XP_010461969.1, XP_010479621.1	jg33282
OG0011094	XP_010479647.1, XP_010500737.1, XP_010461993.1	jg33317
OG0011095	XP_010463386.1, XP_010501961.1, XP_010479655.1	jg33323
OG0011096	XP_010500758.1, XP_010479670.1, XP_010462009.1	jg33333
OG0011097	XP_019087497.1, XP_019094340.1, XP_010500785.1	jg33362
OG0011098	XP_010462035.1, XP_010479698.1, XP_010500790.1	jg33371
OG0011099	XP_010479744.1, XP_010500836.1, XP_010462073.1	jg33425
OG0011100	XP_010500846.2, XP_019091624.1	jg33433
OG0011101	XP_010479753.1, XP_010462085.1, XP_010500849.1	jg33434
OG0011102	XP_010442120.1, XP_010494230.1, XP_010494226.1, XP_019095420.1	jg21024
OG0011103	XP_019097471.1, XP_019097252.1, XP_010495622.1, XP_010442119.1, XP_010481944.1	jg21023
OG0011104	XP_010481941.1, XP_010442115.1, XP_010494237.1	jg21018
OG0011105	XP_010469458.1, XP_010413846.1, XP_010509870.1	jg13582, jg18451
OG0011106	XP_019093508.1, XP_010509866.1, XP_010413842.1	jg18453, jg17402
OG0011107	XP_010469454.1, XP_010413841.1, XP_010509864.1	jg18454
OG0011108	XP_010413814.1, XP_010469433.1, XP_010509837.1	jg18478
OG0011109	XP_010469431.1, XP_010413812.1, XP_010509833.1	jg18480
OG0011110	XP_010509817.1, XP_010413795.1, XP_010469413.1	jg18495
OG0011111	XP_010509819.1, XP_010469414.1, XP_010497641.1, XP_010413796.1	jg18494
OG0011112	XP_010473852.1, XP_019082947.1, XP_010509812.1	jg18498
OG0011113	XP_010469378.1, XP_010413760.1, XP_010509776.1	jg18528
OG0011114	XP_010516599.1, XP_010504915.1, XP_010509741.1	jg18555
OG0011115	XP_010509740.1, XP_010504916.1, XP_010516600.1	jg18556
OG0011116	XP_019102459.1, XP_019099864.1, XP_019101319.1	jg18561
OG0011117	XP_010516610.1, XP_010509731.1, XP_010504927.1	jg18565
OG0011118	XP_010504942.1, XP_010516626.1, XP_010509720.1	jg18587
OG0011119	XP_010509716.1, XP_010516627.1, XP_010504943.1	jg18588
OG0011120	XP_010516643.1, XP_010509701.1	jg18598
OG0011121	XP_010516703.1, XP_010505031.1, XP_010509634.1	jg18650
OG0011122	XP_010516706.1, XP_010505033.1, XP_010509630.1	jg18653
OG0011123	XP_010502168.1, XP_010513905.1, XP_010424950.1, XP_010513977.2	jg12979
OG0011124	XP_010439705.1, XP_010434407.1, XP_010449340.1	jg10634
OG0011125	XP_010434430.1, XP_010449367.1, XP_010439729.1	jg10650
OG0011126	XP_010489007.1, XP_010467780.1	jg28291
OG0011127	XP_010449441.1	jg10694
OG0011128	XP_010414889.1, XP_010511188.1, XP_010511187.1, XP_010470345.1	jg1543
OG0011129	XP_010449480.1, XP_010434498.1, XP_010439823.1	jg10717
OG0011130	XP_010434516.1, XP_010439838.1, XP_010496243.1	jg10734
OG0011131	XP_010434521.1, XP_010496237.1, XP_010439841.1	jg10740
OG0011132	XP_010439851.1, XP_010496226.1, XP_010434529.1	jg10747
OG0011134	XP_010439858.1, XP_010434540.1, XP_010517538.1	jg10752
OG0011135	XP_010517557.1, XP_010439874.1, XP_010434553.1	jg10766
OG0011136	XP_010449538.1, XP_010434602.1, XP_010439924.1	jg10817
OG0011137	XP_010434618.1, XP_010449556.1, XP_010439942.1	jg10835
OG0011138	XP_010510213.1, XP_010469736.1, XP_010414144.1	jg18189
OG0011139	XP_010439993.1, XP_010434656.1, XP_010449604.1	jg10869
OG0011140	XP_010449617.1, XP_010434666.1, XP_010440004.1	jg10875
OG0011141	XP_010449639.1, XP_010434691.1, XP_010440030.1	jg10890
OG0011142	XP_010434705.1, XP_010449652.1, XP_010440040.1	jg10898
OG0011143	XP_010426650.1, XP_010503788.1, XP_010515491.1	jg14991
OG0011145	XP_010503763.1, XP_010424889.1, XP_010515469.1	jg14966
OG0011146	XP_010515454.1, XP_010424903.1, XP_010503749.1	jg14954
OG0011147	XP_010415438.1, XP_010470763.1, XP_010511807.1	jg2382
OG0011148	XP_010471248.1, XP_010414856.1, XP_010415959.1, XP_010428096.1	jg2862
OG0011149	XP_010426602.1, XP_010515432.1, XP_010503727.1	jg14931
OG0011150	XP_010507374.1, XP_010412699.1, XP_010431217.1	jg14930
OG0011151	XP_010463833.1, XP_010513722.1, XP_010485725.1	jg24222
OG0011152	XP_010503712.1, XP_010426584.1, XP_010515401.1	jg14904
OG0011153	XP_010439160.1, XP_010433891.1, XP_010448690.1	jg10144
OG0011154	XP_010439179.1, XP_010448715.1	jg10162
OG0011155	XP_010514603.1, XP_010425667.1, XP_010502886.1	jg13669
OG0011156	XP_010482605.1, XP_010442770.1, XP_010444854.1	jg21938
OG0011157	XP_010444347.1, XP_010442728.1	jg21891
OG0011158	XP_010442687.1, XP_010482524.1, XP_010443931.1	jg21860
OG0011159	XP_010443409.1, XP_010482491.1, XP_010442660.1	jg21824
OG0011160	XP_010442615.1, XP_010443042.1, XP_010482466.1	jg21795
OG0011161	XP_010442588.1, XP_010426309.1, XP_010432693.1, XP_010482438.1	jg21769
OG0011162	XP_010482447.1, XP_010442598.1, XP_010426301.1	jg21775
OG0011163	XP_010426306.1, XP_010482441.1, XP_010442594.1	jg21771
OG0011164	XP_010482450.1, XP_010442602.1, XP_010426297.1	jg21778
OG0011166	XP_010518509.1, XP_010488837.1	jg27392
OG0011167	XP_010496141.1, XP_010488814.1	jg27273
OG0011168	XP_010512202.1, XP_010413693.1, XP_010469359.1	jg15988
OG0011169	XP_010488836.1, XP_010467176.1, XP_010518533.1	jg27391
OG0011170	XP_010479926.1, XP_010462253.1, XP_010501009.1	jg33570, jg33572
OG0011171	XP_010517803.2, XP_019096810.1, XP_010467264.1	jg27517
OG0011172	XP_010467275.1, XP_010488934.1, XP_010517914.1	jg27533
OG0011173	XP_010467257.1, XP_010517725.1, XP_010488913.1	jg27505
OG0011174	XP_010517215.1, XP_010467325.1, XP_010489177.1	jg27610
OG0011175	XP_010517092.2, XP_019096520.1, XP_010467337.1, XP_010517082.2	jg27637
OG0011176	XP_010489190.1, XP_019084077.1, XP_010467344.1	jg27648
OG0011177	XP_010502756.1, XP_010425524.1, XP_010514457.1	jg13898
OG0011178	XP_019096604.1, XP_010516739.1, XP_019092966.1	jg27697
OG0011179	XP_010489218.1, XP_010516684.1, XP_010467374.1	jg27702
OG0011180	XP_010515965.1, XP_010489292.1, XP_010467421.1	jg27789
OG0011181	XP_010467424.1, XP_010515932.1, XP_010489294.1	jg27791
OG0011182	XP_010433839.1, XP_010448634.1, XP_010439111.1	jg10093, jg17254
OG0011183	XP_010448652.1, XP_010439130.2, XP_010433857.1, XP_010445164.1	jg10106
OG0011184	XP_010444833.1, XP_010465902.1, XP_019095694.1	jg23781
OG0011185	XP_010448815.1, XP_019086973.1, XP_010433978.1	jg10238
OG0011186	XP_010417955.1	jg993
OG0011187	XP_019086072.1, XP_010439354.1, XP_010448915.1	jg10307, jg791
OG0011188	XP_019088953.1, XP_019087200.1, XP_019086123.1	jg10314
OG0011189	XP_010439371.1, XP_019089580.1, XP_010434087.1	jg10333
OG0011190	XP_010448954.1, XP_010439385.1, XP_010434094.1	jg10340
OG0011191	XP_010449284.1, XP_010434352.1, XP_010439650.1	jg10589
OG0011192	XP_010465585.1, XP_010487435.1, XP_010503583.1	jg25635
OG0011193	XP_010439627.1, XP_010434336.1, XP_010449269.1	jg10569
OG0011194	XP_010461383.1, XP_010478978.1, XP_019099406.1, XP_010434639.1	jg32465, jg32452
OG0011195	XP_010449235.1, XP_010434327.2, XP_019087823.1	jg10562
OG0011196	XP_010449208.1, XP_010434307.1	jg10543
OG0011197	XP_010434284.1, XP_010439581.1, XP_010449173.1	jg10521, jg10528, jg10516
OG0011198	XP_010439561.1, XP_010434266.1	jg10489
OG0011199	XP_010449072.1, XP_010439484.1, XP_010434186.1	jg10427
OG0011200	XP_010467147.2, XP_010413117.1	jg27271
OG0011201	XP_010439455.1, XP_010449036.1, XP_010434159.1	jg10405
OG0011202	XP_010449035.1, XP_010439453.1, XP_010434158.1	jg10404
OG0011203	XP_010439436.1, XP_010434137.1	jg10264, jg10387
OG0011204	XP_010449295.1, XP_019087828.1, XP_010436474.1	jg10597
OG0011205	XP_010439668.1, XP_010449317.1, XP_010434374.1	jg10615
OG0011206	XP_010506098.1, XP_010517801.1, XP_010508545.1	jg19578
OG0011207	XP_010438332.1, XP_010455346.1, XP_010421854.1	jg7267
OG0011208	XP_010455350.1, XP_010421857.1, XP_010438299.1	jg7272
OG0011209	XP_019097996.1, XP_019095998.1, XP_019088586.1	jg21114
OG0011210	XP_010494184.1, XP_010481986.1, XP_010442170.1	jg21085
OG0011211	XP_010481980.1, XP_010494191.1, XP_010442175.1	jg21065
OG0011212	XP_010481973.1, XP_010494200.1	jg21062
OG0011213	XP_010442130.1, XP_010481960.1, XP_010494213.1	jg21034
OG0011214	XP_010434831.1, XP_010449793.1, XP_010440163.1	jg11007
OG0011215	XP_010434818.1, XP_010440151.1, XP_019089133.1	jg10998
OG0011216	XP_010440170.1, XP_010449802.1, XP_010434839.1	jg11015
OG0011217	XP_010434788.1, XP_010449733.1, XP_010440119.1	jg10954
OG0011219	XP_010434768.1, XP_019087408.1, XP_019089126.1	jg10933
OG0011220	XP_010449701.1, XP_010434755.1, XP_010440095.1	jg10927
OG0011221	XP_010440067.1, XP_010434729.1, XP_010449683.1	jg10915
OG0011222	XP_010434726.1, XP_010449671.1, XP_010440063.1	jg10914
OG0011223	XP_010434718.1, XP_010440052.1, XP_010449667.1	jg10908
OG0011224	XP_010478696.1, XP_010499828.1, XP_010461101.1	jg31927
OG0011225	XP_010461104.1, XP_010478693.1	jg31921
OG0011226	XP_010496279.1, XP_010435652.1	jg23927
OG0011227	XP_010465921.1, XP_010484683.1	jg23782
OG0011229	XP_010484699.1, XP_010444858.1, XP_010466321.1, XP_010466313.1, XP_010444857.1	jg23797
OG0011230	XP_010444860.1, XP_010466350.1, XP_010484705.1	jg23798
OG0011231	XP_019087076.1, XP_010484706.1	jg23800
OG0011232	XP_019101761.1, XP_010413187.1, XP_019093658.1, XP_019093662.1	jg16389
OG0011233	XP_010512722.1, XP_010468883.1, XP_010413193.1	jg16385
OG0011234	XP_010512716.1	jg16381
OG0011235	XP_010512674.1, XP_010413241.1, XP_010468920.1	jg16347
OG0011236	XP_010468945.1, XP_010413270.1, XP_010512647.1	jg16324
OG0011237	XP_010468949.1	jg16321
OG0011238	XP_010413276.1, XP_010468951.1	jg16320
OG0011239	XP_019082771.1, XP_010468952.1, XP_019101752.1	jg16318
OG0011240	XP_010413294.1, XP_010468973.1, XP_010512611.1, XP_010418570.1	jg16296
OG0011241	XP_010512575.1, XP_010469002.1, XP_010413325.1	jg16258
OG0011242	XP_010469008.1, XP_010413333.1, XP_010512567.1	jg16253
OG0011243	XP_019094026.1, XP_010469033.1, XP_019101738.1, XP_010413334.1	jg16252
OG0011244	XP_010469025.1, XP_010413342.1, XP_010512555.1	jg16246
OG0011245	XP_010469119.1, XP_010413349.1, XP_010512549.1	jg16240
OG0011246	XP_010413350.1, XP_010512547.1	jg16239
OG0011247	XP_010413393.1, XP_010469083.1	jg16204
OG0011248	XP_010413425.1, XP_010469060.1, XP_010512473.1	jg16186, jg32491
OG0011249	XP_010512453.1, XP_010469043.1	jg16170
OG0011250	XP_019093701.1, XP_010512415.1, XP_010413509.1	jg16141
OG0011251	XP_010413512.1, XP_010512414.1, XP_010469141.1	jg16140
OG0011252	XP_010469153.1, XP_010512403.1, XP_010413528.1	jg16128
OG0011253	XP_010413529.1, XP_010469154.1, XP_010512402.1	jg16127
OG0011254	XP_010469160.1, XP_010413537.1, XP_010512393.1	jg16121
OG0011255	XP_010413560.1, XP_010469184.1, XP_010512369.1	jg16102
OG0011256	XP_010512329.1, XP_010413591.1	jg16078
OG0011257	XP_010512321.1	jg16070
OG0011258	XP_010469258.1, XP_010413621.1, XP_010512283.1	jg16041
OG0011259	XP_010413624.1, XP_010413625.1, XP_010469260.1, XP_010512281.1	jg16038
OG0011260	XP_010469275.1, XP_019101711.1, XP_010413648.1	jg16022
OG0011261	XP_010512241.1	jg16014
OG0011262	XP_010433101.1, XP_010438306.1, XP_010447860.1	jg9495
OG0011263	XP_010413745.1, XP_010512143.1	jg15951
OG0011264	XP_010512135.1, XP_010516574.1, XP_010504884.1	jg15946
OG0011265	XP_010512131.1, XP_010516570.1, XP_010504880.1	jg15943
OG0011266	XP_010504876.1, XP_010512129.1	jg15940
OG0011267	XP_019098629.1, XP_010425834.1, XP_010503050.1	jg14050
OG0011268	XP_010427763.1, XP_010504815.1, XP_010516508.1	jg15886
OG0011269	XP_019100414.1	jg15884
OG0011270	XP_010504749.1, XP_010516450.1, XP_010427709.1	jg15827
OG0011271	XP_010427587.1, XP_010516326.1, XP_010504640.1	jg15720, jg15660
OG0011272	XP_010436769.1, XP_010422001.2, XP_010455469.1	jg7427
OG0011273	XP_010433048.1, XP_010438243.1	jg9428
OG0011274	XP_010470804.1, XP_010415474.1, XP_010511853.1, XP_010511852.1	jg2420
OG0011275	XP_010504599.1, XP_010427539.1, XP_010516291.1	jg15697
OG0011276	XP_019102395.1, XP_010427538.1, XP_010504597.1	jg15699
OG0011277	XP_010427527.1, XP_010504590.1	jg15702
OG0011278	XP_010427530.1, XP_010516288.1, XP_010504591.1	jg15703
OG0011279	XP_010427499.1, XP_010504572.1, XP_010516272.1	jg15631
OG0011280	XP_010427493.1, XP_010504567.1, XP_010504566.1, XP_010516267.1	jg15628
OG0011282	XP_010516240.1, XP_010504538.1, XP_010427450.1	jg15604
OG0011283	XP_010427449.1, XP_010504530.1, XP_010516236.1	jg15601
OG0011284	XP_010504495.1, XP_010427420.1, XP_010516210.1	jg15581
OG0011285	XP_010516213.1, XP_010504496.1, XP_010427419.1	jg15580
OG0011286	XP_010427403.1, XP_010504475.1	jg15567
OG0011287	XP_010427389.1, XP_010504460.1, XP_010516177.1	jg15543
OG0011288	XP_010427363.1, XP_010516160.1, XP_010504436.1	jg15524
OG0011289	XP_010516159.1, XP_010427362.1, XP_010504435.1	jg15523
OG0011290	XP_010427356.1, XP_010504429.1, XP_010516154.1	jg15520
OG0011291	XP_010504427.1, XP_010516152.1, XP_010427354.1	jg15519
OG0011292	XP_010504417.1, XP_010516136.1, XP_010427338.1	jg15498
OG0011293	XP_010427285.1, XP_010504371.1, XP_010516084.1	jg15462
OG0011294	XP_010516063.1, XP_010427253.1	jg15445
OG0011295	XP_010516060.1, XP_010427245.1, XP_010504342.1	jg15443
OG0011296	XP_019102361.1, XP_010427208.1	jg15421
OG0011297	XP_010516024.1, XP_010427203.1	jg15416
OG0011298	XP_010504303.1, XP_010516017.1, XP_010427195.1	jg15413
OG0011299	XP_010504283.1, XP_010516007.1, XP_010427179.1	jg15404
OG0011300	XP_010427174.1, XP_010504276.1, XP_010516002.1	jg15401
OG0011301	XP_010427173.1, XP_010516001.1, XP_010504275.1	jg15400
OG0011302	XP_010427168.1, XP_010504272.1, XP_010515997.1	jg15396
OG0011303	XP_010427155.1, XP_010504252.1, XP_010515976.1, XP_010412770.1	jg15382
OG0011304	XP_010504251.1, XP_010515975.1, XP_010427150.1	jg15381
OG0011306	XP_010427090.1, XP_010515938.1	jg15361
OG0011307	XP_010437132.1, XP_019087853.1, XP_010415339.1, XP_010470674.1, XP_010511709.1	jg2298
OG0011308	XP_010515914.1, XP_010504190.1	jg15337
OG0011309	XP_010427061.1, XP_010504186.1, XP_010515908.1, XP_010515910.1	jg15334
OG0011310	XP_010427051.1, XP_010515895.1, XP_010504169.1	jg15326
OG0011311	XP_010515852.1, XP_019100310.1	jg15290
OG0011313	XP_010504109.1, XP_010426997.1, XP_010515837.1	jg15279
OG0011314	XP_010426946.1, XP_010515802.1	jg15245
OG0011315	XP_010504046.1, XP_010515773.1, XP_019084851.1	jg15219
OG0011316	XP_010515767.1, XP_010504039.1, XP_010426919.1	jg15214
OG0011317	XP_010426893.1, XP_010515746.1, XP_010504018.1	jg15195
OG0011318	XP_010515736.1, XP_010426887.1, XP_010504012.1	jg15187
OG0011319	XP_010482837.1, XP_010443003.1, XP_010446745.1	jg22221
OG0011320	XP_010442972.1, XP_010442971.1, XP_010446316.1, XP_010482807.1	jg22165
OG0011321	XP_010482792.1, XP_010442960.1, XP_010446168.1	jg22151
OG0011322	XP_010442953.1, XP_010482786.1, XP_010446103.1	jg22145
OG0011323	XP_010446010.1, XP_010442947.1, XP_010482779.1	jg22133
OG0011324	XP_010445886.1, XP_010442919.1	jg22075
OG0011325	XP_019096113.1, XP_010442892.1, XP_010445710.1	jg22055
OG0011326	XP_010445664.1, XP_010442880.1, XP_010482710.1	jg22045
OG0011327	XP_010449848.1, XP_010440204.1, XP_010434883.1	jg11052
OG0011328	XP_010513655.1, XP_010488574.1, XP_010466887.1	jg26800
OG0011329	XP_010513694.1, XP_010466901.1, XP_010488582.1	jg26809
OG0011330	XP_010466908.1, XP_010488590.1, XP_019098724.1	jg26814
OG0011331	XP_010466925.1, XP_010513810.1, XP_010488614.1	jg26843
OG0011332	XP_010488618.1, XP_010513915.2, XP_010466931.1	jg26849
OG0011333	XP_010514030.1, XP_010466942.1, XP_010488631.1	jg26859
OG0011334	XP_010488648.1, XP_010514175.1, XP_010466963.1	jg26890
OG0011336	XP_010488664.1, XP_019083624.1, XP_010466978.1	jg26918
OG0011337	XP_010514327.1, XP_010466979.1, XP_010488665.1	jg26921
OG0011338	XP_010518636.1, XP_010467028.1, XP_010488715.1	jg26994
OG0011339	XP_010412694.1, XP_010488772.1, XP_010467091.1	jg27081
OG0011340	XP_019084453.1, XP_010488803.1, XP_010467134.1	jg27215
OG0011341	XP_010511498.1, XP_010496725.1, XP_010470544.1	jg2141
OG0011342	XP_010511586.1, XP_010470555.1, XP_010415219.1	jg2176
OG0011343	XP_010415230.1, XP_010511596.1, XP_010470570.1	jg2187
OG0011344	XP_019093180.1, XP_010415256.1, XP_010511622.1	jg2224
OG0011345	XP_010511656.1, XP_010415306.1, XP_010470635.1	jg2256
OG0011346	XP_010470678.1, XP_010415344.1, XP_010511714.1	jg2308
OG0011347	XP_010511722.1, XP_010415348.1, XP_010470685.1	jg2311
OG0011348	XP_010415359.1, XP_010470698.1, XP_010511730.1	jg2317
OG0011349	XP_010415399.1, XP_010470733.1, XP_010511765.1	jg2352
OG0011350	XP_010499148.1, XP_010477986.1, XP_010460421.1	jg31212
OG0011351	XP_010415417.1, XP_010470754.1, XP_010511790.1	jg2375
OG0011353	XP_019093573.1, XP_019101610.1, XP_019083236.1	jg2354
OG0011354	XP_010470789.1, XP_019083247.1, XP_010511829.1	jg2404
OG0011355	XP_010470796.1, XP_010511840.1, XP_010415465.1	jg2410
