Orthogroup	Camelina_sativa	Cochlearia_excelsa
OG0010528	XP_010422990.1, XP_010452926.1, XP_010491563.1	g29564
OG0010529	XP_010488677.1, XP_010466991.1, XP_010514429.1	g13533
OG0010530	XP_010510550.1, XP_010488194.1, XP_010466431.1	g6626
OG0010531	XP_010491486.1, XP_010424721.1, XP_010452846.1	g29580
OG0010532	XP_010452843.1, XP_010423077.1, XP_010491483.1	g29582
OG0010533	XP_010423093.1, XP_010452833.1, XP_010491480.1	g5499
OG0010534	XP_010452824.1, XP_010423098.1, XP_010491473.1	g45500
OG0010535	XP_010423095.1, XP_010491474.1, XP_019090634.1	g29587
OG0010537	XP_010491418.1, XP_010452767.1, XP_010423154.1	g5525
OG0010538	XP_010423170.1, XP_010452746.1	g29609
OG0010539	XP_010423187.1, XP_010491381.1, XP_010452730.1	g29619, g29620
OG0010540	XP_010455944.1, XP_010422518.1, XP_019089046.1	g39623
OG0010541	XP_010455955.1, XP_010430544.1, XP_010422515.1	g39626, g25492
OG0010542	XP_010430592.1, XP_019090371.1, XP_010422511.1	g39628
OG0010543	XP_010422497.1, XP_010456963.1, XP_010430725.1	g25503
OG0010544	XP_010455976.1, XP_010430745.1, XP_010422493.1	g45194
OG0010545	XP_019089108.1, XP_010455975.1, XP_010422495.1	g25507
OG0010546	XP_010455977.1, XP_010430752.1	g39636
OG0010547	XP_010422479.1, XP_010430819.1, XP_010455908.1	g39642
OG0010548	XP_010422476.1, XP_010455906.1, XP_010430933.1, XP_010467272.1	g25515
OG0010549	XP_010433684.1, XP_010438936.1, XP_010448477.1	g23796
OG0010550	XP_010433692.1, XP_010448487.1, XP_010438931.1	g23800
OG0010551	XP_010417420.1, XP_010472660.1, XP_010429654.2	g36808
OG0010552	XP_010438966.1, XP_019086477.1, XP_010448517.1	g47523
OG0010553	XP_010468152.1, XP_010418991.1	g40150
OG0010554	XP_010473085.1, XP_010417839.1, XP_010510837.1	g40148
OG0010555	XP_010510824.1, XP_010473092.1	g40142
OG0010556	XP_010513310.1, XP_010419413.1, XP_010474533.1	g40122
OG0010557	XP_010510774.1, XP_010417889.1, XP_010473128.1	g40108
OG0010558	XP_010510746.1, XP_010510749.1, XP_010417918.1, XP_010473158.1	g37803
OG0010559	XP_010473169.1, XP_010417925.1, XP_010510731.1	g37810
OG0010560	XP_010417929.1, XP_010510726.1	g40085
OG0010561	XP_010510720.1, XP_010473181.1, XP_010417935.1	g40082
OG0010562	XP_019101477.1, XP_019082843.1, XP_019093869.1	g40078
OG0010563	XP_010470129.1, XP_010510676.1, XP_010414581.1	g40059
OG0010564	XP_010470120.1, XP_010414575.1, XP_010510667.1, XP_010510664.1	g40057
OG0010565	XP_010510632.1, XP_010414535.1, XP_010470094.1	g43769
OG0010566	XP_010510621.1, XP_010470079.1, XP_010414523.1	g40032
OG0010567	XP_010510609.1, XP_010414500.1, XP_010470064.1	g39976
OG0010568	XP_010510565.1, XP_010414466.1	g40010, g51114
OG0010569	XP_010414413.1, XP_010510522.1, XP_010469983.1	g37870
OG0010570	XP_019101448.1, XP_010469978.1, XP_019083068.1	g40018
OG0010571	XP_010510477.1, XP_010414373.1, XP_010469940.1	g39969
OG0010572	XP_010414333.1, XP_010510428.1, XP_010469914.1	g39961
OG0010574	XP_010510354.1, XP_019093073.1	g39912
OG0010575	XP_010510304.1, XP_010469812.1	g39897
OG0010576	XP_019085683.1, XP_010416967.1, XP_010472199.1	g50891
OG0010577	XP_010418746.1, XP_010473940.1, XP_010513187.1	g51230
OG0010578	XP_010414194.1, XP_010469779.1, XP_010510265.1	g51231
OG0010579	XP_010469769.1, XP_010510253.1	g39876
OG0010581	XP_019094036.1, XP_010510224.1, XP_010414167.1	g39858
OG0010582	XP_010510189.1, XP_010414115.1, XP_010469716.1	g39836
OG0010583	XP_010510168.1, XP_010469682.1, XP_010414093.1	g51264
OG0010584	XP_010414085.1, XP_010510155.1	g37915
OG0010586	XP_010510131.1, XP_010469647.1	g51278
OG0010587	XP_010510100.1, XP_010469631.1, XP_010414033.1	g39815
OG0010588	XP_010419360.1, XP_010429657.1, XP_010472661.1, XP_010417422.1	g38282
OG0010590	XP_010413977.1, XP_010509996.1, XP_010469570.1	g51305, g35972
OG0010591	XP_019094008.1, XP_010413998.1, XP_010510019.1	g39797
OG0010593	XP_010414009.2, XP_010469608.2, XP_010510037.1	g39794
OG0010594	XP_010469544.1, XP_010509965.1, XP_010413943.1	g51315
OG0010595	XP_010509958.1, XP_010413937.1	g51319
OG0010596	XP_010413925.1, XP_010469527.1, XP_010509945.1	g39763
OG0010597	XP_010413920.1, XP_010469521.1, XP_010509936.1	g39759
OG0010598	XP_010509890.1	g39742
OG0010599	XP_010442015.1, XP_010481854.1, XP_010494331.1	g46867
OG0010600	XP_010431801.1, XP_010436956.1, XP_010446370.2	g18344
OG0010601	XP_010494336.1	g46869
OG0010602	XP_010481809.1, XP_010441972.1, XP_010494373.1	g39703
OG0010603	XP_010441922.1, XP_010481771.1, XP_010494420.1	g39678
OG0010604	XP_010431145.1	g39668
OG0010605	XP_010422453.1, XP_010455883.1, XP_010431136.1	g3053
OG0010606	XP_010422456.1, XP_010431117.1, XP_010455886.1	g39650
OG0010607	XP_010422461.1, XP_010455888.1, XP_019089231.1	g7745
OG0010608	XP_019084145.1, XP_010431047.1	g39647
OG0010609	XP_010479192.1, XP_010461587.1, XP_019099423.1	g36268
OG0010610	XP_010461570.1, XP_010479174.1	g28113
OG0010611	XP_010479172.1, XP_010514431.1, XP_010500296.1, XP_019096666.1	g36264
OG0010612	XP_010479134.1, XP_010461531.1, XP_010500257.1	g53987
OG0010613	XP_010460518.1, XP_010499246.1, XP_010478103.1	g32291, g50420
OG0010614	XP_019099400.1, XP_010461485.1, XP_019094712.1	g36194
OG0010615	XP_010460527.1, XP_010499253.1, XP_010478118.1	g50430
OG0010616	XP_010478164.1, XP_010460579.1, XP_010499302.1	g32313
OG0010617	XP_010460603.1, XP_010499334.1, XP_010478193.1	g50456
OG0010618	XP_010499365.1, XP_010460629.1, XP_010478211.1	g50467
OG0010619	XP_010478220.1, XP_010460643.2, XP_019099249.1	g32353
OG0010620	XP_010478233.1, XP_019091795.1, XP_010499392.1	g50488
OG0010621	XP_010460673.1, XP_010478260.1, XP_010499422.1	g32373
OG0010622	XP_010478327.1, XP_010460735.1, XP_010499473.1	g32404
OG0010623	XP_019091752.1, XP_010478331.1	g32410, g27688
OG0010624	XP_010478361.1, XP_010460763.1, XP_010499502.1	g27691
OG0010625	XP_010460772.2, XP_010499513.2, XP_010478369.2	g32422
OG0010626	XP_010460779.1, XP_010478375.1, XP_010499520.1	g32430
OG0010627	XP_010499525.1, XP_010460787.1, XP_010462986.1, XP_010478382.1	g32443, g50523
OG0010630	XP_019094636.1, XP_019091346.1, XP_019097315.1	g32451
OG0010631	XP_010499568.1, XP_010478423.1, XP_010460828.1	g50531
OG0010632	XP_010499579.1, XP_010460842.1, XP_010478460.1	g27703
OG0010633	XP_010460845.1, XP_010499582.1, XP_010478461.1	g32470
OG0010634	XP_010436145.1, XP_010441376.1, XP_010446893.1	g16766
OG0010636	XP_010478526.1, XP_010499639.1, XP_010460902.1	g50567
OG0010637	XP_010499649.1, XP_010478539.1, XP_010460927.1	g32509
OG0010638	XP_010499651.1, XP_010460924.1, XP_010478544.1	g50571, g24905
OG0010639	XP_010460912.1, XP_010499664.1, XP_010478556.1	g27757
OG0010640	XP_010499669.1, XP_010478562.1	g27756
OG0010641	XP_010478904.1, XP_010499709.1, XP_010460980.1	g27735
OG0010642	XP_010478589.1, XP_010499715.1, XP_010460993.1, XP_010463056.1	g32533
OG0010645	XP_010478609.1, XP_010461011.1, XP_010499737.1	g50615
OG0010646	XP_010499744.1, XP_010478617.1, XP_010461020.1	g50618, g32548
OG0010649	XP_010478659.1, XP_010461055.1, XP_010499780.1	g50634
OG0010650	XP_019099344.1, XP_019094219.1, XP_019090840.1	g17521, g50648
OG0010651	XP_010463091.1, XP_010501745.1, XP_010478688.2	g50656
OG0010652	XP_010480839.1, XP_010461107.1, XP_010499831.1	g32631
OG0010653	XP_010478692.1, XP_010461105.1, XP_010499829.1	g32633
OG0010655	XP_010425051.1, XP_010502291.1, XP_019102146.1	g10695
OG0010656	XP_010479012.2, XP_019102147.1, XP_010425054.1, XP_010502292.1	g10693
OG0010657	XP_010517816.1, XP_010506112.1, XP_010508533.1	g37461
OG0010658	XP_010425091.1, XP_010502317.1	g1526
OG0010659	XP_010425097.1, XP_010502322.1, XP_010514080.1	g1529
OG0010660	XP_019100039.1, XP_010425142.1, XP_010518594.1	g10661
OG0010661	XP_010484595.1, XP_010464975.1, XP_010444744.1	g40
OG0010663	XP_010464797.1, XP_010484579.1, XP_010444721.1	g9652
OG0010664	XP_010444708.1, XP_010464715.1, XP_010484567.1	g9661
OG0010665	XP_019088080.1, XP_019095749.1, XP_019087857.1	g60
OG0010666	XP_010464499.1, XP_010444692.1, XP_010484547.1	g67
OG0010667	XP_010464369.1, XP_010484534.1, XP_010444682.1	g72
OG0010668	XP_010464357.1, XP_010444680.1, XP_010484532.1	g73
OG0010669	XP_010444676.1, XP_010484525.1, XP_010464312.1	g75
OG0010670	XP_010464139.1, XP_010484507.1	g88
OG0010672	XP_010463982.1, XP_010484492.1, XP_010444640.1	g103
OG0010673	XP_010435793.1, XP_010421846.1, XP_010455337.1	g25854
OG0010674	XP_010484432.1, XP_010444603.2, XP_010463664.1	g9692
OG0010675	XP_010444594.1, XP_010463531.1	g130
OG0010676	XP_010463517.1, XP_010444590.1	g132
OG0010677	XP_010463449.1, XP_010484401.1	g9700
OG0010679	XP_010484350.1, XP_010444516.1, XP_010463019.1	g9710
OG0010680	XP_010462097.1, XP_010484332.1, XP_010444504.1	g9722
OG0010681	XP_010462432.1, XP_010444470.1, XP_010484308.1	g187
OG0010682	XP_019095773.1, XP_010444424.1, XP_010462770.1	g9746
OG0010683	XP_010462826.1, XP_010444417.1, XP_010484266.1	g208
OG0010684	XP_010484248.1, XP_010444400.1, XP_010462924.1	g215
OG0010685	XP_010461714.1, XP_010484218.1	g236
OG0010686	XP_010461628.1, XP_010444361.1, XP_010484204.1	g9774
OG0010687	XP_010444350.1, XP_010461476.1, XP_010484190.1	g246
OG0010688	XP_010484189.1, XP_010461470.1, XP_010444348.1	g9781
OG0010689	XP_010444329.1, XP_010484172.1	g9790
OG0010690	XP_019095988.1, XP_010444320.1, XP_010461216.1	g260
OG0010691	XP_010444309.1, XP_010484149.1, XP_010461097.1	g268
OG0010692	XP_010444303.1, XP_010461056.1, XP_010484143.1	g271
OG0010693	XP_010444301.1, XP_010484138.1, XP_010461031.1	g9800
OG0010694	XP_010460950.1, XP_010484130.1, XP_010444294.1	g9801
OG0010695	XP_010460557.1, XP_010444243.1, XP_010484090.1, XP_019088386.1	g297, g9815
OG0010696	XP_010444224.1, XP_010484072.1	g302
OG0010697	XP_010436168.1, XP_010441389.1, XP_010447071.1	g14048
OG0010698	XP_010444125.1, XP_010459257.1	g9844
OG0010699	XP_010483975.1, XP_010459102.1, XP_010444110.1	g345
OG0010700	XP_010444101.1, XP_010483965.1, XP_010458998.1	g354, g9853
OG0010701	XP_019095676.1, XP_019088373.1	g9867, g368
OG0010702	XP_010444067.1, XP_010483928.1, XP_010458321.1	g9870
OG0010703	XP_010457684.1, XP_010443998.1	g9885
OG0010704	XP_010457571.1, XP_010443986.1, XP_010483844.1	g408
OG0010705	XP_010457270.1, XP_010443957.1, XP_010483807.1	g424
OG0010706	XP_010443889.1, XP_010483737.1, XP_010456764.1	g453, g9950
OG0010707	XP_010493437.1, XP_010421119.1, XP_010454601.1	g469
OG0010709	XP_010454604.1, XP_010493438.1, XP_010421122.1	g471
OG0010710	XP_010442934.1, XP_010496587.1, XP_010496368.1, XP_010482764.1, XP_010482765.1	g18634
OG0010711	XP_010421141.1, XP_010493463.1, XP_010454620.1	g9961, g488
OG0010712	XP_010454646.1, XP_010493479.1, XP_010421163.1	g18586
OG0010713	XP_010452453.1, XP_010491081.1, XP_010423465.1	g29723
OG0010714	XP_010421195.1, XP_010493515.1, XP_010454672.1	g508
OG0010715	XP_010456662.2, XP_010493532.1, XP_010454689.1, XP_010421210.1	g513
OG0010716	XP_010493533.1, XP_010421211.1, XP_019090437.1	g514
OG0010718	XP_010454704.1, XP_010421224.1, XP_010493553.1	g18573
OG0010719	XP_010421232.1, XP_010493556.1, XP_010454709.1	g9998
OG0010720	XP_019089847.1, XP_010421272.1, XP_010493606.1	g10014
OG0010721	XP_010493608.1, XP_010421274.1	g10017
OG0010722	XP_010493615.1, XP_010454772.1, XP_010421278.1	g18568
OG0010724	XP_010421307.1, XP_010454793.1	g35793, g18566
OG0010725	XP_010421336.1, XP_010454817.1, XP_010493736.1	g10027, g568
OG0010726	XP_019083951.1, XP_010493811.1, XP_010454893.1	g604
OG0010727	XP_019098498.1, XP_010421419.1, XP_010454902.1, XP_010493820.1	g607
OG0010728	XP_010454904.1, XP_010493822.1, XP_010421420.1	g10065, g608
OG0010729	XP_010514497.1, XP_010488690.1, XP_010466995.1	g13536
OG0010730	XP_010454928.1, XP_010493843.1, XP_010421444.1	g622
OG0010731	XP_010454929.1, XP_010421446.1, XP_010493844.1	g10086, g623
OG0010732	XP_010420758.1, XP_010454233.1, XP_010493022.1	g29120
OG0010733	XP_010492992.1, XP_010420738.1, XP_010454208.1	g29110
OG0010734	XP_010420774.1, XP_010454247.1, XP_010493039.1	g28982
OG0010737	XP_019090389.1, XP_010420837.1, XP_019097332.1	g41412
OG0010738	XP_010454302.1, XP_010493100.1, XP_010420838.1	g41411
OG0010739	XP_010420841.1, XP_010493102.1, XP_010454304.1	g701
OG0010741	XP_010420856.1, XP_010454320.1, XP_010493125.1	g28949
OG0010742	XP_019083904.1, XP_010454337.1, XP_010495321.1	g715
OG0010743	XP_010493163.1, XP_010454362.1, XP_010420900.1	g28927
OG0010744	XP_010493179.1, XP_010454375.1, XP_010420914.1, XP_010454374.2	g28922
OG0010745	XP_010420922.1, XP_010454381.1, XP_010493184.1	g28919
OG0010746	XP_010424206.2, XP_010493209.1	g41381
OG0010747	XP_010420959.1, XP_010454433.1	g755
OG0010748	XP_019097818.1, XP_019097817.1, XP_019084752.1, XP_010454439.1	g760
OG0010749	XP_010493247.1, XP_010420976.1	g763
OG0010750	XP_019084223.1, XP_010454452.1, XP_019084222.1, XP_010493248.1	g41369, g28898
OG0010751	XP_019084766.1, XP_010493254.1, XP_010456621.2	g28895
OG0010752	XP_010454462.1	g768
OG0010753	XP_010421014.1, XP_010454491.1, XP_010493302.1	g28877
OG0010754	XP_010421019.1, XP_010493307.1, XP_010454495.1	g790, g43749
OG0010755	XP_010421032.1, XP_010493327.1, XP_010454505.1	g796
OG0010756	XP_010493337.1, XP_010454514.1	g28867, g41356
OG0010757	XP_010493339.1, XP_010454516.1, XP_010421041.1	g800
OG0010758	XP_010493340.1, XP_010421048.1	g802
OG0010759	XP_010454526.1, XP_010421054.1, XP_010493352.1	g41353
OG0010760	XP_010421075.1, XP_010454557.1, XP_010425386.1, XP_010514331.1, XP_010502609.1	g41351
OG0010761	XP_010456724.1, XP_010443881.1, XP_010483729.1	g28849
OG0010762	XP_010456492.1, XP_010483697.1	g844
OG0010763	XP_010483691.1, XP_010456437.1, XP_010443845.1	g846
OG0010764	XP_010456394.1, XP_010483685.1, XP_010443837.1	g41321
OG0010765	XP_010505772.1, XP_010517466.1, XP_010508865.1, XP_010505773.1	g51884
OG0010766	XP_019086881.1, XP_010443721.1, XP_010483601.1	g1276
OG0010767	XP_010443717.1, XP_010483597.1, XP_010455175.1	g28746
OG0010768	XP_010483578.1, XP_010443705.1, XP_010455049.1	g28742
OG0010769	XP_010443706.1, XP_010483579.1, XP_010455063.1	g28741
OG0010770	XP_010454998.1, XP_010483567.1, XP_010443698.1	g39236, g1273, g28732
OG0010771	XP_010443697.1, XP_010483566.1, XP_010454985.1	g39237, g1270
OG0010772	XP_010443661.1, XP_010454677.1, XP_010483529.1	g28708
OG0010773	XP_010443654.1, XP_010483519.1, XP_010454587.1, XP_010454611.1	g39255
OG0010774	XP_010483510.1, XP_010443646.1, XP_010454515.1	g1235
OG0010775	XP_010443633.1, XP_010483487.1, XP_010454306.1	g1224
OG0010776	XP_010454201.1	g28715
OG0010777	XP_010483476.1, XP_010443622.1, XP_010454188.1	g28716
OG0010778	XP_010453556.1, XP_010443554.1, XP_010483413.1	g1163
OG0010779	XP_010483398.1, XP_010443545.1, XP_010453426.1	g28696
OG0010780	XP_010443544.1, XP_010453389.1, XP_010453413.1, XP_010483397.1	g28695
OG0010781	XP_010453378.1, XP_010443543.1, XP_010453401.1, XP_010483395.1	g28694
OG0010782	XP_010443533.1, XP_010483383.1	g28689
OG0010783	XP_010443524.1, XP_010453200.1, XP_010483379.1	g28685
OG0010784	XP_010506836.1, XP_010453065.1, XP_010443513.1, XP_010483363.1, XP_010483361.1	g28677
OG0010785	XP_010453097.1, XP_010443516.1, XP_010483367.1	g28680
OG0010786	XP_010483365.1, XP_010453088.1, XP_010443515.1	g28679
OG0010788	XP_010452913.1, XP_010443498.1, XP_010483340.1	g28667
OG0010789	XP_010483329.1, XP_019088480.1	g28661
OG0010790	XP_010483313.1, XP_010443487.1, XP_010453623.1, XP_010452788.1	g1136
OG0010791	XP_010483308.1, XP_010452757.1, XP_019087664.1	g1134
OG0010792	XP_010483305.1, XP_010452715.1	g28655
OG0010793	XP_010483266.1, XP_010443433.1, XP_010452134.1	g39304
OG0010794	XP_010483225.1, XP_010443400.1, XP_010451882.1	g28625
OG0010795	XP_010443350.1, XP_010483176.1, XP_010451619.1	g39331
OG0010796	XP_010451444.1, XP_010443327.1	g1083
OG0010797	XP_010483153.1, XP_010451430.1	g39338
OG0010800	XP_010443263.1, XP_010450745.1, XP_010483086.1	g39355
OG0010801	XP_010450677.1, XP_010443252.1, XP_010483079.1	g28544
OG0010802	XP_010450595.1, XP_019095778.1, XP_010443246.1	g1043
OG0010803	XP_010450046.1, XP_010443214.1, XP_010483043.1, XP_010483038.1, XP_010450056.1	g28527
OG0010804	XP_010450090.1, XP_010483031.1	g39365
OG0010805	XP_010449937.1, XP_010483012.1, XP_010443198.1	g39366
OG0010806	XP_010415991.1, XP_010471273.1, XP_010428129.1, XP_010428130.1	g45997
OG0010807	XP_010515456.1, XP_010503750.1	g2542
OG0010808	XP_010482982.1, XP_019092074.1, XP_010482983.1, XP_010482980.1, XP_010443160.1	g1012
OG0010809	XP_010443125.1, XP_010449174.1	g998
OG0010810	XP_010449076.1, XP_010482931.1, XP_010443117.1	g28505
OG0010812	XP_010448814.1, XP_010443073.1, XP_010482900.1	g28495, g983
OG0010813	XP_010426410.1, XP_010515245.1, XP_010503554.1	g2647
OG0010814	XP_010426398.1, XP_010503543.1, XP_010515233.1	g2676, g19456, g19444
OG0010815	XP_010503524.1, XP_010426379.1, XP_010515207.1	g19438
OG0010816	XP_010442970.1, XP_010446315.1, XP_010482806.1	g28449
OG0010817	XP_010446503.1, XP_010442989.1, XP_010482822.1	g946
OG0010818	XP_010442993.1, XP_010446556.1, XP_010482826.1	g39432
OG0010819	XP_010446855.1, XP_010482846.1, XP_010443015.1	g955
OG0010820	XP_010456053.1, XP_010422613.1, XP_010429475.1	g39556
OG0010821	XP_019084008.1, XP_019090303.1, XP_019090200.1	g41148
OG0010822	XP_010422584.1, XP_010456027.1, XP_019088942.1	g25469
OG0010823	XP_010456970.1, XP_010422576.1, XP_010429824.1	g39590
OG0010824	XP_010422575.1, XP_010429834.1, XP_010456015.1	g39591
OG0010825	XP_010430018.1, XP_019084161.1, XP_019090624.1	g39601
OG0010826	XP_010455992.1, XP_010422552.1, XP_010430070.1	g25479
OG0010827	XP_010430119.1, XP_010455987.1, XP_010422549.1	g39605
OG0010828	XP_010423234.1, XP_010452683.1, XP_010491331.1	g29639
OG0010829	XP_019084379.1, XP_019089993.1, XP_019097303.1	g45474
OG0010830	XP_010499128.1, XP_010460401.1, XP_010477950.1	g32211
OG0010831	XP_010452649.1, XP_010423266.1, XP_010491301.1	g45468
OG0010832	XP_019084480.1, XP_010491295.1, XP_019089930.1	g45466
OG0010833	XP_010452646.1, XP_019097981.1, XP_010423269.1	g5576
OG0010834	XP_010495093.1, XP_010456425.1, XP_010424744.1	g5580
OG0010835	XP_010491264.1, XP_010423291.1	g45462, g29655
OG0010836	XP_010423320.1, XP_010452597.1, XP_010491229.1	g29669
OG0010837	XP_010423369.1, XP_010491177.1, XP_010452551.1	g29690
OG0010838	XP_010452540.1, XP_010423374.1, XP_010491172.1	g45449
OG0010839	XP_010491159.1, XP_010423385.1, XP_010452529.1	g45446
OG0010840	XP_010452527.1	g5613
OG0010842	XP_010452454.1, XP_010423467.1, XP_010491082.1	g29724
OG0010843	XP_010423466.1, XP_010452452.1, XP_010452451.1	g29725
OG0010844	XP_010452442.1, XP_010423475.1, XP_010491071.1	g5639
OG0010845	XP_010452438.1, XP_010491067.1, XP_010423479.1	g5643
OG0010847	XP_010491031.1, XP_010423506.1, XP_010452404.1	g29757
OG0010848	XP_010452397.1, XP_010491026.1, XP_010423513.1	g5656
OG0010850	XP_010417158.1, XP_010472414.1, XP_010429369.1	g38396
OG0010851	XP_010452345.1, XP_010490960.1, XP_010423572.1	g5684
OG0010852	XP_010477809.1	g27583
OG0010853	XP_010490943.1, XP_010423590.1, XP_010452330.1	g45395, g5693
OG0010855	XP_010452273.1, XP_010490869.1	g29820
OG0010856	XP_010490865.1, XP_019084539.1, XP_010452271.1	g29821
OG0010857	XP_010452242.1, XP_010423685.1, XP_010490854.1	g5720
OG0010858	XP_010490821.1, XP_010452222.1, XP_010423714.1	g5733
OG0010860	XP_010490795.1	g29839
OG0010861	XP_010452172.1, XP_010423756.1, XP_019097634.1	g5756
OG0010862	XP_010490739.1, XP_010452124.1, XP_010423827.1	g45341
OG0010863	XP_010452115.1, XP_019084402.1, XP_010423834.1, XP_010490732.1	g45337
OG0010864	XP_010452102.1, XP_010423844.1, XP_010490719.1	g45329
OG0010865	XP_010423848.1, XP_010490715.1, XP_010452099.1	g45317
OG0010866	XP_010452056.1, XP_010423884.1, XP_010490641.1	g5793
OG0010868	XP_010452045.1, XP_010423896.1, XP_010490630.1	g5797
OG0010869	XP_010423908.1, XP_010490615.1, XP_010452034.1	g45302, g5801
OG0010871	XP_010452020.1, XP_010423915.1, XP_010490602.1	g45300
OG0010872	XP_010423929.1, XP_010452007.1, XP_010490587.1	g5818
OG0010873	XP_019084605.1, XP_019089879.1, XP_010490577.1	g45290
OG0010874	XP_010423974.1, XP_010451953.1, XP_010490531.1	g5845
OG0010875	XP_010423999.1, XP_010451933.1, XP_010490502.1	g5863
OG0010876	XP_010490495.1, XP_010451923.1, XP_010424008.1	g3249
OG0010877	XP_010496814.1, XP_010424020.1, XP_010490485.1	g39333, g45282
OG0010878	XP_010450644.1, XP_010441207.1, XP_010435988.1	g16836
OG0010879	XP_019088957.1, XP_019087146.1, XP_019086080.1	g16834
OG0010880	XP_010436034.1, XP_010441257.1, XP_010450579.1	g46657, g16808
OG0010881	XP_010450555.1, XP_010441282.1, XP_010436061.1	g16800
OG0010882	XP_010436082.1, XP_010441298.1	g16787
OG0010883	XP_010436095.1, XP_010441306.1, XP_010447491.1	g16784
OG0010884	XP_019086990.1	g16779, g16781
OG0010885	XP_010490265.1, XP_010468777.1	g23993
OG0010886	XP_010436170.1, XP_010441392.1, XP_010447083.1	g46621
OG0010887	XP_010430055.1, XP_010417789.1, XP_010473022.1	g44269
OG0010888	XP_010430067.1, XP_010417796.1, XP_010473032.1	g13829
OG0010889	XP_010510890.1, XP_010473040.1, XP_010417804.1	g44264
OG0010890	XP_010419392.2, XP_010429979.1, XP_010472950.1, XP_010472949.1	g13598
OG0010891	XP_019093803.1, XP_019083568.1, XP_019083567.1, XP_010429958.1	g46581
OG0010892	XP_010474509.1, XP_010429922.1, XP_010417673.1	g46560
OG0010893	XP_010429897.1, XP_010472868.1, XP_010417659.1	g46548
OG0010894	XP_010429857.1, XP_010472826.1	g44312
OG0010895	XP_010474491.1, XP_010417600.1, XP_010429818.1	g46518
OG0010896	XP_010472742.1, XP_010429773.1	g44343
OG0010897	XP_010426091.1, XP_019102263.1, XP_010503266.1	g2873, g19551
OG0010898	XP_019093464.1, XP_010429693.1, XP_010417469.1	g44354
OG0010899	XP_019088995.1, XP_010437177.2	g18286
OG0010900	XP_019083440.1, XP_010472056.1, XP_010431549.1	g46450
OG0010901	XP_010472039.1, XP_010416807.1, XP_010428951.1	g46436
OG0010902	XP_010428945.1, XP_010416799.1, XP_010472033.1	g46431
OG0010903	XP_010428924.1, XP_010472010.1, XP_010416778.1	g46417
OG0010904	XP_010428920.1, XP_010431546.1	g46415
OG0010905	XP_010428872.1, XP_010471986.1, XP_010416748.1	g46393
OG0010906	XP_019093103.1, XP_010416729.1, XP_010428856.1	g14076
OG0010907	XP_010471956.1, XP_010416712.1, XP_019085044.1	g46374
OG0010908	XP_010428821.1, XP_019083418.1, XP_010471936.1	g44363
OG0010909	XP_010416682.1, XP_010416684.1, XP_010471935.1	g46353
OG0010910	XP_010428798.1, XP_010419238.1, XP_019093142.1	g46337
OG0010911	XP_010471875.1, XP_010416635.1, XP_010428776.1	g46322
OG0010912	XP_019083404.1, XP_010471811.1, XP_010428722.1	g46289
OG0010914	XP_010514695.2, XP_010425795.1, XP_010495876.1	g11548
OG0010915	XP_010428681.1, XP_010471777.1, XP_010416539.1	g44407
OG0010916	XP_010429385.1, XP_010472422.1	g38395
OG0010918	XP_010481251.1, XP_010457269.1	g26900
OG0010919	XP_019093536.1, XP_010428601.1, XP_010416462.1	g46229
OG0010920	XP_019085012.1, XP_010416408.1, XP_010471640.1	g44468, g46193
OG0010921	XP_010471619.1, XP_010416381.1, XP_010428521.1	g44479
OG0010922	XP_019093945.1, XP_019085008.1, XP_019083378.1	g46182
OG0010923	XP_010489377.1	g14024, g6086
OG0010924	XP_010514977.1, XP_010490376.1, XP_010467521.1	g14023
OG0010925	XP_010514759.1, XP_010489393.1, XP_010467541.1	g14008
OG0010926	XP_010507617.1, XP_010466069.1, XP_010487866.1	g6814
OG0010927	XP_010482856.1, XP_010443026.1, XP_010448247.1	g28483
OG0010928	XP_010503352.1, XP_010515058.1, XP_010426197.1	g2729
OG0010929	XP_010426199.1, XP_010503357.1, XP_010515059.1	g19513, g2731
OG0010930	XP_010462493.1, XP_010480194.1, XP_010501253.1	g27970, g5
OG0010931	XP_010501242.1, XP_010480172.1, XP_010462478.1	g54382, g54377, g54381
OG0010932	XP_010480059.1, XP_010462375.1	g27984
OG0010933	XP_010501074.1, XP_010479993.1, XP_010462315.1	g36683
OG0010934	XP_010500167.1, XP_010461463.1, XP_010479062.1	g28143
OG0010935	XP_010501029.1, XP_010462276.1, XP_010462277.1, XP_010479947.1	g28000
OG0010936	XP_010462262.1, XP_010501021.1, XP_010479938.1	g36659
OG0010937	XP_010481171.1, XP_010479918.1, XP_019094695.1, XP_010501004.1, XP_010462251.1	g54298
OG0010938	XP_010500996.1, XP_010479910.1, XP_010462241.1	g54296, g36633
OG0010939	XP_010462194.1, XP_010500954.1, XP_010479869.2	g36610
OG0010940	XP_010472664.1, XP_010429658.1, XP_010417423.1	g38281
OG0010942	XP_010509509.1, XP_010505146.1, XP_010516822.1	g37149
OG0010943	XP_010505151.1, XP_010509500.1, XP_010516831.1	g37156
OG0010944	XP_010505155.1, XP_010516835.1, XP_010509499.1	g38029
OG0010946	XP_010509468.1, XP_010505194.1, XP_010516869.1	g51587
OG0010947	XP_010505211.1	g51599
OG0010948	XP_010514841.1, XP_010425939.1, XP_010503157.1	g19594
OG0010949	XP_010503140.1, XP_010514818.1, XP_010425922.1	g11449
