Orthogroup	Camelina_sativa	Raphanus_sativus
OG0008580	XP_019091181.1, XP_019094601.1, XP_010501039.2, XP_019093325.1, XP_010479099.1	XP_018493350.1
OG0008581	XP_010463205.1, XP_019096074.1, XP_010479040.1	XP_018480264.1
OG0008582	XP_010500140.1, XP_010480970.1, XP_010463210.1	XP_018487560.1
OG0008583	XP_019092224.1	XP_018493469.1
OG0008584	XP_010430472.1, XP_010418399.1, XP_010473614.1	XP_018452548.1, XP_018466153.1, XP_018467529.1
OG0008586	XP_010511813.1, XP_010470768.1, XP_010419069.1	XP_018468824.1
OG0008587	XP_010470873.1, XP_010511924.1, XP_010415525.1	XP_018456857.1, XP_018461265.1, XP_018443198.1
OG0008588	XP_010431544.2, XP_010474384.1, XP_019083096.1, XP_019082693.1	XP_018469629.1
OG0008591	XP_019101608.1, XP_019096564.1, XP_019092200.1	XP_018489752.1
OG0008592	XP_010465246.1, XP_010487154.1, XP_010501217.1, XP_010487155.1, XP_010465247.1, XP_010501204.1	XP_018433528.1, XP_018488469.1
OG0008593	XP_010466435.1, XP_010510582.1, XP_010420715.1, XP_010490008.1, XP_010490009.1	XP_018453977.1
OG0008594	XP_010421379.2, XP_010490059.1, XP_010466605.1, XP_010421389.1	XP_018491198.1, XP_018436565.1
OG0008595	XP_019101916.1, XP_010463483.2, XP_019095482.1, XP_019088244.1, XP_019087516.1	XP_018453776.1
OG0008596	XP_010429098.1, XP_010472170.1, XP_010416932.1, XP_010416933.1	XP_018481415.1, XP_018437615.1
OG0008597	XP_010431567.1, XP_010474406.1, XP_010474407.1, XP_010431568.1	XP_018459247.1, XP_018459249.1
OG0008598	XP_010417033.1, XP_010472272.1, XP_010429209.1	XP_018437719.1, XP_018480745.1
OG0008599	XP_019085089.1, XP_010431576.1, XP_010497159.1, XP_010417039.1	XP_018439159.1, XP_018436996.1, XP_018464423.1
OG0008600	XP_010417088.1, XP_010429282.1	XP_018440587.1, XP_018467333.1, XP_018480334.1, XP_018461523.1
OG0008601	XP_010429371.1, XP_010417162.1, XP_010472417.1	XP_018441753.1, XP_018441870.1, XP_018459564.1, XP_018465796.1
OG0008602	XP_010429396.1, XP_010419295.1, XP_010472429.1	XP_018438414.1, XP_018481222.1, XP_018438416.1, XP_018467580.1
OG0008603	XP_010417342.1, XP_010472580.1, XP_010429571.1	XP_018434409.1, XP_018465965.1
OG0008604	XP_010510282.1, XP_010469790.1, XP_010414212.1	XP_018474146.1, XP_018480443.1
OG0008605	XP_010509784.1, XP_010469385.1, XP_010413767.1	XP_018476258.1, XP_018437626.1, XP_018440591.1
OG0008607	XP_010425440.1, XP_010507024.1, XP_010514386.1	XP_018434963.1, XP_018438137.1, XP_018464156.1, XP_018470883.1, XP_018481848.1
OG0008608	XP_010430785.1, XP_010425442.1, XP_010493115.1, XP_019101823.1, XP_019099601.1	XP_018450158.1, XP_018448438.1
OG0008609	XP_010514661.1, XP_010502974.1, XP_010425749.1	XP_018439209.1
OG0008610	XP_010480961.2, XP_010463200.2, XP_019090012.1	XP_018470809.1, XP_018446608.1
OG0008611	XP_010420032.1, XP_010492202.1, XP_010453522.1	XP_018473701.1, XP_018473700.1, XP_018446054.1
OG0008612	XP_010420401.1, XP_010453872.1, XP_010492627.1	XP_018455144.1, XP_018463931.1
OG0008613	XP_010421225.1, XP_010495422.1	XP_018465406.1, XP_018481201.1, XP_018465792.1, XP_018479291.1
OG0008615	XP_019089960.1, XP_010422141.1, XP_010434066.1	XP_018452170.1, XP_018476508.1, XP_018474568.1
OG0008616	XP_019098609.1, XP_010447339.1, XP_010432657.1, XP_010447338.1, XP_010437850.1	XP_018470884.1
OG0008617	XP_019087112.1, XP_019086219.1, XP_019088951.1	XP_018482319.1, XP_018483453.1, XP_018470912.1
OG0008618	XP_010433802.1, XP_010439071.1, XP_010448595.1	XP_018469704.1, XP_018479117.1, XP_018479115.1
OG0008619	XP_010439075.1, XP_010433804.1, XP_010448598.1	XP_018477249.1, XP_018477243.1, XP_018470583.1
OG0008623	XP_010493672.1, XP_010493673.1, XP_010482097.1, XP_010442271.2	XP_018436480.1
OG0008624	XP_010442232.1, XP_010493620.1, XP_010482060.1	XP_018482554.1, XP_018457910.1, XP_018440830.1
OG0008625	XP_010482108.1, XP_010493688.1, XP_010442283.1	XP_018436731.1, XP_018464976.1, XP_018481420.1
OG0008626	XP_019085933.1, XP_019087980.1	XP_018454045.1, XP_018482628.1
OG0008627	XP_010482194.1, XP_010442365.1, XP_010440169.1	XP_018454933.1, XP_018480205.1
OG0008628	XP_010482367.1, XP_010442225.1, XP_010442543.1	XP_018473041.1, XP_018473229.1, XP_018473029.1, XP_018475165.1
OG0008629	XP_010482729.1, XP_010445768.1, XP_010442900.1, XP_010445765.1	XP_018468920.1, XP_018475066.1
OG0008630	XP_010482760.1, XP_010442933.1, XP_010496585.1	XP_018453329.1, XP_018453330.1, XP_018471054.1
OG0008631	XP_019090000.1, XP_010424722.1	XP_018474516.1, XP_018444429.1
OG0008649	XP_010438182.1, XP_010432989.1, XP_010447721.1	XP_018449251.1
OG0008650	XP_010438178.1, XP_010447717.1, XP_010432987.1	XP_018483707.1
OG0008651	XP_010448781.1, XP_010433948.1, XP_010439238.1	XP_018477205.1
OG0008652	XP_010448785.1, XP_010439242.1, XP_010433953.1	XP_018467119.1, XP_018448470.1, XP_018448465.1
OG0008653	XP_010514989.1, XP_010426103.1, XP_010503278.1	XP_018440641.1, XP_018454023.1
OG0008654	XP_010426121.1, XP_010515000.1, XP_010503295.1	XP_018438229.1, XP_018469421.1
OG0008655	XP_010426355.1, XP_010515178.1	XP_018469161.1, XP_018488134.1
OG0008656	XP_010426352.1, XP_010503495.1, XP_010515175.1	XP_018465085.1, XP_018437414.1, XP_018437412.1
OG0008657	XP_010475903.1, XP_010458388.1, XP_010491102.1	XP_018487772.1
OG0008658	XP_010503478.1, XP_010426343.1, XP_010515165.1	XP_018458336.1, XP_018458334.1
OG0008659	XP_010515110.1, XP_010503421.1, XP_010426271.1	XP_018487240.1, XP_018441118.1
OG0008660	XP_010426283.1, XP_010503437.1, XP_010515126.1	XP_018439975.1
OG0008661	XP_019084803.1, XP_019102280.1, XP_010503440.1	XP_018486378.1, XP_018439691.1
OG0008662	XP_010502053.1, XP_010424838.1	XP_018439269.1, XP_018439742.1
OG0008663	XP_010424954.1, XP_010502174.1, XP_010513910.1	XP_018440338.1, XP_018483355.1
OG0008664	XP_019087517.1, XP_010435974.1, XP_010451771.1	XP_018445583.1
OG0008665	XP_010420551.1, XP_010454033.1, XP_010492808.1	XP_018442784.1, XP_018473076.1
OG0008666	XP_010492752.1, XP_010420515.1	XP_018470490.1, XP_018442733.1
OG0008667	XP_010492751.1, XP_010453988.1, XP_010424152.1	XP_018444070.1, XP_018442689.1
OG0008668	XP_010453970.2, XP_010492729.1, XP_019084199.1, XP_019090054.1	XP_018472233.1
OG0008669	XP_010487112.1, XP_010500662.1, XP_010465191.1	XP_018485996.1
OG0008670	XP_010420436.1, XP_010420442.1, XP_010453912.1, XP_010492674.1	XP_018446025.1
OG0008671	XP_010453843.1, XP_010492601.1, XP_010420378.1	XP_018472583.1, XP_018442374.1
OG0008672	XP_010420376.1, XP_010492600.1, XP_010453841.1	XP_018443839.1, XP_018472145.1
OG0008673	XP_010420373.1, XP_010492591.1, XP_010453834.1	XP_018469352.1, XP_018469366.1, XP_018486381.1, XP_018442585.1
OG0008674	XP_010492584.1, XP_010420371.1, XP_010453832.1	XP_018442940.1
OG0008675	XP_010420368.1, XP_010453829.1, XP_010492580.1	XP_018446661.1, XP_018476028.1
OG0008676	XP_010492574.1, XP_010453825.1, XP_010420360.1	XP_018442187.1, XP_018471421.1
OG0008677	XP_010420343.1, XP_010453808.1, XP_010492557.1	XP_018469275.1, XP_018444330.1
OG0008678	XP_010492516.1, XP_019097359.1, XP_010420319.1, XP_010453791.1	XP_018466864.1, XP_018445368.1
OG0008679	XP_010506381.2, XP_010518055.1, XP_010508283.1	XP_018477828.1, XP_018477835.1, XP_018477846.1
OG0008680	XP_010492506.1, XP_010420307.1, XP_010453779.1	XP_018487841.1, XP_018446588.1
OG0008681	XP_010453769.1, XP_010420296.1, XP_010492496.1	XP_018477012.1, XP_018445344.1
OG0008682	XP_010453764.1, XP_010492490.1	XP_018472832.1, XP_018442292.1
OG0008683	XP_010492454.1	XP_018474292.1, XP_018475893.1, XP_018462472.1, XP_018446254.1
OG0008684	XP_010420257.1, XP_010492429.1, XP_010453728.1	XP_018444079.1
OG0008685	XP_010453724.1, XP_010492427.1, XP_010420255.1, XP_010424024.1	XP_018442178.1
OG0008686	XP_010492425.1, XP_010453723.1, XP_010420252.1	XP_018468334.1, XP_018446249.1
OG0008687	XP_010467120.1, XP_010412917.1, XP_019097008.1	XP_018493035.1, XP_018493029.1
OG0008688	XP_010492406.1, XP_010453701.1	XP_018474745.1, XP_018473374.1, XP_018449744.1
OG0008689	XP_019097684.1, XP_010453696.1, XP_010420229.1	XP_018444490.1, XP_018453256.1
OG0008690	XP_019083820.1, XP_019090678.1, XP_019084190.1, XP_019097681.1, XP_010424106.1, XP_010499872.1, XP_019091262.1, XP_010478750.1	XP_018444628.1
OG0008691	XP_010453658.1, XP_010492356.1, XP_010424102.1	XP_018445663.1, XP_018476551.1
OG0008692	XP_010413940.1, XP_010509956.1, XP_010469538.1	XP_018476581.1
OG0008693	XP_010453635.1, XP_010492328.1, XP_010420154.1	XP_018471901.1, XP_018467975.1
OG0008694	XP_010484341.1, XP_010457546.1, XP_010475154.1	XP_018453754.1, XP_018454476.1
OG0008695	XP_010487372.1, XP_010503009.1, XP_010465516.1	XP_018491123.1
OG0008696	XP_010492227.1, XP_010492229.1, XP_010453544.1, XP_010420056.1	XP_018446259.1
OG0008697	XP_010420045.1, XP_010453536.1, XP_010492217.1	XP_018444292.1, XP_018443302.1
OG0008698	XP_010453496.1, XP_010420003.1, XP_010492175.1	XP_018475110.1
OG0008699	XP_010453490.1, XP_010492168.1, XP_010419998.1	XP_018444609.1, XP_018444612.1, XP_018475737.1, XP_018460995.1
OG0008700	XP_010443181.1, XP_010449706.1, XP_010482996.1	XP_018455724.1, XP_018476721.1
OG0008701	XP_010419959.1, XP_010453454.1, XP_010492134.1	XP_018470377.1, XP_018445451.1
OG0008702	XP_010492116.1, XP_010419941.1, XP_010453434.1	XP_018471847.1, XP_018446108.1
OG0008703	XP_010453398.1, XP_010492082.1, XP_010419910.1	XP_018445573.1, XP_018443006.1
OG0008704	XP_010419903.1, XP_010492075.1, XP_010453390.1	XP_018471162.1, XP_018445365.1
OG0008705	XP_010453371.1, XP_010419880.1, XP_010424075.1	XP_018475409.1, XP_018444613.1
OG0008706	XP_010492060.1, XP_010419879.1	XP_018445568.1, XP_018442681.1
OG0008707	XP_010492052.1, XP_010492054.1, XP_010419875.1, XP_010453366.1	XP_018475388.1
OG0008708	XP_010492048.1, XP_010453362.1, XP_010419870.1	XP_018455248.1, XP_018446441.1
OG0008709	XP_010456513.1, XP_010492047.1, XP_010456512.2, XP_010419869.1	XP_018446440.1, XP_018455336.1
OG0008711	XP_010453321.1, XP_010419833.1, XP_010492005.1	XP_018446606.1, XP_018446572.1
OG0008712	XP_010419822.1, XP_010491993.1, XP_010453299.1	XP_018469892.1, XP_018442186.1
OG0008713	XP_010453297.1, XP_010419821.1, XP_010491990.1	XP_018444008.1
OG0008714	XP_010453292.1, XP_010491984.1, XP_010419816.1	XP_018445632.1, XP_018474311.1
OG0008715	XP_010419807.1, XP_010491974.1, XP_010453281.1	XP_018445829.1, XP_018474541.1
OG0008716	XP_010419782.1, XP_010453261.1, XP_010491954.1	XP_018444030.1
OG0008717	XP_010419780.1, XP_010491950.1	XP_018449677.1, XP_018442338.1
OG0008718	XP_010453252.1, XP_019098055.1, XP_010419772.1	XP_018442465.1, XP_018476281.1
OG0008719	XP_010419771.1, XP_010491940.1, XP_010453251.1	XP_018476285.1, XP_018442468.1
OG0008720	XP_010419767.1, XP_010491934.1, XP_010453242.1	XP_018471490.1, XP_018462094.1
OG0008721	XP_010419729.1, XP_010453205.1, XP_010491889.1	XP_018446005.1, XP_018446004.1, XP_018471188.1
OG0008722	XP_010453176.1, XP_010419689.1, XP_010491852.1	XP_018444515.1, XP_018469102.1
OG0008723	XP_010449117.1, XP_010449095.1, XP_010482933.1, XP_010443120.1	XP_018457195.1
OG0008724	XP_010491808.1, XP_010419667.1, XP_010453152.1	XP_018446916.1, XP_018472253.1
OG0008725	XP_010491790.1, XP_010419653.1, XP_010453134.1	XP_018446838.1, XP_018453695.1
OG0008726	XP_010419652.1, XP_010491789.1, XP_010453133.1	XP_018444452.1, XP_018469711.1
OG0008727	XP_010422816.1, XP_010491750.1	XP_018471071.1, XP_018442309.1
OG0008728	XP_010422822.1, XP_010456473.1, XP_010491743.1	XP_018442127.1
OG0008729	XP_010491719.1, XP_010453074.1, XP_010422838.1	XP_018473113.1, XP_018445961.1
OG0008730	XP_010422884.1, XP_010453039.1, XP_010491669.1	XP_018468707.1
OG0008731	XP_010453021.1, XP_010422904.1, XP_010491653.1	XP_018471318.1, XP_018442773.1
OG0008732	XP_010422929.1, XP_010491632.1, XP_010452992.1	XP_018470985.1, XP_018446944.1
OG0008733	XP_010491607.1, XP_010452968.1, XP_010422954.1	XP_018470739.1, XP_018447030.1
OG0008734	XP_010491550.1, XP_010423012.1, XP_010452910.1	XP_018470726.1, XP_018445455.1
OG0008735	XP_010423014.1, XP_010452908.1, XP_010491548.1	XP_018476201.1, XP_018445459.1
OG0008736	XP_019090409.1, XP_019084511.1, XP_019097632.1	XP_018471853.1
OG0008737	XP_010491505.1, XP_010423050.1, XP_010452869.1	XP_018476391.1, XP_018467393.1
OG0008738	XP_010491500.1, XP_010423053.1	XP_018462490.1, XP_018476754.1, XP_018445279.1
OG0008739	XP_010514584.1, XP_010502944.1	XP_018439290.1
OG0008740	XP_010442023.1, XP_010442519.1, XP_010482348.1	XP_018456284.1
OG0008742	XP_010423122.1, XP_010491449.1, XP_010452804.1	XP_018444389.1, XP_018474973.1
OG0008743	XP_010452779.1, XP_010423141.1	XP_018459195.1, XP_018459312.1, XP_018442728.1
OG0008744	XP_010491412.1, XP_010452766.1	XP_018470448.1, XP_018470446.1
OG0008745	XP_010491411.1, XP_010452760.1, XP_010423157.1	XP_018473115.1
OG0008746	XP_010452748.1, XP_010491399.1, XP_010423169.1	XP_018446886.1, XP_018474588.1
OG0008747	XP_010491377.1, XP_010423192.1, XP_010452727.1	XP_018446035.1, XP_018468394.1
OG0008748	XP_010455928.1, XP_010430400.1, XP_010422533.1	XP_018455550.1, XP_018455551.1, XP_018456569.1
OG0008749	XP_010430421.1, XP_010422529.1, XP_010455930.1	XP_018474877.1
OG0008750	XP_019084154.1, XP_010430712.1	XP_018457564.1, XP_018453018.1
OG0008751	XP_010422500.1, XP_010455972.1, XP_010430702.1	XP_018453231.1
OG0008752	XP_010430912.1, XP_010422478.1	XP_018473367.1, XP_018452805.1
OG0008753	XP_010448478.1, XP_010438938.2, XP_010433687.1	XP_018472329.1, XP_018472339.1
OG0008754	XP_010442581.1, XP_010442907.1, XP_010482427.1	XP_018473395.1, XP_018470853.1
OG0008755	XP_010448503.1, XP_010438956.1, XP_010433710.1	XP_018482304.1, XP_018450321.1
OG0008756	XP_010433714.1, XP_010438957.1, XP_010448504.1	XP_018450311.1
OG0008757	XP_010456181.1, XP_010422741.1, XP_010428059.1	XP_018469167.1
OG0008758	XP_010510880.1, XP_010419401.1, XP_010474524.2	XP_018433128.1, XP_018481641.1
OG0008759	XP_010417814.1, XP_010473052.1, XP_010510873.1	XP_018440827.1, XP_018440838.1
OG0008760	XP_010510859.1, XP_010417824.1, XP_010473063.1	XP_018459371.1, XP_018474644.1, XP_018436627.1
OG0008761	XP_010497032.1	XP_018464987.1, XP_018473935.1, XP_018484295.1
OG0008761	XP_019093475.1, XP_010417835.2, XP_010510841.2	XP_018466279.1
OG0008762	XP_010417875.1, XP_010473116.1, XP_010510793.1	XP_018440098.1, XP_018440097.1
OG0008763	XP_010417880.1, XP_010510789.1, XP_010473119.1	XP_018480314.1
OG0008764	XP_019083610.1, XP_010510781.1, XP_010473136.1	XP_018441311.1
OG0008765	XP_010510780.1, XP_010417897.1, XP_010473135.1	XP_018444681.1, XP_018475315.1
OG0008766	XP_010417910.1, XP_010510758.1, XP_010473151.1	XP_018467342.1, XP_018482446.1
OG0008768	XP_010417923.1, XP_010473166.1, XP_010510736.1	XP_018437221.1
OG0008769	XP_010510724.1, XP_010417928.1	XP_018434283.1
OG0008770	XP_010510723.1, XP_010417931.1, XP_010473179.1	XP_018485223.1
OG0008771	XP_010510717.1, XP_010417939.1, XP_010473185.1, XP_010490899.1, XP_010435959.1	XP_018440495.1
OG0008772	XP_010510707.1, XP_010473195.1, XP_010417950.1	XP_018439174.1, XP_018483664.1
OG0008773	XP_010510696.1, XP_010470156.1, XP_010474014.1, XP_010414607.1	XP_018438526.1
OG0008774	XP_010473197.1, XP_010417952.1, XP_010510691.1	XP_018477635.1, XP_018439131.1
OG0008775	XP_010510684.1, XP_010414589.1, XP_010470138.1	XP_018477058.1, XP_018441946.1
OG0008776	XP_010414533.1, XP_010510628.1, XP_010470087.1	XP_018484410.1, XP_018441101.1
OG0008777	XP_019101479.1, XP_019093462.1, XP_019083101.1	XP_018436823.1, XP_018436809.1
OG0008778	XP_010510608.1, XP_010470063.1, XP_010414501.1	XP_018447541.1
OG0008779	XP_010510599.1, XP_010470059.1	XP_018480655.1, XP_018439012.1
OG0008780	XP_010470050.1, XP_010414485.1, XP_010510581.1	XP_018438626.1, XP_018478543.1
OG0008781	XP_010510580.1, XP_010470049.1, XP_010414484.1	XP_018463081.1, XP_018435221.1, XP_018481473.1
OG0008782	XP_019094090.1, XP_010414482.1, XP_010510579.1	XP_018485169.1
OG0008783	XP_010510568.1, XP_010470036.1, XP_010414470.1	XP_018481048.1, XP_018465245.1
OG0008784	XP_010510567.1, XP_010470033.1, XP_019083086.1	XP_018436847.1, XP_018479834.1
OG0008785	XP_010414459.1, XP_010470018.1, XP_010510558.1	XP_018434542.1, XP_018466231.1, XP_018483579.1
OG0008786	XP_010510543.1, XP_010470002.1, XP_010414448.1	XP_018477386.1, XP_018434838.1
OG0008787	XP_019083062.1, XP_010510495.1, XP_010469957.1	XP_018433075.1, XP_018476483.1
OG0008788	XP_010414387.1, XP_010469956.1, XP_010510493.1	XP_018478075.1, XP_018478123.1
OG0008789	XP_010510419.1, XP_010469905.1, XP_010414324.1	XP_018434690.1, XP_018484445.1
OG0008790	XP_010414317.1, XP_010469900.1, XP_010510414.1	XP_018440851.1, XP_018463205.1
OG0008791	XP_010469895.1, XP_010510411.1, XP_010414314.1	XP_018482747.1
OG0008792	XP_010510404.1, XP_010469890.1, XP_010414305.1	XP_018464983.1, XP_018481557.1, XP_018438152.1
OG0008793	XP_010469875.1, XP_010510384.1, XP_010442279.1, XP_010493680.1, XP_010482103.1	XP_018434506.1
OG0008794	XP_010469861.1, XP_010414273.1, XP_010510369.1	XP_018465115.1, XP_018436294.1
OG0008795	XP_010469847.1, XP_010510344.1	XP_018441739.1
OG0008796	XP_010510343.1, XP_010414256.1, XP_010469844.1	XP_018477578.1, XP_018472872.1
OG0008797	XP_010510298.1, XP_010414228.1, XP_010469808.1	XP_018483164.1
OG0008798	XP_010510247.1, XP_010469768.1	XP_018472758.1, XP_018477468.1
OG0008799	XP_010469763.1, XP_010414181.1, XP_010510242.1	XP_018475282.1
OG0008800	XP_010469762.1, XP_010414182.1, XP_010510241.1	XP_018478693.1, XP_018463675.1, XP_018472978.1
OG0008801	XP_010510227.1, XP_010414169.1, XP_010469750.1	XP_018477747.1, XP_018479855.1, XP_018482266.1
OG0008802	XP_019101377.1, XP_010414154.1, XP_010469742.1	XP_018480332.1, XP_018460850.1, XP_018439031.1
OG0008803	XP_010414147.1, XP_010469739.1, XP_010510217.1	XP_018439028.1, XP_018483903.1
OG0008804	XP_019101391.1	XP_018458220.1, XP_018472816.1, XP_018437316.1
OG0008805	XP_010469707.1, XP_010414130.1, XP_010510199.1	XP_018480398.1, XP_018476196.1
OG0008806	XP_010469679.1, XP_010510162.1, XP_010414087.1	XP_018483212.1, XP_018478873.1
OG0008807	XP_010414079.1, XP_010510146.1, XP_010469665.1	XP_018439591.1, XP_018484851.1
OG0008809	XP_010414032.1, XP_010510098.1, XP_010469629.1	XP_018439636.1
OG0008810	XP_010469578.1, XP_010413987.1, XP_019101351.1	XP_018480813.1, XP_018434837.1
OG0008811	XP_010510046.1, XP_010469615.1, XP_010414015.1	XP_018438654.1
OG0008812	XP_010435311.1, XP_010450272.1, XP_010440645.1	XP_018451856.1
OG0008813	XP_019100794.1, XP_010418680.1	XP_018436333.1
OG0008814	XP_010413942.1, XP_010469542.1, XP_010509960.1	XP_018484313.1, XP_018462411.1
OG0008815	XP_010469511.1, XP_010413905.1, XP_010509920.1	XP_018485333.1, XP_018480781.1
OG0008816	XP_010469501.2, XP_010413895.2, XP_010509912.1	XP_018477108.1, XP_018476898.1
OG0008817	XP_010469494.1, XP_010413890.1, XP_019085954.1, XP_010509906.1	XP_018473333.1
OG0008818	XP_010509905.1, XP_010413889.1, XP_010469493.1	XP_018484564.1, XP_018438570.1
OG0008819	XP_010413883.1, XP_010469486.1, XP_019101330.1	XP_018482114.1, XP_018436340.1, XP_018436339.1
OG0008820	XP_010413870.1, XP_010469480.1, XP_010509895.1	XP_018433660.1, XP_018477163.1
OG0008821	XP_010442037.1, XP_010484868.1, XP_010494311.1	XP_018440565.1, XP_018483890.1
OG0008822	XP_010494335.1, XP_010442011.1, XP_010481851.1	XP_018482183.1, XP_018455078.1
OG0008823	XP_010442004.1, XP_010494343.1, XP_010481841.1	XP_018455115.1, XP_018467064.1, XP_018479551.1
OG0008824	XP_010494352.1, XP_010481830.1, XP_010441991.1	XP_018434668.1
OG0008825	XP_010441978.1, XP_010481817.1, XP_010494368.1	XP_018457639.1
OG0008826	XP_010441973.1, XP_010481815.1, XP_010494370.1	XP_018434402.1
OG0008827	XP_010439021.1, XP_010448556.1, XP_010433761.1	XP_018472309.1
OG0008828	XP_010451167.1, XP_010481761.1, XP_010441910.1, XP_010494430.1	XP_018464348.1, XP_018481822.1, XP_018455754.1
OG0008829	XP_010422460.1	XP_018455555.1
OG0008830	XP_010448467.1, XP_010445139.1, XP_010433678.1	XP_018456800.1, XP_018456576.1
OG0008831	XP_019086537.1, XP_019088047.1, XP_010448464.1	XP_018467747.1, XP_018467443.1, XP_018479104.1
OG0008832	XP_010448446.1, XP_010433653.1, XP_010438892.1	XP_018477679.1, XP_018466508.1
OG0008833	XP_010461579.1, XP_010479185.1, XP_010500298.1	XP_018480699.1
OG0008834	XP_010461571.1, XP_010479175.1, XP_010462528.1	XP_018493604.1, XP_018447339.1
OG0008835	XP_010461567.1, XP_010500291.1, XP_010479167.1	XP_018485795.1
OG0008836	XP_019099419.1, XP_010461559.1	XP_018486470.1
OG0008837	XP_010479154.1, XP_010500275.1, XP_010461548.1	XP_018490980.1
OG0008838	XP_010500268.1, XP_010461543.1, XP_019094544.1	XP_018440459.1
OG0008839	XP_010500194.1, XP_010479079.1, XP_010461481.1	XP_018442646.1, XP_018441332.1, XP_018451413.1
OG0008840	XP_010479104.1, XP_010461504.1	XP_018461639.1, XP_018447907.1
OG0008841	XP_010500238.1, XP_010461513.1, XP_010479117.1	XP_018458292.1, XP_018447566.1
OG0008842	XP_010460533.1, XP_010478125.1, XP_010499266.1	XP_018447257.1, XP_018435909.1
OG0008843	XP_010460559.1, XP_010478142.1, XP_010499283.1	XP_018432972.1, XP_018440813.1
OG0008844	XP_010499314.1, XP_010478180.1, XP_010460590.1, XP_010460589.1	XP_018459365.1
OG0008845	XP_010466936.1, XP_010488627.1	XP_018490066.1
OG0008846	XP_010499344.1, XP_010478197.1, XP_010460616.1	XP_018490375.1, XP_018489204.1
OG0008847	XP_010460635.1, XP_010478215.1, XP_010499369.1	XP_018493264.1
OG0008848	XP_010460674.1, XP_010499424.1, XP_010480710.1	XP_018460110.1, XP_018485375.1
OG0008849	XP_010478288.1, XP_010499442.1, XP_010460703.1	XP_018442517.1
OG0008850	XP_010499443.1, XP_010460702.1, XP_010478287.1	XP_018489627.1, XP_018442510.1
OG0008851	XP_010460704.1, XP_010499444.1, XP_010478290.1	XP_018465829.1, XP_018479188.1
OG0008852	XP_010499477.1	XP_018451056.1, XP_018490168.1
OG0008853	XP_010440388.1, XP_010442387.1, XP_010482205.1	XP_018455277.1
OG0008854	XP_010478344.1, XP_019091314.1, XP_010499492.1	XP_018449439.1, XP_018434497.1
OG0008855	XP_010478367.1, XP_010460770.1, XP_010499511.1	XP_018487825.1, XP_018487824.1
OG0008856	XP_010460778.1, XP_010499519.1, XP_010478374.1	XP_018434046.1
OG0008857	XP_010478417.1, XP_010499561.1	XP_018435097.1, XP_018450596.1, XP_018450593.1
OG0008858	XP_010478495.1, XP_010460874.1, XP_010499609.1	XP_018491946.1, XP_018490768.1
OG0008859	XP_010499612.1, XP_010460876.1, XP_010478499.1	XP_018490686.1, XP_018492146.1
OG0008860	XP_010460882.1, XP_010499623.1, XP_010478509.1	XP_018459809.1, XP_018457460.1
OG0008861	XP_010499631.1, XP_010478522.1, XP_010460897.1	XP_018442661.1, XP_018491733.1
OG0008862	XP_010499640.1, XP_010460903.1, XP_010478528.1	XP_018459609.1, XP_018449967.1
OG0008863	XP_010460908.1, XP_010499646.1, XP_010478533.1	XP_018452810.1, XP_018466728.1
OG0008864	XP_010460925.1, XP_010478540.1	XP_018451743.1
OG0008864	XP_019099316.1	XP_018458994.1
OG0008865	XP_010478564.1, XP_010499672.1, XP_010460944.1	XP_018490850.1, XP_018487752.1
OG0008866	XP_010460955.1, XP_010478577.1, XP_010499679.1	XP_018486171.1, XP_018486776.1
OG0008867	XP_010442527.1, XP_010442083.1, XP_010482353.1	XP_018458018.1, XP_018462252.1
OG0008868	XP_010478898.1, XP_010460975.1, XP_010499699.1	XP_018447458.1, XP_018448600.1
OG0008869	XP_010499728.1, XP_010461002.1, XP_010478599.1	XP_018476340.1
OG0008870	XP_010499748.1, XP_010478619.1, XP_010461023.1	XP_018442639.1, XP_018448638.1
OG0008871	XP_010461052.1, XP_010478657.1	XP_018465889.1
OG0008872	XP_010461079.1, XP_010499804.1, XP_010478677.1	XP_018469060.1
OG0008873	XP_010516704.1, XP_010505032.1, XP_010509633.1	XP_018482276.1, XP_018482236.1
OG0008874	XP_010514020.1, XP_010502262.1, XP_010425027.1	XP_018483485.1
OG0008876	XP_010502352.1, XP_019102163.1, XP_010425124.1	XP_018463737.1, XP_018478531.1
OG0008877	XP_010413319.1, XP_010512582.1	XP_018491271.1
OG0008878	XP_010484592.1, XP_010444738.1, XP_010464936.1	XP_018433626.1
OG0008879	XP_010484591.1, XP_010484587.1, XP_010464881.1, XP_010444731.1	XP_018438310.1
OG0008880	XP_010484586.1, XP_010464858.1, XP_010444729.1	XP_018437710.1, XP_018455406.1
OG0008881	XP_010444709.1, XP_010484568.1, XP_010464727.1	XP_018454481.1, XP_018434420.1
OG0008882	XP_010464653.1, XP_010484564.1	XP_018440045.1, XP_018456928.1
OG0008883	XP_010446288.1, XP_010485329.1, XP_010478635.1	XP_018454825.1, XP_018440048.1
OG0008884	XP_010484561.1	XP_018441511.1, XP_018457362.1
OG0008885	XP_010444695.1, XP_010484550.1, XP_010464528.1	XP_018464181.1
OG0008886	XP_010444673.1, XP_019096046.1, XP_010464277.1	XP_018440392.1
OG0008887	XP_010464243.1, XP_010484518.1, XP_010444669.1	XP_018441631.1, XP_018441627.1
OG0008888	XP_010463998.1, XP_010444642.1, XP_010484489.1	XP_018441424.1, XP_018491145.1
