Orthogroup	Camelina_sativa	Cardamine_hirsuta
OG0007621	XP_010441107.1, XP_010435967.1, XP_010450753.1	CARHR262240
OG0007622	XP_010431035.1, XP_019089899.1, XP_010450751.1, XP_010441109.1, XP_010422468.1	CARHR262230
OG0007623	XP_010502963.1, XP_010514650.1, XP_010425737.1	CARHR154040
OG0007624	XP_019102040.1, XP_019085749.1	CARHR150370
OG0007625	XP_010482216.1, XP_010442403.1	CARHR182120
OG0007626	XP_010425469.1, XP_010514420.1, XP_010502691.1	CARHR148520
OG0007627	XP_010425453.1, XP_010502676.1, XP_010514403.1	CARHR148360
OG0007628	XP_019084789.1, XP_019100092.1, XP_010514343.1	CARHR147880
OG0007629	XP_010502613.1, XP_010425392.1, XP_010514335.1	CARHR147760
OG0007630	XP_010502608.1, XP_010425388.1, XP_010514330.1	CARHR147730
OG0007631	XP_010502552.1, XP_010514284.1	CARHR055520, CARHR147380
OG0007632	XP_019101806.1, XP_010502524.2, XP_010425288.1	CARHR147170
OG0007633	XP_010482431.1	CARHR257090
OG0007635	XP_010512052.1, XP_010415654.1, XP_010470990.1	CARHR062950
OG0007636	XP_010470986.1, XP_010415648.1, XP_010512042.1	CARHR062920
OG0007637	XP_010470983.1, XP_010415644.1, XP_010512040.1	CARHR062880
OG0007638	XP_010415643.1, XP_010512039.1, XP_010470982.1	CARHR062870
OG0007639	XP_010421724.1, XP_010494145.1	CARHR218240, CARHR103610
OG0007641	XP_010441600.1, XP_010481469.1	CARHR175520
OG0007642	XP_010494794.1, XP_010481480.1, XP_010441610.1	CARHR175570
OG0007643	XP_010493684.1, XP_010482105.1, XP_010442280.1	CARHR183470
OG0007644	XP_010481488.1, XP_010441617.1, XP_010494783.1	CARHR175640
OG0007645	XP_010494776.1, XP_010481497.1, XP_010441627.1	CARHR175740
OG0007646	XP_010441628.1, XP_010481498.1, XP_010494775.1	CARHR175750
OG0007647	XP_010494773.1, XP_010481501.1, XP_010441630.1	CARHR175850
OG0007649	XP_010494634.1, XP_010481597.1, XP_010441736.1	CARHR176710
OG0007650	XP_010435461.1, XP_010440756.1, XP_010450409.1	CARHR216980
OG0007651	XP_010494618.1, XP_010441763.1, XP_010481614.1	CARHR176880
OG0007652	XP_010479387.1, XP_010461793.1, XP_010500497.1	CARHR039570
OG0007653	XP_010479391.1, XP_010461797.1, XP_010500499.1	CARHR039600
OG0007654	XP_010433587.1, XP_010448364.1, XP_010438830.1	CARHR233270
OG0007655	XP_019094271.1, XP_010461862.1, XP_019099457.1, XP_010500566.1	CARHR040180
OG0007656	XP_010479474.1, XP_010501933.1, XP_010463342.1	CARHR040300
OG0007657	XP_010500593.1, XP_010479484.1, XP_010461878.1	CARHR039580
OG0007658	XP_010461912.1, XP_010479523.1, XP_010500635.1	CARHR040660
OG0007659	XP_019094574.1, XP_010461932.1	CARHR040960
OG0007660	XP_010479587.1, XP_010479583.1, XP_010461954.1, XP_010500695.1	CARHR041270
OG0007661	XP_010461971.1, XP_010500716.1, XP_010479623.1	CARHR041560
OG0007662	XP_010461997.1, XP_010500742.1	CARHR041790
OG0007663	XP_010479657.1, XP_010462000.1, XP_010500743.1	CARHR041820
OG0007664	XP_010479675.1, XP_010462014.1, XP_010500759.1	CARHR041900
OG0007665	XP_010500789.1, XP_010462034.1, XP_010479697.1	CARHR042100
OG0007666	XP_019095147.1, XP_010484434.1, XP_010457562.1	CARHR004360
OG0007667	XP_010479708.1, XP_010500798.1, XP_010462049.1	CARHR042240
OG0007668	XP_010500807.1, XP_010479714.1, XP_010462051.1	CARHR042280
OG0007669	XP_010500835.1, XP_010479743.1, XP_010462072.1	CARHR042480
OG0007670	XP_010500892.1, XP_010462130.1, XP_010479797.1, XP_010500894.1	CARHR042920
OG0007671	XP_010476920.1, XP_010459367.1, XP_010498136.1	CARHR018250
OG0007672	XP_010442128.1, XP_010494215.1, XP_010481952.1	CARHR181650, CARHR204890, CARHR213980
OG0007673	XP_010417020.1, XP_010429182.1, XP_010472248.1	CARHR113830
OG0007674	XP_010494242.1, XP_010442114.1, XP_019096095.1	CARHR181400, CARHR181320
OG0007675	XP_010442110.1, XP_010481935.1, XP_010494245.1	CARHR181270
OG0007676	XP_019094092.1, XP_010413853.1, XP_010509876.1	CARHR127500
OG0007677	XP_010509869.1, XP_010413845.1, XP_010469456.1	CARHR127560
OG0007678	XP_010469421.1, XP_010509825.1, XP_010413802.1	CARHR127940
OG0007679	XP_019082517.1, XP_019082932.1, XP_010509823.1, XP_010469419.1	CARHR127950
OG0007680	XP_010413793.1, XP_019094135.1, XP_010509814.1	CARHR128010
OG0007681	XP_010513063.1, XP_010469406.1, XP_010413785.1	CARHR128070
OG0007682	XP_010509759.1, XP_010516585.2, XP_010504895.1	CARHR128480
OG0007683	XP_010466423.2, XP_010412867.1, XP_010509749.1, XP_010504903.1, XP_019098064.1	CARHR128540
OG0007684	XP_010516606.1, XP_010509737.1, XP_010504922.1	CARHR128660
OG0007685	XP_010509703.1, XP_010504962.1, XP_010516640.1	CARHR128940
OG0007686	XP_010482230.1, XP_010442421.1, XP_010440710.1	CARHR287970
OG0007687	XP_010509613.1, XP_010505054.1, XP_019102469.1	CARHR129620
OG0007688	XP_010505090.1, XP_010516772.1, XP_010509574.1	CARHR129940
OG0007689	XP_010475680.1, XP_010458125.1, XP_019091607.1	CARHR008630
OG0007690	XP_010507570.1, XP_010516794.1, XP_010509545.1	CARHR130130
OG0007691	XP_010509540.1, XP_010505116.1, XP_010516797.1	CARHR130150
OG0007692	XP_010449356.1, XP_010439717.1, XP_010434419.1	CARHR226220
OG0007693	XP_010449385.1, XP_010439748.1, XP_010434441.1	CARHR226040
OG0007694	XP_010449444.1, XP_010439789.1, XP_010434478.1	CARHR225810
OG0007695	XP_010439839.1, XP_010496242.1, XP_010434518.1	CARHR225400
OG0007696	XP_010446266.1, XP_010474294.1, XP_010496258.1, XP_010434535.1, XP_010439853.1	CARHR225280
OG0007697	XP_010434546.1, XP_010439865.1, XP_010517547.1	CARHR225140
OG0007698	XP_010439905.1, XP_010434579.1, XP_010449505.1	CARHR224840
OG0007699	XP_010434586.1, XP_010439912.1, XP_010449515.1	CARHR224790
OG0007700	XP_010439921.1, XP_010434597.1, XP_010449533.1	CARHR224690
OG0007701	XP_010449553.1, XP_010439936.1, XP_010434613.1	CARHR224560
OG0007702	XP_010434614.1, XP_010449554.1, XP_010439937.1	CARHR224540
OG0007703	XP_010449570.1, XP_010439952.1, XP_010434626.1	CARHR224440
OG0007704	XP_010449573.1, XP_010434628.1, XP_019087402.1, XP_010439964.1	CARHR224420
OG0007705	XP_010434636.1, XP_010439977.1, XP_010449587.1	CARHR224350
OG0007706	XP_010434673.2, XP_010449619.2, XP_010440009.1	CARHR224030
OG0007707	XP_010494805.1, XP_010445792.1, XP_010481460.1	CARHR175410, CARHR175420, CARHR175430
OG0007708	XP_010503799.1, XP_010426655.1, XP_010515504.1	CARHR160740
OG0007709	XP_010426652.1, XP_010503794.1	CARHR160690, CARHR160680
OG0007710	XP_010503793.1, XP_010515492.2	CARHR160670
OG0007711	XP_010426645.1, XP_010515484.1	CARHR160610
OG0007712	XP_010424898.1, XP_010515459.1, XP_010503754.1	CARHR160370
OG0007713	XP_010503751.1, XP_010424900.1, XP_010515457.1	CARHR160350
OG0007714	XP_010433885.1, XP_010439156.1, XP_010509307.1	CARHR230980
OG0007715	XP_010436421.2, XP_010439166.1	CARHR230840
OG0007716	XP_010442771.1, XP_010444864.1, XP_010482606.1	CARHR265430
OG0007717	XP_010442769.1, XP_010444841.1, XP_010482604.1	CARHR265410
OG0007718	XP_010482595.1, XP_010444749.1, XP_010442761.1	CARHR265300
OG0007719	XP_010443574.1, XP_010482507.1, XP_010442674.1	CARHR264540
OG0007720	XP_010482477.1, XP_010443240.1, XP_010442640.1	CARHR150020
OG0007722	XP_010442590.1, XP_010442574.2, XP_010482410.1	CARHR257290
OG0007723	XP_010482402.1, XP_010446014.1	CARHR257360
OG0007724	XP_010413093.1, XP_010488811.1, XP_010467143.1	CARHR103980
OG0007726	XP_010517336.1, XP_010467309.1, XP_010488973.1	CARHR105960
OG0007727	XP_010467331.1, XP_010489182.1, XP_010517114.1	CARHR106200
OG0007728	XP_010467357.1, XP_010516812.1, XP_010489209.1	CARHR106580, CARHR106560
OG0007729	XP_010489231.1, XP_010516524.1, XP_010467391.1	CARHR106850
OG0007730	XP_010467425.1, XP_010489298.1, XP_010515944.1	CARHR107200, CARHR107170
OG0007731	XP_010515704.1, XP_010489318.1, XP_019092720.1	CARHR107360
OG0007733	XP_010439085.1, XP_010433815.1, XP_010448609.1	CARHR231500
OG0007734	XP_010448637.1, XP_010439110.1, XP_010433837.1	CARHR231360
OG0007735	XP_010433831.1, XP_010448630.1, XP_010439105.1	CARHR231380
OG0007736	XP_019087227.1, XP_010448665.1, XP_010433867.1	CARHR231120
OG0007737	XP_010448701.1, XP_010433900.1, XP_010439168.1	CARHR230820
OG0007738	XP_010433963.1, XP_010439259.1, XP_010448803.1	CARHR229970
OG0007739	XP_010448813.1, XP_019086975.1, XP_010433976.1	CARHR229910, CARHR229920
OG0007740	XP_010451257.1, XP_010433997.1, XP_010448846.1, XP_010439290.1	CARHR229690
OG0007741	XP_010439325.1, XP_010448881.1, XP_010434040.1	CARHR229430
OG0007742	XP_010439344.1, XP_010448904.1, XP_010434060.1	CARHR229220
OG0007743	XP_010448916.1, XP_010439356.1, XP_010434067.1	CARHR229140
OG0007744	XP_010430602.1, XP_010473727.1	CARHR046310
OG0007745	XP_010497826.1, XP_010434341.1, XP_010434342.1, XP_010439631.1, XP_010449272.1	CARHR226750
OG0007746	XP_010449254.2, XP_010449255.1, XP_010434328.1, XP_010439623.1, XP_010449240.1	CARHR226820
OG0007747	XP_019086917.1, XP_019089302.1, XP_019088766.1	CARHR226980
OG0007748	XP_010449207.1, XP_019086235.1, XP_010439602.1	CARHR227100
OG0007749	XP_010430200.1, XP_010451466.1, XP_010455915.1, XP_019084360.1	CARHR251100
OG0007750	XP_010434294.1, XP_019087002.1, XP_010449188.1	CARHR227150
OG0007751	XP_010449167.1, XP_010434278.1, XP_010439570.1	CARHR227280
OG0007752	XP_010449058.1, XP_010439472.1, XP_010434177.1	CARHR228130
OG0007753	XP_010434145.1, XP_010439444.1, XP_010449021.1	CARHR228400
OG0007754	XP_010434130.1, XP_010439428.1, XP_010449008.1	CARHR228510
OG0007755	XP_010420524.1, XP_010453995.1, XP_010492766.1	CARHR195210
OG0007756	XP_010446296.2, XP_019095809.1, XP_010465056.1	CARHR281030
OG0007757	XP_010455344.1, XP_010421852.1, XP_010438355.1	CARHR260430
OG0007758	XP_010496074.1, XP_010482017.1, XP_010442191.1	CARHR284720
OG0007759	XP_010494202.1, XP_010481971.1, XP_010442141.1	CARHR181560
OG0007760	XP_010440154.1, XP_010434823.1, XP_010449791.1	CARHR222820
OG0007761	XP_010434791.1, XP_010449739.1, XP_010440123.1	CARHR223130
OG0007762	XP_010434773.1, XP_010449723.1, XP_010440105.1	CARHR223320
OG0007763	XP_010449717.1, XP_010440098.1, XP_010434769.1	CARHR223410
OG0007764	XP_010449709.1, XP_010434762.1, XP_019088407.1	CARHR223450
OG0007765	XP_010486165.1, XP_019092961.1	CARHR081100
OG0007766	XP_010485345.1, XP_010435680.1, XP_010496428.1	CARHR075040
OG0007767	XP_010496298.1, XP_010435630.1, XP_010485409.1	CARHR075400
OG0007768	XP_010496310.1, XP_010435620.1, XP_010485418.1	CARHR075490
OG0007769	XP_010496552.1, XP_010489629.1, XP_019092136.1, XP_010417087.1	CARHR075500
OG0007770	XP_010485415.1, XP_010463522.1	CARHR075520
OG0007771	XP_010484606.1, XP_019088309.1, XP_010465105.1	CARHR281060
OG0007772	XP_010444802.1, XP_010465546.1, XP_010484650.1	CARHR281320
OG0007773	XP_010465661.1, XP_010444812.1, XP_010484661.1	CARHR281390
OG0007774	XP_010444817.1, XP_010465711.1, XP_019095409.1	CARHR281420
OG0007775	XP_010426696.1, XP_010503833.1, XP_010515550.1	CARHR160990
OG0007776	XP_010468869.1, XP_010413177.1, XP_010512735.1	CARHR291700
OG0007777	XP_010413183.1, XP_010497217.1	CARHR291740
OG0007778	XP_010512726.1, XP_010468880.1, XP_010413186.1	CARHR173490
OG0007779	XP_010512692.1, XP_010413217.1, XP_010468904.1	CARHR173230
OG0007780	XP_010413278.1, XP_010512642.1, XP_010413558.1	CARHR171640
OG0007780	XP_019084669.1	CARHR166880, CARHR159500
OG0007781	XP_019082850.1, XP_010512632.1, XP_010468957.1	CARHR172750
OG0007782	XP_010413300.1, XP_010512604.1	CARHR172520
OG0007783	XP_010413301.1, XP_010512603.1	CARHR172510
OG0007784	XP_010468984.1, XP_010413307.1	CARHR172450
OG0007785	XP_010512593.1, XP_010413310.1, XP_010468988.1	CARHR172420
OG0007786	XP_019092682.1, XP_019099164.1, XP_010512572.1, XP_010469005.1, XP_010413328.1	CARHR172280
OG0007787	XP_010469022.1, XP_010512550.1, XP_010413348.1	CARHR172100
OG0007788	XP_010469021.1, XP_010413352.1, XP_010512546.1	CARHR172070
OG0007789	XP_010413377.1, XP_010512513.1, XP_010469105.1	CARHR171920
OG0007790	XP_010512499.1, XP_010413385.1, XP_019092977.1	CARHR171850
OG0007791	XP_010413397.1, XP_010512495.1, XP_010469082.1	CARHR171810
OG0007792	XP_010512466.1, XP_010473804.1, XP_010413428.1	CARHR171610
OG0007793	XP_010512462.1, XP_010413436.1, XP_019093689.1	CARHR171570
OG0007794	XP_010413441.1, XP_010469046.1, XP_010512456.1	CARHR171530
OG0007795	XP_019083054.1, XP_019093687.1, XP_019093665.1, XP_010512398.1, XP_019082504.1	CARHR171050
OG0007796	XP_010512386.1, XP_010413543.1, XP_010469166.1	CARHR170960
OG0007797	XP_010469204.1, XP_010413577.1, XP_010512341.1	CARHR170700
OG0007798	XP_010469218.1, XP_010469217.1, XP_010413593.1, XP_010512327.1	CARHR170520
OG0007799	XP_019093179.1, XP_010413602.1, XP_019101722.1	CARHR170420
OG0007800	XP_010517955.1, XP_010506274.1, XP_010508378.1	CARHR138940
OG0007801	XP_010413651.1, XP_010469284.1, XP_010512245.1	CARHR170080
OG0007802	XP_010413662.1, XP_010512242.1, XP_010469292.1, XP_010451630.1	CARHR170040
OG0007803	XP_010469307.1, XP_010413680.1, XP_010512213.1	CARHR169910
OG0007804	XP_010418635.1, XP_010513735.1, XP_010418636.2	CARHR169890
OG0007805	XP_010413701.1, XP_010512197.1, XP_010469350.1	CARHR169790
OG0007806	XP_010517897.1, XP_010506206.1	CARHR138440
OG0007807	XP_010512141.1, XP_010413748.1, XP_010469370.1	CARHR169510
OG0007808	XP_010504877.1, XP_010512130.1	CARHR169430
OG0007809	XP_010504852.1, XP_010516547.1, XP_010427797.1	CARHR169260
OG0007810	XP_010516544.1, XP_010504849.1, XP_010427795.1	CARHR169250
OG0007811	XP_010516533.1, XP_010427787.1, XP_010504836.1	CARHR169150
OG0007812	XP_010427779.1, XP_010504830.1, XP_010516529.1	CARHR169090
OG0007813	XP_010516511.1, XP_010427767.1, XP_019100416.1, XP_019101939.1	CARHR169020
OG0007814	XP_010504769.1, XP_010516463.1	CARHR168530
OG0007815	XP_010441949.1, XP_010482341.1, XP_010442514.1	CARHR258210
OG0007817	XP_010504699.1, XP_010516387.1, XP_010516389.1, XP_010427648.1	CARHR167900
OG0007818	XP_019102037.1, XP_010427643.1, XP_010504692.1	CARHR167950
OG0007819	XP_010427578.1, XP_010516320.1, XP_010504634.1	CARHR167310
OG0007820	XP_010516302.1, XP_010427555.1, XP_010504614.1	CARHR167150
OG0007821	XP_010427554.1, XP_010504612.1	CARHR167140
OG0007822	XP_010427475.1, XP_010504553.1, XP_010516253.1	CARHR166600
OG0007823	XP_010516225.1, XP_010504516.1, XP_010427437.1, XP_010516226.1	CARHR166350
OG0007824	XP_010482086.1, XP_019097588.1	CARHR183830
OG0007825	XP_010427325.1, XP_010504409.1, XP_010516125.1	CARHR163150, CARHR165560
OG0007826	XP_010504482.1, XP_010516201.1, XP_010427410.1	CARHR166120
OG0007827	XP_010504450.1, XP_010427373.1	CARHR165910, CARHR292640
OG0007828	XP_010516114.1, XP_010504399.1, XP_010427316.1	CARHR165470
OG0007829	XP_010516004.1, XP_010427175.1, XP_010504281.1	CARHR164590
OG0007830	XP_019102354.1, XP_010517676.1, XP_010504274.1, XP_010427171.1	CARHR164540
OG0007831	XP_010504250.1, XP_010515974.1, XP_010427149.1	CARHR164370
OG0007832	XP_010515972.1, XP_010427147.1, XP_010504249.1	CARHR164350
OG0007833	XP_010515967.1, XP_010427138.1, XP_010504244.1	CARHR164310
OG0007834	XP_010427128.1, XP_010504236.1, XP_010515958.1	CARHR164250
OG0007835	XP_010504232.1, XP_010515955.1, XP_010427124.1	CARHR164240
OG0007837	XP_010427102.1, XP_010515950.1, XP_010504229.1	CARHR164220
OG0007838	XP_010504204.1, XP_010515929.1, XP_010427082.1	CARHR164010
OG0007839	XP_010476221.1, XP_010494232.1, XP_010458676.1	CARHR012770
OG0007840	XP_010515894.1, XP_010427049.1, XP_010504167.1	CARHR163810
OG0007841	XP_010504149.1, XP_010427037.1, XP_010515879.1	CARHR163680
OG0007842	XP_010427018.1, XP_010504130.1, XP_010515860.1	CARHR163550
OG0007843	XP_010515849.1, XP_010427006.1, XP_010504121.1	CARHR163440
OG0007844	XP_010515801.1, XP_010504071.1, XP_010426945.1	CARHR162980
OG0007845	XP_010426929.1, XP_010504050.1, XP_010515778.1	CARHR162860
OG0007846	XP_010507411.1, XP_010426895.1, XP_010515747.1, XP_010507412.1	CARHR162610
OG0007847	XP_010446314.1, XP_010446095.1, XP_010482805.1	CARHR267090
OG0007849	XP_010442922.1, XP_010482755.1, XP_010445905.1	CARHR266690
OG0007850	XP_010445864.1, XP_010442916.1, XP_010482750.1	CARHR266640
OG0007851	XP_010445803.1, XP_019088420.1, XP_010497238.1, XP_010482734.1	CARHR266560
OG0007852	XP_010442902.1, XP_010445781.1, XP_010482732.1	CARHR266540
OG0007853	XP_010442886.1, XP_010482718.1, XP_010474103.1	CARHR266330
OG0007854	XP_010442885.1, XP_010445681.1	CARHR266320
OG0007855	XP_010434887.1, XP_010440212.1, XP_010449854.1	CARHR114900, CARHR290730
OG0007856	XP_019085425.1, XP_010488563.1, XP_010466868.1, XP_010513559.1	CARHR100660
OG0007857	XP_010493921.1, XP_010488569.1, XP_010466876.1, XP_010513627.1	CARHR100920
OG0007858	XP_010488570.1	CARHR100930
OG0007859	XP_010488624.1, XP_010513952.1, XP_010466934.1	CARHR101460
OG0007860	XP_010488669.1, XP_010466987.1, XP_010466984.1, XP_010514349.1, XP_019098773.1	CARHR102100
OG0007861	XP_010488720.1, XP_010412392.1, XP_010518652.1, XP_010467032.1	CARHR102760
OG0007862	XP_010467127.1, XP_010488799.1, XP_010412961.1	CARHR103860
OG0007863	XP_010415217.1, XP_010470554.1, XP_010511584.1	CARHR058950
OG0007864	XP_010511588.1, XP_010419026.1, XP_010474155.1	CARHR058970
OG0007865	XP_010470596.1, XP_010415250.1, XP_010511618.1	CARHR059440
OG0007866	XP_010419035.1, XP_010470610.1, XP_010511629.1	CARHR059590, CARHR059600
OG0007867	XP_019100938.1, XP_010474175.1, XP_010419036.1	CARHR059680
OG0007868	XP_010415288.1, XP_010470621.1, XP_010511638.1, XP_010511639.1	CARHR059690
OG0007869	XP_010470638.1, XP_010511661.1, XP_010415308.1	CARHR059860
OG0007871	XP_019084590.1, XP_019090460.1, XP_010493913.1	CARHR186950
OG0007872	XP_010415312.1, XP_010511664.1, XP_010470642.1	CARHR058050, CARHR059910
OG0007873	XP_010511671.1, XP_010511670.1, XP_010470646.1	CARHR059930
OG0007874	XP_019092989.1, XP_019101596.1, XP_010415318.1	CARHR059950
OG0007875	XP_010511677.1, XP_010415321.1, XP_010470651.1	CARHR060030
OG0007876	XP_010511707.1, XP_010415337.1, XP_010470670.1	CARHR060170
OG0007877	XP_010470687.1, XP_010415351.1, XP_010511720.1	CARHR060300
OG0007879	XP_019083229.1, XP_019083230.1, XP_019101605.1, XP_019093016.1	CARHR060410
OG0007880	XP_010477992.1, XP_010460427.1, XP_010499154.1, XP_019098801.1	CARHR026490
OG0007881	XP_010415415.1, XP_010511787.1, XP_010470749.1	CARHR060650
OG0007882	XP_010470770.1, XP_010415445.1	CARHR055340, CARHR060980
OG0007883	XP_010415456.1, XP_010470783.1, XP_010511826.1	CARHR061080
OG0007884	XP_010470788.1, XP_019101029.1, XP_010415458.1	CARHR061180
OG0007885	XP_010414369.1, XP_010467669.1, XP_010489554.1	CARHR109110
OG0007886	XP_010481705.1, XP_010441824.1, XP_010494533.1	CARHR178080
OG0007887	XP_010489573.1, XP_010489575.1, XP_010489576.1, XP_010414521.1, XP_010467695.1	CARHR109250
OG0007888	XP_010489590.1, XP_010467708.1, XP_010414641.1	CARHR109340
OG0007889	XP_010467870.1, XP_010425608.1, XP_010489469.1	CARHR109660
OG0007890	XP_010514011.1, XP_010514015.1, XP_010502253.1, XP_010425018.1	CARHR144980, CARHR215280
OG0007891	XP_010514547.1, XP_010502844.1, XP_010425625.1	CARHR292530
OG0007892	XP_010495931.1, XP_010489146.1, XP_010416839.1	CARHR110050
OG0007893	XP_010507675.1, XP_010507676.1, XP_010507673.1, XP_010507674.1, XP_010412993.1, XP_010512914.1	CARHR136330
OG0007894	XP_010508749.1, XP_010505883.1, XP_010517606.1	CARHR136270
OG0007895	XP_010508757.1, XP_010517596.1, XP_010505877.1	CARHR136220
OG0007896	XP_010505871.1, XP_010508770.1, XP_010517591.1	CARHR136180
OG0007897	XP_010503865.1, XP_010515599.1, XP_010426745.1	CARHR161330
OG0007898	XP_010517517.1, XP_010505829.1	CARHR135880
OG0007899	XP_010517510.1, XP_010505824.1	CARHR135820
OG0007900	XP_010508841.1, XP_010517486.1, XP_010505795.1	CARHR135650
OG0007901	XP_010508856.1, XP_010505785.1, XP_010517473.1	CARHR135580
OG0007902	XP_010508896.1, XP_010505741.1, XP_010517433.1	CARHR135210
OG0007903	XP_010505740.1, XP_010508898.1, XP_010517431.1	CARHR135170
OG0007904	XP_010505734.1, XP_010517425.1, XP_010508902.1	CARHR135140
OG0007905	XP_010508917.1, XP_010505713.1, XP_010517404.1	CARHR135050
OG0007906	XP_010505699.1, XP_010517384.1, XP_010512943.1	CARHR134930
OG0007907	XP_010511118.1, XP_010470447.1, XP_010415113.1	CARHR057510
OG0007908	XP_010509001.1, XP_010517311.1, XP_010505640.1	CARHR134430
OG0007909	XP_010509010.1	CARHR134340
OG0007910	XP_010505607.1, XP_010509024.1, XP_010517282.1	CARHR134230
OG0007911	XP_010517281.1, XP_010505605.1, XP_010509025.1	CARHR134220
OG0007912	XP_010509079.1, XP_010505566.1, XP_010517238.1	CARHR133810
OG0007913	XP_010443504.1, XP_010464253.1, XP_010486192.1	CARHR081250
OG0007914	XP_010517207.1, XP_010509111.1, XP_010505540.1	CARHR133570
OG0007915	XP_019102528.1, XP_019099874.1, XP_010509112.1	CARHR133530
OG0007916	XP_010517198.1, XP_010509176.1, XP_010505533.1	CARHR288720
OG0007917	XP_010509173.1, XP_010505530.1, XP_010517193.1	CARHR133450
OG0007918	XP_010505529.1, XP_010517192.1, XP_010509172.1	CARHR133440
OG0007919	XP_010517190.1, XP_010505528.1, XP_010509171.1	CARHR133430
OG0007920	XP_010512982.2, XP_010517179.1, XP_010517184.1, XP_010517178.1, XP_010518532.1, XP_010505517.1	CARHR133360
OG0007921	XP_010499141.1, XP_010477982.1, XP_010460410.1	CARHR026360
OG0007922	XP_010509191.1, XP_010517121.1, XP_010505452.1	CARHR132910
OG0007923	XP_010505443.1, XP_010509204.1, XP_010517113.1	CARHR132840
OG0007924	XP_010509239.1, XP_010517081.1, XP_010505409.1	CARHR132550
OG0007925	XP_019102512.1, XP_010505386.1, XP_010509265.1	CARHR132430
OG0007926	XP_019096343.1, XP_010468090.1	CARHR084510, CARHR286790
OG0007926	XP_010463521.2	CARHR286800
OG0007926	XP_010506092.1	CARHR259200
OG0007927	XP_019099872.1, XP_019102019.1, XP_019101266.1	CARHR131780
OG0007928	XP_010517050.1, XP_010505372.1, XP_010509282.1	CARHR131790
OG0007929	XP_010517041.1, XP_010505364.1, XP_010509290.1	CARHR131870
OG0007930	XP_010517010.1, XP_010505323.1, XP_010509341.1	CARHR132190
OG0007931	XP_010509366.1, XP_010516979.1, XP_010505297.1	CARHR132390
OG0007932	XP_010516957.1, XP_010509389.1, XP_010505276.1	CARHR131620
OG0007933	XP_010509393.1, XP_010505269.1, XP_010516954.1	CARHR131590
OG0007934	XP_010516934.1, XP_010505248.1, XP_010509409.1	CARHR131430, CARHR131440
OG0007935	XP_010433356.1, XP_010456901.2, XP_019084659.1	CARHR253660, CARHR253670
OG0007936	XP_010433223.1, XP_019084093.1	CARHR253560
OG0007937	XP_010430642.1, XP_010502121.1, XP_010513863.1	CARHR143960
OG0007938	XP_010455724.1, XP_010432828.1, XP_010496182.1	CARHR253060
OG0007939	XP_010496364.1, XP_010432779.1, XP_010455730.1	CARHR253030
OG0007940	XP_019090674.1, XP_010422290.1, XP_010432499.1	CARHR252870
OG0007941	XP_010422206.1, XP_010433480.1, XP_010455681.1	CARHR253790
OG0007942	XP_010416892.1, XP_010429058.1	CARHR112390
OG0007943	XP_010429105.1, XP_010472186.1, XP_010416940.1	CARHR112910
OG0007944	XP_010429129.1, XP_010416969.1	CARHR113260
OG0007945	XP_010472227.1, XP_010416997.1	CARHR113590
OG0007946	XP_010472243.1, XP_010417013.1, XP_010429176.1	CARHR113740
OG0007947	XP_010417018.1, XP_010429180.1, XP_019093160.1	CARHR113820
OG0007948	XP_010429202.1, XP_010472265.1, XP_010417029.1	CARHR114000
OG0007949	XP_010478028.1, XP_019099220.1, XP_010460467.1	CARHR026760
OG0007950	XP_010472274.1, XP_010417034.1, XP_010429210.1	CARHR114050
OG0007951	XP_010472286.1, XP_010429222.1, XP_010417047.1	CARHR114190
OG0007952	XP_010472285.1, XP_010429221.1, XP_010417046.1	CARHR114200
OG0007953	XP_010429257.1, XP_010472313.1	CARHR114370
OG0007954	XP_010429279.1, XP_010472331.1	CARHR292950
OG0007955	XP_010417090.1, XP_010429283.1, XP_010474423.1	CARHR292990
OG0007956	XP_010417125.1, XP_010472376.1, XP_010429337.1	CARHR184840
OG0007957	XP_010472395.1, XP_010417139.1, XP_010429352.1	CARHR184690
OG0007958	XP_010429368.1, XP_010472412.2, XP_010417156.1	CARHR118200
OG0007959	XP_010472624.1, XP_010417375.1, XP_010429614.1, XP_019082719.1	CARHR287340
OG0007960	XP_010472555.1, XP_010429550.1	CARHR115820
OG0007961	XP_010417407.1, XP_010472653.1	CARHR115080
OG0007962	XP_010472450.1, XP_010417199.1, XP_010429422.1	CARHR117630
OG0007963	XP_010417350.1, XP_010472592.1, XP_010429581.1	CARHR115490
OG0007964	XP_010439011.1, XP_010433753.1, XP_010448548.1	CARHR231960
OG0007965	XP_010448549.1, XP_010433754.1, XP_010439012.1	CARHR231950
OG0007966	XP_019088774.1, XP_010448581.1, XP_010433790.1	CARHR231720, CARHR033650
OG0007967	XP_010461428.1, XP_010500118.1, XP_010479666.1	CARHR035520
OG0007968	XP_010479032.1, XP_010500125.1, XP_010461429.1	CARHR035660
OG0007969	XP_010461434.1, XP_010500134.1	CARHR035790
OG0007970	XP_010479058.1, XP_010461452.1	CARHR036060
OG0007971	XP_010461461.1, XP_010479060.1, XP_010500164.1	CARHR036100
OG0007972	XP_010478957.1, XP_010500052.1, XP_010461335.1	CARHR034560
OG0007973	XP_010461325.1, XP_010500046.1, XP_010478954.1	CARHR034440
OG0007974	XP_010500031.1, XP_010478939.1, XP_010461311.1	CARHR034220
