Orthogroup	Odontarrhena_muralis	Eutrema_salsugineum
OG0005648	Om003G118520	XP_006401357.1
OG0005649	Om003G119140	XP_006401313.1
OG0005650	Om006G249740	XP_006401246.1
OG0005651	Om006G249390	XP_006401211.1
OG0005652	Om006G248460	XP_006401163.1
OG0005653	Om006G248140	XP_006401133.1
OG0005654	Om007G307740	XP_006395240.1
OG0005655	Om004G161550	XP_006399819.2
OG0005656	Om004G161600	XP_006399816.2
OG0005657	Om004G161970	XP_006399787.1
OG0005659	Om004G163210	XP_006399690.1
OG0005660	Om004G163280	XP_006399688.1
OG0005661	Om004G163360	XP_024012559.1
OG0005662	Om004G163940	XP_006399636.1
OG0005664	Om004G167040	XP_006399397.1
OG0005665	Om004G167900	XP_024012707.1
OG0005666	Om001G000050	XP_006414261.2
OG0005667	Om001G000250	XP_024005431.1
OG0005668	Om008G361680	XP_006398387.1
OG0005669	Om001G004040	XP_006413983.2
OG0005670	Om001G004120	XP_006413976.1
OG0005672	Om001G004920	XP_006413929.1
OG0005673	Om001G006970	XP_006413802.1
OG0005676	Om001G009560	XP_006413621.1
OG0005677	Om008G332510	XP_006413531.1
OG0005678	Om001G013350	XP_006396067.1
OG0005679	Om007G287060	XP_006393550.1
OG0005680	Om007G288660	XP_006415674.2
OG0005681	Om007G289730	XP_006415579.1
OG0005682	Om007G289950	XP_006415563.1
OG0005683	Om007G291640	XP_006415397.1
OG0005684	Om001G035160, Om001G035170	XP_006412066.1
OG0005685	Om001G035750	XP_006412024.1
OG0005686	Om001G036140	XP_006404939.1
OG0005687	Om001G036940	XP_006411948.1
OG0005688	Om004G154420	XP_006404773.1
OG0005689	Om001G038720	XP_006411852.1
OG0005690	Om001G038970	XP_006411839.1
OG0005691	Om001G039630	XP_006411795.1
OG0005692	Om001G039750	XP_006411778.1, XP_006404682.1
OG0005693	Om001G040380	XP_006411744.1
OG0005694	Om001G040390	XP_006411743.1
OG0005695	Om007G314650	XP_006405774.1
OG0005696	Om007G277150	XP_006410713.2
OG0005697	Om008G339030	XP_006410683.1
OG0005698	Om008G340210	XP_006410580.1
OG0005700	Om001G023900	XP_006399786.1
OG0005703	Om008G348200, Om008G352940	XP_006396782.1
OG0005704	Om008G353520	XP_024010158.1
OG0005705	Om008G358370	XP_006398220.1
OG0005706	Om008G358360	XP_006398219.1
OG0005707	Om008G359490	XP_006398288.2
OG0005708	Om008G359940, Om008G359980	XP_006398331.1
OG0005710	Om008G362700	XP_006398454.1
OG0005711	Om008G362710	XP_006398455.1
OG0005712	Om008G362830	XP_006398466.1
OG0005713	Om008G362800, Om003G091100	XP_006398463.1
OG0005714	Om003G105690	XP_024006851.1
OG0005715	Om003G104060	XP_006414900.1
OG0005716	Om003G102470	XP_024005187.1
OG0005717	Om002G069690	XP_006406252.1
OG0005718	Om008G319100	XP_006397968.1
OG0005719	Om008G319380, Om008G319390	XP_006397940.1
OG0005720	Om008G319660	XP_006397922.1
OG0005721	Om008G320310	XP_006397870.1
OG0005722	Om008G320590	XP_024010749.1
OG0005723	Om008G320710	XP_006397844.1
OG0005724	Om003G126990, Om003G127000	XP_006402455.1
OG0005725	Om008G321770	XP_006397750.1
OG0005726	Om003G126000	XP_006402526.1
OG0005727	Om008G322110	XP_006397731.1
OG0005728	Om008G322770	XP_006397675.1
OG0005730	Om008G323130	XP_006397648.1
OG0005731	Om008G323610	XP_006397610.2
OG0005732	Om008G323650, Om008G323640	XP_006397607.1, XP_006397606.1
OG0005733	Om008G325150, Om008G325160	XP_006397514.2
OG0005734	Om008G325370	XP_006397499.1
OG0005735	Om008G326530	XP_006411506.2
OG0005736	Om008G327910	XP_006398360.1, XP_006411417.1
OG0005738	Om004G175970	XP_006398690.1
OG0005739	Om006G240820	XP_006394863.1
OG0005740	Om006G240830	XP_006394864.1
OG0005741	Om006G240860	XP_006408852.2, XP_006400513.2
OG0005742	Om006G241380	XP_006400536.1
OG0005743	Om003G096060	XP_006393072.2
OG0005744	Om006G242480	XP_024011493.1
OG0005745	Om006G242560	XP_006400646.1
OG0005746	Om004G129490	XP_024011739.1
OG0005746	Om006G243620	XP_006400728.2
OG0005747	Om006G243880	XP_006400752.1
OG0005748	Om006G244080, Om003G094950	XP_006400762.2
OG0005749	Om006G244710	XP_006400826.1
OG0005750	Om006G245070	XP_006400857.1
OG0005751	Om006G247110	XP_024012095.1
OG0005752	Om006G233720	XP_006394235.1
OG0005753	Om006G233650	XP_006394230.1
OG0005754	Om006G232800	XP_006394132.1
OG0005755	Om006G232690	XP_006394123.1
OG0005756	Om006G232100	XP_024007140.1
OG0005757	Om003G091260, Om006G229850, Om002G087080	XP_006393862.1
OG0005758	Om006G229720	XP_024007524.1
OG0005759	Om004G157870	XP_006396268.1
OG0005760	Om004G157600	XP_024010053.1
OG0005761	Om004G158060	XP_006396284.1
OG0005762	Om004G158140	XP_006396290.1
OG0005763	Om004G158790	XP_006396355.1
OG0005764	Om004G160290, Om004G160310	XP_006396493.2
OG0005765	Om007G302210	XP_006396553.1
OG0005766	Om007G302780	XP_006396566.2
OG0005767	Om007G293060	XP_006403117.1
OG0005768	Om007G293030	XP_006403122.1
OG0005769	Om005G180920	XP_024008915.1
OG0005770	Om007G277370	XP_006403146.1
OG0005771	Om007G278210	XP_006410491.1
OG0005772	Om007G278220	XP_006410490.1
OG0005773	Om007G279040	XP_006410400.1
OG0005774	Om007G279850	XP_006410334.1
OG0005775	Om007G281830	XP_006410144.1
OG0005776	Om007G282040	XP_006410054.2
OG0005777	Om001G016480, Om007G283190	XP_006409919.1
OG0005778	Om007G280360	XP_006410284.1
OG0005779	Om007G284040	XP_006409827.1
OG0005780	Om007G284970	XP_024016534.1, XP_006408638.1
OG0005781	Om007G284960	XP_006408635.1
OG0005782	Om001G030610	XP_006412374.1
OG0005783	Om001G041320	XP_006398530.1
OG0005784	Om007G301900	XP_006399906.1
OG0005785	Om002G043090	XP_024015430.1
OG0005786	Om002G043590	XP_006392945.1
OG0005787	Om002G043660	XP_006408424.1
OG0005788	Om002G043720	XP_006408419.1
OG0005789	Om002G044810	XP_006408315.1
OG0005790	Om002G048200	XP_024015291.1, XP_006394899.2
OG0005791	Om002G049230	XP_006407929.1
OG0005792	Om002G049410	XP_006407909.1
OG0005793	Om002G049480	XP_006407901.1
OG0005794	Om002G049550	XP_006407894.1
OG0005795	Om002G050340	XP_006407821.1
OG0005796	Om001G034370	XP_006391996.1
OG0005797	Om002G050610	XP_006407796.1
OG0005798	Om002G050990	XP_006407760.1
OG0005799	Om008G329840	XP_024016864.1
OG0005800	Om008G330420	XP_006411270.1
OG0005801	Om008G335540	XP_006410938.1
OG0005802	Om008G331940	XP_006411173.1
OG0005803	Om008G336480	XP_006410862.1
OG0005805	Om008G335760	XP_006410921.1
OG0005806	Om008G335270	XP_006410953.1
OG0005807	Om006G238450	XP_006410961.1
OG0005808	Om008G334060	XP_006411029.1
OG0005809	Om008G333330	XP_006411085.1
OG0005810	Om008G333450	XP_006411073.1
OG0005811	Om008G333710	XP_006411061.1
OG0005812	Om005G196070	XP_006416915.1
OG0005813	Om005G197270	XP_006403333.1, XP_006416824.1
OG0005814	Om005G197340	XP_006416819.1
OG0005815	Om005G197620	XP_006416794.1
OG0005816	Om005G197740	XP_006416781.1
OG0005817	Om005G198230	XP_006416738.1
OG0005818	Om004G141870	XP_006390593.1
OG0005819	Om005G199280, Om005G199290	XP_006391201.1
OG0005820	Om005G201590	XP_006416484.1
OG0005821	Om005G202550	XP_006416398.1
OG0005822	Om005G202680	XP_006416379.2
OG0005823	Om005G204220	XP_006416262.1
OG0005824	Om005G205000	XP_006416194.2
OG0005825	Om004G143810	XP_024008854.1
OG0005826	Om004G144430	XP_006416054.1
OG0005827	Om004G144590	XP_006416031.1
OG0005828	Om007G301780	XP_006399919.1
OG0005829	Om003G107210	XP_024008987.1
OG0005830	Om001G030130, Om003G099200	XP_006415759.1
OG0005831	Om004G151280	XP_006413430.1
OG0005832	Om004G164430, Om006G239110	XP_006405240.1
OG0005833	Om007G285850	XP_006413362.1
OG0005834	Om007G285900	XP_006413352.1
OG0005835	Om007G286250, Om002G075680, Om001G002070	XP_024005299.1
OG0005836	Om004G154960, Om004G152820, Om004G154950	XP_006404912.1
OG0005838	Om005G195700	XP_006416946.1
OG0005839	Om005G195170	XP_024008281.1
OG0005840	Om005G194060	XP_006417073.1
OG0005841	Om005G193080	XP_006417128.1
OG0005842	Om005G192360	XP_006417189.1
OG0005843	Om005G192170	XP_006417206.1
OG0005844	Om005G191980	XP_006417225.1
OG0005845	Om005G191630	XP_006417252.1
OG0005846	Om005G191480	XP_006417264.1
OG0005847	Om005G191100	XP_006417296.1
OG0005848	Om005G190800	XP_006417330.1
OG0005849	Om005G190170	XP_006417368.1
OG0005850	Om005G190160	XP_006417369.1, XP_006410751.2
OG0005851	Om003G121680, Om005G189210	XP_006417451.1
OG0005852	Om005G189080	XP_024008160.1
OG0005853	Om005G188420	XP_006417508.1
OG0005855	Om005G187400	XP_006417585.1
OG0005856	Om005G186690	XP_006417662.1
OG0005857	Om005G186360	XP_006417699.1
OG0005858	Om005G185860	XP_024008970.1
OG0005859	Om005G185550	XP_006417769.1
OG0005860	Om005G185290	XP_006417797.1
OG0005861	Om005G184590	XP_006417847.1
OG0005862	Om005G181820	XP_006418101.1
OG0005863	Om005G181810	XP_024008485.1
OG0005864	Om005G198080	XP_006418105.1
OG0005865	Om005G179900	XP_006418272.1
OG0005866	Om005G179200, Om007G286680	XP_006418345.1
OG0005867	Om005G178880	XP_006418374.1
OG0005870	Om007G301410	XP_006399947.1
OG0005872	Om007G300320	XP_006400030.1
OG0005873	Om007G299540	XP_006400085.2
OG0005875	Om007G296920	XP_024012632.1
OG0005877	Om007G294920	XP_006400469.1
OG0005878	Om007G293450	XP_006394984.2
OG0005879	Om007G303460	XP_006395042.1
OG0005880	Om007G303650	XP_006395057.1
OG0005881	Om007G303760	XP_006395069.1
OG0005882	Om007G304440	XP_006395099.1
OG0005883	Om007G306130, Om009G363280	XP_006395144.2
OG0005884	Om004G160990, Om004G160980	XP_006399872.1
OG0005885	Om004G171590	XP_024012694.1
OG0005886	Om008G352090, Om006G240560	XP_006394832.1
OG0005887	Om006G239540	XP_006394741.1
OG0005888	Om006G238500	XP_006394652.2
OG0005889	Om006G237200	XP_024006815.1
OG0005891	Om006G258360, Om006G235760	XP_006394423.1
OG0005893	Om006G235010	XP_006394351.1
OG0005894	Om006G247420	XP_006401052.1
OG0005895	Om006G247460	XP_006401055.1
OG0005896	Om006G247570	XP_006401065.1
OG0005897	Om006G247630	XP_006401071.1
OG0005898	Om006G247770	XP_006401083.1
OG0005899	Om002G054280	XP_006407482.2
OG0005900	Om006G247970	XP_006401114.1
OG0005901	Om005G185870, Om004G139890, Om006G257260	XP_006403912.1
OG0005902	Om006G258670	XP_006404032.1
OG0005903	Om006G260600	XP_006404164.1
OG0005904	Om006G263240	XP_006404294.1
OG0005906	Om008G339300	XP_006404512.1
OG0005907	Om005G210050	XP_006391086.1
OG0005908	Om005G208520	XP_006390952.1
OG0005909	Om005G206160	XP_006390760.2
OG0005910	Om007G283090, Om004G143280, Om004G143270	XP_006390725.1
OG0005911	Om004G134020	XP_006390032.1
OG0005912	Om004G134890	XP_006416280.1
OG0005913	Om004G136130	XP_006390200.1
OG0005914	Om007G313020, Om004G136640	XP_024008344.1
OG0005915	Om004G137800	XP_006390329.1
OG0005916	Om004G138800	XP_024007659.1
OG0005917	Om004G139130	XP_006390404.2
OG0005918	Om005G198320	XP_006416730.1
OG0005919	Om004G132950	XP_006389968.1
OG0005920	Om004G132830	XP_006389963.1
OG0005921	Om004G130980	XP_006389830.1
OG0005922	Om004G130190	XP_006389773.1
OG0005924	Om002G056750	XP_006407283.1
OG0005925	Om002G057210	XP_006407251.1
OG0005926	Om002G058420	XP_024015465.1
OG0005927	Om002G059630	XP_006407061.2
OG0005928	Om002G059830	XP_006407046.1
OG0005929	Om003G093600	XP_006392837.1
OG0005930	Om003G094270	XP_006392898.1
OG0005931	Om002G064210	XP_006406712.1
OG0005932	Om002G065450	XP_006406609.1
OG0005933	Om007G317760	XP_006405414.1
OG0005934	Om002G067050	XP_024004387.1
OG0005935	Om002G067380	XP_024015568.1
OG0005936	Om002G067990	XP_006406401.1
OG0005937	Om002G069090	XP_006406321.1
OG0005938	Om002G070680	XP_006406169.1
OG0005939	Om002G070690	XP_006406168.1
OG0005940	Om002G070960	XP_006406144.1
OG0005941	Om002G072640	XP_006406004.1
OG0005942	Om002G072880	XP_006418836.1
OG0005943	Om002G072920	XP_006418833.1
OG0005944	Om002G074350	XP_006418711.1
OG0005946	Om003G116590	XP_006403051.1
OG0005947	Om002G080790	XP_006409627.1
OG0005948	Om002G082650	XP_006409409.1
OG0005949	Om002G084940	XP_006409205.1
OG0005950	Om002G085580	XP_006409170.1
OG0005951	Om002G086980	XP_024016524.1
OG0005952	Om002G087240	XP_006408875.1
OG0005953	Om002G087830	XP_006408917.2
OG0005954	Om002G088030	XP_006408943.1
OG0005955	Om003G089790, Om003G090510	XP_006392588.1
OG0005956	Om003G090140	XP_006392616.1
OG0005957	Om003G092770	XP_006399609.1
OG0005958	Om003G093750	XP_006392848.1
OG0005959	Om003G094210	XP_024006360.1
OG0005960	Om003G099130	XP_006393362.1
OG0005961	Om003G099050	XP_006393348.1
OG0005962	Om003G099900	XP_006393484.2
OG0005963	Om003G100920	XP_006414449.1
OG0005964	Om006G256020	XP_006403808.1
OG0005965	Om006G256780	XP_006403876.1
OG0005966	Om006G252920	XP_006403543.1
OG0005967	Om006G251010	XP_006403034.1
OG0005968	Om006G250640	XP_006403005.2
OG0005969	Om003G119920	XP_006402930.1
OG0005970	Om003G120100	XP_006402918.1
OG0005971	Om003G120670	XP_006402871.1
OG0005972	Om003G120680	XP_006402870.1
OG0005973	Om003G123210	XP_006402719.1
OG0005974	Om003G126320	XP_006402494.1
OG0005975	Om003G127030	XP_006402451.1
OG0005976	Om003G126770	XP_024013015.1
OG0005977	Om007G298490, Om003G129240	XP_006402280.1
OG0005978	Om003G129360	XP_024012794.1
OG0005979	Om003G096050	XP_006393070.1
OG0005981	Om006G257330	XP_006403922.1
OG0005982	Om003G124580	XP_006402625.1
OG0005983	Om008G359930	XP_006398330.1
OG0005985	Om007G291480	XP_006404336.1
OG0005985	Om008G351780	XP_024009945.1
OG0005988	Om001G030750	XP_006412363.1
OG0005989	Om005G188390	XP_006417514.2
OG0005992	Om005G211080	XP_006391150.1
OG0005993	Om004G139960	XP_024010934.1
OG0005995	Om002G062910	XP_006409009.1
OG0005996	Om002G060110	XP_024015587.1
OG0005997	Om002G055160	XP_006407430.1
OG0005998	Om004G169320	XP_006399196.1
OG0005999	Om007G283570	XP_006409872.2
OG0006000	Om007G300460	XP_024012575.1
OG0006001	Om007G317380	XP_006405444.1
OG0006002	Om006G232400	XP_006394096.1
OG0006007	Om007G275850	XP_024004774.1
OG0006008	Om007G309710, Om001G017370, Om004G150170, Om007G309650, Om007G309680	XP_024010670.1
OG0006009	Om003G112580	XP_006401970.1
OG0006016	Om001G023620	XP_006412898.1
OG0006017	Om002G086760	XP_006409080.1
OG0006018	Om001G026110	XP_006412710.1
OG0006019	Om004G155260, Om004G155280, Om004G152320	XP_006404869.1
OG0006020	Om001G026680	XP_024004420.1
OG0006021	Om005G186200	XP_006417712.1
OG0006022	Om001G027420	XP_006412630.1
OG0006023	Om001G027500	XP_024005076.1
OG0006024	Om003G100030	XP_006405001.1
OG0006025	Om007G290780	XP_006415498.1
OG0006026	Om001G031000	XP_006412343.1
OG0006027	Om001G031210	XP_006412334.1, XP_024009460.1
OG0006028	Om001G031240	XP_006412333.1
OG0006029	Om002G080410	XP_024016163.1
OG0006030	Om001G033070	XP_024005886.1
OG0006031	Om001G033330	XP_006412184.1, XP_006409420.1
OG0006032	Om001G033380	XP_006412179.1
OG0006033	Om006G244720	XP_006400827.1
OG0006034	Om007G292100	XP_006415336.1
OG0006035	Om007G277020	XP_006415234.1
OG0006036	Om007G276740	XP_006415176.1
OG0006037	Om007G276520	XP_024009212.1
OG0006038	Om007G276390	XP_006414282.1
OG0006039	Om007G275730	XP_006414346.1
OG0006040	Om006G262900	XP_024003800.1
OG0006041	Om022G375020, Om005G218620	XP_006392344.1, XP_006392331.1
OG0006043	Om005G220690, Om005G220680	XP_006392168.1
OG0006044	Om005G189480	XP_006417418.1
OG0006045	Om001G010800	XP_024010962.1
OG0006046	Om003G116070, Om001G021750	XP_006396123.1
OG0006047	Om006G275380	XP_024010955.1
OG0006049	Om006G274860	XP_006395817.1
OG0006050	Om005G206340	XP_006390773.1
OG0006051	Om002G067430	XP_006395763.1
OG0006052	Om006G274020, Om002G044200	XP_006395711.1
OG0006053	Om006G273620	XP_006395672.2
OG0006054	Om005G192570	XP_006417168.1
OG0006055	Om006G272840	XP_006395610.1
OG0006056	Om006G272290	XP_006395543.2
OG0006057	Om006G271680	XP_006395487.1
OG0006058	Om006G271440	XP_006395465.1
OG0006059	Om006G271270	XP_006395449.1
OG0006060	Om006G271230	XP_024007428.1
OG0006061	Om006G269810	XP_006395383.1
OG0006062	Om004G131460	XP_006395380.1
OG0006063	Om002G084490	XP_006395368.2
OG0006064	Om006G270600	XP_024006736.1
OG0006065	Om007G299450	XP_006395318.1
OG0006066	Om006G269530	XP_024007590.1, XP_024014698.1
OG0006067	Om006G269220	XP_006395258.1
OG0006068	Om005G213410	XP_006391429.1
OG0006069	Om005G214220	XP_006391329.1
OG0006070	Om005G214870	XP_006391544.1
OG0006071	Om005G228630	XP_006391611.1
OG0006072	Om005G228610	XP_024003804.1
OG0006073	Om005G226740	XP_006391730.1
OG0006074	Om005G226280	XP_006391745.1
OG0006075	Om005G225520	XP_006391797.1
OG0006077	Om008G328630	XP_006411379.1
OG0006078	Om002G051860	XP_006407686.1
OG0006079	Om002G053220	XP_024015061.1
OG0006080	Om002G054210	XP_006407489.1
OG0006081	Om004G170350	XP_006399107.1
OG0006082	Om007G288010, Om007G300180, Om002G056190	XP_006407331.1
OG0006084	Om004G160300	XP_006402119.1
OG0006085	Om006G243860, Om003G112110	XP_006402012.1
OG0006086	Om003G112900	XP_006401919.1
OG0006087	Om007G286630	XP_006413290.1
OG0006088	Om003G114250	XP_006401759.1
OG0006089	Om001G021640	XP_024005168.1
OG0006090	Om003G115130	XP_006401690.1
OG0006091	Om006G275470	XP_006398495.1
OG0006092	Om003G115330	XP_006401669.1
OG0006093	Om003G115920	XP_006401592.1
OG0006094	Om003G116160	XP_006401561.1
OG0006095	Om003G116320	XP_006401549.1
OG0006096	Om003G116400	XP_006401541.2
OG0006097	Om003G116890	XP_024011188.1
OG0006098	Om003G117730	XP_006401421.1
OG0006099	Om006G250230	XP_006401286.1
OG0006100	Om006G249230	XP_006401197.2
OG0006101	Om006G249060	XP_006401188.1
OG0006102	Om005G196160	XP_006416906.1
OG0006103	Om006G248220, Om006G248730, Om006G248840, Om006G248790	XP_006401142.1
OG0006104	Om005G193800	XP_024008638.1
OG0006105	Om006G248190	XP_006401139.1
OG0006106	Om004G162230	XP_006399761.1
OG0006107	Om004G162310	XP_006399754.1
OG0006108	Om004G163690	XP_006399656.1
OG0006109	Om004G165660	XP_006399525.1
OG0006110	Om004G165900	XP_006399503.1
OG0006111	Om004G166690	XP_006399435.1
OG0006112	Om004G167220, Om005G223500	XP_006399374.1
OG0006113	Om004G167650	XP_006399328.1
OG0006114	Om004G167920	XP_006399300.1
OG0006116	Om004G168430	XP_006399250.1
OG0006117	Om006G236060	XP_006394446.1
OG0006118	Om001G000130	XP_006414243.1
OG0006119	Om001G000440	XP_006414213.1
OG0006120	Om001G001030	XP_024005822.1
OG0006121	Om001G001090	XP_006414171.1
OG0006122	Om001G002190	XP_006414109.1
OG0006123	Om001G002300	XP_006414104.2
OG0006124	Om001G002550	XP_006414089.1
OG0006125	Om001G004270	XP_006413964.1
OG0006126	Om007G285230	XP_006408602.2
OG0006127	Om001G005830	XP_006413883.1
OG0006128	Om001G006850	XP_006413817.1
OG0006129	Om003G109080, Om001G007060	XP_006413791.1
OG0006130	Om001G007550	XP_006413753.1
OG0006131	Om001G008350	XP_006413702.1
OG0006133	Om001G009700	XP_006413613.1
OG0006134	Om001G010680	XP_006413555.1
OG0006135	Om001G010850	XP_006413532.1
OG0006136	Om001G011100	XP_006413515.1
OG0006137	Om005G208120, Om001G011460	XP_006413481.1
OG0006138	Om008G350100	XP_006397008.1
OG0006139	Om001G012660	XP_006415049.1
OG0006140	Om007G315140, Om001G014990	XP_006406258.1, XP_006395919.1
OG0006141	Om001G015690	XP_006393759.1
OG0006142	Om007G286850	XP_006413468.1
OG0006143	Om008G324250	XP_006397569.1
OG0006144	Om007G288130	XP_006415723.1
OG0006146	Om007G287770	XP_006393634.1
OG0006147	Om007G288750	XP_006415663.1
OG0006148	Om007G288800	XP_006415660.1
OG0006150	Om007G289580	XP_006415590.1
OG0006151	Om007G289670	XP_006415585.1
OG0006152	Om007G289720	XP_006415580.1
OG0006153	Om007G290530	XP_006415518.1
OG0006155	Om007G290920	XP_006415479.1
OG0006156	Om007G290990	XP_006415473.1
OG0006157	Om001G035180	XP_006412065.1
OG0006158	Om001G036680	XP_006411969.1
OG0006159	Om001G037290	XP_006411934.1
OG0006160	Om001G038150	XP_024005823.1
OG0006161	Om001G039550	XP_006404948.1
OG0006162	Om001G040530	XP_006411732.1
OG0006163	Om001G041430	XP_006411653.1
OG0006164	Om007G314010	XP_006405867.2
OG0006165	Om007G314860	XP_006405760.1
OG0006166	Om002G046730	XP_006405710.2
OG0006167	Om002G047390, Om002G067700	XP_006408090.1
OG0006168	Om007G292070	XP_006415339.1
OG0006169	Om007G292360	XP_006415310.1
OG0006170	Om008G337650	XP_024004146.1
OG0006171	Om008G345770	XP_006397158.1
OG0006172	Om005G181830	XP_006397298.1
OG0006173	Om008G340570	XP_006410545.1
OG0006174	Om008G340740	XP_006410530.1
OG0006175	Om002G063100	XP_006403397.1
OG0006178	Om008G349930	XP_024010202.1
OG0006179	Om008G351660	XP_006396889.1
OG0006180	Om008G351880	XP_006396853.1
OG0006181	Om008G352790	XP_006396843.1
OG0006182	Om008G352020	XP_006396794.1
OG0006183	Om001G008820, Om008G353590	XP_006396727.1
OG0006184	Om008G353910	XP_006396693.1
OG0006185	Om008G354040	XP_024009833.1
OG0006186	Om008G354960	XP_006396634.1
OG0006187	Om008G357590, Om007G314150	XP_006398163.1
OG0006188	Om008G358090	XP_006398204.1
OG0006189	Om008G359790	XP_006398319.1
OG0006190	Om008G359800	XP_024011025.1
OG0006191	Om008G360200	XP_006398338.2
OG0006192	Om008G362890	XP_006398488.1
OG0006193	Om002G078040	XP_006396096.1
OG0006194	Om005G183670, Om005G214760	XP_006417944.1
OG0006195	Om004G171620	XP_006414981.2
OG0006196	Om003G104140	XP_006414927.1
OG0006197	Om003G103750	XP_006414862.1
OG0006198	Om003G102780	XP_024004545.1, XP_024004544.1
OG0006199	Om003G102730	XP_006414711.1
OG0006200	Om003G101910	XP_006414562.2
OG0006201	Om003G101310	XP_006414477.1
OG0006202	Om008G328300, Om008G328240, Om005G227590	XP_006405373.1, XP_006405371.1
OG0006203	Om002G050570	XP_006405347.1
OG0006204	Om008G320170	XP_006397885.1
OG0006205	Om008G320290	XP_006397873.2
OG0006206	Om008G320320	XP_006397868.1
OG0006207	Om008G320600	XP_006397854.2
OG0006208	Om008G320690	XP_006397846.1
OG0006209	Om003G127020	XP_006402452.1
OG0006210	Om003G096120, Om008G321150	XP_006397804.1, XP_006396963.1
OG0006211	Om008G322190	XP_006397722.1
OG0006212	Om008G322270	XP_006397716.1
OG0006213	Om008G322660	XP_006397686.1
OG0006214	Om008G322760	XP_006397676.1
OG0006215	Om008G323010	XP_006397656.1
OG0006216	Om003G124070	XP_006402660.1
OG0006217	Om008G324670	XP_024010729.1
OG0006218	Om008G325340	XP_006397504.1
OG0006219	Om008G326390	XP_006411519.1
OG0006220	Om003G120750	XP_024012804.1
OG0006221	Om003G120400	XP_024012826.1
OG0006222	Om008G327890	XP_006411418.2
OG0006223	Om004G176690	XP_006398620.1
OG0006224	Om004G175760	XP_006398697.1
OG0006225	Om004G175200	XP_006398737.1
OG0006226	Om004G160920	XP_006399875.1
OG0006227	Om004G174140	XP_024011570.1
OG0006228	Om004G173450	XP_006398863.1
OG0006229	Om006G241410	XP_006400539.1
OG0006230	Om006G242240	XP_006400616.1
OG0006231	Om006G242390	XP_006400633.1
OG0006232	Om006G243260	XP_006400701.1
OG0006233	Om006G243380	XP_006400712.1
OG0006234	Om006G243430	XP_024016051.1
OG0006235	Om006G244790	XP_024012335.1
OG0006236	Om006G245260	XP_024011498.1, XP_006400876.1
OG0006237	Om004G170650	XP_006391811.1, XP_006418886.1
OG0006238	Om006G246700	XP_006400998.1
OG0006239	Om006G247150	XP_024012701.1
OG0006240	Om003G112670, Om003G112680, Om006G234570	XP_024004573.1
OG0006241	Om006G234130	XP_006394266.1
OG0006242	Om006G234100	XP_024007582.1
OG0006243	Om006G233580	XP_024006756.1
OG0006244	Om005G200610, Om002G082170	XP_006409468.1
OG0006245	Om006G232710	XP_006394124.1
OG0006246	Om006G232680	XP_006394122.1
OG0006247	Om006G231910	XP_006394048.1
OG0006248	Om006G231720	XP_006394027.1
OG0006249	Om006G231630	XP_006394019.2
OG0006250	Om006G231540	XP_006394004.2
OG0006251	Om006G229740, Om001G019870	XP_006393854.1
OG0006252	Om006G229370	XP_006401440.1
OG0006253	Om004G157280	XP_006396221.1
OG0006254	Om004G158040	XP_006396281.1
OG0006255	Om004G158730, Om004G158720	XP_006396350.2
OG0006256	Om004G159140	XP_006396392.1
OG0006257	Om004G159760	XP_006396444.1
OG0006258	Om004G160060	XP_006396470.1
OG0006259	Om004G160080	XP_006396473.1
OG0006260	Om004G160100	XP_006396475.1
OG0006261	Om007G277510	XP_006403158.1
OG0006262	Om007G278240	XP_006410488.2
OG0006263	Om007G278610	XP_006410452.1
OG0006264	Om007G278740	XP_006410434.1, XP_024013344.1
OG0006265	Om007G279360	XP_006410372.1
OG0006266	Om007G280010	XP_024003708.1
OG0006267	Om007G280120	XP_006410305.1
OG0006268	Om007G280810	XP_006410244.1
OG0006269	Om007G280980	XP_024003958.1
OG0006270	Om007G281640	XP_006410116.1, XP_006410103.2
OG0006271	Om007G307640, Om007G282280	XP_006410030.1
OG0006272	Om007G282290	XP_006410025.1
OG0006274	Om007G282410	XP_006410010.1
OG0006275	Om007G283610	XP_006409869.2
OG0006276	Om007G284340, Om005G186190	XP_006409785.1
OG0006277	Om005G188310, Om001G020280	XP_006413078.1
OG0006278	Om002G042740	XP_006408503.2, XP_006409233.1
OG0006279	Om004G177470	XP_006398552.1
OG0006280	Om002G051000	XP_006407759.1
OG0006281	Om004G177270	XP_006398573.1
OG0006282	Om007G289890	XP_006413170.1
OG0006283	Om002G043030	XP_006408471.1
OG0006284	Om002G043230	XP_006408458.1
OG0006285	Om007G299340	XP_006400101.1
OG0006286	Om004G156840, Om002G044850	XP_006408310.1
OG0006287	Om002G045060	XP_006408293.2
OG0006288	Om002G045280	XP_006408273.1
OG0006289	Om002G045480	XP_006408248.1
OG0006290	Om002G045980	XP_006408199.1
OG0006291	Om002G047480	XP_006408084.1
OG0006293	Om002G049780	XP_006407874.1
OG0006294	Om002G049980	XP_024015557.1
OG0006295	Om008G329640	XP_006411310.1
OG0006296	Om008G329650	XP_006411309.1
OG0006297	Om008G331410	XP_006411207.1
OG0006298	Om008G331750	XP_006411184.1
OG0006299	Om008G332500	XP_006411135.1
OG0006300	Om008G333180	XP_006411099.1
OG0006301	Om008G337980	XP_006410761.2
OG0006302	Om008G337350	XP_006410804.1
OG0006303	Om008G337030	XP_006410826.1, XP_024011897.1
