Orthogroup	Odontarrhena_muralis	Noccaea_praecox
OG0009162	Om005G195640	Np004G241390
OG0009163	Om005G195260	Np004G241690
OG0009164	Om005G195030	Np004G241890
OG0009165	Om005G194260	Np004G242590
OG0009166	Om005G194210	Np004G242620
OG0009167	Om005G194050	Np004G242860
OG0009168	Om005G192990	Np004G244030
OG0009169	Om005G193020	Np004G243990
OG0009170	Om005G192550	Np004G244510
OG0009171	Om005G191770	Np004G245530
OG0009172	Om005G191020	Np004G246320
OG0009173	Om005G190870	Np004G246490
OG0009174	Om005G190320	Np004G247000
OG0009175	Om005G189470	Np004G247850
OG0009176	Om005G189430	Np004G247900
OG0009177	Om005G189320	Np004G247990
OG0009178	Om005G188790	Np004G248610
OG0009179	Om005G188190	Np004G249200
OG0009180	Om005G188280	Np004G249090
OG0009181	Om005G187690	Np004G249650
OG0009182	Om005G187410	Np004G249820
OG0009184	Om005G187110	Np004G250100
OG0009185	Om005G186990	Np004G250240
OG0009186	Om006G241580	Np003G148090
OG0009187	Om005G186870	Np004G250400
OG0009188	Om005G186820	Np004G250460
OG0009189	Om005G186600	Np004G250720
OG0009190	Om005G186610	Np004G250710
OG0009191	Om005G186630	Np004G250670
OG0009192	Om005G186650	Np004G250650
OG0009193	Om005G186530	Np004G250820
OG0009194	Om005G186440	Np004G250900
OG0009195	Om005G185900	Np004G251390
OG0009196	Om005G186300	Np004G251020
OG0009197	Om005G185460	Np004G251820
OG0009198	Om005G185170	Np004G252120
OG0009199	Om005G184780	Np004G252360
OG0009200	Om005G183940	Np004G253260
OG0009201	Om005G183880	Np004G253330
OG0009202	Om005G183750	Np004G253460
OG0009203	Om005G183710	Np004G253500
OG0009204	Om005G183420	Np004G253740
OG0009205	Om005G183180	Np004G253960
OG0009206	Om005G182740	Np004G254560
OG0009207	Om005G182700	Np004G254590
OG0009208	Om005G182560	Np004G254770
OG0009209	Om004G130130	Np005G309660
OG0009210	Om005G182140	Np004G255230
OG0009211	Om005G181970, Om005G181960	Np004G255350
OG0009212	Om005G181920	Np004G255410
OG0009213	Om005G181590	Np004G255740
OG0009214	Om005G181360	Np004G255970
OG0009215	Om005G181060	Np004G256310
OG0009216	Om005G180380	Np004G256960
OG0009217	Om005G179950	Np004G257320
OG0009218	Om005G179860	Np004G257390
OG0009219	Om005G179600	Np004G257620
OG0009220	Om005G179360	Np004G257850
OG0009221	Om005G179290	Np004G257950
OG0009222	Om005G179000	Np004G258320
OG0009223	Om005G178910	Np004G258400
OG0009224	Om005G178820	Np004G258480
OG0009225	Om005G178730	Np004G258590
OG0009226	Om005G178640	Np004G258660
OG0009227	Om005G178570	Np004G258730
OG0009228	Om005G178290	Np004G259100
OG0009229	Om005G178100	Np004G259350
OG0009230	Om005G177710	Np004G259770
OG0009231	Om005G177600	Np004G259880
OG0009232	Om007G301950	Np003G140830
OG0009233	Om007G301880	Np003G140890
OG0009234	Om007G301580	Np003G141110
OG0009235	Om007G301760	Np003G140990
OG0009236	Om007G300580	Np003G141790
OG0009237	Om007G300510	Np003G141840
OG0009238	Om007G300440	Np003G141900
OG0009239	Om007G299530	Np003G142560
OG0009240	Om007G299870	Np003G142320
OG0009241	Om007G300130	Np003G142120
OG0009242	Om007G299320	Np003G142700
OG0009243	Om007G298820	Np003G143170
OG0009245	Om007G297920	Np003G143850
OG0009246	Om007G297840	Np003G143920
OG0009247	Om007G297410	Np003G144270
OG0009249	Om007G296820	Np003G144930
OG0009250	Om007G296150	Np003G145590
OG0009251	Om007G295000	Np003G146740
OG0009252	Om007G295050	Np003G146810
OG0009253	Om007G294760	Np003G147220
OG0009254	Om007G294750	Np003G147230
OG0009255	Om007G293610	Np001G015050
OG0009256	Om007G303270	Np001G015810
OG0009257	Om001G005500	Np001G016700
OG0009258	Om008G339630	Np001G016240
OG0009260	Om007G304580	Np001G016930
OG0009262	Om004G161140	Np003G140470
OG0009263	Om004G161250	Np003G140370
OG0009264	Om004G169800	Np003G132530, Np003G130950
OG0009265	Om004G169770	Np003G132550
OG0009267	Om004G160870	Np003G140670
OG0009268	Om004G169980	Np003G132380
OG0009269	Om004G170020	Np003G132340
OG0009271	Om004G170500	Np003G131580
OG0009272	Om004G170510	Np003G131570
OG0009273	Om004G170740	Np003G131350
OG0009274	Om004G170880	Np004G235990, Np003G131250
OG0009275	Om004G171120	Np003G130980
OG0009276	Om004G171690	Np003G172420, Np002G118530, Np003G130370
OG0009277	Om004G171880	Np003G130080
OG0009278	Om004G171910	Np003G130040
OG0009279	Om004G172210	Np003G129740
OG0009280	Om004G172480	Np003G129450
OG0009281	Om006G240280	Np001G013100
OG0009282	Om006G240510	Np001G013370
OG0009283	Om006G240320	Np001G013140
OG0009284	Om006G240070	Np001G012810
OG0009285	Om006G239970	Np001G012650
OG0009286	Om006G239830	Np001G012460
OG0009287	Om006G239650	Np001G012280
OG0009288	Om006G239630	Np001G012260
OG0009289	Om006G239370	Np001G012010
OG0009290	Om006G239310	Np001G011950
OG0009291	Om006G252880	Np001G057970
OG0009292	Om006G239270	Np001G011890
OG0009293	Om006G239050	Np001G011750
OG0009294	Om006G238530	Np001G011070
OG0009295	Om006G238030	Np001G010620
OG0009296	Om006G237930	Np001G010520
OG0009297	Om006G237820	Np001G010430
OG0009298	Om006G237790	Np001G010390
OG0009299	Om006G237620	Np001G010200
OG0009300	Om006G237010	Np001G009550
OG0009301	Om006G236320	Np001G008730
OG0009302	Om006G236140	Np001G008540
OG0009303	Om006G234930	Np001G006850
OG0009304	Om006G263180	Np001G048100
OG0009305	Om006G234770	Np001G006660
OG0009306	Om006G247320	Np003G154040
OG0009307	Om006G247790	Np003G154560
OG0009308	Om006G257470	Np001G053030
OG0009309	Om006G257520	Np006G364340, Np001G052980
OG0009310	Om006G257540	Np001G052950
OG0009311	Om006G257740	Np001G052720
OG0009312	Om006G257960	Np001G052560
OG0009313	Om006G258370	Np001G052170
OG0009314	Om006G258590	Np001G052040
OG0009315	Om006G259540	Np001G051060
OG0009316	Om006G259590	Np001G051020
OG0009317	Om006G259620	Np001G051000
OG0009318	Om006G260210	Np001G050620
OG0009319	Om006G260480	Np001G050210
OG0009320	Om005G221820, Om002G074190	Np001G049950
OG0009321	Om006G261540	Np001G049410
OG0009322	Om006G261870	Np001G049140
OG0009323	Om006G262440	Np001G048540
OG0009325	Om006G263490	Np001G047950
OG0009326	Om006G263780	Np001G047820
OG0009327	Om006G265870	Np001G047070
OG0009328	Om006G268820	Np001G044050
OG0009330	Om001G030360	Np005G263210
OG0009331	Om002G082360	Np001G018310
OG0009332	Om005G212540	Np002G092130
OG0009333	Om005G212520	Np002G092080
OG0009334	Om005G210640	Np002G088870
OG0009335	Om005G210290	Np002G088310
OG0009336	Om005G210450	Np002G088490
OG0009337	Om005G209860	Np002G087620
OG0009338	Om005G209620	Np002G087330
OG0009339	Om005G209530	Np002G087250
OG0009340	Om005G209340	Np002G086970
OG0009341	Om007G285500	Np006G362220
OG0009342	Om005G208650	Np002G086340
OG0009343	Om005G208640	Np002G086330
OG0009344	Om005G208370	Np002G086020
OG0009345	Om005G207820	Np002G085410
OG0009346	Om005G207280	Np002G084730
OG0009347	Om005G206630	Np002G083950
OG0009348	Om005G206490	Np002G083810
OG0009349	Om005G206140	Np002G083570
OG0009350	Om005G205850	Np002G083300
OG0009351	Om005G205760	Np002G083220
OG0009352	Om004G142970	Np002G082830
OG0009354	Om004G142860	Np002G082730
OG0009355	Om004G142850	Np002G082720
OG0009356	Om004G133500	Np002G073660, Np002G073620
OG0009357	Om004G134980	Np002G075170
OG0009358	Om004G135060	Np002G075230
OG0009359	Om004G135270	Np002G075510
OG0009360	Om002G069300	Np007G381190
OG0009362	Om004G135490	Np002G075730
OG0009363	Om004G137600	Np002G077650
OG0009364	Om004G137770	Np002G078240
OG0009365	Om004G138700	Np002G078640
OG0009366	Om004G138670	Np002G078660
OG0009367	Om004G139400	Np002G079140
OG0009368	Om004G139460	Np002G079170
OG0009369	Om004G139480	Np002G079210
OG0009370	Om004G140440	Np002G080210
OG0009371	Om004G140930	Np002G080960
OG0009372	Om005G199860	Np004G237580
OG0009373	Om004G141030	Np002G081030
OG0009375	Om004G141320	Np002G081230
OG0009376	Om006G245270	Np003G152130
OG0009377	Om004G141980	Np002G081640
OG0009378	Om004G142380	Np002G082120
OG0009379	Om004G142420	Np002G082210
OG0009381	Om004G142550	Np002G082470
OG0009382	Om004G142750	Np002G082640
OG0009384	Om004G133270	Np002G073470
OG0009385	Om004G133230	Np002G073440
OG0009386	Om004G132990	Np002G073250
OG0009387	Om004G132960	Np002G073210
OG0009388	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630	Np002G073170
OG0009389	Om004G132680	Np002G073000
OG0009390	Om004G132380	Np002G072800
OG0009391	Om004G132150	Np002G072580
OG0009392	Om004G131320	Np002G071630
OG0009393	Om004G131300	Np002G071610
OG0009394	Om004G131170	Np002G071440
OG0009395	Om004G130590	Np002G071000
OG0009396	Om004G130180	Np002G070690
OG0009397	Om004G130080	Np002G070570
OG0009398	Om004G129800	Np002G070390
OG0009399	Om004G129780	Np002G070330
OG0009400	Om004G129640	Np002G070210
OG0009401	Om002G056640	Np007G408540
OG0009402	Om002G056900	Np007G408270
OG0009403	Om002G057010	Np007G408190
OG0009404	Om002G057030	Np007G408170
OG0009405	Om002G057320	Np007G407880
OG0009406	Om002G057510	Np007G407690
OG0009407	Om002G057810	Np007G407380
OG0009408	Om002G058120	Np007G406790
OG0009409	Om002G059030	Np007G405840
OG0009410	Om002G059100	Np007G405800
OG0009411	Om002G059280	Np007G405680
OG0009412	Om002G059400	Np007G405590
OG0009413	Om002G059560	Np007G405370
OG0009414	Om002G059780	Np007G405190
OG0009415	Om002G059800	Np007G405160
OG0009416	Om002G060240	Np007G404700
OG0009417	Om002G060270	Np007G404670
OG0009418	Om002G060290	Np007G404650
OG0009419	Om002G061310	Np007G402810
OG0009420	Om002G061440	Np007G390000
OG0009421	Om002G061460	Np007G390020
OG0009422	Om002G061490	Np007G390060
OG0009424	Om002G061940	Np007G390370
OG0009425	Om002G061990	Np007G390400
OG0009426	Om002G062070	Np007G390460
OG0009427	Om002G063160	Np007G391520
OG0009428	Om002G063260	Np007G391600
OG0009429	Om002G063270	Np007G391610
OG0009430	Om002G063760	Np007G392210
OG0009431	Om002G063880	Np007G392430
OG0009432	Om002G063890	Np007G392440
OG0009433	Om004G157890	Np003G189070
OG0009434	Om002G064280	Np007G392830
OG0009435	Om002G064800	Np007G393660
OG0009436	Om002G065160	Np007G394050
OG0009437	Om002G065350	Np007G394290
OG0009438	Om002G065600	Np007G394580
OG0009439	Om002G065660	Np007G394680
OG0009440	Om002G066140	Np007G395270
OG0009442	Om002G066870	Np007G396450
OG0009443	Om002G066880	Np007G396460
OG0009444	Om002G067370	Np007G397680
OG0009445	Om002G067470	Np007G397860
OG0009446	Om002G068020	Np007G399330
OG0009447	Om002G068210	Np011G435480
OG0009448	Om002G068240	Np011G435960, Np011G435950
OG0009449	Om002G068370	Np012G436910, Np011G436230
OG0009450	Om002G068860	Np007G380610
OG0009452	Om002G069740	Np007G381960
OG0009453	Om002G070560	Np007G382980
OG0009454	Om002G070770	Np007G382290
OG0009455	Om002G071310	Np007G383840
OG0009456	Om002G072320	Np007G384670
OG0009457	Om002G072310	Np007G384680
OG0009459	Om003G112500	Np003G184560
OG0009460	Om002G079300	Np003G168000
OG0009461	Om002G077890	Np007G389940
OG0009462	Om002G078880	Np007G380110
OG0009463	Om002G079170	Np007G379990
OG0009464	Om002G079190	Np007G379980
OG0009465	Om002G079470	Np007G379860
OG0009466	Om004G163050	Np003G138600
OG0009467	Om005G181460	Np007G378060
OG0009468	Om002G081890	Np007G378050
OG0009469	Om002G081920	Np007G378020
OG0009470	Om002G081930	Np007G378000
OG0009471	Om002G083760	Np007G376170
OG0009472	Om002G084030	Np007G375900
OG0009473	Om002G084120	Np007G375810
OG0009474	Om002G084610	Np007G375230
OG0009475	Om002G085850	Np007G374430
OG0009476	Om002G086620	Np007G373840
OG0009477	Om002G087210	Np007G373260
OG0009478	Om002G088060	Np007G372220
OG0009479	Om002G088070	Np007G372210
OG0009480	Om002G088150	Np007G372140
OG0009481	Om002G088220	Np007G372050
OG0009482	Om002G088580, Om001G022190	Np007G371620
OG0009483	Om003G089700	Np004G190390
OG0009484	Om003G090670	Np004G191270
OG0009485	Om003G090940	Np004G191480
OG0009486	Om003G091570	Np004G192030
OG0009487	Om003G092170	Np004G192450
OG0009488	Om003G092190	Np004G192490
OG0009489	Om003G092790	Np004G192840
OG0009490	Om003G093450	Np004G193450
OG0009491	Om003G093710	Np004G193700
OG0009492	Om003G093830, Om003G093820	Np004G193870
OG0009493	Om003G094560	Np004G194420
OG0009494	Om001G014150, Om003G096420	Np004G196230
OG0009495	Om003G096100	Np004G195910
OG0009496	Om003G097140	Np004G196760
OG0009497	Om003G097420	Np004G196960
OG0009498	Om003G097520	Np004G197070
OG0009499	Om004G161010	Np003G140550
OG0009500	Om003G097870	Np004G197740
OG0009501	Om003G098030	Np004G198030
OG0009502	Om003G098110	Np004G198090
OG0009503	Om003G128240	Np001G068990
OG0009504	Om003G098820	Np004G198620
OG0009505	Om003G098870	Np004G198640
OG0009506	Om003G098910	Np004G198680
OG0009507	Om008G339830	Np006G341770
OG0009509	Om008G340170	Np006G342250, Np006G342310, Np006G342200, Np006G342120
OG0009510	Om006G256690	Np001G053770
OG0009511	Om006G256490	Np001G053990
OG0009512	Om006G256420	Np001G054100
OG0009513	Om006G255460	Np001G055100
OG0009514	Om006G254990	Np001G055970
OG0009516	Om006G254570	Np001G056330
OG0009517	Om006G254140	Np001G056770
OG0009518	Om006G253820	Np001G057130
OG0009519	Om006G253910	Np001G057210
OG0009520	Om006G253930	Np001G057230
OG0009521	Om006G256970	Np001G053500
OG0009522	Om006G253950	Np001G057250
OG0009523	Om008G359850	Np001G042920
OG0009524	Om006G253000	Np001G057800
OG0009525	Om006G253010	Np001G057790
OG0009526	Om008G332910	Np006G334650
OG0009527	Om006G252850	Np001G057980
OG0009528	Om006G252680	Np001G058390
OG0009529	Om006G252010	Np001G059030
OG0009530	Om006G251080	Np001G059930
OG0009531	Om006G251050	Np001G059970
OG0009532	Om006G250720	Np001G060230
OG0009533	Om006G250560	Np001G060450
OG0009534	Om003G119910	Np001G061410
OG0009535	Om005G225390, Om008G354860	Np002G074270, Np001G006450, Np001G061500
OG0009536	Om003G120120	Np001G061570
OG0009537	Om003G121320	Np001G062800
OG0009538	Om003G121570	Np001G062980
OG0009539	Om003G121630	Np001G063030
OG0009540	Om003G122630	Np001G063740
OG0009541	Om003G123060	Np001G064260
OG0009542	Om003G123520	Np001G064580
OG0009543	Om003G123730	Np001G064710
OG0009544	Om006G238140	Np001G010750
OG0009545	Om003G125490	Np001G066280
OG0009546	Om003G125500	Np001G066290
OG0009547	Om003G125740	Np001G066510
OG0009548	Om003G126070	Np001G066890
OG0009549	Om003G126250	Np001G067040
OG0009550	Om003G126270	Np001G067060
OG0009551	Om003G126790	Np001G067500
OG0009552	Om003G128030	Np001G068700
OG0009553	Om003G128040	Np001G068710
OG0009554	Om003G128900	Np001G069550
OG0009555	Om003G129030	Np001G069650
OG0009556	Om003G129110	Np001G069740
OG0009557	Om003G125900	Np001G066660
OG0009558	Om007G308930	Np019G438790, Np023G439400
OG0009561	Om003G098180	Np004G198170
OG0009563	Om003G120240	Np001G061670
OG0009564	Om006G229810	Np003G146560
OG0009565	Om008G356670	Np001G039170, Np002G093310
OG0009568	Om008G334760	Np006G336430
OG0009569	Om008G334000	Np006G335650
OG0009570	Om008G328510	Np006G330570
OG0009572	Om004G142300	Np002G082010
OG0009573	Om001G021950	Np005G276900
OG0009574	Om001G031770	Np005G264140
OG0009575	Om001G030440	Np005G263290
OG0009576	Om005G182590	Np004G254740
OG0009577	Om005G186920	Np004G250340
OG0009578	Om005G187140	Np004G237930, Np004G250070
OG0009579	Om005G188380	Np004G249060
OG0009580	Om005G189300	Np004G248030
OG0009581	Om005G191210	Np004G246060
OG0009582	Om005G191410	Np004G245820
OG0009583	Om005G196590	Np004G240480
OG0009584	Om004G158570, Om005G199220, Om008G346770	Np005G308120, Np005G308150
OG0009585	Om005G206390	Np002G083760
OG0009586	Om005G210780	Np002G089010
OG0009587	Om002G086570	Np007G373900
OG0009588	Om002G080810	Np001G041040, Np004G200270, Np004G200250
OG0009591	Om004G161220	Np003G140410
OG0009594	Om004G174100	Np003G128020
OG0009595	Om001G000300	Np005G294740
OG0009597	Om007G287890	Np004G201000
OG0009598	Om007G286970	Np004G200320
OG0009599	Om007G286880	Np004G200210
OG0009601	Om007G280540	Np006G355110
OG0009602	Om007G285760	Np005G281550
OG0009603	Om007G301910	Np003G140870
OG0009604	Om007G300520	Np003G141830
OG0009605	Om007G300100	Np003G142150
OG0009606	Om007G299840	Np003G142350
OG0009607	Om007G297820	Np003G143930
OG0009608	Om007G295920	Np003G145890
OG0009609	Om003G115870, Om007G317300	Np005G318080
OG0009610	Om007G318420	Np005G320120
OG0009611	Om006G247900	Np003G154690
OG0009612	Om006G240330	Np001G013150
OG0009613	Om006G236510, Om006G236500	Np001G008920
OG0009614	Om006G236450	Np001G008870
OG0009615	Om006G230110	Np001G001440
OG0009616	Om006G230040	Np001G001310
OG0009622	Om006G257010	Np001G053480
OG0009628	Om004G148370	Np004G210030
OG0009635	Om006G237910	Np007G371670
OG0009636	Om001G001070	Np006G357370, Np006G324490, Np001G058160
OG0009637	Om001G024380	Np005G275180
OG0009638	Om001G024710	Np005G274900
OG0009640	Om001G025120	Np005G274570
OG0009641	Om006G271530, Om001G025620	Np005G274150
OG0009642	Om001G026040	Np005G273400
OG0009643	Om001G026430	Np005G273100
OG0009644	Om006G241610	Np003G148110
OG0009645	Om001G026800	Np005G272760
OG0009646	Om001G027290	Np005G272400
OG0009647	Om007G286940, Om007G286930	Np004G200300
OG0009648	Om001G028290	Np005G271410
OG0009649	Om001G029400	Np005G270190
OG0009650	Om001G029980	Np005G262970
OG0009651	Om001G029900	Np005G262900
OG0009652	Om001G030400	Np005G263250
OG0009654	Om006G243150, Om006G243190	Np003G149820
OG0009655	Om001G031490	Np005G263970
OG0009656	Om001G031560	Np005G264020
OG0009657	Om001G031890	Np005G264230
OG0009659	Om001G032570	Np005G264640
OG0009660	Om001G033550	Np005G265600
OG0009661	Om001G033680	Np005G265740
OG0009662	Om006G244260, Om001G000870	Np003G150930
OG0009663	Om001G034240	Np005G266040
OG0009664	Om007G291710, Om003G097170	Np004G214960
OG0009665	Om007G292340	Np004G216470
OG0009666	Om007G292650	Np004G217300
OG0009667	Om007G292660	Np004G217330
OG0009668	Om007G292730	Np004G217510
OG0009669	Om007G276950	Np004G205090
OG0009670	Om007G276910	Np004G205110
OG0009671	Om007G276810	Np004G205280
OG0009672	Om007G276670	Np004G205420
OG0009673	Om001G009800	Np005G284610
OG0009675	Om007G276580	Np004G205550
OG0009676	Om007G276570	Np004G205560
OG0009677	Om007G276550	Np004G205630
OG0009678	Om006G266820, Om006G266830, Om007G276320	Np005G319370
OG0009679	Om007G276300	Np001G043520
OG0009680	Om007G275680	Np005G300080
OG0009681	Om007G301860, Om007G275590	Np005G300290, Np001G068670
OG0009682	Om002G086170, Om005G217090	Np002G107540
OG0009683	Om002G082240, Om005G185810	Np002G111610
OG0009684	Om005G217980	Np002G111720
OG0009685	Om005G205560	Np002G111740
OG0009686	Om011G365200, Om020G374460	Np002G112740
OG0009687	Om005G218840	Np002G113340
OG0009688	Om005G219860	Np002G114720
OG0009689	Om005G219820	Np002G114710
OG0009690	Om005G220140	Np002G115260
OG0009691	Om005G221970	Np002G117250
OG0009693	Om005G223740	Np002G118750
OG0009694	Om002G066840	Np001G028190
OG0009695	Om008G334830	Np001G027840
OG0009696	Om002G066050	Np001G027820
OG0009697	Om008G353640	Np001G027750, Np006G339550
OG0009698	Om005G195620	Np004G241410
OG0009699	Om006G275320	Np001G027370
OG0009700	Om006G275170	Np001G026970
OG0009701	Om005G194810	Np004G242080
OG0009702	Om006G274670	Np001G025920
OG0009703	Om006G274210	Np001G024930
OG0009704	Om006G273680	Np001G024170
OG0009705	Om006G273630	Np001G024020
OG0009706	Om006G273600	Np001G023960
OG0009707	Om006G273100, Om006G267900	Np001G023550
OG0009708	Om006G273070	Np001G023540
OG0009709	Om006G272820	Np001G023130
OG0009710	Om006G272460	Np001G022550
OG0009711	Om006G272320	Np001G022340
OG0009712	Om006G272070	Np001G022040
OG0009713	Om006G272060, Om008G356560	Np001G022030
OG0009716	Om006G269600	Np001G019380
OG0009717	Om003G098720	Np001G019340
OG0009718	Om006G269580	Np001G019300
OG0009719	Om006G269360	Np001G018890
OG0009720	Om006G269280	Np001G018660
OG0009721	Om006G269260	Np001G018640
OG0009723	Om005G212870	Np002G092770
OG0009724	Om005G212880	Np002G092840
OG0009725	Om005G213520	Np002G094690
OG0009726	Om006G233340, Om005G208770	Np002G096220
OG0009727	Om007G302930, Om005G214200	Np002G096810
OG0009728	Om005G214990	Np002G097890
OG0009730	Om005G215160	Np002G098640
OG0009731	Om005G215370, Om002G044940, Om004G156760, Om006G256820	Np002G099800
OG0009732	Om004G159040	Np002G091660
OG0009733	Om005G215770	Np002G086890
OG0009734	Om005G228830	Np002G124730
OG0009735	Om005G228800	Np002G124660
OG0009736	Om005G228560	Np002G124340
OG0009737	Om005G228390	Np002G124210
OG0009738	Om005G227660	Np002G123700
OG0009739	Om005G227140	Np002G123380
OG0009740	Om005G226800	Np002G122920
OG0009741	Om005G225720	Np002G121540
OG0009742	Om005G225480	Np002G121250
OG0009743	Om005G191970	Np004G245270
OG0009744	Om005G224470	Np002G119740
OG0009745	Om004G156070	Np006G370580
OG0009747	Om001G018200	Np005G279870
OG0009749	Om008G328460, Om008G328470	Np006G330530
OG0009751	Om008G328990	Np006G330940
OG0009752	Om008G329010	Np006G330960
OG0009753	Om008G329090	Np006G330980
OG0009754	Om008G329160	Np006G331080
OG0009755	Om008G329170	Np006G331090
OG0009756	Om002G051760	Np007G413600, Np007G413580
OG0009757	Om002G052300	Np007G413130, Np007G400550
OG0009758	Om002G052960	Np007G412220
OG0009759	Om002G053660	Np007G411550
OG0009760	Om002G054320	Np005G283580, Np003G133690
OG0009761	Om002G054410	Np007G410860
OG0009762	Om002G054720	Np007G410520
OG0009763	Om002G055480	Np007G409700
OG0009764	Om002G055970	Np007G409120
OG0009765	Om004G131660	Np003G174960
OG0009767	Om003G110260	Np003G173630
OG0009768	Om003G110210	Np003G173620
OG0009769	Om003G110870	Np003G173080
OG0009770	Om003G111290	Np003G172980
OG0009771	Om003G111500	Np003G171030
OG0009772	Om003G112120	Np003G184360
OG0009773	Om003G112150	Np003G184370
OG0009774	Om008G325920	Np003G184540
OG0009776	Om004G160880	Np003G140660
OG0009777	Om003G112960	Np003G167520
OG0009778	Om003G113200	Np003G166940
OG0009779	Om003G113350	Np003G166450
OG0009780	Om003G113480	Np003G166100
OG0009781	Om003G113550	Np003G166000
OG0009783	Om003G114090	Np003G164960
OG0009784	Om003G114140	Np003G164640, Np003G164880
OG0009785	Om003G114220	Np003G164660
OG0009786	Om003G114770	Np003G164130
OG0009787	Om003G114660	Np003G164230
OG0009789	Om003G114820	Np003G164100
OG0009790	Om003G115120	Np003G163710
OG0009791	Om003G115670	Np003G162120, Np003G162130
OG0009792	Om003G115510	Np003G161770
OG0009793	Om003G115430	Np003G161670
OG0009794	Om003G115350	Np003G161420
OG0009795	Om003G115950	Np003G162500
OG0009796	Om003G116230	Np003G163230
OG0009797	Om008G341840	Np001G042090
OG0009798	Om003G116860	Np003G160630
OG0009799	Om003G116990	Np003G160470
OG0009800	Om003G117630	Np003G159390
OG0009801	Om003G117720	Np003G159280
OG0009802	Om003G117940	Np003G158740
OG0009803	Om003G118580	Np003G158090
OG0009804	Om003G119070	Np003G157600
OG0009805	Om006G250430	Np003G157390
OG0009806	Om006G250270	Np003G157170
OG0009807	Om006G250110	Np003G156960
OG0009808	Om006G249890	Np003G156670
OG0009809	Om006G249200	Np003G155840
OG0009810	Om006G248650	Np003G155440
OG0009811	Om006G248580	Np003G155350
OG0009812	Om006G248550	Np003G155320
OG0009813	Om006G248180	Np003G155030
OG0009814	Om006G248110	Np003G154940
OG0009815	Om006G248090	Np003G154910
OG0009816	Om002G064810, Om003G122860	Np001G064180
OG0009817	Om003G092210	Np004G202240
OG0009818	Om004G161690	Np003G139910
OG0009819	Om004G161740	Np003G139830
OG0009820	Om004G162440	Np003G139130
OG0009821	Om004G162460	Np003G139110
OG0009822	Om004G162500	Np003G139090
OG0009823	Om004G162510	Np003G139080
OG0009824	Om004G162700	Np003G138980
OG0009825	Om004G162840	Np003G138850
OG0009826	Om004G162870	Np003G138740, Np003G138800
OG0009827	Om004G163070	Np003G138590
OG0009828	Om004G163590	Np003G138200
OG0009829	Om004G163680	Np003G138130
OG0009830	Om004G164400	Np003G137520
OG0009831	Om004G164570	Np003G137350
OG0009832	Om004G164680	Np003G137250
OG0009834	Om004G165540, Om004G165550	Np003G136720
OG0009835	Om004G165830	Np003G136470
OG0009836	Om004G166740	Np003G135710
OG0009837	Om006G233140	Np001G004610
OG0009838	Om004G166980	Np003G135410
OG0009839	Om004G167430	Np003G134850
OG0009840	Om004G167590	Np003G134730
OG0009841	Om004G168020	Np003G134200
OG0009842	Om004G168120	Np003G134100
OG0009843	Om004G168470	Np003G133680
OG0009844	Om004G168760	Np003G133410
OG0009845	Om006G264110	Np001G047500
OG0009846	Om001G000330	Np005G294590
OG0009847	Om001G000910	Np005G293440
OG0009848	Om002G075640, Om001G002030	Np005G291920
OG0009849	Om001G002130	Np005G291880
OG0009850	Om001G002330	Np005G282120
OG0009851	Om001G002740	Np005G291110
OG0009852	Om001G003130	Np005G290590
OG0009853	Om001G003720	Np005G290180
OG0009854	Om001G004090	Np005G289950
OG0009855	Om001G005020	Np005G288960, Np005G289020
OG0009856	Om001G006730	Np005G287420
OG0009857	Om001G006900	Np005G287540
OG0009858	Om001G007910, Om001G007920	Np005G286540, Np005G286480, Np005G286560
OG0009859	Om001G008200	Np005G286280, Np004G202740
OG0009860	Om001G009970, Om001G009980	Np005G284400
OG0009861	Om001G010000	Np005G284380, Np005G284330
OG0009862	Om001G010500	Np005G283740
OG0009863	Om001G010630	Np005G283560
OG0009865	Om001G011590	Np005G282820
OG0009867	Om001G012590	Np004G206920
OG0009868	Om001G013030	Np004G208480, Np004G208490
OG0009869	Om001G013270	Np004G208660
OG0009870	Om001G013310	Np004G208670
OG0009871	Om001G013360	Np004G208740
OG0009872	Om001G014190	Np004G204580
OG0009873	Om001G015850	Np004G203160
OG0009876	Om007G287900	Np004G200980
OG0009877	Om007G288420	Np004G210970
OG0009878	Om007G288930	Np004G211540
OG0009879	Om007G289600	Np004G212350
OG0009880	Om007G290100	Np004G212840
OG0009881	Om007G290120	Np004G212860
OG0009882	Om007G290320	Np004G213080
OG0009883	Om007G290470	Np004G213230
OG0009884	Om007G290480	Np004G213240
OG0009885	Om007G290820	Np004G213530
OG0009886	Om007G290860	Np004G213620
OG0009887	Om007G290890	Np004G213640
OG0009888	Om007G291040	Np004G213880
OG0009889	Om007G291410, Om007G291400	Np004G214400
OG0009890	Om007G291610	Np004G214710
OG0009891	Om001G034610	Np005G266960, Np005G266450
OG0009892	Om001G034670	Np005G266490
OG0009893	Om001G035870	Np005G267830
OG0009894	Om001G036090	Np005G268000
OG0009895	Om001G036640	Np005G268370
OG0009897	Om001G036750	Np005G268470
OG0009898	Om001G036880	Np005G268580
OG0009899	Om001G037160	Np005G320300, Np005G268700
OG0009900	Om001G037220	Np005G268720
OG0009901	Om001G037900	Np005G269070
OG0009902	Om001G037970	Np005G269140
