Orthogroup	Odontarrhena_muralis	Raphanus_sativus
OG0005368	Om007G279200	XP_018438984.1, XP_018474136.1, XP_018475050.1
OG0005369	Om007G279050	XP_018475857.1, XP_018482883.1, XP_018464255.1, XP_018437018.1
OG0005370	Om007G280250	XP_018476538.1, XP_018484788.1, XP_018440761.1
OG0005371	Om007G280570	XP_018458220.1, XP_018472816.1, XP_018437316.1
OG0005372	Om007G280690	XP_018474579.1, XP_018439029.1
OG0005373	Om007G283920	XP_018475151.1, XP_018475437.1, XP_018482155.1
OG0005374	Om007G284690	XP_018473258.1, XP_018435884.1, XP_018436255.1, XP_018443526.1, XP_018435251.1
OG0005375	Om007G285390	XP_018485192.1
OG0005376	Om001G029960	XP_018482112.1, XP_018468416.1
OG0005377	Om002G042270	XP_018452885.1
OG0005378	Om002G044420	XP_018491796.1, XP_018489838.1, XP_018434561.1, XP_018490617.1
OG0005379	Om002G044620	XP_018489599.1, XP_018490269.1, XP_018437829.1
OG0005380	Om007G296160	XP_018473102.1
OG0005381	Om002G047600	XP_018485787.1, XP_018489145.1, XP_018490578.1
OG0005382	Om002G083110, Om002G048230	XP_018492272.1, XP_018432610.1, XP_018489510.1
OG0005383	Om002G048550, Om004G161020	XP_018468087.1
OG0005384	Om002G049170	XP_018492164.1, XP_018492388.1
OG0005385	Om002G049540	XP_018491532.1, XP_018486348.1, XP_018441939.1
OG0005386	Om002G050070	XP_018441220.1, XP_018487034.1, XP_018485508.1, XP_018493078.1
OG0005387	Om002G050430	XP_018434555.1, XP_018486888.1, XP_018487304.1
OG0005388	Om008G330660, Om008G347370, Om008G347360	XP_018473398.1, XP_018434893.1
OG0005389	Om008G330750	XP_018476198.1
OG0005390	Om008G331650	XP_018483097.1
OG0005391	Om006G263070, Om008G332140	XP_018439852.1, XP_018483660.1
OG0005392	Om008G332540	XP_018441650.1, XP_018476629.1
OG0005393	Om006G253060	XP_018432692.1
OG0005393	Om008G332930	XP_018473451.1
OG0005394	Om008G333080	XP_018472991.1, XP_018436389.1, XP_018441643.1
OG0005395	Om008G337910	XP_018440077.1, XP_018476369.1, XP_018483627.1
OG0005396	Om008G336240	XP_018482013.1, XP_018481684.1, XP_018459000.1, XP_018475529.1, XP_018475531.1, XP_018438551.1
OG0005397	Om008G335680	XP_018479923.1, XP_018473090.1, XP_018436765.1
OG0005398	Om008G335380	XP_018480842.1, XP_018474918.1
OG0005399	Om008G334730	XP_018437064.1, XP_018475086.1
OG0005400	Om008G334360	XP_018485058.1, XP_018440820.1, XP_018472658.1
OG0005401	Om002G050240, Om002G050250	XP_018466583.1, XP_018489050.1
OG0005402	Om008G333990	XP_018474809.1, XP_018477429.1
OG0005403	Om005G196750, Om005G196760	XP_018490096.1
OG0005404	Om005G197920	XP_018438694.1, XP_018465382.1
OG0005405	Om005G200390	XP_018439945.1, XP_018447105.1, XP_018449166.1
OG0005406	Om005G200580	XP_018448254.1
OG0005407	Om005G200730	XP_018436079.1, XP_018447659.1, XP_018449842.1
OG0005408	Om005G200750	XP_018447331.1, XP_018464301.1
OG0005409	Om005G200950	XP_018441833.1, XP_018451171.1, XP_018448259.1, XP_018440133.1
OG0005410	Om005G201680	XP_018447309.1, XP_018476140.1, XP_018491913.1, XP_018491902.1
OG0005411	Om005G202180	XP_018449641.1, XP_018469552.1, XP_018436587.1
OG0005412	Om005G202700	XP_018451304.1, XP_018438023.1
OG0005413	Om005G203950	XP_018492520.1, XP_018450816.1
OG0005415	Om005G204710	XP_018450940.1, XP_018446425.1, XP_018437587.1
OG0005416	Om005G204770	XP_018450843.1
OG0005417	Om005G205900	XP_018454784.1, XP_018455472.1, XP_018442978.1
OG0005418	Om005G206200	XP_018444404.1, XP_018452590.1, XP_018468650.1
OG0005419	Om004G144980	XP_018442724.1, XP_018433846.1, XP_018447600.1
OG0005420	Om004G145160	XP_018473886.1, XP_018447480.1
OG0005421	Om004G145300	XP_018440667.1, XP_018440668.1, XP_018435968.1, XP_018451121.1
OG0005422	Om004G146390, Om004G173790	XP_018447252.1, XP_018487946.1
OG0005423	Om004G147690	XP_018450498.1
OG0005424	Om002G047750	XP_018464537.1, XP_018450499.1
OG0005425	Om004G147910, Om004G147920	XP_018450500.1, XP_018487462.1
OG0005426	Om007G285910	XP_018469800.1, XP_018449887.1, XP_018481612.1
OG0005427	Om007G286570	XP_018478889.1, XP_018463681.1, XP_018447899.1
OG0005429	Om004G152620, Om004G155040	XP_018440593.1, XP_018479402.1, XP_018461121.1, XP_018480964.1
OG0005430	Om004G153650	XP_018438860.1, XP_018436207.1, XP_018477541.1
OG0005431	Om005G195270	XP_018481605.1
OG0005432	Om005G191520	XP_018487115.1, XP_018465821.1, XP_018449529.1
OG0005433	Om005G191400	XP_018483341.1, XP_018465141.1
OG0005434	Om005G189590	XP_018490060.1, XP_018434516.1, XP_018486681.1
OG0005435	Om005G189520	XP_018490079.1, XP_018434091.1
OG0005436	Om005G188490	XP_018462083.1, XP_018433409.1
OG0005437	Om005G188530	XP_018482060.1, XP_018461809.1, XP_018433334.1
OG0005438	Om005G187960	XP_018492325.1, XP_018460007.1, XP_018450850.1
OG0005439	Om005G187470	XP_018461999.1, XP_018487101.1, XP_018459393.1, XP_018490287.1
OG0005440	Om005G187420	XP_018469011.1, XP_018451315.1
OG0005441	Om005G186860	XP_018488443.1, XP_018462333.1, XP_018450260.1
OG0005442	Om005G186150	XP_018447358.1, XP_018486105.1
OG0005443	Om005G185960	XP_018492050.1, XP_018487949.1, XP_018491623.1
OG0005444	Om005G184190	XP_018489926.1, XP_018487943.1, XP_018472497.1
OG0005445	Om005G183140	XP_018481047.1
OG0005446	Om005G183020	XP_018451903.1, XP_018451837.1, XP_018487935.1, XP_018489379.1
OG0005447	Om005G178710	XP_018492682.1
OG0005448	Om007G302080	XP_018444836.1, XP_018444924.1, XP_018475738.1, XP_018460996.1
OG0005449	Om007G301110, Om004G156790	XP_018473545.1, XP_018472975.1
OG0005450	Om007G301820	XP_018446057.1, XP_018475189.1, XP_018471002.1, XP_018469491.1
OG0005451	Om007G300800	XP_018468653.1, XP_018490876.1
OG0005452	Om007G298620	XP_018445908.1, XP_018446324.1, XP_018476749.1, XP_018461361.1
OG0005453	Om007G298140	XP_018442492.1, XP_018471151.1, XP_018473266.1
OG0005454	Om007G297180	XP_018468719.1, XP_018469180.1, XP_018442817.1
OG0005455	Om007G296810	XP_018474279.1, XP_018459149.1
OG0005456	Om007G296530	XP_018442108.1
OG0005457	Om007G295860	XP_018473114.1, XP_018472904.1, XP_018444049.1, XP_018443132.1
OG0005458	Om007G294600	XP_018455860.1
OG0005459	Om007G293720	XP_018436718.1, XP_018440237.1, XP_018454522.1
OG0005460	Om007G302620	XP_018437507.1
OG0005461	Om007G305900, Om009G363030	XP_018457867.1, XP_018484002.1, XP_018483335.1
OG0005462	Om004G169890	XP_018464230.1, XP_018474858.1, XP_018468228.1
OG0005463	Om004G170540	XP_018476675.1, XP_018442679.1
OG0005464	Om004G171580	XP_018467213.1, XP_018445341.1, XP_018476516.1, XP_018474992.1, XP_018463418.1
OG0005465	Om004G172010	XP_018472866.1, XP_018456657.1, XP_018446659.1
OG0005466	Om004G172410	XP_018461904.1, XP_018461905.1, XP_018467164.1, XP_018443394.1, XP_018475449.1
OG0005467	Om004G172550	XP_018468770.1, XP_018464971.1, XP_018444158.1, XP_018472565.1
OG0005468	Om004G172570	XP_018445562.1, XP_018458962.1, XP_018473513.1
OG0005469	Om004G172840	XP_018474666.1, XP_018468320.1
OG0005470	Om006G240450	XP_018434661.1
OG0005471	Om006G236030	XP_018456407.1, XP_018439789.1, XP_018491253.1
OG0005472	Om006G236020	XP_018439791.1
OG0005473	Om006G235880	XP_018493451.1, XP_018439005.1, XP_018465482.1
OG0005474	Om002G069210, Om008G335520	XP_018488737.1, XP_018489244.1, XP_018454686.1
OG0005475	Om006G247850	XP_018473728.1, XP_018476431.1, XP_018457065.1, XP_018470904.1
OG0005476	Om006G258030	XP_018482515.1, XP_018482287.1, XP_018437112.1, XP_018468772.1
OG0005477	Om006G235160	XP_018432707.1
OG0005478	Om006G266150, Om006G247250	XP_018440739.1
OG0005479	Om006G268110	XP_018436492.1
OG0005480	Om006G241690	XP_018453222.1, XP_018476866.1, XP_018442653.1
OG0005481	Om005G212010	XP_018442813.1, XP_018451474.1, XP_018443084.1
OG0005482	Om002G049810	XP_018491118.1, XP_018491704.1, XP_018439557.1
OG0005484	Om005G210600	XP_018455968.1, XP_018468559.1, XP_018442998.1
OG0005485	Om005G209570	XP_018446450.1, XP_018442550.1, XP_018452551.1
OG0005486	Om005G209200	XP_018451036.1, XP_018462265.1
OG0005487	Om005G207210	XP_018442515.1, XP_018461003.1, XP_018468208.1
OG0005488	Om005G206730	XP_018472251.1, XP_018456985.1, XP_018442396.1
OG0005489	Om005G206130	XP_018468908.1, XP_018454918.1, XP_018444256.1
OG0005490	Om004G133670	XP_018469005.1, XP_018454712.1, XP_018456647.1, XP_018444235.1
OG0005491	Om004G133950	XP_018461728.1, XP_018456738.1, XP_018472048.1, XP_018461566.1
OG0005492	Om004G135560	XP_018444227.1, XP_018463600.1, XP_018482958.1
OG0005493	Om005G203060	XP_018464932.1, XP_018464775.1
OG0005494	Om004G136760	XP_018464648.1, XP_018443426.1, XP_018463926.1, XP_018442839.1
OG0005495	Om004G138280	XP_018447019.1, XP_018442834.1
OG0005496	Om004G138210	XP_018469522.1, XP_018466344.1, XP_018444504.1
OG0005497	Om004G138010	XP_018446860.1, XP_018444967.1, XP_018446674.1
OG0005498	Om004G139770	XP_018470876.1, XP_018442447.1, XP_018467859.1
OG0005499	Om004G139790	XP_018442570.1, XP_018442281.1, XP_018437523.1, XP_018442280.1
OG0005500	Om004G140330	XP_018442878.1, XP_018452916.1
OG0005501	Om001G037390, Om006G240160	XP_018455129.1, XP_018479303.1
OG0005502	Om004G142110	XP_018452275.1, XP_018443148.1, XP_018458606.1
OG0005503	Om004G142670	XP_018456752.1, XP_018456737.1, XP_018469618.1, XP_018443511.1, XP_018443510.1
OG0005504	Om004G133210	XP_018458303.1, XP_018481606.1, XP_018455100.1
OG0005505	Om004G131160	XP_018446637.1, XP_018472247.1, XP_018457551.1
OG0005506	Om004G130790	XP_018457376.1, XP_018470243.1
OG0005507	Om004G130390	XP_018445798.1, XP_018471117.1
OG0005508	Om002G056600	XP_018490887.1, XP_018490888.1, XP_018492789.1
OG0005509	Om002G057400	XP_018433664.1, XP_018489000.1, XP_018488438.1
OG0005510	Om002G060180	XP_018485992.1, XP_018485983.1, XP_018438721.1, XP_018489340.1
OG0005511	Om002G060700	XP_018490969.1, XP_018490791.1, XP_018490716.1, XP_018459449.1, XP_018459451.1
OG0005512	Om002G060780	XP_018457087.1, XP_018471305.1
OG0005513	Om003G110240	XP_018465946.1, XP_018488592.1
OG0005514	Om002G062630	XP_018463819.1, XP_018489472.1, XP_018437159.1
OG0005515	Om002G062710	XP_018491971.1
OG0005516	Om003G100790	XP_018478182.1, XP_018478753.1, XP_018459802.1
OG0005517	Om002G063520	XP_018490016.1, XP_018441786.1, XP_018487150.1
OG0005518	Om002G064100	XP_018488427.1, XP_018488799.1, XP_018488778.1
OG0005519	Om002G065090	XP_018492982.1, XP_018441130.1
OG0005520	Om002G065780	XP_018487514.1, XP_018434307.1
OG0005521	Om002G065890	XP_018487002.1, XP_018488725.1, XP_018434788.1
OG0005522	Om002G066080	XP_018492515.1, XP_018493285.1
OG0005523	Om002G066460, Om002G066420, Om002G066480	XP_018488245.1, XP_018461603.1
OG0005524	Om002G066920	XP_018458861.1, XP_018489881.1, XP_018461328.1, XP_018438327.1, XP_018461329.1, XP_018437988.1
OG0005525	Om002G068000	XP_018490775.1, XP_018437207.1, XP_018488945.1
OG0005526	Om002G068500	XP_018491367.1, XP_018493605.1
OG0005527	Om002G070820	XP_018491951.1
OG0005528	Om001G034480	XP_018480450.1, XP_018447514.1
OG0005530	Om001G031350	XP_018470793.1, XP_018450987.1
OG0005531	Om002G083320	XP_018440557.1, XP_018491786.1, XP_018463725.1, XP_018453951.1
OG0005532	Om002G083450	XP_018457954.1, XP_018486821.1, XP_018437138.1
OG0005534	Om001G036190	XP_018468472.1
OG0005535	Om002G087600	XP_018451443.1, XP_018438187.1, XP_018433645.1
OG0005536	Om003G090680	XP_018451912.1, XP_018441344.1
OG0005537	Om003G091360	XP_018442683.1, XP_018489439.1
OG0005538	Om003G091370	XP_018464481.1, XP_018451746.1, XP_018442672.1
OG0005539	Om003G091620	XP_018489202.1, XP_018450666.1, XP_018450665.1, XP_018490747.1, XP_018466575.1
OG0005540	Om003G092400, Om007G303580	XP_018486402.1, XP_018458828.1
OG0005541	Om003G093220	XP_018479535.1, XP_018479541.1, XP_018464613.1, XP_018470603.1, XP_018478756.1, XP_018448876.1
OG0005542	Om003G097010	XP_018442081.1, XP_018485727.1
OG0005543	Om003G098380	XP_018490065.1, XP_018490071.1
OG0005544	Om003G099680	XP_018447122.1, XP_018488717.1
OG0005545	Om003G099800	XP_018451618.1, XP_018464370.1
OG0005546	Om006G254320, Om006G254300	XP_018478504.1, XP_018489688.1, XP_018442408.1, XP_018443670.1
OG0005547	Om006G253760	XP_018459329.1, XP_018461882.1, XP_018485549.1
OG0005548	Om006G256980	XP_018441317.1, XP_018477639.1, XP_018477616.1
OG0005549	Om006G257090	XP_018470675.1, XP_018438123.1, XP_018481312.1
OG0005550	Om003G120570	XP_018458788.1, XP_018489004.1
OG0005551	Om003G120850	XP_018485558.1, XP_018446601.1, XP_018459948.1
OG0005552	Om003G121420	XP_018444959.1, XP_018442379.1, XP_018466878.1, XP_018486164.1
OG0005553	Om003G121610	XP_018446268.1, XP_018486943.1
OG0005554	Om003G125890	XP_018442718.1, XP_018481476.1, XP_018486063.1
OG0005555	Om003G127640	XP_018478496.1, XP_018463615.1
OG0005555	Om003G127660	XP_018466242.1, XP_018487170.1
OG0005556	Om003G128160	XP_018478581.1, XP_018462867.1, XP_018491859.1
OG0005557	Om003G128620, Om003G128660	XP_018445224.1, XP_018432880.1, XP_018432921.1, XP_018460346.1
OG0005558	Om003G102120	XP_018450761.1
OG0005561	Om002G076370, Om008G333310	XP_018474043.1, XP_018439225.1
OG0005562	Om008G326790, Om008G326800	XP_018437903.1, XP_018484077.1
OG0005563	Om008G321420	XP_018474905.1
OG0005564	Om004G136000	XP_018444745.1, XP_018468684.1, XP_018446875.1
OG0005565	Om005G179500, Om002G061820, Om002G061800	XP_018488261.1
OG0005566	Om005G196050	XP_018481189.1, XP_018449423.1, XP_018449212.1
OG0005568	Om002G055390	XP_018489798.1, XP_018491325.1
OG0005569	Om007G277450	XP_018453321.1, XP_018480721.1
OG0005570	Om007G281600, Om007G281610	XP_018474765.1
OG0005571	Om004G165920, Om007G303600	XP_018469444.1
OG0005572	Om007G300250	XP_018467245.1, XP_018475311.1, XP_018475312.1
OG0005574	Om008G343630	XP_018435903.1, XP_018435905.1
OG0005575	Om006G237950	XP_018454124.1, XP_018463738.1, XP_018479417.1
OG0005576	Om006G237760	XP_018456989.1, XP_018436782.1, XP_018485264.1, XP_018485270.1
OG0005579	Om002G081820	XP_018461393.1, XP_018455583.1
OG0005583	Om001G022720	XP_018484255.1, XP_018450518.1, XP_018449991.1, XP_018471564.1
OG0005584	Om006G234410, Om006G234400	XP_018489265.1
OG0005592	Om001G023910	XP_018482613.1, XP_018483511.1, XP_018448410.1, XP_018467552.1, XP_018465361.1
OG0005593	Om001G025560	XP_018464754.1, XP_018465712.1, XP_018467063.1
OG0005594	Om005G186500, Om004G148690	XP_018447525.1, XP_018490640.1
OG0005595	Om001G026510	XP_018454951.1, XP_018480501.1
OG0005596	Om001G026780	XP_018482971.1, XP_018470142.1
OG0005597	Om001G026790	XP_018447141.1, XP_018482970.1, XP_018470144.1
OG0005598	Om001G027020	XP_018480428.1, XP_018468085.1
OG0005600	Om001G027640	XP_018482518.1, XP_018450205.1, XP_018469240.1
OG0005601	Om001G028000	XP_018482820.1, XP_018461109.1, XP_018469394.1
OG0005602	Om001G029170	XP_018467316.1, XP_018480231.1, XP_018480232.1
OG0005603	Om001G029500	XP_018471466.1, XP_018484617.1
OG0005604	Om001G030220	XP_018483548.1, XP_018471633.1
OG0005605	Om001G029990	XP_018467976.1, XP_018480784.1
OG0005606	Om001G031330	XP_018450988.1
OG0005606	Om001G031340	XP_018483720.1, XP_018483721.1, XP_018459402.1
OG0005607	Om001G031990	XP_018461193.1, XP_018478788.1
OG0005608	Om006G243420	XP_018447842.1, XP_018460424.1
OG0005609	Om008G338480	XP_018441610.1, XP_018477516.1, XP_018477479.1
OG0005610	Om007G275750	XP_018464915.1, XP_018467670.1
OG0005611	Om005G217900, Om011G365550	XP_018457555.1, XP_018439410.1
OG0005613	Om005G221800	XP_018441480.1, XP_018452149.1
OG0005615	Om006G275480	XP_018439270.1, XP_018441436.1
OG0005617	Om006G274540	XP_018440628.1, XP_018483966.1
OG0005618	Om006G273690	XP_018437499.1, XP_018463700.1, XP_018481405.1
OG0005621	Om001G021930	XP_018454556.1, XP_018478170.1, XP_018458394.1
OG0005622	Om006G272690	XP_018482733.1
OG0005623	Om006G272650	XP_018464813.1, XP_018452531.1, XP_018484665.1
OG0005624	Om006G271670	XP_018485152.1, XP_018440751.1, XP_018462073.1
OG0005625	Om006G269910	XP_018435179.1, XP_018435181.1, XP_018483523.1, XP_018456848.1
OG0005626	Om006G269370	XP_018439107.1, XP_018466801.1, XP_018458457.1
OG0005627	Om006G269310	XP_018484566.1, XP_018458469.1, XP_018440115.1
OG0005628	Om005G212890	XP_018469145.1
OG0005629	Om007G312880	XP_018458151.1, XP_018446286.1, XP_018461369.1
OG0005630	Om005G228820	XP_018452542.1
OG0005631	Om005G226950	XP_018453006.1, XP_018455680.1
OG0005632	Om008G358110	XP_018474759.1
OG0005633	Om005G226080	XP_018455260.1
OG0005634	Om005G225530	XP_018457983.1
OG0005635	Om001G017000	XP_018445652.1, XP_018477948.1
OG0005637	Om008G329390	XP_018484995.1
OG0005638	Om004G175440	XP_018472562.1
OG0005639	Om002G052400	XP_018487456.1, XP_018489885.1, XP_018485993.1
OG0005640	Om002G052800	XP_018432519.1
OG0005641	Om002G055810	XP_018489633.1
OG0005642	Om003G113040	XP_018475120.1, XP_018457598.1
OG0005644	Om003G114320	XP_018473153.1, XP_018464977.1, XP_018454298.1
OG0005645	Om003G116480	XP_018452018.1, XP_018472080.1, XP_018473022.1
OG0005646	Om003G117000	XP_018468137.1, XP_018452072.1
OG0005647	Om003G118100	XP_018472921.1, XP_018456127.1, XP_018456294.1
OG0005648	Om003G118520	XP_018475871.1, XP_018453284.1
OG0005649	Om003G119140	XP_018460522.1, XP_018475058.1
OG0005650	Om006G249740	XP_018465583.1, XP_018474987.1, XP_018463088.1
OG0005651	Om006G249390	XP_018476304.1, XP_018446079.1
OG0005652	Om006G248460	XP_018476094.1, XP_018476093.1
OG0005653	Om006G248140	XP_018472699.1, XP_018469764.1, XP_018469765.1, XP_018455653.1, XP_018455651.1
OG0005654	Om007G307740	XP_018483366.1, XP_018456618.1
OG0005655	Om004G161550	XP_018471163.1, XP_018445367.1
OG0005656	Om004G161600	XP_018475034.1, XP_018445358.1
OG0005657	Om004G161970	XP_018475393.1, XP_018475392.1, XP_018443319.1
OG0005658	Om004G162690	XP_018446894.1
OG0005659	Om004G163210	XP_018476726.1, XP_018471388.1
OG0005660	Om004G163280	XP_018476725.1, XP_018471387.1
OG0005661	Om004G163360	XP_018445447.1, XP_018445437.1, XP_018475975.1
OG0005662	Om004G163940	XP_018446835.1
OG0005664	Om004G167040	XP_018444001.1, XP_018471851.1
OG0005665	Om004G167900	XP_018444923.1, XP_018469206.1
OG0005666	Om001G000050	XP_018462552.1, XP_018482456.1, XP_018461577.1
OG0005667	Om001G000250	XP_018466315.1, XP_018475401.1, XP_018450081.1, XP_018478678.1, XP_018481982.1
OG0005668	Om008G361680	XP_018441586.1, XP_018461668.1, XP_018457149.1
OG0005669	Om001G004040	XP_018467898.1
OG0005670	Om001G004120	XP_018467900.1, XP_018467896.1
OG0005672	Om001G004920	XP_018443769.1
OG0005673	Om001G006970	XP_018471734.1
OG0005674	Om001G008810	XP_018483114.1, XP_018483116.1, XP_018448711.1
OG0005676	Om001G009560	XP_018478074.1, XP_018478711.1
OG0005677	Om008G332510	XP_018447139.1, XP_018458931.1, XP_018460380.1, XP_018482196.1
OG0005678	Om001G013350	XP_018487358.1, XP_018448037.1
OG0005680	Om007G288660	XP_018447882.1, XP_018469654.1, XP_018491104.1
OG0005681	Om007G289730	XP_018491256.1
OG0005682	Om007G289950	XP_018486807.1, XP_018480770.1
OG0005683	Om007G291640	XP_018458972.1
OG0005684	Om001G035160, Om001G035170	XP_018450402.1, XP_018447318.1, XP_018450391.1
OG0005685	Om001G035750	XP_018482104.1, XP_018481537.1, XP_018468904.1, XP_018449693.1, XP_018449048.1
OG0005686	Om001G036140	XP_018483833.1, XP_018457877.1
OG0005687	Om001G036940	XP_018450125.1, XP_018448394.1
OG0005688	Om004G154420	XP_018485019.1, XP_018485028.1, XP_018438877.1, XP_018438879.1
OG0005689	Om001G038720	XP_018447881.1, XP_018485123.1, XP_018447389.1
OG0005690	Om001G038970	XP_018448372.1, XP_018463156.1
OG0005691	Om001G039630	XP_018485052.1, XP_018450037.1, XP_018459828.1
OG0005692	Om001G039750	XP_018481609.1, XP_018459489.1, XP_018450436.1
OG0005693	Om001G040380	XP_018459481.1, XP_018478187.1, XP_018447703.1, XP_018447706.1
OG0005694	Om001G040390	XP_018450813.1, XP_018470690.1
OG0005695	Om007G314650	XP_018458805.1, XP_018480335.1
OG0005696	Om007G277150	XP_018436361.1, XP_018435015.1
OG0005697	Om008G339030	XP_018459525.1, XP_018485174.1, XP_018441894.1
OG0005698	Om008G340210	XP_018476189.1, XP_018433104.1
OG0005700	Om001G023900	XP_018470854.1
OG0005701	Om003G110590	XP_018454155.1
OG0005702	Om007G287780	XP_018445529.1
OG0005703	Om008G348200, Om008G352940	XP_018471817.1
OG0005704	Om008G353520	XP_018453803.1, XP_018455547.1, XP_018476583.1
OG0005705	Om008G358370	XP_018441026.1
OG0005706	Om008G358360	XP_018440538.1
OG0005707	Om008G359490	XP_018456581.1, XP_018483652.1
OG0005708	Om008G359940, Om008G359980	XP_018455139.1
OG0005709	Om008G361060	XP_018452321.1
OG0005710	Om008G362700	XP_018436479.1, XP_018485075.1
OG0005711	Om008G362710	XP_018439050.1, XP_018453260.1, XP_018478501.1, XP_018478509.1
OG0005712	Om008G362830	XP_018434458.1, XP_018465937.1, XP_018456262.1, XP_018456265.1, XP_018456756.1
OG0005713	Om008G362800, Om003G091100	XP_018439540.1
OG0005715	Om003G104060	XP_018481883.1, XP_018450108.1
OG0005716	Om003G102470	XP_018448569.1, XP_018457996.1
OG0005717	Om002G069690	XP_018486465.1, XP_018487351.1, XP_018487339.1
OG0005718	Om008G319100	XP_018476078.1, XP_018478532.1, XP_018439801.1
OG0005719	Om008G319380, Om008G319390	XP_018473915.1, XP_018473927.1, XP_018435146.1
OG0005721	Om008G320310	XP_018434805.1, XP_018483145.1, XP_018478210.1, XP_018478219.1
OG0005722	Om008G320590	XP_018441153.1, XP_018441168.1
OG0005723	Om008G320710	XP_018439901.1
OG0005724	Om003G126990, Om003G127000	XP_018446169.1, XP_018460088.1, XP_018492418.1
OG0005725	Om008G321770	XP_018485061.1, XP_018475678.1, XP_018475679.1
OG0005726	Om003G126000	XP_018445186.1, XP_018445187.1, XP_018477896.1
OG0005727	Om008G322110	XP_018478605.1
OG0005728	Om008G322770	XP_018434679.1, XP_018473288.1, XP_018480426.1
OG0005730	Om008G323130	XP_018483429.1, XP_018473414.1, XP_018436631.1
OG0005731	Om008G323610	XP_018438279.1, XP_018476585.1, XP_018482528.1
OG0005732	Om008G323650, Om008G323640	XP_018439138.1, XP_018463211.1
OG0005733	Om008G325150, Om008G325160	XP_018438610.1, XP_018475535.1
OG0005734	Om008G325370	XP_018434938.1, XP_018476982.1
OG0005735	Om008G326530	XP_018482774.1, XP_018485029.1, XP_018476442.1
OG0005736	Om008G327910	XP_018465277.1, XP_018478151.1, XP_018478137.1
OG0005738	Om004G175970	XP_018445674.1, XP_018473433.1, XP_018458410.1
OG0005739	Om006G240820	XP_018466124.1, XP_018452978.1
OG0005740	Om006G240830	XP_018483376.1
OG0005741	Om006G240860	XP_018470488.1
OG0005742	Om006G241380	XP_018445415.1, XP_018449010.1, XP_018473203.1
OG0005743	Om003G096060	XP_018451751.1, XP_018478062.1, XP_018456510.1, XP_018460535.1
OG0005744	Om006G242480	XP_018445244.1, XP_018472889.1, XP_018451806.1
OG0005745	Om006G242560	XP_018475275.1, XP_018467189.1, XP_018466890.1, XP_018444975.1
OG0005746	Om006G243620	XP_018443113.1, XP_018445774.1, XP_018476916.1
OG0005747	Om006G243880	XP_018474498.1, XP_018469454.1, XP_018442439.1
OG0005748	Om006G244080, Om003G094950	XP_018453035.1, XP_018444308.1
OG0005749	Om006G244710	XP_018471583.1, XP_018460399.1, XP_018443254.1, XP_018446405.1
OG0005750	Om006G245070	XP_018473217.1, XP_018464898.1, XP_018442971.1
OG0005751	Om006G247110	XP_018469416.1, XP_018469418.1, XP_018476627.1
OG0005752	Om006G233720	XP_018452191.1, XP_018485876.1
OG0005753	Om006G233650	XP_018488151.1, XP_018456383.1
OG0005754	Om006G232800	XP_018454599.1, XP_018489125.1
OG0005755	Om006G232690	XP_018488184.1
OG0005756	Om006G232100	XP_018434926.1, XP_018485670.1
OG0005757	Om003G091260, Om006G229850, Om002G087080	XP_018454972.1, XP_018437154.1
OG0005758	Om006G229720	XP_018433793.1, XP_018437896.1, XP_018454869.1
OG0005759	Om004G157870	XP_018453129.1, XP_018487039.1, XP_018475317.1
OG0005760	Om004G157600	XP_018461979.1, XP_018473200.1, XP_018456969.1
OG0005761	Om004G158060	XP_018476893.1, XP_018475323.1, XP_018454559.1
OG0005762	Om004G158140	XP_018457542.1, XP_018476125.1, XP_018473309.1
OG0005763	Om004G158790	XP_018475153.1, XP_018475163.1, XP_018452201.1
OG0005764	Om004G160290, Om004G160310	XP_018471674.1, XP_018471673.1
OG0005765	Om007G302210	XP_018457401.1, XP_018464263.1, XP_018474655.1
OG0005766	Om007G302780	XP_018473328.1, XP_018461071.1, XP_018457702.1
OG0005767	Om007G293060	XP_018457021.1, XP_018481523.1, XP_018440992.1
OG0005768	Om007G293030	XP_018455754.1, XP_018481822.1, XP_018464348.1
OG0005769	Om007G292800	XP_018450562.1, XP_018450563.1
OG0005770	Om007G277370	XP_018484828.1, XP_018434074.1
OG0005771	Om007G278210	XP_018437977.1, XP_018464784.1
OG0005772	Om007G278220	XP_018462138.1, XP_018483169.1
OG0005773	Om007G279040	XP_018437496.1
OG0005774	Om007G279850	XP_018464877.1, XP_018472988.1, XP_018472980.1, XP_018463754.1
OG0005775	Om007G281830	XP_018438263.1, XP_018438536.1, XP_018434494.1, XP_018480514.1, XP_018473579.1
OG0005776	Om007G282040	XP_018473426.1, XP_018477824.1, XP_018441563.1
OG0005777	Om001G016480, Om007G283190	XP_018472682.1, XP_018441161.1
OG0005778	Om007G280360	XP_018476248.1
OG0005779	Om007G284040	XP_018475332.1, XP_018475396.1, XP_018438315.1
OG0005780	Om007G284970	XP_018483762.1, XP_018474869.1
OG0005781	Om007G284960	XP_018465719.1, XP_018437672.1, XP_018436564.1
OG0005782	Om001G030610	XP_018459244.1, XP_018459245.1, XP_018462038.1, XP_018455709.1
OG0005783	Om001G041320	XP_018485710.1
OG0005784	Om007G301900	XP_018469757.1, XP_018477026.1
OG0005785	Om002G043090	XP_018488839.1, XP_018441451.1
OG0005787	Om002G043660	XP_018440688.1, XP_018466585.1, XP_018492741.1
