Orthogroup	Odontarrhena_muralis	Brassica_napus
OG0006389	Om006G239140	XP_013724692.2, XP_013660995.2, XP_048604313.1, XP_013700489.1, XP_013643679.2, XP_013643418.2
OG0006390	Om006G238830	XP_022561828.1, XP_048604329.1
OG0006391	Om006G238550	XP_013661025.2, XP_048595389.1
OG0006392	Om006G238400	XP_013721860.2, XP_022551328.2, XP_022562880.1, XP_022543372.2
OG0006393	Om006G238340, Om006G238350	XP_013724602.2, XP_013661036.2
OG0006394	Om006G237160	XP_013736964.2, XP_048617978.1, XP_013661081.1, XP_013677624.2
OG0006395	Om006G236460	XP_048603215.1, XP_013665480.1
OG0006396	Om006G236090	XP_048603223.1, XP_048627951.1, XP_048637825.1, XP_048627805.1, XP_048627441.1, XP_048607589.1
OG0006397	Om006G235820, Om006G235830	XP_022566100.1, XP_013661107.1, XP_048607585.1, XP_013727947.1, XP_048629948.1, XP_048627929.1
OG0006398	Om006G235710	XP_022543462.2, XP_013645419.1, XP_048626663.1, XP_022547403.1, XP_013658006.2
OG0006399	Om006G235630	XP_048631189.1, XP_048629749.1, XP_013683501.2, XP_013642846.1, XP_013642174.1
OG0006400	Om006G235300	XP_013733802.1, XP_013642898.2, XP_013661176.2, XP_013707484.1
OG0006401	Om006G235000	XP_013642924.2, XP_013721088.1, XP_048595441.1, XP_048628561.1, XP_013702634.2
OG0006402	Om007G293970, Om006G234990	XP_013642925.2, XP_013721089.2, XP_013701427.1, XP_048603337.1, XP_048629739.1
OG0006403	Om006G247390	XP_013682404.1, XP_013732370.2, XP_013682714.2, XP_048603001.1
OG0006404	Om006G247800	XP_013681956.1, XP_013732152.2, XP_013746595.2, XP_013713953.2, XP_013713729.2
OG0006405	Om006G257620	XP_013737054.2, XP_048618587.1, XP_013654847.2, XP_013662994.1
OG0006406	Om006G257710	XP_013662989.2, XP_048636820.1, XP_048596995.1, XP_013669001.2, XP_013744650.2
OG0006407	Om006G257760	XP_013748737.1, XP_013662987.2, XP_013737050.2, XP_013737177.1
OG0006408	Om006G259730	XP_013737013.1, XP_013693422.1, XP_048596960.1, XP_013732953.1, XP_013745526.2
OG0006409	Om006G261570	XP_013744998.1, XP_048600300.1, XP_048622041.1, XP_013727072.1, XP_022561135.1
OG0006410	Om006G263700	XP_013672016.1, XP_013708369.1, XP_013742222.1, XP_013721664.2, XP_013685290.1, XP_022543114.1
OG0006411	Om006G267860	XP_013641304.2, XP_013642519.2
OG0006412	Om005G210960	XP_013716580.2, XP_013704588.1, XP_013652295.1, XP_013699416.1
OG0006413	Om001G031790, Om005G182060	XP_048628855.1, XP_013642486.1, XP_013721243.1
OG0006414	Om005G211950	XP_022544776.1, XP_048617066.1, XP_022560314.1, XP_022557763.1, XP_022551761.1, XP_022559870.1
OG0006415	Om004G148080	XP_048615004.1, XP_013662546.2, XP_013657147.1, XP_013657018.1
OG0006416	Om005G211890	XP_013676460.1, XP_013688537.2, XP_013649270.1, XP_022571060.2, XP_013703083.2
OG0006417	Om005G210130	XP_013716697.2
OG0006418	Om005G209760	XP_013699611.2, XP_013652317.2, XP_022551789.1, XP_013716767.2
OG0006419	Om005G209190	XP_048592031.1, XP_048591843.1, XP_013698169.2, XP_013666219.1, XP_013717004.2
OG0006420	Om005G208840	XP_013728836.2, XP_013698957.2, XP_013690905.2, XP_022567201.1
OG0006421	Om005G208440	XP_013743720.1, XP_013649241.1
OG0006422	Om005G195290	XP_013641436.2, XP_013696632.1
OG0006423	Om005G206240	XP_013702928.1, XP_013649489.1, XP_013693307.1, XP_013687936.1
OG0006424	Om008G333200, Om005G205780	XP_013649516.1, XP_013672390.1, XP_013691388.1, XP_013691683.2
OG0006425	Om004G143210	XP_013691643.2, XP_013691336.1, XP_022544896.2, XP_048617320.1
OG0006426	Om004G165120	XP_013668129.2, XP_013708925.1, XP_048625285.1, XP_048627135.1, XP_048630535.1, XP_013708924.1, XP_048625301.1, XP_013731660.2, XP_013731661.1
OG0006427	Om004G142910	XP_013701051.1, XP_013692362.2, XP_048613229.1, XP_048604405.1, XP_013729744.1
OG0006428	Om004G133730	XP_013719047.1, XP_048630567.1, XP_013714121.2, XP_013652464.1, XP_013720027.1
OG0006429	Om004G134280	XP_013693850.2, XP_013696203.1, XP_048615217.1, XP_048617490.1, XP_048617492.1, XP_013708408.1, XP_048627438.1
OG0006430	Om005G204360	XP_048591704.1, XP_048616884.1
OG0006431	Om005G200040, Om004G135100	XP_048592288.1, XP_013688403.2
OG0006432	Om004G138380	XP_013717858.2, XP_013652125.1, XP_013729645.1, XP_013672762.1, XP_048613900.1
OG0006433	Om004G137940, Om008G351040	XP_013752069.2, XP_013727795.1, XP_013649905.2, XP_013702833.1
OG0006434	Om004G138530	XP_013651283.2, XP_013700627.2, XP_013652579.1, XP_013680608.1
OG0006435	Om004G140690	XP_048615990.1, XP_013726367.2, XP_022558605.1, XP_013649660.2, XP_022560614.1
OG0006436	Om004G141750	XP_013695421.3, XP_013676605.2, XP_013649602.1, XP_013702525.1
OG0006437	Om004G142450	XP_022547524.2, XP_013676643.2, XP_013743337.1, XP_013649559.1, XP_013701023.1
OG0006438	Om004G132240	XP_013650103.1, XP_013673862.3, XP_013676895.3, XP_013648634.2, XP_013698899.1
OG0006439	Om004G132080	XP_048591689.1, XP_013701293.1, XP_022570485.1, XP_013652543.1
OG0006440	Om004G131820	XP_013702212.1, XP_013648621.1
OG0006441	Om004G130770	XP_048592419.1, XP_013727002.2, XP_048603422.1, XP_048630821.1, XP_048611817.1, XP_013708976.2
OG0006442	Om002G056690	XP_022568230.2
OG0006443	Om002G058820	XP_048595468.1, XP_013673288.1, XP_022559139.1, XP_013749758.3
OG0006444	Om003G093160	XP_013672944.2, XP_048594404.1, XP_013749001.1, XP_048630839.1, XP_013642230.2
OG0006445	Om002G060800	XP_013697294.1, XP_013702138.2, XP_022556801.1, XP_013675989.1
OG0006446	Om002G061140	XP_013702005.1, XP_013697001.1, XP_013702494.1, XP_013736310.2
OG0006447	Om002G061500	XP_013702973.2, XP_048632422.1, XP_013697145.1, XP_013702088.2, XP_048627972.1
OG0006448	Om002G062010	XP_048602163.1, XP_048594922.1, XP_048627424.1, XP_013654631.2, XP_013697784.1, XP_013749737.1
OG0006449	Om002G063610	XP_048631318.1, XP_013749558.1, XP_013697962.1, XP_013681944.1, XP_048596760.1
OG0006450	Om006G260740	XP_013680426.1, XP_048632703.1, XP_013693269.1
OG0006451	Om002G064020	XP_013653202.1, XP_013725172.2, XP_048631438.1, XP_013749575.2, XP_013713104.1
OG0006452	Om002G064070, Om003G112080	XP_022560622.2, XP_013749580.1, XP_048635662.1, XP_013707239.1, XP_048600539.1
OG0006453	Om002G064110	XP_013736515.1, XP_013681166.1, XP_048635661.1, XP_013749583.1, XP_013719070.2
OG0006454	Om002G064220	XP_013728184.1, XP_013707224.1, XP_048635657.1, XP_013749464.1, XP_013719057.2
OG0006455	Om002G064490	XP_048635646.1, XP_013639974.1, XP_013732357.1, XP_013675343.1, XP_013740101.1
OG0006456	Om002G064580	XP_013642373.2, XP_013725441.2, XP_013732366.1, XP_048635641.1, XP_022543664.1
OG0006457	Om002G064600	XP_022550915.1, XP_013642323.2, XP_022575346.1, XP_048635639.1, XP_013749492.1
OG0006458	Om002G064630	XP_013736507.1, XP_013655506.1, XP_022550920.2, XP_013642297.1
OG0006459	Om002G064760	XP_013655494.1, XP_013736498.1, XP_048635631.1, XP_048614407.1
OG0006460	Om003G101970	XP_013654703.1, XP_048621891.1, XP_048629607.1, XP_048628129.1, XP_048628102.1, XP_013707720.2
OG0006461	Om002G065120	XP_048635615.1, XP_013732539.2, XP_022570437.2, XP_013642097.1, XP_048594389.1
OG0006462	Om002G065480	XP_022574973.1, XP_013748550.1, XP_048634404.1, XP_022558409.1
OG0006463	Om002G065950	XP_048593526.1, XP_013749373.2, XP_048635592.1, XP_013744101.1
OG0006464	Om002G065990	XP_022572175.2, XP_048609124.1, XP_048600492.1, XP_013721513.2
OG0006465	Om002G066930	XP_048629387.1, XP_048600472.1, XP_013641309.1, XP_048635390.1, XP_013724528.2, XP_013672846.1
OG0006466	Om002G067610	XP_048635331.1, XP_013725006.2, XP_013721252.1, XP_013684960.1, XP_022555318.1
OG0006467	Om002G068040	XP_013693744.1, XP_013661444.2, XP_022553920.1, XP_048635299.1, XP_048614615.1
OG0006469	Om002G068710	XP_048630898.1, XP_013749296.2, XP_013678571.2, XP_013731934.2
OG0006470	Om002G068900	XP_022553064.1, XP_013716881.2, XP_048635279.1, XP_013749307.1, XP_013697365.1
OG0006471	Om002G069640	XP_048593360.1, XP_048600409.1, NP_001302498.1, XP_013743117.1
OG0006472	Om002G070540	XP_013736583.1, XP_013662079.1, XP_048609199.1, XP_013751477.1, XP_048629985.1, XP_048629982.1, XP_048635220.1
OG0006473	Om004G170860	XP_013683733.1, XP_048629067.1, XP_013647907.1, XP_013736575.3, XP_013662074.1
OG0006474	Om002G071140	XP_013749206.2, XP_048615108.1, XP_022545160.2, XP_013646731.2
OG0006476	Om002G071820	XP_013651504.1, XP_013717756.1, XP_013674174.1, XP_013746851.2
OG0006477	Om002G071870	XP_013717764.1, XP_013651499.1, XP_048592880.1, XP_048602052.1
OG0006478	Om002G072460	XP_048592788.1, XP_013672460.2, XP_013750546.1, XP_013653037.2
OG0006479	Om002G073360	XP_048632544.1, XP_048618408.1, XP_048618409.1, XP_013747713.2
OG0006480	Om002G076130	XP_013657090.2, XP_022566813.1, XP_013652934.1, XP_013707040.1
OG0006481	Om002G081660	XP_013736858.1, XP_013733466.1, XP_013747108.2, XP_013706958.1
OG0006482	Om002G042140, Om003G099620, Om002G083790	XP_013677471.1, XP_013643525.1, XP_013692848.1, XP_013727040.1
OG0006483	Om002G084250	XP_048607157.1, XP_013744352.2, XP_013690808.1
OG0006484	Om002G084560	XP_013643376.2, XP_013640419.2, XP_022549175.1, XP_013724177.1
OG0006485	Om002G086040	XP_013740553.1, XP_022547502.2, XP_013681408.1
OG0006486	Om002G085690, Om006G261250	XP_013729050.1, XP_013680219.1, XP_013652860.1, XP_013643331.1
OG0006487	Om002G085550	XP_048590969.1, XP_048607196.1, XP_013651434.2
OG0006488	Om002G087020	XP_013677909.1, NP_001302732.1, NP_001302852.1, NP_001303201.1
OG0006490	Om002G088240	XP_013733097.1, XP_048597531.1, XP_048595634.1, XP_048625888.1, XP_013675971.1, XP_013652695.1
OG0006491	Om002G088400	XP_048619628.1, XP_013652675.1
OG0006493	Om001G004000	XP_013689707.2, XP_013649884.1
OG0006494	Om003G090570	XP_013640380.1, XP_048629854.1, XP_013698731.2, XP_022569252.1, XP_013729889.2
OG0006495	Om003G091240	XP_013670376.2, XP_048594380.1, XP_013641630.1, XP_048636904.1, XP_048616682.1
OG0006496	Om003G091380	XP_048616679.1, XP_013730975.2, XP_013672993.1
OG0006497	Om003G091470	XP_013727912.2, XP_013646273.2, XP_013647205.1
OG0006498	Om003G092870	XP_048627155.1, XP_013749003.2, XP_013703594.1, XP_022576213.1, XP_013640604.1, XP_013748858.1
OG0006499	Om003G093120	XP_048616651.1, XP_048628176.1, XP_013749002.2, XP_013672954.2, XP_013655464.2
OG0006500	Om003G094890	XP_048606505.1, XP_048594426.1, XP_013752504.2, XP_013721382.2
OG0006501	Om003G095240	XP_048606501.1, XP_013723612.1, XP_048616613.1, XP_013699618.1, XP_048637745.1
OG0006502	Om003G096030	XP_048612893.1, XP_013648815.2, XP_048636965.1
OG0006503	Om003G095920	XP_013685942.2, XP_013740894.2, XP_013740258.1, XP_013740358.1, XP_048631128.1, XP_048636957.1, XP_013714164.2
OG0006504	Om003G097110	XP_048637801.1, XP_013703057.1, XP_013735826.1, XP_013714885.2
OG0006505	Om003G097750	XP_013695275.1, XP_013740905.2, XP_013749104.1, XP_048637026.1, XP_013721180.1
OG0006506	Om003G097930, Om003G097920	XP_013735863.2, XP_013715143.1, XP_022569600.2, XP_013702614.2
OG0006507	Om003G099950	XP_013640186.1, XP_013725595.1, XP_022576045.1, XP_013639868.2
OG0006508	Om003G100340	XP_013706056.1, XP_013741349.1, XP_013671756.1, XP_013701207.1
OG0006509	Om008G339850	XP_013691975.2, XP_013744870.1, XP_048636639.1, XP_013729059.1, XP_013734269.1, XP_013702419.2
OG0006510	Om008G339870	XP_013729077.3, XP_022556366.1, XP_013746199.2, XP_048636642.1, XP_013733289.2
OG0006511	Om008G339940	XP_013692342.1, XP_013744877.2, XP_048636645.1, XP_013703064.2, XP_013734266.1
OG0006512	Om008G339960	XP_013700383.1, XP_013739022.2, XP_013729076.2, XP_048610965.1, XP_013747386.2, XP_048630445.1, XP_013691484.1
OG0006513	Om006G256470	XP_013742711.1, XP_013687482.1, XP_013698860.2, XP_013663161.1
OG0006514	Om006G256430	XP_048610184.1, XP_048633987.1, XP_013663157.1, XP_048597030.1
OG0006515	Om006G252780, Om005G213580	XP_048592976.1, XP_013706232.2, XP_013700694.1, XP_013708402.2
OG0006516	Om006G251930	XP_048633911.1, XP_013742343.1, XP_048627925.1, XP_048610605.1, XP_013652725.1
OG0006517	Om006G251920	XP_013710399.2, XP_013692890.2
OG0006518	Om006G251200	XP_013659884.2, XP_048629201.1, XP_022563280.1, XP_013648007.2, XP_048592985.1
OG0006519	Om006G250480	XP_013663426.2, XP_013663291.2, XP_013742314.2, XP_013697524.1
OG0006520	Om003G119500	XP_013742196.1, XP_048633896.1, XP_013663309.2, XP_013663407.2
OG0006521	Om003G120390	XP_013706320.1, XP_013712601.1, XP_013748983.2
OG0006522	Om003G122520	XP_013712509.1, XP_013724453.1, XP_013648334.1, XP_013692460.1, XP_048620744.1
OG0006523	Om003G124680	XP_013670630.2, XP_013742069.1, XP_048620806.1, XP_048597277.1
OG0006526	Om003G127090	XP_022567803.2, XP_048616253.1, XP_013648478.2, XP_022544662.1, XP_013746319.2
OG0006527	Om003G127500	XP_022563398.2, XP_013663925.2, XP_013648492.1, XP_013740548.2, XP_013690509.2
OG0006528	Om003G128740	XP_022569406.1, XP_048634218.1, XP_013686311.1, XP_013648526.1, XP_013709616.3, XP_048597349.1
OG0006529	Om003G129060	XP_013741832.1, XP_013687205.1, XP_013709986.2, XP_048597363.1
OG0006530	Om002G066600	XP_013686136.2, XP_013736451.2, XP_013658481.1, XP_022543037.2
OG0006531	Om003G129300	XP_048609777.1, XP_013648531.1, XP_022567395.1, XP_048597370.1, XP_048597371.1, XP_013711393.2
OG0006532	Om006G256480	XP_048620261.1, XP_013745770.1, XP_048620534.1, XP_013698869.1, XP_013742713.1, XP_013687484.1
OG0006533	Om006G257120	XP_013662912.2, XP_048620502.1
OG0006533	Om001G016280	XP_048627605.1, XP_013743601.2
OG0006534	Om004G174780, Om004G174800	XP_013648840.2
OG0006536	Om002G062860	XP_022556855.2, XP_013650358.1
OG0006537	Om008G324630	XP_022572921.2, XP_013681507.1
OG0006538	Om004G134260	XP_048627439.1, XP_048615940.1, XP_048617495.1, XP_048591587.1, XP_048631271.1, XP_013708658.1, XP_013718931.1
OG0006539	Om001G023730	XP_048621760.1, XP_013670951.1, XP_048637625.1
OG0006540	Om005G185430	XP_013708448.2, XP_013657566.2, XP_048621609.1, XP_013716265.2
OG0006541	Om005G203250	XP_013669937.2, XP_013651632.2, XP_013708420.2, XP_013722085.1, XP_013642270.2, XP_048612718.1
OG0006542	Om005G211090	XP_013658803.1, XP_013705685.2, XP_013701292.2, XP_013652287.1, XP_013652245.2, XP_013731631.1
OG0006543	Om004G159260	XP_013679621.1, XP_013739202.2, XP_013722773.2, XP_013731949.2
OG0006544	Om002G071100	XP_022559640.1, XP_013751683.1, XP_048635201.1, XP_048632524.1, XP_048609210.1
OG0006548	Om005G220480	XP_048630165.1, XP_048630933.1, XP_048631559.1, XP_048629790.1, XP_048629792.1, XP_048629023.1, XP_048629049.1, XP_048629795.1, XP_048629798.1
OG0006549	Om001G009360	XP_048596775.1, XP_013740433.1, XP_013701026.1, XP_048618624.1, XP_013741428.2
OG0006551	Om005G186670	XP_022574297.1
OG0006555	Om002G071150	XP_048608319.1, XP_048635426.1, XP_048600217.1, XP_013742216.2
OG0006556	Om001G002450	XP_013668878.1
OG0006558	Om002G048530	XP_048636064.1
OG0006558	Om008G351470	XP_048596349.1, XP_022565728.1
OG0006564	Om001G014730	XP_048607072.1
OG0006571	Om001G023050	XP_048593671.1, XP_013712050.1, XP_022559011.2, NP_001302600.1, XP_013707714.2
OG0006572	Om001G023250	XP_013703370.2, XP_013685578.1, XP_048601381.1, XP_013668247.2
OG0006573	Om001G023350	XP_013711504.1, XP_013656352.1, XP_013670978.2, XP_013670979.2, XP_013706840.1, XP_013685579.1
OG0006574	Om001G024010, Om001G024000	XP_013681545.2, XP_013661493.2, XP_013676611.1, XP_048637503.1
OG0006575	Om001G024070	XP_013692396.2, XP_013670819.2, XP_013661494.2, XP_013681554.2
OG0006576	Om001G024720	XP_048637298.1, XP_013696961.1, XP_013681637.2, XP_048620474.1
OG0006577	Om001G025200	XP_013703989.1, XP_048620561.1, XP_013713949.1, XP_013667788.1
OG0006578	Om004G176550	XP_013644278.2, XP_022543520.2, XP_022552859.2, XP_048630525.1, XP_013725169.2
OG0006579	Om001G026240	XP_013706456.2, XP_013668574.2, XP_013706457.1, XP_013741634.1
OG0006580	Om001G027460	XP_013705427.2, XP_022562147.2, XP_022555894.2, XP_022545736.2
OG0006581	Om001G027670	XP_022561645.2, XP_013716728.1, XP_013652518.2, XP_013669766.1
OG0006582	Om001G027830	XP_022555893.2, XP_048594865.1, XP_022569279.2, XP_013670772.2
OG0006583	Om001G028730	XP_022572748.1, XP_013751272.1
OG0006584	Om001G029020	XP_013697474.1, XP_013665316.2, XP_048594852.1, XP_022553424.2
OG0006585	Om001G029520	XP_013685812.1, XP_048594847.1, XP_013670680.2, XP_013703474.2
OG0006586	Om005G200570	XP_048614201.1, XP_013641845.2, XP_013664408.1, XP_013664627.1
OG0006587	Om001G029700	XP_013656287.2, XP_022555852.1, XP_048601164.1, XP_013661552.2
OG0006589	Om001G031480	XP_013735205.2, XP_013656012.2, XP_048619293.1, XP_022572765.2
OG0006590	Om001G031740	XP_013738410.2, XP_022562683.1, XP_013656208.1, XP_013656237.1
OG0006591	Om001G031950	XP_013657703.1, XP_013735221.2
OG0006592	Om001G033050	XP_013656174.2, XP_013666765.1, XP_048628412.1, XP_022569991.1, XP_013648908.1
OG0006593	Om001G033390	XP_013731041.1, XP_022550176.2, XP_048606326.1, XP_048594793.1
OG0006594	Om001G033590	XP_013724983.2, XP_022562711.1
OG0006595	Om001G033600	XP_013670604.2, XP_013731020.2, XP_013724995.2, XP_022572803.1
OG0006596	Om001G033740	XP_013717993.2, XP_013732491.1, XP_013670595.1, XP_013750351.1
OG0006597	Om001G034250	XP_013718079.2, XP_013718078.2
OG0006598	Om007G291740	XP_013644569.1, XP_048594561.1, XP_013691232.2, XP_048592544.1, XP_013722674.1
OG0006599	Om007G276820	XP_048635490.1, XP_048614479.1, XP_048635157.1, XP_013656878.1, XP_013662293.1
OG0006600	Om007G276490	XP_013671340.1, XP_013733804.1, XP_013741991.2, XP_013737190.1
OG0006601	Om007G276260	XP_048626204.1, XP_048623484.1, XP_013671361.1, XP_013655783.2
OG0006602	Om007G276250	XP_013741300.2, XP_013737342.2, XP_013721599.2, XP_013669899.2
OG0006603	Om007G276020	XP_013705506.1, XP_048632755.1, XP_013646639.1, XP_013731302.2
OG0006604	Om008G338150	XP_013683547.2, XP_013740514.1, XP_013680528.1, XP_013662092.2
OG0006605	Om003G098950	XP_022568423.1, XP_022548025.2
OG0006606	Om005G187910	XP_013657705.1, XP_013750851.1, XP_013693437.1, XP_013640982.2
OG0006607	Om005G219630	XP_013670174.1, XP_013748752.2, XP_048610621.1, XP_048595850.1, XP_013651543.1
OG0006608	Om005G189090	XP_048638077.1, XP_013653087.2, XP_013657763.1, XP_013750783.2
OG0006609	Om005G222120	XP_013672279.3, XP_013670394.1, XP_048601761.1
OG0006610	Om005G190310	XP_048638121.1, XP_048613946.1, XP_013712449.2, XP_013712364.2
OG0006611	Om005G190410	XP_048613951.1, XP_048638132.1, XP_013657437.1, XP_013662136.2
OG0006612	Om005G190930	XP_048594203.1, XP_013711553.1, XP_013641203.2, XP_013675412.2
OG0006613	Om005G195750	XP_013669455.2, XP_048614063.1, XP_048597676.1, XP_013712182.2
OG0006615	Om003G096600	XP_013712923.1, XP_013699324.2, XP_013714105.1, XP_013670183.1
OG0006616	Om006G275090, Om008G351110	XP_048619760.1, XP_013684754.1, XP_013729244.1, XP_013729222.2
OG0006617	Om006G274260	XP_048637226.1, XP_013705517.2, XP_013647320.1, XP_013740626.2, XP_022552738.1
OG0006618	Om005G193840	XP_013657358.1, XP_013677812.2, XP_013664668.2, XP_013712420.1
OG0006619	Om005G193710	XP_013641372.2, XP_013676299.1, XP_048627118.1, XP_013712286.2, XP_048621253.1, XP_013664661.2
OG0006620	Om006G273510	XP_013644800.2, XP_013750556.1, XP_013714527.2
OG0006621	Om006G273310	XP_013705352.1, XP_013647531.2
OG0006622	Om006G272900	XP_048624658.1, XP_022570852.1, XP_013677407.2, XP_013644822.1
OG0006623	Om006G272530	XP_013644745.1, XP_013705136.2, XP_013677529.1, XP_013721036.1
OG0006624	Om006G272490	XP_048631557.1, XP_048600486.1, XP_022560354.1, XP_013644741.2, XP_013706614.2, XP_048602883.1
OG0006625	Om006G272140	XP_013698472.1, XP_048631551.1, XP_013662306.1, XP_013644716.2, XP_013705708.2
OG0006626	Om006G272100	XP_013655410.2, XP_013711141.2, XP_013662305.1, XP_013698461.1, XP_048631552.1
OG0006627	Om006G271820	XP_013710607.1
OG0006629	Om006G271140	XP_048591332.1, XP_048618058.1, XP_013677548.2, XP_013697844.2
OG0006630	Om006G271120	XP_048600877.1, XP_048602932.1, XP_013703554.2, XP_048618060.1
OG0006631	Om006G269840	XP_013697623.2, XP_013692197.2, XP_048618094.1, XP_013711222.2
OG0006632	Om008G334190	XP_013690116.1, XP_048591295.1, XP_013698075.2, XP_013692437.1
OG0006633	Om004G167380	XP_013644537.2, XP_022565631.1, XP_048631470.1, XP_013717889.2, XP_048627528.1
OG0006634	Om006G269520	XP_013659103.2, XP_022564926.2, XP_048630508.1, XP_048627525.1, XP_013675257.2
OG0006635	Om003G116210	XP_013719411.1, XP_048598784.1, XP_048607487.1, XP_013733641.1, XP_013640714.1
OG0006636	Om005G215510	XP_013685957.1, XP_013688306.1, XP_013751812.1, XP_048616489.1, XP_048616493.1
OG0006637	Om005G215570	XP_013722379.2, XP_048616147.1, XP_013698526.1, XP_022559682.1
OG0006638	Om005G215600	XP_013722374.1, XP_048591901.1, XP_013641942.2, XP_013703058.2
OG0006639	Om002G087180	XP_013744444.1, XP_013670908.1
OG0006640	Om003G106420	XP_013706946.1, XP_013722458.1, XP_013686316.2, XP_048630979.1, XP_013683660.2
OG0006641	Om005G215810	XP_048595684.1, XP_013664522.1, XP_013661508.2, XP_022568896.1
OG0006642	Om006G232080	XP_022569485.2, XP_013649298.2, XP_013648978.2, XP_013696853.1
OG0006643	Om007G318450	XP_013743483.2, XP_013672019.1, XP_048592934.1, XP_022567643.1
OG0006644	Om005G227190	XP_013686114.1, XP_013747682.1, XP_013661551.2, XP_013688462.1
OG0006645	Om005G225980	XP_013659334.1, XP_013673443.1
OG0006646	Om005G225620	XP_013716597.1, XP_013726431.1, XP_013673463.1, XP_048625913.1
OG0006647	Om008G329330	XP_013683634.2
OG0006648	Om002G051570	XP_048635995.1, XP_022575603.2, XP_013724076.3, XP_048612497.1
OG0006649	Om002G051620	XP_048600758.1, XP_013724134.2, XP_022575599.1, XP_048615288.1
OG0006650	Om001G034740	XP_013643267.1, XP_022561138.1, XP_048619344.1
OG0006651	Om002G051800	XP_048611859.1, XP_013724138.2, XP_048606145.1, XP_013736062.2
OG0006652	Om004G174710	XP_013707500.1, XP_013668322.1
OG0006653	Om002G052870	XP_013736019.2, XP_013684607.1, XP_048635968.1, XP_013703757.1
OG0006654	Om002G053610	XP_048632326.1, XP_013672776.1, XP_013750225.2
OG0006655	Om002G053880	XP_013714647.1, XP_048613330.1, XP_013750329.1, XP_013750237.2
OG0006656	Om002G054200	XP_013750247.2, XP_013750344.1, XP_013714572.1, XP_013730876.2
OG0006657	Om002G054310	XP_048635933.1, XP_013750157.1, XP_013675196.1, XP_048609224.1
OG0006658	Om002G054300	XP_013647549.2, XP_013640204.2, XP_013640177.1
OG0006659	Om002G054870	XP_013750130.1, XP_022575517.2, XP_013719061.1, XP_013732104.2
OG0006660	Om002G055200	XP_048607921.1, XP_013673265.2, XP_022575496.2, XP_013750085.1
OG0006661	Om002G055290	XP_013708022.2, XP_013750092.1, XP_013644764.1, XP_013651954.1
OG0006662	Om002G055430	XP_013644776.1, XP_013648194.2, XP_013712477.1, XP_013750097.1
OG0006663	Om002G055680	XP_013676669.1, XP_013714074.2, XP_013640164.1, XP_013710444.1
OG0006664	Om002G055780	XP_013697708.2, XP_013648206.1, XP_013714909.1, XP_013646963.1
OG0006665	Om002G056180	XP_013646822.2, XP_022567038.2, XP_013648221.1, XP_013693309.1
OG0006666	Om003G109350	XP_013712308.1, XP_013730738.1, XP_022571835.1, XP_013684025.1
OG0006667	Om006G241740	XP_013730861.2, NP_001302619.1, XP_048605604.1, XP_013675995.1
OG0006668	Om007G285870	XP_013656503.1, XP_013735585.1, XP_013739604.2, XP_013671264.1
OG0006669	Om003G112030	XP_013682859.1, XP_013683307.1, XP_013671079.1, XP_013702961.2
OG0006670	Om003G112450	XP_013708231.2, XP_048604064.1, XP_048598178.1
OG0006671	Om003G113640	XP_013702696.1, XP_013688309.1, XP_013714930.2, XP_013687506.2
OG0006672	Om003G113730	XP_013714262.1, XP_013687550.2, XP_013702352.1
OG0006673	Om003G114400	XP_013710479.1, XP_013687878.2, XP_013662781.1
OG0006674	Om003G114380	XP_013715613.2, XP_022551722.2, XP_013710116.1, XP_013726797.2
OG0006675	Om003G114850	XP_013715030.2, XP_048604525.1, XP_013682790.2, XP_022570427.2
OG0006676	Om003G115850	XP_013733529.1, XP_013733892.2, XP_048624710.1, XP_013730839.2
OG0006677	Om003G115440	XP_013714574.1, XP_013666774.1
OG0006678	Om002G043340	XP_048598771.1, XP_013719409.1, XP_048607516.1, XP_048603132.1
OG0006679	Om003G116100	XP_022548713.1, XP_022566733.1
OG0006680	Om003G116180	XP_022548976.1, XP_013719358.1, XP_013640715.1, XP_013733631.1
OG0006681	Om003G116340	XP_013719363.1, XP_048598789.1, XP_013675665.1, XP_013717134.1
OG0006682	Om003G116780	XP_048624588.1, XP_048598799.1, XP_048607407.1, XP_048608293.1, XP_013646825.1
OG0006684	Om003G117780	XP_013714543.2, XP_013666908.1, XP_013686889.1, XP_048621019.1
OG0006685	Om003G118550	XP_048624670.1, XP_048598841.1, XP_048608262.1, XP_022569866.2
OG0006686	Om003G119160	XP_048603088.1, XP_013685206.2, XP_013677517.1, XP_013666989.2
OG0006687	Om006G249660	XP_013667042.1, XP_013712703.1, XP_013684566.2, XP_048608214.1, XP_048628815.1
OG0006688	Om006G249540	XP_013667054.1, XP_013698109.1, XP_013732972.1, XP_013682605.2
OG0006689	Om006G249250	XP_013740321.1, XP_022566625.1
OG0006690	Om006G249040	XP_048628717.1, NP_001302783.1
OG0006691	Om007G313250	XP_013707033.2, XP_013644252.1, XP_022547388.2, XP_048625604.1
OG0006692	Om004G161990	XP_048625840.1, XP_013674566.1, XP_048625198.1, XP_013666230.1, XP_013706050.1, XP_013712665.1
OG0006693	Om004G162060	XP_022554484.1, XP_022566397.2, XP_013728218.1, XP_013674556.2
OG0006694	Om004G162190	XP_013668031.2, XP_013667992.1, XP_013752219.1, XP_013728244.1
OG0006695	Om004G162270	XP_013668020.1, XP_013720806.2, XP_013716135.2, XP_013752193.1
