Orthogroup	Odontarrhena_muralis	Cardamine_amara
OG0008602	Om006G270730	evm.model.RL_7.2154
OG0008603	Om006G269640	evm.model.RL_7.2152
OG0008604	Om003G095770	evm.model.RL_7.2080
OG0008605	Om001G002970	evm.model.RL_7.2078
OG0008606	Om005G213770	evm.model.RL_3.1006
OG0008608	Om005G214640	evm.model.RL_3.957
OG0008609	Om005G215170	evm.model.RL_3.920
OG0008610	Om005G228900, Om001G018280	evm.model.RL_3.10
OG0008611	Om005G228850	evm.model.RL_3.14
OG0008612	Om005G228450	evm.model.RL_3.39
OG0008613	Om005G228380	evm.model.RL_3.41
OG0008614	Om005G227760	evm.model.RL_3.77
OG0008615	Om005G227230	evm.model.RL_3.87
OG0008616	Om005G226980	evm.model.RL_1.2923, evm.model.RL_3.100
OG0008617	Om005G226120	evm.model.RL_3.164
OG0008618	Om005G226130	evm.model.RL_3.163
OG0008619	Om005G225580	evm.model.RL_3.186
OG0008620	Om004G165100, Om005G224970	evm.model.RL_3.228
OG0008621	Om002G056430	evm.model.RL_1.1163
OG0008622	Om006G249290	evm.model.RL_8.1823
OG0008623	Om008G328440	evm.model.RL_6.2253
OG0008624	Om008G328850	evm.model.RL_6.2225
OG0008625	Om008G328700	evm.model.RL_6.2232
OG0008626	Om002G051840	evm.model.RL_1.841
OG0008627	Om004G174060	evm.model.RL_4.3168
OG0008628	Om002G053100	evm.model.RL_1.932
OG0008629	Om002G053780	evm.model.RL_1.980
OG0008630	Om002G054060	evm.model.RL_1.999
OG0008631	Om002G054250	evm.model.RL_1.1008
OG0008632	Om002G054960	evm.model.RL_1.1055
OG0008633	Om002G055020	evm.model.RL_1.1060
OG0008634	Om002G055470	evm.model.RL_1.1097
OG0008635	Om002G055550	evm.model.RL_1.1107
OG0008636	Om002G055590	evm.model.RL_1.1108.1.687c87ec
OG0008637	Om002G055800	evm.model.RL_1.1125
OG0008638	Om002G056080	evm.model.RL_1.1140
OG0008639	Om003G109510	evm.model.RL_8.1060
OG0008640	Om003G111230	evm.model.RL_8.1135
OG0008641	Om002G055580	evm.model.RL_8.1151, evm.model.RL_2.1745
OG0008643	Om003G111620	evm.model.RL_8.1191
OG0008644	Om003G111590	evm.model.RL_8.1194
OG0008645	Om003G112000	evm.model.RL_8.1209
OG0008646	Om003G112880	evm.model.RL_8.1269
OG0008647	Om003G112950	evm.model.RL_8.1281
OG0008649	Om003G114150	evm.model.RL_8.1385
OG0008650	Om003G114580	evm.model.RL_8.1413.2.687c855b
OG0008651	Om003G114340	evm.model.RL_8.1402
OG0008652	Om003G114290	evm.model.RL_8.1397
OG0008653	Om003G115050	evm.model.RL_8.1444.1.687c97c0
OG0008655	Om003G115140	evm.model.RL_8.1453
OG0008657	Om003G115740	evm.model.RL_8.1502
OG0008658	Om003G115370	evm.model.RL_8.1466
OG0008659	Om003G115890	evm.model.RL_8.1514
OG0008660	Om003G115960	evm.model.RL_8.1523
OG0008661	Om003G116040	evm.model.RL_8.1528
OG0008662	Om003G116760	evm.model.RL_8.1588
OG0008663	Om003G116980	evm.model.RL_8.1604
OG0008664	Om003G117060	evm.model.RL_8.1614
OG0008665	Om003G117560	evm.model.RL_8.1637
OG0008666	Om003G117640	evm.model.RL_8.1645
OG0008667	Om003G117650	evm.model.RL_8.1646
OG0008669	Om003G118750	evm.model.RL_8.1710
OG0008670	Om003G118790	evm.model.RL_8.1712
OG0008671	Om006G250450	evm.model.RL_8.1730
OG0008672	Om006G250280	evm.model.RL_8.1746
OG0008673	Om006G250250	evm.model.RL_8.1748
OG0008674	Om006G249900	evm.model.RL_8.1774
OG0008675	Om006G249710	evm.model.RL_8.1788
OG0008676	Om006G249630	evm.model.RL_8.1795
OG0008677	Om006G249500	evm.model.RL_8.1806
OG0008678	Om006G249050	evm.model.RL_8.1838
OG0008679	Om006G248420	evm.model.RL_8.1862
OG0008680	Om006G248170	evm.model.RL_8.1878
OG0008681	Om006G248160	evm.model.RL_8.1879
OG0008682	Om007G312900	evm.model.RL_4.740
OG0008683	Om007G313190	evm.model.RL_4.750
OG0008684	Om007G313110	evm.model.RL_4.751
OG0008685	Om004G161540	evm.model.RL_4.2295
OG0008686	Om004G161560	evm.model.RL_4.2297
OG0008687	Om004G161830	evm.model.RL_4.2314
OG0008688	Om004G161900	evm.model.RL_4.2317
OG0008689	Om004G161920	evm.model.RL_4.2318
OG0008690	Om004G161980	evm.model.RL_4.2323
OG0008691	Om004G162370	evm.model.RL_4.2350
OG0008692	Om004G162380	evm.model.RL_4.2354
OG0008693	Om004G162580	evm.model.RL_4.2367
OG0008694	Om004G162890	evm.model.RL_4.2389
OG0008695	Om004G163120	evm.model.RL_4.2402
OG0008696	Om004G163160	evm.model.RL_4.2404
OG0008697	Om005G196780, Om004G163260	evm.model.RL_4.2412
OG0008698	Om004G164010	evm.model.RL_4.2456
OG0008699	Om004G164990	evm.model.RL_4.2512
OG0008700	Om004G165380	evm.model.RL_4.2532
OG0008702	Om004G165870	evm.model.RL_4.2562
OG0008703	Om004G166270	evm.model.RL_4.2594
OG0008704	Om004G166480	evm.model.RL_4.2617
OG0008705	Om004G166640	evm.model.RL_4.2622
OG0008706	Om004G166940	evm.model.RL_4.2653
OG0008707	Om004G167260	evm.model.RL_4.2678
OG0008708	Om004G167290	evm.model.RL_4.2680
OG0008709	Om004G167550	evm.model.RL_4.2704
OG0008710	Om004G167810	evm.model.RL_4.2726
OG0008711	Om004G168110	evm.model.RL_4.2757
OG0008712	Om004G168190	evm.model.RL_4.2761
OG0008713	Om004G168310	evm.model.RL_4.2769
OG0008714	Om004G168560	evm.model.RL_4.2788
OG0008715	Om001G000060	evm.model.RL_2.1275
OG0008716	Om001G000620	evm.model.RL_2.1316
OG0008717	Om001G000660	evm.model.RL_2.1321
OG0008718	Om001G000890	evm.model.RL_2.1331
OG0008721	Om001G001100	evm.model.RL_2.1351
OG0008723	Om001G002820	evm.model.RL_2.1435
OG0008724	Om008G358220	evm.model.RL_4.291
OG0008725	Om001G003570	evm.model.RL_2.1474
OG0008726	Om001G003640	evm.model.RL_2.1477
OG0008727	Om001G004100	evm.model.RL_2.1495
OG0008728	Om001G004190	evm.model.RL_2.1502
OG0008729	Om003G120630, Om001G004320	evm.model.RL_2.1512
OG0008730	Om001G005360	evm.model.RL_2.1549
OG0008731	Om001G005410	evm.model.RL_2.1552
OG0008732	Om001G005600	evm.model.RL_2.1567
OG0008733	Om001G006170	evm.model.RL_4.415
OG0008734	Om001G006620	evm.model.RL_2.1611
OG0008735	Om001G006910	evm.model.RL_2.1627
OG0008738	Om001G009230	evm.model.RL_2.1764
OG0008739	Om008G352910	evm.model.RL_8.555
OG0008740	Om001G009450	evm.model.RL_2.1778.1.687c86e3
OG0008741	Om001G009730	evm.model.RL_2.1794
OG0008743	Om001G009920	evm.model.RL_2.1810
OG0008744	Om001G010100	evm.model.RL_2.1818
OG0008745	Om001G010640	evm.model.RL_2.1862
OG0008746	Om005G207650	evm.model.RL_3.1442.3.687c84bc
OG0008747	Om001G011210	evm.model.RL_2.1902
OG0008748	Om008G347670	evm.model.RL_8.747
OG0008749	Om001G012370	evm.model.RL_5.2614
OG0008750	Om001G012950, Om001G012880, Om001G012800	evm.model.RL_5.2560
OG0008751	Om001G013230	evm.model.RL_5.2549
OG0008752	Om001G013340	evm.model.RL_5.2542
OG0008753	Om001G013500	evm.model.RL_5.2523
OG0008754	Om001G014030	evm.model.RL_5.2470
OG0008755	Om001G015240	evm.model.RL_5.2327
OG0008756	Om008G321100	evm.model.RL_5.2328
OG0008757	Om007G287410	evm.model.RL_5.3130
OG0008758	Om007G287570	evm.model.RL_5.2295
OG0008759	Om007G288190	evm.model.RL_5.3104
OG0008760	Om007G288620	evm.model.RL_5.3068
OG0008761	Om004G141210	evm.model.RL_3.1739
OG0008762	Om007G289540	evm.model.RL_5.3002
OG0008763	Om007G289570	evm.model.RL_5.2997
OG0008764	Om007G290190	evm.model.RL_5.2954
OG0008765	Om007G291320	evm.model.RL_5.2868
OG0008766	Om007G291550	evm.model.RL_5.2850
OG0008767	Om007G291620	evm.model.RL_5.2844
OG0008768	Om007G291700	evm.model.RL_5.2835
OG0008769	Om001G035090	evm.model.RL_2.3095
OG0008770	Om001G035190	evm.model.RL_2.3100
OG0008771	Om001G035600	evm.model.RL_2.3129
OG0008772	Om001G036250	evm.model.RL_2.3169
OG0008774	Om001G037230	evm.model.RL_2.3221
OG0008775	Om001G037410	evm.model.RL_2.3233
OG0008776	Om001G037630	evm.model.RL_2.3239
OG0008777	Om001G037720	evm.model.RL_2.3243
OG0008778	Om001G038760	evm.model.RL_2.3292.1.687c86e8
OG0008779	Om001G038780	evm.model.RL_2.3294
OG0008780	Om001G039170	evm.model.RL_2.3315.1.687c86e8
OG0008782	Om001G039350	evm.model.RL_2.3326
OG0008783	Om001G039730	evm.model.RL_2.3354
OG0008784	Om001G040550	evm.model.RL_2.3406
OG0008785	Om001G021050	evm.model.RL_4.2491, evm.model.RL_2.2277.3.687c86e5
OG0008786	Om007G313540	evm.model.RL_2.569
OG0008787	Om007G313740	evm.model.RL_2.547
OG0008788	Om007G314550	evm.model.RL_2.405
OG0008790	Om007G315290	evm.model.RL_2.300
OG0008791	Om007G291690	evm.model.RL_8.59, evm.model.RL_5.2836
OG0008793	Om007G277130	evm.model.RL_5.2747
OG0008794	Om008G338300	evm.model.RL_6.1656
OG0008796	Om008G340590	evm.model.RL_6.1485
OG0008798	Om008G341550	evm.model.RL_4.590.1.687c86cf
OG0008799	Om008G341830	evm.model.RL_4.613.1.687c86cf
OG0008800	Om008G321700	evm.model.RL_6.2710
OG0008801	Om002G059240	evm.model.RL_4.705
OG0008802	Om008G347710	evm.model.RL_8.746
OG0008803	Om004G150640, Om008G350960	evm.model.RL_8.665
OG0008804	Om008G352270	evm.model.RL_8.574_evm.model.RL_8.577
OG0008805	Om008G351990	evm.model.RL_8.558.2.687c8557
OG0008806	Om008G353160	evm.model.RL_8.547
OG0008807	Om008G353240	evm.model.RL_8.544
OG0008809	Om008G354390	evm.model.RL_8.451
OG0008810	Om008G355150	evm.model.RL_8.418
OG0008811	Om008G355230	evm.model.RL_2.1631
OG0008812	Om008G356190	evm.model.RL_4.414
OG0008813	Om008G356230	evm.model.RL_4.409
OG0008814	Om008G356790	evm.model.RL_4.382
OG0008815	Om008G357350, Om008G357370	evm.model.RL_4.351
OG0008816	Om008G358100	evm.model.RL_4.300
OG0008817	Om008G358910	evm.model.RL_4.244
OG0008818	Om008G358990	evm.model.RL_4.238
OG0008819	Om008G361420	evm.model.RL_4.138
OG0008820	Om008G361470	evm.model.RL_4.133
OG0008821	Om008G361840	evm.model.RL_4.97
OG0008822	Om008G362840	evm.model.RL_4.16
OG0008823	Om008G362850	evm.model.RL_4.15
OG0008824	Om003G106180	evm.model.RL_2.614
OG0008825	Om008G340160	evm.model.RL_2.769
OG0008826	Om003G104390, Om003G104370	evm.model.RL_2.818
OG0008827	Om003G104320	evm.model.RL_2.823.1.687c86e1, evm.model.RL_6.1337
OG0008829	Om002G073410	evm.model.RL_1.2324
OG0008830	Om003G103330	evm.model.RL_2.929
OG0008831	Om003G103200	evm.model.RL_2.946
OG0008833	Om003G102450	evm.model.RL_2.1005.1.687c86e2
OG0008834	Om003G101900	evm.model.RL_2.1042
OG0008835	Om003G101830	evm.model.RL_2.1047
OG0008836	Om003G101490	evm.model.RL_1.2900
OG0008837	Om003G101410	evm.model.RL_2.1078
OG0008839	Om008G333270	evm.model.RL_7.2103, evm.model.RL_2.96
OG0008840	Om007G317230	evm.model.RL_2.52
OG0008841	Om007G317930	evm.model.RL_2.104
OG0008842	Om007G317910	evm.model.RL_2.102
OG0008843	Om007G318250, Om002G077370	evm.model.RL_2.153
OG0008844	Om007G318390	evm.model.RL_2.180
OG0008845	Om007G318480	evm.model.RL_2.188
OG0008846	Om008G318740	evm.model.RL_6.2952
OG0008847	Om008G318820	evm.model.RL_6.2945
OG0008848	Om008G318860	evm.model.RL_6.2941
OG0008849	Om008G320400	evm.model.RL_6.2814
OG0008850	Om008G320570	evm.model.RL_6.2807
OG0008851	Om008G320740	evm.model.RL_6.2795
OG0008852	Om008G321180	evm.model.RL_6.2759
OG0008853	Om008G321270	evm.model.RL_6.2752
OG0008854	Om008G321660	evm.model.RL_6.2712
OG0008855	Om008G322180	evm.model.RL_6.2677
OG0008856	Om008G322370	evm.model.RL_6.2654
OG0008857	Om008G322540	evm.model.RL_6.2646
OG0008858	Om008G322670	evm.model.RL_6.2639
OG0008859	Om003G124800	evm.model.RL_7.343
OG0008860	Om008G323890	evm.model.RL_6.2544
OG0008861	Om008G324020	evm.model.RL_6.2530
OG0008862	Om008G324070	evm.model.RL_6.2526
OG0008863	Om008G324090, Om008G324100	evm.model.RL_6.2525
OG0008864	Om008G324480	evm.model.RL_6.2505
OG0008865	Om008G325390	evm.model.RL_6.2456
OG0008866	Om008G325740	evm.model.RL_6.2431
OG0008867	Om003G123190	evm.model.RL_7.451.5.687c84b4
OG0008868	Om008G326290	evm.model.RL_6.2394
OG0008869	Om008G326710	evm.model.RL_6.2364
OG0008870	Om008G326750	evm.model.RL_6.2362
OG0008871	Om008G326780	evm.model.RL_6.2358
OG0008872	Om004G163340, Om004G163310, Om004G163320	evm.model.RL_4.2416
OG0008873	Om008G327560	evm.model.RL_6.2312
OG0008874	Om008G327340	evm.model.RL_6.2299
OG0008875	Om008G327940	evm.model.RL_6.2277
OG0008876	Om008G327960	evm.model.RL_6.2276
OG0008877	Om004G176650	evm.model.RL_1.3088, evm.model.RL_4.3373
OG0008878	Om004G176500	evm.model.RL_4.3359
OG0008879	Om004G176440	evm.model.RL_4.3354
OG0008880	Om004G176250	evm.model.RL_4.3341
OG0008881	Om004G175690	evm.model.RL_4.3298
OG0008882	Om004G175300	evm.model.RL_4.3266
OG0008883	Om004G174700	evm.model.RL_4.3225
OG0008884	Om004G173940	evm.model.RL_4.3164
OG0008885	Om004G173810	evm.model.RL_4.3154
OG0008886	Om004G173620	evm.model.RL_4.3137
OG0008887	Om004G173210	evm.model.RL_4.3110
OG0008888	Om006G241060	evm.model.RL_4.1713.1.687c86d5
OG0008889	Om006G241240	evm.model.RL_4.1687
OG0008890	Om006G241180	evm.model.RL_4.1682
OG0008891	Om006G241350	evm.model.RL_4.1676
OG0008892	Om006G241850	evm.model.RL_4.1633
OG0008893	Om006G241860	evm.model.RL_4.1631
OG0008894	Om006G241370	evm.model.RL_4.1674
OG0008895	Om006G242230	evm.model.RL_4.1599
OG0008896	Om006G237370	evm.model.RL_8.2154
OG0008897	Om006G242730	evm.model.RL_4.1562
OG0008898	Om006G242780	evm.model.RL_4.1560
OG0008899	Om006G243030	evm.model.RL_4.1540.1.687c86d4
OG0008900	Om006G243090, Om001G001950	evm.model.RL_4.1534
OG0008901	Om006G243210	evm.model.RL_4.1531
OG0008902	Om006G243340	evm.model.RL_4.1520
OG0008903	Om006G243750	evm.model.RL_4.1480
OG0008904	Om006G243780	evm.model.RL_4.1475
OG0008905	Om006G244310	evm.model.RL_4.1440
OG0008906	Om006G244540	evm.model.RL_4.1422
OG0008907	Om006G244630	evm.model.RL_8.2138
OG0008908	Om006G245200	evm.model.RL_8.2100
OG0008909	Om006G233680	evm.model.RL_8.2458
OG0008911	Om006G245490	evm.model.RL_8.2070
OG0008912	Om006G245600	evm.model.RL_8.2065
OG0008913	Om006G245710	evm.model.RL_8.2057
OG0008914	Om006G245740	evm.model.RL_8.2053
OG0008915	Om006G246650	evm.model.RL_8.2002
OG0008916	Om006G246750	evm.model.RL_8.1989
OG0008917	Om006G245980	evm.model.RL_8.1442
OG0008917	Om006G245970	evm.model.RL_8.2037
OG0008918	Om006G246500	evm.model.RL_8.2008
OG0008919	Om006G246860	evm.model.RL_8.1981.1.687c855e
OG0008920	Om006G247030	evm.model.RL_8.1977
OG0008921	Om006G247100	evm.model.RL_8.1973
OG0008922	Om006G233800	evm.model.RL_8.2447
OG0008923	Om006G233740	evm.model.RL_8.2453.1.687c8561
OG0008924	Om005G186160	evm.model.RL_5.677
OG0008925	Om006G233610	evm.model.RL_8.2473
OG0008927	Om006G233160	evm.model.RL_8.2514
OG0008928	Om006G232770	evm.model.RL_8.2547
OG0008929	Om006G232610	evm.model.RL_8.2561
OG0008930	Om006G232300	evm.model.RL_8.2587
OG0008932	Om006G232140	evm.model.RL_8.2597
OG0008933	Om006G231140	evm.model.RL_8.2686
OG0008934	Om006G230990	evm.model.RL_8.2696
OG0008935	Om006G230780	evm.model.RL_8.2715
OG0008936	Om006G230600	evm.model.RL_8.2726
OG0008937	Om006G230210	evm.model.RL_8.2762
OG0008938	Om006G229990	evm.model.RL_8.2777
OG0008939	Om006G229970	evm.model.RL_8.2779
OG0008940	Om006G229840	evm.model.RL_8.2791
OG0008941	Om006G229650	evm.model.RL_8.2804
OG0008942	Om006G229550	evm.model.RL_8.2811
OG0008943	Om006G229510	evm.model.RL_8.2813
OG0008944	Om006G229350	evm.model.RL_8.2821
OG0008945	Om006G229190	evm.model.RL_8.2843
OG0008946	Om006G228990	evm.model.RL_8.2863
OG0008947	Om004G157770	evm.model.RL_8.85
OG0008948	Om005G178150	evm.model.RL_8.2887
OG0008949	Om004G157550	evm.model.RL_8.55
OG0008950	Om004G157410	evm.model.RL_8.45
OG0008951	Om004G157360	evm.model.RL_8.42
OG0008952	Om004G158030	evm.model.RL_8.103
OG0008954	Om004G158620	evm.model.RL_8.229
OG0008955	Om004G159280	evm.model.RL_8.162
OG0008956	Om004G159390	evm.model.RL_6.514
OG0008957	Om004G159590	evm.model.RL_8.247
OG0008958	Om004G160270	evm.model.RL_8.298
OG0008959	Om004G160370	evm.model.RL_8.308
OG0008960	Om004G160730	evm.model.RL_8.342
OG0008961	Om004G160750	evm.model.RL_8.344
OG0008962	Om007G278370	evm.model.RL_6.1420
OG0008963	Om007G277600	evm.model.RL_4.487
OG0008964	Om007G277620	evm.model.RL_4.490
OG0008965	Om007G277890	evm.model.RL_4.515
OG0008966	Om007G277920	evm.model.RL_4.529
OG0008967	Om007G278410	evm.model.RL_6.1415
OG0008968	Om007G278590	evm.model.RL_6.1402
OG0008969	Om007G278460	evm.model.RL_6.1410
OG0008970	Om007G278860	evm.model.RL_6.1372
OG0008971	Om007G278810	evm.model.RL_6.1379
OG0008972	Om007G279550	evm.model.RL_6.1349
OG0008973	Om007G279520	evm.model.RL_6.1345
OG0008974	Om007G279490	evm.model.RL_6.1341
OG0008975	Om003G089350	evm.model.RL_5.3
OG0008977	Om007G280500	evm.model.RL_6.1237
OG0008978	Om007G280670	evm.model.RL_6.1223
OG0008979	Om007G280860	evm.model.RL_6.1204
OG0008980	Om007G281120	evm.model.RL_6.1181, evm.model.RL_6.1224
OG0008981	Om007G281290	evm.model.RL_6.1161, evm.model.RL_6.1162
OG0008982	Om003G113810, Om007G281740	evm.model.RL_6.1121
OG0008983	Om007G281780	evm.model.RL_6.1118
OG0008985	Om007G282970	evm.model.RL_6.1010
OG0008986	Om007G283000	evm.model.RL_6.1008
OG0008987	Om007G283130	evm.model.RL_6.995
OG0008988	Om007G283170	evm.model.RL_6.992
OG0008989	Om007G283410	evm.model.RL_6.968
OG0008991	Om007G283680	evm.model.RL_6.940
OG0008992	Om007G283790	evm.model.RL_6.931
OG0008993	Om007G283960	evm.model.RL_6.910
OG0008994	Om007G284380	evm.model.RL_6.874
OG0008995	Om007G284400	evm.model.RL_6.872
OG0008996	Om007G284870	evm.model.RL_6.804
OG0008997	Om007G284820	evm.model.RL_7.1923, evm.model.RL_6.816
OG0008998	Om007G284780	evm.model.RL_6.823
OG0008999	Om007G284610	evm.model.RL_6.837
OG0009000	Om007G296300	evm.model.RL_6.795
OG0009001	Om004G149420	evm.model.RL_6.575
OG0009002	Om004G150930	evm.model.RL_6.491
OG0009003	Om003G093680	evm.model.RL_6.490
OG0009004	Om001G020650	evm.model.RL_2.2261
OG0009005	Om001G020500	evm.model.RL_2.2257
OG0009006	Om001G019460	evm.model.RL_2.2223
OG0009007	Om002G042730	evm.model.RL_1.75
OG0009008	Om002G042710	evm.model.RL_1.73
OG0009009	Om002G042700	evm.model.RL_1.72
OG0009010	Om002G042460, Om001G001650	evm.model.RL_1.48
OG0009011	Om002G042470	evm.model.RL_1.49
OG0009012	Om002G042340	evm.model.RL_1.37
OG0009013	Om001G017830	evm.model.RL_2.2153
OG0009014	Om001G019370	evm.model.RL_2.2212
OG0009015	Om002G060600	evm.model.RL_2.2199
OG0009016	Om002G043110	evm.model.RL_1.111
OG0009017	Om002G043460	evm.model.RL_1.129
OG0009018	Om002G043850	evm.model.RL_1.171
OG0009019	Om002G043930	evm.model.RL_1.178
OG0009020	Om002G044220	evm.model.RL_1.205
OG0009021	Om002G044300	evm.model.RL_1.214
OG0009022	Om002G044520	evm.model.RL_1.229
OG0009023	Om002G044590	evm.model.RL_1.236
OG0009024	Om002G044600	evm.model.RL_1.237
OG0009025	Om002G044920	evm.model.RL_1.261
OG0009026	Om002G045200, Om002G045190	evm.model.RL_1.286
OG0009027	Om002G045680	evm.model.RL_1.320
OG0009028	Om002G045760	evm.model.RL_1.327
OG0009029	Om002G045780	evm.model.RL_1.328
OG0009030	Om002G045970	evm.model.RL_1.346
OG0009031	Om002G046100	evm.model.RL_1.360.2.687c87ea
OG0009032	Om002G046400	evm.model.RL_1.377.1.687c87ea
OG0009033	Om002G046470	evm.model.RL_1.382
OG0009034	Om002G046510	evm.model.RL_1.386
OG0009035	Om001G018240, Om007G313330, Om008G351830, Om008G349230, Om002G046750	evm.model.RL_1.406
OG0009036	Om002G047130	evm.model.RL_1.435
OG0009037	Om002G047200, Om002G047190, Om002G047210	evm.model.RL_1.440
OG0009038	Om002G047900	evm.model.RL_1.494
OG0009039	Om002G047920	evm.model.RL_1.498
OG0009040	Om002G048510, Om002G048520	evm.model.RL_1.543
OG0009041	Om002G048800	evm.model.RL_1.562
OG0009042	Om002G049140	evm.model.RL_1.588
OG0009043	Om002G049310	evm.model.RL_1.602
OG0009044	Om002G049580	evm.model.RL_1.633, evm.model.RL_1.631
OG0009045	Om002G049800	evm.model.RL_1.650.2.687c87eb
OG0009047	Om002G050010	evm.model.RL_1.673
OG0009048	Om002G050040	evm.model.RL_1.676
OG0009049	Om002G050060	evm.model.RL_1.678
OG0009050	Om007G307670, Om007G318270, Om007G313180	evm.model.RL_1.746
OG0009051	Om004G132500, Om006G270770, Om006G270450	evm.model.RL_6.555
OG0009052	Om004G169230	evm.model.RL_3.1219, evm.model.RL_4.93
OG0009053	Om002G050860	evm.model.RL_1.756
OG0009054	Om002G050920	evm.model.RL_1.760.2.687c87eb
OG0009055	Om007G287850	evm.model.RL_5.2274
OG0009056	Om008G329520	evm.model.RL_6.2178
OG0009057	Om008G329620	evm.model.RL_6.2171
OG0009058	Om008G329820	evm.model.RL_6.2166
OG0009059	Om008G330010	evm.model.RL_6.2157
OG0009060	Om008G330090	evm.model.RL_6.2153
OG0009061	Om008G330260	evm.model.RL_6.2141
OG0009062	Om008G331470	evm.model.RL_6.2079
OG0009063	Om008G331480	evm.model.RL_6.2078
OG0009064	Om008G331800	evm.model.RL_6.2065
OG0009065	Om008G332270	evm.model.RL_6.2036
OG0009066	Om008G331960, Om006G267510	evm.model.RL_6.2056
OG0009067	Om008G332480	evm.model.RL_6.2028
OG0009068	Om008G333240	evm.model.RL_6.1982
OG0009069	Om005G211490	evm.model.RL_3.1190
OG0009070	Om008G333260	evm.model.RL_6.1980
OG0009071	Om008G337620	evm.model.RL_6.1707
OG0009072	Om008G337550	evm.model.RL_6.1713
OG0009073	Om008G337480	evm.model.RL_6.1715
OG0009074	Om006G255640	evm.model.RL_7.1114.1.687c84b8
OG0009075	Om008G337060	evm.model.RL_6.1744
OG0009076	Om008G336850	evm.model.RL_6.1757
OG0009077	Om008G336440	evm.model.RL_6.1786
OG0009078	Om008G336180	evm.model.RL_6.1803
OG0009079	Om008G335780	evm.model.RL_6.1846
OG0009080	Om008G334850	evm.model.RL_6.1889
OG0009081	Om008G334840	evm.model.RL_6.1890
OG0009082	Om008G333410	evm.model.RL_6.1968
OG0009083	Om008G333420	evm.model.RL_6.1967
OG0009084	Om008G334590	evm.model.RL_6.1907
OG0009085	Om008G333700, Om008G333670	evm.model.RL_6.1957
OG0009086	Om002G054090	evm.model.RL_6.1940
OG0009087	Om008G333980	evm.model.RL_6.1939
OG0009088	Om008G338070	evm.model.RL_6.1671
OG0009089	Om005G195920	evm.model.RL_5.1375
OG0009090	Om005G195940	evm.model.RL_5.1377
OG0009091	Om005G196110	evm.model.RL_5.1393
OG0009092	Om005G196180	evm.model.RL_5.1399
OG0009093	Om005G196280	evm.model.RL_5.1412
OG0009094	Om005G196420	evm.model.RL_5.1418
OG0009095	Om005G196850	evm.model.RL_5.1451
OG0009097	Om005G197330, Om005G197320	evm.model.RL_5.1487
OG0009098	Om005G197470	evm.model.RL_5.1497
OG0009099	Om005G197500	evm.model.RL_5.1499
OG0009100	Om005G197870	evm.model.RL_5.1530
OG0009101	Om005G198340	evm.model.RL_5.1566
OG0009102	Om005G198520	evm.model.RL_5.1576
OG0009103	Om005G198640	evm.model.RL_5.1578
OG0009104	Om005G198990	evm.model.RL_5.1600
OG0009105	Om005G199710	evm.model.RL_5.1644
OG0009106	Om005G200310	evm.model.RL_5.1693
OG0009107	Om008G346320	evm.model.RL_2.2137
OG0009108	Om005G200380	evm.model.RL_5.1698
OG0009109	Om005G200400	evm.model.RL_5.1700
OG0009110	Om005G200920	evm.model.RL_5.1739
OG0009111	Om005G202030	evm.model.RL_5.1820
OG0009112	Om005G202050	evm.model.RL_5.1821
OG0009113	Om005G202330	evm.model.RL_5.1850
OG0009114	Om007G317170, Om008G319470	evm.model.RL_8.1150
OG0009115	Om005G203300	evm.model.RL_5.3633
OG0009116	Om006G253650	evm.model.RL_7.960, evm.model.RL_6.405
OG0009117	Om005G204260	evm.model.RL_5.3567
OG0009118	Om005G204460	evm.model.RL_5.3557
OG0009119	Om005G204480	evm.model.RL_5.3556
OG0009120	Om005G205210	evm.model.RL_5.3495
OG0009121	Om005G205220	evm.model.RL_5.3494
OG0009122	Om005G205700	evm.model.RL_5.3454
OG0009123	Om004G143700	evm.model.RL_5.3432
OG0009124	Om004G143800	evm.model.RL_5.3421
OG0009125	Om004G144380	evm.model.RL_5.3404
OG0009126	Om004G145080	evm.model.RL_5.3348
OG0009127	Om004G145240	evm.model.RL_5.3333
OG0009128	Om004G145520	evm.model.RL_5.3310
OG0009129	Om004G146000, Om001G013680	evm.model.RL_5.3300
OG0009130	Om005G209500	evm.model.RL_3.1317
OG0009131	Om004G146210	evm.model.RL_5.3281
OG0009134	Om004G146670	evm.model.RL_5.3260
OG0009135	Om004G147100	evm.model.RL_5.3231
OG0009136	Om004G147220	evm.model.RL_5.3229
OG0009137	Om004G170610	evm.model.RL_5.3207
OG0009138	Om004G147510	evm.model.RL_5.3204
OG0009139	Om004G148070	evm.model.RL_5.3181
OG0009141	Om007G298170	evm.model.RL_2.1944
OG0009142	Om003G107490	evm.model.RL_8.1031
OG0009143	Om007G292870	evm.model.RL_2.1961
OG0009144	Om007G285700	evm.model.RL_2.1993
OG0009145	Om007G285790	evm.model.RL_2.2004
OG0009146	Om004G151700	evm.model.RL_6.427
OG0009148	Om004G151340	evm.model.RL_6.404
OG0009149	Om004G151590	evm.model.RL_6.409
OG0009150	Om004G153430, Om018G374090	evm.model.RL_6.346
OG0009151	Om018G373810, Om004G153110	evm.model.RL_6.315
OG0009153	Om004G155310, Om004G152940	evm.model.RL_6.265
OG0009155	Om004G151530	evm.model.RL_6.216
OG0009156	Om006G257240	evm.model.RL_7.1236
OG0009157	Om004G154040	evm.model.RL_6.157
