Orthogroup	Odontarrhena_muralis	Arabis_alpina
OG0007305	Om002G086390	Aa_G185800.h1.t1
OG0007306	Om002G086810	Aa_G244840.h1.t1, Aa_G244850.h1.t1
OG0007307	Om002G087250	Aa_G230160.h1.t1
OG0007308	Om002G088180	Aa_G422320.h1.t1
OG0007309	Om002G056450	Aa_G40170.h1.t1
OG0007310	Om003G090230	Aa_G193220.h1.t1
OG0007311	Om003G090640, Om004G130800	Aa_G231490.h1.t1
OG0007313	Om003G092150, Om003G092040	Aa_G127770.h1.t1
OG0007314	Om003G094320	Aa_G465580.h1.t1
OG0007315	Om003G094760	Aa_G568090.h1.t1
OG0007316	Om003G094880	Aa_G219750.h1.t1
OG0007317	Om003G095500	Aa_G166340.h1.t1
OG0007318	Om003G095660, Om004G131340	Aa_G225080.h1.t1
OG0007319	Om003G097530	Aa_G181000.h1.t1
OG0007320	Om003G098320	Aa_G95940.h1.t1
OG0007321	Om003G099140	Aa_G161150.h1.t1
OG0007322	Om003G098970	Aa_G273790.h1.t1
OG0007323	Om003G099580	Aa_G110790.h1.t1
OG0007324	Om003G099730	Aa_G57670.h1.t1
OG0007325	Om003G100090	Aa_G189750.h1.t1
OG0007326	Om003G100210	Aa_G380630.h1.t1
OG0007327	Om003G100230	Aa_G689480.h1.t1
OG0007328	Om003G100690	Aa_G327190.h1.t1
OG0007329	Om008G339610	Aa_G528020.h1.t1
OG0007331	Om006G256520	Aa_G300270.h1.t1
OG0007332	Om006G256500	Aa_G300290.h1.t1, Aa_G757690.h1.t1
OG0007333	Om006G256120	Aa_G114570.h1.t1
OG0007334	Om006G255860	Aa_G328480.h1.t1
OG0007335	Om006G255850	Aa_G639160.h1.t1
OG0007336	Om006G255000	Aa_G622320.h1.t1, Aa_G622340.h1.t1
OG0007337	Om006G256800	Aa_G236120.h1.t1
OG0007338	Om006G256910	Aa_G178550.h1.t1
OG0007339	Om006G253330, Om006G253310	Aa_G300560.h1.t1
OG0007340	Om006G253070	Aa_G511010.h1.t1
OG0007341	Om006G252700	Aa_G482000.h1.t1
OG0007342	Om006G251900	Aa_G462090.h1.t1
OG0007343	Om002G065760, Om001G029410	Aa_G9740.h1.t1
OG0007344	Om006G251320	Aa_G386990.h1.t1
OG0007345	Om003G119400	Aa_G660620.h1.t1
OG0007346	Om003G119810	Aa_G562550.h1.t1
OG0007347	Om003G122460	Aa_G114140.h1.t1
OG0007348	Om003G122480	Aa_G114160.h1.t1
OG0007349	Om003G123890	Aa_G451450.h1.t1
OG0007350	Om003G125600	Aa_G353990.h1.t1
OG0007351	Om003G125770	Aa_G765200.h1.t1
OG0007352	Om003G126340	Aa_G81140.h1.t1
OG0007353	Om003G127610	Aa_G2390.h1.t1
OG0007354	Om003G127720	Aa_G2460.h1.t1
OG0007355	Om003G129010	Aa_G704630.h1.t1
OG0007356	Om003G094610	Aa_G256010.h1.t1
OG0007357	Om008G332810	Aa_G216890.h1.t1
OG0007358	Om003G116090	Aa_G531320.h1.t1
OG0007360	Om003G127770	Aa_G2520.h1.t1
OG0007361	Om008G362880	Aa_G63460.h1.t1
OG0007363	Om008G340180	Aa_G12070.h1.t1
OG0007364	Om008G339640	Aa_G439320.h1.t1, Aa_G229230.h1.t1, Aa_G291610.h1.t1, Aa_G720980.h1.t1
OG0007365	Om008G339430	Aa_G406000.h1.t1
OG0007367	Om002G072590	Aa_G293420.h1.t1
OG0007368	Om004G137950	Aa_G348720.h1.t1
OG0007370	Om001G028790	Aa_G324900.h1.t1
OG0007371	Om001G035860	Aa_G270420.h1.t1, Aa_G332220.h1.t1, Aa_G453260.h1.t1, Aa_G453230.h1.t1, Aa_G270460.h1.t1
OG0007372	Om005G181700	Aa_G38760.h1.t1
OG0007373	Om005G191750	Aa_G246070.h1.t1
OG0007374	Om002G064360	Aa_G515460.h1.t1, Aa_G515430.h1.t1
OG0007375	Om001G001450	Aa_G726230.h1.t1
OG0007376	Om002G061650	Aa_G233790.h1.t1
OG0007379	Om004G161800	Aa_G385360.h1.t1
OG0007380	Om001G008100	Aa_G213400.h1.t1
OG0007381	Om001G003140	Aa_G244590.h1.t1
OG0007382	Om001G002160	Aa_G648630.h1.t1, Aa_G176360.h1.t1
OG0007384	Om007G284750, Om007G284720	Aa_G362370.h1.t1
OG0007385	Om007G297400, Om007G297390	Aa_G781200.h1.t1
OG0007386	Om007G293180	Aa_G538450.h1.t1
OG0007389	Om006G246040	Aa_G28150.h1.t1
OG0007390	Om006G236960	Aa_G144310.h2.t1, Aa_G144310.h1.t1, Aa_G908890.h1.t1, Aa_G908890.h2.t1
OG0007393	Om002G085970	Aa_G426670.h1.t1
OG0007396	Om005G206270	Aa_G560090.h1.t1
OG0007400	Om003G113180	Aa_G683380.h1.t1
OG0007403	Om008G359820	Aa_G229150.h1.t1, Aa_G310370.h1.t1, Aa_G489690.h1.t1, Aa_G467790.h1.t1, Aa_G837460.h1.t1, Aa_G714710.h1.t1, Aa_G570.h1.t1, Aa_G598980.h1.t1, Aa_G93330.h1.t1, Aa_G129030.h1.t1, Aa_G27760.h1.t1, Aa_G279390.h1.t1, Aa_G156340.h1.t1, Aa_G340.h1.t1, Aa_G218550.h1.t1, Aa_G450010.h1.t1, Aa_G228750.h1.t1, Aa_G308530.h1.t1, Aa_G117480.h1.t1, Aa_G202070.h1.t1, Aa_G77680.h1.t1, Aa_G56970.h1.t1, Aa_G27780.h1.t1, Aa_G304580.h1.t1, Aa_G32900.h1.t1, Aa_G391930.h1.t1, Aa_G421290.h1.t1, Aa_G308570.h1.t1, Aa_G797360.h1.t1, Aa_G291590.h1.t1, Aa_G795800.h1.t1, Aa_G835910.h1.t1
OG0007404	Om006G271550	Aa_G637490.h1.t1, Aa_G619390.h1.t1, Aa_G453500.h1.t1, Aa_G224580.h1.t1
OG0007413	Om001G022280	Aa_G716110.h1.t1
OG0007414	Om001G022750	Aa_G644720.h1.t1
OG0007415	Om001G022790	Aa_G55500.h1.t1
OG0007416	Om001G023160	Aa_G317830.h1.t1
OG0007417	Om001G023330	Aa_G182790.h1.t1
OG0007418	Om001G023420	Aa_G23880.h1.t1
OG0007419	Om001G024540	Aa_G628390.h1.t1
OG0007420	Om001G024800	Aa_G177610.h1.t1
OG0007421	Om001G024990	Aa_G301280.h1.t1
OG0007422	Om001G025350	Aa_G506660.h1.t1
OG0007423	Om001G025450	Aa_G543310.h1.t1
OG0007424	Om001G025810	Aa_G156070.h1.t1
OG0007425	Om001G026460	Aa_G673440.h1.t1
OG0007426	Om001G027440	Aa_G33070.h1.t1
OG0007427	Om001G027550	Aa_G32970.h1.t1
OG0007428	Om001G027740	Aa_G399010.h1.t1
OG0007429	Om001G027790	Aa_G59710.h1.t1
OG0007430	Om001G027890	Aa_G59780.h1.t1
OG0007431	Om001G027960	Aa_G59840.h1.t1
OG0007432	Om001G028300	Aa_G74630.h1.t1
OG0007433	Om007G285310	Aa_G76480.h1.t1
OG0007434	Om001G028990	Aa_G394950.h1.t1
OG0007435	Om001G029010	Aa_G394960.h1.t1
OG0007436	Om001G029050	Aa_G395000.h1.t1
OG0007437	Om001G029080	Aa_G395030.h1.t1
OG0007438	Om001G029240, Om005G213890	Aa_G616560.h1.t1, Aa_G616590.h1.t1, Aa_G949150.h1.t1
OG0007439	Om001G029470	Aa_G9640.h1.t1
OG0007440	Om001G029750	Aa_G646990.h1.t1
OG0007441	Om001G030550	Aa_G288290.h1.t1
OG0007442	Om001G030380	Aa_G432650.h1.t1
OG0007444	Om001G030830	Aa_G609970.h1.t1
OG0007445	Om001G031530	Aa_G214580.h1.t1
OG0007446	Om001G032350	Aa_G737720.h1.t1
OG0007448	Om001G031940	Aa_G274290.h1.t1
OG0007449	Om001G031920	Aa_G274260.h1.t1
OG0007451	Om001G032760	Aa_G144840.h1.t1
OG0007452	Om001G032830	Aa_G667960.h1.t1
OG0007453	Om001G032920	Aa_G614640.h1.t1
OG0007454	Om001G032940	Aa_G547700.h1.t1
OG0007455	Om001G033310	Aa_G557010.h1.t1
OG0007456	Om001G033580	Aa_G724130.h1.t1
OG0007457	Om007G291830	Aa_G299110.h1.t1
OG0007458	Om007G292250	Aa_G434750.h1.t1
OG0007459	Om007G292270	Aa_G368860.h1.t1, Aa_G434770.h1.t1
OG0007460	Om007G292720, Om010G364640	Aa_G194210.h1.t1
OG0007461	Om007G277140	Aa_G489230.h1.t1
OG0007462	Om007G277090	Aa_G489290.h1.t1
OG0007463	Om007G277030	Aa_G542350.h1.t1
OG0007464	Om007G276200	Aa_G296030.h1.t1
OG0007465	Om007G276010	Aa_G49220.h1.t1, Aa_G253020.h1.t1
OG0007466	Om007G275710	Aa_G49440.h1.t1
OG0007467	Om007G275920, Om007G275960	Aa_G49550.h1.t1
OG0007468	Om005G215950	Aa_G62070.h1.t1
OG0007469	Om005G216190	Aa_G256280.h1.t1
OG0007470	Om005G218330, Om011G365900	Aa_G37890.h1.t1
OG0007471	Om011G365860, Om005G218230	Aa_G7640.h1.t1
OG0007472	Om004G168830	Aa_G495790.h1.t1
OG0007473	Om005G218800	Aa_G11220.h1.t1, Aa_G11250.h1.t1
OG0007474	Om005G188960	Aa_G226580.h1.t1
OG0007475	Om005G221980	Aa_G271970.h1.t1
OG0007476	Om005G222220	Aa_G342000.h1.t1
OG0007477	Om005G189930	Aa_G572760.h1.t1
OG0007478	Om005G223030	Aa_G606570.h1.t1
OG0007479	Om005G223410	Aa_G400810.h1.t1
OG0007480	Om005G223540	Aa_G400850.h1.t1
OG0007481	Om006G275500	Aa_G623660.h1.t1
OG0007482	Om003G089960	Aa_G639540.h1.t1
OG0007483	Om006G275420, Om003G107160	Aa_G251420.h1.t1
OG0007484	Om006G275050	Aa_G312300.h1.t1
OG0007485	Om005G195200	Aa_G676340.h1.t1
OG0007486	Om006G274380	Aa_G146280.h1.t1
OG0007487	Om006G274230	Aa_G279520.h1.t1
OG0007488	Om006G274150	Aa_G171990.h1.t1
OG0007489	Om006G274030	Aa_G480330.h1.t1
OG0007490	Om006G273860	Aa_G282040.h1.t1
OG0007491	Om005G201100, Om005G201070, Om005G201060, Om005G201080	Aa_G371550.h1.t1
OG0007492	Om006G273410	Aa_G329060.h1.t1
OG0007494	Om006G272860	Aa_G257390.h1.t1
OG0007495	Om006G272520	Aa_G276790.h1.t1
OG0007496	Om006G272480	Aa_G276830.h1.t1
OG0007497	Om006G272010	Aa_G541890.h1.t1
OG0007498	Om006G271870	Aa_G247950.h1.t1
OG0007499	Om006G271800	Aa_G120920.h1.t1
OG0007500	Om007G317800	Aa_G370870.h1.t1
OG0007500	Om006G271730	Aa_G120870.h1.t1
OG0007501	Om006G271560	Aa_G508030.h1.t1
OG0007502	Om006G271520	Aa_G465250.h1.t1
OG0007503	Om006G271280	Aa_G437820.h1.t1
OG0007504	Om006G271020	Aa_G264250.h1.t1
OG0007505	Om006G269450	Aa_G247620.h1.t1
OG0007506	Om006G269420	Aa_G247650.h1.t1
OG0007508	Om006G269290	Aa_G514460.h1.t1
OG0007509	Om006G269160	Aa_G263610.h1.t1
OG0007510	Om005G212780	Aa_G303720.h1.t1
OG0007511	Om005G213080	Aa_G63780.h1.t1
OG0007512	Om005G213310	Aa_G3650.h1.t1
OG0007513	Om005G214010	Aa_G30820.h1.t1
OG0007514	Om005G214150	Aa_G30760.h1.t1
OG0007515	Om005G214630	Aa_G359630.h1.t1
OG0007516	Om003G127400	Aa_G474680.h1.t1
OG0007517	Om007G296510	Aa_G106530.h1.t1
OG0007518	Om005G228780	Aa_G277390.h1.t1
OG0007519	Om003G091000	Aa_G602160.h1.t1, Aa_G346410.h1.t1, Aa_G346390.h1.t1, Aa_G184670.h1.t1
OG0007520	Om005G227790	Aa_G681180.h1.t1
OG0007521	Om005G227210	Aa_G361540.h1.t1
OG0007522	Om005G226680	Aa_G234510.h1.t1
OG0007523	Om005G226110	Aa_G72470.h1.t1
OG0007524	Om005G226070	Aa_G72450.h1.t1
OG0007525	Om005G225690	Aa_G433410.h1.t1
OG0007526	Om005G225560	Aa_G274780.h1.t1
OG0007527	Om005G224810	Aa_G488330.h1.t1
OG0007528	Om005G224700	Aa_G18480.h1.t1
OG0007529	Om005G224510	Aa_G489100.h1.t1
OG0007530	Om002G056420	Aa_G40200.h1.t1
OG0007531	Om002G056400	Aa_G40220.h1.t1
OG0007532	Om002G056390	Aa_G40250.h1.t1
OG0007533	Om002G056210	Aa_G40390.h1.t1
OG0007534	Om001G021870	Aa_G391300.h1.t1
OG0007535	Om001G017010	Aa_G720.h1.t1
OG0007536	Om005G189400	Aa_G240660.h1.t1
OG0007538	Om008G329080	Aa_G281340.h1.t1
OG0007539	Om008G329190	Aa_G281260.h1.t1
OG0007540	Om008G329240	Aa_G401800.h1.t1
OG0007541	Om002G051550	Aa_G101480.h1.t1
OG0007542	Om002G051520	Aa_G101490.h1.t1
OG0007543	Om002G051670	Aa_G101330.h1.t1
OG0007544	Om002G052120	Aa_G34880.h1.t1, Aa_G34880.h2.t1
OG0007545	Om002G052160	Aa_G34810.h1.t1
OG0007546	Om002G052390	Aa_G34640.h1.t1
OG0007547	Om002G052510	Aa_G34510.h1.t1
OG0007548	Om004G173830	Aa_G226400.h1.t1
OG0007549	Om002G052850	Aa_G616440.h1.t1
OG0007550	Om002G052950	Aa_G551310.h1.t1
OG0007551	Om008G337710, Om002G053190	Aa_G338690.h1.t1
OG0007552	Om002G053450	Aa_G302800.h1.t1
OG0007553	Om004G172700	Aa_G73300.h1.t1
OG0007554	Om002G053900	Aa_G136960.h1.t1
OG0007556	Om002G054600	Aa_G195470.h1.t1
OG0007557	Om002G054820	Aa_G285140.h1.t1
OG0007558	Om002G055010	Aa_G216060.h1.t1
OG0007559	Om002G055170	Aa_G397600.h1.t1, Aa_G492880.h1.t1
OG0007560	Om002G055260	Aa_G102810.h1.t1
OG0007561	Om002G055300	Aa_G102850.h1.t1
OG0007562	Om002G055410	Aa_G5630.h1.t1
OG0007563	Om001G021980	Aa_G231300.h1.t1
OG0007565	Om002G055540	Aa_G5470.h1.t1
OG0007566	Om002G055600	Aa_G5440.h1.t1
OG0007567	Om002G055990	Aa_G40560.h1.t1
OG0007568	Om002G056010	Aa_G167270.h1.t1, Aa_G40540.h1.t1
OG0007570	Om003G106850	Aa_G82880.h1.t1
OG0007571	Om007G299090, Om007G299100, Om008G361570	Aa_G295510.h1.t1
OG0007572	Om007G287220	Aa_G513960.h1.t1
OG0007573	Om003G111890	Aa_G313080.h1.t1
OG0007575	Om003G121640	Aa_G456530.h1.t1
OG0007576	Om003G111640	Aa_G124270.h1.t1
OG0007577	Om001G030710	Aa_G376550.h1.t1
OG0007578	Om003G113670	Aa_G312620.h1.t1
OG0007579	Om003G114760	Aa_G134090.h1.t1
OG0007580	Om003G114650	Aa_G206880.h1.t1
OG0007581	Om003G114410	Aa_G381520.h1.t1
OG0007582	Om003G114330	Aa_G656280.h1.t1
OG0007583	Om003G114300	Aa_G636600.h1.t1
OG0007584	Om003G114800	Aa_G134120.h1.t1
OG0007585	Om003G114950	Aa_G198230.h1.t1
OG0007586	Om003G115750	Aa_G88110.h1.t1
OG0007587	Om003G115600	Aa_G141220.h1.t1
OG0007588	Om003G116050	Aa_G54580.h1.t1
OG0007589	Om003G116200	Aa_G123470.h1.t1
OG0007590	Om003G116660	Aa_G542630.h1.t1
OG0007591	Om003G117620	Aa_G48490.h1.t1
OG0007592	Om003G118030	Aa_G673800.h1.t1
OG0007593	Om003G118310	Aa_G253220.h1.t1
OG0007594	Om003G118450	Aa_G216660.h1.t1
OG0007596	Om006G250050	Aa_G355110.h1.t1
OG0007597	Om006G249870	Aa_G168140.h1.t1
OG0007598	Om006G249840	Aa_G168110.h1.t1
OG0007599	Om006G249760	Aa_G168060.h1.t1
OG0007600	Om006G249400	Aa_G307420.h1.t1
OG0007601	Om006G249340	Aa_G607630.h1.t1
OG0007602	Om006G248980	Aa_G227750.h1.t1
OG0007603	Om006G248490	Aa_G31830.h1.t1
OG0007604	Om006G248040	Aa_G31490.h1.t1
OG0007605	Om007G293650	Aa_G502220.h1.t1
OG0007606	Om004G161450	Aa_G19680.h1.t1
OG0007607	Om004G161780	Aa_G385380.h1.t1
OG0007608	Om004G161890	Aa_G385310.h1.t1
OG0007609	Om004G161960	Aa_G155220.h1.t1
OG0007610	Om004G162080	Aa_G155100.h1.t1
OG0007611	Om004G162290	Aa_G138290.h1.t1
OG0007613	Om004G162710	Aa_G256480.h1.t1
OG0007614	Om004G162800	Aa_G233080.h1.t1
OG0007615	Om004G163010	Aa_G663520.h1.t1
OG0007616	Om004G163190	Aa_G267670.h1.t1
OG0007617	Om004G163710	Aa_G116820.h1.t1
OG0007618	Om004G163740	Aa_G116800.h1.t1
OG0007619	Om004G164160	Aa_G84500.h1.t1
OG0007621	Om004G165110	Aa_G168470.h1.t1
OG0007622	Om004G167020	Aa_G130460.h2.t1, Aa_G130460.h1.t1
OG0007623	Om004G167250	Aa_G635950.h1.t1
OG0007624	Om004G167330	Aa_G210830.h1.t1
OG0007626	Om004G167880	Aa_G665900.h1.t1
OG0007627	Om004G167910	Aa_G701540.h1.t1
OG0007628	Om004G168200	Aa_G611220.h1.t1
OG0007629	Om004G169090	Aa_G504170.h1.t1, Aa_G84920.h1.t1
OG0007630	Om004G169150	Aa_G564950.h1.t1
OG0007631	Om001G000220	Aa_G96120.h1.t1
OG0007632	Om001G000960	Aa_G152280.h1.t1
OG0007633	Om001G001110	Aa_G575630.h1.t1
OG0007634	Om001G001340	Aa_G287460.h1.t1
OG0007635	Om001G001390	Aa_G758940.h1.t1
OG0007636	Om001G002230	Aa_G423100.h1.t1
OG0007637	Om008G353730	Aa_G320480.h1.t1
OG0007638	Om001G003000	Aa_G203360.h1.t1
OG0007639	Om007G306840, Om009G363830, Om007G306850, Om009G363870, Om009G363850, Om009G363900, Om001G003170	Aa_G244610.h1.t1
OG0007640	Om001G003600	Aa_G78180.h1.t1, Aa_G190820.h1.t1
OG0007641	Om001G004160	Aa_G455360.h1.t1
OG0007642	Om001G005260	Aa_G204100.h1.t1
OG0007644	Om006G235810	Aa_G131070.h1.t1
OG0007645	Om001G006140	Aa_G581680.h1.t1
OG0007646	Om007G317630	Aa_G621200.h1.t1
OG0007647	Om008G355160	Aa_G41810.h1.t1
OG0007648	Om001G007240	Aa_G317990.h1.t1
OG0007649	Om001G007620	Aa_G472160.h1.t1
OG0007650	Om001G008570	Aa_G696120.h1.t1
OG0007651	Om001G008630	Aa_G371040.h1.t1
OG0007652	Om001G008790	Aa_G517270.h1.t1
OG0007653	Om001G008910	Aa_G419810.h1.t1
OG0007654	Om001G009160	Aa_G736900.h1.t1
OG0007656	Om001G009440	Aa_G585510.h1.t1
OG0007657	Om001G009740	Aa_G19930.h1.t1
OG0007658	Om001G009960	Aa_G171500.h1.t1
OG0007659	Om001G009990	Aa_G360270.h1.t1
OG0007660	Om001G010820	Aa_G240840.h1.t1
OG0007661	Om001G011020	Aa_G417310.h1.t1
OG0007662	Om001G011270	Aa_G500530.h1.t1
OG0007663	Om001G012060	Aa_G107880.h1.t1
OG0007664	Om001G012100	Aa_G107930.h1.t1
OG0007665	Om001G012270	Aa_G124880.h1.t1, Aa_G1059510.h1.t1
OG0007666	Om001G012650	Aa_G57230.h1.t1
OG0007667	Om001G013450	Aa_G372580.h1.t1
OG0007668	Om001G014610	Aa_G514220.h1.t1
OG0007669	Om001G015150	Aa_G82580.h1.t1
OG0007670	Om007G287030	Aa_G29390.h1.t1
OG0007671	Om007G287340	Aa_G438540.h1.t1
OG0007672	Om007G286960	Aa_G29450.h1.t1
OG0007673	Om002G050410	Aa_G174320.h1.t1
OG0007674	Om007G288360	Aa_G48050.h1.t1, Aa_G48080.h1.t1
OG0007675	Om007G288650	Aa_G329880.h1.t1
OG0007676	Om007G301530	Aa_G393100.h1.t1
OG0007677	Om007G288830	Aa_G472940.h1.t1
OG0007678	Om007G288890	Aa_G650820.h1.t1
OG0007679	Om007G289500	Aa_G348060.h1.t1
OG0007681	Om007G290900	Aa_G389850.h1.t1
OG0007682	Om007G291350	Aa_G279760.h1.t1
OG0007683	Om001G013430	Aa_G279780.h1.t1
OG0007684	Om007G291440	Aa_G216320.h1.t1
OG0007685	Om001G034790	Aa_G426410.h1.t1
OG0007686	Om004G174560	Aa_G456330.h1.t1
OG0007687	Om001G035250	Aa_G376330.h1.t1
OG0007688	Om001G035500	Aa_G514670.h1.t1
OG0007690	Om001G036040	Aa_G179400.h1.t1
OG0007691	Om001G036330	Aa_G467500.h1.t1
OG0007692	Om001G036370	Aa_G342340.h1.t1
OG0007693	Om001G036730	Aa_G223170.h1.t1
OG0007694	Om001G037150	Aa_G214220.h1.t1
OG0007695	Om004G152050	Aa_G490930.h1.t1
OG0007696	Om001G037380	Aa_G139460.h1.t1
OG0007697	Om001G038320	Aa_G153260.h1.t1
OG0007698	Om001G038470	Aa_G661980.h1.t1
OG0007699	Om001G038600	Aa_G95220.h1.t1
OG0007700	Om001G038610	Aa_G95210.h1.t1, Aa_G95200.h1.t1
OG0007701	Om001G038910	Aa_G237370.h1.t1
OG0007702	Om001G039200	Aa_G294490.h1.t1
OG0007703	Om001G039340	Aa_G294330.h1.t1
OG0007704	Om001G039690	Aa_G437410.h1.t1
OG0007705	Om001G039880	Aa_G557580.h1.t1
OG0007706	Om001G040230	Aa_G374900.h1.t1
OG0007707	Om001G041590	Aa_G676600.h1.t1
OG0007708	Om003G106100	Aa_G589720.h1.t1
OG0007710	Om007G315170	Aa_G365220.h1.t1
OG0007711	Om008G339350	Aa_G264030.h1.t1
OG0007712	Om008G339220	Aa_G263940.h1.t1
OG0007713	Om008G339070	Aa_G296930.h1.t1
OG0007714	Om005G188650	Aa_G165500.h1.t1
OG0007715	Om007G291920	Aa_G299240.h1.t1
OG0007716	Om007G296200, Om006G239380, Om007G303710	Aa_G253720.h1.t1
OG0007717	Om008G339010	Aa_G52170.h1.t1
OG0007719	Om007G288100	Aa_G3260.h1.t1
OG0007720	Om008G344310, Om043G376290	Aa_G97680.h1.t1
OG0007721	Om008G344810	Aa_G12590.h1.t1
OG0007722	Om007G290410	Aa_G248890.h1.t1
OG0007723	Om008G340440	Aa_G339550.h1.t1
OG0007724	Om008G337490, Om008G340530	Aa_G146040.h1.t1
OG0007725	Om008G340640	Aa_G305810.h1.t1
OG0007726	Om008G327500	Aa_G438730.h1.t1
OG0007727	Om008G340710	Aa_G438760.h1.t1
OG0007728	Om008G341060	Aa_G440080.h1.t1
OG0007729	Om008G341120	Aa_G332150.h1.t1
OG0007730	Om008G341890	Aa_G581130.h1.t1
OG0007731	Om008G347630	Aa_G425060.h1.t1
OG0007732	Om008G350710	Aa_G275350.h1.t1
OG0007733	Om008G351240	Aa_G6150.h1.t1
OG0007734	Om008G351800	Aa_G452370.h1.t1
OG0007735	Om008G353180	Aa_G94120.h1.t1
OG0007736	Om008G353540	Aa_G338010.h1.t1
OG0007737	Om008G353900	Aa_G320570.h1.t1
OG0007738	Om008G354610	Aa_G257020.h1.t1
OG0007739	Om006G241640	Aa_G68390.h1.t1
OG0007740	Om008G354840	Aa_G798900.h1.t1
OG0007741	Om008G356590	Aa_G123790.h1.t1
OG0007742	Om008G357550	Aa_G98790.h1.t1
OG0007743	Om008G358140	Aa_G290920.h1.t1
OG0007744	Om008G358510	Aa_G118020.h1.t1
OG0007745	Om008G358960	Aa_G766740.h1.t1, Aa_G207260.h1.t1
OG0007746	Om008G359140	Aa_G566490.h1.t1
OG0007748	Om008G359720	Aa_G58300.h1.t1
OG0007749	Om008G359810	Aa_G206370.h1.t1
OG0007750	Om008G360840	Aa_G160480.h1.t1
OG0007751	Om004G172810	Aa_G73190.h1.t1, Aa_G73160.h1.t1
OG0007752	Om008G360940	Aa_G160400.h1.t1
OG0007753	Om008G361160	Aa_G26270.h1.t1
OG0007754	Om008G361660	Aa_G115050.h1.t1
OG0007755	Om005G189710	Aa_G714140.h1.t1, Aa_G63550.h1.t1
OG0007756	Om003G106170	Aa_G584010.h1.t1
OG0007757	Om003G106750	Aa_G246590.h1.t1
OG0007758	Om003G105410	Aa_G342540.h1.t1
OG0007759	Om005G185830	Aa_G76930.h1.t1
OG0007760	Om002G074340	Aa_G378040.h1.t1
OG0007761	Om003G104100	Aa_G66710.h1.t1
OG0007762	Om006G236180	Aa_G206580.h1.t1
OG0007764	Om004G143330	Aa_G295170.h1.t1
OG0007765	Om007G317850	Aa_G298390.h1.t1
OG0007766	Om007G318370	Aa_G185090.h1.t1
OG0007767	Om002G067620	Aa_G184900.h1.t1
OG0007768	Om004G137710	Aa_G184820.h1.t1
OG0007769	Om008G318920	Aa_G12920.h1.t1
OG0007770	Om008G319080	Aa_G206240.h1.t1
OG0007771	Om008G319140	Aa_G206140.h1.t1
OG0007772	Om008G319570	Aa_G226110.h1.t1
OG0007773	Om008G319690	Aa_G249850.h1.t1
OG0007774	Om008G319830	Aa_G249950.h1.t1
OG0007775	Om008G319850	Aa_G249960.h1.t1
OG0007776	Om008G320670	Aa_G332590.h1.t1
OG0007777	Om008G320760, Om006G262030	Aa_G196950.h1.t1
OG0007778	Om003G096140	Aa_G381080.h1.t1
OG0007779	Om008G321260	Aa_G16880.h1.t1
OG0007780	Om008G321280	Aa_G16900.h1.t1
OG0007781	Om008G321290	Aa_G16910.h1.t1
OG0007782	Om008G321320	Aa_G16940.h1.t1
OG0007783	Om008G321330	Aa_G16950.h1.t1
OG0007784	Om008G321450	Aa_G17070.h1.t1
OG0007785	Om008G321790	Aa_G15950.h1.t1
OG0007786	Om008G322210	Aa_G16270.h1.t1
OG0007787	Om008G322900	Aa_G467070.h1.t1
OG0007788	Om008G323420	Aa_G288460.h1.t1
OG0007789	Om008G323940	Aa_G100530.h1.t1
OG0007790	Om008G324030	Aa_G595230.h1.t1
OG0007791	Om008G324330	Aa_G360650.h1.t1
OG0007792	Om008G326030	Aa_G488920.h1.t1
OG0007793	Om008G326410	Aa_G415340.h1.t1
OG0007794	Om008G327230	Aa_G67240.h1.t1
OG0007795	Om008G326960	Aa_G230760.h1.t1
OG0007796	Om004G176910	Aa_G53890.h1.t1
OG0007797	Om004G176670	Aa_G54120.h1.t1
OG0007798	Om004G176470	Aa_G908450.h1.t1, Aa_G654010.h1.t1
OG0007799	Om004G176240	Aa_G18620.h1.t1
OG0007800	Om004G176160	Aa_G18710.h1.t1
OG0007801	Om004G175740	Aa_G85270.h1.t1
OG0007802	Om004G175640	Aa_G85350.h1.t1
OG0007803	Om004G175590	Aa_G506880.h1.t1
OG0007804	Om004G175580	Aa_G506890.h1.t1
OG0007805	Om004G175270	Aa_G260690.h1.t1
OG0007806	Om004G173710	Aa_G789610.h1.t1
OG0007807	Om004G174810	Aa_G456520.h1.t1
OG0007808	Om004G173750	Aa_G226350.h1.t1
OG0007811	Om005G223510, Om004G173230	Aa_G140730.h1.t1
OG0007812	Om004G173130	Aa_G191770.h1.t1
OG0007813	Om004G173070	Aa_G181600.h1.t1
OG0007814	Om006G241050	Aa_G181380.h1.t1
OG0007815	Om006G241310	Aa_G181150.h1.t1
OG0007817	Om006G242330	Aa_G15440.h1.t1
OG0007818	Om006G242530	Aa_G314260.h1.t1
OG0007819	Om006G242810	Aa_G404790.h1.t1
OG0007820	Om006G242880	Aa_G404750.h1.t1
OG0007821	Om006G242970	Aa_G444280.h1.t1
OG0007822	Om006G243010	Aa_G444250.h1.t1
OG0007823	Om006G243300	Aa_G8900.h1.t1, Aa_G8910.h1.t1
OG0007824	Om006G243870	Aa_G447570.h1.t1
OG0007825	Om006G244240	Aa_G173760.h1.t1
OG0007826	Om006G244520	Aa_G127310.h1.t1
OG0007827	Om006G244620	Aa_G127230.h1.t1, Aa_G127230.h2.t1
OG0007828	Om006G244850	Aa_G478600.h1.t1
