Orthogroup	Odontarrhena_muralis	Brassica_oleracea
OG0005972	Om003G120680	XP_013590710.1, XP_013603206.1
OG0005973	Om003G123210	XP_013604334.1, XP_013592578.1
OG0005974	Om003G126320	XP_013631816.1, XP_013599537.1, XP_013591130.1
OG0005975	Om003G127030	XP_013601733.1
OG0005976	Om003G126770	XP_013588788.1, XP_013637424.1, XP_013605682.1
OG0005977	Om007G298490, Om003G129240	XP_013592511.1
OG0005978	Om003G129360	XP_013636071.1, XP_013605827.1
OG0005979	Om003G096050	XP_013588713.1, XP_013626995.1
OG0005980	Om004G169100	XP_013619962.1
OG0005981	Om006G257330	XP_013618003.1, XP_013599861.1, XP_013599221.1
OG0005982	Om003G124580	XP_013637179.1, XP_013603771.1, XP_013591268.1
OG0005983	Om008G359930	XP_013610444.1, XP_013619624.1, XP_013596685.1
OG0005986	Om004G139710	XP_013591351.1
OG0005988	Om001G030750	XP_013619710.1, XP_013628817.1, XP_013584854.1
OG0005989	Om005G188390	XP_013601423.1, XP_013604091.1, XP_013639151.1
OG0005990	Om005G199750, Om005G201960	XP_013639253.1
OG0005991	Om005G200230, Om005G200170	XP_013596538.1
OG0005992	Om005G211080	XP_013589921.1, XP_013590265.1, XP_013618580.1
OG0005993	Om004G139960	XP_013589676.1, XP_013589678.1, XP_013591019.1
OG0005995	Om002G062910	XP_013598370.1
OG0005996	Om002G060110	XP_013622130.1, XP_013584373.1
OG0005997	Om002G055160	XP_013628152.1, XP_013586544.1, XP_013585715.1
OG0005998	Om004G169320	XP_013610800.1
OG0005999	Om007G283570	XP_013632705.1, XP_013622443.1
OG0006000	Om007G300460	XP_013620401.1
OG0006001	Om007G317380	XP_013633204.1, XP_013632317.1, XP_013590368.1
OG0006002	Om006G232400	XP_013606537.1
OG0006009	Om003G112580	XP_013619097.1, XP_013610794.1
OG0006016	Om001G023620	XP_013605451.1, XP_013598905.1
OG0006017	Om002G086760	XP_013593853.1, XP_013607360.1
OG0006018	Om001G026110	XP_013594240.1, XP_013592557.1
OG0006019	Om004G155260	XP_013602157.1, XP_013631208.1
OG0006020	Om001G026680	XP_013599998.1, XP_013593067.1
OG0006021	Om005G186200	XP_013586221.1
OG0006022	Om001G027420	XP_013622531.1, XP_013593137.1
OG0006023	Om001G027500	XP_013598554.1, XP_013598986.1
OG0006024	Om003G100030	XP_013636293.1, XP_013599821.1
OG0006025	Om007G290780	XP_013623182.1, XP_013638085.1
OG0006026	Om001G031000	XP_013626615.1, XP_013628125.1
OG0006027	Om001G031210	XP_013606987.1, XP_013598536.1
OG0006028	Om001G031240	XP_013598535.1, XP_013629753.1
OG0006029	Om002G080410	XP_013608999.1, XP_013622070.1
OG0006030	Om001G033070	XP_013595808.1, XP_013625402.1, XP_013619600.1
OG0006031	Om001G033330	XP_013590276.1, XP_013627509.1, XP_013597181.1
OG0006032	Om001G033380	XP_013596630.1, XP_013623560.1
OG0006033	Om006G244720	XP_013636602.1, XP_013611904.1
OG0006034	Om007G292100	XP_013638904.1, XP_013604032.1
OG0006035	Om007G277020	XP_013587706.1, XP_013613867.1
OG0006036	Om007G276740	XP_013614877.1, XP_013638467.1
OG0006037	Om007G276520	XP_013604262.1
OG0006038	Om007G276390	XP_013586002.1, XP_013596220.1, XP_013596310.1
OG0006039	Om007G275730	XP_013583435.1, XP_013595662.1
OG0006040	Om006G262900	XP_013635825.1
OG0006041	Om022G375020, Om005G218620	XP_013613266.1, XP_013593065.1
OG0006043	Om005G220690, Om005G220680	XP_013605729.1
OG0006044	Om005G189480	XP_013585039.1, XP_013603381.1
OG0006045	Om001G010800	XP_013620533.1, XP_013598056.1
OG0006046	Om003G116070, Om001G021750	XP_013628136.1, XP_013593143.1
OG0006047	Om006G275380	XP_013621087.1, XP_013614550.1
OG0006049	Om006G274860	XP_013594041.1, XP_013607278.1
OG0006050	Om005G206340	XP_013619204.1, XP_013635544.1, XP_013592648.1
OG0006051	Om002G067430	XP_013607105.1, XP_013596001.1
OG0006052	Om006G274020, Om002G044200	XP_013618636.1, XP_013596086.1
OG0006053	Om006G273620	XP_013593268.1
OG0006054	Om005G192570	XP_013586905.1, XP_013605562.1
OG0006055	Om006G272840	XP_013621586.1, XP_013598403.1
OG0006056	Om006G272290	XP_013597632.1
OG0006058	Om006G271440	XP_013619821.1, XP_013594056.1
OG0006059	Om006G271270	XP_013593801.1, XP_013618139.1
OG0006060	Om006G271230	XP_013621542.1, XP_013597825.1
OG0006061	Om006G269810	XP_013595545.1, XP_013619301.1
OG0006062	Om004G131460	XP_013606424.1, XP_013613454.1
OG0006063	Om002G084490	XP_013594251.1
OG0006064	Om006G270600	XP_013613302.1, XP_013618117.1
OG0006065	Om007G299450	XP_013614467.1, XP_013595505.1
OG0006066	Om006G269530	XP_013596870.1, XP_013619761.1, XP_013619484.1
OG0006067	Om006G269220	XP_013610595.1, XP_013596539.1, XP_013619387.1
OG0006068	Om005G213410	XP_013625654.1
OG0006069	Om005G214220	XP_013613785.1, XP_013614941.1, XP_013592834.1
OG0006070	Om005G214870	XP_013633102.1
OG0006071	Om005G228630	XP_013606869.1, XP_013615333.1, XP_013606824.1
OG0006072	Om005G228610	XP_013612842.1
OG0006073	Om005G226740	XP_013605966.1, XP_013612598.1
OG0006074	Om005G226280	XP_013621905.1, XP_013607175.1
OG0006075	Om005G225520	XP_013606756.1, XP_013607027.1, XP_013614592.1
OG0006076	Om008G328340	XP_013634674.1
OG0006077	Om008G328630	XP_013626524.1, XP_013634229.1
OG0006078	Om002G051860	XP_013637807.1
OG0006079	Om002G053220	XP_013585762.1, XP_013629744.1, XP_013592849.1
OG0006080	Om002G054210	XP_013583638.1
OG0006081	Om004G170350	XP_013609081.1, XP_013618170.1
OG0006082	Om007G288010, Om007G300180, Om002G056190	XP_013611477.1
OG0006084	Om004G160300	XP_013628439.1
OG0006085	Om006G243860, Om003G112110	XP_013613704.1, XP_013622421.1
OG0006086	Om003G112900	XP_013606007.1
OG0006087	Om007G286630	XP_013599780.1, XP_013598785.1
OG0006088	Om003G114250	XP_013609436.1, XP_013618590.1
OG0006089	Om001G021640	XP_013601070.1, XP_013595137.1, XP_013595136.1
OG0006090	Om003G115130	XP_013611541.1, XP_013618230.1
OG0006091	Om006G275470	XP_013614724.1
OG0006092	Om003G115330	XP_013616650.1, XP_013608770.1
OG0006093	Om003G115920	XP_013621545.1, XP_013612683.1
OG0006094	Om003G116160	XP_013612044.1
OG0006095	Om003G116320	XP_013611780.1, XP_013623483.1
OG0006096	Om003G116400	XP_013630751.1, XP_013613238.1
OG0006097	Om003G116890	XP_013608185.1, XP_013623874.1, XP_013617006.1
OG0006098	Om003G117730	XP_013630071.1, XP_013621297.1
OG0006099	Om006G250230	XP_013612635.1, XP_013616569.1
OG0006100	Om006G249230	XP_013627204.1
OG0006101	Om006G249060	XP_013610427.1, XP_013619303.1, XP_013627144.1
OG0006102	Om005G196160	XP_013601487.1, XP_013602543.1, XP_013615735.1
OG0006103	Om006G248220, Om006G248730, Om006G248840, Om006G248790	XP_013606763.1, XP_013618394.1
OG0006104	Om005G193800	XP_013604685.1
OG0006105	Om006G248190	XP_013610489.1, XP_013619704.1
OG0006106	Om004G162230	XP_013622702.1, XP_013612545.1
OG0006107	Om004G162310	XP_013622185.1, XP_013613111.1
OG0006108	Om004G163690	XP_013608836.1, XP_013621275.1, XP_013628724.1
OG0006109	Om004G165660	XP_013620996.1, XP_013609929.1
OG0006112	Om004G167220, Om005G223500	XP_013620644.1, XP_013611571.1
OG0006113	Om004G167650	XP_013622851.1, XP_013621570.1
OG0006114	Om004G167920	XP_013608495.1, XP_013638509.1, XP_013622107.1
OG0006116	Om004G168430	XP_013609260.1, XP_013626588.1
OG0006117	Om006G236060	XP_013616384.1, XP_013626515.1
OG0006118	Om001G000130	XP_013614705.1, XP_013615396.1
OG0006119	Om001G000440	XP_013605663.1, XP_013615880.1
OG0006120	Om001G001030	XP_013593248.1, XP_013603427.1
OG0006121	Om001G001090	XP_013597019.1, XP_013589095.1
OG0006122	Om001G002190	XP_013599182.1, XP_013607827.1
OG0006123	Om001G002300	XP_013587690.1, XP_013627495.1
OG0006124	Om001G002550	XP_013622123.1, XP_013597314.1, XP_013639751.1
OG0006125	Om001G004270	XP_013597511.1, XP_013614948.1
OG0006126	Om007G285230	XP_013635316.1, XP_013623675.1
OG0006127	Om001G005830	XP_013608613.1, XP_013593746.1
OG0006128	Om001G006850	XP_013599197.1, XP_013598343.1
OG0006129	Om003G109080, Om001G007060	XP_013627983.1, XP_013588080.1
OG0006130	Om001G007550	XP_013599270.1, XP_013625837.1
OG0006131	Om001G008350	XP_013596525.1, XP_013619199.1, XP_013587829.1
OG0006133	Om001G009700	XP_013637787.1
OG0006134	Om001G010680	XP_013618627.1, XP_013607013.1, XP_013593228.1
OG0006135	Om001G010850	XP_013604891.1, XP_013597653.1
OG0006136	Om001G011100	XP_013606231.1, XP_013597887.1
OG0006137	Om005G208120, Om001G011460	XP_013584104.1, XP_013595237.1
OG0006138	Om008G350100	XP_013612425.1, XP_013621956.1
OG0006139	Om001G012660	XP_013586074.1, XP_013591477.1
OG0006140	Om001G014990	XP_013602160.1, XP_013589908.1
OG0006141	Om001G015690	XP_013583990.1, XP_013590063.1
OG0006142	Om007G286850	XP_013594084.1, XP_013636474.1
OG0006143	Om008G324250	XP_013631534.1, XP_013628876.1
OG0006144	Om007G288130	XP_013629582.1, XP_013586146.1
OG0006146	Om007G287770	XP_013589910.1, XP_013600124.1
OG0006147	Om007G288750	XP_013622670.1, XP_013587634.1
OG0006148	Om007G288800	XP_013625820.1
OG0006148	Om007G292780, Om004G163270	XP_013584729.1
OG0006150	Om007G289580	XP_013596832.1, XP_013627768.1, XP_013584975.1
OG0006151	Om007G289670	XP_013638609.1, XP_013621724.1
OG0006152	Om007G289720	XP_013586783.1, XP_013626259.1
OG0006153	Om007G290530	XP_013627131.1, XP_013584942.1
OG0006155	Om007G290920	XP_013638764.1
OG0006156	Om007G290990	XP_013585906.1, XP_013635723.1
OG0006157	Om001G035180	XP_013621762.1, XP_013597625.1
OG0006158	Om001G036680	XP_013593037.1, XP_013630452.1
OG0006159	Om001G037290	XP_013616461.1, XP_013596258.1
OG0006160	Om001G038150	XP_013627200.1, XP_013622063.1
OG0006161	Om001G039550	XP_013599332.1
OG0006162	Om001G040530	XP_013588009.1, XP_013598445.1
OG0006163	Om001G041430	XP_013629671.1, XP_013593673.1
OG0006164	Om007G314010	XP_013636240.1
OG0006165	Om007G314860	XP_013631641.1, XP_013633993.1
OG0006166	Om002G046730	XP_013590499.1, XP_013633999.1
OG0006167	Om002G047390, Om002G067700	XP_013588533.1, XP_013583696.1
OG0006168	Om007G292070	XP_013604033.1, XP_013597034.1, XP_013586974.1
OG0006169	Om007G292360	XP_013585791.1, XP_013585929.1
OG0006170	Om008G337650	XP_013623938.1, XP_013632181.1
OG0006171	Om008G345770	XP_013630825.1
OG0006172	Om005G181830	XP_013622028.1
OG0006173	Om008G340570	XP_013635262.1, XP_013635564.1
OG0006175	Om002G063100	XP_013606009.1
OG0006176	Om008G346390, Om008G346560	XP_013612518.1
OG0006177	Om008G347620	XP_013621143.1
OG0006178	Om008G349930	XP_013615345.1
OG0006178	Om008G352010	XP_013610209.1
OG0006179	Om008G351660	XP_013630793.1
OG0006180	Om008G351880	XP_013610234.1
OG0006181	Om008G352790	XP_013611906.1
OG0006182	Om008G352020	XP_013606932.1, XP_013627094.1
OG0006183	Om008G353590	XP_013608863.1, XP_013625848.1
OG0006184	Om008G353910	XP_013623658.1, XP_013606159.1
OG0006185	Om008G354040	XP_013629639.1, XP_013621162.1, XP_013612523.1
OG0006186	Om008G354960	XP_013606774.1
OG0006187	Om008G357590, Om007G314150	XP_013598951.1, XP_013621532.1
OG0006188	Om008G358090	XP_013619503.1, XP_013597046.1
OG0006189	Om008G359790	XP_013606617.1, XP_013593117.1
OG0006190	Om008G359800	XP_013611802.1, XP_013593562.1
OG0006191	Om008G360200	XP_013598653.1
OG0006192	Om008G362890	XP_013620712.1, XP_013598123.1
OG0006193	Om002G078040	XP_013585850.1, XP_013601937.1
OG0006194	Om005G183670, Om005G214760	XP_013604760.1, XP_013604589.1
OG0006195	Om004G171620	XP_013600339.1
OG0006196	Om003G104140	XP_013637108.1, XP_013614474.1
OG0006197	Om003G103750	XP_013633738.1
OG0006198	Om003G102780	XP_013616463.1
OG0006199	Om003G102730	XP_013637414.1
OG0006200	Om003G101910	XP_013635775.1, XP_013590911.1
OG0006201	Om003G101310	XP_013601297.1, XP_013595048.1
OG0006202	Om008G328300, Om008G328240, Om005G227590	XP_013634224.1
OG0006203	Om002G050570	XP_013593816.1
OG0006204	Om008G320170	XP_013625803.1, XP_013634155.1
OG0006205	Om008G320290	XP_013636159.1, XP_013634338.1
OG0006206	Om008G320320	XP_013631961.1, XP_013631979.1
OG0006207	Om008G320600	XP_013626099.1, XP_013631794.1, XP_013636782.1
OG0006208	Om008G320690	XP_013634715.1, XP_013633553.1
OG0006209	Om003G127020	XP_013588917.1
OG0006211	Om008G322190	XP_013632435.1, XP_013635717.1
OG0006212	Om008G322270	XP_013637547.1, XP_013636429.1
OG0006213	Om008G322660	XP_013621967.1, XP_013632158.1
OG0006214	Om008G322760	XP_013637218.1, XP_013637574.1
OG0006215	Om008G323010	XP_013635084.1, XP_013634634.1, XP_013627332.1
OG0006217	Om008G324670	XP_013629970.1, XP_013636821.1
OG0006218	Om008G325340	XP_013625338.1, XP_013631664.1
OG0006219	Om008G326390	XP_013635913.1, XP_013629150.1
OG0006220	Om003G120750	XP_013631984.1, XP_013600089.1
OG0006221	Om003G120400	XP_013605194.1, XP_013631031.1
OG0006222	Om008G327890	XP_013634896.1, XP_013635205.1, XP_013621817.1
OG0006223	Om004G176690	XP_013610158.1, XP_013626801.1, XP_013619736.1
OG0006224	Om004G175760	XP_013622514.1, XP_013613177.1
OG0006225	Om004G175200	XP_013620469.1, XP_013610513.1
OG0006226	Om004G160920	XP_013608801.1, XP_013624633.1, XP_013620708.1
OG0006227	Om004G174150	XP_013629469.1
OG0006228	Om004G173450	XP_013620670.1, XP_013614446.1, XP_013611285.1
OG0006229	Om006G241410	XP_013611989.1, XP_013628525.1, XP_013621117.1
OG0006230	Om006G242240	XP_013618877.1, XP_013622612.1
OG0006231	Om006G242390	XP_013627268.1, XP_013608792.1, XP_013616439.1
OG0006232	Om006G243260	XP_013610222.1, XP_013619676.1, XP_013623518.1
OG0006233	Om006G243380	XP_013630045.1
OG0006234	Om006G243430	XP_013625490.1
OG0006235	Om006G244790	XP_013613205.1, XP_013621262.1
OG0006236	Om006G245260	XP_013628414.1
OG0006237	Om004G170650	XP_013609316.1, XP_013634496.1
OG0006238	Om006G246700	XP_013618409.1, XP_013627582.1
OG0006239	Om006G247150	XP_013623846.1, XP_013608278.1, XP_013610356.1
OG0006240	Om003G112670, Om003G112680, Om006G234570	XP_013626072.1, XP_013612754.1
OG0006241	Om006G234130	XP_013618102.1
OG0006242	Om006G234100	XP_013606008.1
OG0006243	Om006G233580	XP_013621375.1, XP_013629676.1
OG0006244	Om005G200610, Om002G082170	XP_013609973.1
OG0006245	Om006G232710	XP_013622378.1, XP_013610912.1, XP_013589679.1, XP_013618528.1
OG0006246	Om006G232680	XP_013610908.1, XP_013627254.1
OG0006247	Om006G231910	XP_013613639.1, XP_013622099.1
OG0006248	Om006G231720	XP_013630548.1
OG0006249	Om006G231630	XP_013616541.1, XP_013628399.1
OG0006250	Om006G231540	XP_013622137.1, XP_013618266.1
OG0006251	Om006G229740, Om001G019870	XP_013593008.1, XP_013612759.1
OG0006252	Om006G229370	XP_013607266.1, XP_013618734.1
OG0006253	Om004G157280	XP_013619585.1, XP_013610225.1
OG0006254	Om004G158040	XP_013628617.1, XP_013611288.1
OG0006255	Om004G158730, Om004G158720	XP_013610495.1, XP_013614056.1
OG0006256	Om004G159140	XP_013623623.1, XP_013610383.1
OG0006257	Om004G159760	XP_013618602.1, XP_013625327.1
OG0006258	Om004G160060	XP_013617443.1, XP_013612198.1, XP_013614537.1
OG0006259	Om004G160080	XP_013615325.1, XP_013606000.1
OG0006260	Om004G160100	XP_013614538.1, XP_013615331.1, XP_013611168.1
OG0006261	Om007G277510	XP_013595411.1, XP_013608574.1
OG0006262	Om007G278240	XP_013628562.1
OG0006263	Om007G278610	XP_013635307.1, XP_013627458.1
OG0006264	Om007G278740	XP_013631835.1, XP_013632218.1
OG0006265	Om007G279360	XP_013628894.1, XP_013636170.1, XP_013631355.1
OG0006266	Om007G280010	XP_013636044.1
OG0006267	Om007G280120	XP_013631196.1, XP_013623267.1
OG0006268	Om007G280810	XP_013634431.1, XP_013634333.1
OG0006270	Om007G281640	XP_013635742.1, XP_013634676.1
OG0006271	Om007G307640, Om007G282280	XP_013631128.1, XP_013637106.1
OG0006272	Om007G282290	XP_013631913.1, XP_013631122.1
OG0006274	Om007G282410	XP_013636138.1
OG0006275	Om007G283610	XP_013635863.1, XP_013635511.1
OG0006276	Om007G284340, Om005G186190	XP_013634817.1, XP_013634582.1
OG0006277	Om005G188310, Om001G020280	XP_013596432.1, XP_013586412.1
OG0006278	Om002G042740	XP_013585415.1, XP_013638970.1
OG0006279	Om004G177470	XP_013622893.1, XP_013587309.1
OG0006280	Om002G051000	XP_013626444.1, XP_013618302.1
OG0006281	Om004G177270	XP_013620117.1, XP_013628124.1
OG0006282	Om007G289890	XP_013600427.1
OG0006283	Om002G043030	XP_013638720.1, XP_013637180.1
OG0006284	Om002G043230	XP_013589673.1, XP_013587342.1
OG0006285	Om007G299340	XP_013618376.1, XP_013611984.1
OG0006286	Om004G156840, Om002G044850	XP_013630743.1, XP_013586899.1
OG0006287	Om002G045060	XP_013584167.1
OG0006288	Om002G045280	XP_013591676.1, XP_013586754.1
OG0006289	Om002G045480	XP_013630272.1, XP_013636004.1
OG0006290	Om002G045980	XP_013584808.1, XP_013595919.1, XP_013623311.1
OG0006291	Om002G047480	XP_013626404.1, XP_013586682.1
OG0006293	Om002G049780	XP_013617342.1, XP_013628770.1, XP_013638338.1
OG0006294	Om002G049980	XP_013593503.1, XP_013627539.1
OG0006295	Om008G329640	XP_013636312.1, XP_013625779.1, XP_013632344.1
OG0006296	Om008G329650	XP_013632343.1, XP_013630225.1, XP_013636302.1
OG0006297	Om008G331410	XP_013630542.1, XP_013637002.1
OG0006298	Om008G331750	XP_013634232.1, XP_013634925.1
OG0006299	Om008G332500	XP_013634789.1
OG0006300	Om008G333180	XP_013625588.1, XP_013634726.1
OG0006301	Om008G337980	XP_013627212.1, XP_013627665.1
OG0006302	Om008G337350	XP_013625212.1, XP_013633604.1
OG0006303	Om008G337030	XP_013636064.1
OG0006305	Om008G335420	XP_013607180.1, XP_013634248.1
OG0006306	Om008G335060	XP_013635135.1, XP_013626823.1
OG0006307	Om008G333880	XP_013630040.1, XP_013635360.1
OG0006308	Om005G196600	XP_013586237.1, XP_013605860.1
OG0006309	Om005G197070	XP_013604597.1, XP_013599648.1
OG0006310	Om005G197520	XP_013604751.1, XP_013583258.1, XP_013586873.1
OG0006311	Om005G197530	XP_013586869.1, XP_013604749.1
OG0006312	Om005G197760	XP_013602085.1, XP_013583933.1
OG0006314	Om005G198200	XP_013586184.1, XP_013590983.1
OG0006315	Om005G199130	XP_013638960.1, XP_013602838.1, XP_013603193.1
OG0006316	Om005G199850	XP_013585241.1, XP_013603348.1, XP_013603901.1
OG0006318	Om005G200990	XP_013602510.1, XP_013583583.1
OG0006319	Om005G202390	XP_013586473.1, XP_013639177.1, XP_013602095.1
OG0006320	Om005G202500	XP_013595372.1, XP_013587625.1
OG0006321	Om004G136330	XP_013590013.1, XP_013590403.1
OG0006322	Om005G202840	XP_013604079.1, XP_013598224.1, XP_013586583.1
OG0006323	Om005G202950	XP_013584211.1, XP_013615152.1
OG0006324	Om005G203900	XP_013605268.1, XP_013585492.1
OG0006325	Om005G205340	XP_013638548.1
OG0006326	Om006G231650	XP_013616468.1
OG0006327	Om004G146160	XP_013593610.1, XP_013630284.1, XP_013587431.1
OG0006328	Om005G212240	XP_013591644.1, XP_013626456.1, XP_013588791.1
OG0006330	Om004G148510	XP_013629420.1, XP_013586506.1
OG0006331	Om004G151790	XP_013625404.1, XP_013593944.1
OG0006332	Om004G149180, Om007G289130	XP_013623691.1, XP_013623735.1, XP_013585214.1
OG0006333	Om004G168500, Om008G325360	XP_013598598.1, XP_013605382.1
OG0006334	Om004G163790	XP_013601844.1, XP_013598633.1
OG0006335	Om004G151240	XP_013618315.1, XP_013599007.1
OG0006336	Om007G285770	XP_013593845.1
OG0006337	Om007G286210	XP_013598206.1, XP_013599679.1
OG0006339	Om004G153770	XP_013636815.1, XP_013605752.1
OG0006340	Om004G156170	XP_013599694.1, XP_013630717.1
OG0006341	Om005G195810	XP_013600006.1
OG0006342	Om005G195370	XP_013605845.1, XP_013604412.1
OG0006343	Om005G195300	XP_013604415.1, XP_013638631.1
OG0006344	Om005G194580	XP_013604845.1, XP_013584580.1, XP_013603081.1
OG0006346	Om005G192050	XP_013605575.1, XP_013605856.1
OG0006347	Om005G191940	XP_013599475.1, XP_013586282.1
OG0006348	Om004G174620	XP_013597022.1, XP_013619900.1
OG0006349	Om005G190130	XP_013583500.1, XP_013601928.1
OG0006350	Om005G185990	XP_013584892.1, XP_013615681.1, XP_013585211.1
OG0006351	Om005G188230	XP_013604869.1, XP_013587268.1
OG0006352	Om005G188620	XP_013583758.1, XP_013603632.1, XP_013596878.1, XP_013601942.1
OG0006355	Om005G185690	XP_013585863.1
OG0006356	Om005G184790	XP_013600112.1, XP_013587441.1
OG0006357	Om005G184450	XP_013603268.1, XP_013603019.1, XP_013584752.1
OG0006358	Om005G184340	XP_013602035.1, XP_013589290.1, XP_013602256.1
OG0006359	Om006G257490	XP_013595330.1, XP_013603216.1, XP_013617889.1
OG0006360	Om005G183720	XP_013605661.1, XP_013584850.1
OG0006361	Om005G183610	XP_013603390.1, XP_013585036.1
OG0006362	Om005G182310	XP_013605558.1, XP_013586837.1
OG0006363	Om005G181090	XP_013602207.1, XP_013600775.1
OG0006364	Om005G180240	XP_013584259.1, XP_013605391.1
OG0006365	Om005G180260	XP_013605617.1, XP_013637694.1
OG0006367	Om006G273270, Om005G179050	XP_013638188.1, XP_013602017.1
OG0006368	Om007G301660	XP_013629215.1, XP_013612907.1
OG0006370	Om007G300030	XP_013607182.1, XP_013625855.1, XP_013616160.1
OG0006371	Om007G300210	XP_013619246.1, XP_013627168.1, XP_013614400.1
OG0006372	Om007G298550	XP_013628191.1
OG0006373	Om007G297720	XP_013621550.1, XP_013613166.1, XP_013606095.1, XP_013614420.1
OG0006374	Om007G296850	XP_013629906.1, XP_013609583.1
OG0006375	Om005G212120	XP_013591719.1
OG0006376	Om007G296670	XP_013620285.1, XP_013606425.1
OG0006377	Om007G296490	XP_013627100.1, XP_013617150.1, XP_013619417.1
OG0006378	Om007G295610, Om007G295650	XP_013630196.1, XP_013616838.1
OG0006379	Om007G308230	XP_013598268.1, XP_013612670.1, XP_013621089.1
OG0006380	Om006G256330	XP_013605560.1, XP_013632026.1
OG0006381	Om004G169990	XP_013612135.1
OG0006382	Om004G170630	XP_013625674.1, XP_013620418.1
OG0006383	Om004G170690	XP_013612724.1, XP_013620413.1
OG0006384	Om004G170900	XP_013606600.1, XP_013618341.1, XP_013626381.1
OG0006385	Om004G157310	XP_013606709.1
OG0006386	Om006G240300	XP_013608799.1, XP_013621242.1, XP_013598471.1
OG0006387	Om006G240080	XP_013598040.1, XP_013612391.1
OG0006388	Om006G252910	XP_013637256.1, XP_013602178.1
OG0006389	Om006G239140	XP_013613172.1, XP_013598521.1
OG0006390	Om006G238830	XP_013619142.1
OG0006391	Om006G238550	XP_013606747.1
OG0006392	Om006G238400	XP_013618761.1, XP_013593088.1
OG0006393	Om006G238340, Om006G238350	XP_013607420.1
OG0006394	Om006G237160	XP_013598330.1, XP_013611625.1
OG0006395	Om006G236460	XP_013616587.1
OG0006396	Om006G236090	XP_013620236.1, XP_013629123.1
OG0006397	Om006G235820, Om006G235830	XP_013610507.1, XP_013628122.1, XP_013619464.1
OG0006398	Om006G235710	XP_013621797.1, XP_013610593.1
OG0006399	Om006G235630	XP_013621690.1, XP_013625384.1
OG0006400	Om006G235300	XP_013630604.1, XP_013613229.1
OG0006401	Om006G235000	XP_013628571.1, XP_013613189.1
OG0006402	Om007G293970, Om006G234990	XP_013628572.1, XP_013618536.1
OG0006403	Om006G247390	XP_013630629.1, XP_013621129.1
OG0006404	Om006G247800	XP_013627159.1, XP_013619266.1, XP_013618711.1
OG0006405	Om006G257620	XP_013595486.1, XP_013601996.1
OG0006406	Om006G257710	XP_013602805.1, XP_013592914.1
OG0006407	Om006G257760	XP_013605703.1, XP_013594162.1
OG0006408	Om006G259730	XP_013598093.1, XP_013602922.1, XP_013620416.1
OG0006409	Om006G261570	XP_013616833.1, XP_013604801.1
OG0006410	Om006G263700	XP_013617675.1, XP_013623014.1, XP_013622103.1
OG0006411	Om006G267860	XP_013628717.1
OG0006412	Om005G210960	XP_013619864.1, XP_013591177.1, XP_013590288.1
OG0006413	Om001G031790, Om005G182060	XP_013629952.1, XP_013613815.1
OG0006415	Om004G148080	XP_013585637.1, XP_013628538.1
OG0006416	Om005G211890	XP_013616183.1, XP_013590068.1, XP_013591459.1
OG0006417	Om005G210130	XP_013619309.1
OG0006418	Om005G209760	XP_013590066.1, XP_013618198.1
OG0006419	Om005G209190	XP_013591035.1, XP_013591116.1, XP_013619325.1
OG0006420	Om005G208840	XP_013589953.1, XP_013618241.1
OG0006421	Om005G208440	XP_013590377.1
OG0006422	Om005G195290	XP_013639225.1, XP_013615245.1, XP_013585196.1
OG0006423	Om005G206240	XP_013589997.1, XP_013589519.1
OG0006424	Om008G333200, Om005G205780	XP_013588357.1, XP_013616245.1
OG0006425	Om004G143210	XP_013620328.1, XP_013592228.1
OG0006426	Om004G165120	XP_013611909.1, XP_013611908.1
OG0006427	Om004G142910	XP_013619249.1, XP_013590705.1, XP_013617213.1
OG0006428	Om004G133730	XP_013620154.1, XP_013590703.1
OG0006429	Om004G134280	XP_013590129.1
OG0006430	Om005G204360	XP_013592523.1, XP_013614579.1
OG0006431	Om005G200040, Om004G135100	XP_013591577.1
OG0006432	Om004G138380	XP_013590537.1, XP_013590458.1, XP_013619058.1
OG0006433	Om004G137940, Om008G351040	XP_013635202.1, XP_013590077.1
OG0006434	Om004G138530	XP_013589733.1, XP_013590113.1
OG0006435	Om004G140690	XP_013588075.1, XP_013592375.1
OG0006436	Om004G141750	XP_013613908.1, XP_013592313.1
OG0006437	Om004G142450	XP_013591152.1, XP_013588808.1
OG0006438	Om004G132240	XP_013591303.1, XP_013588576.1
OG0006439	Om004G132080	XP_013590896.1, XP_013590507.1
OG0006440	Om004G131820	XP_013592657.1
OG0006441	Om004G130770	XP_013591246.1, XP_013615126.1
OG0006443	Om002G058820	XP_013610629.1, XP_013585113.1
OG0006444	Om003G093160	XP_013630403.1, XP_013592679.1
OG0006445	Om002G060800	XP_013586464.1, XP_013587072.1
OG0006446	Om002G061140	XP_013587581.1, XP_013622154.1
OG0006447	Om002G061500	XP_013628682.1, XP_013587373.1
OG0006448	Om002G062010	XP_013609693.1, XP_013626018.1, XP_013587041.1
OG0006449	Om002G063610	XP_013638302.1, XP_013620062.1
OG0006450	Om006G260740	XP_013637818.1, XP_013600015.1
OG0006451	Om002G064020	XP_013613835.1, XP_013583744.1
OG0006452	Om002G064070, Om003G112080	XP_013587144.1, XP_013616701.1
OG0006453	Om002G064110	XP_013627419.1, XP_013584603.1
OG0006454	Om002G064220	XP_013609341.1, XP_013609264.1, XP_013638783.1
OG0006455	Om002G064490	XP_013584400.1, XP_013587335.1
