Orthogroup	Odontarrhena_muralis	Capsella_rubella
OG0008143	Om007G296440	XP_023636765.1
OG0008145	Om007G296040	XP_023636230.1
OG0008146	Om007G295830	XP_023636456.1
OG0008147	Om007G295810	XP_006287778.1
OG0008149	Om007G295360	XP_006286901.1
OG0008150	Om007G295200	XP_023636416.1
OG0008151	Om007G295150	XP_006288171.1
OG0008152	Om007G294990	XP_006286855.1
OG0008153	Om007G294940	XP_006287336.1
OG0008154	Om007G294870	XP_006286618.1
OG0008155	Om007G294690	XP_006286419.1
OG0008156	Om007G294680	XP_006288080.1
OG0008157	Om007G294630	XP_006286572.1
OG0008158	Om007G294620	XP_006287497.1
OG0008159	Om007G294490	XP_006287821.1
OG0008160	Om007G294250	XP_023636212.1
OG0008161	Om007G294010	XP_006288318.1
OG0008162	Om007G293900	XP_006288049.1
OG0008163	Om007G293710	XP_006287004.1
OG0008164	Om007G293550	XP_006286490.1
OG0008165	Om007G303470	XP_006279348.1
OG0008166	Om007G304140	XP_006281276.1
OG0008167	Om007G303970	XP_006280509.1
OG0008168	Om007G305850, Om009G362980	XP_006279790.1
OG0008170	Om004G160950	XP_006287370.1
OG0008171	Om009G364200, Om007G307200	XP_006281137.1
OG0008172	Om004G161130	XP_023636987.1
OG0008173	Om004G161240	XP_006288001.1
OG0008174	Om004G161320	XP_006289952.1
OG0008175	Om004G169550	XP_006287717.1
OG0008176	Om004G169950	XP_006290135.1
OG0008177	Om004G170180	XP_006287123.1
OG0008178	Om004G170220	XP_006290093.1
OG0008179	Om004G170430	XP_006288643.1
OG0008180	Om004G171940, Om001G002990	XP_006287700.1
OG0008181	Om004G172740	XP_006286481.1
OG0008182	Om004G172770	XP_006287689.1
OG0008183	Om006G241100	XP_006287675.2
OG0008184	Om006G240100	XP_006287080.1
OG0008185	Om006G239740	XP_006288628.1
OG0008186	Om006G239360	XP_023635958.1
OG0008187	Om006G239320	XP_023637707.1
OG0008188	Om006G239290	XP_006288538.1
OG0008189	Om006G238980	XP_006288072.1
OG0008190	Om006G238790	XP_006289001.1
OG0008191	Om006G238320	XP_006288585.1
OG0008192	Om006G238250	XP_006286557.1
OG0008193	Om006G237990	XP_006286452.1
OG0008194	Om005G211650	XP_006301917.2
OG0008195	Om006G237650	XP_006286797.1
OG0008196	Om006G237570	XP_006288391.1
OG0008197	Om006G237540	XP_006287009.1
OG0008198	Om004G167960	XP_006281938.1
OG0008199	Om006G236740	XP_023635270.1
OG0008200	Om006G236420	XP_006281764.1
OG0008201	Om006G236210	XP_023645628.1
OG0008202	Om006G235680	XP_006280610.1
OG0008203	Om006G235660	XP_006281039.1
OG0008204	Om006G235590	XP_006280427.1
OG0008205	Om006G235410	XP_006281617.1
OG0008206	Om006G235350	XP_006280255.1
OG0008207	Om006G235050	XP_006280820.2
OG0008208	Om006G234840	XP_006280650.1
OG0008209	Om006G234640	XP_006282142.1
OG0008210	Om006G247660	XP_006279957.1
OG0008211	Om006G247670	XP_006281173.1
OG0008212	Om006G247740	XP_006284632.1
OG0008213	Om006G257590	XP_023637869.1
OG0008214	Om006G257660	XP_006290505.1
OG0008215	Om006G257680	XP_006290377.1
OG0008216	Om006G258160	XP_006291865.1
OG0008217	Om006G258450, Om006G258570	XP_006291658.1
OG0008218	Om006G259250	XP_006291079.1
OG0008219	Om006G260260	XP_006292653.1
OG0008220	Om006G260270	XP_006291082.1
OG0008221	Om006G260590	XP_006290719.1
OG0008222	Om006G262540	XP_006291423.2
OG0008223	Om006G266930	XP_006292737.1
OG0008224	Om006G236190	XP_023638886.1
OG0008225	Om005G220200, Om003G117960, Om005G220170, Om004G155380, Om005G220190	XP_023638422.1
OG0008226	Om005G212020	XP_006302399.2
OG0008227	Om005G212070	XP_006302128.1
OG0008228	Om005G212090	XP_006300620.2
OG0008229	Om005G212140, Om005G212130	XP_006302319.2
OG0008230	Om005G212220	XP_006302470.1
OG0008231	Om005G212270	XP_006300697.1
OG0008232	Om008G339550	XP_006295058.1
OG0008233	Om001G036820	XP_006302174.2
OG0008234	Om005G211850	XP_006300986.1
OG0008235	Om005G212490	XP_006301418.1
OG0008236	Om005G209990	XP_006300869.1
OG0008237	Om005G209960	XP_006302168.1
OG0008238	Om005G209900	XP_006302571.1
OG0008239	Om005G208620	XP_006302641.1
OG0008240	Om004G145030	XP_006307636.1
OG0008241	Om002G069850, Om006G260960	XP_006296587.2, XP_006279193.2
OG0008242	Om005G208180	XP_006300446.1
OG0008243	Om005G208160	XP_023643397.1
OG0008244	Om005G208050, Om005G208060	XP_023643393.1
OG0008245	Om005G207840	XP_006303034.1
OG0008246	Om004G144360, Om005G207780	XP_023644117.1
OG0008247	Om005G206830	XP_023643747.1
OG0008248	Om005G206510	XP_023642977.1, XP_006301610.2
OG0008249	Om005G205920	XP_006300777.1
OG0008250	Om004G142930	XP_006300302.1
OG0008251	Om004G133760	XP_023643765.1
OG0008252	Om004G133870	XP_006302124.1
OG0008253	Om004G133910	XP_006302534.1
OG0008254	Om004G134170	XP_006302016.2
OG0008255	Om004G134240	XP_023643424.1
OG0008256	Om004G134780	XP_006302393.1
OG0008257	Om004G135090	XP_006300367.1
OG0008258	Om004G135210, Om004G135800	XP_006301250.1
OG0008259	Om004G135470	XP_006302213.1
OG0008260	Om004G136010	XP_006302046.1
OG0008261	Om004G136930	XP_006301363.1
OG0008262	Om004G136850	XP_006291987.1, XP_006302754.1
OG0008263	Om005G202150, Om004G137330	XP_006301599.1
OG0008264	Om004G137340	XP_006301887.1
OG0008265	Om004G137620	XP_006302134.1
OG0008266	Om004G138410	XP_006300296.1
OG0008267	Om004G138240	XP_006300542.1
OG0008268	Om006G235220, Om004G137750	XP_006300630.1
OG0008269	Om004G138680	XP_006302797.1
OG0008270	Om004G139000	XP_006302742.2
OG0008271	Om004G139610	XP_023643322.1
OG0008272	Om004G140000, Om004G139990	XP_006302516.1
OG0008273	Om004G140280, Om006G260530	XP_006302961.1
OG0008274	Om004G140430	XP_006302372.1
OG0008275	Om004G140500	XP_006302251.1
OG0008276	Om004G140770	XP_006300865.1
OG0008277	Om004G141130	XP_023644127.1, XP_006304515.1
OG0008278	Om004G141220	XP_006301097.1
OG0008279	Om004G141850	XP_006303029.1
OG0008280	Om004G141970	XP_006300826.1
OG0008281	Om004G142470	XP_006302918.1
OG0008282	Om004G142830	XP_023643818.1
OG0008283	Om004G132210	XP_006301561.1
OG0008284	Om004G131700	XP_023643711.1
OG0008285	Om004G131410	XP_006300815.1
OG0008286	Om004G131310	XP_006300498.1
OG0008287	Om004G130970	XP_023643632.1
OG0008288	Om004G130830	XP_006302289.1
OG0008289	Om004G130560	XP_006302052.2
OG0008290	Om078G377240, Om004G130300	XP_006302138.1
OG0008291	Om004G130260	XP_006301132.2
OG0008292	Om004G130050	XP_006302602.1
OG0008293	Om004G129660	XP_006300949.1
OG0008294	Om002G056480	XP_006299067.1
OG0008295	Om002G057000	XP_006299899.1
OG0008296	Om002G057040	XP_006296606.1
OG0008297	Om002G057360	XP_006297783.1
OG0008298	Om002G057660, Om005G182710	XP_006288537.1, XP_006298419.1
OG0008299	Om002G058430	XP_006299589.1
OG0008300	Om006G240480	XP_006288826.1
OG0008301	Om002G058480	XP_006298859.1
OG0008302	Om002G058510, Om002G058340	XP_006297702.1
OG0008303	Om002G058550	XP_023641293.1
OG0008304	Om002G058810	XP_006298170.1
OG0008305	Om002G058870	XP_023642802.1
OG0008306	Om002G058930	XP_006298639.1
OG0008307	Om002G059020	XP_006297883.1
OG0008308	Om002G060030	XP_023641103.1
OG0008309	Om002G060260	XP_006297964.1
OG0008310	Om002G060490	XP_006298553.2
OG0008311	Om002G060520	XP_006299297.1
OG0008312	Om003G094050	XP_006305362.1, XP_006306194.1
OG0008313	Om002G061550	XP_006296854.2
OG0008314	Om002G062190	XP_006298569.1
OG0008315	Om002G062270	XP_006299175.1
OG0008316	Om002G063080	XP_006297124.1
OG0008317	Om002G063770	XP_006299452.1
OG0008318	Om002G063980	XP_006298441.1
OG0008319	Om002G064530	XP_006297794.1
OG0008320	Om002G064690	XP_006298549.1
OG0008321	Om002G065220, Om001G024660	XP_006296844.1
OG0008322	Om002G065720	XP_006297149.1
OG0008323	Om002G065740	XP_023642321.1
OG0008324	Om002G065830	XP_006299410.1
OG0008325	Om002G066380	XP_006299563.1
OG0008326	Om002G066810	XP_006298597.1
OG0008327	Om002G066860	XP_006298260.1
OG0008328	Om002G067820	XP_006299069.1
OG0008329	Om006G253050	XP_006293084.1
OG0008330	Om002G068410	XP_006299310.1
OG0008331	Om003G101840	XP_006282528.1
OG0008332	Om002G070710	XP_006297307.2
OG0008333	Om002G071670	XP_006297933.2
OG0008334	Om002G072080	XP_006298606.1
OG0008335	Om002G073210	XP_023641505.1
OG0008336	Om002G073390	XP_006297247.1
OG0008337	Om007G288570	XP_006298252.2
OG0008338	Om003G113870	XP_006282345.2
OG0008339	Om002G085220	XP_006298520.1
OG0008340	Om002G081330	XP_006298230.1
OG0008341	Om002G081850	XP_006297287.1
OG0008342	Om002G082010	XP_006297462.1
OG0008343	Om002G082390	XP_006297630.1
OG0008344	Om002G082620	XP_006298069.1
OG0008345	Om002G083180	XP_006300017.1
OG0008346	Om002G083420	XP_006279162.2, XP_006296585.2
OG0008347	Om002G084000	XP_006296985.1
OG0008348	Om002G084070	XP_006298646.1
OG0008349	Om002G084090	XP_006299646.1
OG0008350	Om002G084430	XP_006299902.1
OG0008351	Om002G086010	XP_006296613.1
OG0008352	Om002G085910, Om002G085920, Om002G085930	XP_006298526.1
OG0008353	Om002G086140	XP_006297211.1
OG0008354	Om002G086840	XP_006293028.1
OG0008355	Om002G087280	XP_006300293.2
OG0008357	Om003G089770	XP_023632616.1
OG0008358	Om003G089870	XP_006305348.1
OG0008359	Om003G090590	XP_023645892.1
OG0008360	Om008G362860	XP_006281218.1
OG0008361	Om003G090700	XP_023645694.1
OG0008362	Om003G091890	XP_006303363.2
OG0008363	Om003G091920	XP_006307522.1
OG0008364	Om003G092680	XP_006304058.1
OG0008365	Om003G092810	XP_023645145.1
OG0008366	Om003G092930, Om003G092980	XP_006306035.2
OG0008367	Om003G093390	XP_006305990.1
OG0008369	Om003G093460	XP_006306782.1
OG0008370	Om003G093620	XP_006307191.1
OG0008371	Om003G094960	XP_006307107.1
OG0008372	Om003G095260	XP_006303923.1
OG0008373	Om003G095550	XP_006304010.1
OG0008374	Om003G095930	XP_006307335.1
OG0008375	Om003G096820	XP_006304574.1
OG0008376	Om003G097270	XP_006305094.1
OG0008377	Om003G097350	XP_006305941.1
OG0008378	Om003G098500	XP_006305976.1
OG0008379	Om003G098850	XP_006305959.1
OG0008380	Om003G100240	XP_023634881.1
OG0008381	Om003G100430	XP_006286049.2
OG0008382	Om008G339440	XP_006296459.1
OG0008383	Om008G339580	XP_006294231.1
OG0008384	Om008G339660	XP_006293979.1
OG0008385	Om006G256640	XP_006291208.1
OG0008386	Om006G256440	XP_006292260.1
OG0008387	Om006G256240	XP_006292564.1
OG0008388	Om006G256040	XP_006292182.1
OG0008389	Om006G255620	XP_006293211.1
OG0008390	Om006G255410	XP_006290564.1
OG0008391	Om006G254510	XP_006291758.2
OG0008392	Om006G254400	XP_006291827.1
OG0008393	Om006G254240	XP_006291268.1
OG0008394	Om006G254100	XP_023638489.1
OG0008395	Om006G253900	XP_006292186.1
OG0008396	Om006G256890	XP_006292370.1
OG0008397	Om006G253490	XP_023637759.1
OG0008398	Om006G253390	XP_006292594.1
OG0008399	Om006G252960	XP_006290666.1
OG0008400	Om006G253540	XP_006291407.1
OG0008401	Om006G252990	XP_006290357.2
OG0008402	Om008G340600, Om006G252650	XP_006290988.1
OG0008403	Om006G251950	XP_006291806.1
OG0008404	Om006G251860	XP_023638437.1
OG0008405	Om006G250980	XP_006292571.1
OG0008406	Om003G119410	XP_006290430.2
OG0008407	Om003G119960	XP_006290655.1
OG0008408	Om003G120800	XP_006291644.1
OG0008409	Om003G121590	XP_023639303.1
OG0008410	Om003G122170	XP_006293247.1
OG0008411	Om003G122390	XP_023638760.1
OG0008412	Om003G122420	XP_006290610.1
OG0008413	Om003G122500	XP_006291660.1
OG0008414	Om003G122560	XP_006293106.1
OG0008415	Om003G122660	XP_006291508.1
OG0008416	Om003G122670	XP_023638203.1
OG0008417	Om008G326050	XP_023639668.1
OG0008418	Om007G316510	XP_006296596.1
OG0008419	Om003G123660	XP_006292282.1
OG0008420	Om003G123770	XP_006290416.1
OG0008421	Om003G123790	XP_006291212.1
OG0008422	Om003G123940	XP_006293224.1
OG0008423	Om003G124000	XP_023639244.1
OG0008424	Om003G124150	XP_023637741.1
OG0008425	Om003G124610	XP_006290704.1
OG0008426	Om003G124780	XP_006291545.1
OG0008427	Om003G125010	XP_006285975.1
OG0008428	Om003G125550	XP_023639069.1
OG0008430	Om003G127140	XP_006291605.1
OG0008431	Om003G127450	XP_006292576.1
OG0008432	Om003G127480	XP_023638514.1
OG0008433	Om003G127690	XP_006291194.1
OG0008434	Om003G127780	XP_006292461.1
OG0008435	Om003G127750	XP_006291837.1
OG0008437	Om003G128650	XP_006291197.1
OG0008438	Om003G128700	XP_006290368.1
OG0008440	Om003G129100	XP_006292277.1
OG0008441	Om003G091340	XP_006307069.2
OG0008442	Om003G091910	XP_006305603.1, XP_023632845.1
OG0008445	Om008G358930	XP_006282323.1, XP_006281195.2
OG0008446	Om008G353060, Om008G353050	XP_006290181.1
OG0008447	Om008G334120	XP_006294411.2
OG0008449	Om004G135350	XP_006301996.1
OG0008450	Om004G142660	XP_006302701.1
OG0008451	Om005G205750	XP_006304590.2, XP_006304932.1
OG0008452	Om001G022600	XP_023633776.1
OG0008454	Om001G031200	XP_006283169.1
OG0008455	Om001G029180	XP_006284395.2
OG0008456	Om005G184320	XP_006304582.1
OG0008457	Om005G186080, Om001G005470	XP_006306352.1
OG0008458	Om005G187460	XP_006305693.1
OG0008459	Om005G189860	XP_006306774.1
OG0008460	Om005G192310	XP_006287993.1
OG0008462	Om004G143040, Om005G200210	XP_006302093.1, XP_023643468.1
OG0008463	Om005G207060	XP_006301346.1
OG0008464	Om005G210980	XP_006302341.1
OG0008465	Om005G211030	XP_006301738.1
OG0008466	Om005G213280	XP_006300368.1
OG0008467	Om002G070190	XP_023638087.1, XP_006299193.1
OG0008468	Om002G054520	XP_006297665.1
OG0008469	Om004G174690	XP_006287667.1
OG0008470	Om007G277990, Om007G277980	XP_006280729.1, XP_006279791.1
OG0008471	Om007G283520	XP_006293444.2
OG0008472	Om007G303480	XP_006283898.1
OG0008473	Om007G313160	XP_023642483.1
OG0008474	Om006G273580	XP_006292460.1
OG0008475	Om003G114120	XP_006280617.1
OG0008476	Om006G248440	XP_006281381.1
OG0008477	Om006G244210	XP_006289692.1
OG0008478	Om006G239840	XP_006288555.1
OG0008479	Om006G235530	XP_006280864.1
OG0008480	Om006G231210	XP_006279718.1
OG0008487	Om008G338380	XP_006296331.2
OG0008492	Om004G159600	XP_006296368.2
OG0008504	Om001G022300	XP_006283541.1
OG0008505	Om001G023130	XP_023633988.1
OG0008506	Om001G023430	XP_006284536.1
OG0008507	Om001G023670	XP_006285877.1
OG0008508	Om001G023800	XP_006284313.1
OG0008509	Om001G025130	XP_023633774.1
OG0008510	Om001G025150, Om003G120180	XP_023634505.1, XP_023643143.1
OG0008511	Om001G025170	XP_006283055.1
OG0008512	Om001G025210	XP_023635338.1
OG0008513	Om001G025410	XP_006285860.1
OG0008514	Om001G025760	XP_006284349.1
OG0008515	Om001G025980	XP_006286031.1
OG0008516	Om001G026120	XP_006284621.1
OG0008518	Om006G241510	XP_006289623.2
OG0008519	Om001G026840	XP_006282458.1
OG0008520	Om001G026870	XP_023634189.1
OG0008521	Om001G027770	XP_006284065.1
OG0008522	Om001G027990	XP_006284685.2
OG0008523	Om001G028330	XP_006286334.2
OG0008524	Om001G028480	XP_006284964.1
OG0008525	Om001G028570	XP_023633932.1
OG0008526	Om007G278350, Om001G028960	XP_006283209.1
OG0008527	Om001G029060	XP_006282661.1
OG0008528	Om001G029190	XP_006283914.1
OG0008529	Om001G029600	XP_023635651.1
OG0008530	Om001G030160	XP_006284094.1
OG0008531	Om001G030050	XP_006283000.1
OG0008532	Om001G030140	XP_006284646.1
OG0008533	Om001G030500	XP_006284121.2
OG0008534	Om001G025900, Om001G029720	XP_023634212.1
OG0008535	Om001G030670	XP_006283368.1
OG0008536	Om001G030680	XP_006284320.1
OG0008537	Om001G030690	XP_006285119.1
OG0008538	Om001G030790	XP_006282673.1
OG0008540	Om001G032430	XP_006286166.1
OG0008541	Om001G031970	XP_006283036.1
OG0008542	Om001G031800	XP_006283988.1
OG0008543	Om001G032710	XP_006282497.1
OG0008544	Om001G032750	XP_006283074.1
OG0008545	Om001G032860	XP_006283943.2
OG0008546	Om001G033220	XP_023634593.1
OG0008547	Om001G033510	XP_006286240.1
OG0008548	Om007G292030	XP_006305502.1
OG0008549	Om007G292420	XP_006303926.1
OG0008550	Om004G135010, Om007G292520	XP_006305412.1
OG0008551	Om007G292740	XP_006307193.1
OG0008552	Om007G277070	XP_006307621.1
OG0008553	Om007G276860	XP_006305496.1
OG0008554	Om007G276450	XP_006282658.1
OG0008555	Om007G276400	XP_023635507.1
OG0008556	Om007G276040	XP_006286060.1
OG0008557	Om005G191530	XP_006303536.1
OG0008558	Om005G216140	XP_006293748.1
OG0008559	Om005G216160	XP_006302622.1
OG0008560	Om005G218530, Om011G366010	XP_006302207.1
OG0008561	Om001G030280	XP_006283671.1
OG0008562	Om005G218760	XP_023642975.1
OG0008563	Om005G188240	XP_023645592.1
OG0008564	Om005G219190	XP_006300976.1
OG0008565	Om005G220290	XP_006302902.1
OG0008566	Om005G220380	XP_006302397.1
OG0008567	Om005G221550, Om005G221540	XP_006302183.1
OG0008568	Om005G221430	XP_006302724.1
OG0008569	Om002G073170	XP_023641708.1
OG0008570	Om005G222230	XP_006300546.1
OG0008571	Om005G222760	XP_006300529.1
OG0008572	Om005G222860	XP_006302767.2
OG0008573	Om005G223070	XP_006302586.1
OG0008574	Om005G223260	XP_006301000.1
OG0008575	Om005G223290	XP_023643194.1
OG0008576	Om005G190660, Om005G223900	XP_006301049.2
OG0008577	Om005G191040	XP_023645913.1
OG0008578	Om005G195850	XP_006303314.1
OG0008579	Om006G275180	XP_006292770.1
OG0008580	Om002G086990	XP_006293073.1
OG0008581	Om006G274940	XP_006292014.2
OG0008582	Om006G274700	XP_006291502.1
OG0008583	Om006G274390	XP_006292005.2
OG0008584	Om006G273880	XP_006291183.1
OG0008585	Om006G273660	XP_006291103.1
OG0008586	Om006G273360	XP_006291968.1
OG0008588	Om006G272830	XP_006291665.1
OG0008589	Om006G272660	XP_006291088.1
OG0008590	Om006G272360	XP_006292751.2
OG0008591	Om006G272180	XP_006290458.1
OG0008592	Om006G271900	XP_006290731.1
OG0008593	Om006G271880	XP_023637921.1
OG0008594	Om006G271610	XP_006290382.1
OG0008595	Om006G271390	XP_006290601.1
OG0008596	Om006G271320, Om001G021260	XP_023638329.1
OG0008597	Om006G270940	XP_006292470.1
OG0008598	Om006G270930	XP_006290994.1
OG0008599	Om006G270460	XP_006292885.1
OG0008600	Om006G270470	XP_006290709.2
OG0008601	Om006G270820	XP_023639316.1
OG0008602	Om006G270730	XP_006291154.1
OG0008603	Om006G269640	XP_006290510.1
OG0008604	Om003G095770	XP_023638995.1
OG0008605	Om001G002970	XP_006292680.2
OG0008606	Om005G213770	XP_006301298.1
OG0008607	Om003G091960, Om005G185440	XP_006290919.1
OG0008608	Om005G214640	XP_006300574.1
OG0008609	Om005G215170	XP_023644036.1
OG0008610	Om005G228900, Om001G018280	XP_006302733.1
OG0008611	Om005G228850	XP_006302843.2
OG0008612	Om005G228450	XP_006300890.1
OG0008613	Om005G228380	XP_006302966.1
OG0008614	Om005G227760	XP_006302727.1
OG0008615	Om005G227230	XP_006301676.1
OG0008616	Om005G226980	XP_006302791.1
OG0008617	Om005G226120	XP_006302696.1
OG0008618	Om005G226130	XP_006302684.2
OG0008619	Om005G225580	XP_023643709.1
OG0008620	Om004G165100, Om005G224970	XP_006302334.1
OG0008621	Om002G056430	XP_006299890.1
OG0008622	Om006G249290	XP_006280166.1
OG0008623	Om008G328440	XP_023640456.1
OG0008624	Om008G328850	XP_006296259.2
OG0008625	Om008G328700	XP_006294842.1
OG0008626	Om002G051840	XP_006299770.1
OG0008627	Om004G174060	XP_006287785.1
OG0008628	Om002G053100	XP_023641546.1
OG0008629	Om002G053780	XP_006299188.1
OG0008630	Om002G054060	XP_006298200.2
OG0008631	Om002G054250	XP_006299813.1
OG0008632	Om002G054960	XP_006299782.1
OG0008633	Om002G055020	XP_023641595.1
OG0008634	Om002G055470	XP_023641672.1
OG0008635	Om002G055550	XP_023641465.1
OG0008636	Om002G055590	XP_023641257.1
OG0008637	Om002G055800	XP_006297995.1
OG0008638	Om002G056080	XP_006297284.1
OG0008639	Om003G109510	XP_006281844.1
OG0008640	Om003G111230	XP_023639271.1
OG0008641	Om002G055580	XP_023634813.1
OG0008643	Om003G111620	XP_006280224.1
OG0008644	Om003G111590	XP_006280262.1
OG0008645	Om003G112000	XP_006281168.1
OG0008646	Om003G112880	XP_023640639.1
OG0008647	Om003G112950	XP_006281538.1
OG0008649	Om003G114150	XP_023638211.1
OG0008650	Om003G114580	XP_023642593.1
OG0008651	Om003G114340	XP_023635118.1
OG0008652	Om003G114290	XP_006281005.1
OG0008653	Om003G115050	XP_006281392.1
OG0008654	Om003G115070	XP_006280149.1
OG0008655	Om003G115140	XP_006282367.2
OG0008656	Om003G115160	XP_006281836.1
OG0008657	Om003G115740	XP_006280953.1
OG0008658	Om003G115370	XP_006280286.1
OG0008659	Om003G115890	XP_006279997.1
OG0008660	Om003G115960	XP_023632991.1
OG0008661	Om003G116040	XP_006279999.1
OG0008662	Om003G116760	XP_006281148.1
OG0008663	Om003G116980	XP_006280426.1
OG0008664	Om003G117060	XP_006281212.1
OG0008665	Om003G117560	XP_006280497.1
OG0008666	Om003G117640	XP_006280801.1
OG0008667	Om003G117650	XP_006279709.2
OG0008668	Om003G118350	XP_006281519.1
OG0008669	Om003G118750	XP_006279491.1
OG0008670	Om003G118790	XP_006281822.1
OG0008671	Om006G250450	XP_006281190.1
OG0008672	Om006G250280	XP_006280419.1
OG0008673	Om006G250250	XP_006280841.1
OG0008674	Om006G249900	XP_006280310.1
OG0008675	Om006G249710	XP_023635075.1
OG0008676	Om006G249630	XP_006280489.1
OG0008677	Om006G249500	XP_006280913.1
OG0008678	Om006G249050	XP_006281936.1
OG0008679	Om006G248420	XP_023642862.1
OG0008680	Om006G248170	XP_006281144.1
OG0008681	Om006G248160	XP_023635942.1
OG0008682	Om007G312900	XP_023635489.1
OG0008683	Om007G313190	XP_006279397.1
OG0008684	Om007G313110	XP_006281154.1
OG0008685	Om004G161540	XP_023637729.1
OG0008686	Om004G161560	XP_023636491.1
OG0008687	Om004G161830	XP_023635912.1
OG0008688	Om004G161900	XP_006288748.1
OG0008689	Om004G161920	XP_006287114.2
OG0008690	Om004G161980	XP_023637499.1
OG0008691	Om004G162370	XP_006290050.1
OG0008692	Om004G162380	XP_023637004.1
OG0008693	Om004G162580	XP_006290134.1
OG0008694	Om004G162890	XP_006287999.2
OG0008695	Om004G163120	XP_006287037.1
OG0008696	Om004G163160	XP_006290206.1
OG0008697	Om005G196780, Om004G163260	XP_006288828.1
OG0008698	Om004G164010	XP_006286661.1
OG0008699	Om004G164990	XP_006288148.2
OG0008700	Om004G165380	XP_023636026.1
OG0008701	Om004G165590	XP_006286881.2
OG0008702	Om004G165870	XP_006287841.1
OG0008703	Om004G166270	XP_023635812.1
OG0008704	Om004G166480	XP_006294981.1, XP_006281092.1
OG0008705	Om004G166640	XP_006288635.1, XP_006298528.1
OG0008706	Om004G166940	XP_006287905.1
OG0008707	Om004G167260	XP_006289881.1
OG0008708	Om004G167290	XP_006286619.1
OG0008710	Om004G167810	XP_006288486.1
OG0008711	Om004G168110	XP_006286671.1
OG0008712	Om004G168190	XP_023636227.1
OG0008713	Om004G168310	XP_006287366.1
OG0008714	Om004G168560	XP_006288681.1
OG0008715	Om001G000060	XP_006283554.1
OG0008716	Om001G000620	XP_006284396.1
OG0008717	Om001G000660	XP_006284129.1
OG0008718	Om001G000890	XP_006285445.1
OG0008719	Om001G000930	XP_006285880.1
OG0008720	Om001G000940	XP_006285463.1
OG0008721	Om001G001100	XP_006284290.1
OG0008723	Om001G002820	XP_006283762.1
OG0008724	Om008G358220	XP_006280720.1
OG0008725	Om001G003570	XP_006284190.1
OG0008726	Om001G003640	XP_006282800.1
OG0008727	Om001G004100	XP_023634387.1
OG0008728	Om001G004190	XP_006283058.1
OG0008729	Om003G120630, Om001G004320	XP_006284421.2
OG0008730	Om001G005360	XP_006284454.1
OG0008731	Om001G005410	XP_006284687.1
OG0008732	Om001G005600	XP_006286233.1
OG0008733	Om001G006170	XP_023635553.1
OG0008734	Om001G006620	XP_006285638.1
OG0008735	Om001G006910	XP_006284832.2
OG0008737	Om004G165300, Om001G007980	XP_006283935.1
OG0008738	Om001G009230	XP_006285440.1
OG0008739	Om008G352910	XP_006286788.1
OG0008740	Om001G009450	XP_023635126.1
OG0008741	Om001G009730	XP_006284969.1
OG0008742	Om006G273000, Om001G009880	XP_006283352.2
OG0008743	Om001G009920	XP_006284043.1
OG0008744	Om001G010100	XP_006283533.1
OG0008745	Om001G010640	XP_023634548.1
OG0008746	Om005G207650	XP_023643554.1
OG0008747	Om001G011210	XP_023635319.1
OG0008748	Om008G347670	XP_006288470.1
OG0008749	Om001G012370	XP_006307443.1
OG0008750	Om001G012950, Om001G012880, Om001G012800	XP_006306636.1
OG0008751	Om001G013230	XP_006303943.1
OG0008752	Om001G013340	XP_023645684.1
OG0008753	Om001G013500	XP_006305490.1
OG0008754	Om001G014030	XP_006307395.1
OG0008755	Om001G015240	XP_006304193.1
OG0008756	Om008G321100	XP_006304103.1
OG0008757	Om007G287410	XP_006305392.1
OG0008758	Om007G287570	XP_006304899.2
OG0008759	Om007G288190	XP_006304065.1
OG0008760	Om007G288620	XP_006304012.1
OG0008761	Om004G141210	XP_006300692.1
OG0008762	Om007G289540	XP_006307011.1
OG0008763	Om007G289570	XP_006304099.1
OG0008764	Om007G290190	XP_006304465.2
OG0008765	Om007G291320	XP_006307568.1
OG0008766	Om007G291550	XP_023645795.1
OG0008767	Om007G291620	XP_006306855.1
OG0008768	Om007G291700	XP_006305545.2
OG0008769	Om001G035090	XP_006283590.2
OG0008770	Om001G035190	XP_023635448.1
OG0008771	Om001G035600	XP_006284196.1
OG0008772	Om001G036250	XP_006283005.1, XP_006290550.1
OG0008774	Om001G037230	XP_006283367.1
OG0008775	Om001G037410	XP_006283771.1
OG0008776	Om001G037630	XP_006283745.1
OG0008777	Om001G037720	XP_006283942.1
OG0008778	Om001G038760	XP_023635534.1
OG0008779	Om001G038780	XP_006284822.1
OG0008780	Om001G039170	XP_006283782.1
OG0008782	Om001G039350	XP_006284157.1
OG0008783	Om001G039730	XP_006283685.1
OG0008784	Om001G040550	XP_023635436.1
OG0008785	Om001G021050	XP_006283050.1
OG0008786	Om007G313540	XP_006283724.1
OG0008787	Om007G313740	XP_006283615.1
OG0008788	Om007G314550	XP_006291157.1
OG0008790	Om007G315290	XP_006285675.1
OG0008791	Om007G291690	XP_006307462.2
OG0008792	Om004G171330, Om004G171300, Om004G171320	XP_006287622.1
OG0008793	Om007G277130	XP_006303981.1
OG0008794	Om008G338300	XP_006296076.2
OG0008795	Om008G343190	XP_023637439.1, XP_006289428.1
OG0008796	Om008G340590	XP_023640264.1
OG0008798	Om008G341550	XP_006280587.1
OG0008799	Om008G341830	XP_006281025.1
OG0008800	Om008G321700	XP_006294219.1
