Orthogroup	Odontarrhena_muralis	Erysimum_linariifolium
OG0009005	Om001G020500	El003G156760
OG0009006	Om001G019460	El003G157270
OG0009007	Om002G042730	El005G235610
OG0009008	Om002G042710	El005G235590
OG0009009	Om002G042700	El005G235580
OG0009010	Om002G042460, Om001G001650	El005G235330
OG0009011	Om002G042470	El005G235340
OG0009012	Om002G042340	El005G235170
OG0009013	Om001G017830	El003G158100
OG0009014	Om001G019370	El003G157380
OG0009015	Om002G060600	El003G157510
OG0009016	Om002G043110	El005G236060, El001G066110
OG0009017	Om002G043460	El005G236340
OG0009018	Om002G043850	El005G236720
OG0009019	Om002G043930	El005G236840
OG0009020	Om002G044220	El005G237100
OG0009021	Om002G044300	El005G237200
OG0009022	Om002G044520	El005G237350
OG0009023	Om002G044590	El005G237420
OG0009024	Om002G044600	El005G237430
OG0009025	Om002G044920	El005G237750
OG0009026	Om002G045200, Om002G045190	El005G238050
OG0009027	Om002G045680	El005G238560
OG0009028	Om002G045760	El005G238660
OG0009029	Om002G045780	El005G238670
OG0009030	Om002G045970	El005G238900
OG0009031	Om002G046100	El005G239040
OG0009032	Om002G046400	El005G239240
OG0009033	Om002G046470	El005G239350
OG0009034	Om002G046510	El005G239440
OG0009036	Om002G047130	El005G240010
OG0009037	Om002G047200, Om002G047190	El005G240060
OG0009038	Om002G047900	El005G240620
OG0009039	Om002G047920	El005G240640
OG0009040	Om002G048510, Om002G048520	El005G241230
OG0009041	Om002G048800	El005G241460
OG0009042	Om002G049140	El005G241760
OG0009043	Om002G049310	El005G241920
OG0009044	Om002G049580	El005G242180
OG0009045	Om002G049800	El005G242360
OG0009047	Om002G050010	El005G242570
OG0009048	Om002G050040	El005G242610
OG0009049	Om002G050060	El005G242640
OG0009050	Om007G307670, Om007G318270, Om007G313180	El005G243390
OG0009051	Om004G132500, Om006G270770, Om006G270450	El006G312150
OG0009052	Om004G169230	El005G265950, El005G266070
OG0009053	Om002G050860	El005G243490
OG0009054	Om002G050920	El005G243550
OG0009055	Om007G287850	El002G129290
OG0009056	Om008G329520	El006G288990
OG0009057	Om008G329620	El006G289060
OG0009058	Om008G329820	El006G289110
OG0009059	Om008G330010	El006G289210
OG0009060	Om008G330090	El006G289250
OG0009061	Om008G330260	El006G289380
OG0009062	Om008G331470	El006G290120
OG0009063	Om008G331480	El006G290130
OG0009064	Om008G331800	El006G290380
OG0009065	Om008G332270	El006G290800
OG0009066	Om008G331960, Om006G267510	El006G290500
OG0009067	Om008G332480	El006G290900
OG0009068	Om008G333240	El006G291400
OG0009069	Om005G211490	El004G218740
OG0009070	Om008G333260	El006G291420
OG0009071	Om008G337620	El006G294720
OG0009072	Om008G337550	El006G294650
OG0009073	Om008G337480	El006G294620
OG0009074	Om006G255640	El001G023180
OG0009075	Om008G337060	El006G294250
OG0009076	Om008G336850	El006G294090
OG0009077	Om008G336440	El006G293610
OG0009078	Om008G336180	El006G293480
OG0009079	Om008G335780	El006G293110
OG0009080	Om008G334850	El006G292420
OG0009081	Om008G334840	El006G292410
OG0009082	Om008G333410	El006G291580
OG0009083	Om008G333420	El006G291590
OG0009084	Om008G334590	El006G292230
OG0009085	Om008G333700, Om008G333670	El006G291710
OG0009086	Om002G054090	El006G291870
OG0009087	Om008G333980	El006G291880
OG0009088	Om008G338070	El006G295170
OG0009089	Om005G195920	El002G099310
OG0009090	Om005G195940	El002G099330
OG0009091	Om005G196110	El002G099460
OG0009092	Om005G196180	El002G099530
OG0009093	Om005G196280	El002G099640
OG0009094	Om005G196420	El002G099710
OG0009095	Om005G196850	El002G100040
OG0009097	Om005G197330, Om005G197320	El002G100400
OG0009098	Om005G197470	El002G100490
OG0009099	Om005G197500	El002G100520
OG0009100	Om005G197870	El002G100870
OG0009101	Om005G198340	El002G101320
OG0009102	Om005G198520	El002G101460
OG0009103	Om005G198640	El002G101490
OG0009104	Om005G198990	El002G101780
OG0009105	Om005G199710	El002G102330
OG0009106	Om005G200310	El002G102760
OG0009107	Om008G346320	El003G158280
OG0009108	Om005G200380	El002G102810
OG0009109	Om005G200400	El002G102830
OG0009110	Om005G200920	El002G103270
OG0009111	Om005G202030	El002G104240
OG0009112	Om005G202050	El002G104250
OG0009113	Om005G202330	El002G104530
OG0009115	Om005G203300	El002G105490
OG0009116	Om006G253650	El001G024930
OG0009117	Om005G204260	El002G106370
OG0009118	Om005G204460	El002G106490
OG0009119	Om005G204480	El002G106500
OG0009120	Om005G205210	El002G107810
OG0009121	Om005G205220	El002G107840
OG0009122	Om005G205700	El002G108360
OG0009123	Om004G143700	El002G108670
OG0009124	Om004G143800	El002G108780
OG0009125	Om004G144380	El002G109120, El002G109130, El003G188910
OG0009126	Om004G145080	El002G109960, El002G136990
OG0009127	Om004G145240	El002G110190
OG0009128	Om004G145520	El002G111420
OG0009129	Om004G146000, Om001G013680	El002G111320
OG0009130	Om005G209500	El004G220410
OG0009131	Om004G146210	El002G111150
OG0009132	Om004G146570	El002G110890
OG0009134	Om004G146670	El002G111680
OG0009135	Om004G147100	El002G112020
OG0009136	Om004G147220	El002G112040
OG0009137	Om004G170610	El002G112360
OG0009138	Om004G147510	El003G179110, El002G112410
OG0009139	Om004G148070	El002G112640
OG0009141	Om007G298170	El003G160490
OG0009142	Om003G107490	El007G345110
OG0009143	Om007G292870	El003G160220
OG0009144	Om007G285700	El003G159900
OG0009145	Om007G285790	El003G159800
OG0009146	Om004G151700	El006G315070
OG0009148	Om004G151340	El006G315820
OG0009149	Om004G151590	El006G315740
OG0009150	Om004G153430, Om018G374090	El006G316850
OG0009151	Om018G373810, Om004G153110	El006G317150
OG0009153	Om004G155310, Om004G152940	El006G318090
OG0009155	Om004G151530	El006G318880
OG0009156	Om006G257240	El001G021750
OG0009157	Om004G154040	El006G319640
OG0009158	Om004G153850	El006G319790
OG0009159	Om004G155750	El006G320470
OG0009160	Om004G156120	El006G321220
OG0009161	Om004G156450	El006G321580
OG0009162	Om005G195640	El002G099080
OG0009163	Om005G195260	El002G098820
OG0009164	Om005G195030	El002G098650
OG0009165	Om005G194260	El002G098090
OG0009166	Om005G194210	El002G098060
OG0009167	Om005G194050	El002G097820
OG0009168	Om005G192990	El002G096930
OG0009169	Om005G193020	El002G096960
OG0009170	Om005G192550	El002G096550
OG0009171	Om005G191770	El002G095830
OG0009172	Om005G191020	El002G095160
OG0009173	Om005G190870	El002G095040
OG0009174	Om005G190320	El002G094670
OG0009175	Om005G189470	El002G093830
OG0009176	Om005G189430	El002G093810
OG0009177	Om005G189320	El002G093710
OG0009178	Om005G188790	El002G093230
OG0009179	Om005G188190	El002G092670
OG0009180	Om005G188280	El002G092880
OG0009181	Om005G187690	El002G092330
OG0009182	Om005G187410	El002G092100
OG0009183	Om005G187340	El002G092030
OG0009184	Om005G187110	El002G091840
OG0009185	Om005G186990	El002G091720
OG0009186	Om006G241580	El001G060260
OG0009187	Om005G186870	El002G091580
OG0009188	Om005G186820	El002G091530
OG0009189	Om005G186600	El002G091300
OG0009190	Om005G186610	El002G091310
OG0009191	Om005G186630	El002G091330
OG0009192	Om005G186650	El002G091350
OG0009193	Om005G186530	El002G091230
OG0009194	Om005G186440	El002G091170
OG0009195	Om005G185900	El002G090690
OG0009196	Om005G186300	El002G091050
OG0009197	Om005G185460	El002G090280
OG0009198	Om005G185170	El002G089970
OG0009200	Om005G183940	El002G088840
OG0009201	Om005G183880	El002G088780
OG0009202	Om005G183750	El002G088670
OG0009203	Om005G183710	El002G088640
OG0009205	Om005G183180	El002G088070
OG0009206	Om005G182740	El002G087590
OG0009207	Om005G182700	El002G087570
OG0009208	Om005G182560	El002G087440
OG0009209	Om004G130130	El004G234320
OG0009210	Om005G182140	El002G087050
OG0009211	Om005G181970, Om005G181960	El002G086900
OG0009212	Om005G181920	El002G086850
OG0009213	Om005G181590	El002G086550
OG0009214	Om005G181360	El002G086260
OG0009215	Om005G181060	El002G085880
OG0009216	Om005G180380	El002G085310
OG0009217	Om005G179950	El002G084880
OG0009218	Om005G179860	El002G084810
OG0009219	Om005G179600	El002G084510
OG0009220	Om005G179360	El002G084240
OG0009221	Om005G179290	El002G084160
OG0009222	Om005G179000	El002G083930
OG0009223	Om005G178910	El002G083860
OG0009224	Om005G178820	El002G083810
OG0009225	Om005G178730	El002G083680
OG0009226	Om005G178640	El002G083600
OG0009227	Om005G178570	El002G083530
OG0009228	Om005G178290	El002G083200
OG0009229	Om005G178100	El001G000630
OG0009230	Om005G177710	El002G082570
OG0009231	Om005G177600	El002G082460
OG0009233	Om007G301880	El001G067580
OG0009234	Om007G301580	El001G067310
OG0009235	Om007G301760	El001G067460
OG0009236	Om007G300580	El001G066580
OG0009237	Om007G300510	El001G066530
OG0009238	Om007G300440	El001G066450
OG0009239	Om007G299530	El001G065740
OG0009240	Om007G299870	El001G066040
OG0009241	Om007G300130	El001G066250
OG0009242	Om007G299320	El001G065600
OG0009243	Om007G298820	El001G065190
OG0009244	Om007G298690	El001G065110
OG0009245	Om007G297920	El001G064260
OG0009246	Om007G297840	El001G064200
OG0009247	Om007G297410	El001G063890
OG0009249	Om007G296820	El001G063290
OG0009250	Om007G296150	El001G062540
OG0009251	Om007G295000	El001G061610
OG0009252	Om007G295050	El001G061520
OG0009253	Om007G294760	El001G061120
OG0009254	Om007G294750	El001G061080
OG0009255	Om007G293610	El001G049420
OG0009256	Om007G303270	El001G047650
OG0009257	Om001G005500	El007G346150
OG0009258	Om008G339630	El007G345290
OG0009260	Om007G304580	El007G346880
OG0009262	Om004G161140	El001G068020
OG0009263	Om004G161250	El001G068100
OG0009264	Om004G169800	El001G075040
OG0009265	Om004G169770	El001G075020
OG0009266	Om006G263350	El001G011610
OG0009267	Om004G160870	El001G067840
OG0009268	Om004G169980	El001G075210
OG0009269	Om004G170020	El001G075240
OG0009270	Om004G144900, Om004G156440	El001G068360
OG0009272	Om004G170510	El001G075940
OG0009273	Om004G170740	El001G076150
OG0009274	Om004G170880	El001G076210
OG0009275	Om004G171120	El001G076400
OG0009276	Om004G171690	El001G076920
OG0009277	Om004G171880	El001G077050
OG0009278	Om004G171910	El001G077080
OG0009279	Om004G172210	El001G077340
OG0009280	Om004G172480	El001G077740
OG0009281	Om006G240280	El001G052670
OG0009282	Om006G240510	El001G052420
OG0009283	Om006G240320	El001G052630
OG0009284	Om006G240070	El001G052990
OG0009285	Om006G239970	El001G053390
OG0009286	Om006G239830	El001G053600, El002G128900
OG0009287	Om006G239650	El001G054250
OG0009288	Om006G239630	El001G054310
OG0009289	Om006G239370	El001G054760
OG0009290	Om006G239310	El001G055050
OG0009291	Om006G252880	El001G025550
OG0009292	Om006G239270	El001G055150
OG0009293	Om006G239050	El001G055410, El001G055380
OG0009294	Om006G238530	El001G056090
OG0009295	Om006G238030	El001G056540
OG0009296	Om006G237930	El001G056650
OG0009297	Om006G237820	El001G056720
OG0009298	Om006G237790	El001G056750
OG0009299	Om006G237620	El001G056970
OG0009300	Om006G237010	El007G329740
OG0009301	Om006G236320	El007G329060
OG0009302	Om006G236140	El007G328830
OG0009303	Om006G234930	El007G327760
OG0009304	Om006G263180	El001G017700
OG0009305	Om006G234770	El007G327610
OG0009306	Om006G247320	El007G332650
OG0009307	Om006G247790	El007G333080
OG0009308	Om006G257470	El001G021530
OG0009309	Om006G257520	El001G021480
OG0009310	Om006G257540	El001G021460
OG0009311	Om006G257740	El001G021300
OG0009312	Om006G257960	El001G021150
OG0009313	Om006G258370	El001G020740
OG0009314	Om006G258590	El001G020620
OG0009315	Om006G259540	El001G020000
OG0009316	Om006G259590	El001G019970
OG0009317	Om006G259620	El001G019950
OG0009318	Om006G260210	El001G019520
OG0009319	Om006G260480	El001G019150
OG0009320	Om005G221820, Om002G074190	El001G018850
OG0009321	Om006G261540	El001G018440
OG0009322	Om006G261870	El001G018220
OG0009323	Om006G262440	El001G018110
OG0009324	Om006G262570	El001G018020
OG0009325	Om006G263490	El001G017510
OG0009326	Om006G263780	El001G017410
OG0009328	Om006G268820	El001G012670
OG0009329	Om006G268550	El001G011680
OG0009330	Om001G030360	El003G149590
OG0009331	Om002G082360	El001G046650
OG0009332	Om005G212540	El004G217410
OG0009333	Om005G212520	El004G217440
OG0009334	Om005G210640	El004G219410
OG0009335	Om005G210290	El004G219690
OG0009336	Om005G210450	El004G219580
OG0009337	Om005G209860	El004G220090
OG0009338	Om005G209620	El004G220300
OG0009340	Om005G209340	El004G220620
OG0009341	Om007G285500	El006G310330
OG0009342	Om005G208650	El004G221080
OG0009343	Om005G208640	El004G221090
OG0009344	Om005G208370	El004G221380
OG0009345	Om005G207820	El004G221990
OG0009346	Om005G207280	El004G222330
OG0009347	Om005G206630	El004G223080
OG0009348	Om005G206490	El004G223200
OG0009349	Om005G206140	El004G223440
OG0009350	Om005G205850	El004G223680
OG0009351	Om005G205760	El004G223770
OG0009352	Om004G142970	El004G224080
OG0009353	Om004G142870	El004G224170
OG0009354	Om004G142860	El004G224180
OG0009355	Om004G142850	El004G224190
OG0009356	Om004G133500	El004G231580
OG0009357	Om004G134980	El004G230340
OG0009358	Om004G135060	El004G230240
OG0009359	Om004G135270	El004G230000
OG0009360	Om002G069300	El005G259360
OG0009361	Om004G135400	El004G229930
OG0009362	Om004G135490	El004G229850
OG0009363	Om004G137600	El004G228320
OG0009364	Om004G137770	El004G227750
OG0009365	Om004G138700	El004G227490
OG0009366	Om004G138670	El004G227470
OG0009367	Om004G139400	El004G227070
OG0009368	Om004G139460	El004G227040
OG0009369	Om004G139480	El004G227020
OG0009370	Om004G140440	El004G226220
OG0009371	Om004G140930	El004G225900
OG0009372	Om005G199860	El002G102430
OG0009373	Om004G141030	El004G225770
OG0009374	Om004G141090	El004G225730
OG0009375	Om004G141320	El004G225580
OG0009376	Om006G245270	El001G064670, El003G149800, El005G267360
OG0009377	Om004G141980	El004G225120
OG0009378	Om004G142380	El004G224740
OG0009379	Om004G142420	El004G224700
OG0009381	Om004G142550	El004G224490
OG0009382	Om004G142750	El004G224340
OG0009384	Om004G133270	El004G231740
OG0009385	Om004G133230	El004G231790
OG0009386	Om004G132990	El004G231960
OG0009387	Om004G132960	El004G231990
OG0009388	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630	El004G232040
OG0009389	Om004G132680	El004G232200
OG0009390	Om004G132380	El004G232370
OG0009391	Om004G132150	El004G232570
OG0009392	Om004G131320	El004G233360
OG0009393	Om004G131300	El004G233380
OG0009394	Om004G131170	El004G233470
OG0009395	Om004G130590	El004G233880
OG0009396	Om004G130180	El004G234270
OG0009397	Om004G130080	El004G234360
OG0009398	Om004G129800	El004G234550
OG0009399	Om004G129780	El004G234570
OG0009400	Om004G129640	El004G234700
OG0009401	Om002G056640	El005G248600
OG0009402	Om002G056900	El005G248860
OG0009403	Om002G057010	El005G248960
OG0009404	Om002G057030	El005G248980
OG0009405	Om002G057320	El005G249170
OG0009406	Om002G057510	El005G249300
OG0009407	Om002G057810	El005G249480
OG0009408	Om002G058120	El005G249740
OG0009409	Om002G059030	El005G250500
OG0009410	Om002G059100	El005G250540
OG0009411	Om002G059280	El005G250650
OG0009412	Om002G059400	El005G250720
OG0009413	Om002G059560	El005G250860
OG0009414	Om002G059780	El005G251030
OG0009416	Om002G060240	El005G251470
OG0009417	Om002G060270	El005G251510
OG0009418	Om002G060290	El005G251530
OG0009419	Om002G061310	El005G252330
OG0009420	Om002G061440	El005G252450
OG0009421	Om002G061460	El005G252470
OG0009422	Om002G061490	El005G252510
OG0009423	Om002G061510	El005G252530
OG0009424	Om002G061940	El005G252860
OG0009425	Om002G061990	El005G252900
OG0009426	Om002G062070	El005G252950
OG0009427	Om002G063160	El005G253600
OG0009428	Om002G063260	El005G253660
OG0009429	Om002G063270	El005G253680
OG0009430	Om002G063760	El005G254130
OG0009431	Om002G063880	El005G254230
OG0009432	Om002G063890	El005G275900, El005G254240
OG0009433	Om004G157890	El001G000830
OG0009434	Om002G064280	El005G254550
OG0009435	Om002G064800	El005G255140
OG0009436	Om002G065160	El005G255410
OG0009437	Om002G065350	El005G255680
OG0009438	Om002G065600	El005G255890
OG0009439	Om002G065660	El005G255930
OG0009440	Om002G066140	El005G256330
OG0009442	Om002G066870	El005G257000
OG0009443	Om002G066880	El005G257010
OG0009444	Om002G067370	El005G257500
OG0009445	Om002G067470	El005G257580
OG0009446	Om002G068020	El005G258060
OG0009447	Om002G068210	El005G258240
OG0009448	Om002G068240	El005G258290
OG0009449	Om002G068370	El005G258390
OG0009450	Om002G068860	El005G258880
OG0009451	Om002G069130	El005G259170
OG0009452	Om002G069740	El005G260030
OG0009453	Om002G070560	El005G261110
OG0009454	Om002G070770	El005G261320
OG0009455	Om002G071310	El005G262500
OG0009456	Om002G072320	El005G264910
OG0009457	Om002G072310	El005G264920
OG0009458	Om002G075070	El005G268670, El005G268740
OG0009459	Om003G112500	El007G342620
OG0009460	Om002G079300	El005G271420
OG0009461	Om002G077890	El005G271360
OG0009462	Om002G078880	El005G271570
OG0009463	Om002G079170	El005G271710
OG0009464	Om002G079190	El005G271720
OG0009465	Om002G079470	El005G271880
OG0009466	Om004G163050	El001G069610
OG0009467	Om005G181460	El005G273100
OG0009468	Om002G081890	El005G273110
OG0009469	Om002G081920	El005G273130
OG0009470	Om002G081930	El005G273180
OG0009471	Om002G083760	El005G274590
OG0009472	Om002G084030	El005G274870
OG0009473	Om002G084120	El005G274920
OG0009474	Om002G084610	El005G275480
OG0009475	Om002G085850	El005G276880
OG0009476	Om002G086620	El005G277490, El005G277510
OG0009477	Om002G087210	El005G278000
OG0009478	Om002G088060	El005G278730
OG0009479	Om002G088070	El005G278750
OG0009480	Om002G088150	El005G278810
OG0009481	Om002G088220	El005G278900
OG0009482	Om002G088580	El005G279480
OG0009482	Om001G022190	El003G155760
OG0009484	Om003G090670	El002G140280
OG0009485	Om003G090940	El002G140080
OG0009486	Om003G091570	El002G139690
OG0009487	Om003G092170	El002G139340
OG0009488	Om003G092190	El002G139320
OG0009489	Om003G092790	El002G138900
OG0009490	Om003G093450	El002G138650
OG0009491	Om003G093710	El002G137990
OG0009492	Om003G093830, Om003G093820	El002G137860
OG0009493	Om003G094560	El002G137210
OG0009494	Om001G014150, Om003G096420	El002G135180
OG0009495	Om003G096100	El002G135460
OG0009496	Om003G097140	El002G134600
OG0009497	Om003G097420	El002G134420
OG0009498	Om003G097520	El002G134260
OG0009499	Om004G161010	El001G067940
OG0009500	Om003G097870	El002G133930
OG0009501	Om003G098030	El002G133720
OG0009502	Om003G098110	El002G133610
OG0009503	Om003G128240	El001G034870
OG0009504	Om003G098820	El002G132910
OG0009505	Om003G098870	El002G132860
OG0009506	Om003G098910	El002G132780
OG0009507	Om008G339830	El006G296620
OG0009509	Om008G340170	El006G296890
OG0009510	Om006G256690	El001G022230
OG0009511	Om006G256490	El001G022440
OG0009512	Om006G256420	El001G022510
OG0009513	Om006G255460	El001G023390
OG0009514	Om006G254990	El001G023790
OG0009515	Om006G255040	El001G023750
OG0009516	Om006G254570	El001G024120
OG0009517	Om006G254140	El001G024510
OG0009518	Om006G253820	El001G024750
OG0009519	Om006G253910	El001G024840
OG0009520	Om006G253930	El001G024860
OG0009521	Om006G256970	El001G021970
OG0009522	Om006G253950	El001G024890
OG0009523	Om008G359850	El007G356410, El007G356420, El007G356400
OG0009524	Om006G253000	El001G025470
OG0009525	Om006G253010	El001G025460
OG0009526	Om008G332910	El006G291180
OG0009527	Om006G252850	El001G025590
OG0009528	Om006G252680	El001G025800
OG0009529	Om006G252010	El001G026300
OG0009530	Om006G251080	El001G027250
OG0009531	Om006G251050	El001G027270
OG0009532	Om006G250720	El001G027500
OG0009533	Om006G250560	El001G027600
OG0009534	Om003G119910	El001G028300
OG0009535	Om005G225390, Om008G354860	El001G028360
OG0009536	Om003G120120	El001G028450
OG0009537	Om003G121320	El001G029500
OG0009538	Om003G121570	El001G029710
OG0009539	Om003G121630	El001G029770
OG0009540	Om003G122630	El001G030440
OG0009541	Om003G123060	El001G030600
OG0009542	Om003G123520	El001G030880
OG0009543	Om003G123730	El001G031040
OG0009544	Om006G238140	El001G056440, El003G188750
OG0009545	Om003G125490	El001G032250
OG0009546	Om003G125500	El001G032270
OG0009547	Om003G125740	El001G032450
OG0009548	Om003G126070	El001G033000
OG0009549	Om003G126250	El001G033140
OG0009550	Om003G126270	El001G033170
OG0009551	Om003G126790	El001G033650
OG0009552	Om003G128030	El001G034680
OG0009553	Om003G128040	El001G034690
OG0009554	Om003G128900	El001G035430
OG0009555	Om003G129030	El001G035540
OG0009556	Om003G129110	El001G035630
OG0009557	Om003G125900	El001G032710
OG0009558	Om007G308930	El036G374340, El028G373590
OG0009561	Om003G098180	El002G133490
OG0009562	Om001G035370, Om001G034730, Om001G035320, Om001G035360, Om001G021530	El003G146390
OG0009563	Om003G120240	El001G028550
OG0009564	Om006G229810	El007G322780
OG0009565	Om008G356670	El007G361530
OG0009568	Om008G334760	El006G292340
OG0009569	Om008G334000	El006G291910
OG0009570	Om008G328510	El006G288210
OG0009571	Om008G320850	El006G281620
OG0009572	Om004G142300	El004G224820
OG0009573	Om001G021950	El003G155920
OG0009574	Om001G031770	El003G148690
OG0009575	Om001G030440	El003G149510
OG0009576	Om005G182590	El002G087470
OG0009579	Om005G188380	El002G092900
OG0009580	Om005G189300	El002G093690
OG0009581	Om005G191210	El002G095330
OG0009582	Om005G191410	El002G095520
OG0009583	Om005G196590	El002G099880
OG0009585	Om005G206390	El004G223230
OG0009586	Om005G210780	El004G219290
OG0009587	Om002G086570	El005G277440
OG0009588	Om002G080810	El002G130940
OG0009591	Om004G161220	El001G068070
OG0009594	Om004G174100	El001G079120
OG0009595	Om001G000300	El003G169510
OG0009597	Om007G287890	El002G129360
OG0009598	Om007G286970	El002G130670
OG0009601	Om007G280540	El006G301040
OG0009603	Om007G301910	El001G067600
OG0009604	Om007G300520	El001G066540
OG0009605	Om007G300100	El001G066200
OG0009606	Om007G299840	El001G066020
OG0009607	Om007G297820	El001G064180
OG0009608	Om007G295920	El001G062710, El001G062330
OG0009609	Om003G115870, Om007G317300	El003G191680, El007G355550
OG0009610	Om007G318420	El003G193410
OG0009611	Om006G247900	El007G333230
OG0009612	Om006G240330	El001G052620
OG0009613	Om006G236510, Om006G236500	El007G329200
OG0009614	Om006G236450	El007G329150
OG0009615	Om006G230110	El007G323110
OG0009616	Om006G230040	El007G323050
OG0009622	Om006G257010	El001G021940
OG0009626	Om001G023560, Om001G037440	El001G005910
OG0009628	Om004G148370	El002G113000
OG0009635	Om006G237910	El005G279410
OG0009636	Om001G001070	El003G168890, El006G319880
OG0009637	Om001G024380	El003G153430, El003G154260
OG0009638	Om001G024710	El003G153660
OG0009639	Om001G024940	El003G153410
OG0009640	Om001G025120	El003G153290
OG0009641	Om001G025620	El003G152980, El008G370520
OG0009642	Om001G026040	El003G152720
OG0009643	Om001G026430	El003G152480
OG0009644	Om006G241610	El001G060230
OG0009645	Om001G026800	El003G152220
OG0009646	Om001G027290	El003G151880
OG0009647	Om007G286940, Om007G286930	El002G130920
OG0009648	Om001G028290	El005G243630, El003G151210
OG0009649	Om001G029400	El003G150270
OG0009650	Om001G029980	El003G149820
OG0009651	Om001G029900	El003G149880
OG0009652	Om001G030400	El003G149540
OG0009653	Om001G030860	El003G149220
OG0009654	Om006G243150, Om006G243190	El001G058730
OG0009655	Om001G031490	El003G148880
OG0009656	Om001G031560	El003G148840
OG0009657	Om001G031890	El003G148520
OG0009658	Om002G081940	El005G273200
OG0009659	Om001G032570	El003G148140
OG0009660	Om001G033550	El003G147490
OG0009661	Om001G033680	El003G147380
OG0009662	Om006G244260, Om001G000870	El006G311340
OG0009663	Om001G034240	El003G147170
OG0009664	Om007G291710, Om003G097170	El002G118020
OG0009665	Om007G292340	El002G118890
OG0009666	Om007G292650	El002G119070
OG0009667	Om007G292660	El002G119080
OG0009668	Om007G292730	El002G119160
OG0009669	Om007G276950	El002G119720
OG0009670	Om007G276910	El002G119740
OG0009671	Om007G276810	El002G119890
OG0009672	Om007G276670	El002G119980
OG0009673	Om001G009800	El003G162540
OG0009674	Om007G276600	El002G120150
OG0009675	Om007G276580	El002G120190
OG0009676	Om007G276570	El002G120200
OG0009677	Om007G276550	El002G120220
OG0009678	Om006G266820, Om006G266830, Om007G276320	El003G170120
OG0009679	Om007G276300	El003G170180
OG0009680	Om007G275680	El003G171230
OG0009681	Om007G301860, Om007G275590	El003G171340
OG0009682	Om002G086170, Om005G217090	El004G208600
OG0009683	Om002G082240, Om005G185810	El004G206370
OG0009684	Om005G217980	El004G206310
OG0009685	Om005G205560	El004G206280
OG0009687	Om005G218840	El004G203460
OG0009688	Om005G219860	El004G202140
OG0009689	Om005G219820	El004G202150
OG0009690	Om005G220140	El004G201600
OG0009691	Om005G221970	El004G200140
OG0009692	Om005G222010	El004G200120
OG0009693	Om005G223740	El004G199090
OG0009695	Om008G334830	El001G036240
OG0009696	Om002G066050	El001G036260
OG0009697	Om008G353640	El001G036290
OG0009698	Om005G195620	El002G099060
OG0009699	Om006G275320	El001G036350
OG0009700	Om006G275170	El001G036560
OG0009701	Om005G194810	El002G098580
OG0009702	Om006G274670	El001G037250
OG0009703	Om006G274210	El001G038110
OG0009704	Om006G273680	El001G038850
OG0009705	Om006G273630	El001G038950
OG0009706	Om006G273600	El001G038970
OG0009707	Om006G273100, Om006G267900	El001G039670
OG0009708	Om006G273070	El001G039700
OG0009709	Om006G272820	El001G040080
OG0009710	Om006G272460	El001G040830
OG0009711	Om006G272320	El001G040950
OG0009712	Om006G272070	El001G041240
OG0009713	Om006G272060, Om008G356560	El001G041250
OG0009714	Om006G271200	El001G042330
OG0009716	Om006G269600	El001G044390
OG0009717	Om003G098720	El001G044430
OG0009718	Om006G269580	El001G044480
OG0009719	Om006G269360	El001G045190
OG0009720	Om006G269280	El001G045890
OG0009721	Om006G269260	El001G045900
OG0009722	Om007G315180	El003G188460
OG0009723	Om005G212870	El004G217220
OG0009724	Om005G212880	El004G217210
OG0009725	Om005G213520	El004G215810
OG0009726	Om006G233340, Om005G208770	El004G215130
OG0009727	Om007G302930, Om005G214200	El004G214980
OG0009728	Om005G214990	El004G213630
OG0009730	Om005G215160	El004G213050
OG0009731	Om005G215370, Om002G044940, Om004G156760, Om006G256820	El004G211790
OG0009732	Om004G159040	El004G211680
OG0009733	Om005G215770	El004G211500
OG0009734	Om005G228830	El004G193880
OG0009735	Om005G228800	El004G193940
OG0009736	Om005G228560	El004G194120
OG0009737	Om005G228390	El004G194280
OG0009738	Om005G227660	El004G194790
OG0009739	Om005G227140	El004G195170
OG0009740	Om005G226800	El004G195660
OG0009741	Om005G225720	El004G196630
OG0009742	Om005G225480	El004G197060
OG0009743	Om005G191970	El002G095980
OG0009744	Om005G224470	El004G198320
OG0009745	Om004G156070	El006G321170
OG0009747	Om001G018200	El003G158470, El004G209660
OG0009749	Om008G328460, Om008G328470	El006G288170
OG0009750	Om008G328970	El006G288590
OG0009751	Om008G328990	El006G288610
OG0009752	Om008G329010	El006G288640
OG0009753	Om008G329090	El006G288660
OG0009754	Om008G329160	El006G288710
OG0009755	Om008G329170	El006G288720
OG0009756	Om002G051760	El005G244450
OG0009757	Om002G052300	El005G244830
OG0009758	Om002G052960	El005G245430
OG0009759	Om002G053660	El004G215420
OG0009760	Om002G054320	El005G246480
OG0009761	Om002G054410	El005G246570
OG0009762	Om002G054720	El005G246860
OG0009763	Om002G055480	El005G247650
OG0009764	Om002G055970	El005G248090
OG0009765	Om004G131660	El005G274510
OG0009767	Om003G110260	El007G344370
OG0009768	Om003G110210	El007G344310
OG0009769	Om003G110870	El007G344150
OG0009770	Om003G111290	El007G344070
OG0009771	Om003G111500	El007G343230
OG0009772	Om003G112120	El007G342930, El007G342970
OG0009773	Om003G112150	El007G342920
