Orthogroup	Odontarrhena_muralis	Alyssum_gmelinii
OG0009067	Om008G332480	Ag002G180120
OG0009068	Om008G333240	Ag002G177940
OG0009069	Om005G211490	Ag004G354220
OG0009070	Om008G333260	Ag002G177850
OG0009071	Om008G337620	Ag002G166050
OG0009072	Om008G337550	Ag002G166130
OG0009073	Om008G337480	Ag002G166350, Ag007G634980
OG0009074	Om006G255640	Ag001G069820
OG0009075	Om008G337060	Ag002G167360
OG0009076	Om008G336850	Ag002G167930
OG0009077	Om008G336440	Ag002G169650
OG0009078	Om008G336180	Ag002G170780
OG0009079	Om008G335780	Ag002G171830
OG0009080	Om008G334850	Ag002G174480
OG0009081	Om008G334840	Ag002G174470
OG0009082	Om008G333410	Ag002G177470
OG0009083	Om008G333420	Ag002G177460
OG0009084	Om008G334590	Ag002G175020
OG0009085	Om008G333700	Ag002G176770
OG0009085	Om008G333670	Ag002G176810
OG0009086	Om002G054090	Ag002G176210
OG0009087	Om008G333980	Ag002G176060
OG0009088	Om008G338070	Ag002G164780
OG0009089	Om005G195920	Ag004G322750
OG0009090	Om005G195940	Ag004G322770
OG0009091	Om005G196110	Ag004G322950
OG0009092	Om005G196180	Ag004G323020
OG0009093	Om005G196280	Ag004G323130
OG0009094	Om005G196420	Ag004G323530
OG0009095	Om005G196850	Ag004G324330
OG0009096	Om005G197030	Ag004G324600
OG0009097	Om005G197330, Om005G197320	Ag004G324950, Ag004G324960
OG0009098	Om005G197470	Ag004G325110
OG0009099	Om005G197500	Ag004G325200
OG0009100	Om005G197870	Ag004G325670
OG0009101	Om005G198340	Ag004G326500
OG0009102	Om005G198520	Ag004G327170
OG0009103	Om005G198640	Ag004G327350
OG0009104	Om005G198990	Ag004G327970, Ag007G641810, Ag002G159700, Ag001G007230
OG0009105	Om005G199710	Ag004G329440
OG0009106	Om005G200310	Ag004G330240
OG0009107	Om008G346320	Ag002G152870
OG0009108	Om005G200380	Ag004G330310
OG0009109	Om005G200400	Ag004G330330
OG0009110	Om005G200920	Ag004G331600
OG0009111	Om005G202030	Ag004G333230
OG0009112	Om005G202050	Ag004G333250
OG0009113	Om005G202330	Ag004G333840
OG0009114	Om007G317170, Om008G319470	Ag004G335640, Ag008G705150
OG0009115	Om005G203300	Ag004G336050
OG0009116	Om006G253650	Ag001G074770
OG0009117	Om005G204260	Ag004G338040
OG0009118	Om005G204460	Ag004G338410
OG0009119	Om005G204480	Ag004G338450
OG0009120	Om005G205210	Ag004G340230
OG0009121	Om005G205220	Ag004G340250
OG0009122	Om005G205700	Ag004G341400
OG0009123	Om004G143700	Ag003G241880
OG0009125	Om004G144380	Ag003G242550
OG0009127	Om004G145240	Ag003G244210
OG0009128	Om004G145520	Ag003G244700
OG0009129	Om004G146000, Om001G013680	Ag003G253190
OG0009130	Om005G209500	Ag004G349340
OG0009131	Om004G146210	Ag003G245280
OG0009132	Om004G146570	Ag003G245640
OG0009134	Om004G146670	Ag003G245740
OG0009137	Om004G170610	Ag006G503120
OG0009138	Om004G147510	Ag002G177780
OG0009139	Om004G148070	Ag007G622450
OG0009141	Om007G298170	Ag002G127290
OG0009142	Om003G107490	Ag001G041240
OG0009143	Om007G292870	Ag007G586780
OG0009144	Om007G285700	Ag007G598440
OG0009145	Om007G285790	Ag007G598580
OG0009146	Om004G151700	Ag006G524880
OG0009149	Om004G151590	Ag006G525430
OG0009150	Om004G153430, Om018G374090	Ag001G021820, Ag001G021730
OG0009151	Om018G373810, Om004G153110	Ag006G524820
OG0009153	Om004G155310, Om004G152940	Ag004G340430
OG0009155	Om004G151530	Ag006G523780
OG0009156	Om006G257240	Ag001G067020
OG0009157	Om004G154040	Ag006G523160
OG0009159	Om004G155750	Ag006G521890
OG0009160	Om004G156120	Ag006G521140
OG0009161	Om004G156450	Ag006G518030
OG0009162	Om005G195640	Ag004G322360
OG0009163	Om005G195260	Ag004G321540
OG0009164	Om005G195030	Ag004G321100
OG0009165	Om005G194260	Ag004G319850
OG0009166	Om005G194210	Ag004G319780
OG0009167	Om005G194050	Ag004G319480
OG0009168	Om005G192990	Ag004G317830
OG0009169	Om005G193020	Ag004G317860
OG0009170	Om005G192550	Ag004G317140
OG0009171	Om005G191770	Ag004G315720
OG0009172	Om005G191020	Ag004G314740
OG0009173	Om005G190870	Ag004G314510
OG0009174	Om005G190320	Ag004G313700
OG0009175	Om005G189470	Ag004G312600
OG0009176	Om005G189430	Ag004G312580
OG0009177	Om005G189320	Ag004G312360
OG0009178	Om005G188790	Ag004G311530
OG0009179	Om005G188190	Ag004G310750
OG0009180	Om005G188280	Ag004G310840
OG0009181	Om005G187690	Ag004G310310
OG0009182	Om005G187410	Ag004G309870
OG0009183	Om005G187340	Ag004G309700
OG0009184	Om005G187110	Ag004G309310
OG0009185	Om005G186990	Ag004G309180
OG0009186	Om006G241580	Ag008G718940
OG0009187	Om005G186870	Ag004G309030
OG0009188	Om005G186820	Ag004G308960
OG0009189	Om005G186600	Ag004G308700
OG0009190	Om005G186610	Ag004G308710
OG0009191	Om005G186630	Ag004G308730
OG0009192	Om005G186650	Ag004G308750
OG0009193	Om005G186530	Ag004G308630
OG0009194	Om005G186440	Ag004G308560
OG0009195	Om005G185900	Ag004G307830
OG0009196	Om005G186300	Ag004G308390
OG0009197	Om005G185460	Ag004G307340
OG0009198	Om005G185170	Ag004G306980
OG0009199	Om005G184780	Ag004G306560
OG0009200	Om005G183940	Ag004G305590
OG0009202	Om005G183750	Ag004G305400
OG0009203	Om005G183710	Ag004G305370
OG0009204	Om005G183420	Ag004G305040
OG0009205	Om005G183180	Ag004G304760
OG0009206	Om005G182740	Ag004G303970
OG0009207	Om005G182700	Ag004G303940
OG0009208	Om005G182560	Ag004G303780
OG0009209	Om004G130130	Ag003G208230, Ag002G161190
OG0009210	Om005G182140	Ag001G009640, Ag004G303200
OG0009211	Om005G181970	Ag004G303020
OG0009211	Om005G181960	Ag004G303010
OG0009212	Om005G181920	Ag004G302970
OG0009213	Om005G181590	Ag004G302580
OG0009214	Om005G181360	Ag004G302300
OG0009215	Om005G181060	Ag004G301980
OG0009216	Om005G180380	Ag004G300880
OG0009217	Om005G179950	Ag004G300250
OG0009218	Om005G179860	Ag004G300140
OG0009219	Om005G179600	Ag004G299840
OG0009220	Om005G179360	Ag004G299560
OG0009221	Om005G179290	Ag004G299450
OG0009222	Om005G179000	Ag004G299160
OG0009223	Om005G178910	Ag004G298870
OG0009224	Om005G178820	Ag005G442530, Ag002G191950, Ag005G451610, Ag002G104650, Ag004G298790
OG0009225	Om005G178730	Ag004G298690
OG0009226	Om005G178640	Ag004G298600
OG0009227	Om005G178570	Ag004G298500
OG0009228	Om005G178290	Ag004G298160
OG0009229	Om005G178100	Ag004G297810
OG0009230	Om005G177710	Ag004G297420
OG0009231	Om005G177600	Ag004G297330
OG0009232	Om007G301950	Ag007G613040
OG0009233	Om007G301880	Ag007G613170
OG0009234	Om007G301580	Ag007G613550
OG0009235	Om007G301760	Ag003G235790, Ag007G613290, Ag008G692020
OG0009236	Om007G300580	Ag007G616420
OG0009237	Om007G300510	Ag007G616710
OG0009238	Om007G300440	Ag007G616990
OG0009239	Om007G299530	Ag007G619320
OG0009240	Om007G299870	Ag007G618510
OG0009241	Om007G300130	Ag007G617730
OG0009242	Om007G299320	Ag007G619830
OG0009243	Om007G298820	Ag007G621200
OG0009244	Om007G298690	Ag007G621360
OG0009245	Om007G297920	Ag007G623140
OG0009246	Om007G297840	Ag007G623430
OG0009247	Om007G297410	Ag007G624330
OG0009249	Om007G296820	Ag007G626150
OG0009250	Om007G296150	Ag007G628550
OG0009251	Om007G295000	Ag007G629280
OG0009252	Om007G295050	Ag007G628990
OG0009253	Om007G294760	Ag007G633040
OG0009254	Om007G294750	Ag007G633060
OG0009255	Om007G293610	Ag007G637070
OG0009256	Om007G303270	Ag007G641580
OG0009257	Om001G005500	Ag003G231840
OG0009258	Om008G339630	Ag002G161430
OG0009260	Om007G304580	Ag007G642550
OG0009262	Om004G161140	Ag007G612140
OG0009263	Om004G161250	Ag007G612000
OG0009264	Om004G169800	Ag006G505580
OG0009265	Om004G169770	Ag006G505600
OG0009267	Om004G160870	Ag007G612540
OG0009268	Om004G169980	Ag006G505170
OG0009269	Om004G170020	Ag006G505100
OG0009270	Om004G144900, Om004G156440, Om004G161500	Ag007G611540
OG0009272	Om004G170510	Ag006G503680
OG0009273	Om004G170740	Ag006G502800
OG0009274	Om004G170880	Ag006G501940
OG0009275	Om004G171120	Ag006G501620
OG0009276	Om004G171690	Ag006G500440
OG0009277	Om004G171880	Ag006G500050
OG0009278	Om004G171910	Ag006G500010
OG0009279	Om004G172210	Ag006G499430
OG0009280	Om004G172480	Ag006G499090
OG0009281	Om006G240280	Ag008G720510
OG0009282	Om006G240510	Ag004G380780, Ag008G720300
OG0009283	Om006G240320	Ag008G720470
OG0009284	Om006G240070	Ag008G721000
OG0009285	Om006G239970	Ag008G721110
OG0009286	Om006G239830	Ag008G721280
OG0009287	Om006G239650	Ag008G721580
OG0009288	Om006G239630	Ag008G721600
OG0009289	Om006G239370	Ag008G721960
OG0009290	Om006G239310	Ag008G722020
OG0009291	Om006G252880	Ag001G076100
OG0009292	Om006G239270	Ag008G722090
OG0009293	Om006G239050	Ag008G722450
OG0009294	Om006G238530	Ag008G723310
OG0009295	Om006G238030	Ag008G723870
OG0009296	Om006G237930	Ag008G723990
OG0009297	Om006G237820	Ag008G724150
OG0009298	Om006G237790	Ag008G724180
OG0009299	Om006G237620	Ag008G724380
OG0009300	Om006G237010	Ag008G725310
OG0009301	Om006G236320	Ag008G726470
OG0009302	Om006G236140	Ag008G726760
OG0009303	Om006G234930	Ag008G728560
OG0009304	Om006G263180	Ag001G054940
OG0009305	Om006G234770	Ag008G728740
OG0009306	Om006G247320	Ag008G706660
OG0009307	Om006G247790	Ag008G705860
OG0009308	Om006G257470	Ag001G067430
OG0009309	Om006G257520	Ag001G067480
OG0009310	Om006G257540	Ag001G067530
OG0009311	Om006G257740	Ag001G059450, Ag001G059630
OG0009312	Om006G257960	Ag001G063090
OG0009313	Om006G258370	Ag001G061920
OG0009314	Om006G258590	Ag001G061430
OG0009315	Om006G259540	Ag001G059060
OG0009316	Om006G259590	Ag001G058940
OG0009317	Om006G259620	Ag001G058910
OG0009318	Om006G260210	Ag008G693210, Ag005G428450
OG0009319	Om006G260480	Ag008G692270
OG0009320	Om005G221820, Om002G074190	Ag008G691780
OG0009321	Om006G261540	Ag008G690800
OG0009322	Om006G261870	Ag001G057040
OG0009323	Om006G262440	Ag001G056220
OG0009324	Om006G262570	Ag001G056100
OG0009325	Om006G263490	Ag001G055380
OG0009326	Om006G263780	Ag001G054660
OG0009327	Om006G265870	Ag004G379400, Ag002G141680, Ag001G053390
OG0009328	Om006G268820	Ag010G739480, Ag001G049360
OG0009329	Om006G268550	Ag001G059390, Ag001G059550
OG0009330	Om001G030360	Ag003G277150
OG0009331	Om002G082360	Ag005G418140
OG0009332	Om005G212540	Ag004G356300
OG0009333	Om005G212520	Ag004G356270
OG0009334	Om005G210640	Ag004G351810
OG0009335	Om005G210290	Ag004G350830
OG0009336	Om005G210450	Ag004G351360
OG0009337	Om005G209860	Ag004G350400
OG0009338	Om005G209620	Ag004G349820
OG0009339	Om005G209530	Ag004G349360
OG0009340	Om005G209340	Ag004G348910
OG0009341	Om007G285500	Ag007G598140
OG0009342	Om005G208650	Ag004G347710
OG0009343	Om005G208640	Ag004G347700
OG0009344	Om005G208370	Ag004G346540
OG0009345	Om005G207820	Ag004G345270
OG0009346	Om005G207280	Ag004G344440
OG0009347	Om005G206630	Ag004G343320
OG0009348	Om005G206490	Ag004G343100
OG0009349	Om005G206140	Ag004G342600
OG0009350	Om005G205850	Ag004G342040
OG0009351	Om005G205760	Ag004G341710
OG0009352	Om004G142970	Ag003G240460
OG0009353	Om004G142870	Ag003G240160
OG0009354	Om004G142860	Ag003G240100
OG0009355	Om004G142850	Ag003G240080
OG0009356	Om004G133500	Ag003G214690
OG0009357	Om004G134980	Ag003G218610
OG0009358	Om004G135060	Ag003G218690
OG0009359	Om004G135270	Ag003G218990
OG0009360	Om002G069300	Ag005G442130, Ag005G443400
OG0009361	Om004G135400	Ag003G219280
OG0009362	Om004G135490	Ag003G219420
OG0009363	Om004G137600	Ag003G224630
OG0009364	Om004G137770	Ag003G227210
OG0009365	Om004G138700	Ag003G228590
OG0009366	Om004G138670	Ag003G228640
OG0009367	Om004G139400	Ag003G230820
OG0009368	Om004G139460	Ag003G230850
OG0009369	Om004G139480	Ag003G230990
OG0009370	Om004G140440	Ag003G234200
OG0009371	Om004G140930	Ag003G235260
OG0009372	Om005G199860	Ag004G329690
OG0009373	Om004G141030	Ag003G235910
OG0009374	Om004G141090	Ag003G236280
OG0009375	Om004G141320	Ag003G236610
OG0009376	Om006G245270	Ag008G711180
OG0009377	Om004G141980	Ag003G238000
OG0009378	Om004G142380	Ag003G239020
OG0009379	Om004G142420	Ag003G239140
OG0009382	Om004G142750	Ag003G240030
OG0009384	Om004G133270	Ag003G214280
OG0009385	Om004G133230	Ag003G214220
OG0009386	Om004G132990	Ag003G213500
OG0009387	Om004G132960	Ag003G213470
OG0009388	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630	Ag003G213370
OG0009389	Om004G132680	Ag003G212750
OG0009390	Om004G132380	Ag003G212410
OG0009391	Om004G132150	Ag003G212080
OG0009392	Om004G131320	Ag003G210630
OG0009393	Om004G131300	Ag003G210590
OG0009394	Om004G131170	Ag003G210340
OG0009395	Om004G130590	Ag003G209080
OG0009396	Om004G130180	Ag003G208280
OG0009397	Om004G130080	Ag003G208160
OG0009398	Om004G129800	Ag003G207380
OG0009399	Om004G129780	Ag003G207410
OG0009400	Om004G129640	Ag003G207680
OG0009401	Om002G056640	Ag005G470580
OG0009402	Om002G056900	Ag005G470230
OG0009403	Om002G057010	Ag005G470000
OG0009404	Om002G057030	Ag005G469980
OG0009405	Om002G057320	Ag005G469740
OG0009406	Om002G057510	Ag005G469520
OG0009407	Om002G057810	Ag005G469010
OG0009408	Om002G058120	Ag005G468360
OG0009409	Om002G059030	Ag005G466240
OG0009410	Om002G059100	Ag005G466110
OG0009411	Om002G059280	Ag005G465890
OG0009412	Om002G059400	Ag005G465790
OG0009413	Om002G059560	Ag005G465460
OG0009414	Om002G059780	Ag005G465200
OG0009415	Om002G059800	Ag005G465170
OG0009416	Om002G060240	Ag005G464510
OG0009417	Om002G060270	Ag005G464480
OG0009418	Om002G060290	Ag005G464440
OG0009419	Om002G061310	Ag005G462910
OG0009420	Om002G061440	Ag005G462670
OG0009421	Om002G061460	Ag005G462650
OG0009422	Om002G061490	Ag005G462620
OG0009423	Om002G061510	Ag005G462600
OG0009424	Om002G061940	Ag005G461820
OG0009425	Om002G061990	Ag005G461760
OG0009426	Om002G062070	Ag005G461670
OG0009427	Om002G063160	Ag005G459950
OG0009428	Om002G063260	Ag005G459820
OG0009429	Om002G063270	Ag005G459810
OG0009430	Om002G063760	Ag005G454400, Ag005G458870
OG0009431	Om002G063880	Ag005G458440
OG0009432	Om002G063890	Ag005G458430
OG0009433	Om004G157890	Ag006G516870
OG0009434	Om002G064280	Ag005G457380
OG0009435	Om002G064800	Ag005G456240
OG0009436	Om002G065160	Ag021G743400, Ag003G225400, Ag007G630580
OG0009437	Om002G065350	Ag005G454840
OG0009438	Om002G065600	Ag005G453550
OG0009439	Om002G065660	Ag005G453510
OG0009440	Om002G066140	Ag005G452600
OG0009442	Om002G066870	Ag005G449470
OG0009443	Om002G066880	Ag005G449460
OG0009444	Om002G067370	Ag005G448150
OG0009445	Om002G067470	Ag005G447420
OG0009446	Om002G068020	Ag005G446300
OG0009447	Om002G068210	Ag005G445980
OG0009448	Om002G068240	Ag005G445940
OG0009449	Om002G068370	Ag005G445820
OG0009450	Om002G068860	Ag005G444310, Ag005G443020
OG0009451	Om002G069130	Ag005G443750, Ag005G442600
OG0009452	Om002G069740	Ag005G441170
OG0009454	Om002G070770	Ag005G438340
OG0009455	Om002G071310	Ag005G436910
OG0009456	Om002G072320	Ag005G435010
OG0009457	Om002G072310	Ag013G741620, Ag005G435000
OG0009458	Om002G075070	Ag005G427290
OG0009459	Om003G112500	Ag008G679880
OG0009460	Om002G079300	Ag005G421360
OG0009461	Om002G077890	Ag005G420950
OG0009462	Om002G078880	Ag005G420870
OG0009463	Om002G079170	Ag005G420820
OG0009464	Om002G079190	Ag005G421650
OG0009465	Om002G079470	Ag005G421720
OG0009466	Om004G163050	Ag007G608410
OG0009467	Om005G181460	Ag004G302390
OG0009468	Om002G081890	Ag005G419130
OG0009469	Om002G081920	Ag005G419030
OG0009470	Om002G081930	Ag005G418950
OG0009471	Om002G083760	Ag005G416500
OG0009472	Om002G084030	Ag005G415920
OG0009473	Om002G084120	Ag005G415700
OG0009474	Om002G084610	Ag005G414920
OG0009475	Om002G085850	Ag005G410530
OG0009476	Om002G086620	Ag005G408310
OG0009477	Om002G087210	Ag005G405990
OG0009478	Om002G088060	Ag005G403090
OG0009479	Om002G088070	Ag005G403140
OG0009480	Om002G088150	Ag005G403380
OG0009481	Om002G088220	Ag005G403570
OG0009482	Om002G088580	Ag005G404350
OG0009483	Om003G089700	Ag001G000580
OG0009484	Om003G090670	Ag001G002420
OG0009485	Om003G090940	Ag001G002880
OG0009486	Om003G091570	Ag001G003830
OG0009487	Om003G092170	Ag001G004840
OG0009488	Om003G092190	Ag001G004870
OG0009489	Om003G092790	Ag001G006130
OG0009490	Om003G093450	Ag001G006840
OG0009491	Om003G093710	Ag001G007130
OG0009492	Om003G093830	Ag001G007340
OG0009492	Om003G093820	Ag001G007370
OG0009493	Om003G094560	Ag001G008540
OG0009494	Om001G014150, Om003G096420	Ag001G012420
OG0009495	Om003G096100	Ag001G011780
OG0009496	Om003G097140	Ag001G015220, Ag001G015210
OG0009497	Om003G097420	Ag001G016240
OG0009498	Om003G097520	Ag001G016610
OG0009499	Om004G161010	Ag007G612280
OG0009500	Om003G097870	Ag001G018100
OG0009501	Om003G098030	Ag001G019150, Ag001G018890
OG0009502	Om003G098110	Ag011G740820, Ag001G019630
OG0009503	Om003G128240	Ag001G097840
OG0009504	Om003G098820	Ag001G022780
OG0009505	Om003G098870	Ag001G022940
OG0009506	Om003G098910	Ag001G023290
OG0009507	Om008G339830	Ag002G161010
OG0009509	Om008G340170	Ag002G160580
OG0009510	Om006G256690	Ag001G065490
OG0009511	Om006G256490	Ag001G064610
OG0009512	Om006G256420	Ag001G064530, Ag003G246370
OG0009513	Om006G255460	Ag001G070580
OG0009514	Om006G254990	Ag001G071810
OG0009515	Om006G255040	Ag001G071710
OG0009516	Om006G254570	Ag001G072690
OG0009517	Om006G254140	Ag001G073380
OG0009518	Om006G253820	Ag001G074090
OG0009519	Om006G253910	Ag001G074440
OG0009520	Om006G253930	Ag001G074490
OG0009522	Om006G253950	Ag001G074690
OG0009523	Om008G359850	Ag002G109360, Ag002G113350
OG0009524	Om006G253000	Ag001G075880
OG0009525	Om006G253010	Ag001G075870
OG0009526	Om008G332910	Ag002G178740
OG0009527	Om006G252850	Ag001G076140
OG0009528	Om006G252680	Ag001G076470
OG0009529	Om006G252010	Ag001G078320
OG0009530	Om006G251080	Ag001G080260
OG0009531	Om006G251050	Ag001G080380
OG0009532	Om006G250720	Ag001G080900
OG0009533	Om006G250560	Ag001G081160
OG0009534	Om003G119910	Ag001G083170
OG0009535	Om005G225390, Om008G354860	Ag001G083420
OG0009536	Om003G120120	Ag001G083620
OG0009537	Om003G121320	Ag001G085990
OG0009538	Om003G121570	Ag001G086330
OG0009539	Om003G121630	Ag001G086430
OG0009540	Om003G122630	Ag001G088800
OG0009541	Om003G123060	Ag001G089560
OG0009542	Om003G123520	Ag001G090380
OG0009543	Om003G123730	Ag001G090710
OG0009544	Om006G238140	Ag008G723750
OG0009545	Om003G125490	Ag001G093080
OG0009546	Om003G125500	Ag001G093120
OG0009547	Om003G125740	Ag001G093450
OG0009548	Om003G126070	Ag001G093900
OG0009549	Om003G126250	Ag001G094250
OG0009550	Om003G126270	Ag001G094270
OG0009551	Om003G126790	Ag001G095100
OG0009552	Om003G128030	Ag001G097430
OG0009553	Om003G128040	Ag001G097440
OG0009554	Om003G128900	Ag001G098490
OG0009555	Om003G129030	Ag001G098630
OG0009556	Om003G129110	Ag001G098740
OG0009557	Om003G125900	Ag001G093650
OG0009559	Om003G094380	Ag001G008300
OG0009560	Om003G111520	Ag008G695280, Ag004G336830, Ag005G468640, Ag003G261820, Ag001G059280, Ag006G552610, Ag004G341210, Ag007G651600, Ag004G387550, Ag004G384480, Ag004G340880, Ag001G089270, Ag004G322090, Ag004G388610, Ag008G686950, Ag001G017420, Ag005G403540, Ag002G107290, Ag002G117020, Ag002G182270, Ag001G060260, Ag006G555080, Ag007G615100, Ag001G011880, Ag007G633920, Ag006G515690, Ag008G711880, Ag008G698990, Ag008G695290, Ag007G651590
OG0009561	Om003G098180	Ag002G147310, Ag001G019870
OG0009562	Om001G035370, Om001G034730, Om001G035320, Om001G035360, Om001G021530	Ag003G286790, Ag003G286660, Ag001G028830, Ag003G286670
OG0009563	Om003G120240	Ag001G083760
OG0009564	Om006G229810	Ag001G100100
OG0009565	Om008G356670	Ag002G125220
OG0009567	Om008G336930, Om008G336890, Om008G336920	Ag002G167790
OG0009568	Om008G334760	Ag002G174760
OG0009569	Om008G334000	Ag002G176020
OG0009570	Om008G328510	Ag002G189900
OG0009571	Om008G320850	Ag002G203510
OG0009572	Om004G142300	Ag003G238930
OG0009573	Om001G021950	Ag003G253360
OG0009574	Om001G031770	Ag003G273920
OG0009575	Om001G030440	Ag003G276940
OG0009576	Om005G182590	Ag004G303810
OG0009577	Om005G186920	Ag004G309090
OG0009578	Om005G187140	Ag004G309350
OG0009579	Om005G188380	Ag004G310920
OG0009580	Om005G189300	Ag004G312320
OG0009581	Om005G191210	Ag004G315010
OG0009582	Om005G191410	Ag004G315250
OG0009583	Om005G196590	Ag004G323910
OG0009584	Om004G158570, Om005G199220, Om008G346770	Ag004G328260, Ag004G328220
OG0009585	Om005G206390	Ag004G343060
OG0009586	Om005G210780	Ag004G352280
OG0009587	Om002G086570	Ag005G408510
OG0009588	Om002G080810	Ag005G419840
OG0009590	Om002G062320	Ag005G461400
OG0009590	Om002G062310	Ag005G461410
OG0009590	Om002G062360	Ag005G461390, Ag005G461380
OG0009591	Om004G161220	Ag005G489880
OG0009592	Om004G175850	Ag006G492860
OG0009592	Om004G175840	Ag006G492850
OG0009594	Om004G174100	Ag006G495960
OG0009595	Om001G000300	Ag006G577580
OG0009597	Om007G287890	Ag007G584160
OG0009598	Om007G286970	Ag007G585300
OG0009599	Om007G286880	Ag007G585380
OG0009601	Om007G280540	Ag007G591230
OG0009602	Om007G285760	Ag007G598540
OG0009603	Om007G301910	Ag007G613090
OG0009604	Om007G300520	Ag007G616670
OG0009605	Om007G300100	Ag007G617790
OG0009606	Om007G299840	Ag007G618600
OG0009607	Om007G297820	Ag007G623690
OG0009608	Om007G295920	Ag007G631120
OG0009609	Om003G115870, Om007G317300	Ag007G654100
OG0009610	Om007G318420	Ag007G657410
OG0009611	Om006G247900	Ag008G705540
OG0009612	Om006G240330	Ag008G720460
OG0009613	Om006G236510, Om006G236500	Ag008G726150
OG0009614	Om006G236450	Ag008G726190
OG0009615	Om006G230110	Ag008G734840
OG0009616	Om006G230040	Ag008G734930
OG0009635	Om006G237910	Ag006G566750
OG0009636	Om001G001070	Ag006G576630
OG0009637	Om001G024380	Ag003G257830
OG0009638	Om001G024710	Ag002G182740, Ag001G040580, Ag003G258500
OG0009639	Om001G024940	Ag003G258960
OG0009640	Om001G025120	Ag003G259180
OG0009641	Om001G025620	Ag003G260710
OG0009643	Om001G026430	Ag002G138100, Ag002G134620
OG0009644	Om006G241610	Ag008G718890
OG0009645	Om001G026800	Ag003G266800
OG0009646	Om001G027290	Ag003G267860
OG0009647	Om007G286940, Om007G286930	Ag007G585330
OG0009648	Om001G028290	Ag003G270570
OG0009649	Om001G029400	Ag003G279060
OG0009650	Om001G029980	Ag003G277850
OG0009651	Om001G029900	Ag003G278080
OG0009652	Om001G030400	Ag003G277040
OG0009653	Om001G030860	Ag003G276250
OG0009654	Om006G243150, Om006G243190	Ag008G716320
OG0009655	Om001G031490	Ag003G274540
OG0009656	Om001G031560	Ag003G274400
OG0009657	Om001G031890	Ag003G273620
OG0009658	Om002G081940	Ag005G418920
OG0009659	Om001G032570	Ag003G281440
OG0009660	Om001G033550	Ag003G283070
OG0009661	Om001G033680	Ag003G283370
OG0009662	Om006G244260, Om001G000870	Ag008G714040
OG0009663	Om001G034240	Ag003G284730
OG0009664	Om007G291710	Ag007G579710
OG0009664	Om003G097170	Ag007G580410
OG0009665	Om007G292340	Ag007G578960
OG0009666	Om007G292650	Ag007G578740
OG0009667	Om007G292660	Ag007G578730
OG0009668	Om007G292730	Ag007G578660
OG0009669	Om007G276950	Ag007G578240
OG0009670	Om007G276910	Ag007G578210
OG0009671	Om007G276810	Ag007G578100
OG0009672	Om007G276670	Ag007G578000
OG0009673	Om001G009800	Ag006G550740
OG0009674	Om007G276600	Ag007G577930
OG0009675	Om007G276580	Ag007G577900
OG0009676	Om007G276570	Ag001G101100
OG0009677	Om007G276550	Ag001G101120
OG0009678	Om006G266820, Om006G266830, Om007G276320	Ag001G101370
OG0009679	Om007G276300	Ag001G101400
OG0009680	Om007G275680	Ag004G340210
OG0009681	Om007G301860, Om007G275590	Ag001G102080
OG0009682	Om002G086170, Om005G217090	Ag004G366320
OG0009683	Om002G082240, Om005G185810	Ag004G307710, Ag003G209050
OG0009684	Om005G217980	Ag004G367130
OG0009685	Om005G205560	Ag006G506460, Ag004G340990
OG0009686	Om011G365200, Om020G374460	Ag004G367990
OG0009687	Om005G218840	Ag004G368490
OG0009688	Om005G219860	Ag004G369740
OG0009689	Om005G219820	Ag004G369590
OG0009690	Om005G220140	Ag004G370350
OG0009691	Om005G221970	Ag004G373940
OG0009692	Om005G222010	Ag004G373970
OG0009693	Om005G223740	Ag004G377500
OG0009694	Om002G066840	Ag005G449490
OG0009695	Om008G334830	Ag002G174490
OG0009696	Om002G066050	Ag005G452890, Ag005G452860
OG0009697	Om008G353640	Ag002G140880
OG0009698	Om005G195620	Ag004G322340
OG0009699	Om006G275320	Ag002G139150
OG0009700	Om006G275170	Ag004G338840
OG0009701	Om005G194810	Ag004G321020
OG0009702	Om006G274670	Ag008G659610, Ag008G658840
OG0009703	Om006G274210	Ag008G661810
OG0009704	Om006G273680	Ag008G662870
OG0009705	Om006G273630	Ag008G663050
OG0009706	Om006G273600	Ag008G663140
OG0009707	Om006G273100, Om006G267900	Ag008G663940
OG0009708	Om006G273070	Ag008G664070
OG0009709	Om006G272820	Ag008G665250
OG0009710	Om006G272460	Ag002G122660, Ag002G114500, Ag004G387480, Ag004G392830
OG0009711	Om006G272320	Ag001G034320
OG0009712	Om006G272070	Ag008G667340
OG0009713	Om006G272060	Ag008G667360
OG0009714	Om006G271200	Ag008G669540
OG0009717	Om003G098720	Ag001G022240, Ag003G226170
OG0009718	Om006G269580	Ag001G048920, Ag010G738410
OG0009719	Om006G269360	Ag008G674810
OG0009720	Om006G269280	Ag008G672860
OG0009721	Om006G269260	Ag010G738290, Ag001G048520
OG0009722	Om007G315180	Ag007G647730
OG0009723	Om005G212870	Ag004G356710
OG0009724	Om005G212880	Ag004G356760
OG0009725	Om005G213520	Ag004G358510
OG0009726	Om006G233340, Om005G208770	Ag001G089490
OG0009727	Om007G302930, Om005G214200	Ag004G360450
OG0009728	Om005G214990	Ag004G334720
OG0009730	Om005G215160	Ag004G309010
OG0009731	Om005G215370, Om002G044940, Om004G156760, Om006G256820	Ag008G704660
