Orthogroup	Odontarrhena_muralis	Cardamine_glauca
OG0007596	Om006G250050	Cg003G104360
OG0007597	Om006G249870	Cg003G104530
OG0007598	Om006G249840	Cg003G104560
OG0007599	Om006G249760	Cg003G104610
OG0007600	Om006G249400	Cg003G104980
OG0007601	Om006G249340	Cg003G105040
OG0007602	Om006G248980	Cg003G105240
OG0007603	Om006G248490	Cg003G105370
OG0007604	Om006G248040	Cg003G105750
OG0007605	Om007G293650	Cg008G306980
OG0007606	Om004G161450	Cg008G293540
OG0007607	Om004G161780	Cg008G293280
OG0007608	Om004G161890	Cg008G293190
OG0007609	Om004G161960	Cg008G293150
OG0007610	Om004G162080	Cg008G293040
OG0007611	Om004G162290	Cg008G292840
OG0007612	Om004G162450	Cg008G292730
OG0007613	Om004G162710	Cg008G292570
OG0007614	Om004G162800	Cg008G292480
OG0007615	Om004G163010	Cg008G292380
OG0007616	Om004G163190	Cg008G292240
OG0007617	Om004G163710	Cg008G291920
OG0007618	Om004G163740	Cg008G291900
OG0007619	Om004G164160	Cg008G291700
OG0007620	Om004G164490	Cg008G291480
OG0007621	Om004G165110	Cg008G291080
OG0007622	Om004G167020	Cg008G289670
OG0007623	Om004G167250	Cg008G289510
OG0007624	Om004G167330	Cg008G289430
OG0007626	Om004G167880	Cg008G289000
OG0007627	Om004G167910	Cg008G288970
OG0007628	Om004G168200	Cg008G288710
OG0007629	Om004G169090	Cg008G288110
OG0007630	Om004G169150	Cg008G288060
OG0007631	Om001G000220	Cg001G023590
OG0007632	Om001G000960	Cg001G023080
OG0007633	Om001G001110	Cg001G022900
OG0007634	Om001G001340	Cg001G022820
OG0007635	Om001G001390	Cg001G022770
OG0007636	Om001G002230	Cg001G022420
OG0007638	Om001G003000	Cg001G021860
OG0007639	Om007G306840, Om009G363830, Om007G306850, Om009G363870, Om009G363850, Om009G363900, Om001G003170	Cg001G021770
OG0007640	Om001G003600	Cg001G021510
OG0007641	Om001G004160	Cg001G021280
OG0007642	Om001G005260	Cg001G020770
OG0007643	Om001G005510	Cg001G020660
OG0007644	Om006G235810	Cg003G109950
OG0007645	Om001G006140	Cg001G020320
OG0007646	Om007G317630	Cg001G020060
OG0007648	Om001G007240	Cg001G019600
OG0007649	Om001G007620	Cg001G019340
OG0007650	Om001G008570	Cg001G018890
OG0007651	Om001G008630	Cg001G018830
OG0007652	Om001G008790	Cg001G018700
OG0007653	Om001G008910	Cg001G018630
OG0007654	Om001G009160	Cg001G018450
OG0007655	Om001G009250	Cg001G018360
OG0007656	Om001G009440	Cg001G018260
OG0007657	Om001G009740	Cg001G018070
OG0007658	Om001G009960	Cg001G017900
OG0007659	Om001G009990	Cg001G017870
OG0007660	Om001G010820	Cg001G017280
OG0007661	Om001G011020	Cg001G017160
OG0007662	Om001G011270	Cg001G016970
OG0007663	Om001G012060	Cg006G212420
OG0007664	Om001G012100	Cg006G212380
OG0007666	Om001G012650	Cg006G210980
OG0007667	Om001G013450	Cg006G210370
OG0007668	Om001G014610	Cg006G207770, Cg006G207810
OG0007669	Om001G015150	Cg006G204040
OG0007670	Om007G287030	Cg006G202370
OG0007671	Om007G287340	Cg006G203100
OG0007672	Om007G286960	Cg006G202220
OG0007673	Om002G050410	Cg004G123740
OG0007674	Om007G288360	Cg006G218590
OG0007675	Om007G288650	Cg006G218340
OG0007676	Om007G301530	Cg005G189070
OG0007677	Om007G288830	Cg006G218150
OG0007678	Om007G288890	Cg006G218070
OG0007679	Om007G289500	Cg006G217550
OG0007680	Om007G290690, Om007G290680	Cg006G216270
OG0007681	Om007G290900	Cg006G216070
OG0007682	Om007G291350	Cg006G215740
OG0007683	Om001G013430	Cg006G215720
OG0007684	Om007G291440	Cg006G215640
OG0007686	Om004G174560	Cg006G199260
OG0007687	Om001G035250	Cg001G004360
OG0007688	Om001G035500	Cg001G004140
OG0007689	Om001G035580, Om001G035590	Cg001G004080
OG0007690	Om001G036040	Cg001G003830
OG0007691	Om001G036330	Cg001G003640
OG0007692	Om001G036370	Cg001G003620
OG0007693	Om001G036730	Cg001G003410
OG0007694	Om001G037150	Cg001G003180
OG0007695	Om004G152050	Cg005G191240
OG0007696	Om001G037380	Cg001G003060
OG0007697	Om001G038320	Cg001G002670
OG0007698	Om001G038470	Cg001G002530
OG0007699	Om001G038600	Cg001G002470
OG0007700	Om001G038610	Cg001G002460
OG0007701	Om001G038910	Cg001G002280
OG0007702	Om001G039200	Cg001G002060
OG0007703	Om001G039340	Cg001G001970
OG0007704	Om001G039690	Cg001G001700
OG0007705	Om001G039880	Cg001G001540
OG0007706	Om001G040230	Cg001G001370
OG0007707	Om001G041590	Cg001G000380
OG0007710	Om007G315170	Cg001G038640
OG0007712	Om008G339220	Cg005G171550
OG0007713	Om008G339070	Cg005G171460
OG0007714	Om005G188650	Cg006G235820
OG0007715	Om007G291920	Cg006G215080
OG0007716	Om007G296200, Om006G239380, Om007G303710	Cg008G298390
OG0007717	Om008G339010	Cg005G171320
OG0007718	Om008G339040	Cg005G171380
OG0007719	Om007G288100	Cg003G085230
OG0007720	Om008G344310, Om043G376290	Cg003G086020
OG0007721	Om008G344810	Cg003G087210
OG0007722	Om007G290410	Cg006G216470
OG0007723	Om008G340440	Cg005G172390
OG0007724	Om008G337490, Om008G340530	Cg005G172540
OG0007725	Om008G340640	Cg005G172670
OG0007726	Om008G327500	Cg005G172750
OG0007727	Om008G340710	Cg005G172760
OG0007728	Om008G341060	Cg005G173080
OG0007729	Om008G341120	Cg005G173140
OG0007730	Om008G341890	Cg008G317980
OG0007731	Om008G347630	Cg003G083880
OG0007732	Om008G350710	Cg003G082990
OG0007733	Om008G351240	Cg003G082570
OG0007734	Om008G351800	Cg003G082070
OG0007735	Om008G353180	Cg003G081270
OG0007736	Om008G353540	Cg003G081050
OG0007737	Om008G353900	Cg003G080630
OG0007738	Om008G354610	Cg003G080210, Cg003G093770
OG0007739	Om006G241640	Cg008G300450
OG0007740	Om008G354840	Cg003G093880, Cg003G080120
OG0007741	Om008G356590	Cg008G321170
OG0007742	Om008G357550	Cg008G321870
OG0007743	Om008G358140	Cg008G322490
OG0007744	Om008G358510	Cg008G322700
OG0007745	Om008G358960	Cg007G257040, Cg008G323090
OG0007746	Om008G359140	Cg008G323180
OG0007747	Om008G359500	Cg008G323310
OG0007748	Om008G359720	Cg008G323560
OG0007749	Om008G359810	Cg008G323610
OG0007750	Om008G360840	Cg008G323940
OG0007751	Om004G172810	Cg008G285330
OG0007752	Om008G360940	Cg008G324030
OG0007753	Om008G361160	Cg008G324180
OG0007754	Om008G361660	Cg008G324430
OG0007755	Om005G189710	Cg001G025370
OG0007756	Om003G106170	Cg001G033530
OG0007757	Om003G106750	Cg001G033680
OG0007758	Om003G105410	Cg001G027870
OG0007759	Om005G185830	Cg004G142870
OG0007760	Om002G074340	Cg004G142590
OG0007761	Om003G104100	Cg001G029560
OG0007762	Om006G236180	Cg001G028700
OG0007763	Om003G103150	Cg001G027890
OG0007764	Om004G143330	Cg001G026090
OG0007765	Om007G317850	Cg001G041850
OG0007766	Om007G318370	Cg001G042690
OG0007767	Om002G067620	Cg001G043000
OG0007769	Om008G318920	Cg005G157780
OG0007770	Om008G319080	Cg005G157900
OG0007771	Om008G319140	Cg005G157950
OG0007772	Om008G319570	Cg005G158320
OG0007773	Om008G319690	Cg005G158430
OG0007774	Om008G319830	Cg005G158490
OG0007775	Om008G319850	Cg005G158500
OG0007776	Om008G320670	Cg005G159150
OG0007777	Om008G320760, Om006G262030	Cg005G159220
OG0007778	Om003G096140	Cg005G159530
OG0007779	Om008G321260	Cg005G159640
OG0007780	Om008G321280	Cg005G159660
OG0007781	Om008G321290	Cg005G159670
OG0007782	Om008G321320	Cg005G159700
OG0007783	Om008G321330	Cg005G159710
OG0007784	Om008G321450	Cg005G159810
OG0007785	Om008G321790	Cg005G160090
OG0007786	Om008G322210	Cg005G160400
OG0007787	Om008G322900	Cg005G160950
OG0007788	Om008G323420	Cg005G161410
OG0007789	Om008G323940	Cg005G161670
OG0007790	Om008G324030	Cg005G161750
OG0007791	Om008G324330	Cg005G161890
OG0007792	Om008G326030	Cg005G162990
OG0007793	Om008G326410	Cg005G163400
OG0007794	Om008G327230	Cg005G164000
OG0007795	Om008G326960	Cg005G163810
OG0007796	Om004G176910	Cg008G282280, Cg004G124520
OG0007797	Om004G176670	Cg008G282500
OG0007798	Om004G176470	Cg008G282650
OG0007799	Om004G176240	Cg008G282780
OG0007800	Om004G176160	Cg008G282850
OG0007801	Om004G175740	Cg008G283140
OG0007802	Om004G175640	Cg008G283220
OG0007803	Om004G175590	Cg008G283290
OG0007804	Om004G175580	Cg008G283310
OG0007805	Om004G175270	Cg008G283520
OG0007806	Om004G173710	Cg008G284610
OG0007807	Om004G174810	Cg008G283800
OG0007808	Om004G173750	Cg008G284570, Cg004G144700
OG0007809	Om004G173570	Cg008G284730
OG0007810	Om004G173330	Cg008G284880
OG0007811	Om005G223510, Om004G173230	Cg008G284940
OG0007812	Om004G173130	Cg008G285010
OG0007813	Om004G173070	Cg008G285090
OG0007814	Om006G241050	Cg008G299880
OG0007815	Om006G241310	Cg008G300200
OG0007816	Om006G241340	Cg008G300210
OG0007817	Om006G242330	Cg008G301030
OG0007818	Om006G242530	Cg008G301180
OG0007819	Om006G242810	Cg008G301420
OG0007820	Om006G242880	Cg008G301470
OG0007821	Om006G242970	Cg008G301530
OG0007822	Om006G243010	Cg008G301560
OG0007823	Om006G243300	Cg008G301750
OG0007824	Om006G243870	Cg008G302240
OG0007825	Om006G244240	Cg006G209240, Cg004G133020, Cg008G302520
OG0007826	Om006G244520	Cg003G108470
OG0007827	Om006G244620	Cg003G108400
OG0007828	Om006G244850	Cg003G108220
OG0007829	Om006G245220	Cg003G107960
OG0007830	Om006G245450	Cg003G107670
OG0007831	Om006G245800	Cg003G107370
OG0007833	Om006G246870	Cg003G106610
OG0007834	Om006G247180	Cg003G106470
OG0007835	Om006G234580	Cg003G110950
OG0007836	Om006G234510	Cg003G111010
OG0007837	Om006G234500	Cg003G111020
OG0007838	Om006G234170	Cg003G111270
OG0007839	Om006G249930	Cg003G104450
OG0007840	Om006G233570	Cg003G111810
OG0007841	Om006G233520	Cg003G111870
OG0007842	Om006G257180, Om006G232870, Om006G257190	Cg003G112460
OG0007843	Om006G232720	Cg003G112600
OG0007844	Om006G232560	Cg003G112760
OG0007845	Om006G232540	Cg003G112780
OG0007846	Om006G232030	Cg003G112940
OG0007847	Om006G232000	Cg003G113240
OG0007849	Om006G231490	Cg003G113680
OG0007850	Om006G231470	Cg003G113700
OG0007851	Om006G231310	Cg003G113830
OG0007852	Om006G231040	Cg003G114080
OG0007853	Om006G230760	Cg003G114340
OG0007854	Om006G230660	Cg003G114420
OG0007855	Om006G230530	Cg003G114510
OG0007856	Om006G230070	Cg003G114920
OG0007857	Om006G229560	Cg008G297360, Cg003G115380
OG0007858	Om006G257600	Cg002G055670
OG0007859	Om006G229320	Cg003G115530
OG0007860	Om004G157840	Cg014G332950, Cg003G076620
OG0007861	Om004G157730	Cg014G333050, Cg003G076520
OG0007862	Om004G158020	Cg003G076790, Cg014G332810
OG0007863	Om004G158310	Cg003G077050, Cg014G332580
OG0007864	Om004G158380	Cg014G332510, Cg003G077120
OG0007865	Om004G158660	Cg014G331670, Cg003G078010
OG0007866	Om004G158880	Cg003G077810, Cg014G331840
OG0007867	Om004G159360	Cg003G077360, Cg014G332260
OG0007868	Om004G159580	Cg003G078230, Cg014G331420
OG0007869	Om004G159670	Cg014G331390, Cg003G078260
OG0007870	Om004G159730	Cg014G331350, Cg003G078300
OG0007871	Om004G160240	Cg014G330740, Cg003G078790
OG0007872	Om004G160350	Cg003G078870, Cg014G330660
OG0007873	Om004G160620	Cg003G094830, Cg003G079110
OG0007874	Om007G302170	Cg003G079340, Cg003G094660
OG0007875	Om007G292950	Cg008G320380
OG0007876	Om007G277550, Om007G277560	Cg008G319820
OG0007877	Om007G278200, Om005G190260	Cg008G318870
OG0007878	Om007G278250	Cg005G173200
OG0007879	Om007G278290	Cg005G173240
OG0007880	Om007G279290	Cg005G174370
OG0007881	Om007G279260	Cg005G174390
OG0007882	Om007G279230	Cg005G174420
OG0007883	Om007G278730	Cg005G173690
OG0007884	Om007G279330	Cg005G174330
OG0007885	Om007G280060	Cg005G174890
OG0007886	Om002G056920, Om007G280710	Cg005G175420
OG0007887	Om007G280850	Cg005G175560
OG0007888	Om007G281010	Cg005G175710
OG0007889	Om007G281040	Cg005G175750
OG0007890	Om005G184030	Cg006G239670
OG0007891	Om007G281180	Cg005G175890
OG0007892	Om007G281440	Cg005G176180
OG0007893	Om007G281660	Cg005G176450
OG0007894	Om007G281700	Cg005G176480
OG0007895	Om007G281800	Cg005G176630
OG0007896	Om005G184630	Cg006G239060
OG0007897	Om007G282000	Cg005G176830
OG0007898	Om007G283240	Cg005G178300
OG0007899	Om007G283250	Cg005G178320
OG0007900	Om007G283580	Cg005G178810
OG0007901	Om007G283640	Cg005G178870
OG0007902	Om007G283770	Cg005G179010
OG0007903	Om007G284240	Cg005G179590
OG0007904	Om007G285130	Cg005G182250
OG0007905	Om007G285410	Cg005G182960
OG0007906	Om004G170260	Cg008G287270
OG0007907	Om004G151140	Cg005G185360
OG0007908	Om004G149470	Cg005G185940
OG0007909	Om001G020210	Cg001G013320
OG0007910	Om001G019980	Cg001G013580
OG0007911	Om007G300830	Cg008G294980
OG0007912	Om002G042610	Cg004G116510
OG0007914	Om001G008540	Cg001G035670
OG0007915	Om001G017730	Cg001G014220
OG0007916	Om002G043020	Cg004G116940
OG0007917	Om002G071320, Om002G043070	Cg004G116990
OG0007918	Om007G300080	Cg008G295550
OG0007919	Om002G043430	Cg004G117270
OG0007920	Om002G043670	Cg004G117500
OG0007921	Om002G043990	Cg004G117790
OG0007922	Om002G044150	Cg004G117940
OG0007923	Om002G044270	Cg004G118060
OG0007924	Om002G044550	Cg004G118270
OG0007925	Om002G044970	Cg004G118600
OG0007926	Om002G045330	Cg004G119480
OG0007927	Om002G045820	Cg004G119790
OG0007928	Om002G046500	Cg004G120330
OG0007929	Om002G046550	Cg004G120380
OG0007930	Om002G046760	Cg004G120600
OG0007931	Om002G047060	Cg004G120840
OG0007932	Om002G046890	Cg004G120670
OG0007933	Om002G047170	Cg004G120920
OG0007934	Om002G047250	Cg004G120970
OG0007935	Om002G047410	Cg004G121110
OG0007936	Om002G047630	Cg004G121290
OG0007937	Om002G047580	Cg004G121240
OG0007938	Om002G047970, Om007G284010	Cg004G121520
OG0007939	Om002G048280	Cg004G121800
OG0007940	Om002G048390	Cg004G121920
OG0007941	Om002G048610	Cg004G122040
OG0007942	Om002G049110	Cg004G122460
OG0007943	Om002G049180	Cg004G122520, Cg004G122560
OG0007944	Om002G049190	Cg004G122590, Cg004G122550
OG0007945	Om002G049210	Cg004G122610
OG0007946	Om002G049240	Cg004G122630
OG0007947	Om002G049250	Cg004G122640
OG0007948	Om007G305720	Cg008G311110, Cg008G309310
OG0007949	Om002G049830	Cg004G123190
OG0007950	Om002G050030	Cg004G123390
OG0007951	Om002G070410, Om002G050280	Cg004G123630
OG0007952	Om002G050440	Cg004G123770
OG0007953	Om002G050540	Cg004G123870
OG0007954	Om002G050550	Cg004G123880
OG0007955	Om002G050750	Cg004G124040
OG0007956	Om002G050900	Cg004G124150
OG0007957	Om002G051220	Cg004G124460
OG0007958	Om008G330410	Cg005G165970
OG0007959	Om008G330480, Om008G330470	Cg005G166000
OG0007960	Om008G330510	Cg005G166020
OG0007961	Om008G330830	Cg005G166210
OG0007962	Om008G331150	Cg005G166340
OG0007963	Om008G331830, Om003G113720	Cg005G166760
OG0007964	Om008G333040	Cg005G167450
OG0007965	Om008G337720	Cg005G170510
OG0007966	Om008G337680, Om008G337670	Cg005G170470
OG0007967	Om008G337500	Cg005G170360
OG0007968	Om008G337080	Cg005G170080
OG0007969	Om008G337040	Cg005G170050
OG0007970	Om008G336770	Cg005G169860
OG0007971	Om008G336410	Cg005G169610
OG0007972	Om008G336350	Cg005G169580
OG0007973	Om008G336120	Cg005G169430
OG0007974	Om008G335960	Cg005G169300
OG0007975	Om008G335290	Cg005G168870
OG0007976	Om008G335150	Cg005G168790
OG0007977	Om008G335070	Cg005G168730
OG0007978	Om008G334820	Cg005G168560
OG0007979	Om008G334380	Cg005G168280
OG0007980	Om008G334100	Cg005G168110
OG0007981	Om008G333940	Cg005G167990
OG0007982	Om008G338090	Cg005G170760
OG0007983	Om005G196120	Cg006G230440
OG0007984	Om005G197170	Cg006G229700
OG0007985	Om005G197690	Cg006G229240
OG0007986	Om005G199310	Cg006G228170
OG0007987	Om005G199870	Cg006G227750
OG0007988	Om005G199740	Cg006G227830
OG0007989	Om005G199980	Cg006G227680
OG0007990	Om005G199990	Cg006G227670
OG0007991	Om005G200130	Cg006G227570
OG0007993	Om005G200440	Cg006G227380
OG0007994	Om005G200710	Cg006G227140
OG0007995	Om005G201200	Cg006G226710
OG0007996	Om005G201220	Cg006G226690
OG0007997	Om005G201410	Cg006G226560
OG0007998	Om005G201450	Cg006G226530
OG0007999	Om005G201910	Cg006G226110
OG0008000	Om005G201920	Cg006G226100
OG0008001	Om005G202070	Cg006G226020
OG0008002	Om005G202320	Cg006G225770
OG0008003	Om005G202430	Cg006G225670
OG0008004	Om005G202970	Cg006G225150
OG0008005	Om004G136060	Cg007G277110
OG0008006	Om005G203170	Cg006G224990
OG0008007	Om005G203570	Cg006G224690
OG0008008	Om005G203700	Cg006G224570
OG0008009	Om005G203730	Cg006G224530
OG0008010	Om004G135160	Cg007G277780
OG0008011	Om005G200370	Cg006G224520
OG0008012	Om005G203910	Cg006G224420
OG0008013	Om005G204010	Cg006G224350
OG0008015	Om005G204800	Cg006G223620
OG0008016	Om005G205010	Cg006G223440
OG0008017	Om007G301140, Om005G205130	Cg006G223300
OG0008018	Om005G205660	Cg006G222850
OG0008019	Om004G143790	Cg006G222410
OG0008020	Om004G144420	Cg006G222060
OG0008021	Om004G144870	Cg006G221640
OG0008022	Om004G146810	Cg006G220360
OG0008023	Om004G146880	Cg006G220350
OG0008024	Om004G147010, Om003G122120, Om003G122130	Cg006G220270
OG0008025	Om005G211400	Cg007G268270
OG0008026	Om004G147990	Cg006G219590
OG0008027	Om004G139200, Om008G333220	Cg006G219320
OG0008028	Om002G056770	Cg006G219330
OG0008029	Om004G148430	Cg006G219170
OG0008031	Om005G181390	Cg001G016640
OG0008032	Om004G151290	Cg001G016580
OG0008033	Om004G159560	Cg001G016380
OG0008034	Om004G148320	Cg001G016270
OG0008035	Om007G285920	Cg001G015760
OG0008036	Om007G286010	Cg001G015690
OG0008037	Om007G286200	Cg001G015550
OG0008038	Om007G286260	Cg001G015480
OG0008039	Om007G286290	Cg001G015460
OG0008040	Om001G021510	Cg001G012830
OG0008041	Om001G021760	Cg001G012730
OG0008042	Om004G154530	Cg005G189170
OG0008043	Om004G154790	Cg005G189760
OG0008044	Om018G373770, Om004G153080	Cg005G190220
OG0008045	Om004G152000	Cg005G191350
OG0008046	Om004G139740	Cg007G274720
OG0008047	Om004G154280	Cg005G191990
OG0008048	Om004G154230	Cg005G192000
OG0008049	Om004G154210	Cg005G192040
OG0008050	Om004G154080	Cg005G192160
OG0008051	Om004G154030	Cg005G192240
OG0008052	Om004G153520	Cg005G192910
OG0008053	Om004G155740	Cg005G193010
OG0008054	Om004G155770	Cg005G193060
OG0008055	Om004G156060	Cg005G193400
OG0008056	Om004G156200	Cg005G193620
OG0008057	Om004G156250	Cg005G193650
OG0008058	Om004G156410	Cg005G193780
OG0008059	Om005G195760	Cg006G230750
OG0008060	Om005G195660	Cg006G230830
OG0008062	Om005G195490	Cg006G230960
OG0008063	Om005G195280	Cg006G231060
OG0008064	Om005G194840	Cg006G231300
OG0008065	Om005G194590	Cg006G231490
OG0008066	Om005G193890, Om005G193940	Cg006G231920
OG0008067	Om005G194010	Cg006G231970
OG0008068	Om005G193690	Cg006G232240
OG0008069	Om005G192820, Om005G192780	Cg006G232770
OG0008070	Om005G192630	Cg006G232880
OG0008071	Om005G192620	Cg006G232890
OG0008072	Om005G192110	Cg006G233320
OG0008073	Om005G191960	Cg006G233410
OG0008074	Om005G191860	Cg006G233490
OG0008075	Om005G191350	Cg006G233820
OG0008076	Om005G191070	Cg006G234030
OG0008077	Om005G191050	Cg006G234050
OG0008078	Om005G190650	Cg006G234320
OG0008079	Om005G190460	Cg003G090750
OG0008080	Om005G190420	Cg006G234490
OG0008081	Om005G189260	Cg006G235380
OG0008082	Om005G188930	Cg006G235630
OG0008083	Om005G188710	Cg006G235800
OG0008084	Om005G188610	Cg006G235860
OG0008085	Om005G188090	Cg006G236230
OG0008086	Om006G253250	Cg002G052110
OG0008087	Om005G186830	Cg006G237230
OG0008088	Om005G186570	Cg006G237490
OG0008089	Om005G186590	Cg006G237470
OG0008090	Om005G185320	Cg006G238550
OG0008091	Om005G184800	Cg006G238930
OG0008092	Om005G184560	Cg006G239160
OG0008093	Om005G207140	Cg006G239630
OG0008094	Om005G184270	Cg006G239450
OG0008095	Om005G184130	Cg006G239590
OG0008096	Om005G184060	Cg006G239640
OG0008098	Om005G183960	Cg006G239720
OG0008099	Om008G349320	Cg003G091380, Cg006G239880
OG0008100	Om005G183550	Cg006G240100
OG0008101	Om005G183270	Cg006G240370
OG0008102	Om005G183010	Cg006G240660
OG0008103	Om005G182240	Cg006G241340
OG0008104	Om004G161000	Cg008G293860
OG0008105	Om005G181560	Cg006G241860
OG0008106	Om005G181690	Cg006G241990
OG0008107	Om005G181720	Cg006G242020
OG0008108	Om005G181250	Cg006G242260
OG0008109	Om005G180480	Cg006G242870
OG0008110	Om005G180500	Cg006G242850
OG0008111	Om005G180510	Cg006G242840
OG0008112	Om005G180540	Cg006G242810
OG0008113	Om005G180820	Cg006G242640
OG0008114	Om005G180190	Cg006G243130
OG0008115	Om005G180070	Cg006G243190
OG0008116	Om005G179980	Cg006G243240
OG0008117	Om005G179640	Cg006G243520
OG0008118	Om005G179180	Cg006G243960
OG0008119	Om005G179260, Om005G179270	Cg006G243920
OG0008120	Om005G179280	Cg006G243910
OG0008121	Om005G179120	Cg006G244020
OG0008122	Om005G178770	Cg006G244320
OG0008123	Om005G178200	Cg006G244900
OG0008124	Om004G157020, Om004G157010	Cg003G075890
OG0008125	Om005G177610	Cg006G245400
OG0008126	Om007G301320	Cg008G294640
OG0008127	Om007G301570	Cg008G294390
OG0008128	Om007G300950	Cg008G294930
OG0008129	Om007G300940	Cg008G294940
OG0008130	Om007G300790	Cg008G295020
OG0008131	Om007G299640	Cg008G295880
OG0008132	Om007G299710	Cg008G295840
OG0008133	Om007G299720	Cg008G295820
OG0008134	Om007G298850	Cg008G296410
OG0008135	Om007G298280	Cg008G296720
OG0008136	Om007G298240	Cg008G296750
OG0008137	Om007G298180	Cg008G296800
OG0008138	Om007G298060	Cg008G296880
OG0008139	Om007G297560	Cg008G297180
OG0008140	Om007G297070	Cg008G297730
OG0008141	Om007G296650	Cg008G298000
OG0008142	Om007G296450	Cg008G298150
OG0008143	Om007G296440	Cg008G298160
OG0008145	Om007G296040	Cg008G298580
OG0008146	Om007G295830	Cg008G298760
OG0008147	Om007G295810	Cg008G298790
OG0008149	Om007G295360	Cg008G299070
OG0008150	Om007G295200	Cg008G299190
OG0008151	Om007G295150	Cg008G299440
OG0008152	Om007G294990	Cg008G299450
OG0008153	Om007G294940	Cg008G299490
OG0008154	Om007G294870	Cg008G299600
OG0008155	Om007G294690	Cg008G299780
OG0008156	Om007G294680	Cg008G305950
OG0008157	Om007G294630	Cg008G306010
OG0008158	Om007G294620	Cg008G306020
OG0008159	Om007G294490	Cg008G306090
OG0008160	Om007G294250	Cg008G306400
OG0008161	Om007G294010	Cg008G306660
OG0008162	Om007G293900	Cg008G306720
OG0008163	Om007G293710	Cg008G306890
OG0008164	Om007G293550	Cg008G307070
OG0008165	Om007G303470	Cg008G307940
OG0008166	Om007G304140	Cg008G310660, Cg008G309020
OG0008167	Om007G303970	Cg008G310470, Cg008G308810
OG0008168	Om007G305850, Om009G362980	Cg008G311200, Cg008G309350
OG0008170	Om004G160950	Cg008G293890
OG0008171	Om009G364200, Om007G307200	Cg008G311820, Cg008G310040
OG0008172	Om004G161130	Cg008G293780
OG0008173	Om004G161240	Cg008G293700
OG0008174	Om004G161320	Cg008G293650
OG0008175	Om004G169550	Cg008G287850
OG0008176	Om004G169950	Cg008G287560
OG0008177	Om004G170180	Cg008G287350
OG0008178	Om004G170220	Cg008G287310
OG0008179	Om004G170430	Cg008G287140
OG0008180	Om004G171940, Om001G002990	Cg008G286030
OG0008181	Om004G172740	Cg008G285430
OG0008182	Om004G172770	Cg008G285360
OG0008183	Om006G241100	Cg008G299790
OG0008184	Om006G240100	Cg008G305070
OG0008185	Om006G239740	Cg008G304660
OG0008186	Om006G239360	Cg008G304340
OG0008187	Om006G239320	Cg008G304300
OG0008188	Om006G239290	Cg008G304270
OG0008189	Om006G238980	Cg008G304040
OG0008190	Om006G238790	Cg008G303870
OG0008191	Om006G238320	Cg008G303430
OG0008192	Om006G238250	Cg008G303380
OG0008193	Om006G237990	Cg008G303190
OG0008194	Om005G211650	Cg007G267990
OG0008195	Om006G237650	Cg008G302910
OG0008196	Om006G237570	Cg008G302830
OG0008197	Om006G237540	Cg008G302810
OG0008198	Om004G167960	Cg003G108650
OG0008199	Om006G236740	Cg003G109100
OG0008200	Om006G236420	Cg003G109380
OG0008201	Om006G236210	Cg003G109590
OG0008202	Om006G235680	Cg003G110070
OG0008203	Om006G235660	Cg003G110090
OG0008204	Om006G235590	Cg003G110190
OG0008205	Om006G235410	Cg003G110300
OG0008206	Om006G235350	Cg003G110340
OG0008207	Om006G235050	Cg003G110520
OG0008208	Om006G234840	Cg003G110770
OG0008209	Om006G234640	Cg003G110910
OG0008210	Om006G247660	Cg003G106090
OG0008211	Om006G247670	Cg003G106080
OG0008212	Om006G247740	Cg003G106030
OG0008213	Om006G257590	Cg002G055660
OG0008214	Om006G257660	Cg002G055690
OG0008215	Om006G257680	Cg002G055720
OG0008216	Om006G258160	Cg002G055990
OG0008217	Om006G258450, Om006G258570	Cg002G056290
OG0008218	Om006G259250	Cg002G056840
OG0008219	Om006G260260	Cg002G057350
OG0008220	Om006G260270	Cg002G057360
OG0008221	Om006G260590	Cg002G057670
OG0008222	Om006G262540	Cg002G058550
OG0008223	Om006G266930	Cg002G060330
OG0008224	Om006G236190	Cg002G063120
OG0008225	Om005G220200	Cg009G326010
OG0008226	Om005G212020	Cg007G267680
OG0008227	Om005G212070	Cg007G267660
OG0008228	Om005G212090	Cg007G267640
OG0008229	Om005G212140, Om005G212130	Cg007G267600
OG0008230	Om005G212220	Cg007G267520
OG0008231	Om005G212270	Cg007G267480
OG0008232	Om008G339550	Cg005G171760
OG0008233	Om001G036820	Cg007G267330
OG0008234	Om005G211850	Cg007G267820
OG0008235	Om005G212490	Cg007G267250
OG0008236	Om005G209990	Cg007G269200
OG0008237	Om005G209960	Cg007G269210
OG0008238	Om005G209900	Cg007G269290
OG0008239	Om005G208620	Cg007G270250
OG0008240	Om004G145030	Cg006G221470
OG0008241	Om002G069850, Om006G260960	Cg004G138770
OG0008242	Om005G208180	Cg007G270620
OG0008243	Om005G208160	Cg007G270640
OG0008244	Om005G208050, Om005G208060	Cg007G270700
OG0008245	Om005G207840	Cg007G270790
OG0008246	Om005G207780	Cg007G270840
OG0008247	Om005G206830	Cg007G271470
OG0008248	Om005G206510	Cg007G271800
OG0008249	Om005G205920	Cg007G272190
OG0008250	Om004G142930	Cg007G272630
OG0008251	Om004G133760	Cg007G278770
OG0008252	Om004G133870	Cg007G278750
OG0008253	Om004G133910	Cg007G278730
OG0008254	Om004G134170	Cg007G278490
