Orthogroup	Odontarrhena_muralis	Arabidopsis_thaliana
OG0006802	Om001G021000	AT4G27600.1
OG0006803	Om008G358880	AT5G45830.1
OG0006804	Om008G359550	AT5G46110.4
OG0006805	Om008G360970	AT5G46620.1
OG0006806	Om008G361200	AT5G46700.1
OG0006807	Om008G361430	AT5G46740.1
OG0006808	Om008G361490	AT5G46795.1
OG0006809	Om008G361580	AT5G46860.1
OG0006810	Om008G361910	AT5G47060.1
OG0006811	Om008G334640	AT2G37990.1
OG0006812	Om008G362750	AT5G47610.1
OG0006813	Om007G302850, Om005G212700	AT5G47740.2
OG0006815	Om002G075900	AT2G04240.1
OG0006816	Om002G074880, Om002G074960	AT3G25140.1
OG0006817	Om002G074420	AT3G24660.1
OG0006818	Om003G104240	AT4G13250.1
OG0006819	Om003G103420	AT4G14110.1
OG0006820	Om002G071410	AT3G22950.1
OG0006821	Om003G102420	AT4G14770.1
OG0006822	Om003G102300	AT4G14819.1
OG0006823	Om003G101540	AT4G15430.1
OG0006825	Om001G021070	AT4G15570.1
OG0006826	Om007G317410	AT5G40740.1
OG0006827	Om007G317670	AT5G40840.2
OG0006828	Om007G318530	AT5G42050.1
OG0006829	Om007G318540	AT5G42080.1
OG0006830	Om008G318670	AT2G48090.2
OG0006831	Om008G318720	AT2G48060.2
OG0006832	Om003G103940	AT1G33390.1
OG0006833	Om007G317160, Om008G319460	AT2G47420.1
OG0006834	Om008G340070	AT2G34520.1
OG0006835	Om008G320280	AT2G46820.1
OG0006836	Om008G320520	AT2G46680.1
OG0006837	Om008G320950	AT2G46400.1
OG0006838	Om008G321050	AT2G46300.1
OG0006839	Om008G321310	AT2G46040.2
OG0006840	Om008G321360	AT2G45980.1
OG0006841	Om008G321540	AT2G45830.1
OG0006842	Om008G321780	AT2G45690.1
OG0006843	Om008G321800	AT2G45670.1
OG0006845	Om008G322920	AT2G44830.1
OG0006846	Om008G325330, Om008G325300	AT2G43370.1
OG0006847	Om008G325630	AT2G43130.1
OG0006848	Om008G326110	AT2G42840.1
OG0006849	Om008G326140	AT2G42810.2
OG0006850	Om008G326720	AT2G42400.1
OG0006851	Om008G326880	AT2G42280.3
OG0006852	Om008G327450	AT2G41800.1
OG0006853	Om008G327990	AT2G41430.1
OG0006854	Om004G175780	AT5G02110.1
OG0006855	Om004G175990	AT5G02280.1
OG0006856	Om004G175660	AT5G02460.1
OG0006857	Om004G175650	AT5G02470.1
OG0006858	Om004G174850	AT5G03050.1
OG0006859	Om004G174720	AT5G03150.1
OG0006860	Om008G334550, Om008G334490, Om004G174630	AT5G03230.1
OG0006861	Om004G174470	AT5G03330.1
OG0006862	Om004G173640	AT5G03880.1
OG0006863	Om004G173610	AT5G03905.1
OG0006864	Om007G289140	AT1G28815.1
OG0006865	Om006G241300	AT5G19680.1
OG0006866	Om006G241570, Om006G241560	AT5G19880.1
OG0006867	Om006G241670	AT5G19960.1
OG0006868	Om006G241900	AT5G20180.1
OG0006869	Om006G242030	AT5G20310.1
OG0006871	Om006G242690	AT5G20900.1
OG0006872	Om006G242790	AT5G20960.1
OG0006873	Om006G243230	AT5G21940.1
OG0006874	Om006G243390	AT5G22080.1
OG0006875	Om006G244420	AT5G22940.2
OG0006876	Om006G244680	AT5G60660.1
OG0006877	Om006G245060	AT5G60340.1
OG0006878	Om006G245460	AT5G59980.2
OG0006879	Om006G245700	AT5G59800.1
OG0006880	Om006G234530	AT5G63160.1
OG0006881	Om006G233790	AT5G63790.2
OG0006882	Om006G233780	AT5G63800.1
OG0006883	Om006G233550	AT5G64000.1
OG0006884	Om006G233450	AT5G64080.1
OG0006885	Om006G233240	AT5G64240.2
OG0006886	Om003G099990	AT5G64300.1
OG0006887	Om006G233020	AT5G64430.1
OG0006888	Om006G232990	AT5G64440.1
OG0006889	Om006G232590	AT5G64790.1
OG0006890	Om006G232430	AT5G64905.1
OG0006891	Om006G232310	AT5G65000.1
OG0006892	Om006G232180	AT5G65090.1
OG0006893	Om006G231880	AT5G65340.1
OG0006894	Om006G231670	AT5G65500.2
OG0006895	Om006G230900	AT5G67470.1, AT3G25493.1
OG0006896	Om006G230870	AT5G67440.1
OG0006897	Om006G230740	AT5G67350.1
OG0006898	Om005G211570	AT1G68070.1
OG0006899	Om006G229470	AT5G66400.1
OG0006900	Om004G152550, Om003G105280, Om004G137250, Om007G293280, Om006G275140	AT5G17280.1
OG0006901	Om006G229360	AT5G66320.1
OG0006902	Om004G157050	AT4G00026.1
OG0006903	Om004G157300, Om001G027560	AT4G00230.1
OG0006904	Om004G157820	AT4G00700.1
OG0006905	Om004G157610	AT4G00450.1
OG0006906	Om004G158240	AT4G01110.1
OG0006907	Om004G158550	AT4G00840.1
OG0006908	Om005G178780	AT1G01120.1
OG0006909	Om004G159380	AT4G02110.1
OG0006910	Om004G160480	AT4G02880.2
OG0006911	Om004G160580	AT4G02980.1
OG0006912	Om004G160740	AT4G03100.1
OG0006913	Om007G302230	AT4G03260.1
OG0006914	Om005G180750	AT1G03730.1
OG0006915	Om007G277470	AT5G43990.2
OG0006916	Om007G277530	AT5G43940.2
OG0006917	Om007G277610	AT5G43860.1
OG0006918	Om007G278340	AT2G33360.1
OG0006919	Om007G278670	AT2G33100.1
OG0006920	Om007G279180	AT2G32230.1
OG0006921	Om007G279060	AT2G32700.7
OG0006922	Om007G279010	AT2G32750.2
OG0006924	Om007G278850	AT2G32860.2
OG0006925	Om007G279500	AT2G32520.2
OG0006926	Om007G279440	AT2G32460.1
OG0006927	Om007G279610	AT2G32170.2, AT2G32160.3
OG0006928	Om007G279780	AT2G32020.1
OG0006929	Om007G280070	AT2G31810.1
OG0006930	Om007G280090	AT2G31790.1
OG0006931	Om007G280300	AT2G31570.1
OG0006932	Om007G280990	AT2G31010.1
OG0006933	Om007G281270	AT2G30700.1
OG0006934	Om007G281520	AT2G30505.1
OG0006935	Om007G281690	AT2G30350.2
OG0006936	Om005G184420	AT1G06950.1
OG0006937	Om007G281930	AT2G30130.1
OG0006938	Om007G281980	AT2G30090.1
OG0006939	Om007G282320	AT2G29640.1
OG0006940	Om007G283010	AT2G29020.1
OG0006941	Om007G283180	AT2G28870.1
OG0006942	Om007G283310	AT2G28710.1
OG0006943	Om007G283510	AT2G28550.3
OG0006944	Om007G283670	AT2G28390.1
OG0006945	Om007G285200	AT2G26990.1
OG0006946	Om007G285100	AT2G27080.1
OG0006947	Om007G285020	AT2G27140.1
OG0006948	Om007G284810	AT2G27310.1
OG0006949	Om007G284650	AT2G27460.1
OG0006950	Om004G150400	AT2G26140.1
OG0006951	Om001G030120	AT2G25930.1
OG0006952	Om001G006710	AT2G25840.2
OG0006953	Om002G042850	AT3G01350.1
OG0006954	Om001G017800	AT4G26410.1
OG0006955	Om001G019200	AT4G26940.1
OG0006956	Om002G042930	AT3G01290.1
OG0006957	Om002G043160	AT3G01100.4
OG0006958	Om002G043210	AT3G01085.3
OG0006959	Om002G043440	AT3G02150.2
OG0006960	Om002G043880	AT3G02570.1
OG0006961	Om002G044000	AT3G02660.1
OG0006962	Om002G044230	AT3G02850.1
OG0006963	Om002G044390	AT3G02970.1
OG0006964	Om002G044510	AT3G03060.1
OG0006965	Om002G045130	AT3G03600.1
OG0006966	Om002G045270	AT3G03710.1
OG0006967	Om002G045380	AT3G03810.1
OG0006968	Om002G045730	AT3G04030.3
OG0006969	Om002G045960	AT3G04280.1
OG0006970	Om002G046200	AT3G04380.1
OG0006971	Om002G046310	AT3G04570.1
OG0006972	Om002G046610	AT3G04790.1
OG0006973	Om002G046810, Om002G046820	AT3G04940.1
OG0006974	Om002G047420	AT3G05330.1
OG0006975	Om002G047610	AT3G05500.1
OG0006976	Om002G048360	AT3G05980.1
OG0006977	Om002G048370	AT3G05990.1
OG0006978	Om002G048480	AT3G06070.1
OG0006979	Om002G048730	AT3G06240.1
OG0006980	Om002G048790	AT3G06270.1
OG0006981	Om007G295720	AT5G18500.1
OG0006982	Om002G049460	AT3G06778.1
OG0006983	Om003G096720, Om002G049490	AT3G06790.1
OG0006984	Om002G049730	AT3G07020.1
OG0006985	Om002G049870	AT3G07160.2
OG0006986	Om002G050130	AT3G07420.1
OG0006987	Om002G050590	AT3G07790.1
OG0006988	Om002G051440	AT3G08980.1
OG0006989	Om008G330280	AT2G40200.1
OG0006990	Om008G330530	AT2G40120.1
OG0006991	Om008G330740	AT2G40070.1
OG0006992	Om008G331110	AT2G39830.2
OG0006993	Om008G331380	AT2G39760.1
OG0006994	Om008G331700	AT2G39630.1
OG0006995	Om008G332150	AT2G39290.1
OG0006996	Om008G332060	AT2G39370.1
OG0006997	Om008G333020	AT2G38840.1
OG0006998	Om008G333090, Om008G333150	AT2G38790.1
OG0006999	Om008G333190	AT2G38750.1
OG0007000	Om008G333210	AT2G38740.1
OG0007001	Om008G338020	AT2G35880.1
OG0007002	Om008G337990	AT2G35900.1
OG0007003	Om008G337730	AT2G36026.1
OG0007004	Om008G337700	AT2G36080.1
OG0007005	Om008G337560	AT2G36200.2
OG0007006	Om008G337440	AT2G36270.3
OG0007007	Om008G337120	AT2G36430.1
OG0007008	Om008G336090	AT2G37110.1
OG0007009	Om008G335910	AT2G37250.1
OG0007010	Om008G335810	AT2G37330.1
OG0007011	Om008G335770	AT2G37380.1
OG0007012	Om008G335690	AT2G37430.1
OG0007013	Om008G334810	AT2G37890.1
OG0007014	Om008G334070	AT2G38280.1
OG0007015	Om008G333650, Om008G333620	AT2G38490.1
OG0007016	Om005G196610	AT1G15825.1
OG0007017	Om005G196690, Om004G130870	AT1G80680.1
OG0007018	Om005G197240	AT1G16330.1
OG0007020	Om005G197830	AT1G16850.1
OG0007021	Om005G197890	AT1G16900.1
OG0007022	Om005G198250	AT1G17110.2
OG0007023	Om004G142720	AT1G72310.1
OG0007024	Om005G198960	AT1G17620.1
OG0007025	Om005G199020	AT1G17680.1
OG0007026	Om005G199350	AT1G17840.1
OG0007027	Om005G199480	AT1G17950.1
OG0007028	Om005G200340	AT1G18610.1
OG0007029	Om005G200860	AT1G18990.1
OG0007030	Om005G200870	AT1G19000.1
OG0007031	Om005G201150	AT1G19210.1
OG0007032	Om005G201160	AT1G19220.1
OG0007033	Om005G201520	AT1G19540.1
OG0007034	Om005G201650	AT1G19700.1
OG0007035	Om005G202720	AT1G20670.1
OG0007036	Om006G270700, Om007G286670	AT1G20890.1
OG0007037	Om005G203650	AT5G34780.1, AT1G21400.5
OG0007038	Om005G204240	AT1G21880.2
OG0007039	Om005G204310	AT1G21930.1, AT3G42150.1
OG0007040	Om005G204520	AT1G22065.1
OG0007041	Om005G204550	AT1G22100.1, AT1G59312.1, AT1G58936.1, AT1G58643.1
OG0007042	Om005G205880	AT1G71865.1
OG0007043	Om004G143780	AT1G23420.2
OG0007044	Om004G144410	AT1G23770.1, AT1G23780.1
OG0007045	Om004G144510	AT1G23980.1
OG0007046	Om004G144830	AT1G27210.1
OG0007047	Om004G146890	AT1G25540.1
OG0007048	Om004G147680	AT1G24575.1
OG0007050	Om006G272670	AT4G24310.1
OG0007051	Om004G148330	AT4G24550.2
OG0007052	Om007G285590	AT4G24680.1
OG0007053	Om003G112800	AT5G51600.1
OG0007054	Om001G021060	AT4G27650.1
OG0007054	Om003G094930	AT3G58390.1
OG0007055	Om004G153320, Om018G373990	AT2G24430.1
OG0007056	Om004G152160	AT2G23540.1
OG0007057	Om008G334620	AT2G38010.2
OG0007058	Om004G154300, Om003G110600	AT2G22790.1
OG0007059	Om004G153640	AT2G22180.1
OG0007060	Om004G156540	AT2G21050.1
OG0007062	Om005G194780, Om005G194770	AT1G14540.1
OG0007063	Om005G194310, Om005G194300	AT1G14220.1
OG0007064	Om005G193870	AT1G13900.1
OG0007065	Om005G192890	AT1G13195.1
OG0007066	Om005G192610	AT1G13030.1
OG0007067	Om005G192530	AT1G12950.1
OG0007068	Om005G191900	AT1G12450.1
OG0007069	Om005G191830	AT1G12410.1
OG0007070	Om005G208960, Om005G191090	AT1G11870.2
OG0007071	Om005G190790	AT2G43220.1
OG0007072	Om005G190010	AT1G11190.1
OG0007073	Om005G189980	AT1G11170.1
OG0007074	Om005G189850	AT1G11060.1
OG0007075	Om005G189810	AT1G11040.1
OG0007076	Om005G188860	AT1G10330.1
OG0007077	Om005G188480	AT1G10020.1
OG0007078	Om005G188020	AT1G09740.1
OG0007079	Om005G188010	AT1G09730.1
OG0007080	Om005G187350	AT1G09270.1
OG0007081	Om005G187020	AT1G09010.1
OG0007082	Om005G186840	AT1G08800.1
OG0007083	Om005G186230	AT1G08290.1
OG0007084	Om006G262020, Om006G262060, Om008G320750	AT2G46505.1
OG0007085	Om005G185240	AT1G07473.1, AT1G07476.1
OG0007086	Om005G184960	AT1G07310.1
OG0007087	Om005G184930	AT1G07290.1
OG0007088	Om005G184370	AT1G06900.1
OG0007089	Om003G111600	AT5G50890.1
OG0007090	Om001G030370	AT4G33100.1
OG0007091	Om005G183660	AT1G06210.1
OG0007092	Om005G183500	AT1G06080.1
OG0007093	Om005G183120	AT1G05720.1
OG0007094	Om005G182130	AT1G04945.3
OG0007095	Om005G181900	AT1G04770.1
OG0007096	Om005G181790	AT1G04660.1
OG0007097	Om005G181530	AT1G04590.2
OG0007098	Om005G181570	AT1G04555.1
OG0007099	Om005G181320	AT1G04280.1
OG0007100	Om005G180430	AT1G03940.1
OG0007101	Om005G180850	AT1G03850.1
OG0007102	Om005G179830	AT1G02990.3
OG0007103	Om005G179800	AT1G02970.1
OG0007104	Om005G179710	AT1G02900.1
OG0007105	Om005G179680	AT2G44750.2, AT1G02880.6
OG0007106	Om005G178400	AT1G01490.4
OG0007107	Om006G257210	AT3G51520.1
OG0007108	Om005G177680	AT1G02080.1
OG0007109	Om007G301420	AT5G14360.1
OG0007110	Om007G301470	AT5G14340.1
OG0007111	Om007G301490	AT5G14320.1
OG0007112	Om007G301630	AT5G14210.2
OG0007113	Om007G300780	AT5G14800.1
OG0007114	Om007G299960	AT5G15350.1
OG0007115	Om007G300220	AT5G15180.1
OG0007116	Om007G299500	AT5G15680.1
OG0007117	Om007G298370	AT5G16390.1
OG0007118	Om007G298100	AT5G16590.1
OG0007119	Om007G298090	AT5G16600.1
OG0007120	Om002G083960, Om007G297540	AT5G16950.1
OG0007121	Om007G297280	AT5G17260.1
OG0007122	Om007G297090	AT5G17430.1
OG0007123	Om007G295400	AT5G18670.1
OG0007124	Om007G294840	AT5G19180.1
OG0007125	Om007G294610	AT5G26570.1
OG0007126	Om007G294440	AT5G26720.1
OG0007127	Om007G294070	AT5G27920.1
OG0007128	Om007G293640	AT5G27450.1
OG0007129	Om007G303300	AT5G28840.1
OG0007130	Om007G303680	AT5G49450.1
OG0007131	Om007G304570	AT5G48970.1
OG0007132	Om002G065080	AT5G48890.1
OG0007133	Om007G308140, Om002G074690	AT5G48380.1
OG0007134	Om007G306390, Om009G363540	AT5G48657.5
OG0007135	Om004G161330	AT5G13500.1
OG0007136	Om004G169590	AT5G06990.1
OG0007137	Om004G169930	AT5G06760.1
OG0007138	Om004G170130	AT5G06570.3
OG0007139	Om004G161350	AT5G13480.2
OG0007140	Om004G161360	AT5G13470.1
OG0007141	Om004G170410	AT5G06320.1
OG0007142	Om004G171430	AT5G05560.2
OG0007143	Om004G172070	AT5G05080.1
OG0007144	Om004G172420	AT5G04885.2
OG0007145	Om008G335020, Om004G172290	AT5G04930.1
OG0007146	Om004G172820	AT5G04490.1
OG0007147	Om006G240990, Om006G240980	AT5G19470.2, AT5G19460.1
OG0007148	Om006G240580	AT5G25830.1
OG0007149	Om006G240550	AT5G25810.1
OG0007150	Om006G240520	AT5G25800.2
OG0007151	Om006G239750	AT5G25090.1
OG0007152	Om006G239710	AT5G25040.2, AT5G25050.1
OG0007153	Om006G239450	AT5G24810.2
OG0007154	Om006G239440	AT5G24800.1
OG0007155	Om006G238860	AT5G24270.1
OG0007156	Om006G238730	AT5G24120.1
OG0007157	Om006G238720	AT5G24110.1
OG0007158	Om006G261230	AT3G48890.1
OG0007159	Om006G238160	AT5G23630.1
OG0007160	Om006G238070	AT5G23530.1
OG0007161	Om006G237780	AT5G23300.1
OG0007162	Om006G237770	AT5G23290.1
OG0007163	Om006G237360	AT5G60880.1
OG0007164	Om006G237300	AT5G60920.1
OG0007165	Om006G237230	AT5G60970.1
OG0007166	Om006G236910	AT5G61230.1
OG0007167	Om006G236560	AT5G61530.1
OG0007168	Om006G235550	AT5G62420.1
OG0007169	Om006G235440	AT5G62500.1
OG0007170	Om006G235310	AT5G62580.1
OG0007171	Om006G235020	AT5G62770.1
OG0007172	Om006G263410, Om006G263400	AT3G48030.1
OG0007173	Om006G234820	AT5G62960.1
OG0007174	Om006G247400	AT5G58710.1
OG0007175	Om006G258130	AT3G50870.1
OG0007176	Om006G259740	AT3G49780.1
OG0007177	Om006G260200	AT3G49601.1
OG0007178	Om007G306780, Om006G263200	AT3G48150.1
OG0007179	Om006G235130	AT3G47950.1
OG0007181	Om006G266570	AT3G46940.2
OG0007182	Om006G245610	AT3G46020.1
OG0007183	Om004G176350	AT3G45100.1
OG0007185	Om006G268790	AT3G44330.1
OG0007186	Om006G268620	AT3G43860.1
OG0007187	Om005G212360	AT1G67480.1
OG0007188	Om005G212410, Om005G212680	AT1G67420.4
OG0007190	Om002G051320	AT3G08900.1
OG0007191	Om005G209450	AT1G69390.1
OG0007192	Om005G209220	AT1G69570.1
OG0007193	Om005G211360	AT1G68180.1
OG0007194	Om005G208510	AT1G69890.1
OG0007195	Om005G208500	AT1G69900.1
OG0007196	Om005G208410	AT1G69970.1
OG0007197	Om005G207120	AT1G70790.1
OG0007198	Om005G206940	AT1G70920.1
OG0007199	Om005G206840	AT1G71010.1
OG0007200	Om005G206620	AT1G71180.1
OG0007201	Om005G205970	AT1G71780.1
OG0007202	Om004G143290	AT1G71940.2
OG0007203	Om006G241500	AT5G19855.1
OG0007204	Om004G133410, Om004G138880	AT1G78310.1
OG0007205	Om004G134400	AT1G77690.1
OG0007207	Om004G134900	AT1G77330.1
OG0007208	Om004G135030	AT1G77250.1
OG0007209	Om004G135640	AT1G76750.1
OG0007210	Om004G136090	AT1G76420.1
OG0007211	Om004G136550, Om004G136540	AT1G76250.1
OG0007212	Om004G136960	AT1G76070.1
OG0007213	Om004G137540	AT1G75730.1
OG0007214	Om004G137580	AT1G75710.1
OG0007215	Om004G138760	AT1G74970.1
OG0007216	Om004G138650	AT1G74910.1
OG0007217	Om004G138540	AT1G74840.1
OG0007218	Om004G138500	AT1G74800.1
OG0007219	Om004G139470	AT1G74470.1
OG0007220	Om004G140560	AT1G73760.1
OG0007221	Om004G141740	AT1G73210.1
OG0007222	Om005G225240, Om008G318630	AT2G48120.1
OG0007223	Om004G142170	AT1G72790.1
OG0007224	Om004G142640	AT1G72390.1
OG0007225	Om004G133300	AT1G78380.1
OG0007226	Om004G132840	AT1G78690.1
OG0007227	Om002G053480	AT3G10530.1
OG0007228	Om004G131960	AT1G79280.2
OG0007229	Om004G131830	AT1G79380.1
OG0007230	Om004G131480	AT1G79600.1
OG0007231	Om005G196910	AT1G15990.1
OG0007231	Om004G131210	AT1G19780.1
OG0007232	Om004G129910, Om007G302980	AT1G80040.1
OG0007233	Om004G131120	AT1G80820.1
OG0007234	Om004G131040, Om004G131050, Om004G146080	AT1G80770.6
OG0007235	Om004G130910	AT1G80700.1, AT1G80980.1
OG0007236	Om004G130610	AT2G26000.2
OG0007237	Om005G196540	AT1G15780.2
OG0007238	Om004G130200, Om001G006300	AT1G20570.3, AT1G80260.1
OG0007239	Om002G056200, Om004G130150	AT1G80210.1, AT3G06820.2
OG0007240	Om002G056910	AT3G13000.2
OG0007241	Om002G056980	AT3G13040.1
OG0007242	Om002G067980	AT3G13590.1
OG0007243	Om002G058080	AT3G13730.1
OG0007244	Om002G058330	AT3G13850.1
OG0007245	Om002G058890	AT3G14172.1
OG0007246	Om002G058960	AT3G14205.1
OG0007247	Om002G059610	AT3G14595.1
OG0007248	Om002G060690	AT3G15370.2
OG0007249	Om002G060930	AT3G15518.1
OG0007250	Om002G061120	AT3G15550.1
OG0007251	Om002G061410	AT3G15760.1
OG0007252	Om002G061470	AT3G15810.1
OG0007253	Om002G061850	AT3G16050.1
OG0007254	Om002G061860	AT3G16060.1
OG0007255	Om002G061960	AT3G16150.1
OG0007256	Om002G062050	AT3G16200.1
OG0007257	Om006G275130, Om002G065260	AT3G18310.1
OG0007258	Om002G063570	AT3G17060.1
OG0007259	Om002G063750	AT3G17205.1
OG0007261	Om002G064520	AT3G17790.1
OG0007262	Om002G064540	AT3G17810.1
OG0007263	Om002G064680	AT3G17940.1
OG0007264	Om002G064850	AT3G18090.1, AT3G23780.1
OG0007265	Om002G065040	AT3G18165.1
OG0007266	Om002G065510	AT3G18480.1
OG0007267	Om002G065850	AT3G18770.1
OG0007268	Om002G066070	AT3G18850.1
OG0007269	Om002G066620	AT3G19270.2
OG0007270	Om002G066680	AT3G19360.1
OG0007271	Om002G066770	AT3G19420.1
OG0007272	Om002G066830	AT3G19490.1
OG0007273	Om002G067120	AT3G19680.1
OG0007274	Om002G067500	AT3G19990.2
OG0007275	Om002G067920	AT3G20240.1
OG0007276	Om002G068880	AT3G20890.1
OG0007277	Om002G069200	AT3G21200.1
OG0007278	Om002G069620	AT3G21550.1
OG0007279	Om002G069500	AT3G21420.1
OG0007280	Om002G069490	AT3G21400.1
OG0007281	Om002G069390	AT3G21330.1
OG0007282	Om002G070430	AT3G22160.1
OG0007283	Om002G070440	AT3G22170.1
OG0007284	Om002G070570	AT3G22290.1
OG0007285	Om002G070580, Om002G045070	AT3G22300.1
OG0007286	Om002G070810	AT3G22480.1
OG0007287	Om002G070980	AT3G22640.1
OG0007288	Om002G071080	AT3G22750.1
OG0007289	Om002G072650	AT3G23630.1
OG0007290	Om002G072740	AT3G23690.1
OG0007291	Om002G072840	AT3G23750.1
OG0007292	Om002G073150	AT3G24170.1
OG0007293	Om003G095730	AT3G24080.1
OG0007294	Om002G073880	AT3G24420.1
OG0007295	Om002G074200	AT3G24520.1
OG0007296	Om004G163750	AT2G12400.1
OG0007297	Om007G283830	AT4G09070.1, AT2G28230.1
OG0007298	Om002G077860	AT2G11520.1
OG0007299	Om002G081180	AT2G15240.1
OG0007301	Om002G083680	AT2G17120.1
OG0007302	Om002G083890	AT2G17350.1
OG0007303	Om002G084390	AT2G17710.1
OG0007304	Om002G085070, Om002G085060, Om002G085050	AT2G18140.1, AT2G18150.1
OG0007305	Om002G086390	AT2G18910.1
OG0007306	Om002G086810	AT2G19260.1
OG0007307	Om002G087250	AT2G19590.1
OG0007308	Om002G088180	AT2G20420.1
OG0007309	Om002G056450	AT3G12670.1
OG0007310	Om003G090230	AT1G55550.1
OG0007311	Om003G090640, Om004G130800	AT1G55300.2
OG0007312	Om003G090870	AT1G55190.1
OG0007313	Om003G092150, Om003G092040	AT1G53800.2
OG0007314	Om003G094320	AT1G52580.1
OG0007315	Om003G094760	AT1G52240.1
OG0007316	Om003G094880	AT1G52150.2
OG0007317	Om003G095500	AT1G51745.1
OG0007318	Om003G095660, Om004G131340	AT1G51610.1
OG0007319	Om003G097530	AT1G50020.1
OG0007320	Om003G098320	AT1G49350.1
OG0007321	Om003G099140	AT1G48745.1
OG0007322	Om003G098970	AT1G48930.1
OG0007323	Om003G099580	AT1G48410.2
OG0007324	Om003G099730	AT1G48260.1
OG0007325	Om003G100090	AT1G47960.1
OG0007326	Om003G100210	AT4G16220.1, AT4G16230.1
OG0007327	Om003G100230	AT4G16190.1
OG0007328	Om003G100690	AT4G15930.1
OG0007329	Om008G339610	AT2G34810.1
OG0007331	Om006G256520	AT3G21640.1
OG0007332	Om006G256500	AT3G52090.2
OG0007333	Om006G256120	AT3G52360.1
OG0007334	Om006G255860	AT3G52490.1
OG0007335	Om006G255850	AT3G52500.1
OG0007336	Om006G255000	AT3G53180.1
OG0007337	Om006G256800	AT3G51820.1
OG0007338	Om006G256910	AT3G51730.1
OG0007339	Om006G253330, Om006G253310	AT3G54400.1
OG0007340	Om006G253070	AT3G54610.1
OG0007341	Om006G252700	AT3G54890.1
OG0007342	Om006G251900	AT3G55470.1
OG0007343	Om002G065760, Om001G029410	AT4G32520.1
OG0007344	Om006G251320	AT3G55800.1
OG0007345	Om003G119400	AT3G56490.1
OG0007346	Om003G119810	AT3G56850.1
OG0007347	Om003G122460	AT3G58670.1
OG0007348	Om003G122480	AT3G58690.1
OG0007349	Om003G123890	AT3G59630.1
OG0007350	Om003G125600	AT3G60600.1
OG0007351	Om003G125770	AT3G60720.3
OG0007352	Om003G126340	AT3G61320.3
OG0007353	Om003G127610	AT3G62030.2
OG0007354	Om003G127720	AT3G62110.1
OG0007355	Om003G129010	AT3G63190.1
OG0007356	Om003G094610	AT1G52342.1
OG0007357	Om008G332810	AT2G38950.1
OG0007360	Om003G127770	AT3G62170.1
OG0007361	Om008G362880	AT5G47730.1
OG0007363	Om008G340180	AT2G34390.1, AT2G29870.1
OG0007364	Om008G339920	AT2G34580.1
OG0007365	Om008G339430	AT2G34920.2
OG0007366	Om008G321430	AT4G16090.1, AT2G45930.1
OG0007367	Om002G072590	AT3G23605.1
OG0007368	Om004G137950	AT1G75360.1
OG0007370	Om001G028790	AT4G32040.1
OG0007371	Om001G035860	AT4G36150.1
OG0007372	Om005G181700	AT1G04445.2
OG0007373	Om005G191750	AT1G12320.1
OG0007374	Om002G064360	AT3G17690.1
OG0007375	Om001G001450	AT5G36930.2
OG0007376	Om002G061650	AT3G15950.1
OG0007379	Om004G161800	AT5G13130.1
OG0007380	Om001G008100	AT4G21880.1
OG0007381	Om001G003140	AT4G18960.1
OG0007382	Om001G002160	AT4G18190.1
OG0007384	Om007G284750, Om007G284720	AT2G27389.1
OG0007385	Om007G297390	AT5G17160.1
OG0007386	Om007G293180	AT5G28470.2
OG0007387	Om003G119110	AT5G56490.1, AT1G32300.1
OG0007389	Om006G246040	AT3G46613.1, AT5G59510.1
OG0007395	Om004G139850	AT1G54475.1
OG0007396	Om005G206270	AT2G03750.1
OG0007397	Om008G341570, Om008G341720	AT3G28216.1
OG0007398	Om006G267160	AT3G46300.1
OG0007400	Om003G113180	AT5G52020.1
OG0007413	Om001G022280	AT4G28250.1
OG0007414	Om001G022750	AT4G28485.2
OG0007415	Om001G022790	AT4G28500.1
OG0007416	Om001G023150, Om001G023160	AT4G28660.2
OG0007417	Om001G023330	AT4G28720.1
OG0007418	Om001G023420	AT4G28820.3
OG0007420	Om001G024800	AT4G29720.1
OG0007421	Om001G024990	AT4G29830.1
OG0007422	Om001G025350	AT4G30010.1
OG0007423	Om001G025450	AT4G30080.1
OG0007424	Om001G025810	AT4G30270.1
OG0007425	Om001G026460	AT4G30600.1
OG0007426	Om001G027440	AT4G31140.1
OG0007427	Om001G027550	AT4G31290.1
OG0007428	Om001G027740	AT4G31370.1
OG0007429	Om001G027790	AT4G31410.1
OG0007430	Om001G027890	AT4G31510.1
OG0007431	Om001G027960	AT4G31540.1
OG0007432	Om001G028300	AT4G31730.1
OG0007433	Om007G285310	AT4G28010.1
OG0007434	Om001G028990	AT4G32180.1
OG0007435	Om001G029010	AT4G32190.1
OG0007436	Om001G029050	AT4G32270.1
OG0007437	Om001G029080	AT4G32280.1
OG0007438	Om001G029240, Om005G213890	AT4G32360.1
OG0007439	Om001G029470	AT4G32540.2
OG0007440	Om001G029750	AT4G32720.1
OG0007441	Om001G030550	AT4G33220.1
OG0007442	Om001G030380	AT4G33110.1, AT4G33120.1
OG0007443	Om001G030840	AT4G33450.1
OG0007444	Om001G030830	AT4G33440.1
OG0007445	Om001G031530	AT4G33780.1
OG0007446	Om001G032350	AT4G34230.1
OG0007448	Om001G031940	AT4G34050.3
OG0007449	Om001G031920	AT4G34030.1
