Orthogroup	Odontarrhena_muralis	Brassica_rapa
OG0008440	Om003G129100	XP_009116990.1, XP_009138647.1
OG0008441	Om003G091340	XP_009107068.1, XP_009147536.2
OG0008442	Om003G091910	XP_033128362.1
OG0008445	Om008G358930	XP_009101557.1
OG0008446	Om008G353060	XP_009144490.1
OG0008446	Om008G353050	XP_009146021.1
OG0008447	Om008G334120	XP_009133236.1, XP_009141728.1
OG0008450	Om004G142660	XP_009104861.1, XP_009105895.1
OG0008452	Om001G022600	XP_009137780.1
OG0008453	Om001G028660	XP_009109920.3
OG0008454	Om001G031200	XP_018511049.1
OG0008455	Om001G029180	XP_009138075.1, XP_009126211.1
OG0008456	Om005G184320	XP_009119027.1, XP_009118476.1
OG0008457	Om005G186080, Om001G005470	XP_009118390.1, XP_009148225.2
OG0008458	Om005G187460	XP_009148766.2
OG0008459	Om005G189860	XP_009118230.1, XP_033128852.1
OG0008460	Om005G192310	XP_009113499.1
OG0008461	Om005G195590	XP_033134446.1
OG0008462	Om004G143040, Om005G200210	XP_009104873.1
OG0008464	Om005G210980	XP_009105384.1, XP_009127627.1
OG0008465	Om005G211030	XP_009105380.2, XP_009127624.2
OG0008466	Om005G213280	XP_009127492.1, XP_009105236.2
OG0008467	Om002G070190	XP_033144228.1, XP_033143249.1
OG0008468	Om002G054520	XP_009135155.1, XP_009146749.1
OG0008469	Om004G174690	XP_018510733.2, XP_009125484.1
OG0008470	Om007G277990, Om007G277980	XP_033135629.1
OG0008471	Om007G283520	XP_009103696.1, XP_009140912.1
OG0008472	Om007G303480	XP_009124236.1
OG0008473	Om007G313160	XP_009120446.1
OG0008474	Om006G273580	XP_009114130.1, XP_009129066.1
OG0008475	Om003G114120	XP_009127208.1, XP_009119827.1
OG0008476	Om006G248440	XP_009132098.1, XP_009126811.1
OG0008477	Om006G244210	XP_009131888.2, XP_009126563.1
OG0008478	Om006G239840	XP_033134702.1, XP_009129986.1, XP_009151040.1
OG0008479	Om006G235530	XP_009130214.2, XP_009151365.2
OG0008480	Om006G231210	XP_009150676.1
OG0008487	Om008G338380	XP_033142614.1, XP_018514021.1, XP_033147587.1
OG0008493	Om007G316710	XP_009104815.2, XP_033144706.1
OG0008504	Om001G022300	XP_009137773.1, XP_009109106.1
OG0008505	Om001G023130	XP_009137802.1, XP_033146198.1
OG0008506	Om001G023430	XP_009129236.1, XP_009137811.1
OG0008507	Om001G023670	XP_009109067.2, XP_009129079.1
OG0008508	Om001G023800	XP_009109052.1, XP_009129014.1
OG0008509	Om001G025130	XP_009137874.1, XP_009128346.1
OG0008510	Om001G025150, Om003G120180	XP_033130104.1
OG0008511	Om001G025170	XP_009109016.1, XP_009128276.2
OG0008512	Om001G025210	XP_009128222.1, XP_009109014.1
OG0008513	Om001G025410	XP_009109010.1, XP_009137884.1
OG0008514	Om001G025760	XP_009137905.1, XP_033148470.1
OG0008515	Om001G025980	XP_033148684.1, XP_009137911.1
OG0008516	Om001G026120	XP_009108986.1, XP_033148676.1
OG0008517	Om001G026220	XP_009137920.2
OG0008518	Om006G241510	XP_009126394.1, XP_009120853.1
OG0008519	Om001G026840	XP_009137971.1, XP_009127471.1
OG0008520	Om001G026870	XP_009127453.1, XP_009137973.1
OG0008521	Om001G027770	XP_009108931.1, XP_009138008.1
OG0008522	Om001G027990	XP_009138022.1, XP_033135901.1
OG0008523	Om001G028330	XP_009126680.1
OG0008524	Om001G028480	XP_009126604.1
OG0008525	Om001G028570	XP_009126573.1, XP_009138048.2
OG0008526	Om007G278350, Om001G028960	XP_009126325.1
OG0008527	Om001G029060	XP_009138071.1, XP_009108888.1
OG0008528	Om001G029190	XP_009126222.1, XP_009138074.1
OG0008529	Om001G029600	XP_033143106.1, XP_009125694.2
OG0008530	Om001G030160	XP_009108822.1, XP_009138153.2
OG0008531	Om001G030050	XP_009138149.2, XP_009125252.1
OG0008532	Om001G030140	XP_009125241.1, XP_009138152.1
OG0008533	Om001G030500	XP_009124478.1, XP_009138168.1
OG0008534	Om001G025900, Om001G029720	XP_009125595.1, XP_033132634.1
OG0008535	Om001G030670	XP_009123351.1, XP_009108806.1
OG0008536	Om001G030680	XP_009138181.1, XP_009123285.1
OG0008537	Om001G030690	XP_009138182.1, XP_009108805.1
OG0008538	Om001G030790	XP_009138186.1, XP_009122784.1
OG0008540	Om001G032430	XP_009138277.2, XP_033141963.1
OG0008541	Om001G031970	XP_009117224.1
OG0008542	Om001G031800	XP_009118282.1, XP_009138251.2
OG0008543	Om001G032710	XP_033132789.1, XP_033142515.1
OG0008544	Om001G032750	XP_009112598.2, XP_009108732.1
OG0008545	Om001G032860	XP_009108724.1, XP_033142506.1
OG0008546	Om001G033220	XP_009138324.1, XP_009109369.1
OG0008547	Om001G033510	XP_009107761.1, XP_009108693.1
OG0008548	Om007G292030	XP_009115000.1, XP_009102670.1
OG0008549	Om007G292420	XP_009114967.1, XP_009145231.1
OG0008550	Om004G135010, Om007G292520	XP_009114957.1
OG0008551	Om007G292740	XP_009114931.1, XP_009108001.1
OG0008552	Om007G277070	XP_009114907.1, XP_009145199.1
OG0008553	Om007G276860	XP_009114889.1, XP_009151428.1
OG0008555	Om007G276400	XP_009145241.1, XP_009136819.1
OG0008556	Om007G276040	XP_009136802.1, XP_009145637.3
OG0008557	Om005G191530	XP_009118108.1, XP_033133753.1
OG0008558	Om005G216140	XP_009113422.2
OG0008559	Om005G216160	XP_033145325.1
OG0008560	Om005G218530, Om011G366010	XP_009124458.1, XP_009122976.1
OG0008561	Om001G030280	XP_009125098.1, XP_018512510.1
OG0008562	Om005G218760	XP_009102721.2, XP_009113329.2
OG0008563	Om005G188240	XP_033128354.1
OG0008564	Om005G219190	XP_033136179.1
OG0008565	Om005G220290	XP_009103311.1, XP_009113258.1
OG0008566	Om005G220380	XP_009113255.2, XP_009103607.1
OG0008567	Om005G221550, Om005G221540	XP_009103962.2, XP_009113186.1
OG0008568	Om005G221430	XP_009113196.1, XP_009103938.1
OG0008569	Om002G073170	XP_009102549.1
OG0008570	Om005G222230	XP_009104420.1, XP_009124624.1
OG0008571	Om005G222760	XP_009104582.3, XP_009113139.1
OG0008572	Om005G222860	XP_009104615.1, XP_033143432.1
OG0008573	Om005G223070	XP_009104840.1
OG0008574	Om005G223260	XP_009104893.1
OG0008575	Om005G223290	XP_009113121.1, XP_009104922.1
OG0008576	Om005G190660, Om005G223900	XP_009113113.1
OG0008577	Om005G191040	XP_009110702.1
OG0008578	Om005G195850	XP_009148902.1, XP_009110503.2
OG0008579	Om006G275180	XP_009114225.1, XP_033139707.1
OG0008580	Om002G086990	XP_009101316.1
OG0008581	Om006G274940	XP_009114219.1, XP_009101287.2
OG0008582	Om006G274700	XP_009101262.2, XP_009129151.1
OG0008583	Om006G274390	XP_009129116.1, XP_009101233.1
OG0008584	Om006G273880	XP_009129087.2, XP_009152171.1
OG0008585	Om006G273660	XP_009152150.2, XP_009129076.2
OG0008586	Om006G273360	XP_009152128.1, XP_033136463.1
OG0008588	Om006G272830	XP_009152099.1, XP_009114103.1
OG0008589	Om006G272660	XP_009152086.1, XP_009114099.1
OG0008590	Om006G272360	XP_009129503.1
OG0008591	Om006G272180	XP_009129492.1, XP_009152036.1
OG0008592	Om006G271900	XP_009129467.2, XP_009152011.1
OG0008593	Om006G271880	XP_033141772.1, XP_009152007.1
OG0008594	Om006G271610	XP_009129445.1, XP_009111557.1
OG0008595	Om006G271390	XP_009151978.1, XP_033136074.1
OG0008596	Om006G271320, Om001G021260	XP_009129426.1, XP_009151973.1
OG0008597	Om006G270940	XP_009151925.2, XP_009111584.1
OG0008598	Om006G270930	XP_009129391.1, XP_009151920.1
OG0008599	Om006G270460	XP_009151876.1, XP_033140775.1
OG0008600	Om006G270470	XP_009151873.1, XP_009129373.1
OG0008601	Om006G270820	XP_009111622.1, XP_018515026.2
OG0008602	Om006G270730	XP_033136951.1, XP_033129679.1
OG0008603	Om006G269640	XP_009151836.1, XP_009111610.1
OG0008604	Om003G095770	XP_009151780.1
OG0008605	Om001G002970	XP_009151773.1, NP_001306249.1
OG0008606	Om005G213770	XP_009105197.1, XP_009127482.1
OG0008607	Om003G091960, Om005G185440	XP_009105179.1, XP_009124103.1
OG0008608	Om005G214640	XP_009127450.1
OG0008609	Om005G215170	XP_009127397.1
OG0008610	Om005G228900, Om001G018280	XP_009112776.1, XP_009112920.1
OG0008611	Om005G228850	XP_009112853.1, XP_033136916.1
OG0008612	Om005G228450	XP_009112832.2, XP_009112877.1
OG0008613	Om005G228380	XP_009112884.1, XP_009112831.1
OG0008614	Om005G227760	XP_009112802.2, XP_009112901.1
OG0008615	Om005G227230	XP_009112904.1, XP_009112792.1
OG0008616	Om005G226980	XP_009112914.1
OG0008617	Om005G226120	XP_009112963.1
OG0008618	Om005G226130	XP_009112745.1
OG0008619	Om005G225580	XP_033143786.1, XP_033143604.1, XP_009112989.1
OG0008620	Om004G165100, Om005G224970	XP_018509826.2, XP_009113065.1
OG0008621	Om002G056430	XP_009146603.1, XP_009135243.1
OG0008622	Om006G249290	XP_009120265.1, XP_009132126.1
OG0008623	Om008G328440	XP_033148449.1, XP_033144387.1, XP_033145856.1
OG0008624	Om008G328850	XP_009141958.1, XP_009142718.1
OG0008625	Om008G328700	XP_009141966.1, XP_009142721.1
OG0008626	Om002G051840	XP_009146937.1, XP_009135059.1
OG0008627	Om004G174060	XP_009130774.1
OG0008628	Om002G053100	XP_009146854.1, XP_009123032.1
OG0008629	Om002G053780	XP_009122683.1, XP_009146813.1
OG0008630	Om002G054060	XP_009122575.1, XP_009146797.2
OG0008631	Om002G054250	XP_009146791.2, XP_033142226.1
OG0008632	Om002G054960	XP_009146714.1, XP_009121135.1
OG0008633	Om002G055020	XP_009135170.1
OG0008634	Om002G055470	XP_009146675.2
OG0008635	Om002G055550	XP_018514673.2, XP_009135201.1
OG0008636	Om002G055590	XP_009146660.1, XP_033137964.1
OG0008637	Om002G055800	XP_009135213.2, XP_009146636.1
OG0008638	Om002G056080	XP_009120714.1, XP_009146615.1
OG0008639	Om003G109510	XP_009127370.1, XP_009134031.1
OG0008640	Om003G111230	XP_009123860.1
OG0008641	Om002G055580	XP_009107437.1
OG0008643	Om003G111620	XP_009132688.1, XP_009140887.1
OG0008644	Om003G111590	XP_009132685.1, XP_009127330.2
OG0008645	Om003G112000	XP_009127327.1, XP_009140882.2
OG0008646	Om003G112880	XP_009127275.1, XP_009107247.1
OG0008647	Om003G112950	XP_009127273.1, XP_033138150.1
OG0008649	Om003G114150	XP_009124171.1, XP_009127206.1
OG0008650	Om003G114580	XP_009119858.2, XP_009127189.1
OG0008651	Om003G114340	XP_009119848.1, XP_009127199.1
OG0008652	Om003G114290	XP_009127204.1, XP_009119841.1
OG0008653	Om003G115050	XP_009127164.1, XP_009119893.1
OG0008654	Om003G115070	XP_009127162.1, XP_009119898.1
OG0008655	Om003G115140	XP_009127153.1, XP_009119907.1
OG0008656	Om003G115160	XP_009127151.1, XP_009119910.1
OG0008657	Om003G115740	XP_009127114.1, XP_009119941.1
OG0008658	Om003G115370	XP_009119918.1
OG0008659	Om003G115890	XP_009132448.1, XP_009119955.1
OG0008660	Om003G115960	XP_033140807.1, XP_009119961.1
OG0008661	Om003G116040	XP_033142000.1, XP_009119966.1
OG0008662	Om003G116760	XP_009132415.1, XP_009120025.1
OG0008663	Om003G116980	XP_009127028.1, XP_009120036.1
OG0008664	Om003G117060	XP_009132398.1, XP_009120042.1
OG0008665	Om003G117560	XP_009132376.2, XP_009120061.1
OG0008666	Om003G117640	XP_009126993.1, XP_009120082.1
OG0008667	Om003G117650	XP_033138732.1, XP_009132367.1
OG0008668	Om003G118350	XP_009120123.1, XP_009126966.1
OG0008669	Om003G118750	XP_009120153.1, XP_009132309.1
OG0008670	Om003G118790	XP_009132306.1, XP_018511225.1
OG0008671	Om006G250450	XP_009132197.1, XP_009126931.1
OG0008672	Om006G250280	XP_009132185.1, XP_009120185.1
OG0008673	Om006G250250	XP_009132182.1
OG0008674	Om006G249900	XP_009126914.2, XP_009120209.1
OG0008675	Om006G249710	XP_009126900.2, XP_009120228.1
OG0008676	Om006G249630	XP_009120241.2, XP_009126853.1
OG0008677	Om006G249500	XP_009132134.1, XP_018511104.2
OG0008678	Om006G249050	XP_033139989.1, XP_009132116.1
OG0008679	Om006G248420	XP_009126806.1, XP_033137704.1
OG0008680	Om006G248170	XP_009126797.2, XP_009132087.1
OG0008681	Om006G248160	XP_009120319.2, XP_009132085.1
OG0008682	Om007G312900	XP_009151580.1, XP_009129690.2
OG0008683	Om007G313190	XP_009129697.2, XP_009151593.2
OG0008684	Om007G313110	XP_033141789.1, XP_009111819.1
OG0008685	Om004G161540	XP_009131330.2, XP_009121775.2
OG0008686	Om004G161560	XP_009125901.1, XP_009121776.1
OG0008687	Om004G161830	XP_009121799.1, XP_009131317.1
OG0008688	Om004G161900	XP_009125886.1, XP_009121802.1
OG0008689	Om004G161920	XP_009125884.1, XP_009121805.2
OG0008690	Om004G161980	XP_009125875.1, XP_033137455.1
OG0008691	Om004G162370	XP_033140893.1, XP_009121857.1
OG0008692	Om004G162380	XP_009121858.1, XP_009125857.1
OG0008693	Om004G162580	XP_009121873.1, XP_009131259.1
OG0008694	Om004G162890	XP_033137886.1, XP_009125839.1
OG0008695	Om004G163120	XP_009131237.2, XP_009125833.2
OG0008696	Om004G163160	XP_009125832.2
OG0008698	Om004G164010	XP_009121966.1, XP_009125799.1
OG0008699	Om004G164990	XP_009122031.1, XP_033140347.1
OG0008700	Om004G165380	XP_009122049.2, XP_009131162.1
OG0008701	Om004G165590	XP_009122061.2, XP_033142784.1
OG0008702	Om004G165870	XP_009125325.1
OG0008703	Om004G166270	XP_009125340.1, XP_009122113.1
OG0008704	Om004G166480	XP_009122534.1, XP_009125352.1
OG0008705	Om004G166640	XP_009122525.1
OG0008706	Om004G166940	XP_033142795.1, XP_009125756.2, XP_009122507.1
OG0008707	Om004G167260	XP_009125738.2, XP_009122477.1
OG0008708	Om004G167290	XP_009122475.1, XP_009131091.1
OG0008709	Om004G167550	XP_009125732.1
OG0008710	Om004G167810	XP_009122434.1, XP_018513277.1
OG0008711	Om004G168110	XP_033138444.1, XP_009125711.1
OG0008712	Om004G168190	XP_009125705.1, XP_009131024.1
OG0008713	Om004G168310	XP_009131014.1, XP_009122401.1
OG0008714	Om004G168560	XP_009122325.2, XP_033141825.1
OG0008715	Om001G000060	XP_009136832.2, XP_009144675.1
OG0008716	Om001G000620	XP_009108337.1, XP_009130853.1
OG0008717	Om001G000660	XP_009130900.1
OG0008718	Om001G000890	XP_009136872.1, XP_009130943.1, XP_009108343.1
OG0008719	Om001G000930	XP_009136874.2, XP_033129567.1
OG0008720	Om001G000940	XP_009136875.2, XP_018512318.1
OG0008721	Om001G001100	XP_009131195.1, XP_009108347.1
OG0008723	Om001G002820	XP_009108387.2
OG0008724	Om008G358220	XP_009128788.1, XP_009114410.1
OG0008725	Om001G003570	XP_009132546.1, XP_009136997.1
OG0008726	Om001G003640	XP_009108417.1, XP_009132578.1
OG0008727	Om001G004100	XP_033132802.1, XP_033129375.1
OG0008728	Om001G004190	XP_033144897.1, XP_009132876.1
OG0008729	Om001G004320	XP_009108434.1
OG0008730	Om001G005360	XP_033129703.1
OG0008731	Om001G005410	XP_009133425.1
OG0008732	Om001G005600	XP_009108463.1, XP_009133555.1
OG0008733	Om001G006170	XP_009133931.1
OG0008734	Om001G006620	XP_009134188.2, XP_009123826.2
OG0008735	Om001G006910	XP_009137177.1, XP_009108505.1
OG0008738	Om001G009230	XP_033142721.1
OG0008739	Om008G352910	XP_033134830.1, XP_009128629.1
OG0008740	Om001G009450	XP_009137276.1, XP_009136109.1
OG0008741	Om001G009730	XP_033143979.1, XP_033132926.1
OG0008742	Om006G273000, Om001G009880	XP_009108596.1, XP_009136577.1
OG0008743	Om001G009920	XP_009137307.1, XP_033144264.1
OG0008744	Om001G010100	XP_009137315.1, XP_009136711.1
OG0008745	Om001G010640	XP_009137355.2, XP_009137051.1
OG0008746	Om005G207650	XP_009105718.1, XP_009127804.1
OG0008747	Om001G011210	XP_009137489.1
OG0008748	Om008G347670	XP_009128717.1, XP_009113610.1
OG0008749	Om001G012370	XP_009151476.1
OG0008750	Om001G012950, Om001G012880, Om001G012800	XP_009145155.1
OG0008751	Om001G013230	XP_009107933.1
OG0008752	Om001G013340	XP_009114737.1
OG0008753	Om001G013500	XP_009114723.1, XP_009145140.1
OG0008754	Om001G014030	XP_009114714.2, XP_009145133.1
OG0008755	Om001G015240	XP_009107476.1, NP_001288860.1
OG0008756	Om008G321100	XP_009123055.1, XP_009107479.1
OG0008757	Om007G287410	XP_009102963.1, XP_009109792.1
OG0008758	Om007G287570	XP_009107452.1
OG0008759	Om007G288190	XP_009102942.2, XP_009113726.1
OG0008760	Om007G288620	XP_009109738.1, XP_009102922.1
OG0008761	Om004G141210	XP_009105999.1, XP_009104811.1
OG0008762	Om007G289540	XP_009102867.1, XP_009115262.1
OG0008763	Om007G289570	NP_001306245.1, XP_009115259.2
OG0008764	Om007G290190	XP_009115218.1
OG0008765	Om007G291320	XP_009124606.1, XP_009144762.1
OG0008766	Om007G291550	XP_009115042.1, XP_009102685.1
OG0008767	Om007G291620	XP_009115029.1, XP_009107758.2
OG0008768	Om007G291700	XP_009107749.1, XP_009115024.1
OG0008769	Om001G035090	XP_009150864.1, XP_009109280.2
OG0008770	Om001G035190	XP_009150586.1
OG0008771	Om001G035600	XP_009148014.1
OG0008772	Om001G036250	XP_009144043.1
OG0008773	Om001G036720	XP_009138449.2
OG0008774	Om001G037230	XP_009139603.1, XP_009109354.1
OG0008775	Om001G037410	XP_033142229.1, XP_009138472.1
OG0008776	Om001G037630	XP_009138124.2, XP_009138479.1
OG0008777	Om001G037720	XP_009109364.1, XP_009137836.1
OG0008778	Om001G038760	XP_009132987.1, XP_009109393.1
OG0008779	Om001G038780	XP_009132836.1, XP_009109396.2
OG0008780	Om001G039170	XP_009131194.1, XP_009109416.1
OG0008782	Om001G039350	XP_009109425.1
OG0008783	Om001G039730	XP_009109435.2, XP_009128353.2
OG0008784	Om001G040550	XP_009109892.1, XP_009109480.1
OG0008785	Om001G021050	XP_009137675.1, XP_009143709.1
OG0008786	Om007G313540	XP_009124235.1
OG0008787	Om007G313740	XP_009124218.1
OG0008788	Om007G314550	XP_009125063.1, XP_009139764.1
OG0008790	Om007G315290	XP_009139823.1, XP_009140214.1
OG0008791	Om007G291690	XP_009102677.1, XP_009115025.1
OG0008792	Om004G171330, Om004G171300, Om004G171320	XP_033137772.1
OG0008793	Om007G277130	XP_009114913.1
OG0008794	Om008G338300	XP_009141505.1
OG0008795	Om008G343190	XP_009134150.1
OG0008796	Om008G340590	XP_033144651.1, XP_033147667.1
OG0008798	Om008G341550	XP_009123704.1, XP_009101820.1
OG0008799	Om008G341830	XP_009114024.1, XP_009101828.1
OG0008800	Om008G321700	XP_018513486.1, XP_009142359.1
OG0008801	Om002G059240	XP_009121206.1
OG0008802	Om008G347710	XP_009134192.1, XP_009128716.1
OG0008803	Om004G150640, Om008G350960	XP_033142033.1, XP_009128682.1
OG0008804	Om008G352270	XP_033142018.1, XP_018510468.1
OG0008805	Om008G351990	XP_009114634.1, XP_009134256.1
OG0008806	Om008G353160	XP_009114623.3, XP_009144492.1
OG0008807	Om008G353240	XP_009144495.1, XP_009134269.1
OG0008808	Om008G353490	XP_009114613.1, XP_009144499.1
OG0008809	Om008G354390	XP_009114541.1
OG0008810	Om008G355150	XP_009144519.1, XP_033136423.1
OG0008811	Om008G355230	XP_009114494.1
OG0008812	Om008G356190	XP_009113910.1, XP_018508034.1
OG0008813	Om008G356230	XP_009123603.1, XP_009101697.1
OG0008814	Om008G356790	XP_009113900.1, XP_009101645.2
OG0008815	Om008G357350, Om008G357370	XP_009123619.1
OG0008816	Om008G358100	XP_009128784.1, XP_009113868.1
OG0008817	Om008G358910	XP_009101561.1, XP_009128820.1
OG0008818	Om008G358990	XP_009128826.1
OG0008819	Om008G361420	XP_009101496.2, XP_009114330.2
OG0008820	Om008G361470	XP_009101489.2, XP_009128896.2
OG0008821	Om008G361840	XP_009101458.1
OG0008822	Om008G362840	XP_009114257.1
OG0008823	Om008G362850	XP_009101396.2, XP_009128992.1
OG0008824	Om003G106180	XP_009124267.1, XP_009108017.1
OG0008825	Om008G340160	XP_009139665.1, XP_033133389.1
OG0008826	Om003G104390, Om003G104370	XP_009107684.2, XP_009139647.1
OG0008827	Om003G104320	XP_009110710.2
OG0008828	Om003G104020	XP_009116100.1
OG0008829	Om002G073410	XP_009135884.1, XP_009102529.1
OG0008830	Om003G103330	XP_009139543.2, XP_009109563.1
OG0008831	Om003G103200	XP_033132241.1, XP_033146610.1
OG0008833	Om003G102450	XP_009107802.1, XP_033128215.1
OG0008834	Om003G101900	XP_009107831.1
OG0008835	Om003G101830	XP_009147724.1, XP_009144719.1
OG0008836	Om003G101490	XP_009136697.1
OG0008837	Om003G101410	XP_009136699.2, XP_009147254.1
OG0008838	Om007G316730	XP_009139983.1, XP_009125132.1
OG0008839	Om008G333270	XP_009140058.1
OG0008840	Om007G317230	XP_009140027.2, XP_009125149.1
OG0008841	Om007G317930	XP_009140068.1, XP_009125175.2
OG0008842	Om007G317910	XP_009125173.1, XP_009140066.1
OG0008843	Om007G318250, Om002G077370	XP_009125191.2, XP_009140099.1
OG0008844	Om007G318390	XP_009125206.1, XP_009140129.1
OG0008845	Om007G318480	XP_009125210.2
OG0008846	Om008G318740	XP_009103393.1
OG0008847	Om008G318820	XP_033146178.1
OG0008848	Om008G318860	XP_009118192.1
OG0008849	Om008G320400	XP_009142439.1, XP_009142613.1
OG0008850	Om008G320570	XP_033148428.1, XP_009142431.1
OG0008851	Om008G320740	XP_009142421.1, XP_009142636.1
OG0008852	Om008G321180	XP_009142683.1, XP_009142411.1
OG0008853	Om008G321270	XP_009143210.1, XP_033146349.1
OG0008854	Om008G321660	XP_009142361.1, XP_009143165.1
OG0008855	Om008G322180	XP_033148369.1, XP_033146223.1
OG0008856	Om008G322370	XP_018512661.1, XP_009142323.1
OG0008857	Om008G322540	NP_001288809.1, XP_009142318.1
OG0008858	Om008G322670	XP_009143097.1, XP_009142314.1
OG0008859	Om003G124800	XP_009104246.2, XP_033135487.1
OG0008860	Om008G323890	XP_018512789.2, XP_009143000.1
OG0008861	Om008G324020	XP_033146055.1, XP_009133654.1
OG0008862	Om008G324070	XP_009142987.1, XP_033145016.1
OG0008863	Om008G324090, Om008G324100	XP_009142986.1, XP_009133650.1
OG0008864	Om008G324480	XP_009142971.1, XP_009135921.2
OG0008865	Om008G325390	XP_009133591.1, XP_009142187.1
OG0008866	Om008G325740	XP_009142158.1, XP_009142905.1
OG0008867	Om003G123190	XP_009116580.1, XP_009104183.1
OG0008868	Om008G326290	XP_009142078.1
OG0008869	Om008G326710	XP_009142836.1, XP_009142059.1
OG0008870	Om008G326750	XP_009142833.1
OG0008871	Om008G326780	XP_009142830.1, XP_033145317.1
OG0008872	Om004G163340, Om004G163310, Om004G163320	XP_009131225.1
OG0008873	Om008G327560	XP_009142019.1, XP_009142785.1
OG0008874	Om008G327340	XP_009133508.1, XP_009142767.1
OG0008875	Om008G327940	XP_009142744.1, XP_009141992.1
OG0008876	Om008G327960	XP_033142618.1, XP_018514173.1
OG0008877	Om004G176650	XP_009130661.1, XP_033139516.1, XP_033139521.1
OG0008878	Om004G176500	XP_009130664.2, XP_033142362.1
OG0008879	Om004G176440	XP_009122830.1, XP_033142361.1, XP_009130666.1
OG0008880	Om004G176250	XP_009122822.1, XP_009125431.1
OG0008881	Om004G175690	XP_009130702.2, XP_009125445.1
OG0008882	Om004G175300	XP_009125459.1, XP_009122758.1
OG0008883	Om004G174700	XP_009125482.1, XP_009130731.1
OG0008884	Om004G173940	XP_009130775.2, XP_009122684.2
OG0008885	Om004G173810	XP_009122674.1, XP_009130779.1
OG0008886	Om004G173620	XP_009125526.1, XP_009122660.1
OG0008887	Om004G173210	XP_009125548.1, XP_009122627.2
OG0008888	Om006G241060	XP_009126358.1, XP_009120891.1
OG0008889	Om006G241240	XP_009126380.1, XP_009131744.1
OG0008890	Om006G241180	XP_033138622.1, XP_009126381.1
OG0008891	Om006G241350	XP_009120862.1, XP_009126386.1
OG0008892	Om006G241850	XP_009131777.1, XP_009126425.1
OG0008893	Om006G241860	XP_009126426.1, XP_009131779.2
OG0008894	Om006G241370	XP_009120861.1, XP_009131749.1
OG0008895	Om006G242230	XP_033138615.1, XP_009126451.1
OG0008896	Om006G237370	XP_009136403.1
OG0008897	Om006G242730	XP_009131827.1, XP_009126495.1
OG0008898	Om006G242780	XP_009120747.1, XP_009126493.2
OG0008899	Om006G243030	XP_009126508.1, XP_009120719.1
OG0008900	Om006G243090, Om001G001950	XP_009126512.1, XP_009120710.1
OG0008901	Om006G243210	XP_009131840.1, XP_009120708.1
OG0008902	Om006G243340	XP_009131850.2, XP_009120691.1
OG0008903	Om006G243750	XP_009126537.1, XP_009120665.1
OG0008904	Om006G243780	XP_033138651.1, XP_009126540.1
OG0008905	Om006G244310	XP_009126571.2, XP_009120630.1
OG0008906	Om006G244540	XP_009120615.1, XP_009126579.1
OG0008907	Om006G244630	XP_009120603.1, XP_033140846.1
OG0008908	Om006G245200	XP_018512443.1
OG0008909	Om006G233680	XP_009150452.1, XP_009112110.1
OG0008911	Om006G245490	XP_009120514.1, XP_009126635.1
OG0008912	Om006G245600	XP_033142431.1
OG0008913	Om006G245710	XP_009126662.2, XP_009120499.1
OG0008914	Om006G245740	XP_009126667.1, XP_009120494.1
OG0008915	Om006G246650	XP_009132013.1, XP_033137998.1
OG0008916	Om006G246750	XP_009120420.1
OG0008917	Om006G245970	XP_009120466.1, XP_009126690.1
OG0008918	Om006G246500	XP_033141249.1, XP_009120434.2
OG0008919	Om006G246860	XP_033141245.1, XP_009120410.1
OG0008920	Om006G247030	XP_009126722.1, XP_009120405.1
OG0008921	Om006G247100	XP_009120400.2
OG0008922	Om006G233800	XP_009112106.1, XP_009150430.1
OG0008923	Om006G233740	XP_009112107.1, XP_009150447.1
OG0008924	Om005G186160	XP_009118386.1, XP_009110900.1
OG0008925	Om006G233610	XP_009130425.1, XP_009150459.1
OG0008927	Om006G233160	XP_009112128.1, XP_009150508.1
OG0008928	Om006G232770	XP_009150545.1, XP_009112147.1
OG0008929	Om006G232610	XP_009130471.1, XP_009150555.1
OG0008930	Om006G232300	XP_009130484.1, XP_009150578.1
OG0008932	Om006G232140	XP_009150597.1, XP_009130492.1
OG0008933	Om006G231140	XP_009130531.1
OG0008934	Om006G230990	XP_009112231.1, XP_009130534.1
OG0008935	Om006G230780	XP_009130549.2, XP_009103425.1
OG0008936	Om006G230600	XP_009103437.1
OG0008937	Om006G230210	XP_009112345.1, XP_009103465.1
OG0008938	Om006G229990	XP_009103484.1, XP_009112334.1
OG0008939	Om006G229970	XP_009130551.1, XP_009103486.1
OG0008940	Om006G229840	XP_009112324.1, XP_009103498.1
OG0008941	Om006G229650	XP_009103518.1, XP_009112306.1
OG0008942	Om006G229550	XP_009103527.2, XP_009112304.2
OG0008943	Om006G229510	XP_009112301.1, XP_009103532.2
OG0008944	Om006G229350	XP_033139233.1, XP_033138867.1, XP_033131228.1, XP_033139232.1, XP_033131884.1
OG0008945	Om006G229190	XP_033131240.1, XP_009130572.1
OG0008946	Om006G228990	XP_009112263.1, XP_009130575.2
OG0008947	Om004G157770	XP_009111462.1, XP_009134538.1
OG0008948	Om005G178150	XP_009118834.1
OG0008949	Om004G157550	XP_009111489.1, XP_009134563.1
OG0008950	Om004G157410	XP_033142137.1, XP_033141618.1
OG0008951	Om004G157360	XP_009128480.1, XP_033134895.1
OG0008952	Om004G158030	XP_009134525.1, XP_009111447.1
