Orthogroup	Duplications (all)	Duplications (50% support)
OG0012099	6	5
OG0012100	6	6
OG0012101	5	5
OG0012102	5	4
OG0012103	5	5
OG0012104	5	5
OG0012105	5	5
OG0012106	5	5
OG0012107	5	5
OG0012108	5	5
OG0012109	6	6
OG0012110	5	5
OG0012111	5	5
OG0012112	3	3
OG0012113	5	5
OG0012114	5	5
OG0012115	5	5
OG0012116	5	5
OG0012117	4	4
OG0012118	5	4
OG0012119	4	4
OG0012120	5	5
OG0012121	5	5
OG0012122	5	5
OG0012123	5	5
OG0012124	5	4
OG0012125	4	3
OG0012126	5	5
OG0012127	5	3
OG0012128	4	4
OG0012129	5	5
OG0012130	5	4
OG0012131	5	5
OG0012132	5	5
OG0012133	4	3
OG0012134	5	5
OG0012135	5	5
OG0012136	4	4
OG0012137	5	3
OG0012138	5	4
OG0012139	5	4
OG0012140	4	4
OG0012141	4	4
OG0012142	5	5
OG0012143	5	4
OG0012144	6	6
OG0012145	5	5
OG0012146	5	4
OG0012147	5	5
OG0012148	4	4
OG0012149	5	5
OG0012150	5	5
OG0012151	5	4
OG0012152	5	4
OG0012153	4	3
OG0012154	5	4
OG0012155	4	4
OG0012156	4	4
OG0012157	6	6
OG0012158	5	5
OG0012159	4	4
OG0012160	4	4
OG0012161	5	3
OG0012162	4	4
OG0012163	5	5
OG0012164	4	3
OG0012165	5	4
OG0012166	4	3
OG0012167	5	3
OG0012168	3	3
OG0012169	5	5
OG0012170	5	5
OG0012171	5	5
OG0012172	4	3
OG0012173	4	4
OG0012174	5	4
OG0012175	5	4
OG0012176	5	5
OG0012177	5	5
OG0012178	5	5
OG0012179	5	5
OG0012180	5	4
OG0012181	3	2
OG0012182	5	5
OG0012183	3	1
OG0012184	4	4
OG0012185	5	5
OG0012186	5	5
OG0012187	9	8
OG0012188	4	4
OG0012189	5	5
OG0012190	4	4
OG0012191	5	5
OG0012192	13	12
OG0012193	5	4
OG0012194	6	5
OG0012195	4	4
OG0012196	5	5
OG0012197	5	5
OG0012198	5	5
OG0012199	5	3
OG0012200	5	5
OG0012201	5	5
OG0012202	5	4
OG0012203	5	5
OG0012204	5	4
OG0012205	5	4
OG0012206	5	5
OG0012207	5	4
OG0012208	5	5
OG0012209	4	4
OG0012210	4	4
OG0012211	5	5
OG0012212	4	4
OG0012213	5	5
OG0012214	6	5
OG0012215	5	5
OG0012216	5	5
OG0012217	5	3
OG0012218	5	5
OG0012219	5	4
OG0012220	6	5
OG0012221	5	4
OG0012222	6	6
OG0012223	5	5
OG0012224	5	5
OG0012225	5	5
OG0012226	5	5
OG0012227	5	5
OG0012228	5	5
OG0012229	5	5
OG0012230	6	5
OG0012231	3	3
OG0012232	5	5
OG0012233	5	4
OG0012234	6	6
OG0012235	4	4
OG0012236	4	4
OG0012237	5	5
OG0012238	5	4
OG0012239	4	4
OG0012240	6	5
OG0012241	4	4
OG0012242	4	4
OG0012243	6	6
OG0012244	5	5
OG0012245	5	5
OG0012246	4	3
OG0012247	4	4
OG0012248	5	5
OG0012249	5	4
OG0012250	5	4
OG0012251	5	5
OG0012252	5	5
OG0012253	6	6
OG0012254	5	5
OG0012255	4	4
OG0012256	5	4
OG0012257	5	5
OG0012258	6	5
OG0012259	5	4
OG0012260	4	2
OG0012261	5	5
OG0012262	5	4
OG0012263	4	4
OG0012264	6	6
OG0012265	5	5
OG0012266	4	3
OG0012267	4	4
OG0012268	6	1
OG0012269	6	6
OG0012270	4	4
OG0012271	5	4
OG0012272	4	4
OG0012273	5	4
OG0012274	5	5
OG0012275	5	5
OG0012276	5	4
OG0012277	3	3
OG0012278	4	3
OG0012279	4	4
OG0012280	4	4
OG0012281	5	4
OG0012282	4	4
OG0012283	6	5
OG0012284	4	3
OG0012285	27	27
OG0012286	5	5
OG0012287	4	3
OG0012288	4	4
OG0012289	4	2
OG0012290	6	6
OG0012291	5	5
OG0012292	5	5
OG0012293	4	3
OG0012294	5	5
OG0012295	6	6
OG0012296	4	4
OG0012297	4	3
OG0012298	5	4
OG0012299	5	5
OG0012300	4	3
OG0012301	5	5
OG0012302	5	5
OG0012303	4	3
OG0012304	5	4
OG0012305	5	4
OG0012306	5	5
OG0012307	5	3
OG0012308	4	4
OG0012309	5	5
OG0012310	5	5
OG0012311	4	4
OG0012312	4	4
OG0012313	5	4
OG0012314	6	4
OG0012315	5	5
OG0012316	4	3
OG0012317	6	6
OG0012318	5	4
OG0012319	5	3
OG0012320	9	3
OG0012321	5	5
OG0012322	5	5
OG0012323	6	5
OG0012324	5	5
OG0012325	5	5
OG0012326	5	5
OG0012327	5	4
OG0012328	7	4
OG0012329	5	5
OG0012330	5	5
OG0012331	5	5
OG0012332	3	2
OG0012333	5	5
OG0012334	5	5
OG0012335	5	5
OG0012336	5	5
OG0012337	5	4
OG0012338	4	2
OG0012339	5	4
OG0012340	5	5
OG0012341	4	3
OG0012342	4	4
OG0012343	5	4
OG0012344	5	5
OG0012345	5	5
OG0012346	5	5
OG0012347	4	4
OG0012348	5	4
OG0012349	5	5
OG0012350	5	4
OG0012351	6	6
OG0012352	5	3
OG0012353	5	4
OG0012354	4	4
OG0012355	4	4
OG0012356	5	5
OG0012357	5	5
OG0012358	5	4
OG0012359	3	2
OG0012360	5	5
OG0012361	5	4
OG0012362	5	5
OG0012363	4	4
OG0012364	5	5
OG0012365	5	4
OG0012366	4	4
OG0012367	5	4
OG0012368	4	4
OG0012369	4	4
OG0012370	5	4
OG0012371	5	5
OG0012372	4	3
OG0012373	6	5
OG0012374	5	5
OG0012375	5	5
OG0012376	4	2
OG0012377	5	4
OG0012378	4	3
OG0012379	4	4
OG0012380	5	5
OG0012381	5	5
OG0012382	4	3
OG0012383	5	4
OG0012384	4	4
OG0012385	4	4
OG0012386	4	3
OG0012387	5	5
OG0012388	5	4
OG0012389	5	4
OG0012390	5	5
OG0012391	5	5
OG0012392	5	4
OG0012393	5	5
OG0012394	5	5
OG0012395	5	4
OG0012396	5	5
OG0012397	5	4
OG0012398	3	3
OG0012399	5	5
OG0012400	4	3
OG0012401	5	5
OG0012402	5	5
OG0012403	5	4
OG0012404	4	4
OG0012405	5	5
OG0012406	5	5
OG0012407	5	5
OG0012408	5	5
OG0012409	4	4
OG0012410	5	5
OG0012411	4	4
OG0012412	5	4
OG0012413	5	4
OG0012414	6	6
OG0012415	13	8
OG0012416	4	4
OG0012417	5	5
OG0012418	5	4
OG0012419	5	4
OG0012420	5	5
OG0012421	5	4
OG0012422	4	4
OG0012423	5	5
OG0012424	5	5
OG0012425	4	4
OG0012426	4	4
OG0012427	5	5
OG0012428	4	3
OG0012429	4	4
OG0012430	5	4
OG0012431	5	4
OG0012432	5	5
OG0012433	5	5
OG0012434	5	5
OG0012435	5	5
OG0012436	4	3
OG0012437	5	4
OG0012438	5	5
OG0012439	5	5
OG0012440	5	5
OG0012441	6	6
OG0012442	5	4
OG0012443	5	5
OG0012444	5	5
OG0012445	5	5
OG0012446	5	4
OG0012447	5	5
OG0012448	5	3
OG0012449	5	4
OG0012450	5	4
OG0012451	6	5
OG0012452	5	5
OG0012453	5	5
OG0012454	5	4
OG0012455	4	3
OG0012456	7	6
OG0012457	3	3
OG0012458	5	5
OG0012459	6	6
OG0012460	5	5
OG0012461	5	3
OG0012462	4	2
OG0012463	5	3
OG0012464	5	5
OG0012465	5	5
OG0012466	5	5
OG0012467	4	4
OG0012468	4	3
OG0012469	5	4
OG0012470	5	4
OG0012471	6	5
OG0012472	4	2
OG0012473	5	4
OG0012474	5	4
OG0012475	3	3
OG0012476	5	4
OG0012477	6	3
OG0012478	5	5
OG0012479	6	6
OG0012480	5	5
OG0012481	5	5
OG0012482	5	5
OG0012483	5	5
OG0012484	3	3
OG0012485	5	5
OG0012486	5	4
OG0012487	6	6
OG0012488	5	5
OG0012489	4	3
OG0012490	4	4
OG0012491	4	4
OG0012492	4	4
OG0012493	6	6
OG0012494	5	5
OG0012495	5	5
OG0012496	5	5
OG0012497	4	4
OG0012498	5	5
OG0012499	7	7
OG0012500	5	4
OG0012501	4	4
OG0012502	3	2
OG0012503	4	4
OG0012504	5	4
OG0012505	5	5
OG0012506	4	4
OG0012507	5	4
OG0012508	4	3
OG0012509	5	5
OG0012510	5	5
OG0012511	5	4
OG0012512	5	5
OG0012513	5	4
OG0012514	5	4
OG0012515	5	5
OG0012516	5	4
OG0012517	7	7
OG0012518	5	5
OG0012519	5	5
OG0012520	5	4
OG0012521	6	6
OG0012522	5	3
OG0012523	5	5
OG0012524	5	5
OG0012525	6	3
OG0012526	5	5
OG0012527	5	5
OG0012528	5	4
OG0012529	5	5
OG0012530	6	6
OG0012531	5	5
OG0012532	5	5
OG0012533	5	5
OG0012534	5	5
OG0012535	4	4
OG0012536	5	5
OG0012537	5	4
OG0012538	5	1
OG0012539	5	4
OG0012540	6	6
OG0012541	5	5
OG0012542	5	5
OG0012543	4	4
OG0012544	5	3
OG0012545	5	5
OG0012546	5	4
OG0012547	5	5
OG0012548	5	5
OG0012549	5	5
OG0012550	4	4
OG0012551	5	4
OG0012552	5	4
OG0012553	5	4
OG0012554	3	2
OG0012555	4	4
OG0012556	3	2
OG0012557	6	6
OG0012558	5	4
OG0012559	5	5
OG0012560	5	4
OG0012561	6	6
OG0012562	5	4
OG0012563	5	3
OG0012564	4	4
OG0012565	4	4
OG0012566	5	5
OG0012567	5	5
OG0012568	3	3
OG0012569	4	3
OG0012570	5	5
OG0012571	5	5
OG0012572	5	5
OG0012573	5	5
OG0012574	5	5
OG0012575	5	5
OG0012576	5	5
OG0012577	5	5
OG0012578	5	5
OG0012579	5	5
OG0012580	5	5
OG0012581	5	5
OG0012582	5	5
OG0012583	4	3
OG0012584	5	4
OG0012585	4	4
OG0012586	5	5
OG0012587	5	5
OG0012588	5	5
OG0012589	6	6
OG0012590	5	5
OG0012591	4	4
OG0012592	5	5
OG0012593	4	3
OG0012594	6	4
OG0012595	5	4
OG0012596	5	5
OG0012597	5	5
OG0012598	5	5
OG0012599	7	7
OG0012600	5	5
OG0012601	4	4
OG0012602	5	5
OG0012603	4	4
OG0012604	5	5
OG0012605	5	5
OG0012606	5	5
OG0012607	5	5
OG0012608	5	5
OG0012609	5	4
OG0012610	5	5
OG0012611	4	3
OG0012612	4	4
OG0012613	5	5
OG0012614	6	6
OG0012615	3	3
OG0012616	5	5
OG0012617	6	6
OG0012618	5	5
OG0012619	5	5
OG0012620	5	5
OG0012621	6	6
OG0012622	5	5
OG0012623	4	4
OG0012624	4	4
OG0012625	6	6
OG0012626	5	4
OG0012627	5	4
OG0012628	4	4
OG0012629	5	5
OG0012630	4	4
OG0012631	5	5
OG0012632	6	6
OG0012633	5	5
OG0012634	5	5
OG0012635	5	5
OG0012636	5	4
OG0012637	6	5
OG0012638	5	5
OG0012639	5	4
OG0012640	4	4
OG0012641	5	5
OG0012642	5	5
OG0012643	5	4
OG0012644	5	4
OG0012645	6	4
OG0012646	5	4
OG0012647	6	6
OG0012648	6	6
OG0012649	6	6
OG0012650	6	5
OG0012651	4	3
OG0012652	5	5
OG0012653	5	4
OG0012654	7	7
OG0012655	5	5
OG0012656	4	3
OG0012657	5	5
OG0012658	9	7
OG0012659	4	4
OG0012660	4	4
OG0012661	5	5
OG0012662	5	4
OG0012663	5	5
OG0012664	5	5
OG0012665	5	5
OG0012666	5	5
OG0012667	5	5
OG0012668	5	3
OG0012669	5	3
OG0012670	6	5
OG0012671	4	4
OG0012672	5	4
OG0012673	5	5
OG0012674	5	4
OG0012675	6	5
OG0012676	5	5
OG0012677	5	4
OG0012678	4	4
OG0012679	5	5
OG0012680	5	5
OG0012681	4	2
OG0012682	5	4
OG0012683	4	4
OG0012684	5	5
OG0012685	5	4
OG0012686	5	5
OG0012687	4	2
OG0012688	6	5
OG0012689	4	3
OG0012690	5	5
OG0012691	5	5
OG0012692	5	5
OG0012693	4	2
OG0012694	5	5
OG0012695	5	4
OG0012696	5	5
OG0012697	4	4
OG0012698	5	4
OG0012699	4	3
OG0012700	6	5
OG0012701	5	5
OG0012702	3	3
OG0012703	5	5
OG0012704	5	4
OG0012705	5	5
OG0012706	4	4
OG0012707	5	5
OG0012708	4	4
OG0012709	5	4
OG0012710	4	4
OG0012711	5	4
OG0012712	5	5
OG0012713	5	5
OG0012714	5	5
OG0012715	5	5
OG0012716	5	5
OG0012717	5	5
OG0012718	5	5
OG0012719	4	3
OG0012720	5	4
OG0012721	4	2
OG0012722	5	5
OG0012723	5	4
OG0012724	4	4
OG0012725	5	5
OG0012726	6	5
OG0012727	5	4
OG0012728	5	5
OG0012729	3	2
OG0012730	4	4
OG0012731	5	5
OG0012732	5	4
OG0012733	5	5
OG0012734	4	4
OG0012735	3	2
OG0012736	5	5
OG0012737	4	4
OG0012738	5	5
OG0012739	5	4
OG0012740	5	5
OG0012741	5	5
OG0012742	6	5
OG0012743	6	6
OG0012744	6	6
OG0012745	25	25
OG0012746	5	4
OG0012747	15	13
OG0012748	15	15
OG0012749	5	2
OG0012750	6	6
OG0012751	6	6
OG0012752	4	4
OG0012753	6	6
OG0012754	8	8
OG0012755	5	5
OG0012756	5	3
OG0012757	6	6
OG0012758	4	3
OG0012759	5	5
OG0012760	6	5
OG0012761	8	5
OG0012762	8	7
OG0012763	8	4
OG0012764	5	5
OG0012765	8	8
OG0012766	4	4
OG0012767	5	5
OG0012768	4	4
OG0012769	23	23
OG0012770	7	4
OG0012771	6	6
OG0012772	6	6
OG0012773	8	6
OG0012774	5	5
OG0012775	7	7
OG0012776	5	5
OG0012777	7	6
OG0012778	5	5
OG0012779	6	5
OG0012780	4	4
OG0012781	7	6
OG0012782	6	3
OG0012783	13	12
OG0012784	5	5
OG0012785	5	3
OG0012786	7	7
OG0012787	6	6
OG0012788	6	5
OG0012789	5	4
OG0012790	5	3
OG0012791	5	5
OG0012792	6	6
OG0012793	5	5
OG0012794	4	3
OG0012795	4	4
OG0012796	4	4
OG0012797	10	5
OG0012798	4	2
OG0012799	5	2
OG0012800	5	3
OG0012801	5	5
OG0012802	8	4
OG0012803	6	4
OG0012804	6	5
OG0012805	5	5
OG0012806	8	6
OG0012807	6	4
OG0012808	13	9
OG0012809	10	6
OG0012810	6	5
OG0012811	13	11
OG0012812	10	6
OG0012813	12	10
OG0012814	5	5
OG0012815	7	6
OG0012816	7	7
OG0012817	4	2
OG0012818	4	4
OG0012819	6	5
OG0012820	11	6
OG0012821	10	7
OG0012822	6	5
OG0012823	6	6
OG0012824	7	7
OG0012825	14	9
OG0012826	8	4
OG0012827	6	6
OG0012828	6	6
OG0012829	23	21
OG0012830	27	27
OG0012831	27	27
OG0012832	25	25
OG0012833	26	26
OG0012834	27	27
OG0012835	27	27
OG0012836	4	4
OG0012837	4	4
OG0012838	4	3
OG0012839	4	4
OG0012840	4	4
OG0012841	4	3
OG0012842	4	4
OG0012843	4	4
OG0012844	4	3
OG0012845	4	4
OG0012846	4	4
OG0012847	4	4
OG0012848	4	4
OG0012849	3	2
OG0012850	4	4
OG0012851	4	4
OG0012852	4	3
OG0012853	4	3
OG0012854	4	4
OG0012855	4	4
OG0012856	4	4
OG0012857	5	5
OG0012858	4	3
OG0012859	3	2
OG0012860	4	4
OG0012861	4	3
OG0012862	4	3
OG0012863	5	5
OG0012864	3	3
OG0012865	4	3
OG0012866	5	5
OG0012867	4	4
OG0012868	4	4
OG0012869	4	4
OG0012870	4	4
OG0012871	4	4
OG0012872	4	4
OG0012873	4	3
OG0012874	14	11
OG0012875	4	3
OG0012876	3	3
OG0012877	4	4
OG0012878	4	4
OG0012879	4	3
OG0012880	4	4
OG0012881	4	3
OG0012882	5	5
OG0012883	4	4
OG0012884	4	4
OG0012885	4	4
OG0012886	4	4
OG0012887	4	4
OG0012888	5	5
OG0012889	3	2
OG0012890	4	4
OG0012891	5	5
OG0012892	4	3
OG0012893	5	5
OG0012894	3	2
OG0012895	4	4
OG0012896	4	4
OG0012897	3	2
OG0012898	4	4
OG0012899	4	3
OG0012900	4	4
OG0012901	4	4
OG0012902	5	5
OG0012903	4	4
OG0012904	4	4
OG0012905	5	5
OG0012906	4	4
OG0012907	4	4
OG0012908	4	4
OG0012909	4	4
OG0012910	4	3
OG0012911	3	3
OG0012912	4	3
OG0012913	4	4
OG0012914	4	3
OG0012915	4	4
OG0012916	4	3
OG0012917	4	4
OG0012918	4	3
OG0012919	4	4
OG0012920	4	4
OG0012921	4	4
OG0012922	4	4
OG0012923	4	4
OG0012924	4	4
OG0012925	4	4
OG0012926	5	4
OG0012927	4	4
OG0012928	4	4
OG0012929	3	3
OG0012930	4	3
OG0012931	3	3
OG0012932	4	4
OG0012933	4	4
OG0012934	4	4
OG0012935	4	4
OG0012936	4	3
OG0012937	4	4
OG0012938	4	4
OG0012939	5	5
OG0012940	3	3
OG0012941	4	4
OG0012942	4	3
OG0012943	4	4
OG0012944	4	3
OG0012945	3	3
OG0012946	4	4
OG0012947	4	4
OG0012948	4	4
OG0012949	4	4
OG0012950	4	4
OG0012951	4	4
OG0012952	7	7
OG0012953	4	4
OG0012954	5	3
OG0012955	4	4
OG0012956	5	4
OG0012957	4	4
OG0012958	4	4
OG0012959	4	3
OG0012960	4	4
OG0012961	4	4
OG0012962	4	4
OG0012963	5	5
OG0012964	3	1
OG0012965	4	4
OG0012966	5	3
OG0012967	4	3
OG0012968	4	4
OG0012969	4	4
OG0012970	4	4
OG0012971	4	3
OG0012972	4	4
OG0012973	4	4
OG0012974	4	4
OG0012975	4	4
OG0012976	5	4
OG0012977	4	4
OG0012978	4	4
OG0012979	5	4
OG0012980	3	3
OG0012981	4	4
OG0012982	4	4
OG0012983	4	4
OG0012984	4	4
OG0012985	5	5
OG0012986	4	4
OG0012987	4	3
OG0012988	4	4
OG0012989	4	4
OG0012990	4	4
OG0012991	3	3
OG0012992	4	4
OG0012993	4	4
OG0012994	4	4
OG0012995	4	4
OG0012996	4	4
OG0012997	4	4
OG0012998	4	3
OG0012999	4	4
OG0013000	4	3
OG0013001	6	5
OG0013002	4	4
OG0013003	4	4
OG0013004	4	4
OG0013005	4	4
OG0013006	4	4
OG0013007	4	4
OG0013008	4	4
OG0013009	4	4
OG0013010	5	5
OG0013011	4	4
OG0013012	4	4
OG0013013	4	4
OG0013014	4	3
OG0013015	3	3
OG0013016	4	3
OG0013017	4	4
OG0013018	5	4
OG0013019	4	4
OG0013020	3	3
OG0013021	4	4
OG0013022	4	3
OG0013023	4	3
OG0013024	5	3
OG0013025	5	5
OG0013026	5	5
OG0013027	5	5
OG0013028	5	5
OG0013029	4	4
OG0013030	4	4
OG0013031	4	4
OG0013032	4	4
OG0013033	4	3
OG0013034	4	4
OG0013035	4	4
OG0013036	4	4
OG0013037	4	4
OG0013038	4	4
OG0013039	6	6
OG0013040	4	4
OG0013041	4	4
OG0013042	4	3
OG0013043	5	3
OG0013044	4	4
OG0013045	4	4
OG0013046	4	3
OG0013047	4	4
OG0013048	4	4
OG0013049	4	4
OG0013050	4	4
OG0013051	4	4
OG0013052	4	4
OG0013053	4	4
OG0013054	4	4
OG0013055	4	4
OG0013056	4	4
OG0013057	4	4
OG0013058	4	4
OG0013059	4	4
OG0013060	4	3
OG0013061	3	3
OG0013062	4	4
OG0013063	5	4
OG0013064	4	4
OG0013065	4	2
OG0013066	4	4
OG0013067	5	5
OG0013068	3	3
OG0013069	4	3
OG0013070	4	4
OG0013071	4	4
OG0013072	4	4
OG0013073	5	5
OG0013074	4	4
OG0013075	4	4
OG0013076	4	4
OG0013077	4	4
OG0013078	4	4
OG0013079	5	5
OG0013080	4	4
OG0013081	3	3
OG0013082	4	4
OG0013083	4	4
OG0013084	4	4
OG0013085	4	4
OG0013086	5	5
OG0013087	5	5
OG0013088	4	3
OG0013089	4	3
OG0013090	3	3
OG0013091	6	6
OG0013092	4	4
OG0013093	4	3
OG0013094	4	4
OG0013095	4	4
OG0013096	4	3
OG0013097	5	5
OG0013098	5	4
OG0013099	4	4
OG0013100	4	4
OG0013101	4	4
OG0013102	5	5
OG0013103	4	4
OG0013104	4	4
OG0013105	4	4
OG0013106	3	3
OG0013107	4	4
OG0013108	4	4
OG0013109	4	4
OG0013110	5	5
OG0013111	5	5
OG0013112	7	5
OG0013113	4	3
OG0013114	5	4
OG0013115	4	4
OG0013116	4	4
OG0013117	3	3
OG0013118	5	5
OG0013119	3	3
OG0013120	5	4
OG0013121	4	4
OG0013122	3	3
OG0013123	4	4
OG0013124	4	3
OG0013125	5	4
OG0013126	4	4
OG0013127	3	3
OG0013128	4	2
OG0013129	5	5
OG0013130	4	3
OG0013131	4	3
OG0013132	4	3
OG0013133	4	3
OG0013134	4	4
OG0013135	4	4
OG0013136	4	3
OG0013137	4	4
OG0013138	4	4
OG0013139	4	3
OG0013140	4	4
OG0013141	4	4
OG0013142	5	5
OG0013143	4	4
OG0013144	4	4
OG0013145	4	4
OG0013146	4	3
OG0013147	4	4
OG0013148	4	4
OG0013149	5	5
OG0013150	4	3
OG0013151	3	3
OG0013152	4	4
OG0013153	4	4
OG0013154	4	3
OG0013155	4	4
OG0013156	3	3
OG0013157	4	4
OG0013158	6	4
OG0013159	4	4
OG0013160	4	4
OG0013161	4	4
OG0013162	4	4
OG0013163	4	3
OG0013164	4	4
OG0013165	4	4
OG0013166	4	3
OG0013167	4	4
OG0013168	4	4
OG0013169	4	4
OG0013170	4	4
OG0013171	4	3
OG0013172	4	4
OG0013173	4	3
OG0013174	4	4
OG0013175	4	4
OG0013176	4	4
OG0013177	4	4
OG0013178	5	4
OG0013179	4	3
OG0013180	4	4
OG0013181	5	4
OG0013182	5	4
OG0013183	4	4
OG0013184	4	3
OG0013185	3	2
OG0013186	4	4
OG0013187	5	4
OG0013188	4	4
OG0013189	5	4
OG0013190	4	4
OG0013191	4	4
OG0013192	2	1
OG0013193	4	4
OG0013194	4	3
OG0013195	4	4
OG0013196	4	4
OG0013197	5	5
OG0013198	4	4
OG0013199	5	5
OG0013200	6	6
OG0013201	4	3
OG0013202	4	3
OG0013203	5	4
OG0013204	4	3
OG0013205	4	4
OG0013206	4	4
OG0013207	5	5
OG0013208	5	4
OG0013209	5	5
OG0013210	5	5
OG0013211	4	4
OG0013212	4	4
OG0013213	4	3
OG0013214	5	5
OG0013215	7	7
OG0013216	5	5
OG0013217	5	5
OG0013218	4	4
OG0013219	4	4
OG0013220	4	4
OG0013221	4	2
OG0013222	7	7
OG0013223	5	4
OG0013224	4	4
OG0013225	4	3
OG0013226	4	4
OG0013227	5	5
OG0013228	4	4
OG0013229	4	3
OG0013230	4	4
OG0013231	4	4
OG0013232	4	4
OG0013233	5	4
OG0013234	6	6
OG0013235	5	5
OG0013236	4	4
OG0013237	4	4
OG0013238	5	4
OG0013239	4	3
OG0013240	6	5
OG0013241	4	4
OG0013242	4	4
OG0013243	3	2
OG0013244	9	4
OG0013245	5	4
OG0013246	4	4
OG0013247	4	4
OG0013248	4	3
OG0013249	4	3
OG0013250	4	4
OG0013251	4	4
OG0013252	4	3
OG0013253	5	5
OG0013254	4	3
OG0013255	4	4
OG0013256	4	4
OG0013257	4	4
OG0013258	4	4
OG0013259	4	4
OG0013260	4	4
OG0013261	4	4
OG0013262	4	4
OG0013263	4	3
OG0013264	4	4
OG0013265	4	3
OG0013266	3	3
OG0013267	4	4
OG0013268	4	4
OG0013269	4	4
OG0013270	4	3
OG0013271	4	3
OG0013272	4	4
OG0013273	5	5
OG0013274	4	3
OG0013275	4	4
OG0013276	4	3
OG0013277	4	4
OG0013278	4	4
OG0013279	4	4
OG0013280	4	4
OG0013281	4	4
OG0013282	5	5
OG0013283	3	2
OG0013284	4	3
OG0013285	4	3
OG0013286	4	4
OG0013287	4	4
OG0013288	4	4
OG0013289	5	4
OG0013290	4	3
OG0013291	4	3
OG0013292	4	4
OG0013293	2	2
OG0013294	4	4
OG0013295	4	4
OG0013296	5	5
OG0013297	3	2
OG0013298	4	4
OG0013299	5	5
OG0013300	4	4
OG0013301	4	4
OG0013302	3	3
OG0013303	4	4
OG0013304	4	4
OG0013305	3	3
OG0013306	5	4
OG0013307	4	3
OG0013308	5	4
OG0013309	3	2
OG0013310	3	2
OG0013311	3	3
OG0013312	4	4
OG0013313	4	4
OG0013314	4	4
OG0013315	4	4
OG0013316	4	3
OG0013317	5	5
OG0013318	4	4
OG0013319	4	4
OG0013320	4	3
OG0013321	4	4
OG0013322	4	4
OG0013323	4	4
OG0013324	4	4
OG0013325	4	4
OG0013326	4	4
OG0013327	5	5
OG0013328	4	4
OG0013329	4	4
OG0013330	5	4
OG0013331	4	4
OG0013332	4	4
OG0013333	4	4
OG0013334	4	4
OG0013335	4	3
OG0013336	4	4
OG0013337	6	5
OG0013338	6	6
OG0013339	4	4
OG0013340	5	5
OG0013341	4	4
OG0013342	4	4
OG0013343	4	4
OG0013344	5	4
OG0013345	4	4
OG0013346	5	5
OG0013347	4	4
OG0013348	3	3
OG0013349	5	5
OG0013350	3	2
OG0013351	3	2
OG0013352	5	5
OG0013353	4	4
OG0013354	5	5
OG0013355	4	4
OG0013356	5	5
OG0013357	4	4
OG0013358	4	3
OG0013359	4	4
OG0013360	4	4
OG0013361	5	5
OG0013362	7	6
OG0013363	4	3
OG0013364	4	3
OG0013365	4	4
OG0013366	4	4
OG0013367	4	4
OG0013368	4	4
OG0013369	5	4
OG0013370	4	4
OG0013371	4	4
OG0013372	4	4
OG0013373	4	3
OG0013374	4	4
OG0013375	4	4
OG0013376	4	4
OG0013377	4	3
OG0013378	4	4
OG0013379	5	5
OG0013380	4	4
OG0013381	4	4
OG0013382	4	4
OG0013383	4	4
OG0013384	4	4
OG0013385	3	3
OG0013386	4	4
OG0013387	4	4
OG0013388	4	4
OG0013389	4	4
OG0013390	4	4
OG0013391	4	4
OG0013392	4	4
OG0013393	4	3
OG0013394	5	5
OG0013395	4	4
OG0013396	4	4
OG0013397	4	4
OG0013398	4	4
OG0013399	4	4
OG0013400	4	4
OG0013401	4	4
OG0013402	4	4
OG0013403	4	4
OG0013404	4	4
OG0013405	4	4
OG0013406	5	5
OG0013407	4	4
OG0013408	5	4
OG0013409	4	4
OG0013410	4	4
OG0013411	4	3
OG0013412	4	3
OG0013413	4	2
OG0013414	4	4
OG0013415	4	4
OG0013416	4	4
OG0013417	3	3
OG0013418	4	4
OG0013419	4	4
OG0013420	4	4
OG0013421	4	3
OG0013422	4	4
OG0013423	6	5
OG0013424	4	3
OG0013425	4	4
OG0013426	5	5
OG0013427	5	4
OG0013428	4	4
OG0013429	4	4
OG0013430	4	4
OG0013431	4	4
OG0013432	4	4
OG0013433	4	3
OG0013434	4	4
OG0013435	4	4
OG0013436	4	4
OG0013437	5	5
OG0013438	4	3
OG0013439	4	4
OG0013440	4	4
OG0013441	3	3
OG0013442	4	4
OG0013443	5	3
OG0013444	5	4
OG0013445	5	5
OG0013446	4	4
OG0013447	4	4
OG0013448	5	5
OG0013449	4	4
OG0013450	3	3
OG0013451	4	4
OG0013452	4	4
OG0013453	4	3
OG0013454	4	3
OG0013455	4	4
OG0013456	4	3
OG0013457	4	4
OG0013458	5	5
OG0013459	4	4
OG0013460	4	4
OG0013461	4	4
OG0013462	4	4
OG0013463	4	4
OG0013464	4	3
OG0013465	4	4
OG0013466	4	4
OG0013467	5	5
OG0013468	4	4
OG0013469	4	4
OG0013470	4	4
OG0013471	6	6
OG0013472	4	4
OG0013473	4	4
OG0013474	4	3
OG0013475	4	4
OG0013476	4	3
OG0013477	4	4
OG0013478	4	4
OG0013479	4	4
OG0013480	4	4
OG0013481	4	4
OG0013482	4	4
OG0013483	4	4
OG0013484	4	4
OG0013485	4	3
OG0013486	4	4
OG0013487	4	4
OG0013488	4	4
OG0013489	4	3
OG0013490	4	4
OG0013491	4	4
OG0013492	4	4
OG0013493	4	4
OG0013494	4	4
OG0013495	4	4
