Orthogroup	Eutrema_salsugineum	Noccaea_praecox
OG0006508	XP_006414385.2	Np005G301180
OG0006509	XP_006410611.1	Np006G341790
OG0006510	XP_024004137.1	Np006G341830
OG0006511	XP_024016689.1	Np006G341900
OG0006512	XP_006410601.1	Np006G341920
OG0006513	XP_024013838.1	Np001G054010
OG0006514	XP_006403838.1	Np001G054090
OG0006515	XP_006403530.1	Np001G058070
OG0006516	XP_006403458.1	Np001G059180
OG0006517	XP_024013435.1	Np001G059190
OG0006518	XP_006403402.1	Np001G059860
OG0006519	XP_006402994.1	Np001G060540
OG0006520	XP_006402972.1	Np001G060800
OG0006521	XP_024012827.1	Np001G061880
OG0006523	XP_006402619.1	Np001G065570
OG0006524	XP_006402556.1	Np001G066490
OG0006525	XP_006402523.1	Np001G066840
OG0006526	XP_006402448.1	Np001G067740
OG0006527	XP_006402424.1	Np001G068120
OG0006528	XP_006402320.1	Np001G069370
OG0006529	XP_006402297.1	Np001G069680
OG0006530	XP_024015783.1	Np007G395980
OG0006531	XP_006402273.1	Np001G069930
OG0006532	XP_024013839.1	Np001G054000
OG0006533	XP_024013559.1	Np001G053350
OG0006535	XP_024013612.1	Np001G043180
OG0006536	XP_024015524.1	Np007G391340
OG0006538	XP_006390055.1	Np002G074460
OG0006539	XP_006412889.1	Np005G275610
OG0006540	XP_024009023.1	Np004G251840
OG0006541	XP_006416337.1	Np004G234320
OG0006542	XP_006391151.1	Np002G089590
OG0006543	XP_006396403.1	Np003G187180
OG0006544	XP_024015205.1	Np007G383580
OG0006549	XP_006413635.1	Np005G284910
OG0006550	XP_024009194.1, XP_024007695.1	Np004G209890
OG0006554	XP_006398500.1	Np001G028510
OG0006555	XP_006413176.2	Np007G383620
OG0006556	XP_006414094.1	Np005G291520
OG0006557	XP_006403302.1	Np001G041860
OG0006558	XP_006407984.1	Np007G417600, Np007G417560
OG0006558	XP_006396915.2	Np006G338180
OG0006570	XP_024010080.1	Np005G276320
OG0006571	XP_006412933.1	Np005G276150
OG0006572	XP_006412923.1	Np005G276050
OG0006573	XP_006412917.1	Np005G275970
OG0006574	XP_006412863.2	Np005G275370
OG0006575	XP_006412861.1	Np005G275340
OG0006576	XP_006412820.1	Np005G274890
OG0006577	XP_006412786.2	Np005G274490
OG0006578	XP_006395209.1	Np001G017960
OG0006579	XP_006412704.2	Np005G273250
OG0006580	XP_024004362.1	Np005G272280
OG0006581	XP_006412605.1	Np005G272110
OG0006582	XP_006412593.1	Np005G271780
OG0006583	XP_006412532.1	Np005G271040
OG0006584	XP_006412503.1	Np005G270580
OG0006585	XP_006412455.1	Np005G270050
OG0006586	XP_006416570.1	Np004G236960
OG0006587	XP_006412443.1	Np005G269930
OG0006589	XP_006412316.1	Np005G263960
OG0006590	XP_006412299.1	Np005G264120
OG0006591	XP_024005061.1	Np007G424210
OG0006592	XP_006412199.2	Np005G265260
OG0006593	XP_006412178.1	Np005G265480
OG0006594	XP_006412166.1	Np005G265650
OG0006595	XP_006412165.1	Np005G265660
OG0006596	XP_006412150.1	Np005G265860
OG0006597	XP_006412129.1	Np005G266050
OG0006598	XP_006415378.1	Np004G214990
OG0006599	XP_006415196.1	Np004G205250
OG0006600	XP_006414272.1	Np005G296190
OG0006601	XP_006414296.1	Np005G297380
OG0006602	XP_024005473.1	Np005G297180
OG0006603	XP_006414320.1	Np005G298960
OG0006604	XP_006410744.1	Np006G340020, Np002G117190
OG0006605	XP_024006977.1	Np001G016120
OG0006606	XP_006417550.1	Np004G249450
OG0006607	XP_006392275.1	Np002G114250
OG0006608	XP_006417459.1	Np004G248240
OG0006609	XP_024015511.1	Np002G117350
OG0006610	XP_006417362.1	Np004G247020
OG0006611	XP_006417357.1	Np004G246940
OG0006612	XP_006417316.1	Np004G246380
OG0006613	XP_006416944.1	Np004G241310
OG0006614	XP_024011139.1	Np001G028120, Np001G028020, Np001G028100
OG0006615	XP_006398531.2	Np001G027760
OG0006616	XP_006395859.1	Np001G026690
OG0006617	XP_006395743.1	Np001G024970
OG0006618	XP_024008358.1	Np004G243000
OG0006619	XP_006417093.1	Np004G243130
OG0006620	XP_006395659.1	Np001G023840
OG0006621	XP_006395638.1	Np001G023610
OG0006622	XP_006395617.1	Np001G023340
OG0006623	XP_006395562.1, XP_006395564.1	Np001G022620
OG0006624	XP_006395559.1	Np001G022580
OG0006625	XP_006395531.1	Np001G022230
OG0006626	XP_006395528.1	Np001G022200
OG0006627	XP_006395497.1	Np001G021710
OG0006628	XP_006395491.1	Np001G021630
OG0006629	XP_006395424.1	Np001G020670
OG0006630	XP_006395420.2	Np001G020640
OG0006631	XP_006395381.1	Np001G020160
OG0006632	XP_024006935.1	Np001G019750
OG0006633	XP_006395347.1	Np001G019610
OG0006634	XP_006395311.1	Np001G019160, Np001G019270
OG0006635	XP_006401557.1	Np003G163220
OG0006636	XP_006391263.1	Np002G091650
OG0006637	XP_006397395.1	Np002G100440
OG0006638	XP_006391584.1	Np007G403190
OG0006639	XP_024016419.1	Np007G373250
OG0006640	XP_006397414.1	Np005G309400
OG0006641	XP_006391601.1	Np007G392390
OG0006642	XP_006405277.1	Np002G075490
OG0006643	XP_006405293.1	Np005G320150
OG0006644	XP_024004397.1	Np002G123470
OG0006645	XP_006391765.1	Np005G301830, Np002G122060
OG0006646	XP_006391788.1	Np002G121360
OG0006647	XP_024016725.1	Np006G331220
OG0006648	XP_006407715.1	Np007G413800, Np007G412390
OG0006649	XP_006407710.1	Np007G413730
OG0006650	XP_006412097.1	Np005G266520
OG0006651	XP_006407692.1	Np007G413540
OG0006652	XP_006398763.1	Np003G127290
OG0006653	XP_006407612.1	Np007G412560
OG0006654	XP_006407538.1	Np007G411630
OG0006655	XP_024015707.1	Np007G411290
OG0006656	XP_006407490.1	Np007G411100
OG0006657	XP_006407478.1	Np007G410940
OG0006658	XP_006407480.1	Np007G411000
OG0006659	XP_006407447.1	Np007G410360
OG0006660	XP_006407426.1	Np007G410110, Np004G235190
OG0006661	XP_024015427.1	Np007G410010
OG0006662	XP_006407406.1	Np007G409860
OG0006663	XP_006407376.1	Np007G409390
OG0006664	XP_006407362.1	Np007G409300
OG0006665	XP_006407330.1	Np007G408960
OG0006666	XP_006402207.1	Np003G174390
OG0006667	XP_006400569.1	Np003G148250
OG0006668	XP_006413358.1	Np005G281340
OG0006669	XP_024011819.1	Np003G169630
OG0006670	XP_006401988.2	Np003G184500
OG0006671	XP_006401826.1	Np003G165930
OG0006672	XP_006401813.1	Np003G165630
OG0006673	XP_006401743.1	Np003G164480
OG0006674	XP_006401744.1	Np003G164490
OG0006675	XP_006401711.1	Np003G163910
OG0006676	XP_006401611.1	Np003G162370
OG0006677	XP_006401656.1	Np003G161680
OG0006678	XP_006401573.1	Np003G162970
OG0006679	XP_024011199.1	Np001G001400
OG0006680	XP_006401559.1	Np003G163180
OG0006681	XP_006401548.1	Np003G163350
OG0006682	XP_006401500.1	Np003G160690
OG0006684	XP_006401420.1	Np003G159250
OG0006685	XP_006401355.1	Np003G158110
OG0006686	XP_006401311.1	Np003G157480
OG0006687	XP_024012563.1	Np003G156370
OG0006688	XP_006401222.1	Np003G156200
OG0006689	XP_006401199.1	Np003G155920
OG0006690	XP_006401186.1	Np003G155700
OG0006691	XP_006395235.1	Np001G018230
OG0006692	XP_006399784.1	Np003G139660
OG0006693	XP_006399779.1	Np003G139590
OG0006694	XP_006399765.1	Np003G139490
OG0006695	XP_006399758.1	Np003G139270
OG0006696	XP_024012375.1	Np003G136920
OG0006697	XP_006399547.1	Np003G136820
OG0006698	XP_024011738.1	Np003G136450
OG0006699	XP_006399500.2	Np003G136350
OG0006700	XP_024011813.1	Np003G136070
OG0006701	XP_006394196.1	Np001G004910
OG0006702	XP_024011519.1	Np003G135380
OG0006703	XP_006399353.1	Np003G134950
OG0006704	XP_024011640.1	Np003G134660
OG0006705	XP_006399318.1, XP_024007091.1	Np003G134470
OG0006706	XP_006399293.1	Np003G134220
OG0006707	XP_006399248.1	Np003G133660
OG0006708	XP_006414257.1	Np005G295930
OG0006709	XP_006414245.1	Np005G288530, Np005G295570
OG0006710	XP_006414206.1	Np005G293920
OG0006711	XP_006414201.1	Np005G293850
OG0006712	XP_006414163.1	Np005G292810
OG0006713	XP_006414158.1	Np005G292650
OG0006714	XP_006414133.1	Np005G292170
OG0006715	XP_024005618.1	Np005G291530
OG0006716	XP_006414028.2	Np005G290480
OG0006717	XP_006413995.1	Np005G290150
OG0006718	XP_006413947.1	Np005G289470
OG0006719	XP_006413940.1	Np005G289370
OG0006720	XP_006398114.1	Np001G038830
OG0006721	XP_006413890.1	Np005G288520
OG0006722	XP_006413878.1	Np005G288420
OG0006723	XP_006414249.1, XP_006414250.1	Np005G295790
OG0006724	XP_006413778.1	Np005G288050
OG0006725	XP_006413740.1	Np005G286650
OG0006726	XP_024004434.1	Np005G286380
OG0006727	XP_006413636.1	Np005G284940
OG0006728	XP_006413552.1	Np005G283530
OG0006729	XP_006413548.1	Np005G283590
OG0006730	XP_006413533.1	Np005G283420
OG0006731	XP_024005672.1	Np005G283230
OG0006732	XP_006413510.1	Np005G283170
OG0006733	XP_006413488.1	Np005G283010
OG0006734	XP_006413486.1	Np005G282960
OG0006735	XP_006413484.1	Np005G282930
OG0006736	XP_006413471.1	Np005G282780
OG0006737	XP_006413469.2	Np007G394770, Np005G282760
OG0006738	XP_006415063.1	Np004G206840
OG0006739	XP_024010632.1	Np004G204640
OG0006740	XP_006416613.1	Np004G237540
OG0006741	XP_024006188.1	Np004G202870
OG0006742	XP_024006350.1	Np004G203140
OG0006743	XP_006416933.1	Np004G241140
OG0006744	XP_006393564.1	Np004G200610
OG0006745	XP_024006369.1	Np004G200930
OG0006746	XP_006415719.1	Np004G210670
OG0006747	XP_006417786.1	Np004G251880
OG0006748	XP_006413463.2	Np005G282690
OG0006749	XP_024009161.1	Np004G210530
OG0006750	XP_006393635.1	Np004G201580
OG0006751	XP_006409744.1, XP_006409741.1, XP_006409737.1, XP_024009160.1, XP_006415729.1	Np004G210600
OG0006752	XP_024016043.1	Np007G372480
OG0006753	XP_006415647.1	Np004G211460
OG0006754	XP_006415611.2	Np004G211920
OG0006755	XP_006415609.1	Np004G211940
OG0006756	XP_006415604.1	Np004G212010
OG0006757	XP_006415584.1	Np004G212390
OG0006758	XP_006415549.1	Np004G212990
OG0006759	XP_006415516.1	Np004G213310
OG0006760	XP_006415487.1	Np004G213630
OG0006761	XP_006415472.1	Np004G213840
OG0006762	XP_006415434.1	Np004G214230
OG0006763	XP_006415398.1	Np004G214770
OG0006764	XP_006412070.1	Np005G267130, Np005G267170
OG0006765	XP_006412017.1	Np005G267880
OG0006766	XP_006411982.1	Np005G268270
OG0006767	XP_006411967.1	Np005G268420
OG0006768	XP_006411928.1, XP_006405592.1, XP_006405591.1	Np007G378390, Np005G268800, Np005G268830
OG0006769	XP_006411917.2	Np005G268940
OG0006770	XP_006411869.1	Np005G269560
OG0006771	XP_006411863.1	Np005G269610
OG0006772	XP_024005681.1	Np005G269840
OG0006773	XP_024014101.1	Np006G368630
OG0006774	XP_006404663.1	Np006G369290
OG0006775	XP_006404567.1	Np006G370880
OG0006776	XP_006411679.1	Np005G260820
OG0006778	XP_006411637.1	Np005G260280
OG0006779	XP_006393281.2	Np004G198420, Np007G395590
OG0006780	XP_006405766.1	Np005G313490
OG0006781	XP_006410705.1	Np006G340560
OG0006782	XP_006397249.1	Np003G175990
OG0006783	XP_006393761.1	Np004G203030
OG0006784	XP_006410562.1	Np006G342690
OG0006785	XP_006410526.1	Np006G343360
OG0006786	XP_006403336.1	Np001G042140
OG0006787	XP_006403341.1	Np001G042200
OG0006788	XP_006402604.1	Np001G042590
OG0006789	XP_006408372.1	Np007G422930
OG0006790	XP_006397128.1	Np003G177700
OG0006791	XP_006396930.1	Np003G180300
OG0006792	XP_006396880.1	Np003G180940
OG0006793	XP_006396864.1	Np003G181190
OG0006794	XP_006396861.2	Np003G181230
OG0006795	XP_006396844.1	Np003G181480
OG0006796	XP_006396799.1	Np003G181780
OG0006797	XP_006396690.1	Np003G183350
OG0006798	XP_024010037.1	Np003G183720
OG0006799	XP_006396588.1	Np003G185050
OG0006800	XP_006403106.1	Np001G039920
OG0006801	XP_006398064.1	Np001G039590
OG0006802	XP_006413058.1	Np005G277500
OG0006803	XP_006398268.2	Np001G036210
OG0006804	XP_006398293.1	Np001G036090
OG0006805	XP_006398357.1	Np001G034550
OG0006806	XP_006398365.1	Np001G034440
OG0006807	XP_006398369.1	Np001G034380
OG0006808	XP_006398375.1	Np001G034260
OG0006809	XP_006398380.1	Np001G034040
OG0006810	XP_006398400.1	Np001G033300
OG0006811	XP_006410999.1	Np006G336210
OG0006812	XP_006398458.1	Np001G032030
OG0006813	XP_006398475.1	Np001G032640
OG0006814	XP_006409127.1	Np007G374230, Np002G091110
OG0006815	XP_006418599.1	Np007G388510
OG0006816	XP_006418657.1	Np007G387810
OG0006817	XP_006418702.1	Np007G387390
OG0006818	XP_006414943.1	Np005G308490
OG0006820	XP_006414671.1	Np005G304560
OG0006821	XP_006414644.1	Np005G304250
OG0006822	XP_006414635.1	Np005G304080
OG0006823	XP_024005247.1	Np005G303000
OG0006824	XP_006414506.1	Np005G302860
OG0006825	XP_006414482.1	Np002G123420, Np005G302490
OG0006826	XP_006405433.1	Np005G318220
OG0006827	XP_006405422.1	Np005G318320
OG0006828	XP_006405279.1	Np005G320250
OG0006829	XP_024014564.1	Np005G320230
OG0006830	XP_006398001.1	Np006G320470
OG0006831	XP_024010767.1	Np006G320540
OG0006832	XP_006414901.2	Np005G307260
OG0006833	XP_006397937.1	Np006G321360
OG0006834	XP_006410598.1	Np006G341950
OG0006835	XP_006397874.1	Np006G322300
OG0006836	XP_006397859.1	Np006G322530
OG0006837	XP_006397828.1	Np006G322950
OG0006838	XP_006397816.1	Np006G323050
OG0006839	XP_024010795.1	Np006G323330
OG0006840	XP_006397783.1	Np006G323400
OG0006841	XP_024010814.1	Np006G323610
OG0006842	XP_006397748.1	Np006G323910
OG0006843	XP_006397746.1	Np006G323960
OG0006844	XP_006397724.1	Np006G324360, Np006G324370
OG0006845	XP_006397663.1	Np006G325140
OG0006846	XP_006397501.1	Np006G327060
OG0006847	XP_006411588.1	Np006G327470
OG0006848	XP_006411555.1	Np006G327900
OG0006849	XP_024003940.1	Np006G327940
OG0006850	XP_006411498.1	Np006G328640
OG0006851	XP_006411489.1	Np004G227100, Np006G328790, Np003G173410
OG0006852	XP_006411448.1	Np006G329600
OG0006853	XP_006411408.1	Np006G330150
OG0006854	XP_006398675.1	Np003G126220
OG0006855	XP_024011417.1, XP_006409157.1	Np003G126480
OG0006856	XP_006398705.2	Np003G126660
OG0006857	XP_006398706.1	Np003G126670
OG0006858	XP_024012321.1	Np003G127180
OG0006859	XP_006398762.1	Np003G127280
OG0006860	XP_006398768.1	Np003G127380
OG0006861	XP_006398778.1	Np003G127530
OG0006862	XP_006398848.1	Np003G128380
OG0006863	XP_006398851.1	Np003G128410
OG0006864	XP_006415627.1	Np004G211700
OG0006865	XP_006400530.1	Np003G147760
OG0006867	XP_006400562.1	Np003G148190
OG0006868	XP_024012196.1	Np003G148420
OG0006869	XP_006400599.1	Np003G148580
OG0006870	XP_006400650.1	Np003G149150
OG0006871	XP_024011495.1	Np003G149210
OG0006872	XP_006400668.1	Np003G149340
OG0006873	XP_006400699.1	Np003G149860
OG0006874	XP_006400713.1	Np003G150040
OG0006875	XP_006400803.1	Np003G151190
OG0006876	XP_006400824.1	Np003G151590
OG0006877	XP_006400856.1	Np003G151910
OG0006878	XP_024011949.1	Np003G152300
OG0006879	XP_006400914.1	Np003G152550
OG0006880	XP_006394307.1	Np001G006470
OG0006881	XP_006394242.1	Np001G005380
OG0006882	XP_024006992.1	Np001G005350
OG0006883	XP_006394215.1	Np001G005130
OG0006884	XP_006394204.1	Np001G004960
OG0006885	XP_006394182.1	Np001G004760
OG0006886	XP_006394169.1	Np001G004680
OG0006887	XP_006394154.1	Np001G004500
OG0006888	XP_006410843.1, XP_006394153.1	Np001G004470
OG0006889	XP_006394112.1	Np001G004010
OG0006890	XP_006394099.1	Np001G003810
OG0006891	XP_006394087.1	Np001G003700
OG0006892	XP_006394079.2	Np001G003600
OG0006893	XP_006394045.1	Np001G003160
OG0006894	XP_006394022.1	Np001G002960
OG0006895	XP_006393951.1	Np001G002260, Np005G266840
OG0006896	XP_006393947.1	Np001G002230, Np006G353130
OG0006897	XP_006393932.1	Np001G002050
OG0006898	XP_006391188.2	Np002G089980
OG0006899	XP_006393820.1	Np001G000460
OG0006900	XP_006400262.1	Np003G144470
OG0006901	XP_006413331.1	Np001G000580
OG0006902	XP_006396199.1	Np003G189880
OG0006903	XP_006396223.1	Np003G189620
OG0006904	XP_006396265.1	Np003G189110
OG0006905	XP_024010006.1	Np003G189300
OG0006906	XP_006396299.1	Np003G188560
OG0006907	XP_006396329.1	Np003G188180
OG0006908	XP_006418385.1	Np004G258520
OG0006909	XP_006396410.1	Np003G187070
OG0006910	XP_024010153.1	Np003G185920
OG0006911	XP_006396525.1	Np003G185760
OG0006912	XP_006396536.1	Np003G185640
OG0006913	XP_006396555.1	Np003G185410
OG0006914	XP_024008671.1	Np004G256670
OG0006914	XP_006396587.1	Np003G185060
OG0006915	XP_006403154.1	Np001G040500
OG0006916	XP_006403162.1	Np001G040560
OG0006917	XP_006403171.2	Np001G040710
OG0006918	XP_006410475.1	Np009G431070, Np006G346040
OG0006919	XP_006410449.1	Np006G357680
OG0006920	XP_006410352.1	Np006G356180
OG0006921	XP_006410398.2	Np006G357190
OG0006922	XP_006410404.1	Np006G357270
OG0006923	XP_024004286.1	Np006G357280
OG0006924	XP_006410419.1	Np006G357440
OG0006925	XP_006410385.1	Np006G356950
OG0006926	XP_006410379.1	Np006G356840
OG0006927	XP_024003926.1	Np006G356140
OG0006928	XP_006410339.1	Np006G356010
OG0006929	XP_006410309.1	Np006G355580
OG0006930	XP_006410308.1	Np006G355560
OG0006931	XP_006410291.1	Np006G355320
OG0006932	XP_006410217.1	Np006G348730, Np006G354260
OG0006933	XP_024003996.1	Np006G353740, Np006G347040
OG0006934	XP_024004097.1	Np006G347330, Np006G353390
OG0006935	XP_006410121.1	Np006G353020, Np006G347790
OG0006936	XP_006417864.1	Np004G252710
OG0006937	XP_006410082.2	Np006G352380
OG0006938	XP_006410062.1	Np006G351520
OG0006939	XP_024016744.1	Np006G350570
OG0006940	XP_006409943.1	Np006G360110
OG0006942	XP_006409904.1	Np006G359800
OG0006943	XP_006409883.1	Np006G359520
OG0006944	XP_006409864.1	Np006G359200
OG0006945	XP_006408590.1	Np006G361560
OG0006946	XP_006408666.1	Np006G361440
OG0006947	XP_006408647.1	Np006G361300
OG0006948	XP_006408704.1	Np006G361010
OG0006949	XP_024003730.1	Np006G360750
OG0006950	XP_006408857.1	Np006G362960
OG0006951	XP_024015987.1	Np006G363120
OG0006952	XP_006408652.1, XP_006408817.1	Np006G363190
OG0006953	XP_006408493.1	Np007G424630
OG0006954	XP_006413188.1	Np005G279270
OG0006955	XP_006413124.1	Np005G278640
OG0006956	XP_006408481.1	Np007G424520
OG0006957	XP_006408462.1	Np003G159480
OG0006958	XP_006408460.1	Np007G424170
OG0006959	XP_006408443.1	Np007G423830
OG0006960	XP_006408404.1	Np007G423240
OG0006961	XP_024015549.1	Np002G123510, Np003G133840, Np007G423160
OG0006962	XP_006408375.1	Np007G422950
OG0006963	XP_006408357.1	Np007G422790
OG0006964	XP_006408347.1	Np007G422640
OG0006965	XP_006408287.1	Np007G421900
OG0006966	XP_006408274.1	Np007G421660
OG0006967	XP_006408257.1	Np007G421530
OG0006968	XP_006408230.1	Np007G421220
OG0006969	XP_006408204.1	Np007G420810
OG0006970	XP_006408190.1	Np007G420590
OG0006971	XP_006408178.1	Np007G420450
OG0006972	XP_006408148.1	Np007G420050
OG0006973	XP_006408132.1	Np007G419580
OG0006974	XP_006408088.1	Np003G188990, Np007G419000
OG0006975	XP_006408068.1	Np007G418760
OG0006976	XP_006408002.1	Np007G417750
OG0006977	XP_006408001.1	Np007G417740
OG0006978	XP_006407986.1	Np007G417620
OG0006979	XP_006407968.2	Np007G417370
OG0006980	XP_006407965.1	Np007G417330
OG0006981	XP_006400399.1	Np003G146330
OG0006982	XP_006407902.1	Np007G416440
OG0006983	XP_006407900.1	Np007G416420
OG0006984	XP_006407882.1	Np007G416160
OG0006985	XP_006407863.1	Np007G415900
OG0006986	XP_006407839.1	Np007G415480
OG0006987	XP_006407797.1	Np007G414990
OG0006988	XP_006407723.1	Np007G413930, Np005G317300
OG0006989	XP_006411274.1	Np006G332040
OG0006990	XP_006411264.1	Np006G332170
OG0006991	XP_006411252.1	Np006G332460
OG0006992	XP_006411222.1	Np006G333020
OG0006993	XP_006411210.1	Np006G333170
OG0006994	XP_006411189.1	Np006G333520, Np006G333470
OG0006995	XP_006411155.1	Np006G334010
OG0006996	XP_006411163.1	Np006G333880
OG0006998	XP_024016869.1	Np006G334870
OG0006999	XP_006411098.1	Np006G334930, Np007G391580
OG0007000	XP_006411097.1	Np006G334950, Np006G334940
OG0007002	XP_006410760.1	Np006G339860
OG0007003	XP_006410776.1	Np006G339680
OG0007004	XP_006410779.1	Np006G339620
OG0007005	XP_006410791.1	Np006G339500
OG0007006	XP_006410798.1	Np006G339380
OG0007007	XP_006410820.1	Np006G339130
OG0007008	XP_006410891.1	Np006G337780
OG0007009	XP_006410905.1	Np006G337620
OG0007010	XP_006410916.1	Np006G337530
OG0007011	XP_006410920.1	Np006G337430
OG0007012	XP_006410928.1	Np006G337200
OG0007013	XP_006410987.1	Np006G336500
OG0007014	XP_006411028.1	Np006G335770
OG0007015	XP_006411064.1	Np006G335340
OG0007016	XP_024008062.1	Np004G240450
OG0007017	XP_006389822.1	Np002G071190
OG0007018	XP_006416827.1	Np004G239950
OG0007019	XP_006407301.1	Np002G109310, Np007G408640
OG0007020	XP_006416770.1	Np004G239350
OG0007021	XP_006416762.1	Np004G239300
OG0007022	XP_024007782.1	Np004G239060
OG0007023	XP_006390676.1	Np002G082630
OG0007024	XP_006416686.1	Np006G333590
OG0007025	XP_006416677.1	Np004G238320
OG0007026	XP_006416662.1	Np004G238120
OG0007027	XP_006416653.1	Np004G237980, Np004G225770
OG0007028	XP_006416588.1	Np004G237160
OG0007029	XP_006416545.1	Np004G236680
OG0007030	XP_006416544.1	Np004G236670
OG0007031	XP_006416528.1	Np004G236470
OG0007032	XP_006416527.1	Np004G236460
OG0007033	XP_024008149.1	Np004G235950
OG0007034	XP_006416473.1	Np004G235800
OG0007035	XP_006416374.1	Np004G234830
OG0007036	XP_006416352.1	Np004G234550
OG0007037	XP_006416306.1	Np004G234030
OG0007038	XP_006416255.1	Np004G233290
OG0007039	XP_006416248.1	Np005G305580, Np004G232980
OG0007040	XP_024008943.1	Np004G232750
OG0007041	XP_006416232.1	Np004G232720
OG0007042	XP_024007738.1	Np002G083330
OG0007043	XP_006416084.2	Np004G230220
OG0007044	XP_006416056.1	Np004G229800
OG0007045	XP_006416042.1	Np004G229430
OG0007046	XP_006416014.1	Np004G228530
OG0007047	XP_006415884.1	Np004G209050
OG0007048	XP_006415820.1	Np004G209660
OG0007049	XP_024008670.1	Np004G209850
OG0007050	XP_006413446.1	Np005G282490
OG0007051	XP_006413416.1	Np005G282060
OG0007052	XP_024004464.1, XP_024004475.1	Np005G281870
OG0007053	XP_006401934.1	Np003G168070
OG0007054	XP_006413051.1	Np005G277450
OG0007055	XP_006404976.1	Np006G365710
OG0007056	XP_006404839.1	Np006G367040
OG0007057	XP_006411002.1	Np006G336170
OG0007058	XP_006404743.1	Np006G368350
OG0007059	XP_006404673.1	Np006G369250
OG0007060	XP_006404544.1	Np006G371210
OG0007061	XP_006395212.1	Np001G018010
OG0007062	XP_006391633.1, XP_006417000.1	Np004G242110
OG0007064	XP_006417080.1	Np004G242960
OG0007065	XP_006417145.1	Np004G244140
OG0007066	XP_006417165.1	Np004G244470
OG0007067	XP_006417171.1	Np004G244530
OG0007068	XP_006417231.1	Np004G245400
OG0007069	XP_006417238.1	Np004G245460
OG0007070	XP_006417298.1	Np004G246220
OG0007071	XP_006393676.1	Np004G246610
OG0007071	XP_024012435.1, XP_006417297.1, XP_024008083.1, XP_006417332.2	Np005G317170
OG0007072	XP_024008633.1	Np004G247390
OG0007073	XP_006417384.1	Np004G247410
OG0007074	XP_024008457.1	Np004G247560
OG0007075	XP_006417396.1	Np004G247580
OG0007076	XP_006417478.1	Np004G248510, Np004G248520
OG0007077	XP_006417503.1	Np004G248880
OG0007078	XP_006417542.1	Np004G249330
OG0007079	XP_006417545.2	Np004G249340
OG0007081	XP_024008327.1	Np004G250220
OG0007082	XP_024008154.1	Np004G250440
OG0007083	XP_006417709.1	Np004G251060
OG0007084	XP_024010842.1	Np006G322770
OG0007086	XP_006417816.1	Np004G252240
OG0007087	XP_006417818.1	Np004G252270
OG0007088	XP_006417870.2	Np004G252760
OG0007089	XP_024011973.1	Np003G171570
OG0007090	XP_006412392.1	Np005G263220
OG0007091	XP_006417945.1	Np004G253550
OG0007092	XP_006417959.1	Np004G253670
OG0007093	XP_006417994.1	Np004G254160
OG0007094	XP_024008311.1	Np004G255240
OG0007095	XP_024008664.1	Np004G255430
OG0007096	XP_024008777.1	Np004G255560
OG0007097	XP_006418113.1	Np004G255680
OG0007098	XP_006418117.1	Np004G255720
OG0007099	XP_006418146.1	Np004G256000
OG0007100	XP_006418229.1	Np004G256400
OG0007101	XP_006418197.1	Np004G256520
OG0007102	XP_024007802.1	Np004G257420
OG0007103	XP_006418282.1	Np004G257440
OG0007104	XP_006418288.1	Np004G257500
OG0007105	XP_006418292.1	Np004G257520
OG0007106	XP_024008453.1	Np004G258920
OG0007107	XP_006403907.1	Np001G053320
OG0007108	XP_006418486.1	Np004G259790
OG0007109	XP_006399948.1	Np003G141250
OG0007110	XP_006399945.1	Np003G141220
OG0007111	XP_006399943.1	Np003G141200
OG0007112	XP_024011569.1	Np003G141090
OG0007113	XP_006399997.1	Np003G141720
OG0007114	XP_006400059.1	Np003G142300
OG0007115	XP_006400035.1	Np003G142060
OG0007116	XP_006400089.1	Np003G142590
OG0007117	XP_006400177.1	Np003G143460
OG0007118	XP_006400197.1	Np003G143690
OG0007119	XP_006400198.1	Np003G143700
OG0007120	XP_006409320.1, XP_006400237.1	Np003G144140
OG0007121	XP_006400258.1	Np003G144450
OG0007122	XP_024012144.1	Np003G144750
OG0007123	XP_006400419.1	Np003G146490
OG0007124	XP_024011982.1	Np003G147080
OG0007125	XP_024006675.1	Np001G013960
OG0007126	XP_006394890.1	Np001G014070
OG0007127	XP_006394932.1	Np001G014600
OG0007128	XP_006394966.1	Np001G015000
OG0007129	XP_006395033.1	Np001G015850
OG0007130	XP_006395062.1	Np001G016390
OG0007131	XP_006395106.1	Np001G016910
OG0007132	XP_006395132.1	Np001G017050
OG0007133	XP_024006704.1	Np001G017780
OG0007134	XP_006395149.1	Np001G017280
OG0007135	XP_006399844.1	Np003G140310
OG0007136	XP_006399178.1	Np003G132700
OG0007137	XP_006399153.1	Np003G132440
OG0007138	XP_006399129.1	Np003G132170
OG0007139	XP_006399839.1	Np006G368300, Np003G140290
OG0007140	XP_024012238.1	Np003G140280
OG0007141	XP_006399103.1	Np003G131720
OG0007142	XP_024011523.1	Np003G130550
OG0007143	XP_006398966.1	Np003G129860
OG0007144	XP_006398941.1	Np003G129530
OG0007145	XP_006398949.1	Np003G129660
OG0007146	XP_006398907.1	Np003G129090
OG0007147	XP_006400506.1	Np003G147420
OG0007148	XP_006394835.1	Np001G013480
OG0007149	XP_006394830.1	Np001G013410
OG0007150	XP_006394828.1	Np001G013390
OG0007151	XP_006394754.1	Np001G012340
