Orthogroup	Eutrema_salsugineum	Odontarrhena_muralis
OG0009415	XP_024015498.1	Om002G059800
OG0009416	XP_006407019.1	Om002G060240
OG0009417	XP_006407015.1	Om002G060270
OG0009418	XP_006407013.1	Om002G060290
OG0009419	XP_006406934.1	Om002G061310
OG0009420	XP_006406919.1	Om002G061440
OG0009421	XP_006406917.2	Om002G061460
OG0009422	XP_006406914.1	Om002G061490
OG0009423	XP_006406908.1	Om002G061510
OG0009424	XP_024015544.1	Om002G061940
OG0009425	XP_024015733.1	Om002G061990
OG0009426	XP_006406863.1, XP_024015243.1	Om002G062070
OG0009427	XP_006406805.1	Om002G063160
OG0009428	XP_006406800.1	Om002G063260
OG0009429	XP_024015041.1	Om002G063270
OG0009430	XP_024015757.1	Om002G063760
OG0009431	XP_006406743.1	Om002G063880
OG0009432	XP_024014165.1, XP_006406742.1	Om002G063890
OG0009433	XP_006396269.1	Om004G157890
OG0009434	XP_006406709.1	Om002G064280
OG0009435	XP_006406660.1	Om002G064800
OG0009436	XP_006406632.1	Om002G065160
OG0009437	XP_024015317.1	Om002G065350
OG0009438	XP_006406590.1	Om002G065600
OG0009439	XP_006406584.2	Om002G065660
OG0009440	XP_006406549.1	Om002G066140
OG0009442	XP_024015012.1	Om002G066870
OG0009443	XP_006406494.2	Om002G066880
OG0009444	XP_006406443.1	Om002G067370
OG0009445	XP_006406434.1	Om002G067470
OG0009446	XP_006406397.1	Om002G068020
OG0009447	XP_006406381.1	Om002G068210
OG0009448	XP_024015384.1	Om002G068240
OG0009449	XP_024015567.1	Om002G068370
OG0009450	XP_006406336.1	Om002G068860
OG0009451	XP_006406309.1	Om002G069130
OG0009452	XP_006406246.1	Om002G069740
OG0009453	XP_006406188.1	Om002G070560
OG0009454	XP_006406165.1	Om002G070770
OG0009455	XP_024015071.1	Om002G071310
OG0009456	XP_006406028.1	Om002G072320
OG0009457	XP_006406029.1	Om002G072310
OG0009458	XP_006418652.1	Om002G075070
OG0009459	XP_006401980.1	Om003G112500
OG0009460	XP_006401927.1	Om002G079300
OG0009461	XP_006403308.1, XP_006396089.1	Om002G077890
OG0009462	XP_024016645.1	Om002G078880
OG0009463	XP_006409691.1	Om002G079170
OG0009464	XP_024016636.1	Om002G079190
OG0009465	XP_006409683.1	Om002G079470
OG0009466	XP_006399709.2	Om004G163050
OG0009467	XP_024016434.1	Om005G181460
OG0009468	XP_006409532.1	Om002G081890
OG0009469	XP_006409529.1	Om002G081920
OG0009470	XP_024016551.1	Om002G081930
OG0009471	XP_006409336.1	Om002G083760
OG0009472	XP_006409307.1	Om002G084030
OG0009473	XP_006409300.1	Om002G084120
OG0009474	XP_006409223.1	Om002G084610
OG0009475	XP_006409143.1	Om002G085850
OG0009476	XP_006409086.1	Om002G086620
OG0009477	XP_006409037.1	Om002G087210
OG0009478	XP_006408948.1	Om002G088060
OG0009479	XP_006408949.1	Om002G088070
OG0009480	XP_006408955.1	Om002G088150
OG0009481	XP_006408965.1	Om002G088220
OG0009482	XP_024016009.1	Om002G088580, Om001G022190
OG0009483	XP_006392579.1	Om003G089700
OG0009484	XP_006392662.1	Om003G090670
OG0009485	XP_006392680.1	Om003G090940
OG0009486	XP_006392723.1	Om003G091570
OG0009487	XP_006392752.1	Om003G092170
OG0009488	XP_006392758.1	Om003G092190
OG0009489	XP_006392783.1	Om003G092790
OG0009490	XP_024006170.1	Om003G093450
OG0009491	XP_006392844.1	Om003G093710
OG0009492	XP_006392854.1	Om003G093830, Om003G093820
OG0009493	XP_024005935.1	Om003G094560
OG0009494	XP_006393098.1	Om001G014150, Om003G096420
OG0009495	XP_006393075.1	Om003G096100
OG0009496	XP_024006046.1	Om003G097140
OG0009497	XP_024006322.1	Om003G097420
OG0009498	XP_006393186.1	Om003G097520
OG0009499	XP_024012126.1	Om004G161010
OG0009500	XP_006393219.1	Om003G097870
OG0009501	XP_006393239.1	Om003G098030
OG0009502	XP_006393245.1	Om003G098110
OG0009503	XP_006402357.1	Om003G128240
OG0009504	XP_006393319.1	Om003G098820
OG0009505	XP_006393322.1	Om003G098870
OG0009506	XP_006393325.1	Om003G098910
OG0009507	XP_006410613.1	Om008G339830
OG0009509	XP_006410585.1	Om008G340170
OG0009510	XP_006403870.1	Om006G256690
OG0009511	XP_006403845.2	Om006G256490
OG0009512	XP_006403837.1	Om006G256420
OG0009513	XP_006403760.1	Om006G255460
OG0009514	XP_024013733.1	Om006G254990
OG0009515	XP_024003663.1, XP_006403720.1	Om006G255040
OG0009516	XP_006403680.1	Om006G254570
OG0009517	XP_006403645.1	Om006G254140
OG0009518	XP_006403622.1	Om006G253820
OG0009519	XP_006403614.1	Om006G253910
OG0009520	XP_006403611.1	Om006G253930
OG0009521	XP_024013790.1	Om006G256970
OG0009522	XP_006403609.1	Om006G253950
OG0009523	XP_024014642.1	Om008G359850
OG0009524	XP_006403548.1	Om006G253000
OG0009525	XP_024013454.1	Om006G253010
OG0009526	XP_006411113.1	Om008G332910
OG0009527	XP_024013498.1	Om006G252850
OG0009528	XP_006403515.2	Om006G252680
OG0009529	XP_006403466.1	Om006G252010
OG0009530	XP_006403040.2	Om006G251080
OG0009531	XP_006403037.1	Om006G251050
OG0009532	XP_006403010.1	Om006G250720
OG0009533	XP_006403001.1	Om006G250560
OG0009534	XP_006402929.1	Om003G119910
OG0009535	XP_006402923.2	Om005G225390, Om008G354860
OG0009536	XP_006402916.1	Om003G120120
OG0009537	XP_006402817.1	Om003G121320
OG0009538	XP_006402805.1	Om003G121570
OG0009539	XP_006402799.1	Om003G121630
OG0009540	XP_006402747.1	Om003G122630
OG0009541	XP_006402732.1	Om003G123060
OG0009542	XP_006402701.1	Om003G123520
OG0009543	XP_006402686.1	Om003G123730
OG0009544	XP_006394623.1	Om006G238140
OG0009545	XP_006402574.1	Om003G125490
OG0009546	XP_006402573.1	Om003G125500
OG0009547	XP_006402554.1	Om003G125740
OG0009548	XP_006402518.1	Om003G126070
OG0009549	XP_006402502.1	Om003G126250
OG0009550	XP_006402499.2	Om003G126270
OG0009551	XP_024012896.1	Om003G126790
OG0009552	XP_006402378.1	Om003G128030
OG0009553	XP_006402377.1	Om008G357830, Om003G128040
OG0009554	XP_006402308.1	Om003G128900
OG0009555	XP_006402298.1	Om003G129030
OG0009556	XP_006402293.1	Om003G129110
OG0009557	XP_006402538.1	Om003G125900
OG0009561	XP_006393253.2	Om003G098180
OG0009562	XP_024004394.1	Om001G035370, Om001G034730, Om001G035320, Om001G035360, Om001G021530
OG0009563	XP_006402903.1	Om003G120240
OG0009565	XP_006398094.1	Om008G356670
OG0009568	XP_006410991.1	Om008G334760
OG0009569	XP_006411044.1, XP_006404224.2	Om008G334000
OG0009570	XP_024003999.1	Om008G328510
OG0009571	XP_006397837.2	Om008G320850
OG0009572	XP_006390627.1	Om004G142300
OG0009573	XP_006412999.1	Om001G021950
OG0009574	XP_006412295.1	Om001G031770
OG0009575	XP_006412385.1	Om001G030440
OG0009576	XP_006418044.2	Om005G182590
OG0009577	XP_006417634.1	Om005G186920
OG0009578	XP_006417604.1	Om005G187140
OG0009579	XP_006417515.1	Om005G188380
OG0009580	XP_006417440.1	Om005G189300
OG0009581	XP_006417286.1	Om005G191210
OG0009582	XP_006417267.2	Om005G191410
OG0009583	XP_006416876.1	Om005G196590
OG0009584	XP_024006414.1, XP_024006413.1, XP_024009733.1	Om004G158570, Om005G199220, Om008G346770
OG0009585	XP_006390778.1	Om005G206390
OG0009586	XP_006391130.1	Om005G210780
OG0009587	XP_006409092.1	Om002G086570
OG0009588	XP_006393517.1	Om002G080810
OG0009590	XP_006406844.1	Om002G062320, Om002G062310, Om002G062360
OG0009591	XP_006399853.2	Om004G161220
OG0009595	XP_024005048.1	Om001G000300
OG0009597	XP_006393613.1	Om007G287890
OG0009598	XP_006393524.1	Om007G286970
OG0009599	XP_024006063.1	Om007G286880
OG0009601	XP_006410272.1	Om007G280540
OG0009602	XP_024004712.1	Om007G285760
OG0009603	XP_006399904.1	Om007G301910
OG0009604	XP_006400015.1	Om007G300520
OG0009605	XP_006400043.1	Om007G300100
OG0009606	XP_006400063.1	Om007G299840
OG0009607	XP_006400219.1	Om007G297820
OG0009609	XP_006405450.1	Om003G115870, Om007G317300
OG0009610	XP_006405296.1	Om007G318420
OG0009611	XP_006401105.1	Om006G247900
OG0009612	XP_006394806.1	Om006G240330
OG0009613	XP_006394489.2	Om006G236510, Om006G236500
OG0009614	XP_006394485.1	Om006G236450
OG0009615	XP_006393884.1	Om006G230110
OG0009616	XP_006393878.1	Om006G230040
OG0009622	XP_006403895.1	Om006G257010
OG0009628	XP_024008982.1	Om004G148370
OG0009635	XP_006409013.1	Om006G237910
OG0009636	XP_006397712.2	Om001G001070
OG0009637	XP_006412844.1	Om001G024380
OG0009639	XP_024005317.1	Om001G024940
OG0009640	XP_006412796.1	Om001G025120
OG0009641	XP_006412745.1	Om006G271530, Om001G025620
OG0009642	XP_006412716.1	Om001G026040
OG0009643	XP_006408596.2	Om001G026430
OG0009644	XP_006400555.1	Om006G241610
OG0009646	XP_006412635.2	Om001G027290
OG0009647	XP_006393519.1	Om007G286940, Om007G286930
OG0009648	XP_006412565.1	Om001G028290
OG0009649	XP_006412469.1	Om001G029400
OG0009650	XP_006412419.1	Om001G029980
OG0009651	XP_006412428.2	Om001G029900
OG0009652	XP_006412389.1	Om001G030400
OG0009653	XP_024005682.1	Om001G030860
OG0009654	XP_024012398.1	Om006G243150, Om006G243190
OG0009655	XP_006412315.1	Om001G031490
OG0009656	XP_006412309.2	Om001G031560
OG0009657	XP_006412286.1	Om001G031890
OG0009658	XP_006409501.1	Om002G081940
OG0009659	XP_006412237.1	Om001G032570
OG0009660	XP_006412168.1	Om001G033550
OG0009661	XP_006412158.1	Om001G033680
OG0009662	XP_006400788.1	Om006G244260, Om001G000870
OG0009663	XP_024004664.1	Om001G034240
OG0009664	XP_006415381.1	Om007G291710, Om003G097170
OG0009665	XP_024008966.1	Om007G292340
OG0009666	XP_006415288.1	Om007G292650
OG0009667	XP_006415287.1	Om007G292660
OG0009668	XP_006415275.1	Om007G292730
OG0009669	XP_006415216.1	Om007G276950
OG0009670	XP_006415209.1	Om007G276910
OG0009671	XP_024008351.1	Om007G276810
OG0009672	XP_006415175.1	Om007G276670
OG0009673	XP_006413600.1	Om001G009800
OG0009674	XP_006415166.1	Om007G276600
OG0009675	XP_006415160.1	Om007G276580
OG0009676	XP_006415159.1	Om007G276570
OG0009677	XP_006415156.1	Om007G276550
OG0009678	XP_006414286.1	Om006G266820, Om006G266830, Om007G276320
OG0009679	XP_006414288.1	Om007G276300
OG0009680	XP_024004378.1	Om007G275680
OG0009681	XP_006414366.1	Om007G301860, Om007G275590
OG0009682	XP_006392451.1	Om002G086170, Om005G217090
OG0009683	XP_006404044.1	Om002G082240, Om005G185810
OG0009684	XP_006392395.1	Om005G217980
OG0009685	XP_006392393.1	Om005G205560
OG0009686	XP_024005385.1	Om011G365200, Om020G374460
OG0009687	XP_006392311.1	Om005G218840
OG0009688	XP_006392242.1	Om005G219860
OG0009689	XP_006392243.1	Om005G219820
OG0009690	XP_006392209.1	Om005G220140
OG0009691	XP_006392070.1	Om005G221970
OG0009693	XP_006391962.1	Om005G223740
OG0009694	XP_024011040.1	Om002G066840
OG0009695	XP_006398525.1	Om008G334830
OG0009696	XP_006398527.2	Om002G066050
OG0009697	XP_006398533.1	Om008G353640
OG0009698	XP_006416953.2	Om005G195620
OG0009699	XP_006398541.1	Om006G275320
OG0009700	XP_006395871.1	Om006G275170
OG0009701	XP_006416998.1	Om005G194810
OG0009702	XP_006395804.1	Om006G274670
OG0009703	XP_006395739.1	Om006G274210
OG0009704	XP_006395680.2	Om006G273680
OG0009705	XP_006395673.1	Om006G273630
OG0009706	XP_006395670.1	Om006G273600
OG0009707	XP_006395632.1	Om006G273100, Om006G267900
OG0009708	XP_006395631.1	Om006G273070
OG0009709	XP_024006879.1	Om006G272820
OG0009710	XP_024007066.1	Om006G272460
OG0009711	XP_024006784.1	Om006G272320
OG0009712	XP_006395525.1	Om006G272070
OG0009713	XP_006395524.1	Om006G272060, Om008G356560
OG0009714	XP_006395446.1	Om006G271200
OG0009716	XP_024007461.1	Om006G269600
OG0009717	XP_006395325.1	Om003G098720
OG0009718	XP_024007011.1	Om006G269580
OG0009719	XP_006395290.1	Om006G269360
OG0009720	XP_024014351.1, XP_006395266.1	Om006G269280
OG0009721	XP_006395265.1	Om006G269260
OG0009722	XP_006405686.1	Om007G315180
OG0009723	XP_006391480.1	Om005G212870
OG0009724	XP_024010876.1	Om005G212880
OG0009725	XP_024008570.1	Om005G213520
OG0009726	XP_006391345.1	Om006G233340, Om005G208770
OG0009727	XP_006391332.1	Om007G302930, Om005G214200
OG0009728	XP_006391548.1	Om005G214990
OG0009730	XP_006391561.1	Om005G215160
OG0009731	XP_024010595.1	Om005G215370, Om002G044940, Om004G156760, Om006G256820
OG0009732	XP_024011957.1	Om004G159040
OG0009733	XP_006391579.1	Om005G215770
OG0009734	XP_024016278.1	Om005G228830
OG0009735	XP_024015350.1	Om005G228800
OG0009736	XP_006391615.1	Om005G228560
OG0009737	XP_006391624.1	Om005G228390
OG0009738	XP_006391674.1	Om005G227660
OG0009739	XP_006391694.1	Om005G227140
OG0009740	XP_006391717.1	Om005G226800
OG0009742	XP_006391800.1	Om005G225480
OG0009743	XP_006417226.1	Om005G191970
OG0009744	XP_006391908.1	Om005G224470
OG0009745	XP_006391860.2	Om004G156070
OG0009747	XP_006413243.1	Om001G018200
OG0009749	XP_024003952.1	Om008G328460, Om008G328470
OG0009750	XP_006411355.1	Om008G328970
OG0009751	XP_006411354.1	Om008G328990
OG0009752	XP_006411351.1	Om008G329010
OG0009753	XP_006411349.1	Om008G329090
OG0009754	XP_006411345.1	Om008G329160
OG0009755	XP_006411344.1	Om008G329170
OG0009756	XP_006407693.1	Om002G051760
OG0009757	XP_024015806.1	Om002G052300
OG0009758	XP_006407606.1	Om002G052960
OG0009759	XP_006407534.1	Om002G053660
OG0009760	XP_006407479.1	Om002G054320
OG0009761	XP_006407471.1	Om002G054410
OG0009762	XP_024015082.1	Om002G054720
OG0009763	XP_006407401.1	Om002G055480
OG0009764	XP_006407349.2	Om002G055970
OG0009765	XP_006402248.1	Om004G131660
OG0009767	XP_006402165.1	Om003G110260
OG0009768	XP_006402157.2	Om003G110210
OG0009769	XP_006402140.1	Om003G110870
OG0009770	XP_006402127.1	Om003G111290
OG0009771	XP_006402039.1	Om003G111500
OG0009772	XP_006402011.1	Om003G112120
OG0009773	XP_006402008.1	Om003G112150
OG0009774	XP_006401983.1	Om008G325920
OG0009776	XP_006399879.1	Om004G160880
OG0009777	XP_006401907.1	Om003G112960
OG0009778	XP_006401868.1	Om003G113200
OG0009779	XP_024011159.1	Om003G113350
OG0009780	XP_006401841.1	Om003G113480
OG0009783	XP_006401768.2	Om003G114090
OG0009784	XP_006401764.1, XP_024009650.1	Om003G114140
OG0009785	XP_006401762.1	Om003G114220
OG0009786	XP_006401718.1	Om003G114770
OG0009787	XP_006401724.1	Om003G114660
OG0009788	XP_006401731.1	Om003G114600
OG0009789	XP_006401715.1	Om003G114820
OG0009790	XP_006401691.1	Om003G115120
OG0009791	XP_006401633.1	Om003G115670
OG0009792	XP_006401649.1	Om003G115510
OG0009793	XP_006401657.1	Om003G115430
OG0009794	XP_006401667.1	Om003G115350
OG0009795	XP_006401590.1	Om003G115950
OG0009796	XP_006401555.1	Om003G116230
OG0009797	XP_006391507.1	Om008G341840
OG0009798	XP_006401498.1	Om003G116860
OG0009799	XP_006401490.1	Om003G116990
OG0009800	XP_006401434.1	Om003G117630
OG0009801	XP_006401422.1	Om003G117720
OG0009802	XP_024011160.1	Om003G117940
OG0009803	XP_006401353.1	Om003G118580
OG0009804	XP_006401315.2	Om003G119070
OG0009805	XP_006401306.1	Om006G250430
OG0009806	XP_006401289.1	Om006G250270
OG0009807	XP_006401279.2	Om006G250110
OG0009808	XP_006401260.1	Om006G249890
OG0009809	XP_006401195.2	Om006G249200
OG0009810	XP_006401177.1	Om006G248650
OG0009811	XP_006401171.1	Om006G248580
OG0009812	XP_024012307.1	Om006G248550
OG0009813	XP_006401138.1	Om006G248180
OG0009814	XP_006401129.1	Om006G248110
OG0009815	XP_024011649.1	Om006G248090
OG0009816	XP_006402738.1	Om002G064810, Om003G122860
OG0009817	XP_006393696.1	Om003G092210
OG0009819	XP_006399804.1	Om004G161740
OG0009820	XP_024012339.1	Om004G162440
OG0009821	XP_006399741.1	Om004G162460
OG0009822	XP_024012243.1	Om004G162500
OG0009823	XP_006399739.1	Om004G162510
OG0009824	XP_006399730.1	Om004G162700
OG0009826	XP_006399718.1	Om004G162870
OG0009827	XP_006399708.1	Om004G163070
OG0009828	XP_006399663.1	Om004G163590
OG0009829	XP_006399657.1	Om004G163680
OG0009830	XP_006399603.1	Om004G164400
OG0009831	XP_006399590.1	Om004G164570
OG0009832	XP_024012497.1	Om004G164680
OG0009833	XP_006399578.1	Om004G164750
OG0009834	XP_006399535.1	Om004G165540, Om004G165550
OG0009835	XP_006399511.1	Om004G165830
OG0009836	XP_006399427.1	Om004G166740
OG0009837	XP_006394163.1	Om006G233140
OG0009838	XP_006399405.1	Om004G166980
OG0009839	XP_006399345.1	Om004G167430
OG0009840	XP_006399332.1	Om004G167590
OG0009841	XP_006399291.1	Om004G168020
OG0009842	XP_006399281.1	Om004G168120
OG0009843	XP_006399249.1	Om004G168470
OG0009844	XP_006399230.1	Om004G168760
OG0009845	XP_006404355.1	Om006G264110
OG0009846	XP_006414221.1	Om001G000330
OG0009847	XP_006414186.1	Om001G000910
OG0009848	XP_024005551.1	Om002G075640, Om001G002030
OG0009849	XP_006414115.1	Om001G002130
OG0009850	XP_006414101.1	Om001G002330
OG0009851	XP_006414068.1	Om001G002740
OG0009852	XP_006414036.1	Om001G003130
OG0009853	XP_006413998.1	Om001G003720
OG0009854	XP_024004698.1	Om001G004090
OG0009855	XP_006413925.1	Om001G005020
OG0009856	XP_024005686.1	Om001G006730
OG0009857	XP_006413807.1	Om001G006900
OG0009858	XP_006413737.1	Om001G007910, Om001G007920
OG0009859	XP_006413711.1	Om001G008200
OG0009860	XP_006413585.1	Om001G009970, Om001G009980
OG0009861	XP_006413582.1	Om001G010000
OG0009862	XP_006413558.1	Om001G010500
OG0009863	XP_006413550.1	Om001G010630
OG0009865	XP_006413474.2	Om001G011590
OG0009867	XP_006415056.1	Om001G012590
OG0009868	XP_006415033.1	Om001G013030
OG0009869	XP_006396072.1	Om001G013270
OG0009870	XP_006396071.1	Om001G013310
OG0009871	XP_024009120.1	Om001G013360
OG0009872	XP_006397465.1	Om001G014190
OG0009873	XP_006393774.1	Om001G015850
OG0009875	XP_006409815.2	Om001G016820
OG0009876	XP_006393611.1	Om007G287900
OG0009877	XP_006415690.1	Om007G288420
OG0009878	XP_024008416.1	Om007G288930
OG0009879	XP_006415589.1	Om007G289600
OG0009880	XP_006396086.1, XP_006415557.1	Om007G290100
OG0009881	XP_006415554.1	Om007G290120
OG0009882	XP_006415540.1	Om007G290320
OG0009883	XP_006415524.1	Om007G290470
OG0009884	XP_006415522.1	Om007G290480
OG0009885	XP_006415496.1	Om007G290820
OG0009886	XP_006415488.1	Om007G290860
OG0009887	XP_006415485.1	Om007G290890
OG0009888	XP_006415467.1	Om007G291040
OG0009889	XP_006415428.1	Om007G291410, Om007G291400
OG0009890	XP_024008733.1	Om007G291610
OG0009891	XP_006412106.1	Om001G034610
OG0009892	XP_006412099.1	Om001G034670
OG0009893	XP_006412021.1	Om001G035870
OG0009894	XP_006412009.1	Om001G036090
OG0009895	XP_006411973.1	Om001G036640
OG0009896	XP_006411971.1	Om001G036660
OG0009897	XP_006411962.1	Om001G036750
OG0009898	XP_006411954.1	Om001G036880
OG0009899	XP_006411940.1	Om001G037160
OG0009900	XP_006411938.1	Om001G037220
OG0009901	XP_006411911.1	Om001G037900
OG0009902	XP_006411904.1	Om001G037970
OG0009903	XP_006404784.1	Om004G151550
OG0009904	XP_006411880.1	Om001G038260
OG0009905	XP_006411871.1	Om001G038360
OG0009906	XP_006411853.1	Om001G038700
OG0009907	XP_006411846.1	Om001G038830
OG0009908	XP_006411838.1, XP_006401204.1	Om001G038980
OG0009909	XP_006411825.1	Om001G039150
OG0009910	XP_006411820.1	Om001G039210
OG0009911	XP_006411801.1	Om001G039560
OG0009912	XP_006411770.1	Om001G039860
OG0009913	XP_006411762.1	Om001G039930
OG0009914	XP_006411742.1	Om001G040410
OG0009915	XP_006411702.1	Om001G040880
OG0009916	XP_006411690.1	Om001G041050
OG0009918	XP_006395927.1	Om003G106500
OG0009919	XP_024013082.1	Om003G108670
OG0009920	XP_006405764.1	Om007G314760
OG0009921	XP_006405632.1	Om007G315470
OG0009922	XP_006405626.1	Om007G315570
OG0009923	XP_006405604.1	Om007G315720
OG0009924	XP_006410660.1	Om005G224270, Om005G224240, Om008G339270
OG0009925	XP_006410727.1	Om008G338340
OG0009926	XP_006391990.1	Om005G223010
OG0009927	XP_006402489.1	Om003G126400, Om005G208780
OG0009928	XP_006410711.1	Om008G338570
OG0009929	XP_024016800.1	Om008G338610
OG0009930	XP_024003733.1	Om008G338850
OG0009931	XP_006410693.1	Om008G338920
OG0009932	XP_006410688.1	Om008G338960
OG0009933	XP_006397139.1	Om008G346220
OG0009934	XP_024009820.1	Om008G345970
OG0009935	XP_006397186.1	Om008G343350
OG0009936	XP_024014176.1	Om003G113850
OG0009937	XP_024004134.1	Om008G340480
OG0009938	XP_006410513.1	Om008G340900
OG0009940	XP_006410501.1	Om008G341010
OG0009941	XP_006403358.1	Om002G086900
OG0009942	XP_006403367.1	Om008G342360
OG0009943	XP_006405271.1	Om008G342880
OG0009944	XP_006397110.1	Om008G346450
OG0009945	XP_024010201.1	Om008G346970, Om008G348220
OG0009946	XP_006397093.1	Om008G347060
OG0009947	XP_006397031.2	Om006G242090
OG0009948	XP_006397026.1	Om008G349860, Om008G349880
OG0009949	XP_006396851.1	Om008G351910
OG0009950	XP_024010085.1	Om008G352750
OG0009951	XP_024010113.1	Om008G353440
OG0009952	XP_006396709.1	Om008G353750
OG0009953	XP_024009830.1	Om008G353860
OG0009954	XP_006396678.1	Om008G354010
OG0009955	XP_006396676.1	Om008G354050
OG0009956	XP_006396673.1	Om008G354100
OG0009957	XP_006396635.1	Om008G354910
OG0009958	XP_006398057.1	Om008G356120, Om008G356090
OG0009959	XP_006398170.1	Om008G357670
OG0009960	XP_006398191.1	Om008G357990
OG0009961	XP_006398211.1	Om008G358160
OG0009962	XP_006398212.1	Om008G358180
OG0009963	XP_006398290.1	Om008G359540
OG0009965	XP_024011001.1	Om008G360890
OG0009967	XP_006398395.1	Om008G361830
OG0009968	XP_006397994.1	Om008G318780
OG0009969	XP_006398462.1	Om008G362780
OG0009970	XP_006398465.1	Om008G362820, Om006G263120
OG0009971	XP_006398444.1	Om008G362590
OG0009972	XP_024005034.1	Om003G105210
OG0009973	XP_006406051.1	Om002G072070, Om002G072000
OG0009974	XP_006411933.1	Om001G037300
OG0009975	XP_006414933.1	Om003G104180
OG0009976	XP_006403603.1, XP_024015846.1	Om006G253630
OG0009977	XP_024005878.1	Om003G103950
OG0009978	XP_006414863.2	Om003G103770
OG0009979	XP_006414767.1	Om003G103320
OG0009980	XP_024005091.1, XP_006410619.1	Om003G102600
OG0009981	XP_006414642.1	Om003G102360
OG0009982	XP_006406264.1	Om002G069560
OG0009983	XP_024014575.1	Om007G316280
OG0009984	XP_024014606.1	Om007G316320
OG0009985	XP_006405577.1	Om007G316330
OG0009986	XP_006405537.1	Om007G316610
OG0009987	XP_006405533.1	Om007G316620, Om001G005820
OG0009988	XP_024004197.1	Om008G332840
OG0009989	XP_006405360.1	Om007G318150
OG0009991	XP_024014678.1	Om007G318470
OG0009992	XP_024009789.1	Om008G346130
OG0009993	XP_006397995.1	Om008G318730
OG0009994	XP_006397958.1	Om008G319180
OG0009995	XP_006397929.2	Om008G319550
OG0009996	XP_006397925.1	Om008G319590
OG0009997	XP_006397867.1	Om008G320340
OG0009998	XP_006397864.1	Om008G320380
OG0009999	XP_006397857.1	Om008G320540
OG0010000	XP_006397811.1	Om008G321110
OG0010001	XP_024010821.1	Om008G321140
OG0010002	XP_006397776.1	Om008G321590
OG0010003	XP_006397732.1	Om008G322100
OG0010004	XP_006397717.1	Om008G322250
OG0010005	XP_006397705.1	Om008G350040, Om008G322320
OG0010006	XP_006397703.1	Om008G322330
OG0010007	XP_006397673.2	Om008G322820, Om008G322810
OG0010008	XP_006397669.1	Om008G322840
OG0010009	XP_006409024.1	Om002G071340
OG0010010	XP_006397570.1, XP_024014728.1	Om008G324130
OG0010011	XP_024010783.1	Om008G324540
OG0010012	XP_006397550.1	Om008G324550
OG0010013	XP_006397541.1	Om008G324780
OG0010014	XP_006397526.1	Om008G325040
OG0010015	XP_006411587.1	Om008G325640
OG0010016	XP_006411583.1	Om008G325680
OG0010017	XP_006411581.1	Om008G325700
OG0010018	XP_006411579.1	Om008G325760
OG0010019	XP_006411472.1	Om008G327090
OG0010020	XP_024003748.1	Om008G327020
OG0010021	XP_024012805.1	Om003G120860
OG0010022	XP_006411451.1	Om008G327520
OG0010023	XP_006411439.1	Om008G327350
OG0010024	XP_006411420.1	Om008G327870
OG0010025	XP_006411414.1	Om008G327930
OG0010026	XP_006398676.1	Om004G175800
OG0010027	XP_006398679.1	Om004G175810
OG0010028	XP_006398701.1	Om004G175710
OG0010029	XP_006398715.1	Om004G175530
OG0010030	XP_006398724.1	Om004G175340
OG0010031	XP_006398746.1	Om004G175110
OG0010032	XP_006398771.1	Om004G174550
OG0010033	XP_006398776.1	Om004G174480
OG0010034	XP_006396786.2, XP_006398784.1, XP_024013271.1	Om004G174440
OG0010035	XP_006398790.1	Om004G174360
OG0010036	XP_006398804.1	Om004G174230
OG0010037	XP_006398806.1	Om004G174220
OG0010038	XP_006398847.1	Om004G173650
OG0010039	XP_006398854.1	Om004G173590
OG0010040	XP_006400493.1	Om006G241080
OG0010041	XP_006400520.1	Om006G241250
OG0010042	XP_006400516.2	Om006G241120
OG0010043	XP_006400577.1	Om006G241810
OG0010044	XP_006400578.1	Om006G241820
OG0010045	XP_006400592.2	Om006G241960
OG0010046	XP_024012184.1	Om006G241920
OG0010047	XP_006400612.1	Om006G242200
OG0010048	XP_006400614.1	Om006G242210
OG0010049	XP_006400129.1	Om007G299000
OG0010050	XP_006400639.1	Om006G242450
OG0010051	XP_006400652.1	Om006G242620
OG0010052	XP_006400677.1	Om006G242910
OG0010054	XP_006405412.1	Om001G029100
OG0010055	XP_006400764.1	Om006G244100
OG0010056	XP_006400815.1	Om006G244490
OG0010057	XP_006400832.1	Om005G180910, Om006G244780
OG0010058	XP_006400846.1	Om006G244920
OG0010059	XP_006400886.1	Om006G245390
OG0010060	XP_024011839.1	Om006G245910
OG0010061	XP_024008692.1	Om007G288240
OG0010062	XP_006401028.1	Om006G247140
OG0010063	XP_006394300.1	Om006G234460
OG0010064	XP_006394290.1	Om006G234340
OG0010065	XP_006394287.2	Om006G234320
OG0010066	XP_006394282.1	Om006G234270
OG0010067	XP_006401423.1	Om003G117710
OG0010068	XP_024006762.1	Om006G233590
OG0010069	XP_006394188.1	Om006G233300
OG0010070	XP_006394170.1	Om006G233190
OG0010071	XP_006394159.1	Om006G233110
OG0010072	XP_006394095.1	Om006G232390
OG0010073	XP_006394077.1	Om006G232160
OG0010074	XP_006394075.2	Om006G232150
OG0010075	XP_006394001.1	Om006G231510
OG0010076	XP_006393997.1	Om006G231460
OG0010077	XP_006393917.1	Om006G230500
OG0010078	XP_006393901.1	Om006G230290
OG0010079	XP_006393897.2	Om006G230260
