Orthogroup	Eutrema_salsugineum	Aethionema_saxatile
OG0008257	XP_006390115.1	As010G236270
OG0008258	XP_006390125.1	As010G236340
OG0008259	XP_006390146.1	As010G236570
OG0008260	XP_006390188.1	As010G236990
OG0008261	XP_006390243.1	As010G237460
OG0008262	XP_024008392.1	As010G237520
OG0008263	XP_024010392.1	As010G237680
OG0008264	XP_006390271.1	As010G237690
OG0008265	XP_006390284.1	As010G237830
OG0008266	XP_006390288.1	As010G237900
OG0008267	XP_006390297.1	As012G277330, As010G238000
OG0008268	XP_006390336.2	As010G238370
OG0008269	XP_006390368.1	As010G238620
OG0008270	XP_006390394.1	As010G238800
OG0008271	XP_006390434.1	As010G239160
OG0008272	XP_006390466.1	As010G239390
OG0008273	XP_006390490.1	As010G239580
OG0008274	XP_006390501.1	As010G239690
OG0008275	XP_006390506.1	As010G239760
OG0008276	XP_006390526.1	As010G239920
OG0008277	XP_006390558.1	As010G240190
OG0008278	XP_006390565.1	As010G240250
OG0008279	XP_006390592.1	As010G240590
OG0008281	XP_006390649.1	As010G241250
OG0008282	XP_024007701.1	As010G241550
OG0008283	XP_024008051.1	As010G242430
OG0008284	XP_006389885.1	As010G242880
OG0008285	XP_024006710.1	As010G243070
OG0008286	XP_006389853.1	As010G243170
OG0008287	XP_006389831.1	As010G243420
OG0008288	XP_006389818.1	As010G243510
OG0008289	XP_006389807.1	As010G243660
OG0008290	XP_006389783.1	As010G243860
OG0008291	XP_006389779.1	As010G243910
OG0008292	XP_006389755.1	As010G244130
OG0008293	XP_006389715.1	As010G244430
OG0008294	XP_006407305.1	As011G244630
OG0008295	XP_006407270.1	As011G244880
OG0008296	XP_006407264.1	As011G244910
OG0008297	XP_006407243.1	As011G245150
OG0008298	XP_006407219.1	As011G245370
OG0008299	XP_006407153.1	As011G245870
OG0008300	XP_006394825.1	As011G245890
OG0008301	XP_006407150.1	As011G245900
OG0008302	XP_006407147.1	As011G245940
OG0008303	XP_024015355.1	As011G245980
OG0008304	XP_024014932.1	As011G246170
OG0008306	XP_006407115.1	As011G246270
OG0008307	XP_006407105.1	As011G246340
OG0008308	XP_006407034.1	As011G247020
OG0008309	XP_006407016.1	As011G247200
OG0008310	XP_006406996.1	As011G247370
OG0008311	XP_006406992.1	As011G247400
OG0008312	XP_006392872.1	As012G270440, As011G247770
OG0008313	XP_006406906.1	As011G248080
OG0008314	XP_006406856.1	As011G248420
OG0008315	XP_006406849.1	As011G248470
OG0008316	XP_024014848.1	As011G248950
OG0008317	XP_006406751.1	As011G249360
OG0008318	XP_006406738.1	As011G249470
OG0008319	XP_024015532.1	As011G249860
OG0008320	XP_006406669.1	As011G250010
OG0008321	XP_006406622.1	As011G250380
OG0008322	XP_024015411.1	As011G250740
OG0008323	XP_006406576.1	As011G250760
OG0008324	XP_006406569.1	As011G250830
OG0008325	XP_006406537.1	As011G251190
OG0008326	XP_006406499.1	As011G251550
OG0008327	XP_006406495.1	As011G251580
OG0008328	XP_006406413.2, XP_024015004.1	As011G252360
OG0008329	XP_006403553.1	As011G252590
OG0008330	XP_006406367.1	As011G252880
OG0008331	XP_006414557.1	As011G254090
OG0008332	XP_006406167.1	As011G254410
OG0008333	XP_024015321.1	As011G255020
OG0008334	XP_006406049.1	As011G255300
OG0008335	XP_006418801.2	As011G256150
OG0008336	XP_006418772.1	As011G256280
OG0008338	XP_006401804.1	As011G260660
OG0008339	XP_006409177.1	As011G260780
OG0008340	XP_006409567.2	As011G262670
OG0008341	XP_006409539.1	As011G262830
OG0008342	XP_024016525.1	As011G262970
OG0008343	XP_006409450.1	As011G263330
OG0008344	XP_006409415.1	As011G263510
OG0008345	XP_006409372.1	As011G263740
OG0008346	XP_024016448.1	As011G263870
OG0008347	XP_006409312.1	As011G264400
OG0008348	XP_006409305.1	As011G264440
OG0008349	XP_006409301.1	As011G264450
OG0008350	XP_006409248.1	As011G264740
OG0008351	XP_006409128.1	As011G265130
OG0008352	XP_024016587.1	As011G265150
OG0008353	XP_006409114.1	As011G265580
OG0008354	XP_006409069.1	As011G266000
OG0008355	XP_024015990.1	As011G266310
OG0008356	XP_006408958.1	As011G267090
OG0008357	XP_006392586.2	As012G267930
OG0008358	XP_006392597.1	As012G268030
OG0008359	XP_006392648.1	As012G268660
OG0008360	XP_006398469.1	As012G268680
OG0008361	XP_006392665.1	As012G268770
OG0008362	XP_006392739.1	As012G269360
OG0008363	XP_024005978.1	As012G269380
OG0008364	XP_006392779.1	As012G269650
OG0008365	XP_006392785.1	As012G269720
OG0008366	XP_024005965.1	As012G269790
OG0008367	XP_006392818.1	As012G269910
OG0008368	XP_006392819.1	As012G269920
OG0008369	XP_006392824.1	As012G269970
OG0008370	XP_006392838.1	As012G270070
OG0008371	XP_006392964.1	As012G270970
OG0008372	XP_006392978.1	As012G271060
OG0008373	XP_006393008.1	As012G271360
OG0008374	XP_006393057.1	As012G271880
OG0008375	XP_006393130.1	As012G272050
OG0008376	XP_006393164.2	As012G272290
OG0008377	XP_006393172.1	As012G272340
OG0008378	XP_006393284.1	As012G273050
OG0008379	XP_006393321.1	As012G273310
OG0008380	XP_006414380.1	As012G274290
OG0008381	XP_006414393.1	As012G274450
OG0008382	XP_006410646.1	As012G274860
OG0008383	XP_006410636.2	As012G274900
OG0008384	XP_006410631.1	As012G274950
OG0008385	XP_006403866.1	As012G275480
OG0008386	XP_006403839.2	As012G275690
OG0008387	XP_006403819.2	As012G275840
OG0008388	XP_006403809.1	As012G275920
OG0008389	XP_006403775.1	As012G276240
OG0008390	XP_006403758.1	As012G276440
OG0008391	XP_006403677.1	As012G277260
OG0008392	XP_006403668.1	As012G277360
OG0008393	XP_006403654.1	As012G277610
OG0008394	XP_006403642.1	As012G277760
OG0008395	XP_006403616.1	As012G278280
OG0008396	XP_006403885.2	As012G278960
OG0008397	XP_024013835.1	As012G279870
OG0008398	XP_006403587.1	As012G279900
OG0008399	XP_006403544.1	As012G279910
OG0008400	XP_006403593.1	As012G279990
OG0008401	XP_024013792.1	As012G280030
OG0008402	XP_006403512.1	As012G281030
OG0008403	XP_006403460.1	As012G281830
OG0008404	XP_006403452.2	As012G281960, As012G281970, As012G281980
OG0008405	XP_006403029.1	As012G282560
OG0008406	XP_006402982.1	As012G282950
OG0008407	XP_006402924.1	As012G283490
OG0008408	XP_006402862.1	As012G284090
OG0008409	XP_024012809.1	As012G284580
OG0008410	XP_006402787.1	As012G284720
OG0008411	XP_006402765.1	As012G284910
OG0008412	XP_024012859.1	As012G284920
OG0008413	XP_006402757.1	As012G285000
OG0008414	XP_006402750.1	As012G285030
OG0008415	XP_006402744.1, XP_024014522.1	As012G285080
OG0008416	XP_006402743.1	As012G285090
OG0008417	XP_006411560.1	As012G285100
OG0008418	XP_006405550.1	As012G285410
OG0008419	XP_006402692.1	As012G285440
OG0008420	XP_006402682.1	As012G285540
OG0008421	XP_006402679.1	As012G285580
OG0008422	XP_006402667.1	As012G285690
OG0008423	XP_006402662.1	As012G285730
OG0008424	XP_006402650.1	As012G285810
OG0008425	XP_024012776.1	As012G286040
OG0008426	XP_006402609.1	As012G286130
OG0008427	XP_006402587.1	As012G286290
OG0008428	XP_006402569.1	As012G286690
OG0008429	XP_006402558.2	As012G286770
OG0008430	XP_006402444.1	As012G287780
OG0008431	XP_006402428.1	As012G287930
OG0008432	XP_006402425.1	As012G287950
OG0008433	XP_024012901.1	As012G288040
OG0008434	XP_006402402.1	As012G288130
OG0008436	XP_006402328.1	As012G288730
OG0008437	XP_006402327.1	As012G288760
OG0008438	XP_006402324.1	As012G288790
OG0008440	XP_006402294.1	As012G289160
OG0008504	XP_006412978.1	As001G000180
OG0008505	XP_006412928.1	As001G000550
OG0008506	XP_006412906.1	As001G000740
OG0008507	XP_006412891.1	As001G000850
OG0008508	XP_006412881.1	As001G000890
OG0008509	XP_006412795.1	As001G001780
OG0008510	XP_006402909.1	As001G001810
OG0008511	XP_024005331.1	As001G001820
OG0008512	XP_006412784.1	As001G001840
OG0008513	XP_006412771.1	As001G001920
OG0008514	XP_006412731.1	As001G002240
OG0008515	XP_006412721.1	As001G002330
OG0008516	XP_006412709.1	As001G002420, As001G002430
OG0008517	XP_006412706.2	As001G002460
OG0008518	XP_024011438.1	As001G002850
OG0008519	XP_006412664.1	As001G002970
OG0008520	XP_024005219.1	As001G003000
OG0008521	XP_006412597.1	As001G003680
OG0008522	XP_006412581.1	As001G003840
OG0008523	XP_006412561.1	As001G004010
OG0008524	XP_006412549.1	As001G004140
OG0008525	XP_024004662.1	As001G004220
OG0008526	XP_006412507.1	As001G004640
OG0008527	XP_006412497.1	As001G004710
OG0008528	XP_006412494.1	As001G004780
OG0008529	XP_006412445.1	As001G005390
OG0008530	XP_006412407.1	As001G005630
OG0008531	XP_006412410.1	As001G005730
OG0008532	XP_024004428.1	As001G005760
OG0008533	XP_006412383.1	As001G006030
OG0008534	XP_006412440.2	As001G006490
OG0008535	XP_006412369.2	As001G006610
OG0008536	XP_006412368.1	As001G006640
OG0008537	XP_006412367.1	As001G007120
OG0008538	XP_006412361.1	As001G009960
OG0008539	XP_024011096.1, XP_024013104.1, XP_024013644.1	As001G010010
OG0008540	XP_006412251.1	As001G012830, As011G262590
OG0008541	XP_006412278.1	As001G013640
OG0008542	XP_006412293.2	As001G013790
OG0008543	XP_006412229.1	As001G013820
OG0008544	XP_024005755.1	As001G014120
OG0008546	XP_006412190.1	As001G014430
OG0008547	XP_006412171.1	As001G014730
OG0008548	XP_006415347.1	As001G015890
OG0008549	XP_006415305.1	As004G079200, As001G016210
OG0008550	XP_006415292.1	As001G016330
OG0008551	XP_006415274.1	As001G016460
OG0008552	XP_006415240.1	As001G016700
OG0008553	XP_006415200.1	As001G016930
OG0008554	XP_006414276.1	As001G017310
OG0008555	XP_006414281.1	As001G017370
OG0008556	XP_006414318.1	As001G017690
OG0008557	XP_006417261.1	As001G018270
OG0008558	XP_006392500.1	As001G018540
OG0008559	XP_006392494.1	As001G018570
OG0008560	XP_006392426.1	As001G019050
OG0008561	XP_006412399.1	As001G019300, As010G232740
OG0008562	XP_024004230.1	As001G019640
OG0008563	XP_006417522.2	As001G019700, As008G187600
OG0008564	XP_006392294.1	As001G020010
OG0008565	XP_006392195.1	As001G020510
OG0008566	XP_006392188.1	As001G020550
OG0008567	XP_006392119.1	As001G021060
OG0008568	XP_006392132.1	As001G021110
OG0008569	XP_006418809.1	As001G021120, As011G256100
OG0008570	XP_006392047.1	As001G021510
OG0008571	XP_006392023.1	As001G021610
OG0008572	XP_006392009.1	As001G021630
OG0008573	XP_006391983.1	As001G021750
OG0008574	XP_006391987.1	As001G021760
OG0008576	XP_024015505.1	As008G185790, As001G021980
OG0008577	XP_024007813.1	As008G185580
OG0008578	XP_006416937.1	As001G022230
OG0008579	XP_006395872.1	As001G022750
OG0008580	XP_006395850.1	As001G022920
OG0008581	XP_006395829.1	As001G023070
OG0008582	XP_006395793.1	As001G023440
OG0008583	XP_006395754.1	As001G023730
OG0008584	XP_006395699.1	As001G024130
OG0008585	XP_006395679.1	As001G024350
OG0008586	XP_006395641.1	As001G024620
OG0008587	XP_006395616.1	As001G024880
OG0008588	XP_006395611.1	As001G024960
OG0008589	XP_006395595.1	As001G025100
OG0008590	XP_006395550.1	As001G025420
OG0008591	XP_006395536.1	As001G025540
OG0008592	XP_006395510.1	As001G025780
OG0008593	XP_006395505.1	As001G025800
OG0008594	XP_006395478.1	As001G026030
OG0008595	XP_006395464.1	As001G026150
OG0008596	XP_006395455.1	As001G026230
OG0008597	XP_006395401.1	As001G026720
OG0008598	XP_006395400.1	As001G026730
OG0008599	XP_006395366.1	As001G027020
OG0008600	XP_006395364.1	As001G027040
OG0008601	XP_024007426.1	As001G027250
OG0008602	XP_006395336.1	As001G027370
OG0008603	XP_006395333.1	As001G027390
OG0008604	XP_024006854.1	As001G027840
OG0008605	XP_024007168.1	As001G027860
OG0008606	XP_006391375.1	As001G028920
OG0008607	XP_006391338.1	As001G029150
OG0008608	XP_006391538.1	As001G029290
OG0008609	XP_006391562.1	As001G029480
OG0008610	XP_006391710.1	As001G030220
OG0008611	XP_006391595.2	As001G030290
OG0008612	XP_006391621.1	As001G030570
OG0008613	XP_006391626.1	As001G030600
OG0008614	XP_006391670.1	As001G030840
OG0008615	XP_006391687.1	As001G030950
OG0008616	XP_024016091.1	As001G031050
OG0008617	XP_006391758.1	As001G031420, As001G031440
OG0008618	XP_006391756.1	As001G031430
OG0008619	XP_006391790.1	As001G031660
OG0008620	XP_006391845.1	As001G031990
OG0008621	XP_006407311.1	As002G032320
OG0008622	XP_024011880.1	As002G049150, As002G032530
OG0008623	XP_024003966.1	As002G033140, As002G032960
OG0008624	XP_006411364.1	As002G033460
OG0008625	XP_006411374.1	As002G033520
OG0008626	XP_006407688.1	As002G034200
OG0008627	XP_024011588.1	As005G108520
OG0008628	XP_006407589.1	As002G035500
OG0008629	XP_006407520.2	As002G036150
OG0008630	XP_006407497.1	As002G036470
OG0008631	XP_006407485.1	As002G036760
OG0008632	XP_006407443.1	As002G037280
OG0008633	XP_006407436.1	As002G037390
OG0008634	XP_006407402.1	As002G037840
OG0008635	XP_006407388.1	As002G038010
OG0008636	XP_006407387.1	As002G038040
OG0008637	XP_006407360.1	As002G038620
OG0008638	XP_006407339.1	As002G038930
OG0008639	XP_006402209.1	As002G040600
OG0008640	XP_006402132.1	As002G042000
OG0008641	XP_006402114.1	As002G042240
OG0008642	XP_006402078.1	As002G042340
OG0008643	XP_006402054.1	As002G042670
OG0008644	XP_006402047.1	As002G042720
OG0008645	XP_006402032.1	As002G042820
OG0008646	XP_006401921.1	As002G043610
OG0008647	XP_006401908.1	As002G043710, As002G043700
OG0008648	XP_006401794.1	As002G044420
OG0008649	XP_006401763.1	As002G044670
OG0008650	XP_006401737.1	As002G044820
OG0008651	XP_006401748.1	As002G044940
OG0008652	XP_006401754.1	As002G045000
OG0008653	XP_006401699.1	As002G045240
OG0008654	XP_006401696.1	As002G045260
OG0008655	XP_006401689.1	As002G045340
OG0008656	XP_006401686.1	As002G045360
OG0008657	XP_006401626.1	As002G045520
OG0008658	XP_006401665.1	As002G045820
OG0008660	XP_006401589.1	As002G046070
OG0008661	XP_006401580.1	As002G046130
OG0008662	XP_006401503.1	As002G046740
OG0008663	XP_006401491.1	As002G046970
OG0008664	XP_006401479.1	As002G047040
OG0008665	XP_006401446.1	As002G047300
OG0008666	XP_006401433.1	As002G047390
OG0008667	XP_006401432.1	As002G047400
OG0008668	XP_006401377.1	As002G047860
OG0008669	XP_006401344.1	As002G048090
OG0008670	XP_006401342.1	As002G048110
OG0008671	XP_006401309.1	As002G048250
OG0008672	XP_006401290.1	As002G048450
OG0008673	XP_006401288.1	As002G048470
OG0008674	XP_006401261.1	As002G048630
OG0008675	XP_006401244.1	As002G048800
OG0008676	XP_024011522.1	As002G048890
OG0008677	XP_006401218.1	As002G049000
OG0008678	XP_006401187.1	As002G049290
OG0008679	XP_006401157.1	As002G049560
OG0008680	XP_006401137.1	As002G049830
OG0008681	XP_024012712.1	As002G049840
OG0008682	XP_006395239.1	As002G049990
OG0008683	XP_006395230.1	As002G050190
OG0008684	XP_006395229.1	As002G050210
OG0008685	XP_006399821.1	As002G050350
OG0008686	XP_024011622.1	As002G050370
OG0008687	XP_006399796.1	As002G050560
OG0008688	XP_006399793.1	As002G050590
OG0008689	XP_006399792.1	As002G050610
OG0008690	XP_006399785.1	As002G050650
OG0008691	XP_006399750.1	As002G050920
OG0008692	XP_006399749.1	As002G050930
OG0008693	XP_006399735.1	As002G051080
OG0008694	XP_006399716.1	As002G051290
OG0008695	XP_006399702.1	As002G051380
OG0008696	XP_006399696.1	As002G051430
OG0008697	XP_024012181.1	As002G051510
OG0008698	XP_006399634.1	As002G051930
OG0008699	XP_006399570.1	As002G052500
OG0008700	XP_006399546.1	As012G274060, As002G052790
OG0008701	XP_006399531.1	As002G052930
OG0008702	XP_006399508.1	As002G053160
OG0008703	XP_024011564.1	As002G053450
OG0008704	XP_006399453.1	As002G053590
OG0008705	XP_006399439.1	As002G053670
OG0008706	XP_006399407.1	As002G053930
OG0008707	XP_006399368.1	As002G054190
OG0008708	XP_006399364.1	As002G054210
OG0008709	XP_024011639.1	As002G054460
OG0008710	XP_006399310.1	As002G054660
OG0008711	XP_006399280.1	As002G054890
OG0008712	XP_006399274.1	As002G054920
OG0008713	XP_006399264.1	As002G055000
OG0008714	XP_006399241.1	As002G055200
OG0008715	XP_006414258.1	As003G055620
OG0008716	XP_006414203.1	As004G089690, As003G056010
OG0008717	XP_024005509.1	As003G056050
OG0008718	XP_006414187.2	As003G056140
OG0008719	XP_006414185.1	As003G056170
OG0008720	XP_006414184.1	As003G056180
OG0008721	XP_006414170.1	As003G056340
OG0008722	XP_024005702.1, XP_006389698.1	As003G056510
OG0008723	XP_006414061.1	As003G057220
OG0008724	XP_006398215.1	As004G087920
OG0008725	XP_006414004.1	As003G057580
OG0008726	XP_006414000.1	As003G057610
OG0008727	XP_024004540.1	As003G057770
OG0008728	XP_024005678.1	As003G057840
OG0008729	XP_024005116.1	As003G057860
OG0008730	XP_006413911.1	As003G058190
OG0008731	XP_006413907.1	As003G058220
OG0008732	XP_006413893.1	As003G058400
OG0008733	XP_006413862.1	As004G086690, As003G058690, As003G058650
OG0008734	XP_006413833.2	As003G058950
OG0008735	XP_024005583.1	As003G059090
OG0008736	XP_006413777.1	As003G059480
OG0008737	XP_024005200.1	As003G059850
OG0008738	XP_006413640.1	As003G060570
OG0008739	XP_006396783.1	As004G085080, As003G060630
OG0008740	XP_024005478.1	As003G060690
OG0008741	XP_006413610.1	As003G060880
OG0008742	XP_006413593.1	As003G060970
OG0008743	XP_024004705.1	As003G060990
OG0008744	XP_006413579.1	As003G061130
OG0008745	XP_006413551.1	As003G061490
OG0008746	XP_024007714.1	As003G061620
OG0008747	XP_006413503.1	As003G061970
OG0008748	XP_006397070.1	As004G083660, As003G062650
OG0008749	XP_006415079.1	As003G062840, As012G271210
OG0008750	XP_006415035.2	As003G063220
OG0008751	XP_006396076.1	As003G063300
OG0008752	XP_006396069.1	As003G063360
OG0008753	XP_006397420.1	As003G063500
OG0008754	XP_006397447.1	As003G063830
OG0008755	XP_006393715.1	As003G064530
OG0008756	XP_006393723.1	As003G064550
OG0008757	XP_006415745.1	As003G065960, As003G065970
OG0008758	XP_006393661.1	As003G066170
OG0008759	XP_006415716.1	As003G067890
OG0008760	XP_006415677.2	As003G068780
OG0008761	XP_006390564.2	As003G069490, As010G240240
OG0008763	XP_006415592.1	As003G069900
OG0008764	XP_006415550.1	As003G070230
OG0008765	XP_006415439.1	As003G071240
OG0008766	XP_006415419.1	As003G071410
OG0008767	XP_006415399.1	As003G071550
OG0008768	XP_006415383.1	As003G071640
OG0008769	XP_024005286.1	As003G072030
OG0008770	XP_006412064.1	As003G072060
OG0008771	XP_006412034.1	As003G072300
OG0008772	XP_024005683.1	As003G072670
OG0008773	XP_006411965.1	As003G072950
OG0008774	XP_006411937.2	As003G073260
OG0008775	XP_006411924.1	As003G073360
OG0008776	XP_024005745.1	As003G073420
OG0008777	XP_024005746.1	As003G073460
OG0008778	XP_006411850.1	As003G074110
OG0008779	XP_024004578.1	As003G074130
OG0008780	XP_006411823.1	As003G074410
OG0008781	XP_006411813.1	As003G074570
OG0008782	XP_006411811.1	As003G074590
OG0008783	XP_006411781.1	As003G074860
OG0008784	XP_024005519.1	As003G075590
OG0008785	XP_024005088.1	As004G076900
OG0008786	XP_006395907.1	As004G076920
OG0008787	XP_006405972.1	As004G077020
OG0008788	XP_006405793.1	As004G077640
OG0008789	XP_006410095.2	As004G077680
OG0008790	XP_006405655.1	As004G078190
OG0008791	XP_006415384.1	As004G078710
OG0008792	XP_006399022.1	As004G079270
OG0008793	XP_006415249.1	As004G079420
OG0008794	XP_006410733.1	As004G079970
OG0008795	XP_006397177.1	As004G080160
OG0008796	XP_024003959.1	As004G081320
OG0008797	XP_024013341.1	As004G081830
OG0008798	XP_006403318.1	As004G082140
OG0008799	XP_006403331.1	As004G082210
OG0008800	XP_006397754.1	As004G082550
OG0008801	XP_006405269.2, XP_006405270.1	As004G082920
OG0008802	XP_006397069.1	As004G083670
OG0008803	XP_006396940.1	As004G084330
OG0008804	XP_024009849.1	As004G084900
OG0008805	XP_006396792.1	As004G085040
OG0008806	XP_006396768.1	As004G085140
OG0008807	XP_006396765.1	As004G085170
OG0008808	XP_006396743.1	As004G085340
OG0008809	XP_006396663.1	As004G085880
OG0008810	XP_006396628.2	As004G086170
OG0008811	XP_024005539.1	As004G086240
OG0008812	XP_006398059.1	As004G086700
OG0008813	XP_006398066.1	As004G086750
OG0008814	XP_006398102.1	As004G087130
OG0008815	XP_024011010.1	As004G087430
OG0008816	XP_006398205.1	As004G087830
OG0008817	XP_024011020.1	As004G088310
OG0008818	XP_006398275.1	As004G088380
OG0008819	XP_024011050.1	As004G089190
OG0008820	XP_006398373.1	As004G089240
OG0008821	XP_024010960.1	As004G089610
OG0008822	XP_006398467.1	As004G090130
OG0008823	XP_006398468.1	As004G090140
OG0008824	XP_006395952.1	As004G092100
OG0008825	XP_006414990.1	As004G092980
OG0008826	XP_006414963.1	As004G093630
OG0008827	XP_006414949.1	As004G093740
OG0008828	XP_006414898.2	As004G094340
OG0008829	XP_006418770.1	As004G094420
OG0008830	XP_006414625.1	As004G095210
OG0008831	XP_006414745.1	As004G095280
OG0008832	XP_006414736.1	As004G095380
OG0008833	XP_024005649.1	As004G095860
OG0008834	XP_006414561.1	As004G096200
OG0008835	XP_006414556.1	As004G096230
OG0008836	XP_006414505.1	As004G096560
OG0008837	XP_006414490.1	As004G096600
OG0008838	XP_024014785.1	As004G097080
OG0008839	XP_006405405.1	As004G097450, As004G097780
OG0008840	XP_024014633.1	As004G097470, As008G190170
OG0008841	XP_006405393.1	As004G097710
OG0008842	XP_006405395.1	As004G097730
OG0008843	XP_006405328.1	As004G098060
OG0008844	XP_006405298.1	As004G098280
OG0008845	XP_006405290.1	As004G098350
OG0008846	XP_006409064.1	As005G098680
OG0008847	XP_024010706.1	As005G098760
OG0008848	XP_006397986.1	As005G098810
OG0008849	XP_006397862.1	As005G100300
OG0008850	XP_006397855.1	As005G100380
OG0008851	XP_006397843.1	As005G100510
OG0008852	XP_006397800.1	As005G100930
OG0008853	XP_006397792.1	As005G101000
OG0008854	XP_006397756.1	As005G101330
OG0008855	XP_006397723.1	As005G101710
OG0008856	XP_006397700.1	As005G101930
OG0008857	XP_006392517.1	As005G102000
OG0008858	XP_006397685.1	As005G102080
OG0008859	XP_006402606.1	As012G286140, As005G102540
OG0008860	XP_006397598.1	As005G103010
OG0008861	XP_006397580.1	As005G103150
OG0008862	XP_006397576.1	As005G103190
OG0008863	XP_006397574.1	As005G103200
OG0008864	XP_006397554.2	As005G103400
OG0008865	XP_006397494.1	As005G104000
OG0008866	XP_006411580.1	As005G104260
OG0008867	XP_006402722.1	As005G104370
OG0008868	XP_006411537.1	As005G104670
OG0008869	XP_006411499.1	As005G104890
OG0008870	XP_024003939.1	As005G104920
OG0008871	XP_006411495.1	As005G104960
OG0008872	XP_006399685.1	As005G105000
OG0008873	XP_006411455.1	As005G105460
OG0008874	XP_006411436.1	As005G105770
OG0008875	XP_006411413.1	As005G106130
OG0008876	XP_024003649.1	As005G106140
OG0008877	XP_006398629.1	As005G106690
OG0008878	XP_006398636.2	As005G106830
OG0008879	XP_006398643.1	As005G106880
OG0008880	XP_006398653.1	As005G106970, As005G106960
OG0008881	XP_006398703.1	As005G107490
OG0008882	XP_006398728.1	As005G107760
OG0008883	XP_006398764.1	As005G108060
OG0008884	XP_006398824.1	As005G108590
OG0008885	XP_006398833.1	As005G108710
OG0008886	XP_006398850.1	As005G108880
OG0008887	XP_006398876.1	As005G109250
OG0008888	XP_006400498.1	As005G109920
OG0008889	XP_006400521.1	As005G110230
OG0008890	XP_006400526.1	As005G110460
OG0008891	XP_006400534.1	As005G110610
OG0008892	XP_006400581.1	As005G111310
OG0008893	XP_006400582.1	As005G111360
OG0008894	XP_006400537.1	As005G111650
OG0008895	XP_006400615.1	As005G111820
OG0008896	XP_006394558.1	As008G192090
OG0008897	XP_006400662.1	As005G112420
OG0008898	XP_006400664.1	As005G112450
OG0008899	XP_006400686.1	As005G112710
OG0008900	XP_006400694.1	As005G112920
OG0008901	XP_006400697.1	As005G112950
OG0008902	XP_006400708.1	As005G113110
OG0008903	XP_006400740.1	As005G113320
OG0008904	XP_006400743.1	As005G113360
OG0008905	XP_024012493.1	As005G113710
OG0008906	XP_006400810.1	As005G113870
OG0008907	XP_006400820.2	As005G114030
OG0008908	XP_024012212.1	As005G114450
OG0008909	XP_024007063.1	As005G114520
OG0008910	XP_006400895.1	As005G114660
OG0008911	XP_006400896.1	As005G114670
OG0008912	XP_024012538.1	As005G114750
OG0008913	XP_006400915.1	As005G114820
OG0008914	XP_024012631.1	As005G114900
OG0008915	XP_006400994.1	As005G115290
OG0008916	XP_006401003.1	As010G224270, As005G115400
OG0008917	XP_006400945.1	As005G115610
OG0008918	XP_006400982.1	As005G115750
OG0008919	XP_006401013.1	As005G115810
OG0008920	XP_006401020.1	As005G115850
OG0008921	XP_006401024.1	As005G115890
OG0008922	XP_006394243.1	As005G116720
OG0008923	XP_006394238.1	As005G116780
OG0008924	XP_006417714.1	As005G116820
OG0008925	XP_006394226.1	As005G116880
OG0008926	XP_006394185.1	As005G117200
OG0008927	XP_006394165.1	As005G117330
OG0008928	XP_006394130.1	As005G117630
OG0008929	XP_006394114.1	As005G117790
OG0008930	XP_006394085.1	As005G118120
OG0008931	XP_006394076.1	As005G118210
OG0008932	XP_006394074.1	As005G118230
OG0008934	XP_006393962.1	As005G119070
OG0008935	XP_024006956.1	As005G119240
OG0008936	XP_006393925.1	As005G119360
OG0008937	XP_024007163.1	As005G119710
OG0008938	XP_006393875.1	As005G119860
OG0008939	XP_006393873.1	As005G119870
OG0008940	XP_006393861.1	As005G120000
OG0008941	XP_006393849.1	As005G120250
OG0008942	XP_006393839.1	As005G120320
OG0008943	XP_006393836.1	As005G120350
OG0008944	XP_024007099.1	As005G120520
OG0008945	XP_024007388.1	As005G120660
OG0008946	XP_006393787.1	As005G120880
OG0008947	XP_006396262.1	As006G121320
OG0008948	XP_006418457.1	As006G121330
OG0008949	XP_006396238.1	As006G121570
OG0008950	XP_006396231.2	As006G121650
OG0008951	XP_024009897.1	As006G121670
OG0008952	XP_006396279.1	As006G121800
OG0008953	XP_006396318.1	As006G122120
OG0008954	XP_006396341.1	As006G122350
OG0008955	XP_006396404.1	As006G122870
OG0008956	XP_006396412.1	As006G122950
OG0008957	XP_006396434.1	As006G123090
OG0008958	XP_006396489.1	As006G123550
OG0008959	XP_024010098.1	As006G123680
OG0008960	XP_006396535.1	As006G123860
OG0008961	XP_006396539.1	As006G123880
OG0008962	XP_024003903.1	As006G124700, As006G125370
OG0008963	XP_006403170.1	As006G124740
OG0008964	XP_024013254.1, XP_024016531.1	As006G124760
OG0008965	XP_006403220.1	As006G124970
OG0008966	XP_024013322.1	As006G125010
OG0008967	XP_024004265.1	As006G125410
OG0008968	XP_006410454.1	As006G125490
OG0008969	XP_006410466.2	As006G125560
OG0008970	XP_006410418.1	As006G125940
OG0008971	XP_006410428.1	As006G126000
OG0008972	XP_006410391.1	As006G126210
OG0008973	XP_024004204.1	As006G126240
OG0008974	XP_006410384.1	As006G126270
OG0008975	XP_006392548.1	As006G126750, As007G153780
OG0008976	XP_006410329.1	As006G126800
OG0008977	XP_024004285.1	As006G127280
OG0008978	XP_006410260.1	As006G127390
OG0008979	XP_006410237.1	As006G127540
OG0008980	XP_006410191.1	As006G127750
OG0008981	XP_006410170.1	As006G127910
OG0008982	XP_006410135.1	As006G128240
