Orthogroup	Eutrema_salsugineum	Cardamine_amara
OG0007674	XP_006415696.1	evm.model.RL_5.3086
OG0007675	XP_006415675.1	evm.model.RL_5.3066
OG0007676	XP_006405071.1	evm.model.RL_6.395
OG0007677	XP_006415655.1	evm.model.RL_5.3053
OG0007679	XP_006415600.1	evm.model.RL_5.3005
OG0007680	XP_024008797.1	evm.model.RL_5.2943
OG0007681	XP_006415483.1	evm.model.RL_5.2898
OG0007682	XP_006415435.1	evm.model.RL_5.2865
OG0007683	XP_006415433.1	evm.model.RL_5.2863
OG0007684	XP_006415426.1	evm.model.RL_5.2857
OG0007685	XP_006412093.1	evm.model.RL_2.3075
OG0007686	XP_006398770.2	evm.model.RL_5.1994
OG0007687	XP_024004382.1	evm.model.RL_2.3105
OG0007688	XP_024004537.1	evm.model.RL_2.3121
OG0007689	XP_006412036.2	evm.model.RL_2.3125
OG0007690	XP_006412014.1	evm.model.RL_2.3154
OG0007691	XP_006411992.1	evm.model.RL_2.3171
OG0007693	XP_006411964.1	evm.model.RL_2.3191
OG0007694	XP_006411941.1	evm.model.RL_2.3218
OG0007695	XP_006404832.1	evm.model.RL_6.238
OG0007696	XP_006411927.1	evm.model.RL_2.3231
OG0007697	XP_006411876.1	evm.model.RL_2.3269
OG0007698	XP_006411861.1	evm.model.RL_2.3279.2.687c86e8
OG0007699	XP_006411856.1	evm.model.RL_2.3284
OG0007700	XP_006411855.1	evm.model.RL_2.3285
OG0007701	XP_024004583.1	evm.model.RL_2.3298
OG0007702	XP_006411821.1	evm.model.RL_2.3317
OG0007703	XP_006411812.1	evm.model.RL_2.3325
OG0007704	XP_024005262.1	evm.model.RL_2.3350
OG0007705	XP_006411768.1	evm.model.RL_2.3369
OG0007706	XP_006411751.1	evm.model.RL_2.3386.1.687c86e9
OG0007707	XP_006411644.1	evm.model.RL_2.3474
OG0007708	XP_006403088.1	evm.model.RL_2.629
OG0007709	XP_006405878.1	evm.model.RL_2.483
OG0007710	XP_006405687.2	evm.model.RL_2.333
OG0007711	XP_006410654.1	evm.model.RL_8.2522
OG0007712	XP_006410663.1	evm.model.RL_6.1592
OG0007713	XP_006410674.1	evm.model.RL_6.1600
OG0007714	XP_006417489.2	evm.model.RL_5.878
OG0007715	XP_006415354.1	evm.model.RL_5.2816
OG0007716	XP_006400351.1	evm.model.RL_3.490, evm.model.RL_4.1841
OG0007717	XP_006410686.1	evm.model.RL_6.1612
OG0007718	XP_006410681.1	evm.model.RL_6.1608
OG0007719	XP_024009802.1	evm.model.RL_8.822
OG0007720	XP_006397242.1	evm.model.RL_8.863
OG0007721	XP_024009786.1	evm.model.RL_8.915
OG0007722	XP_006415529.1	evm.model.RL_1.2809, evm.model.RL_1.2810, evm.model.RL_5.2926
OG0007723	XP_006410560.1	evm.model.RL_6.1507
OG0007724	XP_006410549.1	evm.model.RL_6.1793, evm.model.RL_6.1494
OG0007725	XP_006410539.1	evm.model.RL_6.1483
OG0007726	XP_024016807.1	evm.model.RL_6.1477
OG0007727	XP_006410531.1	evm.model.RL_6.1476
OG0007728	XP_024003747.1	evm.model.RL_6.1441
OG0007729	XP_024003808.1	evm.model.RL_6.1435
OG0007730	XP_006403338.1	evm.model.RL_4.620
OG0007731	XP_006397073.1	evm.model.RL_8.748
OG0007732	XP_006396969.1	evm.model.RL_8.680
OG0007733	XP_006396929.1	evm.model.RL_8.659
OG0007734	XP_006396868.1	evm.model.RL_8.611
OG0007735	XP_006396766.1	evm.model.RL_8.545
OG0007736	XP_006396734.1	evm.model.RL_8.519
OG0007737	XP_006396694.1	evm.model.RL_8.480
OG0007738	XP_006396649.1	evm.model.RL_8.439
OG0007739	XP_006400558.1	evm.model.RL_4.1653
OG0007740	XP_006396636.1	evm.model.RL_8.428
OG0007741	XP_024011003.1	evm.model.RL_4.391
OG0007742	XP_006398160.1	evm.model.RL_4.339.3.687c86ce
OG0007743	XP_006398210.1	evm.model.RL_4.297.1.687c86ce
OG0007744	XP_006398238.1	evm.model.RL_4.277
OG0007745	XP_006398274.1	evm.model.RL_3.759
OG0007746	XP_006398281.1	evm.model.RL_4.231
OG0007747	XP_006398289.1	evm.model.RL_4.220
OG0007748	XP_006398311.1	evm.model.RL_4.202
OG0007749	XP_006398323.1	evm.model.RL_4.197
OG0007750	XP_006398347.1	evm.model.RL_4.173
OG0007751	XP_024012260.1	evm.model.RL_4.3081
OG0007752	XP_006398354.2	evm.model.RL_4.168
OG0007753	XP_006398362.1	evm.model.RL_4.157, evm.model.RL_4.159
OG0007754	XP_006398384.1	evm.model.RL_4.106
OG0007755	XP_006398486.1	evm.model.RL_2.1137
OG0007756	XP_006395958.1	evm.model.RL_2.618
OG0007757	XP_006395941.1	evm.model.RL_2.605
OG0007758	XP_006415013.1	evm.model.RL_2.955
OG0007759	XP_024009661.1	evm.model.RL_1.2397
OG0007760	XP_006418714.1	evm.model.RL_1.2364
OG0007761	XP_006414920.1	evm.model.RL_2.840
OG0007762	XP_006414851.1	evm.model.RL_2.891
OG0007763	XP_006414737.1	evm.model.RL_2.953
OG0007764	XP_006406247.1	evm.model.RL_2.1063
OG0007765	XP_006405403.1	evm.model.RL_2.98
OG0007766	XP_006405306.1	evm.model.RL_2.172
OG0007767	XP_024014579.1, XP_024014759.1	evm.model.RL_2.194
OG0007769	XP_024010819.1	evm.model.RL_6.2935
OG0007770	XP_006397969.1	evm.model.RL_6.2923
OG0007771	XP_006397964.1	evm.model.RL_6.2918
OG0007772	XP_006397928.1	evm.model.RL_6.2888
OG0007773	XP_006397921.1	evm.model.RL_6.2880
OG0007774	XP_006397913.1	evm.model.RL_6.2872
OG0007775	XP_006397911.1	evm.model.RL_6.2871
OG0007776	XP_006397848.1	evm.model.RL_6.2800
OG0007777	XP_006397840.1	evm.model.RL_6.2793
OG0007778	XP_006397806.1	evm.model.RL_6.2764
OG0007779	XP_006397793.1	evm.model.RL_6.2753
OG0007780	XP_006397791.1	evm.model.RL_6.2751
OG0007781	XP_006397790.1	evm.model.RL_6.2750
OG0007782	XP_024010725.1	evm.model.RL_6.2747
OG0007783	XP_006397786.1	evm.model.RL_6.2746
OG0007784	XP_006397759.1	evm.model.RL_6.2737
OG0007785	XP_006397747.1	evm.model.RL_6.2704
OG0007786	XP_006397721.1	evm.model.RL_6.2675
OG0007787	XP_006397665.1, XP_006414077.2	evm.model.RL_6.2618
OG0007788	XP_024010733.1	evm.model.RL_6.2568
OG0007789	XP_024010744.1	evm.model.RL_6.2537
OG0007790	XP_006397578.1	evm.model.RL_6.2529
OG0007792	XP_024016824.1	evm.model.RL_6.2415
OG0007793	XP_006411518.1	evm.model.RL_6.2383
OG0007794	XP_006411464.1	evm.model.RL_6.2321
OG0007795	XP_006411480.1	evm.model.RL_6.2341
OG0007796	XP_006398602.1	evm.model.RL_4.3397
OG0007797	XP_006398622.1	evm.model.RL_4.3376
OG0007798	XP_006398640.1	evm.model.RL_4.3356
OG0007799	XP_006398654.1	evm.model.RL_4.3340
OG0007800	XP_006398664.1	evm.model.RL_4.3334
OG0007801	XP_006398699.1	evm.model.RL_4.3302
OG0007802	XP_006398707.1	evm.model.RL_4.3290
OG0007803	XP_006398711.1	evm.model.RL_4.3285
OG0007804	XP_024011815.1	evm.model.RL_4.3284
OG0007805	XP_006398729.1	evm.model.RL_4.3264
OG0007806	XP_006398842.1, XP_024009640.1	evm.model.RL_4.3143
OG0007807	XP_006398758.2	evm.model.RL_4.3233.1.687c86dd
OG0007808	XP_006398838.1	evm.model.RL_4.3147
OG0007809	XP_024012656.1	evm.model.RL_4.3133
OG0007810	XP_006398868.1	evm.model.RL_4.3118
OG0007811	XP_006398874.1	evm.model.RL_4.3112
OG0007812	XP_024012504.1	evm.model.RL_4.3106
OG0007813	XP_024011775.1	evm.model.RL_4.3101
OG0007814	XP_006400499.1	evm.model.RL_4.1712
OG0007815	XP_024011773.1	evm.model.RL_4.1678
OG0007817	XP_006400623.1	evm.model.RL_4.1592
OG0007818	XP_024011494.1	evm.model.RL_4.1579
OG0007819	XP_006400670.1	evm.model.RL_4.793, evm.model.RL_4.1557
OG0007820	XP_006400676.1	evm.model.RL_4.1553
OG0007821	XP_006400681.1	evm.model.RL_2.822
OG0007822	XP_024011563.1	evm.model.RL_4.1542
OG0007823	XP_006400704.1	evm.model.RL_4.1524
OG0007824	XP_006400751.1	evm.model.RL_4.1469
OG0007825	XP_006400783.1	evm.model.RL_4.1449
OG0007826	XP_024011517.1	evm.model.RL_8.2147
OG0007827	XP_024011577.1	evm.model.RL_8.2139
OG0007828	XP_006400840.1	evm.model.RL_8.2121
OG0007829	XP_006400871.1	evm.model.RL_8.2098
OG0007830	XP_006400892.1	evm.model.RL_8.2074
OG0007831	XP_006400926.1	evm.model.RL_8.2047.2.687c855f
OG0007833	XP_006401014.1	evm.model.RL_8.1980
OG0007834	XP_006401031.2	evm.model.RL_8.1965
OG0007836	XP_006394305.1	evm.model.RL_8.2392
OG0007837	XP_024007142.1	evm.model.RL_8.2393
OG0007838	XP_006394273.2	evm.model.RL_8.2415
OG0007839	XP_006401264.1	evm.model.RL_8.1771
OG0007840	XP_006394218.2	evm.model.RL_8.2477
OG0007841	XP_006394213.1	evm.model.RL_8.2482
OG0007842	XP_024006793.1, XP_024006791.1	evm.model.RL_8.2537
OG0007843	XP_006394126.1	evm.model.RL_8.2551
OG0007844	XP_006394109.1	evm.model.RL_8.2565
OG0007845	XP_006394106.1	evm.model.RL_8.2567
OG0007846	XP_006394062.1	evm.model.RL_8.2607
OG0007847	XP_006394057.1	evm.model.RL_8.2612
OG0007848	XP_006394051.1	evm.model.RL_8.2617.4.687c8562
OG0007849	XP_006393999.1	evm.model.RL_8.2657
OG0007850	XP_006393998.1	evm.model.RL_8.2658
OG0007851	XP_006393988.1	evm.model.RL_8.2669
OG0007852	XP_006393967.1	evm.model.RL_8.2692
OG0007853	XP_006393935.1	evm.model.RL_8.2717
OG0007854	XP_006393928.1	evm.model.RL_8.2723
OG0007855	XP_024007489.1	evm.model.RL_8.2732
OG0007856	XP_024007084.1	evm.model.RL_8.2772
OG0007857	XP_006393841.1	evm.model.RL_8.2810
OG0007858	XP_006403947.1	evm.model.RL_7.1272
OG0007859	XP_006393831.2	evm.model.RL_8.2823
OG0007860	XP_006396267.1	evm.model.RL_8.90
OG0007861	XP_024009839.1	evm.model.RL_8.74
OG0007862	XP_024010128.1	evm.model.RL_8.102
OG0007863	XP_006396307.1	evm.model.RL_8.126
OG0007864	XP_006396314.1	evm.model.RL_8.133
OG0007865	XP_006396344.1	evm.model.RL_8.224
OG0007866	XP_006396363.1	evm.model.RL_8.205
OG0007867	XP_006396409.1	evm.model.RL_8.157
OG0007868	XP_006396433.1	evm.model.RL_8.246, evm.model.RL_2.352.1.687c86e0
OG0007869	XP_006396437.1	evm.model.RL_8.249
OG0007870	XP_006396441.1	evm.model.RL_8.253
OG0007871	XP_006396485.1	evm.model.RL_8.295
OG0007872	XP_024010069.1	evm.model.RL_8.306
OG0007873	XP_006396530.1	evm.model.RL_8.334
OG0007874	XP_006396551.1	evm.model.RL_8.354
OG0007875	XP_006403130.1	evm.model.RL_4.446
OG0007876	XP_006403165.2	evm.model.RL_4.483
OG0007877	XP_006403265.1	evm.model.RL_4.545
OG0007878	XP_006410485.1	evm.model.RL_6.1429
OG0007879	XP_006410480.1	evm.model.RL_6.1425
OG0007880	XP_006410363.1	evm.model.RL_6.1322
OG0007882	XP_006410359.1	evm.model.RL_6.1317
OG0007883	XP_006410435.1	evm.model.RL_6.1385
OG0007884	XP_024004109.1	evm.model.RL_6.1326
OG0007885	XP_006410311.1	evm.model.RL_6.1267
OG0007886	XP_006410256.1	evm.model.RL_6.1219
OG0007887	XP_006410239.1	evm.model.RL_6.1205
OG0007888	XP_006410215.1	evm.model.RL_6.1189
OG0007889	XP_024004001.1	evm.model.RL_6.1187
OG0007890	XP_006417905.1	evm.model.RL_5.510
OG0007891	XP_024004280.1	evm.model.RL_6.1173
OG0007892	XP_006410156.2	evm.model.RL_6.1144
OG0007893	XP_006410118.1	evm.model.RL_6.1129
OG0007896	XP_006417841.1	evm.model.RL_5.562
OG0007897	XP_006410060.1	evm.model.RL_6.1096
OG0007898	XP_006409911.1	evm.model.RL_6.984
OG0007899	XP_006409909.1	evm.model.RL_3.1743, evm.model.RL_6.983
OG0007900	XP_006409871.1	evm.model.RL_6.952
OG0007901	XP_006409866.1	evm.model.RL_6.943
OG0007902	XP_006409855.1	evm.model.RL_6.933
OG0007903	XP_024016769.1	evm.model.RL_6.887
OG0007904	XP_006408675.1	evm.model.RL_6.767
OG0007905	XP_006397367.1	evm.model.RL_6.735
OG0007906	XP_006399116.1	evm.model.RL_4.2900
OG0007907	XP_006408756.2	evm.model.RL_6.559
OG0007908	XP_006408789.1	evm.model.RL_6.540
OG0007909	XP_006413079.1	evm.model.RL_2.2252
OG0007910	XP_006413105.1	evm.model.RL_2.2227
OG0007911	XP_006399992.1	evm.model.RL_4.2154
OG0007912	XP_006408520.2	evm.model.RL_1.64
OG0007913	XP_006399920.1	evm.model.RL_4.2215
OG0007914	XP_006405943.1	evm.model.RL_2.512.3.687c86e0
OG0007915	XP_006413177.1	evm.model.RL_2.2164
OG0007916	XP_006408472.1	evm.model.RL_1.103
OG0007917	XP_006408467.1	evm.model.RL_1.108
OG0007918	XP_006400046.1	evm.model.RL_4.2105
OG0007919	XP_006408444.1	evm.model.RL_1.126
OG0007920	XP_006408423.1	evm.model.RL_1.147
OG0007921	XP_006408396.1	evm.model.RL_1.182
OG0007922	XP_006408382.1	evm.model.RL_1.200
OG0007923	XP_006408370.1	evm.model.RL_1.210
OG0007924	XP_006408342.1	evm.model.RL_1.232
OG0007925	XP_006408302.1	evm.model.RL_1.263
OG0007926	XP_006408267.1	evm.model.RL_1.298
OG0007927	XP_024015745.1	evm.model.RL_1.330
OG0007928	XP_024015077.1	evm.model.RL_1.385
OG0007929	XP_006408159.1	evm.model.RL_1.390
OG0007930	XP_006408137.1	evm.model.RL_1.409
OG0007931	XP_006408113.1	evm.model.RL_1.430
OG0007932	XP_006408126.1	evm.model.RL_1.416
OG0007933	XP_006408107.1	evm.model.RL_1.438, evm.model.RL_4.850
OG0007934	XP_006408102.1	evm.model.RL_1.442
OG0007935	XP_006408089.1	evm.model.RL_1.455
OG0007936	XP_006408063.1	evm.model.RL_1.474
OG0007937	XP_006408072.1	evm.model.RL_1.469
OG0007938	XP_006408040.1	evm.model.RL_1.500
OG0007939	XP_006408009.2	evm.model.RL_1.527
OG0007940	XP_006407994.1	evm.model.RL_1.536
OG0007941	XP_006407979.1	evm.model.RL_1.547
OG0007942	XP_006407940.1	evm.model.RL_1.584.1.687c87eb
OG0007943	XP_006407934.1	evm.model.RL_1.591
OG0007944	XP_006407932.1	evm.model.RL_1.592.1.687c87eb
OG0007945	XP_006407930.1	evm.model.RL_1.594
OG0007946	XP_006407928.1	evm.model.RL_1.596
OG0007947	XP_006407927.1	evm.model.RL_1.597
OG0007948	XP_006395131.1	evm.model.RL_4.864
OG0007949	XP_006407867.1	evm.model.RL_1.653
OG0007950	XP_006407848.1	evm.model.RL_1.675
OG0007951	XP_006407826.1	evm.model.RL_1.699
OG0007952	XP_006407810.1	evm.model.RL_1.713
OG0007953	XP_006407801.1	evm.model.RL_1.723
OG0007954	XP_024015316.1	evm.model.RL_1.724
OG0007955	XP_006407778.1	evm.model.RL_1.748
OG0007956	XP_006407767.1	evm.model.RL_1.759
OG0007957	XP_024015163.1	evm.model.RL_1.790
OG0007958	XP_024003889.1	evm.model.RL_6.2137
OG0007959	XP_006411268.1	evm.model.RL_6.2134
OG0007960	XP_006411265.1	evm.model.RL_6.2132
OG0007961	XP_006411242.1	evm.model.RL_6.2111
OG0007962	XP_024003773.1	evm.model.RL_6.2100
OG0007963	XP_006411178.1	evm.model.RL_6.2062
OG0007964	XP_024004187.1	evm.model.RL_6.1996
OG0007965	XP_006410777.1	evm.model.RL_6.1700
OG0007966	XP_006410781.1	evm.model.RL_6.1704
OG0007967	XP_006410793.1	evm.model.RL_6.1714
OG0007968	XP_006410822.1	evm.model.RL_6.1742
OG0007969	XP_006410825.2	evm.model.RL_6.1745
OG0007970	XP_006410845.1	evm.model.RL_6.1762, evm.model.RL_6.1764
OG0007971	XP_006410868.1	evm.model.RL_4.489, evm.model.RL_6.1787
OG0007972	XP_024004149.1, XP_006410874.1	evm.model.RL_6.1790
OG0007973	XP_024016761.1	evm.model.RL_6.1875
OG0007974	XP_006410900.1	evm.model.RL_6.1863
OG0007975	XP_024004192.1	evm.model.RL_6.1821
OG0007976	XP_006410959.1	evm.model.RL_6.1813
OG0007977	XP_006410965.1	evm.model.RL_6.1807
OG0007978	XP_006410986.1	evm.model.RL_6.1891
OG0007979	XP_006411012.1	evm.model.RL_6.1916
OG0007980	XP_024003840.1	evm.model.RL_6.1931
OG0007981	XP_006411050.1	evm.model.RL_6.1943
OG0007982	XP_006410748.1	evm.model.RL_6.1669
OG0007983	XP_006416910.1	evm.model.RL_5.1394
OG0007984	XP_006416834.1	evm.model.RL_5.1473
OG0007985	XP_006416785.1	evm.model.RL_5.1515
OG0007986	XP_006416664.1	evm.model.RL_5.1614
OG0007987	XP_006416616.1	evm.model.RL_5.1656
OG0007988	XP_006416629.1	evm.model.RL_5.1647
OG0007989	XP_006416611.1	evm.model.RL_5.1667
OG0007990	XP_024008378.1	evm.model.RL_5.1669
OG0007991	XP_006416600.1	evm.model.RL_5.1678
OG0007992	XP_024008156.1	evm.model.RL_5.1697
OG0007993	XP_006416581.1	evm.model.RL_5.1702.1.687c88b6
OG0007994	XP_006416559.1	evm.model.RL_5.1721
OG0007995	XP_024009192.1	evm.model.RL_5.1762
OG0007996	XP_006416520.1	evm.model.RL_5.1764
OG0007997	XP_006416504.1	evm.model.RL_5.1775
OG0007998	XP_006416501.1	evm.model.RL_5.1778
OG0007999	XP_024008790.1	evm.model.RL_5.1815.1.687c88b7
OG0008000	XP_006416456.1	evm.model.RL_5.1816
OG0008001	XP_024008596.1	evm.model.RL_5.1824
OG0008002	XP_006416424.1	evm.model.RL_5.1849
OG0008003	XP_024008838.1	evm.model.RL_5.3699
OG0008004	XP_006416357.1	evm.model.RL_5.3661
OG0008005	XP_006390197.1	evm.model.RL_3.2055
OG0008006	XP_024008985.1	evm.model.RL_5.3645
OG0008007	XP_006416313.1	evm.model.RL_5.3617
OG0008008	XP_006416300.1	evm.model.RL_5.3607
OG0008009	XP_006416298.1	evm.model.RL_5.3605
OG0008010	XP_006390122.1	evm.model.RL_3.2115
OG0008011	XP_006416295.1	evm.model.RL_5.3604
OG0008012	XP_006416287.1	evm.model.RL_5.3596
OG0008013	XP_006416279.1	evm.model.RL_5.3589.3.687c88c3
OG0008014	XP_006416216.1	evm.model.RL_5.3537
OG0008015	XP_006416209.1	evm.model.RL_5.3529
OG0008016	XP_006416193.1	evm.model.RL_5.3514
OG0008017	XP_006416180.1	evm.model.RL_5.3503
OG0008018	XP_024008538.1	evm.model.RL_5.3459
OG0008019	XP_006416083.1	evm.model.RL_5.3422
OG0008020	XP_006416055.1	evm.model.RL_5.3399
OG0008022	XP_006415890.1	evm.model.RL_5.3248.1.687c88c1
OG0008023	XP_006415888.1	evm.model.RL_5.3247.1.687c88c1
OG0008024	XP_006415880.1	evm.model.RL_5.3239
OG0008025	XP_006391178.1	evm.model.RL_3.1196
OG0008026	XP_006415810.1	evm.model.RL_5.3184
OG0008027	XP_006415780.1	evm.model.RL_5.3161
OG0008028	XP_006415781.1	evm.model.RL_5.3162
OG0008029	XP_006415762.1	evm.model.RL_5.3146
OG0008031	XP_024005402.1	evm.model.RL_2.1940
OG0008032	XP_006413447.1	evm.model.RL_2.1945
OG0008033	XP_006413422.1	evm.model.RL_2.1960
OG0008034	XP_006413415.1	evm.model.RL_2.1969
OG0008035	XP_006413350.1	evm.model.RL_2.2017
OG0008036	XP_006413338.1	evm.model.RL_2.2024
OG0008037	XP_006413325.1	evm.model.RL_2.2039
OG0008038	XP_006413318.1	evm.model.RL_2.2045
OG0008039	XP_006413316.1	evm.model.RL_2.2047
OG0008040	XP_006413024.1	evm.model.RL_2.2298
OG0008041	XP_006413011.1	evm.model.RL_2.2305
OG0008042	XP_006405047.1	evm.model.RL_6.383
OG0008043	XP_024014058.1	evm.model.RL_6.359
OG0008044	XP_024014336.1	evm.model.RL_6.319
OG0008045	XP_006404820.1	evm.model.RL_6.231
OG0008046	XP_006390444.1	evm.model.RL_3.1842
OG0008047	XP_006404740.1	evm.model.RL_6.182
OG0008049	XP_024014143.1	evm.model.RL_6.176
OG0008050	XP_024014338.1	evm.model.RL_6.162
OG0008051	XP_006404717.1	evm.model.RL_6.156
OG0008053	XP_006404640.1	evm.model.RL_6.94
OG0008054	XP_006404634.1	evm.model.RL_6.84
OG0008055	XP_006404595.1	evm.model.RL_6.52
OG0008056	XP_006404570.1	evm.model.RL_6.38
OG0008057	XP_006404566.1	evm.model.RL_6.34, evm.model.RL_6.35
OG0008058	XP_006404553.1	evm.model.RL_6.24
OG0008059	XP_006416943.1	evm.model.RL_5.1362
OG0008060	XP_006416950.1	evm.model.RL_5.1355
OG0008061	XP_006416952.2	evm.model.RL_5.1353
OG0008062	XP_006416961.1	evm.model.RL_5.1342
OG0008063	XP_006416971.2	evm.model.RL_5.1331
OG0008064	XP_024008475.1	evm.model.RL_5.1308
OG0008065	XP_006417012.1	evm.model.RL_5.1286
OG0008066	XP_006417062.1	evm.model.RL_5.1250
OG0008067	XP_006417067.1	evm.model.RL_5.1243
OG0008069	XP_006417151.1	evm.model.RL_5.1167
OG0008070	XP_006417163.1	evm.model.RL_5.1161
OG0008071	XP_006417164.1	evm.model.RL_5.1160
OG0008072	XP_006417215.1	evm.model.RL_5.1123
OG0008073	XP_006417227.1	evm.model.RL_5.1113
OG0008074	XP_006417236.2	evm.model.RL_5.1105
OG0008075	XP_006417274.1	evm.model.RL_5.1073
OG0008076	XP_006417302.1	evm.model.RL_5.1054
OG0008077	XP_024008689.1	evm.model.RL_5.1052
OG0008078	XP_006417335.1	evm.model.RL_5.1027
OG0008079	XP_006417350.1	evm.model.RL_5.1014
OG0008080	XP_006417355.1	evm.model.RL_5.1010
OG0008081	XP_006417445.1	evm.model.RL_5.925
OG0008082	XP_006417469.1	evm.model.RL_5.903.5.687c88b0
OG0008083	XP_006417487.1	evm.model.RL_5.881
OG0008084	XP_024008124.1	evm.model.RL_5.874
OG0008085	XP_006417537.1	evm.model.RL_5.837
OG0008086	XP_006403572.1	evm.model.RL_7.933
OG0008087	XP_006417647.1	evm.model.RL_5.739
OG0008088	XP_006417677.1	evm.model.RL_5.715
OG0008089	XP_024008249.1	evm.model.RL_5.717
OG0008090	XP_006417794.1	evm.model.RL_5.607
OG0008091	XP_024008630.1	evm.model.RL_5.573
OG0008092	XP_006417850.1	evm.model.RL_5.555
OG0008094	XP_006417880.1	evm.model.RL_5.531
OG0008095	XP_006417897.1	evm.model.RL_5.518
OG0008096	XP_006417902.1	evm.model.RL_5.513
OG0008097	XP_006417909.1	evm.model.RL_5.507
OG0008098	XP_006417911.1	evm.model.RL_5.505
OG0008099	XP_006417933.1	evm.model.RL_5.491
OG0008100	XP_006417957.1	evm.model.RL_5.468
OG0008101	XP_006417979.1	evm.model.RL_5.444
OG0008102	XP_006418002.1	evm.model.RL_5.423
OG0008103	XP_006418069.1	evm.model.RL_5.359
OG0008104	XP_006399871.1	evm.model.RL_4.2254
OG0008105	XP_006418116.1	evm.model.RL_5.308
OG0008106	XP_024009201.1	evm.model.RL_5.298
OG0008107	XP_006418129.1	evm.model.RL_5.295
OG0008108	XP_006418153.1	evm.model.RL_5.274.7.687c88ab
OG0008109	XP_024008353.1	evm.model.RL_5.212
OG0008110	XP_006418222.1	evm.model.RL_5.215
OG0008111	XP_006418221.1	evm.model.RL_5.216
OG0008112	XP_006418218.1	evm.model.RL_5.219
OG0008113	XP_006418200.1	evm.model.RL_5.237
OG0008114	XP_006418249.1	evm.model.RL_5.187
OG0008115	XP_006418259.1	evm.model.RL_5.178
OG0008116	XP_006418263.1	evm.model.RL_5.173
OG0008117	XP_006418297.1	evm.model.RL_5.143
OG0008118	XP_006418347.1	evm.model.RL_5.93
OG0008120	XP_006418339.1	evm.model.RL_5.99
OG0008122	XP_006418386.1	evm.model.RL_5.62
OG0008123	XP_006418441.1	evm.model.RL_8.2871
OG0008124	XP_006396194.2	evm.model.RL_8.3, evm.model.RL_8.9
OG0008125	XP_006418500.1	evm.model.RL_8.2922
OG0008126	XP_006399956.1	evm.model.RL_4.2180
OG0008127	XP_006399934.1	evm.model.RL_4.2203
OG0008128	XP_006399985.1	evm.model.RL_4.2158
OG0008129	XP_006399986.1	evm.model.RL_4.2157
OG0008130	XP_006399996.1	evm.model.RL_4.2150.2.687c86d7
OG0008131	XP_024011465.1	evm.model.RL_4.2078
OG0008132	XP_006400074.1	evm.model.RL_4.2083
OG0008133	XP_006400073.1	evm.model.RL_4.2084
OG0008134	XP_024011914.1	evm.model.RL_4.2028
OG0008135	XP_006400184.1	evm.model.RL_4.1993
OG0008136	XP_006400187.2	evm.model.RL_4.1990
OG0008137	XP_006400192.1	evm.model.RL_4.1985
OG0008138	XP_006400200.1	evm.model.RL_4.1978
OG0008139	XP_006400236.1	evm.model.RL_4.1947
OG0008140	XP_024012049.1	evm.model.RL_4.1899
OG0008141	XP_006400314.1	evm.model.RL_4.1872
OG0008142	XP_006400328.1	evm.model.RL_4.1858
OG0008143	XP_006400329.1	evm.model.RL_4.1857
OG0008144	XP_006400335.1	evm.model.RL_4.1851
OG0008145	XP_006400371.1	evm.model.RL_4.1826.1.687c86d6
OG0008146	XP_024012657.1	evm.model.RL_4.1810
OG0008147	XP_006400394.1	evm.model.RL_4.1808
OG0008148	XP_006400404.1	evm.model.RL_4.1798
OG0008149	XP_024012478.1	evm.model.RL_4.1781
OG0008150	XP_006400438.1	evm.model.RL_4.1771
OG0008151	XP_024012638.1	evm.model.RL_4.1750
OG0008152	XP_006400460.1	evm.model.RL_4.1749
OG0008153	XP_006400464.1	evm.model.RL_4.1745
OG0008154	XP_006400473.1	evm.model.RL_4.1738
OG0008155	XP_006400490.1	evm.model.RL_4.1718
OG0008156	XP_006394867.1	evm.model.RL_4.1133
OG0008157	XP_006394874.1	evm.model.RL_4.1128
OG0008158	XP_006394875.1	evm.model.RL_4.1127
OG0008159	XP_006394886.1	evm.model.RL_4.1120
OG0008160	XP_006394915.1	evm.model.RL_4.1088
OG0008162	XP_006394942.1	evm.model.RL_4.1061
OG0008163	XP_006394955.1	evm.model.RL_4.1049
OG0008164	XP_024007192.1	evm.model.RL_4.1031
OG0008165	XP_006395045.1	evm.model.RL_4.951
OG0008166	XP_006395093.1	evm.model.RL_4.892
OG0008167	XP_006395082.1	evm.model.RL_4.907
OG0008168	XP_006395124.1	evm.model.RL_4.859
OG0008169	XP_006395155.1	evm.model.RL_4.835
OG0008170	XP_024012581.1	evm.model.RL_4.2251
OG0008171	XP_006395169.2	evm.model.RL_4.818
OG0008172	XP_006399860.1	evm.model.RL_4.2262
OG0008173	XP_006399851.1	evm.model.RL_4.2268
OG0008175	XP_006399181.1	evm.model.RL_4.2847
OG0008177	XP_006399125.1	evm.model.RL_4.2892
OG0008178	XP_006399120.1	evm.model.RL_4.2896
OG0008179	XP_006399100.1	evm.model.RL_4.2913
OG0008180	XP_006398980.1	evm.model.RL_4.3021
OG0008181	XP_024011657.1	evm.model.RL_4.3076
OG0008182	XP_006398912.1	evm.model.RL_4.3078
OG0008183	XP_006400492.1	evm.model.RL_4.1717
OG0008184	XP_006394788.1, XP_024007411.1	evm.model.RL_4.1202
OG0008185	XP_006394755.1	evm.model.RL_4.1227
