Orthogroup	Eutrema_salsugineum	Alyssum_gmelinii
OG0005669	XP_006413983.2	Ag003G268430, Ag006G571280
OG0005670	XP_006413976.1	Ag006G571130
OG0005672	XP_006413929.1	Ag006G568890
OG0005673	XP_006413802.1	Ag006G564130
OG0005675	XP_006413631.1	Ag006G551570
OG0005676	XP_006413621.1	Ag006G551270
OG0005677	XP_006413531.1	Ag004G381020, Ag003G238270
OG0005678	XP_006396067.1	Ag006G536070
OG0005679	XP_006393550.1	Ag007G585210
OG0005680	XP_006415674.2	Ag007G583360
OG0005681	XP_006415579.1	Ag007G582130
OG0005682	XP_006415563.1	Ag007G581900
OG0005683	XP_006415397.1	Ag002G113240, Ag013G741610, Ag007G579790
OG0005684	XP_006412066.1	Ag003G286540, Ag003G286550
OG0005685	XP_006412024.1	Ag003G287930
OG0005686	XP_006404939.1	Ag003G288630
OG0005687	XP_006411948.1	Ag003G289580
OG0005688	XP_006404773.1	Ag006G523710
OG0005689	XP_006411852.1	Ag003G292090
OG0005690	XP_006411839.1	Ag003G292390
OG0005691	XP_006411795.1	Ag003G293340
OG0005692	XP_006411778.1, XP_006404682.1	Ag003G293520
OG0005693	XP_006411744.1	Ag003G294910
OG0005694	XP_006411743.1	Ag003G294930
OG0005695	XP_006405774.1	Ag007G646830
OG0005696	XP_006410713.2	Ag007G578510
OG0005697	XP_006410683.1	Ag002G162890
OG0005698	XP_006410580.1	Ag002G160490, Ag005G478620, Ag003G287010
OG0005700	XP_006399786.1	Ag003G256640
OG0005701	XP_024013291.1	Ag003G259260
OG0005703	XP_006396782.1	Ag002G143060
OG0005704	XP_024010158.1	Ag004G317870, Ag002G141420
OG0005705	XP_006398220.1	Ag002G104300, Ag002G104230, Ag002G104180
OG0005706	XP_006398219.1	Ag002G104210, Ag002G104290
OG0005707	XP_006398288.2	Ag002G111590, Ag002G108070
OG0005708	XP_006398331.1	Ag002G113560, Ag002G109930, Ag002G113600
OG0005710	XP_006398454.1	Ag002G123470
OG0005711	XP_006398455.1	Ag002G123480
OG0005712	XP_006398466.1	Ag002G123600
OG0005713	XP_006398463.1	Ag002G123570
OG0005714	XP_024006851.1	Ag001G044280, Ag001G046520
OG0005715	XP_006414900.1	Ag001G038890
OG0005716	XP_024005187.1	Ag001G035590
OG0005717	XP_006406252.1	Ag005G441250
OG0005718	XP_006397968.1	Ag002G206220
OG0005719	XP_006397940.1	Ag002G205930
OG0005720	XP_006397922.1	Ag002G205640
OG0005721	XP_006397870.1	Ag002G204260
OG0005722	XP_024010749.1	Ag001G095860
OG0005723	XP_006397844.1	Ag002G203650
OG0005724	XP_006402455.1	Ag001G095250
OG0005725	XP_006397750.1	Ag002G202170
OG0005726	XP_006402526.1	Ag001G093830
OG0005727	XP_006397731.1	Ag002G201750
OG0005728	XP_006397675.1	Ag002G200870
OG0005730	XP_006397648.1	Ag002G199870
OG0005731	XP_006397610.2	Ag002G199140
OG0005732	XP_006397607.1, XP_006397606.1	Ag002G199110
OG0005733	XP_006397514.2	Ag002G197140
OG0005734	XP_006397499.1	Ag002G196850
OG0005735	XP_006411506.2	Ag002G194460
OG0005736	XP_006398360.1, XP_006411417.1	Ag002G191020
OG0005738	XP_006398690.1	Ag006G492970
OG0005739	XP_006394863.1	Ag008G719760
OG0005740	XP_006394864.1	Ag008G719750
OG0005741	XP_006408852.2, XP_006400513.2	Ag008G719700
OG0005742	XP_006400536.1	Ag008G719140
OG0005743	XP_006393072.2	Ag001G011680
OG0005744	XP_024011493.1	Ag008G717490
OG0005745	XP_006400646.1	Ag008G717150
OG0005746	XP_024011739.1, XP_006400728.2	Ag008G715600
OG0005747	XP_006400752.1	Ag008G714810
OG0005748	XP_006400762.2	Ag008G714500, Ag008G714520, Ag007G592660
OG0005749	XP_006400826.1	Ag008G712560
OG0005750	XP_006400857.1	Ag008G711580
OG0005751	XP_024012095.1	Ag008G706320, Ag008G707040
OG0005752	XP_006394235.1	Ag008G730300
OG0005753	XP_006394230.1	Ag002G196180, Ag008G730440
OG0005754	XP_006394132.1	Ag008G731550
OG0005755	XP_006394123.1	Ag008G731660
OG0005756	XP_024007140.1	Ag008G732540
OG0005757	XP_006393862.1	Ag001G100150
OG0005758	XP_024007524.1	Ag001G100000
OG0005759	XP_006396268.1	Ag006G516900
OG0005760	XP_024010053.1	Ag006G517310
OG0005761	XP_006396284.1	Ag006G516380
OG0005762	XP_006396290.1	Ag006G516120
OG0005763	XP_006396355.1	Ag006G514180
OG0005764	XP_006396493.2	Ag006G509530
OG0005765	XP_006396553.1	Ag007G599070
OG0005766	XP_006396566.2	Ag007G598850
OG0005767	XP_006403117.1	Ag007G586610
OG0005768	XP_006403122.1	Ag007G586630
OG0005769	XP_024008915.1	Ag004G301800
OG0005770	XP_006403146.1	Ag007G586950
OG0005771	XP_006410491.1	Ag007G588080
OG0005772	XP_006410490.1	Ag007G588090
OG0005773	XP_006410400.1	Ag007G589020
OG0005774	XP_006410334.1	Ag007G590170
OG0005775	XP_006410144.1	Ag007G592800
OG0005776	XP_006410054.2	Ag007G593430
OG0005777	XP_006409919.1	Ag007G595020
OG0005778	XP_006410284.1	Ag007G591010
OG0005779	XP_006409827.1	Ag007G596210
OG0005780	XP_024016534.1, XP_006408638.1	Ag007G597380
OG0005781	XP_006408635.1	Ag007G597370
OG0005782	XP_006412374.1	Ag003G276650
OG0005783	XP_006398530.1	Ag003G296530
OG0005784	XP_006399906.1	Ag007G613140
OG0005785	XP_024015430.1	Ag005G490280
OG0005786	XP_006392945.1	Ag005G489790
OG0005787	XP_006408424.1	Ag005G489550, Ag008G702190
OG0005788	XP_006408419.1	Ag005G489480
OG0005791	XP_006407929.1	Ag005G481270
OG0005792	XP_006407909.1	Ag005G480910
OG0005793	XP_006407901.1	Ag005G480810
OG0005794	XP_006407894.1	Ag005G480730
OG0005795	XP_006407821.1	Ag005G479470
OG0005796	XP_006391996.1	Ag003G285170
OG0005797	XP_006407796.1	Ag005G479200
OG0005798	XP_006407760.1	Ag005G478760
OG0005799	XP_024016864.1	Ag002G186660
OG0005800	XP_006411270.1	Ag002G185370, Ag001G066020
OG0005801	XP_006410938.1	Ag002G172500
OG0005802	XP_006411173.1	Ag002G181510
OG0005803	XP_006410862.1	Ag002G169440
OG0005804	XP_024013666.1	Ag001G072720
OG0005805	XP_006410921.1	Ag002G171960
OG0005806	XP_006410953.1	Ag002G172960
OG0005807	XP_006410961.1	Ag008G723350
OG0005808	XP_006411029.1	Ag002G175680
OG0005809	XP_006411085.1	Ag002G177760
OG0005810	XP_006411073.1	Ag002G177330
OG0005811	XP_006411061.1	Ag002G176750
OG0005812	XP_006416915.1	Ag004G322910
OG0005813	XP_006403333.1, XP_006416824.1	Ag004G324910
OG0005814	XP_006416819.1	Ag004G324970
OG0005815	XP_006416794.1	Ag004G325370
OG0005816	XP_006416781.1	Ag004G325510
OG0005817	XP_006416738.1	Ag004G326840, Ag004G326360
OG0005818	XP_006390593.1	Ag003G237620
OG0005819	XP_006391201.1	Ag004G328420, Ag004G328430
OG0005820	XP_006416484.1	Ag004G332450
OG0005821	XP_006416398.1	Ag004G334290
OG0005822	XP_006416379.2	Ag004G334610
OG0005823	XP_006416262.1	Ag004G337950
OG0005824	XP_006416194.2	Ag004G339640
OG0005825	XP_024008854.1	Ag003G242210
OG0005826	XP_006416054.1	Ag003G242590
OG0005827	XP_006416031.1	Ag003G242900, Ag003G236970
OG0005828	XP_006399919.1	Ag007G613270
OG0005829	XP_024008987.1	Ag001G041230
OG0005830	XP_006415759.1	Ag003G277720, Ag001G024510
OG0005831	XP_006413430.1	Ag003G247000, Ag007G636330, Ag002G190310
OG0005832	XP_006405240.1	Ag008G722390
OG0005833	XP_006413362.1	Ag007G598640
OG0005834	XP_006413352.1	Ag007G598710
OG0005835	XP_024005299.1	Ag007G586160
OG0005836	XP_006404912.1	Ag006G524580
OG0005838	XP_006416946.1	Ag004G322430
OG0005839	XP_024008281.1	Ag004G321270
OG0005840	XP_006417073.1	Ag004G319490
OG0005841	XP_006417128.1	Ag004G317930
OG0005842	XP_006417189.1	Ag004G316760
OG0005843	XP_006417206.1	Ag004G316400
OG0005844	XP_006417225.1	Ag004G315980
OG0005845	XP_006417252.1	Ag004G315530
OG0005846	XP_006417264.1	Ag004G315340
OG0005847	XP_006417296.1	Ag004G314830
OG0005848	XP_006417330.1	Ag004G314390
OG0005849	XP_006417368.1	Ag004G313570, Ag004G307670
OG0005850	XP_006417369.1, XP_006410751.2	Ag004G313560
OG0005851	XP_006417451.1	Ag004G312220
OG0005852	XP_024008160.1	Ag004G312020
OG0005853	XP_006417508.1	Ag004G310970, Ag007G611090
OG0005854	XP_006417556.1	Ag004G310420
OG0005855	XP_006417585.1	Ag004G309860
OG0005856	XP_006417662.1	Ag004G308790
OG0005857	XP_006417699.1	Ag004G308450
OG0005858	XP_024008970.1	Ag004G307800
OG0005859	XP_006417769.1	Ag004G307440
OG0005860	XP_006417797.1	Ag004G307150
OG0005861	XP_006417847.1	Ag004G306270
OG0005862	XP_006418101.1	Ag004G302880
OG0005863	XP_024008485.1	Ag004G302820
OG0005864	XP_006418105.1	Ag007G624470, Ag004G326280
OG0005865	XP_006418272.1	Ag004G300190
OG0005866	XP_006418345.1	Ag004G299360
OG0005867	XP_006418374.1	Ag004G298820
OG0005870	XP_006399947.1	Ag007G613950
OG0005872	XP_006400030.1	Ag007G617340
OG0005873	XP_006400085.2	Ag007G619300
OG0005874	XP_006400126.2, XP_006400125.1	Ag007G620620
OG0005875	XP_024012632.1	Ag007G625760
OG0005877	XP_006400469.1	Ag007G632520
OG0005878	XP_006394984.2	Ag007G637330
OG0005879	XP_006395042.1	Ag007G641250
OG0005880	XP_006395057.1	Ag007G640620
OG0005881	XP_006395069.1	Ag007G639300
OG0005882	XP_006395099.1	Ag007G612630, Ag004G349380
OG0005883	XP_006395144.2	Ag007G643730
OG0005884	XP_006399872.1	Ag007G612330, Ag007G612340
OG0005885	XP_024012694.1	Ag006G500530
OG0005886	XP_006394832.1	Ag008G720250
OG0005887	XP_006394741.1	Ag008G721670
OG0005888	XP_006394652.2	Ag008G723330
OG0005889	XP_024006815.1	Ag008G725030
OG0005891	XP_006394423.1	Ag008G727070
OG0005893	XP_006394351.1	Ag008G728350
OG0005894	XP_006401052.1	Ag008G706410
OG0005895	XP_006401055.1	Ag008G706310
OG0005896	XP_006401065.1	Ag008G706140
OG0005897	XP_006401071.1	Ag008G706070
OG0005898	XP_006401083.1	Ag008G705890
OG0005899	XP_006407482.2	Ag005G474160
OG0005900	XP_006401114.1	Ag008G705410
OG0005901	XP_006403912.1	Ag001G067040
OG0005902	XP_006404032.1	Ag001G061210
OG0005903	XP_006404164.1	Ag008G692240
OG0005904	XP_006404294.1	Ag001G054980
OG0005905	XP_006418929.2	Ag002G145070
OG0005907	XP_006391086.1	Ag004G350610
OG0005908	XP_006390952.1	Ag004G347370
OG0005909	XP_006390760.2	Ag004G342620
OG0005910	XP_006390725.1	Ag007G594920, Ag003G241110
OG0005911	XP_006390032.1	Ag003G215180
OG0005912	XP_006416280.1	Ag003G218200
OG0005913	XP_006390200.1	Ag003G220590
OG0005914	XP_024008344.1	Ag003G222160
OG0005915	XP_006390329.1	Ag003G227140
OG0005916	XP_024007659.1	Ag003G228190
OG0005917	XP_006390404.2	Ag003G229770
OG0005918	XP_006416730.1	Ag004G326480
OG0005919	XP_006389968.1	Ag003G213450
OG0005920	XP_006389963.1	Ag003G213170
OG0005921	XP_006389830.1	Ag003G209810
OG0005922	XP_006389773.1	Ag007G653640, Ag003G208300
OG0005924	XP_006407283.1	Ag005G470390
OG0005925	XP_006407251.1	Ag005G469800
OG0005926	XP_024015465.1	Ag005G468020
OG0005927	XP_006407061.2	Ag005G465390
OG0005928	XP_006407046.1	Ag005G465140
OG0005929	XP_006392837.1	Ag001G007020
OG0005930	XP_006392898.1	Ag001G008090
OG0005931	XP_006406712.1	Ag005G457530
OG0005932	XP_006406609.1	Ag005G454810
OG0005933	XP_006405414.1	Ag007G655380
OG0005934	XP_024004387.1	Ag005G460500, Ag005G448800
OG0005935	XP_024015568.1	Ag005G448140
OG0005936	XP_006406401.1	Ag005G446460
OG0005937	XP_006406321.1	Ag005G443890, Ag005G442680
OG0005938	XP_006406169.1	Ag005G438640, Ag005G438870
OG0005939	XP_006406168.1	Ag005G438600
OG0005940	XP_006406144.1	Ag005G437740
OG0005941	XP_006406004.1	Ag005G434330, Ag005G433470
OG0005942	XP_006418836.1	Ag005G432390
OG0005943	XP_006418833.1	Ag005G432300
OG0005944	XP_006418711.1	Ag005G428760
OG0005946	XP_006403051.1	Ag008G694090
OG0005947	XP_006409627.1	Ag005G419820
OG0005948	XP_006409409.1	Ag007G614330, Ag005G417690
OG0005949	XP_006409205.1	Ag005G413320, Ag005G412950
OG0005950	XP_006409170.1	Ag005G411180
OG0005951	XP_024016524.1	Ag005G406770
OG0005952	XP_006408875.1	Ag005G405700
OG0005953	XP_006408917.2	Ag005G402530
OG0005954	XP_006408943.1	Ag005G403020
OG0005955	XP_006392588.1	Ag001G000870
OG0005956	XP_006392616.1	Ag001G001310
OG0005957	XP_006399609.1	Ag001G006100, Ag005G487760
OG0005958	XP_006392848.1	Ag001G007180
OG0005959	XP_024006360.1	Ag001G008030
OG0005960	XP_006393362.1	Ag001G024330
OG0005961	XP_006393348.1	Ag001G024140
OG0005962	XP_006393484.2	Ag001G027230
OG0005963	XP_006414449.1	Ag001G031940
OG0005964	XP_006403808.1	Ag001G068540
OG0005965	XP_006403876.1	Ag001G065890
OG0005966	XP_006403543.1	Ag001G076050
OG0005967	XP_006403034.1	Ag001G080430
OG0005968	XP_006403005.2	Ag001G081030, Ag005G410260
OG0005969	XP_006402930.1	Ag001G083180
OG0005970	XP_006402918.1	Ag001G083560
OG0005971	XP_006402871.1	Ag001G084950
OG0005972	XP_006402870.1	Ag001G084980
OG0005973	XP_006402719.1	Ag001G089670
OG0005974	XP_006402494.1	Ag001G094330
OG0005975	XP_006402451.1	Ag001G095270, Ag001G095410
OG0005976	XP_024013015.1	Ag001G095070
OG0005977	XP_006402280.1	Ag007G622110, Ag001G098890
OG0005978	XP_024012794.1	Ag001G099030
OG0005979	XP_006393070.1	Ag001G011610
OG0005981	XP_006403922.1	Ag001G067220
OG0005982	XP_006402625.1	Ag001G092080
OG0005983	XP_006398330.1	Ag002G113510
OG0005985	XP_006404336.1	Ag007G580000
OG0005985	XP_024009945.1	Ag002G132160
OG0005987	XP_006413010.1	Ag003G253000
OG0005988	XP_006412363.1	Ag003G276480
OG0005989	XP_006417514.2	Ag004G310930, Ag004G309510
OG0005992	XP_006391150.1	Ag004G353590
OG0005993	XP_024010934.1	Ag004G379850, Ag004G396080, Ag004G391540
OG0005995	XP_006409009.1	Ag005G460290, Ag005G460280
OG0005996	XP_024015587.1	Ag005G464780
OG0005997	XP_006407430.1	Ag005G472510
OG0005998	XP_006399196.1	Ag006G506540, Ag006G506680, Ag006G506610, Ag006G506420
OG0005999	XP_006409872.2	Ag007G595680
OG0006000	XP_024012575.1	Ag007G616960
OG0006001	XP_006405444.1	Ag007G654170
OG0006002	XP_006394096.1	Ag008G732020
OG0006016	XP_006412898.1	Ag003G255880
OG0006017	XP_006409080.1	Ag005G407890
OG0006018	XP_006412710.1	Ag003G266700, Ag003G265860
OG0006019	XP_006404869.1	Ag006G524220
OG0006020	XP_024004420.1	Ag003G263280, Ag003G263700
OG0006021	XP_006417712.1	Ag004G308270
OG0006022	XP_006412630.1	Ag003G267990
OG0006023	XP_024005076.1	Ag003G268270
OG0006025	XP_006415498.1	Ag007G580880
OG0006026	XP_006412343.1	Ag003G275840
OG0006027	XP_006412334.1, XP_024009460.1	Ag003G275460
OG0006028	XP_006412333.1	Ag003G275430
OG0006029	XP_024016163.1	Ag005G419800
OG0006030	XP_024005886.1	Ag003G282380
OG0006031	XP_006412184.1, XP_006409420.1	Ag003G282780
OG0006032	XP_006412179.1	Ag003G282830
OG0006033	XP_006400827.1	Ag008G712550
OG0006034	XP_006415336.1	Ag007G579280
OG0006035	XP_006415234.1	Ag007G578320
OG0006036	XP_006415176.1	Ag007G578020
OG0006037	XP_024009212.1	Ag001G101150
OG0006038	XP_006414282.1	Ag001G101340
OG0006039	XP_006414346.1	Ag001G101990
OG0006040	XP_024003800.1	Ag004G365040, Ag004G365580
OG0006041	XP_006392344.1, XP_006392331.1	Ag004G367850
OG0006043	XP_006392168.1	Ag004G371680
OG0006044	XP_006417418.1	Ag004G312610
OG0006045	XP_024010962.1	Ag008G658440, Ag012G741190
OG0006046	XP_006396123.1	Ag001G074370, Ag004G348260
OG0006047	XP_024010955.1	Ag008G658170, Ag012G740870
OG0006049	XP_006395817.1	Ag002G171780
OG0006050	XP_006390773.1	Ag004G342820
OG0006051	XP_006395763.1	Ag008G660890
OG0006052	XP_006395711.1	Ag006G565660
OG0006053	XP_006395672.2	Ag001G001500
OG0006054	XP_006417168.1	Ag004G317150
OG0006055	XP_006395610.1	Ag008G665180
OG0006056	XP_006395543.2	Ag008G666940
OG0006057	XP_006395487.1	Ag008G668480
OG0006059	XP_006395449.1	Ag008G669160
OG0006060	XP_024007428.1	Ag008G669420
OG0006061	XP_006395383.1	Ag004G379780, Ag008G674030
OG0006062	XP_006395380.1	Ag004G325410
OG0006063	XP_006395368.2	Ag005G414540
OG0006064	XP_024006736.1	Ag008G672140
OG0006065	XP_006395318.1	Ag007G619470
OG0006068	XP_006391429.1	Ag004G358200
OG0006069	XP_006391329.1	Ag004G360390
OG0006070	XP_006391544.1	Ag004G370230
OG0006071	XP_006391611.1	Ag004G401230
OG0006072	XP_024003804.1	Ag004G401210
OG0006073	XP_006391730.1	Ag004G388820, Ag004G393750
OG0006074	XP_006391745.1	Ag004G386480
OG0006075	XP_006391797.1	Ag004G382000
OG0006077	XP_006411379.1	Ag002G189530
OG0006078	XP_006407686.1	Ag005G477650, Ag005G476820
OG0006079	XP_024015061.1	Ag005G475700
OG0006080	XP_006407489.1	Ag005G474220
OG0006081	XP_006399107.1	Ag006G504240
OG0006082	XP_006407331.1	Ag005G471190
OG0006084	XP_006402119.1	Ag008G699580
OG0006085	XP_006402012.1	Ag002G192480, Ag008G676540
OG0006087	XP_006413290.1	Ag007G585560
OG0006088	XP_006401759.1	Ag008G684750
OG0006089	XP_024005168.1	Ag003G252850
OG0006090	XP_006401690.1	Ag008G686980
OG0006091	XP_006398495.1	Ag008G658460, Ag012G741210
OG0006092	XP_006401669.1	Ag008G687370
OG0006093	XP_006401592.1	Ag008G688670, Ag008G689800
OG0006094	XP_006401561.1	Ag001G057850
OG0006095	XP_006401549.1	Ag008G693380
OG0006096	XP_006401541.2	Ag008G693600
OG0006097	XP_024011188.1	Ag008G694580
OG0006098	XP_006401421.1	Ag008G696320
OG0006099	XP_006401286.1	Ag008G700070
OG0006100	XP_006401197.2	Ag008G703220
OG0006101	XP_006401188.1	Ag008G703880
OG0006102	XP_006416906.1	Ag004G323000
OG0006103	XP_006401142.1	Ag008G705100
OG0006104	XP_024008638.1	Ag002G169450, Ag004G318910
OG0006105	XP_006401139.1	Ag008G705180
OG0006106	XP_006399761.1	Ag007G609560, Ag006G545220
OG0006107	XP_006399754.1	Ag007G609450
OG0006108	XP_006399656.1	Ag007G607490
OG0006109	XP_006399525.1	Ag007G604520
OG0006110	XP_006399503.1	Ag007G604220
OG0006111	XP_006399435.1	Ag007G602520
OG0006112	XP_006399374.1	Ag007G601770, Ag003G245840
OG0006113	XP_006399328.1	Ag007G601180
OG0006114	XP_006399300.1	Ag007G600760
OG0006115	XP_006399296.1	Ag007G600720
OG0006116	XP_006399250.1	Ag007G600050
OG0006117	XP_006394446.1	Ag008G726810
OG0006118	XP_006414243.1	Ag006G577730
OG0006119	XP_006414213.1	Ag006G577350
OG0006120	XP_024005822.1	Ag003G218880, Ag006G576720
OG0006121	XP_006414171.1	Ag006G576480
OG0006122	XP_006414109.1	Ag006G575030
OG0006123	XP_006414104.2	Ag006G574860, Ag006G574840
OG0006124	XP_006414089.1	Ag006G574380
OG0006125	XP_006413964.1	Ag005G475680
OG0006126	XP_006408602.2	Ag007G597780
OG0006127	XP_006413883.1	Ag006G560890
OG0006128	XP_006413817.1	Ag006G564020
OG0006129	XP_006413791.1	Ag006G564510
OG0006130	XP_006413753.1	Ag006G565960
OG0006131	XP_006413702.1	Ag006G555720
OG0006133	XP_006413613.1	Ag006G551000
OG0006134	XP_006413555.1	Ag006G548160, Ag006G546530
OG0006135	XP_006413532.1	Ag006G546960, Ag006G542040
OG0006136	XP_006413515.1	Ag006G542630, Ag006G544980
OG0006137	XP_006413481.1	Ag006G543530, Ag006G544060
OG0006138	XP_006397008.1	Ag002G147180
OG0006139	XP_006415049.1	Ag006G539380, Ag006G536850
OG0006140	XP_006406258.1, XP_006395919.1	Ag006G533200
OG0006141	XP_006393759.1	Ag006G531850
OG0006142	XP_006413468.1	Ag007G585400
OG0006143	XP_006397569.1	Ag002G198530
OG0006144	XP_006415723.1	Ag007G583990
OG0006145	XP_006415704.1	Ag007G583770
OG0006146	XP_006393634.1	Ag007G584360
OG0006147	XP_006415663.1	Ag007G583200
OG0006150	XP_006415590.1	Ag007G582250
OG0006151	XP_006415585.1	Ag007G582210
OG0006152	XP_006415580.1	Ag007G582140
OG0006153	XP_006415518.1	Ag007G581050
OG0006155	XP_006415479.1	Ag007G580690
OG0006156	XP_006415473.1	Ag007G580620
OG0006157	XP_006412065.1	Ag003G286560
OG0006158	XP_006411969.1	Ag003G289260
OG0006159	XP_006411934.1	Ag003G290190, Ag004G367570
OG0006160	XP_024005823.1	Ag003G291090
OG0006161	XP_006404948.1	Ag003G293240
OG0006162	XP_006411732.1	Ag001G025430, Ag001G025420, Ag003G295100
OG0006163	XP_006411653.1	Ag003G296640
OG0006164	XP_006405867.2	Ag007G645670
OG0006165	XP_006405760.1	Ag007G647190
OG0006166	XP_006405710.2	Ag003G259280, Ag007G647360
OG0006167	XP_006408090.1	Ag005G484060
OG0006168	XP_006415339.1	Ag007G579310
OG0006169	XP_006415310.1	Ag007G578940
OG0006170	XP_024004146.1	Ag002G165950
OG0006171	XP_006397158.1	Ag009G736790, Ag002G151770
OG0006172	XP_006397298.1	Ag002G149800, Ag009G735220
OG0006174	XP_006410530.1	Ag002G159330
OG0006175	XP_006403397.1	Ag005G460020
OG0006177	XP_006397075.1	Ag002G147970
OG0006178	XP_024010202.1	Ag002G147450
OG0006179	XP_006396889.1	Ag002G145420
OG0006181	XP_006396843.1	Ag002G143320
OG0006182	XP_006396794.1	Ag002G144740
OG0006183	XP_006396727.1	Ag002G141130
OG0006184	XP_006396693.1	Ag002G140240
OG0006185	XP_024009833.1	Ag002G139680
OG0006186	XP_006396634.1	Ag002G131860
OG0006187	XP_006398163.1	Ag001G026440, Ag004G338640
OG0006188	XP_006398204.1	Ag002G103790
OG0006189	XP_006398319.1	Ag002G108950, Ag002G112930
OG0006190	XP_024011025.1	Ag002G112970, Ag002G108990
OG0006191	XP_006398338.2	Ag002G116580, Ag002G116560
OG0006192	XP_006398488.1	Ag002G123760
OG0006193	XP_006396096.1	Ag005G424170
OG0006194	XP_006417944.1	Ag008G705490, Ag004G305320
OG0006195	XP_006414981.2	Ag006G500510
OG0006196	XP_006414927.1	Ag001G039000
OG0006197	XP_006414862.1	Ag001G038210
OG0006198	XP_024004545.1, XP_024004544.1	Ag001G036860
OG0006199	XP_006414711.1	Ag001G036740
OG0006200	XP_006414562.2	Ag001G034380
OG0006201	XP_006414477.1	Ag001G032990
OG0006202	XP_006405373.1, XP_006405371.1	Ag002G190330
OG0006203	XP_006405347.1	Ag007G656370
OG0006204	XP_006397885.1	Ag002G204430
OG0006205	XP_006397873.2	Ag002G204280
OG0006206	XP_006397868.1	Ag002G204250
OG0006207	XP_006397854.2	Ag002G203760
OG0006208	XP_006397846.1	Ag002G203670
OG0006209	XP_006402452.1	Ag001G095280
OG0006210	XP_006397804.1, XP_006396963.1	Ag002G203070
OG0006211	XP_006397722.1	Ag002G201650
OG0006212	XP_006397716.1	Ag002G201500
OG0006213	XP_006397686.1	Ag002G201020, Ag002G200990
OG0006214	XP_006397676.1	Ag002G200900, Ag002G126270
OG0006215	XP_006397656.1	Ag002G200190
OG0006216	XP_006402660.1	Ag001G091320
OG0006217	XP_024010729.1	Ag002G197910
OG0006218	XP_006397504.1	Ag001G090440
OG0006219	XP_006411519.1	Ag002G194750
OG0006220	XP_024012804.1	Ag001G085110, Ag003G270780
OG0006221	XP_024012826.1	Ag001G084320
OG0006222	XP_006411418.2	Ag002G191040
OG0006223	XP_006398620.1	Ag006G491650
OG0006224	XP_006398697.1	Ag006G493260
OG0006225	XP_006398737.1	Ag006G494020
OG0006226	XP_006399875.1	Ag007G612500, Ag007G619450
OG0006228	XP_006398863.1	Ag006G497040
OG0006229	XP_006400539.1	Ag008G719110
OG0006230	XP_006400616.1	Ag008G717760
OG0006231	XP_006400633.1	Ag008G717630
OG0006232	XP_006400701.1	Ag008G716240
OG0006233	XP_006400712.1	Ag008G716080
OG0006234	XP_024016051.1	Ag008G716010
OG0006235	XP_024012335.1	Ag008G712380
OG0006236	XP_024011498.1, XP_006400876.1	Ag008G711190
OG0006237	XP_006391811.1, XP_006418886.1	Ag006G503070
OG0006238	XP_006400998.1	Ag006G495820, Ag006G495780, Ag008G707730
OG0006239	XP_024012701.1	Ag008G706920
OG0006240	XP_024004573.1	Ag008G729050
OG0006241	XP_006394266.1	Ag008G729600, Ag008G729580
OG0006242	XP_024007582.1	Ag008G729640
OG0006243	XP_024006756.1	Ag008G730550
OG0006244	XP_006409468.1	Ag005G418480
OG0006245	XP_006394124.1	Ag008G731630
OG0006246	XP_006394122.1	Ag008G731670
OG0006247	XP_006394048.1	Ag008G732800
OG0006248	XP_006394027.1	Ag008G733040
OG0006249	XP_006394019.2	Ag008G733140
OG0006250	XP_006394004.2	Ag008G733340
OG0006251	XP_006393854.1	Ag001G100020
OG0006252	XP_006401440.1	Ag001G099560
OG0006253	XP_006396221.1	Ag006G519550
OG0006254	XP_006396281.1	Ag006G516450
OG0006255	XP_006396350.2	Ag006G514240
OG0006256	XP_006396392.1	Ag006G512790
OG0006257	XP_006396444.1	Ag006G511110
OG0006258	XP_006396470.1	Ag006G510030
OG0006259	XP_006396473.1	Ag006G510010
OG0006260	XP_006396475.1	Ag006G509990
OG0006261	XP_006403158.1	Ag007G587070
OG0006262	XP_006410488.2	Ag007G588110
OG0006263	XP_006410452.1	Ag007G588520
OG0006264	XP_006410434.1, XP_024013344.1	Ag007G588660
OG0006265	XP_006410372.1	Ag007G589470
OG0006266	XP_024003708.1	Ag007G590460
OG0006267	XP_006410305.1	Ag007G590620
OG0006268	XP_006410244.1	Ag007G591520
OG0006270	XP_006410116.1, XP_006410103.2	Ag007G592500
OG0006271	XP_006410030.1	Ag007G593710
OG0006272	XP_006410025.1	Ag007G593750
OG0006274	XP_006410010.1	Ag007G593860
OG0006275	XP_006409869.2	Ag007G595720
OG0006276	XP_006409785.1	Ag007G596600
OG0006277	XP_006413078.1	Ag003G251350
OG0006278	XP_006408503.2, XP_006409233.1	Ag001G100280
OG0006279	XP_006398552.1	Ag006G490700
OG0006280	XP_006407759.1	Ag005G478750
OG0006281	XP_006398573.1	Ag006G491150
OG0006282	XP_006413170.1	Ag007G581960
OG0006283	XP_006408471.1	Ag005G490340
OG0006284	XP_006408458.1	Ag005G405800, Ag005G490160, Ag005G490140
OG0006285	XP_006400101.1	Ag007G619760, Ag007G619800
OG0006286	XP_006408310.1	Ag005G487750
OG0006287	XP_006408293.2	Ag005G487310
OG0006288	XP_006408273.1	Ag005G486890, Ag004G374100
OG0006289	XP_006408248.1	Ag005G486460
OG0006290	XP_006408199.1	Ag005G485760
