Orthogroup	Eutrema_salsugineum	Erysimum_linariifolium
OG0006878	XP_024011949.1	El007G330980
OG0006879	XP_006400914.1	El007G331160
OG0006880	XP_006394307.1	El007G327420
OG0006881	XP_006394242.1	El007G326770
OG0006882	XP_024006992.1	El007G326760
OG0006883	XP_006394215.1	El007G326540
OG0006884	XP_006394204.1	El007G326410
OG0006885	XP_006394182.1	El007G326240
OG0006886	XP_006394169.1	El007G326160
OG0006887	XP_006394154.1	El007G325970
OG0006888	XP_006410843.1, XP_006394153.1	El007G325960
OG0006889	XP_006394112.1	El007G325590
OG0006890	XP_006394099.1	El004G212220, El007G325380
OG0006891	XP_006394087.1	El007G325280
OG0006892	XP_006394079.2	El007G325190
OG0006893	XP_006394045.1	El007G324800
OG0006894	XP_006394022.1	El007G324610
OG0006895	XP_006393951.1	El008G369050
OG0006896	XP_006393947.1	El007G323800, El002G126070
OG0006897	XP_006393932.1	El007G323680
OG0006898	XP_006391188.2	El007G324710
OG0006899	XP_006393820.1	El007G322440
OG0006900	XP_006400262.1	El001G063690
OG0006901	XP_006413331.1, XP_006393827.1	El002G129380, El007G322370
OG0006902	XP_006396199.1	El001G000060
OG0006903	XP_006396223.1	El001G000320
OG0006904	XP_006396265.1	El001G000790
OG0006905	XP_024010006.1	El001G000560
OG0006906	XP_006396299.1	El001G001150
OG0006907	XP_006396329.1	El001G001480
OG0006908	XP_006418385.1	El002G083760
OG0006909	XP_006396410.1	El001G002540, El001G002590, El001G002410, El001G002470
OG0006910	XP_024010153.1	El001G003550
OG0006911	XP_006396525.1	El001G003660
OG0006912	XP_006396536.1	El001G003780
OG0006913	XP_006396555.1	El001G003980
OG0006914	XP_024008671.1	El002G085540
OG0006915	XP_006403154.1	El007G359920
OG0006916	XP_006403162.1	El007G359860
OG0006917	XP_006403171.2	El007G359750
OG0006918	XP_006410475.1	El006G298590
OG0006919	XP_006410449.1	El006G298950
OG0006920	XP_006410352.1	El006G300030
OG0006921	XP_006410398.2	El006G299410
OG0006922	XP_006410404.1	El006G299350
OG0006923	XP_024004286.1	El006G299340
OG0006924	XP_006410419.1	El006G299190
OG0006925	XP_006410385.1	El006G299610
OG0006926	XP_006410379.1	El006G299750
OG0006927	XP_024003926.1	El006G300070
OG0006928	XP_006410339.1	El006G300230
OG0006929	XP_006410309.1	El006G300530
OG0006930	XP_006410308.1	El006G300550
OG0006931	XP_006410291.1	El006G300790
OG0006932	XP_006410217.1	El006G301530
OG0006933	XP_024003996.1	El006G301920
OG0006934	XP_024004097.1	El006G302150
OG0006935	XP_006410121.1	El006G302340
OG0006936	XP_006417864.1	El002G089350
OG0006937	XP_006410082.2	El006G302670
OG0006938	XP_006410062.1	El006G302790
OG0006939	XP_024016744.1	El006G303200
OG0006940	XP_006409943.1	El006G304200
OG0006941	XP_006409922.1	El006G304420
OG0006942	XP_006409904.1	El006G304730
OG0006943	XP_006409883.1	El006G305010
OG0006944	XP_006409864.1	El006G305290
OG0006945	XP_006408590.1	El006G308370
OG0006946	XP_006408666.1	El006G308190
OG0006947	XP_006408647.1	El006G308050
OG0006948	XP_006408704.1	El006G307270
OG0006949	XP_024003730.1	El006G306720
OG0006950	XP_006408857.1	El006G312830
OG0006951	XP_024015987.1	El006G313390
OG0006952	XP_006408652.1, XP_006408817.1	El006G313650
OG0006953	XP_006408493.1	El005G235710
OG0006954	XP_006413188.1	El003G158070
OG0006955	XP_006413124.1	El003G157410
OG0006956	XP_006408481.1	El005G235840
OG0006957	XP_006408462.1	El005G236070
OG0006958	XP_006408460.1	El005G236100
OG0006959	XP_006408443.1	El005G236300
OG0006960	XP_006408404.1	El005G236750
OG0006961	XP_024015549.1	El005G236900
OG0006962	XP_006408375.1	El005G237110
OG0006963	XP_006408357.1	El005G237260
OG0006964	XP_006408347.1	El005G237340
OG0006965	XP_006408287.1	El005G237990
OG0006966	XP_006408274.1	El005G238140
OG0006967	XP_006408257.1	El005G238290
OG0006968	XP_006408230.1	El005G238600, El003G179570
OG0006969	XP_006408204.1	El005G238880
OG0006970	XP_006408190.1	El005G238990
OG0006971	XP_006408178.1	El005G239160
OG0006972	XP_006408148.1	El005G239560
OG0006973	XP_006408132.1	El005G239720
OG0006974	XP_006408088.1	El005G240220
OG0006975	XP_006408068.1	El005G240410
OG0006976	XP_006408002.1	El005G241080
OG0006977	XP_006408001.1	El005G241090
OG0006978	XP_006407986.1	El005G241210
OG0006979	XP_006407968.2	El005G241410
OG0006980	XP_006407965.1	El005G241450
OG0006981	XP_006400399.1	El001G062150
OG0006982	XP_006407902.1	El005G242080
OG0006983	XP_006407900.1	El005G242100
OG0006984	XP_006407882.1	El005G242290
OG0006985	XP_006407863.1	El005G242430
OG0006986	XP_006407839.1	El005G242700
OG0006987	XP_006407797.1	El005G243250
OG0006988	XP_006407723.1	El005G244120
OG0006989	XP_006411274.1	El006G289400
OG0006990	XP_006411264.1	El006G289550
OG0006991	XP_006411252.1	El006G289690
OG0006992	XP_006411222.1	El006G289990
OG0006993	XP_006411210.1	El006G290060
OG0006994	XP_006411189.1	El006G290240
OG0006995	XP_006411155.1	El006G290700
OG0006996	XP_006411163.1	El006G290590
OG0006998	XP_024016869.1	El006G291340
OG0006999	XP_006411098.1	El006G291380
OG0007000	XP_006411097.1	El008G368950, El006G291390
OG0007001	XP_006410758.1	El006G295080
OG0007002	XP_006410760.1	El005G243050, El006G295050
OG0007003	XP_006410776.1	El006G294830
OG0007004	XP_006410779.1	El006G294780
OG0007005	XP_006410791.1	El006G294660
OG0007007	XP_006410820.1	El006G294300
OG0007008	XP_006410891.1	El006G293420
OG0007009	XP_006410905.1	El006G293220
OG0007010	XP_006410916.1	El006G293140
OG0007011	XP_006410920.1	El006G293090
OG0007012	XP_006410928.1	El006G292990
OG0007013	XP_006410987.1	El006G292390
OG0007014	XP_006411028.1	El006G291950
OG0007015	XP_006411064.1	El006G291690
OG0007016	XP_024008062.1	El002G099900, El006G290980, El002G099910
OG0007017	XP_006389822.1	El004G233700
OG0007018	XP_006416827.1	El008G369740, El002G100320
OG0007020	XP_006416770.1	El002G100840
OG0007021	XP_006416762.1	El002G100890
OG0007022	XP_024007782.1	El002G101190
OG0007023	XP_006390676.1	El004G224350
OG0007024	XP_006416686.1	El002G101760
OG0007025	XP_006416677.1	El001G023230, El003G181780, El002G101820
OG0007026	XP_006416662.1	El002G101980
OG0007027	XP_006416653.1	El002G102080
OG0007028	XP_006416588.1	El002G102790
OG0007029	XP_006416545.1	El002G103220
OG0007031	XP_006416528.1	El002G103490
OG0007032	XP_006416527.1	El002G103500
OG0007033	XP_024008149.1	El002G103850, El002G103840
OG0007034	XP_006416473.1	El002G103990, El037G374520
OG0007035	XP_006416374.1	El002G105020
OG0007036	XP_006416352.1	El003G192280, El002G105250
OG0007037	XP_006416306.1	El002G105850
OG0007038	XP_006416255.1	El002G106350
OG0007039	XP_006416248.1	El002G106400, El004G203550
OG0007040	XP_024008943.1	El002G106540
OG0007041	XP_006416232.1	El002G106600
OG0007042	XP_024007738.1	El004G223650
OG0007043	XP_006416084.2	El002G108760
OG0007044	XP_006416056.1	El002G109180, El002G109190
OG0007045	XP_006416042.1	El002G109320
OG0007046	XP_006416014.1	El002G109470, El002G109680
OG0007047	XP_006415884.1	El002G111910
OG0007048	XP_006415820.1	El002G112520
OG0007049	XP_024008670.1	El002G112680
OG0007050	XP_006413446.1	El003G160460
OG0007051	XP_006413416.1	El003G160160
OG0007052	XP_024004464.1, XP_024004475.1	El003G160040
OG0007054	XP_006413051.1	El003G156490
OG0007055	XP_006404976.1	El006G316930
OG0007056	XP_006404839.1	El006G318380
OG0007057	XP_006411002.1	El006G292260
OG0007058	XP_006404743.1	El006G319380
OG0007059	XP_006404673.1	El006G320150
OG0007060	XP_006404544.1	El006G321650
OG0007061	XP_006395212.1	El007G349880
OG0007062	XP_006391633.1, XP_006417000.1	El002G098560
OG0007064	XP_006417080.1	El002G097540
OG0007065	XP_006417145.1	El002G096810
OG0007066	XP_006417165.1	El002G096590
OG0007067	XP_006417171.1	El002G096530
OG0007068	XP_006417231.1	El002G095920
OG0007069	XP_006417238.1	El002G095880
OG0007070	XP_006417298.1	El002G095250
OG0007071	XP_024012435.1, XP_006417297.1, XP_024008083.1, XP_006417332.2	El007G344460
OG0007072	XP_024008633.1	El002G094350
OG0007073	XP_006417384.1	El002G094240
OG0007074	XP_024008457.1	El002G094130
OG0007075	XP_006417396.1	El002G094080
OG0007076	XP_006417478.1	El002G093290
OG0007077	XP_006417503.1	El002G093000
OG0007078	XP_006417542.1	El002G092540
OG0007079	XP_006417545.2	El002G092530
OG0007080	XP_006417589.1	El002G092050
OG0007081	XP_024008327.1	El002G091750, El002G124750
OG0007082	XP_024008154.1	El002G091550
OG0007083	XP_006417709.1	El002G091010
OG0007084	XP_024010842.1	El006G281470
OG0007086	XP_006417816.1	El002G089810
OG0007087	XP_006417818.1	El002G089780
OG0007088	XP_006417870.2	El002G089270
OG0007089	XP_024011973.1	El007G343290
OG0007090	XP_006412392.1	El003G149580
OG0007091	XP_006417945.1	El002G088610
OG0007092	XP_006417959.1	El002G088460
OG0007093	XP_006417994.1	El002G087990
OG0007094	XP_024008311.1	El002G087040
OG0007095	XP_024008664.1	El002G086820
OG0007096	XP_024008777.1	El002G086710
OG0007097	XP_006418113.1	El002G086620
OG0007098	XP_006418117.1	El002G086570
OG0007099	XP_006418146.1, XP_024010181.1	El002G086210
OG0007100	XP_006418229.1	El002G085330
OG0007101	XP_006418197.1	El002G085660
OG0007102	XP_024007802.1	El002G084780
OG0007103	XP_006418282.1	El002G084760
OG0007104	XP_006418288.1	El002G084660
OG0007105	XP_006418292.1	El002G084640
OG0007106	XP_024008453.1	El002G083330
OG0007107	XP_006403907.1	El001G021780
OG0007108	XP_006418486.1	El002G082550
OG0007109	XP_006399948.1	El001G067150
OG0007111	XP_006399943.1	El001G067190
OG0007112	XP_024011569.1	El001G067330
OG0007113	XP_006399997.1	El003G179700, El001G066670
OG0007114	XP_006400059.1	El001G066070
OG0007115	XP_006400035.1	El001G066300
OG0007116	XP_006400089.1	El001G065710
OG0007117	XP_006400177.1	El001G064630
OG0007118	XP_006400197.1	El001G064380
OG0007119	XP_006400198.1	El001G064370
OG0007120	XP_006409320.1	El001G064000
OG0007121	XP_006400258.1	El001G063710
OG0007122	XP_024012144.1	El001G063530
OG0007123	XP_006400419.1	El001G061970
OG0007124	XP_024011982.1	El001G061200
OG0007125	XP_024006675.1	El001G051430
OG0007126	XP_006394890.1	El001G051300
OG0007127	XP_006394932.1	El001G050400
OG0007128	XP_006394966.1	El001G049440
OG0007129	XP_006395033.1	El001G047450
OG0007130	XP_006395062.1	El007G345430
OG0007131	XP_006395106.1	El007G346810
OG0007132	XP_006395132.1	El007G346970
OG0007133	XP_024006704.1	El007G349070
OG0007134	XP_006395149.1	El007G347680
OG0007135	XP_006399844.1	El001G068160
OG0007136	XP_006399178.1	El001G074840
OG0007137	XP_006399153.1	El001G075130
OG0007138	XP_006399129.1	El001G075340
OG0007139	XP_006399839.1	El001G068230
OG0007140	XP_024012238.1	El001G068240
OG0007141	XP_006399103.1	El001G075610
OG0007142	XP_024011523.1	El001G076740
OG0007143	XP_006398966.1	El001G077270
OG0007144	XP_006398941.1	El001G077620
OG0007145	XP_006398949.1	El001G077450
OG0007146	XP_006398907.1	El001G078030
OG0007147	XP_006400506.1	El007G328930, El001G060860
OG0007148	XP_006394835.1	El001G052320
OG0007149	XP_006394830.1	El001G052370
OG0007150	XP_006394828.1	El001G052400
OG0007151	XP_006394754.1	El001G054050
OG0007152	XP_006394753.1	El001G054100
OG0007153	XP_006394732.1	El001G054530
OG0007154	XP_006394731.1	El001G054560
OG0007155	XP_006394680.1	El001G055670
OG0007156	XP_006394670.1	El001G055820
OG0007157	XP_006394669.1	El001G055830
OG0007158	XP_006404206.2	El001G018550
OG0007159	XP_006394626.1	El001G056420
OG0007160	XP_006394616.1	El001G056510
OG0007161	XP_006394598.1	El001G056760
OG0007162	XP_006394597.1	El001G056770
OG0007163	XP_006402176.1, XP_006394557.1	El007G330050
OG0007164	XP_006394554.1	El007G329980
OG0007165	XP_006394548.1	El007G329930
OG0007166	XP_006394527.2	El007G329630
OG0007167	XP_006394495.1	El007G329270
OG0007168	XP_006394396.1	El007G328250
OG0007169	XP_006394388.1	El007G328160
OG0007170	XP_006394375.1	El007G328070
OG0007171	XP_006394352.1	El007G327840
OG0007172	XP_006404304.1	El001G017550
OG0007173	XP_006394331.1	El007G327660
OG0007174	XP_006401051.1	El007G332720
OG0007175	XP_006403988.1	El001G021090
OG0007176	XP_006404103.1	El001G019710
OG0007177	XP_006404124.1	El001G019530
OG0007178	XP_006404293.1	El001G017690
OG0007179	XP_024006858.1	El007G327980
OG0007180	XP_006404356.1	El001G017160
OG0007181	XP_006404430.2	El001G016280
OG0007182	XP_024012539.1	El001G015120
OG0007183	XP_006419069.1	El006G306600
OG0007184	XP_006419077.1	El001G013880
OG0007185	XP_006404470.1	El001G012640
OG0007186	XP_006419158.1	El001G012150
OG0007187	XP_006391275.1	El004G217720
OG0007188	XP_024011178.1	El004G217570
OG0007189	XP_024012787.1	El001G033480
OG0007190	XP_024006699.1, XP_024015607.1	El004G220230
OG0007191	XP_006391024.1	El004G220480
OG0007192	XP_006390998.1	El004G220750
OG0007194	XP_024013869.1	El004G221210
OG0007195	XP_006390950.2	El004G221220
OG0007196	XP_006390940.1	El004G221350
OG0007197	XP_006390839.1	El004G222460
OG0007198	XP_006390823.1	El004G222690
OG0007199	XP_006390816.1	El004G222840
OG0007200	XP_006390796.1	El004G223090
OG0007201	XP_006390744.1	El004G223570
OG0007202	XP_006390726.1	El004G223780
OG0007203	XP_024011437.1	El001G060310
OG0007204	XP_006389997.1	El006G310070, El004G231660
OG0007205	XP_006390066.1	El004G230790
OG0007207	XP_006390099.1	El004G230390
OG0007208	XP_006390109.1	El004G230310
OG0007209	XP_006390158.1	El004G229730
OG0007210	XP_006390199.1	El004G229320
OG0007211	XP_006390218.1	El004G229070
OG0007212	XP_006390241.1	El004G228860
OG0007213	XP_006390277.1	El004G228370
OG0007214	XP_006390280.1	El004G228340
OG0007215	XP_006390365.1	El004G227510
OG0007216	XP_006390372.1	El004G227450
OG0007217	XP_024010902.1	El004G227370
OG0007218	XP_006390388.1	El004G227340
OG0007219	XP_006390419.1	El004G227030
OG0007220	XP_006390512.1	El004G226140
OG0007221	XP_006390580.1	El004G225340
OG0007222	XP_006398007.1	El006G279680
OG0007223	XP_006390619.1	El004G224890
OG0007224	XP_024011219.1	El004G224430
OG0007225	XP_006389991.1	El004G231720
OG0007226	XP_006389964.1	El004G232070
OG0007227	XP_006407555.1, XP_024012434.1	El003G150760, El005G245920
OG0007228	XP_006389901.1	El004G232780
OG0007229	XP_024006933.1	El004G232880
OG0007230	XP_006389868.1	El004G233190
OG0007231	XP_006389841.1	El002G104080, El037G374610
OG0007233	XP_006389837.1	El004G233520
OG0007234	XP_006389832.1	El004G233580
OG0007235	XP_006389826.1	El004G233670
OG0007236	XP_024007069.1	El004G233850
OG0007237	XP_006416881.1	El002G099840
OG0007238	XP_006389775.1	El002G104930
OG0007239	XP_006389769.1	El004G234300
OG0007240	XP_006407273.1	El005G248880
OG0007241	XP_006407271.1	El005G248940
OG0007243	XP_006407176.1	El005G249710
OG0007244	XP_006407159.1	El005G249920
OG0007245	XP_006407118.1	El005G250330
OG0007246	XP_006407113.1	El005G250390
OG0007247	XP_006407064.1	El005G250910
OG0007248	XP_006406976.1	El005G251930
OG0007249	XP_006406960.1	El005G252110
OG0007250	XP_024015609.1	El005G252190
OG0007251	XP_006406920.1	El005G252430
OG0007252	XP_006406916.1	El005G252480
OG0007253	XP_006406887.1	El002G097570, El005G252750
OG0007254	XP_024015454.1	El005G252760
OG0007255	XP_006406871.1	El005G252880
OG0007256	XP_006406864.1	El005G252940
OG0007257	XP_006406618.2	El005G255510, El007G352080
OG0007258	XP_006406773.1	El005G253930
OG0007259	XP_024015069.1	El005G254120
OG0007260	XP_006406726.1	El005G254390
OG0007261	XP_006406689.1	El005G254700
OG0007262	XP_006406688.1	El005G254720
OG0007263	XP_006406670.1	El005G254880
OG0007264	XP_006406653.1	El005G259980, El004G202490, El005G255200
OG0007265	XP_006406641.1	El005G255300
OG0007266	XP_006406599.1	El005G255770
OG0007267	XP_006406568.1	El005G256070
OG0007268	XP_006406556.1	El005G256260
OG0007269	XP_006406518.1	El005G256690
OG0007270	XP_006406508.1	El005G256890
OG0007271	XP_006406503.1	El005G256920
OG0007272	XP_006406497.1	El005G256980
OG0007273	XP_006406471.1	El005G257230
OG0007274	XP_006406431.1	El005G257600
OG0007275	XP_006406406.1	El005G257990
OG0007276	XP_006406335.1	El005G258890
OG0007277	XP_006406303.1, XP_006406170.1	El005G259290
OG0007278	XP_006406257.1	El005G259800
OG0007279	XP_006406271.1	El005G259640
OG0007280	XP_006406274.1	El005G259620
OG0007281	XP_006406283.1	El005G259470
OG0007282	XP_006406205.1	El005G260960
OG0007283	XP_006406203.1	El005G260970
OG0007284	XP_006406187.2	El005G261120
OG0007285	XP_006406185.1	El005G261130
OG0007286	XP_006406158.1	El005G261370
OG0007287	XP_006406142.1, XP_024014952.1	El005G261560
OG0007288	XP_006406132.1	El005G261780
OG0007289	XP_006406003.1	El005G265280
OG0007290	XP_006418851.1	El005G265590, El005G265470
OG0007291	XP_006418841.1	El005G265610, El005G265660
OG0007292	XP_006418813.1	El005G266890
OG0007293	XP_024009230.1	El005G267090, El002G084520
OG0007294	XP_006418750.1	El005G267610
OG0007295	XP_006418732.1	El005G267810
OG0007296	XP_006409707.1	El005G271590
OG0007297	XP_006419016.1, XP_024003976.1	El001G010310
OG0007298	XP_024016572.1	El005G271520
OG0007299	XP_006409583.1	El005G272700
OG0007301	XP_006409350.1	El005G274700
OG0007302	XP_006409324.1	El005G274760
OG0007303	XP_024016496.1	El005G275250
OG0007304	XP_006409192.1	El005G276280
OG0007305	XP_006409105.2	El005G277350
OG0007306	XP_006409075.1	El005G277700
OG0007307	XP_006408876.1	El005G278050
OG0007308	XP_006408960.1	El005G278860
OG0007309	XP_024015158.1	El005G248470
OG0007310	XP_006392624.1	El002G140610
OG0007311	XP_006392654.1	El002G140300
OG0007312	XP_006392675.1	El002G140140
OG0007313	XP_006392750.1	El002G139360
OG0007314	XP_006392901.1	El002G137440
OG0007315	XP_024006289.1	El002G136910
OG0007316	XP_006392953.1	El002G136760
OG0007317	XP_006392999.1	El002G136260
OG0007318	XP_006393029.1	El002G135990
OG0007319	XP_006393187.1	El002G134250
OG0007320	XP_006393264.1	El002G133330
OG0007321	XP_006393363.1	El002G132520
OG0007322	XP_006393331.1	El002G132750
OG0007323	XP_006393417.1	El002G131980, El001G047360
OG0007324	XP_006393463.1	El002G131710
OG0007325	XP_006393505.1	El002G131340
OG0007326	XP_006414376.1	El003G171440
OG0007327	XP_006414378.1	El003G171460
OG0007328	XP_006414418.1	El003G172040
OG0007329	XP_006410633.1	El006G296360
OG0007330	XP_024016673.1	El006G296380, El005G275920
OG0007331	XP_006403850.2	El005G259990
OG0007332	XP_006403846.1	El001G022430
OG0007333	XP_006403813.1	El001G022710
OG0007334	XP_006403799.1	El001G022910
OG0007335	XP_006403798.1	El001G022920
OG0007336	XP_006403717.1	El001G023780
OG0007337	XP_024013665.1	El001G022140
OG0007338	XP_006403887.1	El001G022000
OG0007339	XP_006403580.1	El001G025150
OG0007340	XP_006403556.1	El001G025400
OG0007341	XP_006403520.1	El001G025740
OG0007342	XP_006403454.1	El001G026470
OG0007343	XP_006412468.1, XP_006412516.1	El003G150390
OG0007344	XP_006403416.1	El001G027030
OG0007345	XP_006402981.1	El001G027830
OG0007346	XP_006402943.1	El001G028200
OG0007347	XP_006402761.1	El001G030310
OG0007348	XP_006402759.1	El001G030330
OG0007349	XP_006397104.1, XP_006402673.2	El003G174740, El001G031200
OG0007350	XP_006402566.1	El001G032370
OG0007351	XP_024012939.1	El001G032580
OG0007352	XP_006402493.2	El001G033220
OG0007353	XP_006402419.1	El001G034300
OG0007354	XP_006402409.1	El001G034390
OG0007355	XP_006402300.1	El001G035520
OG0007356	XP_024006303.1	El002G137140
OG0007357	XP_024003878.1	El006G291110
OG0007360	XP_006402403.1	El001G034440
OG0007361	XP_006398471.1	El007G366920
OG0007363	XP_006410584.1	El006G296900
OG0007365	XP_006410648.1	El006G296190
OG0007367	XP_006406007.1	El005G265230
OG0007368	XP_006390317.2	El004G227910
OG0007370	XP_006412522.1	El003G150820
OG0007372	XP_006418127.1	El002G086450
OG0007373	XP_006417246.1	El002G095800
OG0007374	XP_024015486.1	El005G254620
OG0007375	XP_024010316.1	El003G184700
OG0007376	XP_024015215.1	El005G252650
OG0007377	XP_006391526.2	El006G304480
OG0007379	XP_024012229.1	El001G068600
OG0007380	XP_006413724.1	El003G163970
OG0007382	XP_006414138.1	El003G168540, El003G168530
OG0007383	XP_006410582.1	El006G296930
OG0007384	XP_024016067.1	El007G349360, El001G009060, El001G009070
OG0007385	XP_006400246.1	El001G063840
OG0007388	XP_024012284.1	El007G334390
OG0007393	XP_024016533.1	El005G277000
OG0007395	XP_024010606.1	El006G307510
OG0007396	XP_024007375.1	El001G038910, El001G038930, El001G038900
OG0007398	XP_006418921.1	El001G015530
OG0007398	XP_006418922.1	El001G015520
OG0007400	XP_006401877.1	El007G341660, El007G341650
OG0007413	XP_006412979.1	El003G155690
OG0007414	XP_024005894.1	El003G155400
OG0007415	XP_006412946.1	El003G155380
OG0007416	XP_006412926.1	El003G155210
OG0007417	XP_006412918.1	El003G155120
OG0007418	XP_024005609.1	El003G154990
OG0007420	XP_006412816.1	El003G153610
OG0007422	XP_006412777.1	El003G153140
OG0007423	XP_006412761.1	El003G153060
OG0007424	XP_006412727.1	El003G152810
OG0007425	XP_006412685.1	El003G152420
OG0007426	XP_006412625.1	El003G151800
OG0007428	XP_006412600.1	El003G151590
OG0007429	XP_006412596.1	El003G151550
OG0007430	XP_006412585.1	El003G151440
OG0007431	XP_006412583.1	El003G151420
OG0007432	XP_006412564.1	El003G151200
OG0007433	XP_006417292.1	El003G155970
OG0007434	XP_006412505.1	El003G150660
OG0007435	XP_006412504.1	El003G150650
OG0007436	XP_006412499.1	El003G150610
OG0007437	XP_006412496.1	El003G150590
OG0007438	XP_006402043.1	El003G150480
OG0007439	XP_024005688.1	El003G150210
OG0007440	XP_006412437.1	El003G149990
OG0007441	XP_006412378.1	El003G149450
OG0007442	XP_006412391.1	El003G149570
OG0007443	XP_006412358.1	El003G149250
OG0007444	XP_006412359.1	El003G149260
OG0007445	XP_006412313.1	El003G148860
OG0007446	XP_006412253.1	El003G148270
OG0007448	XP_006412281.1	El003G148480
OG0007449	XP_006412284.1	El003G148500
OG0007450	XP_006412287.1	El003G148560
OG0007451	XP_024005757.1	El003G148000
OG0007452	XP_006412221.1	El003G147950
OG0007453	XP_006412211.1	El003G147860
OG0007454	XP_006412209.2	El003G147840
OG0007455	XP_006412186.1	El003G147650
OG0007456	XP_006412167.1	El003G147480
OG0007457	XP_006415365.1	El002G118170
OG0007458	XP_006415322.1	El002G118760
OG0007459	XP_006415321.1	El002G118780
OG0007460	XP_006415277.1	El002G119140
OG0007461	XP_006415250.1	El002G119470
OG0007462	XP_006415244.1	El002G119530
OG0007463	XP_006415236.1	El002G119620
OG0007464	XP_006414303.1	El003G170460
OG0007465	XP_024005512.1	El003G170730
OG0007466	XP_006414348.1	El003G171200
OG0007467	XP_006414363.1	El003G171310
OG0007468	XP_006392532.1	El004G210720
OG0007469	XP_006392492.1	El004G209200
OG0007470	XP_006414492.1	El003G172810
OG0007471	XP_006392412.1	El004G206920
OG0007472	XP_006399228.1	El001G074310
OG0007473	XP_006392315.1	El004G204530
OG0007474	XP_006392265.1	El004G202480
OG0007475	XP_006392069.1	El004G200130
OG0007476	XP_024013259.1	El004G199870
OG0007477	XP_006417386.1	El002G094210
OG0007478	XP_006391988.1	El004G199340
OG0007479	XP_006391973.1	El004G199180
OG0007480	XP_006391968.1	El004G199140
OG0007481	XP_006398489.1	El001G035980
OG0007482	XP_006398501.1	El001G036080
OG0007483	XP_006398516.1	El001G036170
OG0007484	XP_006395848.1	El001G036790
OG0007485	XP_006416977.2	El002G098790
OG0007486	XP_006395753.1	El001G037950
OG0007487	XP_006395741.1	El001G038080
OG0007488	XP_006395734.1	El001G038190
OG0007489	XP_006395712.1	El001G038430
OG0007490	XP_024016486.1, XP_024016487.1, XP_006395697.1	El001G038600
OG0007492	XP_006395642.1	El001G039410
OG0007493	XP_006395625.1	El001G039800
OG0007494	XP_006395612.1	El001G040040
OG0007495	XP_006395561.1	El001G040740
OG0007496	XP_024007170.1	El001G040810
OG0007497	XP_006395520.1	El001G041290
OG0007498	XP_006395502.1	El001G041560
OG0007499	XP_006395495.1	El001G041630, El001G041650
OG0007500	XP_024006778.1	El001G041690
OG0007501	XP_006395473.1	El001G041890
OG0007502	XP_006395472.1	El001G041900
OG0007503	XP_024007337.1	El001G042250
OG0007504	XP_006395407.1	El001G042670
OG0007505	XP_006395300.1	El001G045020
OG0007506	XP_006395296.1	El001G045070
OG0007507	XP_006405653.2	El003G188970
OG0007508	XP_006395275.1	El001G045630
OG0007509	XP_006395253.1	El001G046260
OG0007510	XP_006391502.1	El004G217290
OG0007511	XP_024012728.1	El004G217070
OG0007512	XP_006391436.1	El004G216310
OG0007513	XP_006391351.1	El004G215300
OG0007514	XP_006391348.1	El004G215210
OG0007515	XP_006391520.1	El004G214250
OG0007516	XP_006391565.1	El004G212700
OG0007517	XP_006400322.1	El001G063040, El001G064650
OG0007518	XP_006391604.1	El004G193960
OG0007519	XP_006392691.1	El002G140000
OG0007520	XP_006391666.1	El004G194740
OG0007521	XP_006391689.1	El004G195110
OG0007522	XP_006391734.1	El004G195780
OG0007523	XP_024013280.1	El004G196260, El008G369300
OG0007524	XP_006391764.1	El004G196350, El008G369180
OG0007525	XP_006391781.1	El004G196720
OG0007526	XP_006391794.1	El004G196980
OG0007527	XP_006391866.1	El004G198050
OG0007529	XP_024015305.1	El004G198270
OG0007530	XP_006407312.1	El005G248440
OG0007531	XP_006407314.1	El005G248420
OG0007532	XP_006407315.1	El005G248410
OG0007533	XP_006407328.1	El005G248270
OG0007534	XP_006413003.2	El003G155950
OG0007535	XP_006413267.1	El003G158660
OG0007536	XP_024005693.1	El003G158520
OG0007537	XP_006413239.1	El003G158430
OG0007538	XP_024016711.1	El006G288650
OG0007540	XP_006411339.1	El006G288780
OG0007541	XP_006392641.1	El005G244340
OG0007542	XP_006407708.1	El005G244350
OG0007543	XP_006407701.1	El005G244400
OG0007544	XP_006407669.1	El005G244680
OG0007545	XP_006407665.1	El005G244720
OG0007546	XP_006407642.1	El005G244940
OG0007547	XP_006407633.1	El005G245040
OG0007548	XP_006398831.1	El001G078930
OG0007549	XP_006407615.1	El005G245300
OG0007550	XP_024015772.1	El005G245420
OG0007551	XP_006407579.1	El005G245690
OG0007552	XP_006407557.1	El005G245890
OG0007553	XP_006398917.1	El001G077950
OG0007554	XP_006407507.1	El005G246170
OG0007555	XP_006407465.1	El005G246680
OG0007556	XP_006407460.1	El005G246740
OG0007557	XP_006407450.1	El005G246950
OG0007558	XP_006407438.1	El005G247080
OG0007559	XP_006407429.1	El005G247280
OG0007560	XP_006407422.1	El005G247380
OG0007561	XP_006407417.1	El005G247420
OG0007562	XP_024015780.1	El005G247540
OG0007563	XP_006412996.1	El003G155890
OG0007564	XP_006407391.1	El005G247720
OG0007565	XP_006407390.1	El005G247730
OG0007566	XP_024015623.1	El005G247770
OG0007567	XP_006407346.1	El005G248110
OG0007568	XP_006407342.1	El005G248130
OG0007569	XP_006412254.1	El001G028690
