Orthogroup	Eutrema_salsugineum	Cochlearia_excelsa
OG0007048	XP_006415820.1	g32243
OG0007049	XP_024008670.1	g32253
OG0007050	XP_006413446.1	g17219, g1673
OG0007051	XP_006413416.1	g23830
OG0007052	XP_024004464.1, XP_024004475.1	g17202
OG0007054	XP_006413051.1	g23618
OG0007055	XP_006404976.1	g50984
OG0007057	XP_006411002.1	g51691
OG0007058	XP_006404743.1	g38470
OG0007059	XP_006404673.1	g50892, g38507
OG0007060	XP_006404544.1	g50849
OG0007061	XP_006395212.1	g10290
OG0007062	XP_006391633.1, XP_006417000.1	g27280
OG0007064	XP_006417080.1	g27250
OG0007065	XP_006417145.1	g27210, g49871
OG0007066	XP_006417165.1	g31423
OG0007067	XP_006417171.1	g49858
OG0007068	XP_006417231.1	g49821
OG0007069	XP_006417238.1	g49820
OG0007070	XP_006417298.1	g49785, g31339
OG0007071	XP_006393676.1, XP_024012435.1, XP_006417297.1, XP_024008083.1, XP_006417332.2	g11092
OG0007072	XP_024008633.1	g27144
OG0007073	XP_006417384.1	g31301
OG0007074	XP_024008457.1	g27137
OG0007075	XP_006417396.1	g31296
OG0007076	XP_006417478.1	g31247
OG0007077	XP_006417503.1	g31233
OG0007079	XP_006417545.2	g49698
OG0007080	XP_006417589.1	g27068
OG0007081	XP_024008327.1	g31154
OG0007082	XP_024008154.1	g31138
OG0007083	XP_006417709.1	g49617
OG0007084	XP_024010842.1	g50782
OG0007086	XP_006417816.1	g31056, g27004
OG0007087	XP_006417818.1	g31055
OG0007088	XP_006417870.2	g31031
OG0007089	XP_024011973.1	g28299
OG0007090	XP_006412392.1	g23205
OG0007091	XP_006417945.1	g26970
OG0007092	XP_006417959.1	g49533
OG0007093	XP_006417994.1	g30950
OG0007094	XP_024008311.1	g49478
OG0007095	XP_024008664.1	g30903
OG0007096	XP_024008777.1	g26943
OG0007097	XP_006418113.1	g49457
OG0007098	XP_006418117.1	g49456
OG0007099	XP_024010181.1	g49448
OG0007100	XP_006418229.1	g49435
OG0007101	XP_006418197.1	g30841
OG0007103	XP_006418282.1	g49395, g30802
OG0007104	XP_006418288.1	g49393
OG0007106	XP_024008453.1	g30742
OG0007107	XP_006403907.1	g19306
OG0007108	XP_006418486.1	g49289
OG0007109	XP_006399948.1	g5192
OG0007110	XP_006399945.1	g29313
OG0007111	XP_006399943.1	g5198
OG0007112	XP_024011569.1	g5207
OG0007113	XP_006399997.1	g5157
OG0007114	XP_006400059.1	g5117, g29257
OG0007115	XP_006400035.1	g5131
OG0007116	XP_006400089.1	g29236
OG0007117	XP_006400177.1	g29195
OG0007118	XP_006400197.1	g29182
OG0007119	XP_006400198.1	g5033
OG0007120	XP_006409320.1	g29154, g13733
OG0007121	XP_006400258.1	g29144
OG0007122	XP_024012144.1	g29133
OG0007123	XP_006400419.1	g4913
OG0007124	XP_024011982.1	g29098
OG0007125	XP_024006675.1	g4862
OG0007126	XP_006394890.1	g10106
OG0007127	XP_006394932.1	g4798
OG0007128	XP_006394966.1	g10147
OG0007129	XP_006395033.1	g10178, g4744
OG0007130	XP_006395062.1	g10190
OG0007131	XP_006395106.1	g4536, g10233
OG0007132	XP_006395132.1	g18500, g10226, g17978
OG0007133	XP_024006704.1	g10274
OG0007134	XP_006395149.1	g1646, g1654
OG0007135	XP_006399844.1	g29350
OG0007136	XP_006399178.1	g5575, g45467
OG0007137	XP_006399153.1	g29659, g45460
OG0007138	XP_006399129.1	g29670
OG0007139	XP_006399839.1	g5268
OG0007140	XP_024012238.1	g5269
OG0007141	XP_006399103.1	g5600
OG0007142	XP_024011523.1	g5632
OG0007143	XP_006398966.1	g29749
OG0007144	XP_006398941.1	g29762
OG0007145	XP_006398949.1	g5658, g29759
OG0007146	XP_006398907.1	g29789
OG0007147	XP_006400506.1	g29117
OG0007148	XP_006394835.1	g618
OG0007149	XP_006394830.1	g10078, g616
OG0007150	XP_006394828.1	g10077
OG0007151	XP_006394754.1	g10038
OG0007152	XP_006394753.1	g10035
OG0007153	XP_006394732.1	g563
OG0007154	XP_006394731.1	g562
OG0007156	XP_006394670.1	g522
OG0007157	XP_006394669.1	g521, g9996
OG0007158	XP_006404206.2	g2680
OG0007159	XP_006394626.1	g498
OG0007160	XP_006394616.1	g493, g18587
OG0007161	XP_006394598.1	g9958
OG0007162	XP_006394597.1	g9957
OG0007163	XP_006402176.1, XP_006394557.1	g9943
OG0007164	XP_006394554.1	g445, g9941
OG0007165	XP_006394548.1	g443, g9932
OG0007166	XP_006394527.2	g9912
OG0007167	XP_006394495.1	g417
OG0007168	XP_006394396.1	g9860
OG0007169	XP_006394388.1	g9855
OG0007170	XP_006394375.1	g347
OG0007171	XP_006394352.1	g334
OG0007172	XP_006404304.1	g2759
OG0007173	XP_006394331.1	g325
OG0007174	XP_006401051.1	g28718, g1217
OG0007175	XP_006403988.1	g2524
OG0007176	XP_006404103.1	g2609
OG0007177	XP_006404124.1	g2619
OG0007178	XP_006404293.1	g19486
OG0007179	XP_024006858.1	g18615
OG0007180	XP_006404356.1	g19506
OG0007181	XP_006404430.2	g2812, g19526
OG0007182	XP_024012539.1	g28770
OG0007183	XP_006419069.1	g3005
OG0007184	XP_006419077.1	g11446
OG0007185	XP_006404470.1	g11467
OG0007186	XP_006419158.1	g19616, g11500
OG0007187	XP_006391275.1	g41688
OG0007188	XP_024011178.1	g44904
OG0007191	XP_006391024.1	g45794
OG0007192	XP_006390998.1	g44753
OG0007193	XP_006391176.2	g44854
OG0007194	XP_024013869.1	g45822, g44715
OG0007195	XP_006390950.2	g45823
OG0007197	XP_006390839.1	g44678
OG0007198	XP_006390823.1	g45884
OG0007199	XP_006390816.1	g45893, g44666
OG0007200	XP_006390796.1	g45909
OG0007201	XP_006390744.1	g44636
OG0007202	XP_006390726.1	g44624
OG0007203	XP_024011437.1	g41417
OG0007204	XP_006389997.1	g46441
OG0007206	XP_024011111.1	g40543
OG0007207	XP_006390099.1	g46348
OG0007208	XP_006390109.1	g44364
OG0007209	XP_006390158.1	g44386
OG0007210	XP_006390199.1	g44399, g46274
OG0007211	XP_006390218.1	g46263
OG0007212	XP_006390241.1	g44416
OG0007213	XP_006390277.1	g44436, g43487
OG0007214	XP_006390280.1	g44440
OG0007215	XP_006390365.1	g46177
OG0007216	XP_006390372.1	g44496
OG0007217	XP_024010902.1	g44498
OG0007218	XP_006390388.1	g44501
OG0007219	XP_006390419.1	g44519, g46142
OG0007220	XP_006390512.1	g46091
OG0007221	XP_006390580.1	g44575, g46052
OG0007222	XP_006398007.1	g52162
OG0007223	XP_006390619.1	g46018
OG0007224	XP_024011219.1	g44608
OG0007225	XP_006389991.1	g46443
OG0007226	XP_006389964.1	g46470
OG0007227	XP_006407555.1	g12370
OG0007227	XP_024012434.1	g7425
OG0007228	XP_006389901.1	g46514
OG0007229	XP_024006933.1	g44327
OG0007230	XP_006389868.1	g44313, g46533
OG0007231	XP_006416856.2, XP_006389841.1	g46545
OG0007232	XP_024012506.1	g46600
OG0007233	XP_006389837.1	g46548
OG0007234	XP_006389832.1	g46552
OG0007235	XP_006389826.1	g46559
OG0007237	XP_006416881.1	g27313
OG0007238	XP_006389775.1	g19596
OG0007239	XP_006389769.1	g44278
OG0007240	XP_006407273.1	g7267
OG0007241	XP_006407271.1	g7265
OG0007243	XP_006407176.1	g12220
OG0007244	XP_006407159.1	g13201
OG0007245	XP_006407118.1	g7186, g12197
OG0007246	XP_006407113.1	g7179
OG0007247	XP_006407064.1	g12175, g13221
OG0007248	XP_006406976.1	g7086
OG0007249	XP_006406960.1	g7074
OG0007250	XP_024015609.1	g13238
OG0007252	XP_006406916.1	g12108, g7057
OG0007253	XP_006406887.1	g13250
OG0007254	XP_024015454.1	g12102
OG0007255	XP_006406871.1	g7040
OG0007256	XP_006406864.1	g7036
OG0007257	XP_006406618.2	g6883
OG0007258	XP_006406773.1	g6978, g12058
OG0007259	XP_024015069.1	g6959
OG0007260	XP_006406726.1	g12046, g6944, g13287
OG0007261	XP_006406689.1	g6919
OG0007262	XP_006406688.1	g12031
OG0007263	XP_006406670.1	g6913
OG0007264	XP_006406653.1	g6905
OG0007265	XP_006406641.1	g13300, g12019
OG0007266	XP_006406599.1	g6872, g12007
OG0007267	XP_006406568.1	g13321
OG0007268	XP_006406556.1	g6850
OG0007269	XP_006406518.1	g11962
OG0007270	XP_006406508.1	g11960
OG0007271	XP_006406503.1	g13336
OG0007272	XP_006406497.1	g6799, g13338
OG0007274	XP_006406431.1	g6758
OG0007275	XP_006406406.1	g6750
OG0007276	XP_006406335.1	g11888
OG0007277	XP_006406303.1, XP_006406170.1	g6685
OG0007278	XP_006406257.1	g6663
OG0007279	XP_006406271.1	g6672
OG0007280	XP_006406274.1	g6673
OG0007281	XP_006406283.1	g11870
OG0007282	XP_006406205.1	g6596, g13410
OG0007283	XP_006406203.1	g6595
OG0007284	XP_006406187.2	g13415
OG0007286	XP_006406158.1	g13425
OG0007287	XP_006406142.1, XP_024014952.1	g6573
OG0007288	XP_006406132.1	g13434
OG0007289	XP_006406003.1	g6513
OG0007290	XP_006418851.1	g11750
OG0007291	XP_006418841.1	g13474, g6507
OG0007292	XP_006418813.1	g6486, g11734
OG0007293	XP_024009230.1	g13478
OG0007294	XP_006418750.1	g11724
OG0007295	XP_006418732.1	g6450, g13510
OG0007296	XP_006409707.1	g6301
OG0007297	XP_006419016.1, XP_024003976.1	g40058
OG0007298	XP_024016572.1	g6310
OG0007299	XP_006409583.1	g6171
OG0007301	XP_006409350.1	g14045
OG0007302	XP_006409324.1	g14033
OG0007303	XP_024016496.1	g6049
OG0007304	XP_006409192.1	g6026
OG0007305	XP_006409105.2	g13934
OG0007306	XP_006409075.1	g13802
OG0007307	XP_006408876.1	g13808
OG0007308	XP_006408960.1	g13853, g5907
OG0007309	XP_024015158.1	g13144, g7292
OG0007310	XP_006392624.1	g36721
OG0007311	XP_006392654.1	g27984
OG0007312	XP_006392675.1	g36700, g54335
OG0007313	XP_006392750.1	g36665
OG0007314	XP_006392901.1	g36577
OG0007315	XP_024006289.1	g54254, g36559
OG0007316	XP_006392953.1	g36553
OG0007317	XP_006392999.1	g36521, g28031
OG0007318	XP_006393029.1	g36512, g54218
OG0007319	XP_006393187.1	g36422
OG0007320	XP_006393264.1	g36391
OG0007321	XP_006393363.1	g28098, g36356
OG0007322	XP_006393331.1	g36369
OG0007323	XP_006393417.1	g36322
OG0007324	XP_006393463.1	g54063
OG0007325	XP_006393505.1	g54024
OG0007326	XP_006414376.1	g24366, g24375
OG0007327	XP_006414378.1	g17593, g47141
OG0007328	XP_006414418.1	g47128
OG0007329	XP_006410633.1	g51474
OG0007330	XP_024016673.1	g51471
OG0007331	XP_006403850.2	g2433
OG0007332	XP_006403846.1	g2431, g19278
OG0007333	XP_006403813.1	g19262
OG0007334	XP_006403799.1	g19242
OG0007335	XP_006403798.1	g19241
OG0007336	XP_006403717.1	g19208
OG0007337	XP_024013665.1	g19289, g2456
OG0007338	XP_006403887.1	g19294
OG0007339	XP_006403580.1	g2292, g11298
OG0007340	XP_006403556.1	g2276
OG0007341	XP_006403520.1	g2246, g19131
OG0007342	XP_006403454.1	g2195
OG0007343	XP_006412468.1, XP_006412516.1	g23266, g16918
OG0007345	XP_006402981.1	g2141
OG0007346	XP_006402943.1	g2059
OG0007347	XP_006402761.1	g1992
OG0007348	XP_006402759.1	g18938, g1995
OG0007349	XP_006397104.1, XP_006402673.2	g2029
OG0007350	XP_006402566.1	g18805
OG0007351	XP_024012939.1	g1893
OG0007352	XP_006402493.2	g1868
OG0007353	XP_006402419.1	g1524, g18682
OG0007354	XP_006402409.1	g1776
OG0007355	XP_006402300.1	g18770
OG0007357	XP_024003878.1	g37304
OG0007358	XP_006401569.1	g960
OG0007359	XP_006391315.1	g19221, g19220, g6438
OG0007360	XP_006402403.1	g18683, g1769
OG0007361	XP_006398471.1	g10842
OG0007363	XP_006410584.1	g51443
OG0007364	XP_006410604.1	g37982
OG0007365	XP_006410648.1	g51485
OG0007367	XP_006406007.1	g11752
OG0007368	XP_006390317.2	g44466
OG0007370	XP_006412522.1	g23290
OG0007372	XP_006418127.1	g49453
OG0007373	XP_006417246.1	g31376
OG0007374	XP_024015486.1	g6926
OG0007376	XP_024015215.1	g7047
OG0007378	XP_006418111.1, XP_006409284.2	g49230, g20819, g20816, g49227, g20813, g30205
OG0007379	XP_024012229.1	g29379
OG0007380	XP_006413724.1	g23982, g17846
OG0007381	XP_024005545.1	g24152
OG0007382	XP_006414137.1, XP_006414138.1	g24207
OG0007383	XP_024009772.1, XP_006410582.1	g37084
OG0007384	XP_024016067.1	g40111
OG0007385	XP_006400246.1	g5003
OG0007386	XP_006395016.1	g18503
OG0007388	XP_024012284.1	g28634
OG0007389	XP_006400952.1	g39231
OG0007391	XP_024016306.1	g46976
OG0007393	XP_024016533.1	g13950
OG0007395	XP_024010606.1	g46167
OG0007398	XP_006418921.1	g2889
OG0007400	XP_006401877.1	g1304
OG0007413	XP_006412979.1	g17051, g23567
OG0007414	XP_024005894.1	g23550, g47675
OG0007415	XP_006412946.1	g23548, g17040
OG0007416	XP_006412926.1	g47677
OG0007417	XP_006412918.1	g23531
OG0007418	XP_024005609.1	g47682
OG0007419	XP_006412833.1	g47698
OG0007420	XP_006412816.1	g23459, g17002
OG0007421	XP_006412801.1	g23457
OG0007422	XP_006412777.1	g47724
OG0007423	XP_006412761.1	g23439
OG0007424	XP_006412727.1	g47739
OG0007425	XP_006412685.1	g47752
OG0007426	XP_006412625.1	g23350, g47769
OG0007428	XP_006412600.1	g23332, g47781
OG0007429	XP_006412596.1	g47782, g16955
OG0007430	XP_006412585.1	g23321
OG0007431	XP_006412583.1	g16951
OG0007432	XP_006412564.1	g23309, g16946
OG0007433	XP_006417292.1	g40155
OG0007434	XP_006412505.1	g23282
OG0007435	XP_006412504.1	g23281
OG0007436	XP_006412499.1	g47804
OG0007437	XP_006412496.1	g16929
OG0007438	XP_006402043.1	g53374, g36754
OG0007439	XP_024005688.1	g23260
OG0007440	XP_006412437.1	g23247
OG0007441	XP_006412378.1	g23197
OG0007442	XP_006412391.1	g23204
OG0007443	XP_006412358.1	g23180
OG0007444	XP_006412359.1	g23181
OG0007445	XP_006412313.1	g23155
OG0007446	XP_006412253.1	g23116
OG0007448	XP_006412281.1	g23137
OG0007449	XP_006412284.1	g47863
OG0007450	XP_006412287.1	g47862, g23140
OG0007451	XP_024005757.1	g23086
OG0007452	XP_006412221.1	g23083
OG0007453	XP_006412211.1	g47883
OG0007454	XP_006412209.2	g23075
OG0007455	XP_006412186.1	g23047
OG0007456	XP_006412167.1	g23038
OG0007457	XP_006415365.1	g27757
OG0007458	XP_006415322.1	g50599
OG0007459	XP_006415321.1	g27736
OG0007460	XP_006415277.1	g27722
OG0007462	XP_006415244.1	g50630
OG0007463	XP_006415236.1	g32597
OG0007464	XP_006414303.1	g47183
OG0007465	XP_024005512.1	g24327
OG0007466	XP_006414348.1	g24355, g2666
OG0007467	XP_006414363.1	g17590
OG0007468	XP_006392532.1	g43827
OG0007469	XP_006392492.1	g41135
OG0007470	XP_006414492.1	g24448
OG0007471	XP_006392412.1	g41105, g43988
OG0007473	XP_006392315.1	g41062
OG0007474	XP_006417467.1	g49726
OG0007475	XP_006392069.1	g40983
OG0007476	XP_024013259.1	g40977
OG0007477	XP_006417386.1	g27142
OG0007478	XP_006391988.1	g40961
OG0007479	XP_006391973.1	g40946
OG0007480	XP_006391968.1	g44195
OG0007481	XP_006398489.1	g10829
OG0007482	XP_006398501.1	g51421
OG0007483	XP_006398516.1	g10810
OG0007484	XP_006395848.1	g10761
OG0007485	XP_006416977.2	g31550
OG0007486	XP_006395753.1	g16698
OG0007487	XP_006395741.1	g10678
OG0007488	XP_006395734.1	g10674, g16694
OG0007489	XP_006395712.1	g10668
OG0007490	XP_024016486.1, XP_024016487.1, XP_006395697.1	g10659
OG0007493	XP_006395625.1	g10610
OG0007495	XP_006395561.1	g10573
OG0007496	XP_024007170.1	g1590
OG0007497	XP_006395520.1	g10545
OG0007498	XP_006395502.1	g10533
OG0007499	XP_006395495.1	g10528
OG0007501	XP_006395473.1	g10513
OG0007502	XP_006395472.1	g10512
OG0007503	XP_024007337.1	g10495
OG0007504	XP_006395407.1	g10462
OG0007506	XP_006395296.1	g10365
OG0007507	XP_006405653.2	g16904
OG0007508	XP_006395275.1	g10350
OG0007509	XP_006395253.1	g10321
OG0007510	XP_006391502.1	g41777
OG0007511	XP_024012728.1	g41818
OG0007512	XP_006391436.1	g44970
OG0007513	XP_006391351.1	g45018
OG0007514	XP_006391348.1	g45021
OG0007515	XP_006391520.1	g45049
OG0007516	XP_006391565.1	g45091
OG0007517	XP_006400322.1	g29012
OG0007518	XP_006391604.1	g40749
OG0007519	XP_006392691.1	g36693
OG0007520	XP_006391666.1	g40819
OG0007521	XP_006391689.1	g40806
OG0007522	XP_006391734.1	g40783
OG0007523	XP_024013280.1	g40847
OG0007524	XP_006391764.1	g45107
OG0007525	XP_006391781.1	g40855
OG0007526	XP_006391794.1	g44244
OG0007527	XP_006391866.1	g40903
OG0007528	XP_006391896.1	g40912
OG0007529	XP_024015305.1	g40924, g37947
OG0007530	XP_006407312.1	g7293
OG0007531	XP_006407314.1	g7295
OG0007532	XP_006407315.1	g7300
OG0007533	XP_006407328.1	g7307
OG0007534	XP_006413003.2	g17115, g17070
OG0007535	XP_006413267.1	g23734, g17150
OG0007536	XP_024005693.1	g47566
OG0007538	XP_024016711.1	g51955
OG0007539	XP_006411342.1	g37366
OG0007540	XP_006411339.1	g51947, g38146
OG0007541	XP_006392641.1	g13021
OG0007542	XP_006407708.1	g13015
OG0007543	XP_006407701.1	g7510
OG0007544	XP_006407669.1	g13050
OG0007545	XP_006407665.1	g7484
OG0007546	XP_006407642.1	g7472, g13061
OG0007547	XP_006407633.1	g7466
OG0007548	XP_006398831.1	g45368
OG0007549	XP_006407615.1	g12387
OG0007550	XP_024015772.1	g13070
OG0007551	XP_006407579.1	g7436
OG0007552	XP_006407557.1	g7427
OG0007553	XP_006398917.1	g5681, g29785
OG0007554	XP_006407507.1	g7413, g12355
OG0007555	XP_006407465.1	g12331
OG0007556	XP_006407460.1	g12327
OG0007557	XP_006407450.1	g12322, g7384
OG0007559	XP_006407429.1	g7369
OG0007560	XP_006407422.1	g7364
OG0007561	XP_006407417.1	g7359
OG0007562	XP_024015780.1	g13124
OG0007563	XP_006412996.1	g17064
OG0007564	XP_006407391.1	g7343
OG0007565	XP_006407390.1	g12297, g13129
OG0007566	XP_024015623.1	g7341
OG0007568	XP_006407342.1	g12286
OG0007569	XP_006412254.1	g18201
OG0007570	XP_006402220.1	g1468
OG0007571	XP_006398379.2	g10915
OG0007572	XP_024006648.1	g54003
OG0007573	XP_006402075.1	g28285
OG0007574	XP_024011294.1	g1382, g28286
OG0007575	XP_006402060.1	g1369
OG0007576	XP_006402056.1	g28296
OG0007577	XP_006412365.1	g18151
OG0007578	XP_024012679.1	g882
OG0007579	XP_006401719.1	g41280
OG0007581	XP_006401742.1	g28405
OG0007582	XP_006401750.1	g28400
OG0007583	XP_006401753.2	g28397, g41255
OG0007584	XP_006401716.1	g41282
OG0007585	XP_006401709.1	g28421
OG0007586	XP_006401623.1	g28456
OG0007587	XP_006401641.1	g940, g28448
OG0007588	XP_024011466.1	g956
OG0007589	XP_006401558.1	g28488, g39413
OG0007590	XP_006401508.1	g28496
OG0007591	XP_006401435.1	g28521
OG0007592	XP_006401404.1	g28530
OG0007593	XP_006401379.1	g1046
OG0007594	XP_006401366.1	g28548
OG0007595	XP_006417344.1	g27158
OG0007596	XP_006401272.2	g28575
OG0007597	XP_006401256.1	g1095
OG0007598	XP_006401252.1	g28596
OG0007599	XP_006401247.1	g28794, g28601
OG0007600	XP_024011954.1	g39307
OG0007601	XP_006401206.1	g28641
OG0007602	XP_006401182.1	g28650
OG0007603	XP_006401166.1	g28660
OG0007604	XP_024012611.1	g1155
OG0007605	XP_006394965.1	g10146
OG0007606	XP_006399830.1	g5273
OG0007607	XP_006399803.1	g5289
OG0007608	XP_006399794.1	g29375, g45610
OG0007609	XP_006399788.1	g29373, g5293
OG0007610	XP_006399776.1	g29389
OG0007611	XP_006399756.1	g45597
OG0007612	XP_006399742.1	g45589
OG0007613	XP_006399729.1	g5326
OG0007614	XP_006399721.1	g5331
OG0007615	XP_006399711.1	g5338, g29420
OG0007616	XP_006399692.1	g5350
OG0007617	XP_006399654.1	g5371, g29443
OG0007618	XP_006399652.1	g5372, g29445, g45568
OG0007619	XP_006399624.1	g29449
OG0007620	XP_006404928.1	g29467, g5392
OG0007621	XP_024012372.1	g5405
OG0007622	XP_024011520.1	g5470
OG0007623	XP_024011656.1	g45504, g5486
OG0007624	XP_006399355.1	g29577
OG0007625	XP_006399346.1	g29581
OG0007626	XP_006399303.1	g45493
OG0007627	XP_006399301.1	g5515
OG0007628	XP_006399273.1	g29604
OG0007629	XP_006399212.2	g5555
OG0007630	XP_006399207.1	g5562
OG0007631	XP_006414231.2	g17552
OG0007632	XP_006414183.1	g47240
OG0007633	XP_006414169.1	g47248, g24229
OG0007634	XP_006414160.1	g24226
OG0007635	XP_006414155.1	g24223, g17496
OG0007637	XP_024007224.1	g13150
OG0007638	XP_006414043.1	g47292
OG0007639	XP_006414031.2	g17453
OG0007640	XP_006414002.1	g47300
OG0007641	XP_006413979.1	g24128
OG0007642	XP_006413916.1	g24079
OG0007643	XP_006398108.2	g40514
OG0007644	XP_006394427.1	g9870
OG0007645	XP_006413863.1	g17374
OG0007646	XP_024005135.1, XP_006413948.1	g47355
OG0007647	XP_006396625.1	g25544
OG0007648	XP_024005342.1	g47375
OG0007649	XP_006413747.1	g23990
OG0007650	XP_024005439.1	g17309
OG0007651	XP_006413689.1	g23969
OG0007652	XP_006413677.1	g47413
OG0007653	XP_024005282.1	g17302
OG0007654	XP_006413650.2	g17294
OG0007655	XP_006413639.1	g23949
OG0007656	XP_006413627.1	g17282
OG0007657	XP_006413609.1	g23933
OG0007658	XP_006413586.1	g47450
OG0007659	XP_006413583.1	g23918
OG0007660	XP_006413536.1	g23884
OG0007661	XP_006413523.1	g23878
OG0007662	XP_006413492.1	g23860
OG0007663	XP_006415119.1	g50683
OG0007664	XP_006415113.1	g50690
OG0007665	XP_024009173.1	g32666
OG0007666	XP_006415050.2	g32730
OG0007667	XP_006397417.1	g50756, g32837
OG0007668	XP_006396023.1	g27921
OG0007669	XP_006393710.1	g53907
OG0007671	XP_006393603.1	g53983
OG0007672	XP_006393523.1	g54016
OG0007673	XP_006407814.1	g7576
OG0007675	XP_006415675.1	g32331
OG0007677	XP_006415655.1	g50473
OG0007678	XP_006415643.1	g50486, g32356
OG0007679	XP_006415600.1	g32389
OG0007681	XP_006415483.1	g27700
OG0007682	XP_006415435.1	g27710
OG0007683	XP_006415433.1	g32487
OG0007684	XP_006415426.1	g32492
OG0007685	XP_006412093.1	g22993
OG0007686	XP_006398770.2	g29839
OG0007687	XP_024004382.1	g18235
OG0007688	XP_024004537.1	g47946
OG0007689	XP_006412036.2	g22961
OG0007690	XP_006412014.1	g47965
OG0007691	XP_006411992.1	g22920
OG0007693	XP_006411964.1	g22902
OG0007694	XP_006411941.1	g47979
OG0007695	XP_006404832.1	g38431
OG0007696	XP_006411927.1	g22870
OG0007698	XP_006411861.1	g22818
OG0007699	XP_006411856.1	g22814
OG0007700	XP_006411855.1	g22812
OG0007701	XP_024004583.1	g18287
OG0007702	XP_006411821.1	g22787
OG0007703	XP_006411812.1	g22779
OG0007704	XP_024005262.1	g22747
OG0007705	XP_006411768.1	g22732
OG0007706	XP_006411751.1	g22713
OG0007707	XP_006411644.1	g18354
OG0007708	XP_006403088.1	g46880
OG0007709	XP_006405878.1	g16745
OG0007710	XP_006405687.2	g43901, g46727
OG0007711	XP_006410654.1	g37118
OG0007712	XP_006410663.1	g37122
OG0007713	XP_006410674.1	g37993
OG0007714	XP_006417489.2	g31238
OG0007715	XP_006415354.1	g27754
OG0007716	XP_006400351.1	g41491
OG0007717	XP_006410686.1	g51509
OG0007718	XP_006410681.1	g51506, g37999
OG0007719	XP_024009802.1	g40266
OG0007720	XP_006397242.1	g40241
OG0007721	XP_024009786.1, XP_006409362.2, XP_006401895.2, XP_006397129.1	g40215
OG0007722	XP_006415529.1	g32423
OG0007723	XP_006410560.1	g51430
OG0007724	XP_006410549.1	g51413
OG0007725	XP_006410539.1	g51405
OG0007726	XP_024016807.1	g51400
OG0007727	XP_006410531.1	g51399
OG0007728	XP_024003747.1	g51366
OG0007729	XP_024003808.1	g37065
OG0007730	XP_006403338.1	g11141
OG0007731	XP_006397073.1	g40306
OG0007732	XP_006396969.1	g40343
OG0007733	XP_006396929.1	g25728
OG0007734	XP_006396868.1	g25690
OG0007735	XP_006396766.1	g25603
OG0007736	XP_006396734.1	g40416
OG0007737	XP_006396694.1	g40436
OG0007738	XP_006396649.1	g25556, g40457
OG0007739	XP_006400558.1	g687
OG0007740	XP_006396636.1	g40460
OG0007741	XP_024011003.1	g40504
OG0007742	XP_006398160.1	g11009
OG0007743	XP_006398210.1	g10986
OG0007744	XP_006398238.1	g10979, g40569
OG0007745	XP_006398274.1	g10963
OG0007746	XP_006398281.1	g40594, g10960
OG0007747	XP_006398289.1	g40600
OG0007748	XP_006398311.1	g40607
OG0007749	XP_006398323.1	g10949
OG0007750	XP_006398347.1	g10941
OG0007751	XP_024012260.1	g29788
OG0007752	XP_006398354.2	g10938, g4617
OG0007753	XP_006398362.1	g40641
OG0007754	XP_006398384.1	g40666
OG0007755	XP_006398486.1	g10833
OG0007756	XP_006395958.1	g46872
OG0007757	XP_006395941.1	g46865
OG0007758	XP_006415013.1	g4052
OG0007759	XP_024009661.1	g11675
OG0007760	XP_006418714.1	g11701
OG0007761	XP_006414920.1	g46988, g26202, g26237
OG0007762	XP_006414851.1	g24594
OG0007763	XP_006414737.1	g24535
OG0007764	XP_006414515.1	g17660
OG0007764	XP_006406247.1	g47103
OG0007765	XP_006405403.1	g46654
OG0007766	XP_006405306.1	g16771
OG0007767	XP_024014579.1, XP_024014759.1	g16759
OG0007769	XP_024010819.1	g50837
OG0007770	XP_006397969.1	g37751
OG0007771	XP_006397964.1	g50834
OG0007772	XP_006397928.1	g50823
OG0007773	XP_006397921.1	g50818
OG0007774	XP_006397913.1	g50815
OG0007776	XP_006397848.1	g50786, g37673
OG0007777	XP_006397840.1	g50781
OG0007778	XP_006397806.1	g37649
OG0007780	XP_006397791.1	g52294
OG0007781	XP_006397790.1	g37642
OG0007782	XP_024010725.1	g37641
OG0007783	XP_006397786.1	g37640
OG0007784	XP_006397759.1	g37635
OG0007785	XP_006397747.1	g37621
OG0007786	XP_006397721.1	g37608
OG0007787	XP_006397665.1, XP_006414077.2	g52196
OG0007788	XP_024010733.1	g52165
OG0007789	XP_024010744.1	g37531
OG0007790	XP_006397578.1	g52157
OG0007791	XP_006397562.1	g52141
OG0007792	XP_024016824.1	g37469
OG0007793	XP_006411518.1	g52062
OG0007794	XP_006411464.1	g52020
OG0007795	XP_006411480.1	g52039
OG0007796	XP_006398602.1	g5843
OG0007797	XP_006398622.1	g5825
OG0007798	XP_006398640.1	g5816
OG0007799	XP_006398654.1	g5806
OG0007800	XP_006398664.1	g45304
OG0007801	XP_006398699.1	g29856
OG0007802	XP_006398707.1	g5785
OG0007803	XP_006398711.1	g45316
OG0007804	XP_024011815.1	g45317
OG0007805	XP_006398729.1	g5779
OG0007806	XP_006398842.1, XP_024009640.1	g5714, g29816
OG0007807	XP_006398758.2	g5759
OG0007808	XP_006398838.1	g5716, g45373
OG0007809	XP_024012656.1	g29807
OG0007810	XP_006398868.1	g45390
OG0007811	XP_006398874.1	g5699
OG0007812	XP_024012504.1	g29800
