Orthogroup	Conringia_planisiliqua	Cardamine_glauca
OG0010148	CP10_g42425_DN3_SP6_c.t1	Cg004G119980
OG0010149	CP10_g42436_DN3_SP8_c.t1	Cg004G120100
OG0010150	CP10_g42466_DN3_SP8_c.t1	Cg004G120460
OG0010151	CP10_g42565_DN3_SP2_c.t1	Cg004G121560
OG0010152	CP10_g42674_DN3_SP0_c.t1	Cg004G122740
OG0010153	CP10_g42675_DN3_SP1_c.t1	Cg004G122730
OG0010154	CP10_g42697_DN3_SP3_c.t1	Cg004G122960
OG0010155	CP10_g42704_DN3_SP0_c.t1	Cg004G122980
OG0010156	CP10_g42715_DN3_SP7_c.t1	Cg004G123150
OG0010157	CP10_g42788_DN3_SP8_c.t1	Cg004G123890
OG0010158	CP10_g42806_DN3_SP8_c.t1	Cg004G124050
OG0010159	CP2_g48100_DN3_SP5_c.t1	Cg003G109850
OG0010160	CP10_g42837_DN3_SP8_c.t1	Cg004G124400
OG0010161	CP4_g24728_DN3_SP8_c.t1	Cg005G166240
OG0010162	CP4_g24741_DN3_SP8_c.t1	Cg005G166390
OG0010163	CP4_g24744_DN3_SP7_c.t1	Cg005G166420
OG0010164	CP28_g33974_DN3_SP0_c.t1, CP4_g24775_DN3_SP7_c.t1	Cg005G166780
OG0010166	CP4_g24818_DN3_SP0_c.t1	Cg005G167250
OG0010167	CP4_g24845_DN3_SP8_c.t1	Cg005G167510
OG0010168	CP4_g25101_DN3_SP8_c.t1	Cg005G170140
OG0010170	CP4_g25058_DN3_SP8_c.t1	Cg005G169730
OG0010171	CP4_g25027_DN3_SP8_c.t1	Cg005G169380
OG0010172	CP4_g25026_DN3_SP0_c.t1	Cg005G169370
OG0010173	CP4_g25014_DN3_SP1_c.t1	Cg005G169240
OG0010174	CP4_g24950_DN2_SP0_c.t1	Cg005G168690
OG0010176	CP4_g24917_DN3_SP8_c.t1	Cg005G168310
OG0010178	CP1_g36944_DN3_SP8_c.t1	Cg006G239620
OG0010179	CP4_g24854_DN3_SP6_c.t1	Cg005G167610
OG0010180	CP7_g46186_DN3_SP2_c.t1	Cg006G230420
OG0010181	CP7_g46181_DN3_SP6_c.t1	Cg006G230370
OG0010182	CP7_g46069_DN3_SP5_c.t1	Cg006G229180
OG0010184	CP8_g53027_DN3_SP0_c.t1, CP7_g45980_DN3_SP1_c.t1	Cg006G228300
OG0010185	CP8_g54318_DN3_SP7_c.t1	Cg008G300550
OG0010186	CP7_g45944_DN3_SP8_c.t1	Cg006G227900
OG0010187	CP7_g45887_DN3_SP8_c.t1	Cg006G227360
OG0010188	CP7_g45880_DN3_SP8_c.t1	Cg006G227280
OG0010189	CP7_g45833_DN3_SP7_c.t1	Cg006G226780
OG0010190	CP7_g45814_DN3_SP0_c.t1	Cg006G226580
OG0010191	CP7_g45803_DN3_SP1_c.t1	Cg006G226490
OG0010192	CP7_g45769_DN3_SP3_c.t1	Cg006G226030
OG0010193	CP7_g45765_DN3_SP0_c.t1	Cg006G225990
OG0010194	CP7_g45764_DN3_SP0_c.t1	Cg006G225980
OG0010195	CP7_g45763_DN3_SP8_c.t1	Cg006G225940
OG0010196	CP7_g45757_DN3_SP8_c.t1	Cg006G225890
OG0010197	CP7_g45719_DN3_SP1_c.t1	Cg006G225540
OG0010198	CP7_g45693_DN3_SP2_c.t1	Cg006G225250
OG0010199	CP7_g45692_DN3_SP2_c.t1	Cg006G225240
OG0010200	CP7_g45684_DN3_SP8_c.t1	Cg006G225140
OG0010201	CP7_g45664_DN3_SP6_c.t1	Cg006G224930
OG0010202	CP7_g45610_DN3_SP8_c.t1	Cg006G224320
OG0010203	CP7_g45608_DN3_SP2_c.t1	Cg006G224300
OG0010204	CP9_g29414_DN3_SP2_c.t1	Cg007G278360
OG0010205	CP7_g45519_DN3_SP1_c.t1	Cg006G223260
OG0010206	CP7_g45500_DN3_SP8_c.t1	Cg006G223090
OG0010207	CP7_g45492_DN3_SP5_c.t1	Cg006G222980
OG0010208	CP7_g45472_DN3_SP2_c.t1	Cg006G222740
OG0010209	CP7_g45459_DN3_SP8_c.t1	Cg006G222610
OG0010211	CP7_g45395_DN3_SP8_c.t1	Cg006G221960
OG0010212	CP7_g45330_DN3_SP0_c.t1	Cg006G221230
OG0010213	CP7_g45297_DN3_SP0_c.t1	Cg006G220890
OG0010215	CP7_g45277_DN3_SP1_c.t1	Cg006G220650
OG0010216	CP7_g45256_DN3_SP8_c.t1	Cg006G220410
OG0010217	CP7_g45241_DN3_SP8_c.t1	Cg006G220290
OG0010218	CP9_g28394_DN3_SP0_c.t1	Cg007G268320
OG0010219	CP7_g45205_DN3_SP1_c.t1	Cg006G219870
OG0010220	CP7_g45187_DN3_SP3_c.t1	Cg006G219670
OG0010221	CP7_g45186_DN3_SP7_c.t1	Cg006G219660
OG0010222	CP7_g45144_DN3_SP6_c.t1	Cg006G219230
OG0010223	CP19_g18185_DN3_SP0_c.t1	Cg001G016190
OG0010224	CP19_g18141_DN3_SP8_c.t1	Cg001G015740
OG0010225	CP19_g18138_DN3_SP8_c.t1	Cg001G015720
OG0010226	CP19_g18128_DN3_SP0_c.t1	Cg001G015620
OG0010227	CP19_g18127_DN3_SP3_c.t1	Cg001G015610
OG0010228	CP19_g18071_DN3_SP0_c.t1	Cg001G015030
OG0010229	CP16_g55298_DN3_SP8_c.t1	Cg005G188270
OG0010230	CP16_g55134_DN3_SP0_c.t1	Cg005G189830
OG0010232	CP16_g55085_DN1_SP0_c.t1	Cg005G190060
OG0010233	CP16_g55071_DN3_SP1_c.t1	Cg005G190510
OG0010235	CP16_g55027_DN3_SP0_c.t1	Cg005G191040
OG0010236	CP16_g55025_DN3_SP0_c.t1	Cg005G191060
OG0010237	CP16_g55024_DN3_SP0_c.t1	Cg005G191070
OG0010238	CP16_g55021_DN3_SP0_c.t1	Cg005G191090
OG0010239	CP16_g54922_DN3_SP0_c.t1	Cg005G191830
OG0010240	CP16_g54795_DN2_SP2_c.t1	Cg005G193160
OG0010241	CP16_g54742_DN3_SP8_c.t1	Cg005G193760
OG0010242	CP1_g37820_DN3_SP8_c.t1	Cg006G230730
OG0010243	CP1_g37811_DN3_SP1_c.t1	Cg006G230810
OG0010244	CP1_g37783_DN3_SP8_c.t1	Cg006G231140
OG0010246	CP1_g37731_DN3_SP6_c.t1	Cg006G231680
OG0010247	CP1_g37696_DN3_SP1_c.t1	Cg006G232040
OG0010248	CP1_g37634_DN3_SP6_c.t1, CP2_g49877_DN3_SP0_c.t1	Cg006G232580
OG0010249	CP1_g37636_DN3_SP0_c.t1, CP1_g37635_DN3_SP0_c.t1	Cg006G232570
OG0010251	CP1_g37537_DN3_SP8_c.t1	Cg006G233570
OG0010252	CP1_g37424_DN3_SP0_c.t1	Cg006G234630
OG0010253	CP1_g37411_DN3_SP0_c.t1	Cg006G234790
OG0010254	CP1_g37399_DN3_SP8_c.t1	Cg006G234940
OG0010255	CP1_g37389_DN3_SP8_c.t1	Cg006G235030
OG0010256	CP1_g37363_DN3_SP4_c.t1	Cg006G235330
OG0010257	CP1_g37338_DN3_SP0_c.t1	Cg006G235560
OG0010258	CP1_g37237_DN3_SP8_c.t1	Cg006G236490
OG0010259	CP1_g37227_DN3_SP3_c.t1	Cg006G236610
OG0010261	CP1_g37178_DN3_SP0_c.t1	Cg006G237060
OG0010262	CP1_g37163_DN3_SP5_c.t1	Cg006G237210
OG0010263	CP1_g37043_DN3_SP0_c.t1	Cg006G238440
OG0010264	CP1_g36967_DN3_SP1_c.t1	Cg006G239440
OG0010265	CP1_g36931_DN3_SP2_c.t1	Cg006G239750
OG0010267	CP1_g36868_DN3_SP0_c.t1	Cg006G240560
OG0010268	CP1_g36836_DN3_SP0_c.t1	Cg006G240860
OG0010269	CP1_g36833_DN3_SP1_c.t1	Cg006G240880
OG0010270	CP1_g36554_DN3_SP8_c.t1	Cg006G241140
OG0010271	CP1_g36555_DN3_SP5_c.t1	Cg006G241150
OG0010272	CP1_g36592_DN3_SP8_c.t1	Cg006G241540
OG0010273	CP1_g36596_DN3_SP0_c.t1	Cg006G241600
OG0010274	CP1_g36627_DN3_SP5_c.t1	Cg006G241930
OG0010275	CP1_g36642_DN3_SP0_c.t1	Cg006G242120
OG0010276	CP1_g36676_DN2_SP0_c.t1	Cg006G242440
OG0010277	CP1_g36680_DN3_SP0_c.t1	Cg006G242480
OG0010278	CP1_g36713_DN3_SP8_c.t1	Cg006G242820
OG0010280	CP1_g36693_DN3_SP5_c.t1	Cg006G242620
OG0010281	CP1_g36739_DN3_SP0_c.t1	Cg006G243090
OG0010282	CP1_g36768_DN3_SP6_c.t1	Cg006G243370
OG0010283	CP1_g36804_DN3_SP8_c.t1	Cg006G243740
OG0010284	CP1_g36818_DN1_SP0_c.t1	Cg006G243930
OG0010285	CP1_g36814_DN3_SP1_c.t1	Cg006G243890
OG0010286	CP1_g36472_DN3_SP8_c.t1	Cg006G244670
OG0010287	CP11_g32574_DN3_SP0_c.t1	Cg008G294080
OG0010288	CP11_g32542_DN3_SP7_c.t1	Cg008G294410
OG0010289	CP11_g32494_DN3_SP0_c.t1	Cg008G294950
OG0010290	CP11_g32410_DN3_SP2_c.t1	Cg008G295890
OG0010291	CP11_g32426_DN3_SP8_c.t1	Cg008G295740
OG0010293	CP11_g32301_DN3_SP0_c.t1	Cg008G296930
OG0010294	CP11_g32302_DN3_SP2_c.t1	Cg008G296920
OG0010295	CP11_g32290_DN3_SP6_c.t1	Cg008G297010
OG0010296	CP11_g32253_DN3_SP4_c.t1	Cg008G297500
OG0010297	CP11_g32246_DN3_SP4_c.t1	Cg008G297570
OG0010298	CP11_g32206_DN3_SP4_c.t1	Cg008G297940
OG0010299	CP10_g42393_DN3_SP2_c.t1	Cg004G119640
OG0010300	CP8_g54504_DN3_SP1_c.t1	Cg008G298650
OG0010301	CP8_g54438_DN3_SP8_c.t1	Cg008G299400
OG0010302	CP8_g54410_DN3_SP0_c.t1	Cg008G299690
OG0010303	CP5_g677_DN3_SP8_c.t1	Cg001G006970
OG0010304	CP2_g48635_DN3_SP8_c.t1	Cg008G307320
OG0010305	CP2_g48647_DN3_SP1_c.t1	Cg008G307520
OG0010306	CP2_g48653_DN3_SP5_c.t1	Cg008G307600
OG0010307	CP2_g48661_DN3_SP8_c.t1	Cg008G307690
OG0010308	CP2_g48663_DN3_SP5_c.t1	Cg008G307710
OG0010309	CP2_g48694_DN3_SP3_c.t1	Cg008G308370
OG0010310	CP2_g48696_DN3_SP0_c.t1	Cg008G308390
OG0010312	CP2_g48701_DN3_SP5_c.t1	Cg008G308460
OG0010313	CP2_g48778_DN3_SP8_c.t1	Cg008G311930
OG0010314	CP10_g42746_DN3_SP3_c.t1	Cg004G123450
OG0010315	CP11_g32603_DN3_SP1_c.t1	Cg008G293800
OG0010316	CP11_g33294_DN3_SP5_c.t1	Cg008G287840
OG0010317	CP1_g39461_DN3_SP8_c.t1	Cg006G206990
OG0010318	CP11_g33236_DN3_SP0_c.t1	Cg008G287280
OG0010319	CP11_g33231_DN3_SP0_c.t1	Cg008G287220
OG0010320	CP11_g33221_DN3_SP0_c.t1	Cg008G287120
OG0010321	CP11_g33328_DN3_SP3_c.t1	Cg008G286570
OG0010322	CP11_g33335_DN3_SP8_c.t1	Cg008G286480
OG0010323	CP11_g33344_DN3_SP5_c.t1	Cg008G286370
OG0010324	CP11_g33356_DN3_SP8_c.t1	Cg008G286240
OG0010325	CP11_g33362_DN3_SP0_c.t1	Cg008G286170
OG0010327	CP11_g33374_DN3_SP8_c.t1	Cg008G286050
OG0010328	CP11_g33375_DN3_SP0_c.t1	Cg008G286040
OG0010329	CP11_g33395_DN3_SP8_c.t1	Cg008G285840
OG0010330	CP11_g33394_DN3_SP1_c.t1	Cg008G285850
OG0010331	CP2_g48488_DN2_SP3_c.t1	Cg008G305580
OG0010332	CP2_g48425_DN3_SP8_c.t1	Cg008G304750
OG0010333	CP2_g48378_DN3_SP0_c.t1	Cg008G304240
OG0010334	CP2_g48372_DN3_SP0_c.t1	Cg008G304170
OG0010336	CP2_g48329_DN3_SP1_c.t1	Cg008G303750
OG0010337	CP2_g48322_DN3_SP8_c.t1	Cg008G303680
OG0010338	CP2_g48311_DN3_SP0_c.t1	Cg008G303540
OG0010339	CP2_g48284_DN3_SP8_c.t1	Cg008G303310
OG0010340	CP2_g48236_DN3_SP6_c.t1	Cg008G302760
OG0010341	CP2_g48217_DN3_SP7_c.t1	Cg003G108630
OG0010342	CP2_g48160_DN3_SP1_c.t1	Cg003G109170
OG0010343	CP2_g48148_DN3_SP4_c.t1	Cg003G109290
OG0010344	CP2_g48079_DN3_SP4_c.t1	Cg003G110050
OG0010345	CP2_g48058_DN3_SP8_c.t1	Cg003G110260
OG0010348	CP8_g53828_DN3_SP8_c.t1	Cg003G105850
OG0010349	CP3_g14228_DN3_SP6_c.t1	Cg002G055450
OG0010350	CP3_g14273_DN3_SP0_c.t1	Cg002G055840
OG0010351	CP3_g14295_DN2_SP1_c.t1	Cg002G056010
OG0010352	CP3_g14297_DN3_SP0_c.t1	Cg002G056030
OG0010353	CP3_g14338_DN3_SP0_c.t1	Cg002G056450
OG0010354	CP5_g3279_DN3_SP0_c.t1, CP3_g14411_DN3_SP8_c.t1	Cg002G057200
OG0010355	CP3_g14462_DN2_SP0_c.t1	Cg002G057750
OG0010356	CP3_g14471_DN3_SP3_c.t1	Cg002G057840
OG0010357	CP3_g14514_DN3_SP8_c.t1	Cg002G058330
OG0010358	CP3_g14523_DN3_SP8_c.t1	Cg002G058410
OG0010359	CP3_g14535_DN3_SP0_c.t1, CP3_g14536_DN3_SP0_c.t1	Cg002G058470
OG0010360	CP3_g14564_DN3_SP1_c.t1	Cg002G058760
OG0010361	CP3_g14589_DN3_SP1_c.t1	Cg002G059020
OG0010362	CP3_g14612_DN3_SP8_c.t1	Cg002G059220
OG0010363	CP3_g14857_DN3_SP7_c.t1	Cg002G061460
OG0010364	CP3_g14949_DN3_SP6_c.t1	Cg002G062450
OG0010365	CP3_g15138_DN3_SP7_c.t1	Cg002G063000
OG0010366	CP3_g15151_DN3_SP8_c.t1	Cg002G063200
OG0010367	CP3_g15554_DN3_SP3_c.t1	Cg002G064160
OG0010368	CP3_g15568_DN3_SP0_c.t1	Cg002G064270, Cg002G053390
OG0010369	CP3_g14613_DN3_SP0_c.t1	Cg002G071010
OG0010370	CP9_g28340_DN3_SP1_c.t1	Cg007G267710
OG0010371	CP9_g28310_DN2_SP0_c.t1	Cg007G267460
OG0010372	CP9_g28397_DN2_SP1_c.t1	Cg007G268340
OG0010373	CP9_g28368_DN3_SP2_c.t1	Cg007G267950
OG0010374	CP9_g28441_DN3_SP0_c.t1	Cg007G268760
OG0010375	CP9_g28450_DN3_SP8_c.t1	Cg007G268830
OG0010376	CP9_g28468_DN2_SP0_c.t1	Cg007G269030
OG0010378	CP9_g28487_DN3_SP2_c.t1	Cg007G269280
OG0010379	CP9_g28499_DN3_SP0_c.t1	Cg007G269450
OG0010380	CP9_g28510_DN3_SP6_c.t1	Cg007G269730
OG0010381	CP9_g28530_DN3_SP8_c.t1	Cg007G269540
OG0010382	CP9_g28634_DN3_SP5_c.t1	Cg007G270680
OG0010383	CP9_g28730_DN3_SP0_c.t1	Cg007G271520
OG0010384	CP9_g28746_DN3_SP0_c.t1	Cg007G271720
OG0010385	CP9_g28791_DN3_SP3_c.t1	Cg007G272140
OG0010386	CP9_g28852_DN3_SP1_c.t1	Cg007G272640
OG0010387	CP9_g29469_DN3_SP7_c.t1	Cg007G278920
OG0010388	CP9_g29444_DN3_SP1_c.t1	Cg007G278670
OG0010390	CP9_g29405_DN3_SP0_c.t1	Cg007G278250
OG0010391	CP9_g29383_DN3_SP0_c.t1	Cg007G278040
OG0010392	CP3_g14218_DN3_SP0_c.t1	Cg002G055350
OG0010393	CP9_g29359_DN3_SP0_c.t1	Cg007G277830
OG0010394	CP9_g29351_DN3_SP7_c.t1	Cg007G277720
OG0010395	CP7_g45754_DN3_SP5_c.t1	Cg006G225860
OG0010396	CP9_g29155_DN3_SP8_c.t1	Cg007G275670
OG0010397	CP9_g29053_DN3_SP2_c.t1	Cg007G274610
OG0010398	CP9_g29050_DN3_SP1_c.t1	Cg007G274580
OG0010400	CP9_g29018_DN2_SP8_c.t1	Cg007G274250
OG0010401	CP9_g28999_DN3_SP5_c.t1	Cg007G274050
OG0010402	CP9_g28988_DN1_SP0_c.t1	Cg007G273950
OG0010403	CP9_g28977_DN3_SP7_c.t1	Cg007G273850
OG0010404	CP9_g28936_DN2_SP8_c.t1	Cg007G273490
OG0010405	CP9_g28928_DN3_SP8_c.t1	Cg007G273410
OG0010407	CP9_g28927_DN3_SP6_c.t1	Cg007G273400
OG0010408	CP9_g28870_DN3_SP8_c.t1	Cg007G272800
OG0010409	CP9_g29550_DN3_SP2_c.t1	Cg007G279790
OG0010410	CP9_g29577_DN3_SP2_c.t1	Cg007G280050
OG0010411	CP9_g29607_DN3_SP8_c.t1	Cg007G280340
OG0010413	CP9_g29647_DN3_SP0_c.t1	Cg007G280830
OG0010414	CP9_g29666_DN3_SP8_c.t1	Cg007G280650
OG0010415	CP9_g29698_DN3_SP0_c.t1	Cg007G281310
OG0010416	CP9_g29708_DN3_SP0_c.t1	Cg007G281430
OG0010417	CP8_g53502_DN3_SP8_c.t1	Cg003G102550
OG0010418	CP10_g43271_DN3_SP0_c.t1	Cg004G128950
OG0010420	CP10_g43325_DN3_SP7_c.t1	Cg004G129480
OG0010421	CP10_g43403_DN3_SP0_c.t1	Cg004G130410
OG0010422	CP10_g43415_DN2_SP0_c.t1	Cg004G130550
OG0010423	CP10_g43420_DN3_SP7_c.t1	Cg004G130590
OG0010424	CP10_g43424_DN3_SP0_c.t1	Cg004G130640
OG0010425	CP10_g43448_DN3_SP3_c.t1	Cg004G130930
OG0010426	CP8_g54317_DN3_SP5_c.t1	Cg008G300560
OG0010427	CP10_g43492_DN3_SP8_c.t1	Cg004G131550
OG0010428	CP10_g43508_DN3_SP0_c.t1	Cg004G131680
OG0010430	CP12_g29907_DN3_SP7_c.t1	Cg004G132070
OG0010431	CP12_g29989_DN3_SP8_c.t1	Cg004G132750
OG0010432	CP6_g7262_DN3_SP4_c.t1	Cg001G025210
OG0010433	CP12_g30074_DN3_SP1_c.t1	Cg004G133870
OG0010435	CP12_g30125_DN3_SP3_c.t1	Cg004G134480
OG0010436	CP12_g30163_DN3_SP0_c.t1	Cg004G134900
OG0010437	CP12_g30171_DN3_SP8_c.t1	Cg004G135000
OG0010438	CP12_g30175_DN3_SP7_c.t1	Cg004G135050
OG0010439	CP12_g30187_DN3_SP2_c.t1	Cg004G135160
OG0010440	CP12_g30200_DN3_SP8_c.t1	Cg004G135290
OG0010441	CP12_g30218_DN3_SP0_c.t1	Cg004G135470
OG0010442	CP12_g30232_DN3_SP0_c.t1	Cg004G135620
OG0010443	CP12_g30236_DN3_SP0_c.t1	Cg004G135660
OG0010444	CP12_g30246_DN3_SP2_c.t1	Cg004G135740
OG0010445	CP1_g38159_DN2_SP0_c.t1	Cg006G200120
OG0010446	CP12_g30310_DN3_SP0_c.t1	Cg004G136410
OG0010447	CP12_g30312_DN3_SP0_c.t1	Cg004G136430
OG0010448	CP12_g30328_DN3_SP2_c.t1	Cg004G136620
OG0010449	CP12_g30329_DN3_SP1_c.t1	Cg004G136630
OG0010450	CP1_g38072_DN3_SP8_c.t1	Cg006G199360
OG0010453	CP12_g30370_DN3_SP3_c.t1	Cg004G137030
OG0010454	CP12_g30375_DN3_SP8_c.t1	Cg004G137080
OG0010455	CP12_g30376_DN3_SP5_c.t1	Cg004G137090
OG0010456	CP12_g30397_DN3_SP8_c.t1	Cg004G137300
OG0010458	CP12_g30413_DN3_SP0_c.t1	Cg004G137450
OG0010459	CP12_g30461_DN3_SP0_c.t1, CP12_g30424_DN3_SP7_c.t1	Cg004G137570
OG0010460	CP12_g30456_DN3_SP8_c.t1	Cg004G138000
OG0010461	CP12_g30511_DN3_SP0_c.t1	Cg004G138520
OG0010462	CP12_g30535_DN3_SP8_c.t1	Cg004G138760
OG0010463	CP12_g30546_DN3_SP7_c.t1	Cg004G138880
OG0010464	CP12_g30552_DN3_SP0_c.t1	Cg004G138920
OG0010465	CP12_g30569_DN3_SP0_c.t1	Cg004G139230
OG0010466	CP12_g30637_DN3_SP0_c.t1	Cg004G139980
OG0010467	CP12_g30822_DN3_SP8_c.t1	Cg004G142110
OG0010468	CP12_g30654_DN3_SP7_c.t1	Cg004G140210
OG0010470	CP12_g30661_DN3_SP0_c.t1	Cg004G140290
OG0010471	CP12_g30670_DN3_SP0_c.t1	Cg004G140490
OG0010472	CP12_g30679_DN3_SP2_c.t1	Cg004G140620
OG0010473	CP12_g30718_DN3_SP8_c.t1	Cg004G141020
OG0010474	CP12_g30806_DN1_SP0_c.t1, CP12_g31499_DN2_SP0_c.t1	Cg004G141550
OG0010475	CP12_g30796_DN3_SP7_c.t1	Cg004G141610
OG0010476	CP12_g30823_DN3_SP8_c.t1	Cg004G142120
OG0010477	CP12_g30987_DN3_SP6_c.t1	Cg004G143260
OG0010478	CP20_g4163_DN3_SP8_c.t1	Cg004G146640
OG0010479	CP15_g34551_DN3_SP8_c.t1	Cg004G149010
OG0010480	CP10_g44077_DN1_SP0_c.t1	Cg004G151110
OG0010481	CP10_g44018_DN3_SP0_c.t1	Cg004G151660
OG0010483	CP10_g43953_DN3_SP8_c.t1	Cg004G152220
OG0010484	CP10_g43878_DN3_SP0_c.t1	Cg004G152770
OG0010485	CP10_g43875_DN3_SP8_c.t1	Cg004G152790
OG0010486	CP10_g43858_DN3_SP0_c.t1	Cg004G152900
OG0010487	CP10_g43825_DN3_SP3_c.t1	Cg004G153180
OG0010488	CP10_g43675_DN3_SP0_c.t1	Cg004G154570
OG0010489	CP10_g43574_DN3_SP0_c.t1	Cg004G155850
OG0010490	CP10_g43572_DN3_SP8_c.t1	Cg004G155870
OG0010491	CP10_g43562_DN3_SP0_c.t1	Cg004G156010
OG0010492	CP10_g43544_DN3_SP8_c.t1	Cg004G156120
OG0010493	CP10_g43533_DN3_SP6_c.t1	Cg004G156240
OG0010494	CP10_g43523_DN3_SP6_c.t1	Cg004G156420
OG0010495	CP5_g1099_DN3_SP0_c.t1	Cg001G011550
OG0010496	CP10_g43517_DN3_SP8_c.t1	Cg004G156530
OG0010497	CP12_g29860_DN3_SP0_c.t1	Cg004G156740
OG0010498	CP12_g29841_DN3_SP8_c.t1	Cg004G156910
OG0010499	CP12_g29840_DN3_SP4_c.t1	Cg004G156930
OG0010500	CP7_g46475_DN3_SP6_c.t1	Cg006G194060
OG0010501	CP7_g46467_DN3_SP5_c.t1	Cg006G194160, Cg006G194150
OG0010502	CP7_g46417_DN3_SP2_c.t1	Cg006G194610
OG0010503	CP6_g8544_DN3_SP7_c.t1	Cg001G030690
OG0010504	CP1_g37962_DN2_SP0_c.t1	Cg006G198130
OG0010505	CP3_g14217_DN3_SP2_c.t1	Cg002G055340
OG0010506	CP1_g38029_DN3_SP0_c.t1	Cg006G198860
OG0010507	CP1_g37994_DN3_SP8_c.t1	Cg006G198430
OG0010508	CP1_g38045_DN3_SP8_c.t1	Cg006G199030
OG0010509	CP1_g38064_DN3_SP8_c.t1	Cg006G199240
OG0010510	CP1_g38068_DN3_SP8_c.t1	Cg006G199320
OG0010511	CP1_g38080_DN3_SP1_c.t1	Cg006G199440
OG0010512	CP1_g38156_DN3_SP6_c.t1	Cg006G200080
OG0010513	CP1_g38233_DN3_SP3_c.t1	Cg006G201040
OG0010514	CP1_g38205_DN3_SP0_c.t1	Cg006G200570
OG0010515	CP1_g38273_DN3_SP0_c.t1	Cg006G201340
OG0010516	CP1_g38291_DN3_SP0_c.t1	Cg006G201490
OG0010517	CP1_g38322_DN3_SP8_c.t1	Cg006G201750
OG0010520	CP4_g25285_DN3_SP0_c.t1, CP6_g7570_DN3_SP2_c.t1	Cg005G172050
OG0010521	CP4_g25289_DN3_SP0_c.t1	Cg005G172090
OG0010523	CP3_g14164_DN2_SP0_c.t1	Cg002G054760
OG0010524	CP3_g14162_DN3_SP8_c.t1	Cg002G054740
OG0010525	CP3_g14143_DN3_SP0_c.t1	Cg002G054540
OG0010526	CP3_g14141_DN3_SP1_c.t1	Cg002G054520
OG0010527	CP3_g14124_DN3_SP0_c.t1	Cg002G054350
OG0010528	CP3_g14072_DN3_SP8_c.t1	Cg002G053800
OG0010530	CP8_g54332_DN3_SP0_c.t1	Cg008G300430
OG0010531	CP3_g14068_DN3_SP8_c.t1	Cg002G053730
OG0010532	CP3_g14038_DN3_SP1_c.t1	Cg002G053380
OG0010533	CP3_g14046_DN3_SP7_c.t1	Cg002G053490
OG0010534	CP3_g14039_DN3_SP0_c.t1	Cg002G053410
OG0010535	CP3_g14010_DN3_SP8_c.t1	Cg002G053050
OG0010536	CP3_g13997_DN3_SP8_c.t1	Cg002G052930
OG0010537	CP3_g13964_DN3_SP0_c.t1	Cg002G052590
OG0010538	CP3_g14182_DN3_SP4_c.t1	Cg002G054960
OG0010539	CP3_g13922_DN3_SP8_c.t1	Cg002G052200
OG0010540	CP3_g13890_DN3_SP8_c.t1	Cg002G051930
OG0010541	CP3_g13868_DN3_SP8_c.t1	Cg002G051760
OG0010542	CP3_g13843_DN3_SP6_c.t1	Cg002G051460
OG0010543	CP3_g13841_DN3_SP4_c.t1	Cg002G051440
OG0010544	CP3_g13825_DN3_SP8_c.t1	Cg002G051260
OG0010545	CP3_g13780_DN3_SP0_c.t1	Cg002G050690
OG0010546	CP3_g13665_DN3_SP0_c.t1	Cg002G049450
OG0010548	CP3_g13658_DN3_SP6_c.t1	Cg002G049360
OG0010549	CP3_g13502_DN3_SP2_c.t1	Cg002G047800
OG0010550	CP3_g13500_DN3_SP8_c.t1	Cg002G047780
OG0010551	CP3_g13484_DN3_SP0_c.t1	Cg002G047630
OG0010552	CP3_g13471_DN3_SP2_c.t1	Cg002G047440
OG0010553	CP3_g13923_DN3_SP1_c.t1	Cg002G052210
OG0010554	CP3_g13422_DN3_SP8_c.t1	Cg002G046890
OG0010555	CP3_g13414_DN3_SP8_c.t1	Cg002G046800
OG0010556	CP3_g13343_DN3_SP1_c.t1	Cg002G046150
OG0010557	CP3_g13331_DN2_SP0_c.t1	Cg002G045990
OG0010558	CP3_g13283_DN3_SP0_c.t1	Cg002G045550
OG0010559	CP3_g13281_DN3_SP0_c.t1, CP3_g13277_DN3_SP2_c.t1	Cg002G045540
OG0010560	CP3_g13269_DN3_SP0_c.t1	Cg002G045430
OG0010561	CP3_g13266_DN3_SP0_c.t1	Cg002G045390
OG0010562	CP3_g13245_DN3_SP0_c.t1	Cg002G045220
OG0010563	CP3_g13210_DN3_SP0_c.t1	Cg002G044860
OG0010565	CP3_g13201_DN3_SP1_c.t1	Cg002G044760
OG0010566	CP3_g13198_DN2_SP0_c.t1	Cg002G044700
OG0010567	CP3_g13145_DN3_SP8_c.t1	Cg002G044140
OG0010568	CP3_g13110_DN2_SP1_c.t1	Cg002G043780
OG0010569	CP7_g44856_DN3_SP0_c.t1	Cg006G215970
OG0010570	CP3_g13084_DN3_SP3_c.t1	Cg002G043550
OG0010572	CP1_g37833_DN3_SP0_c.t1	Cg006G230600
OG0010575	CP3_g14165_DN3_SP0_c.t1	Cg002G054770
OG0010576	CP3_g13917_DN3_SP3_c.t1	Cg002G052150
OG0010578	CP4_g24710_DN3_SP2_c.t1	Cg005G166060
OG0010579	CP4_g24646_DN3_SP0_c.t1	Cg005G165330
OG0010580	CP5_g965_DN2_SP0_c.t1	Cg001G010110
OG0010581	CP5_g113_DN2_SP0_c.t1	Cg001G001160
OG0010583	CP1_g36840_DN3_SP8_c.t1	Cg006G240820
