Orthogroup	Conringia_planisiliqua	Euclidium_syriacum
OG0009408	CP10_g43336_DN3_SP8_c.t1	ESY3_g30267_DN3_SP8_c0.t1
OG0009410	CP10_g43402_DN3_SP8_c.t1	ESY3_g30380_DN3_SP8_c0.t1
OG0009411	CP10_g43410_DN3_SP8_c.t1	ESY3_g30405_DN3_SP7_c0.t1
OG0009412	CP10_g43416_DN3_SP0_c.t1	ESY3_g30409_DN3_SP0_c0.t1
OG0009414	CP10_g43440_DN3_SP8_c.t1	ESY3_g30450_DN3_SP8_c0.t1
OG0009415	CP10_g43442_DN3_SP2_c.t1	ESY3_g30452_DN3_SP0_c0.t1
OG0009416	CP10_g43473_DN3_SP0_c.t1	ESY3_g30521_DN3_SP0_c0.t1
OG0009417	CP10_g43477_DN3_SP0_c.t1	ESY3_g30525_DN3_SP0_c0.t1
OG0009418	CP10_g43479_DN3_SP0_c.t1	ESY3_g30527_DN3_SP0_c0.t1
OG0009419	CP12_g29909_DN3_SP0_c.t1	ESY3_g30611_DN3_SP7_c0.t1
OG0009420	CP12_g29923_DN3_SP2_c.t1	ESY3_g30634_DN2_SP1_c0.t1
OG0009421	CP12_g29925_DN3_SP5_c.t1	ESY3_g30636_DN3_SP3_c0.t1
OG0009422	CP12_g29928_DN3_SP8_c.t1	ESY3_g30639_DN3_SP8_c0.t1
OG0009423	CP12_g29931_DN3_SP0_c.t1	ESY3_g30641_DN3_SP0_c0.t1
OG0009424	CP12_g29965_DN3_SP1_c.t1	ESY3_g30001_DN3_SP0_c0.t1
OG0009425	CP12_g29969_DN3_SP5_c.t1	ESY3_g29997_DN3_SP2_c0.t1
OG0009426	CP12_g29974_DN3_SP0_c.t1	ESY3_g29990_DN3_SP0_c0.t1
OG0009427	CP12_g30025_DN3_SP6_c.t1	ESY3_g29896_DN3_SP7_c0.t1
OG0009428	CP12_g30029_DN3_SP5_c.t1	ESY3_g29885_DN3_SP0_c0.t1
OG0009429	CP12_g30030_DN3_SP8_c.t1	ESY3_g29884_DN3_SP4_c0.t1
OG0009430	CP12_g30063_DN3_SP7_c.t1	ESY3_g29829_DN2_SP0_c0.t1
OG0009431	CP12_g30071_DN3_SP8_c.t1	ESY3_g29815_DN3_SP8_c0.t1
OG0009432	CP16_g54771_DN3_SP0_c.t1, CP12_g30072_DN3_SP0_c.t1	ESY3_g29814_DN3_SP0_c0.t1
OG0009433	CP8_g54612_DN3_SP8_c.t1	ESY20_g12988_DN3_SP8_c0.t1
OG0009434	CP12_g30097_DN2_SP0_c.t1	ESY3_g29774_DN2_SP0_c0.t1
OG0009435	CP12_g30142_DN3_SP4_c.t1	ESY3_g29722_DN3_SP3_c0.t1
OG0009436	CP12_g30159_DN3_SP2_c.t1	ESY3_g29697_DN3_SP0_c0.t1
OG0009437	CP12_g30174_DN3_SP6_c.t1	ESY3_g29680_DN3_SP1_c0.t1
OG0009438	CP12_g30195_DN3_SP7_c.t1	ESY3_g29651_DN3_SP5_c0.t1
OG0009439	CP12_g30199_DN3_SP6_c.t1	ESY3_g29640_DN3_SP0_c0.t1
OG0009440	CP12_g30233_DN3_SP7_c.t1	ESY3_g29555_DN3_SP8_c0.t1
OG0009441	CP12_g30285_DN3_SP0_c.t1, CP12_g30286_DN3_SP2_c.t1	ESY3_g29430_DN3_SP0_c0.t1
OG0009442	CP12_g30293_DN3_SP6_c.t1	ESY3_g29421_DN2_SP6_c0.t1
OG0009443	CP12_g30294_DN3_SP0_c.t1	ESY3_g29420_DN3_SP0_c0.t1
OG0009445	CP12_g30341_DN3_SP8_c.t1	ESY3_g29314_DN3_SP0_c0.t1
OG0009446	CP12_g30384_DN3_SP8_c.t1	ESY3_g29242_DN3_SP8_c0.t1
OG0009447	CP12_g30398_DN3_SP2_c.t1	ESY3_g29232_DN3_SP0_c0.t1
OG0009448	CP12_g30401_DN3_SP0_c.t1	ESY3_g29227_DN3_SP0_c0.t1
OG0009449	CP12_g30412_DN3_SP3_c.t1	ESY3_g29209_DN3_SP3_c0.t1
OG0009450	CP12_g30444_DN3_SP6_c.t1	ESY3_g29152_DN2_SP4_c0.t1
OG0009452	CP12_g30529_DN3_SP6_c.t1	ESY3_g28996_DN3_SP3_c0.t1
OG0009453	CP12_g30597_DN3_SP0_c.t1	ESY3_g28889_DN2_SP0_c0.t1
OG0009454	CP12_g30610_DN3_SP1_c.t1	ESY3_g28790_DN3_SP0_c0.t1, ESY3_g28788_DN3_SP0_c0.t1
OG0009455	CP12_g30651_DN2_SP0_c.t1	ESY6_g49883_DN3_SP0_c0.t1, ESY1_g9856_DN3_SP0_c0.t1, ESY3_g28741_DN3_SP0_c0.t1
OG0009456	CP12_g30706_DN3_SP2_c.t1	ESY3_g28440_DN3_SP0_c0.t1
OG0009457	CP12_g30707_DN3_SP8_c.t1	ESY3_g28437_DN3_SP7_c0.t1
OG0009459	CP8_g53045_DN3_SP8_c.t1	ESY6_g46202_DN3_SP8_c0.t1
OG0009460	CP8_g53102_DN3_SP8_c.t1	ESY11_g52723_DN3_SP8_c0.t1
OG0009461	CP17_g5836_DN3_SP8_c.t1	ESY11_g52791_DN3_SP8_c0.t1
OG0009462	CP15_g35789_DN3_SP0_c.t1	ESY11_g53039_DN3_SP0_c0.t1
OG0009463	CP15_g35558_DN3_SP0_c.t1	ESY11_g53037_DN3_SP0_c0.t1
OG0009464	CP15_g35556_DN3_SP8_c.t1	ESY11_g53021_DN3_SP8_c0.t1
OG0009465	CP15_g35309_DN3_SP0_c.t1	ESY11_g53246_DN2_SP0_c0.t1
OG0009466	CP11_g32739_DN3_SP1_c.t1	ESY7_g18266_DN3_SP0_c0.t1
OG0009467	CP3_g13960_DN2_SP0_c.t1, CP10_g44047_DN2_SP0_c.t1, CP10_g44043_DN3_SP0_c.t1	ESY11_g53677_DN1_SP0_c0.t1
OG0009468	CP10_g44041_DN3_SP8_c.t1	ESY11_g53683_DN3_SP6_c0.t1
OG0009469	CP10_g44036_DN3_SP0_c.t1	ESY11_g53716_DN3_SP0_c0.t1
OG0009470	CP10_g44030_DN3_SP0_c.t1, CP10_g44029_DN2_SP0_c.t1	ESY11_g53717_DN3_SP0_c20.t1
OG0009471	CP10_g43832_DN3_SP4_c.t1	ESY11_g53966_DN3_SP2_c0.t1
OG0009472	CP10_g43800_DN3_SP0_c.t1	ESY11_g54042_DN3_SP0_c0.t1
OG0009473	CP10_g43795_DN3_SP8_c.t1	ESY11_g54055_DN3_SP7_c0.t1
OG0009474	CP10_g43730_DN3_SP8_c.t1	ESY11_g54155_DN3_SP8_c0.t1
OG0009475	CP10_g43663_DN3_SP0_c.t1	ESY11_g54318_DN3_SP0_c0.t1
OG0009476	CP10_g43616_DN3_SP8_c.t1	ESY11_g54499_DN3_SP4_c0.t1
OG0009477	CP10_g43573_DN3_SP5_c.t1	ESY11_g54632_DN3_SP1_c0.t1
OG0009479	CP12_g29867_DN3_SP7_c.t1	ESY11_g54862_DN3_SP3_c0.t1
OG0009480	CP12_g29861_DN2_SP0_c.t1	ESY11_g54884_DN2_SP0_c0.t1
OG0009481	CP12_g29853_DN3_SP8_c.t1	ESY11_g54918_DN3_SP8_c0.t1
OG0009482	CP12_g29815_DN2_SP6_c.t1	ESY11_g54984_DN3_SP0_c0.t1
OG0009483	CP7_g46450_DN3_SP8_c.t1	ESY2_g36398_DN3_SP7_c0.t1
OG0009484	CP7_g46377_DN3_SP0_c.t1	ESY2_g36274_DN3_SP0_c0.t1
OG0009485	CP7_g46361_DN3_SP0_c.t1	ESY2_g36255_DN3_SP0_c0.t1
OG0009486	CP7_g46324_DN2_SP1_c.t1	ESY2_g36212_DN1_SP0_c0.t1
OG0009487	CP7_g46298_DN3_SP8_c.t1	ESY2_g36169_DN3_SP1_c0.t1
OG0009488	CP7_g46296_DN3_SP8_c.t1	ESY2_g36167_DN3_SP5_c0.t1
OG0009489	CP7_g46272_DN3_SP7_c.t1	ESY2_g36877_DN3_SP1_c0.t1
OG0009490	CP7_g46234_DN3_SP4_c.t1	ESY2_g36952_DN3_SP0_c0.t1
OG0009491	CP7_g46218_DN3_SP8_c.t1	ESY2_g36976_DN3_SP8_c0.t1
OG0009492	CP7_g46205_DN3_SP2_c.t1	ESY2_g36986_DN3_SP3_c0.t1
OG0009493	CP1_g37881_DN3_SP1_c.t1	ESY2_g37064_DN3_SP0_c3.t1
OG0009494	CP1_g38030_DN3_SP1_c.t1	ESY2_g37394_DN3_SP0_c0.t1
OG0009495	CP1_g38003_DN3_SP8_c.t1	ESY2_g37315_DN3_SP8_c0.t1
OG0009496	CP1_g38076_DN3_SP7_c.t1	ESY2_g37475_DN3_SP6_c0.t1
OG0009497	CP1_g38095_DN3_SP3_c.t1	ESY2_g37514_DN2_SP3_c0.t1
OG0009498	CP1_g38101_DN3_SP8_c.t1	ESY2_g37524_DN3_SP8_c0.t1
OG0009499	CP11_g32598_DN3_SP7_c.t1	ESY7_g17711_DN3_SP5_c0.t1
OG0009500	CP1_g38131_DN3_SP2_c.t1	ESY2_g37613_DN3_SP0_c0.t1
OG0009501	CP1_g38147_DN3_SP6_c.t1	ESY2_g37649_DN3_SP1_c0.t1
OG0009502	CP1_g38153_DN3_SP2_c.t1	ESY2_g37655_DN3_SP0_c0.t1
OG0009503	CP5_g1793_DN3_SP0_c.t1	ESY1_g12489_DN3_SP0_c0.t1, ESY1_g12488_DN3_SP0_c0.t1
OG0009505	CP1_g38214_DN3_SP0_c.t1	ESY2_g37853_DN3_SP0_c0.t1
OG0009506	CP1_g38218_DN3_SP2_c.t1	ESY2_g37857_DN3_SP1_c0.t1
OG0009507	CP4_g25276_DN3_SP8_c.t1	ESY4_g26373_DN3_SP7_c0.t1
OG0009510	CP3_g14180_DN3_SP8_c.t1	ESY1_g10264_DN3_SP8_c0.t1
OG0009511	CP3_g14160_DN3_SP1_c.t1	ESY1_g10318_DN3_SP0_c0.t1
OG0009512	CP3_g14153_DN3_SP3_c.t1	ESY1_g10335_DN3_SP0_c0.t1
OG0009513	CP3_g14075_DN3_SP7_c.t1	ESY1_g10487_DN3_SP1_c0.t1
OG0009514	CP3_g14040_DN3_SP7_c.t1	ESY1_g11147_DN3_SP7_c0.t1
OG0009516	CP3_g14011_DN3_SP0_c.t1	ESY1_g11104_DN3_SP0_c17.t1
OG0009517	CP3_g13973_DN3_SP4_c.t1	ESY1_g11033_DN3_SP5_c0.t1
OG0009518	CP3_g13954_DN3_SP8_c.t1	ESY1_g11000_DN3_SP7_c0.t1
OG0009519	CP3_g13947_DN3_SP6_c.t1	ESY1_g10992_DN3_SP5_c0.t1
OG0009520	CP3_g13945_DN3_SP4_c.t1	ESY1_g10990_DN3_SP1_c0.t1
OG0009521	CP3_g14200_DN3_SP1_c.t1	ESY1_g10201_DN2_SP3_c0.t1
OG0009522	CP3_g13942_DN3_SP3_c.t1	ESY1_g10988_DN3_SP6_c0.t1
OG0009523	CP22_g17633_DN3_SP4_c.t1	ESY11_g54546_DN3_SP0_c33.t1
OG0009524	CP3_g13887_DN2_SP0_c.t1	ESY1_g10879_DN1_SP0_c0.t1
OG0009525	CP3_g13888_DN3_SP5_c.t1	ESY2_g35264_DN3_SP0_c0.t1
OG0009526	CP4_g24833_DN3_SP8_c.t1	ESY9_g45409_DN3_SP8_c0.t1
OG0009527	CP3_g13871_DN3_SP3_c.t1	ESY1_g10860_DN3_SP6_c0.t1
OG0009528	CP3_g13857_DN3_SP3_c.t1	ESY1_g10818_DN3_SP3_c0.t1
OG0009529	CP3_g13812_DN2_SP0_c.t1	ESY1_g10761_DN2_SP0_c0.t1
OG0009530	CP3_g13754_DN3_SP3_c.t1	ESY1_g10627_DN3_SP2_c0.t1
OG0009531	CP3_g13750_DN3_SP8_c.t1	ESY1_g10619_DN3_SP8_c0.t1
OG0009532	CP3_g13727_DN3_SP0_c.t1, CP3_g13728_DN3_SP6_c.t1	ESY1_g10561_DN3_SP6_c0.t1
OG0009533	CP3_g13717_DN3_SP5_c.t1	ESY1_g10544_DN3_SP6_c0.t1
OG0009534	CP3_g13657_DN3_SP8_c.t1	ESY1_g11774_DN3_SP8_c0.t1
OG0009535	CP3_g13647_DN3_SP1_c.t1	ESY1_g11764_DN3_SP2_c0.t1
OG0009536	CP3_g13641_DN3_SP8_c.t1	ESY1_g11754_DN3_SP8_c0.t1
OG0009537	CP3_g13549_DN3_SP0_c.t1	ESY1_g11543_DN2_SP0_c0.t1
OG0009538	CP3_g13528_DN3_SP8_c.t1	ESY1_g11503_DN3_SP8_c0.t1
OG0009539	CP3_g13521_DN3_SP3_c.t1	ESY1_g11496_DN3_SP1_c0.t1
OG0009540	CP3_g13477_DN3_SP8_c.t1	ESY1_g11373_DN3_SP6_c0.t1
OG0009541	CP3_g13470_DN3_SP6_c.t1	ESY1_g11302_DN3_SP8_c0.t1
OG0009542	CP3_g13453_DN3_SP8_c.t1	ESY1_g11239_DN3_SP8_c0.t1
OG0009543	CP3_g13442_DN3_SP8_c.t1	ESY1_g11208_DN3_SP8_c0.t1
OG0009544	CP2_g48288_DN3_SP5_c.t1	ESY7_g19083_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1
OG0009545	CP3_g13337_DN3_SP7_c.t1	ESY1_g12110_DN3_SP3_c0.t1
OG0009546	CP3_g13336_DN3_SP3_c.t1	ESY1_g12111_DN3_SP0_c0.t1
OG0009548	CP3_g13291_DN3_SP8_c.t1	ESY1_g12238_DN3_SP8_c0.t1
OG0009549	CP3_g13274_DN3_SP3_c.t1	ESY1_g12258_DN3_SP6_c0.t1
OG0009550	CP3_g13272_DN3_SP1_c.t1	ESY1_g12264_DN3_SP0_c0.t1, ESY1_g12265_DN3_SP0_c0.t1
OG0009551	CP3_g13236_DN3_SP8_c.t1	ESY1_g12332_DN3_SP7_c0.t1
OG0009552	CP3_g13150_DN3_SP0_c.t1	ESY1_g12459_DN3_SP0_c0.t1
OG0009553	CP3_g13149_DN3_SP0_c.t1	ESY7_g16752_DN2_SP0_c0.t1, ESY1_g12460_DN3_SP0_c0.t1
OG0009554	CP3_g13090_DN1_SP0_c.t1	ESY1_g12549_DN2_SP0_c15.t1
OG0009555	CP3_g13079_DN3_SP4_c.t1	ESY1_g12560_DN3_SP5_c0.t1
OG0009556	CP3_g13073_DN3_SP7_c.t1	ESY1_g12565_DN3_SP5_c18.t1
OG0009557	CP3_g13310_DN3_SP8_c.t1	ESY1_g12177_DN3_SP8_c0.t1
OG0009559	CP1_g37869_DN2_SP4_c.t1	ESY2_g37047_DN2_SP0_c0.t1
OG0009561	CP1_g38162_DN3_SP4_c.t1	ESY2_g37668_DN3_SP4_c0.t1
OG0009563	CP3_g13633_DN3_SP8_c.t1	ESY1_g11743_DN1_SP8_c0.t1
OG0009564	CP2_g47590_DN2_SP0_c.t1	ESY6_g50292_DN3_SP0_c0.t1
OG0009567	CP19_g18015_DN3_SP8_c.t1	ESY13_g56006_DN3_SP4_c0.t1
OG0009568	CP4_g24933_DN3_SP0_c.t1	ESY9_g45149_DN3_SP0_c0.t1
OG0009569	CP4_g24893_DN2_SP8_c.t1	ESY9_g45269_DN2_SP7_c0.t1
OG0009570	CP4_g24602_DN3_SP0_c.t1	ESY12_g51058_DN3_SP0_c19.t1
OG0009572	CP9_g28911_DN2_SP0_c.t1	ESY2_g35845_DN2_SP0_c0.t1
OG0009573	CP5_g1198_DN2_SP5_c.t1	ESY4_g23881_DN1_SP7_c0.t1
OG0009574	CP5_g623_DN3_SP3_c.t1	ESY4_g25674_DN3_SP0_c0.t1
OG0009575	CP5_g696_DN2_SP0_c.t1	ESY4_g25974_DN3_SP0_c0.t1
OG0009576	CP1_g36546_DN3_SP0_c.t1	ESY5_g4843_DN3_SP0_c0.t1
OG0009577	CP1_g37170_DN3_SP3_c.t1	ESY5_g3209_DN3_SP0_c0.t1
OG0009578	CP1_g37192_DN3_SP0_c.t1	ESY5_g3249_DN3_SP0_c0.t1, ESY5_g3252_DN3_SP0_c0.t1
OG0009579	CP1_g37279_DN3_SP0_c.t1	ESY5_g3390_DN3_SP2_c0.t1
OG0009580	CP1_g37362_DN3_SP5_c.t1	ESY5_g3521_DN3_SP0_c0.t1
OG0009581	CP1_g37501_DN2_SP0_c.t1	ESY5_g3742_DN2_SP0_c0.t1
OG0009583	CP7_g46153_DN3_SP1_c.t1	ESY5_g2970_DN3_SP1_c0.t1
OG0009585	CP9_g28763_DN2_SP0_c.t1	ESY2_g35667_DN2_SP0_c0.t1
OG0009586	CP9_g28433_DN3_SP0_c.t1	ESY2_g34451_DN3_SP0_c8.t1
OG0009587	CP10_g43622_DN3_SP0_c.t1	ESY11_g54438_DN3_SP0_c0.t1
OG0009588	CP1_g38364_DN3_SP1_c.t1	ESY4_g25349_DN3_SP0_c0.t1
OG0009589	CP5_g1530_DN2_SP0_c.t1	ESY3_g32192_DN2_SP0_c0.t1
OG0009591	CP11_g32611_DN3_SP0_c.t1	ESY7_g17729_DN3_SP0_c0.t1
OG0009592	CP11_g33657_DN3_SP0_c.t1, CP11_g33656_DN3_SP0_c.t1	ESY7_g19527_DN3_SP0_c0.t1
OG0009594	CP11_g33530_DN3_SP0_c.t1, CP11_g33529_DN3_SP0_c.t1	ESY7_g19270_DN2_SP0_c0.t1
OG0009594	CP11_g33528_DN3_SP0_c.t1	ESY7_g19263_DN3_SP0_c0.t1
OG0009595	CP6_g7085_DN3_SP1_c.t1	ESY9_g42444_DN3_SP0_c0.t1
OG0009597	CP1_g38489_DN3_SP5_c.t1	ESY4_g22421_DN3_SP1_c0.t1
OG0009598	CP1_g38397_DN3_SP7_c.t1	ESY4_g22569_DN3_SP7_c0.t1
OG0009599	CP1_g38358_DN3_SP2_c.t1	ESY4_g22405_DN3_SP0_c0.t1
OG0009601	CP4_g25611_DN3_SP7_c.t1	ESY8_g58481_DN3_SP2_c0.t1
OG0009602	CP19_g18163_DN3_SP0_c.t1	ESY11_g54537_DN3_SP1_c0.t1
OG0009602	CP19_g18162_DN3_SP2_c.t1	ESY4_g25025_DN3_SP0_c0.t1, ESY4_g26046_DN3_SP0_c0.t1, ESY4_g26048_DN3_SP0_c0.t1
OG0009603	CP11_g32568_DN3_SP1_c.t1	ESY7_g17673_DN3_SP0_c0.t1
OG0009604	CP11_g32474_DN3_SP7_c.t1	ESY7_g17532_DN3_SP2_c0.t1
OG0009605	CP11_g32444_DN2_SP0_c.t1	ESY7_g17473_DN3_SP0_c0.t1
OG0009606	CP11_g32428_DN3_SP0_c.t1	ESY7_g17449_DN3_SP0_c0.t1
OG0009607	CP11_g32288_DN3_SP4_c.t1	ESY7_g17253_DN3_SP6_c0.t1
OG0009609	CP5_g1349_DN3_SP7_c.t1	ESY8_g60246_DN2_SP7_c0.t1
OG0009610	CP19_g17836_DN3_SP5_c.t1	ESY8_g60003_DN3_SP0_c0.t1
OG0009611	CP8_g53831_DN3_SP3_c.t1	ESY6_g48572_DN3_SP0_c0.t1
OG0009612	CP2_g48462_DN3_SP0_c.t1	ESY6_g49950_DN3_SP1_c0.t1
OG0009613	CP2_g48144_DN3_SP0_c.t1	ESY6_g49477_DN3_SP0_c0.t1
OG0009614	CP2_g48139_DN3_SP6_c.t1	ESY6_g49473_DN3_SP5_c0.t1
OG0009615	CP2_g47617_DN3_SP0_c.t1	ESY6_g50341_DN3_SP0_c0.t1
OG0009616	CP2_g47610_DN3_SP0_c.t1	ESY6_g50329_DN3_SP0_c0.t1
OG0009621	CP4_g25680_DN3_SP0_c.t1	ESY8_g58569_DN3_SP0_c0.t1, ESY8_g58571_DN3_SP0_c0.t1
OG0009622	CP3_g14202_DN3_SP7_c.t1	ESY1_g10198_DN2_SP6_c0.t1
OG0009626	CP11_g31790_DN2_SP0_c.t1, CP11_g31792_DN2_SP0_c.t1, CP11_g31791_DN2_SP0_c.t1, CP11_g31793_DN2_SP0_c.t1	ESY5_g3467_DN2_SP0_c0.t1
OG0009629	CP6_g6996_DN3_SP0_c.t1, CP19_g18488_DN3_SP0_c.t1, CP7_g45349_DN3_SP0_c.t1, CP8_g52204_DN3_SP0_c.t1	ESY1_g11944_DN3_SP0_c0.t1
OG0009635	CP12_g29821_DN3_SP4_c.t1	ESY11_g54973_DN3_SP5_c0.t1
OG0009636	CP16_g55203_DN3_SP8_c.t1	ESY12_g51914_DN3_SP0_c0.t1
OG0009637	CP5_g1060_DN3_SP2_c.t1	ESY4_g24349_DN3_SP1_c0.t1
OG0009639	CP5_g1030_DN3_SP0_c.t1	ESY4_g24416_DN3_SP0_c0.t1
OG0009640	CP5_g1019_DN3_SP1_c.t1	ESY4_g24442_DN3_SP0_c0.t1
OG0009641	CP5_g990_DN3_SP0_c.t1	ESY4_g24524_DN3_SP0_c0.t1
OG0009642	CP5_g967_DN3_SP1_c.t1	ESY4_g24604_DN3_SP0_c0.t1
OG0009644	CP8_g54333_DN3_SP6_c.t1	ESY6_g49280_DN3_SP4_c0.t1
OG0009645	CP5_g917_DN3_SP3_c.t1	ESY4_g24730_DN2_SP3_c0.t1
OG0009647	CP1_g38393_DN3_SP0_c.t1	ESY4_g25350_DN2_SP0_c0.t1
OG0009648	CP5_g830_DN3_SP8_c.t1	ESY4_g24984_DN3_SP8_c0.t1
OG0009649	CP5_g758_DN3_SP8_c.t1	ESY4_g25216_DN3_SP8_c0.t1
OG0009650	CP5_g721_DN3_SP8_c.t1	ESY4_g25124_DN3_SP8_c0.t1
OG0009651	CP5_g727_DN3_SP2_c.t1	ESY4_g25141_DN3_SP0_c0.t1
OG0009652	CP5_g699_DN3_SP6_c.t1	ESY4_g25981_DN3_SP2_c0.t1
OG0009653	CP5_g671_DN3_SP0_c.t1	ESY4_g25877_DN3_SP0_c0.t1
OG0009654	CP8_g54203_DN3_SP0_c.t1	ESY6_g49112_DN3_SP0_c0.t1
OG0009655	CP5_g636_DN3_SP8_c.t1	ESY4_g25805_DN3_SP8_c0.t1
OG0009656	CP5_g632_DN3_SP0_c.t1	ESY4_g25798_DN3_SP0_c0.t1
OG0009657	CP5_g616_DN3_SP2_c.t1	ESY4_g25685_DN3_SP0_c0.t1
OG0009658	CP10_g44028_DN3_SP8_c.t1	ESY11_g53718_DN3_SP8_c0.t1
OG0009659	CP5_g572_DN3_SP8_c.t1	ESY4_g25666_DN3_SP8_c0.t1
OG0009660	CP5_g515_DN3_SP8_c.t1	ESY4_g25509_DN3_SP8_c0.t1
OG0009661	CP5_g506_DN3_SP8_c.t1	ESY4_g25483_DN3_SP8_c0.t1
OG0009662	CP8_g54126_DN3_SP8_c.t1	ESY6_g48994_DN3_SP7_c0.t1
OG0009664	CP7_g44798_DN3_SP0_c.t1	ESY16_g62019_DN3_SP0_c5.t1, ESY7_g16683_DN2_SP0_c0.t1
OG0009665	CP7_g44745_DN3_SP0_c.t1	ESY16_g61870_DN3_SP0_c0.t1
OG0009666	CP7_g44721_DN3_SP8_c.t1	ESY16_g61816_DN3_SP8_c0.t1
OG0009667	CP7_g44720_DN3_SP7_c.t1	ESY16_g61815_DN3_SP6_c0.t1
OG0009668	CP7_g44711_DN3_SP3_c.t1	ESY16_g61805_DN3_SP5_c0.t1
OG0009669	CP7_g44659_DN3_SP2_c.t1	ESY16_g61727_DN3_SP0_c0.t1
OG0009670	CP7_g44655_DN3_SP4_c.t1	ESY16_g61714_DN3_SP4_c0.t1
OG0009672	CP7_g44635_DN3_SP6_c.t1	ESY16_g61665_DN3_SP5_c0.t1
OG0009673	CP19_g18378_DN3_SP8_c.t1	ESY18_g63312_DN3_SP8_c0.t1
OG0009674	CP7_g44629_DN2_SP0_c.t1	ESY16_g61650_DN2_SP0_c0.t1
OG0009675	CP7_g44627_DN3_SP0_c.t1	ESY16_g61648_DN3_SP0_c0.t1
OG0009676	CP7_g44625_DN3_SP8_c.t1	ESY16_g61647_DN3_SP8_c0.t1
OG0009677	CP7_g44623_DN3_SP2_c.t1	ESY16_g61643_DN3_SP0_c0.t1
OG0009678	CP6_g7141_DN3_SP1_c.t1	ESY16_g61565_DN3_SP0_c0.t1
OG0009679	CP6_g7144_DN3_SP0_c.t1	ESY16_g61600_DN3_SP0_c0.t1, ESY16_g61594_DN3_SP0_c0.t1
OG0009680	CP6_g7205_DN2_SP0_c.t1	ESY16_g61470_DN3_SP0_c0.t1
OG0009681	CP6_g7218_DN3_SP4_c.t1	ESY16_g61453_DN3_SP1_c0.t1
OG0009682	CP2_g49963_DN3_SP5_c.t1	ESY2_g34219_DN3_SP0_c1.t1
OG0009683	CP2_g49763_DN3_SP7_c.t1	ESY2_g34171_DN3_SP8_c0.t1
OG0009684	CP2_g49745_DN3_SP7_c.t1	ESY2_g34167_DN3_SP7_c0.t1, ESY2_g34166_DN3_SP0_c0.t1
OG0009685	CP2_g49718_DN2_SP0_c.t1	ESY2_g34163_DN3_SP1_c0.t1
OG0009686	CP2_g49534_DN3_SP0_c.t1	ESY2_g34129_DN3_SP0_c0.t1
OG0009687	CP2_g49477_DN2_SP0_c.t1, CP2_g49474_DN3_SP4_c.t1	ESY2_g34103_DN3_SP0_c0.t1
OG0009688	CP2_g49363_DN3_SP8_c.t1	ESY5_g3452_DN3_SP0_c0.t1, ESY2_g34054_DN3_SP8_c0.t1
OG0009689	CP2_g49365_DN3_SP8_c.t1	ESY2_g34055_DN3_SP8_c0.t1
OG0009690	CP2_g49327_DN3_SP8_c.t1	ESY2_g34031_DN3_SP8_c10.t1
OG0009691	CP2_g49190_DN3_SP8_c.t1, CP3_g15695_DN3_SP0_c.t1	ESY2_g33913_DN3_SP8_c0.t1
OG0009692	CP2_g49188_DN3_SP8_c.t1	ESY17_g39684_DN2_SP0_c0.t1
OG0009694	CP13_g19696_DN3_SP1_c.t1	ESY10_g14656_DN2_SP1_c0.t1
OG0009695	CP13_g19679_DN3_SP1_c.t1	ESY10_g14632_DN3_SP0_c0.t1
OG0009696	CP13_g19677_DN3_SP0_c.t1	ESY10_g14630_DN3_SP0_c0.t1
OG0009697	CP13_g19673_DN3_SP5_c.t1	ESY10_g14623_DN3_SP1_c0.t1
OG0009698	CP1_g37806_DN3_SP8_c.t1	ESY5_g2869_DN3_SP7_c0.t1
OG0009699	CP13_g19667_DN3_SP8_c.t1	ESY10_g14614_DN3_SP1_c0.t1
OG0009700	CP13_g19651_DN3_SP0_c.t1	ESY10_g14594_DN3_SP0_c0.t1
OG0009701	CP1_g37764_DN3_SP3_c.t1	ESY5_g2822_DN3_SP2_c0.t1
OG0009702	CP13_g19591_DN3_SP1_c.t1	ESY10_g14439_DN3_SP1_c0.t1
OG0009703	CP13_g19533_DN3_SP8_c.t1	ESY10_g14306_DN3_SP8_c0.t1
OG0009704	CP13_g19484_DN3_SP8_c.t1	ESY10_g14158_DN3_SP8_c0.t1
OG0009705	CP13_g19474_DN2_SP8_c.t1	ESY10_g14128_DN3_SP8_c16.t1
OG0009706	CP13_g19472_DN3_SP0_c.t1	ESY10_g14126_DN3_SP0_c0.t1
OG0009707	CP13_g19440_DN3_SP0_c.t1	ESY10_g14044_DN3_SP0_c0.t1
OG0009708	CP13_g19439_DN3_SP8_c.t1	ESY10_g14036_DN3_SP6_c0.t1
OG0009709	CP13_g19412_DN3_SP0_c.t1	ESY10_g13995_DN3_SP0_c0.t1
OG0009710	CP13_g19365_DN3_SP5_c.t1	ESY10_g13928_DN3_SP6_c0.t1
OG0009711	CP13_g19357_DN3_SP8_c.t1	ESY10_g13901_DN3_SP8_c0.t1
OG0009712	CP13_g19336_DN3_SP5_c.t1	ESY10_g13863_DN3_SP7_c0.t1
OG0009713	CP13_g19335_DN3_SP1_c.t1	ESY10_g13865_DN3_SP2_c0.t1
OG0009714	CP13_g19264_DN3_SP0_c.t1	ESY21_g55902_DN3_SP0_c0.t1
OG0009715	CP13_g19242_DN2_SP3_c.t1	ESY21_g55774_DN2_SP0_c0.t1
