Orthogroup	Conringia_planisiliqua	Noccaea_praecox
OG0007137	CP11_g33266_DN3_SP3_c.t1	Np003G132440
OG0007138	CP11_g33248_DN1_SP1_c.t1	Np003G132170
OG0007139	CP11_g32621_DN3_SP8_c.t1	Np006G368300, Np003G140290
OG0007140	CP11_g32622_DN3_SP0_c.t1	Np003G140280
OG0007141	CP11_g33225_DN2_SP0_c.t1	Np003G131720
OG0007142	CP11_g33345_DN3_SP7_c.t1	Np003G130550
OG0007143	CP11_g33389_DN3_SP8_c.t1	Np003G129860
OG0007144	CP11_g33408_DN3_SP7_c.t1	Np003G129530
OG0007145	CP11_g33401_DN3_SP8_c.t1	Np003G129660
OG0007146	CP11_g33442_DN3_SP0_c.t1	Np003G129090
OG0007147	CP8_g54388_DN3_SP2_c.t1	Np003G147420
OG0007148	CP2_g48485_DN3_SP5_c.t1	Np001G013480
OG0007150	CP2_g48481_DN3_SP2_c.t1	Np001G013390
OG0007151	CP2_g48417_DN3_SP3_c.t1	Np001G012340
OG0007153	CP2_g48397_DN3_SP8_c.t1, CP16_g55686_DN3_SP0_c.t1	Np001G012090
OG0007154	CP2_g48396_DN3_SP0_c.t1	Np001G012080
OG0007155	CP2_g48345_DN3_SP8_c.t1	Np001G011450
OG0007156	CP2_g48332_DN3_SP5_c.t1	Np001G011270
OG0007157	CP2_g48330_DN3_SP0_c.t1	Np001G011260
OG0007158	CP3_g14487_DN3_SP2_c.t1, CP6_g7740_DN2_SP0_c.t1	Np001G049600
OG0007159	CP2_g48290_DN3_SP8_c.t1	Np001G010780
OG0007160	CP2_g48281_DN3_SP0_c.t1	Np001G010640
OG0007161	CP2_g48262_DN3_SP8_c.t1	Np001G010380
OG0007162	CP2_g48261_DN3_SP7_c.t1	Np001G010370
OG0007164	CP2_g48218_DN3_SP8_c.t1	Np001G009820
OG0007165	CP2_g48212_DN3_SP0_c.t1	Np001G009750
OG0007166	CP2_g48180_DN3_SP0_c.t1	Np001G009460
OG0007167	CP2_g48151_DN3_SP8_c.t1	Np001G009020
OG0007168	CP2_g48061_DN3_SP8_c.t1	Np001G007390
OG0007169	CP2_g48054_DN3_SP8_c.t1	Np001G007270
OG0007170	CP2_g48044_DN3_SP1_c.t1	Np001G007190
OG0007171	CP2_g48028_DN2_SP0_c.t1	Np001G006930
OG0007173	CP2_g48012_DN2_SP8_c.t1	Np001G006710
OG0007174	CP8_g53874_DN3_SP8_c.t1	Np003G154120
OG0007175	CP3_g14288_DN3_SP2_c.t1	Np001G052500
OG0007176	CP3_g14397_DN3_SP1_c.t1	Np001G050890
OG0007178	CP3_g14572_DN3_SP8_c.t1	Np001G048090
OG0007179	CP2_g48037_DN3_SP8_c.t1	Np001G007070
OG0007180	CP3_g14637_DN3_SP4_c.t1	Np001G047490
OG0007181	CP3_g14710_DN2_SP0_c.t1	Np001G046720
OG0007182	CP8_g54011_DN3_SP1_c.t1	Np001G045720
OG0007183	CP11_g33633_DN3_SP8_c.t1	Np003G126640
OG0007184	CP4_g25501_DN3_SP6_c.t1, CP3_g14933_DN3_SP3_c.t1	Np001G044730
OG0007185	CP3_g15267_DN3_SP8_c.t1	Np001G044000
OG0007186	CP3_g15573_DN3_SP6_c.t1	Np001G043660
OG0007187	CP9_g28297_DN3_SP3_c.t1	Np002G091770
OG0007188	CP9_g28288_DN3_SP3_c.t1	Np002G091910
OG0007189	CP3_g13249_DN3_SP8_c.t1	Np001G067330
OG0007190	CP10_g42853_DN3_SP8_c.t1	Np007G414060
OG0007192	CP9_g28559_DN3_SP0_c.t1	Np002G086790
OG0007193	CP9_g28391_DN1_SP0_c.t1	Np002G089780
OG0007194	CP9_g28597_DN3_SP3_c.t1	Np002G086160
OG0007195	CP9_g28598_DN3_SP0_c.t1	Np002G086150
OG0007196	CP9_g28606_DN2_SP0_c.t1	Np002G086060
OG0007197	CP9_g28702_DN3_SP8_c.t1	Np002G084580
OG0007198	CP9_g28721_DN2_SP2_c.t1	Np002G084360
OG0007199	CP9_g28727_DN3_SP5_c.t1	Np002G084200
OG0007200	CP9_g28744_DN3_SP0_c.t1	Np002G083940
OG0007201	CP9_g28792_DN3_SP1_c.t1	Np002G083450
OG0007202	CP9_g28813_DN3_SP8_c.t1	Np002G083210
OG0007203	CP8_g54341_DN3_SP4_c.t1	Np003G147940
OG0007204	CP9_g29471_DN1_SP0_c.t1	Np002G073530
OG0007205	CP9_g29411_DN3_SP8_c.t1	Np002G074570
OG0007206	CP13_g20007_DN3_SP0_c.t1	Np001G037960
OG0007208	CP9_g29367_DN3_SP0_c.t1	Np002G075200
OG0007210	CP9_g29285_DN3_SP4_c.t1	Np002G076460
OG0007211	CP9_g29268_DN3_SP0_c.t1	Np002G076760
OG0007212	CP9_g29250_DN3_SP0_c.t1	Np002G077000
OG0007213	CP9_g29215_DN3_SP0_c.t1	Np002G077540, Np002G077500
OG0007214	CP9_g29212_DN3_SP8_c.t1	Np002G077630
OG0007215	CP9_g29134_DN3_SP8_c.t1	Np002G078610
OG0007216	CP9_g29128_DN3_SP8_c.t1	Np002G078680
OG0007218	CP9_g29117_DN3_SP8_c.t1	Np002G078770
OG0007219	CP9_g29087_DN3_SP8_c.t1	Np002G079180
OG0007220	CP9_g29012_DN3_SP1_c.t1	Np002G080300
OG0007221	CP9_g28953_DN3_SP2_c.t1	Np002G081370
OG0007222	CP4_g23915_DN3_SP7_c.t1	Np006G320400
OG0007223	CP9_g28917_DN3_SP0_c.t1	Np002G081950
OG0007224	CP9_g28876_DN3_SP1_c.t1	Np002G082550
OG0007226	CP9_g29506_DN3_SP4_c.t1	Np002G073140
OG0007227	CP10_g43016_DN3_SP5_c.t1	Np007G411700
OG0007228	CP9_g29568_DN3_SP2_c.t1	Np002G072360
OG0007229	CP9_g29575_DN3_SP4_c.t1	Np002G072220
OG0007230	CP9_g29598_DN3_SP8_c.t1	Np002G071770
OG0007231	CP9_g29621_DN3_SP8_c.t1	Np002G071500
OG0007232	CP9_g29718_DN3_SP0_c.t1	Np002G070460
OG0007233	CP9_g29627_DN3_SP8_c.t1	Np002G071400
OG0007234	CP9_g29632_DN3_SP7_c.t1	Np002G071330
OG0007235	CP9_g29638_DN3_SP0_c.t1	Np002G071220
OG0007236	CP9_g29655_DN3_SP8_c.t1	Np002G071030
OG0007237	CP7_g46157_DN3_SP6_c.t1	Np004G240530
OG0007238	CP9_g29690_DN3_SP3_c.t1	Np005G309670
OG0007239	CP9_g29697_DN3_SP2_c.t1	Np002G070670
OG0007240	CP10_g43257_DN3_SP8_c.t1	Np007G408260
OG0007241	CP10_g43260_DN3_SP2_c.t1	Np007G408220
OG0007243	CP10_g43333_DN3_SP8_c.t1	Np007G406810
OG0007244	CP10_g43349_DN3_SP0_c.t1	Np007G406570
OG0007245	CP10_g43385_DN3_SP0_c.t1	Np007G405980
OG0007246	CP10_g43391_DN3_SP5_c.t1	Np007G405920
OG0007248	CP12_g29874_DN3_SP8_c.t1	Np007G403980
OG0007249	CP12_g29889_DN3_SP0_c.t1	Np007G403550
OG0007250	CP12_g29896_DN3_SP7_c.t1, CP5_g2156_DN2_SP0_c.t1	Np007G403110
OG0007251	CP12_g29922_DN3_SP2_c.t1	Np007G389990
OG0007252	CP12_g29926_DN3_SP8_c.t1	Np007G390030
OG0007253	CP12_g29956_DN3_SP0_c.t1	Np007G390300
OG0007254	CP12_g29957_DN3_SP8_c.t1	Np007G390320
OG0007255	CP12_g29967_DN3_SP8_c.t1	Np007G390390
OG0007256	CP12_g29973_DN3_SP8_c.t1	Np007G390450
OG0007257	CP12_g30170_DN3_SP0_c.t1	Np002G105420, Np007G394160
OG0007258	CP12_g30048_DN3_SP8_c.t1	Np007G391900
OG0007259	CP12_g30060_DN3_SP8_c.t1	Np007G392190
OG0007260	CP12_g30086_DN3_SP0_c.t1	Np007G392630
OG0007261	CP12_g30114_DN3_SP8_c.t1	Np007G393090
OG0007262	CP12_g30116_DN3_SP8_c.t1	Np007G393110
OG0007263	CP12_g30129_DN3_SP8_c.t1	Np007G393500
OG0007264	CP12_g30146_DN3_SP5_c.t1	Np003G149300, Np004G240220
OG0007265	CP12_g30151_DN3_SP8_c.t1	Np007G393880
OG0007266	CP12_g30184_DN3_SP8_c.t1	Np007G394380
OG0007267	CP12_g30214_DN3_SP1_c.t1	Np007G394940
OG0007268	CP12_g30227_DN3_SP8_c.t1	Np007G395170
OG0007269	CP12_g30267_DN3_SP5_c.t1	Np007G396000
OG0007270	CP12_g30275_DN3_SP0_c.t1	Np007G396120
OG0007271	CP12_g30284_DN3_SP8_c.t1	Np007G396370
OG0007272	CP12_g30291_DN3_SP8_c.t1	Np007G396430
OG0007273	CP12_g30314_DN3_SP8_c.t1	Np007G397070
OG0007274	CP12_g30343_DN3_SP6_c.t1	Np007G397930
OG0007275	CP12_g30374_DN3_SP8_c.t1	Np007G399140
OG0007276	CP12_g30445_DN2_SP4_c.t1	Np007G380630
OG0007277	CP12_g30469_DN3_SP8_c.t1	Np007G381100
OG0007278	CP12_g30517_DN3_SP0_c.t1	Np007G381680
OG0007279	CP12_g30503_DN3_SP8_c.t1	Np007G381460
OG0007280	CP12_g30498_DN3_SP3_c.t1	Np007G381440
OG0007281	CP12_g30489_DN2_SP0_c.t1	Np007G381310, Np007G381320
OG0007282	CP12_g30576_DN2_SP0_c.t1	Np007G382710
OG0007283	CP12_g30578_DN3_SP8_c.t1	Np007G382720
OG0007284	CP12_g30598_DN3_SP8_c.t1	Np007G382990
OG0007285	CP12_g30599_DN3_SP0_c.t1	Np007G383000
OG0007286	CP12_g30615_DN1_SP0_c.t1	Np007G383270
OG0007287	CP12_g30627_DN3_SP0_c.t1	Np007G383480
OG0007288	CP12_g30634_DN3_SP8_c.t1	Np007G383570
OG0007289	CP12_g30734_DN3_SP0_c.t1	Np007G385000
OG0007290	CP12_g30746_DN3_SP8_c.t1	Np007G385240
OG0007291	CP12_g30752_DN3_SP2_c.t1	Np007G385410
OG0007292	CP8_g52773_DN3_SP0_c.t1, CP12_g30794_DN3_SP8_c.t1	Np007G385910
OG0007293	CP8_g52763_DN2_SP0_c.t1	Np007G386090
OG0007294	CP12_g30829_DN3_SP6_c.t1	Np007G386930
OG0007295	CP12_g30842_DN3_SP7_c.t1	Np007G387150
OG0007296	CP15_g35782_DN3_SP4_c.t1	Np007G380100
OG0007297	CP4_g25928_DN3_SP6_c.t1	Np006G355850
OG0007298	CP15_g35833_DN3_SP3_c.t1	Np007G380160
OG0007299	CP17_g5004_DN3_SP7_c.t1	Np007G378370
OG0007301	CP10_g43843_DN3_SP0_c.t1	Np007G376280
OG0007302	CP10_g43816_DN3_SP8_c.t1	Np007G376020
OG0007303	CP10_g43766_DN3_SP3_c.t1	Np007G375520
OG0007304	CP10_g43701_DN3_SP6_c.t1	Np007G374900
OG0007306	CP10_g43602_DN3_SP0_c.t1	Np007G373630
OG0007307	CP10_g43568_DN3_SP3_c.t1	Np007G373140
OG0007308	CP12_g29857_DN3_SP8_c.t1	Np007G372090
OG0007309	CP10_g43225_DN3_SP8_c.t1	Np007G408720
OG0007310	CP7_g46404_DN3_SP0_c.t1	Np004G190920
OG0007311	CP7_g46378_DN3_SP7_c.t1	Np004G191250
OG0007312	CP7_g46368_DN3_SP0_c.t1	Np004G191420
OG0007313	CP7_g46300_DN3_SP1_c.t1	Np004G192430
OG0007314	CP1_g37867_DN3_SP8_c.t1	Np004G194260
OG0007315	CP1_g37898_DN3_SP8_c.t1	Np004G194670
OG0007316	CP1_g37908_DN3_SP8_c.t1	Np004G194810
OG0007317	CP1_g37952_DN3_SP1_c.t1	Np004G195220
OG0007318	CP1_g37967_DN3_SP8_c.t1	Np004G195420
OG0007319	CP1_g38102_DN3_SP4_c.t1	Np004G197080
OG0007320	CP1_g38172_DN3_SP2_c.t1	Np004G198310
OG0007321	CP1_g38245_DN2_SP0_c.t1, CP1_g38243_DN1_SP0_c.t1	Np004G199060
OG0007322	CP1_g38220_DN3_SP7_c.t1	Np004G198710
OG0007323	CP1_g38289_DN3_SP8_c.t1	Np004G199510
OG0007324	CP1_g38308_DN3_SP1_c.t1	Np004G199730
OG0007325	CP1_g38350_DN3_SP7_c.t1	Np004G200140
OG0007326	CP6_g7227_DN2_SP1_c.t1	Np005G300830
OG0007328	CP6_g7278_DN3_SP8_c.t1	Np005G301640
OG0007329	CP4_g25261_DN3_SP0_c.t1	Np006G341400
OG0007330	CP4_g25263_DN3_SP0_c.t1	Np006G341430
OG0007331	CP3_g14163_DN3_SP5_c.t1	Np001G053960
OG0007332	CP3_g14161_DN3_SP8_c.t1	Np001G053980
OG0007333	CP3_g14132_DN3_SP8_c.t1	Np001G054370
OG0007334	CP3_g14109_DN3_SP6_c.t1	Np001G054620
OG0007335	CP3_g14108_DN3_SP0_c.t1	Np001G054640
OG0007336	CP3_g14041_DN3_SP5_c.t1	Np001G055960
OG0007337	CP3_g14188_DN3_SP8_c.t1	Np001G053670
OG0007338	CP3_g14197_DN3_SP1_c.t1	Np001G053560
OG0007339	CP3_g13919_DN3_SP8_c.t1	Np001G057490
OG0007340	CP3_g13895_DN3_SP8_c.t1	Np001G057720
OG0007341	CP3_g13859_DN3_SP8_c.t1	Np001G058350
OG0007344	CP3_g13768_DN3_SP8_c.t1	Np001G059750
OG0007345	CP3_g13698_DN3_SP8_c.t1	Np001G060670
OG0007346	CP3_g13667_DN3_SP8_c.t1	Np001G061320
OG0007347	CP3_g13489_DN3_SP8_c.t1	Np001G063610
OG0007348	CP3_g13487_DN3_SP8_c.t1	Np001G063630
OG0007349	CP3_g13425_DN3_SP7_c.t1	Np001G064860
OG0007350	CP3_g13329_DN3_SP8_c.t1	Np001G066380
OG0007351	CP3_g13321_DN3_SP7_c.t1	Np001G066530
OG0007352	CP3_g13267_DN3_SP7_c.t1	Np001G067120
OG0007353	CP3_g13188_DN3_SP7_c.t1	Np001G068200
OG0007354	CP3_g13177_DN3_SP8_c.t1	Np001G068330
OG0007355	CP3_g13081_DN3_SP5_c.t1	Np001G069640
OG0007356	CP1_g37886_DN1_SP0_c.t1	Np004G194480
OG0007357	CP4_g24826_DN3_SP0_c.t1, CP20_g4037_DN3_SP0_c.t1	Np006G334560
OG0007361	CP13_g19721_DN3_SP7_c.t1	Np001G032620
OG0007364	CP4_g25284_DN3_SP2_c.t1	Np006G341880
OG0007365	CP4_g25250_DN3_SP0_c.t1	Np006G341170
OG0007367	CP12_g30729_DN3_SP0_c.t1	Np007G384950
OG0007368	CP9_g29173_DN3_SP0_c.t1	Np002G078090
OG0007370	CP96_g34205_DN2_SP0_c.t1, CP5_g798_DN3_SP8_c.t1	Np005G270980
OG0007372	CP1_g36633_DN3_SP0_c.t1	Np004G255850, Np002G115920
OG0007373	CP1_g37536_DN3_SP4_c.t1	Np004G245550
OG0007374	CP12_g30104_DN3_SP0_c.t1	Np007G392900
OG0007379	CP11_g32653_DN3_SP0_c.t1	Np007G378290, Np003G139800
OG0007380	CP19_g18496_DN3_SP0_c.t1, CP19_g18495_DN3_SP0_c.t1	Np005G286370
OG0007381	CP6_g6912_DN3_SP8_c.t1	Np005G290580
OG0007382	CP6_g7003_DN3_SP1_c.t1	Np005G292340
OG0007383	CP39_g21126_DN2_SP0_c.t1	Np006G342460, Np004G237140
OG0007385	CP11_g32260_DN3_SP0_c.t1	Np003G144330
OG0007386	CP2_g48649_DN3_SP0_c.t1	Np001G015660
OG0007387	CP8_g53642_DN3_SP1_c.t1	Np003G157590
OG0007388	CP8_g53729_DN3_SP8_c.t1	Np003G156110
OG0007390	CP2_g48183_DN3_SP0_c.t1	Np001G009490
OG0007392	CP7_g45377_DN2_SP0_c.t1	Np008G426840, Np005G295260
OG0007393	CP10_g43654_DN3_SP2_c.t1	Np007G374290
OG0007393	CP10_g43653_DN3_SP1_c.t1	Np007G374280
OG0007394	CP16_g54886_DN3_SP0_c.t1	Np006G368770
OG0007398	CP3_g14792_DN3_SP0_c.t1	Np001G045990
OG0007400	CP8_g53144_DN3_SP0_c.t1	Np003G167030
OG0007413	CP5_g1178_DN3_SP8_c.t1	Np005G276670
OG0007414	CP5_g1149_DN3_SP1_c.t1	Np005G276350
OG0007415	CP5_g1147_DN3_SP8_c.t1	Np005G276340
OG0007416	CP5_g1130_DN2_SP4_c.t1	Np005G276110
OG0007418	CP5_g1112_DN3_SP0_c.t1	Np005G275880
OG0007419	CP5_g1048_DN3_SP6_c.t1	Np005G275010, Np005G274960
OG0007420	CP5_g1037_DN3_SP0_c.t1	Np005G274800
OG0007421	CP5_g1025_DN3_SP8_c.t1	Np005G274630
OG0007422	CP5_g1006_DN3_SP0_c.t1	Np005G274420
OG0007423	CP5_g998_DN3_SP8_c.t1	Np005G274240
OG0007424	CP5_g975_DN3_SP8_c.t1	Np005G273500
OG0007425	CP5_g939_DN3_SP7_c.t1	Np005G273090
OG0007426	CP5_g880_DN3_SP6_c.t1	Np005G272300
OG0007427	CP5_g870_DN3_SP8_c.t1	Np005G272160
OG0007428	CP5_g861_DN3_SP0_c.t1	Np005G271860
OG0007429	CP5_g857_DN2_SP0_c.t1	Np005G271800
OG0007431	CP5_g846_DN3_SP0_c.t1	Np005G271670
OG0007432	CP5_g829_DN3_SP0_c.t1	Np005G271400
OG0007433	CP1_g37492_DN3_SP0_c.t1	Np004G246150
OG0007434	CP5_g786_DN3_SP8_c.t1	Np005G270600
OG0007435	CP5_g785_DN3_SP5_c.t1	Np005G270590
OG0007436	CP5_g783_DN3_SP1_c.t1	Np005G270560
OG0007437	CP5_g781_DN3_SP0_c.t1	Np005G270540
OG0007438	CP8_g52968_DN3_SP8_c.t1	Np005G270410
OG0007439	CP5_g753_DN3_SP7_c.t1	Np005G270120
OG0007440	CP5_g736_DN3_SP6_c.t1	Np005G269890
OG0007442	CP5_g701_DN3_SP8_c.t1	Np005G263230
OG0007443	CP5_g673_DN3_SP0_c.t1	Np005G263560
OG0007444	CP5_g674_DN3_SP8_c.t1	Np005G263550
OG0007445	CP5_g634_DN3_SP3_c.t1	Np005G263990
OG0007446	CP5_g586_DN3_SP8_c.t1	Np005G264500
OG0007448	CP5_g612_DN3_SP8_c.t1	Np005G264270
OG0007449	CP5_g614_DN3_SP8_c.t1	Np005G264250
OG0007452	CP5_g558_DN3_SP8_c.t1	Np005G264830
OG0007453	CP5_g551_DN1_SP0_c.t1	Np005G264900
OG0007454	CP5_g549_DN3_SP8_c.t1	Np005G264950
OG0007456	CP5_g514_DN3_SP8_c.t1	Np005G265630
OG0007457	CP7_g44789_DN3_SP0_c.t1	Np004G215290
OG0007458	CP7_g44755_DN3_SP3_c.t1	Np004G216070
OG0007459	CP7_g44753_DN3_SP7_c.t1	Np004G216090
OG0007460	CP7_g44713_DN3_SP8_c.t1	Np004G217490
OG0007462	CP7_g44684_DN3_SP8_c.t1	Np004G218930, Np004G219760
OG0007463	CP7_g44676_DN3_SP3_c.t1	Np004G219700
OG0007464	CP6_g7156_DN3_SP0_c.t1	Np005G298070
OG0007465	CP6_g7175_DN3_SP7_c.t1	Np005G299150
OG0007466	CP6_g7202_DN3_SP4_c.t1	Np005G300020
OG0007467	CP6_g7213_DN3_SP8_c.t1	Np005G300250
OG0007468	CP11_g31807_DN3_SP2_c.t1	Np007G376590
OG0007469	CP2_g50483_DN3_SP6_c.t1	Np002G105690
OG0007470	CP6_g7344_DN3_SP5_c.t1	Np005G302800
OG0007471	CP2_g49847_DN3_SP0_c.t1	Np002G111300
OG0007473	CP2_g49481_DN3_SP8_c.t1	Np002G113240
OG0007474	CP2_g49378_DN3_SP3_c.t1	Np002G114410
OG0007474	CP1_g37332_DN3_SP6_c.t1	Np004G248350
OG0007476	CP2_g49168_DN3_SP0_c.t1	Np002G117500
OG0007477	CP1_g37409_DN3_SP8_c.t1	Np004G247450
OG0007479	CP2_g49103_DN3_SP4_c.t1	Np002G118660
OG0007480	CP2_g49098_DN3_SP0_c.t1	Np002G118700
OG0007481	CP13_g19707_DN3_SP8_c.t1	Np001G032850
OG0007482	CP13_g19697_DN3_SP8_c.t1	Np001G028200
OG0007483	CP13_g19686_DN3_SP8_c.t1	Np001G027940
OG0007484	CP13_g19630_DN3_SP1_c.t1	Np001G026580
OG0007485	CP1_g37784_DN3_SP7_c.t1, CP9_g27795_DN2_SP0_c.t1	Np004G241730
OG0007486	CP13_g19546_DN3_SP8_c.t1	Np001G025110
OG0007487	CP13_g19535_DN3_SP0_c.t1	Np001G024950
OG0007488	CP13_g19527_DN3_SP0_c.t1	Np001G024870
OG0007489	CP13_g19512_DN3_SP8_c.t1	Np001G024720
OG0007490	CP13_g19498_DN3_SP8_c.t1	Np001G024550
OG0007491	CP7_g45838_DN3_SP0_c.t1	Np004G236510, Np004G236490
OG0007492	CP13_g19449_DN1_SP0_c.t1	Np001G023690
OG0007493	CP13_g19433_DN3_SP1_c.t1	Np001G023450
OG0007494	CP13_g19415_DN2_SP0_c.t1	Np001G023250
OG0007495	CP13_g19371_DN3_SP8_c.t1	Np001G022610
OG0007496	CP13_g19367_DN3_SP1_c.t1	Np001G022570
OG0007497	CP13_g19331_DN3_SP2_c.t1, CP13_g19332_DN3_SP3_c.t1	Np001G021990
OG0007498	CP13_g19318_DN3_SP5_c.t1	Np001G021760
OG0007499	CP13_g19311_DN3_SP8_c.t1	Np001G021680
OG0007500	CP19_g17937_DN3_SP0_c.t1	Np005G318600
OG0007500	CP13_g19306_DN3_SP0_c.t1	Np001G021610
OG0007501	CP13_g19290_DN3_SP4_c.t1	Np001G021280
OG0007503	CP13_g19270_DN3_SP6_c.t1	Np001G020920
OG0007504	CP13_g19237_DN3_SP0_c.t1	Np001G020490
OG0007505	CP13_g19130_DN3_SP6_c.t1	Np001G019010
OG0007506	CP13_g19127_DN3_SP7_c.t1	Np001G018980
OG0007507	CP5_g1556_DN3_SP0_c.t1	Np005G314930
OG0007508	CP13_g19109_DN2_SP0_c.t1	Np001G018730
OG0007510	CP9_g28262_DN3_SP1_c.t1	Np002G092600
OG0007511	CP39_g21141_DN3_SP0_c.t1	Np002G093460
OG0007512	CP9_g28223_DN3_SP0_c.t1	Np002G093970
OG0007513	CP9_g28157_DN3_SP0_c.t1	Np002G095970
OG0007514	CP9_g28153_DN3_SP0_c.t1	Np002G096090
OG0007515	CP9_g28073_DN3_SP0_c.t1	Np002G097350
OG0007516	CP9_g27713_DN3_SP3_c.t1	Np002G098880
OG0007517	CP11_g32194_DN3_SP0_c.t1	Np003G145160
OG0007518	CP13_g19056_DN3_SP7_c.t1	Np002G124640
OG0007519	CP7_g46354_DN3_SP8_c.t1	Np004G191570
OG0007520	CP2_g48874_DN2_SP0_c.t1	Np002G123820
OG0007521	CP2_g48885_DN3_SP4_c.t1	Np002G123480
OG0007522	CP2_g48914_DN3_SP8_c.t1	Np002G122820
OG0007523	CP2_g48947_DN3_SP3_c.t1	Np002G122220
OG0007525	CP2_g48963_DN3_SP0_c.t1	Np002G121490
OG0007526	CP2_g48975_DN3_SP8_c.t1	Np002G121330
OG0007527	CP2_g49034_DN3_SP8_c.t1	Np002G120000
OG0007529	CP2_g49050_DN3_SP0_c.t1	Np002G119780
OG0007530	CP10_g43221_DN3_SP0_c.t1	Np007G408750
OG0007531	CP10_g43219_DN3_SP8_c.t1	Np007G408800
OG0007532	CP10_g43218_DN3_SP0_c.t1	Np007G408810
OG0007533	CP10_g43206_DN2_SP7_c.t1	Np007G408940
OG0007534	CP5_g1201_DN3_SP1_c.t1	Np005G276940
OG0007535	CP19_g18060_DN3_SP4_c.t1	Np005G280160
OG0007536	CP19_g18047_DN3_SP7_c.t1	Np005G279930
OG0007537	CP19_g18037_DN3_SP1_c.t1	Np005G279810
OG0007538	CP4_g24636_DN3_SP6_c.t1	Np006G330970
OG0007539	CP4_g24644_DN3_SP7_c.t1	Np006G331110
OG0007540	CP4_g24647_DN3_SP8_c.t1	Np006G331140
OG0007541	CP10_g42883_DN3_SP2_c.t1	Np007G413690
OG0007542	CP10_g42873_DN3_SP4_c.t1	Np007G413680
OG0007543	CP10_g42887_DN3_SP0_c.t1	Np007G413640
OG0007544	CP10_g42912_DN2_SP0_c.t1	Np007G413330
OG0007545	CP10_g42916_DN3_SP3_c.t1	Np007G413290
OG0007546	CP10_g42936_DN3_SP8_c.t1	Np007G413050
OG0007548	CP11_g33516_DN3_SP8_c.t1	Np003G128170
OG0007549	CP10_g42966_DN3_SP0_c.t1	Np007G412580
OG0007550	CP10_g42973_DN3_SP0_c.t1	Np007G412230
OG0007551	CP10_g42994_DN3_SP8_c.t1	Np007G411960
OG0007552	CP10_g43014_DN3_SP8_c.t1	Np007G411720
OG0007553	CP11_g33431_DN3_SP4_c.t1	Np003G129220
OG0007554	CP10_g43045_DN3_SP8_c.t1	Np007G411280
OG0007555	CP10_g43086_DN3_SP8_c.t1	Np007G410650
OG0007556	CP10_g43092_DN3_SP5_c.t1	Np007G410570
OG0007557	CP10_g43100_DN3_SP5_c.t1	Np007G410440
OG0007559	CP10_g43123_DN3_SP3_c.t1	Np007G410160
OG0007560	CP10_g43131_DN3_SP0_c.t1	Np007G410040
OG0007561	CP10_g43136_DN3_SP8_c.t1	Np007G410000
OG0007562	CP10_g43143_DN3_SP4_c.t1	Np007G409900
OG0007563	CP5_g1195_DN3_SP3_c.t1	Np005G276860
OG0007565	CP10_g43157_DN3_SP1_c.t1	Np007G409620
OG0007566	CP10_g43161_DN3_SP8_c.t1	Np007G409580
OG0007567	CP10_g43193_DN3_SP8_c.t1	Np007G409100
OG0007568	CP10_g43195_DN3_SP2_c.t1	Np007G409080
OG0007569	CP5_g587_DN3_SP5_c.t1	Np005G264490
OG0007570	CP8_g52168_DN3_SP8_c.t1	Np003G174660
OG0007571	CP13_g19819_DN3_SP0_c.t1	Np001G034050
OG0007572	CP1_g38440_DN3_SP1_c.t1	Np004G200790
OG0007573	CP8_g52919_DN3_SP2_c.t1	Np003G172440
OG0007574	CP8_g52926_DN2_SP0_c.t1	Np003G172100
OG0007575	CP8_g52950_DN2_SP0_c.t1	Np003G171850
OG0007577	CP5_g680_DN3_SP5_c.t1	Np005G263470
OG0007578	CP8_g53197_DN3_SP3_c.t1	Np003G165910
OG0007579	CP8_g53297_DN3_SP2_c.t1	Np003G164140
OG0007580	CP8_g53290_DN3_SP7_c.t1	Np003G164280
OG0007581	CP8_g53276_DN3_SP8_c.t1	Np003G164470
OG0007582	CP8_g53266_DN3_SP3_c.t1	Np003G164580
OG0007583	CP8_g53261_DN3_SP3_c.t1, CP8_g53258_DN3_SP0_c.t1	Np006G343450, Np001G064290, Np003G164850
OG0007584	CP8_g53299_DN3_SP7_c.t1	Np003G164110
OG0007585	CP8_g53305_DN3_SP6_c.t1	Np003G163890
OG0007586	CP8_g53383_DN3_SP8_c.t1	Np003G162250
OG0007587	CP8_g53370_DN3_SP3_c.t1	Np003G161990
OG0007588	CP8_g53412_DN3_SP8_c.t1	Np003G162740
OG0007589	CP8_g53426_DN2_SP0_c.t1	Np003G163190
OG0007590	CP8_g53464_DN2_SP0_c.t1	Np003G160900
OG0007591	CP8_g53544_DN3_SP1_c.t1	Np003G159400
OG0007592	CP8_g53572_DN3_SP3_c.t1	Np003G158690
OG0007593	CP8_g53593_DN3_SP8_c.t1	Np003G158340
OG0007594	CP8_g53604_DN3_SP8_c.t1	Np003G158240
OG0007595	CP1_g37454_DN2_SP0_c.t1	Np004G246780
OG0007596	CP8_g53678_DN3_SP4_c.t1	Np003G156860
OG0007597	CP8_g53693_DN3_SP4_c.t1	Np003G156590
OG0007598	CP8_g53695_DN3_SP8_c.t1	Np003G156550
OG0007599	CP8_g53700_DN3_SP0_c.t1	Np003G156490
OG0007600	CP8_g53734_DN3_SP0_c.t1	Np003G156050
OG0007601	CP8_g53739_DN2_SP0_c.t1	Np003G155980
