Orthogroup	Conringia_planisiliqua	Cochlearia_excelsa
OG0010286	CP1_g36472_DN3_SP8_c.t1	g49322
OG0010287	CP11_g32574_DN3_SP0_c.t1	g29328
OG0010288	CP11_g32542_DN3_SP7_c.t1	g29315
OG0010289	CP11_g32494_DN3_SP0_c.t1	g5169
OG0010290	CP11_g32410_DN3_SP2_c.t1	g29239
OG0010291	CP11_g32426_DN3_SP8_c.t1	g29245
OG0010293	CP11_g32301_DN3_SP0_c.t1	g45738
OG0010294	CP11_g32302_DN3_SP2_c.t1	g5028
OG0010295	CP11_g32290_DN3_SP6_c.t1	g5021
OG0010296	CP11_g32253_DN3_SP4_c.t1	g4999
OG0010297	CP11_g32246_DN3_SP4_c.t1	g29143
OG0010298	CP11_g32206_DN3_SP4_c.t1	g4985
OG0010299	CP10_g42393_DN3_SP2_c.t1	g12616
OG0010300	CP8_g54504_DN3_SP1_c.t1	g41475
OG0010301	CP8_g54438_DN3_SP8_c.t1	g29081
OG0010302	CP8_g54410_DN3_SP0_c.t1	g29101
OG0010303	CP5_g677_DN3_SP8_c.t1	g23187
OG0010304	CP2_g48635_DN3_SP8_c.t1	g4715
OG0010305	CP2_g48647_DN3_SP1_c.t1	g10165
OG0010306	CP2_g48653_DN3_SP5_c.t1	g10168
OG0010307	CP2_g48661_DN3_SP8_c.t1	g10175
OG0010308	CP2_g48663_DN3_SP5_c.t1	g10177
OG0010309	CP2_g48694_DN3_SP3_c.t1	g10191
OG0010310	CP2_g48696_DN3_SP0_c.t1	g10193
OG0010312	CP2_g48701_DN3_SP5_c.t1	g4639
OG0010313	CP2_g48778_DN3_SP8_c.t1	g10256
OG0010314	CP10_g42746_DN3_SP3_c.t1	g7595, g12444
OG0010315	CP11_g32603_DN3_SP1_c.t1	g5256
OG0010316	CP11_g33294_DN3_SP5_c.t1	g45468
OG0010317	CP1_g39461_DN3_SP8_c.t1	g53940, g53981
OG0010318	CP11_g33236_DN3_SP0_c.t1	g29678
OG0010319	CP11_g33231_DN3_SP0_c.t1	g29681, g5597
OG0010320	CP11_g33221_DN3_SP0_c.t1	g29687
OG0010321	CP11_g33328_DN3_SP3_c.t1	g29710
OG0010322	CP11_g33335_DN3_SP8_c.t1	g29719
OG0010325	CP11_g33362_DN3_SP0_c.t1	g5643
OG0010327	CP11_g33374_DN3_SP8_c.t1	g29738
OG0010328	CP11_g33375_DN3_SP0_c.t1	g29739
OG0010329	CP11_g33395_DN3_SP8_c.t1	g5652
OG0010330	CP11_g33394_DN3_SP1_c.t1	g45409, g5650
OG0010331	CP2_g48488_DN2_SP3_c.t1	g622
OG0010332	CP2_g48425_DN3_SP8_c.t1	g583
OG0010334	CP2_g48372_DN3_SP0_c.t1	g10017
OG0010337	CP2_g48322_DN3_SP8_c.t1	g514
OG0010338	CP2_g48311_DN3_SP0_c.t1	g508
OG0010339	CP2_g48284_DN3_SP8_c.t1	g9973
OG0010340	CP2_g48236_DN3_SP6_c.t1	g458
OG0010341	CP2_g48217_DN3_SP7_c.t1	g9940
OG0010342	CP2_g48160_DN3_SP1_c.t1	g421
OG0010343	CP2_g48148_DN3_SP4_c.t1	g415
OG0010344	CP2_g48079_DN3_SP4_c.t1	g9867
OG0010345	CP2_g48058_DN3_SP8_c.t1	g358, g9857
OG0010346	CP2_g48055_DN3_SP3_c.t1	g355
OG0010348	CP8_g53828_DN3_SP8_c.t1	g28696
OG0010349	CP3_g14228_DN3_SP6_c.t1	g2477
OG0010350	CP3_g14273_DN3_SP0_c.t1	g2513
OG0010351	CP3_g14295_DN2_SP1_c.t1	g2541
OG0010352	CP3_g14297_DN3_SP0_c.t1	g19343, g2543
OG0010353	CP3_g14338_DN3_SP0_c.t1	g19362
OG0010354	CP5_g3279_DN3_SP0_c.t1, CP3_g14411_DN3_SP8_c.t1	g2618
OG0010355	CP3_g14462_DN2_SP0_c.t1	g11385
OG0010356	CP3_g14471_DN3_SP3_c.t1	g2647
OG0010357	CP3_g14514_DN3_SP8_c.t1	g19426
OG0010358	CP3_g14523_DN3_SP8_c.t1	g19422
OG0010359	CP3_g14535_DN3_SP0_c.t1, CP3_g14536_DN3_SP0_c.t1	g2708
OG0010360	CP3_g14564_DN3_SP1_c.t1	g19470, g2727
OG0010361	CP3_g14589_DN3_SP1_c.t1	g2758
OG0010362	CP3_g14612_DN3_SP8_c.t1	g2746
OG0010363	CP3_g14857_DN3_SP7_c.t1	g11437
OG0010364	CP3_g14949_DN3_SP6_c.t1	g11447
OG0010365	CP3_g15138_DN3_SP7_c.t1	g3118, g19603
OG0010366	CP3_g15151_DN3_SP8_c.t1	g3131
OG0010367	CP3_g15554_DN3_SP3_c.t1	g3435
OG0010368	CP3_g15568_DN3_SP0_c.t1	g19613
OG0010370	CP9_g28340_DN3_SP1_c.t1	g41628
OG0010371	CP9_g28310_DN2_SP0_c.t1	g41685
OG0010372	CP9_g28397_DN2_SP1_c.t1	g13637
OG0010373	CP9_g28368_DN3_SP2_c.t1	g44870
OG0010374	CP9_g28441_DN3_SP0_c.t1	g44826
OG0010375	CP9_g28450_DN3_SP8_c.t1	g13636
OG0010376	CP9_g28468_DN2_SP0_c.t1	g44803
OG0010378	CP9_g28487_DN3_SP2_c.t1	g44783, g45768, g36533
OG0010380	CP9_g28510_DN3_SP6_c.t1	g44773
OG0010382	CP9_g28634_DN3_SP5_c.t1	g45836
OG0010383	CP9_g28730_DN3_SP0_c.t1	g45896
OG0010384	CP9_g28746_DN3_SP0_c.t1	g45911
OG0010385	CP9_g28791_DN3_SP3_c.t1	g44638, g45944
OG0010386	CP9_g28852_DN3_SP1_c.t1	g44617
OG0010387	CP9_g29469_DN3_SP7_c.t1	g46437
OG0010388	CP9_g29444_DN3_SP1_c.t1	g46406
OG0010389	CP9_g29421_DN1_SP0_c.t1	g17959
OG0010390	CP9_g29405_DN3_SP0_c.t1	g46376
OG0010391	CP9_g29383_DN3_SP0_c.t1	g46352
OG0010392	CP3_g14218_DN3_SP0_c.t1	g19307
OG0010393	CP9_g29359_DN3_SP0_c.t1	g46327
OG0010394	CP9_g29351_DN3_SP7_c.t1	g46322
OG0010395	CP7_g45754_DN3_SP5_c.t1	g50119, g27450
OG0010396	CP9_g29155_DN3_SP8_c.t1	g46186
OG0010398	CP9_g29050_DN3_SP1_c.t1	g44547
OG0010399	CP9_g29023_DN3_SP3_c.t1	g46101
OG0010400	CP9_g29018_DN2_SP8_c.t1	g46096
OG0010401	CP9_g28999_DN3_SP5_c.t1	g46081
OG0010402	CP9_g28988_DN1_SP0_c.t1	g46068, g44564
OG0010404	CP9_g28936_DN2_SP8_c.t1	g44580
OG0010405	CP9_g28928_DN3_SP8_c.t1	g46025
OG0010407	CP9_g28927_DN3_SP6_c.t1	g46024
OG0010408	CP9_g28870_DN3_SP8_c.t1	g44610
OG0010409	CP9_g29550_DN3_SP2_c.t1	g46500, g44337
OG0010410	CP9_g29577_DN3_SP2_c.t1	g13605
OG0010411	CP9_g29607_DN3_SP8_c.t1	g13602
OG0010413	CP9_g29647_DN3_SP0_c.t1	g46564
OG0010414	CP9_g29666_DN3_SP8_c.t1	g44290
OG0010415	CP9_g29698_DN3_SP0_c.t1	g44277
OG0010417	CP8_g53502_DN3_SP8_c.t1	g39377
OG0010419	CP10_g43289_DN1_SP0_c.t1	g12243
OG0010420	CP10_g43325_DN3_SP7_c.t1	g12235
OG0010421	CP10_g43403_DN3_SP0_c.t1	g12191
OG0010423	CP10_g43420_DN3_SP7_c.t1	g12178
OG0010425	CP10_g43448_DN3_SP3_c.t1	g12162, g7143
OG0010426	CP8_g54317_DN3_SP5_c.t1	g701
OG0010427	CP10_g43492_DN3_SP8_c.t1	g7105
OG0010428	CP10_g43508_DN3_SP0_c.t1	g7093
OG0010430	CP12_g29907_DN3_SP7_c.t1	g12115
OG0010431	CP12_g29989_DN3_SP8_c.t1	g7015
OG0010435	CP12_g30125_DN3_SP3_c.t1	g12029
OG0010436	CP12_g30163_DN3_SP0_c.t1	g13305
OG0010437	CP12_g30171_DN3_SP8_c.t1	g6882
OG0010438	CP12_g30175_DN3_SP7_c.t1	g6880, g12008
OG0010439	CP12_g30187_DN3_SP2_c.t1	g12005
OG0010440	CP12_g30200_DN3_SP8_c.t1	g6861
OG0010441	CP12_g30218_DN3_SP0_c.t1	g13324
OG0010442	CP12_g30232_DN3_SP0_c.t1	g6847
OG0010443	CP12_g30236_DN3_SP0_c.t1	g11980, g6845
OG0010444	CP12_g30246_DN3_SP2_c.t1	g6834
OG0010445	CP1_g38159_DN2_SP0_c.t1	g28077
OG0010446	CP12_g30310_DN3_SP0_c.t1	g6781
OG0010447	CP12_g30312_DN3_SP0_c.t1	g6780
OG0010448	CP12_g30328_DN3_SP2_c.t1	g6774
OG0010449	CP12_g30329_DN3_SP1_c.t1	g6773, g11947
OG0010450	CP1_g38072_DN3_SP8_c.t1	g36444
OG0010453	CP12_g30370_DN3_SP3_c.t1	g6753
OG0010454	CP12_g30375_DN3_SP8_c.t1	g6749
OG0010455	CP12_g30376_DN3_SP5_c.t1	g6748
OG0010456	CP12_g30397_DN3_SP8_c.t1	g6724
OG0010459	CP12_g30461_DN3_SP0_c.t1, CP12_g30424_DN3_SP7_c.t1	g6711, g6717
OG0010460	CP12_g30456_DN3_SP8_c.t1	g6692
OG0010461	CP12_g30511_DN3_SP0_c.t1	g11867
OG0010462	CP12_g30535_DN3_SP8_c.t1	g6628
OG0010463	CP12_g30546_DN3_SP7_c.t1	g13401
OG0010464	CP12_g30552_DN3_SP0_c.t1	g11847
OG0010465	CP12_g30569_DN3_SP0_c.t1	g6597
OG0010466	CP12_g30637_DN3_SP0_c.t1	g11804
OG0010467	CP12_g30822_DN3_SP8_c.t1	g6458
OG0010468	CP12_g30654_DN3_SP7_c.t1	g11780
OG0010470	CP12_g30661_DN3_SP0_c.t1	g6556
OG0010471	CP12_g30670_DN3_SP0_c.t1	g6549, g11766
OG0010472	CP12_g30679_DN3_SP2_c.t1	g6544
OG0010473	CP12_g30718_DN3_SP8_c.t1	g13470
OG0010474	CP12_g30806_DN1_SP0_c.t1, CP12_g31499_DN2_SP0_c.t1	g6491
OG0010475	CP12_g30796_DN3_SP7_c.t1	g11735
OG0010476	CP12_g30823_DN3_SP8_c.t1	g13494
OG0010477	CP12_g30987_DN3_SP6_c.t1	g6392
OG0010478	CP20_g4163_DN3_SP8_c.t1	g6333
OG0010479	CP15_g34551_DN3_SP8_c.t1	g14345
OG0010480	CP10_g44077_DN1_SP0_c.t1	g14257, g14260
OG0010482	CP10_g44015_DN3_SP2_c.t1	g6145
OG0010483	CP10_g43953_DN3_SP8_c.t1	g39572, g6387, g6135, g36066, g6131
OG0010484	CP10_g43878_DN3_SP0_c.t1	g14060
OG0010485	CP10_g43875_DN3_SP8_c.t1	g6120
OG0010486	CP10_g43858_DN3_SP0_c.t1	g14050
OG0010487	CP10_g43825_DN3_SP3_c.t1	g14041
OG0010488	CP10_g43675_DN3_SP0_c.t1	g6008
OG0010489	CP10_g43574_DN3_SP0_c.t1	g13906
OG0010490	CP10_g43572_DN3_SP8_c.t1	g13805
OG0010491	CP10_g43562_DN3_SP0_c.t1	g13901
OG0010492	CP10_g43544_DN3_SP8_c.t1	g13895
OG0010493	CP10_g43865_DN3_SP3_c.t1	g13874
OG0010494	CP10_g43523_DN3_SP6_c.t1	g5935
OG0010495	CP5_g1099_DN3_SP0_c.t1	g23513
OG0010496	CP10_g43517_DN3_SP8_c.t1	g5929
OG0010497	CP12_g29860_DN3_SP0_c.t1	g5909
OG0010499	CP12_g29840_DN3_SP4_c.t1	g5901
OG0010501	CP7_g46467_DN3_SP5_c.t1	g54385
OG0010502	CP7_g46417_DN3_SP2_c.t1	g36726
OG0010503	CP6_g8544_DN3_SP7_c.t1	g24798
OG0010504	CP1_g37962_DN2_SP0_c.t1	g36514
OG0010505	CP3_g14217_DN3_SP2_c.t1	g2470
OG0010506	CP1_g38029_DN3_SP0_c.t1	g36164
OG0010507	CP1_g37994_DN3_SP8_c.t1	g28040
OG0010508	CP1_g38045_DN3_SP8_c.t1	g54198
OG0010509	CP1_g38064_DN3_SP8_c.t1	g28053
OG0010510	CP1_g38068_DN3_SP8_c.t1	g28055
OG0010511	CP1_g38080_DN3_SP1_c.t1	g36439, g54165
OG0010512	CP1_g38156_DN3_SP6_c.t1	g54136
OG0010513	CP1_g38233_DN3_SP3_c.t1	g28095
OG0010514	CP1_g38205_DN3_SP0_c.t1	g28083
OG0010515	CP1_g38273_DN3_SP0_c.t1	g54084
OG0010516	CP1_g38291_DN3_SP0_c.t1	g54076
OG0010517	CP1_g38322_DN3_SP8_c.t1	g54047
OG0010520	CP4_g25285_DN3_SP0_c.t1, CP6_g7570_DN3_SP2_c.t1	g37095, g37076
OG0010521	CP4_g25289_DN3_SP0_c.t1	g37079
OG0010523	CP3_g14164_DN2_SP0_c.t1	g19279
OG0010524	CP3_g14162_DN3_SP8_c.t1	g2432
OG0010525	CP3_g14143_DN3_SP0_c.t1	g19272
OG0010526	CP3_g14141_DN3_SP1_c.t1	g2417
OG0010527	CP3_g14124_DN3_SP0_c.t1	g2412
OG0010528	CP3_g14072_DN3_SP8_c.t1	g19216
OG0010530	CP8_g54332_DN3_SP0_c.t1	g685
OG0010531	CP3_g14068_DN3_SP8_c.t1	g2391
OG0010532	CP3_g14038_DN3_SP1_c.t1	g19207
OG0010533	CP3_g14046_DN3_SP7_c.t1	g2381
OG0010534	CP3_g14039_DN3_SP0_c.t1	g2370
OG0010535	CP3_g14010_DN3_SP8_c.t1	g19194
OG0010536	CP3_g13997_DN3_SP8_c.t1	g2341
OG0010537	CP3_g13964_DN3_SP0_c.t1	g19172
OG0010539	CP3_g13922_DN3_SP8_c.t1	g2293
OG0010540	CP3_g13890_DN3_SP8_c.t1	g19146
OG0010541	CP3_g13868_DN3_SP8_c.t1	g2266
OG0010543	CP3_g13841_DN3_SP4_c.t1	g2236
OG0010544	CP3_g13825_DN3_SP8_c.t1	g2231
OG0010545	CP3_g13780_DN3_SP0_c.t1	g19069
OG0010546	CP3_g13665_DN3_SP0_c.t1	g2061
OG0010548	CP3_g13658_DN3_SP6_c.t1	g19004
OG0010549	CP3_g13502_DN3_SP2_c.t1	g1982
OG0010550	CP3_g13500_DN3_SP8_c.t1	g1983
OG0010551	CP3_g13484_DN3_SP0_c.t1	g11206
OG0010552	CP3_g13471_DN3_SP2_c.t1	g18914
OG0010553	CP3_g13923_DN3_SP1_c.t1	g2294
OG0010554	CP3_g13422_DN3_SP8_c.t1	g18880
OG0010555	CP3_g13414_DN3_SP8_c.t1	g1965
OG0010556	CP3_g13343_DN3_SP1_c.t1	g18820
OG0010557	CP3_g13331_DN2_SP0_c.t1	g18806
OG0010558	CP3_g13283_DN3_SP0_c.t1	g18689
OG0010559	CP3_g13281_DN3_SP0_c.t1, CP3_g13277_DN3_SP2_c.t1	g1873
OG0010560	CP3_g13269_DN3_SP0_c.t1	g1870
OG0010562	CP3_g13245_DN3_SP0_c.t1	g1844
OG0010563	CP3_g13210_DN3_SP0_c.t1	g11161
OG0010565	CP3_g13201_DN3_SP1_c.t1	g1796
OG0010566	CP3_g13198_DN2_SP0_c.t1	g1794
OG0010567	CP3_g13145_DN3_SP8_c.t1	g18796
OG0010568	CP3_g13110_DN2_SP1_c.t1	g18744
OG0010570	CP3_g13084_DN3_SP3_c.t1	g18768
OG0010571	CP3_g13077_DN1_SP0_c.t1	g18773
OG0010572	CP1_g37833_DN3_SP0_c.t1	g31587
OG0010575	CP3_g14165_DN3_SP0_c.t1	g2434
OG0010576	CP3_g13917_DN3_SP3_c.t1	g2291
OG0010577	CP3_g13553_DN3_SP0_c.t1	g2051, g45608, g18970
OG0010578	CP4_g24710_DN3_SP2_c.t1	g51857
OG0010579	CP4_g24646_DN3_SP0_c.t1	g38147
OG0010580	CP5_g965_DN2_SP0_c.t1	g23409
OG0010583	CP1_g36840_DN3_SP8_c.t1	g30934
OG0010585	CP1_g37076_DN3_SP2_c.t1	g49602
OG0010587	CP1_g37503_DN3_SP2_c.t1	g27178
OG0010589	CP7_g45578_DN3_SP8_c.t1	g27512
OG0010591	CP9_g28430_DN1_SP0_c.t1	g41533
OG0010592	CP9_g28386_DN3_SP8_c.t1	g44858
OG0010594	CP13_g19366_DN3_SP3_c.t1	g1592
OG0010595	CP4_g25966_DN3_SP0_c.t1	g37813
OG0010596	CP12_g30841_DN3_SP0_c.t1	g13509
OG0010597	CP12_g30566_DN2_SP0_c.t1	g6599
OG0010598	CP12_g30099_DN3_SP8_c.t1	g12037
OG0010600	CP10_g43343_DN3_SP7_c.t1	g7210
OG0010601	CP10_g43229_DN3_SP7_c.t1	g12270
OG0010602	CP10_g43212_DN3_SP2_c.t1	g7303
OG0010603	CP10_g42904_DN3_SP0_c.t1	g12399
OG0010605	CP10_g42727_DN3_SP1_c.t1	g7606
OG0010609	CP11_g33241_DN3_SP0_c.t1	g26055, g29676
OG0010611	CP16_g54820_DN3_SP0_c.t1	g36954
OG0010613	CP6_g6907_DN3_SP0_c.t1	g17450
OG0010614	CP6_g6942_DN3_SP0_c.t1	g24169
OG0010615	CP6_g7088_DN3_SP7_c.t1	g24264
OG0010616	CP7_g44903_DN1_SP0_c.t1	g32422
OG0010617	CP4_g25464_DN3_SP0_c.t1	g51319
OG0010618	CP11_g33004_DN3_SP6_c.t1	g5473
OG0010622	CP11_g32435_DN3_SP1_c.t1	g29258
OG0010623	CP2_g48646_DN3_SP8_c.t1	g10164
OG0010624	CP5_g1045_DN2_SP0_c.t1	g47700
OG0010625	CP3_g15595_DN3_SP0_c.t1	g11501
OG0010626	CP8_g54170_DN3_SP0_c.t1	g28877
OG0010628	CP2_g48486_DN3_SP0_c.t1	g14921, g18551
OG0010629	CP2_g48380_DN3_SP0_c.t1	g550
OG0010630	CP2_g48069_DN1_SP0_c.t1	g9862
OG0010634	CP1_g38912_DN3_SP3_c.t1	g36358, g36354
OG0010644	CP2_g48670_DN3_SP1_c.t1	g4745
OG0010645	CP6_g7109_DN2_SP0_c.t1	g24280
OG0010660	CP5_g1182_DN2_SP3_c.t1	g17055
OG0010661	CP5_g1169_DN3_SP0_c.t1	g47662
OG0010662	CP5_g1135_DN3_SP8_c.t1	g23539
OG0010663	CP5_g1064_DN3_SP8_c.t1	g23475
OG0010664	CP5_g977_DN1_SP0_c.t1	g23420
OG0010666	CP5_g5_DN3_SP8_c.t1	g18381
OG0010667	CP5_g891_DN3_SP8_c.t1	g47764, g23356
OG0010668	CP5_g872_DN3_SP1_c.t1	g23343
OG0010670	CP5_g825_DN3_SP1_c.t1	g47791
OG0010671	CP5_g789_DN3_SP8_c.t1	g23286
OG0010672	CP5_g748_DN3_SP8_c.t1	g23254
OG0010673	CP5_g734_DN3_SP8_c.t1	g47822
OG0010674	CP5_g693_DN3_SP8_c.t1	g23199
OG0010675	CP5_g705_DN3_SP8_c.t1	g47834, g23208
OG0010676	CP8_g54173_DN3_SP8_c.t1	g785
OG0010677	CP5_g626_DN3_SP8_c.t1	g18184
OG0010678	CP4_g24976_DN3_SP8_c.t1	g37222, g51648
OG0010679	CP5_g591_DN3_SP4_c.t1	g18200
OG0010680	CP5_g608_DN3_SP6_c.t1, CP12_g31572_DN3_SP0_c.t1	g18194
OG0010681	CP5_g566_DN3_SP8_c.t1	g23096
OG0010682	CP9_g28276_DN3_SP8_c.t1	g41727
OG0010683	CP5_g520_DN3_SP3_c.t1	g47898
OG0010684	CP5_g492_DN3_SP8_c.t1	g47908
OG0010685	CP11_g32591_DN3_SP2_c.t1	g29336
OG0010687	CP7_g44695_DN3_SP8_c.t1	g32554
OG0010688	CP6_g7124_DN3_SP6_c.t1	g17557
OG0010689	CP6_g7130_DN3_SP0_c.t1	g47196, g24302
OG0010690	CP6_g7136_DN3_SP8_c.t1	g47195
OG0010691	CP6_g7180_DN3_SP0_c.t1	g17575, g24332
OG0010692	CP6_g7188_DN3_SP0_c.t1	g17577
OG0010694	CP6_g7198_DN3_SP0_c.t1	g17582, g24349
OG0010695	CP6_g7206_DN3_SP8_c.t1	g24357
OG0010696	CP6_g7210_DN3_SP0_c.t1	g17588
OG0010697	CP2_g49977_DN3_SP1_c.t1	g41122
OG0010698	CP3_g13696_DN3_SP4_c.t1	g19021
OG0010699	CP2_g49948_DN3_SP2_c.t1	g43970
OG0010700	CP2_g49775_DN3_SP0_c.t1	g41095
OG0010701	CP2_g49744_DN3_SP6_c.t1	g41093
OG0010702	CP2_g49521_DN2_SP0_c.t1	g41074
OG0010703	CP2_g49491_DN3_SP6_c.t1	g24716
OG0010704	CP2_g49422_DN3_SP6_c.t1	g44048
OG0010706	CP2_g49376_DN3_SP7_c.t1	g44084
OG0010707	CP2_g49345_DN3_SP0_c.t1	g41037, g41039
OG0010708	CP2_g49336_DN3_SP3_c.t1	g41043
OG0010709	CP2_g49329_DN3_SP0_c.t1	g44103
OG0010710	CP2_g49307_DN3_SP3_c.t1	g41036
OG0010711	CP2_g49286_DN3_SP8_c.t1	g41031
OG0010712	CP2_g49288_DN3_SP8_c.t1	g44111
OG0010713	CP2_g49292_DN3_SP2_c.t1	g41027
OG0010714	CP2_g49279_DN3_SP2_c.t1	g41025
OG0010715	CP2_g49270_DN3_SP1_c.t1, CP2_g49274_DN3_SP2_c.t1	g44127
OG0010716	CP2_g49238_DN3_SP0_c.t1	g40998
OG0010717	CP2_g49186_DN3_SP0_c.t1	g40982
OG0010718	CP2_g49156_DN3_SP8_c.t1	g44157
OG0010719	CP2_g49107_DN3_SP5_c.t1	g44188
OG0010720	CP2_g49097_DN3_SP8_c.t1	g44196
OG0010721	CP2_g49084_DN3_SP8_c.t1	g40935
OG0010722	CP13_g19700_DN3_SP6_c.t1	g10822
OG0010723	CP13_g19633_DN3_SP8_c.t1	g10763
OG0010724	CP13_g19592_DN2_SP0_c.t1	g10728
OG0010725	CP13_g19574_DN3_SP6_c.t1	g16704
OG0010726	CP13_g19570_DN3_SP8_c.t1	g10710, g10714
OG0010727	CP13_g19560_DN3_SP7_c.t1	g10705
OG0010728	CP13_g19554_DN2_SP0_c.t1	g10699
OG0010729	CP13_g19548_DN3_SP2_c.t1	g10693
OG0010730	CP13_g19508_DN3_SP7_c.t1	g10665
OG0010731	CP13_g19444_DN3_SP8_c.t1	g1564
OG0010734	CP1_g37622_DN1_SP0_c.t1	g49870
OG0010735	CP13_g19396_DN3_SP1_c.t1	g10585
OG0010737	CP13_g19373_DN2_SP0_c.t1	g1588
OG0010738	CP13_g19247_DN3_SP1_c.t1	g10475
OG0010739	CP13_g19244_DN3_SP5_c.t1	g10467
OG0010740	CP13_g19214_DN3_SP0_c.t1	g10442
OG0010741	CP13_g19203_DN2_SP0_c.t1	g10431
OG0010742	CP2_g48862_DN3_SP4_c.t1	g10335
OG0010743	CP9_g28202_DN3_SP8_c.t1	g18050
OG0010744	CP9_g27782_DN2_SP2_c.t1	g45083
OG0010745	CP64_g21087_DN3_SP8_c.t1	g45128
OG0010746	CP10_g42417_DN3_SP8_c.t1	g12795
OG0010747	CP5_g3311_DN3_SP2_c.t1	g17890
OG0010748	CP13_g19043_DN3_SP8_c.t1	g40732
OG0010749	CP2_g48900_DN1_SP0_c.t1	g40735
OG0010750	CP13_g19055_DN3_SP2_c.t1	g40748
OG0010752	CP13_g19077_DN3_SP8_c.t1	g40767
OG0010753	CP13_g19084_DN3_SP6_c.t1	g40777
OG0010754	CP13_g19104_DN3_SP0_c.t1	g40821
OG0010755	CP2_g48888_DN3_SP8_c.t1	g40804
OG0010756	CP2_g48909_DN3_SP8_c.t1	g40792
OG0010757	CP2_g48995_DN3_SP4_c.t1	g44240
OG0010758	CP10_g43207_DN3_SP0_c.t1	g12278
OG0010759	CP19_g18018_DN3_SP8_c.t1	g23711
OG0010760	CP4_g24594_DN3_SP8_c.t1	g51980
OG0010761	CP4_g24626_DN3_SP3_c.t1	g37374
OG0010762	CP4_g24622_DN3_SP6_c.t1	g37376
OG0010765	CP10_g42879_DN3_SP0_c.t1, CP4_g24070_DN3_SP0_c.t1	g13020
OG0010766	CP10_g42906_DN3_SP3_c.t1	g7493
OG0010767	CP10_g42977_DN3_SP6_c.t1	g13071
OG0010768	CP10_g42983_DN3_SP8_c.t1	g7444
OG0010769	CP10_g42984_DN3_SP8_c.t1	g7443
OG0010770	CP6_g6802_DN3_SP3_c.t1	g47337
OG0010772	CP5_g355_DN3_SP5_c.t1	g22915
OG0010773	CP10_g43072_DN3_SP0_c.t1	g7397
OG0010775	CP10_g43112_DN3_SP0_c.t1	g7375
OG0010776	CP10_g43153_DN3_SP0_c.t1	g12301
OG0010777	CP10_g43174_DN3_SP8_c.t1	g7332
OG0010779	CP10_g43185_DN3_SP3_c.t1	g7320
OG0010780	CP10_g43198_DN3_SP0_c.t1	g7313
OG0010781	CP10_g43199_DN3_SP5_c.t1	g7312
OG0010782	CP30_g9986_DN3_SP6_c.t1	g41148
OG0010783	CP69_g34236_DN3_SP7_c.t1	g1475
OG0010784	CP26_g51203_DN3_SP8_c.t1	g1481
OG0010785	CP8_g52175_DN3_SP8_c.t1	g1461
OG0010786	CP8_g52848_DN3_SP2_c.t1	g28262
OG0010787	CP8_g52817_DN3_SP6_c.t1	g28250, g26853
OG0010788	CP8_g52830_DN3_SP0_c.t1	g1405
OG0010789	CP8_g52864_DN3_SP5_c.t1	g28306, g28267
OG0010790	CP28_g33929_DN2_SP0_c.t1, CP8_g52931_DN3_SP1_c.t1	g28288
OG0010791	CP19_g18140_DN3_SP3_c.t1	g23799
OG0010792	CP8_g53014_DN3_SP5_c.t1	g1340, g28323
OG0010794	CP8_g53054_DN3_SP1_c.t1	g1331
OG0010795	CP8_g53100_DN3_SP8_c.t1	g41172
OG0010796	CP8_g53123_DN3_SP8_c.t1	g1316
OG0010797	CP8_g53176_DN3_SP6_c.t1	g872
OG0010798	CP8_g53295_DN3_SP6_c.t1	g41278
OG0010799	CP8_g53278_DN3_SP0_c.t1	g28407
OG0010800	CP8_g53310_DN3_SP8_c.t1, CP2_g49742_DN2_SP0_c.t1	g41288
OG0010801	CP8_g53337_DN3_SP0_c.t1	g28436, g35041, g35317, g41295, g19656
OG0010802	CP8_g53394_DN3_SP1_c.t1	g39432
OG0010804	CP8_g53348_DN3_SP5_c.t1	g931
OG0010805	CP8_g53437_DN3_SP8_c.t1	g971
OG0010806	CP5_g1298_DN3_SP5_c.t1	g23656
OG0010808	CP8_g53535_DN3_SP0_c.t1	g28516
OG0010809	CP8_g53560_DN2_SP0_c.t1	g1031
OG0010810	CP8_g53579_DN3_SP8_c.t1	g1040
OG0010811	CP8_g53607_DN3_SP0_c.t1	g1057
OG0010812	CP8_g53697_DN3_SP4_c.t1	g39327
OG0010813	CP8_g53712_DN3_SP6_c.t1	g1099
OG0010815	CP8_g53755_DN3_SP4_c.t1	g1116
OG0010816	CP8_g53778_DN3_SP1_c.t1	g28662
OG0010817	CP8_g53799_DN3_SP5_c.t1	g28677
OG0010818	CP11_g32652_DN3_SP3_c.t1	g5291
OG0010819	CP11_g32689_DN3_SP1_c.t1	g29396
OG0010820	CP11_g32723_DN3_SP0_c.t1	g5327
OG0010821	CP11_g32747_DN3_SP0_c.t1	g5345
OG0010822	CP11_g32763_DN3_SP8_c.t1	g45574
OG0010823	CP11_g32770_DN3_SP8_c.t1	g29431
OG0010825	CP11_g32779_DN3_SP0_c.t1	g29438
OG0010826	CP11_g32814_DN3_SP7_c.t1	g5385
OG0010827	CP11_g32817_DN3_SP2_c.t1	g5388
OG0010828	CP11_g32830_DN3_SP0_c.t1	g29469
OG0010829	CP11_g32835_DN3_SP0_c.t1	g29470
OG0010830	CP11_g32863_DN3_SP6_c.t1	g5404
OG0010831	CP2_g47739_DN3_SP5_c.t1	g9704
