Orthogroup	Conringia_planisiliqua	Odontarrhena_muralis
OG0010379	CP9_g28499_DN3_SP0_c.t1	Om005G209750
OG0010380	CP9_g28510_DN3_SP6_c.t1	Om005G209700
OG0010381	CP9_g28530_DN3_SP8_c.t1	Om005G209470
OG0010382	CP9_g28634_DN3_SP5_c.t1	Om005G208080
OG0010383	CP9_g28730_DN3_SP0_c.t1	Om005G206800
OG0010384	CP9_g28746_DN3_SP0_c.t1	Om005G206600
OG0010385	CP9_g28791_DN3_SP3_c.t1	Om005G205990
OG0010386	CP9_g28852_DN3_SP1_c.t1	Om004G142920
OG0010387	CP9_g29469_DN3_SP7_c.t1	Om004G133430
OG0010388	CP9_g29444_DN3_SP1_c.t1	Om004G133990
OG0010390	CP9_g29405_DN3_SP0_c.t1	Om004G134500
OG0010391	CP9_g29383_DN3_SP0_c.t1	Om004G134850
OG0010392	CP3_g14218_DN3_SP0_c.t1	Om006G257230
OG0010393	CP9_g29359_DN3_SP0_c.t1	Om004G135120
OG0010394	CP9_g29351_DN3_SP7_c.t1	Om004G144610
OG0010395	CP7_g45754_DN3_SP5_c.t1	Om005G202240
OG0010396	CP9_g29155_DN3_SP8_c.t1	Om004G137730
OG0010397	CP9_g29053_DN3_SP2_c.t1	Om004G139980
OG0010398	CP9_g29050_DN3_SP1_c.t1	Om004G140020, Om004G140030
OG0010399	CP9_g29023_DN3_SP3_c.t1	Om004G140400
OG0010400	CP9_g29018_DN2_SP8_c.t1	Om004G140470
OG0010401	CP9_g28999_DN3_SP5_c.t1	Om004G140820
OG0010402	CP9_g28988_DN1_SP0_c.t1	Om004G140980
OG0010403	CP9_g28977_DN3_SP7_c.t1	Om004G141140
OG0010404	CP9_g28936_DN2_SP8_c.t1	Om004G141940
OG0010405	CP9_g28928_DN3_SP8_c.t1	Om004G142030
OG0010407	CP9_g28927_DN3_SP6_c.t1	Om004G142040
OG0010408	CP9_g28870_DN3_SP8_c.t1	Om004G142680
OG0010409	CP9_g29550_DN3_SP2_c.t1	Om004G132160
OG0010410	CP9_g29577_DN3_SP2_c.t1	Om004G131810
OG0010411	CP9_g29607_DN3_SP8_c.t1	Om004G131450
OG0010413	CP9_g29647_DN3_SP0_c.t1	Om004G130810
OG0010414	CP9_g29666_DN3_SP8_c.t1	Om004G130490
OG0010415	CP9_g29698_DN3_SP0_c.t1	Om004G130140
OG0010416	CP9_g29708_DN3_SP0_c.t1	Om004G130000, Om004G132560
OG0010417	CP8_g53502_DN3_SP8_c.t1	Om003G117110
OG0010418	CP10_g43271_DN3_SP0_c.t1	Om002G057130
OG0010419	CP10_g43289_DN1_SP0_c.t1	Om002G057370
OG0010421	CP10_g43403_DN3_SP0_c.t1	Om002G059110
OG0010422	CP10_g43415_DN2_SP0_c.t1	Om002G059390
OG0010423	CP10_g43420_DN3_SP7_c.t1	Om002G059430
OG0010424	CP10_g43424_DN3_SP0_c.t1	Om002G059470
OG0010425	CP10_g43448_DN3_SP3_c.t1	Om002G059870
OG0010426	CP8_g54317_DN3_SP5_c.t1	Om006G241780
OG0010427	CP10_g43492_DN3_SP8_c.t1	Om002G060480
OG0010428	CP10_g43508_DN3_SP0_c.t1	Om002G060650
OG0010430	CP12_g29907_DN3_SP7_c.t1	Om002G061290
OG0010431	CP12_g29989_DN3_SP8_c.t1	Om002G062400
OG0010432	CP6_g7262_DN3_SP4_c.t1	Om003G100460
OG0010433	CP12_g30074_DN3_SP1_c.t1	Om002G063960
OG0010435	CP12_g30125_DN3_SP3_c.t1	Om002G064640
OG0010436	CP12_g30163_DN3_SP0_c.t1	Om002G065180
OG0010437	CP12_g30171_DN3_SP8_c.t1	Om002G065300
OG0010438	CP12_g30175_DN3_SP7_c.t1	Om002G065360
OG0010439	CP12_g30187_DN3_SP2_c.t1	Om002G065540
OG0010440	CP12_g30200_DN3_SP8_c.t1	Om002G065670
OG0010441	CP12_g30218_DN3_SP0_c.t1	Om002G065940
OG0010442	CP12_g30232_DN3_SP0_c.t1	Om002G066130
OG0010443	CP12_g30236_DN3_SP0_c.t1	Om002G066160
OG0010444	CP12_g30246_DN3_SP2_c.t1	Om002G066310
OG0010445	CP1_g38159_DN2_SP0_c.t1	Om003G098150
OG0010446	CP12_g30310_DN3_SP0_c.t1	Om002G067060
OG0010447	CP12_g30312_DN3_SP0_c.t1	Om002G067100
OG0010448	CP12_g30328_DN3_SP2_c.t1	Om002G067260
OG0010449	CP12_g30329_DN3_SP1_c.t1	Om002G067270
OG0010450	CP1_g38072_DN3_SP8_c.t1	Om003G097090
OG0010452	CP12_g30369_DN3_SP3_c.t1	Om002G067870
OG0010453	CP12_g30370_DN3_SP3_c.t1	Om002G067880
OG0010454	CP12_g30375_DN3_SP8_c.t1	Om002G067930
OG0010455	CP12_g30376_DN3_SP5_c.t1	Om002G067940
OG0010456	CP12_g30397_DN3_SP8_c.t1	Om002G068200
OG0010458	CP12_g30413_DN3_SP0_c.t1	Om002G068380
OG0010459	CP12_g30461_DN3_SP0_c.t1, CP12_g30424_DN3_SP7_c.t1	Om002G068550
OG0010460	CP12_g30456_DN3_SP8_c.t1	Om002G069030
OG0010461	CP12_g30511_DN3_SP0_c.t1	Om002G069550
OG0010462	CP12_g30535_DN3_SP8_c.t1	Om002G069840
OG0010463	CP12_g30546_DN3_SP7_c.t1	Om002G069970
OG0010464	CP12_g30552_DN3_SP0_c.t1	Om002G070050
OG0010465	CP12_g30569_DN3_SP0_c.t1	Om002G071250, Om002G071220, Om002G070340
OG0010466	CP12_g30637_DN3_SP0_c.t1	Om002G071110
OG0010467	CP12_g30822_DN3_SP8_c.t1	Om002G073800
OG0010468	CP12_g30654_DN3_SP7_c.t1	Om002G071400
OG0010470	CP12_g30661_DN3_SP0_c.t1	Om002G071540
OG0010471	CP12_g30670_DN3_SP0_c.t1	Om002G071750
OG0010472	CP12_g30679_DN3_SP2_c.t1	Om002G071830
OG0010473	CP12_g30718_DN3_SP8_c.t1	Om002G072410
OG0010474	CP12_g30806_DN1_SP0_c.t1, CP12_g31499_DN2_SP0_c.t1	Om002G073050
OG0010475	CP12_g30796_DN3_SP7_c.t1	Om002G073120
OG0010476	CP12_g30823_DN3_SP8_c.t1	Om002G073810
OG0010477	CP12_g30987_DN3_SP6_c.t1	Om002G075340
OG0010478	CP20_g4163_DN3_SP8_c.t1	Om001G007390
OG0010479	CP15_g34551_DN3_SP8_c.t1	Om002G081010
OG0010480	CP10_g44077_DN1_SP0_c.t1	Om002G081750
OG0010483	CP10_g43953_DN3_SP8_c.t1	Om002G082510
OG0010484	CP10_g43878_DN3_SP0_c.t1	Om002G083100
OG0010485	CP10_g43875_DN3_SP8_c.t1	Om002G083190
OG0010486	CP10_g43858_DN3_SP0_c.t1	Om002G083430
OG0010487	CP10_g43825_DN3_SP3_c.t1	Om002G083800
OG0010488	CP10_g43675_DN3_SP0_c.t1	Om002G085670
OG0010489	CP10_g43574_DN3_SP0_c.t1	Om002G087200
OG0010490	CP10_g43572_DN3_SP8_c.t1	Om002G087220, Om002G088680
OG0010491	CP10_g43562_DN3_SP0_c.t1	Om002G087380
OG0010492	CP10_g43544_DN3_SP8_c.t1	Om002G087500
OG0010493	CP10_g43865_DN3_SP3_c.t1	Om002G087660
OG0010494	CP10_g43523_DN3_SP6_c.t1	Om002G087860
OG0010495	CP5_g1099_DN3_SP0_c.t1	Om001G023660
OG0010496	CP10_g43517_DN3_SP8_c.t1	Om002G087930
OG0010497	CP12_g29860_DN3_SP0_c.t1	Om002G088160
OG0010498	CP12_g29841_DN3_SP8_c.t1	Om002G088360
OG0010499	CP12_g29840_DN3_SP4_c.t1	Om002G088370
OG0010500	CP7_g46475_DN3_SP6_c.t1	Om003G089410
OG0010501	CP7_g46467_DN3_SP5_c.t1	Om003G089480
OG0010502	CP7_g46417_DN3_SP2_c.t1	Om003G090060
OG0010503	CP6_g8544_DN3_SP7_c.t1	Om003G104550, Om003G104580
OG0010504	CP1_g37962_DN2_SP0_c.t1	Om003G095630
OG0010505	CP3_g14217_DN3_SP2_c.t1	Om006G257220
OG0010506	CP1_g38029_DN3_SP0_c.t1	Om003G096410
OG0010507	CP1_g37994_DN3_SP8_c.t1	Om003G096020
OG0010508	CP1_g38045_DN3_SP8_c.t1	Om003G096640
OG0010509	CP1_g38064_DN3_SP8_c.t1	Om003G096950
OG0010510	CP1_g38068_DN3_SP8_c.t1	Om003G097000
OG0010511	CP1_g38080_DN3_SP1_c.t1	Om003G097210
OG0010512	CP1_g38156_DN3_SP6_c.t1	Om003G098130
OG0010513	CP1_g38233_DN3_SP3_c.t1	Om003G099090
OG0010514	CP1_g38205_DN3_SP0_c.t1	Om003G098760, Om003G097510, Om004G145440
OG0010515	CP1_g38273_DN3_SP0_c.t1	Om003G099390
OG0010516	CP1_g38291_DN3_SP0_c.t1	Om003G099590
OG0010517	CP1_g38322_DN3_SP8_c.t1	Om003G099820
OG0010520	CP4_g25285_DN3_SP0_c.t1, CP6_g7570_DN3_SP2_c.t1	Om008G339930
OG0010521	CP4_g25289_DN3_SP0_c.t1	Om008G340060
OG0010523	CP3_g14164_DN2_SP0_c.t1	Om006G256530
OG0010524	CP3_g14162_DN3_SP8_c.t1	Om006G256510
OG0010525	CP3_g14143_DN3_SP0_c.t1	Om006G256270
OG0010526	CP3_g14141_DN3_SP1_c.t1	Om006G256250
OG0010527	CP3_g14124_DN3_SP0_c.t1	Om006G255910
OG0010528	CP3_g14072_DN3_SP8_c.t1	Om006G255400
OG0010531	CP3_g14068_DN3_SP8_c.t1	Om006G255330
OG0010532	CP3_g14038_DN3_SP1_c.t1	Om006G254970
OG0010533	CP3_g14046_DN3_SP7_c.t1	Om006G255060
OG0010534	CP3_g14039_DN3_SP0_c.t1	Om006G254980
OG0010535	CP3_g14010_DN3_SP8_c.t1	Om006G254560
OG0010536	CP3_g13997_DN3_SP8_c.t1	Om006G254440
OG0010537	CP3_g13964_DN3_SP0_c.t1	Om006G254010
OG0010538	CP3_g14182_DN3_SP4_c.t1	Om006G256710
OG0010539	CP3_g13922_DN3_SP8_c.t1	Om006G253370
OG0010540	CP3_g13890_DN3_SP8_c.t1	Om006G253030
OG0010541	CP3_g13868_DN3_SP8_c.t1	Om006G252790
OG0010542	CP3_g13843_DN3_SP6_c.t1	Om006G252460
OG0010543	CP3_g13841_DN3_SP4_c.t1	Om006G252440
OG0010544	CP3_g13825_DN3_SP8_c.t1	Om006G252170
OG0010545	CP3_g13780_DN3_SP0_c.t1	Om006G251560
OG0010546	CP3_g13665_DN3_SP0_c.t1	Om003G119830
OG0010548	CP3_g13658_DN3_SP6_c.t1	Om003G119890
OG0010549	CP3_g13502_DN3_SP2_c.t1	Om003G122290
OG0010551	CP3_g13484_DN3_SP0_c.t1	Om003G122510
OG0010552	CP3_g13471_DN3_SP2_c.t1	Om003G123040
OG0010553	CP3_g13923_DN3_SP1_c.t1	Om006G253380
OG0010554	CP3_g13422_DN3_SP8_c.t1	Om003G123930
OG0010555	CP3_g13414_DN3_SP8_c.t1	Om003G124100
OG0010556	CP3_g13343_DN3_SP1_c.t1	Om003G125130
OG0010557	CP3_g13331_DN2_SP0_c.t1	Om003G125570
OG0010558	CP3_g13283_DN3_SP0_c.t1	Om003G126160
OG0010559	CP3_g13281_DN3_SP0_c.t1, CP3_g13277_DN3_SP2_c.t1	Om003G126170
OG0010560	CP3_g13269_DN3_SP0_c.t1	Om003G126310
OG0010561	CP3_g13266_DN3_SP0_c.t1	Om003G126390
OG0010562	CP3_g13245_DN3_SP0_c.t1	Om003G126700
OG0010563	CP3_g13210_DN3_SP0_c.t1	Om003G127270
OG0010565	CP3_g13201_DN3_SP1_c.t1	Om003G127370
OG0010566	CP3_g13198_DN2_SP0_c.t1	Om003G127440
OG0010567	CP3_g13145_DN3_SP8_c.t1	Om003G128110
OG0010568	CP3_g13110_DN2_SP1_c.t1	Om003G128670
OG0010569	CP7_g44856_DN3_SP0_c.t1	Om003G128840, Om007G291030
OG0010570	CP3_g13084_DN3_SP3_c.t1	Om003G128980
OG0010571	CP3_g13077_DN1_SP0_c.t1	Om003G129070, Om004G140940
OG0010572	CP1_g37833_DN3_SP0_c.t1	Om005G195960
OG0010575	CP3_g14165_DN3_SP0_c.t1	Om006G256540
OG0010576	CP3_g13917_DN3_SP3_c.t1	Om006G253290
OG0010578	CP4_g24710_DN3_SP2_c.t1	Om008G330590
OG0010579	CP4_g24646_DN3_SP0_c.t1	Om008G329230
OG0010580	CP5_g965_DN2_SP0_c.t1	Om001G026060
OG0010581	CP5_g113_DN2_SP0_c.t1	Om001G040520
OG0010583	CP1_g36840_DN3_SP8_c.t1	Om005G182870
OG0010585	CP1_g37076_DN3_SP2_c.t1	Om005G185850
OG0010587	CP1_g37503_DN3_SP2_c.t1	Om005G191240
OG0010589	CP7_g45578_DN3_SP8_c.t1	Om005G204530
OG0010591	CP9_g28430_DN1_SP0_c.t1	Om005G210810
OG0010592	CP9_g28386_DN3_SP8_c.t1	Om005G211450
OG0010593	CP5_g595_DN2_SP0_c.t1	Om007G277970
OG0010594	CP13_g19366_DN3_SP3_c.t1	Om006G272470
OG0010595	CP4_g25966_DN3_SP0_c.t1	Om007G284170
OG0010596	CP12_g30841_DN3_SP0_c.t1	Om002G074140
OG0010597	CP12_g30566_DN2_SP0_c.t1	Om002G078990
OG0010598	CP12_g30099_DN3_SP8_c.t1	Om002G064300
OG0010599	CP10_g43401_DN1_SP1_c.t1	Om002G059090
OG0010601	CP10_g43229_DN3_SP7_c.t1	Om002G056510
OG0010602	CP10_g43212_DN3_SP2_c.t1	Om002G056280
OG0010603	CP10_g42904_DN3_SP0_c.t1	Om002G051960
OG0010605	CP10_g42727_DN3_SP1_c.t1	Om002G049920
OG0010608	CP11_g33388_DN3_SP0_c.t1	Om004G172060
OG0010609	CP11_g33241_DN3_SP0_c.t1	Om004G170200
OG0010610	CP16_g55365_DN2_SP0_c.t1, CP16_g54717_DN2_SP0_c.t1	Om004G156900
OG0010611	CP16_g54820_DN3_SP0_c.t1	Om004G155720
OG0010613	CP6_g6907_DN3_SP0_c.t1	Om003G098650
OG0010614	CP6_g6942_DN3_SP0_c.t1	Om001G002700
OG0010615	CP6_g7088_DN3_SP7_c.t1	Om001G000270
OG0010616	CP7_g44903_DN1_SP0_c.t1	Om007G290390
OG0010617	CP4_g25464_DN3_SP0_c.t1	Om007G278830
OG0010619	CP11_g32306_DN3_SP0_c.t1, CP11_g32305_DN3_SP0_c.t1	Om007G298020, Om002G046240, Om004G166630
OG0010621	CP11_g32582_DN3_SP6_c.t1	Om007G302120
OG0010622	CP11_g32436_DN3_SP0_c.t1	Om007G300000
OG0010622	CP11_g32435_DN3_SP1_c.t1	Om007G299990
OG0010623	CP2_g48646_DN3_SP8_c.t1	Om007G293230
OG0010624	CP5_g1045_DN2_SP0_c.t1	Om001G024580
OG0010625	CP3_g15595_DN3_SP0_c.t1	Om006G268610
OG0010626	CP8_g54170_DN3_SP0_c.t1	Om006G243680
OG0010628	CP2_g48486_DN3_SP0_c.t1	Om006G240590
OG0010629	CP2_g48380_DN3_SP0_c.t1	Om006G239280
OG0010630	CP2_g48069_DN1_SP0_c.t1	Om006G235620
OG0010631	CP20_g4009_DN2_SP0_c.t1, CP12_g31276_DN2_SP0_c.t1	Om002G085430
OG0010634	CP1_g38912_DN3_SP3_c.t1	Om001G014060, Om007G278060
OG0010638	CP9_g28947_DN3_SP0_c.t1	Om004G141800
OG0010644	CP2_g48670_DN3_SP1_c.t1	Om007G303430
OG0010660	CP5_g1182_DN2_SP3_c.t1	Om001G022210
OG0010661	CP5_g1169_DN3_SP0_c.t1	Om001G022390
OG0010662	CP5_g1135_DN3_SP8_c.t1	Om001G023040
OG0010663	CP5_g1064_DN3_SP8_c.t1	Om001G024280
OG0010664	CP5_g977_DN1_SP0_c.t1	Om003G099440, Om001G025780
OG0010666	CP5_g5_DN3_SP8_c.t1	Om001G041900
OG0010667	CP5_g891_DN3_SP8_c.t1	Om002G058370, Om001G027270
OG0010668	CP5_g872_DN3_SP1_c.t1	Om001G027530
OG0010669	CP5_g852_DN3_SP8_c.t1	Om001G027860
OG0010670	CP5_g825_DN3_SP1_c.t1	Om001G028360
OG0010671	CP5_g789_DN3_SP8_c.t1	Om001G028940
OG0010672	CP5_g748_DN3_SP8_c.t1	Om001G029540
OG0010673	CP5_g734_DN3_SP8_c.t1	Om001G029790
OG0010674	CP5_g693_DN3_SP8_c.t1	Om001G030520
OG0010675	CP5_g705_DN3_SP8_c.t1	Om004G151400
OG0010676	CP8_g54173_DN3_SP8_c.t1	Om006G243650
OG0010677	CP5_g626_DN3_SP8_c.t1	Om001G031730
OG0010678	CP4_g24976_DN3_SP8_c.t1	Om008G335400
OG0010679	CP5_g591_DN3_SP4_c.t1	Om001G032300
OG0010680	CP5_g608_DN3_SP6_c.t1, CP12_g31572_DN3_SP0_c.t1	Om001G031960
OG0010681	CP5_g566_DN3_SP8_c.t1	Om001G032700
OG0010682	CP9_g28276_DN3_SP8_c.t1	Om005G212530
OG0010683	CP5_g520_DN3_SP3_c.t1	Om001G033470
OG0010684	CP5_g492_DN3_SP8_c.t1	Om001G034100
OG0010685	CP11_g32591_DN3_SP2_c.t1	Om004G160890
OG0010687	CP7_g44695_DN3_SP8_c.t1	Om007G277260
OG0010688	CP6_g7124_DN3_SP6_c.t1	Om007G276500
OG0010689	CP6_g7130_DN3_SP0_c.t1	Om007G276440
OG0010690	CP6_g7136_DN3_SP8_c.t1	Om007G276410
OG0010691	CP6_g7180_DN3_SP0_c.t1	Om007G275890
OG0010692	CP6_g7188_DN3_SP0_c.t1	Om007G275830
OG0010693	CP4_g25165_DN2_SP0_c.t1	Om008G338190
OG0010694	CP6_g7198_DN3_SP0_c.t1	Om007G275740
OG0010695	CP6_g7206_DN3_SP8_c.t1	Om007G275670
OG0010696	CP6_g7210_DN3_SP0_c.t1	Om007G275630
OG0010697	CP2_g49977_DN3_SP1_c.t1	Om005G217180
OG0010698	CP3_g13696_DN3_SP4_c.t1	Om003G119380
OG0010699	CP2_g49948_DN3_SP2_c.t1	Om001G024150, Om001G024170, Om005G216980
OG0010700	CP2_g49775_DN3_SP0_c.t1	Om005G187500
OG0010701	CP2_g49744_DN3_SP6_c.t1	Om011G365480, Om005G217970, Om003G100710
OG0010702	CP2_g49521_DN2_SP0_c.t1	Om020G374430, Om011G365000
OG0010703	CP2_g49491_DN3_SP6_c.t1	Om008G336160
OG0010704	CP2_g49422_DN3_SP6_c.t1	Om005G219180
OG0010705	CP2_g49366_DN3_SP1_c.t1	Om005G219770
OG0010706	CP2_g49376_DN3_SP7_c.t1	Om005G219720
OG0010707	CP2_g49345_DN3_SP0_c.t1	Om005G219980
OG0010708	CP2_g49336_DN3_SP3_c.t1	Om005G220040
OG0010709	CP2_g49329_DN3_SP0_c.t1	Om005G220070
OG0010710	CP2_g49307_DN3_SP3_c.t1	Om005G220150
OG0010711	CP2_g49286_DN3_SP8_c.t1	Om005G220430
OG0010712	CP2_g49288_DN3_SP8_c.t1	Om005G220440
OG0010713	CP2_g49292_DN3_SP2_c.t1	Om005G220540
OG0010714	CP2_g49279_DN3_SP2_c.t1	Om005G220660, Om005G220610
OG0010715	CP2_g49272_DN3_SP0_c.t1, CP2_g49273_DN3_SP3_c.t1	Om005G220750
OG0010716	CP2_g49238_DN3_SP0_c.t1	Om005G221210
OG0010717	CP2_g49186_DN3_SP0_c.t1	Om005G222050
OG0010718	CP2_g49156_DN3_SP8_c.t1	Om005G222720
OG0010719	CP2_g49107_DN3_SP5_c.t1	Om005G223300
OG0010720	CP2_g49097_DN3_SP8_c.t1	Om005G223550
OG0010721	CP2_g49084_DN3_SP8_c.t1	Om005G223950
OG0010722	CP13_g19700_DN3_SP6_c.t1	Om006G275460
OG0010723	CP13_g19633_DN3_SP8_c.t1	Om002G071440
OG0010724	CP13_g19592_DN2_SP0_c.t1	Om004G172760, Om006G273710, Om008G324050, Om002G053350
OG0010725	CP13_g19574_DN3_SP6_c.t1	Om002G086770
OG0010726	CP13_g19570_DN3_SP8_c.t1	Om006G274570
OG0010727	CP13_g19560_DN3_SP7_c.t1	Om006G274520
OG0010728	CP13_g19554_DN2_SP0_c.t1	Om006G274460
OG0010729	CP13_g19548_DN3_SP2_c.t1	Om006G274400
OG0010730	CP13_g19508_DN3_SP7_c.t1	Om006G274000
OG0010731	CP13_g19444_DN3_SP8_c.t1	Om006G273290
OG0010732	CP1_g37638_DN2_SP8_c.t1	Om005G193100
OG0010734	CP1_g37622_DN1_SP0_c.t1	Om005G192880
OG0010735	CP13_g19396_DN3_SP1_c.t1	Om006G272610
OG0010737	CP13_g19373_DN2_SP0_c.t1	Om006G272540
OG0010738	CP13_g19247_DN3_SP1_c.t1	Om006G271090
OG0010739	CP13_g19244_DN3_SP5_c.t1	Om006G271050
OG0010740	CP13_g19214_DN3_SP0_c.t1	Om006G269830
OG0010741	CP13_g19203_DN2_SP0_c.t1	Om006G270390
OG0010742	CP2_g48862_DN3_SP4_c.t1	Om005G228730
OG0010743	CP9_g28202_DN3_SP8_c.t1	Om005G213480
OG0010744	CP9_g27782_DN2_SP2_c.t1	Om005G215070
OG0010745	CP64_g21087_DN3_SP8_c.t1	Om005G215670
OG0010747	CP5_g3311_DN3_SP2_c.t1	Om003G108660
OG0010749	CP2_g48900_DN1_SP0_c.t1	Om007G307620, Om005G228910, Om007G307610
OG0010750	CP13_g19055_DN3_SP2_c.t1	Om005G228790
OG0010751	CP13_g19076_DN3_SP0_c.t1	Om005G228480
OG0010752	CP13_g19077_DN3_SP8_c.t1	Om005G228460
OG0010753	CP13_g19084_DN3_SP6_c.t1	Om005G228350
OG0010754	CP13_g19104_DN3_SP0_c.t1	Om005G227830
OG0010755	CP2_g48888_DN3_SP8_c.t1	Om005G227170
OG0010756	CP2_g48909_DN3_SP8_c.t1	Om005G226770
OG0010757	CP2_g48995_DN3_SP4_c.t1	Om005G225310
OG0010758	CP10_g43207_DN3_SP0_c.t1	Om002G056230
OG0010759	CP19_g18018_DN3_SP8_c.t1	Om001G018440
OG0010760	CP4_g24594_DN3_SP8_c.t1	Om008G328410
OG0010761	CP4_g24626_DN3_SP3_c.t1	Om008G328910
OG0010762	CP4_g24622_DN3_SP6_c.t1	Om008G328870
OG0010765	CP10_g42879_DN3_SP0_c.t1, CP4_g24070_DN3_SP0_c.t1	Om002G051610
OG0010766	CP10_g42906_DN3_SP3_c.t1	Om002G051990
OG0010767	CP10_g42977_DN3_SP6_c.t1	Om002G053000
OG0010768	CP10_g42983_DN3_SP8_c.t1	Om002G053060
OG0010769	CP10_g42984_DN3_SP8_c.t1	Om002G053070
OG0010770	CP6_g6802_DN3_SP3_c.t1	Om001G005790
OG0010771	CP10_g43049_DN3_SP0_c.t1	Om002G053960
OG0010772	CP5_g355_DN3_SP5_c.t1	Om001G036500
OG0010773	CP10_g43072_DN3_SP0_c.t1	Om002G054330
OG0010775	CP10_g43112_DN3_SP0_c.t1	Om002G055000
OG0010776	CP10_g43153_DN3_SP0_c.t1	Om002G055500
OG0010777	CP10_g43174_DN3_SP8_c.t1	Om002G055710
OG0010778	CP10_g43184_DN3_SP8_c.t1	Om002G055850
OG0010779	CP10_g43185_DN3_SP3_c.t1	Om002G055870
OG0010780	CP10_g43198_DN3_SP0_c.t1	Om002G056090
OG0010781	CP10_g43199_DN3_SP5_c.t1	Om005G216000, Om002G056100
OG0010782	CP30_g9986_DN3_SP6_c.t1	Om003G108730, Om006G252180
OG0010783	CP69_g34236_DN3_SP7_c.t1	Om003G106860
OG0010784	CP26_g51203_DN3_SP8_c.t1	Om003G106840
OG0010785	CP8_g52175_DN3_SP8_c.t1	Om003G109530
OG0010786	CP8_g52848_DN3_SP2_c.t1	Om004G165410
OG0010787	CP8_g52817_DN3_SP6_c.t1	Om004G132170
OG0010788	CP8_g52830_DN3_SP0_c.t1	Om004G167510
OG0010789	CP8_g52864_DN3_SP5_c.t1	Om003G111420
OG0010790	CP8_g52931_DN3_SP1_c.t1	Om003G111850
OG0010791	CP19_g18140_DN3_SP3_c.t1	Om007G285950
OG0010792	CP8_g53014_DN3_SP5_c.t1	Om005G201670
OG0010793	CP8_g53044_DN3_SP8_c.t1	Om003G112490
OG0010794	CP8_g53054_DN3_SP1_c.t1	Om001G025420
OG0010795	CP8_g53100_DN3_SP8_c.t1	Om003G112830
OG0010796	CP8_g53123_DN3_SP8_c.t1	Om003G113050
OG0010797	CP8_g53176_DN3_SP6_c.t1	Om003G113390
OG0010798	CP8_g53295_DN3_SP6_c.t1	Om003G114730
OG0010799	CP8_g53278_DN3_SP0_c.t1	Om006G259070
OG0010800	CP8_g53310_DN3_SP8_c.t1, CP2_g49742_DN2_SP0_c.t1	Om003G115010
OG0010801	CP8_g53337_DN3_SP0_c.t1	Om003G115270
OG0010802	CP8_g53394_DN3_SP1_c.t1	Om003G115860
OG0010804	CP8_g53348_DN3_SP5_c.t1	Om003G115400
OG0010805	CP8_g53437_DN3_SP8_c.t1	Om003G116370
OG0010806	CP5_g1298_DN3_SP5_c.t1	Om001G019540
OG0010807	CP8_g53465_DN1_SP0_c.t1	Om003G116680
OG0010808	CP8_g53535_DN3_SP0_c.t1, CP8_g53536_DN3_SP0_c.t1	Om003G117570
OG0010809	CP8_g53560_DN2_SP0_c.t1	Om003G117870
OG0010810	CP8_g53579_DN3_SP8_c.t1	Om003G118120
OG0010811	CP8_g53607_DN3_SP0_c.t1	Om003G118480
OG0010812	CP8_g53697_DN3_SP4_c.t1	Om006G249820
OG0010813	CP8_g53712_DN3_SP6_c.t1	Om006G249640
OG0010815	CP8_g53755_DN3_SP4_c.t1	Om006G249080
OG0010816	CP8_g53778_DN3_SP1_c.t1	Om006G248470
OG0010817	CP8_g53799_DN3_SP5_c.t1	Om006G248200
OG0010818	CP11_g32652_DN3_SP3_c.t1	Om004G161790
OG0010819	CP11_g32689_DN3_SP1_c.t1	Om004G162240
OG0010820	CP11_g32723_DN3_SP0_c.t1	Om004G162730
OG0010821	CP11_g32747_DN3_SP0_c.t1	Om004G163140
OG0010822	CP11_g32763_DN3_SP8_c.t1	Om004G163350
OG0010825	CP11_g32779_DN3_SP0_c.t1	Om004G163600
OG0010826	CP11_g32814_DN3_SP7_c.t1	Om004G164260
OG0010827	CP11_g32817_DN3_SP2_c.t1	Om004G164290
OG0010828	CP11_g32830_DN3_SP0_c.t1	Om004G164510
OG0010829	CP11_g32835_DN3_SP0_c.t1	Om004G164580
OG0010830	CP11_g32863_DN3_SP6_c.t1	Om004G165070
OG0010831	CP2_g47739_DN3_SP5_c.t1	Om006G231620
OG0010833	CP11_g32920_DN3_SP3_c.t1	Om004G165970
OG0010834	CP11_g32921_DN3_SP0_c.t1	Om004G165980
OG0010835	CP11_g32956_DN1_SP0_c.t1	Om004G166420
OG0010837	CP2_g47883_DN3_SP8_c.t1	Om006G233280
OG0010838	CP11_g33045_DN3_SP0_c.t1	Om004G167490
OG0010840	CP11_g33156_DN3_SP2_c.t1	Om004G168930
OG0010840	CP11_g33155_DN3_SP0_c.t1	Om004G168910
OG0010841	CP6_g7113_DN3_SP2_c.t1	Om001G000080
OG0010842	CP6_g7050_DN3_SP0_c.t1	Om001G000710, Om001G000450, Om001G000500
OG0010844	CP6_g6972_DN3_SP3_c.t1	Om001G002210
OG0010845	CP6_g6959_DN3_SP0_c.t1	Om001G002500
OG0010846	CP6_g6952_DN3_SP0_c.t1	Om001G002580
OG0010847	CP6_g6945_DN3_SP0_c.t1	Om001G002660
OG0010848	CP6_g6915_DN3_SP4_c.t1	Om001G003100, Om001G003050
OG0010850	CP6_g6880_DN3_SP1_c.t1	Om001G003890, Om008G329030
OG0010852	CP6_g6839_DN3_SP0_c.t1	Om001G004790
