Orthogroup	Conringia_planisiliqua	Alyssum_gmelinii
OG0008888	CP8_g54395_DN3_SP8_c.t1	Ag008G719520
OG0008889	CP8_g54372_DN3_SP3_c.t1	Ag008G719310
OG0008890	CP8_g54367_DN3_SP0_c.t1	Ag008G719380
OG0008891	CP8_g54360_DN3_SP8_c.t1	Ag008G719170
OG0008892	CP8_g54311_DN3_SP0_c.t1	Ag008G718320
OG0008893	CP8_g54310_DN3_SP8_c.t1	Ag008G718300
OG0008894	CP8_g54357_DN3_SP1_c.t1	Ag008G719150
OG0008895	CP8_g54272_DN3_SP7_c.t1	Ag008G717770
OG0008896	CP2_g48224_DN3_SP8_c.t1	Ag008G724730
OG0008897	CP8_g54232_DN3_SP3_c.t1	Ag008G716770
OG0008898	CP8_g54230_DN3_SP8_c.t1	Ag008G716690
OG0008899	CP8_g54211_DN3_SP0_c.t1	Ag008G716420
OG0008900	CP8_g54205_DN3_SP8_c.t1	Ag008G716350
OG0008901	CP8_g54201_DN3_SP5_c.t1	Ag008G716300
OG0008902	CP8_g54190_DN3_SP8_c.t1	Ag008G716160
OG0008903	CP8_g54163_DN3_SP8_c.t1	Ag008G715110
OG0008904	CP8_g54160_DN3_SP0_c.t1	Ag008G715040
OG0008905	CP8_g54121_DN3_SP8_c.t1	Ag004G342670, Ag008G713990
OG0008906	CP8_g54103_DN3_SP3_c.t1	Ag008G713010
OG0008907	CP8_g54092_DN3_SP8_c.t1	Ag008G712730
OG0008908	CP8_g54045_DN3_SP7_c.t1	Ag008G711400
OG0008909	CP2_g47920_DN3_SP8_c.t1	Ag008G730330
OG0008911	CP8_g54019_DN3_SP3_c.t1	Ag008G710450
OG0008912	CP8_g54012_DN2_SP1_c.t1	Ag008G709970
OG0008913	CP8_g54002_DN3_SP7_c.t1	Ag008G710020
OG0008914	CP8_g53998_DN2_SP0_c.t1	Ag008G709860
OG0008915	CP8_g53926_DN3_SP7_c.t1	Ag008G707760
OG0008916	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1	Ag008G707680
OG0008917	CP8_g53968_DN3_SP0_c.t1	Ag008G709180
OG0008918	CP8_g53935_DN1_SP0_c.t1	Ag008G708140
OG0008919	CP8_g53912_DN3_SP8_c.t1	Ag008G707480
OG0008920	CP8_g53907_DN3_SP8_c.t1	Ag008G707120
OG0008921	CP8_g53901_DN3_SP0_c.t1	Ag008G707050
OG0008922	CP2_g47932_DN3_SP8_c.t1	Ag008G730220
OG0008923	CP2_g47927_DN3_SP8_c.t1	Ag008G730270
OG0008924	CP1_g37103_DN3_SP0_c.t1	Ag004G308220
OG0008925	CP2_g47912_DN3_SP8_c.t1	Ag008G730480
OG0008927	CP2_g47870_DN3_SP8_c.t1	Ag008G731060
OG0008928	CP2_g47836_DN3_SP3_c.t1	Ag008G731570
OG0008929	CP2_g47820_DN3_SP0_c.t1	Ag008G731800
OG0008930	CP2_g47796_DN3_SP8_c.t1	Ag008G732240
OG0008931	CP2_g47786_DN3_SP1_c.t1	Ag008G732440, Ag008G698380
OG0008932	CP2_g47784_DN3_SP8_c.t1	Ag008G732490
OG0008933	CP2_g47698_DN2_SP0_c.t1	Ag008G733770
OG0008934	CP2_g47688_DN3_SP1_c.t1	Ag008G733990
OG0008935	CP2_g47670_DN3_SP8_c.t1	Ag008G734180
OG0008936	CP2_g47657_DN3_SP8_c.t1	Ag008G734390
OG0008937	CP2_g47623_DN2_SP6_c.t1	Ag008G734780
OG0008938	CP2_g47607_DN3_SP7_c.t1	Ag008G734980
OG0008939	CP2_g47605_DN3_SP1_c.t1	Ag008G735000, Ag004G318200
OG0008940	CP2_g47592_DN3_SP8_c.t1	Ag001G100120
OG0008941	CP2_g47576_DN3_SP0_c.t1	Ag001G099930
OG0008942	CP2_g47567_DN3_SP5_c.t1	Ag001G099860
OG0008943	CP2_g47564_DN3_SP0_c.t1	Ag001G099810, Ag001G099820
OG0008944	CP2_g47558_DN3_SP3_c.t1	Ag001G099540
OG0008945	CP2_g47537_DN3_SP1_c.t1	Ag001G099350
OG0008946	CP2_g47517_DN2_SP8_c.t1	Ag001G099140
OG0008947	CP8_g54622_DN3_SP8_c.t1	Ag006G516960
OG0008948	CP1_g36437_DN3_SP7_c.t1	Ag004G297750
OG0008949	CP8_g54643_DN3_SP8_c.t1	Ag006G497340
OG0008950	CP8_g54652_DN1_SP0_c.t1	Ag006G519910
OG0008951	CP8_g54655_DN3_SP4_c.t1	Ag006G519850
OG0008952	CP8_g54602_DN3_SP8_c.t1	Ag006G516460
OG0008953	CP8_g54565_DN3_SP0_c.t1	Ag006G515380
OG0008954	CP8_g54542_DN3_SP0_c.t1	Ag006G514890
OG0008955	CP11_g32113_DN3_SP8_c.t1	Ag006G512580
OG0008956	CP11_g32102_DN3_SP4_c.t1	Ag006G512250
OG0008957	CP11_g32082_DN3_SP3_c.t1	Ag006G511610
OG0008958	CP11_g32027_DN3_SP1_c.t1	Ag006G497780, Ag006G509550
OG0008959	CP11_g32018_DN3_SP3_c.t1	Ag006G508570
OG0008960	CP11_g31986_DN3_SP0_c.t1	Ag007G599260
OG0008961	CP11_g31984_DN3_SP8_c.t1	Ag007G599240
OG0008962	CP4_g25414_DN3_SP0_c.t1	Ag007G588220
OG0008963	CP13_g20230_DN3_SP8_c.t1	Ag007G587240
OG0008964	CP13_g20232_DN3_SP4_c.t1	Ag007G587260
OG0008965	CP13_g20266_DN3_SP8_c.t1	Ag007G587630
OG0008966	CP13_g20274_DN3_SP0_c.t1	Ag007G587700
OG0008968	CP4_g25435_DN3_SP3_c.t1	Ag007G588490
OG0008969	CP4_g25424_DN3_SP6_c.t1	Ag007G588400
OG0008970	CP4_g25469_DN3_SP3_c.t1	Ag007G617030, Ag007G588790
OG0008971	CP4_g25463_DN3_SP6_c.t1	Ag007G588720
OG0008972	CP4_g25532_DN3_SP6_c.t1	Ag007G589730
OG0008974	CP4_g25525_DN3_SP0_c.t1	Ag007G589620
OG0008975	CP7_g46481_DN1_SP8_c.t1	Ag001G000020
OG0008977	CP4_g25607_DN3_SP0_c.t1	Ag007G591180
OG0008978	CP4_g25621_DN3_SP1_c.t1	Ag007G591360
OG0008979	CP4_g25644_DN3_SP6_c.t1	Ag007G591570
OG0008980	CP4_g25669_DN3_SP5_c.t1	Ag007G591910
OG0008982	CP4_g25728_DN3_SP0_c.t1	Ag007G592670
OG0008983	CP4_g25732_DN3_SP1_c.t1	Ag007G592710
OG0008984	CP4_g25811_DN3_SP7_c.t1	Ag007G594090
OG0008985	CP4_g25838_DN3_SP0_c.t1	Ag007G594720
OG0008986	CP4_g25840_DN2_SP3_c.t1	Ag007G594780
OG0008987	CP4_g25853_DN2_SP0_c.t1	Ag007G594960
OG0008988	CP4_g25856_DN3_SP3_c.t1	Ag007G594990
OG0008989	CP4_g25879_DN3_SP0_c.t1	Ag007G595350
OG0008990	CP4_g25883_DN3_SP5_c.t1	Ag007G595420
OG0008991	CP4_g25913_DN3_SP8_c.t1	Ag007G595810
OG0008992	CP4_g25924_DN3_SP8_c.t1	Ag007G595920
OG0008993	CP4_g25944_DN2_SP0_c.t1	Ag007G596130
OG0008994	CP4_g25997_DN3_SP6_c.t1	Ag007G596660, Ag007G596670
OG0008995	CP4_g25998_DN3_SP2_c.t1	Ag007G596680
OG0008996	CP4_g26134_DN3_SP6_c.t1	Ag007G597270
OG0008997	CP4_g26108_DN3_SP0_c.t1	Ag007G597120
OG0008998	CP4_g26095_DN3_SP8_c.t1	Ag007G597060
OG0008999	CP4_g26068_DN3_SP7_c.t1	Ag007G596930
OG0009000	CP58_g46914_DN3_SP4_c.t1	Ag007G628250, Ag007G628290
OG0009001	CP18_g11728_DN3_SP0_c.t1	Ag006G527370
OG0009002	CP16_g55684_DN3_SP2_c.t1	Ag006G527800
OG0009003	CP16_g55683_DN3_SP5_c.t1	Ag006G508460
OG0009004	CP5_g1260_DN3_SP8_c.t1	Ag003G251740
OG0009005	CP5_g1263_DN3_SP8_c.t1	Ag003G251690
OG0009006	CP5_g1301_DN3_SP7_c.t1	Ag003G251070
OG0009007	CP10_g42153_DN3_SP0_c.t1	Ag001G100290
OG0009008	CP10_g42151_DN3_SP0_c.t1	Ag001G100320
OG0009010	CP10_g42128_DN3_SP8_c.t1	Ag001G100660
OG0009011	CP10_g42129_DN3_SP7_c.t1	Ag001G100640
OG0009012	CP10_g42117_DN3_SP8_c.t1	Ag001G100760
OG0009013	CP19_g18004_DN3_SP8_c.t1	Ag003G248680
OG0009014	CP5_g1314_DN3_SP4_c.t1	Ag003G250980
OG0009015	CP19_g17952_DN3_SP6_c.t1	Ag005G480700
OG0009016	CP10_g42188_DN3_SP8_c.t1	Ag005G490240
OG0009017	CP10_g42211_DN3_SP0_c.t1	Ag005G489920
OG0009018	CP10_g42249_DN3_SP4_c.t1	Ag005G489150
OG0009019	CP10_g42254_DN3_SP8_c.t1	Ag005G489100
OG0009020	CP10_g42276_DN3_SP0_c.t1	Ag005G488500
OG0009021	CP10_g42286_DN1_SP0_c.t1	Ag005G488390
OG0009022	CP10_g42302_DN3_SP8_c.t1	Ag005G488140
OG0009023	CP10_g42308_DN3_SP2_c.t1	Ag005G488060
OG0009024	CP10_g42309_DN3_SP0_c.t1	Ag005G488050
OG0009025	CP10_g42335_DN3_SP4_c.t1	Ag005G487600, Ag005G487620
OG0009026	CP10_g42358_DN3_SP3_c.t1	Ag005G486980
OG0009027	CP10_g42398_DN3_SP0_c.t1	Ag005G486250
OG0009028	CP10_g42405_DN3_SP1_c.t1	Ag005G486150
OG0009029	CP10_g42406_DN3_SP1_c.t1	Ag005G486120
OG0009030	CP10_g42420_DN3_SP8_c.t1	Ag005G485770
OG0009031	CP10_g42435_DN3_SP5_c.t1	Ag005G485560
OG0009032	CP10_g42451_DN3_SP3_c.t1	Ag005G485280
OG0009033	CP10_g42454_DN3_SP8_c.t1	Ag005G485190
OG0009034	CP10_g42458_DN3_SP8_c.t1	Ag005G485140
OG0009035	CP10_g42475_DN3_SP0_c.t1	Ag005G484810
OG0009036	CP10_g42502_DN3_SP4_c.t1	Ag005G484340
OG0009037	CP10_g42507_DN3_SP2_c.t1	Ag005G484220, Ag005G484210
OG0009038	CP10_g42557_DN3_SP0_c.t1	Ag005G483180
OG0009039	CP10_g42559_DN3_SP6_c.t1	Ag004G340650, Ag005G483160
OG0009040	CP10_g42611_DN3_SP2_c.t1	Ag005G482290
OG0009041	CP10_g42628_DN3_SP0_c.t1	Ag005G481910
OG0009042	CP10_g42656_DN3_SP5_c.t1	Ag005G481360
OG0009043	CP10_g42671_DN3_SP7_c.t1	Ag005G481180
OG0009044	CP10_g42695_DN3_SP0_c.t1	Ag005G480690
OG0009045	CP10_g42716_DN3_SP4_c.t1	Ag005G480440
OG0009047	CP10_g42738_DN3_SP8_c.t1	Ag005G480210
OG0009048	CP10_g42741_DN3_SP8_c.t1	Ag005G480170
OG0009049	CP10_g42744_DN3_SP0_c.t1	Ag005G479840
OG0009050	CP5_g2685_DN3_SP0_c.t1	Ag007G656650
OG0009051	CP18_g12108_DN3_SP8_c.t1	Ag001G006800, Ag006G526380
OG0009052	CP5_g1102_DN3_SP3_c.t1	Ag006G506880
OG0009053	CP10_g42813_DN3_SP7_c.t1	Ag005G478900
OG0009054	CP10_g42817_DN3_SP6_c.t1	Ag005G478850
OG0009055	CP1_g38495_DN2_SP0_c.t1	Ag007G584180
OG0009056	CP7_g44701_DN2_SP0_c.t1, CP4_g24663_DN3_SP8_c.t1	Ag002G187380
OG0009057	CP4_g24668_DN3_SP1_c.t1	Ag002G187130
OG0009058	CP4_g24673_DN3_SP7_c.t1	Ag002G186690
OG0009059	CP4_g24684_DN3_SP8_c.t1	Ag002G186430
OG0009060	CP4_g24687_DN3_SP8_c.t1	Ag002G186290
OG0009061	CP4_g24698_DN3_SP0_c.t1	Ag002G185710
OG0009062	CP4_g24755_DN1_SP0_c.t1	Ag002G183080
OG0009063	CP4_g24756_DN2_SP0_c.t1	Ag002G183030
OG0009064	CP4_g24771_DN3_SP5_c.t1	Ag002G181840
OG0009065	CP4_g24801_DN3_SP8_c.t1	Ag002G180490
OG0009066	CP4_g24779_DN3_SP0_c.t1	Ag002G181460, Ag002G181470
OG0009067	CP4_g24808_DN3_SP8_c.t1	Ag002G180120
OG0009068	CP4_g24850_DN3_SP8_c.t1	Ag002G177940
OG0009069	CP9_g28383_DN3_SP0_c.t1	Ag004G354220
OG0009070	CP4_g24852_DN3_SP8_c.t1	Ag002G177850
OG0009071	CP4_g25130_DN3_SP8_c.t1	Ag002G166050
OG0009072	CP4_g25125_DN3_SP0_c.t1	Ag002G166130
OG0009073	CP4_g25123_DN3_SP8_c.t1	Ag002G166350, Ag007G634980
OG0009074	CP3_g14089_DN3_SP7_c.t1	Ag001G069820
OG0009075	CP4_g25092_DN3_SP0_c.t1	Ag002G167360
OG0009076	CP4_g25078_DN3_SP0_c.t1	Ag002G167930
OG0009077	CP4_g25050_DN3_SP8_c.t1	Ag002G169650
OG0009078	CP4_g25035_DN3_SP6_c.t1	Ag002G170780
OG0009079	CP4_g25001_DN3_SP5_c.t1	Ag002G171830
OG0009080	CP4_g24941_DN3_SP5_c.t1	Ag002G174480
OG0009081	CP4_g24940_DN3_SP6_c.t1	Ag002G174470, Ag003G264530
OG0009082	CP4_g24862_DN3_SP8_c.t1	Ag002G177470
OG0009083	CP4_g24863_DN3_SP2_c.t1	Ag002G177460
OG0009084	CP4_g24921_DN3_SP3_c.t1	Ag002G175020
OG0009085	CP4_g24875_DN3_SP0_c.t1	Ag002G176760, Ag002G176770, Ag002G176810
OG0009086	CP4_g24890_DN3_SP8_c.t1	Ag002G176210
OG0009087	CP4_g24891_DN3_SP5_c.t1	Ag002G176060
OG0009088	CP4_g25158_DN3_SP8_c.t1	Ag002G164780
OG0009089	CP1_g37829_DN3_SP2_c.t1	Ag004G322750
OG0009090	CP1_g37831_DN3_SP0_c.t1	Ag004G322770
OG0009091	CP7_g46190_DN3_SP6_c.t1	Ag004G322950
OG0009092	CP7_g46183_DN3_SP6_c.t1	Ag004G323020
OG0009093	CP7_g46172_DN3_SP3_c.t1	Ag004G323130
OG0009094	CP7_g46167_DN3_SP0_c.t1	Ag004G323530
OG0009095	CP7_g46137_DN3_SP5_c.t1	Ag004G324330
OG0009096	CP7_g46124_DN3_SP1_c.t1	Ag004G324600
OG0009097	CP7_g46102_DN2_SP0_c.t1	Ag004G324950, Ag004G324960
OG0009098	CP7_g46093_DN2_SP0_c.t1	Ag004G325110
OG0009099	CP7_g46090_DN2_SP2_c.t1	Ag004G325200
OG0009100	CP7_g46060_DN3_SP8_c.t1	Ag004G325670
OG0009101	CP7_g46022_DN3_SP8_c.t1	Ag004G326500
OG0009102	CP7_g46009_DN3_SP1_c.t1	Ag004G327170
OG0009103	CP7_g46007_DN3_SP0_c.t1	Ag004G327350
OG0009104	CP7_g45984_DN3_SP3_c.t1	Ag004G327970, Ag007G641810, Ag002G159700, Ag001G007230
OG0009105	CP7_g45937_DN3_SP1_c.t1	Ag004G329440
OG0009106	CP7_g45897_DN3_SP1_c.t1	Ag004G330240
OG0009107	CP7_g45893_DN3_SP0_c.t1, CP5_g1828_DN3_SP0_c.t1	Ag002G152870
OG0009108	CP7_g45891_DN3_SP0_c.t1	Ag004G330310
OG0009109	CP7_g45889_DN3_SP7_c.t1	Ag004G330330
OG0009110	CP7_g45849_DN3_SP8_c.t1	Ag004G331600
OG0009111	CP7_g45771_DN3_SP8_c.t1	Ag004G333230
OG0009112	CP7_g45770_DN3_SP7_c.t1	Ag004G333250
OG0009113	CP7_g45741_DN3_SP8_c.t1	Ag004G333840
OG0009115	CP7_g45661_DN3_SP7_c.t1	Ag004G336050
OG0009116	CP3_g13937_DN3_SP8_c.t1	Ag001G074770
OG0009118	CP7_g45583_DN3_SP8_c.t1	Ag004G338410
OG0009119	CP7_g45582_DN3_SP0_c.t1	Ag004G338450
OG0009120	CP7_g45515_DN3_SP8_c.t1	Ag004G340230
OG0009121	CP7_g45514_DN3_SP8_c.t1	Ag004G340250
OG0009122	CP7_g45476_DN3_SP8_c.t1	Ag004G341400
OG0009123	CP7_g45448_DN3_SP6_c.t1	Ag003G241880
OG0009125	CP7_g45410_DN3_SP7_c.t1	Ag003G242550
OG0009127	CP7_g45331_DN3_SP8_c.t1	Ag003G244210
OG0009128	CP7_g45310_DN3_SP3_c.t1	Ag003G244700
OG0009129	CP7_g45301_DN3_SP4_c.t1	Ag003G253190
OG0009130	CP9_g28527_DN3_SP8_c.t1	Ag004G349340
OG0009131	CP7_g45285_DN3_SP8_c.t1	Ag003G245280
OG0009132	CP7_g45273_DN2_SP0_c.t1	Ag003G245640
OG0009134	CP7_g45263_DN3_SP8_c.t1	Ag003G245740
OG0009137	CP7_g45204_DN2_SP0_c.t1	Ag006G503120
OG0009138	CP7_g45201_DN3_SP1_c.t1	Ag002G177780
OG0009139	CP7_g45176_DN2_SP7_c.t1	Ag007G622450
OG0009140	CP7_g45149_DN3_SP3_c.t1	Ag003G246090
OG0009141	CP19_g18222_DN2_SP0_c.t1	Ag002G127290
OG0009142	CP27_g41757_DN3_SP6_c.t1	Ag001G041240
OG0009143	CP19_g18202_DN3_SP0_c.t1	Ag007G586780
OG0009144	CP19_g18171_DN3_SP2_c.t1	Ag007G598440
OG0009145	CP19_g18158_DN3_SP0_c.t1	Ag007G598580
OG0009146	CP16_g55279_DN3_SP8_c.t1	Ag006G524880
OG0009149	CP16_g55235_DN3_SP8_c.t1	Ag006G525430
OG0009150	CP16_g55124_DN3_SP8_c.t1	Ag001G021820, Ag001G021730
OG0009151	CP16_g55094_DN3_SP8_c.t1	Ag006G524820
OG0009152	CP16_g55046_DN2_SP0_c.t1	Ag006G524300
OG0009153	CP16_g55032_DN3_SP0_c.t1	Ag004G340430
OG0009155	CP16_g54952_DN3_SP8_c.t1	Ag006G523780
OG0009156	CP3_g14219_DN3_SP8_c.t1	Ag001G067020
OG0009157	CP16_g54889_DN3_SP6_c.t1	Ag006G523160
OG0009159	CP16_g54816_DN3_SP4_c.t1, CP16_g54813_DN2_SP0_c.t1	Ag006G521890
OG0009160	CP16_g54764_DN3_SP5_c.t1	Ag006G521140
OG0009162	CP1_g37808_DN3_SP0_c.t1	Ag004G322360
OG0009163	CP1_g37786_DN3_SP0_c.t1	Ag004G321540
OG0009164	CP1_g37770_DN3_SP2_c.t1	Ag004G321100
OG0009165	CP1_g37722_DN3_SP0_c.t1	Ag004G319850
OG0009166	CP1_g37720_DN3_SP1_c.t1	Ag004G319780
OG0009167	CP1_g37699_DN3_SP8_c.t1	Ag004G319480
OG0009168	CP1_g37628_DN3_SP8_c.t1	Ag004G317830
OG0009169	CP1_g37631_DN3_SP7_c.t1	Ag004G317860
OG0009170	CP1_g37599_DN3_SP0_c.t1	Ag004G317140
OG0009171	CP1_g37538_DN3_SP8_c.t1	Ag004G315720
OG0009172	CP1_g37480_DN3_SP8_c.t1	Ag004G314740
OG0009173	CP1_g37469_DN3_SP7_c.t1	Ag004G314510
OG0009174	CP1_g37434_DN3_SP2_c.t1	Ag004G313700
OG0009175	CP1_g37375_DN3_SP8_c.t1	Ag004G312600
OG0009176	CP1_g37373_DN3_SP8_c.t1	Ag004G312580
OG0009177	CP1_g37364_DN3_SP3_c.t1	Ag004G312360
OG0009178	CP1_g37312_DN3_SP8_c.t1	Ag004G311530
OG0009179	CP1_g37268_DN3_SP7_c.t1	Ag004G310750
OG0009180	CP1_g37277_DN3_SP8_c.t1	Ag004G310840
OG0009181	CP1_g37232_DN3_SP3_c.t1	Ag004G310310
OG0009182	CP1_g37211_DN3_SP0_c.t1	Ag004G309870
OG0009183	CP7_g44603_DN3_SP0_c.t1	Ag004G309700
OG0009184	CP1_g37188_DN3_SP8_c.t1	Ag004G309310
OG0009185	CP1_g37177_DN3_SP2_c.t1	Ag004G309180
OG0009186	CP8_g54336_DN3_SP3_c.t1	Ag008G718940
OG0009187	CP1_g37165_DN3_SP8_c.t1	Ag004G309030
OG0009188	CP1_g37160_DN3_SP3_c.t1	Ag004G308960
OG0009189	CP1_g37138_DN3_SP5_c.t1	Ag004G308700
OG0009190	CP1_g37139_DN3_SP3_c.t1	Ag004G308710
OG0009191	CP1_g37142_DN3_SP6_c.t1	Ag004G308730
OG0009192	CP1_g37144_DN3_SP2_c.t1	Ag004G308750
OG0009193	CP1_g37132_DN2_SP0_c.t1	Ag004G308630
OG0009194	CP1_g37125_DN3_SP8_c.t1	Ag004G308560
OG0009195	CP1_g37080_DN3_SP4_c.t1	Ag004G307830
OG0009196	CP1_g37114_DN3_SP8_c.t1	Ag004G308390
OG0009197	CP1_g37048_DN3_SP8_c.t1	Ag004G307340
OG0009198	CP1_g37024_DN3_SP8_c.t1	Ag004G306980
OG0009199	CP1_g37003_DN3_SP0_c.t1	Ag004G306560
OG0009200	CP1_g36932_DN3_SP8_c.t1	Ag004G305590
OG0009201	CP1_g36927_DN3_SP8_c.t1	Ag004G305530
OG0009202	CP1_g36918_DN2_SP0_c.t1	Ag004G305400
OG0009203	CP1_g36915_DN3_SP4_c.t1	Ag004G305370
OG0009205	CP1_g36871_DN3_SP8_c.t1	Ag004G304760
OG0009206	CP1_g36829_DN3_SP8_c.t1	Ag004G303970
OG0009207	CP1_g36827_DN3_SP8_c.t1	Ag004G303940
OG0009208	CP1_g36549_DN3_SP8_c.t1	Ag004G303780
OG0009209	CP9_g29699_DN3_SP0_c.t1	Ag003G208230, Ag002G161190
OG0009210	CP1_g36581_DN3_SP8_c.t1	Ag001G009640, Ag004G303200
OG0009211	CP1_g36594_DN3_SP8_c.t1	Ag004G303020, Ag004G303010
OG0009212	CP1_g36597_DN3_SP8_c.t1	Ag004G302970
OG0009213	CP1_g36623_DN3_SP0_c.t1	Ag004G302580
OG0009214	CP1_g36647_DN3_SP2_c.t1	Ag004G302300
OG0009215	CP1_g36675_DN3_SP8_c.t1	Ag004G301980
OG0009216	CP1_g36725_DN3_SP1_c.t1	Ag004G300880
OG0009217	CP1_g36759_DN3_SP0_c.t1	Ag004G300250
OG0009218	CP1_g36766_DN3_SP0_c.t1	Ag004G300140
OG0009219	CP1_g36790_DN1_SP0_c.t1	Ag004G299840
OG0009220	CP1_g36809_DN3_SP0_c.t1	Ag004G299560
OG0009221	CP1_g36815_DN3_SP8_c.t1	Ag004G299450
OG0009222	CP1_g36527_DN3_SP3_c.t1	Ag004G299160
OG0009223	CP1_g36516_DN3_SP0_c.t1	Ag004G298870
OG0009224	CP1_g36509_DN3_SP5_c.t1	Ag005G442530, Ag002G191950, Ag005G451610, Ag002G104650, Ag004G298790
OG0009226	CP1_g36491_DN3_SP0_c.t1	Ag004G298600
OG0009227	CP1_g36486_DN3_SP0_c.t1	Ag004G298500
OG0009228	CP1_g36459_DN3_SP1_c.t1	Ag004G298160
OG0009229	CP1_g36441_DN3_SP5_c.t1	Ag004G297810
OG0009230	CP1_g36411_DN3_SP7_c.t1	Ag004G297420
OG0009231	CP1_g36400_DN2_SP8_c.t1	Ag004G297330
OG0009232	CP11_g32572_DN3_SP2_c.t1	Ag007G613040
OG0009233	CP11_g32566_DN3_SP2_c.t1	Ag007G613170
OG0009234	CP11_g32545_DN3_SP3_c.t1	Ag007G613550
OG0009236	CP11_g32479_DN3_SP7_c.t1	Ag007G616420
OG0009237	CP11_g32473_DN3_SP7_c.t1	Ag007G616710
OG0009238	CP11_g32465_DN3_SP3_c.t1	Ag007G616990
OG0009239	CP11_g32407_DN3_SP8_c.t1	Ag007G619320
OG0009240	CP11_g32430_DN3_SP8_c.t1	Ag007G618510
OG0009241	CP11_g32447_DN3_SP2_c.t1	Ag007G617730
OG0009242	CP11_g32394_DN3_SP0_c.t1	Ag007G619830
OG0009243	CP11_g32357_DN3_SP8_c.t1	Ag007G621200
OG0009244	CP11_g32350_DN3_SP0_c.t1	Ag007G621360
OG0009245	CP11_g32297_DN3_SP7_c.t1	Ag007G623140
OG0009246	CP11_g32289_DN3_SP0_c.t1	Ag007G623430
OG0009247	CP11_g32261_DN3_SP1_c.t1	Ag007G624330
OG0009248	CP11_g32254_DN2_SP0_c.t1	Ag006G492560, Ag007G624620
OG0009249	CP11_g32213_DN3_SP0_c.t1	Ag007G626150
OG0009250	CP11_g32159_DN3_SP4_c.t1	Ag007G628550
OG0009251	CP8_g54449_DN3_SP7_c.t1	Ag007G629280
OG0009252	CP8_g54442_DN3_SP8_c.t1	Ag007G628990
OG0009253	CP8_g54409_DN3_SP3_c.t1	Ag007G633040
OG0009254	CP8_g54408_DN3_SP0_c.t1	Ag007G633060
OG0009255	CP2_g48608_DN3_SP0_c.t1	Ag007G637070
OG0009256	CP2_g48662_DN3_SP3_c.t1	Ag007G641580
OG0009257	CP2_g48720_DN3_SP1_c.t1	Ag003G231840
OG0009258	CP2_g48684_DN3_SP8_c.t1	Ag002G161430
OG0009259	CP2_g48727_DN2_SP0_c.t1	Ag007G612130
OG0009260	CP2_g48735_DN3_SP8_c.t1	Ag007G642550
OG0009262	CP11_g32606_DN3_SP8_c.t1	Ag007G612140
OG0009263	CP11_g32614_DN3_SP8_c.t1	Ag007G612000
OG0009264	CP11_g33275_DN3_SP8_c.t1	Ag006G505580
OG0009265	CP11_g33277_DN3_SP8_c.t1	Ag006G505600
OG0009267	CP11_g32589_DN3_SP1_c.t1	Ag007G612540
OG0009268	CP11_g33260_DN3_SP6_c.t1	Ag006G505170
OG0009269	CP11_g33257_DN2_SP8_c.t1	Ag006G505100
OG0009270	CP11_g32632_DN3_SP7_c.t1	Ag007G611540
OG0009271	CP11_g33215_DN3_SP0_c.t1	Ag006G503700
OG0009272	CP11_g33214_DN3_SP4_c.t1	Ag006G503680
OG0009273	CP11_g33299_DN2_SP0_c.t1	Ag006G502800
OG0009274	CP11_g33303_DN3_SP2_c.t1	Ag006G501940
OG0009275	CP11_g33322_DN3_SP4_c.t1	Ag006G501620
OG0009277	CP11_g33370_DN3_SP1_c.t1	Ag006G500050
OG0009278	CP11_g33373_DN1_SP0_c.t1	Ag006G500010
OG0009279	CP11_g33393_DN3_SP4_c.t1	Ag006G499430
OG0009280	CP11_g33414_DN3_SP0_c.t1	Ag006G499090
OG0009281	CP2_g48456_DN2_SP1_c.t1	Ag008G720510
OG0009282	CP2_g48480_DN3_SP0_c.t1	Ag004G380780, Ag008G720300
OG0009283	CP2_g48461_DN3_SP8_c.t1	Ag008G720470
OG0009284	CP2_g48442_DN3_SP2_c.t1	Ag008G721000
OG0009285	CP2_g48433_DN3_SP8_c.t1	Ag008G721110
OG0009286	CP2_g48423_DN3_SP8_c.t1	Ag008G721280
OG0009287	CP2_g48412_DN3_SP8_c.t1	Ag008G721580
OG0009288	CP2_g48410_DN3_SP3_c.t1	Ag008G721600
OG0009289	CP2_g48389_DN3_SP7_c.t1	Ag008G721960
OG0009290	CP2_g48383_DN3_SP5_c.t1	Ag008G722020
OG0009291	CP3_g13874_DN3_SP7_c.t1	Ag001G076100
OG0009292	CP2_g48379_DN3_SP6_c.t1	Ag008G722090
OG0009293	CP2_g48362_DN3_SP5_c.t1	Ag008G722450
OG0009294	CP2_g48316_DN3_SP3_c.t1	Ag008G723310
OG0009295	CP2_g48279_DN3_SP0_c.t1	Ag008G723870
OG0009297	CP2_g48266_DN3_SP8_c.t1	Ag008G724150
OG0009298	CP2_g48263_DN3_SP7_c.t1	Ag008G724180
OG0009299	CP2_g48247_DN3_SP0_c.t1	Ag008G724380
OG0009300	CP2_g48188_DN3_SP2_c.t1	Ag008G725310
OG0009301	CP2_g48127_DN3_SP8_c.t1	Ag008G726470
OG0009302	CP2_g48112_DN3_SP6_c.t1	Ag008G726760
OG0009303	CP2_g48021_DN3_SP0_c.t1	Ag008G728560
