Orthogroup	Conringia_planisiliqua	Brassica_napus
OG0007554	CP10_g43045_DN3_SP8_c.t1	XP_013750330.2, XP_048635938.1, XP_022555200.1, XP_013648159.2
OG0007555	CP10_g43086_DN3_SP8_c.t1	XP_022575531.1, XP_013640169.1
OG0007556	CP10_g43092_DN3_SP5_c.t1	XP_013647448.2, XP_013729543.1, XP_013750143.2, XP_022558532.2
OG0007557	CP10_g43100_DN3_SP5_c.t1	XP_048600660.1, XP_013732098.2, XP_022575524.1, XP_013750135.1
OG0007558	CP10_g43114_DN2_SP8_c.t1	XP_013750073.1
OG0007559	CP10_g43123_DN3_SP3_c.t1	XP_013648187.1, XP_048608944.1, XP_048635921.1, XP_013640152.1
OG0007560	CP10_g43131_DN3_SP0_c.t1	XP_013673240.1, XP_022544852.1
OG0007561	CP10_g43136_DN3_SP8_c.t1	XP_013644770.1, XP_013648190.1, XP_013646481.1
OG0007562	CP10_g43143_DN3_SP4_c.t1	XP_013648196.1, XP_013644778.1, XP_013712547.1, XP_013750096.1
OG0007563	CP5_g1195_DN3_SP3_c.t1	XP_013738210.2, XP_013705680.1, XP_013710352.2, XP_048593682.1
OG0007565	CP10_g43157_DN3_SP1_c.t1	XP_048635905.1, XP_048615200.1, XP_013697865.1, XP_013648200.2
OG0007566	CP10_g43161_DN3_SP8_c.t1	XP_013710647.2, XP_013640161.1, XP_022573523.2, NP_001303210.1, XP_013747399.2
OG0007567	CP10_g43193_DN3_SP8_c.t1	XP_013648214.1, XP_013696602.1, XP_013731735.2, XP_013749949.1
OG0007568	CP10_g43195_DN3_SP2_c.t1	XP_013731713.1, XP_013749945.1, XP_013693527.1, XP_048632347.1
OG0007569	CP5_g587_DN3_SP5_c.t1	XP_013690063.2, XP_013738394.1, XP_022549315.1, XP_048601128.1
OG0007570	CP8_g52168_DN3_SP8_c.t1	XP_022571828.1, XP_013684029.2, XP_013701993.1, XP_013641947.1
OG0007571	CP13_g19819_DN3_SP0_c.t1	XP_013706368.1, XP_013698212.2
OG0007572	CP1_g38440_DN3_SP1_c.t1	XP_013749320.2, XP_022564142.2, XP_013666819.2, XP_048615476.1
OG0007573	CP8_g52919_DN3_SP2_c.t1	XP_013683994.1, NP_001303118.1, NP_001302843.1, NP_001302521.1
OG0007574	CP8_g52926_DN2_SP0_c.t1	XP_013681808.1, XP_048608356.1, XP_048631924.1, XP_013681317.1
OG0007575	CP8_g52950_DN2_SP0_c.t1	XP_013680644.1, XP_013680741.1
OG0007577	CP5_g680_DN3_SP5_c.t1	XP_013664217.1, XP_013735167.2, XP_013702145.2, XP_013656255.2
OG0007578	CP8_g53197_DN3_SP3_c.t1	XP_013687494.2, XP_013714898.2, XP_048608320.1, XP_048621079.1
OG0007579	CP8_g53297_DN3_SP2_c.t1	XP_013666810.2, XP_013714860.2, XP_013682791.1, XP_013733861.1
OG0007580	CP8_g53290_DN3_SP7_c.t1	XP_013740402.2, XP_013740372.1, XP_013715009.1
OG0007581	CP8_g53276_DN3_SP8_c.t1	XP_022548956.2, XP_048623960.1, XP_013687868.2, XP_013662780.2
OG0007582	CP8_g53266_DN3_SP3_c.t1	XP_013662786.1, XP_013687819.1, XP_048598739.1, XP_013709812.1
OG0007583	CP8_g53261_DN3_SP3_c.t1, CP8_g53258_DN3_SP0_c.t1	XP_013668636.1, XP_013726811.2
OG0007584	CP8_g53299_DN3_SP7_c.t1	XP_022570495.1, XP_013682789.1, XP_013714308.2, XP_013666806.2
OG0007585	CP8_g53305_DN3_SP6_c.t1	XP_013671143.1, XP_013733865.1, XP_013666802.1, XP_013712770.1
OG0007586	CP8_g53383_DN3_SP8_c.t1	XP_048603172.1, XP_022556841.2, XP_013660647.1
OG0007587	CP8_g53370_DN3_SP3_c.t1	XP_022570221.2, XP_013686162.2, XP_048598762.1, XP_013731822.1
OG0007588	CP8_g53412_DN3_SP8_c.t1	XP_022551692.2, XP_013685953.2, XP_048598772.1, XP_013640424.1
OG0007589	CP8_g53426_DN2_SP0_c.t1	XP_013740353.1, XP_013646352.1, XP_013719423.2, XP_022566737.1
OG0007590	CP8_g53464_DN2_SP0_c.t1	XP_013666724.2, XP_048598794.1, XP_013646350.1, XP_022570104.1
OG0007591	CP8_g53544_DN3_SP1_c.t1	XP_013675179.1, XP_013714566.2, XP_013666922.1, XP_013686906.1
OG0007592	CP8_g53572_DN3_SP3_c.t1	XP_022569977.2, XP_013682716.2
OG0007593	CP8_g53593_DN3_SP8_c.t1	XP_048626143.1, XP_013675653.2, XP_013666878.2
OG0007594	CP8_g53604_DN3_SP8_c.t1	XP_013685333.2, XP_048603094.1, XP_013680483.2, XP_013734052.2
OG0007595	CP1_g37454_DN2_SP0_c.t1	XP_013659530.1, XP_048638135.1, XP_048613954.1, XP_013655268.1
OG0007596	CP8_g53678_DN3_SP4_c.t1	XP_048598859.1, XP_013732236.1, XP_013685114.2, XP_022569087.1
OG0007597	CP8_g53693_DN3_SP4_c.t1	XP_013714293.2, XP_013670449.1, XP_013667027.2, XP_048624754.1
OG0007598	CP8_g53695_DN3_SP8_c.t1	NP_001303000.1, XP_013682598.1, XP_013667030.2, NP_001302606.1
OG0007599	CP8_g53700_DN3_SP0_c.t1	XP_048598881.1, XP_022565881.2, XP_022551659.2
OG0007600	CP8_g53734_DN3_SP0_c.t1	XP_013693213.1, XP_013667065.2, XP_048606812.1, XP_048637283.1, XP_013750165.1
OG0007601	CP8_g53739_DN2_SP0_c.t1	XP_013667067.2, XP_013696097.1, XP_013675547.3, XP_048606780.1
OG0007602	CP8_g53761_DN2_SP5_c.t1	XP_048624790.1, XP_013667085.1
OG0007603	CP8_g53776_DN3_SP1_c.t1	XP_048606688.1, XP_013704341.2, XP_013691405.1, XP_013667096.1
OG0007604	CP8_g53817_DN3_SP4_c.t1	XP_048606583.1, XP_022551645.2, XP_013722218.2, XP_022549030.2
OG0007605	CP2_g48604_DN3_SP0_c.t1	XP_048629360.1, XP_048631081.1, XP_022561426.1, XP_048603953.1, XP_013733003.3, XP_048625657.1
OG0007606	CP11_g32630_DN3_SP8_c.t1	XP_013667932.2, XP_022565814.1, XP_013640508.1, XP_013679589.2
OG0007607	CP11_g32651_DN3_SP0_c.t1	XP_048598323.1, XP_013666064.1, XP_013674584.1, XP_013728227.2
OG0007608	CP11_g32659_DN3_SP7_c.t1	XP_013666093.1, XP_048625197.1, XP_013674576.2, XP_013728203.2
OG0007609	CP11_g32663_DN3_SP8_c.t1	XP_013667972.1, XP_013668039.2, XP_048607900.1, XP_013752304.2
OG0007610	CP11_g32675_DN3_SP5_c.t1	XP_013752254.1, XP_013728189.2, XP_013668034.1, XP_022564820.1
OG0007611	CP11_g32694_DN3_SP1_c.t1	XP_013679368.1, XP_013676085.1, XP_013668019.2, XP_048625209.1
OG0007612	CP11_g32705_DN3_SP0_c.t1	XP_013679341.1, XP_013712641.1, XP_013674688.1
OG0007613	CP11_g32721_DN3_SP0_c.t1	XP_013667999.2, XP_048625212.1, XP_048607877.1, XP_048625682.1
OG0007614	CP11_g32727_DN3_SP8_c.t1	XP_013716527.2
OG0007615	CP11_g32737_DN2_SP0_c.t1	XP_013651749.1, XP_013716307.2, XP_013720769.1, XP_013727125.1
OG0007616	CP11_g32752_DN3_SP8_c.t1	XP_048625591.1, XP_048607864.1, XP_013679191.1
OG0007617	CP11_g32786_DN3_SP7_c.t1	XP_013661878.1, XP_013726208.2, XP_013668062.2, XP_013720850.1
OG0007618	CP11_g32788_DN3_SP0_c.t1	XP_048602727.1, XP_013712494.1, XP_048627458.1, XP_048627450.1, XP_022549332.2, XP_013720706.1
OG0007619	CP11_g32807_DN3_SP4_c.t1	XP_013679052.1, XP_013668084.1, XP_013712031.1
OG0007620	CP11_g32829_DN3_SP7_c.t1, CP19_g17940_DN3_SP0_c.t1	XP_022565343.1, XP_013668104.1
OG0007621	CP11_g32865_DN3_SP7_c.t1	XP_048625303.1, XP_022555582.1, XP_048625286.1, XP_048630536.1, XP_013708949.1, XP_048625310.1, XP_013668130.2, XP_022565658.1
OG0007622	CP11_g33000_DN3_SP0_c.t1	XP_013715408.2, XP_022569884.1, XP_013690652.1, XP_048603396.1
OG0007623	CP11_g33021_DN3_SP1_c.t1	XP_048625106.1, XP_013680328.2, XP_013715764.2, XP_048598429.1
OG0007624	CP11_g33032_DN3_SP6_c.t1	XP_013680646.3, XP_022554289.1, XP_013715542.2, XP_022549474.2
OG0007625	CP11_g33039_DN1_SP0_c.t1	XP_048603333.1, XP_013680347.1, XP_048625093.1, XP_013702269.1, XP_022549471.2
OG0007626	CP11_g33074_DN3_SP7_c.t1	XP_048607821.1, XP_048624993.1, XP_013730179.2, XP_013715748.2
OG0007627	CP11_g33077_DN3_SP0_c.t1	XP_013680367.2, XP_048607819.1, XP_013715763.2, XP_013730181.1
OG0007628	CP11_g33102_DN3_SP8_c.t1	XP_013680405.2, XP_022554276.1, XP_048602679.1, XP_013718910.1
OG0007629	CP11_g33168_DN3_SP7_c.t1	XP_048623153.1, XP_048598496.1, XP_013722470.1, XP_048624793.1
OG0007630	CP11_g33173_DN2_SP2_c.t1	XP_048624796.1, XP_013722576.1, XP_048598491.1, XP_013715723.2
OG0007631	CP6_g7092_DN3_SP2_c.t1	XP_022550559.2, XP_013750650.2
OG0007632	CP6_g7041_DN3_SP8_c.t1	XP_048618882.1, XP_013737280.2, XP_048638057.1, XP_013733216.3
OG0007633	CP6_g7029_DN3_SP3_c.t1	XP_022574249.1, XP_013723460.2, XP_048594667.1, XP_013726860.2
OG0007634	CP6_g7023_DN3_SP1_c.t1	XP_022574245.1, XP_022546612.2, XP_013707283.2, XP_013737261.2
OG0007635	CP6_g7018_DN3_SP0_c.t1	XP_048619905.1, XP_013726865.1, XP_048594670.1, XP_013707639.2
OG0007637	CP11_g31821_DN3_SP6_c.t1, CP6_g6925_DN3_SP1_c.t1	XP_013661143.2, XP_013662049.1
OG0007638	CP6_g6919_DN3_SP8_c.t1	XP_022550314.1, XP_048638518.1, XP_013737420.2, XP_022563034.1, XP_048630041.1
OG0007639	CP6_g6910_DN3_SP7_c.t1	XP_013719454.1, XP_013727783.1
OG0007640	CP6_g6892_DN3_SP1_c.t1	XP_013656052.2, XP_013718439.1, XP_013719495.1, XP_013729111.1
OG0007641	CP6_g6871_DN3_SP0_c.t1	XP_048627594.1, XP_013715786.1, XP_013669474.1, XP_013669119.2
OG0007642	CP6_g6828_DN3_SP0_c.t1	XP_013669063.1, XP_013659147.1
OG0007643	CP13_g20105_DN3_SP0_c.t1	XP_022567313.2, XP_022547484.1
OG0007644	CP2_g48089_DN3_SP1_c.t1	XP_013723434.1, XP_013727946.1, XP_048627931.1, XP_048629538.1
OG0007645	CP6_g6783_DN3_SP8_c.t1	XP_013662126.1, XP_013685687.2, XP_048595991.1, XP_048601504.1
OG0007646	CP6_g6764_DN3_SP8_c.t1	XP_013656139.2, XP_013671107.1, XP_013735073.2
OG0007647	CP11_g31907_DN3_SP1_c.t1	XP_013644423.1, XP_048596720.1
OG0007647	CP11_g31908_DN3_SP5_c.t1	XP_013644425.2
OG0007648	CP6_g6711_DN3_SP0_c.t1	XP_022562843.1, XP_013717256.2, XP_022550346.2, XP_048596265.1
OG0007649	CP19_g18520_DN3_SP8_c.t1	XP_048618954.1, XP_013672550.1, XP_013717246.2, XP_013743550.1
OG0007650	CP19_g18468_DN3_SP5_c.t1	XP_013682076.2, XP_013740444.1, XP_013671462.1
OG0007651	CP19_g18463_DN3_SP8_c.t1	XP_048605870.1, XP_013685735.2, XP_013656120.2, XP_013662113.2, XP_013734020.2
OG0007652	CP19_g18453_DN3_SP0_c.t1	XP_048596651.1, XP_013670098.2, XP_013717233.2, XP_013651544.2
OG0007653	CP19_g18444_DN3_SP1_c.t1	XP_048622776.1, XP_048618974.1, XP_048618580.1, XP_048591467.1, XP_013672056.2
OG0007654	CP19_g18428_DN3_SP8_c.t1	XP_048594766.1, XP_048607396.1, XP_013672074.1, XP_013733981.2
OG0007655	CP19_g18421_DN3_SP0_c.t1	XP_013669883.2, XP_013670100.1, XP_048594774.1
OG0007656	CP19_g18407_DN3_SP0_c.t1	XP_048618635.1, XP_013707792.2
OG0007657	CP19_g18387_DN3_SP8_c.t1	XP_013671188.1, XP_013738007.2
OG0007658	CP19_g18368_DN3_SP0_c.t1	XP_048618734.1, XP_022561408.2, XP_013737719.2, XP_013667242.1
OG0007659	CP19_g18366_DN3_SP1_c.t1	XP_048618749.1, XP_048601624.1, XP_013737698.2
OG0007660	CP19_g18295_DN3_SP8_c.t1	XP_048607271.1, XP_013656455.1, XP_048607640.1, XP_013641400.1, XP_013738644.1
OG0007661	CP19_g18282_DN3_SP8_c.t1	XP_013671469.2, XP_013738694.2, XP_048619032.1, XP_048619011.1
OG0007662	CP19_g18261_DN3_SP0_c.t1	XP_013741447.1, XP_013704012.2, XP_013712471.2, XP_013671491.3
OG0007663	CP7_g44572_DN3_SP8_c.t1	XP_048615473.1, XP_013717446.1, XP_013706260.2, XP_048594502.1
OG0007664	CP7_g44566_DN3_SP2_c.t1	XP_013707359.1, XP_013715159.1, XP_013708152.1, XP_013717344.1
OG0007665	CP7_g44552_DN3_SP0_c.t1	XP_048637035.1, XP_022572546.1, XP_013736967.1
OG0007666	CP7_g44501_DN3_SP5_c.t1	XP_048617708.1, XP_013717454.1, XP_013715096.1, XP_022563922.1
OG0007667	CP7_g44436_DN3_SP8_c.t1	XP_013749252.2, XP_013662177.1, XP_013640310.1
OG0007668	CP21_g10992_DN3_SP8_c.t1	XP_013707889.1, XP_013715147.2, XP_048630442.1, XP_022556116.2, XP_022556117.2
OG0007669	CP1_g39031_DN3_SP8_c.t1	XP_013645991.2, XP_013693007.2
OG0007670	CP1_g38406_DN3_SP8_c.t1	XP_013663486.1, XP_048636981.1, XP_013722580.2, XP_048593570.1, XP_048622013.1
OG0007671	CP1_g38482_DN3_SP6_c.t1	XP_013701939.1, XP_013667414.2, XP_013749242.2, XP_048635520.1
OG0007672	CP1_g38396_DN3_SP0_c.t1	XP_048636975.1, XP_013663488.1, XP_013722586.1, XP_022545499.2, XP_022560921.2
OG0007673	CP10_g42775_DN3_SP8_c.t1	XP_013693050.1, XP_013750591.2, XP_048632281.1, XP_013684526.1
OG0007674	CP7_g45083_DN3_SP1_c.t1	XP_048618388.1, XP_048592606.1, XP_022558365.1, XP_013662485.1
OG0007675	CP7_g45062_DN3_SP0_c.t1	XP_013714167.2, XP_048612545.1, XP_013675255.2, NP_001302874.1, XP_013691491.2
OG0007676	CP16_g55196_DN3_SP8_c.t1	XP_048612385.1, XP_048633685.1
OG0007677	CP7_g45045_DN3_SP1_c.t1	XP_013718334.2, XP_048614666.1, XP_013656938.1, XP_013685409.1
OG0007678	CP7_g45035_DN3_SP8_c.t1	XP_013697081.1, XP_013718347.1, XP_013685403.1
OG0007679	CP7_g44990_DN3_SP0_c.t1	XP_048593892.1, XP_013693034.2, XP_013708075.1, XP_013651536.1
OG0007680	CP7_g44884_DN3_SP1_c.t1	XP_013671418.1, XP_013678890.1, XP_048593873.1, XP_013665988.1, XP_013655363.1
OG0007681	CP7_g44868_DN3_SP1_c.t1	XP_013656810.2, XP_013736658.1, XP_013662470.1, XP_013703886.2
OG0007682	CP7_g44827_DN3_SP2_c.t1	XP_013662430.1, XP_013706583.1, XP_013718340.1, XP_022544407.1
OG0007683	CP7_g44825_DN3_SP0_c.t1	XP_013659625.1, XP_048592552.1, XP_048619552.1
OG0007684	CP7_g44817_DN3_SP8_c.t1	XP_013718311.3, XP_048592550.1, XP_013703405.1, XP_013644589.1
OG0007685	CP5_g457_DN3_SP1_c.t1	XP_022562680.1, XP_022572821.1, XP_013665735.2
OG0007686	CP11_g33568_DN3_SP8_c.t1	XP_048598632.1, XP_048624340.1, XP_022554155.1, XP_013724980.2
OG0007687	CP5_g429_DN3_SP8_c.t1	XP_048601045.1, XP_048634520.1, XP_048607246.1, XP_048593742.1, XP_013656472.2
OG0007688	CP5_g415_DN3_SP0_c.t1	XP_013748913.1, XP_048619355.1, XP_013743112.1, XP_013649575.2
OG0007689	CP5_g411_DN3_SP1_c.t1	XP_022561752.1, XP_013748948.1
OG0007690	CP5_g384_DN2_SP6_c.t1	XP_013705477.2, XP_013673609.1, XP_013665838.3, XP_013665562.2
OG0007691	CP5_g363_DN3_SP2_c.t1	XP_048607295.1, XP_013685605.2
OG0007692	CP5_g361_DN3_SP0_c.t1	XP_013740043.1, XP_013665592.1, XP_013681455.1, XP_048593786.1, XP_048607297.1
OG0007693	CP5_g340_DN3_SP8_c.t1	XP_013739035.2, XP_048601002.1, XP_048607312.1, XP_013685621.2, XP_013656623.1
OG0007694	CP5_g312_DN3_SP1_c.t1	XP_013733976.2, XP_048634080.1, XP_013656616.2, XP_048630640.1
OG0007695	CP16_g54998_DN3_SP0_c.t1	XP_013664103.2, XP_013711574.2, XP_013743661.2, XP_048633621.1
OG0007696	CP5_g299_DN3_SP3_c.t1	XP_048634056.1, XP_022550139.2
OG0007697	CP5_g255_DN3_SP3_c.t1	XP_013728972.1, XP_013705142.1, XP_013723005.2, XP_022572641.1, XP_013710644.2, XP_048624673.1
OG0007698	CP5_g243_DN3_SP8_c.t1	XP_013703124.2, XP_013723051.1, XP_048630498.1, XP_013680052.2
OG0007699	CP5_g239_DN2_SP0_c.t1	XP_013723007.1, XP_048630500.1, XP_013665225.2, XP_013705464.2, XP_022572841.1
OG0007700	CP5_g238_DN3_SP1_c.t1	NP_001302810.1, XP_013722976.1, NP_001303103.1
OG0007701	CP5_g225_DN3_SP8_c.t1	XP_048633867.1, XP_013723036.1
OG0007702	CP5_g206_DN2_SP3_c.t1	XP_013684523.2, XP_048608927.1, XP_048593809.1
OG0007703	CP5_g198_DN3_SP1_c.t1	XP_013684517.2, XP_048607504.1, XP_013654998.2, XP_013732107.2, XP_048600961.1
OG0007704	CP5_g172_DN2_SP0_c.t1	XP_013648650.3, XP_048629652.1, XP_013736152.2, XP_013738559.1, XP_013705212.2
OG0007705	CP5_g153_DN3_SP0_c.t1	XP_013654993.2, XP_013686330.2, XP_013665102.1, XP_013669393.1
OG0007706	CP5_g132_DN3_SP8_c.t1	XP_013648405.1, XP_013735840.1, XP_013707235.1, XP_013646230.2
OG0007707	CP5_g36_DN3_SP7_c.t1	XP_013731908.1, XP_022561798.2, XP_013656756.2, XP_048606266.1
OG0007708	CP5_g2287_DN3_SP2_c.t1	XP_048610685.1, XP_022556760.2, XP_013682681.2, XP_048633284.1
OG0007709	CP5_g1799_DN3_SP8_c.t1	XP_022574545.2, XP_022557994.1, XP_022573560.2, XP_013705401.1
OG0007710	CP5_g1594_DN3_SP0_c.t1	XP_013746703.2, XP_048633372.1, XP_048628791.1, XP_048612192.1
OG0007711	CP4_g25244_DN3_SP0_c.t1	XP_013744647.1, XP_048629164.1, XP_048626799.1, XP_013681415.1
OG0007712	CP4_g25235_DN3_SP1_c.t1	XP_048634436.1, XP_013744649.1, XP_013701523.2, XP_013734281.2
OG0007713	CP4_g25227_DN3_SP8_c.t1	XP_013701514.2, XP_022571654.1, XP_048629156.1, XP_048636595.1, XP_013685492.1
OG0007714	CP1_g37303_DN2_SP0_c.t1	XP_013657749.2, XP_013706028.2, XP_013640936.1, XP_048613902.1
OG0007715	CP7_g44782_DN3_SP1_c.t1	XP_013661823.1, XP_013644558.1
OG0007716	CP11_g32167_DN2_SP0_c.t1	XP_013722314.2, XP_048599149.1, XP_013729922.2
OG0007717	CP4_g25217_DN3_SP7_c.t1	XP_013734289.1, XP_013701519.2, XP_048629143.1, XP_022567690.2, XP_048610522.1
OG0007718	CP4_g25221_DN1_SP0_c.t1	XP_048629139.1, XP_048636584.1, XP_013710941.1, XP_048610975.1, XP_048634438.1
OG0007719	CP20_g4079_DN3_SP0_c.t1	XP_013719773.1, XP_013656107.2, XP_013718414.1
OG0007720	CP20_g3891_DN2_SP5_c.t1	XP_013735089.2, XP_048606885.1, XP_013718365.3, XP_022564775.1
OG0007721	CP14_g23378_DN3_SP5_c.t1	XP_013683970.2, XP_013683980.1
OG0007722	CP7_g44902_DN3_SP0_c.t1	XP_022566966.1, XP_013715719.1
OG0007724	CP4_g25337_DN3_SP6_c.t1	XP_048636660.1, XP_013748543.2
OG0007725	CP4_g25349_DN3_SP8_c.t1	XP_013748526.1, XP_013642160.2, XP_013744525.2, XP_013719169.2
OG0007726	CP4_g25355_DN3_SP0_c.t1	XP_013744487.2, XP_022571651.1, XP_013642153.2, XP_013748521.1
OG0007727	CP4_g25356_DN3_SP7_c.t1	XP_013734248.2, XP_013683475.2, XP_013642155.1, XP_013748520.1
OG0007728	CP4_g25392_DN3_SP0_c.t1	XP_048634386.1, XP_013671300.2, XP_013752299.1, XP_048636687.1
OG0007729	CP4_g25399_DN3_SP2_c.t1	XP_013642133.2, XP_013748481.2, XP_013671303.1, XP_013745147.3
OG0007730	CP13_g20469_DN3_SP1_c.t1	XP_013702838.1, XP_022548424.2, XP_013692482.2, XP_013644973.1
OG0007731	CP20_g4213_DN3_SP8_c.t1	XP_013719765.1, XP_013735565.2
OG0007732	CP20_g4305_DN2_SP0_c.t1	XP_048596802.1
OG0007733	CP20_g4325_DN3_SP8_c.t1	XP_013735538.1, XP_048596794.1, XP_013742146.1
OG0007734	CP20_g4376_DN3_SP2_c.t1	XP_013718619.2, XP_013714616.2, XP_013684117.2, XP_048632004.1
OG0007735	CP20_g4452_DN1_SP0_c.t1	XP_013714079.1, XP_013701090.1, XP_013681080.1, XP_013740834.1
OG0007736	CP11_g31797_DN3_SP0_c.t1	XP_013661129.2, XP_013676957.1
OG0007737	CP11_g31833_DN3_SP1_c.t1	XP_013670285.1, XP_013659500.2, XP_022555039.1, NP_001302854.1
OG0007739	CP8_g54329_DN3_SP6_c.t1	XP_013667332.2, XP_013736382.1
OG0007740	CP11_g31896_DN3_SP0_c.t1	XP_013740817.1, XP_013703878.1, XP_013659486.2, XP_013670047.1
OG0007741	CP13_g20124_DN1_SP0_c.t1	XP_013686970.1, XP_048637397.1
OG0007742	CP13_g20049_DN3_SP3_c.t1	XP_013687354.1, XP_013681677.1, XP_013734078.1
OG0007743	CP13_g19991_DN3_SP1_c.t1	XP_013676600.1, XP_048637382.1, XP_013712968.1, XP_013723635.2
OG0007744	CP13_g19959_DN3_SP7_c.t1	XP_013669753.2, XP_013681736.2, XP_013677183.2
OG0007745	CP13_g19925_DN3_SP0_c.t1	XP_013677175.1, XP_013677064.2
OG0007746	CP13_g19920_DN3_SP8_c.t1	XP_022563699.1, XP_013677925.1, XP_013677170.1, XP_013674987.1
OG0007747	CP13_g19910_DN3_SP0_c.t1	XP_022565329.1, XP_048596608.1, XP_013732777.1, XP_013677931.2
OG0007748	CP13_g19892_DN3_SP4_c.t1	XP_013705844.2, XP_022551222.1, XP_013705348.2, XP_013695411.2
OG0007749	CP13_g19887_DN3_SP8_c.t1	XP_013698459.1, XP_013707458.1, XP_013703414.1
OG0007750	CP13_g19853_DN3_SP8_c.t1	XP_013659466.1, XP_013713302.2, XP_013705248.1, XP_013675028.2
OG0007751	CP4_g24092_DN3_SP1_c.t1, CP11_g33441_DN3_SP0_c.t1	XP_013666138.1, XP_013729404.1, XP_013721442.2
OG0007752	CP13_g19843_DN3_SP3_c.t1	XP_048616250.1, XP_013695691.2, XP_013705543.1
OG0007753	CP13_g19836_DN3_SP0_c.t1	XP_048637355.1, XP_048618349.1, XP_013659463.1, XP_013714117.1
OG0007754	CP13_g19816_DN3_SP3_c.t1	XP_013661958.1, XP_013713146.1, XP_013693979.2, XP_022571207.1
OG0007755	CP13_g19709_DN3_SP1_c.t1	XP_013677333.2, XP_013751949.2, XP_048626345.1
OG0007756	CP5_g2149_DN3_SP5_c.t1	XP_013656734.1, XP_013714955.1, XP_048633287.1, XP_013686780.1
OG0007757	CP5_g2121_DN3_SP8_c.t1	XP_013715170.2, XP_013686784.1, XP_013721167.2
OG0007758	CP3_g14485_DN3_SP0_c.t1	XP_013660392.2, XP_013683207.1, XP_013744903.1, XP_022550751.1
OG0007759	CP12_g30882_DN3_SP3_c.t1	XP_013744775.3, XP_013657057.1, XP_013674753.1
OG0007760	CP12_g30851_DN3_SP7_c.t1	XP_013657044.1, XP_022555388.1, XP_048592482.1, XP_013726559.1
OG0007761	CP6_g8033_DN3_SP1_c.t1	XP_048621654.1, XP_013719818.2, XP_048610673.1, XP_048633262.1
OG0007762	CP6_g7638_DN3_SP3_c.t1	XP_013726345.1, XP_013675903.2, XP_013695623.1, XP_013653536.1
OG0007763	CP6_g7516_DN3_SP8_c.t1	XP_013742823.2, XP_013686737.1
OG0007764	CP6_g7362_DN3_SP1_c.t1	XP_013655703.1, XP_013668165.2, XP_022572458.1, XP_022562570.2
OG0007765	CP19_g17932_DN3_SP8_c.t1	XP_013647794.2, XP_013702925.1, XP_048633455.1, XP_013687068.1
OG0007766	CP19_g17844_DN3_SP7_c.t1	XP_013746886.2, XP_013738159.2, XP_013698950.2, XP_048592926.1
OG0007767	CP19_g17823_DN3_SP5_c.t1	XP_013743489.2, XP_013672027.2, XP_022567644.1, XP_048592940.1
OG0007768	CP9_g29153_DN2_SP0_c.t1	XP_013700726.1, XP_013652447.1, XP_013722181.1, XP_013652156.1
OG0007769	CP4_g23938_DN3_SP8_c.t1	XP_013734948.2, XP_022571780.2, XP_013690399.2, XP_048635476.1
OG0007770	CP4_g23950_DN3_SP4_c.t1	XP_013747515.2, XP_013691130.2, XP_013734913.2, XP_048608696.1
OG0007771	CP4_g23955_DN2_SP0_c.t1	XP_013688591.3, XP_022557358.1
OG0007772	CP4_g23986_DN3_SP0_c.t1	XP_013747525.2, XP_013686486.2, XP_013734894.2, XP_048608686.1
OG0007773	CP4_g23992_DN3_SP3_c.t1	XP_013751981.1, XP_013690818.2, XP_013688603.2, XP_013748716.3
OG0007774	CP4_g23999_DN3_SP8_c.t1	XP_013691914.1, XP_048635409.1, XP_013748540.1, XP_048634814.1
OG0007775	CP4_g24001_DN3_SP3_c.t1	XP_048634817.1, XP_013665603.2, XP_013691919.2, XP_013732802.1
OG0007776	CP4_g24063_DN2_SP0_c.t1	XP_013717039.1, XP_013750942.2, XP_013710487.2, XP_013747620.3
OG0007777	CP4_g24071_DN3_SP3_c.t1	XP_013734870.1, XP_048631823.1, XP_013750940.2, XP_022556859.1
OG0007778	CP4_g24101_DN3_SP1_c.t1	XP_022550809.2, XP_013734838.2, XP_013752112.2, XP_013692500.2
OG0007779	CP4_g24113_DN3_SP6_c.t1	XP_048636421.1, XP_048636424.1, XP_048609365.1
OG0007780	CP4_g24115_DN3_SP8_c.t1	XP_013688240.1, XP_022574283.2, XP_013748192.1, XP_013748088.1
OG0007781	CP4_g24116_DN3_SP5_c.t1	XP_013748089.1, XP_048609364.1
OG0007782	CP4_g24119_DN3_SP8_c.t1	XP_048608669.1, XP_022554893.2, XP_013734834.1, XP_013749693.1, XP_013688251.2
OG0007783	CP4_g24120_DN3_SP8_c.t1	XP_048608666.1, XP_048608658.1, XP_013734830.2, XP_013688247.2, XP_013749689.1
OG0007784	CP4_g24131_DN3_SP7_c.t1	XP_013749678.1, XP_013688257.1, XP_013748218.1, XP_013748111.1
OG0007785	CP4_g24157_DN3_SP0_c.t1	XP_013725814.1, XP_013734817.2, XP_022561503.1, XP_013686234.1
OG0007786	CP4_g24191_DN3_SP7_c.t1	XP_013688124.2, XP_013665701.2, XP_013687462.1, XP_013748145.1
OG0007787	CP4_g24240_DN3_SP0_c.t1	XP_013692148.1, XP_013752135.1, XP_013725494.2, XP_013665711.1
OG0007788	CP4_g24286_DN3_SP2_c.t1	XP_013683855.1, XP_013734776.2
OG0007789	CP4_g24315_DN2_SP0_c.t1	XP_048636376.1, XP_013692625.1, XP_013734762.2, XP_013683862.1
