Orthogroup	Conringia_planisiliqua	Cardamine_hirsuta
OG0008913	CP8_g54002_DN3_SP7_c.t1	CARHR273370
OG0008914	CP8_g53998_DN2_SP0_c.t1	CARHR273340
OG0008915	CP8_g53926_DN3_SP7_c.t1	CARHR285400
OG0008916	CP1_g39622_DN2_SP0_c.t1, CP8_g53918_DN3_SP1_c.t1	CARHR285320
OG0008917	CP8_g53968_DN3_SP0_c.t1	CARHR273020
OG0008918	CP8_g53935_DN1_SP0_c.t1	CARHR285580
OG0008919	CP8_g53912_DN3_SP8_c.t1	CARHR285240
OG0008920	CP8_g53907_DN3_SP8_c.t1	CARHR285200
OG0008921	CP8_g53901_DN3_SP0_c.t1	CARHR272870
OG0008922	CP2_g47932_DN3_SP8_c.t1	CARHR277690
OG0008923	CP2_g47927_DN3_SP8_c.t1	CARHR277740
OG0008924	CP1_g37103_DN3_SP0_c.t1	CARHR008050
OG0008925	CP2_g47912_DN3_SP8_c.t1	CARHR277850
OG0008927	CP2_g47870_DN3_SP8_c.t1	CARHR278260
OG0008928	CP2_g47836_DN3_SP3_c.t1	CARHR278610
OG0008929	CP2_g47820_DN3_SP0_c.t1	CARHR278760
OG0008930	CP2_g47796_DN3_SP8_c.t1	CARHR293750
OG0008931	CP2_g47786_DN3_SP1_c.t1	CARHR279030
OG0008932	CP2_g47784_DN3_SP8_c.t1	CARHR279050
OG0008933	CP2_g47698_DN2_SP0_c.t1	CARHR279940
OG0008934	CP2_g47688_DN3_SP1_c.t1	CARHR280040
OG0008935	CP2_g47670_DN3_SP8_c.t1	CARHR280220
OG0008936	CP2_g47657_DN3_SP8_c.t1	CARHR280350
OG0008937	CP2_g47623_DN2_SP6_c.t1	CARHR280750
OG0008938	CP2_g47607_DN3_SP7_c.t1	CARHR280900
OG0008939	CP2_g47605_DN3_SP1_c.t1	CARHR280920
OG0008940	CP2_g47592_DN3_SP8_c.t1	CARHR281040
OG0008941	CP2_g47576_DN3_SP0_c.t1	CARHR281210
OG0008942	CP2_g47567_DN3_SP5_c.t1	CARHR281290
OG0008943	CP2_g47564_DN3_SP0_c.t1	CARHR281310
OG0008944	CP2_g47558_DN3_SP3_c.t1	CARHR281400
OG0008945	CP2_g47537_DN3_SP1_c.t1	CARHR281570
OG0008946	CP2_g47517_DN2_SP8_c.t1	CARHR281780
OG0008947	CP8_g54622_DN3_SP8_c.t1	CARHR248790
OG0008948	CP1_g36437_DN3_SP7_c.t1	CARHR000540
OG0008949	CP8_g54643_DN3_SP8_c.t1	CARHR248490
OG0008950	CP8_g54652_DN1_SP0_c.t1	CARHR248390
OG0008951	CP8_g54655_DN3_SP4_c.t1	CARHR248360
OG0008952	CP8_g54602_DN3_SP8_c.t1	CARHR249010
OG0008954	CP8_g54542_DN3_SP0_c.t1	CARHR250270
OG0008955	CP11_g32113_DN3_SP8_c.t1	CARHR249620
OG0008956	CP11_g32102_DN3_SP4_c.t1	CARHR290840, CARHR290820, CARHR290830
OG0008957	CP11_g32082_DN3_SP3_c.t1	CARHR250480
OG0008958	CP11_g32027_DN3_SP1_c.t1	CARHR251060
OG0008959	CP11_g32018_DN3_SP3_c.t1	CARHR251150
OG0008960	CP11_g31986_DN3_SP0_c.t1	CARHR251520
OG0008961	CP11_g31984_DN3_SP8_c.t1	CARHR251540
OG0008962	CP4_g25414_DN3_SP0_c.t1	CARHR127350
OG0008963	CP13_g20230_DN3_SP8_c.t1	CARHR216610, CARHR179560
OG0008964	CP13_g20232_DN3_SP4_c.t1	CARHR179590
OG0008965	CP13_g20266_DN3_SP8_c.t1	CARHR006240
OG0008966	CP13_g20274_DN3_SP0_c.t1	CARHR180090
OG0008968	CP4_g25435_DN3_SP3_c.t1	CARHR127160
OG0008969	CP4_g25424_DN3_SP6_c.t1	CARHR127260
OG0008970	CP4_g25469_DN3_SP3_c.t1	CARHR126800
OG0008971	CP4_g25463_DN3_SP6_c.t1	CARHR126840
OG0008972	CP4_g25532_DN3_SP6_c.t1	CARHR126450
OG0008974	CP4_g25525_DN3_SP0_c.t1	CARHR126340
OG0008975	CP7_g46481_DN1_SP8_c.t1	CARHR046060
OG0008977	CP4_g25607_DN3_SP0_c.t1	CARHR125040
OG0008978	CP4_g25621_DN3_SP1_c.t1	CARHR124870
OG0008979	CP4_g25644_DN3_SP6_c.t1	CARHR124700
OG0008980	CP4_g25669_DN3_SP5_c.t1	CARHR124420, CARHR124890
OG0008981	CP4_g25689_DN3_SP0_c.t1	CARHR124180
OG0008982	CP4_g25728_DN3_SP0_c.t1	CARHR123600
OG0008983	CP4_g25732_DN3_SP1_c.t1	CARHR123540
OG0008984	CP4_g25811_DN3_SP7_c.t1	CARHR122680
OG0008985	CP4_g25838_DN3_SP0_c.t1	CARHR122290
OG0008986	CP4_g25840_DN2_SP3_c.t1	CARHR122260
OG0008987	CP4_g25853_DN2_SP0_c.t1	CARHR122080
OG0008988	CP4_g25856_DN3_SP3_c.t1	CARHR122030
OG0008989	CP4_g25879_DN3_SP0_c.t1	CARHR121740
OG0008990	CP4_g25883_DN3_SP5_c.t1	CARHR121640
OG0008991	CP4_g25913_DN3_SP8_c.t1	CARHR121330
OG0008992	CP4_g25924_DN3_SP8_c.t1	CARHR121220
OG0008993	CP4_g25944_DN2_SP0_c.t1	CARHR120960
OG0008994	CP4_g25997_DN3_SP6_c.t1	CARHR120440
OG0008995	CP4_g25998_DN3_SP2_c.t1	CARHR120400
OG0008996	CP4_g26134_DN3_SP6_c.t1	CARHR119730
OG0008997	CP4_g26108_DN3_SP0_c.t1	CARHR119850
OG0008998	CP4_g26095_DN3_SP8_c.t1	CARHR119950
OG0008999	CP4_g26068_DN3_SP7_c.t1	CARHR120160
OG0009000	CP58_g46914_DN3_SP4_c.t1	CARHR119680
OG0009001	CP18_g11728_DN3_SP0_c.t1	CARHR287840
OG0009002	CP16_g55684_DN3_SP2_c.t1	CARHR115490
OG0009003	CP16_g55683_DN3_SP5_c.t1	CARHR115500
OG0009004	CP5_g1260_DN3_SP8_c.t1	CARHR235160
OG0009005	CP5_g1263_DN3_SP8_c.t1	CARHR235130
OG0009006	CP5_g1301_DN3_SP7_c.t1	CARHR234730
OG0009007	CP10_g42153_DN3_SP0_c.t1	CARHR075520
OG0009008	CP10_g42151_DN3_SP0_c.t1	CARHR075500
OG0009010	CP10_g42128_DN3_SP8_c.t1	CARHR075240
OG0009011	CP10_g42129_DN3_SP7_c.t1	CARHR075250
OG0009012	CP10_g42117_DN3_SP8_c.t1	CARHR075140
OG0009013	CP19_g18004_DN3_SP8_c.t1	CARHR233930
OG0009014	CP5_g1314_DN3_SP4_c.t1	CARHR234570
OG0009015	CP19_g17952_DN3_SP6_c.t1	CARHR234430
OG0009016	CP10_g42188_DN3_SP8_c.t1	CARHR075930
OG0009017	CP10_g42211_DN3_SP0_c.t1	CARHR076140
OG0009018	CP10_g42249_DN3_SP4_c.t1	CARHR076550
OG0009019	CP10_g42254_DN3_SP8_c.t1	CARHR076620
OG0009020	CP10_g42276_DN3_SP0_c.t1	CARHR076850
OG0009021	CP10_g42286_DN1_SP0_c.t1	CARHR076940
OG0009022	CP10_g42302_DN3_SP8_c.t1	CARHR077080
OG0009023	CP10_g42308_DN3_SP2_c.t1	CARHR077160
OG0009024	CP10_g42309_DN3_SP0_c.t1	CARHR077170
OG0009025	CP10_g42335_DN3_SP4_c.t1	CARHR077440
OG0009026	CP10_g42358_DN3_SP3_c.t1	CARHR077700
OG0009027	CP10_g42398_DN3_SP0_c.t1	CARHR078130
OG0009028	CP10_g42405_DN3_SP1_c.t1	CARHR078180
OG0009029	CP10_g42406_DN3_SP1_c.t1	CARHR078200
OG0009030	CP10_g42420_DN3_SP8_c.t1	CARHR078440
OG0009031	CP10_g42435_DN3_SP5_c.t1	CARHR078630
OG0009032	CP10_g42451_DN3_SP3_c.t1	CARHR078840
OG0009033	CP10_g42454_DN3_SP8_c.t1	CARHR078900
OG0009034	CP10_g42458_DN3_SP8_c.t1	CARHR078940
OG0009035	CP10_g42475_DN3_SP0_c.t1	CARHR079160
OG0009036	CP10_g42502_DN3_SP4_c.t1	CARHR079460
OG0009037	CP10_g42507_DN3_SP2_c.t1	CARHR079520
OG0009038	CP10_g42557_DN3_SP0_c.t1	CARHR080110
OG0009039	CP10_g42559_DN3_SP6_c.t1	CARHR080130
OG0009040	CP10_g42611_DN3_SP2_c.t1	CARHR080590
OG0009041	CP10_g42628_DN3_SP0_c.t1	CARHR080780
OG0009042	CP10_g42656_DN3_SP5_c.t1	CARHR081060
OG0009043	CP10_g42671_DN3_SP7_c.t1	CARHR081200
OG0009044	CP10_g42695_DN3_SP0_c.t1	CARHR081510
OG0009045	CP10_g42716_DN3_SP4_c.t1	CARHR081680
OG0009046	CP2_g48747_DN3_SP0_c.t1	CARHR182920
OG0009047	CP10_g42738_DN3_SP8_c.t1	CARHR081950
OG0009048	CP10_g42741_DN3_SP8_c.t1	CARHR081980
OG0009049	CP10_g42744_DN3_SP0_c.t1	CARHR082000
OG0009050	CP5_g2685_DN3_SP0_c.t1	CARHR082660, CARHR082670
OG0009051	CP18_g12108_DN3_SP8_c.t1	CARHR118440
OG0009052	CP5_g1102_DN3_SP3_c.t1	CARHR061100
OG0009053	CP10_g42813_DN3_SP7_c.t1	CARHR082770
OG0009054	CP10_g42817_DN3_SP6_c.t1	CARHR082810
OG0009055	CP1_g38495_DN2_SP0_c.t1	CARHR036740
OG0009056	CP7_g44701_DN2_SP0_c.t1	CARHR135650
OG0009057	CP4_g24668_DN3_SP1_c.t1	CARHR135600
OG0009058	CP4_g24673_DN3_SP7_c.t1	CARHR135550
OG0009059	CP4_g24684_DN3_SP8_c.t1	CARHR135450
OG0009060	CP4_g24687_DN3_SP8_c.t1	CARHR135410
OG0009061	CP4_g24698_DN3_SP0_c.t1	CARHR135250
OG0009062	CP4_g24755_DN1_SP0_c.t1	CARHR134550
OG0009063	CP4_g24756_DN2_SP0_c.t1	CARHR134540
OG0009064	CP4_g24771_DN3_SP5_c.t1	CARHR134400
OG0009065	CP4_g24801_DN3_SP8_c.t1	CARHR133980
OG0009066	CP4_g24779_DN3_SP0_c.t1	CARHR134300, CARHR087370
OG0009067	CP4_g24808_DN3_SP8_c.t1	CARHR133890
OG0009068	CP4_g24850_DN3_SP8_c.t1	CARHR133420
OG0009069	CP9_g28383_DN3_SP0_c.t1	CARHR060780
OG0009070	CP4_g24852_DN3_SP8_c.t1	CARHR133400
OG0009071	CP4_g25130_DN3_SP8_c.t1	CARHR130370
OG0009072	CP4_g25125_DN3_SP0_c.t1	CARHR130450
OG0009073	CP4_g25123_DN3_SP8_c.t1	CARHR130470
OG0009074	CP3_g14089_DN3_SP7_c.t1	CARHR162600
OG0009075	CP4_g25092_DN3_SP0_c.t1	CARHR130770
OG0009076	CP4_g25078_DN3_SP0_c.t1	CARHR130920
OG0009077	CP4_g25050_DN3_SP8_c.t1	CARHR131390
OG0009078	CP4_g25035_DN3_SP6_c.t1	CARHR131550
OG0009079	CP4_g25001_DN3_SP5_c.t1	CARHR132230
OG0009080	CP4_g24941_DN3_SP5_c.t1	CARHR132410
OG0009081	CP4_g24940_DN3_SP6_c.t1	CARHR132420
OG0009082	CP4_g24862_DN3_SP8_c.t1	CARHR133280
OG0009083	CP4_g24863_DN3_SP2_c.t1	CARHR133270
OG0009084	CP4_g24921_DN3_SP3_c.t1	CARHR132610
OG0009085	CP4_g24875_DN3_SP0_c.t1	CARHR133170
OG0009086	CP4_g24890_DN3_SP8_c.t1	CARHR132950
OG0009087	CP4_g24891_DN3_SP5_c.t1	CARHR132890
OG0009088	CP4_g25158_DN3_SP8_c.t1	CARHR130060
OG0009089	CP1_g37829_DN3_SP2_c.t1	CARHR015770
OG0009090	CP1_g37831_DN3_SP0_c.t1	CARHR015800
OG0009091	CP7_g46190_DN3_SP6_c.t1	CARHR015930
OG0009092	CP7_g46183_DN3_SP6_c.t1	CARHR016000
OG0009093	CP7_g46172_DN3_SP3_c.t1	CARHR016110
OG0009094	CP7_g46167_DN3_SP0_c.t1	CARHR016170
OG0009095	CP7_g46137_DN3_SP5_c.t1	CARHR016470
OG0009096	CP7_g46124_DN3_SP1_c.t1	CARHR016620
OG0009097	CP7_g46102_DN2_SP0_c.t1	CARHR016890
OG0009098	CP7_g46093_DN2_SP0_c.t1	CARHR016980
OG0009099	CP7_g46090_DN2_SP2_c.t1	CARHR017010
OG0009100	CP7_g46060_DN3_SP8_c.t1	CARHR017350
OG0009101	CP7_g46022_DN3_SP8_c.t1	CARHR017800
OG0009102	CP7_g46009_DN3_SP1_c.t1	CARHR017960
OG0009103	CP7_g46007_DN3_SP0_c.t1	CARHR017980
OG0009104	CP7_g45984_DN3_SP3_c.t1	CARHR018250
OG0009105	CP7_g45937_DN3_SP1_c.t1	CARHR018770
OG0009106	CP7_g45897_DN3_SP1_c.t1	CARHR019200
OG0009107	CP7_g45893_DN3_SP0_c.t1, CP5_g1828_DN3_SP0_c.t1	CARHR233730
OG0009108	CP7_g45891_DN3_SP0_c.t1	CARHR019260
OG0009109	CP7_g45889_DN3_SP7_c.t1	CARHR019280
OG0009110	CP7_g45849_DN3_SP8_c.t1	CARHR019660
OG0009111	CP7_g45771_DN3_SP8_c.t1	CARHR020410
OG0009112	CP7_g45770_DN3_SP7_c.t1	CARHR020420
OG0009113	CP7_g45741_DN3_SP8_c.t1	CARHR020690
OG0009114	CP7_g45671_DN3_SP0_c.t1	CARHR021430
OG0009115	CP7_g45661_DN3_SP7_c.t1	CARHR021560
OG0009116	CP3_g13937_DN3_SP8_c.t1	CARHR164110
OG0009118	CP7_g45583_DN3_SP8_c.t1	CARHR022380
OG0009119	CP7_g45582_DN3_SP0_c.t1	CARHR022390
OG0009120	CP7_g45515_DN3_SP8_c.t1	CARHR023070
OG0009121	CP7_g45514_DN3_SP8_c.t1	CARHR023080
OG0009122	CP7_g45476_DN3_SP8_c.t1	CARHR023470
OG0009123	CP7_g45448_DN3_SP6_c.t1	CARHR023780
OG0009124	CP7_g45438_DN3_SP0_c.t1	CARHR023880
OG0009125	CP7_g45410_DN3_SP7_c.t1	CARHR024120
OG0009126	CP7_g45344_DN3_SP0_c.t1	CARHR024850
OG0009127	CP7_g45331_DN3_SP8_c.t1	CARHR024970, CARHR024980
OG0009128	CP7_g45310_DN3_SP3_c.t1	CARHR025210
OG0009131	CP7_g45285_DN3_SP8_c.t1	CARHR025490
OG0009132	CP7_g45273_DN2_SP0_c.t1	CARHR025640
OG0009133	CP7_g45264_DN3_SP0_c.t1, CP7_g45265_DN3_SP0_c.t1	CARHR025710
OG0009134	CP7_g45263_DN3_SP8_c.t1	CARHR025720
OG0009135	CP7_g45232_DN3_SP3_c.t1	CARHR026020
OG0009136	CP7_g45230_DN2_SP0_c.t1	CARHR026040
OG0009137	CP7_g45204_DN2_SP0_c.t1	CARHR026320
OG0009138	CP7_g45201_DN3_SP1_c.t1	CARHR026360
OG0009139	CP7_g45176_DN2_SP7_c.t1	CARHR026660
OG0009140	CP7_g45149_DN3_SP3_c.t1	CARHR026910
OG0009141	CP19_g18222_DN2_SP0_c.t1	CARHR231710
OG0009142	CP27_g41757_DN3_SP6_c.t1	CARHR259180
OG0009143	CP19_g18202_DN3_SP0_c.t1	CARHR231890
OG0009144	CP19_g18171_DN3_SP2_c.t1	CARHR232170
OG0009145	CP19_g18158_DN3_SP0_c.t1	CARHR232310
OG0009146	CP16_g55279_DN3_SP8_c.t1	CARHR116260
OG0009148	CP16_g55225_DN3_SP8_c.t1	CARHR116640
OG0009149	CP16_g55235_DN3_SP8_c.t1	CARHR116580
OG0009150	CP16_g55124_DN3_SP8_c.t1	CARHR117530
OG0009151	CP16_g55094_DN3_SP8_c.t1	CARHR117830
OG0009152	CP16_g55046_DN2_SP0_c.t1	CARHR184690
OG0009153	CP16_g55032_DN3_SP0_c.t1	CARHR184830
OG0009154	CP16_g54987_DN3_SP8_c.t1	CARHR292980
OG0009155	CP16_g54952_DN3_SP8_c.t1	CARHR114370
OG0009156	CP3_g14219_DN3_SP8_c.t1	CARHR161070
OG0009157	CP16_g54889_DN3_SP6_c.t1	CARHR113750
OG0009158	CP16_g54877_DN3_SP0_c.t1	CARHR113660
OG0009159	CP16_g54816_DN3_SP4_c.t1	CARHR112850, CARHR112860, CARHR293120, CARHR034070
OG0009160	CP16_g54764_DN3_SP5_c.t1	CARHR112270
OG0009162	CP1_g37808_DN3_SP0_c.t1	CARHR015550
OG0009163	CP1_g37786_DN3_SP0_c.t1	CARHR015300
OG0009164	CP1_g37770_DN3_SP2_c.t1	CARHR015130
OG0009165	CP1_g37722_DN3_SP0_c.t1	CARHR014610
OG0009166	CP1_g37720_DN3_SP1_c.t1	CARHR014580
OG0009167	CP1_g37699_DN3_SP8_c.t1	CARHR014340
OG0009168	CP1_g37628_DN3_SP8_c.t1	CARHR013650
OG0009169	CP1_g37631_DN3_SP7_c.t1	CARHR013680
OG0009170	CP1_g37599_DN3_SP0_c.t1	CARHR013320
OG0009171	CP1_g37538_DN3_SP8_c.t1	CARHR012650
OG0009172	CP1_g37480_DN3_SP8_c.t1	CARHR012130
OG0009173	CP1_g37469_DN3_SP7_c.t1	CARHR012030
OG0009174	CP1_g37434_DN3_SP2_c.t1	CARHR011640
OG0009175	CP1_g37375_DN3_SP8_c.t1	CARHR010980
OG0009176	CP1_g37373_DN3_SP8_c.t1	CARHR010930
OG0009177	CP1_g37364_DN3_SP3_c.t1	CARHR010840
OG0009178	CP1_g37312_DN3_SP8_c.t1	CARHR010380
OG0009179	CP1_g37268_DN3_SP7_c.t1	CARHR009850
OG0009180	CP1_g37277_DN3_SP8_c.t1	CARHR009970
OG0009181	CP1_g37232_DN3_SP3_c.t1	CARHR009500
OG0009182	CP1_g37211_DN3_SP0_c.t1	CARHR009280
OG0009183	CP7_g44603_DN3_SP0_c.t1	CARHR006410
OG0009184	CP1_g37188_DN3_SP8_c.t1	CARHR009000
OG0009185	CP1_g37177_DN3_SP2_c.t1	CARHR008880
OG0009186	CP8_g54336_DN3_SP3_c.t1	CARHR192970
OG0009187	CP1_g37165_DN3_SP8_c.t1	CARHR008750
OG0009188	CP1_g37160_DN3_SP3_c.t1	CARHR008700
OG0009189	CP1_g37138_DN3_SP5_c.t1	CARHR008470
OG0009190	CP1_g37139_DN3_SP3_c.t1	CARHR008480
OG0009191	CP1_g37142_DN3_SP6_c.t1	CARHR008510, CARHR008500
OG0009192	CP1_g37144_DN3_SP2_c.t1	CARHR008530
OG0009193	CP1_g37132_DN2_SP0_c.t1	CARHR008390
OG0009194	CP1_g37125_DN3_SP8_c.t1	CARHR008330
OG0009195	CP1_g37080_DN3_SP4_c.t1	CARHR007800
OG0009196	CP1_g37114_DN3_SP8_c.t1	CARHR008210
OG0009197	CP1_g37048_DN3_SP8_c.t1	CARHR007450
OG0009198	CP1_g37024_DN3_SP8_c.t1	CARHR007170
OG0009199	CP1_g37003_DN3_SP0_c.t1	CARHR006920
OG0009200	CP1_g36932_DN3_SP8_c.t1	CARHR006080
OG0009201	CP1_g36927_DN3_SP8_c.t1	CARHR006020
OG0009202	CP1_g36918_DN2_SP0_c.t1	CARHR005860
OG0009203	CP1_g36915_DN3_SP4_c.t1	CARHR005810
OG0009204	CP1_g36890_DN3_SP0_c.t1	CARHR005510
OG0009205	CP1_g36871_DN3_SP8_c.t1	CARHR005310
OG0009206	CP1_g36829_DN3_SP8_c.t1	CARHR004880
OG0009207	CP1_g36827_DN3_SP8_c.t1	CARHR004850
OG0009208	CP1_g36549_DN3_SP8_c.t1	CARHR004730
OG0009209	CP9_g29699_DN3_SP0_c.t1	CARHR074290
OG0009210	CP1_g36581_DN3_SP8_c.t1	CARHR004360
OG0009211	CP1_g36594_DN3_SP8_c.t1	CARHR004220
OG0009212	CP1_g36597_DN3_SP8_c.t1	CARHR004170
OG0009213	CP1_g36623_DN3_SP0_c.t1	CARHR003880
OG0009214	CP1_g36647_DN3_SP2_c.t1	CARHR003640
OG0009215	CP1_g36675_DN3_SP8_c.t1	CARHR003360
OG0009216	CP1_g36725_DN3_SP1_c.t1	CARHR002840
OG0009217	CP1_g36759_DN3_SP0_c.t1	CARHR002430
OG0009218	CP1_g36766_DN3_SP0_c.t1	CARHR002360
OG0009219	CP1_g36790_DN1_SP0_c.t1	CARHR002130
OG0009220	CP1_g36809_DN3_SP0_c.t1	CARHR001880
OG0009221	CP1_g36815_DN3_SP8_c.t1	CARHR001780
OG0009222	CP1_g36527_DN3_SP3_c.t1	CARHR001560
OG0009223	CP1_g36516_DN3_SP0_c.t1	CARHR001480
OG0009224	CP1_g36509_DN3_SP5_c.t1	CARHR001380, CARHR259900
OG0009226	CP1_g36491_DN3_SP0_c.t1	CARHR001210
OG0009227	CP1_g36486_DN3_SP0_c.t1	CARHR001130
OG0009228	CP1_g36459_DN3_SP1_c.t1	CARHR000770
OG0009229	CP1_g36441_DN3_SP5_c.t1	CARHR248690, CARHR000600
OG0009230	CP1_g36411_DN3_SP7_c.t1	CARHR000270
OG0009231	CP1_g36400_DN2_SP8_c.t1	CARHR000180
OG0009233	CP11_g32566_DN3_SP2_c.t1	CARHR199360
OG0009234	CP11_g32545_DN3_SP3_c.t1	CARHR199110
OG0009236	CP11_g32479_DN3_SP7_c.t1	CARHR198430
OG0009237	CP11_g32473_DN3_SP7_c.t1	CARHR198360
OG0009238	CP11_g32465_DN3_SP3_c.t1	CARHR198290
OG0009239	CP11_g32407_DN3_SP8_c.t1	CARHR197680
OG0009240	CP11_g32430_DN3_SP8_c.t1	CARHR197910
OG0009241	CP11_g32447_DN3_SP2_c.t1	CARHR198080
OG0009242	CP11_g32394_DN3_SP0_c.t1	CARHR197550
OG0009243	CP11_g32357_DN3_SP8_c.t1	CARHR197150
OG0009244	CP11_g32350_DN3_SP0_c.t1	CARHR197090
OG0009245	CP11_g32297_DN3_SP7_c.t1	CARHR196480
OG0009246	CP11_g32289_DN3_SP0_c.t1	CARHR196400
OG0009247	CP11_g32261_DN3_SP1_c.t1	CARHR196110
OG0009248	CP11_g32254_DN2_SP0_c.t1	CARHR196000
OG0009249	CP11_g32213_DN3_SP0_c.t1	CARHR195600
OG0009250	CP11_g32159_DN3_SP4_c.t1	CARHR194950
OG0009251	CP8_g54449_DN3_SP7_c.t1	CARHR194110
OG0009252	CP8_g54442_DN3_SP8_c.t1	CARHR194030
OG0009253	CP8_g54409_DN3_SP3_c.t1	CARHR193690
OG0009254	CP8_g54408_DN3_SP0_c.t1	CARHR193680
OG0009255	CP2_g48608_DN3_SP0_c.t1	CARHR186030
OG0009256	CP2_g48662_DN3_SP3_c.t1	CARHR185320
OG0009257	CP2_g48720_DN3_SP1_c.t1	CARHR286000
OG0009258	CP2_g48684_DN3_SP8_c.t1	CARHR287970
OG0009260	CP2_g48735_DN3_SP8_c.t1	CARHR284570
OG0009262	CP11_g32606_DN3_SP8_c.t1	CARHR199800
OG0009263	CP11_g32614_DN3_SP8_c.t1	CARHR199880
OG0009264	CP11_g33275_DN3_SP8_c.t1	CARHR206350
OG0009265	CP11_g33277_DN3_SP8_c.t1	CARHR206330
OG0009267	CP11_g32589_DN3_SP1_c.t1	CARHR199620
OG0009268	CP11_g33260_DN3_SP6_c.t1	CARHR206490
OG0009270	CP11_g32632_DN3_SP7_c.t1	CARHR200100
OG0009271	CP11_g33215_DN3_SP0_c.t1	CARHR206970
OG0009272	CP11_g33214_DN3_SP4_c.t1	CARHR206950
OG0009273	CP11_g33299_DN2_SP0_c.t1	CARHR206770
OG0009274	CP11_g33303_DN3_SP2_c.t1	CARHR207220
OG0009275	CP11_g33322_DN3_SP4_c.t1	CARHR207420
OG0009277	CP11_g33370_DN3_SP1_c.t1	CARHR207990
OG0009278	CP11_g33373_DN1_SP0_c.t1	CARHR208030
OG0009279	CP11_g33393_DN3_SP4_c.t1	CARHR208260
OG0009280	CP11_g33414_DN3_SP0_c.t1	CARHR208460
OG0009281	CP2_g48456_DN2_SP1_c.t1	CARHR187900
OG0009282	CP2_g48480_DN3_SP0_c.t1	CARHR187630
OG0009283	CP2_g48461_DN3_SP8_c.t1	CARHR187850
OG0009284	CP2_g48442_DN3_SP2_c.t1	CARHR188060
OG0009285	CP2_g48433_DN3_SP8_c.t1	CARHR188220
OG0009286	CP2_g48423_DN3_SP8_c.t1	CARHR188340
OG0009287	CP2_g48412_DN3_SP8_c.t1	CARHR188460, CARHR188480, CARHR150640
OG0009288	CP2_g48410_DN3_SP3_c.t1	CARHR188510
OG0009289	CP2_g48389_DN3_SP7_c.t1	CARHR188770
OG0009290	CP2_g48383_DN3_SP5_c.t1	CARHR188830
OG0009291	CP3_g13874_DN3_SP7_c.t1	CARHR164720
OG0009292	CP2_g48379_DN3_SP6_c.t1	CARHR188870
OG0009293	CP2_g48362_DN3_SP5_c.t1	CARHR189020
OG0009294	CP2_g48316_DN3_SP3_c.t1	CARHR189620
OG0009295	CP2_g48279_DN3_SP0_c.t1	CARHR190030
OG0009297	CP2_g48266_DN3_SP8_c.t1	CARHR190200
OG0009298	CP2_g48263_DN3_SP7_c.t1	CARHR190230
OG0009299	CP2_g48247_DN3_SP0_c.t1	CARHR190380
OG0009300	CP2_g48188_DN3_SP2_c.t1	CARHR274840
OG0009301	CP2_g48127_DN3_SP8_c.t1	CARHR275530
OG0009302	CP2_g48112_DN3_SP6_c.t1	CARHR275660
OG0009303	CP2_g48021_DN3_SP0_c.t1	CARHR276660
OG0009304	CP3_g14571_DN3_SP5_c.t1	CARHR156880
OG0009305	CP2_g48007_DN3_SP3_c.t1	CARHR276820
OG0009306	CP8_g53880_DN3_SP5_c.t1	CARHR272680
OG0009307	CP8_g53842_DN3_SP8_c.t1	CARHR272240
OG0009308	CP3_g14237_DN3_SP8_c.t1	CARHR160870
OG0009310	CP3_g14244_DN3_SP2_c.t1	CARHR160800
OG0009311	CP3_g14262_DN3_SP8_c.t1	CARHR160610
OG0009313	CP3_g14310_DN3_SP8_c.t1	CARHR160170
OG0009314	CP3_g14322_DN3_SP8_c.t1	CARHR160030
OG0009316	CP3_g14386_DN3_SP1_c.t1	CARHR158980
OG0009317	CP3_g14388_DN3_SP7_c.t1	CARHR158960
OG0009318	CP3_g14416_DN3_SP2_c.t1	CARHR158620
OG0009319	CP3_g14450_DN3_SP7_c.t1	CARHR158130
OG0009320	CP3_g14468_DN3_SP8_c.t1	CARHR157930
OG0009321	CP3_g14499_DN3_SP5_c.t1	CARHR157520
OG0009322	CP3_g14520_DN3_SP8_c.t1	CARHR157350
OG0009323	CP3_g14538_DN3_SP1_c.t1	CARHR157220
OG0009324	CP2_g47986_DN3_SP0_c.t1, CP3_g14546_DN3_SP2_c.t1	CARHR157160
OG0009325	CP3_g14587_DN3_SP8_c.t1	CARHR156720
OG0009326	CP3_g14600_DN3_SP0_c.t1	CARHR156610
OG0009327	CP3_g14666_DN3_SP0_c.t1	CARHR156000
OG0009328	CP3_g15246_DN3_SP4_c.t1	CARHR104500
OG0009329	CP12_g30732_DN3_SP3_c.t1	CARHR152450
OG0009330	CP5_g703_DN3_SP8_c.t1	CARHR241120
OG0009331	CP2_g48839_DN3_SP6_c.t1	CARHR153570
OG0009332	CP9_g28275_DN3_SP0_c.t1	CARHR059790
OG0009333	CP9_g28277_DN3_SP7_c.t1	CARHR059820
OG0009334	CP9_g28442_DN3_SP2_c.t1	CARHR061380
OG0009335	CP9_g28470_DN3_SP8_c.t1	CARHR061640
OG0009336	CP9_g28461_DN3_SP0_c.t1	CARHR061550
OG0009337	CP9_g28491_DN3_SP8_c.t1	CARHR061910
OG0009338	CP9_g28517_DN3_SP2_c.t1	CARHR062150
OG0009340	CP9_g28545_DN3_SP7_c.t1	CARHR062420
OG0009341	CP24_g47105_DN3_SP6_c.t1	CARHR118570
