Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_Rawat
OG0010695	CP6_g7206_DN3_SP8_c.t1	AL7G38590
OG0010696	CP6_g7210_DN3_SP0_c.t1	AL7G38630
OG0010697	CP2_g49977_DN3_SP1_c.t1	AL1G65880
OG0010698	CP3_g13696_DN3_SP4_c.t1	AL5G37860
OG0010699	CP2_g49948_DN3_SP2_c.t1	AL1G65920
OG0010700	CP2_g49775_DN3_SP0_c.t1	AL1G66650
OG0010701	CP2_g49744_DN3_SP6_c.t1	AL1G67180
OG0010702	CP2_g49521_DN2_SP0_c.t1	AL2G17970
OG0010703	CP2_g49491_DN3_SP6_c.t1	AL2G18140
OG0010704	CP2_g49422_DN3_SP6_c.t1	AL2G17850
OG0010705	CP2_g49366_DN3_SP1_c.t1	AL2G17160
OG0010706	CP2_g49376_DN3_SP7_c.t1	AL2G17340
OG0010707	CP2_g49345_DN3_SP0_c.t1	AL2G16920
OG0010708	CP2_g49336_DN3_SP3_c.t1	AL2G16830
OG0010709	CP2_g49329_DN3_SP0_c.t1	AL2G16780
OG0010710	CP2_g49307_DN3_SP3_c.t1	AL2G16710
OG0010711	CP2_g49286_DN3_SP8_c.t1	AL2G16520
OG0010712	CP2_g49288_DN3_SP8_c.t1	AL2G16490
OG0010713	CP2_g49292_DN3_SP2_c.t1	AL2G16460
OG0010714	CP2_g49279_DN3_SP2_c.t1	AL2G16310
OG0010715	CP2_g49272_DN3_SP0_c.t1, CP2_g49273_DN3_SP3_c.t1	AL2G16250
OG0010716	CP2_g49238_DN3_SP0_c.t1	nbis-gene-411
OG0010717	CP2_g49186_DN3_SP0_c.t1	AL2G15400
OG0010718	CP2_g49156_DN3_SP8_c.t1	AL2G15090
OG0010719	CP2_g49107_DN3_SP5_c.t1	AL2G14530
OG0010720	CP2_g49097_DN3_SP8_c.t1	AL2G14340
OG0010721	CP2_g49084_DN3_SP8_c.t1	AL2G14150
OG0010722	CP13_g19700_DN3_SP6_c.t1	AL5G10080
OG0010723	CP13_g19633_DN3_SP8_c.t1	AL5G10900
OG0010724	CP13_g19592_DN2_SP0_c.t1	AL5G11420
OG0010725	CP13_g19574_DN3_SP6_c.t1	AL5G11630
OG0010726	CP13_g19570_DN3_SP8_c.t1	AL5G11750
OG0010727	CP13_g19560_DN3_SP7_c.t1	AL5G11850
OG0010728	CP13_g19554_DN2_SP0_c.t1	AL5G11950
OG0010729	CP13_g19548_DN3_SP2_c.t1	AL5G12030
OG0010730	CP13_g19508_DN3_SP7_c.t1	AL5G13100, AL5G13140
OG0010731	CP13_g19444_DN3_SP8_c.t1	AL5G14200
OG0010734	CP1_g37622_DN1_SP0_c.t1	AL1G24870
OG0010735	CP13_g19396_DN3_SP1_c.t1	AL5G14840
OG0010737	CP13_g19373_DN2_SP0_c.t1	AL5G15120
OG0010738	CP13_g19247_DN3_SP1_c.t1	AL5G17000
OG0010739	CP13_g19244_DN3_SP5_c.t1	AL5G17060
OG0010740	CP13_g19214_DN3_SP0_c.t1	AL5G17540
OG0010741	CP13_g19203_DN2_SP0_c.t1	AL5G17900
OG0010742	CP2_g48862_DN3_SP4_c.t1	AL5G20170
OG0010743	CP9_g28202_DN3_SP8_c.t1	AL2G24640
OG0010744	CP9_g27782_DN2_SP2_c.t1	AL2G22140
OG0010745	CP64_g21087_DN3_SP8_c.t1	AL2G19340
OG0010746	CP10_g42417_DN3_SP8_c.t1	AL3G14190
OG0010747	CP5_g3311_DN3_SP2_c.t1	AL7G43640
OG0010748	CP13_g19043_DN3_SP8_c.t1	AL2G10040, AL2G10050
OG0010749	CP2_g48900_DN1_SP0_c.t1	AL7G48340, AL2G10070
OG0010750	CP13_g19055_DN3_SP2_c.t1	AL2G10160
OG0010751	CP13_g19076_DN3_SP0_c.t1	AL2G10440
OG0010752	CP13_g19077_DN3_SP8_c.t1	AL2G10450
OG0010753	CP13_g19084_DN3_SP6_c.t1	AL2G10520
OG0010754	CP13_g19104_DN3_SP0_c.t1	AL2G10840
OG0010755	CP2_g48888_DN3_SP8_c.t1	AL2G11170
OG0010756	CP2_g48909_DN3_SP8_c.t1	AL2G11530
OG0010757	CP2_g48995_DN3_SP4_c.t1	AL2G12920
OG0010759	CP19_g18018_DN3_SP8_c.t1	AL7G26770
OG0010760	CP4_g24594_DN3_SP8_c.t1	AL4G39230
OG0010761	CP4_g24626_DN3_SP3_c.t1	AL4G38900
OG0010762	CP4_g24622_DN3_SP6_c.t1	AL4G38950
OG0010765	CP10_g42879_DN3_SP0_c.t1, CP4_g24070_DN3_SP0_c.t1	AL3G20160
OG0010766	CP10_g42906_DN3_SP3_c.t1	AL614U10010, AL3G20610
OG0010767	CP10_g42977_DN3_SP6_c.t1	AL3G21490
OG0010768	CP10_g42983_DN3_SP8_c.t1	AL3G21550
OG0010769	CP10_g42984_DN3_SP8_c.t1	AL3G21560
OG0010770	CP6_g6802_DN3_SP3_c.t1	AL7G33620
OG0010771	CP10_g43049_DN3_SP0_c.t1	AL3G22320
OG0010772	CP5_g355_DN3_SP5_c.t1	AL2G11330
OG0010773	CP10_g43072_DN3_SP0_c.t1	AL467U10010, AL3G22590
OG0010775	CP10_g43112_DN3_SP0_c.t1	AL3G23070
OG0010777	CP10_g43174_DN3_SP8_c.t1	AL3G23720
OG0010778	CP10_g43184_DN3_SP8_c.t1	AL3G23860
OG0010779	CP10_g43185_DN3_SP3_c.t1	AL3G23870
OG0010780	CP10_g43198_DN3_SP0_c.t1	AL3G24020
OG0010781	CP10_g43199_DN3_SP5_c.t1	AL3G24030
OG0010782	CP30_g9986_DN3_SP6_c.t1	AL6G41310
OG0010783	CP69_g34236_DN3_SP7_c.t1	AL4G13300
OG0010784	CP26_g51203_DN3_SP8_c.t1	AL8G23800
OG0010785	CP8_g52175_DN3_SP8_c.t1	AL8G23850
OG0010786	CP8_g52848_DN3_SP2_c.t1	AL8G24600
OG0010787	CP8_g52817_DN3_SP6_c.t1	AL8G24420
OG0010788	CP8_g52830_DN3_SP0_c.t1	AL58U10010, nbis-gene-2082
OG0010789	CP8_g52864_DN3_SP5_c.t1	AL8G24630
OG0010790	CP8_g52931_DN3_SP1_c.t1	AL8G24940
OG0010791	CP8_g52979_DN3_SP8_c.t1, CP19_g18140_DN3_SP3_c.t1	AL8G25230
OG0010792	CP8_g53014_DN3_SP5_c.t1	AL8G25440
OG0010793	CP8_g53044_DN3_SP8_c.t1	AL8G25710
OG0010794	CP8_g53054_DN3_SP1_c.t1	AL64U10030, AL8G25810
OG0010795	CP8_g53100_DN3_SP8_c.t1	AL8G25910
OG0010796	CP8_g53123_DN3_SP8_c.t1	AL8G26130, AL8G30000
OG0010797	CP8_g53176_DN3_SP6_c.t1	AL8G26620
OG0010798	CP8_g53295_DN3_SP6_c.t1	AL8G28010
OG0010799	CP8_g53278_DN3_SP0_c.t1	AL8G27800
OG0010800	CP8_g53310_DN3_SP8_c.t1, CP2_g49742_DN2_SP0_c.t1	AL8G28160
OG0010801	CP8_g53337_DN3_SP0_c.t1	AL8G28610
OG0010802	CP8_g53394_DN3_SP1_c.t1	AL8G29400
OG0010804	CP8_g53348_DN3_SP5_c.t1	AL8G28840
OG0010805	CP8_g53437_DN3_SP8_c.t1	AL8G30140
OG0010806	CP5_g1298_DN3_SP5_c.t1	AL7G25690
OG0010807	CP8_g53465_DN1_SP0_c.t1	AL8G30410
OG0010808	CP8_g53535_DN3_SP0_c.t1, CP8_g53536_DN3_SP0_c.t1	AL8G31090
OG0010809	CP8_g53560_DN2_SP0_c.t1	AL8G31330
OG0010810	CP8_g53579_DN3_SP8_c.t1	AL8G31540, AL840U10010, AL8G31520
OG0010811	CP8_g53607_DN3_SP0_c.t1	AL8G31850, AL191U10010
OG0010812	CP8_g53697_DN3_SP4_c.t1	AL8G32950
OG0010815	CP8_g53755_DN3_SP4_c.t1	AL8G33620
OG0010816	CP8_g53778_DN3_SP1_c.t1	AL8G33880
OG0010817	CP8_g53799_DN3_SP5_c.t1	AL8G34100
OG0010818	CP11_g32652_DN3_SP3_c.t1	AL6G23740
OG0010819	CP11_g32689_DN3_SP1_c.t1	AL6G23250
OG0010820	CP11_g32723_DN3_SP0_c.t1	AL6G44470, AL6G22880
OG0010821	CP11_g32747_DN3_SP0_c.t1	AL6G22580
OG0010822	CP11_g32763_DN3_SP8_c.t1	AL6G22440
OG0010823	CP11_g32770_DN3_SP8_c.t1	AL6G22350
OG0010825	CP11_g32779_DN3_SP0_c.t1	AL6G22220
OG0010826	CP11_g32814_DN3_SP7_c.t1	AL6G21780
OG0010827	CP11_g32817_DN3_SP2_c.t1	AL6G21750
OG0010828	CP11_g32830_DN3_SP0_c.t1	AL6G21600
OG0010829	CP11_g32835_DN3_SP0_c.t1	AL6G21540
OG0010830	CP11_g32863_DN3_SP6_c.t1	AL6G21170
OG0010831	CP2_g47739_DN3_SP5_c.t1	AL8G43140
OG0010832	CP11_g32874_DN3_SP8_c.t1	AL6G21040
OG0010833	CP11_g32920_DN3_SP3_c.t1	AL6G20540
OG0010834	CP11_g32921_DN3_SP0_c.t1	AL6G20530
OG0010835	CP11_g32956_DN1_SP0_c.t1	AL6G20150
OG0010837	CP2_g47883_DN3_SP8_c.t1	AL372U10010
OG0010838	CP11_g33045_DN3_SP0_c.t1	AL6G18900
OG0010840	CP11_g33156_DN3_SP2_c.t1	AL6G17690
OG0010841	CP6_g7113_DN3_SP2_c.t1	AL7G37470
OG0010842	CP6_g7050_DN3_SP0_c.t1	AL7G36820
OG0010843	CP6_g7026_DN3_SP1_c.t1	AL7G36520
OG0010844	CP6_g6972_DN3_SP3_c.t1	AL7G35950
OG0010845	CP6_g6959_DN3_SP0_c.t1	AL7G35760
OG0010846	CP6_g6952_DN3_SP0_c.t1	AL7G35700
OG0010847	CP6_g6945_DN3_SP0_c.t1	AL7G35630
OG0010850	CP6_g6880_DN3_SP1_c.t1	AL7G34810
OG0010851	CP6_g6858_DN3_SP0_c.t1	AL7G34560, AL7G34570
OG0010853	CP6_g6778_DN3_SP3_c.t1	AL7G33360
OG0010854	CP6_g6772_DN3_SP8_c.t1	AL7G33300
OG0010855	CP6_g6728_DN3_SP7_c.t1	AL7G32810
OG0010856	CP6_g6701_DN3_SP4_c.t1	nbis-gene-1585, AL7G32500, AL7G32520
OG0010857	CP6_g6695_DN3_SP8_c.t1	AL7G32450
OG0010858	CP19_g18515_DN3_SP3_c.t1	AL7G32220
OG0010860	CP19_g18301_DN3_SP8_c.t1	AL7G29840
OG0010861	CP19_g18244_DN3_SP4_c.t1	AL7G29200
OG0010862	CP7_g44557_DN3_SP8_c.t1	AL1G47710
OG0010863	CP7_g44538_DN3_SP2_c.t1	AL1G47890
OG0010864	CP7_g44526_DN3_SP8_c.t1	AL1G48100
OG0010865	CP7_g44521_DN3_SP6_c.t1	AL1G48190
OG0010866	CP7_g44425_DN3_SP7_c.t1	AL1G49810
OG0010867	CP7_g44410_DN3_SP6_c.t1	AL1G49880
OG0010868	CP1_g39358_DN1_SP0_c.t1	AL4G17330
OG0010869	CP1_g38967_DN3_SP7_c.t1	AL1G52310
OG0010871	CP291_g50943_DN3_SP8_c.t1	AL1G51790
OG0010872	CP1_g38470_DN3_SP0_c.t1	AL1G53430
OG0010873	CP7_g45085_DN1_SP0_c.t1	nbis-gene-163
OG0010874	CP7_g45067_DN3_SP4_c.t1	AL1G41800
OG0010875	CP7_g45043_DN3_SP8_c.t1	AL1G42080
OG0010876	CP7_g45040_DN2_SP0_c.t1	AL1G42090
OG0010877	CP7_g45033_DN3_SP0_c.t1	nbis-gene-168
OG0010878	CP7_g45010_DN3_SP7_c.t1	AL1G42750
OG0010879	CP7_g44880_DN3_SP0_c.t1	AL1G44120
OG0010880	CP7_g44854_DN3_SP4_c.t1	AL1G44510
OG0010881	CP6_g7650_DN3_SP6_c.t1, CP7_g44837_DN3_SP1_c.t1	AL1G44660
OG0010882	CP7_g44818_DN3_SP3_c.t1	AL1G44820
OG0010883	CP20_g4136_DN3_SP1_c.t1	AL1G45200
OG0010884	CP5_g444_DN3_SP0_c.t1	AL7G15470
OG0010885	CP5_g403_DN3_SP0_c.t1	AL7G14990
OG0010886	CP5_g380_DN3_SP8_c.t1	AL7G14720
OG0010887	CP10_g43685_DN3_SP7_c.t1	AL3G51540
OG0010888	CP5_g350_DN3_SP1_c.t1	AL7G14350
OG0010889	CP5_g345_DN3_SP0_c.t1	AL7G14300
OG0010890	CP5_g265_DN3_SP0_c.t1	AL7G13360
OG0010891	CP5_g257_DN3_SP8_c.t1	AL5G41240, AL7G13250
OG0010892	CP5_g218_DN3_SP7_c.t1	AL7G12720, AL3G19570
OG0010893	CP16_g54861_DN3_SP0_c.t1, CP5_g182_DN3_SP8_c.t1	AL7G12240
OG0010894	CP5_g163_DN3_SP0_c.t1	AL7G12010
OG0010895	CP5_g117_DN3_SP0_c.t1	AL7G11350
OG0010896	CP5_g89_DN3_SP8_c.t1	AL7G11000
OG0010897	CP5_g46_DN3_SP8_c.t1	AL7G44960, AL7G10530
OG0010899	CP16_g54724_DN3_SP0_c.t1	AL4G10070
OG0010900	CP16_g54722_DN2_SP7_c.t1	AL4G10040
OG0010901	CP5_g13_DN2_SP0_c.t1	AL7G10170
OG0010902	CP5_g19_DN2_SP8_c.t1	AL7G10230
OG0010903	CP12_g30784_DN3_SP6_c.t1	AL7G44710, AL7G10300
OG0010904	CP9_g28538_DN3_SP0_c.t1	AL7G10310
OG0010905	CP5_g2_DN2_SP0_c.t1	AL7G10060
OG0010906	CP5_g2005_DN3_SP8_c.t1	AL7G45140
OG0010907	CP5_g1951_DN3_SP8_c.t1	AL7G45420
OG0010908	CP9_g28128_DN3_SP0_c.t1, CP5_g1818_DN3_SP8_c.t1	AL7G45910
OG0010910	CP5_g1725_DN3_SP8_c.t1	AL7G46670
OG0010911	CP5_g1615_DN2_SP0_c.t1, CP5_g1617_DN3_SP7_c.t1	AL7G51880
OG0010912	CP5_g1609_DN3_SP0_c.t1	AL7G51690
OG0010913	CP5_g1593_DN3_SP3_c.t1	AL7G51530
OG0010915	CP5_g1507_DN3_SP0_c.t1	AL7G50650
OG0010916	CP4_g25242_DN3_SP0_c.t1	AL4G31020
OG0010917	CP4_g25236_DN3_SP7_c.t1	AL4G31070
OG0010918	CP4_g25214_DN3_SP0_c.t1	AL4G31330
OG0010919	CP7_g44630_DN3_SP0_c.t1	AL1G46890
OG0010920	CP20_g4065_DN3_SP6_c.t1	AL6G43210
OG0010921	CP20_g4056_DN3_SP8_c.t1	AL2G20400
OG0010922	CP14_g23203_DN3_SP3_c.t1	AL6G42350
OG0010923	CP14_g23588_DN2_SP8_c.t1	AL6G41870
OG0010924	CP14_g23414_DN3_SP6_c.t1	AL6G45620, AL6G42220
OG0010925	CP4_g25315_DN3_SP6_c.t1	AL4G30210
OG0010926	CP4_g25334_DN3_SP2_c.t1	AL4G29990
OG0010928	CP4_g25359_DN3_SP7_c.t1	AL4G29560
OG0010929	CP13_g20317_DN3_SP0_c.t1	AL8G17090
OG0010930	CP13_g20591_DN3_SP0_c.t1	AL8G18330
OG0010931	CP13_g20656_DN3_SP2_c.t1	AL8G18440
OG0010932	CP13_g20730_DN3_SP0_c.t1	AL8G18450
OG0010933	CP8_g52969_DN3_SP5_c.t1	AL8G18540
OG0010934	CP22_g17281_DN3_SP2_c.t1	AL8G18870
OG0010935	CP20_g4186_DN2_SP8_c.t1	AL6G43950
OG0010936	CP20_g4251_DN3_SP8_c.t1	AL6G44820
OG0010937	CP20_g4328_DN3_SP8_c.t1	AL6G45660
OG0010938	CP20_g4402_DN3_SP3_c.t1	AL6G46740
OG0010939	CP11_g31831_DN3_SP0_c.t1	AL6G47900
OG0010940	CP11_g31878_DN3_SP3_c.t1	AL6G48370
OG0010941	CP11_g31885_DN3_SP8_c.t1	AL6G48430
OG0010942	CP11_g31889_DN3_SP8_c.t1	AL6G48490
OG0010943	CP11_g31893_DN3_SP2_c.t1	AL6G48560
OG0010944	CP13_g20150_DN3_SP0_c.t1	AL8G15300
OG0010945	CP9_g28382_DN3_SP4_c.t1	AL2G26810
OG0010946	CP13_g19965_DN3_SP0_c.t1	AL8G13140, AL8G13150
OG0010947	CP13_g19946_DN3_SP1_c.t1	AL8G12940
OG0010948	CP13_g19935_DN3_SP0_c.t1	AL8G12800
OG0010949	CP13_g19865_DN3_SP1_c.t1	AL8G11990
OG0010950	CP13_g19834_DN3_SP6_c.t1	AL8G11660
OG0010951	CP13_g19783_DN3_SP0_c.t1	AL8G11110
OG0010952	CP13_g19717_DN3_SP7_c.t1	AL8G10190
OG0010953	CP13_g19756_DN3_SP7_c.t1	AL8G10650
OG0010954	CP12_g31014_DN3_SP6_c.t1	AL3G42040
OG0010955	CP12_g31030_DN3_SP8_c.t1	AL3G42010
OG0010956	CP5_g2077_DN2_SP0_c.t1	AL7G44750
OG0010957	CP12_g31049_DN3_SP0_c.t1	AL3G41910
OG0010959	CP6_g8329_DN3_SP6_c.t1	AL4G37260
OG0010960	CP6_g8022_DN3_SP2_c.t1	AL9U10250
OG0010961	CP6_g7618_DN2_SP0_c.t1, CP6_g7620_DN1_SP0_c.t1	AL7G42680
OG0010962	CP6_g7605_DN3_SP1_c.t1	AL7G42630
OG0010963	CP21_g11013_DN3_SP1_c.t1, CP6_g7596_DN1_SP0_c.t1, CP13_g20644_DN1_SP0_c.t1	AL7G42490
OG0010964	CP6_g7589_DN3_SP0_c.t1	AL7G42420
OG0010965	CP12_g30798_DN3_SP2_c.t1	AL2G19190
OG0010966	CP6_g7473_DN3_SP0_c.t1	AL7G41440
OG0010967	CP6_g7352_DN3_SP8_c.t1	AL7G40080
OG0010968	CP5_g1455_DN3_SP0_c.t1	AL7G50130
OG0010969	CP5_g1450_DN3_SP6_c.t1	AL7G50100
OG0010970	CP5_g1439_DN3_SP0_c.t1	AL3G46790, AL3G42250
OG0010971	CP5_g1418_DN3_SP2_c.t1	AL3G42310
OG0010972	CP5_g1417_DN3_SP8_c.t1, CP13_g19204_DN3_SP2_c.t1	AL3G42320
OG0010973	CP5_g1414_DN3_SP0_c.t1	AL7G49900
OG0010974	CP5_g1374_DN3_SP3_c.t1	AL7G49410
OG0010975	CP5_g1368_DN3_SP3_c.t1	AL1G65850, AL7G49340
OG0010977	CP5_g1350_DN3_SP6_c.t1	AL7G49160
OG0010978	CP19_g17849_DN3_SP8_c.t1	AL7G47530
OG0010980	CP4_g23935_DN3_SP1_c.t1	AL4G47470, AL39U10080
OG0010981	CP4_g23941_DN3_SP0_c.t1	AL4G47400
OG0010982	CP4_g23942_DN3_SP0_c.t1	AL4G47390
OG0010983	CP4_g23975_DN3_SP8_c.t1	AL4G47030
OG0010984	CP4_g23982_DN3_SP8_c.t1	AL4G46950
OG0010985	CP6_g7564_DN3_SP0_c.t1	AL4G46860, AL302U10030
OG0010986	CP4_g24003_DN3_SP8_c.t1	AL4G46730
OG0010987	CP4_g24047_DN3_SP0_c.t1	AL4G46190
OG0010988	CP4_g24107_DN3_SP0_c.t1	AL4G45400
OG0010989	CP4_g24152_DN3_SP0_c.t1	AL4G44910
OG0010990	CP4_g24160_DN3_SP5_c.t1	AL4G44820
OG0010991	CP4_g24161_DN3_SP5_c.t1	AL4G44810
OG0010992	CP4_g24204_DN3_SP8_c.t1	AL4G44380
OG0010993	CP4_g24227_DN3_SP8_c.t1	AL4G44120
OG0010995	CP4_g24264_DN3_SP2_c.t1	AL4G43670
OG0010996	CP4_g24273_DN3_SP8_c.t1	AL4G43560
OG0010997	CP4_g24288_DN3_SP1_c.t1	AL4G43420
OG0010998	CP3_g13444_DN3_SP0_c.t1	AL5G41340
OG0010999	CP9_g28426_DN3_SP1_c.t1	AL2G27330
OG0011000	CP4_g24435_DN3_SP8_c.t1	AL4G41550
OG0011001	CP4_g24447_DN3_SP8_c.t1	AL4G41430
OG0011002	CP4_g24463_DN3_SP0_c.t1	AL4G41180
OG0011003	CP4_g24493_DN3_SP1_c.t1	AL4G40680
OG0011004	CP4_g24540_DN3_SP8_c.t1	AL4G40150
OG0011005	CP4_g24547_DN3_SP0_c.t1	AL4G40060
OG0011006	CP4_g24553_DN2_SP3_c.t1	AL4G39990
OG0011007	CP4_g24554_DN3_SP8_c.t1	AL4G39980
OG0011008	CP4_g24560_DN3_SP0_c.t1	AL4G39670
OG0011009	CP4_g24563_DN3_SP8_c.t1	AL4G39640
OG0011010	CP11_g33746_DN3_SP0_c.t1	AL6G10270, AL8G21460
OG0011011	CP11_g33742_DN1_SP0_c.t1	AL6G10340
OG0011012	CP11_g33741_DN3_SP8_c.t1	AL6G10350
OG0011013	CP11_g33734_DN1_SP0_c.t1	AL6G10410
OG0011014	CP11_g33731_DN3_SP6_c.t1	AL6G10430
OG0011015	CP11_g33728_DN3_SP5_c.t1	AL6G10460
OG0011016	CP11_g31949_DN3_SP0_c.t1	AL6G49440
OG0011017	CP11_g33652_DN3_SP0_c.t1	AL8G23740, AL3G43490, AL9U10330, AL6G11450
OG0011018	CP11_g33626_DN3_SP0_c.t1	AL6G11780
OG0011019	CP11_g33617_DN3_SP2_c.t1	AL6G11880
OG0011020	CP11_g33613_DN2_SP0_c.t1	AL6G11940
OG0011021	CP11_g33595_DN2_SP0_c.t1	AL6G12120
OG0011022	CP11_g33562_DN2_SP0_c.t1	AL6G12630
OG0011023	CP6_g7553_DN3_SP8_c.t1	AL6G12730
OG0011025	CP11_g33490_DN2_SP0_c.t1	AL6G13610
OG0011026	CP2_g48518_DN3_SP8_c.t1	AL6G38220
OG0011027	CP8_g54309_DN3_SP7_c.t1	AL6G31720
OG0011028	CP2_g47518_DN2_SP8_c.t1	AL8G45640
OG0011029	CP8_g54265_DN3_SP0_c.t1	AL6G32140
OG0011030	CP8_g54249_DN3_SP8_c.t1	AL6G32290
OG0011031	CP8_g54233_DN3_SP8_c.t1	AL6G32490
OG0011033	CP8_g54196_DN3_SP0_c.t1	AL6G32930
OG0011034	CP8_g54192_DN3_SP8_c.t1	AL6G32970
OG0011036	CP8_g54147_DN3_SP8_c.t1	AL6G33520
OG0011037	CP8_g54086_DN2_SP0_c.t1	AL8G37240
OG0011039	CP8_g54071_DN3_SP0_c.t1	AL8G37080
OG0011040	CP8_g54066_DN3_SP8_c.t1	AL8G37050
OG0011041	CP8_g53945_DN2_SP0_c.t1	AL8G35780
OG0011042	CP8_g53959_DN3_SP4_c.t1	AL8G35950
OG0011043	CP8_g53902_DN3_SP3_c.t1	AL3G40430, AL8G35320, AL139U10030
OG0011044	CP2_g47945_DN3_SP8_c.t1	AL8G40740
OG0011045	CP2_g47922_DN3_SP8_c.t1	AL697U10020, AL8G41100
OG0011046	CP2_g47887_DN3_SP5_c.t1	AL8G41430
OG0011047	CP2_g47886_DN3_SP0_c.t1	AL8G41440
OG0011048	CP2_g47880_DN3_SP1_c.t1	AL8G41520
OG0011049	CP2_g47837_DN3_SP6_c.t1	AL8G42040
OG0011050	CP3_g14317_DN3_SP8_c.t1	AL5G30740
OG0011051	CP2_g47598_DN3_SP8_c.t1	AL8G44730
OG0011052	CP2_g47597_DN3_SP8_c.t1	AL8G44740
OG0011054	CP2_g47541_DN3_SP8_c.t1	AL8G45320
OG0011055	CP2_g47527_DN3_SP7_c.t1	AL8G45530
OG0011056	CP2_g47511_DN3_SP8_c.t1	AL8G45710
OG0011057	CP8_g54627_DN3_SP1_c.t1	AL6G52870
OG0011058	CP29_g22037_DN1_SP0_c.t1, CP8_g54628_DN3_SP8_c.t1	AL6G52890
OG0011059	CP8_g54646_DN3_SP0_c.t1	AL6G53090
OG0011061	CP8_g54557_DN3_SP0_c.t1	nbis-gene-1893, AL6G52500
OG0011063	CP8_g54525_DN3_SP4_c.t1	AL6G51780
OG0011064	CP8_g54524_DN3_SP0_c.t1	AL6G51770
OG0011065	CP8_g54521_DN3_SP0_c.t1	AL6G51740
OG0011066	CP11_g32155_DN3_SP8_c.t1	AL6G51690
OG0011067	CP11_g32152_DN3_SP7_c.t1	AL6G51640
OG0011068	CP11_g32136_DN3_SP0_c.t1	AL6G51430
OG0011069	CP11_g32142_DN3_SP8_c.t1	AL6G51500
OG0011070	CP11_g32116_DN3_SP8_c.t1	AL6G51220
OG0011071	CP11_g32087_DN3_SP0_c.t1	AL6G50920
OG0011072	CP11_g32065_DN3_SP4_c.t1	AL6G50650
OG0011073	CP11_g32061_DN3_SP3_c.t1	AL6G50600
OG0011074	CP11_g32051_DN3_SP0_c.t1	AL6G50500
OG0011075	CP11_g32013_DN3_SP0_c.t1	AL6G50100
OG0011076	CP11_g32017_DN3_SP8_c.t1	AL6G50140
OG0011077	CP11_g31955_DN3_SP8_c.t1	AL6G49500
OG0011078	CP13_g20229_DN3_SP0_c.t1	AL8G16250
OG0011079	CP4_g25452_DN3_SP8_c.t1	AL120U10010
OG0011080	CP8_g54662_DN3_SP7_c.t1	AL7G21050
OG0011081	CP4_g25474_DN3_SP8_c.t1	AL4G28310
OG0011082	CP4_g25460_DN3_SP2_c.t1	AL4G28460
OG0011083	CP4_g25458_DN3_SP8_c.t1	AL4G28470
OG0011084	CP4_g25539_DN3_SP0_c.t1	AL103U10030, AL4G27480
OG0011085	CP4_g25630_DN3_SP8_c.t1	AL4G26390
OG0011086	CP4_g25663_DN3_SP0_c.t1	AL4G25990
OG0011087	CP4_g25704_DN3_SP8_c.t1	AL4G25410
OG0011089	CP4_g25792_DN3_SP8_c.t1	AL4G24270
OG0011090	CP4_g25808_DN1_SP2_c.t1	AL558U10020, AL4G23970
OG0011091	CP4_g25854_DN3_SP2_c.t1	AL4G23430
OG0011092	CP4_g25885_DN3_SP0_c.t1	AL4G23090
OG0011093	CP4_g25920_DN2_SP0_c.t1	AL4G21750
OG0011094	CP4_g25925_DN3_SP8_c.t1	AL4G21850
OG0011095	CP4_g25949_DN3_SP0_c.t1	AL4G22070
OG0011096	CP4_g26029_DN3_SP8_c.t1	AL5G38350, AL4G22810
OG0011097	CP4_g26578_DN3_SP1_c.t1	AL4G20260
OG0011098	CP4_g26110_DN3_SP6_c.t1	AL4G21210
OG0011100	CP4_g24846_DN3_SP8_c.t1	AL4G20130
OG0011101	CP2_g48795_DN3_SP0_c.t1	AL8G21110
OG0011102	CP2_g49198_DN3_SP8_c.t1	AL6G20310
OG0011103	CP7_g45220_DN3_SP1_c.t1	AL1G40000
OG0011104	CP16_g55632_DN3_SP0_c.t1	AL4G17390
OG0011107	CP10_g42149_DN3_SP7_c.t1	AL3G10690
OG0011108	CP10_g42125_DN3_SP3_c.t1	AL3G10430
OG0011109	CP4_g25749_DN3_SP0_c.t1	AL59U10010, AL4G24930
OG0011110	CP3_g13043_DN2_SP5_c.t1	AL3G10010
OG0011111	CP4_g24581_DN3_SP0_c.t1	AL4G26110, AL4G39430
OG0011112	CP4_g24582_DN3_SP8_c.t1	AL4G39410
OG0011114	CP19_g17960_DN3_SP8_c.t1	AL7G26090
OG0011115	CP19_g17963_DN3_SP0_c.t1	AL7G26100
OG0011116	CP19_g17969_DN3_SP0_c.t1	AL7G26180
OG0011117	CP10_g42261_DN3_SP8_c.t1	AL3G12070
OG0011118	CP10_g42265_DN3_SP2_c.t1	AL3G12150
OG0011119	CP10_g42289_DN3_SP7_c.t1	AL3G12400
OG0011120	CP8_g54375_DN2_SP0_c.t1	AL6G31080
OG0011121	CP10_g42368_DN3_SP8_c.t1	AL3G13570
OG0011122	CP10_g42433_DN3_SP8_c.t1	AL3G14410
OG0011123	CP10_g42494_DN3_SP0_c.t1	AL3G15460
OG0011124	CP10_g42487_DN3_SP8_c.t1	AL3G15360, AL3G15090
OG0011125	CP10_g42504_DN3_SP0_c.t1	AL3G15550
OG0011126	CP10_g42536_DN3_SP0_c.t1	AL304U10010
OG0011127	CP10_g42580_DN3_SP6_c.t1	AL3G16600
