Orthogroup	Conringia_planisiliqua	Eutrema_salsugineum
OG0010858	CP19_g18515_DN3_SP3_c.t1	XP_006413742.1
OG0010859	CP5_g1183_DN3_SP0_c.t1	XP_006412984.1
OG0010860	CP19_g18301_DN3_SP8_c.t1	XP_006413540.1
OG0010861	CP19_g18244_DN3_SP4_c.t1	XP_006413475.1
OG0010862	CP7_g44557_DN3_SP8_c.t1	XP_006415098.1
OG0010863	CP7_g44538_DN3_SP2_c.t1	XP_024008971.1
OG0010864	CP7_g44526_DN3_SP8_c.t1	XP_006415066.1
OG0010865	CP7_g44521_DN3_SP6_c.t1	XP_006415062.1
OG0010866	CP7_g44425_DN3_SP7_c.t1	XP_006397424.1
OG0010867	CP7_g44410_DN3_SP6_c.t1	XP_006397431.1
OG0010868	CP1_g39358_DN1_SP0_c.t1	XP_006392874.1
OG0010869	CP1_g38967_DN3_SP7_c.t1	XP_006393724.1
OG0010870	CP1_g40780_DN3_SP0_c.t1	XP_006393768.1
OG0010871	CP291_g50943_DN3_SP8_c.t1	XP_006393776.1
OG0010872	CP1_g38470_DN3_SP0_c.t1	XP_006393595.1
OG0010873	CP7_g45085_DN1_SP0_c.t1	XP_006415701.2
OG0010874	CP7_g45067_DN3_SP4_c.t1	XP_024008081.1
OG0010875	CP7_g45043_DN3_SP8_c.t1	XP_006415652.1
OG0010876	CP7_g45040_DN2_SP0_c.t1	XP_006415650.1
OG0010877	CP7_g45033_DN3_SP0_c.t1	XP_006415640.1
OG0010878	CP7_g45010_DN3_SP7_c.t1	XP_024008882.1
OG0010879	CP7_g44880_DN3_SP0_c.t1	XP_024008427.1
OG0010880	CP7_g44854_DN3_SP4_c.t1	XP_006415466.1
OG0010881	CP7_g44837_DN3_SP1_c.t1	XP_006415446.1
OG0010882	CP7_g44818_DN3_SP3_c.t1	XP_006415427.1
OG0010883	CP20_g4136_DN3_SP1_c.t1	XP_006393621.2
OG0010884	CP5_g444_DN3_SP0_c.t1	XP_006412076.1
OG0010885	CP5_g403_DN3_SP0_c.t1	XP_024005285.1
OG0010886	CP5_g380_DN3_SP8_c.t1	XP_006412011.1
OG0010887	CP10_g43685_DN3_SP7_c.t1	XP_006409171.1
OG0010888	CP5_g350_DN3_SP1_c.t1	XP_006411975.1
OG0010889	CP5_g345_DN3_SP0_c.t1	XP_006411970.1
OG0010890	CP5_g265_DN3_SP0_c.t1	XP_006411889.1
OG0010891	CP5_g257_DN3_SP8_c.t1	XP_006411879.1
OG0010892	CP5_g218_DN3_SP7_c.t1	XP_006411836.1
OG0010893	CP5_g182_DN3_SP8_c.t1	XP_006411798.1
OG0010894	CP5_g163_DN3_SP0_c.t1	XP_006411776.1
OG0010895	CP5_g117_DN3_SP0_c.t1	XP_006411738.2
OG0010896	CP5_g89_DN3_SP8_c.t1	XP_006411703.1
OG0010897	CP5_g46_DN3_SP8_c.t1	XP_006411654.1
OG0010899	CP16_g54724_DN3_SP0_c.t1	XP_006404538.1
OG0010900	CP16_g54722_DN2_SP7_c.t1	XP_006404536.1
OG0010901	CP5_g13_DN2_SP0_c.t1	XP_006411617.1
OG0010902	CP5_g19_DN2_SP8_c.t1	XP_006411622.1
OG0010903	CP12_g30784_DN3_SP6_c.t1	XP_006411630.1
OG0010904	CP9_g28538_DN3_SP0_c.t1	XP_024004532.1
OG0010905	CP5_g2_DN2_SP0_c.t1	XP_006394460.1
OG0010906	CP5_g2005_DN3_SP8_c.t1	XP_006395913.1
OG0010907	CP5_g1951_DN3_SP8_c.t1	XP_006405981.1
OG0010908	CP5_g1818_DN3_SP8_c.t1	XP_006405902.1
OG0010910	CP5_g1725_DN3_SP8_c.t1	XP_006405834.1
OG0010911	CP5_g1617_DN3_SP7_c.t1	XP_006405729.1
OG0010912	CP5_g1609_DN3_SP0_c.t1	XP_006405706.2
OG0010913	CP5_g1593_DN3_SP3_c.t1	XP_006405685.1
OG0010914	CP5_g1574_DN3_SP8_c.t1	XP_006405668.1
OG0010915	CP5_g1507_DN3_SP0_c.t1	XP_006405606.1
OG0010916	CP4_g25242_DN3_SP0_c.t1	XP_006410656.1
OG0010917	CP4_g25236_DN3_SP7_c.t1	XP_006410662.1
OG0010918	CP4_g25214_DN3_SP0_c.t1	XP_006410689.1
OG0010919	CP7_g44630_DN3_SP0_c.t1	XP_006415167.1
OG0010920	CP20_g4065_DN3_SP6_c.t1	XP_006397176.1
OG0010921	CP20_g4056_DN3_SP8_c.t1	XP_006397180.1
OG0010922	CP14_g23203_DN3_SP3_c.t1	XP_006397280.1
OG0010923	CP14_g23588_DN2_SP8_c.t1	XP_006397329.1
OG0010924	CP14_g23414_DN3_SP6_c.t1	XP_006397307.1
OG0010925	CP4_g25315_DN3_SP6_c.t1	XP_006410570.2
OG0010926	CP4_g25334_DN3_SP2_c.t1	XP_006410552.1
OG0010928	CP4_g25359_DN3_SP7_c.t1	XP_024016812.1
OG0010929	CP13_g20317_DN3_SP0_c.t1	XP_006403266.1
OG0010930	CP13_g20591_DN3_SP0_c.t1	XP_006416476.1
OG0010931	CP13_g20656_DN3_SP2_c.t1	XP_006403361.1
OG0010932	CP13_g20730_DN3_SP0_c.t1	XP_024013281.1
OG0010933	CP8_g52969_DN3_SP5_c.t1	XP_006402041.1
OG0010934	CP22_g17281_DN3_SP2_c.t1	XP_006403384.1
OG0010935	CP20_g4186_DN2_SP8_c.t1	XP_006397094.1
OG0010936	CP20_g4251_DN3_SP8_c.t1	XP_006397011.1
OG0010937	CP20_g4328_DN3_SP8_c.t1	XP_006396926.1
OG0010938	CP20_g4402_DN3_SP3_c.t1	XP_024009799.1
OG0010939	CP11_g31831_DN3_SP0_c.t1	XP_006396695.1
OG0010940	CP11_g31878_DN3_SP3_c.t1	XP_006396658.1
OG0010941	CP11_g31885_DN3_SP8_c.t1	XP_024009834.1, XP_024008844.1
OG0010942	CP11_g31889_DN3_SP8_c.t1	XP_024010026.1
OG0010943	CP11_g31893_DN3_SP2_c.t1	XP_006396644.1
OG0010944	CP13_g20150_DN3_SP0_c.t1	XP_024011056.1
OG0010945	CP9_g28382_DN3_SP4_c.t1	XP_006391185.1
OG0010946	CP13_g19965_DN3_SP0_c.t1	XP_024011052.1
OG0010947	CP13_g19946_DN3_SP1_c.t1	XP_006398255.1
OG0010948	CP13_g19935_DN3_SP0_c.t1	XP_006398264.1
OG0010949	CP13_g19865_DN3_SP1_c.t1	XP_006398336.1
OG0010950	CP13_g19834_DN3_SP6_c.t1	XP_006398364.1
OG0010951	CP13_g19783_DN3_SP0_c.t1	XP_006398404.1
OG0010952	CP13_g19717_DN3_SP7_c.t1	XP_006398478.1
OG0010953	CP13_g19756_DN3_SP7_c.t1	XP_006398430.1
OG0010954	CP12_g31014_DN3_SP6_c.t1	XP_006418574.1
OG0010955	CP12_g31030_DN3_SP8_c.t1	XP_006418581.1
OG0010956	CP5_g2077_DN2_SP0_c.t1	XP_006395928.1
OG0010957	CP12_g31049_DN3_SP0_c.t1	XP_006418603.1
OG0010958	CP6_g9598_DN3_SP1_c.t1	XP_024005575.1
OG0010959	CP6_g8329_DN3_SP6_c.t1	XP_024005867.1
OG0010960	CP6_g8022_DN3_SP2_c.t1	XP_024005309.1, XP_024005182.1
OG0010961	CP6_g7618_DN2_SP0_c.t1, CP6_g7620_DN1_SP0_c.t1	XP_006414850.1
OG0010962	CP6_g7605_DN3_SP1_c.t1	XP_006414846.1
OG0010963	CP21_g11013_DN3_SP1_c.t1, CP6_g7596_DN1_SP0_c.t1, CP13_g20644_DN1_SP0_c.t1	XP_006414836.1
OG0010964	CP6_g7589_DN3_SP0_c.t1	XP_006414824.1
OG0010965	CP12_g30798_DN3_SP2_c.t1	XP_006418818.1
OG0010966	CP6_g7473_DN3_SP0_c.t1	XP_024004853.1
OG0010967	CP6_g7352_DN3_SP8_c.t1	XP_006414507.1
OG0010968	CP5_g1455_DN3_SP0_c.t1	XP_006405568.1
OG0010969	CP5_g1450_DN3_SP6_c.t1	XP_006405565.1
OG0010970	CP5_g1439_DN3_SP0_c.t1	XP_006405554.1
OG0010971	CP5_g1418_DN3_SP2_c.t1	XP_006405545.1
OG0010972	CP13_g19204_DN3_SP2_c.t1	XP_006395372.1
OG0010973	CP5_g1414_DN3_SP0_c.t1	XP_024008109.1, XP_006405541.1
OG0010974	CP5_g1374_DN3_SP3_c.t1	XP_006405494.1
OG0010975	CP5_g1368_DN3_SP3_c.t1	XP_006405489.1
OG0010976	CP5_g1357_DN3_SP2_c.t1	XP_024014574.1
OG0010977	CP5_g1350_DN3_SP6_c.t1	XP_006405451.1
OG0010978	CP19_g17849_DN3_SP8_c.t1	XP_006405312.1
OG0010979	CP19_g17820_DN3_SP0_c.t1	XP_024005328.1
OG0010980	CP4_g23935_DN3_SP1_c.t1	XP_006397983.1
OG0010981	CP4_g23941_DN3_SP0_c.t1	XP_024010831.1
OG0010982	CP4_g23942_DN3_SP0_c.t1	XP_006397975.1
OG0010983	CP4_g23975_DN3_SP8_c.t1	XP_006397941.1
OG0010984	CP4_g23982_DN3_SP8_c.t1	XP_006397934.1
OG0010985	CP6_g7565_DN3_SP0_c.t1	XP_006414799.1
OG0010986	CP4_g24003_DN3_SP8_c.t1	XP_006397910.1
OG0010987	CP4_g24047_DN3_SP0_c.t1	XP_006397863.1
OG0010988	CP4_g24107_DN3_SP0_c.t1	XP_006397799.1
OG0010989	CP4_g24152_DN3_SP0_c.t1	XP_006397753.1
OG0010990	CP4_g24160_DN3_SP5_c.t1	XP_006397743.1
OG0010991	CP4_g24161_DN3_SP5_c.t1	XP_006397742.1
OG0010992	CP4_g24204_DN3_SP8_c.t1	XP_006397706.1, XP_024010900.1
OG0010993	CP4_g24227_DN3_SP8_c.t1	XP_006397683.1
OG0010995	CP4_g24264_DN3_SP2_c.t1	XP_006397644.1
OG0010996	CP4_g24273_DN3_SP8_c.t1	XP_006397634.1
OG0010997	CP4_g24288_DN3_SP1_c.t1	XP_006397617.1
OG0010998	CP3_g13444_DN3_SP0_c.t1	XP_024012735.1
OG0010999	CP9_g28426_DN3_SP1_c.t1	XP_006391136.1
OG0011000	CP4_g24435_DN3_SP8_c.t1	XP_006411564.1
OG0011001	CP4_g24447_DN3_SP8_c.t1	XP_006411551.1
OG0011002	CP4_g24463_DN3_SP0_c.t1	XP_024016808.1
OG0011003	CP4_g24493_DN3_SP1_c.t1	XP_006411492.2
OG0011004	CP4_g24540_DN3_SP8_c.t1	XP_006411452.1
OG0011005	CP4_g24547_DN3_SP0_c.t1	XP_006411442.1
OG0011006	CP4_g24553_DN2_SP3_c.t1	XP_006411432.1
OG0011007	CP4_g24554_DN3_SP8_c.t1	XP_006411431.1
OG0011008	CP4_g24560_DN3_SP0_c.t1	XP_006411425.1
OG0011009	CP4_g24563_DN3_SP8_c.t1	XP_006411421.1
OG0011010	CP11_g33746_DN3_SP0_c.t1	XP_006398583.1
OG0011011	CP11_g33742_DN1_SP0_c.t1	XP_006398590.1
OG0011012	CP11_g33741_DN3_SP8_c.t1	XP_006398591.1
OG0011013	CP11_g33734_DN1_SP0_c.t1	XP_006398598.1
OG0011014	CP11_g33731_DN3_SP6_c.t1	XP_006398600.1
OG0011015	CP11_g33728_DN3_SP5_c.t1	XP_006398603.1
OG0011016	CP11_g31949_DN3_SP0_c.t1	XP_006396573.1
OG0011017	CP11_g33652_DN3_SP0_c.t1	XP_006398685.1
OG0011018	CP11_g33626_DN3_SP0_c.t1	XP_006398710.2
OG0011019	CP11_g33617_DN3_SP2_c.t1	XP_006398718.1
OG0011020	CP11_g33613_DN2_SP0_c.t1	XP_006398721.1
OG0011021	CP11_g33595_DN2_SP0_c.t1	XP_006398742.1
OG0011022	CP11_g33562_DN2_SP0_c.t1	XP_006398775.1
OG0011023	CP6_g7553_DN3_SP8_c.t1	XP_006402113.1
OG0011025	CP11_g33490_DN2_SP0_c.t1	XP_024011467.1
OG0011026	CP2_g48518_DN3_SP8_c.t1	XP_024007083.1
OG0011027	CP8_g54309_DN3_SP7_c.t1	XP_006400584.1
OG0011028	CP2_g47518_DN2_SP8_c.t1	XP_006417831.1
OG0011029	CP8_g54265_DN3_SP0_c.t1	XP_006400621.1
OG0011030	CP8_g54249_DN3_SP8_c.t1	XP_006400643.2
OG0011031	CP8_g54233_DN3_SP8_c.t1	XP_006400661.1
OG0011033	CP8_g54196_DN3_SP0_c.t1	XP_006400702.1
OG0011034	CP8_g54192_DN3_SP8_c.t1	XP_006400706.1
OG0011036	CP8_g54147_DN3_SP8_c.t1	XP_006400758.1
OG0011037	CP8_g54086_DN2_SP0_c.t1	XP_006400825.1
OG0011039	CP8_g54071_DN3_SP0_c.t1	XP_006400843.1
OG0011040	CP8_g54066_DN3_SP8_c.t1	XP_024011962.1, XP_024006316.1
OG0011041	CP8_g53945_DN2_SP0_c.t1	XP_006400972.1
OG0011042	CP8_g53959_DN3_SP4_c.t1	XP_006400955.1
OG0011043	CP8_g53902_DN3_SP3_c.t1	XP_024012711.1
OG0011044	CP2_g47945_DN3_SP8_c.t1	XP_006394256.1
OG0011045	CP2_g47922_DN3_SP8_c.t1	XP_006394233.1
OG0011046	CP2_g47887_DN3_SP5_c.t1	XP_006394192.1
OG0011047	CP2_g47886_DN3_SP0_c.t1	XP_006394191.1
OG0011048	CP2_g47880_DN3_SP1_c.t1	XP_006394183.1
OG0011049	CP2_g47837_DN3_SP6_c.t1	XP_006394131.1
OG0011050	CP3_g14317_DN3_SP8_c.t1	XP_006404021.1
OG0011051	CP2_g47598_DN3_SP8_c.t1	XP_006393867.1
OG0011052	CP2_g47597_DN3_SP8_c.t1	XP_006393866.1
OG0011054	CP2_g47541_DN3_SP8_c.t1	XP_006393810.1
OG0011055	CP2_g47527_DN3_SP7_c.t1	XP_006393795.1
OG0011056	CP2_g47511_DN3_SP8_c.t1	XP_006393780.1
OG0011057	CP8_g54627_DN3_SP1_c.t1	XP_006396255.1
OG0011058	CP8_g54628_DN3_SP8_c.t1	XP_006396254.1
OG0011059	CP8_g54646_DN3_SP0_c.t1	XP_006396236.1
OG0011060	CP8_g54656_DN3_SP2_c.t1	XP_006396225.2
OG0011061	CP8_g54557_DN3_SP0_c.t1	XP_006396323.1
OG0011062	CP8_g54535_DN3_SP2_c.t1	XP_006396347.1
OG0011063	CP8_g54525_DN3_SP4_c.t1	XP_006396353.1
OG0011064	CP8_g54524_DN3_SP0_c.t1	XP_006396354.1
OG0011065	CP8_g54521_DN3_SP0_c.t1	XP_006396357.1
OG0011066	CP11_g32155_DN3_SP8_c.t1	XP_006396362.1
OG0011067	CP11_g32152_DN3_SP7_c.t1	XP_024009874.1
OG0011068	CP11_g32136_DN3_SP0_c.t1	XP_024009853.1, XP_006396381.2
OG0011069	CP11_g32142_DN3_SP8_c.t1	XP_024009803.1
OG0011070	CP11_g32116_DN3_SP8_c.t1	XP_006396401.1
OG0011071	CP11_g32087_DN3_SP0_c.t1	XP_006396427.1
OG0011072	CP11_g32065_DN3_SP4_c.t1	XP_006396451.1
OG0011073	CP11_g32061_DN3_SP3_c.t1	XP_006396455.1
OG0011074	CP11_g32051_DN3_SP0_c.t1	XP_006396465.1
OG0011075	CP11_g32013_DN3_SP0_c.t1	XP_006396508.1
OG0011076	CP11_g32017_DN3_SP8_c.t1	XP_006396503.1
OG0011077	CP11_g31955_DN3_SP8_c.t1	XP_006396569.1
OG0011078	CP13_g20229_DN3_SP0_c.t1	XP_006403169.1
OG0011079	CP4_g25452_DN3_SP8_c.t1	XP_006410437.1
OG0011080	CP8_g54662_DN3_SP7_c.t1	XP_006418627.2, XP_006396222.1
OG0011081	CP4_g25474_DN3_SP8_c.t1	XP_006410414.1
OG0011082	CP4_g25460_DN3_SP2_c.t1	XP_006410431.1
OG0011083	CP4_g25458_DN3_SP8_c.t1	XP_006410433.1
OG0011084	CP4_g25539_DN3_SP0_c.t1	XP_006410347.1
OG0011085	CP4_g25630_DN3_SP8_c.t1	XP_024004266.1
OG0011086	CP4_g25663_DN3_SP0_c.t1	XP_024004300.1
OG0011087	CP4_g25704_DN3_SP8_c.t1	XP_006410158.1
OG0011089	CP4_g25792_DN3_SP8_c.t1	XP_006410013.1
OG0011090	CP4_g25808_DN1_SP2_c.t1	XP_006409998.1
OG0011091	CP4_g25854_DN3_SP2_c.t1	XP_006409925.1
OG0011092	CP4_g25885_DN3_SP0_c.t1	XP_006409889.1
OG0011093	CP4_g25920_DN2_SP0_c.t1	XP_006409858.1
OG0011094	CP4_g25925_DN3_SP8_c.t1	XP_006409852.1
OG0011095	CP4_g25949_DN3_SP0_c.t1	XP_024004965.1, XP_006409828.2
OG0011096	CP4_g26029_DN3_SP8_c.t1	XP_006409756.2
OG0011097	CP4_g26578_DN3_SP1_c.t1	XP_024016011.1
OG0011098	CP4_g26110_DN3_SP6_c.t1	XP_006408700.1
OG0011099	CP4_g26800_DN3_SP8_c.t1	XP_006408607.1
OG0011100	CP4_g24846_DN3_SP8_c.t1	XP_006411101.1
OG0011101	CP2_g48795_DN3_SP0_c.t1	XP_024007072.1
OG0011102	CP2_g49198_DN3_SP8_c.t1	XP_006392087.1
OG0011103	CP7_g45220_DN3_SP1_c.t1	XP_006415858.1
OG0011104	CP16_g55632_DN3_SP0_c.t1	XP_006405248.1
OG0011105	CP5_g1313_DN3_SP7_c.t1	XP_006413121.1
OG0011106	CP10_g42161_DN3_SP8_c.t1	XP_006409235.1, XP_006408496.2
OG0011107	CP10_g42149_DN3_SP7_c.t1	XP_006408510.1
OG0011108	CP10_g42125_DN3_SP3_c.t1	XP_006408540.1
OG0011109	CP4_g25749_DN3_SP0_c.t1	XP_006410080.1
OG0011110	CP3_g13043_DN2_SP5_c.t1	XP_006408580.1
OG0011111	CP4_g24581_DN3_SP0_c.t1	XP_006411404.1
OG0011112	CP4_g24582_DN3_SP8_c.t1	XP_006411403.1
OG0011114	CP19_g17960_DN3_SP8_c.t1	XP_006413144.1
OG0011115	CP19_g17963_DN3_SP0_c.t1	XP_006413145.1
OG0011116	CP10_g43121_DN1_SP0_c.t1	XP_024015527.1
OG0011117	CP10_g42261_DN3_SP8_c.t1	XP_006408393.1
OG0011118	CP10_g42265_DN3_SP2_c.t1	XP_006408387.1
OG0011119	CP10_g42289_DN3_SP7_c.t1	XP_006408360.1
OG0011120	CP8_g54375_DN2_SP0_c.t1	XP_006400517.1
OG0011121	CP10_g42368_DN3_SP8_c.t1	XP_006408269.1
OG0011122	CP10_g42433_DN3_SP8_c.t1	XP_006408186.1
OG0011123	CP10_g42494_DN3_SP0_c.t1	XP_006408114.1
OG0011124	CP10_g42487_DN3_SP8_c.t1	XP_006408123.1
OG0011125	CP10_g42504_DN3_SP0_c.t1	XP_024015083.1
OG0011127	CP10_g42580_DN3_SP6_c.t1	XP_006408020.1
OG0011128	CP10_g42608_DN3_SP7_c.t1	XP_006407988.1
OG0011129	CP10_g42612_DN3_SP8_c.t1	XP_006407983.1
OG0011130	CP12_g31488_DN3_SP4_c.t1	XP_006396163.1
OG0011131	CP10_g42644_DN3_SP8_c.t1	XP_006407948.1
OG0011132	CP2_g48777_DN3_SP6_c.t1	XP_024007110.1
OG0011133	CP10_g42807_DN3_SP2_c.t1	XP_006407776.1
OG0011134	CP10_g42820_DN3_SP8_c.t1	XP_006407763.1
OG0011135	CP10_g42861_DN3_SP7_c.t1	XP_024014946.1
OG0011136	CP10_g42862_DN3_SP8_c.t1	XP_006407725.1
OG0011137	CP4_g24667_DN3_SP8_c.t1	XP_006411313.1
OG0011138	CP4_g24724_DN3_SP0_c.t1	XP_006411244.1
OG0011139	CP4_g24753_DN2_SP0_c.t1	XP_024003962.1
OG0011140	CP4_g24824_DN2_SP4_c.t1	XP_024003756.1
OG0011141	CP4_g24844_DN3_SP2_c.t1	XP_024016868.1
OG0011142	CP4_g25141_DN2_SP0_c.t1	XP_006410773.1
OG0011143	CP4_g25122_DN3_SP0_c.t1	XP_024016662.1
OG0011144	CP4_g25043_DN3_SP8_c.t1	XP_006410876.1
OG0011146	CP4_g24993_DN3_SP4_c.t1	XP_006410927.1
OG0011147	CP4_g24966_DN3_SP0_c.t1	XP_006410955.1
OG0011148	CP4_g24952_DN3_SP4_c.t1	XP_024004201.1
OG0011149	CP4_g24934_DN3_SP0_c.t1	XP_006410990.1
OG0011150	CP4_g24901_DN3_SP3_c.t1	XP_006411027.1
OG0011151	CP4_g24872_DN1_SP0_c.t1	XP_006411066.1
OG0011152	CP4_g24873_DN3_SP8_c.t1	XP_006411065.1
OG0011153	CP7_g46139_DN3_SP8_c.t1	XP_006416860.1
OG0011154	CP7_g46131_DN2_SP0_c.t1	XP_006416852.2
OG0011155	CP7_g46128_DN3_SP4_c.t1	XP_006416849.1
OG0011156	CP7_g46105_DN3_SP3_c.t1	XP_006416823.1
OG0011158	CP7_g46023_DN3_SP8_c.t1	XP_006416728.1
OG0011159	CP7_g45982_DN3_SP1_c.t1	XP_006416679.1
OG0011160	CP7_g45979_DN3_SP0_c.t1	XP_006416675.1
OG0011161	CP7_g45958_DN3_SP1_c.t1	XP_006416656.2
OG0011162	CP7_g45796_DN3_SP0_c.t1	XP_006416486.2
OG0011163	CP7_g45781_DN3_SP5_c.t1	XP_006416462.1
OG0011164	CP7_g45755_DN3_SP0_c.t1	XP_006416435.1
OG0011165	CP7_g45728_DN2_SP2_c.t1	XP_006416407.1
OG0011166	CP7_g45643_DN3_SP6_c.t1	XP_024008968.1
OG0011167	CP7_g45595_DN3_SP0_c.t1	XP_006416258.2
OG0011168	CP7_g45496_DN3_SP0_c.t1	XP_006416146.1
OG0011170	CP7_g45373_DN3_SP0_c.t1	XP_024008301.1
OG0011172	CP7_g45318_DN3_SP0_c.t1	XP_006415962.1
OG0011173	CP7_g45290_DN3_SP8_c.t1	XP_006415929.1
OG0011174	CP10_g43236_DN2_SP0_c.t1	XP_006407294.1
OG0011175	CP7_g45231_DN3_SP0_c.t1	XP_006415871.1
OG0011176	CP7_g45227_DN3_SP0_c.t1	XP_006415867.1
OG0011177	CP7_g45211_DN3_SP6_c.t1	XP_006415845.1
OG0011178	CP7_g45196_DN3_SP0_c.t1	XP_006415825.1
OG0011179	CP7_g45191_DN3_SP0_c.t1	XP_006415822.1
OG0011180	CP7_g45166_DN3_SP2_c.t1	XP_006415795.1
OG0011181	CP7_g45143_DN3_SP0_c.t1	XP_006415767.1
OG0011182	CP9_g28282_DN3_SP0_c.t1	XP_006391288.1
OG0011183	CP1_g36453_DN3_SP3_c.t1	XP_006418440.1
OG0011184	CP7_g45131_DN3_SP2_c.t1	XP_006415755.1
OG0011185	CP6_g8917_DN3_SP8_c.t1	XP_006395982.1
OG0011186	CP19_g18131_DN3_SP2_c.t1	XP_006413333.1
OG0011187	CP19_g18082_DN3_SP3_c.t1	XP_006413289.1
OG0011191	CP16_g55069_DN3_SP4_c.t1	XP_024013916.1
OG0011192	CP16_g55026_DN2_SP8_c.t1	XP_006404859.1
OG0011193	CP16_g55022_DN3_SP2_c.t1, CP16_g55023_DN2_SP0_c.t1	XP_006404856.1
OG0011194	CP16_g54921_DN3_SP8_c.t1	XP_006404753.1
OG0011195	CP16_g54840_DN3_SP8_c.t1	XP_006404662.1
OG0011196	CP16_g54818_DN3_SP7_c.t1	XP_006404641.1
OG0011197	CP16_g54792_DN3_SP7_c.t1	XP_006404618.1
OG0011198	CP16_g54741_DN3_SP8_c.t1	XP_006404554.1
OG0011200	CP1_g37730_DN3_SP2_c.t1	XP_006417033.1
OG0011201	CP1_g37717_DN3_SP5_c.t1	XP_006417049.1
OG0011202	CP1_g37694_DN3_SP0_c.t1	XP_006417078.1
OG0011203	CP1_g37674_DN3_SP8_c.t1	XP_006417098.1
OG0011204	CP1_g37596_DN3_SP7_c.t1	XP_006417172.1
OG0011205	CP1_g37587_DN2_SP0_c.t1	XP_006417187.1
OG0011206	CP1_g37553_DN3_SP0_c.t1	XP_006417224.1
OG0011207	CP1_g37504_DN3_SP0_c.t1	XP_006417283.1
OG0011208	CP1_g37481_DN3_SP3_c.t1	XP_024007814.1
OG0011209	CP1_g37449_DN3_SP1_c.t1	XP_006417349.1
OG0011210	CP1_g37388_DN2_SP4_c.t1	XP_006417405.1
OG0011211	CP1_g37342_DN3_SP8_c.t1	XP_006417457.1
OG0011212	CP1_g37321_DN3_SP0_c.t1	XP_024008229.1
OG0011214	CP1_g37184_DN3_SP0_c.t1	XP_006417617.1
OG0011215	CP6_g7166_DN3_SP4_c.t1	XP_006414313.1
OG0011217	CP1_g37149_DN3_SP8_c.t1	XP_006417661.1
OG0011218	CP1_g38362_DN3_SP6_c.t1	XP_006393516.1
OG0011219	CP1_g37091_DN3_SP7_c.t1	XP_006417727.1
OG0011222	CP1_g36977_DN3_SP0_c.t1	XP_006417869.1
OG0011223	CP1_g36924_DN3_SP0_c.t1	XP_006417929.1
OG0011224	CP1_g36896_DN3_SP6_c.t1	XP_006417961.1
OG0011225	CP1_g36892_DN2_SP1_c.t1	XP_006417965.1
OG0011226	CP1_g36889_DN3_SP0_c.t1, CP1_g36904_DN3_SP0_c.t1	XP_006417968.1
OG0011227	CP1_g36886_DN3_SP8_c.t1	XP_006417972.1
OG0011228	CP1_g36849_DN3_SP0_c.t1	XP_006418011.1
OG0011229	CP1_g36839_DN3_SP0_c.t1	XP_024013483.1
OG0011230	CP1_g36832_DN3_SP0_c.t1	XP_006418033.1
OG0011231	CP1_g36605_DN3_SP2_c.t1	XP_006418100.1
OG0011232	CP1_g36618_DN3_SP3_c.t1	XP_024008643.1
OG0011233	CP1_g36681_DN3_SP8_c.t1	XP_024008535.1
OG0011234	CP1_g36720_DN3_SP0_c.t1	XP_024008842.1, XP_024005669.1
OG0011235	CP1_g36714_DN3_SP8_c.t1	XP_006418220.1
OG0011236	CP1_g36699_DN3_SP7_c.t1	XP_006418204.1
OG0011237	CP1_g36734_DN3_SP6_c.t1	XP_006418241.1
OG0011238	CP1_g36740_DN3_SP0_c.t1	XP_024008693.1
OG0011239	CP1_g36747_DN3_SP8_c.t1	XP_006418256.1
OG0011240	CP1_g36752_DN3_SP8_c.t1	XP_006418261.1
OG0011241	CP1_g36776_DN3_SP8_c.t1	XP_006418287.1
OG0011242	CP1_g36795_DN3_SP1_c.t1	XP_006418309.1
OG0011243	CP1_g36805_DN3_SP4_c.t1	XP_024008582.1
OG0011244	CP1_g36810_DN3_SP8_c.t1	XP_024008278.1
OG0011245	CP1_g36493_DN3_SP8_c.t1	XP_006418402.1
OG0011246	CP1_g38066_DN2_SP1_c.t1	XP_006418479.1
OG0011247	CP11_g32570_DN3_SP8_c.t1	XP_006399902.1
OG0011248	CP11_g32538_DN3_SP8_c.t1	XP_006399941.1
OG0011249	CP11_g32549_DN3_SP5_c.t1	XP_006399929.2
OG0011250	CP11_g32563_DN2_SP0_c.t1	XP_006399910.1
OG0011251	CP11_g32497_DN3_SP4_c.t1	XP_006399984.1
OG0011252	CP11_g32440_DN3_SP5_c.t1	XP_006400049.1
OG0011253	CP11_g32334_DN3_SP3_c.t1	XP_006400176.1
OG0011254	CP11_g32323_DN3_SP6_c.t1	XP_006400186.1
OG0011255	CP11_g32300_DN3_SP4_c.t1	XP_024012219.1
OG0011256	CP11_g32232_DN3_SP8_c.t1	XP_024012175.1
OG0011257	CP11_g32235_DN3_SP1_c.t1	XP_006400274.2
OG0011258	CP11_g32189_DN3_SP3_c.t1	XP_006400327.1
OG0011259	CP9_g28405_DN3_SP3_c.t1	XP_006391156.1
OG0011260	CP8_g54500_DN3_SP2_c.t1	XP_024012395.1
OG0011261	CP8_g54491_DN2_SP0_c.t1	XP_006397463.2, XP_006403586.1
OG0011263	CP8_g54429_DN3_SP0_c.t1	XP_006400463.1
OG0011264	CP2_g48532_DN2_SP0_c.t1	XP_006394887.1
