Orthogroup	Cardamine_glauca	Cochlearia_excelsa
OG0006869	Cg008G300800	g41559, g41403
OG0006870	Cg008G301270	g41387
OG0006871	Cg008G301330	g28912, g41383
OG0006872	Cg008G301400	g28908
OG0006873	Cg008G301690	g766, g41368, g28896
OG0006874	Cg008G301840	g28886
OG0006875	Cg008G302690	g41335
OG0006878	Cg003G107660	g28785
OG0006879	Cg003G107470	g41301, g28765
OG0006880	Cg003G111000, Cg003G078500	g9823, g316
OG0006881	Cg003G111610	g273
OG0006882	Cg003G111620	g272
OG0006883	Cg003G111840, Cg003G111830	g9791
OG0006884	Cg003G111920	g255, g9788
OG0006885	Cg003G112120	g243
OG0006886	Cg003G112190	g242, g9773
OG0006887	Cg003G112350	g9763, g232
OG0006888	Cg003G112360	g18645
OG0006889	Cg003G112730	g18654, g204
OG0006890	Cg003G112890, Cg003G112900	g201
OG0006891	Cg003G113170	g9729
OG0006892	Cg004G143170, Cg003G113080	g184
OG0006893	Cg003G113340	g157
OG0006894	Cg003G113510	g9708
OG0006895	Cg003G114200	g101
OG0006896	Cg003G114240	g98
OG0006897	Cg003G114360	g85
OG0006898	Cg007G268050	g44863
OG0006899	Cg003G115450	g19643
OG0006901	Cg003G115500	g19633
OG0006902	Cg003G075920	g25335
OG0006903	Cg003G076140	g39451
OG0006904	Cg014G332970, Cg003G076600	g25369
OG0006905	Cg014G333210, Cg003G076380	g25363
OG0006906	Cg003G076960, Cg014G332640	g39472
OG0006907	Cg003G077280, Cg014G332340	g39462
OG0006908	Cg006G244310	g26878
OG0006909	Cg014G331620, Cg003G078070	g39539
OG0006910	Cg003G078990, Cg003G094960	g39622, g45209
OG0006911	Cg003G079070, Cg003G094870	g25494
OG0006912	Cg003G094770, Cg003G079230	g25500
OG0006913	Cg003G094610, Cg003G079400	g39641
OG0006914	Cg006G242730	g30837
OG0006915	Cg008G319930	g39693, g11085
OG0006916	Cg008G319850	g39698, g11087
OG0006917	Cg008G319760	g39705
OG0006918	Cg005G173280	g51349
OG0006919	Cg005G173590	g51328, g39757
OG0006920	Cg005G174470	g39785
OG0006921	Cg005G173990	g51310, g39774, g37931
OG0006922	Cg005G173930	g51314
OG0006923	Cg005G173920	g37936, g39771
OG0006924	Cg005G173810	g51318, g39766
OG0006925	Cg005G174180	g37929
OG0006926	Cg005G174230	g51301
OG0006927	Cg005G174490	g51294
OG0006928	Cg005G174630	g39818
OG0006929	Cg005G174900	g51268
OG0006930	Cg005G174940	g51266
OG0006931	Cg005G175110	g39833
OG0006932	Cg005G175700	g51232
OG0006933	Cg005G175990	g39896
OG0006934	Cg005G176190	g51212, g39910
OG0006935	Cg005G176470	g51202
OG0006936	Cg006G239270	g49557
OG0006937	Cg005G176720	g39944
OG0006938	Cg005G176810	g39950
OG0006939	Cg005G177310	g39967
OG0006940	Cg005G177910	g37859
OG0006942	Cg005G178420	g37847, g39997
OG0006943	Cg005G178670	g40024
OG0006944	Cg005G178890	g37840
OG0006945	Cg005G182340	g40145
OG0006946	Cg005G182120	g40138
OG0006947	Cg005G181900	g40129
OG0006948	Cg005G181200	g40118
OG0006949	Cg005G180560	g40107
OG0006950	Cg005G186190	g38296
OG0006951	Cg005G186480	g38306
OG0006952	Cg005G186790	g36837
OG0006954	Cg001G014300	g17134, g47583
OG0006955	Cg001G013760	g17109
OG0006956	Cg004G116830	g12710
OG0006957	Cg004G117050	g7913
OG0006958	Cg004G117070	g7912, g12696
OG0006959	Cg004G117290	g7897
OG0006960	Cg004G117710	g7864, g12681
OG0006961	Cg004G117800	g12678
OG0006962	Cg004G118020	g12759
OG0006963	Cg004G118160	g12760
OG0006964	Cg004G118230	g7837
OG0006965	Cg004G119310	g7819
OG0006966	Cg004G119430	g7813
OG0006967	Cg004G119530	g7807
OG0006968	Cg004G120770, Cg004G119730	g7794
OG0006969	Cg004G119920	g7782
OG0006970	Cg004G120020	g7766, g7775
OG0006972	Cg004G120470	g12823
OG0006973	Cg004G120630	g7733
OG0006974	Cg004G121120	g7707
OG0006975	Cg004G121270	g12552
OG0006976	Cg004G121890	g12906, g12511
OG0006977	Cg004G121900	g12907, g12510
OG0006978	Cg004G121990	g12507
OG0006979	Cg004G122160	g12498
OG0006980	Cg004G122210	g7657
OG0006981	Cg008G298860	g29047
OG0006982	Cg004G122840	g7626
OG0006983	Cg004G122860	g7625
OG0006984	Cg004G123090	g12945, g7613, g12461
OG0006985	Cg004G123230	g12450
OG0006986	Cg004G123500	g7593
OG0006987	Cg004G123910	g12432
OG0006988	Cg004G124630	g7521
OG0006989	Cg005G165950	g51870
OG0006990	Cg005G166030	g51863
OG0006991	Cg005G166140	g38137
OG0006992	Cg005G166400	g51464, g51814
OG0006993	Cg005G166480	g37330
OG0006994	Cg005G166650	g37324, g38129
OG0006995	Cg005G166990	g37315
OG0006996	Cg005G166900	g38125
OG0006997	Cg005G167420	g38109
OG0006998	Cg005G167480	g51739
OG0006999	Cg005G167550	g37291
OG0007000	Cg005G167560	g51738
OG0007002	Cg005G170660	g51551
OG0007003	Cg005G170520	g51564
OG0007004	Cg005G170480	g23508, g51568
OG0007005	Cg005G170380	g37151
OG0007006	Cg005G170300	g51574
OG0007007	Cg005G170100	g51585
OG0007008	Cg005G169400	g37196
OG0007009	Cg005G169250	g37203
OG0007010	Cg005G169170	g37207
OG0007011	Cg005G169130	g37209
OG0007012	Cg005G169060	g37212
OG0007013	Cg005G168550	g51678
OG0007014	Cg005G168090	g51710, g37261
OG0007015	Cg005G167800	g37280
OG0007016	Cg006G230070	g31620
OG0007017	Cg007G280880	g46561
OG0007018	Cg006G229640	g27340
OG0007019	Cg004G128460	g7288
OG0007020	Cg006G229120	g31670
OG0007021	Cg006G229070	g49983, g31675
OG0007022	Cg006G228860	g31685, g49991
OG0007023	Cg007G272760	g44611
OG0007024	Cg006G228360	g50010
OG0007025	Cg003G087310, Cg006G228310	g31720
OG0007026	Cg006G228150	g50017, g31734
OG0007027	Cg006G228060	g31742
OG0007028	Cg006G227430	g31790
OG0007029	Cg006G227020	g50061
OG0007030	Cg006G227010	g50062, g27425
OG0007031	Cg006G226810	g31826
OG0007032	Cg006G226790	g50070
OG0007033	Cg006G226460	g31861
OG0007035	Cg006G225350	g31946, g27465
OG0007037	Cg006G224610	g31993
OG0007038	Cg006G224130	g32013
OG0007039	Cg007G278300, Cg006G224080	g50220
OG0007040	Cg006G223940	g50227
OG0007042	Cg007G272250	g44633
OG0007043	Cg006G222420	g27546, g50295
OG0007044	Cg006G222070	g50302
OG0007045	Cg006G221950	g50308, g32085
OG0007046	Cg006G221650	g27566, g50325
OG0007047	Cg006G220300	g50376
OG0007048	Cg006G219690	g32243
OG0007049	Cg006G219520	g32253
OG0007050	Cg001G016570	g17219, g1673
OG0007051	Cg001G016280	g23830
OG0007052	Cg001G016170	g17202
OG0007053	Cg003G098140	g28346
OG0007054	Cg001G013030	g23618
OG0007055	Cg005G190370	g50984
OG0007056	Cg005G191180	g50953
OG0007057	Cg005G168380	g51691
OG0007058	Cg005G191950	g38470
OG0007059	Cg005G192640	g50892, g38507
OG0007060	Cg005G193890	g50849
OG0007061	Cg008G312950	g10290
OG0007062	Cg006G231360	g27280
OG0007064	Cg006G232080	g27250
OG0007065	Cg006G232710	g27210, g49871
OG0007066	Cg006G232900	g31423
OG0007067	Cg006G232960	g49858
OG0007068	Cg006G233460	g49821
OG0007069	Cg006G233500	g49820
OG0007070	Cg006G234010	g49785, g31339
OG0007071	Cg005G162660	g11092
OG0007072	Cg006G234750	g27144
OG0007073	Cg006G234780	g31301
OG0007074	Cg006G234910	g27137
OG0007075	Cg006G234930	g31296
OG0007076	Cg006G235700	g31247
OG0007077	Cg006G235960	g31233
OG0007078	Cg006G236280	g31212
OG0007079	Cg006G236290	g49698
OG0007080	Cg006G236800	g27068, g31175
OG0007081	Cg006G237050	g31154
OG0007082	Cg006G237220	g31138
OG0007083	Cg006G237750	g49617
OG0007084	Cg005G159210	g50782
OG0007085	Cg006G238620, Cg006G238640	g31067
OG0007086	Cg006G238840	g31056, g27004
OG0007087	Cg006G238850	g31055
OG0007088	Cg006G239360	g31031
OG0007089	Cg003G097110	g28299
OG0007090	Cg001G007210	g23205
OG0007091	Cg006G240000	g26970
OG0007092	Cg006G240120	g49533
OG0007093	Cg006G240580	g30950
OG0007094	Cg006G241430	g49478
OG0007095	Cg006G241630	g30903
OG0007096	Cg006G241740	g26943
OG0007097	Cg006G241830	g49457
OG0007098	Cg006G241870	g49456
OG0007099	Cg006G242190	g49448
OG0007100	Cg006G242510	g49435
OG0007101	Cg006G242610	g30841
OG0007103	Cg006G243410	g49395, g30802
OG0007104	Cg006G243460	g49393
OG0007106	Cg006G244710	g30742
OG0007107	Cg002G055330	g2469
OG0007108	Cg006G245330	g49289
OG0007109	Cg008G294540	g5192
OG0007110	Cg008G294500	g29313, g5194
OG0007111	Cg008G294480	g5198
OG0007112	Cg008G294360	g5207
OG0007113	Cg008G295030	g5157
OG0007114	Cg008G295680	g5117, g29257
OG0007115	Cg008G295450	g5131
OG0007116	Cg008G295970	g29236
OG0007117	Cg008G296660	g29195
OG0007118	Cg008G296850	g29182
OG0007119	Cg008G296860	g5033
OG0007120	Cg008G297200	g29154, g13733
OG0007121	Cg008G297550	g29144
OG0007122	Cg008G297710	g29133
OG0007123	Cg008G299030	g4913
OG0007124	Cg008G299630	g29098
OG0007125	Cg008G306040	g4862
OG0007126	Cg008G306140	g10106
OG0007127	Cg008G306570	g4798
OG0007128	Cg008G306990	g10147
OG0007129	Cg008G307730	g10178, g4744
OG0007130	Cg008G308360	g10190
OG0007131	Cg008G309190, Cg008G310950	g4536, g10233
OG0007132	Cg008G311090, Cg008G309290	g18500, g10226, g17978
OG0007133	Cg008G312310	g10274
OG0007135	Cg008G293640	g29350
OG0007136	Cg008G287810	g5575, g45467
OG0007137	Cg008G287580	g29659, g45460
OG0007138	Cg008G287390	g29670
OG0007139	Cg008G293620	g5268
OG0007140	Cg008G293610	g5269
OG0007141	Cg008G287160	g5600
OG0007142	Cg008G286360	g5632
OG0007143	Cg008G285930	g5647, g29749
OG0007145	Cg008G285790	g5658, g29759
OG0007146	Cg008G285320	g29789
OG0007147	Cg008G299940, Cg008G299950	g29117
OG0007148	Cg008G305550	g618
OG0007149	Cg008G305510	g10078, g616
OG0007150	Cg008G305490	g10077
OG0007151	Cg008G304670	g10038
OG0007152	Cg008G304640	g10035
OG0007153	Cg008G304460	g563
OG0007154	Cg008G304450	g562
OG0007156	Cg008G303770	g522
OG0007157	Cg008G303760	g521, g9996
OG0007158	Cg002G058050	g2680
OG0007159	Cg008G303070, Cg008G303330	g498
OG0007160	Cg008G303240	g493, g18587
OG0007161	Cg008G303010	g9958
OG0007162	Cg008G303000	g9957
OG0007163	Cg003G108560	g9943
OG0007164	Cg003G108620	g445, g9941
OG0007165	Cg003G108680	g443, g9932
OG0007166	Cg003G108960	g9912
OG0007167	Cg003G109260	g417
OG0007168	Cg003G110220	g9860
OG0007169	Cg003G110290	g9855
OG0007170	Cg003G110360	g347
OG0007171	Cg003G110550	g334
OG0007172	Cg002G058970, Cg002G058960	g2759
OG0007173	Cg003G110800	g325
OG0007174	Cg003G106310	g28718, g1217
OG0007175	Cg002G055940	g2524
OG0007176	Cg002G057060	g2609
OG0007177	Cg002G057250	g2619
OG0007178	Cg002G058890	g19486
OG0007179	Cg003G110440, Cg002G059050	g18615
OG0007180	Cg002G059400	g19506
OG0007181	Cg002G060090	g2812, g19526
OG0007182	Cg007G277770	g28770
OG0007183	Cg002G062320	g3005
OG0007184	Cg002G062410	g11446
OG0007185	Cg002G063610	g11467
OG0007186	Cg002G064340	g11500
OG0007187	Cg007G267390	g41688
OG0007188	Cg007G267340	g44904
OG0007191	Cg007G269520	g45794
OG0007192	Cg007G269930	g44753
OG0007193	Cg007G268290	g44854
OG0007194	Cg007G270310	g45822
OG0007195	Cg007G270320	g45823
OG0007197	Cg007G271250	g44678
OG0007198	Cg007G271380	g45884
OG0007199	Cg007G271460	g45893, g44666
OG0007200	Cg007G271700, Cg007G271690	g45909
OG0007201	Cg007G272150	g44636
OG0007202	Cg007G272340	g44624
OG0007203	Cg008G300340	g41417
OG0007204	Cg007G278950	g46441
OG0007205	Cg007G278320	g46384
OG0007207	Cg007G277980	g46348
OG0007208	Cg007G277900	g44364
OG0007209	Cg007G277370	g44386
OG0007210	Cg007G277090	g44399, g46274
OG0007211	Cg007G276890	g46263
OG0007212	Cg007G276670	g44416
OG0007213	Cg007G276280	g44436, g43487
OG0007214	Cg007G276260	g44440
OG0007215	Cg007G275440	g46177, g44489
OG0007216	Cg007G275380	g44496
OG0007217	Cg007G275310	g44498
OG0007218	Cg007G275290	g44501
OG0007219	Cg007G274950	g44519, g46142
OG0007220	Cg007G274200	g46091
OG0007221	Cg007G273660	g44575, g46052
OG0007222	Cg005G175370	g52162
OG0007223	Cg007G273260	g46018
OG0007224	Cg007G272840	g44608
OG0007225	Cg007G279070, Cg007G279010	g46443
OG0007226	Cg007G279360	g46470
OG0007227	Cg004G126160	g12370, g7425
OG0007228	Cg007G279960	g46514
OG0007229	Cg007G280030	g44327
OG0007230	Cg007G280260	g44313, g46533
OG0007232	Cg007G281500	g46600
OG0007233	Cg007G280520	g46548
OG0007234	Cg007G280570	g46552
OG0007235	Cg007G280900	g46559
OG0007236	Cg007G280770, Cg007G280990	g44295
OG0007237	Cg006G230130	g27313
OG0007238	Cg007G281260	g19596
OG0007239	Cg007G281300, Cg003G091240	g44278
OG0007240	Cg004G128770	g7267
OG0007241	Cg004G128810	g7265
OG0007243	Cg004G129610	g12220
OG0007244	Cg004G129780	g13201
OG0007245	Cg004G130270	g7186, g12197
OG0007246	Cg004G130320	g13213, g7179
OG0007247	Cg004G130720	g12175, g13221
OG0007248	Cg004G131720	g7086
OG0007249	Cg004G131890	g7074, g12136
OG0007250	Cg004G131960	g13238
OG0007252	Cg004G132200	g12108, g7057
OG0007253	Cg004G132420	g13250
OG0007254	Cg004G132430	g12102
OG0007255	Cg004G132520	g7040
OG0007256	Cg004G132580	g12094, g7036
OG0007257	Cg004G134970	g6883
OG0007258	Cg004G133520	g6978, g12058
OG0007259	Cg004G133680	g6959
OG0007260	Cg004G134000	g13287
OG0007261	Cg004G134320	g6919
OG0007262	Cg004G134360	g12031
OG0007263	Cg004G134510	g6913
OG0007264	Cg004G134650	g6905
OG0007265	Cg004G134730	g13300, g12019
OG0007266	Cg004G135130	g6872, g12007
OG0007267	Cg004G135430	g13321
OG0007268	Cg004G135580	g6850
OG0007269	Cg004G135950	g11962
OG0007270	Cg004G136030	g11960
OG0007271	Cg004G136110	g13336
OG0007272	Cg004G136180	g6799, g13338
OG0007273	Cg004G136460	g6779
OG0007274	Cg004G136790	g6758
OG0007275	Cg004G137070	g6750
OG0007276	Cg004G137840	g11888
OG0007277	Cg004G138150	g6685
OG0007278	Cg004G138590	g6663
OG0007279	Cg004G138470	g6672
OG0007280	Cg004G138430	g6673
OG0007281	Cg004G138330	g11870
OG0007282	Cg004G139290	g6596, g13410
OG0007283	Cg004G139390	g6595
OG0007284	Cg004G139530	g13415
OG0007286	Cg004G139700	g13425
OG0007287	Cg004G139840, Cg004G139830	g6573
OG0007288	Cg004G139940	g13434
OG0007289	Cg004G141180	g6513
OG0007290	Cg004G141290	g11750
OG0007291	Cg004G141360	g13474, g6507
OG0007292	Cg004G141650	g6486, g11734
OG0007293	Cg004G141750	g13478
OG0007294	Cg004G142270	g11724
OG0007295	Cg004G142410	g6450, g13510
OG0007296	Cg004G147340	g6301
OG0007297	Cg005G179130	g40058
OG0007298	Cg004G147140	g6310
OG0007299	Cg004G149750, Cg004G150910	g6171
OG0007300	Cg004G152270	g14182, g14181, g14193
OG0007301	Cg004G153010	g14045
OG0007302	Cg004G153310	g14033
OG0007303	Cg004G153800	g14006, g6049
OG0007304	Cg004G154280	g6026
OG0007305	Cg004G155210	g13934
OG0007306	Cg004G155590	g13918, g13802
OG0007307	Cg004G155930	g13808
OG0007308	Cg004G156800	g13853, g5907
OG0007309	Cg004G128390	g13144, g7292
OG0007310	Cg006G194740	g36721
OG0007311	Cg006G194950	g27984
OG0007312	Cg006G195050	g36700, g54335
OG0007313	Cg006G195800	g36665
OG0007314	Cg006G197190	g36577
OG0007315	Cg006G197480	g54254, g36559
OG0007316	Cg006G197550	g36553
OG0007317	Cg006G198020	g36521, g28031
OG0007318	Cg006G198160	g36512, g54218
OG0007319	Cg006G199640	g36422
OG0007320	Cg006G200280	g36391
OG0007321	Cg006G201090	g28098, g36356
OG0007322	Cg006G200730	g36369
OG0007323	Cg006G201480	g36322
OG0007324	Cg006G201630	g54063
OG0007325	Cg006G201960	g54024
OG0007326	Cg001G025030	g24366, g24375
OG0007327	Cg001G025050	g17593, g47141
OG0007328	Cg001G025390	g47128
OG0007329	Cg005G171790	g51474
OG0007330	Cg005G171810	g51471
OG0007331	Cg002G054750	g2433
OG0007332	Cg002G054730	g2431, g19278
OG0007333	Cg002G054440	g19262
OG0007334	Cg002G054310	g19242
OG0007335	Cg002G054300	g19241
OG0007336	Cg002G053430	g19208
OG0007337	Cg002G055020	g19289, g2456
OG0007339	Cg002G052170	g2292, g11298
OG0007340	Cg002G051970	g2276
OG0007341	Cg002G051650	g2246, g19131
OG0007342	Cg002G050990	g19083, g2195
OG0007343	Cg001G007940	g23266, g16918
OG0007345	Cg002G049850	g2141
OG0007346	Cg002G049470	g2059
OG0007347	Cg002G047680	g18940, g1992
OG0007348	Cg002G047660	g18938, g1995
OG0007349	Cg001G027320	g2029
OG0007350	Cg002G045980	g18805
OG0007351	Cg002G045900	g1893
OG0007352	Cg002G045410	g1868
OG0007353	Cg002G044610	g1524, g18682
OG0007354	Cg002G044510	g1776
OG0007355	Cg002G043530	g18770
OG0007357	Cg005G167310	g37304
OG0007358	Cg003G101670	g960
OG0007359	Cg007G264660	g19221, g19220, g6438
OG0007360	Cg002G044440	g18683, g1769
OG0007361	Cg008G325330	g10842
OG0007363	Cg005G172210	g51443
OG0007364	Cg005G172040	g37982
OG0007365	Cg005G171710	g51485
OG0007366	Cg005G159450	g18851
OG0007367	Cg004G141140	g11752
OG0007368	Cg007G275900	g44466
OG0007370	Cg001G008440	g23290
OG0007372	Cg006G242000, Cg005G186770	g49453, g26936
OG0007373	Cg006G233580	g31376
OG0007374	Cg004G134230	g6926
OG0007376	Cg004G132320	g7047, g13248
OG0007379	Cg008G293260	g29379
OG0007382	Cg001G022670	g24207
OG0007383	Cg001G018100, Cg005G172230	g37084
OG0007384	Cg005G180960	g40111
OG0007385	Cg008G297440	g5003
OG0007386	Cg008G307540	g18503
OG0007391	Cg001G029380	g46976
OG0007392	Cg001G041130, Cg001G041120, Cg005G185990, Cg006G221750, Cg004G145200	g53458, g17886, g53489
OG0007393	Cg004G154760	g13951
OG0007393	Cg004G154770	g13950
OG0007400	Cg003G098640	g1304
OG0007413	Cg001G012340	g23567
OG0007414	Cg001G012050	g23550, g47675
OG0007415	Cg001G012020	g23548, g17040
OG0007416	Cg001G011850	g47677
OG0007417	Cg001G011780	g47679, g23531
OG0007418	Cg001G011690	g47682
OG0007419	Cg001G011020	g47698
OG0007420	Cg001G010860	g23459, g17002
OG0007421	Cg001G010720	g47713
OG0007422	Cg001G010530	g47724
OG0007423	Cg001G010450	g23439
OG0007424	Cg001G010210	g47739
OG0007425	Cg001G009880	g47752
OG0007426	Cg001G009370	g47769
OG0007427	Cg001G009260	g47777, g16959
OG0007428	Cg001G009180	g23332, g47781
OG0007429	Cg001G009140	g47782, g16955
OG0007430	Cg001G009050	g23321
OG0007431	Cg001G009030	g16951
OG0007432	Cg001G008820	g23309, g16946, g47789
OG0007434	Cg001G008290	g23282
OG0007435	Cg001G008280	g23281
OG0007436	Cg001G008250	g47804
OG0007437	Cg001G008230	g16929
OG0007438	Cg001G008130	g53374, g36754
OG0007439	Cg001G007850	g23260
OG0007440	Cg001G007610	g23247
OG0007441	Cg001G007110	g47840
OG0007442	Cg001G007200	g23204
OG0007443	Cg001G006930	g23180
OG0007444	Cg001G006940	g23181
OG0007445	Cg001G006530	g23155
OG0007446	Cg001G006040	g23116
OG0007448	Cg001G006250	g23137
OG0007449	Cg001G006270	g47863
OG0007450	Cg001G006310	g47862
OG0007451	Cg001G005800	g23086
OG0007452	Cg001G005750	g23083
OG0007453	Cg001G005670	g47883
OG0007454	Cg001G005640	g23075
OG0007455	Cg001G005460	g23047
OG0007456	Cg001G005280	g23038
OG0007457	Cg006G215160	g27757
OG0007458	Cg006G214720	g50599
OG0007459	Cg006G214700	g27736
OG0007460	Cg006G214250	g27722
OG0007462	Cg006G213970	g50630
OG0007463	Cg006G213860	g32597
OG0007464	Cg001G024320	g47183
OG0007465	Cg001G024530	g24327
OG0007466	Cg001G024770	g24355, g2666
OG0007467	Cg001G024880	g17590
OG0007468	Cg007G257580	g43827
OG0007469	Cg007G256070	g41135
OG0007470	Cg001G025950	g24448
OG0007471	Cg007G253760	g41105
OG0007473	Cg007G252100	g41062
OG0007475	Cg007G250190	g40983
OG0007476	Cg007G249530, Cg007G247480	g40977
OG0007477	Cg006G234810	g27142
OG0007478	Cg007G248940	g40961
OG0007479	Cg007G248830, Cg007G248810	g40946
OG0007480	Cg007G248770, Cg007G248760	g44195
OG0007481	Cg002G075810	g10829
OG0007482	Cg002G075700	g51421
OG0007483	Cg002G075590	g10810
OG0007484	Cg002G075020	g10761
OG0007485	Cg006G231130	g31550
OG0007486	Cg002G074270	g16698
OG0007487	Cg002G074120	g10678
OG0007488	Cg002G074040	g10674, g16694
OG0007489	Cg002G073820	g10668
OG0007490	Cg002G073680	g10659
OG0007493	Cg002G072980, Cg002G072990	g10610
OG0007495	Cg002G072260	g10573
OG0007496	Cg002G072210	g1590
OG0007497	Cg002G071820	g10545
OG0007498	Cg002G071580	g10533
OG0007499	Cg002G071500	g10528
OG0007501	Cg002G071280, Cg002G071300	g10513
OG0007502	Cg002G071270	g10512
OG0007503	Cg002G071050	g10495
OG0007504	Cg002G070650	g10462
OG0007506	Cg002G068050	g10365
OG0007507	Cg002G067660, Cg001G039210	g16904
OG0007509	Cg002G065570	g10321
OG0007510	Cg007G267100	g41777
OG0007511	Cg007G266870	g41818
OG0007512	Cg007G266470	g44970
OG0007513	Cg007G265270	g45018
OG0007514	Cg007G265220	g45021
OG0007515	Cg007G264510	g45049
OG0007516	Cg007G262580, Cg007G263570	g45091
OG0007517	Cg008G298090	g29012
OG0007518	Cg007G245650	g40749
OG0007519	Cg006G195160	g36693
OG0007520	Cg007G246160	g40819
OG0007521	Cg007G246310	g40806
OG0007522	Cg007G246640	g40783
OG0007523	Cg007G247020	g40847
OG0007524	Cg007G247090	g45107
OG0007525	Cg007G247200	g40855
OG0007526	Cg007G247330	g44244, g40864
OG0007527	Cg007G247890	g40903
OG0007528	Cg007G247990	g44225
OG0007529	Cg003G087650, Cg003G087820	g40924, g37947
OG0007530	Cg004G128360	g7293
OG0007531	Cg004G128340	g13142, g7295
OG0007532	Cg004G128330	g7300
OG0007533	Cg004G128210	g7307
OG0007534	Cg001G012650	g17115, g17070
OG0007535	Cg001G014930	g23734, g17150
OG0007536	Cg001G014790	g47566
OG0007537	Cg001G014690	g47572
OG0007538	Cg005G165170	g51955
OG0007540	Cg005G165340	g51947, g38146
OG0007541	Cg004G124790	g13021
OG0007542	Cg004G124800	g13015
OG0007543	Cg004G124850	g7510
OG0007544	Cg004G125130	g13050
OG0007545	Cg004G125180	g13054, g7484
OG0007546	Cg004G125350	g13061
OG0007547	Cg004G125430	g7466
OG0007548	Cg008G284480	g45368
OG0007549	Cg004G125630	g12387
OG0007550	Cg004G125710	g13070
OG0007551	Cg004G125950	g7436
OG0007552	Cg004G126140	g7427
OG0007553	Cg008G285460	g5681, g29785
OG0007554	Cg004G126430	g7413, g12355
OG0007555	Cg004G126940	g12331
OG0007556	Cg004G127020	g12327
OG0007557	Cg004G127130	g12322, g7384
OG0007558	Cg004G127260	g12320
OG0007559	Cg004G127390	g7369
OG0007560	Cg004G127490	g7364
OG0007561	Cg004G127530	g7359
OG0007562	Cg004G127580	g13124
OG0007563	Cg001G012590	g17064
OG0007564	Cg004G127710	g12298, g7343
OG0007565	Cg004G127720	g12297, g13129
OG0007566	Cg004G127760	g7341
OG0007568	Cg004G128080	g12286
OG0007569	Cg002G049050, Cg008G306350	g47872, g18201
OG0007570	Cg003G091280	g1468
OG0007571	Cg008G324390	g10915
OG0007572	Cg006G202780	g54003
OG0007573	Cg003G096600	g28285
OG0007574	Cg003G096750	g1382, g28286
OG0007575	Cg003G096970	g1369
OG0007576	Cg003G097040	g28296
OG0007577	Cg001G007000	g18151
OG0007578	Cg003G099190	g882
OG0007579	Cg003G100210	g41280
OG0007581	Cg003G099910	g28405
OG0007582	Cg003G099840	g28400
OG0007583	Cg003G099810	g28397, g41255
OG0007584	Cg003G100240	g41282
OG0007585	Cg003G100310	g28421
OG0007586	Cg003G101300	g28456
OG0007587	Cg003G101080	g940, g28448
OG0007588	Cg003G101620	g956
OG0007589	Cg003G101810	g28488, g39413
OG0007590	Cg003G102210	g28496
OG0007591	Cg003G102900	g39367, g28521
OG0007592	Cg003G103160	g28530
OG0007593	Cg003G103380	g1046
OG0007594	Cg003G103480	g28548
OG0007595	Cg006G234400	g27158
OG0007596	Cg003G104360	g28575
OG0007597	Cg003G104530	g1095
OG0007598	Cg003G104560	g28596
OG0007599	Cg003G104610	g28794, g28601
OG0007600	Cg003G104980	g39307
OG0007601	Cg003G105040	g28641
OG0007602	Cg003G105240	g28650
OG0007603	Cg003G105370	g1139, g28660
OG0007604	Cg003G105750	g1155
OG0007605	Cg008G306980	g10146
OG0007606	Cg008G293540	g5273
OG0007607	Cg008G293280	g5289
OG0007608	Cg008G293190	g29375, g45610
OG0007609	Cg008G293150	g29373, g5293
OG0007610	Cg008G293040	g29389
OG0007611	Cg008G292840	g45597
OG0007612	Cg008G292730	g45589
OG0007613	Cg008G292570	g5326
OG0007614	Cg008G292480	g5331
OG0007615	Cg008G292380	g5338, g29420
OG0007616	Cg008G292240	g5350
OG0007617	Cg008G291920	g5371, g29443
OG0007618	Cg008G291900	g5372, g29445, g45568
OG0007619	Cg008G291700	g29449
OG0007620	Cg008G291480	g29467, g5392
OG0007621	Cg008G291080	g5405
OG0007622	Cg008G289670	g5470
OG0007623	Cg008G289510	g45504, g5486
OG0007624	Cg008G289430	g29577
OG0007625	Cg008G289360	g29581
OG0007626	Cg008G289000	g45493
OG0007627	Cg008G288970	g5515
OG0007628	Cg008G288710	g29604
OG0007629	Cg008G288110	g5555
OG0007630	Cg008G288060	g5562
OG0007631	Cg001G023590	g17552
OG0007632	Cg001G023080	g47240
OG0007633	Cg001G022900	g47248, g24229
OG0007634	Cg001G022820	g24226
OG0007635	Cg001G022770	g24223, g17496
OG0007638	Cg001G021860	g47292
OG0007639	Cg001G021770	g17453
OG0007640	Cg001G021510	g47300
OG0007641	Cg001G021280	g17425, g24128
OG0007642	Cg001G020770	g24079
OG0007644	Cg003G109950	g9870
OG0007645	Cg001G020320	g17374, g47344
OG0007646	Cg001G020060	g47355
OG0007648	Cg001G019600	g47375
OG0007649	Cg001G019340	g47391, g23990
OG0007650	Cg001G018890	g17309
OG0007651	Cg001G018830	g23969
OG0007652	Cg001G018700	g47413
OG0007653	Cg001G018630	g17302
OG0007654	Cg001G018450	g17294
OG0007655	Cg001G018360	g23949
OG0007656	Cg001G018260	g17282
OG0007657	Cg001G018070	g23933
OG0007658	Cg001G017900	g47450
OG0007659	Cg001G017870	g47451, g23918
OG0007660	Cg001G017280	g23884
OG0007661	Cg001G017160	g23878
OG0007662	Cg001G016970	g23860
OG0007663	Cg006G212420	g50683
OG0007664	Cg006G212380	g50690
