Orthogroup	Cardamine_glauca	Alyssum_gmelinii
OG0007736	Cg003G081050	Ag002G141340
OG0007737	Cg003G080630	Ag002G140280
OG0007738	Cg003G080210, Cg003G093770	Ag002G133340
OG0007739	Cg008G300450	Ag008G718810
OG0007740	Cg003G093880, Cg003G080120	Ag002G132100
OG0007741	Cg008G321170	Ag002G125410
OG0007742	Cg008G321870	Ag002G102960
OG0007743	Cg008G322490	Ag002G103880
OG0007744	Cg008G322700	Ag002G104730
OG0007745	Cg007G257040, Cg008G323090	Ag002G110340, Ag002G106730
OG0007746	Cg008G323180	Ag002G111230, Ag002G107640
OG0007747	Cg008G323310	Ag002G111600, Ag002G108090
OG0007748	Cg008G323560	Ag002G108790, Ag002G112820
OG0007749	Cg008G323610	Ag002G109290, Ag002G113270
OG0007750	Cg008G323940	Ag002G117390
OG0007751	Cg008G285330	Ag006G498210
OG0007752	Cg008G324030	Ag002G117660
OG0007753	Cg008G324180	Ag002G118700
OG0007754	Cg008G324430	Ag002G114830, Ag002G120430
OG0007755	Cg001G025370	Ag002G124110, Ag004G312900
OG0007756	Cg001G033530	Ag001G042860
OG0007757	Cg001G033680	Ag002G103830
OG0007758	Cg001G027870	Ag003G289540
OG0007759	Cg004G142870	Ag004G307770
OG0007760	Cg004G142590	Ag005G428820
OG0007761	Cg001G029560	Ag001G038980
OG0007762	Cg001G028700	Ag008G726670
OG0007763	Cg001G027890	Ag001G036900
OG0007765	Cg001G041850	Ag007G655520
OG0007766	Cg001G042690	Ag007G656880, Ag007G657130
OG0007767	Cg001G043000	Ag005G446870
OG0007769	Cg005G157780	Ag002G206420
OG0007770	Cg005G157900	Ag002G206230
OG0007771	Cg005G157950	Ag002G206180
OG0007772	Cg005G158320	Ag002G205750
OG0007773	Cg005G158430	Ag002G205610
OG0007774	Cg005G158490	Ag002G204910, Ag008G670270
OG0007775	Cg005G158500	Ag002G204900, Ag008G670240
OG0007776	Cg005G159150	Ag002G203700
OG0007777	Cg005G159220	Ag002G203600
OG0007778	Cg005G159530	Ag002G203090
OG0007779	Cg005G159640	Ag002G202940
OG0007780	Cg005G159660	Ag002G202920
OG0007781	Cg005G159670	Ag002G202910
OG0007782	Cg005G159700	Ag002G202840
OG0007783	Cg005G159710	Ag002G202830
OG0007784	Cg005G159810	Ag002G202720
OG0007785	Cg005G160090	Ag002G202150
OG0007786	Cg005G160400	Ag002G201580
OG0007787	Cg005G160950	Ag002G200530
OG0007788	Cg005G161410	Ag002G199400
OG0007789	Cg005G161670	Ag002G198720
OG0007790	Cg005G161750	Ag002G198610
OG0007791	Cg005G161890	Ag002G198400
OG0007792	Cg005G162990	Ag002G195790
OG0007793	Cg005G163400	Ag002G194740
OG0007794	Cg005G164000	Ag002G192860
OG0007795	Cg005G163810	Ag002G193310
OG0007796	Cg008G282280, Cg004G124520	Ag006G491410
OG0007797	Cg008G282500	Ag006G491670
OG0007798	Cg008G282650	Ag006G491970
OG0007799	Cg008G282780	Ag006G492300
OG0007800	Cg008G282850	Ag006G492440
OG0007801	Cg008G283140	Ag006G493240
OG0007802	Cg008G283220	Ag006G493030
OG0007803	Cg008G283290	Ag006G493400
OG0007804	Cg008G283310	Ag006G493410
OG0007805	Cg008G283520	Ag006G493830
OG0007806	Cg008G284610	Ag006G496700
OG0007807	Cg008G283800	Ag006G494600
OG0007808	Cg008G284570, Cg004G144700	Ag006G496630
OG0007809	Cg008G284730	Ag006G496890
OG0007810	Cg008G284880	Ag006G497290, Ag006G497280
OG0007811	Cg008G284940	Ag006G497360, Ag006G497380
OG0007812	Cg008G285010	Ag002G202070, Ag006G497560
OG0007813	Cg008G285090	Ag006G497840
OG0007814	Cg008G299880	Ag008G719530
OG0007815	Cg008G300200	Ag008G719240
OG0007816	Cg008G300210	Ag008G719220
OG0007817	Cg008G301030	Ag008G717680
OG0007818	Cg008G301180	Ag008G717290
OG0007819	Cg008G301420	Ag008G716640
OG0007820	Cg008G301470	Ag008G716580
OG0007821	Cg008G301530	Ag008G716480
OG0007822	Cg008G301560	Ag008G716440
OG0007823	Cg008G301750	Ag008G716200
OG0007824	Cg008G302240	Ag008G714850
OG0007825	Cg006G209240, Cg004G133020, Cg008G302520	Ag008G714110
OG0007826	Cg003G108470	Ag008G712990
OG0007827	Cg003G108400	Ag008G712740
OG0007828	Cg003G108220	Ag008G712300
OG0007829	Cg003G107960	Ag008G711360
OG0007830	Cg003G107670	Ag008G710490
OG0007831	Cg003G107370	Ag008G709520
OG0007833	Cg003G106610	Ag008G707470
OG0007834	Cg003G106470	Ag008G706870
OG0007835	Cg003G110950	Ag008G729040
OG0007836	Cg003G111010	Ag002G102940, Ag008G729100, Ag002G102930
OG0007837	Cg003G111020	Ag008G729110
OG0007838	Cg003G111270	Ag008G729530
OG0007839	Cg003G104450	Ag008G700730
OG0007840	Cg003G111810	Ag008G730560
OG0007841	Cg003G111870	Ag008G730610
OG0007842	Cg003G112460	Ag008G731420
OG0007843	Cg003G112600	Ag008G731620
OG0007844	Cg003G112760	Ag008G731850
OG0007845	Cg003G112780	Ag008G731870
OG0007846	Cg003G112940	Ag008G732620
OG0007847	Cg003G113240	Ag008G732660
OG0007849	Cg003G113680	Ag008G733380
OG0007850	Cg003G113700	Ag008G733390
OG0007851	Cg003G113830	Ag008G733580
OG0007852	Cg003G114080	Ag008G733890
OG0007853	Cg003G114340	Ag008G734210
OG0007854	Cg003G114420	Ag008G734350
OG0007855	Cg003G114510	Ag008G734460
OG0007856	Cg003G114920	Ag008G734870
OG0007857	Cg008G297360, Cg003G115380	Ag001G099870
OG0007858	Cg002G055670	Ag001G059490, Ag001G059290
OG0007859	Cg003G115530	Ag001G099520
OG0007860	Cg014G332950, Cg003G076620	Ag006G516910
OG0007861	Cg014G333050, Cg003G076520	Ag006G517030
OG0007862	Cg003G076790, Cg014G332810	Ag006G516500
OG0007863	Cg003G077050, Cg014G332580	Ag006G515540
OG0007864	Cg014G332510, Cg003G077120	Ag006G515470
OG0007865	Cg014G331670, Cg003G078010	Ag006G514630
OG0007866	Cg003G077810, Cg014G331840	Ag006G513780
OG0007867	Cg003G077360, Cg014G332260	Ag006G512480
OG0007868	Cg003G078230, Cg014G331420	Ag006G511650
OG0007869	Cg014G331390, Cg003G078260	Ag006G511480
OG0007870	Cg014G331350, Cg003G078300	Ag006G511210
OG0007871	Cg014G330740, Cg003G078790	Ag006G509570
OG0007872	Cg003G078870, Cg014G330660	Ag006G508640, Ag006G508060, Ag006G508630
OG0007873	Cg003G094830, Cg003G079110	Ag007G599380
OG0007874	Cg003G079340, Cg003G094660	Ag007G599110
OG0007875	Cg008G320380	Ag007G586700
OG0007876	Cg008G319820	Ag007G587140, Ag007G587150
OG0007877	Cg008G318870	Ag007G588070
OG0007878	Cg005G173200	Ag007G588120
OG0007879	Cg005G173240	Ag007G588170
OG0007880	Cg005G174370	Ag007G589390
OG0007881	Cg005G174390	Ag007G589310
OG0007882	Cg005G174420	Ag007G589290
OG0007883	Cg005G173690	Ag007G588650
OG0007884	Cg005G174330	Ag007G589430
OG0007885	Cg005G174890	Ag007G590560
OG0007886	Cg005G175420	Ag007G591400
OG0007887	Cg005G175560	Ag007G591560
OG0007888	Cg005G175710	Ag007G591800
OG0007889	Cg005G175750	Ag007G591840
OG0007890	Cg006G239670	Ag004G305650
OG0007891	Cg005G175890	Ag007G591980
OG0007892	Cg005G176180	Ag007G592340
OG0007893	Cg005G176450	Ag007G592530, Ag007G592540
OG0007894	Cg005G176480	Ag007G592600
OG0007895	Cg005G176630	Ag007G592770
OG0007896	Cg006G239060	Ag004G306310
OG0007897	Cg005G176830	Ag007G593390
OG0007898	Cg005G178300	Ag007G595130
OG0007899	Cg005G178320	Ag007G595140
OG0007900	Cg005G178810	Ag007G595690
OG0007901	Cg005G178870	Ag007G595750
OG0007902	Cg005G179010	Ag007G595900
OG0007903	Cg005G179590	Ag007G596460
OG0007904	Cg005G182250	Ag007G597700
OG0007905	Cg005G182960	Ag007G597980
OG0007906	Cg008G287270	Ag006G504490, Ag004G381330, Ag006G504510
OG0007907	Cg005G185360	Ag006G526490
OG0007908	Cg005G185940	Ag006G527230
OG0007909	Cg001G013320	Ag003G251380
OG0007910	Cg001G013580	Ag002G203620
OG0007911	Cg008G294980	Ag007G615670
OG0007912	Cg004G116510	Ag001G100430
OG0007914	Cg001G035670	Ag002G146970
OG0007915	Cg001G014220	Ag003G248460
OG0007916	Cg004G116940	Ag005G490370
OG0007917	Cg004G116990	Ag005G490300
OG0007918	Cg008G295550	Ag007G617840
OG0007919	Cg004G117270	Ag005G489950
OG0007920	Cg004G117500	Ag005G489540
OG0007921	Cg004G117790	Ag005G489020
OG0007922	Cg004G117940	Ag005G488580
OG0007923	Cg004G118060	Ag005G488450
OG0007924	Cg004G118270	Ag005G488100
OG0007925	Cg004G118600	Ag005G487590
OG0007926	Cg004G119480	Ag005G486800
OG0007927	Cg004G119790	Ag005G486100
OG0007928	Cg004G120330	Ag005G485160
OG0007929	Cg004G120380	Ag005G484990
OG0007930	Cg004G120600	Ag005G484750
OG0007931	Cg004G120840	Ag005G484430
OG0007932	Cg004G120670	Ag005G484600
OG0007933	Cg004G120920	Ag005G484260
OG0007934	Cg004G120970	Ag005G484190
OG0007935	Cg004G121110	Ag005G484040
OG0007936	Cg004G121290	Ag005G483480
OG0007937	Cg004G121240	Ag005G483620
OG0007938	Cg004G121520	Ag005G483090
OG0007939	Cg004G121800	Ag005G482540
OG0007940	Cg004G121920	Ag005G482370
OG0007941	Cg004G122040	Ag005G482150
OG0007942	Cg004G122460	Ag005G481410
OG0007943	Cg004G122520, Cg004G122560	Ag005G481320
OG0007944	Cg004G122590, Cg004G122550	Ag005G481310
OG0007945	Cg004G122610	Ag005G481290
OG0007946	Cg004G122630	Ag005G481260
OG0007947	Cg004G122640	Ag005G481250
OG0007948	Cg008G311110, Cg008G309310	Ag007G642860
OG0007949	Cg004G123190	Ag005G480410
OG0007950	Cg004G123390	Ag005G480190
OG0007951	Cg004G123630	Ag005G479530
OG0007952	Cg004G123770	Ag005G479370
OG0007953	Cg004G123870	Ag005G479270
OG0007954	Cg004G123880	Ag005G479260
OG0007955	Cg004G124040	Ag005G479050
OG0007956	Cg004G124150	Ag005G478860
OG0007957	Cg004G124460	Ag005G478450
OG0007958	Cg005G165970	Ag002G185390
OG0007959	Cg005G166000	Ag002G185220, Ag002G185260
OG0007960	Cg005G166020	Ag002G185190
OG0007961	Cg005G166210	Ag002G184670
OG0007962	Cg005G166340	Ag002G184000
OG0007963	Cg005G166760	Ag002G181790
OG0007964	Cg005G167450	Ag002G178170
OG0007965	Cg005G170510	Ag002G165750
OG0007967	Cg005G170360	Ag002G166250
OG0007968	Cg005G170080	Ag002G167270
OG0007969	Cg005G170050	Ag002G167410
OG0007970	Cg005G169860	Ag002G168130
OG0007971	Cg005G169610	Ag002G169680
OG0007972	Cg005G169580	Ag002G170110
OG0007973	Cg005G169430	Ag002G170830
OG0007974	Cg005G169300	Ag002G171280
OG0007975	Cg005G168870	Ag002G203220, Ag002G172890
OG0007976	Cg005G168790	Ag002G173610
OG0007977	Cg005G168730	Ag002G173840
OG0007978	Cg005G168560	Ag002G174590
OG0007979	Cg005G168280	Ag002G175270
OG0007980	Cg005G168110	Ag002G175610
OG0007981	Cg005G167990	Ag002G176290
OG0007982	Cg005G170760	Ag002G164760, Ag005G452470
OG0007983	Cg006G230440	Ag004G322960
OG0007984	Cg006G229700	Ag004G324810
OG0007985	Cg006G229240	Ag004G325460
OG0007986	Cg006G228170	Ag004G328550
OG0007987	Cg006G227750	Ag004G329700
OG0007988	Cg006G227830	Ag004G329460
OG0007989	Cg006G227680	Ag004G329790
OG0007990	Cg006G227670	Ag004G329830
OG0007991	Cg006G227570	Ag004G329990
OG0007992	Cg006G227420	Ag004G330300
OG0007993	Cg006G227380	Ag004G330390
OG0007994	Cg006G227140	Ag004G331070
OG0007995	Cg006G226710	Ag004G331980, Ag006G574290
OG0007996	Cg006G226690	Ag004G332000
OG0007997	Cg006G226560	Ag004G332210
OG0007998	Cg006G226530	Ag004G332250, Ag006G503460
OG0007999	Cg006G226110	Ag004G332970
OG0008000	Cg006G226100	Ag004G332980
OG0008001	Cg006G226020	Ag004G333300
OG0008002	Cg006G225770	Ag004G333800
OG0008003	Cg006G225670	Ag004G333970
OG0008004	Cg006G225150	Ag004G335280
OG0008005	Cg007G277110	Ag003G220380
OG0008006	Cg006G224990	Ag004G335650
OG0008007	Cg006G224690	Ag004G336700
OG0008008	Cg006G224570	Ag004G336970
OG0008009	Cg006G224530	Ag004G337040
OG0008010	Cg007G277780	Ag003G218820
OG0008011	Cg006G224520	Ag004G337080
OG0008012	Cg006G224420	Ag004G337430
OG0008013	Cg006G224350	Ag004G337610
OG0008015	Cg006G223620	Ag004G339200
OG0008016	Cg006G223440	Ag004G339690
OG0008017	Cg006G223300	Ag004G339880
OG0008018	Cg006G222850	Ag004G341290
OG0008019	Cg006G222410	Ag003G242200
OG0008021	Cg006G221640	Ag003G243440
OG0008022	Cg006G220360	Ag003G247630
OG0008023	Cg006G220350	Ag003G247620
OG0008024	Cg006G220270	Ag005G441500
OG0008026	Cg006G219590	Ag003G246900
OG0008027	Cg006G219320	Ag004G308780
OG0008028	Cg006G219330	Ag003G246030
OG0008029	Cg006G219170	Ag004G380540
OG0008030	Cg001G016690	Ag008G712790
OG0008031	Cg001G016640	Ag004G302330
OG0008032	Cg001G016580	Ag006G530470
OG0008033	Cg001G016380	Ag006G511660
OG0008034	Cg001G016270	Ag006G529520
OG0008035	Cg001G015760	Ag007G598730
OG0008036	Cg001G015690	Ag007G598840
OG0008037	Cg001G015550	Ag007G586210
OG0008038	Cg001G015480	Ag007G586150
OG0008039	Cg001G015460	Ag007G586120
OG0008040	Cg001G012830	Ag001G076890, Ag005G478930
OG0008041	Cg001G012730	Ag003G252950
OG0008042	Cg005G189170	Ag006G526700
OG0008043	Cg005G189760	Ag006G527010
OG0008044	Cg005G190220	Ag006G524850
OG0008045	Cg005G191350	Ag006G523940
OG0008046	Cg007G274720	Ag002G154920, Ag003G231750
OG0008047	Cg005G191990	Ag006G523570
OG0008049	Cg005G192040	Ag006G523370
OG0008050	Cg005G192160	Ag006G523180
OG0008051	Cg005G192240	Ag006G523110
OG0008052	Cg005G192910	Ag006G522230
OG0008053	Cg005G193010	Ag003G294770, Ag006G521900
OG0008055	Cg005G193400	Ag006G521290
OG0008056	Cg005G193620	Ag006G520820
OG0008057	Cg005G193650	Ag006G520780
OG0008058	Cg005G193780	Ag005G402650, Ag005G403040, Ag002G163570, Ag006G520550
OG0008059	Cg006G230750	Ag004G322580
OG0008060	Cg006G230830	Ag004G322370
OG0008061	Cg006G230850	Ag004G322350
OG0008062	Cg006G230960	Ag004G321980
OG0008063	Cg006G231060	Ag004G321560
OG0008064	Cg006G231300	Ag004G321050
OG0008065	Cg006G231490	Ag004G320720
OG0008066	Cg006G231920	Ag004G319280
OG0008067	Cg006G231970	Ag004G319450
OG0008068	Cg006G232240	Ag004G318670
OG0008069	Cg006G232770	Ag004G317360
OG0008070	Cg006G232880	Ag004G317210
OG0008071	Cg006G232890	Ag004G317200
OG0008072	Cg006G233320	Ag004G316210
OG0008073	Cg006G233410	Ag004G315960
OG0008074	Cg006G233490	Ag004G315790
OG0008075	Cg006G233820	Ag004G315200
OG0008076	Cg006G234030	Ag004G314800
OG0008077	Cg006G234050	Ag004G314780
OG0008078	Cg006G234320	Ag004G314270
OG0008079	Cg003G090750	Ag004G313980
OG0008080	Cg006G234490	Ag004G313900
OG0008081	Cg006G235380	Ag004G312280
OG0008082	Cg006G235630	Ag004G311840
OG0008083	Cg006G235800	Ag004G311380
OG0008084	Cg006G235860	Ag004G311250
OG0008085	Cg006G236230	Ag004G310610
OG0008086	Cg002G052110	Ag001G075280
OG0008087	Cg006G237230	Ag004G308970
OG0008088	Cg006G237490	Ag004G308670
OG0008089	Cg006G237470	Ag004G308690
OG0008090	Cg006G238550	Ag004G307170
OG0008091	Cg006G238930	Ag004G306590
OG0008092	Cg006G239160	Ag004G306240
OG0008094	Cg006G239450	Ag004G305920
OG0008095	Cg006G239590	Ag004G305750
OG0008096	Cg006G239640	Ag004G305680
OG0008098	Cg006G239720	Ag004G305600
OG0008099	Cg003G091380, Cg006G239880	Ag006G503190
OG0008100	Cg006G240100	Ag004G305170
OG0008101	Cg006G240370	Ag004G304880
OG0008102	Cg006G240660	Ag004G304400
OG0008103	Cg006G241340	Ag004G303280
OG0008104	Cg008G293860	Ag007G612290
OG0008105	Cg006G241860	Ag004G302620
OG0008106	Cg006G241990	Ag004G302490
OG0008107	Cg006G242020	Ag004G302460
OG0008108	Cg006G242260	Ag005G459720
OG0008109	Cg006G242870	Ag004G301150
OG0008110	Cg006G242850	Ag004G301170
OG0008111	Cg006G242840	Ag004G301180
OG0008112	Cg006G242810	Ag001G013580, Ag004G301230
OG0008113	Cg006G242640	Ag004G301610, Ag004G301600
OG0008114	Cg006G243130	Ag004G304450, Ag004G300620
OG0008115	Cg006G243190	Ag004G300410
OG0008116	Cg006G243240	Ag004G300280
OG0008117	Cg006G243520	Ag004G299900
OG0008118	Cg006G243960	Ag004G299340
OG0008119	Cg006G243920	Ag004G299410, Ag004G299390
OG0008120	Cg006G243910	Ag004G299420
OG0008121	Cg006G244020	Ag004G299250
OG0008122	Cg006G244320	Ag004G298740
OG0008123	Cg006G244900	Ag004G297990, Ag003G245080
OG0008124	Cg003G075890	Ag006G518810, Ag006G518850
OG0008125	Cg006G245400	Ag004G297340
OG0008126	Cg008G294640	Ag007G614070
OG0008127	Cg008G294390	Ag007G613560
OG0008128	Cg008G294930	Ag007G615310
OG0008129	Cg008G294940	Ag007G615320
OG0008130	Cg008G295020	Ag007G615870
OG0008131	Cg008G295880	Ag007G619160
OG0008132	Cg008G295840	Ag007G618990
OG0008133	Cg008G295820	Ag007G618970, Ag007G618980
OG0008134	Cg008G296410	Ag007G621150
OG0008135	Cg008G296720	Ag007G622350
OG0008136	Cg008G296750	Ag007G622460
OG0008137	Cg008G296800	Ag007G622600
OG0008138	Cg008G296880	Ag007G623040
OG0008139	Cg008G297180	Ag007G624110
OG0008140	Cg008G297730	Ag007G625480
OG0008141	Cg008G298000	Ag007G626960
OG0008142	Cg008G298150	Ag007G627920
OG0008143	Cg008G298160	Ag007G628020
OG0008144	Cg008G298210	Ag006G567770
OG0008145	Cg008G298580	Ag007G631440
OG0008146	Cg008G298760	Ag006G492720, Ag007G630750
OG0008147	Cg008G298790	Ag007G630610
OG0008149	Cg008G299070	Ag007G629740
OG0008150	Cg008G299190	Ag007G629440
OG0008151	Cg008G299440	Ag007G631920
OG0008152	Cg008G299450	Ag007G632090
OG0008153	Cg008G299490	Ag007G632180
OG0008154	Cg008G299600	Ag007G632600
OG0008155	Cg008G299780	Ag007G633860
OG0008156	Cg008G305950	Ag007G633900
OG0008157	Cg008G306010	Ag007G634220
OG0008158	Cg008G306020	Ag007G634230
OG0008159	Cg008G306090	Ag007G634510
OG0008160	Cg008G306400	Ag007G635220
OG0008161	Cg008G306660	Ag007G636140
OG0008162	Cg008G306720	Ag007G636490
OG0008163	Cg008G306890	Ag007G636750
OG0008164	Cg008G307070	Ag007G637120
OG0008165	Cg008G307940	Ag007G641220
OG0008168	Cg008G311200, Cg008G309350	Ag007G643610
OG0008170	Cg008G293890	Ag007G612480
OG0008171	Cg008G311820, Cg008G310040	Ag007G643130, Ag002G108610
OG0008172	Cg008G293780	Ag007G612150
OG0008173	Cg008G293700	Ag007G612010
OG0008174	Cg008G293650	Ag007G611830
OG0008175	Cg008G287850	Ag006G506080
OG0008176	Cg008G287560	Ag006G505280, Ag006G505290
OG0008177	Cg008G287350	Ag006G504660
OG0008178	Cg008G287310	Ag006G504550
OG0008179	Cg008G287140	Ag006G503830
OG0008180	Cg008G286030	Ag006G499980
OG0008181	Cg008G285430	Ag006G498280
OG0008182	Cg008G285360	Ag006G498250
OG0008183	Cg008G299790	Ag008G719480
OG0008184	Cg008G305070	Ag008G720960
OG0008185	Cg008G304660	Ag008G721440
OG0008186	Cg008G304340	Ag008G721970
OG0008187	Cg008G304300	Ag008G722010
OG0008188	Cg008G304270	Ag008G722050
OG0008189	Cg008G304040	Ag008G722530
OG0008190	Cg008G303870	Ag008G722830
OG0008191	Cg008G303430	Ag008G723490
OG0008192	Cg008G303380	Ag008G723590
OG0008193	Cg008G303190	Ag008G723900
OG0008194	Cg007G267990	Ag004G354500
OG0008195	Cg008G302910	Ag008G724320
OG0008196	Cg008G302830	Ag008G724440
OG0008197	Cg008G302810	Ag008G724470
OG0008198	Cg003G108650	Ag008G724950
OG0008199	Cg003G109100	Ag008G725780
OG0008200	Cg003G109380	Ag008G726220
OG0008201	Cg003G109590	Ag008G726620
OG0008202	Cg003G110070	Ag008G727160
OG0008203	Cg003G110090	Ag008G727190
OG0008204	Cg003G110190	Ag008G727420
OG0008205	Cg003G110300	Ag008G727830
OG0008206	Cg003G110340	Ag008G727880
OG0008207	Cg003G110520	Ag008G728300
OG0008208	Cg003G110770	Ag008G728660
OG0008209	Cg003G110910	Ag008G728980
OG0008210	Cg003G106090	Ag008G706010
OG0008211	Cg003G106080	Ag008G705980
OG0008212	Cg003G106030	Ag008G705920
OG0008213	Cg002G055660	Ag001G067650
OG0008214	Cg002G055690	Ag001G059360
OG0008215	Cg002G055720	Ag001G059380, Ag001G059540
OG0008216	Cg002G055990	Ag001G062830
OG0008217	Cg002G056290	Ag001G061480
OG0008219	Cg002G057350	Ag008G693150
OG0008220	Cg002G057360	Ag008G692990
OG0008221	Cg002G057670	Ag008G692250
OG0008222	Cg002G058550	Ag001G056110
OG0008223	Cg002G060330	Ag001G052180
OG0008224	Cg002G063120	Ag008G726630
OG0008226	Cg007G267680	Ag004G355230
OG0008227	Cg007G267660	Ag004G355320
OG0008228	Cg007G267640	Ag004G355340
OG0008229	Cg007G267600	Ag004G355390, Ag004G355400
OG0008230	Cg007G267520	Ag004G355520
OG0008231	Cg007G267480	Ag004G355640
OG0008232	Cg005G171760	Ag002G161730
OG0008233	Cg007G267330	Ag004G355970
OG0008234	Cg007G267820	Ag004G354790
OG0008235	Cg007G267250	Ag004G356180
OG0008236	Cg007G269200	Ag004G350550
OG0008237	Cg007G269210	Ag004G350530
OG0008238	Cg007G269290	Ag004G350450
OG0008239	Cg007G270250	Ag004G347610
OG0008240	Cg006G221470	Ag003G243680
OG0008241	Cg004G138770	Ag007G601550, Ag005G440700
OG0008242	Cg007G270620	Ag004G346140
OG0008243	Cg007G270640	Ag002G125440, Ag004G346080
OG0008244	Cg007G270700	Ag004G345880
OG0008245	Cg007G270790	Ag004G345310
OG0008246	Cg007G270840	Ag004G345230
OG0008247	Cg007G271470	Ag004G343650
OG0008248	Cg007G271800	Ag004G343120
OG0008249	Cg007G272190	Ag004G342240
OG0008250	Cg007G272630	Ag003G240370
OG0008251	Cg007G278770	Ag003G214900, Ag003G264130
OG0008252	Cg007G278750	Ag003G214990
OG0008253	Cg007G278730	Ag003G215020
OG0008254	Cg007G278490	Ag003G215600
OG0008255	Cg007G278440	Ag003G215910
OG0008256	Cg007G278110	Ag003G218060
OG0008257	Cg007G277860	Ag003G218710
OG0008258	Cg007G277730	Ag003G218860
OG0008259	Cg007G277530	Ag003G219390
OG0008260	Cg007G277150	Ag003G220160
OG0008261	Cg007G276650	Ag003G222810
OG0008262	Cg007G276580	Ag003G222920
OG0008263	Cg007G276370	Ag003G224110
OG0008264	Cg007G276360	Ag003G224120
OG0008265	Cg007G276220	Ag003G224740
OG0008266	Cg007G276170	Ag003G225310, Ag003G225450, Ag003G225260
OG0008267	Cg007G276070	Ag003G225750
OG0008268	Cg007G275680	Ag003G227220
OG0008269	Cg007G275410	Ag003G228630
OG0008270	Cg007G275210	Ag003G229500
OG0008271	Cg007G274810	Ag003G231540
OG0008272	Cg007G274600	Ag003G232900
OG0008273	Cg007G274400	Ag003G233680
OG0008274	Cg007G274280	Ag003G234140
OG0008275	Cg007G274230	Ag003G234240
OG0008276	Cg007G274090	Ag003G234980
OG0008277	Cg007G273860	Ag006G518200, Ag003G236390
OG0008278	Cg007G273800	Ag003G236490
OG0008279	Cg007G273560	Ag003G237600
OG0008280	Cg007G273460	Ag003G237920
OG0008281	Cg007G272990	Ag003G239380
OG0008282	Cg007G272700	Ag003G240050
OG0008283	Cg007G279740	Ag003G212150
OG0008284	Cg007G280130	Ag003G211530
OG0008285	Cg007G280290	Ag003G210900
OG0008286	Cg007G280380	Ag003G210600
OG0008287	Cg007G280590	Ag003G209800
OG0008288	Cg007G280840	Ag003G209530
OG0008289	Cg007G280700	Ag003G209070
OG0008290	Cg007G281190	Ag003G208420
OG0008293	Cg007G281690	Ag003G207660
OG0008294	Cg004G128420	Ag005G470810
OG0008295	Cg004G128820	Ag005G470010
OG0008296	Cg004G128860	Ag005G469970
OG0008297	Cg004G129120	Ag005G469690
OG0008298	Cg004G129280	Ag005G469180, Ag004G303950
OG0008299	Cg004G129830	Ag005G468010
OG0008300	Cg008G305460	Ag008G720320
OG0008302	Cg004G129890	Ag005G467960, Ag003G222760, Ag004G374760
OG0008304	Cg004G130220	Ag005G467440
OG0008305	Cg004G130250	Ag005G466540, Ag005G466480
OG0008306	Cg004G130300	Ag005G462810, Ag005G466430
OG0008307	Cg004G130360	Ag005G466260
OG0008308	Cg004G131030	Ag005G464880
OG0008309	Cg004G131230	Ag005G464490
OG0008310	Cg004G131560	Ag005G464250
OG0008311	Cg004G131590	Ag005G464170
OG0008312	Cg006G196960	Ag001G007700
OG0008313	Cg004G132260	Ag005G462460
OG0008314	Cg004G132630	Ag005G461500
OG0008315	Cg004G132680	Ag005G461450
OG0008316	Cg004G133190	Ag005G460030
OG0008317	Cg004G133720, Cg004G133700	Ag005G454380, Ag005G458830
OG0008318	Cg004G133890	Ag005G458050
OG0008319	Cg004G134330	Ag005G457070
OG0008320	Cg004G134520	Ag005G456490
OG0008321	Cg004G134940	Ag005G455290
OG0008322	Cg004G135320	Ag005G453450
OG0008323	Cg004G135340	Ag005G453420
OG0008324	Cg004G135420	Ag005G453340
OG0008325	Cg004G135760	Ag005G451030
OG0008326	Cg004G136160	Ag005G449530
OG0008327	Cg004G136190	Ag005G449480
OG0008328	Cg004G136980	Ag003G230630, Ag003G221040, Ag003G221020
OG0008329	Cg002G051950	Ag001G075780
OG0008330	Cg004G137480	Ag005G445090
OG0008331	Cg001G026580	Ag001G034290
OG0008332	Cg004G139640	Ag005G438410
OG0008333	Cg004G140390	Ag005G436110
OG0008334	Cg004G140770	Ag013G741530, Ag005G435240
OG0008335	Cg004G141710	Ag005G431370
OG0008336	Cg004G142030	Ag005G430970
OG0008337	Cg004G142960	Ag007G583490
OG0008338	Cg003G099370	Ag008G683550
OG0008339	Cg004G154370	Ag005G411310
OG0008340	Cg004G149870, Cg004G150830	Ag005G419550
OG0008341	Cg004G151270	Ag005G419200
OG0008342	Cg004G151580	Ag005G418800
OG0008343	Cg004G152100	Ag005G418040
OG0008344	Cg004G152460	Ag005G417790
OG0008345	Cg004G152780	Ag005G417230
OG0008346	Cg004G152890	Ag002G177790
OG0008347	Cg004G153390	Ag005G415970
OG0008348	Cg004G153460	Ag005G415830
OG0008349	Cg004G153480	Ag005G415780
OG0008350	Cg004G153860	Ag005G414350
OG0008351	Cg004G154800	Ag005G410170
OG0008352	Cg004G154750	Ag005G410440
OG0008353	Cg004G154930	Ag005G409460
OG0008354	Cg002G069130	Ag005G407200
OG0008355	Cg004G155940	Ag005G405510
OG0008356	Cg004G156760	Ag005G403420
OG0008357	Cg006G194390, Cg003G097930	Ag001G000850
OG0008358	Cg006G194490	Ag001G000960
OG0008359	Cg006G194910	Ag001G003190, Ag001G002280
