Orthogroup	Cardamine_glauca	Cardamine_amara
OG0010596	Cg004G142400	evm.model.RL_1.2349
OG0010597	Cg004G139200	evm.model.RL_1.2117
OG0010598	Cg004G134180	evm.model.RL_1.1683
OG0010599	Cg004G130390	evm.model.RL_1.1353
OG0010600	Cg004G129700	evm.model.RL_1.1296
OG0010601	Cg004G128440	evm.model.RL_1.1170
OG0010602	Cg004G128270	evm.model.RL_1.1155.2.687c87ec
OG0010603	Cg004G125030	evm.model.RL_1.848
OG0010604	Cg004G124670	evm.model.RL_1.809
OG0010605	Cg004G123270	evm.model.RL_1.662
OG0010608	Cg008G285940	evm.model.RL_4.3030
OG0010609	Cg008G287330	evm.model.RL_4.2894
OG0010611	Cg005G192990	evm.model.RL_6.96
OG0010612	Cg006G211980	evm.model.RL_5.2613
OG0010613	Cg001G021700	evm.model.RL_3.1037, evm.model.RL_2.1457
OG0010614	Cg001G022080	evm.model.RL_2.1428
OG0010615	Cg001G023540	evm.model.RL_2.1296
OG0010616	Cg006G216480	evm.model.RL_5.2923
OG0010617	Cg005G173770	evm.model.RL_6.1378
OG0010618	Cg008G289630	evm.model.RL_4.2664
OG0010621	Cg008G294000	evm.model.RL_4.2239
OG0010623	Cg008G307510	evm.model.RL_4.984
OG0010624	Cg001G010990	evm.model.RL_2.2475
OG0010625	Cg002G064360	evm.model.RL_7.1973
OG0010626	Cg008G302030	evm.model.RL_4.1492
OG0010628	Cg008G305560	evm.model.RL_4.1164
OG0010629	Cg008G304260	evm.model.RL_4.1266
OG0010630	Cg003G110160	evm.model.RL_8.2307
OG0010632	Cg006G232160	evm.model.RL_5.1226
OG0010634	Cg006G204760	evm.model.RL_5.2334
OG0010636	Cg001G034770	evm.model.RL_7.687
OG0010637	Cg006G198500	evm.model.RL_5.1943
OG0010639	Cg004G141760	evm.model.RL_1.2312
OG0010642	Cg001G011610	evm.model.RL_2.2411
OG0010644	Cg008G307880	evm.model.RL_4.956
OG0010645	Cg001G023740	evm.model.RL_3.992, evm.model.RL_2.1279
OG0010660	Cg001G012400	evm.model.RL_2.2333
OG0010661	Cg001G012260	evm.model.RL_2.2345
OG0010662	Cg001G011900	evm.model.RL_2.2377
OG0010663	Cg001G011160	evm.model.RL_2.2458
OG0010664	Cg001G010230	evm.model.RL_2.2544
OG0010665	Cg001G009790	evm.model.RL_2.2582
OG0010666	Cg001G000080	evm.model.RL_2.3501
OG0010667	Cg001G009460	evm.model.RL_2.2612
OG0010668	Cg001G009280	evm.model.RL_2.2633
OG0010669	Cg001G009080	evm.model.RL_2.2660
OG0010670	Cg001G008750	evm.model.RL_2.2689
OG0010671	Cg001G008330	evm.model.RL_2.2724
OG0010672	Cg001G007790	evm.model.RL_2.2773
OG0010673	Cg001G007590	evm.model.RL_2.2789
OG0010674	Cg001G007130	evm.model.RL_2.2834
OG0010675	Cg001G007250	evm.model.RL_2.2822
OG0010676	Cg008G302000	evm.model.RL_4.1495
OG0010677	Cg001G006410, Cg005G181260	evm.model.RL_2.2904
OG0010678	Cg005G168930	evm.model.RL_6.1827
OG0010679	Cg001G006080	evm.model.RL_2.2939
OG0010680	Cg001G006230, Cg003G087410	evm.model.RL_2.2922
OG0010681	Cg001G005840	evm.model.RL_2.2964
OG0010682	Cg007G267220	evm.model.RL_3.1109
OG0010683	Cg001G005360	evm.model.RL_2.3011
OG0010684	Cg001G005020	evm.model.RL_2.3044
OG0010685	Cg008G293930	evm.model.RL_4.2247
OG0010686	Cg006G214500	evm.model.RL_5.2786
OG0010687	Cg006G214140	evm.model.RL_5.2753
OG0010688	Cg001G023870	evm.model.RL_2.1265
OG0010689	Cg001G023930	evm.model.RL_2.1262
OG0010690	Cg001G024000	evm.model.RL_2.1258
OG0010691	Cg001G024590	evm.model.RL_2.1214
OG0010692	Cg001G024660	evm.model.RL_2.1207
OG0010694	Cg001G024740	evm.model.RL_2.1199
OG0010695	Cg001G024810	evm.model.RL_2.1192
OG0010696	Cg001G024850	evm.model.RL_2.1188
OG0010697	Cg007G254500	evm.model.RL_3.703
OG0010698	Cg002G049830	evm.model.RL_7.718
OG0010699	Cg007G254440	evm.model.RL_3.700.2.687c84ba
OG0010701	Cg007G253230	evm.model.RL_3.275, evm.model.RL_2.762, evm.model.RL_3.636
OG0010702	Cg007G252470	evm.model.RL_3.591
OG0010703	Cg007G252180	evm.model.RL_3.573
OG0010704	Cg007G251950	evm.model.RL_3.559
OG0010705	Cg007G251370	evm.model.RL_3.524
OG0010706	Cg007G251460	evm.model.RL_3.534
OG0010707	Cg007G251190	evm.model.RL_3.505
OG0010708	Cg007G251130	evm.model.RL_3.500
OG0010709	Cg007G251060	evm.model.RL_3.496
OG0010710	Cg007G250920	evm.model.RL_3.489
OG0010712	Cg007G250750	evm.model.RL_3.481
OG0010713	Cg007G250720	evm.model.RL_3.479
OG0010714	Cg007G250620	evm.model.RL_3.468
OG0010716	Cg007G250290	evm.model.RL_3.431
OG0010717	Cg007G250240	evm.model.RL_3.414, evm.model.RL_3.418
OG0010718	Cg007G249320	evm.model.RL_3.356
OG0010719	Cg007G248870	evm.model.RL_3.323
OG0010720	Cg007G248750	evm.model.RL_3.312
OG0010721	Cg007G248620	evm.model.RL_3.293
OG0010722	Cg002G075730	evm.model.RL_7.2663
OG0010723	Cg002G075050	evm.model.RL_7.2723
OG0010724	Cg002G074650	evm.model.RL_7.2602
OG0010725	Cg002G074540	evm.model.RL_7.2591
OG0010726	Cg002G074490	evm.model.RL_7.2586
OG0010727	Cg002G074430	evm.model.RL_7.2580
OG0010728	Cg002G074370	evm.model.RL_7.2574
OG0010729	Cg002G074290	evm.model.RL_7.2567
OG0010730	Cg002G073780	evm.model.RL_7.2522
OG0010731	Cg008G319360	evm.model.RL_8.848.1.687c8558, evm.model.RL_7.2455
OG0010732	Cg006G232550	evm.model.RL_5.1190
OG0010733	Cg002G072690	evm.model.RL_7.2417
OG0010734	Cg006G232720	evm.model.RL_5.1173
OG0010735	Cg002G072580	evm.model.RL_7.2407
OG0010736	Cg002G072480	evm.model.RL_7.2395
OG0010737	Cg002G072280	evm.model.RL_7.2386
OG0010738	Cg002G070760	evm.model.RL_7.2257
OG0010739	Cg002G070710	evm.model.RL_7.2254
OG0010740	Cg002G068680	evm.model.RL_7.2219
OG0010741	Cg002G069000	evm.model.RL_7.2207
OG0010742	Cg002G067230	evm.model.RL_7.2068
OG0010743	Cg007G266180	evm.model.RL_3.1033
OG0010744	Cg007G262740	evm.model.RL_3.926
OG0010745	Cg007G260740	evm.model.RL_3.881
OG0010746	Cg004G119880	evm.model.RL_1.342
OG0010747	Cg001G032800	evm.model.RL_2.661
OG0010748	Cg003G090410, Cg003G095880, Cg007G245500	evm.model.RL_3.7
OG0010749	Cg007G245520	evm.model.RL_3.9
OG0010750	Cg007G245640	evm.model.RL_3.19
OG0010751	Cg007G245860	evm.model.RL_3.37
OG0010752	Cg007G245870	evm.model.RL_3.38
OG0010753	Cg007G245980	evm.model.RL_3.46, evm.model.RL_3.48
OG0010754	Cg007G246120	evm.model.RL_3.66
OG0010755	Cg007G246340	evm.model.RL_3.93
OG0010756	Cg007G246580	evm.model.RL_3.127
OG0010757	Cg007G247530	evm.model.RL_3.210
OG0010758	Cg004G128220	evm.model.RL_1.1150
OG0010759	Cg001G014510	evm.model.RL_2.2138
OG0010760	Cg005G164750	evm.model.RL_6.2254
OG0010761	Cg005G165060	evm.model.RL_6.2219
OG0010762	Cg005G165020	evm.model.RL_6.2224
OG0010763	Cg005G165440	evm.model.RL_6.2186
OG0010764	Cg004G124660	evm.model.RL_1.808
OG0010765	Cg004G124750	evm.model.RL_1.819
OG0010766	Cg004G125050	evm.model.RL_1.852
OG0010767	Cg004G125760	evm.model.RL_1.922.1.687c87eb
OG0010768	Cg004G125820	evm.model.RL_1.927
OG0010769	Cg004G125830	evm.model.RL_1.928
OG0010770	Cg001G020490	evm.model.RL_2.1571
OG0010771	Cg004G126540	evm.model.RL_1.992
OG0010772	Cg007G246470	evm.model.RL_3.107
OG0010773	Cg004G126820	evm.model.RL_1.1015
OG0010774	Cg001G007150	evm.model.RL_2.2832
OG0010775	Cg004G127250	evm.model.RL_1.1058
OG0010776	Cg004G127680	evm.model.RL_1.1100
OG0010777	Cg004G127860	evm.model.RL_1.1119
OG0010778	Cg004G127970	evm.model.RL_1.1128
OG0010779	Cg004G127980	evm.model.RL_1.1129
OG0010780	Cg004G128130	evm.model.RL_1.1141
OG0010781	Cg004G128140	evm.model.RL_1.1142
OG0010782	Cg003G088650	evm.model.RL_8.987
OG0010783	Cg005G191320	evm.model.RL_6.234
OG0010784	Cg003G091410	evm.model.RL_8.1053
OG0010785	Cg003G091220	evm.model.RL_8.1059
OG0010786	Cg003G096020, Cg003G090470	evm.model.RL_8.1152
OG0010787	Cg003G090260, Cg003G095730	evm.model.RL_8.1139
OG0010788	Cg003G095830, Cg003G090360	evm.model.RL_8.1141
OG0010789	Cg003G096040, Cg003G090490	evm.model.RL_8.1153
OG0010790	Cg003G096870	evm.model.RL_8.1183
OG0010791	Cg003G097430	evm.model.RL_8.1206
OG0010792	Cg003G097700	evm.model.RL_8.1226.1.687c97bf
OG0010793	Cg003G097890	evm.model.RL_8.1242
OG0010794	Cg003G098000	evm.model.RL_8.1251
OG0010795	Cg003G098160	evm.model.RL_8.1265
OG0010796	Cg003G098390	evm.model.RL_8.1285
OG0010797	Cg003G098890	evm.model.RL_8.1319
OG0010798	Cg003G100180	evm.model.RL_8.1423
OG0010799	Cg003G100020	evm.model.RL_8.1411
OG0010800	Cg003G100340	evm.model.RL_8.1440.1.687c97c0
OG0010801	Cg003G100670	evm.model.RL_8.1458
OG0010802	Cg003G101360	evm.model.RL_8.1510.1.687c855c
OG0010803	Cg003G101020, Cg003G101040	evm.model.RL_8.1481
OG0010804	Cg003G100820	evm.model.RL_8.1468
OG0010805	Cg003G101930	evm.model.RL_8.1555
OG0010806	Cg001G013590	evm.model.RL_2.2226
OG0010807	Cg003G102220	evm.model.RL_8.1585
OG0010808	Cg003G102790	evm.model.RL_8.1638
OG0010809	Cg003G103070	evm.model.RL_8.1659
OG0010810	Cg003G103250	evm.model.RL_8.1677
OG0010811	Cg003G103510	evm.model.RL_8.1700
OG0010812	Cg003G104580	evm.model.RL_8.1781
OG0010813	Cg003G104770	evm.model.RL_8.1794
OG0010814	Cg003G104820	evm.model.RL_8.1799
OG0010815	Cg003G105180	evm.model.RL_8.1835
OG0010816	Cg003G105390	evm.model.RL_8.1857.1.687c855e
OG0010817	Cg003G105570	evm.model.RL_8.1875
OG0010819	Cg008G292900	evm.model.RL_4.2342
OG0010820	Cg008G292550	evm.model.RL_4.2376
OG0010822	Cg008G292150	evm.model.RL_4.2417
OG0010823	Cg008G292080	evm.model.RL_4.2426
OG0010824	Cg008G292030	evm.model.RL_4.2431
OG0010826	Cg008G291620	evm.model.RL_4.2470
OG0010828	Cg008G291470	evm.model.RL_4.2485
OG0010829	Cg008G291400	evm.model.RL_3.330, evm.model.RL_4.2490
OG0010830	Cg008G291100	evm.model.RL_4.2519
OG0010831	Cg003G113560	evm.model.RL_8.2641
OG0010832	Cg008G290980	evm.model.RL_4.2528
OG0010833	Cg008G290510	evm.model.RL_4.2570
OG0010834	Cg008G290500	evm.model.RL_4.2571
OG0010835	Cg008G290100	evm.model.RL_4.2612
OG0010836	Cg008G289970	evm.model.RL_4.2623
OG0010837	Cg003G112040	evm.model.RL_8.2499.2.687c8561
OG0010838	Cg008G289300	evm.model.RL_3.864, evm.model.RL_3.904, evm.model.RL_3.903
OG0010839	Cg005G157490	evm.model.RL_6.2963
OG0010840	Cg008G288200	evm.model.RL_4.2810
OG0010841	Cg001G023760	evm.model.RL_2.1277
OG0010842	Cg001G023180	evm.model.RL_2.1327
OG0010843	Cg001G022870	evm.model.RL_2.1355
OG0010844	Cg001G022440	evm.model.RL_2.1397
OG0010845	Cg001G022270	evm.model.RL_2.1410
OG0010846	Cg001G022190	evm.model.RL_2.1415
OG0010847	Cg001G022140	evm.model.RL_2.1422
OG0010848	Cg001G021810	evm.model.RL_2.1450
OG0010849	Cg001G021560	evm.model.RL_2.1471
OG0010850	Cg001G021390	evm.model.RL_2.1486
OG0010851	Cg001G021170	evm.model.RL_2.1513
OG0010852	Cg001G020900	evm.model.RL_2.1533
OG0010853	Cg001G020270	evm.model.RL_2.1592
OG0010854	Cg001G020200	evm.model.RL_2.1596
OG0010855	Cg001G019730	evm.model.RL_2.1637
OG0010856	Cg001G019490	evm.model.RL_2.1655
OG0010857	Cg001G019440	evm.model.RL_2.1660
OG0010858	Cg001G019280	evm.model.RL_2.1679
OG0010859	Cg001G012410	evm.model.RL_2.2332
OG0010860	Cg001G017320	evm.model.RL_2.1874
OG0010861	Cg001G016850	evm.model.RL_2.1923
OG0010862	Cg006G212270	evm.model.RL_5.2633
OG0010863	Cg006G212010	evm.model.RL_5.2615
OG0010864	Cg006G211860	evm.model.RL_5.2604
OG0010865	Cg006G211740	evm.model.RL_5.2600
OG0010866	Cg006G210070	evm.model.RL_5.2519
OG0010867	Cg006G209880	evm.model.RL_5.2513
OG0010868	Cg005G166230	evm.model.RL_6.2110
OG0010869	Cg006G204720	evm.model.RL_5.2331
OG0010870	Cg006G206080	evm.model.RL_5.2374
OG0010871	Cg006G206160	evm.model.RL_5.2366
OG0010872	Cg006G203010	evm.model.RL_5.2265
OG0010873	Cg006G218610	evm.model.RL_5.3089
OG0010874	Cg006G218400	evm.model.RL_5.3071
OG0010875	Cg006G218120	evm.model.RL_5.3051
OG0010876	Cg006G218100	evm.model.RL_5.3049
OG0010878	Cg006G217790	evm.model.RL_5.3026
OG0010879	Cg006G216240	evm.model.RL_5.2946
OG0010880	Cg006G215950	evm.model.RL_5.2886
OG0010881	Cg006G215810	evm.model.RL_5.2872
OG0010882	Cg006G215660	evm.model.RL_5.2858
OG0010883	Cg006G215340	evm.model.RL_5.2838
OG0010884	Cg001G004520	evm.model.RL_2.3090
OG0010885	Cg001G003990	evm.model.RL_2.3136
OG0010886	Cg001G003790	evm.model.RL_2.3158
OG0010887	Cg004G154440	evm.model.RL_1.3013
OG0010888	Cg001G003510	evm.model.RL_2.3181
OG0010889	Cg001G003460	evm.model.RL_2.3186
OG0010890	Cg001G002760	evm.model.RL_2.3259
OG0010891	Cg001G002690	evm.model.RL_2.3267.1.687c86e8
OG0010893	Cg001G001790	evm.model.RL_2.3342
OG0010894	Cg001G001600	evm.model.RL_2.3360
OG0010895	Cg001G001210	evm.model.RL_2.3397
OG0010896	Cg001G000880	evm.model.RL_2.3426
OG0010897	Cg001G000500	evm.model.RL_2.3461
OG0010898	Cg001G000450	evm.model.RL_2.3468
OG0010899	Cg005G193960	evm.model.RL_4.83
OG0010900	Cg005G193980	evm.model.RL_6.7
OG0010901	Cg001G000160	evm.model.RL_2.3494
OG0010902	Cg001G000220	evm.model.RL_2.3488
OG0010903	Cg001G000280	evm.model.RL_2.3482
OG0010904	Cg001G000290	evm.model.RL_2.3481
OG0010905	Cg001G000050	evm.model.RL_2.3504
OG0010906	Cg001G034380	evm.model.RL_2.572
OG0010907	Cg001G034650	evm.model.RL_2.559
OG0010908	Cg001G035800	evm.model.RL_2.505
OG0010909	Cg004G139890	evm.model.RL_1.2171
OG0010910	Cg001G036780	evm.model.RL_2.436
OG0010911	Cg001G038370	evm.model.RL_2.362
OG0010912	Cg001G038450	evm.model.RL_2.353, evm.model.RL_2.348, evm.model.RL_2.360
OG0010913	Cg001G038670	evm.model.RL_2.329
OG0010914	Cg001G038970	evm.model.RL_2.305
OG0010915	Cg001G039760	evm.model.RL_2.263
OG0010916	Cg005G171610	evm.model.RL_6.1587
OG0010917	Cg005G171560	evm.model.RL_6.1591
OG0010918	Cg005G171290	evm.model.RL_6.1615
OG0010919	Cg006G213280	evm.model.RL_5.2697
OG0010920	Cg003G085280	evm.model.RL_8.827.2.687c8558
OG0010921	Cg007G263610, Cg007G262530	evm.model.RL_3.910
OG0010922	Cg003G087060	evm.model.RL_8.893
OG0010923	Cg003G087830	evm.model.RL_8.900
OG0010924	Cg003G087290	evm.model.RL_8.913
OG0010925	Cg005G172320	evm.model.RL_6.1516
OG0010926	Cg005G172510	evm.model.RL_6.1497
OG0010927	Cg005G172730	evm.model.RL_6.1478
OG0010928	Cg005G172790	evm.model.RL_6.1473
OG0010929	Cg008G318860	evm.model.RL_4.546
OG0010930	Cg008G314570	evm.model.RL_4.634, evm.model.RL_4.637
OG0010931	Cg008G314770, Cg008G314660	evm.model.RL_4.645
OG0010932	Cg008G315070	evm.model.RL_4.646
OG0010933	Cg008G315540	evm.model.RL_4.653
OG0010934	Cg008G316100, Cg003G087190	evm.model.RL_4.676.5.687c86cf
OG0010935	Cg003G084140	evm.model.RL_8.766
OG0010936	Cg003G083240	evm.model.RL_8.705
OG0010937	Cg003G082540	evm.model.RL_8.654
OG0010938	Cg003G081750	evm.model.RL_8.581.3.687c8557
OG0010939	Cg003G080640	evm.model.RL_8.481
OG0010940	Cg003G093700, Cg003G080280	evm.model.RL_8.448.1.687c8556
OG0010941	Cg003G080230, Cg003G093740	evm.model.RL_8.441
OG0010942	Cg003G093800, Cg003G080200	evm.model.RL_8.437, evm.model.RL_4.708
OG0010943	Cg003G080150, Cg003G093850	evm.model.RL_8.431
OG0010944	Cg008G320910	evm.model.RL_4.412
OG0010945	Cg007G268090	evm.model.RL_3.1189
OG0010946	Cg008G322650	evm.model.RL_4.282
OG0010947	Cg008G322880	evm.model.RL_4.257
OG0010948	Cg008G322970	evm.model.RL_4.249
OG0010949	Cg008G323520, Cg008G323810	evm.model.RL_4.179
OG0010950	Cg008G324200	evm.model.RL_4.142
OG0010951	Cg008G324680	evm.model.RL_4.89
OG0010952	Cg008G325360	evm.model.RL_4.217, evm.model.RL_4.9
OG0010953	Cg008G324940	evm.model.RL_4.54
OG0010954	Cg004G143670	evm.model.RL_1.2459
OG0010955	Cg004G143600	evm.model.RL_1.2454
OG0010956	Cg001G034040	evm.model.RL_2.589
OG0010957	Cg004G143500	evm.model.RL_1.2448
OG0010958	Cg001G031970	evm.model.RL_2.763
OG0010959	Cg005G166460	evm.model.RL_6.2088
OG0010960	Cg001G029540	evm.model.RL_2.843
OG0010961	Cg001G028680	evm.model.RL_2.892
OG0010962	Cg001G028600	evm.model.RL_2.894
OG0010963	Cg001G028500	evm.model.RL_2.899, evm.model.RL_5.2307.1.687c88ba
OG0010964	Cg001G028440	evm.model.RL_2.904
OG0010965	Cg007G259120	evm.model.RL_3.883, evm.model.RL_2.784
OG0010966	Cg001G027300	evm.model.RL_2.989
OG0010968	Cg001G040470	evm.model.RL_2.229
OG0010969	Cg001G040510	evm.model.RL_2.226
OG0010970	Cg004G144310	evm.model.RL_1.2474
OG0010971	Cg004G144370	evm.model.RL_1.2482
OG0010972	Cg004G144400	evm.model.RL_1.2483
OG0010973	Cg001G040750	evm.model.RL_2.209
OG0010974	Cg001G041060	evm.model.RL_2.28
OG0010975	Cg001G041150	evm.model.RL_2.36
OG0010976	Cg001G041270	evm.model.RL_2.47
OG0010977	Cg001G041350	evm.model.RL_2.55
OG0010978	Cg001G042640	evm.model.RL_2.165
OG0010979	Cg001G043040	evm.model.RL_2.197
OG0010980	Cg005G157740	evm.model.RL_6.2939
OG0010981	Cg005G157810	evm.model.RL_6.2932
OG0010982	Cg005G157820	evm.model.RL_6.2931
OG0010983	Cg005G158160	evm.model.RL_6.2899
OG0010984	Cg005G158280	evm.model.RL_6.2892
OG0010985	Cg005G158380	evm.model.RL_6.2838, evm.model.RL_6.2883
OG0010986	Cg005G158510	evm.model.RL_6.2870
OG0010987	Cg005G158960	evm.model.RL_6.2815
OG0010988	Cg005G159600	evm.model.RL_6.2758
OG0010990	Cg005G160120	evm.model.RL_6.2701
OG0010991	Cg005G160130	evm.model.RL_6.2700
OG0010992	Cg005G160530	evm.model.RL_6.2660
OG0010993	Cg005G160770	evm.model.RL_6.2637, evm.model.RL_8.2838
OG0010994	Cg005G161180	evm.model.RL_6.2594
OG0010995	Cg005G161190	evm.model.RL_6.2593
OG0010996	Cg005G161290	evm.model.RL_6.2582
OG0010997	Cg005G161430	evm.model.RL_6.2566
OG0010998	Cg002G047060	evm.model.RL_7.414
OG0010999	Cg007G268610, Cg007G268630, Cg007G268620	evm.model.RL_3.1230
OG0011000	Cg005G162970	evm.model.RL_6.2417
OG0011001	Cg005G163100	evm.model.RL_6.2408
OG0011002	Cg005G163350	evm.model.RL_6.2388
OG0011003	Cg005G163690	evm.model.RL_6.2351
OG0011004	Cg005G164140	evm.model.RL_6.2309
OG0011005	Cg005G164210	evm.model.RL_6.2302
OG0011006	Cg005G164270	evm.model.RL_6.2296
OG0011007	Cg005G164280	evm.model.RL_6.2295
OG0011008	Cg005G164370	evm.model.RL_6.2289
OG0011009	Cg005G164400	evm.model.RL_6.2286
OG0011010	Cg008G282110	evm.model.RL_4.3413
OG0011011	Cg008G282170	evm.model.RL_4.3408
OG0011012	Cg008G282180	evm.model.RL_4.3407
OG0011013	Cg008G282240	evm.model.RL_4.3401
OG0011014	Cg008G282260	evm.model.RL_4.3399
OG0011015	Cg008G282290	evm.model.RL_4.3396
OG0011016	Cg003G079600, Cg003G094420	evm.model.RL_8.372
OG0011018	Cg008G283280	evm.model.RL_4.3286
OG0011019	Cg008G283410	evm.model.RL_4.3278
OG0011020	Cg008G283440	evm.model.RL_4.3272
OG0011021	Cg008G283600	evm.model.RL_4.3255
OG0011023	Cg008G284130	evm.model.RL_4.3193
OG0011024	Cg008G284740	evm.model.RL_4.3132
OG0011025	Cg008G284790	evm.model.RL_4.3126
OG0011026	Cg008G305940	evm.model.RL_4.1134.1.687c86d2
OG0011027	Cg008G300660	evm.model.RL_4.1629
OG0011028	Cg003G115880	evm.model.RL_8.2862
OG0011029	Cg008G301020	evm.model.RL_4.1593
OG0011030	Cg008G301170	evm.model.RL_4.1580
OG0011031	Cg008G301360	evm.model.RL_4.1563
OG0011032	Cg008G301540	evm.model.RL_4.1544
OG0011033	Cg008G301730	evm.model.RL_4.1526
OG0011034	Cg008G301770	evm.model.RL_4.1522
OG0011035	Cg008G302280	evm.model.RL_4.1464
OG0011036	Cg008G302290	evm.model.RL_4.1463
OG0011037	Cg003G108340	evm.model.RL_8.2132
OG0011038	Cg003G108300	evm.model.RL_8.2128
OG0011039	Cg003G108190	evm.model.RL_8.2118
OG0011040	Cg003G108170	evm.model.RL_8.2113
OG0011041	Cg003G106990	evm.model.RL_8.2016
OG0011042	Cg003G107130	evm.model.RL_8.2030
OG0011043	Cg003G106550	evm.model.RL_8.1974
OG0011044	Cg003G111430	evm.model.RL_8.2430
OG0011045	Cg003G111700	evm.model.RL_8.2456
OG0011046	Cg003G112000	evm.model.RL_8.2495
OG0011047	Cg003G112010	evm.model.RL_8.2496
OG0011048	Cg003G112080	evm.model.RL_8.2502
OG0011049	Cg003G112550	evm.model.RL_8.2546
OG0011050	Cg002G056260	evm.model.RL_7.1326, evm.model.RL_7.1006
OG0011051	Cg003G115060	evm.model.RL_8.2785
OG0011052	Cg003G115070	evm.model.RL_8.2786
OG0011053	Cg003G115320	evm.model.RL_8.2807
OG0011054	Cg003G115620	evm.model.RL_8.2832
OG0011055	Cg003G115800	evm.model.RL_8.2854
OG0011056	Cg001G006420	evm.model.RL_3.493
OG0011057	Cg003G076510, Cg014G333060	evm.model.RL_8.73, evm.model.RL_7.1840
OG0011058	Cg014G333070, Cg003G076500	evm.model.RL_8.72
OG0011059	Cg003G076270, Cg014G333310	evm.model.RL_8.53
OG0011060	Cg003G076180	evm.model.RL_8.41
OG0011061	Cg014G332400, Cg003G077210	evm.model.RL_8.145
OG0011062	Cg003G077970, Cg014G331690	evm.model.RL_8.222
OG0011063	Cg003G077900, Cg014G331760	evm.model.RL_8.214.1.687c8555
OG0011064	Cg003G077890, Cg014G331770	evm.model.RL_8.213
OG0011065	Cg014G331790, Cg003G077860	evm.model.RL_8.210
OG0011066	Cg003G077820, Cg014G331830	evm.model.RL_8.206
OG0011067	Cg014G331870, Cg003G077770	evm.model.RL_8.203
OG0011069	Cg014G332050, Cg003G077560	evm.model.RL_8.180
OG0011070	Cg003G077430, Cg014G332190	evm.model.RL_8.166
OG0011071	Cg014G331460, Cg003G078190	evm.model.RL_8.242
OG0011072	Cg003G078440, Cg014G331160	evm.model.RL_8.265
OG0011073	Cg014G331120, Cg003G078480	evm.model.RL_8.269
OG0011074	Cg003G078610, Cg014G330940	evm.model.RL_8.277
OG0011075	Cg003G078940, Cg003G095010	evm.model.RL_8.313
OG0011076	Cg003G078900, Cg003G095050	evm.model.RL_8.309
OG0011077	Cg003G094460, Cg003G079550	evm.model.RL_8.368
OG0011078	Cg008G319790	evm.model.RL_4.486
OG0011079	Cg005G173660	evm.model.RL_6.1387
OG0011080	Cg002G045580	evm.model.RL_7.255
OG0011081	Cg005G173860	evm.model.RL_6.1367
OG0011082	Cg005G174460	evm.model.RL_6.1313
OG0011082	Cg005G173720	evm.model.RL_6.1382
OG0011083	Cg005G173710	evm.model.RL_6.1383
OG0011084	Cg005G174550	evm.model.RL_6.1306
OG0011085	Cg005G175470	evm.model.RL_6.1214
OG0011086	Cg005G175760	evm.model.RL_6.1186
OG0011087	Cg005G176170	evm.model.RL_6.1145
OG0011088	Cg005G177150	evm.model.RL_6.1080
OG0011089	Cg005G177370	evm.model.RL_6.1058
OG0011090	Cg005G177570	evm.model.RL_6.1038
OG0011091	Cg005G178150	evm.model.RL_6.994
OG0011092	Cg005G178610	evm.model.RL_6.1783, evm.model.RL_6.964
OG0011093	Cg005G178990	evm.model.RL_6.935
OG0011094	Cg005G179060	evm.model.RL_6.928
OG0011095	Cg005G179300	evm.model.RL_6.906
OG0011096	Cg005G180170	evm.model.RL_6.849
OG0011097	Cg005G182430	evm.model.RL_6.755
OG0011098	Cg005G181460	evm.model.RL_6.814
OG0011099	Cg005G182510	evm.model.RL_6.749
OG0011100	Cg005G182520	evm.model.RL_6.748
OG0011101	Cg008G312540	evm.model.RL_4.787
OG0011102	Cg008G290290	evm.model.RL_4.2593
OG0011103	Cg006G220030	evm.model.RL_5.3219
OG0011104	Cg005G187250	evm.model.RL_6.489
OG0011105	Cg001G013720	evm.model.RL_2.2213
OG0011106	Cg004G116700	evm.model.RL_1.82
OG0011107	Cg004G116590	evm.model.RL_1.71
OG0011108	Cg004G116320	evm.model.RL_1.45
OG0011109	Cg005G176750	evm.model.RL_6.1108
OG0011110	Cg004G115930	evm.model.RL_1.10
OG0011111	Cg005G164580	evm.model.RL_6.2270
OG0011112	Cg005G164600	evm.model.RL_6.2268
OG0011113	Cg001G013890	evm.model.RL_2.2197
OG0011114	Cg001G013930	evm.model.RL_2.2193
OG0011115	Cg001G013940	evm.model.RL_2.2192
OG0011117	Cg004G117810	evm.model.RL_1.184
OG0011118	Cg004G117870	evm.model.RL_1.194.3.687c87e9
OG0011119	Cg004G118130	evm.model.RL_1.218
OG0011120	Cg008G300090	evm.model.RL_4.1693
OG0011121	Cg004G119470	evm.model.RL_1.297
OG0011122	Cg004G120060	evm.model.RL_1.358
OG0011123	Cg004G120830	evm.model.RL_1.429
OG0011124	Cg004G120690	evm.model.RL_1.419.1.687c87ea
OG0011125	Cg004G120910	evm.model.RL_1.437
OG0011126	Cg004G121220	evm.model.RL_1.466
OG0011127	Cg004G121680	evm.model.RL_1.517.2.687c87ea
OG0011128	Cg004G121970	evm.model.RL_1.540
OG0011129	Cg004G122010	evm.model.RL_1.544
OG0011130	Cg004G145030	evm.model.RL_1.2509
OG0011132	Cg004G123530	evm.model.RL_1.687
OG0011133	Cg004G124060	evm.model.RL_1.750
OG0011134	Cg004G124200	evm.model.RL_1.763
OG0011135	Cg004G124600	evm.model.RL_1.802
