Orthogroup	Cardamine_glauca	Conringia_planisiliqua
OG0006619	Cg006G232220	CP1_g37677_DN3_SP0_c.t1
OG0006620	Cg002G073320	CP13_g19461_DN3_SP8_c.t1
OG0006621	Cg002G073100	CP13_g19445_DN3_SP0_c.t1
OG0006622	Cg002G072890	CP13_g19420_DN3_SP8_c.t1
OG0006623	Cg002G072270	CP13_g19372_DN2_SP0_c.t1
OG0006624	Cg002G072220	CP13_g19368_DN3_SP8_c.t1
OG0006625	Cg002G071960	CP13_g19342_DN3_SP6_c.t1
OG0006626	Cg002G071930, Cg002G073450	CP13_g19339_DN3_SP0_c.t1
OG0006629	Cg002G070840	CP13_g19251_DN3_SP8_c.t1
OG0006630	Cg002G070790	CP13_g19249_DN3_SP7_c.t1
OG0006631	Cg002G068690	CP13_g19213_DN3_SP6_c.t1
OG0006632	Cg002G069330	CP13_g19185_DN3_SP0_c.t1, CP2_g49762_DN3_SP0_c.t1
OG0006634	Cg002G070210	CP13_g19138_DN3_SP7_c.t1
OG0006635	Cg003G101820	CP8_g53427_DN3_SP8_c.t1
OG0006636	Cg007G261260	CP9_g28306_DN3_SP7_c.t1
OG0006637	Cg007G261150	CP31_g46763_DN3_SP1_c.t1
OG0006638	Cg007G260180	CP36_g50964_DN2_SP0_c.t1
OG0006639	Cg004G155750	CP10_g43576_DN3_SP8_c.t1
OG0006640	Cg003G108740	CP14_g22989_DN3_SP1_c.t1
OG0006641	Cg007G252570	CP13_g19054_DN3_SP8_c.t1
OG0006642	Cg001G043060	CP19_g17818_DN3_SP0_c.t1
OG0006643	Cg001G042910	CP19_g17834_DN3_SP4_c.t1
OG0006644	Cg007G246320	CP2_g48886_DN3_SP7_c.t1
OG0006645	Cg007G247100	CP2_g48952_DN3_SP3_c.t1, CP10_g43863_DN3_SP2_c.t1
OG0006646	Cg007G247270	CP2_g48971_DN3_SP0_c.t1, CP2_g48972_DN3_SP0_c.t1
OG0006647	Cg005G165410	CP4_g24653_DN3_SP6_c.t1
OG0006648	Cg004G124710	CP10_g42875_DN3_SP6_c.t1
OG0006649	Cg004G124760	CP10_g42880_DN3_SP8_c.t1
OG0006650	Cg001G004710	CP5_g462_DN3_SP0_c.t1
OG0006651	Cg004G124920	CP10_g42894_DN3_SP0_c.t1
OG0006652	Cg008G283850	CP11_g33576_DN3_SP8_c.t1
OG0006653	Cg004G125650	CP10_g42968_DN1_SP0_c.t1
OG0006654	Cg004G126200	CP10_g43022_DN3_SP0_c.t1
OG0006655	Cg004G126420	CP10_g43044_DN3_SP0_c.t1
OG0006656	Cg004G126670	CP10_g43058_DN3_SP4_c.t1
OG0006657	Cg004G126800	CP10_g43070_DN3_SP0_c.t1
OG0006658	Cg004G126780	CP10_g43069_DN3_SP0_c.t1
OG0006659	Cg004G127180	CP10_g43103_DN3_SP0_c.t1
OG0006660	Cg004G127420	CP10_g43126_DN3_SP0_c.t1
OG0006661	Cg004G127520, Cg001G040230	CP10_g43134_DN3_SP0_c.t1
OG0006662	Cg004G127600	CP10_g43145_DN3_SP8_c.t1
OG0006663	Cg004G127840	CP10_g43171_DN3_SP2_c.t1
OG0006664	Cg004G127920	CP10_g43179_DN3_SP8_c.t1
OG0006665	Cg004G128190	CP10_g43203_DN3_SP5_c.t1
OG0006666	Cg003G090920	CP8_g52221_DN3_SP7_c.t1
OG0006667	Cg008G300530	CP8_g54321_DN3_SP1_c.t1
OG0006668	Cg001G015860	CP19_g18148_DN3_SP8_c.t1
OG0006669	Cg003G097570	CP8_g52993_DN3_SP0_c.t1
OG0006670	Cg003G097810	CP8_g53038_DN3_SP0_c.t1
OG0006671	Cg003G099170	CP8_g53195_DN2_SP0_c.t1
OG0006672	Cg003G099310	CP8_g53206_DN3_SP6_c.t1
OG0006673	Cg003G099900	CP8_g53275_DN3_SP8_c.t1
OG0006674	Cg003G099890	CP8_g53274_DN3_SP0_c.t1
OG0006675	Cg003G100290	CP8_g53303_DN3_SP7_c.t1
OG0006676	Cg003G101350	CP8_g53393_DN3_SP2_c.t1, CP4_g26111_DN1_SP0_c.t1
OG0006677	Cg003G100870	CP8_g53352_DN3_SP8_c.t1
OG0006678	Cg003G101650	CP8_g53414_DN3_SP8_c.t1
OG0006679	Cg003G101690	CP8_g53417_DN3_SP0_c.t1
OG0006680	Cg003G101800	CP8_g53425_DN3_SP6_c.t1
OG0006681	Cg003G101900	CP8_g53434_DN3_SP7_c.t1
OG0006682	Cg003G102290	CP8_g53473_DN3_SP4_c.t1
OG0006684	Cg003G103050	CP8_g53558_DN2_SP8_c.t1
OG0006685	Cg003G103580	CP8_g53612_DN3_SP3_c.t1
OG0006686	Cg003G104000	CP8_g53647_DN3_SP8_c.t1
OG0006687	Cg003G104750	CP8_g53710_DN3_SP8_c.t1
OG0006688	Cg003G104870	CP8_g53724_DN3_SP8_c.t1
OG0006689	Cg003G105100	CP8_g53747_DN3_SP7_c.t1
OG0006690	Cg003G105220	CP8_g53759_DN3_SP8_c.t1
OG0006691	Cg009G325710, Cg008G313860	CP2_g48832_DN3_SP8_c.t1
OG0006693	Cg008G293060	CP11_g32672_DN3_SP1_c.t1
OG0006694	Cg008G292950	CP11_g32683_DN3_SP6_c.t1
OG0006695	Cg008G292880	CP11_g32692_DN3_SP3_c.t1
OG0006696	Cg008G291060	CP11_g32867_DN2_SP8_c.t1
OG0006697	Cg008G290950	CP11_g32878_DN3_SP5_c.t1
OG0006698	Cg008G290570	CP11_g32913_DN3_SP6_c.t1
OG0006699	Cg008G290520	CP11_g32919_DN3_SP7_c.t1
OG0006700	Cg008G290230	CP11_g32947_DN3_SP8_c.t1
OG0006701	Cg003G111970	CP2_g47890_DN3_SP8_c.t1
OG0006702	Cg008G289680	CP11_g32999_DN3_SP7_c.t1
OG0006704	Cg008G289230	CP11_g33052_DN3_SP8_c.t1
OG0006705	Cg008G289100	CP11_g33065_DN3_SP7_c.t1
OG0006706	Cg008G288870	CP11_g33086_DN3_SP0_c.t1
OG0006707	Cg008G288500	CP11_g33128_DN2_SP1_c.t1
OG0006708	Cg001G023770	CP6_g7114_DN3_SP0_c.t1
OG0006709	Cg001G023700	CP6_g7103_DN3_SP8_c.t1
OG0006710	Cg001G023330	CP6_g7067_DN3_SP7_c.t1
OG0006711	Cg001G023290	CP6_g7063_DN3_SP2_c.t1
OG0006712	Cg001G022830	CP6_g7024_DN3_SP7_c.t1
OG0006713	Cg001G022800	CP6_g7021_DN3_SP7_c.t1
OG0006714	Cg001G022630	CP6_g6997_DN3_SP4_c.t1
OG0006716	Cg001G021730	CP6_g6908_DN3_SP7_c.t1
OG0006717	Cg001G021430	CP6_g6886_DN3_SP7_c.t1
OG0006718	Cg001G021070	CP6_g6851_DN3_SP0_c.t1
OG0006719	Cg001G021030	CP6_g6846_DN3_SP2_c.t1
OG0006720	Cg008G321410	CP13_g20096_DN3_SP8_c.t1
OG0006721	Cg001G020520	CP6_g6804_DN3_SP2_c.t1
OG0006722	Cg001G020450	CP6_g6798_DN3_SP8_c.t1
OG0006723	Cg001G023730	CP6_g7108_DN3_SP8_c.t1
OG0006724	Cg001G019560	CP6_g6709_DN3_SP1_c.t1
OG0006725	Cg001G019260	CP19_g18514_DN3_SP0_c.t1
OG0006726	Cg001G019130	CP19_g18497_DN3_SP3_c.t1
OG0006727	Cg001G018320	CP19_g18415_DN3_SP7_c.t1
OG0006728	Cg001G017440	CP19_g18315_DN3_SP4_c.t1
OG0006729	Cg001G017400	CP19_g18311_DN3_SP8_c.t1
OG0006730	Cg001G017260	CP19_g18293_DN3_SP8_c.t1
OG0006731	Cg003G082710	CP20_g4313_DN3_SP0_c.t1
OG0006732	Cg001G017080	CP19_g18273_DN3_SP8_c.t1
OG0006733	Cg001G016940	CP19_g18256_DN3_SP3_c.t1
OG0006734	Cg001G016920	CP19_g18251_DN3_SP7_c.t1
OG0006735	Cg001G016910	CP19_g18250_DN3_SP8_c.t1
OG0006736	Cg001G016800	CP19_g18240_DN3_SP6_c.t1
OG0006737	Cg001G016760	CP19_g18238_DN3_SP1_c.t1
OG0006738	Cg006G211750	CP7_g44522_DN3_SP8_c.t1
OG0006739	Cg006G209100	CP21_g11186_DN3_SP8_c.t1
OG0006740	Cg005G162840, Cg006G227720	CP7_g45922_DN3_SP5_c.t1
OG0006741	Cg006G205060	CP1_g41047_DN3_SP6_c.t1
OG0006742	Cg006G206100	CP1_g40650_DN3_SP0_c.t1
OG0006743	Cg006G230660	CP1_g37827_DN3_SP5_c.t1
OG0006744	Cg006G202470, Cg006G202570	CP1_g38428_DN2_SP0_c.t1
OG0006745	Cg006G203080	CP1_g38473_DN3_SP4_c.t1
OG0006746	Cg006G218800	CP45_g22360_DN3_SP0_c.t1, CP7_g45098_DN3_SP8_c.t1
OG0006747	Cg006G238450	CP1_g37042_DN3_SP5_c.t1
OG0006748	Cg001G016700	CP19_g18232_DN3_SP0_c.t1
OG0006749	Cg006G218930	CP7_g45112_DN3_SP0_c.t1
OG0006750	Cg006G203470	CP1_g38525_DN3_SP8_c.t1
OG0006751	Cg006G218870	CP7_g45105_DN3_SP3_c.t1
OG0006752	Cg004G156410	CP10_g43524_DN3_SP8_c.t1
OG0006753	Cg006G218080	CP7_g45037_DN3_SP6_c.t1
OG0006754	Cg006G217680	CP7_g45001_DN3_SP8_c.t1
OG0006755	Cg006G217660	CP7_g44999_DN2_SP0_c.t1
OG0006757	Cg006G217410	CP7_g44979_DN3_SP8_c.t1
OG0006758	Cg006G216660	CP7_g44919_DN3_SP0_c.t1
OG0006759	Cg006G216330	CP7_g44890_DN3_SP8_c.t1
OG0006760	Cg006G216120	CP7_g44870_DN3_SP1_c.t1
OG0006761	Cg006G216000	CP7_g44860_DN3_SP8_c.t1
OG0006762	Cg006G215730	CP7_g44826_DN2_SP1_c.t1
OG0006763	Cg006G215400	CP7_g44806_DN3_SP1_c.t1
OG0006764	Cg001G004490	CP5_g439_DN1_SP0_c.t1
OG0006765	Cg001G003880	CP5_g389_DN3_SP8_c.t1
OG0006766	Cg001G003570	CP5_g356_DN3_SP1_c.t1
OG0006767	Cg001G003440	CP5_g343_DN3_SP5_c.t1
OG0006768	Cg001G003070	CP5_g300_DN3_SP4_c.t1
OG0006769	Cg001G002980	CP5_g292_DN3_SP0_c.t1
OG0006770	Cg001G002610	CP5_g249_DN3_SP3_c.t1
OG0006771	Cg001G002550	CP5_g245_DN3_SP0_c.t1
OG0006772	Cg001G002300	CP5_g227_DN3_SP1_c.t1
OG0006773	Cg005G192150	CP16_g54893_DN3_SP7_c.t1
OG0006774	Cg005G192680	CP16_g54842_DN3_SP8_c.t1
OG0006775	Cg005G193640	CP16_g54754_DN3_SP8_c.t1
OG0006776	Cg001G000710	CP5_g73_DN3_SP5_c.t1
OG0006777	Cg001G000480	CP5_g44_DN3_SP8_c.t1
OG0006778	Cg001G000320	CP5_g28_DN3_SP8_c.t1
OG0006779	Cg006G200390	CP1_g38183_DN3_SP0_c.t1
OG0006780	Cg001G038150	CP5_g1636_DN3_SP7_c.t1
OG0006781	Cg005G171120	CP4_g25197_DN3_SP2_c.t1
OG0006782	Cg003G086210	CP29_g21982_DN3_SP8_c.t1
OG0006783	Cg006G206050	CP1_g40823_DN3_SP8_c.t1
OG0006784	Cg005G172370	CP4_g25325_DN2_SP0_c.t1
OG0006786	Cg008G318000	CP13_g20467_DN3_SP8_c.t1
OG0006788	Cg008G315940	CP3_g13366_DN3_SP6_c.t1
OG0006789	Cg004G118040	CP10_g42279_DN3_SP8_c.t1
OG0006790	Cg003G084470	CP20_g4137_DN3_SP1_c.t1, CP20_g4143_DN3_SP1_c.t1
OG0006791	Cg003G082560	CP20_g4326_DN3_SP7_c.t1
OG0006792	Cg003G082170	CP20_g4370_DN3_SP6_c.t1
OG0006793	Cg003G082030	CP20_g4379_DN3_SP0_c.t1
OG0006795	Cg003G081880	CP20_g4390_DN3_SP8_c.t1
OG0006796	Cg003G081650	CP20_g4412_DN3_SP8_c.t1
OG0006797	Cg003G080600	CP11_g31836_DN3_SP0_c.t1
OG0006798	Cg003G093640, Cg003G080340	CP11_g31872_DN3_SP7_c.t1
OG0006799	Cg003G094320, Cg003G079710	CP11_g31927_DN3_SP6_c.t1
OG0006800	Cg008G320650	CP13_g20167_DN2_SP0_c.t1
OG0006801	Cg008G320890	CP13_g20148_DN3_SP0_c.t1
OG0006802	Cg001G013080	CP5_g1247_DN3_SP8_c.t1
OG0006803	Cg008G323010	CP13_g19931_DN3_SP0_c.t1
OG0006804	Cg008G323350	CP13_g19906_DN3_SP8_c.t1
OG0006805	Cg008G324100	CP13_g19840_DN3_SP6_c.t1
OG0006806	Cg008G324230	CP13_g19833_DN3_SP8_c.t1
OG0006807	Cg008G324270	CP13_g19829_DN3_SP0_c.t1
OG0006809	Cg008G324400	CP13_g19818_DN3_SP8_c.t1
OG0006810	Cg008G324640	CP13_g19787_DN3_SP6_c.t1
OG0006811	Cg005G168410	CP4_g24926_DN3_SP4_c.t1
OG0006812	Cg008G325210	CP13_g19733_DN2_SP0_c.t1
OG0006813	Cg008G325340	CP13_g19720_DN3_SP0_c.t1
OG0006814	Cg004G154810	CP10_g43649_DN2_SP0_c.t1
OG0006815	Cg004G143560	CP12_g31047_DN3_SP0_c.t1
OG0006816	Cg004G142940	CP12_g30893_DN3_SP8_c.t1
OG0006817	Cg004G142630	CP6_g8653_DN3_SP4_c.t1
OG0006818	Cg001G030010	CP6_g8298_DN3_SP8_c.t1
OG0006821	Cg001G035140, Cg001G027060	CP6_g7446_DN3_SP0_c.t1
OG0006822	Cg001G026990	CP6_g7439_DN3_SP0_c.t1
OG0006823	Cg001G026060	CP6_g7358_DN3_SP8_c.t1
OG0006825	Cg001G025860	CP9_g28064_DN3_SP6_c.t1
OG0006826	Cg001G041460, Cg001G033160, Cg007G266690	CP5_g1336_DN3_SP7_c.t1
OG0006827	Cg001G041610	CP5_g1329_DN3_SP0_c.t1
OG0006828	Cg001G043020	CP19_g17821_DN3_SP7_c.t1
OG0006829	Cg001G043050	CP19_g17819_DN3_SP8_c.t1
OG0006830	Cg005G157530	CP4_g23920_DN3_SP0_c.t1
OG0006831	Cg005G157570	CP4_g23924_DN3_SP8_c.t1
OG0006832	Cg006G212150	CP6_g7646_DN3_SP2_c.t1, CP6_g7747_DN1_SP0_c.t1
OG0006833	Cg005G158240	CP4_g23979_DN3_SP7_c.t1
OG0006834	Cg005G172100	CP4_g25290_DN2_SP0_c.t1
OG0006835	Cg005G158880	CP4_g24037_DN3_SP2_c.t1
OG0006836	Cg005G159040	CP4_g24051_DN3_SP1_c.t1
OG0006837	Cg005G159320	CP4_g24082_DN3_SP0_c.t1
OG0006838	Cg005G159420	CP4_g24093_DN2_SP0_c.t1
OG0006839	Cg005G159690	CP4_g24118_DN3_SP0_c.t1
OG0006840	Cg005G159740	CP4_g24123_DN3_SP2_c.t1
OG0006841	Cg005G159880	CP4_g24139_DN3_SP3_c.t1
OG0006842	Cg005G160080	CP4_g24156_DN3_SP4_c.t1
OG0006843	Cg005G160100	CP4_g24158_DN3_SP4_c.t1
OG0006844	Cg005G160370	CP4_g24187_DN3_SP0_c.t1
OG0006845	Cg005G160980	CP4_g24243_DN3_SP8_c.t1
OG0006846	Cg005G162520	CP4_g24391_DN3_SP4_c.t1
OG0006847	Cg005G162740	CP14_g23163_DN2_SP0_c.t1
OG0006849	Cg005G163110	CP4_g24448_DN3_SP8_c.t1
OG0006850	Cg005G163600	CP4_g24486_DN3_SP3_c.t1
OG0006851	Cg005G163730	CP4_g24497_DN3_SP5_c.t1
OG0006852	Cg005G164160	CP4_g24543_DN3_SP4_c.t1
OG0006853	Cg005G164530	CP4_g24577_DN3_SP5_c.t1
OG0006855	Cg008G283080, Cg006G201720	CP11_g33646_DN3_SP8_c.t1
OG0006856	Cg008G283200	CP11_g33631_DN3_SP4_c.t1
OG0006857	Cg008G283210	CP11_g33630_DN3_SP8_c.t1
OG0006858	Cg008G283770	CP11_g33585_DN3_SP5_c.t1
OG0006859	Cg008G283840	CP11_g33577_DN3_SP8_c.t1
OG0006860	Cg008G283960	CP11_g33569_DN3_SP0_c.t1
OG0006861	Cg008G284050	CP11_g33560_DN3_SP7_c.t1
OG0006862	Cg008G284670	CP11_g33502_DN3_SP8_c.t1
OG0006863	Cg008G284700	CP11_g33499_DN3_SP5_c.t1
OG0006864	Cg006G217880	CP7_g45018_DN3_SP0_c.t1, CP7_g45017_DN3_SP0_c.t1
OG0006865	Cg008G300190	CP8_g54364_DN3_SP8_c.t1
OG0006866	Cg008G300380	CP8_g54337_DN3_SP2_c.t1
OG0006867	Cg008G300470	CP8_g54327_DN3_SP0_c.t1
OG0006868	Cg008G300680	CP8_g54303_DN3_SP1_c.t1
OG0006869	Cg008G300800	CP8_g54290_DN3_SP0_c.t1
OG0006871	Cg008G301330	CP8_g54236_DN3_SP0_c.t1
OG0006872	Cg008G301400	CP8_g54229_DN3_SP2_c.t1
OG0006873	Cg008G301690	CP8_g54199_DN3_SP1_c.t1
OG0006874	Cg008G301840	CP8_g54185_DN3_SP8_c.t1
OG0006875	Cg008G302690	CP8_g54107_DN3_SP5_c.t1
OG0006876	Cg003G108350	CP8_g54087_DN3_SP8_c.t1
OG0006877	Cg003G108080	CP8_g54057_DN3_SP3_c.t1
OG0006878	Cg003G107660	CP8_g54021_DN3_SP0_c.t1
OG0006879	Cg003G107470	CP8_g54004_DN3_SP0_c.t1
OG0006880	Cg003G111000, Cg003G078500	CP2_g47993_DN3_SP8_c.t1
OG0006881	Cg003G111610	CP2_g47931_DN3_SP8_c.t1
OG0006882	Cg003G111620	CP2_g47930_DN3_SP6_c.t1
OG0006883	Cg003G111840, Cg003G111830	CP2_g49281_DN3_SP0_c.t1, CP2_g47905_DN3_SP1_c.t1
OG0006884	Cg003G111920	CP2_g47895_DN3_SP0_c.t1
OG0006885	Cg003G112120	CP2_g47879_DN3_SP1_c.t1
OG0006886	Cg003G112190	CP2_g47873_DN3_SP8_c.t1
OG0006887	Cg003G112350	CP2_g47857_DN3_SP0_c.t1
OG0006888	Cg003G112360	CP2_g47856_DN3_SP2_c.t1
OG0006889	Cg003G112730	CP2_g47818_DN3_SP8_c.t1
OG0006890	Cg003G112890, Cg003G112900	CP2_g47806_DN2_SP0_c.t1
OG0006891	Cg003G113170	CP2_g47798_DN3_SP8_c.t1
OG0006892	Cg003G113080	CP2_g47789_DN3_SP8_c.t1
OG0006893	Cg003G113340	CP2_g47762_DN3_SP0_c.t1
OG0006894	Cg003G113510	CP2_g47744_DN3_SP6_c.t1
OG0006897	Cg003G114360	CP2_g47665_DN2_SP0_c.t1
OG0006898	Cg007G268050	CP9_g28379_DN3_SP3_c.t1
OG0006899	Cg003G115450	CP2_g47550_DN3_SP1_c.t1
OG0006901	Cg003G115500	CP19_g18130_DN3_SP0_c.t1
OG0006902	Cg003G075920	CP7_g46482_DN2_SP5_c.t1
OG0006903	Cg003G076140	CP8_g54661_DN3_SP5_c.t1
OG0006904	Cg014G332970, Cg003G076600	CP8_g54619_DN3_SP0_c.t1
OG0006905	Cg014G333210, Cg003G076380	CP8_g54639_DN3_SP8_c.t1
OG0006906	Cg003G076960, Cg014G332640	CP8_g54586_DN2_SP0_c.t1
OG0006907	Cg003G077280, Cg014G332340	CP8_g54552_DN3_SP8_c.t1
OG0006908	Cg006G244310	CP1_g36504_DN2_SP0_c.t1
OG0006909	Cg014G331620, Cg003G078070	CP10_g43550_DN3_SP0_c.t1, CP11_g32107_DN3_SP0_c.t1
OG0006910	Cg003G078990, Cg003G094960	CP11_g32007_DN3_SP0_c.t1
OG0006911	Cg003G079070, Cg003G094870	CP11_g31996_DN3_SP3_c.t1
OG0006912	Cg003G094770, Cg003G079230	CP11_g31985_DN3_SP8_c.t1
OG0006913	Cg003G094610, Cg003G079400	CP11_g31968_DN3_SP2_c.t1
OG0006914	Cg006G242730	CP1_g36704_DN2_SP0_c.t1
OG0006915	Cg008G319930	CP13_g20213_DN3_SP0_c.t1
OG0006916	Cg008G319850	CP13_g20220_DN3_SP8_c.t1
OG0006917	Cg008G319760	CP13_g20231_DN3_SP2_c.t1
OG0006918	Cg005G173280	CP4_g25413_DN3_SP0_c.t1
OG0006919	Cg005G173590	CP4_g25473_DN2_SP0_c.t1, CP4_g25442_DN3_SP8_c.t1
OG0006920	Cg005G174470	CP4_g25497_DN3_SP5_c.t1
OG0006922	Cg005G173930	CP4_g25484_DN3_SP0_c.t1
OG0006923	Cg005G173920	CP4_g25483_DN3_SP7_c.t1
OG0006924	Cg005G173810	CP4_g25468_DN3_SP0_c.t1, CP4_g25467_DN3_SP0_c.t1
OG0006926	Cg005G174230	CP4_g25521_DN3_SP0_c.t1
OG0006927	Cg005G174490	CP4_g25536_DN3_SP6_c.t1
OG0006928	Cg005G174630	CP4_g25546_DN3_SP0_c.t1
OG0006929	Cg005G174900	CP4_g25573_DN3_SP8_c.t1
OG0006930	Cg005G174940	CP4_g25575_DN3_SP3_c.t1
OG0006931	Cg005G175110	CP4_g25592_DN3_SP8_c.t1
OG0006932	Cg005G175700	CP4_g25657_DN3_SP8_c.t1
OG0006933	Cg005G175990	CP4_g25688_DN3_SP8_c.t1
OG0006934	Cg005G176190	CP4_g25706_DN2_SP0_c.t1
OG0006935	Cg005G176470	CP4_g25721_DN3_SP1_c.t1
OG0006936	Cg006G239270	CP1_g36981_DN3_SP8_c.t1
OG0006937	Cg005G176720	CP4_g25748_DN3_SP6_c.t1
OG0006938	Cg005G176810	CP4_g25755_DN3_SP0_c.t1
OG0006939	Cg005G177310	CP4_g25786_DN3_SP1_c.t1
OG0006940	Cg005G177910	CP4_g25841_DN3_SP7_c.t1
OG0006941	Cg005G178190	CP4_g25858_DN1_SP0_c.t1, CP4_g25857_DN1_SP0_c.t1
OG0006942	Cg005G178420	CP4_g25870_DN3_SP0_c.t1
OG0006943	Cg005G178670	CP4_g25889_DN3_SP6_c.t1, CP4_g25775_DN3_SP0_c.t1
OG0006944	Cg005G178890	CP4_g25912_DN3_SP8_c.t1
OG0006945	Cg005G182340	CP4_g26463_DN3_SP8_c.t1
OG0006946	Cg005G182120	CP4_g26245_DN1_SP0_c.t1
OG0006947	Cg005G181900	CP4_g26292_DN3_SP0_c.t1
OG0006948	Cg005G181200	CP4_g26099_DN3_SP0_c.t1
OG0006949	Cg005G180560	CP4_g26073_DN3_SP8_c.t1
OG0006950	Cg005G186190	CP18_g12478_DN3_SP8_c.t1
OG0006951	Cg005G186480	CP18_g12568_DN3_SP0_c.t1
OG0006952	Cg005G186790	CP8_g53220_DN3_SP4_c.t1
OG0006953	Cg004G116730	CP10_g42164_DN3_SP8_c.t1
OG0006954	Cg001G014300	CP19_g18002_DN3_SP7_c.t1
OG0006955	Cg001G013760	CP5_g1317_DN3_SP8_c.t1
OG0006956	Cg004G116830	CP10_g42170_DN3_SP8_c.t1
OG0006957	Cg004G117050	CP10_g42189_DN3_SP8_c.t1
OG0006958	Cg004G117070	CP10_g42192_DN3_SP8_c.t1
OG0006959	Cg004G117290	CP10_g42209_DN3_SP0_c.t1
OG0006960	Cg004G117710	CP10_g42252_DN3_SP7_c.t1
OG0006961	Cg004G117800	CP10_g42260_DN2_SP0_c.t1
OG0006963	Cg004G118160	CP10_g42292_DN2_SP0_c.t1
OG0006964	Cg004G118230	CP10_g42301_DN3_SP8_c.t1
OG0006965	Cg004G119310	CP10_g42353_DN2_SP0_c.t1
OG0006966	Cg004G119430	CP10_g42364_DN3_SP8_c.t1
OG0006967	Cg004G119530	CP10_g42376_DN3_SP8_c.t1
OG0006968	Cg004G120770, Cg004G119730	CP10_g42402_DN3_SP8_c.t1
OG0006969	Cg004G119920	CP10_g42419_DN3_SP0_c.t1
OG0006970	Cg004G120020	CP10_g42430_DN3_SP1_c.t1
OG0006971	Cg004G120190	CP10_g42443_DN3_SP0_c.t1
OG0006972	Cg004G120470	CP10_g42467_DN3_SP0_c.t1
OG0006973	Cg004G120630	CP10_g42479_DN3_SP1_c.t1, CP10_g42480_DN3_SP3_c.t1
OG0006974	Cg004G121120	CP10_g42523_DN3_SP3_c.t1
OG0006975	Cg004G121270	CP10_g42540_DN3_SP8_c.t1
OG0006976	Cg004G121890	CP10_g42601_DN3_SP0_c.t1
OG0006977	Cg004G121900	CP10_g42602_DN3_SP2_c.t1
OG0006978	Cg004G121990	CP10_g42610_DN3_SP1_c.t1
OG0006979	Cg004G122160	CP10_g42624_DN3_SP0_c.t1
OG0006980	Cg004G122210	CP10_g42627_DN3_SP8_c.t1
OG0006981	Cg008G298860	CP8_g54488_DN3_SP8_c.t1
OG0006982	Cg004G122840	CP10_g42685_DN3_SP6_c.t1
OG0006983	Cg004G122860	CP10_g42687_DN3_SP3_c.t1
OG0006985	Cg004G123230	CP10_g42723_DN3_SP7_c.t1
OG0006986	Cg004G123500	CP10_g42749_DN3_SP0_c.t1
OG0006987	Cg004G123910	CP10_g42790_DN3_SP0_c.t1
OG0006988	Cg004G124630	CP10_g42865_DN3_SP3_c.t1
OG0006989	Cg005G165950	CP4_g24699_DN3_SP1_c.t1
OG0006990	Cg005G166030	CP4_g24707_DN3_SP8_c.t1
OG0006991	Cg005G166140	CP4_g24718_DN3_SP8_c.t1
OG0006992	Cg005G166400	CP4_g24742_DN3_SP8_c.t1
OG0006993	Cg005G166480	CP4_g24748_DN3_SP0_c.t1
OG0006994	Cg005G166650	CP4_g24764_DN3_SP5_c.t1
OG0006995	Cg005G166990	CP4_g24794_DN3_SP5_c.t1
OG0006996	Cg005G166900	CP4_g24786_DN3_SP0_c.t1
OG0006997	Cg005G167420	CP4_g24838_DN3_SP7_c.t1
OG0006998	Cg005G167480	CP4_g24843_DN3_SP0_c.t1
OG0006999	Cg005G167550	CP4_g24848_DN3_SP3_c.t1
OG0007000	Cg005G167560	CP4_g24849_DN3_SP8_c.t1
OG0007001	Cg005G170690	CP4_g25152_DN3_SP0_c.t1
OG0007002	Cg005G170660	CP4_g25149_DN3_SP0_c.t1
OG0007003	Cg005G170520	CP4_g25138_DN2_SP0_c.t1
OG0007004	Cg005G170480	CP4_g25135_DN3_SP7_c.t1
OG0007005	Cg005G170380	CP4_g25126_DN3_SP8_c.t1
OG0007006	Cg005G170300	CP4_g25118_DN3_SP8_c.t1
OG0007008	Cg005G169400	CP4_g25029_DN3_SP8_c.t1
OG0007009	Cg005G169250	CP4_g25015_DN3_SP8_c.t1
OG0007010	Cg005G169170	CP4_g25004_DN3_SP8_c.t1
OG0007011	Cg005G169130	CP4_g25000_DN2_SP0_c.t1
OG0007012	Cg005G169060	CP4_g24992_DN3_SP0_c.t1
OG0007013	Cg005G168550	CP4_g24938_DN3_SP3_c.t1
OG0007014	Cg005G168090	CP4_g24900_DN3_SP8_c.t1
OG0007015	Cg005G167800	CP4_g24874_DN3_SP0_c.t1
OG0007016	Cg006G230070	CP7_g46151_DN3_SP0_c.t1
OG0007017	Cg007G280880	CP9_g29641_DN3_SP3_c.t1
OG0007018	Cg006G229640	CP7_g46109_DN3_SP2_c.t1
OG0007020	Cg006G229120	CP7_g46063_DN3_SP0_c.t1
OG0007021	Cg006G229070	CP7_g46058_DN3_SP8_c.t1
OG0007022	Cg006G228860	CP7_g46036_DN3_SP8_c.t1
OG0007023	Cg007G272760	CP9_g28863_DN3_SP0_c.t1
OG0007024	Cg006G228360	CP7_g45986_DN3_SP0_c.t1
OG0007025	Cg003G087310, Cg006G228310	CP7_g45981_DN3_SP5_c.t1
OG0007026	Cg006G228150	CP7_g45965_DN3_SP8_c.t1
OG0007027	Cg006G228060	CP7_g45955_DN3_SP5_c.t1
OG0007028	Cg006G227430	CP7_g45894_DN3_SP3_c.t1
OG0007029	Cg006G227020	CP7_g45856_DN2_SP2_c.t1
