Orthogroup	Cardamine_glauca	Camelina_sativa
OG0006987	Cg004G123910	XP_010457594.1, XP_010486349.1, XP_010464419.1
OG0006988	Cg004G124630	XP_010464530.1, XP_010467877.1
OG0006989	Cg005G165950	XP_010517436.1, XP_010508894.1, XP_010505745.1
OG0006990	Cg005G166030	XP_010508905.1, XP_010505732.1, XP_010517423.1
OG0006991	Cg005G166140	XP_010505709.1, XP_010517399.1, XP_010508921.1
OG0006992	Cg005G166400	XP_010505674.1, XP_010508961.1, XP_010517346.1
OG0006993	Cg005G166480	XP_010508974.1, XP_019100528.1, XP_010517337.1
OG0006994	Cg005G166650	XP_010517314.1, XP_010505643.1, XP_010508997.1
OG0006995	Cg005G166990	XP_010505596.1, XP_010509037.1, XP_010517266.1
OG0006996	Cg005G166900	XP_010517281.1, XP_010505605.1, XP_010509025.1
OG0006997	Cg005G167420	XP_010517207.1, XP_010509111.1, XP_010505540.1
OG0006998	Cg005G167480	XP_019102044.1, XP_010505535.1, XP_010509177.1
OG0006999	Cg005G167550	XP_010509172.1, XP_010517192.1, XP_010505529.1
OG0007000	Cg005G167560	XP_010505528.1, XP_010509171.1, XP_010517190.1
OG0007001	Cg005G170690	XP_010509545.1, XP_010516794.1, XP_010507570.1
OG0007002	Cg005G170660	XP_010509540.1, XP_010516797.1, XP_010505116.1
OG0007003	Cg005G170520	XP_010509518.1, XP_010505131.1
OG0007004	Cg005G170480	XP_010516819.1, XP_010505139.1, XP_010509512.1
OG0007005	Cg005G170380	XP_010509501.1, XP_010516828.1, XP_010505150.1
OG0007006	Cg005G170300	XP_010505159.1, XP_010509494.1, XP_010516839.1
OG0007007	Cg005G170100	XP_010513023.1, XP_010516865.1, XP_010505191.1
OG0007008	Cg005G169400	XP_010509389.1, XP_010516957.1, XP_010505276.1
OG0007009	Cg005G169250	XP_010505303.1, XP_010509361.1, XP_010516985.1
OG0007010	Cg005G169170	XP_010505316.1, XP_010517001.1, XP_010509349.1
OG0007011	Cg005G169130	XP_010517005.1, XP_010509346.1, XP_010505319.1
OG0007012	Cg005G169060	XP_010505329.1, XP_010517014.1, XP_010509338.1
OG0007013	Cg005G168550	XP_010505387.1, XP_010509264.1, XP_010517067.1
OG0007014	Cg005G168090	XP_010517116.1, XP_010505448.1, XP_010509200.1
OG0007015	Cg005G167800	XP_010509128.1, XP_010517146.1, XP_019100508.1
OG0007017	Cg007G280880	XP_010472890.1, XP_010429924.1, XP_010417676.1
OG0007018	Cg006G229640	XP_010459172.1, XP_010497778.1, XP_010476739.1
OG0007019	Cg004G128460	XP_010486999.1, XP_010465051.1, XP_010499411.1
OG0007020	Cg006G229120	XP_010459237.1, XP_010498014.1, XP_010476817.1
OG0007021	Cg006G229070	XP_010459244.1, XP_010476825.1, XP_010498021.1
OG0007022	Cg006G228860	XP_010459274.1, XP_010498051.1, XP_010476845.1
OG0007023	Cg007G272760	XP_010474296.2, XP_010415974.1, XP_010428112.1
OG0007024	Cg006G228360	XP_010476919.1, XP_010459364.1, XP_010498133.1
OG0007025	Cg003G087310, Cg006G228310	XP_010476925.1, XP_010459372.1, XP_019099059.1
OG0007026	Cg006G228150	XP_010476947.1, XP_010459397.1, XP_010498161.1
OG0007027	Cg006G228060	XP_010498175.1, XP_010476959.1, XP_010459412.1
OG0007028	Cg006G227430	XP_010501515.2, XP_010459487.1, XP_010477041.1
OG0007029	Cg006G227020	XP_010477102.1, XP_010459554.1, XP_010498306.1
OG0007030	Cg006G227010	XP_010459556.1, XP_010498308.1, XP_010477103.1
OG0007031	Cg006G226810	XP_010477124.1, XP_010498331.1, XP_010459580.1
OG0007032	Cg006G226790	XP_010477125.1, XP_010498333.1
OG0007033	Cg006G226460	XP_010459628.1, XP_010498379.1, XP_010477176.1
OG0007034	Cg006G226330	XP_010459643.1, XP_010477192.1, XP_010459644.1, XP_010498393.1
OG0007035	Cg006G225350	XP_010498505.1, XP_010459759.1, XP_010477316.1
OG0007036	Cg006G225100	XP_010477343.1, XP_010498529.1, XP_010459781.1
OG0007037	Cg006G224610	XP_010498597.1, XP_010459854.1, XP_010498596.1, XP_010477404.1
OG0007038	Cg006G224130	XP_010459908.1, XP_010498647.1, XP_010477437.1
OG0007039	Cg006G224080	XP_010477444.1, XP_010459917.1, XP_010498652.1
OG0007040	Cg006G223940	XP_010498669.1, XP_010459933.1, XP_010477458.1
OG0007041	Cg006G223890	XP_010477465.1, XP_010498671.1, XP_019090898.1
OG0007042	Cg007G272250	XP_010428034.1, XP_010471202.1, XP_019083296.1
OG0007043	Cg006G222420	XP_010460130.1, XP_010477637.1, XP_010498850.1
OG0007045	Cg006G221950	XP_010460169.1, XP_010477706.1, XP_010498909.1
OG0007046	Cg006G221650	XP_010460203.1, XP_010477747.1, XP_010498951.2
OG0007047	Cg006G220300	XP_010477906.1, XP_010499097.1
OG0007048	Cg006G219690	XP_019091246.1, XP_019091247.1, XP_010477993.1, XP_019097243.1
OG0007049	Cg006G219520	XP_010499175.1, XP_010478020.1, XP_010460458.1
OG0007050	Cg001G016570	XP_010433789.1, XP_010448580.1, XP_010439058.1
OG0007051	Cg001G016280	XP_010439012.1, XP_010448549.1, XP_010433754.1
OG0007052	Cg001G016170	XP_010497506.1, XP_019089053.1, XP_019088275.1, XP_010433739.1
OG0007053	Cg003G098140	XP_010443482.1
OG0007054	Cg001G013030	XP_010433331.1, XP_010438573.1
OG0007055	Cg005G190370	XP_010472450.1, XP_010417199.1, XP_010429422.1
OG0007056	Cg005G191180	XP_010472349.1, XP_010417101.1, XP_010429305.1
OG0007057	Cg005G168380	XP_010517085.1, XP_019100499.1, XP_010509237.1
OG0007058	Cg005G191950	XP_010497159.1, XP_010417039.1, XP_019085089.1, XP_010431576.1
OG0007059	Cg005G192640	XP_010429134.1, XP_010416974.1, XP_010472212.1
OG0007060	Cg005G193890	XP_010472082.1, XP_010416846.2, XP_010428998.1
OG0007061	Cg008G312950	XP_010482060.1, XP_010493620.1, XP_010442232.1
OG0007062	Cg006G231360	XP_010458955.1, XP_010496209.1, XP_010476509.1
OG0007063	Cg006G231740	XP_010495851.1, XP_010458911.1, XP_010476469.1
OG0007064	Cg006G232080	XP_010458856.1, XP_010495653.1, XP_010476419.1
OG0007065	Cg006G232710	XP_010495073.1, XP_010458768.1, XP_010476313.1
OG0007066	Cg006G232900	XP_010476289.1, XP_010494889.1, XP_010458744.1
OG0007067	Cg006G232960	XP_010494806.1, XP_010458735.1, XP_010476276.1
OG0007068	Cg006G233460	XP_010476216.1, XP_010458673.1
OG0007069	Cg006G233500	XP_010476212.1, XP_010494142.1, XP_010458669.1
OG0007070	Cg006G234010	XP_010493407.1, XP_010476128.1, XP_010458597.1
OG0007072	Cg006G234750	XP_010492504.1, XP_010476026.1, XP_010458505.1
OG0007073	Cg006G234780	XP_010458500.1, XP_010492461.1, XP_010476020.1
OG0007074	Cg006G234910	XP_019095201.1, XP_010458484.1, XP_010492274.1
OG0007075	Cg006G234930	XP_010458481.1, XP_010475989.1, XP_010492252.1
OG0007076	Cg006G235700	XP_010458374.1, XP_010490944.1, XP_010480411.2
OG0007077	Cg006G235960	XP_010475861.1, XP_010458326.1, XP_010490593.1
OG0007078	Cg006G236280	XP_010458272.1, XP_010490289.1, XP_010475820.1
OG0007079	Cg006G236290	XP_010467490.1, XP_010490282.2, XP_010458271.1, XP_010475816.1
OG0007080	Cg006G236800	XP_010475758.1, XP_010489893.1, XP_010501391.1, XP_010458211.1
OG0007081	Cg006G237050	XP_010458169.1, XP_010489616.1, XP_010475721.1
OG0007082	Cg006G237220	XP_010458143.1, XP_010489401.1, XP_010475694.1
OG0007083	Cg006G237750	XP_010475619.1, XP_010438939.1
OG0007084	Cg005G159210	XP_010508007.1, XP_019101149.1, XP_010518323.1, XP_010506658.1
OG0007085	Cg006G238620, Cg006G238640	XP_010501356.1, XP_010457929.1, XP_010475507.1
OG0007086	Cg006G238840	XP_010475485.1, XP_010457903.1, XP_010487318.1
OG0007087	Cg006G238850	XP_010487296.1, XP_010475482.1, XP_010457898.1
OG0007088	Cg006G239360	XP_010457845.1
OG0007089	Cg003G097110	XP_010442517.1, XP_010442570.1, XP_010482401.1
OG0007090	Cg001G007210	XP_010447286.1, XP_010437804.1, XP_010432613.1
OG0007091	Cg006G240000	XP_010457748.1, XP_010475349.1, XP_010485879.1
OG0007092	Cg006G240120	XP_010457724.1, XP_010475329.1, XP_010485742.1
OG0007093	Cg006G240580	XP_010457665.1, XP_010475289.1, XP_010485242.2
OG0007094	Cg006G241430	XP_010457561.1, XP_010484446.1, XP_010475167.1
OG0007095	Cg006G241630	XP_010457535.1, XP_010484196.1, XP_010475141.1
OG0007096	Cg006G241740	XP_010484083.1, XP_010457524.1
OG0007097	Cg006G241830	XP_010475120.1, XP_010457512.1, XP_010483982.1
OG0007098	Cg006G241870	XP_010475116.1, XP_010457506.1, XP_010483946.1
OG0007099	Cg006G242190	XP_010475078.1, XP_010457467.1, XP_010483366.1
OG0007100	Cg006G242510	XP_019094363.1, XP_010474975.1, XP_019090926.1, XP_010482850.1
OG0007101	Cg006G242610	XP_010457402.1, XP_010482655.1, XP_010475016.1
OG0007102	Cg006G243390	XP_010462542.1, XP_010474898.1, XP_010481429.1
OG0007103	Cg006G243410	XP_010481406.1, XP_010457300.1, XP_010474897.1
OG0007104	Cg006G243460	XP_010481344.1, XP_010474880.1, XP_019096784.1, XP_010457289.1
OG0007105	Cg006G243480	XP_010457283.2, XP_010474872.1
OG0007106	Cg006G244710	XP_010480225.1, XP_019094204.1, XP_010457118.1
OG0007107	Cg002G055330	XP_010503848.1, XP_010515570.1, XP_010426724.1
OG0007108	Cg006G245330	XP_019098039.1, XP_010496448.1
OG0007109	Cg008G294540	XP_010492237.1, XP_010453555.1, XP_010420070.1
OG0007110	Cg008G294500	XP_010453553.1, XP_010420064.1, XP_010495189.1
OG0007111	Cg008G294480	XP_010420063.1, XP_019098043.1, XP_010453551.1
OG0007112	Cg008G294360	XP_010492221.1, XP_010453539.1, XP_010420049.1
OG0007113	Cg008G295030	XP_010420131.1, XP_010492300.1, XP_010453612.1
OG0007114	Cg008G295680	XP_010420191.1, XP_010453671.1, XP_010492369.1
OG0007115	Cg008G295450	XP_010492345.1, XP_010420175.1, XP_010453647.1
OG0007116	Cg008G295970	XP_010492408.1, XP_010453705.1, XP_010420241.1
OG0007117	Cg008G296660	XP_010492538.1, XP_010453799.1, XP_010420330.1, XP_010456549.1
OG0007118	Cg008G296850	XP_010495229.1, XP_010420358.1, XP_010453822.1
OG0007119	Cg008G296860	XP_010492571.1, XP_010453823.1
OG0007120	Cg008G297200	XP_010492627.1, XP_010453872.1, XP_010420401.1
OG0007121	Cg008G297550	XP_010453910.1, XP_010420434.1, XP_010492671.1
OG0007122	Cg008G297710	XP_010453937.1, XP_010420464.1, XP_010492696.1
OG0007123	Cg008G299030	XP_010420647.1, XP_010454120.1, XP_010492888.1
OG0007124	Cg008G299630	XP_019083885.1, XP_010492972.1, XP_010454185.1
OG0007125	Cg008G306040	XP_010424348.1, XP_010493900.1, XP_010454990.1
OG0007126	Cg008G306140	XP_010493913.1, XP_019090460.1, XP_019084590.1
OG0007127	Cg008G306570	XP_010455073.1, XP_010493966.1, XP_010421562.1
OG0007128	Cg008G306990	XP_010421608.1, XP_010455121.1, XP_010494008.1
OG0007129	Cg008G307730	XP_010494113.1, XP_010455212.1, XP_010421707.1
OG0007130	Cg008G308360	XP_010482218.1, XP_010442409.1, XP_010440575.1
OG0007131	Cg008G309190, Cg008G310950	XP_010482181.1, XP_010439918.1, XP_010442349.1
OG0007132	Cg008G311090, Cg008G309290	XP_010482157.1, XP_010439820.1, XP_010442340.1
OG0007133	Cg008G312310	XP_010482086.1, XP_019097588.1
OG0007135	Cg008G293640	XP_010492110.1, XP_010419932.1, XP_010453429.1
OG0007136	Cg008G287810	XP_010452647.1, XP_010491299.1, XP_010423268.1
OG0007137	Cg008G287580	XP_010452616.1, XP_010423305.1, XP_010491257.1
OG0007138	Cg008G287390	XP_010491228.2, XP_010452596.1, XP_010423321.1
OG0007139	Cg008G293620	XP_010419927.1, XP_010492104.1, XP_010453424.1
OG0007140	Cg008G293610	XP_010453423.1, XP_010453419.1, XP_010492102.1, XP_010419926.1
OG0007141	Cg008G287160	XP_010491187.1, XP_010423355.1, XP_010452556.1
OG0007142	Cg008G286360	XP_010456407.1, XP_010423455.1, XP_010491087.1
OG0007143	Cg008G285930	XP_010423503.1, XP_010491038.1, XP_010452409.1
OG0007144	Cg008G285730	XP_010491016.1, XP_010423523.1, XP_019090487.1
OG0007145	Cg008G285790	XP_010452395.1, XP_010491022.1, XP_010423515.1
OG0007146	Cg008G285320	XP_010490961.1, XP_010423571.1, XP_010452347.1
OG0007147	Cg008G299940, Cg008G299950	XP_010420752.1, XP_010493015.1, XP_010454223.1
OG0007148	Cg008G305550	XP_010493840.1, XP_010421443.1, XP_010454925.1
OG0007149	Cg008G305510	XP_010454922.1, XP_010421439.1, XP_010493837.1
OG0007150	Cg008G305490	XP_010454919.1, XP_010421438.1, XP_010493835.1, XP_010480393.1
OG0007151	Cg008G304670	XP_010493755.1, XP_010454832.1, XP_010421357.1
OG0007152	Cg008G304640	XP_010454828.1, XP_019097954.1, XP_019083946.1
OG0007153	Cg008G304460	XP_010470869.1, XP_010421323.1, XP_010454806.1, XP_010432830.1
OG0007154	Cg008G304450	XP_010454805.1, XP_010424288.1, XP_010432831.1, XP_010470868.1
OG0007155	Cg008G303950	XP_010454728.1, XP_010493507.1, XP_010421243.1, XP_010493571.1
OG0007156	Cg008G303770	XP_010421222.1, XP_010493551.2, XP_010493549.1, XP_010454703.1
OG0007157	Cg008G303760	XP_010421221.1, XP_010493548.1, XP_010454702.1
OG0007158	Cg002G058050	XP_010515226.1, XP_010503533.1, XP_010426390.1
OG0007159	Cg008G303070, Cg008G303330	XP_010493484.1, XP_010421170.1
OG0007160	Cg008G303240	XP_010421157.1, XP_010454640.1
OG0007161	Cg008G303010	XP_010493450.1, XP_010454609.1, XP_010421129.1
OG0007162	Cg008G303000	XP_010493448.1, XP_010454610.1, XP_010421130.1
OG0007163	Cg003G108560	XP_010443897.1, XP_010483745.1, XP_010456805.1
OG0007164	Cg003G108620	XP_010483748.1, XP_010456834.1, XP_010443903.1
OG0007165	Cg003G108680	XP_010456880.1, XP_010483755.1, XP_010443912.1
OG0007166	Cg003G108960	XP_010443937.1, XP_010483788.1, XP_010457056.1
OG0007167	Cg003G109260	XP_010483825.1, XP_010457429.1, XP_010443974.1
OG0007168	Cg003G110220	XP_010458904.1, XP_010444090.1, XP_010483954.1
OG0007169	Cg003G110290	XP_010458979.1, XP_010483963.1, XP_010444099.1
OG0007170	Cg003G110360	XP_010483974.1, XP_010459079.1, XP_010444108.1
OG0007171	Cg003G110550	XP_010459310.1, XP_010483990.1, XP_010444131.1
OG0007172	Cg002G058970	XP_010503424.1, XP_010515114.1, XP_010426273.1
OG0007173	Cg003G110800	XP_010444161.1, XP_010459519.1, XP_010484012.1
OG0007174	Cg003G106310	XP_010483473.1, XP_010454144.1, XP_010443618.1
OG0007175	Cg002G055940	XP_010503761.1, XP_010424892.1, XP_010515465.1
OG0007176	Cg002G057060	XP_010503644.1, XP_010426503.1, XP_010515341.1
OG0007177	Cg002G057250	XP_010503622.1, XP_010515313.1, XP_010426482.1
OG0007178	Cg002G058890	XP_010503437.1, XP_010426283.1, XP_010515126.1
OG0007179	Cg003G110440	XP_019093654.1, XP_019088358.1, XP_019095916.1
OG0007180	Cg002G059400	XP_010426210.1, XP_019102276.1, XP_010503369.1
OG0007181	Cg002G060090	XP_010426148.1, XP_010426147.1, XP_010503307.1, XP_010515014.1
OG0007182	Cg007G277770	XP_019102255.1, XP_010426030.1, XP_010503216.1
OG0007183	Cg002G062320	XP_010495845.1, XP_010503160.1, XP_010514848.1
OG0007184	Cg002G062410	XP_010425937.1, XP_010514840.1
OG0007185	Cg002G063610	XP_010425851.1, XP_010514774.1, XP_010503086.1
OG0007186	Cg002G064340	XP_010503056.1, XP_010425824.1
OG0007187	Cg007G267390	XP_010470651.1, XP_010415321.1, XP_010511677.1
OG0007188	Cg007G267340	XP_010415318.1, XP_019101596.1, XP_019092989.1
OG0007189	Cg002G045270	XP_010413397.1, XP_010512495.1, XP_010469082.1
OG0007190	Cg004G124540	XP_010464508.1, XP_010486437.1
OG0007191	Cg007G269520	XP_010415585.1, XP_010470923.1, XP_010511966.1
OG0007192	Cg007G269930	XP_010512001.1, XP_010470950.1, XP_010415608.1
OG0007193	Cg007G268290	XP_010415431.1, XP_010470759.1, XP_010511802.1
OG0007194	Cg007G270310	XP_010470992.1, XP_010415657.1, XP_010512050.1
OG0007195	Cg007G270320	XP_010512054.1, XP_010470993.1, XP_010415658.1
OG0007196	Cg007G270400	XP_010415668.1, XP_010512063.1, XP_010497793.1, XP_010470998.1
OG0007197	Cg007G271250	XP_010471080.1, XP_010427869.1
OG0007198	Cg007G271380	XP_010427901.1, XP_010415788.1, XP_010471099.1
OG0007199	Cg007G271460	XP_010427915.1, XP_010415795.1, XP_010471106.1
OG0007201	Cg007G272150	XP_010428012.1, XP_010428014.1, XP_010415887.1, XP_010471186.1
OG0007202	Cg007G272340	XP_010471213.1, XP_010415914.1, XP_010428046.1
OG0007203	Cg008G300340	XP_010420805.1, XP_010454274.1, XP_010493066.1
OG0007204	Cg007G278950	XP_010428954.1, XP_010416814.1, XP_010472046.1
OG0007205	Cg007G278320	XP_010416725.1, XP_010471965.1, XP_010428852.1
OG0007207	Cg007G277980	XP_010416671.1, XP_010471925.1, XP_010428810.1, XP_019098686.1
OG0007208	Cg007G277900	XP_010416657.1, XP_010474374.1, XP_010428794.1
OG0007209	Cg007G277370	XP_010419229.1, XP_010471836.1, XP_010428745.1
OG0007210	Cg007G277090	XP_010416562.1, XP_010431533.1, XP_010471795.1, XP_010431534.1
OG0007211	Cg007G276890	XP_010471774.1, XP_010428679.1, XP_010416536.1
OG0007212	Cg007G276670	XP_010428658.1, XP_010471756.1, XP_010416518.1
OG0007213	Cg007G276280	XP_010416467.1, XP_010471698.1, XP_010428608.1
OG0007214	Cg007G276260	XP_010471696.1, XP_010428604.1, XP_010416465.1
OG0007215	Cg007G275440	XP_010471597.1, XP_010416357.1, XP_010428496.1
OG0007216	Cg007G275380	XP_010428487.1, XP_010471587.1, XP_010416348.1
OG0007217	Cg007G275310	XP_010471576.1, XP_010416342.1, XP_010428476.1
OG0007218	Cg007G275290	XP_010471569.1, XP_010416337.1, XP_010428473.1
OG0007219	Cg007G274950	XP_010428434.1, XP_010471537.1, XP_010416303.1
OG0007220	Cg007G274200	XP_010471443.1, XP_010416196.1, XP_010428312.1
OG0007221	Cg007G273660	XP_010471375.1, XP_010416108.1, XP_010428230.1
OG0007222	Cg005G175370	XP_010518527.1, XP_010507812.1
OG0007223	Cg007G273260	XP_010428178.1, XP_010416047.1, XP_010471314.1
OG0007224	Cg007G272840	XP_010415983.1, XP_019093621.1, XP_019084975.1
OG0007225	Cg007G279070, Cg007G279010	XP_010428964.1, XP_010472053.1
OG0007226	Cg007G279360	XP_010472703.1, XP_010417474.1, XP_010429698.1
OG0007227	Cg004G126160	XP_010464730.1, XP_010485549.1
OG0007228	Cg007G279960	XP_010429806.1, XP_010417589.1, XP_010472779.1
OG0007229	Cg007G280030	XP_010419371.1, XP_010419372.1, XP_010429821.1, XP_010472792.1
OG0007230	Cg007G280260	XP_010429859.1, XP_010417629.1, XP_010472825.1
OG0007231	Cg006G229900	XP_019091006.1
OG0007232	Cg007G281500	XP_010417757.1, XP_010430020.1, XP_010472995.1
OG0007233	Cg007G280520	XP_010417659.1, XP_010472868.1, XP_010429897.1
OG0007234	Cg007G280570	XP_010472875.1, XP_010429905.1, XP_010417662.1
OG0007235	Cg007G280900	XP_010429921.1, XP_010417672.1
OG0007236	Cg007G280770, Cg007G280990	XP_010429936.1
OG0007237	Cg006G230130	XP_010476669.1, XP_019099018.1
OG0007238	Cg007G281260	XP_010477302.1, XP_019091648.1, XP_010498490.1
OG0007239	Cg007G281300, Cg003G091240	XP_010431657.1, XP_010472967.1, XP_010417736.1
OG0007240	Cg004G128770	XP_010487042.1, XP_010465088.1, XP_010499747.1
OG0007241	Cg004G128810	XP_010465093.1, XP_010499814.1, XP_010487043.1
OG0007243	Cg004G129610	XP_010465234.1, XP_010487143.1
OG0007244	Cg004G129780	XP_010489818.1, XP_019096286.1, XP_010501352.1, XP_010465257.1
OG0007245	Cg004G130270	XP_010487205.1, XP_019092558.1, XP_010501705.1
OG0007246	Cg004G130320	XP_010487218.1, XP_010465310.1, XP_010501760.1
OG0007247	Cg004G130720	XP_010465350.1, XP_010487261.1, XP_010501981.1
OG0007248	Cg004G131720	XP_010465500.2, XP_010502882.2, XP_010487362.1
OG0007249	Cg004G131890	XP_010503091.1, XP_019097065.1, XP_010465522.1
OG0007250	Cg004G131960	XP_010487382.1, XP_010465527.1, XP_010503155.1
OG0007251	Cg004G132150	XP_010503402.1, XP_010487413.1, XP_010465564.1
OG0007252	Cg004G132200	XP_010503481.1, XP_010487421.1, XP_010465573.1
OG0007253	Cg004G132420	XP_010487448.1, XP_010465606.1, XP_010465605.1, XP_010465608.1, XP_010465607.1, XP_010503700.1
OG0007254	Cg004G132430	XP_010487449.1, XP_010465609.1, XP_010503711.1
OG0007255	Cg004G132520	XP_010465623.1, XP_010503884.1, XP_010487465.1
OG0007256	Cg004G132580	XP_010487471.1, XP_010465632.1, XP_010503955.1
OG0007257	Cg004G134970	XP_010465922.1, XP_010487748.1, XP_010506763.1
OG0007258	Cg004G133520	XP_010487578.1, XP_010504935.1, XP_010465735.1
OG0007259	Cg004G133680	XP_010505122.1, XP_010465747.1
OG0007260	Cg004G134000	XP_010505247.1, XP_010487633.1, XP_010465795.1
OG0007261	Cg004G134320	XP_010487676.1, XP_010465838.1, XP_010505908.1
OG0007262	Cg004G134360	XP_010465839.1, XP_010505930.1, XP_010487677.1
OG0007263	Cg004G134510	XP_010506176.1, XP_010465867.1, XP_010487703.1
OG0007264	Cg004G134650	XP_010466795.1, XP_010466726.1, XP_019083282.1, XP_010490096.1
OG0007265	Cg004G134730	XP_010487728.1, XP_010506493.1, XP_010465899.1
OG0007266	Cg004G135130	XP_010487774.1, XP_010465947.1, XP_010506929.1
OG0007267	Cg004G135430	XP_010487796.1, XP_010465983.1, XP_010507111.1
OG0007268	Cg004G135580	XP_010487809.1, XP_010507238.1, XP_010466017.1
OG0007269	Cg004G135950	XP_010466060.1, XP_010487859.1, XP_010507578.1
OG0007270	Cg004G136030	XP_010466077.1, XP_010507670.1, XP_010487875.1
OG0007271	Cg004G136110	XP_019092245.1, XP_010507715.1, XP_010487885.1
OG0007272	Cg004G136180	XP_010466092.1, XP_010507774.1, XP_010487891.1
OG0007273	Cg004G136460	XP_010466129.1, XP_010487913.1
OG0007274	Cg004G136790	XP_010466171.1, XP_010508323.1
OG0007275	Cg004G137070	XP_019096897.1, XP_010508666.1, XP_010466203.1
OG0007276	Cg004G137840	XP_010509492.1, XP_010466299.1, XP_010488076.1
OG0007277	Cg004G138150	XP_010466349.1, XP_010509880.1, XP_010488109.1
OG0007278	Cg004G138590	XP_010488168.1, XP_010510347.1, XP_010466402.1
OG0007279	Cg004G138470	XP_010488155.1, XP_010466382.1, XP_010510193.1
OG0007280	Cg004G138430	XP_010466381.1, XP_010510179.1, XP_010488154.1
OG0007281	Cg004G138330	XP_010510125.1, XP_010488147.1, XP_010466371.1
OG0007282	Cg004G139290	XP_010511002.1, XP_010488229.1, XP_010466483.1
OG0007283	Cg004G139390	XP_010466484.1, XP_010488230.1, XP_010511011.1
OG0007284	Cg004G139530	XP_010511216.1, XP_010488250.1, XP_010466507.1
OG0007285	Cg004G139540	XP_010466509.1, XP_010488253.1, XP_010511234.1
OG0007286	Cg004G139700	XP_010488279.1, XP_010466532.1, XP_010511403.1
OG0007287	Cg004G139840, Cg004G139830	XP_010511547.2, XP_019097302.1, XP_010466552.1, XP_019096433.1, XP_010488296.1, XP_010466550.1, XP_010511540.1
OG0007288	Cg004G139940	XP_010488307.1, XP_010511655.1, XP_010466567.1
OG0007289	Cg004G141180	XP_010512656.1, XP_010466712.1, XP_010488441.1
OG0007290	Cg004G141290	XP_010466724.1, XP_010512743.1, XP_010488446.1
OG0007291	Cg004G141360	XP_010466732.1, XP_010488452.1, XP_010512862.1
OG0007292	Cg004G141650	XP_010488489.1, XP_010466775.1, XP_010513138.1
OG0007293	Cg004G141750	XP_019096449.1, XP_019096448.1, XP_010466786.1, XP_010513238.1
OG0007294	Cg004G142270	XP_010488539.1, XP_010513427.1, XP_010513488.1, XP_010466844.1
OG0007295	Cg004G142410	XP_010513559.1, XP_010488563.1, XP_010466868.1, XP_019085425.1
OG0007296	Cg004G147340	XP_010467167.1, XP_010496029.1, XP_010413779.1
OG0007298	Cg004G147140	XP_010467161.1, XP_010488831.1, XP_019084563.1
OG0007299	Cg004G149750, Cg004G150910	XP_010488944.1, XP_010518032.1, XP_010467286.1
OG0007300	Cg004G152270	XP_010516649.1, XP_019092708.1, XP_010489220.1, XP_019098802.1
OG0007301	Cg004G153010	XP_010467465.1, XP_010515581.1, XP_010489327.1
OG0007302	Cg004G153310	XP_010467506.1, XP_010515138.1, XP_010489361.1
OG0007303	Cg004G153800	XP_010489398.1, XP_010467563.1, XP_010514717.1
OG0007304	Cg004G154280	XP_010413957.1, XP_010467620.1, XP_010489511.1
OG0007305	Cg004G155210	XP_010414851.1, XP_010489612.1, XP_010467731.1
OG0007306	Cg004G155590	XP_010415202.1, XP_010467874.1, XP_010489473.1
OG0007307	Cg004G155930	XP_010416898.1, XP_010489154.1, XP_010495929.1
OG0007308	Cg004G156800	XP_010415775.1, XP_010489043.1, XP_019092905.1
OG0007309	Cg004G128390	XP_010499296.1, XP_010486993.1, XP_010465041.1
OG0007310	Cg006G194740	XP_010480095.1, XP_010462410.1, XP_010501172.1
OG0007311	Cg006G194950	XP_010462375.1, XP_010480059.1
OG0007312	Cg006G195050	XP_010440813.1, XP_010480042.1, XP_010501126.1
OG0007313	Cg006G195800	XP_010479957.1, XP_010462286.1, XP_010501041.1
OG0007314	Cg006G197190	XP_010462101.1, XP_010479769.1, XP_010500863.1
OG0007315	Cg006G197480	XP_019090914.1, XP_010479729.1, XP_019099489.1
OG0007316	Cg006G197550	XP_010500807.1, XP_010479714.1, XP_010462051.1
OG0007317	Cg006G198020	XP_010462014.1, XP_010479675.1, XP_010500759.1
OG0007318	Cg006G198160	XP_010479650.1, XP_010500740.1, XP_010461996.1
OG0007319	Cg006G199640	XP_010479460.1, XP_010461855.1, XP_010500557.1
OG0007320	Cg006G200280	XP_010479368.1, XP_010461771.1
OG0007321	Cg006G201090	XP_010461701.2, XP_010500415.2, XP_019094553.1
OG0007322	Cg006G200730	XP_010461728.1, XP_010479317.1, XP_010500432.1
OG0007323	Cg006G201480	XP_010479261.1, XP_010500363.1, XP_010461658.1
OG0007324	Cg006G201630	XP_010479245.1, XP_010461638.1, XP_010500348.1
OG0007325	Cg006G201960	XP_010500306.1, XP_010461598.1, XP_010479199.1
OG0007326	Cg001G025030	XP_010449833.1, XP_010434862.1, XP_010440190.1
OG0007327	Cg001G025050	XP_010449835.1, XP_010434865.1, XP_010440192.1
OG0007328	Cg001G025390	XP_010440231.1, XP_010449876.1, XP_010434906.1
OG0007329	Cg005G171790	XP_010412872.1, XP_010509702.1
OG0007330	Cg005G171810	XP_010516640.1, XP_010504962.1, XP_010509703.1
OG0007331	Cg002G054750	XP_010466417.1, XP_010420669.2, XP_019096166.1
OG0007332	Cg002G054730	XP_010515654.1, XP_010503923.1, XP_010426802.1
