Orthogroup	Cardamine_glauca	Brassica_rapa
OG0005485	Cg007G269640	XP_009127720.1, XP_009105004.1, NP_001288843.1
OG0005486	Cg007G269950	XP_009104994.1, XP_009127744.1, XP_009105513.1
OG0005487	Cg007G271180	XP_009104941.1, XP_009127824.1, XP_009105741.1
OG0005488	Cg007G271590	XP_009127844.1, XP_009105776.1, XP_009104929.1
OG0005489	Cg007G272050	XP_009127862.1, XP_033130290.1, XP_009104908.1
OG0005490	Cg007G278800	XP_033140052.1, XP_009104587.1, XP_009106520.1
OG0005491	Cg007G278710	XP_009106455.1, XP_009128273.1, XP_009104590.2
OG0005492	Cg007G277440	XP_033132088.1, XP_033141650.1
OG0005493	Cg006G225090	XP_033132214.1, XP_033129834.1
OG0005494	Cg007G276510	XP_009106247.1, XP_009104692.1
OG0005495	Cg007G276110	XP_009128574.1, XP_009106205.1, XP_009104701.1
OG0005496	Cg007G276050	XP_033131089.1, XP_033140559.1, XP_033131080.1
OG0005497	Cg007G275960	XP_009106194.1, XP_009128099.1, XP_009104706.1
OG0005498	Cg007G274690	XP_009128036.1, XP_009106083.1, XP_009127913.2
OG0005499	Cg007G274670	XP_009106082.1, XP_033131169.1, XP_009104778.1
OG0005500	Cg007G274350	XP_009104786.1, XP_009128015.1
OG0005501	Cg008G305140	XP_009111765.2, XP_033129928.1
OG0005502	Cg007G273290	XP_009105948.2, XP_009104844.2
OG0005503	Cg007G272810	XP_033131725.1, XP_033131726.1, XP_009104862.1
OG0005504	Cg007G279140	XP_009128297.1, XP_009106551.1, XP_009106552.2
OG0005505	Cg007G280500	XP_009104494.1, NP_001288924.1
OG0005506	Cg007G280820	XP_009106731.2, XP_009128402.2
OG0005507	Cg007G281120	XP_009104460.1, XP_009128424.1, XP_009106749.1
OG0005508	Cg004G128490	XP_009135248.1, XP_009124671.1, XP_009146588.1
OG0005509	Cg004G129150	XP_009124738.2, XP_009135295.2, XP_009146535.1
OG0005510	Cg004G131170	XP_009146296.2, XP_009116532.1, XP_009135418.2
OG0005511	Cg004G131730	XP_009146248.1, XP_009135440.1
OG0005512	Cg004G131780	XP_009126115.1
OG0005514	Cg004G132910	XP_009146082.1, XP_009135486.1, XP_033132692.1
OG0005515	Cg004G132970	XP_033147768.1
OG0005516	Cg001G025460	XP_009136721.1, XP_009107867.2
OG0005517	Cg004G133470	XP_009135511.1, NP_001288846.1, XP_009146047.1
OG0005518	Cg004G134050	XP_009146008.1
OG0005520	Cg004G135360	XP_033143070.1, XP_009145866.1, XP_009112538.1
OG0005521	Cg004G135440	XP_009135597.1, XP_009145860.1, XP_009112407.1
OG0005522	Cg004G135590	XP_009135602.2, XP_009145848.1
OG0005523	Cg004G135820	XP_009135619.1
OG0005524	Cg004G136260	XP_009145775.1, XP_033136470.1, XP_033144817.1
OG0005525	Cg004G137170	XP_009145646.2, XP_009111188.2, XP_009135678.2
OG0005526	Cg004G137510	XP_009135701.2, XP_009145607.1
OG0005527	Cg004G139710	XP_009145325.1
OG0005530	Cg001G006640	XP_018510133.2, XP_009108777.1
OG0005531	Cg004G152820	XP_009136347.2, XP_009121176.2, XP_009112411.1
OG0005532	Cg004G152910	XP_009112413.1, XP_009136365.1, XP_009121166.1
OG0005533	Cg004G154130	XP_009102288.1, XP_033129566.1, XP_033136225.1
OG0005535	Cg004G156200	XP_009102130.2, XP_009117515.2, XP_018509705.2
OG0005536	Cg006G194970	XP_009106890.2, XP_009147515.2, XP_009103742.1
OG0005537	Cg006G195350	XP_009147543.2, XP_009107064.1
OG0005538	Cg006G195360	XP_009106930.2, XP_009147542.1
OG0005539	Cg006G195560	XP_009107060.1, XP_009106946.1, XP_009147559.1
OG0005540	Cg006G195930	XP_033147241.1, XP_009123971.1, XP_033128666.1
OG0005541	Cg006G196410	XP_009147613.1, XP_033132410.1
OG0005542	Cg006G199330	XP_009107216.1, XP_009147837.1, XP_033148026.1
OG0005543	Cg006G200300	XP_009107306.1, XP_033148079.1
OG0005544	Cg006G201570	XP_009147973.1, XP_009107366.1, XP_009145011.1, XP_009129432.1
OG0005545	Cg006G201730	XP_009107391.1
OG0005546	Cg002G052810	XP_009139379.1, XP_009103880.1, XP_009117167.2
OG0005547	Cg002G052560	XP_009103891.1, XP_009139273.1, XP_009116092.1
OG0005548	Cg002G055190	XP_009115856.1, XP_009136628.1
OG0005549	Cg002G055260	NP_001289050.1, XP_009115845.1, XP_009136621.1
OG0005550	Cg002G048840	XP_009139033.1, XP_009104060.1, XP_009116447.1
OG0005551	Cg002G048670	XP_009116469.1, XP_009104068.1, XP_009139024.1
OG0005552	Cg002G048280	XP_009104099.1, XP_009138990.1, XP_009116500.2
OG0005553	Cg002G048110	XP_033131121.1, XP_009116508.1
OG0005554	Cg002G045800	XP_009138810.1, XP_009104277.1, XP_009116763.1
OG0005555	Cg002G044590	XP_009138738.1, XP_009116880.1
OG0005556	Cg002G044100	XP_009138725.1, XP_033131563.1, XP_009116921.1
OG0005557	Cg002G043810	XP_009104401.1, XP_018510418.1
OG0005558	Cg001G026800	XP_033133697.1
OG0005561	Cg005G167620	XP_033143694.1, XP_009143366.2
OG0005562	Cg005G163660	XP_033148443.1, XP_033145671.1
OG0005563	Cg005G159440	XP_009133753.1
OG0005564	Cg007G277160	XP_009104672.2, XP_033140664.1, XP_033132175.1
OG0005565	Cg004G132400, Cg004G132390	XP_009135474.1
OG0005566	Cg006G230520	XP_009148922.1, XP_009110489.1, XP_009117838.2
OG0005568	Cg004G127570	XP_009135183.2, XP_009121147.1, XP_009146682.1
OG0005569	Cg008G319990	XP_033140635.1, XP_033140636.1, XP_009113958.1, XP_009101745.1
OG0005570	Cg005G176330	XP_009132732.1
OG0005572	Cg008G295430	XP_009126035.1, XP_009121603.1, XP_009131445.1
OG0005575	Cg002G073800	XP_009114158.1, XP_009152198.1
OG0005576	Cg008G302990	XP_009141469.1, XP_009130117.2, XP_009150861.2
OG0005577	Cg004G118430	XP_033142257.1, XP_009130351.1, XP_033141346.1
OG0005579	Cg004G151250, Cg004G151210	XP_009123240.1
OG0005581	Cg002G062000, Cg002G061990, Cg002G061960	XP_009150075.1
OG0005582	Cg003G086510	XP_009113501.1
OG0005583	Cg001G012070	XP_009137787.1, XP_009109091.1, XP_033146224.1
OG0005584	Cg003G111070, Cg003G111080	XP_009115714.1
OG0005592	Cg001G011380	XP_009137829.2, XP_033133004.1, XP_033136904.1
OG0005593	Cg001G010390	XP_009109003.1, XP_009109004.1
OG0005594	Cg006G237550	XP_009110890.1, XP_009148105.1
OG0005595	Cg001G009860	XP_009127718.1, XP_009137949.1
OG0005597	Cg001G009720	XP_033133498.1, XP_009137969.1, XP_009127511.2
OG0005598	Cg001G009580	XP_009137978.1, XP_033133505.1, XP_009127405.1
OG0005599	Cg001G009550	XP_009108958.1, XP_009127388.2
OG0005600	Cg001G009230	XP_033144482.1, XP_033135840.1
OG0005601	Cg001G008990	XP_009138025.2
OG0005602	Cg001G008190	XP_033135280.1, XP_009138076.2, XP_009108882.1
OG0005603	Cg001G007830	XP_009108869.2, XP_009125844.1, XP_009138136.2
OG0005604	Cg001G007330	XP_018513609.1, XP_033141679.1
OG0005605	Cg001G007420	XP_009125288.1, XP_009138148.1
OG0005606	Cg001G006670	XP_009108780.1, XP_009138204.1
OG0005607	Cg001G006200	XP_009108754.1, XP_009116941.1, XP_009138261.1
OG0005608	Cg008G301870	XP_009107405.1, XP_009118938.1
OG0005609	Cg005G171000	XP_009143647.1, XP_009141500.1
OG0005610	Cg001G024730	XP_009145886.1
OG0005611	Cg007G253110	XP_009113340.1, XP_009102548.2
OG0005612	Cg008G292930	XP_009121842.1
OG0005613	Cg007G249960	XP_009104119.1, XP_018510638.1, XP_033139484.1, XP_033135930.1, XP_033136283.1
OG0005614	Cg007G248790	XP_009105161.2, XP_009113117.1
OG0005615	Cg002G075790	XP_009101375.1, XP_009107095.1
OG0005616	Cg002G074630	XP_009129165.1, XP_009101268.1
OG0005617	Cg002G074450, Cg007G259960	XP_009129134.1, XP_033128095.1
OG0005618	Cg002G073530	XP_009129078.1, XP_033136451.1, XP_009152152.2
OG0005620	Cg002G073260, Cg002G073270	XP_009128927.1, XP_009129055.1
OG0005621	Cg002G073370	XP_009152143.1, XP_033139886.1
OG0005622	Cg002G072650	XP_009152088.1
OG0005623	Cg002G072610	XP_018512078.1, XP_009114097.1, XP_009152081.1
OG0005624	Cg002G071390	XP_009151992.1, XP_009111555.1, XP_009129450.1
OG0005625	Cg002G068830	XP_009151892.2, XP_009111589.1
OG0005626	Cg002G068000, Cg002G068010	XP_009129304.1, XP_033129716.1
OG0005627	Cg002G067780	XP_009151779.1, XP_009129297.2
OG0005628	Cg007G267010	XP_033139388.1
OG0005629	Cg001G034260	XP_009124244.2, XP_009144647.2
OG0005630	Cg001G042970	XP_009125212.1
OG0005631	Cg007G246430	XP_033135380.1, XP_009112777.1
OG0005632	Cg008G296040	XP_009126067.1, XP_009131495.1
OG0005633	Cg007G247080	XP_033135384.1, XP_018510108.1
OG0005634	Cg007G247350	XP_009113029.1, XP_009148579.1
OG0005635	Cg001G014880	XP_009109191.1, XP_009139610.1, XP_009137561.1
OG0005636	Cg005G164650	XP_009141981.1
OG0005637	Cg005G165450	NP_001288831.1, XP_009142702.1, XP_009141922.2
OG0005638	Cg008G283450	XP_009130745.1
OG0005639	Cg004G125360	XP_009146905.1, XP_009135042.2
OG0005640	Cg004G125600	XP_033143196.1, XP_033131100.1, XP_009146879.2
OG0005641	Cg004G127950	XP_009146635.1
OG0005642	Cg003G098380	XP_009132586.1, XP_009107129.2
OG0005643	Cg003G100150	XP_033139994.1, XP_033137960.1
OG0005644	Cg003G099830	XP_009132504.1, XP_033137321.1
OG0005645	Cg003G102070	XP_009120008.1, XP_009127064.1, XP_009132423.2
OG0005646	Cg003G102420	XP_009127025.2, XP_033138731.1, XP_009143850.1
OG0005647	Cg003G103230	XP_009132347.1, XP_009126972.2, XP_009120106.1
OG0005648	Cg003G103550	XP_009126955.1, XP_009132320.1, XP_033138424.1
OG0005649	Cg003G103980	XP_009126936.1, XP_009120163.1, XP_009132291.1
OG0005650	Cg003G104620	XP_033138097.1, XP_009132150.1, XP_009126903.1
OG0005651	Cg003G104990	XP_009132132.1, XP_033141905.1, XP_009126843.2
OG0005652	Cg003G105400	XP_009132104.1, XP_009132100.2
OG0005653	Cg003G105660	XP_009126791.1, XP_009120322.2
OG0005654	Cg008G313800, Cg009G325620	XP_009151578.2, XP_033136576.1
OG0005655	Cg008G293450	XP_009131327.1, XP_009125900.1, XP_009121777.1
OG0005656	Cg008G293410	XP_009125898.1, XP_033142481.1, XP_009121780.1
OG0005657	Cg008G293140	XP_033142478.1, XP_009125878.1, XP_009121810.1
OG0005658	Cg008G292590	XP_009125850.2, XP_009121876.1
OG0005659	Cg008G292220	XP_009131227.1, XP_009125829.1
OG0005660	Cg008G292200	XP_009131229.1, XP_009125828.1, XP_033138385.1
OG0005661	Cg008G292140, Cg008G305630	XP_009121919.1, XP_018513344.2
OG0005663	Cg008G289750	XP_009125757.1
OG0005665	Cg008G288980	XP_009122427.1, XP_009125718.1
OG0005666	Cg001G023800	XP_033132743.1, XP_018513030.1
OG0005667	Cg001G023550	XP_033131193.1, XP_009136841.1
OG0005668	Cg008G324440	XP_009128909.2, XP_009114312.1
OG0005669	Cg001G021360	XP_009137007.1, XP_009132755.1
OG0005670	Cg001G021250	XP_018513578.1, XP_009132837.2
OG0005671	Cg001G020890	XP_009108440.1, XP_009133235.1
OG0005672	Cg001G020870	XP_009137019.1, XP_009133245.1
OG0005673	Cg001G019800	XP_033142753.1, XP_033133300.1, XP_009134573.1
OG0005674	Cg001G018680	XP_009137245.1, XP_018508192.1
OG0005675	Cg001G018280	XP_009136072.1
OG0005676	Cg001G018160	XP_009137278.1
OG0005677	Cg001G017240	XP_009137292.1
OG0005678	Cg006G210520	XP_009114736.1, XP_009107930.1
OG0005679	Cg006G202390	XP_009118934.1, XP_009107415.1
OG0005680	Cg006G218320	XP_009109737.1, XP_009113678.2, XP_009102919.1
OG0005681	Cg006G217160	XP_009115242.1
OG0005682	Cg006G216970	XP_009115230.1
OG0005683	Cg006G215390	XP_009115027.1, XP_009102682.1, XP_009107755.1
OG0005684	Cg001G004430	XP_009109277.1
OG0005685	Cg001G003950	XP_009138408.1, XP_033133159.1, XP_009147025.1
OG0005686	Cg001G003730	XP_009138426.1, XP_009129875.1, XP_033130810.1
OG0005687	Cg001G003260	XP_009140872.1, XP_009109349.2
OG0005688	Cg005G191670	XP_009140450.1, XP_009117314.1
OG0005689	Cg001G002410	XP_009109392.1, XP_009138531.1, XP_009133094.1
OG0005690	Cg001G002230	XP_009109401.1, XP_009138538.1
OG0005691	Cg001G001750	XP_009109428.1
OG0005692	Cg001G001630	XP_009109437.1, XP_009128173.1
OG0005693	Cg001G001300	NP_001288884.1, XP_009121710.1, XP_033133071.1
OG0005694	Cg001G001280	XP_009101880.2, XP_009109470.1, XP_009120729.1
OG0005695	Cg001G038040, Cg001G038060	XP_009125068.1
OG0005696	Cg006G214100	XP_018510358.1
OG0005697	Cg005G171370	XP_009141474.1, XP_009143688.2
OG0005698	Cg005G172250	XP_009132983.1, XP_009143782.1
OG0005699	Cg008G318810	XP_009101797.1, XP_009114010.1
OG0005700	Cg008G293130	XP_009125876.1
OG0005702	Cg006G203410	XP_009119797.1
OG0005703	Cg003G081460	XP_009144486.1
OG0005704	Cg003G081080	XP_009114609.1, XP_009134283.2
OG0005705	Cg008G322600	XP_009128804.1
OG0005707	Cg008G323290	XP_009114379.1, XP_009101551.1
OG0005708	Cg008G323750	XP_009114359.1
OG0005709	Cg008G324140	XP_009128888.1
OG0005710	Cg008G325150	XP_009114268.1, XP_009128981.1, XP_009101409.1
OG0005711	Cg008G325160	XP_009128982.1, XP_009114266.2
OG0005712	Cg008G325280	XP_033129786.1, XP_033136878.1
OG0005713	Cg008G325250	XP_018510295.1, XP_009128989.1
OG0005714	Cg001G033890	XP_009124255.1
OG0005715	Cg001G029440	XP_033148736.1, XP_033146643.1, XP_009107702.1
OG0005716	Cg001G027100, Cg001G027090	XP_009107800.1, XP_009148303.1
OG0005717	Cg004G138640	XP_009135760.1, XP_009145470.1
OG0005718	Cg005G157910	XP_009133823.1, NP_001288970.1, XP_009142507.1
OG0005719	Cg005G158170	XP_009133816.1, XP_009142534.1
OG0005720	Cg005G158410	XP_033139299.1, XP_033148464.1
OG0005721	Cg005G158910	XP_033146769.1, XP_009142448.1
OG0005722	Cg002G044810	XP_009142624.1
OG0005724	Cg002G045040	XP_009104334.1, XP_009116837.1
OG0005725	Cg005G160070	XP_009133745.1
OG0005726	Cg002G045680	XP_009104284.1, XP_009138799.1
OG0005727	Cg005G160310	XP_009143147.1, XP_009142341.1
OG0005728	Cg005G160850	XP_009143083.1, XP_033142586.1, XP_009142308.1
OG0005729	Cg002G046270	XP_033134107.1
OG0005730	Cg005G161160	XP_009142277.1, XP_009133680.1, XP_009143055.1
OG0005731	Cg005G161500	XP_009143016.1, XP_033144396.1, XP_009142255.2
OG0005732	Cg005G161530	XP_009143014.1
OG0005733	Cg005G162390	XP_033148364.1, XP_009133603.1
OG0005734	Cg005G162550	XP_009142190.1, XP_009142927.1, XP_009133597.1
OG0005735	Cg005G163530	XP_009142070.1, XP_009133538.2
OG0005736	Cg005G164450	XP_009141994.2
OG0005737	Cg008G282880	XP_009130679.1, XP_009122813.1
OG0005738	Cg008G283060	XP_009122794.1, NP_001288956.1, XP_009130690.1
OG0005739	Cg008G305910	XP_009129916.1, XP_009111688.1
OG0005740	Cg008G305920	XP_009111690.1, XP_033129694.1
OG0005741	Cg008G300050	XP_009126370.1, XP_009120877.1
OG0005742	Cg008G300260	XP_033138617.1, XP_009126387.2, XP_009131750.2
OG0005743	Cg006G198540, Cg006G198530	XP_009107189.1
OG0005744	Cg008G301160	XP_009120774.1, XP_009131811.1
OG0005745	Cg008G301230	XP_009131816.1, XP_009120769.1
OG0005746	Cg008G301980	XP_009120677.1, XP_009131867.1
OG0005747	Cg008G302250	XP_009131881.1, XP_033140831.1, XP_009120656.1
OG0005748	Cg008G302310	XP_009126547.1, XP_009120648.2
OG0005749	Cg003G108330	XP_009126597.2, XP_009120598.1
OG0005750	Cg003G108070	XP_018513359.1, XP_009131923.1, XP_009120566.1
OG0005751	Cg003G106530	XP_009126725.1, XP_009132023.1
OG0005752	Cg003G111680	XP_009112108.1, XP_009150449.1, XP_009130277.1
OG0005753	Cg003G111730	XP_009150458.2, XP_009112112.2
OG0005754	Cg003G112540, Cg003G112530	XP_009112145.1, XP_009150543.1
OG0005755	Cg003G112630	XP_009130465.1, XP_033128206.1, XP_009112151.1
OG0005756	Cg003G112990	XP_033137297.1, XP_009130495.1, XP_009150599.1
OG0005757	Cg003G115110	XP_009112325.3, XP_033131224.1
OG0005758	Cg003G115240	XP_033131241.1, XP_009130560.1, XP_009112311.1
OG0005759	Cg003G076630, Cg014G332940	XP_009111469.2, XP_009134533.2
OG0005760	Cg014G333230, Cg003G076360	XP_009134553.1, XP_033137123.1
OG0005761	Cg003G076830, Cg014G332770	XP_009134524.1, XP_033135209.1
OG0005762	Cg003G076880, Cg014G332720	XP_009111425.1, XP_009134518.2
OG0005763	Cg003G077880	XP_033143209.1, XP_009111355.1
OG0005764	Cg003G078820, Cg014G330710	XP_009144542.1, XP_009149713.2
OG0005765	Cg003G094630, Cg003G079380	XP_009122006.3, XP_009134367.1
OG0005766	Cg003G094470, Cg003G079540	XP_009134350.1, XP_009121906.1
OG0005767	Cg008G320530	XP_009113930.1, XP_009123938.1
OG0005768	Cg008G320470	XP_009113932.1, XP_009101727.2
OG0005769	Cg006G242560	XP_009111136.1
OG0005770	Cg008G320220	XP_033137159.1, XP_009101739.3, XP_033140608.1
OG0005771	Cg005G173160	XP_009143858.1, XP_009141318.1
OG0005772	Cg005G173170	XP_009141315.1, XP_009143859.1
OG0005773	Cg005G173970	XP_018514769.1
OG0005774	Cg005G174670	XP_009141202.1, XP_009132829.2, XP_033147651.1
OG0005775	Cg005G176680	XP_009144320.1, XP_009141048.1
OG0005776	Cg005G176880	XP_009132708.1, XP_018513674.2, XP_009144337.1
OG0005777	Cg005G178200	XP_009133862.1, XP_009103716.1, XP_009140949.1
OG0005778	Cg005G175160	XP_009132792.1, XP_009141161.1
OG0005779	Cg005G179310	XP_033143912.1, XP_033132161.1
OG0005781	Cg005G181700	XP_033130906.1, XP_033145832.1
OG0005782	Cg001G007080	XP_009138176.1, XP_009123672.1, XP_009108810.2
OG0005784	Cg008G294140	XP_009125957.1, XP_009121708.1, XP_009131375.2
OG0005785	Cg004G117020	XP_018514324.1, XP_009117713.1
OG0005787	Cg004G117490	XP_018510351.2, XP_009134663.1, XP_009134660.1
OG0005788	Cg004G117540	XP_009118001.1
OG0005789	Cg004G118520	XP_009130362.1
OG0005790	Cg004G121710	XP_033141211.1
OG0005791	Cg004G122620	XP_009147147.1, XP_009124805.1
OG0005792	Cg004G122790	XP_009147190.2, XP_009124686.2
OG0005793	Cg004G122850	XP_009147130.1, XP_009135975.2, XP_009124652.1
OG0005794	Cg004G122920	XP_009124613.1, XP_009147123.1, XP_009134934.1
OG0005795	Cg004G123680	XP_009124297.1, XP_009147056.1
OG0005796	Cg007G249080	XP_009113128.1, XP_009104717.1
OG0005797	Cg004G123920	XP_009134993.1, XP_009124140.1
OG0005798	Cg004G124250	XP_009146998.1, XP_009135100.1
OG0005799	Cg005G165660	XP_009142686.1, XP_009141893.1
OG0005800	Cg005G165980	XP_009133418.1, XP_009143240.1
OG0005801	Cg005G169000	XP_009141667.1, XP_033147981.1
OG0005802	Cg005G166800	XP_009141812.1, XP_009143313.1
OG0005803	Cg005G169670	XP_009141615.1, XP_009133102.1, XP_009143547.1
OG0005805	Cg005G169120	XP_009141654.1, XP_009143503.1
OG0005806	Cg005G168850	XP_009143468.1, XP_009133196.1
OG0005807	Cg005G168770	XP_009141685.1, XP_033142650.1
OG0005808	Cg005G168080	XP_009141731.1, XP_009143404.1
OG0005809	Cg005G167640	XP_009141755.2, XP_009133281.2, XP_009143367.2
OG0005810	Cg005G167750	XP_018514662.1, XP_009133264.1
OG0005811	Cg005G167830	XP_009141743.1, XP_009143383.1, XP_009133259.1
OG0005812	Cg006G230500	XP_009148925.1, XP_009110488.2, XP_009117835.1
OG0005813	Cg006G229600	XP_033128774.1, XP_009149070.2
OG0005814	Cg006G229540	XP_009149078.1
OG0005815	Cg006G229320	XP_009149104.1, XP_009110447.1, XP_009117750.1
OG0005816	Cg006G229190	XP_009110773.3, XP_009149114.1
OG0005817	Cg006G228840	XP_009117720.1, XP_009149152.1
OG0005818	Cg007G273540	XP_018508689.1, XP_033131147.1, XP_033131146.1
OG0005819	Cg006G228190	XP_009127587.1
OG0005820	Cg006G226380	XP_009103381.1, XP_009149447.1, XP_033133906.1
OG0005821	Cg006G225550	XP_009103341.1
OG0005822	Cg006G225400	XP_009149539.1, XP_009103334.1
OG0005823	Cg006G224170	XP_009103283.1, XP_033133866.1, XP_009149704.1
OG0005824	Cg006G223470	XP_009123119.1, XP_009110135.2, XP_009103235.1
OG0005825	Cg006G222390	XP_009103174.1, XP_009115525.1, XP_009110100.1
OG0005826	Cg006G222050	XP_009115500.1, XP_009110081.2
OG0005827	Cg006G221890	XP_009115477.1
OG0005828	Cg008G294240	XP_009131385.1, XP_009121698.1
OG0005829	Cg006G219040	XP_009102966.1, XP_009109794.1
OG0005830	Cg006G219150	XP_009113762.1, XP_009109802.1
OG0005831	Cg001G016470	XP_009138049.2, XP_009109247.1
OG0005832	Cg005G187380, Cg005G187370	XP_033134465.1, XP_009117042.1
OG0005833	Cg001G015870	XP_009138709.1, XP_009137486.2
OG0005834	Cg001G015780	XP_009137490.1, XP_009138776.1
OG0005835	Cg001G015490	XP_009137513.1, XP_009139119.1
OG0005836	Cg005G190540	XP_009117246.1, XP_033146394.1
OG0005837	Cg005G190870, Cg008G303480	XP_033145469.1
OG0005838	Cg006G230790	XP_009117851.1, XP_009110507.1
OG0005839	Cg006G231160	XP_033133750.1, XP_009117881.1, XP_033130089.1
OG0005840	Cg006G232020	XP_009117949.1, XP_009148678.1, XP_033133768.1
OG0005841	Cg006G232560	XP_009148524.1
OG0005842	Cg006G233080	XP_009110619.1, XP_033135465.1
OG0005843	Cg006G233260	XP_009148574.1, XP_009110630.1, XP_009118064.2
OG0005844	Cg006G233390	XP_009118077.1, XP_009148583.1
OG0005845	Cg006G233620	XP_009110661.2, XP_033128160.1
OG0005846	Cg006G233720	XP_009118113.1, XP_009110669.1
OG0005847	Cg006G234000	XP_009118168.1, XP_009110690.1
OG0005848	Cg006G234280	XP_009110709.1
OG0005849	Cg006G234640	XP_009148458.1, NP_001288934.1
OG0005850	Cg006G234650	XP_009110726.1, XP_009133046.1
OG0005852	Cg006G235540, Cg007G251030	XP_009148378.1, XP_009144438.1
OG0005853	Cg006G236010	XP_009148315.1, XP_009118285.1
OG0005854	Cg006G236450	XP_009118304.1, XP_033133457.1, XP_033129895.1
OG0005855	Cg006G236760	XP_033133464.1, XP_033130079.1
OG0005856	Cg006G237380	XP_009110877.1
OG0005857	Cg006G237660	XP_033133216.1
OG0005858	Cg006G238110	XP_009148048.1, XP_033132512.1
OG0005859	Cg006G238340	XP_009148023.1, XP_009110921.1
OG0005860	Cg006G238570	XP_018510934.1, XP_009118431.1, XP_009118432.1
OG0005861	Cg006G239130	XP_009118464.1, XP_009110962.1, XP_009118998.1
OG0005862	Cg006G241700	XP_009119264.1, XP_009111087.1, XP_033131303.1
OG0005863	Cg006G241720	XP_009119265.2, XP_009118623.2
OG0005864	Cg006G241760	XP_009119267.1
OG0005865	Cg006G243310	XP_009118718.1, XP_009111170.1, XP_009119579.1
OG0005866	Cg006G243940	XP_009119634.1, XP_009118769.2, XP_009111199.1
OG0005867	Cg006G244230	XP_018509476.2, XP_033138119.1
OG0005869	Cg008G294730	XP_009131415.1
OG0005870	Cg008G294550	XP_009121672.1
OG0005871	Cg008G294290	XP_009121694.1, XP_009125965.1
OG0005872	Cg008G295390	NP_001288849.1, XP_009126032.1, XP_009131440.1
OG0005873	Cg008G295910	XP_009126060.1, XP_033138820.1, XP_009131486.1
OG0005874	Cg008G296270	XP_009121531.1, XP_009126079.1
OG0005875	Cg008G297810	XP_009126191.1, XP_009107526.1
OG0005876	Cg008G298820, Cg008G298810, Cg008G298800	XP_009131670.1, XP_009126255.1
OG0005877	Cg008G299570	XP_009120915.1
OG0005879	Cg008G307920	XP_009151279.1, XP_009111918.1
OG0005880	Cg008G308150	XP_009151296.2, XP_009111884.1
OG0005881	Cg008G308410	XP_009151303.1, XP_009111875.2, XP_009129779.2
OG0005882	Cg008G310760, Cg008G309100	XP_009129757.2, XP_009151708.1
OG0005883	Cg008G309670, Cg008G311500	XP_009151671.1, XP_018509742.1
OG0005884	Cg008G293870	XP_009131357.1, XP_009125940.1
OG0005885	Cg008G286250	XP_009130881.1, XP_009125600.1, XP_033137774.1
OG0005886	Cg008G305520	XP_009151104.2, XP_009111678.2
OG0005887	Cg008G304540	XP_009111646.1, XP_009129997.1, XP_009151017.1
OG0005888	Cg008G303570	XP_009141810.1, XP_009150914.1
OG0005889	Cg003G108690	XP_009136423.1, XP_009130140.1, XP_009111969.1
OG0005890	Cg003G109160	XP_009130171.1, XP_009136471.2
OG0005891	Cg003G109990	XP_033141845.1, XP_009112011.2
OG0005892	Cg002G059650	XP_009149912.1
OG0005893	Cg003G110560	XP_009112033.1, XP_009151404.1
OG0005894	Cg003G106300	XP_009120385.1, XP_009126743.1
OG0005895	Cg003G106250	XP_009126745.1, XP_009121303.1
OG0005896	Cg003G106170	XP_033140118.1, XP_009123174.3, XP_009120373.2, XP_009132036.1
OG0005897	Cg003G106110	XP_033144585.1, XP_033138863.1, XP_033137395.1
OG0005898	Cg003G106000	XP_009132053.1, XP_009126751.1
OG0005899	Cg004G126760	XP_009146785.2, XP_009122489.1, XP_009135140.1
OG0005900	Cg003G105810	XP_009126769.1, XP_009120334.1, XP_009132073.2
OG0005901	Cg002G055380	XP_009115833.1, XP_009148992.2
OG0005902	Cg002G056420	XP_033138244.1, XP_009115716.1, XP_009136544.1
OG0005903	Cg002G057680	XP_009150156.2, XP_009149756.1, XP_009151913.2
OG0005904	Cg002G058900	XP_009150210.1, XP_009149843.1
OG0005907	Cg007G269140	XP_009127677.1, XP_033131409.1, XP_009105437.1
OG0005909	Cg007G272020	XP_009105820.1
OG0005910	Cg007G272350	XP_009105859.2, XP_009127886.1
OG0005911	Cg007G278660	XP_009128272.1, XP_009104591.1, XP_009106449.1
OG0005912	Cg007G277990	XP_033128556.1, XP_009103288.1, XP_009110175.1
OG0005913	Cg007G277080	XP_009128176.2, XP_009104676.1, XP_009106302.1
OG0005914	Cg007G276830	XP_009106275.1, XP_009128160.1, XP_033130733.1
OG0005915	Cg007G275730	XP_009106180.1, XP_009104712.1, XP_009128086.1
OG0005916	Cg007G275480	XP_009104729.1, XP_018512357.2
OG0005917	Cg007G275120	XP_009106128.1, XP_009128055.1, XP_009104754.1
OG0005918	Cg006G228760	XP_009149166.1, XP_009117714.1
OG0005919	Cg007G279300	XP_009106578.1, XP_009128304.1
OG0005920	Cg007G279370	XP_009106588.2, XP_009128310.1
OG0005921	Cg007G280580	XP_009128393.1, XP_009106719.1
OG0005922	Cg007G281270	XP_009128440.1
OG0005923	Cg006G230490	XP_009117830.1, XP_009148926.1
OG0005924	Cg004G128640	XP_009124687.1, XP_009146571.2
OG0005925	Cg004G129030	XP_009146543.1, XP_009124724.1
OG0005926	Cg004G129820	XP_009135342.1, XP_009135337.1, XP_009146435.1
OG0005927	Cg004G130740	XP_009146340.1, XP_033128153.1
