Orthogroup	Cardamine_glauca	Eutrema_salsugineum
OG0010953	Cg008G324940	XP_006398430.1
OG0010954	Cg004G143670	XP_006418574.1
OG0010955	Cg004G143600	XP_006418581.1
OG0010956	Cg001G034040	XP_006395928.1
OG0010957	Cg004G143500	XP_006418603.1
OG0010958	Cg001G031970	XP_024005575.1
OG0010959	Cg005G166460	XP_024005867.1
OG0010960	Cg001G029540	XP_024005309.1, XP_024005182.1
OG0010961	Cg001G028680	XP_006414850.1
OG0010962	Cg001G028600	XP_006414846.1
OG0010963	Cg001G028500	XP_006414836.1
OG0010964	Cg001G028440	XP_006414824.1
OG0010965	Cg007G259120	XP_006418818.1
OG0010966	Cg001G027300	XP_024004853.1
OG0010967	Cg001G026020	XP_006414507.1
OG0010968	Cg001G040470	XP_006405568.1
OG0010969	Cg001G040510	XP_006405565.1
OG0010970	Cg004G144310	XP_006405554.1
OG0010971	Cg004G144370	XP_006405545.1
OG0010972	Cg004G144400	XP_006405543.1, XP_006395372.1
OG0010973	Cg001G040750	XP_024008109.1, XP_006405541.1
OG0010974	Cg001G041060	XP_006405494.1
OG0010975	Cg001G041150	XP_006405489.1
OG0010976	Cg001G041270	XP_024014574.1
OG0010977	Cg001G041350	XP_006405451.1
OG0010978	Cg001G042640	XP_006405312.1
OG0010979	Cg001G043040	XP_024005328.1
OG0010980	Cg005G157740	XP_006397983.1
OG0010981	Cg005G157810	XP_024010831.1
OG0010982	Cg005G157820	XP_006397975.1
OG0010983	Cg005G158160	XP_006397941.1
OG0010984	Cg005G158280	XP_006397934.1
OG0010986	Cg005G158510	XP_006397910.1
OG0010987	Cg005G158960	XP_006397863.1
OG0010988	Cg005G159600	XP_006397799.1
OG0010989	Cg005G160030	XP_006397753.1
OG0010990	Cg005G160120	XP_006397743.1
OG0010991	Cg005G160130	XP_006397742.1
OG0010992	Cg005G160530	XP_006397706.1, XP_024010900.1
OG0010993	Cg005G160770	XP_006397683.1
OG0010994	Cg005G161180	XP_006397646.1
OG0010995	Cg005G161190	XP_006397644.1
OG0010996	Cg005G161290	XP_006397634.1
OG0010997	Cg005G161430	XP_006397617.1
OG0010998	Cg002G047060	XP_024012735.1
OG0010999	Cg007G268610, Cg007G268630, Cg007G268620	XP_006391136.1
OG0011000	Cg005G162970	XP_006411564.1
OG0011001	Cg005G163100	XP_006411551.1
OG0011002	Cg005G163350	XP_024016808.1
OG0011003	Cg005G163690	XP_006411492.2
OG0011004	Cg005G164140	XP_006411452.1
OG0011005	Cg005G164210	XP_006411442.1
OG0011006	Cg005G164270	XP_006411432.1
OG0011007	Cg005G164280	XP_006411431.1
OG0011008	Cg005G164370	XP_006411425.1
OG0011009	Cg005G164400	XP_006411421.1
OG0011010	Cg008G282110	XP_006398583.1
OG0011011	Cg008G282170	XP_006398590.1
OG0011012	Cg008G282180	XP_006398591.1
OG0011013	Cg008G282240	XP_006398598.1
OG0011014	Cg008G282260	XP_006398600.1
OG0011015	Cg008G282290	XP_006398603.1
OG0011016	Cg003G079600, Cg003G094420	XP_006396573.1
OG0011018	Cg008G283280	XP_006398710.2
OG0011019	Cg008G283410	XP_006398718.1
OG0011020	Cg008G283440	XP_006398721.1
OG0011021	Cg008G283600	XP_006398742.1
OG0011023	Cg008G284130	XP_006402113.1
OG0011024	Cg008G284740	XP_006398856.1
OG0011025	Cg008G284790	XP_024011467.1
OG0011026	Cg008G305940	XP_024007083.1
OG0011027	Cg008G300660	XP_006400584.1
OG0011028	Cg003G115880	XP_006417831.1
OG0011029	Cg008G301020	XP_006400621.1
OG0011031	Cg008G301360	XP_006400661.1
OG0011032	Cg008G301540	XP_006400682.1
OG0011033	Cg008G301730	XP_006400702.1
OG0011034	Cg008G301770	XP_006400706.1
OG0011035	Cg008G302280	XP_006400757.1
OG0011036	Cg008G302290	XP_006400758.1
OG0011037	Cg003G108340	XP_006400825.1
OG0011038	Cg003G108300	XP_006400830.1
OG0011039	Cg003G108190	XP_006400843.1
OG0011040	Cg003G108170	XP_024011962.1, XP_024006316.1
OG0011041	Cg003G106990	XP_006400972.1
OG0011042	Cg003G107130	XP_006400955.1
OG0011043	Cg003G106550	XP_024012711.1
OG0011044	Cg003G111430	XP_006394256.1
OG0011045	Cg003G111700	XP_006394233.1
OG0011046	Cg003G112000	XP_006394192.1
OG0011047	Cg003G112010	XP_006394191.1
OG0011048	Cg003G112080	XP_006394183.1
OG0011049	Cg003G112550	XP_006394131.1
OG0011050	Cg002G056260	XP_006404021.1
OG0011051	Cg003G115060	XP_006393867.1
OG0011052	Cg003G115070	XP_006393866.1
OG0011053	Cg003G115320	XP_006393845.1
OG0011054	Cg003G115620	XP_006393810.1
OG0011055	Cg003G115800	XP_006393795.1
OG0011056	Cg001G006420	XP_006393780.1
OG0011057	Cg003G076510, Cg014G333060	XP_006396255.1
OG0011058	Cg014G333070, Cg003G076500	XP_006396254.1
OG0011059	Cg003G076270, Cg014G333310	XP_006396236.1
OG0011060	Cg003G076180	XP_006396225.2
OG0011063	Cg003G077900, Cg014G331760	XP_006396353.1
OG0011064	Cg003G077890, Cg014G331770	XP_006396354.1
OG0011065	Cg014G331790, Cg003G077860	XP_006396357.1
OG0011066	Cg003G077820, Cg014G331830	XP_006396362.1
OG0011067	Cg014G331870, Cg003G077770	XP_024009874.1
OG0011068	Cg003G077610, Cg014G332000	XP_024009853.1, XP_006396381.2
OG0011069	Cg014G332050, Cg003G077560	XP_024009803.1
OG0011070	Cg003G077430, Cg014G332190	XP_006396401.1
OG0011071	Cg014G331460, Cg003G078190	XP_006396427.1
OG0011072	Cg003G078440, Cg014G331160	XP_006396451.1
OG0011073	Cg014G331120, Cg003G078480	XP_006396455.1
OG0011074	Cg003G078610, Cg014G330940	XP_006396465.1
OG0011075	Cg003G078940, Cg003G095010	XP_006396508.1
OG0011076	Cg003G078900, Cg003G095050	XP_006396503.1
OG0011077	Cg003G094460, Cg003G079550	XP_006396569.1
OG0011078	Cg008G319790	XP_006403169.1
OG0011079	Cg005G173660	XP_006410437.1
OG0011080	Cg002G045580	XP_006418627.2, XP_006396222.1
OG0011081	Cg005G173860	XP_006410414.1
OG0011082	Cg005G174460, Cg005G173720	XP_006410431.1
OG0011083	Cg005G173710	XP_006410433.1
OG0011084	Cg005G174550	XP_006410347.1
OG0011085	Cg005G175470	XP_024004266.1
OG0011086	Cg005G175760	XP_024004300.1
OG0011087	Cg005G176170	XP_006410158.1
OG0011088	Cg005G177150	XP_006410036.1
OG0011089	Cg005G177370	XP_006410013.1
OG0011090	Cg005G177570	XP_006409998.1
OG0011091	Cg005G178150	XP_006409925.1
OG0011092	Cg005G178610	XP_006409889.1
OG0011093	Cg005G178990	XP_006409858.1
OG0011094	Cg005G179060	XP_006409852.1
OG0011095	Cg005G179300	XP_024004965.1, XP_006409828.2
OG0011096	Cg005G180170	XP_006409756.2
OG0011097	Cg005G182430	XP_024016011.1
OG0011098	Cg005G181460	XP_006408700.1
OG0011100	Cg005G182520	XP_006411101.1
OG0011101	Cg008G312540	XP_024007072.1
OG0011102	Cg008G290290	XP_006392087.1
OG0011103	Cg006G220030	XP_006415858.1
OG0011104	Cg005G187250	XP_006405248.1
OG0011107	Cg004G116590	XP_006408510.1
OG0011108	Cg004G116320	XP_006408540.1
OG0011109	Cg005G176750	XP_006410080.1
OG0011110	Cg004G115930	XP_006408580.1
OG0011111	Cg005G164580	XP_006411404.1
OG0011112	Cg005G164600	XP_006411403.1
OG0011113	Cg001G013890	XP_006413140.2
OG0011114	Cg001G013930	XP_006413144.1
OG0011115	Cg001G013940	XP_006413145.1
OG0011117	Cg004G117810	XP_006408393.1
OG0011118	Cg004G117870	XP_006408387.1
OG0011119	Cg004G118130	XP_006408360.1
OG0011120	Cg008G300090	XP_006400517.1
OG0011121	Cg004G119470	XP_006408269.1
OG0011122	Cg004G120060	XP_006408186.1
OG0011123	Cg004G120830	XP_006408114.1
OG0011124	Cg004G120690	XP_006408123.1
OG0011125	Cg004G120910	XP_024015083.1
OG0011127	Cg004G121680	XP_006408020.1
OG0011128	Cg004G121970	XP_006407988.1
OG0011129	Cg004G122010	XP_006407983.1
OG0011130	Cg004G145030	XP_006396163.1
OG0011131	Cg004G122380	XP_006407948.1
OG0011132	Cg004G123530	XP_024007110.1
OG0011133	Cg004G124060	XP_006407776.1
OG0011134	Cg004G124200	XP_006407763.1
OG0011135	Cg004G124600	XP_024014946.1
OG0011136	Cg004G124610	XP_006407725.1
OG0011137	Cg005G165590	XP_006411313.1
OG0011138	Cg005G166190	XP_006411244.1
OG0011139	Cg005G166520	XP_024003962.1
OG0011140	Cg005G167290	XP_024003756.1
OG0011141	Cg005G167500	XP_024016868.1
OG0011142	Cg005G170550	XP_006410773.1
OG0011143	Cg005G170340	XP_024016662.1
OG0011144	Cg005G169540	XP_006410876.1
OG0011145	Cg005G169180	XP_006410915.1
OG0011146	Cg005G169070	XP_006410927.1
OG0011147	Cg005G168830	XP_006410955.1
OG0011148	Cg005G168710	XP_024004201.1
OG0011149	Cg005G168520	XP_006410990.1
OG0011150	Cg005G168100	XP_006411027.1
OG0011151	Cg005G167780	XP_006411066.1
OG0011152	Cg005G167790	XP_006411065.1
OG0011153	Cg006G229940	XP_006416860.1
OG0011154	Cg006G229870	XP_006416852.2
OG0011155	Cg006G229840	XP_006416849.1
OG0011156	Cg006G229590	XP_006416823.1
OG0011157	Cg006G228770	XP_006416731.1
OG0011158	Cg006G228750	XP_006416728.1
OG0011159	Cg006G228320	XP_006416679.1
OG0011160	Cg006G228290	XP_006416675.1
OG0011161	Cg006G228090	XP_006416656.2
OG0011162	Cg006G226410	XP_006416486.2
OG0011163	Cg006G226230	XP_006416462.1
OG0011164	Cg006G225870	XP_006416435.1
OG0011165	Cg006G225620	XP_006416407.1
OG0011166	Cg006G224670	XP_024008968.1
OG0011167	Cg006G224160, Cg006G224250	XP_006416258.2
OG0011168	Cg006G223010	XP_006416146.1
OG0011169	Cg006G222090	XP_006416057.1
OG0011170	Cg006G221700	XP_024008301.1
OG0011171	Cg006G221480, Cg006G221490	XP_006416000.1
OG0011172	Cg006G221090	XP_006415962.1
OG0011173	Cg006G220790	XP_006415929.1
OG0011174	Cg004G128510	XP_006407294.1
OG0011175	Cg006G220170	XP_006415871.1
OG0011176	Cg006G220100	XP_006415867.1
OG0011177	Cg006G219910	XP_006415845.1
OG0011178	Cg006G219750	XP_006415825.1
OG0011179	Cg006G219710	XP_006415822.1
OG0011180	Cg006G219450	XP_006415795.1
OG0011181	Cg006G219220	XP_006415767.1
OG0011182	Cg007G267290	XP_006391288.1
OG0011183	Cg006G244880	XP_006418440.1
OG0011184	Cg006G219120	XP_006415755.1
OG0011185	Cg001G033000	XP_006395982.1
OG0011186	Cg001G015640	XP_006413333.1
OG0011187	Cg001G015170	XP_006413289.1
OG0011191	Cg005G190530	XP_024013916.1
OG0011192	Cg005G191050	XP_006404859.1
OG0011193	Cg005G191080	XP_006404856.1
OG0011194	Cg005G191840	XP_006404753.1
OG0011195	Cg005G192700	XP_006404662.1
OG0011196	Cg005G193000	XP_006404641.1
OG0011197	Cg005G193200	XP_006404618.1
OG0011198	Cg005G193770	XP_006404554.1
OG0011199	Cg006G231590	XP_006417025.1
OG0011200	Cg006G231690	XP_006417033.1
OG0011201	Cg006G231840	XP_006417049.1
OG0011202	Cg006G232060	XP_006417078.1
OG0011203	Cg006G232260	XP_006417098.1
OG0011204	Cg006G232970	XP_006417172.1
OG0011205	Cg006G233060	XP_006417187.1
OG0011206	Cg006G218280	XP_006417224.1
OG0011207	Cg007G256870	XP_006417283.1
OG0011208	Cg006G234080	XP_024007814.1
OG0011209	Cg006G234450	XP_006417349.1
OG0011210	Cg006G235050	XP_006417405.1
OG0011211	Cg006G235520	XP_006417457.1
OG0011213	Cg006G235940	XP_006417501.1
OG0011214	Cg006G237010	XP_006417617.1
OG0011215	Cg001G024430	XP_006414313.1
OG0011216	Cg006G237170	XP_006398012.1, XP_006417637.1
OG0011217	Cg006G237370	XP_006417661.1
OG0011218	Cg006G202010	XP_006393516.1
OG0011219	Cg006G237960	XP_006417727.1
OG0011220	Cg006G238810	XP_006417812.1
OG0011221	Cg006G238890	XP_006417820.1
OG0011222	Cg006G240440, Cg006G239350	XP_006417869.1
OG0011223	Cg006G239850	XP_006417929.1
OG0011224	Cg006G240140	XP_006417961.1
OG0011225	Cg006G240190	XP_006417965.1
OG0011226	Cg006G240220	XP_006417968.1
OG0011227	Cg006G240270	XP_006417972.1
OG0011228	Cg006G240740	XP_006418011.1
OG0011229	Cg006G240830	XP_024010548.1
OG0011230	Cg006G240890	XP_006418033.1
OG0011231	Cg006G241690	XP_006418100.1
OG0011232	Cg006G241840	XP_024008643.1
OG0011233	Cg006G242490	XP_024008535.1
OG0011234	Cg005G181160	XP_024008842.1, XP_024005669.1
OG0011235	Cg006G242830	XP_006418220.1
OG0011236	Cg006G242680	XP_006418204.1
OG0011237	Cg006G243040	XP_006418241.1
OG0011238	Cg006G243110	XP_024008693.1
OG0011239	Cg006G243170	XP_006418256.1
OG0011240	Cg006G243210	XP_006418261.1
OG0011241	Cg006G243450	XP_006418287.1
OG0011242	Cg006G243640	XP_006418309.1
OG0011243	Cg006G243750	XP_024008582.1
OG0011244	Cg006G243820	XP_024008278.1
OG0011245	Cg006G244450	XP_006418402.1
OG0011246	Cg006G245260	XP_006418479.1
OG0011247	Cg008G294110	XP_006399902.1
OG0011248	Cg008G294470	XP_006399941.1
OG0011249	Cg008G294340	XP_006399929.2
OG0011250	Cg008G294190	XP_006399910.1
OG0011251	Cg008G294920	XP_006399984.1
OG0011252	Cg008G295580	XP_006400049.1
OG0011253	Cg008G296650	XP_006400176.1
OG0011254	Cg008G296740	XP_006400186.1
OG0011255	Cg008G296940	XP_024012219.1
OG0011256	Cg008G297680	XP_024012175.1
OG0011257	Cg008G297650	XP_006400274.2
OG0011258	Cg008G298140	XP_006400327.1
OG0011259	Cg007G268400	XP_006391156.1
OG0011260	Cg008G298710	XP_024012395.1
OG0011261	Cg008G298830	XP_006397463.2, XP_006403586.1
OG0011262	Cg008G298960	XP_006400410.1
OG0011263	Cg008G299480	XP_006400463.1
OG0011264	Cg008G306100	XP_006394887.1
OG0011265	Cg008G306310	XP_006394907.1
OG0011266	Cg008G306520	XP_024007665.1
OG0011267	Cg008G306460	XP_006394920.1
OG0011268	Cg008G306630	XP_024007134.1
OG0011269	Cg008G307180, Cg007G257170	XP_006394983.1
OG0011270	Cg008G307720	XP_006395032.1
OG0011271	Cg008G307890	XP_006395040.1
OG0011272	Cg008G308030	XP_006395049.1
OG0011273	Cg008G308380	XP_006395065.1
OG0011274	Cg008G310630, Cg008G308990	XP_006395092.1
OG0011275	Cg008G310420, Cg008G308770, Cg008G310430	XP_006395077.1
OG0011276	Cg008G312050	XP_024007507.1
OG0011277	Cg008G293660	XP_006399845.1
OG0011278	Cg008G287740	XP_006399168.1
OG0011279	Cg008G287050	XP_006399091.1
OG0011280	Cg008G286710	XP_006399053.1
OG0011281	Cg008G286380	XP_006399018.1
OG0011282	Cg008G286310	XP_006399011.1
OG0011283	Cg008G286280	XP_006399008.1
OG0011284	Cg008G286230	XP_006399002.2
OG0011285	Cg004G127990	XP_006407353.1
OG0011286	Cg008G285220, Cg008G285270, Cg008G285190	XP_006398904.1
OG0011287	Cg008G305830, Cg008G305840	XP_024006828.1
OG0011288	Cg008G305360	XP_006394812.1
OG0011289	Cg008G305370	XP_006394813.1
OG0011290	Cg008G305080	XP_006394789.1
OG0011291	Cg008G304850	XP_006394771.1
OG0011292	Cg008G304500	XP_006394737.2
OG0011293	Cg008G304330	XP_006394723.2
OG0011294	Cg008G303930	XP_006394677.1
OG0011295	Cg008G303720	XP_006394666.1
OG0011297	Cg008G303440	XP_024007165.1
OG0011298	Cg003G108830	XP_006394539.2
OG0011299	Cg003G109330	XP_006394488.1
OG0011300	Cg003G110490	XP_006394357.1
OG0011301	Cg003G106430	XP_006401038.1
OG0011302	Cg003G106350	XP_006401046.1
OG0011303	Cg003G105950	XP_006401090.1
OG0011304	Cg003G105930	XP_006401092.2
OG0011305	Cg003G105830	XP_006401109.1
OG0011306	Cg002G055710	XP_006403954.1
OG0011307	Cg002G056240	XP_006404019.1
OG0011308	Cg002G056250	XP_006404020.2
OG0011309	Cg002G056280	XP_006404022.1
OG0011310	Cg002G056390	XP_006404029.2
OG0011311	Cg002G056410	XP_024013584.1
OG0011312	Cg002G056990	XP_024013687.1
OG0011313	Cg002G057880	XP_006404187.1
OG0011314	Cg002G058350	XP_006404235.1
OG0011315	Cg002G058380	XP_006404237.1, XP_006404238.1
OG0011316	Cg002G058810	XP_024013825.1
OG0011317	Cg006G232050	XP_006417077.1
OG0011319	Cg002G061050	XP_006418942.1, XP_006418936.2
OG0011321	Cg002G062400	XP_006419075.1
OG0011322	Cg002G063490	XP_006404455.1
OG0011323	Cg002G063560	XP_006411112.1
OG0011324	Cg002G066520, Cg002G066670	XP_006392567.1
OG0011325	Cg001G041630	XP_006405421.1
OG0011326	Cg007G268310	XP_006391173.1
OG0011327	Cg007G268140	XP_006391179.1
OG0011328	Cg007G267910	XP_006391203.2
OG0011329	Cg007G268780	XP_006391120.1
OG0011330	Cg007G268860	XP_006391113.1
OG0011331	Cg007G269970	XP_006390994.1
OG0011332	Cg007G270100	XP_006390981.2
OG0011333	Cg007G272430	XP_006390712.1
OG0011334	Cg007G270870	XP_006390887.1
OG0011335	Cg007G270950	XP_006390874.1
OG0011336	Cg007G271010	XP_006390869.1
OG0011337	Cg007G271220	XP_006390842.1
OG0011338	Cg007G271440	XP_006390818.1
OG0011339	Cg007G272000	XP_006390762.1
OG0011340	Cg007G272060	XP_006390756.1
OG0011341	Cg007G272170	XP_006390742.1
OG0011342	Cg007G272480	XP_006390708.1
OG0011343	Cg007G278880	XP_006390004.1
OG0011344	Cg007G278850	XP_006390007.1
OG0011345	Cg007G278560	XP_006390041.1
OG0011346	Cg007G278050	XP_006390093.1
OG0011347	Cg006G224720	XP_006416316.1
OG0011348	Cg007G277020	XP_006390205.1
OG0011349	Cg007G276270	XP_024011710.1
OG0011350	Cg007G276250	XP_024012427.1
OG0011351	Cg001G010690	XP_006412799.1
OG0011352	Cg006G203480	XP_006393636.2
OG0011353	Cg008G316930, Cg011G328770	XP_006395475.1
OG0011354	Cg007G275880	XP_024012531.1
OG0011355	Cg007G275640	XP_006390345.1
OG0011356	Cg007G275320	XP_006390383.1
OG0011357	Cg007G274930	XP_006390422.1
OG0011358	Cg007G274830	XP_006390432.1
OG0011359	Cg007G274440	XP_006390486.1
OG0011360	Cg007G274390	XP_006390491.1
OG0011361	Cg007G273190	XP_006390629.1
OG0011362	Cg007G280790	XP_006405093.2, XP_006389813.1
OG0011364	Cg007G281110	XP_006389792.1
OG0011365	Cg007G281420	XP_006389754.1
OG0011366	Cg004G128680	XP_006407281.1
OG0011367	Cg004G128740	XP_006407275.1
OG0011368	Cg004G128940	XP_006407259.1
OG0011369	Cg004G129000	XP_006407254.1
OG0011370	Cg004G129020	XP_006407252.1
OG0011371	Cg004G129340	XP_006407210.1
OG0011372	Cg004G129630	XP_006407175.2
OG0011373	Cg004G129710, Cg005G183110	XP_006407165.1
OG0011374	Cg004G129990	XP_006407135.2
OG0011375	Cg004G130100, Cg004G130180	XP_024015596.1
OG0011376	Cg004G130340	XP_006407108.1
OG0011378	Cg006G196130	XP_006392780.1
OG0011379	Cg004G131050	XP_024014822.1
OG0011380	Cg004G131120	XP_006407027.1
OG0011381	Cg004G131250	XP_006407014.1
OG0011382	Cg004G131570	XP_006406994.1
OG0011383	Cg004G131630	XP_006406987.1
OG0011384	Cg004G131710	XP_006406977.1
OG0011385	Cg004G131830	XP_006406965.1
OG0011386	Cg004G132610	XP_006406858.1
OG0011387	Cg004G132700	XP_006406847.1
OG0011388	Cg004G132720	XP_006406843.1
OG0011389	Cg004G132760, Cg004G132770	XP_006406840.1
OG0011390	Cg004G133880	XP_024015768.1
OG0011391	Cg004G134250	XP_006406699.1
OG0011392	Cg004G134490	XP_006406672.1
OG0011393	Cg004G134880	XP_006406633.1
OG0011394	Cg004G135220	XP_006406592.1
OG0011395	Cg004G135410	XP_006406570.1
OG0011396	Cg004G135700	XP_006406542.1, XP_006406543.2
OG0011397	Cg004G135850	XP_006389869.1
OG0011398	Cg004G135980	XP_006406515.1
OG0011399	Cg004G135990	XP_006406514.1
OG0011400	Cg004G136040	XP_006406507.1
OG0011401	Cg004G136510	XP_006406467.1
OG0011402	Cg004G137060	XP_006406408.1
OG0011403	Cg004G137280	XP_006406384.1
OG0011404	Cg004G137350	XP_006406378.1
OG0011405	Cg004G137620	XP_006406355.1
OG0011406	Cg004G138180	XP_024014887.1
OG0011407	Cg004G138820	XP_006406236.1
OG0011408	Cg004G138870	XP_006406234.1
OG0011409	Cg004G139240	XP_006406211.1
OG0011410	Cg004G139410	XP_006406201.1
OG0011411	Cg004G139720	XP_006406156.1
OG0011412	Cg004G139750	XP_006406151.1
OG0011413	Cg004G140400	XP_024015060.1, XP_024014940.1
OG0011414	Cg004G140720	XP_024015455.1, XP_024015428.1
OG0011415	Cg004G141640	XP_024015037.1
OG0011416	Cg004G142100	XP_006418762.1
OG0011417	Cg004G142480	XP_006418722.1
OG0011418	Cg004G142840	XP_006418675.1
OG0011419	Cg004G143050	XP_006418651.1
OG0011420	Cg004G143420	XP_006418608.1
OG0011421	Cg004G144500	XP_006418553.1
OG0011422	Cg004G146730	XP_006397383.1
OG0011423	Cg004G146530	XP_006396102.1
OG0011424	Cg004G146480	XP_006396107.1
OG0011425	Cg004G146310	XP_006396114.1
OG0011426	Cg004G145840	XP_006396133.1
OG0011427	Cg004G145670	XP_006396147.1
OG0011428	Cg007G272710	XP_024015178.1
OG0011429	Cg004G150280, Cg004G151170	XP_006409545.1
OG0011430	Cg004G151790	XP_006409472.1
OG0011431	Cg004G151970	XP_006409462.2
OG0011432	Cg004G153670	XP_024016625.1, XP_006409278.1
OG0011433	Cg004G154110	XP_006409209.1
OG0011434	Cg004G154650	XP_006409147.1
OG0011435	Cg004G154530	XP_006409164.1
OG0011436	Cg004G155190	XP_006409107.1
OG0011437	Cg004G155710	XP_006409060.2
OG0011438	Cg004G155830	XP_006409043.1
OG0011439	Cg004G156130	XP_006408899.1
OG0011441	Cg004G156540	XP_006408937.1
OG0011442	Cg004G156850	XP_006408966.1
OG0011443	Cg004G157270	XP_006409020.1
OG0011444	Cg004G157210	XP_006409015.1
OG0011445	Cg006G195500, Cg006G195480	XP_006392725.1
OG0011446	Cg006G196000, Cg006G195970	XP_024006646.1
OG0011447	Cg006G196220	XP_006392787.1
OG0011448	Cg006G196330	XP_006392798.1
OG0011449	Cg006G197800	XP_006392975.1
OG0011450	Cg006G197860	XP_024006218.1
OG0011451	Cg006G197980	XP_006392993.1
OG0011452	Cg004G137200	XP_006406396.1
OG0011453	Cg006G200130	XP_024006192.1
OG0011454	Cg006G201320	XP_024005943.1
OG0011455	Cg006G201810	XP_006393490.1
OG0011456	Cg001G025070	XP_006414381.1
OG0011457	Cg001G025160	XP_024005639.1
OG0011458	Cg005G171860	XP_024003700.1
OG0011459	Cg005G171870	XP_006410622.1
OG0011460	Cg005G172000	XP_006410609.1
OG0011462	Cg002G054690	XP_006403841.2
OG0011463	Cg002G054590	XP_006403828.2
OG0011464	Cg006G216500	XP_024007983.1, XP_006415532.1
OG0011465	Cg002G053880, Cg002G053870, Cg002G053850	XP_006403763.1
OG0011466	Cg002G053820	XP_006403759.1
OG0011467	Cg002G053700	XP_006403744.1
OG0011468	Cg002G053470	XP_006391885.1, XP_006403721.1
OG0011469	Cg001G012630	XP_006413000.1
OG0011470	Cg002G052580	XP_006403632.1
OG0011471	Cg002G051920	XP_006403550.1
OG0011472	Cg002G051700	XP_006403527.1
OG0011473	Cg002G051270	XP_006403482.1
OG0011474	Cg002G050660	XP_024013794.1
OG0011475	Cg002G050480	XP_006403407.2, XP_006403412.1
OG0011476	Cg002G049400	XP_006402937.1
OG0011477	Cg002G049220	XP_006402917.1
OG0011478	Cg002G049190	XP_006402914.1
OG0011479	Cg002G048820	XP_006402873.1
OG0011480	Cg002G048230	XP_006402811.1
OG0011481	Cg002G048120	XP_006402802.1
OG0011482	Cg006G237320	XP_006417656.1
OG0011483	Cg002G047020	XP_006402685.1
OG0011485	Cg002G046160	XP_006402580.1
OG0011486	Cg002G045940	XP_006402557.1
OG0011487	Cg002G045670	XP_006402525.1
OG0011488	Cg005G159860	XP_006397764.1
OG0011489	Cg002G045070	XP_006402458.1
OG0011490	Cg002G044950	XP_006402447.1
OG0011491	Cg002G044940	XP_006402446.1
OG0011492	Cg002G044890	XP_006402441.1
OG0011493	Cg002G044680	XP_006402426.1
OG0011495	Cg002G044240	XP_006402380.1
OG0011496	Cg002G044150	XP_006402372.1
OG0011497	Cg002G043980	XP_006402350.1
OG0011498	Cg002G043680	XP_024012907.1
OG0011499	Cg002G043580	XP_006402305.1
OG0011500	Cg002G043380	XP_024013005.1
OG0011501	Cg002G043160	XP_006402259.1
OG0011503	Cg002G055730	XP_006403956.1
OG0011504	Cg002G056020	XP_006403997.1
OG0011505	Cg002G055920	XP_024013635.1
OG0011507	Cg002G055120	XP_006403889.1
OG0011508	Cg002G050880	XP_006403447.1
OG0011510	Cg002G044840	XP_006402437.1
OG0011511	Cg008G323190	XP_006398282.2
OG0011514	Cg005G172940	XP_006410514.1
OG0011515	Cg002G064550	XP_024009466.1
OG0011516	Cg007G276550	XP_024011118.1
OG0011517	Cg007G273940	XP_024005762.1
OG0011518	Cg007G273930	XP_006390545.1
OG0011519	Cg001G013400	XP_024005795.1
OG0011520	Cg001G012110	XP_006412957.1
OG0011521	Cg001G010640	XP_024005298.1
OG0011522	Cg001G009620	XP_006412743.1
OG0011523	Cg007G252590, Cg007G252580	XP_006417996.1
OG0011525	Cg006G237820	XP_006417713.1
OG0011526	Cg006G234730	XP_006417378.1
OG0011528	Cg006G232380	XP_006417113.1
OG0011529	Cg006G231240	XP_024008831.1
OG0011532	Cg006G228560	XP_006416705.1
OG0011533	Cg006G225130	XP_006416355.1
OG0011534	Cg006G224310	XP_006416275.2
OG0011535	Cg006G223850	XP_024008876.1
OG0011536	Cg001G034160	XP_006395925.2
OG0011537	Cg007G268600	XP_006391138.1
OG0011538	Cg006G219700	XP_006415821.1
OG0011539	Cg007G267090	XP_006391501.2
OG0011543	Cg006G213290, Cg006G213300	XP_006415172.1
OG0011544	Cg004G156630	XP_006408944.2
OG0011545	Cg004G157050	XP_006409001.1
OG0011546	Cg004G155700	XP_006409061.2
OG0011548	Cg004G129500	XP_006407191.1
OG0011549	Cg004G125560	XP_006407622.1
OG0011550	Cg008G282080	XP_006398580.1
OG0011551	Cg008G284680	XP_006398849.1
OG0011552	Cg008G285100	XP_024011531.1
OG0011554	Cg001G016990	XP_006413495.1
OG0011555	Cg001G017910	XP_006413587.1
OG0011556	Cg006G216060	XP_006415481.1
OG0011557	Cg006G218940	XP_006415736.1
OG0011558	Cg005G175580	XP_006410236.1
OG0011559	Cg008G291460	XP_006399598.1
OG0011561	Cg008G292980	XP_006399772.1
OG0011562	Cg021G335680	XP_006409519.2
OG0011563	Cg003G100440	XP_006401694.1
OG0011564	Cg003G102430	XP_006401488.2
OG0011566	Cg003G105770	XP_024011167.1
OG0011567	Cg008G300540	XP_006400571.1
OG0011568	Cg008G300240	XP_006400535.1
OG0011569	Cg008G300130, Cg005G184200	XP_006400522.1
OG0011570	Cg008G299960	XP_006400507.1
OG0011571	Cg003G111900	XP_006394207.1
OG0011573	Cg006G231010	XP_006416965.1
OG0011574	Cg006G217230, Cg006G217320, Cg006G217290, Cg006G230030	XP_006416874.2
OG0011575	Cg006G220510	XP_024007790.1
