Orthogroup	Cardamine_glauca	Arabis_alpina
OG0009758	Cg004G125720	Aa_G551300.h1.t1, Aa_G469760.h1.t1, Aa_G456540.h1.t1
OG0009760	Cg004G126810	Aa_G333310.h1.t1
OG0009761	Cg004G126870	Aa_G333220.h1.t1
OG0009762	Cg004G127050	Aa_G285230.h1.t1
OG0009763	Cg004G127660	Aa_G5530.h1.t1
OG0009764	Cg004G128040	Aa_G40580.h1.t1
OG0009765	Cg004G153230	Aa_G145430.h1.t1
OG0009767	Cg003G095260, Cg016G334120	Aa_G336430.h1.t1
OG0009768	Cg003G095310, Cg016G334150	Aa_G336440.h1.t1
OG0009769	Cg003G090220, Cg003G095680	Aa_G142860.h1.t1
OG0009770	Cg003G090350, Cg003G095820	Aa_G125920.h1.t1
OG0009771	Cg003G097270	Aa_G431420.h1.t1, Aa_G1042900.h1.t1, Aa_G1042900.h2.t1
OG0009772	Cg003G097650	Aa_G498090.h1.t1
OG0009773	Cg003G097660	Aa_G83880.h1.t1
OG0009774	Cg003G097880	Aa_G466540.h1.t1
OG0009775	Cg003G097950	Aa_G466580.h1.t1
OG0009776	Cg008G293940	Aa_G209640.h1.t1
OG0009777	Cg003G098340	Aa_G598100.h1.t1
OG0009778	Cg003G098680	Aa_G249070.h1.t1
OG0009779	Cg003G098860	Aa_G247200.h1.t1
OG0009780	Cg003G099050	Aa_G411480.h1.t1
OG0009781	Cg003G099110	Aa_G396920.h1.t1
OG0009782	Cg003G099240	Aa_G188180.h1.t1
OG0009783	Cg003G099600	Aa_G338550.h1.t1
OG0009784	Cg003G099690	Aa_G308760.h1.t1
OG0009785	Cg003G099710	Aa_G308740.h1.t1
OG0009786	Cg003G100220	Aa_G134100.h1.t1
OG0009787	Cg003G100130	Aa_G517990.h1.t1
OG0009789	Cg003G100250, Cg003G100260	Aa_G134140.h1.t1
OG0009790	Cg003G100480, Cg007G268150	Aa_G372310.h1.t1
OG0009791	Cg003G101190	Aa_G88180.h1.t1
OG0009792	Cg003G100910	Aa_G141130.h1.t1
OG0009793	Cg003G100860	Aa_G231670.h1.t1
OG0009794	Cg003G100770	Aa_G82320.h1.t1
OG0009795	Cg003G101530	Aa_G54480.h1.t1
OG0009796	Cg003G101830	Aa_G123450.h1.t1
OG0009797	Cg003G102010	Aa_G309820.h1.t1, Aa_G595790.h1.t1
OG0009798	Cg003G102330	Aa_G483090.h1.t1
OG0009800	Cg003G102910	Aa_G48500.h1.t1
OG0009801	Cg003G103010	Aa_G418010.h1.t1
OG0009802	Cg003G103120	Aa_G571570.h1.t1, Aa_G647650.h1.t1, Aa_G647640.h1.t1, Aa_G647660.h1.t1
OG0009803	Cg003G103600	Aa_G216550.h1.t1
OG0009804	Cg003G103910	Aa_G308010.h1.t1
OG0009805	Cg003G104040	Aa_G22200.h1.t1
OG0009806	Cg003G104220	Aa_G22010.h1.t1
OG0009807	Cg003G104310	Aa_G21900.h1.t1
OG0009808	Cg003G104490	Aa_G641870.h1.t1
OG0009809	Cg003G105140	Aa_G575500.h1.t1
OG0009810	Cg003G105290	Aa_G227690.h1.t1
OG0009811	Cg003G105320	Aa_G227640.h1.t1
OG0009812	Cg003G105350	Aa_G227620.h1.t1
OG0009813	Cg003G105590	Aa_G31630.h1.t1
OG0009814	Cg003G105690	Aa_G31550.h1.t1
OG0009815	Cg003G105710	Aa_G31530.h1.t1
OG0009816	Cg002G047460	Aa_G175770.h1.t1
OG0009817	Cg006G204150	Aa_G92320.h1.t1
OG0009819	Cg008G293290	Aa_G385390.h1.t1
OG0009820	Cg008G292740	Aa_G623400.h1.t1
OG0009821	Cg008G292720	Aa_G256670.h1.t1
OG0009822	Cg008G292690	Aa_G256640.h1.t1
OG0009823	Cg008G292680	Aa_G256630.h1.t1
OG0009824	Cg008G292580	Aa_G256490.h1.t1
OG0009825	Cg008G292460	Aa_G233030.h1.t1
OG0009826	Cg008G292430	Aa_G215880.h1.t1
OG0009827	Cg008G292350	Aa_G279020.h1.t1
OG0009828	Cg008G292000	Aa_G116900.h1.t1
OG0009829	Cg008G291950	Aa_G116850.h1.t1
OG0009830	Cg008G291520	Aa_G412790.h1.t1
OG0009831	Cg008G291420	Aa_G753330.h1.t1
OG0009833	Cg008G291270	Aa_G168710.h1.t1
OG0009834	Cg008G290860	Aa_G637110.h1.t1
OG0009835	Cg008G290590	Aa_G356450.h1.t1
OG0009836	Cg008G289870	Aa_G231010.h1.t1
OG0009837	Cg003G112240	Aa_G51550.h1.t1
OG0009838	Cg008G289700	Aa_G130500.h1.t1, Aa_G130500.h2.t1
OG0009840	Cg008G289260	Aa_G210660.h1.t1
OG0009841	Cg008G288850	Aa_G392800.h1.t1
OG0009842	Cg008G288760	Aa_G587770.h1.t1
OG0009845	Cg002G059390	Aa_G296320.h1.t1
OG0009846	Cg001G023480	Aa_G607260.h1.t1
OG0009847	Cg001G023120	Aa_G267070.h1.t1
OG0009849	Cg001G022500	Aa_G155370.h1.t1, Aa_G45870.h1.t1
OG0009851	Cg001G022030	Aa_G507680.h1.t1
OG0009852	Cg001G021800	Aa_G244580.h1.t1
OG0009853	Cg001G021480	Aa_G78220.h1.t1
OG0009854	Cg001G021310	Aa_G455330.h1.t1
OG0009855	Cg001G020830	Aa_G340800.h1.t1
OG0009856	Cg001G019950	Aa_G586810.h1.t1
OG0009857	Cg001G019840	Aa_G37630.h1.t1
OG0009858	Cg001G019220	Aa_G298550.h1.t1
OG0009860	Cg001G017880	Aa_G360280.h1.t1
OG0009861	Cg001G017860	Aa_G360260.h1.t1
OG0009862	Cg001G017480	Aa_G439780.h1.t1
OG0009863	Cg001G017420	Aa_G55670.h1.t1
OG0009865	Cg001G016840	Aa_G186960.h1.t1
OG0009866	Cg006G213090	Aa_G167020.h1.t1
OG0009867	Cg006G211690	Aa_G433760.h1.t1
OG0009868	Cg006G210790	Aa_G377090.h1.t1, Aa_G25310.h1.t1
OG0009870	Cg006G210560	Aa_G60430.h1.t1
OG0009871	Cg006G210510	Aa_G276570.h1.t1
OG0009872	Cg006G209150	Aa_G260100.h1.t1
OG0009873	Cg006G206120	Aa_G54780.h1.t1
OG0009875	Cg006G206890	Aa_G127600.h1.t1
OG0009876	Cg005G187840, Cg006G203130	Aa_G171100.h1.t1
OG0009877	Cg006G218530	Aa_G48130.h1.t1
OG0009878	Cg006G218000	Aa_G650860.h1.t1
OG0009879	Cg006G217440	Aa_G223690.h1.t1
OG0009880	Cg006G216900	Aa_G108440.h1.t1
OG0009881	Cg006G216880	Aa_G108420.h1.t1
OG0009882	Cg006G216570	Aa_G657780.h1.t1
OG0009883	Cg006G216400	Aa_G248850.h1.t1
OG0009884	Cg006G216390	Aa_G248840.h1.t1
OG0009885	Cg006G216190	Aa_G417000.h1.t1
OG0009887	Cg006G216110	Aa_G28330.h1.t1
OG0009888	Cg006G215960	Aa_G138720.h1.t1
OG0009891	Cg001G004780	Aa_G527840.h1.t1
OG0009892	Cg001G004740	Aa_G396510.h1.t1
OG0009893	Cg001G003920	Aa_G453310.h1.t1
OG0009894	Cg001G003780	Aa_G179460.h1.t1
OG0009895	Cg001G003490	Aa_G223080.h1.t1
OG0009896	Cg001G003470	Aa_G223100.h1.t1
OG0009897	Cg001G003390	Aa_G223190.h1.t1
OG0009898	Cg001G003300	Aa_G363150.h1.t1
OG0009899	Cg001G003160	Aa_G214230.h1.t1
OG0009900	Cg001G003140	Aa_G214250.h1.t1
OG0009902	Cg001G002870	Aa_G692060.h1.t1
OG0009903	Cg005G191580	Aa_G288630.h1.t1
OG0009904	Cg001G002700	Aa_G153290.h1.t1
OG0009905	Cg001G002630	Aa_G683390.h1.t1
OG0009906	Cg001G002430	Aa_G95170.h1.t1
OG0009907	Cg001G002330	Aa_G767190.h1.t1
OG0009908	Cg001G002220	Aa_G237330.h1.t1
OG0009909	Cg001G002100	Aa_G294440.h1.t1
OG0009910	Cg001G002050	Aa_G294500.h1.t1
OG0009911	Cg001G001820	Aa_G486240.h1.t1
OG0009912	Cg001G001560	Aa_G557560.h1.t1
OG0009913	Cg001G001500	Aa_G693480.h1.t1
OG0009914	Cg001G001270	Aa_G472590.h1.t1
OG0009915	Cg001G000870	Aa_G468080.h1.t1
OG0009916	Cg001G000770	Aa_G137790.h1.t1
OG0009917	Cg001G000010	Aa_G841540.h1.t1
OG0009918	Cg001G034060	Aa_G241690.h1.t1
OG0009919	Cg001G032940	Aa_G280790.h1.t1
OG0009920	Cg001G038190	Aa_G110120.h1.t1
OG0009921	Cg001G039400	Aa_G245560.h1.t1
OG0009922	Cg001G039600	Aa_G245500.h1.t1
OG0009923	Cg001G039780	Aa_G169310.h1.t1
OG0009924	Cg005G171570	Aa_G263960.h1.t1
OG0009925	Cg005G170970	Aa_G24800.h1.t1
OG0009926	Cg007G248960	Aa_G546260.h1.t1
OG0009927	Cg002G045370	Aa_G81120.h1.t1
OG0009928	Cg005G171060	Aa_G502560.h1.t1
OG0009929	Cg005G171080	Aa_G502540.h1.t1
OG0009930	Cg005G171180	Aa_G11120.h1.t1
OG0009932	Cg005G171300	Aa_G52140.h1.t1
OG0009933	Cg003G084930	Aa_G390530.h1.t1
OG0009934	Cg003G085080, Cg003G085090	Aa_G390460.h1.t1
OG0009935	Cg003G085330	Aa_G184600.h1.t1
OG0009936	Cg003G099340	Aa_G238080.h1.t1, Aa_G697320.h1.t1
OG0009937	Cg005G172490	Aa_G464420.h1.t1
OG0009938	Cg005G172950	Aa_G113440.h1.t1
OG0009939	Cg005G173040	Aa_G113350.h1.t1
OG0009940	Cg005G173060	Aa_G440100.h1.t1
OG0009941	Cg008G315040	Aa_G150490.h1.t1
OG0009942	Cg008G315620	Aa_G612970.h1.t1
OG0009943	Cg011G328880, Cg008G317590	Aa_G243310.h1.t1
OG0009944	Cg003G084300	Aa_G294830.h1.t1
OG0009945	Cg003G084240	Aa_G453770.h1.t1
OG0009947	Cg003G083530	Aa_G129080.h1.t1
OG0009948	Cg003G083470	Aa_G558790.h1.t1
OG0009949	Cg003G081910	Aa_G409250.h1.t1
OG0009951	Cg003G081150	Aa_G93600.h1.t1
OG0009952	Cg003G080800	Aa_G320500.h1.t1
OG0009954	Cg003G093470, Cg003G080480	Aa_G320720.h1.t1, Aa_G320720.h3.t1, Aa_G320720.h2.t1
OG0009955	Cg003G093490, Cg003G080430	Aa_G476480.h1.t1
OG0009956	Cg003G093520, Cg003G080420	Aa_G189400.h1.t1
OG0009957	Cg003G080070, Cg003G093920	Aa_G137390.h1.t1
OG0009959	Cg008G321940	Aa_G254510.h1.t1
OG0009960	Cg008G322310	Aa_G357850.h1.t1
OG0009961	Cg008G322500	Aa_G290910.h1.t1
OG0009962	Cg008G322510	Aa_G290900.h1.t1
OG0009963	Cg008G323340	Aa_G58130.h1.t1
OG0009964	Cg008G323760	Aa_G208130.h1.t1
OG0009964	Cg008G323770	Aa_G149120.h1.t1
OG0009965	Cg008G324000	Aa_G160430.h1.t1
OG0009967	Cg008G324540	Aa_G41300.h1.t1
OG0009968	Cg005G157640	Aa_G13050.h1.t1
OG0009969	Cg008G325240	Aa_G63370.h1.t1
OG0009970	Cg008G325270	Aa_G63400.h1.t1
OG0009971	Cg008G325050	Aa_G162840.h1.t1
OG0009972	Cg001G031980	Aa_G255340.h1.t1
OG0009973	Cg004G140760	Aa_G543590.h1.t1
OG0009975	Cg001G029690	Aa_G126890.h1.t1
OG0009976	Cg002G052320	Aa_G277070.h1.t1
OG0009977	Cg001G029320	Aa_G198070.h1.t1
OG0009978	Cg001G028850	Aa_G79790.h1.t1
OG0009979	Cg001G028090	Aa_G250850.h1.t1
OG0009980	Cg001G027400	Aa_G498450.h1.t1
OG0009981	Cg008G308630, Cg008G310290, Cg001G027040	Aa_G31060.h1.t1
OG0009983	Cg001G040400	Aa_G157280.h1.t1, Aa_G592980.h1.t1, Aa_G313700.h1.t1
OG0009984	Cg001G040410	Aa_G157260.h1.t1, Aa_G151590.h1.t1
OG0009985	Cg001G040420	Aa_G151580.h1.t1
OG0009986	Cg001G040760	Aa_G567940.h1.t1
OG0009987	Cg001G040790	Aa_G567930.h1.t1, Aa_G119940.h1.t1
OG0009988	Cg005G167350	Aa_G486520.h1.t1
OG0009989	Cg001G042250	Aa_G165370.h1.t1
OG0009990	Cg001G042510	Aa_G688870.h1.t1
OG0009991	Cg001G042930	Aa_G184960.h1.t1, Aa_G541530.h1.t1
OG0009992	Cg003G084940	Aa_G390510.h1.t1
OG0009993	Cg005G157590	Aa_G13100.h1.t1
OG0009994	Cg005G157990	Aa_G206100.h1.t1
OG0009995	Cg005G158310	Aa_G226120.h1.t1
OG0009996	Cg005G158350	Aa_G226100.h1.t1
OG0009997	Cg005G158930	Aa_G462260.h1.t1
OG0009998	Cg005G158950	Aa_G462230.h1.t1
OG0009999	Cg005G159060	Aa_G332690.h1.t1
OG0010000	Cg005G159480	Aa_G381040.h1.t1
OG0010001	Cg005G159510	Aa_G381070.h1.t1
OG0010002	Cg005G159950	Aa_G17200.h1.t1
OG0010003	Cg005G160300	Aa_G16170.h1.t1
OG0010004	Cg005G160450	Aa_G289610.h1.t1
OG0010005	Cg005G160540	Aa_G289720.h1.t1
OG0010006	Cg005G160550	Aa_G289730.h1.t1
OG0010008	Cg005G160900	Aa_G175330.h1.t1
OG0010009	Cg004G157310	Aa_G505100.h1.t1
OG0010010	Cg005G161820	Aa_G360560.h1.t1
OG0010012	Cg005G162020	Aa_G445390.h1.t1
OG0010013	Cg005G162120	Aa_G284510.h1.t1
OG0010014	Cg005G162290	Aa_G581340.h2.t1, Aa_G581340.h1.t1
OG0010015	Cg005G162750	Aa_G401550.h1.t1
OG0010016	Cg005G162790	Aa_G437450.h1.t1
OG0010017	Cg005G162820	Aa_G280610.h1.t1
OG0010018	Cg005G162850	Aa_G280560.h1.t1
OG0010019	Cg005G163910	Aa_G67330.h1.t1
OG0010020	Cg005G163870	Aa_G67380.h1.t1
OG0010021	Cg002G048660	Aa_G114720.h1.t1
OG0010022	Cg005G164150	Aa_G422440.h1.t1
OG0010023	Cg005G164230	Aa_G57010.h1.t1, Aa_G145820.h1.t1
OG0010024	Cg005G164410	Aa_G188390.h1.t1
OG0010025	Cg005G164470	Aa_G188440.h1.t1
OG0010026	Cg008G282950	Aa_G18880.h1.t1
OG0010027	Cg008G282960	Aa_G18890.h1.t1
OG0010028	Cg008G283160	Aa_G85290.h1.t1
OG0010029	Cg008G283350	Aa_G260570.h1.t1
OG0010031	Cg008G283650	Aa_G260820.h1.t1
OG0010032	Cg008G283990	Aa_G456340.h1.t1
OG0010033	Cg008G284030	Aa_G259900.h1.t1
OG0010034	Cg008G284080	Aa_G170210.h1.t1
OG0010035	Cg008G284140	Aa_G170180.h1.t1
OG0010036	Cg008G284260	Aa_G170070.h1.t1
OG0010037	Cg008G284270	Aa_G625630.h1.t1
OG0010038	Cg008G284640	Aa_G337170.h1.t1
OG0010039	Cg008G284720	Aa_G259060.h1.t1
OG0010040	Cg008G299810	Aa_G181340.h1.t1
OG0010041	Cg008G300110	Aa_G181200.h1.t1
OG0010042	Cg008G300080	Aa_G181300.h1.t1
OG0010043	Cg008G300590	Aa_G68240.h1.t1
OG0010044	Cg008G300600	Aa_G68230.h1.t1
OG0010045	Cg008G300740	Aa_G68090.h1.t1
OG0010046	Cg008G300700	Aa_G68130.h1.t1
OG0010047	Cg008G300930	Aa_G15580.h1.t1
OG0010049	Cg008G296290	Aa_G379140.h1.t1
OG0010050	Cg008G301140	Aa_G15350.h1.t1
OG0010051	Cg008G301290	Aa_G501650.h1.t1
OG0010052	Cg008G301490	Aa_G404710.h1.t1
OG0010053	Cg008G301520	Aa_G444290.h1.t1
OG0010055	Cg008G302330	Aa_G173910.h1.t1
OG0010056	Cg003G108450	Aa_G127280.h1.t1
OG0010057	Cg003G108270	Aa_G127110.h1.t1
OG0010058	Cg003G108180	Aa_G337340.h1.t1
OG0010059	Cg003G107800	Aa_G34010.h1.t1
OG0010060	Cg003G107250	Aa_G28260.h1.t1
OG0010061	Cg006G218730	Aa_G613740.h1.t1
OG0010063	Cg003G111050	Aa_G472750.h1.t1
OG0010064	Cg003G111140	Aa_G75350.h1.t1
OG0010065	Cg003G111160	Aa_G75330.h1.t1
OG0010066	Cg003G111200	Aa_G75270.h1.t1
OG0010068	Cg003G111790	Aa_G268200.h1.t1
OG0010069	Cg003G112020	Aa_G268420.h1.t1
OG0010070	Cg003G112170	Aa_G51620.h1.t1
OG0010071	Cg003G112260	Aa_G51520.h1.t1
OG0010072	Cg003G112920	Aa_G20740.h1.t1
OG0010073	Cg003G113060	Aa_G681050.h1.t1
OG0010075	Cg003G113670	Aa_G81350.h1.t1
OG0010076	Cg003G113710	Aa_G81320.h1.t1
OG0010077	Cg003G114540	Aa_G165860.h1.t1
OG0010078	Cg003G114710	Aa_G649310.h1.t1
OG0010079	Cg003G114780	Aa_G696710.h1.t1
OG0010080	Cg003G114810	Aa_G180840.h1.t1
OG0010081	Cg003G114820	Aa_G180830.h1.t1
OG0010082	Cg003G115030	Aa_G147090.h1.t1
OG0010083	Cg002G059150	Aa_G43830.h1.t1
OG0010085	Cg002G055440	Aa_G122680.h1.t1
OG0010086	Cg003G096990, Cg003G115910	Aa_G113680.h1.t1
OG0010087	Cg003G075980	Aa_G136140.h1.t1
OG0010088	Cg003G076590, Cg014G332980	Aa_G425530.h1.t1
OG0010089	Cg014G333030, Cg003G076540	Aa_G237380.h1.t1
OG0010090	Cg006G227740	Aa_G55260.h1.t1
OG0010091	Cg003G076840, Cg014G332760	Aa_G53280.h1.t1
OG0010092	Cg003G077960, Cg014G331700	Aa_G347450.h1.t1
OG0010093	Cg014G331990, Cg003G077620	Aa_G46690.h1.t1
OG0010094	Cg003G078120, Cg014G331570	Aa_G191530.h1.t1
OG0010095	Cg003G078160, Cg014G331480	Aa_G191590.h1.t1
OG0010096	Cg003G078310, Cg014G331330	Aa_G99730.h1.t1
OG0010097	Cg014G330930, Cg003G078620	Aa_G179950.h1.t1
OG0010098	Cg003G078780, Cg014G330760	Aa_G188750.h1.t1
OG0010099	Cg003G094750, Cg003G079250	Aa_G189250.h1.t1, Aa_G187620.h1.t1
OG0010100	Cg003G094690, Cg003G079320	Aa_G187670.h1.t1
OG0010101	Cg003G079350, Cg003G094650	Aa_G187710.h1.t1
OG0010102	Cg003G094620, Cg003G079390	Aa_G187740.h1.t1
OG0010103	Cg003G079420, Cg003G094590	Aa_G187770.h1.t1
OG0010104	Cg003G094370, Cg003G079650	Aa_G132940.h1.t1
OG0010106	Cg005G173250	Aa_G208670.h1.t1
OG0010107	Cg005G173330	Aa_G208740.h1.t1
OG0010108	Cg005G174300	Aa_G243660.h1.t1
OG0010109	Cg005G174110	Aa_G346490.h1.t1
OG0010110	Cg005G174730	Aa_G154660.h1.t1
OG0010111	Cg005G174910	Aa_G154820.h1.t1
OG0010112	Cg005G175450	Aa_G359440.h1.t1
OG0010113	Cg005G175650	Aa_G561800.h1.t1
OG0010114	Cg005G175980	Aa_G365420.h1.t1
OG0010115	Cg005G176390	Aa_G249090.h1.t1
OG0010116	Cg005G176890	Aa_G85620.h1.t1
OG0010118	Cg005G178090	Aa_G412140.h1.t1
OG0010119	Cg005G178600	Aa_G135750.h1.t1
OG0010120	Cg005G178850	Aa_G18190.h1.t1
OG0010121	Cg005G179170	Aa_G142700.h1.t1
OG0010122	Cg005G179190	Aa_G182070.h1.t1
OG0010123	Cg005G179270	Aa_G207680.h1.t1
OG0010124	Cg005G179650	Aa_G371190.h1.t1, Aa_G614940.h1.t1
OG0010125	Cg005G179660	Aa_G609960.h1.t1
OG0010126	Cg005G179670	Aa_G19590.h1.t1
OG0010127	Cg005G181140	Aa_G180190.h1.t1
OG0010128	Cg005G182710	Aa_G3080.h1.t1
OG0010129	Cg006G241520	Aa_G54570.h1.t1
OG0010130	Cg005G183310	Aa_G1660.h1.t1
OG0010131	Cg005G185700	Aa_G506500.h1.t1
OG0010132	Cg001G013280	Aa_G77860.h1.t1
OG0010133	Cg004G116120	Aa_G52500.h1.t1
OG0010134	Cg004G124270	Aa_G500860.h1.t1
OG0010136	Cg005G164570	Aa_G188510.h1.t1
OG0010137	Cg005G164620	Aa_G124070.h1.t1
OG0010138	Cg001G014310	Aa_G514900.h1.t1
OG0010139	Cg001G014250	Aa_G63920.h1.t1
OG0010140	Cg004G116870	Aa_G14770.h1.t1
OG0010141	Cg004G117950	Aa_G250350.h1.t1
OG0010142	Cg004G118370	Aa_G111600.h1.t1
OG0010143	Cg004G118390	Aa_G267920.h1.t1
OG0010144	Cg004G119320	Aa_G44930.h1.t1
OG0010145	Cg004G119370	Aa_G44990.h1.t1
OG0010146	Cg004G119450	Aa_G45060.h1.t1
OG0010147	Cg004G119520	Aa_G438170.h1.t1
OG0010148	Cg004G119980	Aa_G304980.h1.t1
OG0010150	Cg004G120460	Aa_G4480.h1.t1
OG0010151	Cg004G121560	Aa_G51180.h1.t1
OG0010152	Cg004G122740	Aa_G47270.h1.t1
OG0010153	Cg004G122730	Aa_G47260.h1.t1
OG0010154	Cg004G122960	Aa_G47890.h1.t1
OG0010155	Cg004G122980	Aa_G47820.h1.t1
OG0010156	Cg004G123150	Aa_G78860.h1.t1
OG0010157	Cg004G123890	Aa_G174150.h1.t1
OG0010158	Cg004G124050	Aa_G258650.h1.t1
OG0010159	Cg003G109850	Aa_G131180.h1.t1
OG0010160	Cg004G124400	Aa_G24330.h1.t1
OG0010161	Cg005G166240	Aa_G38350.h1.t1
OG0010162	Cg005G166390	Aa_G38140.h1.t1
OG0010163	Cg005G166420	Aa_G38100.h1.t1
OG0010164	Cg005G166780	Aa_G357570.h1.t1
OG0010165	Cg002G051610	Aa_G301480.h1.t1
OG0010166	Cg005G167250	Aa_G216810.h1.t1, Aa_G216810.h2.t1
OG0010167	Cg005G167510	Aa_G594380.h1.t1
OG0010168	Cg005G170140	Aa_G12220.h1.t1
OG0010169	Cg005G169890	Aa_G402620.h1.t1
OG0010170	Cg005G169730	Aa_G159720.h1.t1
OG0010171	Cg005G169380	Aa_G457120.h1.t1
OG0010172	Cg005G169370	Aa_G457130.h1.t1
OG0010173	Cg005G169240	Aa_G30000.h1.t1
OG0010175	Cg005G168200	Aa_G172170.h1.t1
OG0010176	Cg005G168310	Aa_G150750.h1.t1
OG0010178	Cg006G239620	Aa_G22630.h1.t1
OG0010179	Cg005G167610	Aa_G792090.h2.t1, Aa_G792090.h1.t1, Aa_G594470.h1.t1, Aa_G820040.h1.t1
OG0010180	Cg006G230420	Aa_G163840.h1.t1
OG0010182	Cg006G229180	Aa_G131890.h1.t1
OG0010183	Cg006G228420	Aa_G528270.h1.t1
OG0010184	Cg006G228300	Aa_G278310.h1.t1
OG0010186	Cg006G227900	Aa_G583530.h1.t1
OG0010187	Cg006G227360	Aa_G119140.h1.t1
OG0010188	Cg006G227280	Aa_G308380.h1.t1
OG0010189	Cg006G226780	Aa_G407850.h1.t1
OG0010190	Cg006G226580	Aa_G323690.h1.t1
OG0010191	Cg006G226490	Aa_G93240.h1.t1
OG0010192	Cg006G226030	Aa_G1050600.h1.t1
OG0010193	Cg006G225990	Aa_G266530.h1.t1
OG0010194	Cg006G225980	Aa_G266480.h1.t1
OG0010195	Cg006G225940	Aa_G266460.h1.t1
OG0010196	Cg006G225890	Aa_G266400.h1.t1
OG0010197	Cg006G225540	Aa_G622630.h1.t1
OG0010198	Cg006G225250	Aa_G546720.h1.t1
OG0010199	Cg006G225240	Aa_G546710.h1.t1
OG0010200	Cg006G225140	Aa_G334120.h1.t1
OG0010201	Cg006G224930	Aa_G60710.h1.t1
OG0010202	Cg006G224320	Aa_G454200.h1.t1, Aa_G149790.h1.t1
OG0010203	Cg006G224300	Aa_G454180.h1.t1
OG0010204	Cg007G278360	Aa_G121530.h1.t1
OG0010205	Cg006G223260	Aa_G372770.h1.t1
OG0010206	Cg006G223090	Aa_G121840.h1.t1
OG0010207	Cg006G222980	Aa_G399780.h1.t1
OG0010208	Cg006G222740	Aa_G367310.h1.t1
OG0010209	Cg006G222610	Aa_G62590.h1.t1
OG0010210	Cg007G270940	Aa_G17590.h1.t1
OG0010211	Cg006G221960	Aa_G562110.h1.t1
OG0010212	Cg006G221230	Aa_G314020.h1.t1
OG0010213	Cg006G220890	Aa_G617620.h1.t1
OG0010215	Cg006G220650	Aa_G92130.h1.t1
OG0010216	Cg006G220410	Aa_G283450.h1.t1
OG0010217	Cg006G220290	Aa_G596290.h1.t1
OG0010218	Cg007G268320	Aa_G218640.h1.t1, Aa_G780300.h1.t1
OG0010219	Cg006G219870	Aa_G233440.h1.t1
OG0010220	Cg006G219670	Aa_G474490.h1.t1
OG0010221	Cg006G219660	Aa_G545630.h1.t1
OG0010222	Cg006G219230	Aa_G61860.h1.t1
OG0010224	Cg001G015740	Aa_G353700.h1.t1
OG0010225	Cg001G015720	Aa_G353730.h1.t1
OG0010227	Cg001G015610	Aa_G831180.h1.t1, Aa_G484000.h1.t1
OG0010228	Cg001G015030	Aa_G586320.h1.t1, Aa_G29580.h1.t1
OG0010229	Cg005G188270	Aa_G87300.h1.t1
OG0010230	Cg005G189830	Aa_G41550.h1.t1
OG0010231	Cg005G189930	Aa_G339240.h1.t1, Aa_G309970.h1.t1
OG0010232	Cg005G190060	Aa_G436850.h1.t1, Aa_G436810.h1.t1, Aa_G436810.h2.t1
OG0010233	Cg005G190510	Aa_G162600.h1.t1
OG0010235	Cg005G191040	Aa_G531990.h1.t1
OG0010236	Cg005G191060	Aa_G11890.h1.t1
OG0010237	Cg005G191070	Aa_G11880.h1.t1
OG0010238	Cg005G191090	Aa_G11850.h1.t1
OG0010239	Cg005G191830	Aa_G428710.h1.t1
OG0010240	Cg005G193160	Aa_G666740.h1.t1
OG0010241	Cg005G193760	Aa_G10120.h1.t1
OG0010242	Cg006G230730	Aa_G121080.h1.t1
OG0010243	Cg006G230810	Aa_G394380.h1.t1
OG0010244	Cg006G231140	Aa_G676350.h1.t1
OG0010245	Cg006G231480	Aa_G117710.h1.t1
OG0010246	Cg006G231680	Aa_G93000.h1.t1
OG0010247	Cg006G232040	Aa_G30200.h1.t1
OG0010248	Cg006G232580	Aa_G164230.h1.t1
OG0010249	Cg006G232570	Aa_G164220.h1.t1
OG0010250	Cg006G232730	Aa_G584930.h1.t1
OG0010251	Cg006G233570	Aa_G246080.h1.t1
OG0010252	Cg006G234630	Aa_G89280.h1.t1
OG0010253	Cg006G234790	Aa_G232650.h1.t1
OG0010254	Cg006G234940	Aa_G457600.h1.t1
OG0010255	Cg006G235030	Aa_G43410.h1.t1
OG0010258	Cg006G236490	Aa_G516460.h1.t1
OG0010259	Cg006G236610	Aa_G194040.h1.t1
OG0010262	Cg006G237210	Aa_G80710.h1.t1
OG0010263	Cg006G238440	Aa_G257620.h1.t1
OG0010264	Cg006G239440	Aa_G22410.h1.t1
OG0010265	Cg006G239750	Aa_G22800.h1.t1
OG0010266	Cg005G157500	Aa_G13260.h1.t1
OG0010267	Cg006G240560	Aa_G219970.h1.t1
OG0010268	Cg006G240860	Aa_G79310.h1.t1
OG0010269	Cg006G240880	Aa_G79280.h1.t1
OG0010270	Cg006G241140	Aa_G235410.h1.t1
OG0010271	Cg006G241150	Aa_G235400.h1.t1
OG0010272	Cg006G241540	Aa_G217770.h1.t1
OG0010273	Cg006G241600	Aa_G217670.h1.t1
OG0010274	Cg006G241930	Aa_G38810.h1.t1
OG0010276	Cg006G242440	Aa_G400300.h1.t1
OG0010277	Cg006G242480	Aa_G400270.h1.t1
OG0010278	Cg006G242820	Aa_G134810.h1.t1
OG0010279	Cg006G242670	Aa_G134640.h1.t1
OG0010280	Cg006G242620	Aa_G134590.h1.t1
OG0010281	Cg006G243090	Aa_G135100.h1.t1
