Orthogroup	Cardamine_glauca	Raphanus_sativus
OG0008801	Cg011G329120, Cg008G317720	XP_018441442.1, XP_018444253.1
OG0008802	Cg003G083860	XP_018443968.1
OG0008803	Cg003G082660	XP_018475333.1, XP_018458961.1
OG0008804	Cg003G081710	XP_018459076.1, XP_018456874.1
OG0008805	Cg003G081550	XP_018461046.1, XP_018452946.1, XP_018476922.1
OG0008806	Cg003G081290	XP_018455008.1, XP_018454962.1
OG0008807	Cg003G081260	XP_018458657.1, XP_018476769.1
OG0008808	Cg003G081110	XP_018457020.1, XP_018468812.1, XP_018476930.1
OG0008809	Cg003G093670, Cg003G080310	XP_018452278.1
OG0008810	Cg003G080000, Cg003G094020	XP_018471502.1, XP_018451973.1
OG0008812	Cg008G320840	XP_018455641.1, XP_018481166.1
OG0008813	Cg008G320880	XP_018436947.1, XP_018480685.1
OG0008814	Cg008G321240	XP_018457976.1, XP_018483842.1
OG0008815	Cg008G321730	XP_018433172.1
OG0008816	Cg008G322430	XP_018434460.1, XP_018452879.1
OG0008817	Cg008G323020	XP_018459606.1, XP_018433547.1
OG0008818	Cg008G323110	XP_018433160.1
OG0008819	Cg008G324260	XP_018464424.1
OG0008820	Cg008G324310	XP_018477801.1, XP_018459929.1
OG0008821	Cg008G324550	XP_018483064.1, XP_018456254.1
OG0008822	Cg008G325290	XP_018456259.1
OG0008823	Cg008G325300	XP_018464925.1, XP_018439838.1
OG0008824	Cg001G033550	XP_018458121.1, XP_018451685.1
OG0008825	Cg001G031460	XP_018485266.1, XP_018447607.1
OG0008826	Cg001G030360	XP_018447073.1
OG0008827	Cg001G030150, Cg005G174220	XP_018448166.1
OG0008828	Cg001G029420	XP_018463917.1, XP_018472129.1
OG0008829	Cg004G142050	XP_018492550.1
OG0008830	Cg001G028100	XP_018451282.1
OG0008831	Cg001G027950	XP_018451004.1, XP_018484121.1
OG0008832	Cg001G027880	XP_018451370.1, XP_018466294.1, XP_018483527.1
OG0008833	Cg001G027080	XP_018450386.1, XP_018469303.1
OG0008834	Cg001G026620	XP_018449312.1
OG0008835	Cg001G026570	XP_018467662.1, XP_018481917.1, XP_018479583.1
OG0008836	Cg001G026010	XP_018477331.1, XP_018477344.1
OG0008837	Cg001G025930	XP_018477495.1, XP_018471239.1
OG0008838	Cg001G040830	XP_018481251.1, XP_018442856.1
OG0008839	Cg001G041830	XP_018484875.1
OG0008840	Cg001G041310	XP_018482029.1, XP_018442944.1
OG0008841	Cg001G041910	XP_018479686.1, XP_018442334.1
OG0008842	Cg001G041890	XP_018478399.1
OG0008843	Cg001G042410	XP_018446650.1, XP_018484292.1
OG0008844	Cg001G042820	XP_018480390.1
OG0008845	Cg001G042940	XP_018484442.1, XP_018465030.1, XP_018463841.1
OG0008846	Cg005G157600	XP_018441624.1, XP_018440110.1, XP_018439245.1
OG0008847	Cg005G157670	XP_018484094.1, XP_018484148.1
OG0008848	Cg005G157720	XP_018484471.1, XP_018484451.1
OG0008849	Cg005G158970	XP_018484924.1, XP_018440365.1
OG0008850	Cg005G159080	XP_018433263.1, XP_018485199.1
OG0008851	Cg005G159200	XP_018485202.1, XP_018439865.1
OG0008852	Cg005G159590	XP_018437470.1, XP_018481707.1
OG0008853	Cg005G159650	XP_018464999.1, XP_018485232.1
OG0008854	Cg005G160000	XP_018478853.1, XP_018433754.1
OG0008855	Cg005G160380	XP_018440274.1, XP_018481520.1
OG0008856	Cg005G160590	XP_018478089.1
OG0008857	Cg005G160680	XP_018481625.1, XP_018466162.1
OG0008858	Cg005G160750	XP_018436974.1
OG0008859	Cg002G046380	XP_018446669.1, XP_018491415.1
OG0008860	Cg005G161620	XP_018474748.1, XP_018439869.1
OG0008861	Cg005G161740	XP_018484375.1, XP_018484030.1, XP_018475948.1
OG0008862	Cg005G161780	XP_018440929.1, XP_018475522.1
OG0008863	Cg005G161790	XP_018475202.1
OG0008864	Cg005G161960	XP_018440107.1, XP_018473177.1
OG0008865	Cg005G162570	XP_018472888.1, XP_018485134.1
OG0008866	Cg005G162830	XP_018477906.1, XP_018463279.1
OG0008867	Cg002G047360	XP_018486274.1, XP_018459986.1
OG0008868	Cg005G163270	XP_018484203.1
OG0008869	Cg005G163590	XP_018484080.1
OG0008870	Cg005G163620	XP_018436967.1
OG0008871	Cg005G163650	XP_018435062.1, XP_018484079.1
OG0008872	Cg008G292160	XP_018476209.1
OG0008873	Cg005G164110	XP_018481943.1, XP_018438181.1
OG0008874	Cg005G164240	XP_018433278.1
OG0008875	Cg005G164480	XP_018439306.1, XP_018477900.1
OG0008876	Cg005G164490	XP_018478899.1
OG0008877	Cg008G282520	XP_018475242.1, XP_018473142.1
OG0008878	Cg008G282620	XP_018462426.1, XP_018475236.1
OG0008879	Cg008G282670	XP_018462425.1, XP_018475233.1
OG0008880	Cg008G282770	XP_018442316.1, XP_018469887.1
OG0008881	Cg008G283180	XP_018472878.1, XP_018468768.1
OG0008882	Cg008G283500	XP_018444120.1
OG0008883	Cg008G283870	XP_018458101.1, XP_018473444.1
OG0008884	Cg008G284420	XP_018472951.1, XP_018442854.1
OG0008885	Cg008G284500	XP_018446344.1, XP_018476689.1
OG0008886	Cg008G284690	XP_018456175.1, XP_018442640.1
OG0008888	Cg008G299830	XP_018470752.1, XP_018470753.1, XP_018443952.1
OG0008889	Cg008G300120	XP_018472075.1, XP_018472675.1
OG0008890	Cg008G300170	XP_018444723.1, XP_018468837.1
OG0008891	Cg008G300230	XP_018445418.1, XP_018470146.1
OG0008892	Cg008G300620	XP_018456754.1, XP_018470185.1
OG0008893	Cg008G300640	XP_018473479.1, XP_018473485.1, XP_018473483.1
OG0008894	Cg008G300250	XP_018445416.1, XP_018465862.1, XP_018475097.1
OG0008895	Cg008G300960	XP_018445732.1, XP_018471548.1
OG0008896	Cg003G108550	XP_018477341.1
OG0008897	Cg008G301370	XP_018471864.1, XP_018470599.1
OG0008898	Cg008G301390	XP_018445024.1, XP_018465518.1, XP_018471862.1
OG0008899	Cg008G301580	XP_018471653.1, XP_018446257.1
OG0008900	Cg008G301640	XP_018453795.1, XP_018444109.1
OG0008901	Cg008G301670	XP_018456861.1, XP_018476488.1
OG0008902	Cg008G301790	XP_018476770.1, XP_018445220.1
OG0008903	Cg008G302140	XP_018471141.1, XP_018447001.1, XP_018447010.1
OG0008904	Cg008G302180	XP_018444164.1, XP_018468330.1
OG0008905	Cg008G302590	XP_018449762.1, XP_018442414.1
OG0008906	Cg008G302730	XP_018445032.1, XP_018468741.1
OG0008907	Cg003G108390	XP_018445383.1, XP_018469248.1
OG0008908	Cg003G107980	XP_018472844.1, XP_018446138.1, XP_018438671.1, XP_018438668.1
OG0008909	Cg003G111720	XP_018493305.1, XP_018454214.1, XP_018452249.1
OG0008910	Cg003G107640	XP_018462616.1, XP_018457486.1
OG0008911	Cg003G107630	XP_018462617.1, XP_018457487.1
OG0008913	Cg003G107460	XP_018468195.1, XP_018452857.1
OG0008914	Cg003G107430	XP_018469073.1, XP_018454805.1
OG0008915	Cg003G106790	XP_018453314.1
OG0008916	Cg003G106710	XP_018452985.1
OG0008917	Cg003G107190	XP_018450224.1
OG0008918	Cg003G106870	XP_018475172.1, XP_018439072.1
OG0008919	Cg003G106620	XP_018469410.1, XP_018452673.1, XP_018452132.1
OG0008920	Cg003G106580	XP_018469411.1, XP_018457305.1
OG0008921	Cg003G106540	XP_018457933.1
OG0008922	Cg003G111600	XP_018452912.1, XP_018491029.1
OG0008923	Cg003G111660	XP_018491789.1
OG0008924	Cg006G237830	XP_018447169.1
OG0008925	Cg003G111770	XP_018440153.1, XP_018493330.1
OG0008926	Cg003G112060	XP_018453153.1
OG0008926	Cg003G112050	XP_018466595.1
OG0008927	Cg003G112220	XP_018456186.1, XP_018486094.1
OG0008928	Cg003G112560	XP_018492866.1, XP_018457903.1
OG0008929	Cg003G112710	XP_018437668.1, XP_018489494.1
OG0008930	Cg003G113150	XP_018439353.1, XP_018432836.1
OG0008931	Cg003G113050	XP_018486537.1, XP_018455440.1, XP_018455438.1
OG0008932	Cg003G113030	XP_018487173.1, XP_018434519.1
OG0008933	Cg003G114010	XP_018489567.1, XP_018438004.1
OG0008934	Cg003G114120	XP_018464316.1, XP_018436762.1
OG0008935	Cg003G114310	XP_018441340.1, XP_018439243.1
OG0008936	Cg003G114450	XP_018456169.1, XP_018440392.1
OG0008937	Cg003G114830	XP_018454481.1, XP_018434420.1
OG0008938	Cg003G114980	XP_018437710.1, XP_018455406.1
OG0008939	Cg003G115000	XP_018438310.1
OG0008940	Cg003G115130	XP_018456771.1, XP_018433311.1
OG0008941	Cg003G115290	XP_018434892.1, XP_018437265.1, XP_018452382.1
OG0008942	Cg003G115390	XP_018441000.1, XP_018457965.1
OG0008943	Cg003G115440	XP_018455608.1, XP_018437090.1
OG0008944	Cg003G115510	XP_018433264.1
OG0008945	Cg003G115670	XP_018438940.1
OG0008946	Cg003G115890	XP_018455326.1, XP_018438935.1
OG0008947	Cg003G076580, Cg014G332990	XP_018456211.1, XP_018476565.1
OG0008948	Cg006G245070	XP_018487758.1, XP_018486480.1
OG0008949	Cg003G076300, Cg014G333280	XP_018456699.1
OG0008950	Cg014G333370, Cg003G076210	XP_018468998.1, XP_018460265.1
OG0008951	Cg003G076190	XP_018455294.1
OG0008952	Cg014G332800, Cg003G076800	XP_018456206.1
OG0008953	Cg003G077140, Cg014G332490	XP_018456564.1
OG0008954	Cg014G331650, Cg003G078040	XP_018454610.1, XP_018463166.1, XP_018476075.1
OG0008955	Cg003G077400, Cg014G332220	XP_018475957.1
OG0008956	Cg005G186550	XP_018472529.1, XP_018474923.1
OG0008957	Cg014G331410, Cg003G078240	XP_018472159.1, XP_018475463.1
OG0008959	Cg003G078890, Cg003G095060	XP_018460629.1, XP_018454879.1
OG0008960	Cg003G094780, Cg003G079220	XP_018469648.1, XP_018464582.1, XP_018464452.1
OG0008961	Cg003G079240, Cg003G094760	XP_018453018.1, XP_018457564.1
OG0008962	Cg005G173300	XP_018482114.1, XP_018436339.1, XP_018436340.1
OG0008963	Cg008G319770	XP_018434402.1
OG0008964	Cg008G319750	XP_018457639.1
OG0008965	Cg008G319380	XP_018477380.1, XP_018478454.1
OG0008966	Cg008G319220	XP_018482183.1, XP_018455078.1
OG0008967	Cg005G173340	XP_018433896.1, XP_018473333.1
OG0008968	Cg005G173530	XP_018485333.1, XP_018480781.1
OG0008969	Cg005G173410	XP_018477108.1, XP_018476898.1
OG0008970	Cg005G173820	XP_018476581.1
OG0008971	Cg005G173760	XP_018472900.1, XP_018467287.1, XP_018439256.1
OG0008972	Cg005G174100	XP_018434266.1
OG0008974	Cg005G174190	XP_018480813.1, XP_018434837.1
OG0008975	Cg006G194000	XP_018440103.1
OG0008977	Cg005G175240	XP_018476196.1, XP_018480398.1
OG0008978	Cg005G175390	XP_018439028.1, XP_018483903.1
OG0008979	Cg005G175570	XP_018478693.1, XP_018472978.1, XP_018463675.1
OG0008980	Cg005G175830, Cg005G175380	XP_018480453.1
OG0008981	Cg005G176010	XP_018437491.1, XP_018478969.1
OG0008982	Cg005G176610, Cg005G176550	XP_018434506.1
OG0008983	Cg005G176590	XP_018475325.1, XP_018482241.1
OG0008984	Cg005G177590	XP_018476483.1, XP_018433075.1
OG0008985	Cg005G177880	XP_018434838.1, XP_018477386.1
OG0008986	Cg005G177900	XP_018481723.1, XP_018438055.1
OG0008987	Cg005G178140	XP_018460858.1, XP_018436856.1
OG0008988	Cg005G178170	XP_018479834.1, XP_018436847.1
OG0008989	Cg005G178530	XP_018480655.1, XP_018439012.1
OG0008990	Cg005G178590	XP_018481988.1, XP_018466212.1
OG0008991	Cg005G178900	XP_018484410.1, XP_018441101.1
OG0008992	Cg005G179030	XP_018484544.1, XP_018440677.1
OG0008993	Cg005G179250	XP_018441946.1, XP_018477058.1
OG0008995	Cg005G179730	XP_018465505.1, XP_018433207.1, XP_018478886.1
OG0008996	Cg005G181530	XP_018440097.1, XP_018440098.1, XP_018477389.1
OG0008997	Cg005G181230	XP_018439067.1
OG0008998	Cg005G181100	XP_018475315.1, XP_018444681.1
OG0008999	Cg005G180430	XP_018477010.1, XP_018441816.1
OG0009000	Cg005G181610	XP_018483314.1
OG0009001	Cg005G185000	XP_018490160.1, XP_018479797.1
OG0009002	Cg005G187230	XP_018434160.1, XP_018475712.1, XP_018463278.1
OG0009003	Cg005G187240, Cg005G185840	XP_018480417.1
OG0009004	Cg001G013220	XP_018481697.1, XP_018449584.1
OG0009005	Cg001G013260	XP_018468985.1, XP_018451092.1
OG0009006	Cg001G013620	XP_018484612.1, XP_018447516.1, XP_018450909.1
OG0009007	Cg004G116630	XP_018465434.1, XP_018461471.1
OG0009008	Cg004G116610	XP_018439170.1
OG0009009	Cg004G116600	XP_018439172.1, XP_018453925.1, XP_018436452.1, XP_018461474.1, XP_018488766.1
OG0009010	Cg004G116350	XP_018441952.1, XP_018491898.1
OG0009011	Cg004G116360	XP_018491985.1, XP_018492019.1
OG0009012	Cg004G116240	XP_018438894.1, XP_018491628.1
OG0009013	Cg001G014330	XP_018472263.1
OG0009014	Cg001G013730	XP_018449380.1, XP_018445987.1
OG0009015	Cg001G013860	XP_018449683.1, XP_018467853.1
OG0009016	Cg004G117040	XP_018432675.1, XP_018488829.1
OG0009017	Cg004G117320	XP_018491348.1, XP_018485688.1
OG0009018	Cg004G117670	XP_018492744.1, XP_018433202.1
OG0009019	Cg004G117750	XP_018492609.1, XP_018485932.1
OG0009020	Cg004G118010	XP_018493541.1, XP_018491798.1, XP_018491797.1
OG0009021	Cg004G118100	XP_018434565.1
OG0009022	Cg004G118240	XP_018485726.1, XP_018490660.1, XP_018436799.1
OG0009023	Cg004G118310	XP_018433592.1, XP_018492089.1
OG0009024	Cg004G118320	XP_018492091.1
OG0009025	Cg005G166380, Cg004G118590	XP_018487356.1, XP_018434907.1
OG0009026	Cg004G119360	XP_018489179.1
OG0009027	Cg004G119680	XP_018493483.1
OG0009028	Cg004G119760	XP_018438968.1, XP_018489808.1
OG0009029	Cg004G119770	XP_018490471.1, XP_018434651.1
OG0009030	Cg004G119930	XP_018486540.1, XP_018488525.1
OG0009031	Cg004G120080	XP_018432630.1, XP_018493053.1
OG0009032	Cg004G120260	XP_018486450.1, XP_018486261.1
OG0009033	Cg004G120300	XP_018486727.1, XP_018493093.1
OG0009034	Cg004G120340	XP_018490637.1, XP_018434539.1
OG0009035	Cg004G120580	XP_018489461.1, XP_018487407.1
OG0009037	Cg004G120940	XP_018432927.1
OG0009038	Cg004G121470	XP_018493311.1, XP_018485487.1
OG0009039	Cg004G121490	XP_018490938.1, XP_018490806.1, XP_018488280.1, XP_018490802.1
OG0009040	Cg004G122000	XP_018485888.1, XP_018485978.1
OG0009041	Cg004G122220	XP_018492040.1, XP_018492054.1
OG0009042	Cg004G122490	XP_018493314.1, XP_018440180.1
OG0009043	Cg004G122690	XP_018492196.1, XP_018490181.1
OG0009044	Cg004G122940	XP_018491720.1, XP_018489647.1
OG0009045	Cg004G123160	XP_018439559.1, XP_018491119.1
OG0009046	Cg008G311210, Cg008G309360	XP_018480421.1, XP_018454929.1
OG0009047	Cg004G123370	XP_018441876.1, XP_018438906.1
OG0009048	Cg008G309980, Cg008G311770	XP_018492977.1
OG0009049	Cg004G123420	XP_018487165.1, XP_018434768.1
OG0009050	Cg004G124020	XP_018443680.1, XP_018489027.1, XP_018466438.1
OG0009051	Cg005G185410	XP_018485640.1
OG0009052	Cg007G268500	XP_018470923.1
OG0009053	Cg004G124120	XP_018433365.1
OG0009054	Cg004G124160	XP_018437876.1, XP_018485412.1
OG0009055	Cg006G203160	XP_018458292.1, XP_018447566.1
OG0009057	Cg005G165600	XP_018476455.1, XP_018478750.1
OG0009058	Cg005G165650	XP_018434535.1
OG0009059	Cg005G165740	XP_018464840.1, XP_018458718.1
OG0009060	Cg005G165800	XP_018478227.1, XP_018458716.1
OG0009061	Cg005G165930	XP_018475565.1, XP_018458714.1
OG0009062	Cg005G166560	XP_018478726.1, XP_018436776.1
OG0009063	Cg005G166570	XP_018439036.1, XP_018461422.1
OG0009064	Cg005G166730	XP_018438285.1, XP_018480962.1
OG0009065	Cg005G167050	XP_018441188.1, XP_018476212.1
OG0009066	Cg005G166820	XP_018434921.1
OG0009067	Cg005G167130	XP_018442039.1, XP_018478441.1
OG0009068	Cg005G167570	XP_018439226.1, XP_018478311.1
OG0009069	Cg007G268100	XP_018468726.1, XP_018452801.1
OG0009070	Cg005G167590	XP_018476908.1, XP_018476902.1, XP_018484791.1
OG0009071	Cg005G170430	XP_018477538.1, XP_018434994.1
OG0009072	Cg005G170370	XP_018475384.1, XP_018438141.1
OG0009073	Cg005G170350	XP_018473052.1, XP_018441528.1
OG0009074	Cg002G054040	XP_018447765.1, XP_018488776.1
OG0009075	Cg005G170060	XP_018475528.1
OG0009076	Cg005G169900	XP_018455657.1, XP_018482246.1
OG0009077	Cg005G169620	XP_018475933.1, XP_018483616.1
OG0009078	Cg005G169460	XP_018476384.1, XP_018439716.1
OG0009079	Cg005G169140	XP_018433295.1, XP_018480701.1
OG0009081	Cg005G168570	XP_018437391.1
OG0009082	Cg005G167700	XP_018476761.1, XP_018433090.1
OG0009083	Cg005G167720	XP_018476765.1, XP_018476763.1, XP_018433092.1
OG0009084	Cg005G168350	XP_018476683.1, XP_018440192.1
OG0009085	Cg005G167820	XP_018485141.1, XP_018476019.1
OG0009086	Cg005G168020	XP_018473239.1
OG0009087	Cg005G168030	XP_018474863.1, XP_018465020.1
OG0009088	Cg005G170740	XP_018484530.1, XP_018476035.1
OG0009089	Cg006G230640	XP_018479785.1, XP_018472471.1
OG0009090	Cg006G230620	XP_018440612.1, XP_018479809.1
OG0009091	Cg006G230450	XP_018433139.1, XP_018438080.1
OG0009092	Cg006G230390	XP_018451694.1, XP_018438957.1
OG0009093	Cg006G230290	XP_018438498.1, XP_018479445.1
OG0009094	Cg006G230240	XP_018469716.1, XP_018439370.1
OG0009095	Cg006G229920	XP_018447314.1, XP_018438760.1
OG0009097	Cg006G229550	XP_018437585.1, XP_018449854.1
OG0009098	Cg006G229460	XP_018439237.1
OG0009099	Cg006G229430	XP_018463606.1
OG0009100	Cg006G229090	XP_018438686.1
OG0009101	Cg006G228740	XP_018436036.1
OG0009102	Cg006G228610	XP_018489778.1, XP_018489787.1, XP_018448032.1
OG0009103	Cg006G228590	XP_018448243.1
OG0009104	Cg006G228340	XP_018468555.1, XP_018490948.1
OG0009105	Cg006G227840	XP_018433242.1
OG0009106	Cg006G227460	XP_018447099.1, XP_018449165.1, XP_018468257.1
OG0009108	Cg006G227410	XP_018449171.1, XP_018449301.1, XP_018439972.1
OG0009109	Cg006G227390	XP_018449170.1, XP_018447107.1, XP_018439960.1
OG0009110	Cg006G226970	XP_018455308.1, XP_018447576.1
OG0009111	Cg006G226050	XP_018449496.1, XP_018442616.1
OG0009112	Cg006G226040	XP_018439173.1, XP_018455740.1, XP_018442603.1
OG0009113	Cg006G225760	XP_018449679.1, XP_018435364.1, XP_018439312.1
OG0009115	Cg006G224900	XP_018437516.1, XP_018467286.1
OG0009116	Cg002G052340	XP_018442495.1, XP_018491308.1
OG0009117	Cg006G224110	XP_018450520.1, XP_018450519.1, XP_018449210.1
OG0009118	Cg006G223980	XP_018450347.1, XP_018468587.1
OG0009119	Cg006G223970	XP_018437369.1, XP_018442571.1, XP_018483669.1
OG0009120	Cg006G223220	XP_018433922.1, XP_018441265.1
OG0009121	Cg006G223210	XP_018434057.1, XP_018441704.1
OG0009122	Cg006G222800	XP_018435771.1, XP_018433798.1
OG0009123	Cg006G222520	XP_018438561.1, XP_018449669.1, XP_018448286.1, XP_018438793.1
OG0009124	Cg006G222400	XP_018484462.1, XP_018473823.1
OG0009125	Cg006G222110	XP_018437617.1
OG0009126	Cg006G221440	XP_018450979.1, XP_018492834.1
OG0009127	Cg006G221250	XP_018436860.1, XP_018448160.1
OG0009128	Cg006G221030	XP_018435047.1, XP_018472912.1
OG0009129	Cg006G220930	XP_018436875.1, XP_018462802.1, XP_018432554.1, XP_018493449.1
OG0009130	Cg007G269570	XP_018451974.1, XP_018444653.1
OG0009131	Cg006G220730	XP_018484274.1, XP_018434906.1
OG0009132	Cg006G220600	XP_018436795.1, XP_018447299.1, XP_018451391.1, XP_018462662.1
OG0009133	Cg006G220490	XP_018448547.1, XP_018449216.1
OG0009134	Cg006G220480	XP_018447325.1
OG0009135	Cg006G220180	XP_018466779.1
OG0009136	Cg006G220160	XP_018480014.1, XP_018462297.1, XP_018489577.1
OG0009137	Cg006G219860	XP_018485090.1, XP_018490216.1
OG0009138	Cg006G219830	XP_018448306.1
OG0009139	Cg006G219550	XP_018490324.1
OG0009140	Cg006G219280	XP_018437366.1
OG0009141	Cg001G016600	XP_018468862.1, XP_018482360.1
OG0009142	Cg003G091860	XP_018454288.1
OG0009143	Cg001G016370	XP_018472309.1
OG0009144	Cg001G016050	XP_018484845.1, XP_018435480.1
OG0009145	Cg001G015940	XP_018482304.1, XP_018450321.1
OG0009146	Cg005G188360	XP_018478627.1, XP_018441562.1
OG0009148	Cg005G188950	XP_018441469.1, XP_018484086.1
OG0009149	Cg005G188900	XP_018477385.1
OG0009150	Cg005G189920	XP_018438789.1, XP_018477126.1
OG0009151	Cg005G190130	XP_018477151.1
OG0009152	Cg005G190750	XP_018438231.1, XP_018482316.1
OG0009153	Cg005G191010	XP_018437600.1, XP_018433016.1
OG0009154	Cg005G191370	XP_018461523.1, XP_018480334.1, XP_018440587.1, XP_018467333.1
OG0009155	Cg005G191590	XP_018482671.1, XP_018482668.1, XP_018462926.1, XP_018440828.1
OG0009156	Cg002G055360	XP_018468737.1, XP_018463826.1
OG0009157	Cg005G192210	XP_018484698.1, XP_018485053.1, XP_018436202.1
OG0009158	Cg005G192360	XP_018439594.1, XP_018480725.1, XP_018480720.1
OG0009159	Cg005G193020	XP_018477286.1
OG0009160	Cg005G193510	XP_018434328.1
OG0009161	Cg005G193820	XP_018433326.1, XP_018478452.1
OG0009162	Cg006G230840	XP_018472427.1, XP_018447860.1
OG0009163	Cg006G231100	XP_018438496.1, XP_018486302.1
OG0009164	Cg006G231270	XP_018436897.1, XP_018435307.1, XP_018483526.1
OG0009165	Cg006G231770	XP_018433842.1, XP_018442097.1
OG0009166	Cg006G231800	XP_018463763.1, XP_018442088.1, XP_018435162.1, XP_018488228.1
OG0009167	Cg006G232010	XP_018438785.1, XP_018433070.1
OG0009168	Cg006G232640	XP_018447874.1, XP_018447873.1
OG0009169	Cg006G232610	XP_018449911.1
OG0009170	Cg006G232940	XP_018489120.1, XP_018489384.1
OG0009171	Cg006G233550	XP_018480039.1, XP_018493562.1
OG0009172	Cg006G234090	XP_018449112.1, XP_018490207.1
OG0009173	Cg006G234210	XP_018451317.1
OG0009174	Cg006G234550	XP_018435144.1, XP_018448149.1
OG0009175	Cg006G235200	XP_018440005.1, XP_018491981.1
OG0009176	Cg006G235230	XP_018435082.1, XP_018487085.1
OG0009177	Cg006G235320	XP_018437525.1, XP_018467759.1, XP_018442073.1
OG0009178	Cg006G235740	XP_018439021.1, XP_018434202.1
OG0009179	Cg006G236160	XP_018488446.1, XP_018433084.1
OG0009180	Cg006G236070	XP_018437259.1, XP_018435006.1
OG0009181	Cg006G236530	XP_018485406.1, XP_018443444.1
OG0009182	Cg006G236750	XP_018485729.1, XP_018489014.1
OG0009183	Cg006G239520	XP_018463943.1
OG0009184	Cg006G236970	XP_018447598.1, XP_018464819.1, XP_018466892.1
OG0009185	Cg006G237070	XP_018491076.1, XP_018465802.1
OG0009186	Cg008G300390	XP_018444093.1, XP_018468335.1
OG0009187	Cg006G237190	XP_018435956.1, XP_018486007.1
OG0009188	Cg006G237240	XP_018433657.1, XP_018433666.1
OG0009189	Cg006G237460	XP_018493424.1, XP_018491799.1
OG0009190	Cg006G237450	XP_018493425.1, XP_018481414.1
OG0009191	Cg006G237430	XP_018436323.1, XP_018487959.1
OG0009192	Cg006G237410	XP_018433339.1, XP_018451127.1
OG0009193	Cg006G237530	XP_018489785.1, XP_018449614.1
OG0009194	Cg006G237590	XP_018447162.1, XP_018491497.1
OG0009195	Cg006G238080	XP_018491719.1, XP_018471672.1, XP_018448201.1
OG0009196	Cg006G237710	XP_018462878.1, XP_018490143.1
OG0009197	Cg006G238390	XP_018463194.1, XP_018489362.1, XP_018490220.1
OG0009198	Cg006G238710	XP_018490395.1, XP_018467352.1, XP_018487337.1, XP_018487333.1
OG0009199	Cg006G238950	XP_018466152.1, XP_018464602.1, XP_018489387.1
OG0009200	Cg006G239740	XP_018433183.1, XP_018449070.1
OG0009201	Cg006G239820	XP_018449063.1, XP_018492898.1
OG0009202	Cg006G239920	XP_018449852.1, XP_018490366.1
OG0009203	Cg006G239960	XP_018461807.1, XP_018435582.1, XP_018447158.1
OG0009204	Cg006G240210	XP_018450032.1
OG0009205	Cg006G240530	XP_018448187.1, XP_018447290.1, XP_018486679.1
OG0009206	Cg006G240930	XP_018472809.1, XP_018487310.1
OG0009207	Cg006G240960	XP_018471238.1, XP_018468752.1, XP_018486757.1
OG0009208	Cg006G241090	XP_018479338.1
OG0009209	Cg007G281320	XP_018444296.1, XP_018442341.1
OG0009210	Cg006G241420	XP_018451320.1, XP_018440686.1
OG0009211	Cg006G241560	XP_018450937.1
OG0009212	Cg006G241610	XP_018450935.1, XP_018490781.1
OG0009213	Cg006G241890	XP_018489866.1, XP_018471106.1
OG0009214	Cg006G242160	XP_018479593.1, XP_018447750.1
OG0009215	Cg006G242430	XP_018447427.1, XP_018451878.1, XP_018487361.1
OG0009216	Cg006G242930	XP_018479553.1, XP_018470395.1
OG0009217	Cg006G243270	XP_018490842.1, XP_018433553.1
OG0009218	Cg006G243340	XP_018489649.1, XP_018485380.1
OG0009219	Cg006G243580	XP_018470147.1, XP_018487162.1
OG0009220	Cg006G243810	XP_018487488.1
OG0009221	Cg006G243900	XP_018489052.1, XP_018443120.1
OG0009222	Cg006G244100	XP_018489210.1, XP_018455109.1, XP_018492211.1
OG0009223	Cg006G244190	XP_018492258.1
OG0009224	Cg006G244270	XP_018492291.1
OG0009225	Cg006G244400	XP_018486716.1
OG0009226	Cg006G244470	XP_018467237.1, XP_018489012.1
OG0009227	Cg006G244540	XP_018489466.1, XP_018433008.1
OG0009228	Cg006G244830	XP_018489689.1, XP_018488634.1
OG0009229	Cg014G333110, Cg003G076470	XP_018434887.1
OG0009230	Cg006G245310	XP_018489258.1, XP_018439145.1
OG0009231	Cg006G245410	XP_018486752.1, XP_018433689.1
OG0009233	Cg008G294150	XP_018444738.1, XP_018477025.1
OG0009234	Cg008G294380	XP_018473680.1, XP_018446188.1, XP_018443192.1
OG0009235	Cg008G294260	XP_018443937.1
OG0009236	Cg008G295130	XP_018474476.1, XP_018465110.1, XP_018470824.1
OG0009237	Cg008G295180	XP_018476470.1, XP_018474298.1, XP_018470790.1
OG0009238	Cg008G295250	XP_018476625.1, XP_018476267.1, XP_018470606.1
OG0009239	Cg008G295920	XP_018449744.1, XP_018473374.1, XP_018474745.1
OG0009240	Cg008G295700	XP_018471055.1, XP_018445788.1
OG0009241	Cg008G295500	XP_018473464.1, XP_018474684.1, XP_018455328.1
OG0009242	Cg008G296070	XP_018446249.1, XP_018468334.1
OG0009243	Cg008G296440	XP_018445344.1, XP_018477012.1
OG0009244	Cg008G296510	XP_018487841.1, XP_018446588.1
OG0009245	Cg008G296960	XP_018486381.1, XP_018442585.1
OG0009246	Cg008G297020	XP_018472583.1, XP_018442374.1
OG0009247	Cg008G297300	XP_018470950.1, XP_018479343.1, XP_018458850.1, XP_018474547.1
OG0009248	Cg008G297490	XP_018442364.1, XP_018467977.1
OG0009249	Cg008G297870	XP_018459144.1, XP_018459148.1
