Orthogroup	Cardamine_glauca	Euclidium_syriacum
OG0008548	Cg006G215000	ESY16_g61956_DN3_SP8_c0.t1
OG0008549	Cg006G214470	ESY16_g61839_DN3_SP8_c0.t1
OG0008550	Cg006G214390	ESY16_g61828_DN3_SP0_c0.t1
OG0008551	Cg006G214230	ESY16_g61792_DN3_SP7_c0.t1
OG0008552	Cg006G213900	ESY16_g61750_DN3_SP7_c0.t1
OG0008553	Cg006G213590	ESY16_g61703_DN3_SP7_c0.t1
OG0008554	Cg001G023920	ESY16_g61625_DN3_SP0_c0.t1
OG0008555	Cg001G024010	ESY16_g61616_DN3_SP8_c0.t1
OG0008556	Cg001G024500	ESY16_g61505_DN3_SP8_c0.t1
OG0008557	Cg006G233690	ESY5_g3770_DN3_SP7_c0.t1
OG0008558	Cg007G256370	ESY2_g34270_DN3_SP0_c0.t1
OG0008559	Cg007G256100	ESY2_g34268_DN3_SP0_c0.t1
OG0008560	Cg007G254170	ESY2_g34203_DN3_SP0_c0.t1
OG0008561	Cg001G007290	ESY4_g25997_DN3_SP8_c0.t1
OG0008562	Cg007G252160	ESY2_g34107_DN1_SP0_c0.t1
OG0008563	Cg006G236120	ESY5_g3379_DN3_SP0_c0.t1
OG0008564	Cg007G251930	ESY2_g34087_DN3_SP0_c0.t1
OG0008565	Cg007G250900	ESY2_g34023_DN3_SP0_c0.t1
OG0008566	Cg007G250850	ESY2_g34018_DN3_SP8_c0.t1
OG0008567	Cg007G249780	ESY2_g33945_DN3_SP0_c0.t1
OG0008568	Cg007G249700	ESY2_g33956_DN3_SP0_c0.t1
OG0008569	Cg004G141670	ESY3_g28150_DN3_SP0_c0.t1
OG0008570	Cg007G249520	ESY2_g33888_DN3_SP8_c0.t1
OG0008571	Cg007G249290	ESY2_g33869_DN3_SP0_c0.t1
OG0008572	Cg007G249200	ESY2_g33864_DN3_SP0_c0.t1
OG0008573	Cg006G234580	ESY5_g3661_DN3_SP0_c0.t1
OG0008574	Cg007G248910	ESY2_g33829_DN3_SP0_c0.t1
OG0008575	Cg007G248880	ESY2_g33826_DN3_SP3_c0.t1
OG0008576	Cg007G248670	ESY2_g33787_DN3_SP8_c0.t1, ESY5_g3698_DN3_SP2_c0.t1
OG0008577	Cg006G234070	ESY5_g3724_DN3_SP7_c0.t1
OG0008578	Cg006G230700	ESY5_g2888_DN3_SP0_c0.t1
OG0008579	Cg002G075220	ESY10_g14597_DN3_SP0_c0.t1
OG0008580	Cg002G075040	ESY10_g14551_DN3_SP0_c0.t1, ESY18_g63747_DN2_SP0_c0.t1
OG0008581	Cg002G074920	ESY10_g14519_DN3_SP0_c0.t1
OG0008582	Cg002G074560	ESY10_g14399_DN3_SP8_c0.t1
OG0008583	Cg002G074280	ESY10_g14336_DN3_SP0_c0.t1
OG0008584	Cg002G073700	ESY10_g14201_DN3_SP7_c0.t1
OG0008585	Cg002G073500	ESY10_g14146_DN3_SP8_c0.t1
OG0008586	Cg002G073130	ESY10_g14053_DN2_SP0_c0.t1
OG0008587	Cg002G072880	ESY10_g14017_DN3_SP0_c0.t1
OG0008588	Cg002G072790	ESY10_g14001_DN3_SP4_c0.t1
OG0008589	Cg002G072630	ESY10_g13977_DN3_SP1_c0.t1
OG0008590	Cg002G072150	ESY10_g13914_DN2_SP0_c0.t1
OG0008591	Cg002G072000	ESY10_g13838_DN3_SP8_c0.t1
OG0008592	Cg002G071680	ESY10_g13819_DN3_SP4_c0.t1
OG0008593	Cg002G071660	ESY10_g13816_DN3_SP1_c0.t1
OG0008594	Cg002G071340	ESY10_g13763_DN3_SP7_c0.t1
OG0008595	Cg002G071210	ESY10_g13724_DN3_SP1_c0.t1
OG0008596	Cg006G198900	ESY10_g13715_DN3_SP1_c0.t1
OG0008597	Cg002G070580	ESY21_g55722_DN3_SP8_c0.t1
OG0008598	Cg002G070550	ESY21_g55717_DN3_SP8_c0.t1
OG0008599	Cg002G069100	ESY21_g55425_DN2_SP0_c0.t1
OG0008600	Cg002G069150	ESY21_g55411_DN3_SP0_c0.t1
OG0008601	Cg002G069570	ESY21_g55255_DN3_SP0_c0.t1
OG0008602	Cg002G069680	ESY21_g55236_DN2_SP0_c0.t1
OG0008603	Cg002G069790	ESY21_g55193_DN3_SP8_c20.t1
OG0008604	Cg002G067760	ESY2_g34584_DN2_SP0_c0.t1
OG0008605	Cg002G067710	ESY2_g34587_DN3_SP0_c0.t1
OG0008606	Cg007G265480	ESY2_g35251_DN3_SP8_c0.t1
OG0008607	Cg007G264970	ESY2_g35276_DN2_SP0_c0.t1
OG0008609	Cg007G262690, Cg008G306590	ESY2_g34383_DN3_SP8_c0.t1
OG0008610	Cg007G245530	ESY2_g33311_DN3_SP7_c0.t1
OG0008612	Cg007G245880	ESY2_g33292_DN3_SP8_c0.t1
OG0008613	Cg007G245910	ESY2_g33297_DN3_SP0_c0.t1
OG0008614	Cg007G246180	ESY2_g33346_DN3_SP3_c0.t1
OG0008615	Cg007G246290	ESY2_g33358_DN3_SP6_c0.t1
OG0008616	Cg007G246410	ESY4_g24091_DN3_SP1_c0.t1, ESY2_g33392_DN2_SP0_c0.t1
OG0008617	Cg007G246990	ESY2_g33531_DN3_SP8_c0.t1
OG0008618	Cg007G246980	ESY2_g33527_DN3_SP0_c0.t1
OG0008619	Cg007G247310	ESY2_g33589_DN3_SP0_c0.t1
OG0008620	Cg007G247790	ESY2_g33645_DN3_SP8_c0.t1
OG0008621	Cg004G128370	ESY3_g30097_DN3_SP0_c0.t1
OG0008622	Cg003G105070	ESY6_g48437_DN3_SP0_c0.t1
OG0008624	Cg005G165010	ESY12_g51027_DN3_SP0_c0.t1
OG0008625	Cg005G164940	ESY12_g51042_DN1_SP0_c0.t1, ESY12_g51041_DN3_SP1_c0.t1
OG0008626	Cg004G124960	ESY3_g30913_DN3_SP8_c0.t1
OG0008627	Cg008G284380	ESY8_g59210_DN3_SP0_c0.t1
OG0008628	Cg004G125860	ESY3_g31059_DN3_SP7_c0.t1
OG0008629	Cg004G126350	ESY3_g31140_DN3_SP0_c0.t1
OG0008630	Cg004G126620	ESY3_g31172_DN3_SP0_c0.t1
OG0008631	Cg004G126720	ESY3_g31183_DN3_SP0_c30.t1
OG0008632	Cg004G127220	ESY3_g31262_DN3_SP8_c0.t1
OG0008633	Cg004G127270	ESY3_g31270_DN3_SP8_c0.t1
OG0008634	Cg004G127650	ESY3_g31303_DN3_SP0_c0.t1
OG0008635	Cg004G127730	ESY3_g31293_DN3_SP8_c0.t1
OG0008636	Cg004G127740	ESY3_g31329_DN3_SP0_c0.t1
OG0008637	Cg004G127940	ESY3_g31336_DN3_SP8_c0.t1
OG0008638	Cg004G128120	ESY3_g30066_DN3_SP8_c0.t1
OG0008639	Cg003G091140	ESY15_g65188_DN3_SP1_c0.t1
OG0008640	Cg003G090230, Cg003G095690	ESY24_g33080_DN3_SP2_c0.t1
OG0008641	Cg003G090460, Cg003G096010	ESY9_g42980_DN3_SP0_c0.t1, ESY24_g33019_DN3_SP0_c0.t1
OG0008643	Cg003G097080	ESY24_g33237_DN3_SP8_c0.t1
OG0008644	Cg003G097120	ESY24_g33228_DN3_SP0_c0.t1
OG0008645	Cg003G097480	ESY11_g52348_DN3_SP0_c0.t1
OG0008646	Cg003G098220	ESY6_g46489_DN3_SP0_c0.t1
OG0008647	Cg003G098330	ESY6_g49410_DN3_SP0_c0.t1
OG0008648	Cg003G099420	ESY6_g46871_DN3_SP8_c0.t1
OG0008649	Cg003G099700	ESY6_g47169_DN3_SP8_c0.t1
OG0008650	Cg003G100050	ESY6_g47230_DN3_SP8_c0.t1
OG0008651	Cg003G099850	ESY6_g47202_DN3_SP5_c0.t1
OG0008652	Cg003G099800	ESY6_g47188_DN3_SP0_c0.t1
OG0008653	Cg003G100370	ESY6_g47416_DN2_SP0_c0.t1
OG0008654	Cg003G100400	ESY6_g47419_DN3_SP0_c0.t1
OG0008655	Cg003G100500	ESY6_g47461_DN3_SP7_c0.t1
OG0008656	Cg003G100520	ESY6_g47481_DN1_SP0_c0.t1
OG0008657	Cg003G101280	ESY6_g47601_DN3_SP7_c0.t1
OG0008658	Cg003G100800	ESY6_g47506_DN3_SP0_c0.t1
OG0008659	Cg003G101400	ESY6_g47616_DN3_SP7_c0.t1
OG0008662	Cg003G102250	ESY6_g47972_DN3_SP0_c0.t1
OG0008663	Cg003G102390	ESY6_g47987_DN3_SP8_c0.t1
OG0008664	Cg003G102480	ESY6_g48003_DN3_SP3_c0.t1
OG0008665	Cg003G102780	ESY6_g48056_DN3_SP0_c0.t1
OG0008666	Cg003G102920	ESY6_g48068_DN3_SP0_c0.t1
OG0008667	Cg003G102930	ESY6_g48069_DN1_SP0_c0.t1
OG0008668	Cg003G103390	ESY6_g48161_DN3_SP7_c0.t1
OG0008669	Cg003G103660	ESY6_g48210_DN3_SP0_c0.t1
OG0008670	Cg003G103680	ESY6_g48212_DN3_SP0_c0.t1
OG0008671	Cg003G104020	ESY6_g48271_DN3_SP0_c0.t1
OG0008672	Cg003G104210	ESY6_g48294_DN3_SP1_c0.t1
OG0008673	Cg003G104230	ESY6_g48296_DN3_SP8_c0.t1
OG0008674	Cg003G104480	ESY6_g48359_DN3_SP0_c0.t1
OG0008675	Cg003G104670	ESY6_g48381_DN3_SP8_c0.t1
OG0008676	Cg003G104780	ESY6_g48402_DN2_SP0_c0.t1
OG0008677	Cg003G104900	ESY6_g48423_DN3_SP8_c0.t1
OG0008678	Cg003G105210	ESY6_g48473_DN3_SP0_c0.t1
OG0008679	Cg003G105440	ESY6_g48523_DN3_SP0_c0.t1
OG0008680	Cg003G105630	ESY6_g48543_DN3_SP8_c0.t1
OG0008681	Cg003G105640	ESY6_g48544_DN3_SP0_c0.t1
OG0008682	Cg009G325630, Cg008G313810	ESY15_g65080_DN3_SP6_c0.t1
OG0008683	Cg008G313970, Cg009G325980	ESY15_g64844_DN3_SP8_c0.t1
OG0008684	Cg008G314050	ESY15_g64860_DN3_SP0_c0.t1
OG0008685	Cg008G293460	ESY7_g18428_DN3_SP8_c0.t1
OG0008686	Cg008G293440	ESY7_g18426_DN3_SP8_c0.t1
OG0008687	Cg008G293230	ESY7_g18403_DN3_SP8_c0.t1
OG0008688	Cg008G293180	ESY7_g18397_DN3_SP8_c0.t1
OG0008689	Cg008G293170	ESY7_g18395_DN3_SP0_c0.t1
OG0008690	Cg008G293120	ESY7_g18390_DN3_SP7_c0.t1
OG0008692	Cg008G292780	ESY7_g18337_DN3_SP5_c0.t1
OG0008693	Cg008G292630	ESY7_g18317_DN3_SP0_c0.t1
OG0008694	Cg008G292410	ESY7_g18281_DN3_SP8_c0.t1
OG0008695	Cg008G292300	ESY7_g18257_DN3_SP8_c0.t1
OG0008696	Cg008G292270	ESY7_g18252_DN3_SP0_c0.t1
OG0008697	Cg008G292210	ESY4_g25767_DN2_SP0_c0.t1
OG0008698	Cg008G291770	ESY7_g18165_DN3_SP3_c0.t1
OG0008699	Cg008G291170	ESY7_g18077_DN3_SP8_c0.t1
OG0008700	Cg008G290940	ESY7_g18043_DN3_SP0_c0.t1
OG0008701	Cg008G290820	ESY7_g18020_DN3_SP0_c0.t1
OG0008702	Cg008G290560	ESY7_g17981_DN3_SP0_c0.t1
OG0008703	Cg008G290280	ESY7_g17931_DN3_SP1_c0.t1
OG0008704	Cg008G290060	ESY7_g17896_DN3_SP0_c0.t1
OG0008705	Cg008G289980	ESY7_g17877_DN3_SP2_c0.t1
OG0008706	Cg008G289720	ESY7_g17821_DN3_SP2_c0.t1
OG0008708	Cg008G289480	ESY7_g17771_DN3_SP8_c0.t1
OG0008709	Cg008G289280	ESY7_g18688_DN3_SP8_c0.t1
OG0008710	Cg008G289050	ESY7_g18659_DN3_SP0_c0.t1
OG0008711	Cg008G288750	ESY7_g18616_DN3_SP0_c0.t1
OG0008712	Cg008G288720	ESY7_g18613_DN3_SP8_c0.t1
OG0008713	Cg008G288620	ESY7_g18603_DN2_SP0_c0.t1
OG0008714	Cg008G288430	ESY7_g18563_DN3_SP0_c0.t1
OG0008715	Cg001G023780	ESY9_g42422_DN3_SP4_c0.t1
OG0008716	Cg001G023310	ESY9_g42478_DN3_SP6_c0.t1
OG0008717	Cg001G023250	ESY9_g42485_DN3_SP2_c0.t1
OG0008718	Cg001G023150	ESY9_g42499_DN3_SP0_c0.t1
OG0008719	Cg001G023110	ESY9_g42501_DN3_SP0_c0.t1
OG0008720	Cg001G023100	ESY9_g42502_DN3_SP0_c0.t1
OG0008721	Cg001G022910	ESY9_g42530_DN3_SP0_c0.t1
OG0008722	Cg001G022710	ESY9_g42590_DN3_SP0_c6.t1, ESY9_g42589_DN3_SP0_c5.t1, ESY3_g28676_DN3_SP0_c0.t1, ESY3_g28675_DN3_SP0_c0.t1
OG0008724	Cg008G322540	ESY9_g42885_DN3_SP0_c0.t1
OG0008725	Cg001G021530	ESY9_g42887_DN3_SP0_c0.t1
OG0008726	Cg001G021500	ESY9_g42897_DN3_SP0_c0.t1
OG0008728	Cg001G021240	ESY9_g42983_DN3_SP7_c0.t1
OG0008729	Cg001G021180	ESY9_g43006_DN3_SP0_c0.t1
OG0008730	Cg001G020740	ESY9_g43222_DN3_SP0_c0.t1, ESY9_g43227_DN3_SP0_c0.t1
OG0008731	Cg001G020710	ESY9_g43232_DN3_SP6_c0.t1
OG0008732	Cg001G020570	ESY9_g43260_DN3_SP0_c0.t1
OG0008734	Cg001G020000	ESY9_g43401_DN3_SP0_c0.t1
OG0008735	Cg001G019830	ESY9_g43442_DN3_SP8_c0.t1
OG0008736	Cg001G019550	ESY1_g10904_DN1_SP0_c0.t1, ESY9_g43538_DN3_SP8_c0.t1
OG0008737	Cg001G019190	ESY9_g43571_DN3_SP1_c0.t1
OG0008738	Cg001G018370	ESY9_g43798_DN2_SP0_c0.t1
OG0008739	Cg003G081500	ESY18_g62995_DN3_SP0_c0.t1
OG0008740	Cg001G018240	ESY26_g42245_DN3_SP5_c0.t1
OG0008741	Cg001G018080	ESY26_g42323_DN3_SP0_c0.t1
OG0008742	Cg001G017950	ESY26_g42359_DN3_SP0_c0.t1
OG0008743	Cg001G017920	ESY26_g42366_DN3_SP8_c0.t1
OG0008744	Cg001G017810	ESY23_g32_DN3_SP8_c0.t1
OG0008746	Cg007G270920	ESY2_g35566_DN3_SP0_c0.t1
OG0008748	Cg003G083870	ESY25_g62577_DN3_SP2_c0.t1
OG0008749	Cg006G212000	ESY14_g20388_DN2_SP0_c0.t1
OG0008750	Cg006G210820	ESY14_g19990_DN2_SP0_c0.t1, ESY14_g19991_DN2_SP0_c0.t1
OG0008751	Cg006G210680	ESY14_g20548_DN3_SP1_c0.t1
OG0008752	Cg006G210530	ESY9_g43269_DN3_SP0_c6.t1
OG0008753	Cg006G210180	ESY14_g20621_DN3_SP8_c0.t1
OG0008754	Cg006G209350	ESY14_g20738_DN3_SP0_c0.t1
OG0008755	Cg006G204550	ESY14_g21525_DN3_SP1_c0.t1
OG0008756	Cg006G204590	ESY14_g20874_DN3_SP8_c0.t1
OG0008757	Cg006G219020	ESY4_g22494_DN3_SP0_c0.t1
OG0008759	Cg006G218780	ESY10_g14902_DN3_SP0_c0.t1
OG0008760	Cg006G218360	ESY4_g22858_DN3_SP0_c0.t1
OG0008761	Cg007G273810	ESY2_g35926_DN3_SP8_c0.t1
OG0008762	Cg006G217520	ESY4_g23098_DN3_SP0_c0.t1
OG0008763	Cg006G217460	ESY4_g23126_DN2_SP3_c0.t1
OG0008764	Cg006G216760	ESY4_g23300_DN3_SP0_c0.t1
OG0008765	Cg006G215770	ESY4_g23691_DN3_SP2_c0.t1
OG0008766	Cg006G215500	ESY16_g62067_DN3_SP8_c0.t1
OG0008767	Cg006G215410	ESY16_g62046_DN3_SP0_c0.t1
OG0008768	Cg006G215290	ESY16_g62020_DN3_SP5_c0.t1
OG0008769	Cg001G004470	ESY4_g25295_DN3_SP1_c0.t1
OG0008770	Cg001G004410	ESY4_g26015_DN3_SP0_c0.t1
OG0008771	Cg001G004070	ESY4_g26125_DN3_SP0_c0.t1
OG0008772	Cg001G003660	ESY4_g26246_DN3_SP0_c0.t1
OG0008773	Cg001G003420	ESY4_g26307_DN3_SP7_c0.t1
OG0008774	Cg001G003130	ESY4_g26405_DN3_SP8_c0.t1
OG0008775	Cg001G003030	ESY4_g26426_DN3_SP0_c0.t1
OG0008776	Cg001G002970	ESY4_g26460_DN3_SP8_c0.t1
OG0008777	Cg001G002930	ESY4_g26468_DN3_SP0_c0.t1
OG0008778	Cg001G002380	ESY4_g26582_DN2_SP1_c0.t1
OG0008779	Cg001G002360	ESY4_g26584_DN3_SP5_c0.t1
OG0008780	Cg001G002080	ESY4_g26612_DN3_SP8_c0.t1
OG0008782	Cg001G001960	ESY4_g26643_DN3_SP0_c0.t1
OG0008783	Cg001G001660	ESY4_g26704_DN2_SP0_c0.t1
OG0008784	Cg001G001110	ESY4_g26792_DN3_SP0_c0.t1
OG0008785	Cg001G013040	ESY16_g62147_DN3_SP8_c0.t1
OG0008786	Cg001G034440	ESY17_g40003_DN3_SP1_c0.t1
OG0008788	Cg001G037940	ESY8_g61155_DN3_SP8_c0.t1
OG0008790	Cg001G039190	ESY8_g60891_DN3_SP7_c0.t1
OG0008791	Cg006G215320	ESY16_g62022_DN3_SP4_c0.t1
OG0008792	Cg008G286420	ESY7_g18886_DN3_SP0_c0.t1
OG0008793	Cg006G214070	ESY16_g61763_DN3_SP7_c0.t1
OG0008794	Cg005G170930	ESY3_g30061_DN3_SP0_c0.t1
OG0008795	Cg003G085290	ESY19_g41581_DN2_SP0_c0.t1
OG0008796	Cg005G172630	ESY1_g5917_DN3_SP4_c0.t1
OG0008798	Cg008G318300	ESY1_g6178_DN3_SP8_c0.t1
OG0008799	Cg008G318070	ESY3_g31170_DN3_SP0_c0.t1
OG0008800	Cg005G160020	ESY12_g51831_DN3_SP0_c0.t1
OG0008801	Cg011G329120, Cg008G317720	ESY1_g12075_DN3_SP0_c0.t1
OG0008802	Cg003G083860	ESY18_g64192_DN3_SP8_c0.t1
OG0008803	Cg003G082660	ESY4_g22498_DN3_SP8_c0.t1
OG0008805	Cg003G081550	ESY18_g63000_DN3_SP2_c0.t1
OG0008806	Cg003G081290	ESY18_g62972_DN3_SP0_c0.t1
OG0008807	Cg003G081260	ESY18_g62938_DN3_SP8_c0.t1
OG0008808	Cg003G081110	ESY7_g16087_DN3_SP0_c0.t1
OG0008809	Cg003G093670, Cg003G080310	ESY7_g16358_DN3_SP8_c0.t1
OG0008810	Cg003G080000, Cg003G094020	ESY7_g16454_DN2_SP5_c0.t1
OG0008811	Cg001G019790	ESY7_g16478_DN3_SP2_c0.t1
OG0008812	Cg008G320840	ESY7_g16588_DN3_SP8_c0.t1
OG0008813	Cg008G320880	ESY7_g16603_DN3_SP1_c0.t1
OG0008814	Cg008G321240	ESY7_g16663_DN3_SP8_c0.t1
OG0008815	Cg008G321730	ESY7_g16722_DN3_SP5_c0.t1
OG0008816	Cg008G322430	ESY7_g16779_DN3_SP0_c0.t1
OG0008817	Cg008G323020	ESY7_g16855_DN3_SP0_c0.t1
OG0008818	Cg008G323110	ESY7_g16862_DN3_SP3_c0.t1
OG0008819	Cg008G324260	ESY10_g14982_DN3_SP0_c0.t1
OG0008820	Cg008G324310	ESY10_g14969_DN2_SP0_c0.t1
OG0008821	Cg008G324550	ESY10_g14912_DN3_SP8_c0.t1
OG0008822	Cg008G325290	ESY10_g14755_DN3_SP2_c0.t1
OG0008823	Cg008G325300	ESY10_g14754_DN3_SP0_c1.t1
OG0008824	Cg001G033550	ESY6_g50505_DN3_SP8_c28.t1
OG0008825	Cg001G031460	ESY17_g39774_DN2_SP6_c0.t1
OG0008826	Cg001G030360	ESY17_g39141_DN2_SP0_c0.t1, ESY3_g30550_DN2_SP0_c0.t1
OG0008827	Cg001G030150, Cg005G174220	ESY17_g39948_DN3_SP1_c0.t1
OG0008828	Cg001G029420	ESY5_g2772_DN3_SP0_c0.t1
OG0008829	Cg004G142050	ESY3_g28058_DN3_SP8_c0.t1
OG0008830	Cg001G028100, Cg001G028110	ESY15_g65512_DN3_SP0_c0.t1
OG0008831	Cg001G027950	ESY15_g65453_DN3_SP8_c0.t1
OG0008832	Cg001G027880	ESY28_g55052_DN3_SP8_c0.t1
OG0008833	Cg001G027080	ESY22_g40824_DN3_SP2_c0.t1
OG0008834	Cg001G026620	ESY22_g41064_DN3_SP0_c0.t1
OG0008835	Cg001G026570	ESY22_g41123_DN2_SP0_c0.t1
OG0008836	Cg001G026010	ESY2_g38853_DN3_SP0_c0.t1
OG0008837	Cg001G025930	ESY2_g38803_DN3_SP8_c0.t1
OG0008838	Cg001G040830	ESY8_g60349_DN3_SP0_c0.t1
OG0008839	Cg001G041830	ESY8_g60154_DN3_SP0_c0.t1
OG0008840	Cg001G041310	ESY8_g60273_DN3_SP8_c0.t1
OG0008841	Cg001G041910	ESY8_g60143_DN3_SP0_c0.t1
OG0008842	Cg001G041890	ESY8_g60144_DN3_SP2_c0.t1
OG0008843	Cg001G042410	ESY8_g60066_DN3_SP0_c0.t1
OG0008844	Cg001G042820	ESY8_g58370_DN3_SP1_c0.t1
OG0008845	Cg001G042940	ESY8_g59993_DN3_SP8_c0.t1
OG0008846	Cg005G157600	ESY12_g52320_DN3_SP7_c0.t1, ESY12_g51915_DN3_SP0_c0.t1
OG0008847	Cg005G157670	ESY12_g52308_DN3_SP7_c0.t1
OG0008848	Cg005G157720	ESY12_g52304_DN3_SP8_c0.t1
OG0008849	Cg005G158970	ESY12_g51636_DN3_SP4_c0.t1
OG0008850	Cg005G159080	ESY12_g51658_DN3_SP0_c0.t1
OG0008851	Cg005G159200	ESY12_g51676_DN3_SP0_c0.t1
OG0008852	Cg005G159590	ESY12_g51740_DN3_SP0_c0.t1
OG0008853	Cg005G159650	ESY12_g51754_DN1_SP0_c0.t1
OG0008854	Cg005G160000	ESY12_g51829_DN3_SP3_c0.t1
OG0008855	Cg005G160380	ESY12_g51890_DN3_SP1_c0.t1
OG0008856	Cg005G160590	ESY12_g51933_DN3_SP8_c0.t1
OG0008857	Cg005G160680	ESY12_g51941_DN3_SP7_c0.t1
OG0008858	Cg005G160750	ESY12_g51974_DN3_SP3_c0.t1
OG0008859	Cg002G046380	ESY1_g12015_DN2_SP0_c0.t1
OG0008860	Cg005G161620	ESY12_g52113_DN3_SP0_c0.t1
OG0008861	Cg005G161740	ESY12_g52130_DN1_SP0_c0.t1, ESY12_g52133_DN3_SP0_c7.t1
OG0008862	Cg005G161780	ESY12_g52138_DN2_SP0_c0.t1
OG0008863	Cg005G161790	ESY12_g52140_DN1_SP0_c0.t1
OG0008864	Cg005G161960	ESY12_g52168_DN3_SP0_c0.t1
OG0008865	Cg005G162570	ESY12_g51488_DN3_SP8_c0.t1
OG0008866	Cg005G162830	ESY12_g51532_DN3_SP0_c0.t1
OG0008867	Cg002G047360	ESY1_g11294_DN3_SP6_c0.t1
OG0008868	Cg005G163270	ESY12_g51585_DN3_SP2_c6.t1
OG0008869	Cg005G163590	ESY12_g51332_DN2_SP0_c0.t1
OG0008870	Cg005G163620	ESY12_g51323_DN3_SP0_c0.t1
OG0008871	Cg005G163650	ESY12_g51310_DN3_SP0_c0.t1
OG0008872	Cg008G292160	ESY7_g18231_DN3_SP0_c0.t1
OG0008873	Cg005G164110	ESY12_g51241_DN3_SP0_c0.t1
OG0008874	Cg005G164240	ESY12_g51210_DN3_SP8_c0.t1
OG0008875	Cg005G164480	ESY12_g51153_DN3_SP5_c0.t1
OG0008876	Cg005G164490	ESY12_g51148_DN3_SP0_c0.t1
OG0008877	Cg008G282520	ESY7_g19593_DN3_SP8_c0.t1
OG0008878	Cg008G282620	ESY7_g19581_DN3_SP0_c0.t1
OG0008879	Cg008G282670	ESY7_g19576_DN3_SP8_c0.t1
OG0008880	Cg008G282770	ESY7_g19559_DN3_SP2_c0.t1, ESY1_g11192_DN2_SP0_c0.t1
OG0008881	Cg008G283180	ESY7_g19489_DN3_SP5_c0.t1
OG0008882	Cg008G283500	ESY7_g19446_DN2_SP0_c0.t1
OG0008883	Cg008G283870	ESY7_g19376_DN3_SP0_c0.t1
OG0008884	Cg008G284420	ESY7_g19239_DN3_SP0_c0.t1
OG0008885	Cg008G284500	ESY7_g19223_DN3_SP8_c8.t1
OG0008886	Cg008G284690	ESY7_g19203_DN3_SP5_c0.t1
OG0008887	Cg008G284960	ESY7_g19150_DN3_SP0_c0.t1
OG0008888	Cg008G299830	ESY6_g49873_DN3_SP8_c0.t1
OG0008889	Cg008G300120	ESY6_g49854_DN3_SP0_c0.t1
OG0008890	Cg008G300170	ESY6_g49857_DN2_SP0_c0.t1
OG0008891	Cg008G300230	ESY6_g49303_DN3_SP8_c14.t1
OG0008892	Cg008G300620	ESY6_g49246_DN3_SP0_c0.t1
OG0008893	Cg008G300640	ESY6_g49243_DN3_SP7_c0.t1
OG0008895	Cg008G300960	ESY6_g49194_DN3_SP8_c0.t1
OG0008896	Cg003G108550	ESY6_g49591_DN3_SP6_c0.t1
OG0008897	Cg008G301370	ESY6_g49152_DN3_SP4_c0.t1
OG0008898	Cg008G301390	ESY6_g49149_DN3_SP8_c0.t1
OG0008899	Cg008G301580	ESY6_g49126_DN3_SP0_c0.t1
OG0008900	Cg008G301640	ESY6_g49116_DN3_SP3_c0.t1
OG0008901	Cg008G301670	ESY6_g49110_DN2_SP4_c0.t1
OG0008902	Cg008G301790	ESY6_g49082_DN3_SP8_c0.t1
OG0008903	Cg008G302140	ESY6_g49033_DN3_SP8_c0.t1
OG0008904	Cg008G302180	ESY6_g49030_DN3_SP0_c0.t1
OG0008905	Cg008G302590	ESY6_g48985_DN3_SP8_c0.t1
OG0008906	Cg008G302730	ESY6_g48964_DN3_SP2_c0.t1
OG0008907	Cg003G108390	ESY6_g48950_DN3_SP8_c0.t1
OG0008908	Cg003G107980	ESY6_g48896_DN3_SP1_c0.t1
OG0008909	Cg003G111720	ESY6_g49607_DN3_SP8_c0.t1
OG0008910	Cg003G107640	ESY6_g48854_DN3_SP8_c0.t1
OG0008911	Cg003G107630	ESY6_g48853_DN3_SP4_c0.t1
OG0008912	Cg003G107540	ESY6_g48845_DN2_SP1_c0.t1
OG0008913	Cg003G107460	ESY6_g48826_DN3_SP7_c0.t1
OG0008914	Cg003G107430	ESY6_g48820_DN3_SP0_c0.t1
OG0008915	Cg003G106790	ESY6_g48684_DN3_SP7_c0.t1
OG0008916	Cg003G106710	ESY6_g48678_DN3_SP1_c0.t1
OG0008917	Cg003G107190	ESY1_g12541_DN3_SP0_c0.t1
OG0008918	Cg003G106870	ESY6_g48693_DN3_SP0_c0.t1
OG0008919	Cg003G106620	ESY6_g48663_DN3_SP8_c0.t1
OG0008920	Cg003G106580	ESY6_g48668_DN3_SP8_c0.t1
OG0008921	Cg003G106540	ESY6_g48659_DN3_SP0_c0.t1, ESY3_g28828_DN3_SP0_c0.t1
OG0008922	Cg003G111600	ESY6_g49624_DN3_SP0_c0.t1
OG0008923	Cg003G111660	ESY6_g49619_DN3_SP8_c0.t1
OG0008924	Cg006G237830	ESY5_g3096_DN3_SP0_c0.t1
OG0008925	Cg003G111770	ESY6_g49601_DN3_SP6_c11.t1
OG0008927	Cg003G112220	ESY6_g50697_DN3_SP8_c17.t1
OG0008928	Cg003G112560	ESY6_g50640_DN3_SP0_c0.t1
OG0008930	Cg003G113150	ESY6_g50563_DN3_SP8_c0.t1
OG0008931	Cg003G113050	ESY6_g50545_DN3_SP1_c0.t1
OG0008932	Cg003G113030	ESY6_g50543_DN3_SP8_c0.t1
OG0008933	Cg003G114010	ESY6_g50426_DN2_SP0_c0.t1
OG0008934	Cg003G114120	ESY6_g50437_DN3_SP0_c0.t1
