Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_NCBI
OG0009519	Cg002G052460	XP_020882512.1
OG0009520	Cg002G052410	XP_002877960.1
OG0009521	Cg002G055180	XP_002877816.1
OG0009522	Cg004G123780	XP_020882385.1
OG0009523	Cg008G317230	XP_020891361.1
OG0009524	Cg002G051900	XP_020882037.1
OG0009525	Cg002G051910	XP_020882034.1
OG0009526	Cg005G167390	XP_002879771.1
OG0009527	Cg002G051800	XP_002878000.1
OG0009528	Cg002G051620	XP_002876277.1
OG0009529	Cg002G051140	XP_020882421.1
OG0009530	Cg002G050360	XP_002878055.1
OG0009531	Cg002G050340	XP_002876345.1
OG0009532	Cg002G050120	XP_002876354.1
OG0009533	Cg002G050000	XP_002878077.2
OG0009534	Cg002G049350	XP_002876389.1
OG0009535	Cg002G049300	XP_020879810.1
OG0009536	Cg002G049210	XP_020881248.1
OG0009537	Cg002G048310	XP_002876449.1
OG0009538	Cg002G048150	XP_002878190.1
OG0009539	Cg002G048100	XP_020882013.1
OG0009540	Cg002G047550	XP_002878240.1
OG0009541	Cg002G047430	XP_020880480.1
OG0009542	Cg002G047170	XP_020881019.1
OG0009543	Cg002G047040	XP_020882000.1
OG0009544	Cg008G303270	XP_002874140.1
OG0009545	Cg002G046070	XP_002878340.1
OG0009546	Cg002G046060	XP_020880430.1
OG0009547	Cg002G045910	XP_020882513.1
OG0009548	Cg002G045630	XP_020880000.1
OG0009549	Cg002G045490	XP_002876601.1
OG0009550	Cg002G045470	XP_002876602.1
OG0009551	Cg002G045110	XP_020882196.1
OG0009552	Cg002G044220	XP_020880113.1
OG0009553	Cg002G044210	XP_020880112.1
OG0009554	Cg002G043600	XP_002878496.1
OG0009555	Cg002G043510	XP_002876713.1
OG0009556	Cg002G043450	XP_020879986.1
OG0009557	Cg002G045790	XP_020880474.1
OG0009559	Cg006G197220	XP_002894386.1
OG0009561	Cg006G200160	XP_002894192.1
OG0009563	Cg002G049130	XP_002876399.1
OG0009564	Cg003G115150	XP_002865055.2, XP_002865054.1
OG0009565	Cg008G321200	XP_002863549.1
OG0009567	Cg001G014480	XP_020873702.1
OG0009568	Cg005G168510	XP_002879715.1
OG0009569	Cg005G168050	XP_020868306.1
OG0009570	Cg005G164850	XP_020885739.1
OG0009572	Cg007G273200	XP_002888889.1
OG0009573	Cg001G012620	XP_002867471.1
OG0009574	Cg001G006370	XP_020874428.1
OG0009575	Cg001G007160	XP_002869221.1
OG0009576	Cg006G241050	XP_020868040.1
OG0009577	Cg006G237140	XP_020867654.1, XP_020867657.1
OG0009578	Cg006G236930	XP_020867886.1
OG0009579	Cg006G236050	XP_002892536.1
OG0009580	Cg006G235340	XP_020870799.1
OG0009583	Cg006G230090	XP_002890125.1
OG0009584	Cg004G145940	XP_020888606.1
OG0009585	Cg007G271850	XP_020891622.1
OG0009586	Cg007G268690	XP_002888669.1
OG0009587	Cg004G155270	XP_002886248.2
OG0009588	Cg006G202020	XP_002894073.1
OG0009589	Cg007G253540	XP_002882312.2, XP_002885764.1, XP_002882313.1, XP_020887925.1
OG0009590	Cg001G006910	XP_002870282.1, XP_020872439.1
OG0009591	Cg008G293720	XP_002873619.1
OG0009592	Cg008G282990	XP_020876147.1
OG0009594	Cg008G284350	XP_020876525.1
OG0009595	Cg001G023510	XP_002868061.1
OG0009597	Cg006G203120	XP_020867385.1, XP_020867387.1
OG0009598	Cg006G202230	XP_020868954.1
OG0009599	Cg006G201980	XP_002894079.1
OG0009601	Cg005G175270	XP_020883610.1
OG0009602	Cg001G015980	XP_020890623.1, XP_020873239.1
OG0009603	Cg008G294130	XP_002871595.1
OG0009604	Cg008G295170	XP_002873698.1
OG0009605	Cg008G295530	XP_020877608.1
OG0009606	Cg008G295720	XP_020876583.1
OG0009607	Cg008G297030	XP_020879326.1
OG0009608	Cg008G298680	XP_002873889.2
OG0009609	Cg001G041360	XP_002868642.1
OG0009610	Cg001G042850	XP_002870609.1
OG0009611	Cg003G105880	XP_002864562.1
OG0009612	Cg008G305310	XP_002874268.1
OG0009613	Cg003G109320	XP_020882399.1
OG0009614	Cg003G109360	XP_002866447.1
OG0009615	Cg003G114890	XP_020868027.1
OG0009621	Cg005G175910	XP_020884374.1
OG0009622	Cg002G055200	XP_020882321.1
OG0009625	Cg008G309960, Cg008G311750	XP_002865653.1, XP_002863043.1
OG0009628	Cg006G219240	XP_002893463.2
OG0009635	Cg004G157170	XP_002886302.1
OG0009636	Cg001G022980	XP_020875457.1
OG0009637	Cg001G011120	XP_002869432.1
OG0009638	Cg001G010930	XP_020872538.1
OG0009639	Cg001G010770	XP_020873162.1
OG0009640	Cg001G010660	XP_002869406.1
OG0009641	Cg001G010380	XP_002869394.1
OG0009642	Cg001G010130	XP_020873913.1
OG0009644	Cg008G300420	XP_002873972.1
OG0009645	Cg001G009710	XP_020872122.1
OG0009646	Cg001G009440	XP_002869347.1
OG0009647	Cg006G202040	XP_020869982.1
OG0009648	Cg001G008830	XP_020875177.1
OG0009649	Cg001G007950	XP_020872658.1
OG0009650	Cg001G007440	XP_020874560.1
OG0009651	Cg001G007510	XP_020872697.1
OG0009652	Cg001G007180	XP_002869222.1
OG0009653	Cg001G006900	XP_020872153.1
OG0009654	Cg008G301650	XP_020879124.1
OG0009655	Cg001G006550	XP_002867161.1
OG0009656	Cg001G006510	XP_020874998.1
OG0009657	Cg001G006290	XP_020874468.1
OG0009658	Cg004G151520	XP_020889059.1
OG0009659	Cg001G005910	XP_002867122.1
OG0009660	Cg001G005290	XP_020872749.1
OG0009661	Cg001G005190	XP_002867093.1
OG0009662	Cg008G302540	XP_002874093.1
OG0009663	Cg001G004990	XP_020874502.1
OG0009664	Cg006G215280	XP_002893671.1
OG0009665	Cg006G214590, Cg006G214550	XP_020869413.1
OG0009666	Cg006G214330	XP_020870972.1
OG0009667	Cg006G214320	XP_002893693.1
OG0009668	Cg006G214240	XP_020870481.1
OG0009669	Cg006G213750	XP_002893719.1
OG0009670	Cg006G213730	XP_002890985.1
OG0009671	Cg006G213470	XP_020868036.1
OG0009672	Cg006G213360	XP_002893729.2, XP_020866358.1
OG0009673	Cg001G018010	XP_020873547.1
OG0009674	Cg006G213270	XP_002893732.1
OG0009675	Cg006G213220	XP_002893733.1
OG0009676	Cg006G213180	XP_002891004.1
OG0009677	Cg006G213130	XP_020870566.1
OG0009678	Cg001G024050	XP_020874214.1
OG0009679	Cg001G024070	XP_020875364.1
OG0009680	Cg001G024800	XP_002870159.1
OG0009681	Cg001G024920	XP_002868142.1
OG0009682	Cg007G254450	XP_002891949.1
OG0009683	Cg007G253300	XP_002894674.1
OG0009684	Cg007G253240	XP_002894676.1
OG0009685	Cg007G253220	XP_020870466.1
OG0009686	Cg007G252640	XP_002888265.1, XP_002886720.1
OG0009687	Cg007G252080	XP_002888251.1
OG0009688	Cg007G251320	XP_020890290.1
OG0009689	Cg007G251350	XP_002888185.1
OG0009690	Cg007G251020	XP_020891611.1
OG0009691	Cg007G250180	XP_020890064.1
OG0009692	Cg007G250200	XP_020890059.1
OG0009693	Cg007G248720	XP_002888068.1
OG0009694	Cg002G075690	XP_020881657.1
OG0009695	Cg002G075520	XP_002875070.1
OG0009696	Cg002G075500	XP_020880999.1
OG0009697	Cg002G075450	XP_020881166.1
OG0009698	Cg006G230860	XP_020868588.1
OG0009699	Cg002G075380	XP_002875075.1
OG0009700	Cg002G075210	XP_020881066.1
OG0009701	Cg006G231340	XP_002890064.1
OG0009702	Cg002G074640	XP_020881075.1
OG0009703	Cg002G074100	XP_002876856.1
OG0009704	Cg002G073520	XP_002875227.2
OG0009705	Cg002G073430	XP_020880424.1
OG0009706	Cg002G073410	XP_020880293.1
OG0009707	Cg002G073060	XP_020882295.1
OG0009708	Cg002G073050	XP_020882201.1
OG0009709	Cg002G072780	XP_002876940.1
OG0009710	Cg002G072190	XP_020882059.1
OG0009711	Cg002G072100	XP_020880093.1
OG0009712	Cg002G071890	XP_020879765.1
OG0009713	Cg002G071870	XP_020879888.1
OG0009714	Cg002G070970	XP_020879751.1
OG0009715	Cg002G070680	XP_020882520.1
OG0009716	Cg002G069950	XP_002875479.1
OG0009717	Cg006G202080	XP_020867911.1
OG0009718	Cg002G070080	XP_020881316.1
OG0009719	Cg002G069190	XP_002877167.1
OG0009720	Cg002G067260	XP_002877216.1
OG0009721	Cg002G067250	XP_020882258.1
OG0009722	Cg001G038650	XP_002868749.1
OG0009723	Cg007G267030	XP_020891684.1
OG0009724	Cg007G267020	XP_020890237.1
OG0009725	Cg007G265770, Cg007G266000	XP_002886966.1, XP_002888518.1
OG0009726	Cg007G265020	XP_020891502.1
OG0009727	Cg007G264900	XP_002886996.1
OG0009728	Cg007G263080	XP_002888421.1
OG0009729	Cg007G262730	XP_020865691.1
OG0009730	Cg008G306600	XP_002888405.1
OG0009731	Cg007G261510	XP_020890905.1
OG0009732	Cg007G261270	XP_002888302.1
OG0009733	Cg007G260350	XP_020890927.1
OG0009734	Cg007G245590	XP_020889580.1
OG0009735	Cg007G245630	XP_020890977.1
OG0009736	Cg007G245820	XP_002886343.1
OG0009737	Cg007G245900	XP_020891690.1
OG0009738	Cg007G246210	XP_002887922.1
OG0009739	Cg007G246370	XP_002886375.1
OG0009740	Cg007G246560	XP_020865587.1
OG0009741	Cg007G247170	XP_002886431.1
OG0009742	Cg007G247380	XP_002887988.1
OG0009743	Cg006G233400	XP_002892693.1
OG0009744	Cg007G248170	XP_020891444.1
OG0009745	Cg005G193430	XP_020884067.1
OG0009746	Cg001G014870	XP_002869646.1
OG0009747	Cg001G014740	XP_020873438.1
OG0009748	Cg005G164770	XP_002881763.1
OG0009749	Cg005G164800	XP_020883226.1
OG0009751	Cg005G165140	XP_002879895.2
OG0009752	Cg005G165160	XP_020883149.1
OG0009753	Cg005G165180	XP_020883150.1
OG0009754	Cg005G165230	XP_002879695.1, XP_020885566.1
OG0009755	Cg005G165240	XP_020885563.1
OG0009756	Cg004G124910	XP_002884726.1, XP_002862960.2
OG0009757	Cg004G125280	XP_020885880.1
OG0009758	Cg004G125720	XP_002882654.1
OG0009759	Cg004G126250	XP_002887019.1
OG0009760	Cg004G126810	XP_002884829.1
OG0009761	Cg004G126870	XP_002882716.1
OG0009762	Cg004G127050	XP_020888257.1
OG0009763	Cg004G127660	XP_002882754.1
OG0009764	Cg004G128040	XP_020888237.1
OG0009765	Cg004G153220, Cg004G153230	XP_020887873.1
OG0009767	Cg003G095260, Cg016G334120	XP_002864045.1
OG0009768	Cg003G095310, Cg016G334150	XP_020885293.1
OG0009769	Cg003G090220, Cg003G095680	XP_020889851.1
OG0009770	Cg003G090350, Cg003G095820	XP_002865788.1
OG0009771	Cg003G097270	XP_020871172.1
OG0009772	Cg003G097650	XP_002865844.1
OG0009773	Cg003G097660	XP_002864099.1
OG0009774	Cg003G097880	XP_002865859.2
OG0009775	Cg003G097950	XP_020871186.1
OG0009776	Cg008G293940	XP_002871586.1
OG0009777	Cg003G098340	XP_020871832.1
OG0009778	Cg003G098680	XP_020890672.1
OG0009779	Cg003G098860	XP_020880607.1
OG0009780	Cg003G099050	XP_020885934.1, XP_020871701.1
OG0009781	Cg003G099110	XP_020866916.1
OG0009782	Cg003G099240	XP_020872349.1, XP_020868578.1
OG0009783	Cg003G099600	XP_002865935.1
OG0009784	Cg003G099690	XP_020884884.1
OG0009785	Cg003G099710	XP_002865942.2
OG0009786	Cg003G100220	XP_020866435.1
OG0009787	Cg003G100130	XP_020871536.1
OG0009788	Cg003G100070	XP_020880859.1
OG0009789	Cg003G100250, Cg003G100260	XP_002865971.1
OG0009790	Cg003G100480, Cg007G268150	XP_002864249.1
OG0009791	Cg003G101190	XP_002866013.1
OG0009792	Cg003G100910	XP_020885260.1
OG0009793	Cg003G100860	XP_002864285.2
OG0009794	Cg003G100770	XP_002864270.1
OG0009795	Cg003G101530	XP_002864323.1
OG0009796	Cg003G101830	XP_002864348.1
OG0009797	Cg003G102010	XP_002864352.1
OG0009798	Cg003G102330	XP_020883492.1
OG0009799	Cg003G102410	XP_002864378.1
OG0009800	Cg003G102910	XP_020886950.1
OG0009801	Cg003G103010	XP_002864407.1
OG0009802	Cg003G103120	XP_020890087.1
OG0009803	Cg003G103600	XP_002864444.1
OG0009804	Cg003G103910	XP_002864456.1
OG0009805	Cg003G104040	XP_002866156.1
OG0009806	Cg003G104220	XP_020888728.1
OG0009807	Cg003G104310	XP_002864483.1
OG0009808	Cg003G104490	XP_020874557.1, XP_020888380.1
OG0009809	Cg003G105140	XP_002866212.1
OG0009810	Cg003G105290	XP_020885499.1
OG0009811	Cg003G105320	XP_020872003.1
OG0009812	Cg003G105350	XP_020871851.1
OG0009813	Cg003G105590	XP_002864545.1
OG0009814	Cg003G105690	XP_002866250.1
OG0009815	Cg003G105710	XP_020872024.1
OG0009816	Cg002G047460	XP_002878249.1
OG0009817	Cg006G204150	XP_002891303.1
OG0009818	Cg008G293320	XP_020878359.1
OG0009819	Cg008G293290	XP_002871549.1
OG0009820	Cg008G292740	XP_020878739.1
OG0009821	Cg008G292720	XP_002871521.1
OG0009822	Cg008G292690	XP_020875766.1
OG0009823	Cg008G292680	XP_002871520.1
OG0009824	Cg008G292580	XP_020876262.1
OG0009825	Cg008G292460	XP_020877366.1
OG0009826	Cg008G292430	XP_002873542.1
OG0009827	Cg008G292350	XP_002871504.1
OG0009828	Cg008G292000	XP_020876531.1
OG0009829	Cg008G291950	XP_020877979.1
OG0009830	Cg008G291520	XP_020879521.1
OG0009831	Cg008G291420	XP_020876750.1
OG0009833	Cg008G291270	XP_002873478.1
OG0009834	Cg008G290860	XP_020876761.1
OG0009835	Cg008G290590	XP_002871408.1
OG0009836	Cg008G289870	XP_020878735.1
OG0009837	Cg003G112240	XP_020871116.1
OG0009838	Cg008G289700	XP_002873393.1
OG0009839	Cg008G289350	XP_002871329.1
OG0009840	Cg008G289260	XP_002873358.1
OG0009841	Cg008G288850	XP_002873337.1
OG0009842	Cg008G288760	XP_002871297.1
OG0009843	Cg008G288510	XP_002871283.1
OG0009844	Cg008G288300	XP_002873311.1
OG0009845	Cg002G059390	XP_020880468.1
OG0009846	Cg001G023480	XP_002870100.2
OG0009847	Cg001G023120	XP_002870084.1
OG0009848	Cg001G022520	XP_002870052.2
OG0009849	Cg001G022500	XP_002870050.2
OG0009850	Cg001G022370	XP_002867990.1
OG0009851	Cg001G022030	XP_020875074.1
OG0009852	Cg001G021800	XP_020874531.1
OG0009853	Cg001G021480	XP_020874460.1
OG0009854	Cg001G021310	XP_020874283.1
OG0009855	Cg001G020830	XP_020874055.1, XP_020874051.1
OG0009856	Cg001G019950	XP_020874073.1
OG0009857	Cg001G019840	XP_002867860.1
OG0009858	Cg001G019220	XP_002867828.1
OG0009859	Cg001G019060	XP_020873814.1
OG0009860	Cg001G017880	XP_020873321.1
OG0009861	Cg001G017860	XP_002867733.1
OG0009862	Cg001G017480	XP_002869781.1
OG0009863	Cg001G017420	XP_020873836.1
OG0009864	Cg001G017390	XP_020873691.1, XP_020873375.1
OG0009865	Cg001G016840	XP_002869738.2
OG0009866	Cg006G213090	XP_002893740.1
OG0009867	Cg006G211690	XP_020868500.1
OG0009868	Cg006G210790	XP_002891078.1
OG0009869	Cg006G210570	XP_002893820.1
OG0009870	Cg006G210560	XP_020867095.1
OG0009871	Cg006G210510	XP_020868640.1
OG0009872	Cg006G209150	XP_020867772.1
OG0009873	Cg006G206120	XP_002891267.1
OG0009875	Cg006G206890	XP_020868340.1
OG0009876	Cg006G203130	XP_002894035.1
OG0009877	Cg006G218530	XP_020868781.1
OG0009878	Cg006G218000	XP_020868881.1
OG0009879	Cg006G217440	XP_020870497.1
OG0009880	Cg006G216900	XP_002890825.1
OG0009881	Cg006G216880	XP_020867534.1
OG0009882	Cg006G216570	XP_002890835.1
OG0009883	Cg006G216400	XP_002890844.1
OG0009884	Cg006G216390	XP_002893595.1
OG0009885	Cg006G216190	XP_002890861.1
OG0009886	Cg006G216130	XP_020870725.1
OG0009887	Cg006G216110	XP_020866090.1
OG0009888	Cg006G215960	XP_020866846.1
OG0009889	Cg006G215670	XP_002893641.1
OG0009890	Cg006G215420	XP_002890910.1
OG0009891	Cg001G004780	XP_020875130.1
OG0009892	Cg001G004740	XP_020874461.1
OG0009893	Cg001G003920	XP_020875750.1
OG0009894	Cg001G003780	XP_002867019.1
OG0009895	Cg001G003490	XP_020872569.1
OG0009896	Cg001G003470	XP_020872568.1
OG0009897	Cg001G003390	XP_002866992.1
OG0009898	Cg001G003300	XP_002869016.1
OG0009899	Cg001G003160	XP_020872238.1
OG0009900	Cg001G003140	XP_002866975.1
OG0009901	Cg005G191440	XP_002878676.1
OG0009902	Cg001G002870	XP_002868994.1
OG0009903	Cg005G191580	XP_002880485.1
OG0009904	Cg001G002700	XP_020874624.1
OG0009905	Cg001G002630	XP_020874345.1
OG0009906	Cg001G002430	XP_020875639.1
OG0009907	Cg001G002330	XP_002866929.1
OG0009908	Cg001G002220	XP_020873025.1
OG0009909	Cg001G002100	XP_002868951.1
OG0009910	Cg001G002050	XP_020875560.1
OG0009911	Cg001G001820	XP_002866901.1
OG0009912	Cg001G001560	XP_020875651.1
OG0009913	Cg001G001500	XP_002868923.1
OG0009914	Cg001G001270	XP_020875175.1
OG0009915	Cg001G000870	XP_002866829.1
OG0009916	Cg001G000770	XP_002866826.1
OG0009917	Cg001G000010	XP_020872820.1
OG0009918	Cg001G034060	XP_002870452.1
OG0009919	Cg001G032940	XP_002870404.1
OG0009920	Cg001G038190	XP_020874801.1
OG0009921	Cg001G039400	XP_002870781.1
OG0009922	Cg001G039600	XP_020872915.1
OG0009923	Cg001G039780	XP_020872920.1
OG0009924	Cg005G171570	XP_020883015.1
OG0009925	Cg005G170970	XP_020883693.1
OG0009926	Cg007G248960	XP_020890084.1
OG0009927	Cg002G045370	XP_002878376.1
OG0009928	Cg005G171060	XP_020884547.1
OG0009929	Cg005G171080	XP_020884545.1
OG0009930	Cg005G171180	XP_020884542.1
OG0009931	Cg005G171250	XP_020885274.1
OG0009932	Cg005G171300	XP_020884324.1
OG0009933	Cg003G084930	XP_002872465.1
OG0009934	Cg003G085080, Cg003G085090	XP_002872460.1
OG0009935	Cg003G085330	XP_002874573.1
OG0009936	Cg003G099340	XP_002864182.1
OG0009937	Cg005G172490	XP_020884731.1
OG0009938	Cg005G172950	XP_002879466.1
OG0009939	Cg005G173040	XP_002881291.2
OG0009940	Cg005G173060	XP_002879458.1
OG0009941	Cg008G315040	XP_002865489.1
OG0009942	Cg008G315620	XP_020888476.1, XP_002865507.1
OG0009943	Cg011G328880, Cg008G317590	XP_002865565.1
OG0009944	Cg003G084300	XP_020878564.1
OG0009945	Cg003G084240	XP_020878756.1
OG0009947	Cg003G083530	XP_020879488.1
OG0009948	Cg003G083470	XP_020879539.1
OG0009949	Cg003G081910	XP_020876840.1
OG0009950	Cg003G081830	XP_020877701.1
OG0009951	Cg003G081150	XP_020877677.1
OG0009952	Cg003G080800	XP_002872684.1
OG0009953	Cg003G080650	XP_002874796.2
OG0009954	Cg003G093470, Cg003G080480	XP_002874806.1
OG0009955	Cg003G093490, Cg003G080430	XP_020878301.1
OG0009956	Cg003G093520, Cg003G080420	XP_020878721.1
OG0009957	Cg003G080070, Cg003G093920	XP_002874831.2
OG0009958	Cg008G320830	XP_002865366.1
OG0009959	Cg008G321940	XP_020877457.1
OG0009960	Cg008G322310	XP_002863496.1
OG0009961	Cg008G322500	XP_020882009.1
OG0009962	Cg008G322510	XP_020881997.1
OG0009963	Cg008G323340	XP_002863429.1
OG0009964	Cg008G323770	XP_002863402.2
OG0009965	Cg008G324000	XP_020888653.1
OG0009967	Cg008G324540	XP_020884496.1
OG0009968	Cg005G157640	XP_002880338.1, XP_002867172.1
OG0009969	Cg008G325240	XP_002863328.1
OG0009970	Cg008G325270	XP_002865109.1
OG0009971	Cg008G325050	XP_020871923.1
OG0009972	Cg001G031980	XP_020877042.1
OG0009973	Cg004G140760	XP_002883418.1
OG0009974	Cg001G003100	XP_002866973.1
OG0009975	Cg001G029690	XP_002863143.1
OG0009976	Cg002G052320	XP_020881263.1
OG0009977	Cg001G029320	XP_002870379.1
OG0009978	Cg001G028850	XP_020875020.1
OG0009979	Cg001G028090	XP_020874346.1
OG0009980	Cg001G027400	XP_020874731.1
OG0009981	Cg008G308630, Cg008G310290, Cg001G027040	XP_002870283.1
OG0009982	Cg004G138530	XP_020886042.1
OG0009983	Cg001G040400	XP_002870742.1
OG0009984	Cg001G040410	XP_020872997.1
OG0009985	Cg001G040420	XP_020872931.1
OG0009986	Cg001G040760	XP_002868670.2
OG0009987	Cg001G040790	XP_002868667.2
OG0009988	Cg005G167350	XP_002881625.1
OG0009989	Cg001G042250	XP_020875084.1
OG0009990	Cg001G042510	XP_020874451.1
OG0009991	Cg001G042930	XP_002870605.1
OG0009992	Cg003G084940	XP_002872462.1
OG0009993	Cg005G157590	XP_002882142.2
OG0009994	Cg005G157990	XP_002880316.1
OG0009995	Cg005G158310	XP_002880297.1
OG0009996	Cg005G158350	XP_020885514.1
OG0009997	Cg005G158930	XP_002882089.2
OG0009998	Cg005G158950	XP_002880262.1
OG0009999	Cg005G159060	XP_020885068.1
OG0010000	Cg005G159480	XP_002862557.2, XP_020885825.1
OG0010001	Cg005G159510	XP_020883020.1
OG0010002	Cg005G159950	XP_020885255.1
OG0010003	Cg005G160300	XP_020885584.1
OG0010004	Cg005G160450	XP_020882827.1
OG0010005	Cg005G160540	XP_002880168.1
OG0010006	Cg005G160550	XP_002882003.2
OG0010007	Cg005G160870	XP_020884581.1
OG0010008	Cg005G160900	XP_002881989.1
OG0010009	Cg004G157310	XP_002884228.1, XP_020886813.1
OG0010010	Cg005G161820	XP_002881943.1
OG0010011	Cg005G162010	XP_002880066.1
OG0010012	Cg005G162020	XP_002881929.1
OG0010013	Cg005G162120	XP_002880059.1
OG0010014	Cg005G162290	XP_020883603.1
OG0010015	Cg005G162750	XP_002880027.1
OG0010016	Cg005G162790	XP_002880022.1
OG0010017	Cg005G162820	XP_020885395.1
OG0010018	Cg005G162850	XP_020884148.1
OG0010019	Cg005G163910	XP_020884630.1
OG0010020	Cg005G163870	XP_002881822.1
OG0010021	Cg002G048660	XP_020880322.1
OG0010022	Cg005G164150	XP_020884032.1
OG0010023	Cg005G164230	XP_002881793.2
OG0010024	Cg005G164410	XP_002881781.1
OG0010025	Cg005G164470	XP_002881778.1
OG0010026	Cg008G282950	XP_020876148.1
OG0010027	Cg008G282960	XP_002870956.1
OG0010028	Cg008G283160	XP_002873050.2
OG0010029	Cg008G283350	XP_002870980.1
OG0010030	Cg008G283460	XP_020875852.1
OG0010031	Cg008G283650	XP_020879554.1
OG0010032	Cg008G283990	XP_002873085.1
OG0010033	Cg008G284030	XP_002871026.1
OG0010035	Cg008G284140	XP_020879105.1
OG0010036	Cg008G284260	XP_002873100.1
OG0010037	Cg008G284270	XP_020878186.1
OG0010038	Cg008G284640	XP_020878263.1
OG0010039	Cg008G284720	XP_002873124.1
OG0010040	Cg008G299810	XP_002873944.1
OG0010041	Cg008G300110	XP_020878092.1
OG0010042	Cg008G300080	XP_020878089.1
OG0010043	Cg008G300590	XP_020878989.1
OG0010044	Cg008G300600	XP_020879497.1
OG0010045	Cg008G300740	XP_020876652.1
OG0010046	Cg008G300700	XP_020876167.1
OG0010047	Cg008G300930	XP_020878729.1
OG0010048	Cg008G300940	XP_002871942.1
OG0010049	Cg008G296290	XP_002871697.1
OG0010050	Cg008G301140	XP_002874011.1
OG0010051	Cg008G301290	XP_002874019.1
OG0010052	Cg008G301490	XP_002871966.1
OG0010054	Cg001G041740	XP_020875400.1
OG0010055	Cg008G302330	XP_002872009.1
OG0010056	Cg003G108450	XP_020871589.1
OG0010057	Cg003G108270	XP_002864693.1
OG0010058	Cg003G108180	XP_002866382.1
OG0010059	Cg003G107800	XP_002866365.1, XP_002862956.1
OG0010060	Cg003G107250	XP_020886208.1
OG0010061	Cg006G218730	XP_002890754.1
OG0010062	Cg003G106500	XP_002864598.1
OG0010063	Cg003G111050	XP_020891742.1
OG0010064	Cg003G111140	XP_020871760.1
OG0010065	Cg003G111160	XP_020879484.1
OG0010066	Cg003G111200	XP_020885690.1
OG0010067	Cg003G103000	XP_020879548.1
OG0010068	Cg003G111790	XP_020890385.1
OG0010069	Cg003G112020	XP_002864885.2
OG0010070	Cg003G112170	XP_002866607.1
OG0010071	Cg003G112260	XP_020887458.1
OG0010072	Cg003G112920	XP_020881391.1
OG0010073	Cg003G113060	XP_002866650.1
OG0010074	Cg003G113040	XP_002864941.1
OG0010075	Cg003G113670	XP_020880255.1
OG0010076	Cg003G113710	XP_020880237.1
OG0010077	Cg003G114540	XP_002865019.1
OG0010078	Cg003G114710	XP_002865032.1
OG0010079	Cg003G114780	XP_002866723.1
OG0010080	Cg003G114810	XP_020881949.1
OG0010081	Cg003G114820	XP_002865040.2
OG0010082	Cg003G115030	XP_020883781.1
OG0010083	Cg002G059150	XP_002875870.1
OG0010085	Cg002G055440	XP_002876084.1
OG0010086	Cg003G096990, Cg003G115910	XP_002866782.1
OG0010087	Cg003G075980	XP_020878711.1
OG0010088	Cg003G076590, Cg014G332980	XP_020878087.1
OG0010089	Cg014G333030, Cg003G076540	XP_002875021.1
OG0010090	Cg006G227740	XP_020867937.1
OG0010091	Cg003G076840, Cg014G332760	XP_002872898.1
OG0010092	Cg003G077960, Cg014G331700	XP_002872891.1
OG0010093	Cg014G331990, Cg003G077620	XP_020876304.1
OG0010094	Cg003G078120, Cg014G331570	XP_002872852.1
OG0010095	Cg003G078160, Cg014G331480	XP_020876320.1
OG0010096	Cg003G078310, Cg014G331330	XP_020877043.1
OG0010097	Cg014G330930, Cg003G078620	XP_002872830.1
OG0010098	Cg003G078780, Cg014G330760	XP_020877977.1
OG0010099	Cg003G094750, Cg003G079250	XP_020876435.1
OG0010100	Cg003G094690, Cg003G079320	XP_002872791.1
OG0010101	Cg003G079350, Cg003G094650	XP_002874874.2
OG0010102	Cg003G094620, Cg003G079390	XP_002874873.2
OG0010103	Cg003G079420, Cg003G094590	XP_020876463.1
OG0010104	Cg003G094370, Cg003G079650	XP_002874860.1
OG0010105	Cg008G319490	XP_020868383.1
OG0010106	Cg005G173250	XP_020882858.1
OG0010107	Cg005G173330	XP_002881275.1
OG0010108	Cg005G174300	XP_002881224.1
OG0010109	Cg005G174110	XP_020882865.1
OG0010110	Cg005G174730	XP_020873889.1, XP_020885271.1
OG0010111	Cg005G174910	XP_020883314.1
OG0010112	Cg005G175450	XP_020882931.1
OG0010113	Cg005G175650	XP_020885065.1
OG0010114	Cg005G175980	XP_002881127.1
OG0010115	Cg005G176390	XP_002879262.1
OG0010116	Cg005G176890	XP_002879243.1
OG0010117	Cg005G177160	XP_002879233.1, XP_020885562.1
OG0010118	Cg005G178090	XP_002881024.1
OG0010119	Cg005G178600	XP_002879169.1
OG0010120	Cg005G178850	XP_002879096.1
OG0010121	Cg005G179170	XP_002880944.2
OG0010122	Cg005G179190	XP_002879112.2
OG0010123	Cg005G179270	XP_020883803.1
OG0010124	Cg005G179650	XP_020883785.1
OG0010125	Cg005G179660	XP_002879135.2
OG0010127	Cg005G181140	XP_020884552.1
OG0010128	Cg005G182710	XP_020884402.1
OG0010129	Cg006G241520	XP_002892248.1
OG0010130	Cg005G183310	XP_002880817.1
OG0010131	Cg005G185700	XP_020883372.1
OG0010132	Cg001G013280	XP_002869564.1
OG0010133	Cg004G116120	XP_002882161.1
OG0010134	Cg004G124270	XP_020887357.1
OG0010135	Cg008G281980	XP_002870894.1
OG0010136	Cg005G164570	XP_002881773.1
OG0010137	Cg005G164620	XP_020884809.1, XP_002880411.2
OG0010138	Cg001G014310	XP_020873485.1
