Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0005712	Cg008G325280	AL8G10280
OG0005713	Cg008G325250	AL8G10310
OG0005714	Cg001G033890	AL7G44620
OG0005715	Cg001G029440	AL9U10100
OG0005716	Cg001G027100, Cg001G027090	AL7G41180
OG0005717	Cg004G138640	AL3G35730
OG0005718	Cg005G157910	AL4G47280
OG0005719	Cg005G158170	AL4G47020
OG0005720	Cg005G158410	nbis-gene-1172, nbis-gene-629
OG0005721	Cg005G158910	AL4G46260
OG0005722	Cg002G044810	AL5G44440, AL4G46040
OG0005723	Cg005G159190, Cg008G299840, Cg005G178950	AL4G45940
OG0005724	Cg002G045040	AL5G44190
OG0005725	Cg005G160070	AL4G44870
OG0005726	Cg002G045680	AL5G43260
OG0005727	Cg005G160310	AL4G44660
OG0005728	Cg005G160850	AL4G44050
OG0005729	Cg002G046270	AL5G42570
OG0005730	Cg005G161160	AL4G43720
OG0005731	Cg005G161500	AL4G43320
OG0005732	Cg005G161530	AL4G43250, AL4G43260
OG0005733	Cg005G162390	AL2G18090, AL4G42210, AL7G53040
OG0005734	Cg005G162550	AL4G42020
OG0005735	Cg005G163530	AL4G41030
OG0005736	Cg005G164450	AL4G39590, AL3G43260
OG0005737	Cg008G282880	AL6G11270
OG0005738	Cg008G283060	AL6G11520
OG0005739	Cg008G305910	AL6G38190
OG0005740	Cg008G305920	AL6G38200
OG0005741	Cg008G300050	AL6G31040
OG0005742	Cg008G300260	AL6G31280
OG0005743	Cg006G198540, Cg006G198530	AL1G59000
OG0005744	Cg008G301160	AL6G32280
OG0005745	Cg008G301230	AL6G32320
OG0005746	Cg008G301980	AL6G33220
OG0005747	Cg008G302250	AL6G33480
OG0005748	Cg008G302310	AL6G33600
OG0005749	Cg003G108330	AL8G37230
OG0005750	Cg003G108070	AL8G36950
OG0005751	Cg003G106530	AL8G35250
OG0005752	Cg003G111680	AL8G41090
OG0005753	Cg003G111730	AL8G41130
OG0005754	Cg003G112540, Cg003G112530	AL8G42030
OG0005755	Cg003G112630	AL8G42140
OG0005756	Cg003G112990	AL8G42690
OG0005757	Cg003G115110	AL8G44790
OG0005758	Cg003G115240	AL8G44930
OG0005759	Cg003G076630, Cg014G332940	AL6G52740
OG0005760	Cg014G333230, Cg003G076360	AL6G53020
OG0005761	Cg003G076830, Cg014G332770	AL6G52120
OG0005762	Cg003G076880, Cg014G332720	AL6G52170
OG0005763	Cg003G077880	AL6G51760
OG0005764	Cg003G078820, Cg014G330710	nbis-gene-1662, AL6G50270
OG0005765	Cg003G094630, Cg003G079380	AL6G49690
OG0005766	Cg003G094470, Cg003G079540	AL6G49530
OG0005767	Cg008G320530	AL8G15700
OG0005768	Cg008G320470	AL8G15750
OG0005769	Cg006G242560	AL1G13480
OG0005770	Cg008G320220	AL8G16000
OG0005771	Cg005G173160	AL4G29140
OG0005772	Cg005G173170	AL4G29130
OG0005773	Cg005G173970	AL4G28160
OG0005775	Cg005G176680	AL4G25030
OG0005776	Cg005G176880	AL4G24790
OG0005777	Cg005G178200	AL4G23380
OG0005778	Cg005G175160	AL4G26750
OG0005779	Cg005G179310	AL4G22080
OG0005780	Cg005G181740	AL4G20920
OG0005781	Cg005G181700	AL172U10020, AL4G20930
OG0005782	Cg001G007080	AL7G18300
OG0005783	Cg005G185280	AL4G19210
OG0005784	Cg008G294140	AL6G24670
OG0005785	Cg004G117020	AL3G11120
OG0005786	Cg004G117420	AL3G11560
OG0005787	Cg004G117490	AL3G11650
OG0005789	Cg004G118520	AL3G12960
OG0005790	Cg004G121710	nbis-gene-2010, AL3G16630
OG0005791	Cg004G122620	AL3G17640
OG0005792	Cg004G122790	AL3G17840
OG0005793	Cg004G122850	AL3G17910
OG0005794	Cg004G122920	AL3G18000
OG0005795	Cg004G123680	AL3G18930
OG0005796	Cg007G249080	AL2G14790
OG0005797	Cg004G123920	AL3G19170
OG0005798	Cg004G124250	AL3G19580
OG0005799	Cg005G165660	AL4G38260
OG0005800	Cg005G165980	AL4G37890
OG0005801	Cg005G169000	AL4G33990
OG0005802	Cg005G166800	AL4G36840, AL463U10030
OG0005803	Cg005G169670	AL4G33110
OG0005805	Cg005G169120	AL4G33770, AL4G34330
OG0005806	Cg005G168850	AL4G34140, AL4G34200
OG0005807	Cg005G168770	AL4G34620
OG0005808	Cg005G168080	AL4G35380, AL4G35330
OG0005809	Cg005G167640	AL4G35950
OG0005810	Cg005G167750	AL4G35840
OG0005811	Cg005G167830	AL4G35750
OG0005812	Cg006G230500	AL1G27460
OG0005813	Cg006G229600	AL1G28490
OG0005814	Cg006G229540	AL1G28560, AL7G50440, AL1G18280
OG0005815	Cg006G229320	AL1G28830
OG0005816	Cg006G229190	AL1G28960
OG0005817	Cg006G228840	AL1G29340
OG0005818	Cg007G273540	AL2G32850
OG0005819	Cg006G228190	AL1G30160
OG0005820	Cg006G226380	AL1G32360
OG0005821	Cg006G225550	AL1G33400
OG0005822	Cg006G225400	AL1G33580
OG0005823	Cg006G224170	AL1G35020
OG0005824	Cg006G223470	AL1G36010
OG0005826	Cg006G222050	AL1G37560
OG0005827	Cg006G221890	AL8G25330, AL1G37890
OG0005828	Cg008G294240	AL6G24750
OG0005829	Cg006G219040	AL1G41040, AL1G41140
OG0005830	Cg006G219150	AL1G40870
OG0005831	Cg001G016470	AL7G28780
OG0005832	Cg005G187380, Cg005G187370	AL4G17280
OG0005833	Cg001G015870	AL7G28220
OG0005834	Cg001G015780	AL7G28120
OG0005835	Cg001G015490	AL7G27820
OG0005836	Cg005G190540	AL4G14220
OG0005837	Cg005G190870	AL4G13930
OG0005838	Cg006G230790	AL1G27130
OG0005839	Cg006G231160	AL1G26720
OG0005840	Cg006G232020	AL1G25800
OG0005841	Cg006G232560	AL1G25110
OG0005842	Cg006G233080	AL1G24470
OG0005843	Cg006G233260	AL1G24170
OG0005844	Cg006G233390	AL1G23880
OG0005845	Cg006G233620	AL1G23550
OG0005846	Cg006G233720	AL1G23380
OG0005847	Cg006G234000	AL1G23050
OG0005848	Cg006G234280	AL1G22790
OG0005849	Cg006G234640	AL1G22390
OG0005850	Cg006G234650	AL1G22380
OG0005851	Cg006G235420	AL1G21400
OG0005853	Cg006G236010	AL1G20590
OG0005854	Cg006G236450	AL1G20130
OG0005855	Cg006G236760	AL1G19800
OG0005856	Cg006G237380	AL1G19090
OG0005857	Cg006G237660	AL1G18790
OG0005858	Cg006G238110	AL1G18320
OG0005859	Cg006G238340	AL1G17930
OG0005860	Cg006G238570	AL1G17700
OG0005861	Cg006G239130	AL1G17200
OG0005862	Cg006G241700	AL1G14400
OG0005863	Cg006G241720	AL1G14390
OG0005864	Cg006G241760	AL1G14330
OG0005865	Cg006G243310	AL1G12500
OG0005866	Cg006G243940	AL1G11770
OG0005867	Cg006G244230	AL1G11460
OG0005868	Cg006G244940	AL1G10680
OG0005869	Cg008G294730	AL6G25270
OG0005870	Cg008G294550	AL6G25080
OG0005871	Cg008G294290	AL6G24800
OG0005872	Cg008G295390	AL6G25950
OG0005873	Cg008G295910	AL6G26480
OG0005875	Cg008G297810	AL6G28610
OG0005876	Cg008G298820, Cg008G298810, Cg008G298800	AL6G29720
OG0005877	Cg008G299570	AL6G30540
OG0005879	Cg008G307920	AL6G41020, AL1G65220
OG0005880	Cg008G308150	AL8G23260
OG0005881	Cg008G308410	AL8G23010
OG0005882	Cg008G310760, Cg008G309100	AL8G22430, AL8G22410
OG0005883	Cg008G309670, Cg008G311500	AL8G21800
OG0005884	Cg008G293870	AL6G24350
OG0005885	Cg008G286250	AL6G15300
OG0005886	Cg008G305520	AL6G37710
OG0005888	Cg008G303570	AL6G35230
OG0005889	Cg003G108690	AL8G37630
OG0005890	Cg003G109160	AL8G38110
OG0005891	Cg003G109990	AL8G39010
OG0005892	Cg002G059650	AL5G26690
OG0005893	Cg003G110560	AL8G39750
OG0005894	Cg003G106300	AL8G34980
OG0005895	Cg003G106250	AL8G34930
OG0005896	Cg003G106170	AL8G34820
OG0005897	Cg003G106110	AL8G34770
OG0005898	Cg003G106000	AL8G34620
OG0005899	Cg004G126760	AL3G22540
OG0005900	Cg003G105810	AL8G34330
OG0005901	Cg002G055380	AL5G31910
OG0005902	Cg002G056420	AL5G30560
OG0005903	Cg002G057680	AL5G28940
OG0005904	Cg002G058900	AL5G27470
OG0005907	Cg007G269140	AL2G27860
OG0005908	Cg007G270300	AL22U10100
OG0005909	Cg007G272020	AL2G31190
OG0005909	Cg001G039970	AL7G50590
OG0005910	Cg007G272350	AL2G31560
OG0005911	Cg007G278660	AL2G38270
OG0005912	Cg007G277990	AL2G37550
OG0005913	Cg007G277080	AL2G36520
OG0005914	Cg007G276830	AL2G36270
OG0005915	Cg007G275730	AL2G35160
OG0005916	Cg007G275480	AL2G34900
OG0005917	Cg007G275120	AL2G34540
OG0005918	Cg006G228760	AL1G29440
OG0005919	Cg007G279300	AL2G39030
OG0005920	Cg007G279370	AL2G39100
OG0005921	Cg007G280580	AL627U10010, AL2G40640
OG0005922	Cg007G281270	AL7G47090, AL2G41250
OG0005923	Cg006G230490	AL1G27470
OG0005924	Cg004G128640	AL3G24580
OG0005925	Cg004G129030	AL3G24950
OG0005926	Cg004G129820	AL3G26050
OG0005927	Cg004G130740	AL3G26950
OG0005928	Cg004G130880	AL3G27080
OG0005929	Cg006G196640	AL1G61410
OG0005931	Cg004G134130	AL3G30680
OG0005932	Cg004G135060	AL3G31690
OG0005933	Cg007G249120	AL2G14840, AL2G14870, AL2G14920
OG0005934	Cg004G136400	AL3G33080
OG0005935	Cg004G136710	AL3G33480
OG0005936	Cg004G137160	AL3G34010
OG0005937	Cg004G138030	AL3G35040
OG0005938	Cg004G139610	AL3G36670
OG0005939	Cg004G139620	nbis-gene-756
OG0005940	Cg004G139810	AL3G36910
OG0005941	Cg004G141160	AL3G38300
OG0005942	Cg004G141440	AL3G38720
OG0005943	Cg004G141470	AL3G38810
OG0005944	Cg004G142600	AL3G40210
OG0005946	Cg001G032230	AL7G43590
OG0005947	Cg004G149300	AL3G46600
OG0005948	Cg004G152590	AL3G49380
OG0005949	Cg004G154170	AL3G51190
OG0005950	Cg004G154460	AL3G51560
OG0005951	Cg004G155720	AL3G48910, AL3G48890
OG0005952	Cg004G155920	AL3G48660
OG0005953	Cg004G156350	AL3G48060
OG0005954	Cg004G156620	AL3G47810
OG0005955	Cg006G194410	AL1G64040
OG0005956	Cg006G194670	AL1G63690
OG0005957	Cg006G196160	AL1G62080
OG0005958	Cg001G022860, Cg006G196750	nbis-gene-296
OG0005959	Cg006G197100	AL1G60950
OG0005960	Cg006G201080	AL1G55470
OG0005961	Cg006G200870	AL1G55580
OG0005962	Cg006G201790	AL1G54650
OG0005963	Cg001G025570	AL7G39540
OG0005964	Cg002G054400	AL5G33060
OG0005965	Cg002G055000	AL5G32300
OG0005966	Cg002G051840	AL5G35810
OG0005967	Cg002G050320	AL5G37290
OG0005968	Cg002G050060	AL5G37570
OG0005969	Cg002G049340	AL5G38380
OG0005970	Cg002G049230	AL5G38520
OG0005971	Cg002G048810	AL5G39080
OG0005972	Cg002G048800	AL5G39090
OG0005973	Cg002G047340	AL5G41000
OG0005974	Cg002G045420	AL5G43580
OG0005975	Cg004G137710, Cg002G044990	AL5G44240
OG0005976	Cg002G045160	AL5G43980
OG0005977	Cg002G043310	AL5G46270
OG0005978	Cg002G043200	AL5G46380
OG0005979	Cg006G198510	AL1G59010
OG0005981	Cg002G055430	AL5G31850
OG0005982	Cg002G046520	AL5G42290
OG0005983	Cg008G323740	AL8G12070
OG0005984	Cg008G320860	nbis-gene-2002
OG0005985	Cg002G063970	AL5G22280
OG0005985	Cg004G152310, Cg006G203710, Cg006G203770	AL6G48590
OG0005987	Cg001G012720	AL7G24690
OG0005988	Cg001G006980	AL7G18170
OG0005989	Cg006G236040	nbis-gene-61
OG0005990	Cg006G227450	AL1G30600
OG0005992	Cg007G268450	AL2G27170
OG0005995	Cg004G157110, Cg004G157100	AL3G53810
OG0005996	Cg004G131090	AL3G27270
OG0005997	Cg004G127380	AL3G23160
OG0005999	Cg005G178790	AL4G21530
OG0006000	Cg006G212620, Cg006G212530	nbis-gene-2196, nbis-gene-2195
OG0006001	Cg001G041410	AL7G49040
OG0006009	Cg003G097990	AL8G25790
OG0006016	Cg001G011620	AL7G23580
OG0006017	Cg004G155440	AL3G52740
OG0006018	Cg001G010090	AL7G21750
OG0006019	Cg005G190910	AL4G13860
OG0006020	Cg001G009780	AL7G21410
OG0006021	Cg005G186050	AL4G20810, AL4G20650
OG0006021	Cg006G237790	AL1G18660
OG0006022	Cg001G009390	AL7G20950
OG0006023	Cg001G009310	AL7G20870
OG0006024	Cg005G189740	AL4G15310
OG0006025	Cg006G216210	AL1G44160
OG0006026	Cg001G006790	AL7G17970
OG0006027	Cg001G006720	AL7G17880
OG0006028	Cg001G006710	AL7G17870
OG0006029	Cg004G150400, Cg004G149380	AL3G46720
OG0006030	Cg001G005550	AL7G16520
OG0006031	Cg001G005450	AL7G16410
OG0006032	Cg001G005400	AL7G16360
OG0006033	Cg003G108310	AL8G37210
OG0006034	Cg006G214930	AL1G49680
OG0006035	Cg006G213850	AL1G46380
OG0006036	Cg006G205920, Cg006G205900, Cg006G205980, Cg006G205970, Cg006G213370	AL1G46790
OG0006037	Cg006G213110	AL1G47030
OG0006037	Cg004G135730	AL3G32430
OG0006038	Cg001G024020	AL7G37690
OG0006039	Cg001G024750	AL7G38530
OG0006040	Cg007G255800, Cg007G255810	AL1G65310
OG0006041	Cg007G252410	AL2G18070
OG0006043	Cg007G250590	AL2G16280
OG0006044	Cg006G235190	AL1G21700
OG0006045	Cg002G075740	AL5G10070
OG0006046	Cg001G031300, Cg004G146090	AL3G43550
OG0006047	Cg002G075440	AL5G10430
OG0006048	Cg001G028060	nbis-gene-1867
OG0006048	Cg002G075320	AL5G10570, AL5G10590
OG0006049	Cg002G074800	AL5G11260
OG0006050	Cg007G271910	AL2G31090
OG0006051	Cg002G074390	AL5G11920
OG0006052	Cg002G073810	AL5G13070
OG0006053	Cg002G073420	AL5G13590, AL3G42500
OG0006054	Cg006G232930	AL1G24640
OG0006055	Cg002G072800	AL5G14570
OG0006056	Cg001G037130	AL7G52930
OG0006056	Cg002G072090	AL5G15380
OG0006057	Cg002G071420	AL7G48620, AL5G16190
OG0006058	Cg002G071220	AL5G16420
OG0006059	Cg002G071040	AL5G16680
OG0006060	Cg002G070990	AL5G16720
OG0006061	Cg002G068670	AL5G17520
OG0006062	Cg002G068700	AL5G17580
OG0006063	Cg002G069040, Cg001G030820	AL5G17980
OG0006064	Cg002G069390	AL5G18320
OG0006066	Cg002G070150	AL5G18900
OG0006067	Cg002G065480	AL5G19910
OG0006068	Cg007G266330, Cg007G266320	AL2G24930
OG0006071	Cg007G245780	AL2G10290
OG0006072	Cg001G043030	AL7G47100
OG0006072	Cg007G245800	AL2G10310
OG0006073	Cg007G246610	AL2G11560
OG0006074	Cg007G246880	AL2G11790
OG0006075	Cg007G247360	AL2G12630
OG0006076	Cg005G164720	AL4G39270
OG0006077	Cg005G164900	AL4G39100
OG0006078	Cg004G124980	AL3G20500
OG0006079	Cg004G126000	AL3G21710
OG0006080	Cg004G126680	AL3G22460
OG0006081	Cg008G287200	AL6G16440
OG0006082	Cg004G128200	AL3G24120
OG0006084	Cg003G090380, Cg003G095870	AL8G24500
OG0006085	Cg003G097630	AL8G25390
OG0006086	Cg003G098260	AL8G26010
OG0006087	Cg001G015180	AL7G27480
OG0006088	Cg003G099760	AL8G27520, AL4G21070, AL8G27580
OG0006089	Cg001G012800	AL7G24770
OG0006090	Cg003G100490	AL8G28290
OG0006091	Cg002G075760	AL5G10050
OG0006092	Cg003G100710	AL8G28640
OG0006093	Cg003G101510	AL8G29580
OG0006094	Cg003G101770	AL8G29910
OG0006095	Cg003G101890	AL8G30100
OG0006096	Cg003G101960	AL8G30150
OG0006097	Cg003G102350	AL8G30590
OG0006098	Cg003G103020	AL8G31290
OG0006099	Cg003G104260	AL8G32630
OG0006100	Cg003G105120	AL8G33460, AL675U10010
OG0006101	Cg003G105200	AL8G33640
OG0006102	Cg006G230410	AL1G27540
OG0006103	Cg003G105550	AL8G34080
OG0006104	Cg006G232180	AL1G25590
OG0006105	Cg003G105580	AL8G34110
OG0006106	Cg008G292910	AL6G23260
OG0006107	Cg008G292820	AL6G23170
OG0006108	Cg008G291940	AL6G22170
OG0006109	Cg008G290740	AL6G20810
OG0006110	Cg008G290540	AL6G20620
OG0006111	Cg008G289940	AL6G19950
OG0006112	Cg008G289540	AL6G19390
OG0006114	Cg008G288960	AL6G18510
OG0006115	Cg008G288920	AL6G18470
OG0006116	Cg008G288520	AL6G18060
OG0006117	Cg003G109780	AL8G38740
OG0006118	Cg001G023680	AL7G37390
OG0006119	Cg001G023390	AL7G37030
OG0006120	Cg001G023020	AL7G36630
OG0006121	Cg001G022950	AL7G36580
OG0006122	Cg001G022460	AL7G35970
OG0006123	Cg001G022410	AL7G35870, nbis-gene-1818
OG0006124	Cg001G022210	AL7G35730
OG0006125	Cg001G021190	AL7G34590
OG0006126	Cg005G182440	AL4G20230
OG0006127	Cg001G020460	AL7G33580
OG0006128	Cg001G019880	AL7G32970
OG0006129	Cg001G019690	AL7G32770
OG0006130	Cg001G019380	AL7G32380
OG0006131	Cg001G019010	AL7G31730
OG0006132	Cg001G018230	AL7G30820
OG0006133	Cg001G018120	AL7G30690
OG0006134	Cg001G017460	AL7G30020
OG0006135	Cg001G017250	AL7G29710
OG0006136	Cg001G017090	AL7G29540
OG0006137	Cg001G016880	AL7G29230
OG0006138	Cg003G083220	AL6G44840
OG0006139	Cg006G210970	AL1G48450
OG0006140	Cg006G204100	AL1G52500
OG0006141	Cg006G205360	AL1G51970
OG0006142	Cg001G016750	AL7G29130
OG0006143	Cg005G161830	nbis-gene-1156
OG0006144	Cg006G218840	AL1G41340
OG0006145	Cg006G218650	AL1G41560
OG0006146	Cg006G203440, Cg006G203430	AL1G53210
OG0006147	Cg006G218200	AL1G42000
OG0006148	Cg006G218180	AL1G42020
OG0006149	Cg006G217570	AL1G42940
OG0006150	Cg006G217450	AL1G43080
OG0006151	Cg006G217420	AL1G43130
OG0006152	Cg006G217200	AL1G43170
OG0006153	Cg006G216350	AL1G43950
OG0006154	Cg006G216260	AL700U10010, AL1G44090
OG0006156	Cg006G216010	AL1G44380
OG0006157	Cg001G004420	AL7G15350
OG0006158	Cg001G003450	AL7G14290
OG0006159	Cg001G003110	AL7G13830
OG0006160	Cg007G274870, Cg007G274880, Cg001G002800	AL7G13420
OG0006161	Cg001G001830	AL7G12300
OG0006162	Cg001G001150	AL7G11290
OG0006163	Cg001G000490	AL7G10520
OG0006164	Cg001G036180	AL7G46270
OG0006165	Cg001G038220	AL7G52040
OG0006166	Cg001G038440	AL7G51700
OG0006167	Cg004G121100	AL3G15760
OG0006168	Cg006G214960	AL1G49710
OG0006169	Cg006G214520	AL1G45800
OG0006170	Cg005G170440	AL4G32210
OG0006171	Cg003G085160	AL6G43300
OG0006172	Cg003G087110	AL6G42250
OG0006173	Cg005G172580	AL4G29880
OG0006174	Cg005G172780	AL4G29580
OG0006175	Cg008G317490	AL8G19230, AL8G19220
OG0006176	Cg003G084460	AL6G43650
OG0006177	Cg003G083890	nbis-gene-1623
OG0006179	Cg003G082220	AL6G46080
OG0006180	Cg003G081920	AL6G46490
OG0006181	Cg003G081870	AL6G46550, AL6G46540
OG0006182	Cg003G081570	AL6G47030
OG0006183	Cg003G080970	nbis-gene-1648
OG0006184	Cg003G080620	AL6G47930
OG0006185	Cg003G080440, Cg003G093480	AL6G48110
OG0006186	Cg003G093930, Cg003G080060	AL6G48690
OG0006187	Cg004G156400	AL8G14060
OG0006188	Cg008G322420	AL8G13480, AL8G13540
OG0006189	Cg008G323590	AL8G12220
OG0006190	Cg008G323600	AL8G12200
OG0006191	Cg008G323860, Cg008G323830	nbis-gene-1983
OG0006192	Cg008G325390	AL3G25830
OG0006193	Cg004G146570	AL7G44160
OG0006194	Cg006G239990	AL1G16200
OG0006195	Cg001G031060	AL7G51750, AL9U11390
OG0006196	Cg001G029650	AL9U10310
OG0006197	Cg001G028830	AL7G42780
OG0006197	Cg001G028820	AL5G12130
OG0006198	Cg001G027820	AL7G41860
OG0006199	Cg001G027640	AL7G41790, AL7G41760
OG0006200	Cg001G026630	AL7G40570
OG0006201	Cg001G025780	AL7G39780
OG0006202	Cg001G042190	AL7G48180
OG0006203	Cg001G042340	AL7G47930
OG0006204	Cg005G158750	AL4G46410
OG0006205	Cg005G158890	AL4G46280
OG0006206	Cg005G158920	AL4G46250
OG0006207	Cg005G159100	AL4G46030
OG0006208	Cg005G159170	AL5G41110, AL4G45960
OG0006209	Cg002G045000	AL5G44220
OG0006210	Cg005G159550	AL4G45460
OG0006211	Cg005G160390	AL4G44580, nbis-gene-1159
OG0006212	Cg005G160470	AL4G44480, AL4G44460, AL4G44440
OG0006213	Cg005G160740	AL4G44150
OG0006214	Cg005G160840	AL4G44060
OG0006215	Cg005G161070	AL4G43820
OG0006216	Cg005G162000	AL4G42640
OG0006217	Cg005G162090	AL4G42540
OG0006218	Cg008G312100, Cg005G162530	AL4G42040
OG0006219	Cg005G163390	AL4G41130
OG0006220	Cg002G048740	AL5G39140
OG0006221	Cg002G048990	AL5G38830
OG0006222	Cg005G164430	AL4G39600
OG0006223	Cg008G282480	AL6G10740
OG0006224	Cg008G283120	AL6G11590
OG0006225	Cg008G283560	AL6G12070
OG0006226	Cg008G293910	AL6G24400
OG0006227	Cg008G284310	AL6G13050
OG0006228	Cg008G284800	AL6G13630
OG0006229	Cg008G300280	AL6G31310
OG0006230	Cg008G300970	AL6G32060
OG0006231	Cg008G301090	AL6G32200
OG0006232	Cg008G301720	AL6G32920
OG0006233	Cg008G301830	AL6G33040
OG0006234	Cg008G301880	AL6G33090
OG0006235	Cg003G108260	AL8G37170
OG0006236	Cg003G107850, Cg003G107940	AL8G36780
OG0006237	Cg002G060710	AL5G25420
OG0006238	Cg003G106750	AL8G35510
OG0006239	Cg003G106490	AL8G35210, AL3G40310
OG0006240	Cg003G110960	AL8G40200
OG0006241	Cg003G111310	AL8G40600
OG0006242	Cg003G111340	AL8G40630
OG0006243	Cg003G111800	AL8G41230
OG0006244	Cg004G151940	AL3G52250
OG0006245	Cg003G112610	AL8G42100
OG0006246	Cg003G112640	AL8G42150
OG0006247	Cg003G113320	AL666U10010, AL8G42890
OG0006248	Cg003G113470	AL8G43050
OG0006249	Cg003G113550	AL8G43120
OG0006250	Cg003G113650	AL8G43230
OG0006251	Cg003G115220	AL8G44910
OG0006252	Cg003G115490	AL8G45190, AL5G14770
OG0006253	Cg003G076130	AL6G53280
OG0006254	Cg014G332790, Cg003G076810	AL6G52100
OG0006255	Cg003G077940, Cg014G331720	AL6G51880
OG0006256	Cg014G332100, Cg003G077520	AL6G51340
OG0006257	Cg014G331280, Cg003G078350, Cg014G331260, Cg003G078360	AL6G50750
OG0006258	Cg014G330910, Cg003G078640	AL6G50470
OG0006259	Cg014G330890, Cg003G078660	AL6G50450
OG0006260	Cg014G330870, Cg003G078680	AL6G50430
OG0006261	Cg008G319900	AL8G16150
OG0006262	Cg005G173190	AL7G46590, AL4G29110
OG0006263	Cg005G173550	AL4G28720
OG0006264	Cg005G173700	AL4G28480
OG0006265	Cg005G174290	AL4G27790
OG0006266	Cg005G174830	AL4G27150
OG0006267	Cg005G174950	AL4G27010
OG0006268	Cg005G175500	AL163U10020, AL4G26350
OG0006270	Cg005G176370	AL4G25260
OG0006271	Cg005G177270	AL4G24440
OG0006272	Cg005G177280	AL4G24420
OG0006273	Cg005G177390	AL4G24250
OG0006274	Cg005G177400	AL4G24240
OG0006275	Cg005G178830	AL4G21580
OG0006276	Cg005G179680	AL4G22520
OG0006277	Cg001G013310	AL7G25370
OG0006278	Cg004G116640	AL3G10740
OG0006279	Cg008G281890	AL6G10040
OG0006280	Cg004G124260	AL3G19590
OG0006281	Cg008G282020	AL6G10170
OG0006282	Cg001G014170	AL7G26400, AL7G26380
OG0006283	Cg004G116950	AL3G11050
OG0006284	Cg004G117090	AL3G11190
OG0006285	Cg008G296060	AL6G26610
OG0006286	Cg004G118550	AL3G13060
OG0006287	Cg004G119220	AL3G13280
OG0006288	Cg004G119440	AL3G13520
OG0006289	Cg004G119560	AL3G13750
OG0006290	Cg004G119940	AL3G14290
OG0006291	Cg004G121160	AL3G15930
OG0006293	Cg004G123140	AL3G18300
OG0006294	Cg004G123330	AL759U10010, AL3G18550
OG0006295	Cg005G165620	AL4G38310
OG0006296	Cg005G165630	AL4G38300
OG0006297	Cg005G166490	AL4G37220
OG0006298	Cg005G166690	AL4G36970
OG0006299	Cg005G167150	AL92U10080, AL4G36410
OG0006300	Cg005G167540	AL4G36060
OG0006301	Cg005G170650	AL4G32010
OG0006302	Cg005G170230	AL4G32440
OG0006303	Cg005G170040	AL4G32670, AL4G32680
OG0006304	Cg002G052870	AL5G34580
OG0006305	Cg005G168960	AL4G34030
OG0006306	Cg005G168720	AL4G34680
OG0006307	Cg005G167960	AL4G35620
OG0006308	Cg006G230080	AL1G27970
OG0006309	Cg006G229770	AL1G28310
OG0006310	Cg006G229400	AL1G28730, AL6G51090
OG0006311	Cg006G229390	AL6G51070, AL6G51100, AL1G28740
OG0006312	Cg006G229170	AL1G28980
OG0006314	Cg006G228870	AL1G29300
OG0006315	Cg006G228280	AL1G30060
OG0006316	Cg006G227770	AL1G30670
OG0006317	Cg006G227880	AL1G30520
OG0006318	Cg006G226870	AL1G31720
OG0006319	Cg006G225700	AL1G33120
OG0006320	Cg006G225600	AL1G33330, AL1G33260
OG0006321	Cg007G276970	AL2G36410
OG0006322	Cg006G225260	AL1G33750
OG0006323	Cg006G225180	AL1G33830
OG0006324	Cg006G224430	AL1G34720
OG0006325	Cg006G223120	AL1G36360
OG0006326	Cg006G220950	AL1G39050
OG0006327	Cg006G220830	AL1G39170
OG0006328	Cg007G267500	AL2G26240
OG0006329	Cg006G219350	AL1G40680
OG0006330	Cg006G219050	AL1G41030
OG0006331	Cg006G219070	AL1G40960
OG0006332	Cg006G219130	AL1G40890
OG0006333	Cg001G016670	AL7G29050
OG0006334	Cg001G016660	AL7G29040
OG0006335	Cg001G016220	AL7G28580, AL1G53360
OG0006336	Cg001G015970	AL7G28320
OG0006337	Cg001G015540	AL7G27880
OG0006339	Cg005G192430	AL4G11900
OG0006340	Cg005G193540	AL4G10510
OG0006341	Cg006G230720	AL1G27210
OG0006342	Cg006G231020	AL1G32120, AL1G26850
OG0006343	Cg006G231040	AL1G26830
OG0006344	Cg006G231500	AL1G26310
OG0006345	Cg007G274970	AL2G34370
OG0006346	Cg006G233350	AL1G23930
OG0006347	Cg006G233430	AL1G23830
OG0006348	Cg008G312740, Cg008G312700	AL8G20900
OG0006350	Cg006G238010	AL1G18440
OG0006351	Cg006G236130	AL1G20470
OG0006352	Cg006G235850	AL1G20830
OG0006353	Cg006G237130	AL1G19340
OG0006354	Cg006G237670	AL1G18780
OG0006355	Cg006G238220	AL1G18120
OG0006356	Cg006G238940	AL1G17350
OG0006357	Cg006G239240	AL1G17020
OG0006358	Cg006G239390	AL1G16860
OG0006359	Cg002G055570	AL5G31690
OG0006360	Cg006G239940	AL1G16260
OG0006361	Cg006G240050	AL1G16120
OG0006362	Cg006G241260	AL1G14860
OG0006363	Cg006G242400	AL1G13650
OG0006364	Cg006G243070	AL1G12840
OG0006365	Cg006G243050	AL1G12870
OG0006367	Cg006G244080	AL1G11610
OG0006368	Cg008G294330	AL6G24850
OG0006369	Cg008G295350	AL6G25910
OG0006370	Cg008G295640	AL6G26190
OG0006371	Cg008G295460	AL6G26040
OG0006372	Cg008G296600	AL6G27210
