Orthogroup	Cardamine_glauca	Erysimum_linariifolium
OG0006278	Cg004G116640	El005G235620
OG0006279	Cg008G281890	El001G082300
OG0006280	Cg004G124260	El005G243660
OG0006281	Cg008G282020	El001G082160
OG0006282	Cg001G014170	El003G157910, El003G157900
OG0006283	Cg004G116950	El005G235960
OG0006284	Cg004G117090	El005G236120
OG0006285	Cg008G296060	El001G065610
OG0006286	Cg004G118550	El005G237690
OG0006287	Cg004G119220	El005G237860
OG0006288	Cg004G119440	El005G238150
OG0006289	Cg004G119560	El005G238420
OG0006290	Cg004G119940	El005G238910
OG0006291	Cg004G121160	El005G240270
OG0006293	Cg004G123140	El005G242330
OG0006294	Cg004G123330	El005G242530
OG0006295	Cg005G165620	El006G289080
OG0006296	Cg005G165630	El006G289090
OG0006297	Cg005G166490	El006G290070, El006G306370
OG0006298	Cg005G166690	El006G290300
OG0006299	Cg005G167150	El006G290920
OG0006300	Cg005G167540	El006G291370
OG0006301	Cg005G170650	El006G295030
OG0006302	Cg005G170230	El006G294510
OG0006303	Cg005G170040	El006G294230, El006G294220
OG0006304	Cg002G052870	El001G024270
OG0006305	Cg005G168960	El006G292820
OG0006306	Cg005G168720	El006G292520
OG0006307	Cg005G167960	El006G291810
OG0006308	Cg006G230080	El002G099890
OG0006309	Cg006G229770	El002G100190
OG0006310	Cg006G229400	El002G100550
OG0006311	Cg006G229390	El002G100560
OG0006312	Cg006G229170	El002G100790
OG0006314	Cg006G228870	El002G101180
OG0006315	Cg006G228280	El002G101850
OG0006316	Cg006G227770	El002G102420
OG0006317	Cg006G227880	El002G102290
OG0006318	Cg006G226870	El002G103390
OG0006319	Cg006G225700	El002G104590
OG0006320	Cg006G225600	El002G104710, El003G177420
OG0006321	Cg007G276970	El004G229150
OG0006322	Cg006G225260	El002G105100
OG0006323	Cg006G225180	El002G105180
OG0006324	Cg006G224430	El002G106030
OG0006325	Cg006G223120	El002G107980
OG0006326	Cg006G220950	El002G111340
OG0006327	Cg006G220830	El002G111210
OG0006328	Cg007G267500	El004G217940
OG0006329	Cg006G219350	El002G112890
OG0006330	Cg006G219050	El002G113200
OG0006331	Cg006G219070	El002G113170
OG0006332	Cg006G219130	El002G113110
OG0006333	Cg001G016670	El003G160560
OG0006334	Cg001G016660	El003G160550
OG0006335	Cg001G016220	El003G160100
OG0006336	Cg001G015970	El005G276130, El005G275810, El005G275850, El005G276000, El003G159830
OG0006337	Cg001G015540	El003G159340
OG0006339	Cg005G192430	El006G319870
OG0006340	Cg005G193540	El006G321270
OG0006341	Cg006G230720	El002G099210
OG0006342	Cg006G231020	El002G098880
OG0006343	Cg006G231040	El002G098860
OG0006344	Cg006G231500	El002G098350
OG0006345	Cg007G274970	El004G227050
OG0006346	Cg006G233350	El002G096070
OG0006347	Cg006G233430	El002G095950
OG0006348	Cg008G312740, Cg008G312700	El007G349620
OG0006350	Cg006G238010	El002G090780
OG0006351	Cg006G236130	El002G092830
OG0006352	Cg006G235850	El002G093110
OG0006353	Cg006G237130	El002G091650
OG0006354	Cg006G237670	El002G091100
OG0006355	Cg006G238220	El003G181880, El002G090500
OG0006356	Cg006G238940	El002G089680
OG0006357	Cg006G239240	El002G089410
OG0006358	Cg006G239390	El002G089240
OG0006359	Cg002G055570	El001G021510
OG0006360	Cg006G239940	El002G088650
OG0006361	Cg006G240050	El002G088560
OG0006362	Cg006G241260	El002G087230
OG0006363	Cg006G242400	El002G085910
OG0006364	Cg006G243070	El002G085160
OG0006365	Cg006G243050	El002G085190
OG0006367	Cg006G244080	El002G083960
OG0006368	Cg008G294330	El001G067360
OG0006369	Cg008G295350	El001G066390
OG0006370	Cg008G295640	El001G066130
OG0006371	Cg008G295460	El001G066290
OG0006372	Cg008G296600	El001G064980
OG0006373	Cg008G297080	El001G064130
OG0006374	Cg008G297850	El001G063310
OG0006375	Cg007G267610	El004G218100
OG0006376	Cg008G297980	El001G063170
OG0006377	Cg008G298120	El001G062980
OG0006378	Cg008G298930	El001G062060
OG0006379	Cg008G312300	El007G348990
OG0006380	Cg002G054600	El001G022550
OG0006381	Cg008G287510	El001G075220
OG0006382	Cg008G286960	El001G076050
OG0006383	Cg008G286920	El001G076100
OG0006384	Cg008G286790	El001G076230
OG0006385	Cg003G076160	El001G000330
OG0006386	Cg008G305280	El001G052650
OG0006387	Cg008G305050	El001G052980
OG0006388	Cg004G152170, Cg002G051830	El001G025540
OG0006389	Cg008G304180	El001G055300
OG0006390	Cg008G303920	El001G055700
OG0006391	Cg008G303620	El001G056080
OG0006392	Cg008G303520	El001G056170
OG0006393	Cg008G303460	El001G056200, El005G262400
OG0006394	Cg003G108750	El007G329850
OG0006395	Cg003G109350	El007G329160
OG0006396	Cg003G109730	El007G328790
OG0006397	Cg003G109940	El007G328580
OG0006398	Cg003G110040	El007G328450
OG0006399	Cg003G110150	El007G328350
OG0006400	Cg003G110370	El007G328040
OG0006401	Cg003G110570	El007G327810
OG0006402	Cg003G110580	El007G327800
OG0006403	Cg003G106320	El007G332710
OG0006404	Cg003G105970	El007G333090
OG0006405	Cg002G055680	El001G021390
OG0006406	Cg002G055750	El001G021330
OG0006407	Cg002G055800	El001G021270
OG0006408	Cg002G057050	El001G019720
OG0006409	Cg002G058200	El001G018430
OG0006410	Cg002G059070	El001G017470
OG0006411	Cg002G061910	El001G014380
OG0006412	Cg007G268570	El004G219170
OG0006413	Cg002G062420	El001G013850
OG0006414	Cg007G267760	El004G218220
OG0006415	Cg006G219540	El002G112650
OG0006416	Cg007G267790	El004G218270
OG0006417	Cg007G269120	El004G219770
OG0006418	Cg007G269420	El004G220190
OG0006419	Cg007G269960	El004G220780
OG0006420	Cg007G270180	El004G221050
OG0006421	Cg007G270360	El004G221300
OG0006422	Cg006G231050	El002G098850
OG0006423	Cg007G271960	El004G223340
OG0006424	Cg007G272320	El004G223740
OG0006425	Cg007G272410	El004G223880
OG0006426	Cg008G291070	El001G071300
OG0006427	Cg007G272650	El004G224140
OG0006428	Cg007G278790	El004G231490
OG0006429	Cg007G278390	El004G230870
OG0006430	Cg007G278340	El004G230810
OG0006431	Cg007G277850	El004G230200
OG0006431	Cg006G227640	El002G102570
OG0006432	Cg007G276140	El004G228180
OG0006433	Cg007G275890	El004G227900
OG0006434	Cg007G275300	El004G227360
OG0006435	Cg007G274160	El004G226110
OG0006436	Cg007G273650	El004G225330
OG0006437	Cg007G273030	El004G224620
OG0006438	Cg007G279710	El004G232470
OG0006439	Cg007G279870	El004G232640
OG0006440	Cg007G280040	El004G232890, El008G369670
OG0006441	Cg007G280800	El004G233800
OG0006442	Cg004G128580	El005G248660
OG0006443	Cg004G130230	El005G250280, El005G250170
OG0006444	Cg006G196370	El002G138340
OG0006445	Cg004G131790	El005G252000
OG0006446	Cg004G131970	El005G252200
OG0006447	Cg004G132230	El005G252520
OG0006448	Cg004G132560	El005G252920
OG0006449	Cg004G133550	El005G253970
OG0006450	Cg008G320190, Cg002G057710	El001G019060
OG0006451	Cg001G003210, Cg004G133950	El005G254350
OG0006452	Cg004G134010	El005G254400
OG0006453	Cg004G134060	El005G254440
OG0006454	Cg004G134140	El005G254530
OG0006455	Cg004G134290	El005G254670
OG0006456	Cg004G134390	El005G254760
OG0006457	Cg004G134410	El005G254780
OG0006458	Cg004G134470	El005G254840
OG0006459	Cg004G134560	El005G255050
OG0006460	Cg001G026660	El003G173890
OG0006461	Cg004G134790	El005G255380
OG0006462	Cg004G135090	El005G255730
OG0006463	Cg006G200370, Cg004G135480	El005G256120
OG0006464	Cg004G135510	El005G256150, El005G256160, El005G256170
OG0006465	Cg004G136270	El005G257060
OG0006466	Cg004G136830	El005G257660
OG0006467	Cg004G137210	El005G258080
OG0006468	Cg004G138750, Cg004G137640	El005G258710
OG0006469	Cg004G137760	El005G258790
OG0006470	Cg004G137860	El005G258910
OG0006471	Cg004G138600	El005G259830
OG0006472	Cg004G139500	El005G261090
OG0006473	Cg004G139590	El005G261180
OG0006474	Cg004G140000	El005G261840
OG0006476	Cg004G140610	El005G264390
OG0006477	Cg004G140670	El005G264420
OG0006478	Cg004G141040	El005G265030
OG0006479	Cg004G141840	El005G267210
OG0006480	Cg004G144020	El005G269550
OG0006481	Cg004G150120, Cg004G151060	El005G272880
OG0006482	Cg004G153170	El005G274560
OG0006483	Cg004G153660	El005G275050
OG0006484	Cg004G153940, Cg004G149240	El005G275390
OG0006485	Cg004G154830	El005G277070
OG0006486	Cg004G154590	El005G276740
OG0006487	Cg004G154430	El005G276610, El005G275880
OG0006488	Cg004G155760	El005G277900
OG0006489	Cg004G155820	El005G277950
OG0006490	Cg004G156860	El005G278930
OG0006491	Cg004G156950	El005G279110
OG0006492	Cg006G194560	El002G140840
OG0006493	Cg006G194580	El006G319760, El002G140800
OG0006494	Cg006G194890	El002G140350
OG0006495	Cg006G195280	El002G139890
OG0006496	Cg006G195370	El002G139780
OG0006497	Cg006G195390	El002G139760
OG0006498	Cg006G196250	El002G138170
OG0006499	Cg006G196350	El002G138300
OG0006500	Cg006G197560	El002G136740
OG0006502	Cg006G198440	El002G135630
OG0006503	Cg006G198340	El002G135740
OG0006504	Cg006G199370	El002G134630
OG0006505	Cg006G199780	El002G134040
OG0006506	Cg006G199960	El002G133860
OG0006507	Cg006G201830, Cg006G201840	El002G131400
OG0006508	Cg001G025120	El003G171550
OG0006509	Cg005G171990	El007G343240, El006G296640
OG0006510	Cg005G172010	El006G296660
OG0006511	Cg005G172060	El006G296730
OG0006512	Cg005G172070	El006G296740
OG0006513	Cg002G054700	El001G022460
OG0006514	Cg002G054660	El001G022500
OG0006515	Cg002G051750	El001G025630
OG0006516	Cg002G051020	El001G026440
OG0006517	Cg002G051010	El001G026450
OG0006518	Cg002G050450	El001G027130, El007G355670
OG0006519	Cg002G049940	El001G027690
OG0006520	Cg002G049690	El001G027910
OG0006521	Cg002G049000	El001G028730
OG0006522	Cg002G047620	El001G030380
OG0006523	Cg002G046460	El006G312010, El006G311900, El001G031700
OG0006524	Cg002G045930	El001G032430
OG0006525	Cg002G045660	El001G032950
OG0006526	Cg002G044960	El001G033900
OG0006527	Cg002G044660	El001G034240
OG0006528	Cg002G043720	El001G035290
OG0006529	Cg002G043500	El001G035560
OG0006530	Cg002G043490	El001G035590
OG0006531	Cg002G043260	El001G035850
OG0006533	Cg001G021210	El003G166470
OG0006535	Cg005G186730	El001G012560, El001G012550
OG0006536	Cg004G133050	El005G253370
OG0006537	Cg005G162060	El006G285080
OG0006538	Cg007G278410	El004G230900
OG0006539	Cg001G011500	El003G154780
OG0006540	Cg006G238410	El002G090260
OG0006541	Cg006G224950	El002G105410
OG0006542	Cg007G268420	El004G218970
OG0006543	Cg014G332200, Cg003G077420	El001G002320
OG0006544	Cg004G139970	El005G261800
OG0006549	Cg001G018310	El003G162840
OG0006550	Cg006G219490	El002G112710
OG0006551	Cg004G130030	El006G311710
OG0006552	Cg006G206510	El001G047550, El001G047540
OG0006552	Cg002G056510	El007G356790
OG0006553	Cg004G144550	El005G269460
OG0006553	Cg004G144560, Cg004G143850	El005G269450
OG0006554	Cg002G075710	El001G036070
OG0006555	Cg001G031720, Cg001G031740, Cg001G031760	El005G261850, El003G157970
OG0006559	Cg001G010460	El003G153070
OG0006570	Cg001G012000	El003G155360
OG0006571	Cg001G011890	El003G155250
OG0006572	Cg001G011820	El003G155170
OG0006573	Cg001G011770	El003G155110
OG0006574	Cg001G011310	El003G154470
OG0006575	Cg001G011280	El003G154440
OG0006576	Cg001G010920	El003G153650
OG0006578	Cg008G312850	El007G349650
OG0006579	Cg001G010020	El003G152600
OG0006580	Cg001G009350	El003G151780
OG0006581	Cg001G009220	El003G151640
OG0006582	Cg001G009120	El003G151510
OG0006583	Cg001G008500	El003G150880
OG0006584	Cg001G008270	El003G150630
OG0006585	Cg001G007810	El003G150180
OG0006586	Cg006G227270	El002G102940
OG0006587	Cg001G007700	El003G150070
OG0006589	Cg001G006560	El003G148890
OG0006590	Cg001G006400	El003G148710
OG0006591	Cg003G087420, Cg001G006240	El004G210000, El003G148470
OG0006592	Cg001G005570	El003G147750
OG0006593	Cg001G005390	El003G147580
OG0006594	Cg004G152570	El005G273890
OG0006594	Cg001G005270	El003G147470
OG0006595	Cg001G005260	El003G147450
OG0006596	Cg001G005140	El003G147300
OG0006597	Cg001G004980	El003G147150
OG0006598	Cg006G215260	El002G118040
OG0006599	Cg006G213500	El002G119860
OG0006600	Cg001G023880	El003G169990
OG0006601	Cg001G024270	El003G170410
OG0006602	Cg001G024280	El003G170420
OG0006603	Cg001G024520	El003G170720
OG0006604	Cg005G170800	El006G295240
OG0006605	Cg008G307910	El007G350630, El007G352410
OG0006606	Cg006G236400	El002G092470
OG0006607	Cg007G251560	El004G202690
OG0006608	Cg006G235530	El002G093480
OG0006609	Cg007G250280	El004G200040
OG0006610	Cg006G234560	El002G094660
OG0006611	Cg006G234520	El002G094710
OG0006612	Cg006G234160	El002G095110
OG0006613	Cg006G230760	El002G099160
OG0006615	Cg002G075460	El001G036280
OG0006616	Cg002G075120	El001G036660
OG0006617	Cg002G074150	El001G038050
OG0006618	Cg006G232110	El002G097510
OG0006619	Cg006G232220	El002G097410
OG0006620	Cg002G073320	El001G039120
OG0006621	Cg002G073100	El001G039550
OG0006622	Cg002G072890	El001G039960
OG0006623	Cg002G072270	El001G040730
OG0006624	Cg002G072220	El001G040800
OG0006625	Cg002G071960	El001G041170
OG0006626	Cg002G071930, Cg002G073450	El001G041210
OG0006629	Cg002G070840	El001G042490
OG0006630	Cg002G070790	El001G042510
OG0006631	Cg002G068690	El001G043040
OG0006632	Cg002G069330	El001G043870
OG0006633	Cg002G069550	El001G044070
OG0006634	Cg002G070210	El001G044940
OG0006635	Cg003G101820	El007G337820
OG0006636	Cg007G261260	El004G211660
OG0006637	Cg007G261150	El004G211640
OG0006638	Cg007G260180	El003G190890
OG0006639	Cg004G155750	El005G277880
OG0006640	Cg003G108740	El007G329860
OG0006641	Cg007G252570	El004G203690, El004G205040
OG0006642	Cg001G043060	El003G193640
OG0006643	Cg001G042910	El003G193440
OG0006644	Cg007G246320	El004G195120
OG0006645	Cg007G247100	El004G196360
OG0006646	Cg007G247270	El004G196950
OG0006647	Cg005G165410	El006G288860
OG0006648	Cg004G124710	El005G244250
OG0006649	Cg004G124760	El005G244300
OG0006650	Cg001G004710	El003G146800
OG0006651	Cg004G124920	El005G244460
OG0006652	Cg008G283850	El001G079790
OG0006653	Cg004G125650	El005G245320
OG0006654	Cg004G126200	El005G245970
OG0006655	Cg004G126420	El005G246160
OG0006656	Cg004G126670	El005G246330
OG0006657	Cg004G126800	El005G246470
OG0006658	Cg004G126780	El005G246450
OG0006659	Cg004G127180	El005G246980
OG0006660	Cg004G127420	El005G247330
OG0006661	Cg004G127520, Cg001G040230	El005G247410
OG0006662	Cg004G127600	El005G247570
OG0006663	Cg004G127840	El005G247870
OG0006664	Cg004G127920	El005G247960
OG0006665	Cg004G128190	El005G248250
OG0006666	Cg003G090920	El007G344740
OG0006667	Cg008G300530	El001G060120
OG0006668	Cg001G015860	El003G159700
OG0006669	Cg003G097570	El007G343020
OG0006670	Cg003G097810	El007G342720
OG0006671	Cg003G099170	El007G341160
OG0006672	Cg003G099310	El007G341010
OG0006673	Cg003G099900	El007G340050
OG0006674	Cg003G099890	El007G340060
OG0006675	Cg003G100290	El007G339730
OG0006676	Cg003G101350	El007G338440
OG0006677	Cg003G100870	El007G338880
OG0006678	Cg003G101650	El007G337980
OG0006679	Cg003G101690	El001G004330, El007G337940, El007G338280
OG0006680	Cg003G101800	El007G337840
OG0006681	Cg003G101900	El007G337720
OG0006682	Cg003G102290	El007G337280
OG0006684	Cg003G103050	El004G208230, El007G336380
OG0006685	Cg003G103580	El007G335870
OG0006686	Cg003G104000	El007G335410
OG0006687	Cg003G104750	El007G334640
OG0006688	Cg003G104870	El007G334440
OG0006689	Cg003G105100	El007G334180
OG0006690	Cg003G105220	El007G333970
OG0006691	Cg009G325710, Cg008G313860	El007G351570
OG0006693	Cg008G293060	El001G068820
OG0006694	Cg008G292950	El001G068940
OG0006695	Cg008G292880	El001G069090
OG0006696	Cg008G291060	El001G071340
OG0006697	Cg008G290950	El001G071460
OG0006698	Cg008G290570	El001G071860
OG0006699	Cg008G290520	El001G071930
OG0006700	Cg008G290230	El001G072210
OG0006701	Cg003G111970	El007G326360
OG0006702	Cg008G289680	El001G072800
OG0006703	Cg008G289410	El001G073180
OG0006704	Cg008G289230	El001G073400
OG0006705	Cg008G289100	El001G073510
OG0006706	Cg008G288870	El001G073740
OG0006707	Cg008G288500	El001G074120
OG0006708	Cg001G023770	El003G169870
OG0006709	Cg001G023700	El003G169800
OG0006710	Cg001G023330	El003G169280
OG0006711	Cg001G023290	El003G169240
OG0006712	Cg001G022830	El003G168720
OG0006713	Cg001G022800	El003G168680
OG0006714	Cg001G022630	El003G168480
OG0006716	Cg001G021730	El003G167280
OG0006717	Cg001G021430	El003G166890
OG0006718	Cg001G021070	El003G166290
OG0006719	Cg001G021030	El003G166230
OG0006720	Cg008G321410	El007G361670
OG0006721	Cg001G020520	El003G165580
OG0006722	Cg001G020450	El003G165500
OG0006723	Cg001G023730	El003G169830
OG0006724	Cg001G019560	El003G164610
OG0006725	Cg001G019260	El003G164170
OG0006726	Cg001G019130	El003G163960
OG0006727	Cg001G018320	El003G162850
OG0006728	Cg001G017440	El003G161720
OG0006729	Cg001G017400	El003G161620
OG0006730	Cg001G017260	El003G161420
OG0006731	Cg001G017130	El003G161200
OG0006732	Cg001G017080	El003G161140
OG0006733	Cg001G016940	El003G160930
OG0006734	Cg001G016920	El003G160860
OG0006735	Cg001G016910	El003G160820
OG0006736	Cg001G016800	El003G160690
OG0006737	Cg001G016760	El003G160650
OG0006738	Cg006G211750	El002G121710
OG0006739	Cg006G209100	El002G124790
OG0006740	Cg005G162840, Cg006G227720	El002G102480
OG0006741	Cg006G205060	El002G127700
OG0006742	Cg006G206100	El002G127350
OG0006743	Cg006G230660	El002G099290
OG0006744	Cg006G202470	El002G130290
OG0006744	Cg006G202570	El002G130410
OG0006745	Cg006G203080	El002G129410
OG0006746	Cg006G218800	El002G113540
OG0006747	Cg006G238450	El002G090220
OG0006748	Cg001G016700	El003G160590
OG0006749	Cg006G218930	El002G113340
OG0006750	Cg006G203470	El002G129060
OG0006751	Cg006G218870	El002G113410
OG0006752	Cg004G156410	El005G278500
OG0006753	Cg006G218080	El002G114320
OG0006754	Cg006G217680	El002G114970
OG0006755	Cg006G217660	El002G114990
OG0006756	Cg006G217590	El002G115050
OG0006757	Cg006G217410	El002G115240
OG0006758	Cg006G216660	El002G115790
OG0006759	Cg006G216330	El002G116190
OG0006760	Cg006G216120	El002G116580
OG0006761	Cg006G216000	El002G116770
OG0006762	Cg006G215730	El002G117370
OG0006763	Cg006G215400	El002G117640
OG0006764	Cg001G004490	El003G146530
OG0006765	Cg001G003880	El003G145950
OG0006766	Cg001G003570	El003G145600
OG0006767	Cg001G003440	El003G145460
OG0006768	Cg001G003070	El003G145040
OG0006769	Cg001G002980	El003G144960
OG0006770	Cg001G002610	El003G144580
OG0006771	Cg001G002550	El003G144630
OG0006772	Cg001G002300	El003G144220
OG0006773	Cg005G192150	El006G319600
OG0006774	Cg005G192680	El006G320220
OG0006775	Cg005G193640	El006G321390
OG0006776	Cg001G000710	El003G142350
OG0006777	Cg001G000480	El003G142080
OG0006778	Cg001G000320	El003G141910
OG0006779	Cg006G200390	El002G133210
OG0006780	Cg001G038150	El003G187460
OG0006781	Cg005G171120	El006G295630
OG0006782	Cg003G086210	El001G010560
OG0006783	Cg006G206050	El002G127490
OG0006784	Cg005G172370	El006G297140
OG0006785	Cg005G172800	El006G298030
OG0006786	Cg008G318000	El007G357990
OG0006787	Cg008G314230, Cg008G314210	El007G357770, El007G357900, El007G357860, El007G357890
OG0006788	Cg008G315940	El007G356960
OG0006789	Cg004G118040	El005G237130
OG0006790	Cg003G084470	El001G009560
OG0006791	Cg003G082560	El001G007710
OG0006792	Cg003G082170	El001G007390
OG0006793	Cg003G082030	El001G007290
OG0006794	Cg008G319480	El001G007230
OG0006795	Cg003G081880	El001G007090
OG0006796	Cg003G081650	El001G006750
OG0006797	Cg003G080600	El001G005560, El001G006150
OG0006798	Cg003G093640, Cg003G080340	El001G005200
OG0006799	Cg003G094320, Cg003G079710	El001G004360
OG0006800	Cg008G320650	El007G360750
OG0006801	Cg008G320890	El007G361070
OG0006802	Cg001G013080	El003G156550
OG0006803	Cg008G323010	El007G364090
OG0006804	Cg008G323350	El007G364660
OG0006805	Cg008G324100	El007G365470, El007G365510, El007G365490
OG0006806	Cg008G324230	El007G365640
OG0006807	Cg008G324270	El007G365680
OG0006808	Cg008G324340	El007G365750
OG0006809	Cg008G324400	El007G365850
OG0006810	Cg008G324640	El007G366170
OG0006811	Cg005G168410	El006G292280
OG0006812	Cg008G325210	El007G366780
OG0006813	Cg008G325340	El007G366930
OG0006814	Cg004G154810	El005G277050
OG0006816	Cg004G142940	El005G268620
OG0006817	Cg004G142630	El005G268130
OG0006818	Cg001G030010	El003G178110
OG0006819	Cg001G028330	El003G175890
OG0006820	Cg004G140220	El005G262650
OG0006821	Cg001G035140, Cg001G027060	El003G174340
OG0006822	Cg001G026990	El003G174220, El003G173430
OG0006823	Cg001G026060	El003G172970
OG0006824	Cg001G026000	El003G172860
OG0006825	Cg001G025860	El003G172610
OG0006826	Cg001G041460, Cg001G033160, Cg007G266690	El003G191780
OG0006827	Cg001G041610	El003G191890
OG0006828	Cg001G043020	El003G193610
OG0006829	Cg001G043050	El003G193630
OG0006830	Cg005G157530	El006G279710
OG0006831	Cg005G157570	El006G279750
OG0006832	Cg006G212150	El002G121140
OG0006833	Cg005G158240	El006G280410
OG0006834	Cg005G172100	El006G296770
OG0006835	Cg005G158880	El006G281090
OG0006836	Cg005G159040	El006G281230
OG0006837	Cg005G159320	El006G281670
OG0006838	Cg005G159420	El006G281770
OG0006839	Cg005G159690	El006G282080
OG0006840	Cg005G159740	El006G282130
OG0006841	Cg005G159880	El006G282460, El008G369370
OG0006842	Cg005G160080	El006G282660
OG0006843	Cg005G160100	El006G282710
OG0006844	Cg005G160370	El006G282990
OG0006845	Cg005G160980	El006G283820
OG0006846	Cg005G162520	El006G285520
OG0006848	Cg005G163060	El006G286140
OG0006850	Cg005G163600	El006G286700, El006G316130
OG0006851	Cg005G163730	El006G286870
OG0006852	Cg005G164160	El006G287480
OG0006853	Cg005G164530	El006G287940
OG0006854	Cg008G282930	El001G081000
OG0006855	Cg008G283080	El001G080820
OG0006856	Cg008G283200	El001G080670
OG0006857	Cg008G283210	El001G080660
OG0006858	Cg008G283770	El001G079900
OG0006859	Cg008G283840	El001G079800
OG0006860	Cg008G283960	El001G079660
OG0006861	Cg008G284050	El001G079550
OG0006862	Cg008G284670	El001G078770
OG0006863	Cg008G284700	El001G078730
OG0006864	Cg006G217880	El002G114580
OG0006865	Cg008G300190	El001G060490
OG0006866	Cg008G300380	El001G060270
OG0006867	Cg008G300470	El001G060180
OG0006868	Cg008G300680	El001G059950
OG0006869	Cg008G300800	El001G059830
OG0006870	Cg008G301270	El001G059210
OG0006871	Cg008G301330	El001G059150
OG0006872	Cg008G301400	El001G059060
OG0006873	Cg008G301690	El001G058690
OG0006874	Cg008G301840	El001G058490
OG0006875	Cg008G302690	El001G057270
OG0006876	Cg003G108350	El007G330280
OG0006877	Cg003G108080	El007G330600
OG0006878	Cg003G107660	El007G330980
OG0006879	Cg003G107470	El007G331160
OG0006880	Cg003G111000, Cg003G078500	El007G327420
OG0006881	Cg003G111610	El007G326770
OG0006882	Cg003G111620	El007G326760
OG0006883	Cg003G111840	El007G326540
OG0006884	Cg003G111920	El007G326410
OG0006885	Cg003G112120	El007G326240
OG0006886	Cg003G112190	El007G326160
OG0006887	Cg003G112350	El007G325970
OG0006888	Cg003G112360	El007G325960
OG0006889	Cg003G112730	El007G325590
OG0006890	Cg003G112890, Cg003G112900	El004G212220, El007G325380
OG0006891	Cg003G113170	El007G325280
OG0006892	Cg003G113080	El007G325190
OG0006893	Cg003G113340	El007G324800
OG0006894	Cg003G113510	El007G324610
OG0006895	Cg003G114200	El007G323830
OG0006896	Cg003G114240	El007G323800, El002G126070
OG0006897	Cg003G114360	El007G323680
OG0006898	Cg007G268050	El004G218680
OG0006899	Cg003G115450	El007G322440
OG0006901	Cg003G115500	El002G129380, El007G322370
OG0006902	Cg003G075920	El001G000060
OG0006903	Cg003G076140	El001G000320
OG0006904	Cg014G332970, Cg003G076600	El001G000790
OG0006905	Cg014G333210, Cg003G076380	El001G000560
OG0006906	Cg003G076960, Cg014G332640	El001G001150
OG0006907	Cg003G077280, Cg014G332340	El001G001480
OG0006908	Cg006G244310	El002G083760
OG0006909	Cg014G331620, Cg003G078070	El001G002540, El001G002590, El001G002410, El001G002470
OG0006910	Cg003G078990, Cg003G094960	El001G003550
OG0006911	Cg003G079070, Cg003G094870	El001G003660
OG0006912	Cg003G094770, Cg003G079230	El001G003780
OG0006913	Cg003G094610, Cg003G079400	El001G003980
OG0006914	Cg006G242730	El002G085540
OG0006915	Cg008G319930	El007G359920
OG0006916	Cg008G319850	El007G359860
OG0006917	Cg008G319760	El007G359750
OG0006918	Cg005G173280	El006G298590
OG0006919	Cg005G173590	El006G298950
OG0006920	Cg005G174470	El006G300030
OG0006921	Cg005G173990	El006G299410
OG0006922	Cg005G173930	El006G299350
OG0006923	Cg005G173920	El006G299340
OG0006924	Cg005G173810	El006G299190
OG0006925	Cg005G174180	El006G299610
OG0006926	Cg005G174230	El006G299750
OG0006927	Cg005G174490	El006G300070
OG0006928	Cg005G174630	El006G300230
OG0006929	Cg005G174900	El006G300530
OG0006930	Cg005G174940	El006G300550
OG0006931	Cg005G175110	El006G300790
OG0006932	Cg005G175700	El006G301530
OG0006933	Cg005G175990	El006G301920
OG0006934	Cg005G176190	El006G302150
OG0006935	Cg005G176470	El006G302340
OG0006936	Cg006G239270	El002G089350
OG0006937	Cg005G176720	El006G302670
OG0006938	Cg005G176810	El006G302790
OG0006939	Cg005G177310	El006G303200
OG0006940	Cg005G177910	El006G304200
OG0006941	Cg005G178190	El006G304420
OG0006942	Cg005G178420	El006G304730
OG0006943	Cg005G178670	El006G305010
OG0006944	Cg005G178890	El006G305290
OG0006945	Cg005G182340	El006G308370
OG0006946	Cg005G182120	El006G308190
OG0006947	Cg005G181900	El006G308050
OG0006948	Cg005G181200	El006G307270
OG0006949	Cg005G180560	El006G306720
OG0006950	Cg005G186190	El006G312830
OG0006951	Cg005G186480	El006G313390
OG0006952	Cg005G186790	El006G313650
OG0006953	Cg004G116730	El005G235710
OG0006954	Cg001G014300	El003G158070
OG0006955	Cg001G013760	El003G157410
OG0006956	Cg004G116830	El005G235840
OG0006957	Cg004G117050	El005G236070
OG0006958	Cg004G117070	El005G236100
OG0006959	Cg004G117290	El005G236300
OG0006960	Cg004G117710	El005G236750
OG0006961	Cg004G117800	El005G236900
OG0006962	Cg004G118020	El005G237110
OG0006963	Cg004G118160	El005G237260
OG0006964	Cg004G118230	El005G237340
OG0006965	Cg004G119310	El005G237990
OG0006966	Cg004G119430	El005G238140
OG0006967	Cg004G119530	El005G238290
OG0006968	Cg004G120770, Cg004G119730	El005G238600, El003G179570
OG0006969	Cg004G119920	El005G238880
OG0006970	Cg004G120020	El005G238990
OG0006971	Cg004G120190	El005G239160
OG0006972	Cg004G120470	El005G239560
OG0006973	Cg004G120630	El005G239720
OG0006974	Cg004G121120	El005G240220
OG0006975	Cg004G121270	El005G240410
OG0006976	Cg004G121890	El005G241080
OG0006977	Cg004G121900	El005G241090
OG0006978	Cg004G121990	El005G241210
OG0006979	Cg004G122160	El005G241410
OG0006980	Cg004G122210	El005G241450
