Orthogroup	Cardamine_glauca	Arabidopsis_thaliana
OG0010828	Cg008G291470	AT5G11000.1
OG0010829	Cg008G291400	AT5G10950.1
OG0010830	Cg008G291100	AT5G10630.4
OG0010831	Cg003G113560	AT5G65540.1
OG0010832	Cg008G290980	AT5G10520.1
OG0010833	Cg008G290510	AT5G10090.1
OG0010834	Cg008G290500	AT5G10080.1
OG0010835	Cg008G290100	AT5G09750.1
OG0010836	Cg008G289970	AT5G09590.1
OG0010837	Cg003G112040	AT5G64200.1
OG0010838	Cg008G289300	AT5G08430.1
OG0010839	Cg005G157490	AT2G48140.1
OG0010840	Cg008G288200	AT5G07390.1
OG0010841	Cg001G023760	AT4G17240.1
OG0010842	Cg001G023180	AT4G17750.1
OG0010843	Cg001G022870	AT4G17980.2
OG0010844	Cg001G022440	AT4G18400.1
OG0010845	Cg001G022270	AT4G18520.1
OG0010846	Cg001G022190	AT4G18580.1
OG0010847	Cg001G022140	AT4G18630.1
OG0010849	Cg001G021560	AT4G19100.1
OG0010850	Cg001G021390	AT4G19350.1
OG0010851	Cg001G021170	AT4G19560.1
OG0010852	Cg001G020900	AT4G19830.1
OG0010853	Cg001G020270	AT4G20790.1
OG0010854	Cg001G020200	AT4G20850.1
OG0010855	Cg001G019730	AT4G21310.1
OG0010856	Cg001G019490	AT4G21530.1
OG0010857	Cg001G019440	AT4G21570.2
OG0010858	Cg001G019280	AT4G21720.1
OG0010859	Cg001G012410	AT4G28200.1
OG0010860	Cg001G017320	AT4G23570.3
OG0010861	Cg001G016850	AT4G24090.1
OG0010862	Cg006G212270	AT1G33360.1
OG0010863	Cg006G212010	AT1G33500.1
OG0010864	Cg006G211860	AT1G33700.1
OG0010865	Cg006G211740	AT1G33780.1
OG0010866	Cg006G210070	AT1G34780.1
OG0010867	Cg006G209880	AT1G35180.1, AT1G35170.1
OG0010868	Cg005G166230	AT2G25720.1
OG0010869	Cg006G204720	AT1G44446.1
OG0010870	Cg006G206080	AT1G43790.1
OG0010871	Cg006G206160	AT1G43670.1
OG0010872	Cg006G203010	AT1G47278.2
OG0010873	Cg006G218610	AT1G28080.2
OG0010874	Cg006G218400	AT1G28250.1
OG0010875	Cg006G218120	AT1G28470.1
OG0010876	Cg006G218100	AT1G28480.1
OG0010877	Cg006G218050	AT1G28540.1
OG0010878	Cg006G217790	AT1G29040.1
OG0010879	Cg006G216240	AT1G30210.1
OG0010880	Cg006G215950	AT1G30480.1
OG0010881	Cg006G215810	AT1G30610.1
OG0010882	Cg006G215660	AT1G30755.1
OG0010883	Cg006G215340	AT1G30910.1
OG0010884	Cg001G004520, Cg001G004530	AT4G35660.1
OG0010885	Cg001G003990	AT4G36060.3
OG0010886	Cg001G003790	AT4G36360.1
OG0010887	Cg004G154440	AT2G18280.1
OG0010888	Cg001G003510	AT4G36660.1
OG0010889	Cg001G003460	AT4G36710.1
OG0010890	Cg001G002760	AT4G37440.1
OG0010891	Cg001G002690	AT4G37510.1
OG0010892	Cg001G002200	AT4G37925.1
OG0010893	Cg001G001790	AT4G39955.1
OG0010894	Cg001G001600	AT4G39795.1
OG0010895	Cg001G001210	AT4G39360.1
OG0010896	Cg001G000880	AT4G39070.1
OG0010897	Cg001G000500	AT4G38640.1
OG0010898	Cg001G000450	AT4G38580.1
OG0010899	Cg005G193960	AT2G20940.1
OG0010900	Cg005G193980	AT2G20920.1
OG0010901	Cg001G000160	AT4G38250.1
OG0010902	Cg001G000220	AT4G38360.2
OG0010903	Cg001G000280	AT4G38430.1
OG0010904	Cg001G000290	AT4G38440.1
OG0010905	Cg001G000050	AT4G38160.3
OG0010906	Cg001G034380	AT5G36210.1
OG0010907	Cg001G034650	AT5G36700.1, AT5G36790.1
OG0010908	Cg001G035800	AT5G37310.1
OG0010909	Cg004G139890	AT3G22690.1
OG0010910	Cg001G036780	AT5G37790.1
OG0010911	Cg001G038370	AT5G38660.2
OG0010912	Cg001G038450	AT5G38730.1
OG0010913	Cg001G038670	AT5G38895.3
OG0010914	Cg001G038970	AT5G39040.1
OG0010915	Cg001G039760	AT5G39660.1
OG0010916	Cg005G171610	AT2G35000.1
OG0010917	Cg005G171560	AT2G35040.1
OG0010918	Cg005G171290	AT2G35300.1
OG0010919	Cg006G213280	AT1G32630.1
OG0010920	Cg003G085280	AT4G09620.1
OG0010921	Cg007G263610, Cg007G262530	AT1G65280.1
OG0010922	Cg003G087060	AT4G08540.1
OG0010923	Cg003G087830	AT4G08230.1
OG0010924	Cg003G087290	AT4G08390.1
OG0010925	Cg005G172320	AT2G34260.1
OG0010926	Cg005G172510	AT2G34080.1
OG0010927	Cg005G172730	AT2G33845.1
OG0010928	Cg005G172790	AT2G33800.1
OG0010929	Cg008G318860	AT5G43300.1
OG0010930	Cg008G314570	AT5G42780.1
OG0010931	Cg008G315060	AT5G42720.1
OG0010932	Cg008G315070	AT5G42710.1
OG0010933	Cg008G315540	AT5G42660.1
OG0010934	Cg008G316100, Cg003G087190	AT5G42470.1
OG0010935	Cg003G084140	AT4G10140.1
OG0010936	Cg003G083240	AT4G10770.1
OG0010937	Cg003G082540	AT4G11280.1
OG0010939	Cg003G080640	AT4G04370.1
OG0010940	Cg003G093700, Cg003G080280	AT4G04880.2
OG0010941	Cg003G080230, Cg003G093740	AT4G04920.1
OG0010942	Cg003G093800, Cg003G080200	AT4G04955.1
OG0010943	Cg003G080150, Cg003G093850	AT4G04980.1
OG0010944	Cg008G320910	AT5G44520.2
OG0010945	Cg007G268090	AT1G68100.1
OG0010946	Cg008G322650	AT5G45530.1
OG0010947	Cg008G322880	AT5G45710.1
OG0010948	Cg008G322970	AT5G45790.2
OG0010949	Cg008G323520, Cg008G323810	AT5G46420.1
OG0010950	Cg008G324200	AT5G46690.1
OG0010951	Cg008G324680	AT5G47090.1
OG0010952	Cg008G325360	AT5G47760.1
OG0010953	Cg008G324940	AT5G47390.1
OG0010954	Cg004G143670	AT2G04400.1
OG0010955	Cg004G143600	AT2G04340.1
OG0010956	Cg001G034040	AT5G35870.1
OG0010957	Cg004G143500	AT2G04220.1
OG0010958	Cg001G031970	AT4G12750.1
OG0010959	Cg005G166460	AT2G39780.1
OG0010960	Cg001G029540	AT4G13400.1
OG0010961	Cg001G028680	AT4G13840.1
OG0010962	Cg001G028600	AT2G34110.1, AT4G13885.1, AT4G13870.2
OG0010963	Cg001G028500	AT4G13970.1
OG0010964	Cg001G028440	AT4G14010.1
OG0010965	Cg007G259120	AT1G64810.2
OG0010966	Cg001G027300	AT4G14650.1
OG0010967	Cg001G026020	AT4G15470.1
OG0010968	Cg001G040470	AT5G39970.1
OG0010969	Cg001G040510	AT5G39990.1
OG0010970	Cg004G144310	AT2G04620.1
OG0010971	Cg004G144370	AT2G04690.5
OG0010972	Cg004G144400	AT2G04700.1
OG0010973	Cg001G040750	AT5G40140.1
OG0010974	Cg001G041060	AT5G40420.1
OG0010975	Cg001G041150	AT5G40480.1
OG0010976	Cg001G041270	AT5G40570.2
OG0010977	Cg001G041350	AT5G40640.1
OG0010978	Cg001G042640	AT5G41760.1
OG0010979	Cg001G043040	AT5G42070.1
OG0010980	Cg005G157740	AT2G47890.1
OG0010981	Cg005G157810	AT2G47820.1
OG0010982	Cg005G157820	AT2G47810.1
OG0010983	Cg005G158160	AT2G47470.1
OG0010984	Cg005G158280	AT2G47390.1
OG0010985	Cg005G158380	AT2G47300.2
OG0010986	Cg005G158510	AT2G47180.1
OG0010987	Cg005G158960	AT2G46720.1, AT3G10280.1
OG0010988	Cg005G159600	AT2G46150.1
OG0010989	Cg005G160030	AT2G45720.1
OG0010990	Cg005G160120	AT2G45650.1
OG0010991	Cg005G160130	AT2G45640.1
OG0010992	Cg005G160530	AT2G45280.2
OG0010993	Cg005G160770	AT2G45030.1, AT1G45332.1
OG0010994	Cg005G161180	AT2G44650.1
OG0010995	Cg005G161190	AT2G44640.1
OG0010996	Cg005G161290	AT2G44530.1
OG0010997	Cg005G161430	AT2G44420.2
OG0010998	Cg002G047060	AT3G59430.1
OG0010999	Cg007G268610, Cg007G268630, Cg007G268620	AT1G68470.1
OG0011000	Cg005G162970	AT2G42910.1
OG0011001	Cg005G163100	AT2G42820.1
OG0011002	Cg005G163350	AT2G42620.1
OG0011003	Cg005G163690	AT2G42320.1
OG0011004	Cg005G164140	AT2G41830.1
OG0011005	Cg005G164210	AT2G41750.1
OG0011006	Cg005G164270	AT2G41690.1
OG0011007	Cg005G164280	AT2G41680.1
OG0011008	Cg005G164370	AT2G41600.7
OG0011009	Cg005G164400	AT2G41540.1
OG0011010	Cg008G282110	AT5G01760.1
OG0011011	Cg008G282170	AT5G01710.1
OG0011012	Cg008G282180	AT5G01700.2
OG0011013	Cg008G282240	AT4G00005.1, AT5G01640.1
OG0011014	Cg008G282260	AT5G01620.3
OG0011015	Cg008G282290	AT5G01590.1
OG0011016	Cg003G079600, Cg003G094420	AT4G03430.1
OG0011018	Cg008G283280	AT5G02520.2
OG0011019	Cg008G283410	AT5G02600.1
OG0011020	Cg008G283440	AT5G02640.1
OG0011021	Cg008G283600	AT5G02850.1
OG0011023	Cg008G284130	AT3G46100.1, AT5G03406.1
OG0011024	Cg008G284740	AT5G03970.1
OG0011025	Cg008G284790	AT5G04020.1
OG0011026	Cg008G305940	AT5G26220.1
OG0011027	Cg008G300660	AT5G20165.3
OG0011028	Cg003G115880	AT5G65990.1
OG0011029	Cg008G301020	AT5G20600.1
OG0011030	Cg008G301170	AT5G20730.1
OG0011031	Cg008G301360	AT5G20930.1
OG0011032	Cg008G301540	AT5G21120.2
OG0011033	Cg008G301730	AT5G21970.1
OG0011034	Cg008G301770	AT5G22010.1
OG0011035	Cg008G302280	AT5G22500.1
OG0011036	Cg008G302290	AT5G22510.1
OG0011037	Cg003G108340	AT5G60650.1
OG0011038	Cg003G108300	AT5G60615.1
OG0011039	Cg003G108190	AT5G60490.1
OG0011040	Cg003G108170	AT5G60450.1
OG0011041	Cg003G106990	AT5G59340.1
OG0011042	Cg003G107130	AT5G59480.1
OG0011043	Cg003G106550	AT5G58940.1
OG0011044	Cg003G111430	AT5G63620.1
OG0011045	Cg003G111700	AT5G63870.1
OG0011046	Cg003G112000	AT5G64160.1
OG0011047	Cg003G112010	AT5G64170.2
OG0011048	Cg003G112080	AT5G64230.1
OG0011049	Cg003G112550	AT5G64630.2
OG0011050	Cg002G056260	AT3G50590.1
OG0011051	Cg003G115060	AT5G66740.1
OG0011052	Cg003G115070	AT5G66730.1
OG0011053	Cg003G115320	AT5G66510.2
OG0011054	Cg003G115620	AT5G66210.1
OG0011055	Cg003G115800	AT5G66070.2
OG0011056	Cg001G006420	AT5G65930.3
OG0011057	Cg003G076510, Cg014G333060	AT4G00560.4
OG0011058	Cg014G333070, Cg003G076500	AT4G00550.1
OG0011059	Cg003G076270, Cg014G333310	AT4G00355.1
OG0011060	Cg003G076180	AT4G00290.1, AT4G00234.1
OG0011061	Cg014G332400, Cg003G077210	AT4G00895.1
OG0011062	Cg003G077970, Cg014G331690	AT4G01460.1
OG0011063	Cg003G077900, Cg014G331760	AT4G01560.1
OG0011064	Cg003G077890, Cg014G331770	AT4G01570.1
OG0011065	Cg014G331790, Cg003G077860	AT4G01600.1
OG0011066	Cg003G077820, Cg014G331830	AT4G01660.1
OG0011067	Cg014G331870, Cg003G077770	AT4G01690.1
OG0011068	Cg003G077610, Cg014G332000	AT4G01870.2
OG0011069	Cg014G332050, Cg003G077560	AT4G01800.2
OG0011070	Cg003G077430, Cg014G332190	AT4G02030.2
OG0011071	Cg014G331460, Cg003G078190	AT4G02210.1
OG0011072	Cg003G078440, Cg014G331160	AT4G02425.1
OG0011073	Cg014G331120, Cg003G078480	AT4G02460.1
OG0011074	Cg003G078610, Cg014G330940	AT4G02550.3
OG0011075	Cg003G078940, Cg003G095010	AT4G02830.1
OG0011076	Cg003G078900, Cg003G095050	AT4G02790.1
OG0011077	Cg003G094460, Cg003G079550	AT4G03400.1
OG0011078	Cg008G319790	AT5G43880.1
OG0011079	Cg005G173660	AT2G32990.1
OG0011080	Cg002G045580	AT4G31010.2
OG0011081	Cg005G173860	AT2G32810.1
OG0011082	Cg005G174460, Cg005G173720	AT2G32940.1
OG0011083	Cg005G173710	AT2G32950.1
OG0011084	Cg005G174550	AT2G32100.1
OG0011085	Cg005G175470	AT2G31190.1
OG0011086	Cg005G175760	AT2G30960.1
OG0011087	Cg005G176170	AT2G30530.1
OG0011088	Cg005G177150	AT2G29760.1
OG0011089	Cg005G177370	AT2G29560.1
OG0011090	Cg005G177570	AT2G29410.1
OG0011091	Cg005G178150	AT2G28900.1
OG0011092	Cg005G178610	AT2G28600.1
OG0011093	Cg005G178990	AT2G28330.1
OG0011094	Cg005G179060	AT2G28260.1
OG0011095	Cg005G179300	AT2G28090.1
OG0011096	Cg005G180170	AT2G27590.1
OG0011097	Cg005G182430	AT2G26970.1
OG0011098	Cg005G181460	AT2G27290.1
OG0011099	Cg005G182510	AT2G26910.1
OG0011100	Cg005G182520	AT2G26900.1
OG0011101	Cg008G312540	AT5G48340.1
OG0011102	Cg008G290290	AT5G09890.2
OG0011103	Cg006G220030	AT1G25330.1
OG0011104	Cg005G187250	AT2G25735.1
OG0011105	Cg001G013720	AT4G26970.1
OG0011106	Cg004G116700	AT3G01380.2
OG0011107	Cg004G116590	AT3G01480.1
OG0011108	Cg004G116320	AT3G01710.3
OG0011109	Cg005G176750	AT2G30120.5
OG0011111	Cg005G164580	AT2G41380.1
OG0011112	Cg005G164600	AT2G41370.1
OG0011113	Cg001G013890	AT4G26780.1
OG0011114	Cg001G013930	AT4G26740.1
OG0011115	Cg001G013940	AT4G26730.1, AT2G16030.1
OG0011117	Cg004G117810	AT3G02680.1
OG0011118	Cg004G117870	AT3G02740.1
OG0011119	Cg004G118130	AT3G02940.1
OG0011120	Cg008G300090	AT5G19570.1
OG0011121	Cg004G119470	AT3G03760.1
OG0011122	Cg004G120060	AT3G04460.2
OG0011123	Cg004G120830	AT3G05070.1
OG0011124	Cg004G120690	AT3G05000.1
OG0011125	Cg004G120910	AT3G05155.1
OG0011127	Cg004G121680	AT3G05850.1
OG0011128	Cg004G121970	AT3G06050.1
OG0011129	Cg004G122010	AT3G06100.1
OG0011130	Cg004G145030	AT4G13500.1, AT2G05310.1
OG0011131	Cg004G122380	AT3G06420.1
OG0011132	Cg004G123530	AT3G07440.1
OG0011133	Cg004G124060	AT3G07970.1
OG0011134	Cg004G124200	AT3G08550.1
OG0011135	Cg004G124600	AT3G08950.1
OG0011136	Cg004G124610	AT3G08960.1
OG0011137	Cg005G165590	AT2G40490.1
OG0011138	Cg005G166190	AT2G40000.1
OG0011139	Cg005G166520	AT2G39725.1
OG0011140	Cg005G167290	AT2G38970.1
OG0011141	Cg005G167500	AT2G38780.6
OG0011142	Cg005G170550	AT2G36000.1
OG0011143	Cg005G170340	AT2G36240.1
OG0011144	Cg005G169540	AT2G36990.1
OG0011145	Cg005G169180	AT2G37320.1
OG0011146	Cg005G169070	AT2G37420.1
OG0011147	Cg005G168830	AT2G37650.1
OG0011148	Cg005G168710	AT2G37760.1
OG0011149	Cg005G168520	AT2G37925.1
OG0011150	Cg005G168100	AT2G38270.1
OG0011151	Cg005G167780	AT2G38510.1
OG0011152	Cg005G167790	AT2G38500.1
OG0011153	Cg006G229940	AT1G15950.1
OG0011154	Cg006G229870	AT1G16022.1
OG0011155	Cg006G229840	AT1G16060.1
OG0011156	Cg006G229590	AT1G16380.1
OG0011157	Cg006G228770	AT1G17190.1
OG0011158	Cg006G228750	AT1G17210.1
OG0011159	Cg006G228320	AT1G17665.1
OG0011160	Cg006G228290	AT1G17700.1
OG0011161	Cg006G228090	AT1G17920.1
OG0011162	Cg006G226410	AT1G19620.1
OG0011163	Cg006G226230	AT1G19800.1
OG0011164	Cg006G225870	AT1G20100.1
OG0011165	Cg006G225620	AT1G20370.1
OG0011166	Cg006G224670	AT1G21360.1
OG0011167	Cg006G224160, Cg006G224250	AT1G21840.1
OG0011168	Cg006G223010	AT1G22882.1
OG0011169	Cg006G222090	AT1G23750.1
OG0011170	Cg006G221700	AT1G24160.1
OG0011171	Cg006G221480, Cg006G221490	AT1G27100.1
OG0011172	Cg006G221090	AT1G26800.1
OG0011173	Cg006G220790	AT1G26550.1
OG0011174	Cg004G128510	AT3G12775.1
OG0011175	Cg006G220170	AT1G25425.1
OG0011176	Cg006G220100	AT1G25390.1
OG0011177	Cg006G219910	AT1G25275.3
OG0011178	Cg006G219750	AT1G24625.1
OG0011179	Cg006G219710	AT1G24590.1
OG0011180	Cg006G219450	AT1G24340.1
OG0011181	Cg006G219220	AT1G27390.1
OG0011182	Cg007G267290	AT1G67360.1
OG0011183	Cg006G244880	AT1G01630.1
OG0011184	Cg006G219120	AT1G27470.1
OG0011185	Cg001G033000	AT5G33280.1
OG0011186	Cg001G015640	AT4G25170.2
OG0011187	Cg001G015170	AT4G25620.1
OG0011190	Cg001G040520	AT5G40010.1
OG0011191	Cg005G190530	AT2G24130.2
OG0011192	Cg005G191050	AT2G23760.4
OG0011193	Cg005G191080	AT2G23700.1
OG0011194	Cg005G191840	AT2G22870.1
OG0011195	Cg005G192700	AT2G22120.2
OG0011196	Cg005G193000	AT2G21880.1
OG0011197	Cg005G193200	AT2G21630.1
OG0011198	Cg005G193770	AT2G21160.1
OG0011199	Cg006G231590	AT1G14340.1
OG0011200	Cg006G231690	AT1G14260.1
OG0011201	Cg006G231840	AT1G14150.1
OG0011202	Cg006G232060	AT1G13920.4
OG0011203	Cg006G232260	AT1G13700.1
OG0011204	Cg006G232970	AT1G12940.1, AT4G14358.1
OG0011205	Cg006G233060	AT1G12845.1
OG0011206	Cg006G218280	AT1G12540.1
OG0011207	Cg007G256870	AT1G11950.1
OG0011208	Cg006G234080	AT1G11800.1
OG0011209	Cg006G234450	AT1G11530.1
OG0011210	Cg006G235050	AT1G10890.1
OG0011211	Cg006G235520	AT1G10520.1
OG0011212	Cg006G235710	AT1G10320.1
OG0011213	Cg006G235940	AT1G10040.1
OG0011214	Cg006G237010	AT1G09060.3
OG0011215	Cg001G024430	AT4G16710.1
OG0011216	Cg006G237170	AT1G08845.2
OG0011217	Cg006G237370	AT1G08660.1
OG0011219	Cg006G237960	AT1G08110.4
OG0011220	Cg006G238810	AT1G07340.1
OG0011221	Cg006G238890	AT1G07260.1
OG0011222	Cg006G240440, Cg006G239350	AT1G06910.1
OG0011223	Cg006G239850	AT1G06380.1
OG0011224	Cg006G240140	AT1G06060.1
OG0011225	Cg006G240190	AT1G06010.1
OG0011226	Cg006G240220	AT1G05970.2
OG0011227	Cg006G240270	AT1G05910.1
OG0011228	Cg006G240740	AT1G05577.1
OG0011229	Cg006G240830	AT1G05490.1
OG0011230	Cg006G240890	AT1G05420.2
OG0011231	Cg006G241690	AT1G04700.1
OG0011232	Cg006G241840	AT1G04580.1
OG0011233	Cg006G242490	AT1G03950.1
OG0011234	Cg005G181160	AT1G03530.1
OG0011235	Cg006G242830	AT1G03610.1
OG0011236	Cg006G242680	AT1G03780.3
OG0011237	Cg006G243040	AT1G03360.1
OG0011238	Cg006G243110	AT1G03290.1
OG0011239	Cg006G243170	AT1G03190.1
OG0011240	Cg006G243210	AT1G03150.1
OG0011241	Cg006G243450	AT1G02910.1
OG0011242	Cg006G243640	AT1G02750.1
OG0011243	Cg006G243750	AT1G02660.1
OG0011244	Cg006G243820	AT1G02560.1
OG0011245	Cg006G244450	AT1G01230.1
OG0011246	Cg006G245260	AT1G02020.1
OG0011247	Cg008G294110	AT5G13980.1
OG0011248	Cg008G294470	AT5G14310.1
OG0011249	Cg008G294340	AT5G14180.1
OG0011250	Cg008G294190	AT5G14050.1
OG0011251	Cg008G294920	AT5G14700.1
OG0011252	Cg008G295580	AT5G15290.1
OG0011253	Cg008G296650	AT5G16380.1
OG0011254	Cg008G296740	AT5G16480.1
OG0011255	Cg008G296940	AT5G16690.1
OG0011256	Cg008G297680	AT5G17400.1
OG0011257	Cg008G297650	AT5G17370.2
OG0011258	Cg008G298140	AT5G17840.1
OG0011259	Cg007G268400	AT1G68300.1
OG0011260	Cg008G298710	AT5G18400.2
OG0011261	Cg008G298830	AT5G18475.1
OG0011262	Cg008G298960	AT5G18610.1
OG0011263	Cg008G299480	AT5G19080.1
OG0011264	Cg008G306100	AT5G26731.1
OG0011265	Cg008G306310	AT5G26770.5
OG0011266	Cg008G306520	AT5G27000.1
OG0011267	Cg008G306460	AT5G26940.1
OG0011268	Cg008G306630	AT5G27860.1
OG0011269	Cg008G307180, Cg007G257170	AT5G27240.1
OG0011270	Cg008G307720	AT5G28830.1
OG0011271	Cg008G307890	AT5G29560.1
OG0011272	Cg008G308030	AT5G49580.1
OG0011273	Cg008G308380	AT5G49410.1
OG0011274	Cg008G310630, Cg008G308990	AT5G49130.1
OG0011275	Cg008G310420, Cg008G308770, Cg008G310430	AT5G49270.1
OG0011276	Cg008G312050	AT5G48470.1
OG0011277	Cg008G293660	AT5G13520.1
OG0011278	Cg008G287740	AT5G06920.1
OG0011279	Cg008G287050	AT5G06240.1
OG0011280	Cg008G286710	AT5G05920.1
OG0011281	Cg008G286380	AT5G05590.1, AT1G07780.1, AT1G29410.2
OG0011282	Cg008G286310	AT5G05500.1
OG0011283	Cg008G286280	AT5G05460.1
OG0011284	Cg008G286230	AT5G05380.2
OG0011285	Cg004G127990	AT3G12210.2
OG0011286	Cg008G285220, Cg008G285270, Cg008G285190	AT5G04440.1
OG0011287	Cg008G305830, Cg008G305840	AT5G26090.2
OG0011288	Cg008G305360	AT5G25580.1
OG0011289	Cg008G305370	AT5G25590.1
OG0011290	Cg008G305080	AT5G25390.2
OG0011291	Cg008G304850	AT5G25240.1
OG0011292	Cg008G304500	AT5G24850.1
OG0011293	Cg008G304330	AT5G24680.1
OG0011294	Cg008G303930	AT5G24240.1
OG0011295	Cg008G303720	AT5G24090.1
OG0011296	Cg008G303560	AT5G23903.1
OG0011297	Cg008G303440	AT5G23760.1
OG0011298	Cg003G108830	AT5G61120.1
OG0011299	Cg003G109330	AT5G61600.1
OG0011300	Cg003G110490	AT5G62720.1
OG0011301	Cg003G106430	AT5G58800.1
OG0011302	Cg003G106350	AT5G58750.1
OG0011303	Cg003G105950	AT5G58375.1
OG0011304	Cg003G105930	AT5G58360.1
OG0011305	Cg003G105830	AT5G58250.1
OG0011306	Cg002G055710	AT3G51100.1
OG0011307	Cg002G056240	AT3G50620.1
OG0011308	Cg002G056250	AT3G50610.2
OG0011309	Cg002G056280	AT3G50570.2
OG0011310	Cg002G056390	AT3G50440.1
OG0011311	Cg002G056410	AT3G50420.1
OG0011312	Cg002G056990	AT3G49845.1
OG0011313	Cg002G057880	AT3G49050.1
OG0011314	Cg002G058350	AT3G48580.1
OG0011315	Cg002G058380	AT3G48560.1
OG0011316	Cg002G058810	AT3G48187.1
OG0011317	Cg006G232050	AT1G13930.1
OG0011318	Cg002G061030	AT3G46220.2
OG0011319	Cg002G061050	AT3G46200.1
OG0011321	Cg002G062400	AT3G45050.2
OG0011322	Cg002G063490	AT3G44530.1
OG0011323	Cg002G063560	AT3G42660.1
OG0011324	Cg002G066520, Cg002G066670	AT3G33520.1
OG0011325	Cg001G041630	AT5G40850.1
OG0011326	Cg007G268310	AT1G68190.2
OG0011327	Cg007G268140	AT1G68150.1
OG0011328	Cg007G267910	AT1G67930.1
OG0011329	Cg007G268780	AT1G68590.1
OG0011330	Cg007G268860	AT1G68660.1
OG0011331	Cg007G269970	AT1G69600.1
OG0011332	Cg007G270100	AT1G69700.1
OG0011333	Cg007G272430	AT1G72030.1
OG0011334	Cg007G270870	AT1G70470.1
OG0011335	Cg007G270950	AT1G70530.1
OG0011336	Cg007G271010	AT1G70570.2
OG0011337	Cg007G271220	AT1G70760.1
OG0011338	Cg007G271440	AT1G71000.1
OG0011339	Cg007G272000	AT1G71520.1
OG0011340	Cg007G272060	AT1G71695.1
OG0011341	Cg007G272170	AT1G71800.1
OG0011342	Cg007G272480	AT1G72090.1
OG0011343	Cg007G278880	AT1G78260.1
OG0011344	Cg007G278850	AT1G78210.1
OG0011345	Cg007G278560	AT1G77920.1
OG0011346	Cg007G278050	AT1G77405.1
OG0011347	Cg006G224720	AT1G21326.1
OG0011348	Cg007G277020	AT1G76370.1
OG0011349	Cg007G276270	AT1G75720.1
OG0011350	Cg007G276250	AT1G75700.3
OG0011351	Cg001G010690	AT4G29860.1
OG0011352	Cg006G203480	AT1G45545.2
OG0011353	Cg008G316930, Cg011G328770	AT5G42120.1
OG0011354	Cg007G275880	AT1G75340.1
OG0011355	Cg007G275640	AT1G75160.1
OG0011356	Cg007G275320	AT1G74850.1
OG0011357	Cg007G274930	AT1G74458.1
OG0011358	Cg007G274830	AT1G74390.1
OG0011359	Cg007G274440	AT1G73970.1
OG0011360	Cg007G274390	AT1G73930.1
OG0011361	Cg007G273190	AT1G72710.1
OG0011362	Cg007G280790	AT1G80580.1
OG0011363	Cg007G280780	AT1G80570.2
OG0011364	Cg007G281110	AT1G80420.1
OG0011365	Cg007G281420	AT1G80120.1
OG0011366	Cg004G128680	AT3G12930.1
OG0011367	Cg004G128740	AT3G12977.1
OG0011368	Cg004G128940	AT3G13130.1
OG0011369	Cg004G129000	AT3G13175.1
OG0011370	Cg004G129020	AT3G13190.1
OG0011371	Cg004G129340	AT3G13490.1
OG0011372	Cg004G129630	AT3G13740.3
OG0011373	Cg004G129710, Cg005G183110	AT3G13800.1
OG0011374	Cg004G129990	AT3G13840.1
OG0011375	Cg004G130100, Cg004G130180	AT3G14075.1
OG0011376	Cg004G130340	AT3G14220.1
OG0011377	Cg004G130630	AT3G14460.1
OG0011378	Cg006G196130	AT1G53560.1
OG0011379	Cg004G131050	AT3G14910.1
OG0011380	Cg004G131120	AT3G14980.1
OG0011381	Cg004G131250	AT3G15110.1
OG0011382	Cg004G131570	AT3G15280.1
OG0011383	Cg004G131630	AT3G15354.3
OG0011384	Cg004G131710	AT3G15360.1
OG0011385	Cg004G131830	AT3G15470.1
OG0011386	Cg004G132610	AT3G16230.1
OG0011387	Cg004G132700	AT3G16320.1
OG0011388	Cg004G132720	AT3G16340.1
OG0011389	Cg004G132760, Cg004G132770	AT3G16370.1
OG0011390	Cg004G133880	AT3G17360.3
OG0011391	Cg004G134250	AT3G17730.1
OG0011392	Cg004G134490	AT3G17920.1
OG0011393	Cg004G134880	AT3G18230.1
OG0011394	Cg004G135220	AT3G18560.1
OG0011395	Cg004G135410	AT3G18750.1
OG0011396	Cg004G135700	AT3G19010.1
OG0011397	Cg004G135850	AT3G19184.2
OG0011398	Cg004G135980	AT3G19300.1
OG0011399	Cg004G135990	AT3G19310.1
OG0011400	Cg004G136040	AT3G19370.1
OG0011401	Cg004G136510	AT3G19710.1
OG0011402	Cg004G137060	AT3G20230.1
OG0011403	Cg004G137280	AT3G20420.1
OG0011404	Cg004G137350	AT3G20475.1
OG0011405	Cg004G137620	AT3G20730.1
OG0011406	Cg004G138180	AT3G21215.1
OG0011407	Cg004G138820	AT3G21770.1
OG0011408	Cg004G138870	AT3G21810.1
OG0011409	Cg004G139240	AT3G22104.1
OG0011410	Cg004G139410	AT3G22190.1
OG0011411	Cg004G139720	AT3G22510.1
OG0011412	Cg004G139750	AT3G22540.1
OG0011413	Cg004G140400	AT3G23100.1, AT1G61410.1
OG0011414	Cg004G140720	AT3G23255.2
OG0011415	Cg004G141640	AT3G24180.1
OG0011416	Cg004G142100	AT1G48520.1
OG0011417	Cg004G142480	AT3G24570.1
OG0011418	Cg004G142840	AT3G25050.1
OG0011419	Cg004G143050	AT3G25190.1
OG0011420	Cg004G143420	AT2G04100.1, AT2G04090.1
OG0011421	Cg004G144500	AT2G04790.10
OG0011422	Cg004G146730	AT2G07690.1
