Orthogroup	Cardamine_glauca	Brassica_napus
OG0008533	Cg001G007140	XP_013735150.1, XP_013664238.2, XP_013705166.1, XP_013719528.1
OG0008534	Cg001G007680	XP_022550230.2, XP_048636001.1, XP_013656285.2, XP_048606383.1
OG0008535	Cg001G007040	XP_013740754.2, XP_013664219.1, XP_048594833.1, XP_013656256.2
OG0008536	Cg001G007030	XP_022572763.1, XP_013703155.1, XP_013735166.2, XP_013664218.2
OG0008537	Cg001G007020	XP_022572764.1, XP_048619281.1, XP_013654873.1, XP_013701348.1
OG0008538	Cg001G006960	XP_013707346.2, XP_013672257.1, XP_013740757.1, XP_013664215.2
OG0008540	Cg001G006020	XP_013690012.2, XP_013738388.2, XP_013691043.1, XP_013650942.2
OG0008541	Cg001G006220	XP_013653688.2, XP_048601131.1
OG0008542	Cg001G006350	XP_022572769.1, XP_013738405.1
OG0008543	Cg001G005830	XP_048606342.1, XP_048594803.1, XP_048601120.1, XP_022549893.2
OG0008544	Cg001G005810	XP_048635067.1, XP_022550190.1, XP_048594802.1, XP_013730795.2
OG0008545	Cg001G005710	XP_013665726.1, XP_048594797.1, XP_013649815.2, XP_048601117.1
OG0008546	Cg001G005500	XP_013724984.1, XP_022561899.1, XP_013647872.2, XP_013670618.2
OG0008547	Cg001G005330	XP_013670022.2, XP_013731037.2, XP_013718066.2, XP_013654846.2
OG0008548	Cg006G215000	XP_013644550.3, XP_013722673.1, XP_022545239.1
OG0008549	Cg006G214470	XP_013749223.1, XP_013677348.1
OG0008550	Cg006G214390	XP_022569873.1, XP_013662331.1, XP_022558260.1
OG0008551	Cg006G214230	XP_048595010.1, XP_013742020.2, XP_048594520.1
OG0008552	Cg006G213900	XP_013731532.2, XP_013733832.2, XP_013662281.1, XP_048635166.1, XP_013729616.1
OG0008553	Cg006G213590	XP_013662297.2, XP_048635159.1, XP_013725787.1
OG0008554	Cg001G023920	XP_022564070.1, XP_013733732.1, XP_013671348.2, XP_013655787.2
OG0008555	Cg001G024010	XP_013721643.1, XP_013671352.1, XP_013737336.2, XP_013737196.2
OG0008556	Cg001G024500	XP_013737214.1, XP_013731308.2, XP_048624420.1
OG0008557	Cg006G233690	XP_013696229.2, XP_013710768.2, XP_013677876.1, XP_013657480.2
OG0008558	Cg007G256370	XP_013730060.2, XP_048623450.1, XP_013730062.3
OG0008559	Cg007G256100	XP_013672156.1, XP_013642038.1, XP_013693216.2
OG0008560	Cg007G254170	XP_048633201.1, XP_048610095.1, XP_048633142.1
OG0008561	Cg001G007290	XP_013664253.1, XP_013659312.2, XP_048635844.1, XP_013706785.1
OG0008562	Cg007G252160	XP_013746387.1, XP_048601812.1, XP_013744715.3, XP_013661725.2
OG0008563	Cg006G236120	XP_013657728.2, XP_048622261.1, XP_022558973.2, XP_022576330.1
OG0008564	Cg007G251930	XP_013658152.2, XP_048595864.1, XP_022566040.1, XP_048595860.1
OG0008565	Cg007G250900	XP_013747275.2, XP_022568531.1, XP_013672147.1, XP_013713830.2
OG0008566	Cg007G250850	XP_013747256.1, XP_013688208.1
OG0008567	Cg007G249780	XP_048591989.1, XP_013726601.2, XP_013725325.1, XP_013661648.2
OG0008568	Cg007G249700	XP_013725311.1, XP_013661641.1, XP_013746969.1, XP_013731324.1
OG0008569	Cg004G141670	XP_013747722.1, XP_013707751.1
OG0008570	Cg007G249520	XP_013718648.2
OG0008571	Cg007G249290	XP_013652997.1, XP_013718702.2, XP_013687356.1, XP_013717841.1
OG0008572	Cg007G249200	XP_013717742.1, XP_013750828.1, XP_048612084.1, XP_013746384.1
OG0008573	Cg007G248930	XP_013672349.1, XP_013751019.1
OG0008574	Cg007G248910	XP_013672353.2, XP_013751052.2
OG0008575	Cg007G248880	XP_048596267.1, XP_013681482.1, XP_013751060.2, XP_048601801.1
OG0008576	Cg007G248670	XP_048626026.1, XP_048595756.1
OG0008577	Cg006G234070	XP_013710053.1, XP_013657451.2
OG0008578	Cg006G230700	XP_048638286.1, XP_013737008.2, XP_013675580.2, XP_013660342.1
OG0008579	Cg002G075220	XP_013700792.2, XP_048624467.1, XP_013720474.1, XP_013700869.1
OG0008580	Cg002G075040	XP_022570691.2, XP_013714188.1
OG0008581	Cg002G074920	XP_013701037.1, XP_013713983.1, XP_013705407.1, XP_013727800.2
OG0008582	Cg002G074560	XP_013706696.1, XP_048637241.1, XP_048604507.1, XP_013691979.1
OG0008583	Cg002G074280	XP_048602849.1, XP_048627385.1, XP_022572239.1, XP_013660324.2, XP_013705590.2
OG0008584	Cg002G073700	XP_013687047.2, XP_013675123.2, XP_048600169.1, XP_013692490.1, XP_013686324.2
OG0008585	Cg002G073500	XP_013692645.1, XP_013692026.1, XP_013726267.2, XP_048602303.1
OG0008586	Cg002G073130	XP_013647530.1, XP_013705111.3, XP_013740558.1, XP_013713894.1
OG0008587	Cg002G072880	XP_013644823.1, XP_013677406.2, XP_013729595.1, XP_048600363.1, XP_048627058.1
OG0008588	Cg002G072790	XP_013644827.1, XP_013677402.2, XP_048596699.1, XP_048624662.1
OG0008589	Cg002G072630	XP_013677387.2, NP_001302894.1, XP_013712791.1, XP_013707920.1
OG0008590	Cg002G072150	XP_013675141.1, XP_048637157.1, XP_013706344.1, XP_013698492.1, XP_048631546.1
OG0008591	Cg002G072000	XP_022566653.1, XP_013698481.2, XP_013705705.1, XP_048591365.1
OG0008592	Cg002G071680	XP_013644706.2, XP_013706206.2
OG0008593	Cg002G071660	XP_013698291.1, XP_013642781.2, XP_013706208.2, XP_013644702.2
OG0008594	Cg002G071340	XP_013685003.2, XP_048600677.1, XP_013725088.2, XP_013711363.2
OG0008595	Cg002G071210	XP_013644663.2, XP_013733375.2, XP_048595246.1
OG0008596	Cg006G198900	XP_048602921.1, XP_013697983.1, XP_013644653.2, XP_022543605.2
OG0008597	Cg002G070580	XP_013647488.1, XP_013726483.1, XP_013695848.1, XP_013725051.1
OG0008598	Cg002G070550	XP_048602936.1, XP_022564843.2, XP_048591321.1, XP_048618081.1
OG0008599	Cg002G069100	XP_013711249.2, XP_013733350.1, XP_048627533.1, XP_013720788.2
OG0008600	Cg002G069150	XP_048620211.1, XP_013712439.2, XP_013666628.2, XP_013697619.1
OG0008601	Cg002G069570	XP_013694058.1, XP_013689112.2, XP_013690114.2, XP_048637639.1
OG0008602	Cg002G069680	XP_022567319.2, XP_022565422.2, XP_013647452.1, XP_022561831.1
OG0008603	Cg002G069790	XP_013706119.1, XP_013644523.1, XP_013685970.2, XP_013698214.1
OG0008604	Cg002G067760	XP_048591277.1, XP_013706204.1
OG0008605	Cg002G067710	XP_013647442.2, XP_013706009.2, XP_013675496.1, XP_013665656.2, XP_048630514.1, XP_048601049.1
OG0008606	Cg007G265480	XP_013692640.1, XP_013704460.2, XP_048610879.1, XP_048604199.1
OG0008607	Cg007G264970	XP_048616165.1, XP_022544801.1, XP_013724120.1, XP_048615142.1
OG0008609	Cg007G262690, Cg008G306590	XP_013702906.2, XP_013707509.1
OG0008610	Cg007G245530	XP_013661559.2, XP_013686132.1, XP_048595673.1
OG0008611	Cg007G245570	XP_048595689.1, XP_013659298.2, XP_013713849.1, XP_013664528.1, XP_013664529.1
OG0008612	Cg007G245880	XP_048595699.1, XP_013664515.1, XP_048595679.1
OG0008613	Cg007G245910	XP_048625935.1, XP_048595675.1, XP_013688324.1, XP_013661529.2
OG0008614	Cg007G246180	XP_013680653.1, XP_013661542.1, XP_013750197.1, XP_013684900.2
OG0008615	Cg007G246290	XP_013673870.2, XP_048625925.1, XP_013691523.1, XP_013659326.2
OG0008616	Cg007G246410	XP_013687030.1, XP_013747712.1
OG0008617	Cg007G246990	XP_048625914.1, XP_048595663.1
OG0008618	Cg007G246980	XP_013653824.1, XP_013661581.1
OG0008619	Cg007G247310	XP_013702317.2, XP_013717294.2, XP_013641461.2, XP_048595654.1
OG0008620	Cg007G247790	XP_013742429.2, XP_013644350.1, XP_013732147.1
OG0008621	Cg004G128370	XP_013640084.2, XP_013648230.2, XP_013697144.1
OG0008622	Cg003G105070	XP_048598894.1, XP_013694038.2, XP_013682614.3, XP_013733041.2
OG0008623	Cg005G164780	XP_013752088.1, XP_013691004.1, XP_013651888.1, XP_013740570.1, XP_013727366.1, XP_013691704.1
OG0008624	Cg005G165010	XP_022556085.1, XP_022547542.2, XP_013752094.2, XP_013691576.1
OG0008625	Cg005G164940	XP_013727377.1, XP_013687784.1, XP_013688656.1
OG0008626	Cg004G124960	XP_022575593.1, XP_048615281.1, XP_013684577.1, XP_013736059.1
OG0008627	Cg008G284380	XP_022554172.1, XP_013724800.2
OG0008628	Cg004G125860	XP_048626557.1, XP_022569462.2, XP_048615255.1, XP_048600708.1, XP_013676543.2, XP_048604805.1
OG0008629	Cg004G126350	XP_013674811.1, XP_048613113.1, XP_013670325.1, XP_013750229.2
OG0008630	Cg004G126620	XP_013730896.2, XP_013713855.1, XP_013750245.2, XP_013750342.2
OG0008631	Cg004G126720	XP_048635937.1, XP_013750349.2, XP_013677736.1, XP_048613574.1
OG0008632	Cg004G127220	XP_048635923.1, XP_022559435.2, XP_013732106.2, XP_013719067.1
OG0008633	Cg004G127270	XP_048615213.1, XP_022575504.2, XP_013648179.1, XP_013644758.2
OG0008634	Cg004G127650	XP_048635911.1, XP_013750102.1
OG0008635	Cg004G127730	XP_013711157.2, XP_048615199.1, XP_013697088.1, XP_013648203.2
OG0008636	Cg004G127740	XP_048635900.1, XP_013750112.1, XP_013646653.1, XP_013747410.1
OG0008637	Cg004G127940	XP_013648205.2, XP_013697707.1, XP_013749965.2, XP_013731711.1
OG0008638	Cg004G128120	XP_048605516.1, XP_013733334.1, XP_013731730.1, XP_013749943.1
OG0008639	Cg003G091140	XP_013701203.2, XP_013645339.1, XP_022571833.2, XP_013684028.1
OG0008640	Cg003G090230, Cg003G095690	XP_013707675.2, XP_013678734.1
OG0008641	Cg003G090460, Cg003G096010	XP_022545968.2, XP_022566324.2
OG0008642	Cg003G096550	XP_013680917.1, XP_013682830.2, XP_013682834.2, XP_013678642.1
OG0008643	Cg003G097080	XP_013682845.1, XP_013661446.2, XP_013640774.2
OG0008644	Cg003G097120	XP_048608351.1, XP_013683298.1, XP_013656337.1, XP_013698617.2
OG0008645	Cg003G097480	XP_013702444.1, XP_013656342.1, XP_013699013.2
OG0008646	Cg003G098220	XP_013708477.2, XP_013676314.1, XP_013644084.2
OG0008647	Cg003G098330	XP_048610266.1, XP_048604568.1, XP_013719901.1, XP_013719201.2
OG0008648	Cg003G099420	XP_013733910.1, XP_013686842.1, XP_022561226.2, XP_013699049.2
OG0008649	Cg003G099700	XP_013687799.2, XP_048610004.1, XP_022551725.2, XP_013709266.1
OG0008650	Cg003G100050	XP_048598744.1, XP_048624637.1, XP_013714582.1, XP_013687902.1, XP_048609876.1
OG0008651	Cg003G099850	XP_013709972.1, XP_022548953.2, XP_013662785.1, XP_013687855.1
OG0008652	Cg003G099800	XP_022549939.1, XP_013715590.1, XP_013726787.2, XP_013668628.1
OG0008653	Cg003G100370	XP_013674750.2, XP_013715041.2, XP_048624847.1, XP_013713885.2
OG0008654	Cg003G100400	XP_013686585.1, XP_013676268.2, XP_013666794.2, XP_048624849.1
OG0008655	Cg003G100500	XP_013686653.2, XP_013676263.2, XP_013714361.1, XP_013666786.2
OG0008656	Cg003G100520	XP_048602308.1, XP_013676262.2, XP_013666784.2, XP_013712888.1
OG0008657	Cg003G101280	XP_013648824.3, XP_013686066.2, XP_022565508.1
OG0008658	Cg003G100800	XP_048598756.1, XP_048623082.1
OG0008659	Cg003G101400	XP_013733894.1, XP_013733547.1, XP_013689186.2, XP_013730841.2
OG0008661	Cg003G101610	XP_013640729.1, XP_013733603.2, XP_048624400.1, XP_013719414.2
OG0008662	Cg003G102250	XP_013640693.1, XP_022572880.2, XP_013703591.1, XP_013665753.1
OG0008663	Cg003G102390	XP_013717135.2, XP_022565940.1, XP_013666829.1
OG0008664	Cg003G102480	XP_013646831.1, XP_013646342.1, XP_013666949.2, XP_022543145.1
OG0008665	Cg003G102780	XP_013666929.1, XP_013714370.1
OG0008666	Cg003G102920	XP_013685598.2, XP_013676181.1, XP_013666920.1, XP_013686904.2
OG0008667	Cg003G102930	XP_048598815.1, XP_013690463.1, XP_013640666.1, XP_048629272.1
OG0008668	Cg003G103390	XP_013696191.2, XP_013680457.1, XP_013685360.2, XP_013725373.1
OG0008669	Cg003G103660	XP_013749327.1, XP_013734043.2, XP_013701563.2, XP_013682752.2
OG0008670	Cg003G103680	XP_013682756.2, XP_013702746.2, XP_013734039.2, XP_048624715.1
OG0008671	Cg003G104020	XP_013740302.1, XP_013682765.2, XP_013725358.1, XP_013714366.1
OG0008672	Cg003G104210	XP_013682771.2, XP_013732723.2, XP_013667005.2
OG0008673	Cg003G104230	XP_013732774.2, XP_048608250.1
OG0008674	Cg003G104480	XP_013669681.3, XP_048606900.1, XP_013665814.2, XP_013713878.1
OG0008675	Cg003G104670	XP_013684992.2, XP_048603060.1, XP_048598882.1, XP_048624761.1
OG0008676	Cg003G104780	XP_013667045.2, XP_013714579.2, XP_013673245.1, XP_013684589.2
OG0008677	Cg003G104900	XP_013682611.1, XP_048628804.1, XP_013697187.1, XP_022570309.2
OG0008678	Cg003G105210	XP_048606735.1, XP_013741111.1, XP_022553780.1, XP_048628718.1
OG0008679	Cg003G105440	XP_048603033.1, XP_048606674.1, XP_013722252.2, XP_048598907.1
OG0008680	Cg003G105630	XP_013683070.1, XP_013683997.1, XP_048628628.1, XP_048628580.1, XP_013682450.1
OG0008681	Cg003G105640	XP_013667112.2, XP_013722213.2, XP_013731932.2, XP_048608198.1
OG0008682	Cg009G325630, Cg008G313810	XP_013644249.1, XP_048591261.1, XP_013725218.1, XP_013698113.2
OG0008683	Cg008G313970, Cg009G325980	XP_048602966.1, XP_048601280.1, XP_013704479.2, XP_013644255.1
OG0008684	Cg008G314050	XP_013695752.2, XP_013725197.1, XP_022558574.2, XP_013660785.2
OG0008685	Cg008G293460	XP_013728256.2, XP_013752377.1, XP_022549290.1
OG0008686	Cg008G293440	XP_048603995.1, XP_013707578.1, XP_013667939.1, XP_022549292.1
OG0008687	Cg008G293230	XP_013667964.1, XP_013668051.2, XP_013728237.1, XP_022554328.1
OG0008688	Cg008G293180	XP_013703534.2, XP_013679490.1, XP_013668044.1, XP_013667966.1
OG0008689	Cg008G293170	XP_013679483.1, XP_013704033.2, XP_013667970.2, XP_013668043.1
OG0008690	Cg008G293120	XP_048603912.1, XP_013706047.2, XP_013668036.2, XP_013667978.1
OG0008692	Cg008G292780	XP_048598338.1, XP_013720784.1, XP_048602801.1, XP_048603849.1
OG0008693	Cg008G292630	XP_013668006.2, XP_013720810.1, XP_013716083.1, XP_048607880.1
OG0008694	Cg008G292410	XP_013720719.1, XP_013727184.2, XP_013676100.2, XP_013679238.1
OG0008695	Cg008G292300	XP_048625585.1, XP_013653783.1, XP_013679198.1, XP_022551473.2
OG0008696	Cg008G292270	XP_022548762.2, XP_013720745.1, XP_048603685.1, XP_048603759.1
OG0008698	Cg008G291770	XP_013668078.1, XP_013691096.1, XP_013678597.2, XP_048602732.1
OG0008699	Cg008G291170	XP_013708933.1, XP_013678847.1, XP_048602752.1
OG0008700	Cg008G290940	XP_013701928.2, XP_048598389.1, XP_013726545.2
OG0008701	Cg008G290820	XP_013700670.1, XP_013668150.2, XP_013680279.2
OG0008702	Cg008G290560	XP_048602724.1, XP_013678678.1, XP_048626267.1, XP_048602767.1
OG0008703	Cg008G290280	XP_048603550.1, XP_013678586.2, XP_013715558.2, XP_013722957.1
OG0008704	Cg008G290060	XP_013715405.2, XP_013737497.1, XP_013678513.1, XP_048603496.1
OG0008705	Cg008G289980	XP_013715750.2, XP_013737489.1
OG0008706	Cg008G289720	XP_013680319.1, NP_001303067.2, XP_048598422.1
OG0008708	Cg008G289480	XP_048598434.1, XP_013715534.2, XP_048625126.1, XP_013680335.3
OG0008709	Cg008G289280	XP_048603305.1, XP_013686767.1, XP_022554280.1, XP_048625061.1
OG0008710	Cg008G289050	XP_013715441.2, XP_013701054.1, XP_022553572.1, XP_013680519.3
OG0008711	Cg008G288750	XP_013743253.2, XP_048598474.1, XP_048602681.1, XP_013718962.3
OG0008712	Cg008G288720	XP_048603186.1, XP_013719018.1, XP_013680406.2, XP_013680377.1
OG0008713	Cg008G288620	XP_013680851.2, XP_022553098.2, XP_013715197.2, XP_048598475.1
OG0008714	Cg008G288430	XP_013715722.2, NP_001303211.1, XP_013718917.1, XP_048603152.1
OG0008715	Cg001G023780	XP_013742002.1, XP_013737306.1, XP_013733773.1, XP_013671331.1
OG0008716	Cg001G023310	XP_013655959.2, XP_048601402.1, XP_013711024.2
OG0008717	Cg001G023250	XP_013678013.1, XP_048601407.1, XP_013668667.1
OG0008718	Cg001G023150	XP_013741326.1, XP_013646946.2, XP_013723431.2, XP_048638040.1, XP_013654758.2
OG0008719	Cg001G023110	XP_048632791.1, XP_022570493.2, XP_048638048.1, XP_048601414.1
OG0008720	Cg001G023100	XP_022569683.1, XP_013706190.1, XP_013723446.2, XP_048638050.1
OG0008721	Cg001G022910	XP_048638100.1, XP_022574251.2, XP_048594669.1, XP_013726862.3
OG0008722	Cg001G022710	XP_048601421.1, XP_048638152.1
OG0008723	Cg001G021970	XP_013699089.2, XP_048607243.1, XP_013656029.2
OG0008724	Cg008G322540	XP_013714548.1, XP_013677048.1, XP_013714654.1, XP_013661857.2
OG0008725	Cg001G021530	XP_013719505.1, XP_013728840.1, XP_048627579.1, XP_022573429.2
OG0008726	Cg001G021500	XP_048594712.1, XP_048638594.1, XP_013672677.1
OG0008727	Cg001G021290	XP_048629702.1, XP_022545654.2, XP_013672697.1, XP_013734402.2
OG0008728	Cg001G021240	XP_013743600.1, XP_022572531.2, XP_048628570.1, XP_048590804.1, XP_013672705.1
OG0008729	Cg001G021180	XP_013680448.1, XP_048629938.1, XP_013718449.2
OG0008730	Cg001G020740	XP_048601489.1, XP_048591069.1, XP_048607349.1, XP_048607357.1
OG0008731	Cg001G020710	XP_048629248.1, XP_013660913.1, XP_013733848.1
OG0008732	Cg001G020570	XP_022553847.1, XP_013680080.3, XP_048632303.1, XP_013670087.1
OG0008733	Cg001G020310	XP_048596058.1, XP_022568613.2
OG0008734	Cg001G020000	XP_013644092.1, XP_013683735.1, XP_022561711.2, XP_013654837.1
OG0008735	Cg001G019830	XP_022545679.1
OG0008736	Cg001G019550	XP_013728471.2, XP_048607374.1, XP_013737188.1, XP_022550350.1
OG0008737	Cg001G019190	XP_022550368.1, XP_022543248.1
OG0008738	Cg001G018370	XP_013669890.2, XP_013670505.2
OG0008739	Cg003G081500	XP_013702984.1, XP_013714825.2, XP_013686981.1, XP_013686504.2
OG0008740	Cg001G018240	XP_022562595.2, XP_048618637.1, XP_013671174.1, XP_048596803.1
OG0008741	Cg001G018080	XP_048618675.1, XP_013737612.1, XP_013663871.1, XP_013701918.2
OG0008742	Cg001G017950	XP_013663880.1, XP_013702978.2, XP_013737783.2, XP_013663635.2
OG0008743	Cg001G017920	XP_022572009.2, XP_013737592.2, XP_013663636.1, XP_048596966.1
OG0008744	Cg001G017810	XP_013737584.1, XP_013737648.2, XP_048601625.1, XP_013737671.2
OG0008745	Cg001G017430	XP_013737674.2, XP_022562031.2, XP_013738519.1, XP_013697314.1
OG0008746	Cg007G270920	XP_013690594.2
OG0008748	Cg003G083870	XP_013737572.1, XP_013695353.2, XP_013690641.2
OG0008749	Cg006G212000	XP_048636316.1, XP_013663767.1, XP_013672535.1
OG0008750	Cg006G210820	XP_048636985.1, XP_013751338.3, XP_013657211.1
OG0008751	Cg006G210680	XP_048621698.1, XP_048593326.1
OG0008752	Cg006G210530	XP_048621696.1, XP_013662184.1
OG0008753	Cg006G210180	XP_013662174.1, XP_022559750.1, XP_013714768.1, XP_013749253.1
OG0008754	Cg006G209350	XP_013714875.1, XP_013721013.1, XP_013703023.2, XP_013749260.2
OG0008755	Cg006G204550	XP_048622130.1, XP_013665943.1, XP_013646111.1, XP_022546828.2
OG0008756	Cg006G204590	XP_013646147.2, XP_013711445.2, XP_013667449.1, XP_013681211.2
OG0008757	Cg006G219020	XP_022563061.1, XP_022544468.2, XP_013656986.2, XP_013685335.1
OG0008758	Cg006G204510	XP_013686634.2, XP_048593594.1, XP_048599522.1, XP_013718803.1
OG0008759	Cg006G218780	XP_013707452.1, XP_013653235.1, XP_013714550.2, XP_048596088.1
OG0008760	Cg006G218360	XP_013656946.1, XP_013677032.1, XP_013691955.1, XP_013653247.1
OG0008761	Cg007G273810	XP_013702931.1, XP_013649635.1, XP_022566201.2, XP_013698490.1
OG0008762	Cg006G217520	XP_048619597.1, XP_013651537.2, XP_013698413.1, XP_013662625.1
OG0008763	Cg006G217460	XP_048606216.1, XP_013655098.2, XP_013696453.1, XP_013659674.1
OG0008764	Cg006G216760	XP_013656839.1, XP_013656852.2, XP_048596014.1, XP_022559360.1
OG0008765	Cg006G215770	XP_022546680.2, XP_013705518.1, XP_013718315.1, XP_022544408.1
OG0008766	Cg006G215500	XP_013748722.1, XP_013707712.1, XP_048619551.1, XP_013718359.2
OG0008767	Cg006G215410	XP_013661813.1, XP_013644578.2, XP_048594568.1, XP_013708765.2
OG0008768	Cg006G215290	XP_048594564.1, XP_013733796.2
OG0008769	Cg001G004470	XP_013641359.2, XP_013646222.2, XP_013733026.2, XP_013656464.2
OG0008770	Cg001G004410	XP_048593775.1, XP_013733025.2, XP_013641579.2, XP_048601051.1
OG0008771	Cg001G004070	XP_013743221.1, XP_048628158.1, XP_013643348.3
OG0008772	Cg001G003660	XP_013746687.2, XP_048634267.1
OG0008773	Cg001G003420	XP_013706128.2, XP_022575315.2, XP_048634194.1, XP_013739108.2
OG0008774	Cg001G003130	XP_022550140.2, XP_013734573.2, XP_013685628.2, XP_048630639.1, XP_013656614.1
OG0008775	Cg001G003030	XP_022550136.2, XP_013723033.1, XP_013706720.1, XP_013742530.1
OG0008776	Cg001G002970	XP_048600980.1, XP_048634022.1, XP_048626402.1, XP_013742525.1, XP_013707660.1
OG0008777	Cg001G002930	XP_013670126.1, XP_013656603.1, XP_013723012.2, XP_013736369.1
OG0008778	Cg001G002380	XP_013669048.1, XP_022549886.1, XP_013655008.1, XP_013681766.1
OG0008779	Cg001G002360	XP_013723009.1, XP_013685561.2, XP_013656584.2
OG0008780	Cg001G002080	XP_013732307.2, XP_013736512.1, XP_048627729.1, XP_013684522.1, XP_048593808.1
OG0008781	Cg001G001980	XP_048607505.1, XP_013684518.1, XP_013654999.2, XP_013669004.2, XP_013669444.1
OG0008782	Cg001G001960	XP_048627731.1, XP_013654997.2, XP_048593812.1
OG0008783	Cg001G001660	XP_013656560.1, XP_048630653.1, XP_013678086.1, XP_048600948.1, XP_013668138.2
OG0008784	Cg001G001110	XP_013677380.1
OG0008785	Cg001G013040	XP_013707218.1, XP_013738201.2, XP_048598846.1, XP_013728707.2
OG0008786	Cg001G034440	XP_048613570.1, XP_048611375.1, XP_048629122.1, XP_013686829.1, XP_013707508.2
OG0008787	Cg001G034780	XP_013687461.2, XP_013752473.1, XP_048633307.1, XP_013641402.1
OG0008788	Cg001G037940	XP_048616546.1, XP_013647718.1, XP_013742982.2, XP_013725641.1
OG0008789	Cg005G162260	XP_013690831.1, XP_048634732.1
OG0008790	Cg001G039190	XP_048633380.1, XP_048610742.1, XP_013752033.1, XP_022559479.1
OG0008791	Cg006G215320	XP_048618737.1, XP_048592545.1, XP_013644574.1, XP_013661815.1
OG0008792	Cg008G286420	XP_048623222.1, XP_048598555.1
OG0008793	Cg006G214070	XP_013731521.2, XP_048629654.1, XP_013733829.1
OG0008794	Cg005G170930	XP_048610986.1, XP_013662096.2
OG0008795	Cg003G085290	XP_013735113.1, XP_013719697.1
OG0008796	Cg005G172630	XP_013680926.2, XP_013740494.2, XP_048636677.1, XP_022556563.1
OG0008797	Cg008G318850	XP_013747202.2, XP_013659376.3
OG0008798	Cg008G318300	XP_013727987.2, XP_048615344.1, XP_013644988.2, XP_048610053.1
OG0008799	Cg008G318070	XP_048595927.1, XP_013700736.1, XP_013644980.1, XP_013686017.2
OG0008800	Cg005G160020	XP_013734820.2, XP_013725842.1, XP_013749659.1, XP_013688277.1
OG0008801	Cg011G329120, Cg008G317720	XP_048618773.1, XP_013719481.1, XP_048610295.1
OG0008802	Cg003G083860	XP_013652160.1, XP_013735563.1, XP_013684074.1, XP_048614452.1, XP_048604434.1
OG0008803	Cg003G082660	XP_048631997.1, XP_048612859.1, XP_048603191.1
OG0008804	Cg003G081710	XP_013748814.2, XP_048596768.1, XP_048596766.1, XP_048624285.1
OG0008805	Cg003G081550	XP_013662172.1, XP_013712990.2, XP_048632012.1
OG0008806	Cg003G081290	XP_013700872.3, XP_013671367.2, XP_022552595.1, XP_048612675.1
OG0008807	Cg003G081260	XP_013657298.2, XP_013677010.2, XP_013684144.1, XP_013735503.2
OG0008808	Cg003G081110	XP_048624275.1, XP_048596754.1, XP_013676963.1, XP_013649199.2, XP_048606952.1
OG0008809	Cg003G093670, Cg003G080310	XP_013711531.1, XP_013662010.2
OG0008810	Cg003G080000, Cg003G094020	XP_048612563.1, XP_013661978.2, XP_022569835.1
OG0008812	Cg008G320840	XP_013659415.2, XP_013713898.2, XP_048637401.1, XP_013675674.2
OG0008813	Cg008G320880	XP_013730314.1, XP_048604593.1, XP_013674585.2, XP_048619727.1
OG0008814	Cg008G321240	XP_013677533.1, XP_013661809.1, XP_013681658.1, XP_013687132.1
OG0008815	Cg008G321730	XP_048603805.1, XP_048603807.1, XP_048615593.1
OG0008816	Cg008G322430	XP_013721662.1, XP_013656409.2, XP_013723636.2, XP_048623540.1
OG0008817	Cg008G323020	XP_022563513.1, XP_048637374.1, XP_022546829.2, XP_013677177.1
OG0008818	Cg008G323110	XP_013674004.2, XP_013677065.1
OG0008819	Cg008G324260	XP_013693100.1, XP_013707406.2, XP_048624422.1, XP_013661939.1
OG0008820	Cg008G324310	XP_013693205.2, XP_048618351.1, XP_013695833.1, XP_022552683.1
OG0008821	Cg008G324550	XP_048618371.1, XP_013696423.2, XP_048596635.1, XP_013714700.2
OG0008822	Cg008G325290	XP_048620350.1, XP_048596646.1, XP_013714291.2
OG0008823	Cg008G325300	XP_013696687.2, XP_013706245.2, XP_048614665.1, XP_048604221.1
OG0008824	Cg001G033550	NP_001302944.1, XP_013686781.1, NP_001303068.1, XP_013715117.2
OG0008825	Cg001G031460	XP_022548876.1, XP_013696794.1, XP_013725524.2, XP_013711352.1
OG0008826	Cg001G030360	XP_013660077.2, XP_013742942.1
OG0008827	Cg001G030150, Cg005G174220	XP_013657445.2, XP_013662131.1
OG0008828	Cg001G029420	XP_013711783.1, XP_013710992.1
OG0008829	Cg004G142050	XP_048632545.1, XP_013707951.1, XP_013750064.1, XP_013747707.1
OG0008830	Cg001G028100	XP_013742846.1, XP_048610217.1, XP_013656772.2, XP_013736685.1
OG0008831	Cg001G027950	XP_048593855.1, XP_013736677.1, XP_048610209.1, XP_048634010.1
OG0008832	Cg001G027880	XP_013656788.1, XP_013736672.1, XP_013742824.1, XP_013686740.2
OG0008833	Cg001G027080	XP_013733442.1, XP_013654699.1, XP_013666216.1, XP_048631422.1
OG0008834	Cg001G026620	XP_022575791.1, XP_048628106.1, XP_013701524.1, XP_013752153.1, XP_013654704.1
OG0008835	Cg001G026570	XP_048629864.1, XP_048600289.1, XP_013640094.1
OG0008836	Cg001G026010	XP_013697833.1, XP_013737078.1
OG0008837	Cg001G025930	XP_013737075.2, XP_013696841.1, XP_013647620.2, XP_013675886.1
OG0008838	Cg001G040830	XP_048610785.1, XP_013743280.2, XP_013647766.2, XP_013698894.2
OG0008839	Cg001G041830	XP_013689979.2, XP_022573805.2
