Orthogroup	Cardamine_glauca	Odontarrhena_muralis
OG0009377	Cg007G273450	Om004G141980
OG0009378	Cg007G273130	Om004G142380
OG0009379	Cg007G273090	Om004G142420
OG0009381	Cg007G272930	Om004G142550
OG0009382	Cg007G272750	Om004G142750
OG0009384	Cg007G279090	Om004G133270
OG0009385	Cg007G279120	Om004G133230
OG0009386	Cg007G279250	Om004G132990
OG0009387	Cg007G279290	Om004G132960
OG0009388	Cg007G279330	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630
OG0009389	Cg007G279440	Om004G132680
OG0009390	Cg007G279620	Om004G132380
OG0009391	Cg007G279820	Om004G132150
OG0009392	Cg007G280370	Om004G131320
OG0009393	Cg007G280390	Om004G131300
OG0009394	Cg007G280490	Om004G131170
OG0009395	Cg007G280710	Om004G130590
OG0009396	Cg007G281280	Om004G130180
OG0009397	Cg007G281370	Om004G130080
OG0009398	Cg007G281560	Om004G129800
OG0009399	Cg007G281590	Om004G129780
OG0009400	Cg007G281710	Om004G129640
OG0009401	Cg004G128520	Om002G056640
OG0009402	Cg004G128750	Om002G056900
OG0009403	Cg004G128830	Om002G057010
OG0009404	Cg004G128850	Om002G057030
OG0009405	Cg004G129070	Om002G057320
OG0009406	Cg004G129210	Om002G057510
OG0009407	Cg004G129400	Om002G057810
OG0009408	Cg004G129640	Om002G058120
OG0009410	Cg004G130400	Om002G059100
OG0009411	Cg004G130490	Om002G059280
OG0009412	Cg004G130560	Om002G059400
OG0009413	Cg004G130680	Om002G059560
OG0009414	Cg004G130830	Om002G059780
OG0009415	Cg004G130850	Om002G059800
OG0009416	Cg004G131210	Om002G060240
OG0009417	Cg004G131240	Om002G060270
OG0009418	Cg004G131260	Om002G060290
OG0009419	Cg004G132090	Om002G061310
OG0009420	Cg004G132170	Om002G061440
OG0009421	Cg004G132190	Om002G061460
OG0009422	Cg004G132220	Om002G061490
OG0009423	Cg004G132240	Om002G061510
OG0009424	Cg004G132500	Om002G061940
OG0009425	Cg004G132540	Om002G061990
OG0009426	Cg004G132590	Om002G062070
OG0009427	Cg004G133250	Om002G063160
OG0009428	Cg004G133310	Om002G063260
OG0009429	Cg004G133320	Om002G063270
OG0009430	Cg004G133690	Om002G063760
OG0009431	Cg004G133810	Om002G063880
OG0009432	Cg004G133820	Om002G063890
OG0009433	Cg003G076640, Cg014G332930	Om004G157890
OG0009434	Cg004G134160	Om002G064280
OG0009435	Cg004G134610	Om002G064800
OG0009436	Cg004G134890	Om002G065160
OG0009437	Cg004G135040	Om002G065350
OG0009438	Cg004G135240	Om002G065600
OG0009439	Cg004G135280	Om002G065660
OG0009440	Cg004G135630	Om002G066140
OG0009442	Cg004G136200	Om002G066870
OG0009443	Cg004G136210	Om002G066880
OG0009444	Cg004G136700	Om002G067370
OG0009445	Cg004G136770	Om002G067470
OG0009446	Cg004G137190	Om002G068020
OG0009447	Cg004G137310	Om002G068210
OG0009449	Cg004G137440	Om002G068370
OG0009450	Cg004G137830	Om002G068860
OG0009452	Cg004G138690	Om002G069740
OG0009453	Cg004G139520	Om002G070560
OG0009454	Cg004G139660	Om002G070770
OG0009455	Cg004G140160	Om002G071310
OG0009456	Cg004G140930	Om002G072320
OG0009457	Cg004G140940	Om002G072310
OG0009458	Cg004G143000	Om002G075070
OG0009459	Cg003G097910	Om003G112500
OG0009460	Cg004G146660	Om002G079300
OG0009461	Cg004G146600	Om002G077890
OG0009462	Cg004G147320	Om002G078880
OG0009463	Cg004G147660	Om002G079170
OG0009464	Cg004G147670	Om002G079190
OG0009465	Cg004G147910	Om002G079470
OG0009466	Cg008G292360	Om004G163050
OG0009467	Cg004G151360	Om005G181460
OG0009468	Cg004G151410	Om002G081890
OG0009469	Cg004G151440	Om002G081920
OG0009470	Cg004G151500	Om002G081930
OG0009471	Cg004G153090	Om002G083760
OG0009472	Cg004G153450	Om002G084030
OG0009473	Cg004G153490	Om002G084120
OG0009474	Cg004G153990	Om002G084610
OG0009475	Cg004G154690	Om002G085850
OG0009476	Cg004G155370	Om002G086620
OG0009477	Cg004G155860	Om002G087210
OG0009478	Cg004G156670	Om002G088060
OG0009479	Cg004G156680	Om002G088070
OG0009480	Cg004G156730	Om002G088150
OG0009481	Cg004G156830	Om002G088220
OG0009482	Cg004G157240	Om002G088580
OG0009483	Cg006G194320	Om003G089700
OG0009484	Cg006G194960	Om003G090670
OG0009485	Cg006G195090	Om003G090940
OG0009486	Cg006G195460	Om003G091570
OG0009487	Cg006G195820	Om003G092170
OG0009488	Cg006G195840	Om003G092190
OG0009489	Cg006G196180	Om003G092790
OG0009490	Cg006G196550	Om003G093450
OG0009491	Cg006G196710	Om003G093710
OG0009492	Cg006G196820	Om003G093830, Om003G093820
OG0009493	Cg006G197340	Om003G094560
OG0009494	Cg006G198870	Om001G014150, Om003G096420
OG0009495	Cg006G198580	Om003G096100
OG0009496	Cg006G199400	Om003G097140
OG0009497	Cg006G199580	Om003G097420
OG0009498	Cg006G199630	Om003G097520
OG0009499	Cg008G293850	Om004G161010
OG0009500	Cg006G199890	Om003G097870
OG0009501	Cg006G200040	Om003G098030
OG0009502	Cg006G200070	Om003G098110
OG0009503	Cg002G044030	Om003G128240
OG0009504	Cg006G200600	Om003G098820
OG0009505	Cg006G200660	Om003G098870
OG0009506	Cg006G200700	Om003G098910
OG0009507	Cg005G171940	Om008G339830
OG0009509	Cg005G172200	Om008G340170
OG0009510	Cg002G054940	Om006G256690
OG0009511	Cg002G054720	Om006G256490
OG0009512	Cg002G054640	Om006G256420
OG0009513	Cg002G053840	Om006G255460
OG0009514	Cg002G053420	Om006G254990
OG0009515	Cg002G053460	Om006G255040
OG0009516	Cg002G053060	Om006G254570
OG0009517	Cg002G052690	Om006G254140
OG0009519	Cg002G052460	Om006G253910
OG0009520	Cg002G052410	Om006G253930
OG0009521	Cg002G055180	Om006G256970
OG0009522	Cg004G123780	Om006G253950
OG0009523	Cg008G317230	Om008G359850
OG0009524	Cg002G051900	Om006G253000
OG0009525	Cg002G051910	Om006G253010
OG0009526	Cg005G167390	Om008G332910
OG0009527	Cg002G051800	Om006G252850
OG0009528	Cg002G051620	Om006G252680
OG0009529	Cg002G051140	Om006G252010
OG0009530	Cg002G050360	Om006G251080
OG0009531	Cg002G050340	Om006G251050
OG0009532	Cg002G050120	Om006G250720
OG0009533	Cg002G050000	Om006G250560
OG0009534	Cg002G049350	Om003G119910
OG0009535	Cg002G049300	Om005G225390, Om008G354860
OG0009536	Cg002G049210	Om003G120120
OG0009537	Cg002G048310	Om003G121320
OG0009538	Cg002G048150	Om003G121570
OG0009539	Cg002G048100	Om003G121630
OG0009540	Cg002G047550	Om003G122630
OG0009541	Cg002G047430	Om003G123060
OG0009542	Cg002G047170	Om003G123520
OG0009543	Cg002G047040	Om003G123730
OG0009544	Cg008G303270	Om006G238140
OG0009545	Cg002G046070	Om003G125490
OG0009546	Cg002G046060	Om003G125500
OG0009547	Cg002G045910	Om003G125740
OG0009548	Cg002G045630	Om003G126070
OG0009549	Cg002G045490	Om003G126250
OG0009550	Cg002G045470	Om003G126270
OG0009551	Cg002G045110	Om003G126790
OG0009552	Cg002G044220	Om003G128030
OG0009553	Cg002G044210	Om003G128040
OG0009554	Cg002G043600	Om003G128900
OG0009555	Cg002G043510	Om003G129030
OG0009556	Cg002G043450	Om003G129110
OG0009557	Cg002G045790	Om003G125900
OG0009558	Cg025G336100	Om007G308930
OG0009559	Cg006G197220	Om003G094380
OG0009561	Cg006G200160	Om003G098180
OG0009563	Cg002G049130	Om003G120240
OG0009564	Cg003G115150	Om006G229810
OG0009565	Cg008G321200	Om008G356670
OG0009568	Cg005G168510	Om008G334760
OG0009569	Cg005G168050	Om008G334000
OG0009570	Cg005G164850	Om008G328510
OG0009572	Cg007G273200	Om004G142300
OG0009573	Cg001G012620	Om001G021950
OG0009574	Cg001G006370	Om001G031770
OG0009575	Cg001G007160	Om001G030440
OG0009576	Cg006G241050	Om005G182590
OG0009577	Cg006G237140	Om005G186920
OG0009578	Cg006G236930	Om005G187140
OG0009579	Cg006G236050	Om005G188380
OG0009580	Cg006G235340	Om005G189300
OG0009583	Cg006G230090	Om005G196590
OG0009584	Cg004G145940	Om004G158570, Om005G199220, Om008G346770
OG0009585	Cg007G271850	Om005G206390
OG0009586	Cg007G268690	Om005G210780
OG0009587	Cg004G155270	Om002G086570
OG0009588	Cg006G202020	Om002G080810
OG0009590	Cg002G053610	Om002G062320, Om002G062310, Om002G062360
OG0009591	Cg008G293720	Om004G161220
OG0009594	Cg008G284350	Om004G174100
OG0009595	Cg001G023510	Om001G000300
OG0009597	Cg006G203120	Om007G287890
OG0009598	Cg006G202230	Om007G286970
OG0009599	Cg006G201980	Om007G286880
OG0009601	Cg005G175270	Om007G280540
OG0009602	Cg001G015980	Om007G285760
OG0009603	Cg008G294130	Om007G301910
OG0009604	Cg008G295170	Om007G300520
OG0009605	Cg008G295530	Om007G300100
OG0009606	Cg008G295720	Om007G299840
OG0009607	Cg008G297030	Om007G297820
OG0009608	Cg008G298680	Om007G295920
OG0009609	Cg001G041360	Om003G115870, Om007G317300
OG0009610	Cg001G042850	Om007G318420
OG0009611	Cg003G105880	Om006G247900
OG0009612	Cg008G305310	Om006G240330
OG0009613	Cg003G109320	Om006G236510, Om006G236500
OG0009614	Cg003G109360	Om006G236450
OG0009615	Cg003G114890	Om006G230110
OG0009622	Cg002G055200	Om006G257010
OG0009628	Cg006G219240	Om004G148370
OG0009635	Cg004G157170	Om006G237910
OG0009636	Cg001G022980	Om001G001070
OG0009637	Cg001G011120	Om001G024380
OG0009638	Cg001G010930	Om001G024710
OG0009639	Cg001G010770	Om001G024940
OG0009640	Cg001G010660	Om001G025120
OG0009641	Cg001G010380	Om006G271530, Om001G025620
OG0009642	Cg001G010130	Om001G026040
OG0009644	Cg008G300420	Om006G241610
OG0009645	Cg001G009710	Om001G026800
OG0009646	Cg001G009440	Om001G027290
OG0009647	Cg006G202040	Om007G286940, Om007G286930
OG0009648	Cg001G008830	Om001G028290
OG0009649	Cg001G007950	Om001G029400
OG0009650	Cg001G007440	Om001G029980
OG0009651	Cg001G007510	Om001G029900
OG0009652	Cg001G007180	Om001G030400
OG0009653	Cg001G006900	Om001G030860
OG0009654	Cg008G301650	Om006G243150, Om006G243190
OG0009655	Cg001G006550	Om001G031490
OG0009656	Cg001G006510	Om001G031560
OG0009657	Cg001G006290	Om001G031890
OG0009658	Cg004G151520	Om002G081940
OG0009659	Cg001G005910	Om001G032570
OG0009660	Cg001G005290	Om001G033550
OG0009661	Cg001G005190	Om001G033680
OG0009663	Cg001G004990	Om001G034240
OG0009664	Cg006G215280	Om007G291710, Om003G097170
OG0009665	Cg006G214590, Cg006G214550	Om007G292340
OG0009666	Cg006G214330	Om007G292650
OG0009667	Cg006G214320	Om007G292660
OG0009668	Cg006G214240	Om007G292730
OG0009669	Cg006G213750	Om007G276950
OG0009670	Cg006G213730	Om007G276910
OG0009671	Cg006G213470	Om007G276810
OG0009672	Cg006G213360	Om007G276670
OG0009673	Cg001G018010	Om001G009800
OG0009674	Cg006G213270	Om007G276600
OG0009675	Cg006G213220	Om007G276580
OG0009676	Cg006G213180	Om007G276570
OG0009677	Cg006G213130	Om007G276550
OG0009678	Cg001G024050	Om006G266820, Om006G266830, Om007G276320
OG0009679	Cg001G024070, Cg001G024150	Om007G276300
OG0009680	Cg001G024800	Om007G275680
OG0009681	Cg001G024920	Om007G301860, Om007G275590
OG0009682	Cg007G254450	Om002G086170, Om005G217090
OG0009683	Cg007G253300	Om002G082240, Om005G185810
OG0009684	Cg007G253240	Om005G217980
OG0009685	Cg007G253220	Om005G205560
OG0009686	Cg007G252640	Om011G365200, Om020G374460
OG0009687	Cg007G252080	Om005G218840
OG0009688	Cg007G251320	Om005G219860
OG0009689	Cg007G251350	Om005G219820
OG0009690	Cg007G251020	Om005G220140
OG0009691	Cg007G250180	Om005G221970
OG0009692	Cg007G250200	Om005G222010
OG0009693	Cg007G248720	Om005G223740
OG0009694	Cg002G075690	Om002G066840
OG0009695	Cg002G075520	Om008G334830
OG0009696	Cg002G075500	Om002G066050
OG0009697	Cg002G075450	Om008G353640
OG0009698	Cg006G230860	Om005G195620
OG0009699	Cg002G075380	Om006G275320
OG0009700	Cg002G075210	Om006G275170
OG0009701	Cg006G231340	Om005G194810
OG0009702	Cg002G074640	Om006G274670
OG0009703	Cg002G074100	Om006G274210
OG0009704	Cg002G073520	Om006G273680
OG0009705	Cg002G073430	Om006G273630
OG0009706	Cg002G073410	Om006G273600
OG0009707	Cg002G073060	Om006G273100, Om006G267900
OG0009708	Cg002G073050	Om006G273070
OG0009709	Cg002G072780	Om006G272820
OG0009710	Cg002G072190	Om006G272460
OG0009711	Cg002G072100	Om006G272320
OG0009712	Cg002G071890	Om006G272070
OG0009713	Cg002G071880, Cg002G071870	Om006G272060, Om008G356560
OG0009714	Cg002G070970	Om006G271200
OG0009716	Cg002G069950	Om006G269600
OG0009717	Cg002G063400, Cg006G202080	Om003G098720
OG0009718	Cg002G070080	Om006G269580
OG0009719	Cg002G069190	Om006G269360
OG0009720	Cg002G067260	Om006G269280
OG0009721	Cg002G067250	Om006G269260
OG0009722	Cg001G038650	Om007G315180
OG0009723	Cg007G267030	Om005G212870
OG0009724	Cg007G267020	Om005G212880
OG0009725	Cg007G265770, Cg007G266000	Om005G213520
OG0009726	Cg007G265020	Om006G233340, Om005G208770
OG0009727	Cg007G264900	Om007G302930, Om005G214200
OG0009728	Cg007G263080	Om005G214990
OG0009730	Cg008G306600	Om005G215160
OG0009731	Cg007G261510	Om005G215370, Om002G044940, Om004G156760, Om006G256820
OG0009733	Cg007G260350	Om005G215770
OG0009734	Cg007G245590	Om005G228830
OG0009735	Cg007G245630	Om005G228800
OG0009736	Cg007G245820	Om005G228560
OG0009737	Cg007G245900	Om005G228390
OG0009738	Cg007G246210	Om005G227660
OG0009739	Cg007G246370	Om005G227140
OG0009740	Cg007G246560	Om005G226800
OG0009741	Cg007G247170	Om005G225720
OG0009742	Cg007G247380	Om005G225480
OG0009743	Cg006G233400	Om005G191970
OG0009744	Cg007G248170	Om005G224470
OG0009745	Cg005G193430	Om004G156070
OG0009747	Cg001G014740	Om001G018200
OG0009749	Cg005G164800	Om008G328460, Om008G328470
OG0009751	Cg005G165140	Om008G328990
OG0009752	Cg005G165160	Om008G329010
OG0009753	Cg005G165180	Om008G329090
OG0009754	Cg005G165230	Om008G329160
OG0009755	Cg005G165240	Om008G329170
OG0009756	Cg004G124910	Om002G051760
OG0009757	Cg004G125280	Om002G052300
OG0009758	Cg004G125720	Om002G052960
OG0009759	Cg004G126250	Om002G053660
OG0009760	Cg004G126810	Om002G054320
OG0009761	Cg004G126870	Om002G054410
OG0009762	Cg004G127050	Om002G054720
OG0009763	Cg004G127660	Om002G055480
OG0009764	Cg004G128040	Om002G055970
OG0009765	Cg004G153220, Cg004G153230	Om004G131660
OG0009767	Cg003G095260, Cg016G334120	Om003G110260
OG0009768	Cg003G095310, Cg016G334150	Om003G110210
OG0009769	Cg003G090220, Cg003G095680	Om003G110870
OG0009770	Cg003G090350, Cg003G095820	Om003G111290
OG0009771	Cg003G097270	Om003G111500
OG0009772	Cg003G097650	Om003G112120
OG0009773	Cg003G097660	Om003G112150
OG0009774	Cg003G097880	Om008G325920
OG0009776	Cg008G293940	Om004G160880
OG0009777	Cg003G098340	Om003G112960
OG0009778	Cg003G098680	Om003G113200
OG0009779	Cg003G098860	Om003G113350
OG0009780	Cg003G099050	Om003G113480
OG0009781	Cg003G099110	Om003G113550
OG0009783	Cg003G099600	Om003G114090
OG0009784	Cg003G099690	Om003G114140
OG0009785	Cg003G099710	Om003G114220
OG0009786	Cg003G100220	Om003G114770
OG0009787	Cg003G100130	Om003G114660
OG0009788	Cg003G100070	Om003G114600
OG0009789	Cg003G100250, Cg003G100260	Om003G114820
OG0009790	Cg003G100480, Cg007G268150	Om003G115120
OG0009791	Cg003G101190	Om003G115670
OG0009792	Cg003G100910	Om003G115510
OG0009793	Cg003G100860	Om003G115430
OG0009794	Cg003G100770	Om003G115350
OG0009795	Cg003G101530	Om003G115950
OG0009796	Cg003G101830	Om003G116230
OG0009797	Cg003G102010	Om008G341840
OG0009798	Cg003G102330	Om003G116860
OG0009799	Cg003G102410	Om003G116990
OG0009800	Cg003G102910	Om003G117630
OG0009801	Cg003G103010	Om003G117720
OG0009802	Cg003G103120	Om003G117940
OG0009803	Cg003G103600	Om003G118580
OG0009804	Cg003G103910	Om003G119070
OG0009805	Cg003G104040	Om006G250430
OG0009806	Cg003G104220	Om006G250270
OG0009807	Cg003G104310	Om006G250110
OG0009808	Cg003G104490	Om006G249890
OG0009809	Cg003G105140	Om006G249200
OG0009810	Cg003G105290	Om006G248650
OG0009811	Cg003G105320	Om006G248580
OG0009812	Cg003G105350	Om006G248550
OG0009813	Cg003G105590	Om006G248180
OG0009814	Cg003G105690	Om006G248110
OG0009815	Cg003G105710	Om006G248090
OG0009816	Cg002G047460	Om002G064810, Om003G122860
OG0009817	Cg006G204150	Om003G092210
OG0009819	Cg008G293290	Om004G161740
OG0009820	Cg008G292740	Om004G162440
OG0009821	Cg008G292720	Om004G162460
OG0009822	Cg008G292690	Om004G162500
OG0009823	Cg008G292680	Om004G162510
OG0009824	Cg008G292580	Om004G162700
OG0009825	Cg008G292460	Om004G162840
OG0009826	Cg008G292430	Om004G162870
OG0009827	Cg008G292350	Om004G163070
OG0009828	Cg008G292000	Om004G163590
OG0009829	Cg008G291950	Om004G163680
OG0009830	Cg008G291520	Om004G164400
OG0009831	Cg008G291420	Om004G164570
OG0009833	Cg008G291270	Om004G164750
OG0009834	Cg008G290860	Om004G165540, Om004G165550
OG0009835	Cg008G290590	Om004G165830
OG0009836	Cg008G289870	Om004G166740
OG0009837	Cg003G112240	Om006G233140
OG0009838	Cg008G289700	Om004G166980
OG0009840	Cg008G289260	Om004G167590
OG0009841	Cg008G288850	Om004G168020
OG0009842	Cg008G288760	Om004G168120
OG0009843	Cg008G288510	Om004G168470
OG0009844	Cg008G288300	Om004G168760
OG0009845	Cg002G059390	Om006G264110
OG0009846	Cg001G023480	Om001G000330
OG0009847	Cg001G023120	Om001G000910
OG0009848	Cg001G022520	Om002G075640, Om001G002030
OG0009849	Cg001G022500	Om001G002130
OG0009850	Cg001G022370	Om001G002330
OG0009851	Cg001G022030	Om001G002740
OG0009852	Cg001G021800	Om001G003130
OG0009853	Cg001G021480	Om001G003720
OG0009854	Cg001G021310	Om001G004090
OG0009855	Cg001G020830	Om001G005020
OG0009856	Cg001G019950	Om001G006730
OG0009857	Cg001G019840	Om001G006900
OG0009858	Cg001G019220	Om001G007910, Om001G007920
OG0009859	Cg001G019060	Om001G008200
OG0009860	Cg001G017880	Om001G009970, Om001G009980
OG0009861	Cg001G017860	Om001G010000
OG0009862	Cg001G017480	Om001G010500
OG0009863	Cg001G017420	Om001G010630
OG0009865	Cg001G016840	Om001G011590
OG0009867	Cg006G211690	Om001G012590
OG0009868	Cg006G210790	Om001G013030
OG0009869	Cg006G210570	Om001G013270
OG0009870	Cg006G210560	Om001G013310
OG0009871	Cg006G210510	Om001G013360
OG0009872	Cg006G209150	Om001G014190
OG0009873	Cg006G206120	Om001G015850
OG0009874	Cg006G202660	Om007G287150
OG0009875	Cg006G206890	Om001G016820
OG0009876	Cg005G187840, Cg006G203130	Om007G287900
OG0009877	Cg006G218530	Om007G288420
OG0009878	Cg006G218000	Om007G288930
OG0009879	Cg006G217440	Om007G289600
OG0009880	Cg006G216900	Om007G290100
OG0009881	Cg006G216880	Om007G290120
OG0009882	Cg006G216570	Om007G290320
OG0009883	Cg006G216400	Om007G290470
OG0009884	Cg006G216390	Om007G290480
OG0009885	Cg006G216190	Om007G290820
OG0009886	Cg006G216130	Om007G290860
OG0009887	Cg006G216110	Om007G290890
OG0009888	Cg006G215960	Om007G291040
OG0009889	Cg006G215670	Om007G291410, Om007G291400
OG0009890	Cg006G215420	Om007G291610
OG0009891	Cg001G004780	Om001G034610
OG0009892	Cg001G004740	Om001G034670
OG0009893	Cg001G003920	Om001G035870
OG0009894	Cg001G003780	Om001G036090
OG0009895	Cg001G003490	Om001G036640
OG0009896	Cg001G003470	Om001G036660
OG0009897	Cg001G003390	Om001G036750
OG0009898	Cg001G003300	Om001G036880
OG0009899	Cg001G003160	Om001G037160
OG0009900	Cg001G003140	Om001G037220
OG0009902	Cg001G002870	Om001G037970
OG0009903	Cg005G191580	Om004G151550
OG0009904	Cg001G002700	Om001G038260
OG0009905	Cg001G002630	Om001G038360
OG0009906	Cg001G002430	Om001G038700
OG0009907	Cg001G002330	Om001G038830
OG0009908	Cg001G002220	Om001G038980
OG0009909	Cg001G002100	Om001G039150
OG0009910	Cg001G002050	Om001G039210
OG0009911	Cg001G001820	Om001G039560
OG0009912	Cg001G001560	Om001G039860
OG0009913	Cg001G001500	Om001G039930
OG0009914	Cg001G001270	Om001G040410
OG0009915	Cg001G000870	Om001G040880
OG0009916	Cg001G000770	Om001G041050
OG0009917	Cg001G000010	Om001G041980
OG0009918	Cg001G034060	Om003G106500
OG0009919	Cg001G032940	Om003G108670
OG0009920	Cg001G038190	Om007G314760
OG0009921	Cg001G039400	Om007G315470
OG0009922	Cg001G039600	Om007G315570
OG0009923	Cg001G039780	Om007G315720
OG0009924	Cg005G171570	Om005G224270, Om005G224240, Om008G339270
OG0009925	Cg005G170970	Om008G338340
OG0009926	Cg007G248960	Om005G223010
OG0009927	Cg002G045370	Om003G126400, Om005G208780
OG0009928	Cg005G171060	Om008G338570
OG0009929	Cg005G171080	Om008G338610
OG0009930	Cg005G171180	Om008G338850
OG0009931	Cg005G171250	Om008G338920
OG0009932	Cg005G171300	Om008G338960
OG0009933	Cg003G084930	Om008G346220
OG0009934	Cg003G085080, Cg003G085090	Om008G345970
OG0009935	Cg003G085330	Om008G343350
OG0009936	Cg003G099340	Om003G113850
OG0009937	Cg005G178450, Cg005G172490	Om008G340480
OG0009938	Cg005G172950	Om008G340900
OG0009939	Cg005G173040	Om008G340990
OG0009940	Cg005G173060	Om008G341010
OG0009941	Cg008G315040	Om002G086900
OG0009942	Cg008G315620	Om008G342360
OG0009943	Cg011G328880, Cg008G317590	Om008G342880
OG0009944	Cg003G084300	Om008G346450
OG0009945	Cg003G084240	Om008G346970, Om008G348220
OG0009947	Cg003G083530	Om006G242090
OG0009948	Cg003G083470	Om008G349860, Om008G349880
OG0009949	Cg003G081910	Om008G351910
OG0009951	Cg003G081150	Om008G353440
OG0009952	Cg003G080800	Om008G353750
OG0009953	Cg003G080650	Om008G353860
OG0009954	Cg003G093470, Cg003G080480	Om008G354010
OG0009955	Cg003G093490, Cg003G080430	Om008G354050
OG0009956	Cg003G093520, Cg003G080420	Om008G354090, Om008G354100
OG0009957	Cg003G080070, Cg003G093920	Om008G354910
OG0009958	Cg008G320830	Om008G356120, Om008G356090
OG0009959	Cg008G321940	Om008G357670
OG0009960	Cg008G322310	Om008G357990
OG0009961	Cg008G322500	Om008G358160
OG0009962	Cg008G322510	Om008G358180
OG0009963	Cg008G323340	Om008G359540
OG0009964	Cg008G323770	Om008G360010
OG0009965	Cg008G324000	Om008G360890
OG0009967	Cg008G324540	Om008G361830
OG0009968	Cg005G157640	Om008G318780
OG0009969	Cg008G325240	Om008G362780
OG0009970	Cg008G325270	Om008G362820, Om006G263120
OG0009971	Cg008G325050	Om008G362590
OG0009972	Cg001G031980	Om003G105210
OG0009973	Cg004G140760	Om002G072070, Om002G072000
OG0009974	Cg001G003100	Om001G037300
OG0009975	Cg001G029690	Om003G104180
OG0009976	Cg002G052320	Om006G253630
OG0009977	Cg001G029320	Om003G103950
OG0009978	Cg001G028850	Om003G103770
OG0009979	Cg001G028090	Om003G103320
OG0009980	Cg001G027400	Om003G102600
OG0009981	Cg008G308630, Cg008G310290, Cg001G027040	Om003G102360
OG0009982	Cg004G138530	Om002G069560
OG0009983	Cg001G040400	Om007G316280
OG0009984	Cg001G040410	Om007G316320
OG0009985	Cg001G040420	Om007G316330
OG0009986	Cg001G040760	Om007G316610
OG0009987	Cg001G040790	Om007G316620, Om001G005820
OG0009988	Cg005G167350	Om008G332840
OG0009989	Cg001G042250	Om007G318150
OG0009991	Cg001G042930	Om007G318470
OG0009992	Cg003G084940	Om008G346130
OG0009993	Cg005G157590	Om008G318730
OG0009994	Cg005G157990	Om008G319180
OG0009995	Cg005G158310	Om008G319550
OG0009996	Cg005G158350	Om008G319590
OG0009997	Cg005G158930	Om008G320340
OG0009998	Cg005G158950	Om008G320380
OG0009999	Cg005G159060	Om008G320540
OG0010000	Cg005G159480	Om008G321110
OG0010001	Cg005G159510	Om008G321140
OG0010002	Cg005G159950	Om008G321590
OG0010003	Cg005G160300	Om008G322100
OG0010004	Cg005G160450	Om008G322250
OG0010005	Cg005G160540	Om008G350040, Om008G322320
OG0010006	Cg005G160550	Om008G322330
OG0010007	Cg005G160870	Om008G322820, Om008G322810
OG0010008	Cg005G160900	Om008G322840
OG0010009	Cg004G157310	Om002G071340
OG0010010	Cg005G161820	Om008G324130
OG0010011	Cg005G162010	Om008G324540
OG0010012	Cg005G162020	Om008G324550
OG0010013	Cg005G162120	Om008G324780
OG0010014	Cg005G162290	Om008G325040
OG0010015	Cg005G162750	Om008G325640
OG0010016	Cg005G162790	Om008G325680
OG0010017	Cg005G162820	Om008G325700
OG0010018	Cg005G162850	Om008G325760
OG0010019	Cg005G163910	Om008G327090
OG0010020	Cg005G163870	Om008G327020
OG0010021	Cg002G048660	Om003G120860
OG0010022	Cg005G164150	Om008G327520
OG0010023	Cg005G164230	Om008G327350
OG0010024	Cg005G164410	Om008G327870
OG0010025	Cg005G164470	Om008G327930
OG0010026	Cg008G282950	Om004G175800
OG0010027	Cg008G282960	Om004G175810
OG0010028	Cg008G283160	Om004G175710
OG0010029	Cg008G283350	Om004G175530
OG0010030	Cg008G283460	Om004G175340
OG0010031	Cg008G283650	Om004G175110
OG0010032	Cg008G283990	Om004G174550
OG0010033	Cg008G284030	Om004G174480
OG0010034	Cg008G284080	Om004G174440
OG0010035	Cg008G284140	Om004G174360
OG0010036	Cg008G284260	Om004G174230
OG0010037	Cg008G284270	Om004G174220
OG0010038	Cg008G284640	Om004G173650
OG0010039	Cg008G284720	Om004G173590
OG0010040	Cg008G299810	Om006G241080
OG0010041	Cg008G300110	Om006G241250
OG0010042	Cg008G300080	Om006G241120
OG0010043	Cg008G300590	Om006G241810
OG0010044	Cg008G300600	Om006G241820
OG0010045	Cg008G300740	Om006G241960
OG0010046	Cg008G300700	Om006G241920
OG0010047	Cg008G300930	Om006G242200
OG0010048	Cg008G300940	Om006G242210
OG0010049	Cg008G296290	Om007G299000
OG0010050	Cg008G301140	Om006G242450
OG0010051	Cg008G301290	Om006G242620
OG0010052	Cg008G301490	Om006G242910
OG0010054	Cg001G041740	Om001G029100
OG0010055	Cg008G302330	Om006G244100
OG0010056	Cg003G108450	Om006G244490
OG0010057	Cg003G108270	Om005G180910, Om006G244780
OG0010058	Cg003G108180	Om006G244920
OG0010059	Cg003G107800	Om006G245390
OG0010060	Cg003G107250	Om006G245910
OG0010061	Cg006G218730	Om007G288240
OG0010062	Cg003G106500	Om006G247140
OG0010063	Cg003G111050	Om006G234460
OG0010064	Cg003G111140	Om006G234340
OG0010065	Cg003G111160	Om006G234320
OG0010066	Cg003G111200	Om006G234270
OG0010067	Cg003G103000	Om003G117710
OG0010068	Cg003G111790	Om006G233590
OG0010069	Cg003G112020	Om006G233300
OG0010070	Cg003G112170	Om006G233190
OG0010071	Cg003G112260	Om006G233110
OG0010072	Cg003G112920	Om006G232390
OG0010073	Cg003G113060	Om006G232160
OG0010074	Cg003G113040	Om006G232150
